,year,nuts_id,nuts_year_spec,lockdown_social_distancing_count
108,2020.0,ITI17,2016,1
109,2020.0,ITI32,2016,2
110,2020.0,ITI33,2016,1
111,2020.0,ITI43,2016,5
112,2020.0,LU000,2016,2
113,2020.0,MK008,2016,3
114,2020.0,NL113,2016,1
115,2020.0,NL226,2016,2
116,2020.0,NL329,2016,3
117,2020.0,NL332,2016,1
118,2020.0,NL333,2016,1
119,2020.0,NL337,2016,1
120,2020.0,NL33C,2016,1
121,2020.0,NL414,2016,1
122,2020.0,NO051,2016,2
123,2020.0,NO060,2016,1
124,2020.0,PL213,2016,1
125,2020.0,PL514,2016,2
126,2020.0,PL711,2016,2
127,2020.0,PL911,2016,3
128,2020.0,PT11A,2016,4
129,2020.0,PT16D,2016,3
130,2020.0,PT16E,2016,1
131,2020.0,PT170,2016,4
132,2020.0,SE110,2016,14
133,2020.0,SE121,2016,3
134,2020.0,SE123,2016,1
135,2020.0,SE213,2016,3
136,2020.0,SE224,2016,1
137,2020.0,SK010,2016,1
138,2020.0,TR100,2016,2
139,2020.0,TR310,2016,1
140,2020.0,TR421,2016,1
141,2020.0,TR510,2016,1
142,2020.0,TR831,2016,1
143,2020.0,UKC14,2016,3
144,2020.0,UKD33,2016,10
145,2020.0,UKD34,2016,1
146,2020.0,UKD44,2016,3
147,2020.0,UKD72,2016,2
148,2020.0,UKE21,2016,1
149,2020.0,UKE32,2016,3
150,2020.0,UKE42,2016,2
151,2020.0,UKE44,2016,2
152,2020.0,UKF11,2016,1
153,2020.0,UKF14,2016,8
154,2020.0,UKF21,2016,1
155,2020.0,UKF30,2016,2
156,2020.0,UKG13,2016,12
157,2020.0,UKG24,2016,1
158,2020.0,UKG31,2016,3
159,2020.0,UKG39,2016,1
160,2020.0,UKH12,2016,13
161,2020.0,UKH17,2016,2
162,2020.0,UKH23,2016,2
163,2020.0,UKH34,2016,2
164,2020.0,UKI31,2016,23
165,2020.0,UKI32,2016,13
166,2020.0,UKI33,2016,13
167,2020.0,UKI34,2016,1
168,2020.0,UKI42,2016,3
169,2020.0,UKI44,2016,1
170,2020.0,UKI51,2016,1
171,2020.0,UKI74,2016,1
172,2020.0,UKJ11,2016,1
173,2020.0,UKJ14,2016,31
174,2020.0,UKJ22,2016,5
175,2020.0,UKJ25,2016,4
176,2020.0,UKJ32,2016,4
177,2020.0,UKJ44,2016,1
178,2020.0,UKK11,2016,7
179,2020.0,UKK12,2016,2
180,2020.0,UKK21,2016,2
181,2020.0,UKK43,2016,5
182,2020.0,UKL18,2016,2
183,2020.0,UKL22,2016,3
184,2020.0,UKM50,2016,1
185,2020.0,UKM75,2016,10
186,2020.0,UKM82,2016,5
187,2020.0,UKN06,2016,2
188,2021.0,AT126,2016,1
189,2021.0,BE100,2016,2
190,2021.0,BE234,2016,1
191,2021.0,BG411,2016,2
192,2021.0,CH011,2016,1
193,2021.0,CH013,2016,1
194,2021.0,CH021,2016,1
195,2021.0,CH031,2016,3
196,2021.0,CH040,2016,2
197,2021.0,DE212,2016,1
198,2021.0,DE300,2016,2
199,2021.0,DEC01,2016,1
200,2021.0,DED41,2016,1
201,2021.0,DED43,2016,1
202,2021.0,DED51,2016,1
203,2021.0,DK012,2016,2
204,2021.0,DK042,2016,2
205,2021.0,ES300,2016,3
206,2021.0,ES514,2016,1
207,2021.0,FR101,2016,1
208,2021.0,FR104,2016,2
209,2021.0,FRF11,2016,1
210,2021.0,FRI12,2016,1
211,2021.0,FRJ13,2016,1
212,2021.0,FRL04,2016,1
213,2021.0,ITC11,2016,3
214,2021.0,ITC48,2016,1
215,2021.0,ITC4C,2016,1
216,2021.0,ITG17,2016,1
217,2021.0,ITH20,2016,3
218,2021.0,ITH56,2016,1
219,2021.0,ITI19,2016,1
220,2021.0,ITI43,2016,1
221,2021.0,LU000,2016,1
222,2021.0,NL113,2016,1
223,2021.0,NO060,2016,1
224,2021.0,PT11A,2016,1
225,2021.0,PT16D,2016,1
226,2021.0,SE110,2016,2
227,2021.0,SE224,2016,1
228,2021.0,SE232,2016,1
229,2021.0,SI041,2016,1
230,2021.0,TR423,2016,1
231,2021.0,UKG13,2016,2
232,2021.0,UKI31,2016,1
233,2021.0,UKI32,2016,1
234,2021.0,UKI33,2016,2
235,2021.0,UKI44,2016,1
236,2021.0,UKI51,2016,1
237,2021.0,UKJ14,2016,1
238,2021.0,UKL18,2016,1
239,2021.0,UKM75,2016,2
240,2021.0,UKN06,2016,1
