,year,nuts_id,nuts_year_spec,mental_health_count
89,2020.0,TR510,2016,3
90,2020.0,TR621,2016,1
91,2020.0,UKC22,2016,1
92,2020.0,UKD33,2016,3
93,2020.0,UKD35,2016,1
94,2020.0,UKD42,2016,1
95,2020.0,UKD44,2016,2
96,2020.0,UKD72,2016,7
97,2020.0,UKE21,2016,4
98,2020.0,UKE32,2016,4
99,2020.0,UKE42,2016,1
100,2020.0,UKE44,2016,1
101,2020.0,UKF14,2016,8
102,2020.0,UKF15,2016,1
103,2020.0,UKF16,2016,1
104,2020.0,UKF21,2016,4
105,2020.0,UKF22,2016,2
106,2020.0,UKG12,2016,1
107,2020.0,UKG13,2016,3
108,2020.0,UKG23,2016,1
109,2020.0,UKG24,2016,2
110,2020.0,UKG31,2016,9
111,2020.0,UKH12,2016,13
112,2020.0,UKH17,2016,2
113,2020.0,UKH21,2016,1
114,2020.0,UKH23,2016,12
115,2020.0,UKH34,2016,2
116,2020.0,UKH35,2016,1
117,2020.0,UKI31,2016,32
118,2020.0,UKI32,2016,42
119,2020.0,UKI33,2016,19
120,2020.0,UKI34,2016,2
121,2020.0,UKI42,2016,3
122,2020.0,UKI43,2016,1
123,2020.0,UKI44,2016,1
124,2020.0,UKI74,2016,1
125,2020.0,UKJ11,2016,1
126,2020.0,UKJ14,2016,20
127,2020.0,UKJ22,2016,7
128,2020.0,UKJ32,2016,4
129,2020.0,UKJ36,2016,1
130,2020.0,UKJ37,2016,2
131,2020.0,UKJ44,2016,3
132,2020.0,UKK11,2016,8
133,2020.0,UKK12,2016,1
134,2020.0,UKK21,2016,1
135,2020.0,UKK30,2016,1
136,2020.0,UKK43,2016,2
137,2020.0,UKL12,2016,1
138,2020.0,UKL18,2016,3
139,2020.0,UKL22,2016,2
140,2020.0,UKM75,2016,5
141,2020.0,UKM82,2016,7
142,2021.0,CH040,2016,1
143,2021.0,CY000,2016,1
144,2021.0,CZ064,2016,1
145,2021.0,CZ080,2016,1
146,2021.0,DE212,2016,2
147,2021.0,DEA41,2016,2
148,2021.0,DED41,2016,1
149,2021.0,DK031,2016,1
150,2021.0,EL303,2016,1
151,2021.0,EL411,2016,1
152,2021.0,ES421,2016,1
153,2021.0,ITF11,2016,1
154,2021.0,ITH54,2016,1
155,2021.0,LV006,2016,1
156,2021.0,ME000,2016,1
157,2021.0,NL310,2016,1
158,2021.0,NL329,2016,2
159,2021.0,NL33C,2016,1
160,2021.0,SE110,2016,1
161,2021.0,UKC14,2016,1
162,2021.0,UKC22,2016,1
163,2021.0,UKD44,2016,1
164,2021.0,UKE11,2016,1
165,2021.0,UKE21,2016,1
166,2021.0,UKE32,2016,5
167,2021.0,UKE41,2016,2
168,2021.0,UKE42,2016,1
169,2021.0,UKF14,2016,1
170,2021.0,UKF21,2016,3
171,2021.0,UKF22,2016,1
172,2021.0,UKF30,2016,1
173,2021.0,UKG31,2016,1
174,2021.0,UKH11,2016,1
175,2021.0,UKH12,2016,2
176,2021.0,UKH34,2016,2
177,2021.0,UKI31,2016,3
178,2021.0,UKI32,2016,2
179,2021.0,UKI33,2016,2
180,2021.0,UKI34,2016,1
181,2021.0,UKI42,2016,1
182,2021.0,UKI44,2016,1
183,2021.0,UKJ14,2016,5
184,2021.0,UKJ22,2016,1
185,2021.0,UKJ32,2016,2
186,2021.0,UKJ45,2016,1
187,2021.0,UKK11,2016,3
188,2021.0,UKK12,2016,1
189,2021.0,UKK15,2016,1
190,2021.0,UKK41,2016,1
191,2021.0,UKL18,2016,1
192,2021.0,UKM72,2016,1
193,2021.0,UKM75,2016,2
194,2021.0,UKM77,2016,1
195,2021.0,UKM82,2016,3
196,2021.0,UKN06,2016,2
