year,region_type,region_year_spec,region_id,region_level,vaccination_programmes_count
59,2020,NUTS,2016,ES300,3,2
60,2020,NUTS,2016,ES4,1,2
61,2020,NUTS,2016,ES41,2,1
62,2020,NUTS,2016,ES415,3,1
63,2020,NUTS,2016,ES43,2,1
64,2020,NUTS,2016,ES432,3,1
65,2020,NUTS,2016,ES5,1,5
66,2020,NUTS,2016,ES51,2,3
67,2020,NUTS,2016,ES511,3,3
68,2020,NUTS,2016,ES52,2,2
69,2020,NUTS,2016,ES521,3,1
70,2020,NUTS,2016,ES523,3,1
71,2020,NUTS,2016,ES6,1,1
72,2020,NUTS,2016,ES62,2,1
73,2020,NUTS,2016,ES620,3,1
74,2020,NUTS,2016,FI,0,2
75,2020,NUTS,2016,FI1,1,2
76,2020,NUTS,2016,FI1B,2,2
77,2020,NUTS,2016,FI1B1,3,2
78,2020,NUTS,2016,FR,0,5
79,2020,NUTS,2016,FR1,1,4
80,2020,NUTS,2016,FR10,2,4
81,2020,NUTS,2016,FR104,3,3
82,2020,NUTS,2016,FR107,3,1
83,2020,NUTS,2016,FRL,1,1
84,2020,NUTS,2016,FRL0,2,1
85,2020,NUTS,2016,FRL04,3,1
86,2020,NUTS,2016,IE,0,1
87,2020,NUTS,2016,IE0,1,1
88,2020,NUTS,2016,IE06,2,1
89,2020,NUTS,2016,IE061,3,1
90,2020,NUTS,2016,IT,0,13
91,2020,NUTS,2016,ITC,1,4
92,2020,NUTS,2016,ITC1,2,2
93,2020,NUTS,2016,ITC11,3,1
94,2020,NUTS,2016,ITC16,3,1
95,2020,NUTS,2016,ITC4,2,2
96,2020,NUTS,2016,ITC41,3,1
97,2020,NUTS,2016,ITC4C,3,1
98,2020,NUTS,2016,ITG,1,1
99,2020,NUTS,2016,ITG2,2,1
100,2020,NUTS,2016,ITG27,3,1
101,2020,NUTS,2016,ITH,1,6
102,2020,NUTS,2016,ITH3,2,5
103,2020,NUTS,2016,ITH31,3,2
104,2020,NUTS,2016,ITH36,3,3
105,2020,NUTS,2016,ITH4,2,1
106,2020,NUTS,2016,ITH44,3,1
107,2020,NUTS,2016,ITI,1,2
108,2020,NUTS,2016,ITI1,2,2
109,2020,NUTS,2016,ITI14,3,2
110,2020,NUTS,2016,NL,0,9
111,2020,NUTS,2016,NL2,1,3
112,2020,NUTS,2016,NL22,2,3
113,2020,NUTS,2016,NL221,3,2
114,2020,NUTS,2016,NL226,3,1
115,2020,NUTS,2016,NL3,1,6
116,2020,NUTS,2016,NL31,2,3
117,2020,NUTS,2016,NL310,3,3
118,2020,NUTS,2016,NL32,2,2
119,2020,NUTS,2016,NL329,3,2
120,2020,NUTS,2016,NL33,2,1
121,2020,NUTS,2016,NL337,3,1
122,2020,NUTS,2016,NO,0,1
123,2020,NUTS,2016,NO0,1,1
124,2020,NUTS,2016,NO01,2,1
125,2020,NUTS,2016,NO011,3,1
126,2020,NUTS,2016,PT,0,1
127,2020,NUTS,2016,PT1,1,1
128,2020,NUTS,2016,PT11,2,1
129,2020,NUTS,2016,PT11A,3,1
130,2020,NUTS,2016,SE,0,5
131,2020,NUTS,2016,SE1,1,4
132,2020,NUTS,2016,SE11,2,3
133,2020,NUTS,2016,SE110,3,3
134,2020,NUTS,2016,SE12,2,1
135,2020,NUTS,2016,SE121,3,1
136,2020,NUTS,2016,SE2,1,1
137,2020,NUTS,2016,SE22,2,1
138,2020,NUTS,2016,SE224,3,1
139,2020,NUTS,2016,TR,0,2
140,2020,NUTS,2016,TR6,1,2
141,2020,NUTS,2016,TR62,2,2
142,2020,NUTS,2016,TR622,3,2
143,2020,NUTS,2016,UK,0,82
144,2020,NUTS,2016,UKD,1,10
145,2020,NUTS,2016,UKD4,2,10
146,2020,NUTS,2016,UKD44,3,10
147,2020,NUTS,2016,UKE,1,1
148,2020,NUTS,2016,UKE2,2,1
149,2020,NUTS,2016,UKE21,3,1
150,2020,NUTS,2016,UKF,1,1
151,2020,NUTS,2016,UKF1,2,1
152,2020,NUTS,2016,UKF14,3,1
153,2020,NUTS,2016,UKG,1,6
154,2020,NUTS,2016,UKG1,2,3
155,2020,NUTS,2016,UKG13,3,3
156,2020,NUTS,2016,UKG3,2,3
157,2020,NUTS,2016,UKG31,3,3
158,2020,NUTS,2016,UKH,1,7
159,2020,NUTS,2016,UKH1,2,4
160,2020,NUTS,2016,UKH12,3,2
161,2020,NUTS,2016,UKH17,3,2
162,2020,NUTS,2016,UKH2,2,3
163,2020,NUTS,2016,UKH23,3,3
164,2020,NUTS,2016,UKI,1,38
165,2020,NUTS,2016,UKI3,2,37
166,2020,NUTS,2016,UKI31,3,11
167,2020,NUTS,2016,UKI32,3,12
168,2020,NUTS,2016,UKI33,3,14
169,2020,NUTS,2016,UKI4,2,1
170,2020,NUTS,2016,UKI42,3,1
171,2020,NUTS,2016,UKJ,1,10
172,2020,NUTS,2016,UKJ1,2,9
173,2020,NUTS,2016,UKJ14,3,9
174,2020,NUTS,2016,UKJ3,2,1
175,2020,NUTS,2016,UKJ32,3,1
176,2020,NUTS,2016,UKM,1,9
177,2020,NUTS,2016,UKM7,2,5
178,2020,NUTS,2016,UKM71,3,1
179,2020,NUTS,2016,UKM75,3,3
180,2020,NUTS,2016,UKM77,3,1
181,2020,NUTS,2016,UKM8,2,2
182,2020,NUTS,2016,UKM82,3,2
183,2020,NUTS,2016,UKM9,2,2
184,2020,NUTS,2016,UKM92,3,2
185,2021,NUTS,2021,CH,0,1
186,2021,NUTS,2021,CH0,1,1
187,2021,NUTS,2021,CH03,2,1
188,2021,NUTS,2021,CH031,3,1
189,2021,NUTS,2021,FR,0,2
190,2021,NUTS,2021,FR1,1,2
191,2021,NUTS,2021,FR10,2,2
192,2021,NUTS,2021,FR101,3,1
193,2021,NUTS,2021,FR107,3,1
194,2021,NUTS,2021,IT,0,5
195,2021,NUTS,2021,ITC,1,1
196,2021,NUTS,2021,ITC4,2,1
197,2021,NUTS,2021,ITC4C,3,1
198,2021,NUTS,2021,ITG,1,1
199,2021,NUTS,2021,ITG2,2,1
200,2021,NUTS,2021,ITG2D,3,1
201,2021,NUTS,2021,ITH,1,3
202,2021,NUTS,2021,ITH3,2,1
203,2021,NUTS,2021,ITH36,3,1
204,2021,NUTS,2021,ITH4,2,2
205,2021,NUTS,2021,ITH44,3,2
206,2021,NUTS,2021,NO,0,1
207,2021,NUTS,2021,NO0,1,1
208,2021,NUTS,2021,NO08,2,1
209,2021,NUTS,2021,NO081,3,1
210,2021,NUTS,2021,UK,0,35
211,2021,NUTS,2021,UKC,1,4
212,2021,NUTS,2021,UKC1,2,1
213,2021,NUTS,2021,UKC11,3,1
214,2021,NUTS,2021,UKC2,2,3
215,2021,NUTS,2021,UKC22,3,3
216,2021,NUTS,2021,UKD,1,2
217,2021,NUTS,2021,UKD4,2,2
218,2021,NUTS,2021,UKD44,3,2
219,2021,NUTS,2021,UKH,1,10
220,2021,NUTS,2021,UKH1,2,8
221,2021,NUTS,2021,UKH12,3,5
222,2021,NUTS,2021,UKH17,3,3
223,2021,NUTS,2021,UKH2,2,2
224,2021,NUTS,2021,UKH21,3,1
225,2021,NUTS,2021,UKH23,3,1
226,2021,NUTS,2021,UKI,1,14
227,2021,NUTS,2021,UKI3,2,13
228,2021,NUTS,2021,UKI31,3,3
229,2021,NUTS,2021,UKI32,3,2
230,2021,NUTS,2021,UKI33,3,7
231,2021,NUTS,2021,UKI34,3,1
232,2021,NUTS,2021,UKI4,2,1
233,2021,NUTS,2021,UKI42,3,1
234,2021,NUTS,2021,UKJ,1,3
235,2021,NUTS,2021,UKJ1,2,3
236,2021,NUTS,2021,UKJ11,3,2
237,2021,NUTS,2021,UKJ14,3,1
238,2021,NUTS,2021,UKK,1,1
239,2021,NUTS,2021,UKK1,2,1
240,2021,NUTS,2021,UKK11,3,1
241,2021,NUTS,2021,UKM,1,1
242,2021,NUTS,2021,UKM7,2,1
243,2021,NUTS,2021,UKM75,3,1
