,year,nuts_id,nuts_year_spec,lockdown_social_distancing_count
114,2020.0,UKD3,2016,11
115,2020.0,UKD4,2016,3
116,2020.0,UKD7,2016,2
117,2020.0,UKE2,2016,1
118,2020.0,UKE3,2016,3
119,2020.0,UKE4,2016,4
120,2020.0,UKF1,2016,9
121,2020.0,UKF2,2016,1
122,2020.0,UKF3,2016,2
123,2020.0,UKG1,2016,12
124,2020.0,UKG2,2016,1
125,2020.0,UKG3,2016,4
126,2020.0,UKH1,2016,15
127,2020.0,UKH2,2016,2
128,2020.0,UKH3,2016,2
129,2020.0,UKI3,2016,50
130,2020.0,UKI4,2016,4
131,2020.0,UKI5,2016,1
132,2020.0,UKI7,2016,1
133,2020.0,UKJ1,2016,32
134,2020.0,UKJ2,2016,9
135,2020.0,UKJ3,2016,4
136,2020.0,UKJ4,2016,1
137,2020.0,UKK1,2016,9
138,2020.0,UKK2,2016,2
139,2020.0,UKK4,2016,5
140,2020.0,UKL1,2016,2
141,2020.0,UKL2,2016,3
142,2020.0,UKM5,2016,1
143,2020.0,UKM7,2016,10
144,2020.0,UKM8,2016,5
145,2020.0,UKN0,2016,2
146,2021.0,AT12,2016,1
147,2021.0,BE10,2016,2
148,2021.0,BE23,2016,1
149,2021.0,BG41,2016,2
150,2021.0,CH01,2016,2
151,2021.0,CH02,2016,1
152,2021.0,CH03,2016,3
153,2021.0,CH04,2016,2
154,2021.0,DE21,2016,1
155,2021.0,DE30,2016,2
156,2021.0,DEC0,2016,1
157,2021.0,DED4,2016,2
158,2021.0,DED5,2016,1
159,2021.0,DK01,2016,2
160,2021.0,DK04,2016,2
161,2021.0,ES30,2016,3
162,2021.0,ES51,2016,1
163,2021.0,FR10,2016,3
164,2021.0,FRF1,2016,1
165,2021.0,FRI1,2016,1
166,2021.0,FRJ1,2016,1
167,2021.0,FRL0,2016,1
168,2021.0,ITC1,2016,3
169,2021.0,ITC4,2016,2
170,2021.0,ITG1,2016,1
171,2021.0,ITH2,2016,3
172,2021.0,ITH5,2016,1
173,2021.0,ITI1,2016,1
174,2021.0,ITI4,2016,1
175,2021.0,LU00,2016,1
176,2021.0,NL11,2016,1
177,2021.0,NO06,2016,1
178,2021.0,PT11,2016,1
179,2021.0,PT16,2016,1
180,2021.0,SE11,2016,2
181,2021.0,SE22,2016,1
182,2021.0,SE23,2016,1
183,2021.0,SI04,2016,1
184,2021.0,TR42,2016,1
185,2021.0,UKG1,2016,2
186,2021.0,UKI3,2016,4
187,2021.0,UKI4,2016,1
188,2021.0,UKI5,2016,1
189,2021.0,UKJ1,2016,1
190,2021.0,UKL1,2016,1
191,2021.0,UKM7,2016,2
192,2021.0,UKN0,2016,1
