year,region_type,region_year_spec,region_id,region_level,lockdown_social_distancing_count
71,2020,NUTS,2016,DE232,3,1
72,2020,NUTS,2016,DE24,2,1
73,2020,NUTS,2016,DE242,3,1
74,2020,NUTS,2016,DE25,2,3
75,2020,NUTS,2016,DE252,3,3
76,2020,NUTS,2016,DE3,1,14
77,2020,NUTS,2016,DE30,2,14
78,2020,NUTS,2016,DE300,3,14
79,2020,NUTS,2016,DE4,1,1
80,2020,NUTS,2016,DE40,2,1
81,2020,NUTS,2016,DE404,3,1
82,2020,NUTS,2016,DE5,1,1
83,2020,NUTS,2016,DE50,2,1
84,2020,NUTS,2016,DE501,3,1
85,2020,NUTS,2016,DE6,1,3
86,2020,NUTS,2016,DE60,2,3
87,2020,NUTS,2016,DE600,3,3
88,2020,NUTS,2016,DE7,1,4
89,2020,NUTS,2016,DE71,2,3
90,2020,NUTS,2016,DE712,3,3
91,2020,NUTS,2016,DE73,2,1
92,2020,NUTS,2016,DE731,3,1
93,2020,NUTS,2016,DE8,1,1
94,2020,NUTS,2016,DE80,2,1
95,2020,NUTS,2016,DE803,3,1
96,2020,NUTS,2016,DE9,1,2
97,2020,NUTS,2016,DE91,2,1
98,2020,NUTS,2016,DE91C,3,1
99,2020,NUTS,2016,DE94,2,1
100,2020,NUTS,2016,DE943,3,1
101,2020,NUTS,2016,DEA,1,5
102,2020,NUTS,2016,DEA2,2,3
103,2020,NUTS,2016,DEA23,3,1
104,2020,NUTS,2016,DEA26,3,1
105,2020,NUTS,2016,DEA2C,3,1
106,2020,NUTS,2016,DEA3,2,1
107,2020,NUTS,2016,DEA33,3,1
108,2020,NUTS,2016,DEA5,2,1
109,2020,NUTS,2016,DEA51,3,1
110,2020,NUTS,2016,DEB,1,4
111,2020,NUTS,2016,DEB3,2,4
112,2020,NUTS,2016,DEB32,3,3
113,2020,NUTS,2016,DEB33,3,1
114,2020,NUTS,2016,DEC,1,1
115,2020,NUTS,2016,DEC0,2,1
116,2020,NUTS,2016,DEC01,3,1
117,2020,NUTS,2016,DED,1,4
118,2020,NUTS,2016,DED4,2,3
119,2020,NUTS,2016,DED41,3,2
120,2020,NUTS,2016,DED43,3,1
121,2020,NUTS,2016,DED5,2,1
122,2020,NUTS,2016,DED51,3,1
123,2020,NUTS,2016,DEE,1,1
124,2020,NUTS,2016,DEE0,2,1
125,2020,NUTS,2016,DEE02,3,1
126,2020,NUTS,2016,DK,0,13
127,2020,NUTS,2016,DK0,1,13
128,2020,NUTS,2016,DK01,2,6
129,2020,NUTS,2016,DK011,3,6
130,2020,NUTS,2016,DK02,2,1
131,2020,NUTS,2016,DK021,3,1
132,2020,NUTS,2016,DK03,2,6
133,2020,NUTS,2016,DK031,3,6
134,2020,NUTS,2016,EL,0,6
135,2020,NUTS,2016,EL3,1,3
136,2020,NUTS,2016,EL30,2,3
137,2020,NUTS,2016,EL303,3,3
138,2020,NUTS,2016,EL5,1,1
139,2020,NUTS,2016,EL52,2,1
140,2020,NUTS,2016,EL522,3,1
141,2020,NUTS,2016,EL6,1,2
142,2020,NUTS,2016,EL61,2,1
143,2020,NUTS,2016,EL613,3,1
144,2020,NUTS,2016,EL65,2,1
145,2020,NUTS,2016,EL651,3,1
146,2020,NUTS,2016,ES,0,35
147,2020,NUTS,2016,ES1,1,5
148,2020,NUTS,2016,ES11,2,4
149,2020,NUTS,2016,ES111,3,3
150,2020,NUTS,2016,ES114,3,1
151,2020,NUTS,2016,ES12,2,1
152,2020,NUTS,2016,ES120,3,1
153,2020,NUTS,2016,ES2,1,6
154,2020,NUTS,2016,ES21,2,2
155,2020,NUTS,2016,ES213,3,2
156,2020,NUTS,2016,ES24,2,4
157,2020,NUTS,2016,ES243,3,4
158,2020,NUTS,2016,ES3,1,9
159,2020,NUTS,2016,ES30,2,9
160,2020,NUTS,2016,ES300,3,9
161,2020,NUTS,2016,ES4,1,2
162,2020,NUTS,2016,ES41,2,2
163,2020,NUTS,2016,ES413,3,2
164,2020,NUTS,2016,ES5,1,8
165,2020,NUTS,2016,ES51,2,5
166,2020,NUTS,2016,ES511,3,4
167,2020,NUTS,2016,ES513,3,1
168,2020,NUTS,2016,ES52,2,3
169,2020,NUTS,2016,ES521,3,2
170,2020,NUTS,2016,ES523,3,1
171,2020,NUTS,2016,ES6,1,5
172,2020,NUTS,2016,ES61,2,3
173,2020,NUTS,2016,ES614,3,1
174,2020,NUTS,2016,ES618,3,2
175,2020,NUTS,2016,ES62,2,2
176,2020,NUTS,2016,ES620,3,2
177,2020,NUTS,2016,FI,0,3
178,2020,NUTS,2016,FI1,1,3
179,2020,NUTS,2016,FI1B,2,1
180,2020,NUTS,2016,FI1B1,3,1
181,2020,NUTS,2016,FI1D,2,2
182,2020,NUTS,2016,FI1D2,3,2
183,2020,NUTS,2016,FR,0,38
184,2020,NUTS,2016,FR1,1,21
185,2020,NUTS,2016,FR10,2,21
186,2020,NUTS,2016,FR101,3,8
187,2020,NUTS,2016,FR104,3,11
188,2020,NUTS,2016,FR105,3,2
189,2020,NUTS,2016,FRE,1,1
190,2020,NUTS,2016,FRE2,2,1
191,2020,NUTS,2016,FRE23,3,1
192,2020,NUTS,2016,FRG,1,3
193,2020,NUTS,2016,FRG0,2,3
194,2020,NUTS,2016,FRG04,3,3
195,2020,NUTS,2016,FRI,1,2
196,2020,NUTS,2016,FRI1,2,2
197,2020,NUTS,2016,FRI12,3,2
198,2020,NUTS,2016,FRJ,1,4
199,2020,NUTS,2016,FRJ1,2,4
200,2020,NUTS,2016,FRJ13,3,4
201,2020,NUTS,2016,FRK,1,3
202,2020,NUTS,2016,FRK2,2,3
203,2020,NUTS,2016,FRK26,3,3
204,2020,NUTS,2016,FRL,1,4
205,2020,NUTS,2016,FRL0,2,4
206,2020,NUTS,2016,FRL04,3,4
207,2020,NUTS,2016,HR,0,1
208,2020,NUTS,2016,HR0,1,1
209,2020,NUTS,2016,HR04,2,1
210,2020,NUTS,2016,HR041,3,1
211,2020,NUTS,2016,HU,0,7
212,2020,NUTS,2016,HU1,1,5
213,2020,NUTS,2016,HU11,2,5
214,2020,NUTS,2016,HU110,3,5
215,2020,NUTS,2016,HU3,1,2
216,2020,NUTS,2016,HU33,2,2
217,2020,NUTS,2016,HU333,3,2
218,2020,NUTS,2016,IE,0,8
219,2020,NUTS,2016,IE0,1,8
220,2020,NUTS,2016,IE05,2,3
221,2020,NUTS,2016,IE053,3,3
222,2020,NUTS,2016,IE06,2,5
223,2020,NUTS,2016,IE061,3,5
224,2020,NUTS,2016,IS,0,3
225,2020,NUTS,2016,IS0,1,3
226,2020,NUTS,2016,IS00,2,3
227,2020,NUTS,2016,IS001,3,3
228,2020,NUTS,2016,IT,0,62
229,2020,NUTS,2016,ITC,1,19
230,2020,NUTS,2016,ITC1,2,7
231,2020,NUTS,2016,ITC11,3,7
232,2020,NUTS,2016,ITC4,2,12
233,2020,NUTS,2016,ITC48,3,5
234,2020,NUTS,2016,ITC4C,3,7
235,2020,NUTS,2016,ITF,1,9
236,2020,NUTS,2016,ITF3,2,1
237,2020,NUTS,2016,ITF33,3,1
238,2020,NUTS,2016,ITF4,2,6
239,2020,NUTS,2016,ITF46,3,1
240,2020,NUTS,2016,ITF47,3,5
241,2020,NUTS,2016,ITF5,2,1
242,2020,NUTS,2016,ITF51,3,1
243,2020,NUTS,2016,ITF6,2,1
244,2020,NUTS,2016,ITF61,3,1
245,2020,NUTS,2016,ITG,1,2
246,2020,NUTS,2016,ITG1,2,2
247,2020,NUTS,2016,ITG13,3,1
248,2020,NUTS,2016,ITG17,3,1
249,2020,NUTS,2016,ITH,1,22
250,2020,NUTS,2016,ITH2,2,7
251,2020,NUTS,2016,ITH20,3,7
252,2020,NUTS,2016,ITH3,2,10
253,2020,NUTS,2016,ITH31,3,2
254,2020,NUTS,2016,ITH35,3,2
255,2020,NUTS,2016,ITH36,3,6
256,2020,NUTS,2016,ITH5,2,5
257,2020,NUTS,2016,ITH52,3,1
258,2020,NUTS,2016,ITH54,3,1
259,2020,NUTS,2016,ITH56,3,3
260,2020,NUTS,2016,ITI,1,10
261,2020,NUTS,2016,ITI1,2,2
262,2020,NUTS,2016,ITI14,3,1
263,2020,NUTS,2016,ITI17,3,1
264,2020,NUTS,2016,ITI3,2,3
265,2020,NUTS,2016,ITI32,3,2
266,2020,NUTS,2016,ITI33,3,1
267,2020,NUTS,2016,ITI4,2,5
268,2020,NUTS,2016,ITI43,3,5
269,2020,NUTS,2016,LU,0,2
270,2020,NUTS,2016,LU0,1,2
271,2020,NUTS,2016,LU00,2,2
272,2020,NUTS,2016,LU000,3,2
273,2020,NUTS,2016,MK,0,3
274,2020,NUTS,2016,MK0,1,3
275,2020,NUTS,2016,MK00,2,3
276,2020,NUTS,2016,MK008,3,3
277,2020,NUTS,2016,NL,0,11
278,2020,NUTS,2016,NL1,1,1
279,2020,NUTS,2016,NL11,2,1
280,2020,NUTS,2016,NL113,3,1
281,2020,NUTS,2016,NL2,1,2
282,2020,NUTS,2016,NL22,2,2
283,2020,NUTS,2016,NL226,3,2
284,2020,NUTS,2016,NL3,1,7
285,2020,NUTS,2016,NL32,2,3
286,2020,NUTS,2016,NL329,3,3
287,2020,NUTS,2016,NL33,2,4
288,2020,NUTS,2016,NL332,3,1
289,2020,NUTS,2016,NL333,3,1
290,2020,NUTS,2016,NL337,3,1
291,2020,NUTS,2016,NL33C,3,1
292,2020,NUTS,2016,NL4,1,1
293,2020,NUTS,2016,NL41,2,1
294,2020,NUTS,2016,NL414,3,1
295,2020,NUTS,2016,NO,0,3
296,2020,NUTS,2016,NO0,1,3
297,2020,NUTS,2016,NO05,2,2
298,2020,NUTS,2016,NO051,3,2
299,2020,NUTS,2016,NO06,2,1
300,2020,NUTS,2016,NO060,3,1
301,2020,NUTS,2016,PL,0,8
302,2020,NUTS,2016,PL2,1,1
303,2020,NUTS,2016,PL21,2,1
304,2020,NUTS,2016,PL213,3,1
305,2020,NUTS,2016,PL5,1,2
306,2020,NUTS,2016,PL51,2,2
307,2020,NUTS,2016,PL514,3,2
308,2020,NUTS,2016,PL7,1,2
309,2020,NUTS,2016,PL71,2,2
310,2020,NUTS,2016,PL711,3,2
311,2020,NUTS,2016,PL9,1,3
312,2020,NUTS,2016,PL91,2,3
313,2020,NUTS,2016,PL911,3,3
314,2020,NUTS,2016,PT,0,12
315,2020,NUTS,2016,PT1,1,12
316,2020,NUTS,2016,PT11,2,4
317,2020,NUTS,2016,PT11A,3,4
318,2020,NUTS,2016,PT16,2,4
319,2020,NUTS,2016,PT16D,3,3
320,2020,NUTS,2016,PT16E,3,1
321,2020,NUTS,2016,PT17,2,4
322,2020,NUTS,2016,PT170,3,4
323,2020,NUTS,2016,SE,0,22
324,2020,NUTS,2016,SE1,1,18
325,2020,NUTS,2016,SE11,2,14
326,2020,NUTS,2016,SE110,3,14
327,2020,NUTS,2016,SE12,2,4
328,2020,NUTS,2016,SE121,3,3
329,2020,NUTS,2016,SE123,3,1
330,2020,NUTS,2016,SE2,1,4
331,2020,NUTS,2016,SE21,2,3
332,2020,NUTS,2016,SE213,3,3
333,2020,NUTS,2016,SE22,2,1
334,2020,NUTS,2016,SE224,3,1
335,2020,NUTS,2016,SK,0,1
336,2020,NUTS,2016,SK0,1,1
337,2020,NUTS,2016,SK01,2,1
338,2020,NUTS,2016,SK010,3,1
339,2020,NUTS,2016,TR,0,6
340,2020,NUTS,2016,TR1,1,2
341,2020,NUTS,2016,TR10,2,2
342,2020,NUTS,2016,TR100,3,2
343,2020,NUTS,2016,TR3,1,1
344,2020,NUTS,2016,TR31,2,1
345,2020,NUTS,2016,TR310,3,1
346,2020,NUTS,2016,TR4,1,1
347,2020,NUTS,2016,TR42,2,1
348,2020,NUTS,2016,TR421,3,1
349,2020,NUTS,2016,TR5,1,1
350,2020,NUTS,2016,TR51,2,1
351,2020,NUTS,2016,TR510,3,1
352,2020,NUTS,2016,TR8,1,1
353,2020,NUTS,2016,TR83,2,1
354,2020,NUTS,2016,TR831,3,1
355,2020,NUTS,2016,UK,0,216
356,2020,NUTS,2016,UKC,1,3
357,2020,NUTS,2016,UKC1,2,3
358,2020,NUTS,2016,UKC14,3,3
359,2020,NUTS,2016,UKD,1,16
360,2020,NUTS,2016,UKD3,2,11
361,2020,NUTS,2016,UKD33,3,10
362,2020,NUTS,2016,UKD34,3,1
363,2020,NUTS,2016,UKD4,2,3
364,2020,NUTS,2016,UKD44,3,3
365,2020,NUTS,2016,UKD7,2,2
366,2020,NUTS,2016,UKD72,3,2
367,2020,NUTS,2016,UKE,1,8
368,2020,NUTS,2016,UKE2,2,1
369,2020,NUTS,2016,UKE21,3,1
370,2020,NUTS,2016,UKE3,2,3
371,2020,NUTS,2016,UKE32,3,3
372,2020,NUTS,2016,UKE4,2,4
373,2020,NUTS,2016,UKE42,3,2
374,2020,NUTS,2016,UKE44,3,2
375,2020,NUTS,2016,UKF,1,12
376,2020,NUTS,2016,UKF1,2,9
377,2020,NUTS,2016,UKF11,3,1
378,2020,NUTS,2016,UKF14,3,8
379,2020,NUTS,2016,UKF2,2,1
380,2020,NUTS,2016,UKF21,3,1
381,2020,NUTS,2016,UKF3,2,2
382,2020,NUTS,2016,UKF30,3,2
383,2020,NUTS,2016,UKG,1,17
384,2020,NUTS,2016,UKG1,2,12
385,2020,NUTS,2016,UKG13,3,12
386,2020,NUTS,2016,UKG2,2,1
387,2020,NUTS,2016,UKG24,3,1
388,2020,NUTS,2016,UKG3,2,4
389,2020,NUTS,2016,UKG31,3,3
390,2020,NUTS,2016,UKG39,3,1
391,2020,NUTS,2016,UKH,1,19
392,2020,NUTS,2016,UKH1,2,15
393,2020,NUTS,2016,UKH12,3,13
394,2020,NUTS,2016,UKH17,3,2
395,2020,NUTS,2016,UKH2,2,2
396,2020,NUTS,2016,UKH23,3,2
397,2020,NUTS,2016,UKH3,2,2
398,2020,NUTS,2016,UKH34,3,2
399,2020,NUTS,2016,UKI,1,56
400,2020,NUTS,2016,UKI3,2,50
401,2020,NUTS,2016,UKI31,3,23
402,2020,NUTS,2016,UKI32,3,13
403,2020,NUTS,2016,UKI33,3,13
404,2020,NUTS,2016,UKI34,3,1
405,2020,NUTS,2016,UKI4,2,4
406,2020,NUTS,2016,UKI42,3,3
407,2020,NUTS,2016,UKI44,3,1
408,2020,NUTS,2016,UKI5,2,1
409,2020,NUTS,2016,UKI51,3,1
410,2020,NUTS,2016,UKI7,2,1
411,2020,NUTS,2016,UKI74,3,1
412,2020,NUTS,2016,UKJ,1,46
413,2020,NUTS,2016,UKJ1,2,32
414,2020,NUTS,2016,UKJ11,3,1
415,2020,NUTS,2016,UKJ14,3,31
416,2020,NUTS,2016,UKJ2,2,9
417,2020,NUTS,2016,UKJ22,3,5
418,2020,NUTS,2016,UKJ25,3,4
419,2020,NUTS,2016,UKJ3,2,4
420,2020,NUTS,2016,UKJ32,3,4
421,2020,NUTS,2016,UKJ4,2,1
422,2020,NUTS,2016,UKJ44,3,1
423,2020,NUTS,2016,UKK,1,16
424,2020,NUTS,2016,UKK1,2,9
425,2020,NUTS,2016,UKK11,3,7
426,2020,NUTS,2016,UKK12,3,2
427,2020,NUTS,2016,UKK2,2,2
428,2020,NUTS,2016,UKK21,3,2
429,2020,NUTS,2016,UKK4,2,5
430,2020,NUTS,2016,UKK43,3,5
431,2020,NUTS,2016,UKL,1,5
432,2020,NUTS,2016,UKL1,2,2
433,2020,NUTS,2016,UKL18,3,2
434,2020,NUTS,2016,UKL2,2,3
435,2020,NUTS,2016,UKL22,3,3
436,2020,NUTS,2016,UKM,1,16
437,2020,NUTS,2016,UKM5,2,1
438,2020,NUTS,2016,UKM50,3,1
439,2020,NUTS,2016,UKM7,2,10
440,2020,NUTS,2016,UKM75,3,10
441,2020,NUTS,2016,UKM8,2,5
442,2020,NUTS,2016,UKM82,3,5
443,2020,NUTS,2016,UKN,1,2
444,2020,NUTS,2016,UKN0,2,2
445,2020,NUTS,2016,UKN06,3,2
446,2021,NUTS,2021,AT,0,1
447,2021,NUTS,2021,AT1,1,1
448,2021,NUTS,2021,AT12,2,1
449,2021,NUTS,2021,AT126,3,1
450,2021,NUTS,2021,BE,0,3
451,2021,NUTS,2021,BE1,1,2
452,2021,NUTS,2021,BE10,2,2
453,2021,NUTS,2021,BE100,3,2
454,2021,NUTS,2021,BE2,1,1
455,2021,NUTS,2021,BE23,2,1
456,2021,NUTS,2021,BE234,3,1
457,2021,NUTS,2021,BG,0,2
458,2021,NUTS,2021,BG4,1,2
459,2021,NUTS,2021,BG41,2,2
460,2021,NUTS,2021,BG411,3,2
461,2021,NUTS,2021,CH,0,8
462,2021,NUTS,2021,CH0,1,8
463,2021,NUTS,2021,CH01,2,2
464,2021,NUTS,2021,CH011,3,1
465,2021,NUTS,2021,CH013,3,1
466,2021,NUTS,2021,CH02,2,1
467,2021,NUTS,2021,CH021,3,1
468,2021,NUTS,2021,CH03,2,3
469,2021,NUTS,2021,CH031,3,3
470,2021,NUTS,2021,CH04,2,2
471,2021,NUTS,2021,CH040,3,2
472,2021,NUTS,2021,DE,0,7
473,2021,NUTS,2021,DE2,1,1
474,2021,NUTS,2021,DE21,2,1
475,2021,NUTS,2021,DE212,3,1
476,2021,NUTS,2021,DE3,1,2
477,2021,NUTS,2021,DE30,2,2
478,2021,NUTS,2021,DE300,3,2
479,2021,NUTS,2021,DEC,1,1
480,2021,NUTS,2021,DEC0,2,1
481,2021,NUTS,2021,DEC01,3,1
482,2021,NUTS,2021,DED,1,3
483,2021,NUTS,2021,DED4,2,2
484,2021,NUTS,2021,DED41,3,1
485,2021,NUTS,2021,DED43,3,1
486,2021,NUTS,2021,DED5,2,1
487,2021,NUTS,2021,DED51,3,1
488,2021,NUTS,2021,DK,0,4
489,2021,NUTS,2021,DK0,1,4
490,2021,NUTS,2021,DK01,2,2
491,2021,NUTS,2021,DK012,3,2
492,2021,NUTS,2021,DK04,2,2
493,2021,NUTS,2021,DK042,3,2
494,2021,NUTS,2021,ES,0,4
495,2021,NUTS,2021,ES3,1,3
496,2021,NUTS,2021,ES30,2,3
497,2021,NUTS,2021,ES300,3,3
498,2021,NUTS,2021,ES5,1,1
499,2021,NUTS,2021,ES51,2,1
500,2021,NUTS,2021,ES514,3,1
501,2021,NUTS,2021,FR,0,7
502,2021,NUTS,2021,FR1,1,3
503,2021,NUTS,2021,FR10,2,3
504,2021,NUTS,2021,FR101,3,1
505,2021,NUTS,2021,FR104,3,2
506,2021,NUTS,2021,FRF,1,1
507,2021,NUTS,2021,FRF1,2,1
508,2021,NUTS,2021,FRF11,3,1
509,2021,NUTS,2021,FRI,1,1
510,2021,NUTS,2021,FRI1,2,1
511,2021,NUTS,2021,FRI12,3,1
512,2021,NUTS,2021,FRJ,1,1
513,2021,NUTS,2021,FRJ1,2,1
514,2021,NUTS,2021,FRJ13,3,1
515,2021,NUTS,2021,FRL,1,1
516,2021,NUTS,2021,FRL0,2,1
517,2021,NUTS,2021,FRL04,3,1
518,2021,NUTS,2021,IT,0,12
519,2021,NUTS,2021,ITC,1,5
520,2021,NUTS,2021,ITC1,2,3
521,2021,NUTS,2021,ITC11,3,3
522,2021,NUTS,2021,ITC4,2,2
523,2021,NUTS,2021,ITC48,3,1
524,2021,NUTS,2021,ITC4C,3,1
525,2021,NUTS,2021,ITG,1,1
526,2021,NUTS,2021,ITG1,2,1
527,2021,NUTS,2021,ITG17,3,1
528,2021,NUTS,2021,ITH,1,4
529,2021,NUTS,2021,ITH2,2,3
530,2021,NUTS,2021,ITH20,3,3
531,2021,NUTS,2021,ITH5,2,1
532,2021,NUTS,2021,ITH56,3,1
533,2021,NUTS,2021,ITI,1,2
534,2021,NUTS,2021,ITI1,2,1
535,2021,NUTS,2021,ITI19,3,1
536,2021,NUTS,2021,ITI4,2,1
537,2021,NUTS,2021,ITI43,3,1
538,2021,NUTS,2021,LU,0,1
539,2021,NUTS,2021,LU0,1,1
540,2021,NUTS,2021,LU00,2,1
541,2021,NUTS,2021,LU000,3,1
542,2021,NUTS,2021,NL,0,1
543,2021,NUTS,2021,NL1,1,1
544,2021,NUTS,2021,NL11,2,1
545,2021,NUTS,2021,NL113,3,1
546,2021,NUTS,2021,NO,0,1
547,2021,NUTS,2021,NO0,1,1
548,2021,NUTS,2021,NO06,2,1
549,2021,NUTS,2021,NO060,3,1
550,2021,NUTS,2021,PT,0,2
551,2021,NUTS,2021,PT1,1,2
552,2021,NUTS,2021,PT11,2,1
553,2021,NUTS,2021,PT11A,3,1
554,2021,NUTS,2021,PT16,2,1
555,2021,NUTS,2021,PT16D,3,1
556,2021,NUTS,2021,SE,0,4
557,2021,NUTS,2021,SE1,1,2
558,2021,NUTS,2021,SE11,2,2
559,2021,NUTS,2021,SE110,3,2
560,2021,NUTS,2021,SE2,1,2
561,2021,NUTS,2021,SE22,2,1
562,2021,NUTS,2021,SE224,3,1
563,2021,NUTS,2021,SE23,2,1
564,2021,NUTS,2021,SE232,3,1
565,2021,NUTS,2021,SI,0,1
566,2021,NUTS,2021,SI0,1,1
567,2021,NUTS,2021,SI04,2,1
568,2021,NUTS,2021,SI041,3,1
569,2021,NUTS,2021,TR,0,1
570,2021,NUTS,2021,TR4,1,1
571,2021,NUTS,2021,TR42,2,1
572,2021,NUTS,2021,TR423,3,1
573,2021,NUTS,2021,UK,0,13
574,2021,NUTS,2021,UKG,1,2
575,2021,NUTS,2021,UKG1,2,2
576,2021,NUTS,2021,UKG13,3,2
577,2021,NUTS,2021,UKI,1,6
578,2021,NUTS,2021,UKI3,2,4
579,2021,NUTS,2021,UKI31,3,1
580,2021,NUTS,2021,UKI32,3,1
581,2021,NUTS,2021,UKI33,3,2
582,2021,NUTS,2021,UKI4,2,1
583,2021,NUTS,2021,UKI44,3,1
584,2021,NUTS,2021,UKI5,2,1
585,2021,NUTS,2021,UKI51,3,1
586,2021,NUTS,2021,UKJ,1,1
587,2021,NUTS,2021,UKJ1,2,1
588,2021,NUTS,2021,UKJ14,3,1
589,2021,NUTS,2021,UKL,1,1
590,2021,NUTS,2021,UKL1,2,1
591,2021,NUTS,2021,UKL18,3,1
592,2021,NUTS,2021,UKM,1,2
593,2021,NUTS,2021,UKM7,2,2
594,2021,NUTS,2021,UKM75,3,2
595,2021,NUTS,2021,UKN,1,1
596,2021,NUTS,2021,UKN0,2,1
597,2021,NUTS,2021,UKN06,3,1
