year,region_type,region_year_spec,region_id,region_level,biorxiv_count
124,2014,NUTS,2013,CH,0,49
125,2014,NUTS,2013,CH0,1,49
126,2014,NUTS,2013,CH01,2,33
127,2014,NUTS,2013,CH011,3,19
128,2014,NUTS,2013,CH013,3,14
129,2014,NUTS,2013,CH02,2,4
130,2014,NUTS,2013,CH021,3,2
131,2014,NUTS,2013,CH022,3,2
132,2014,NUTS,2013,CH03,2,2
133,2014,NUTS,2013,CH031,3,2
134,2014,NUTS,2013,CH04,2,10
135,2014,NUTS,2013,CH040,3,10
136,2014,NUTS,2013,CZ,0,2
137,2014,NUTS,2013,CZ0,1,2
138,2014,NUTS,2013,CZ01,2,1
139,2014,NUTS,2013,CZ010,3,1
140,2014,NUTS,2013,CZ06,2,1
141,2014,NUTS,2013,CZ064,3,1
142,2014,NUTS,2013,DE,0,70
143,2014,NUTS,2013,DE1,1,12
144,2014,NUTS,2013,DE11,2,3
145,2014,NUTS,2013,DE111,3,3
146,2014,NUTS,2013,DE12,2,4
147,2014,NUTS,2013,DE125,3,4
148,2014,NUTS,2013,DE13,2,1
149,2014,NUTS,2013,DE131,3,1
150,2014,NUTS,2013,DE14,2,4
151,2014,NUTS,2013,DE142,3,3
152,2014,NUTS,2013,DE144,3,1
153,2014,NUTS,2013,DE2,1,40
154,2014,NUTS,2013,DE21,2,40
155,2014,NUTS,2013,DE212,3,39
156,2014,NUTS,2013,DE21H,3,1
157,2014,NUTS,2013,DE3,1,2
158,2014,NUTS,2013,DE30,2,2
159,2014,NUTS,2013,DE300,3,2
160,2014,NUTS,2013,DE7,1,4
161,2014,NUTS,2013,DE71,2,1
162,2014,NUTS,2013,DE712,3,1
163,2014,NUTS,2013,DE73,2,3
164,2014,NUTS,2013,DE731,3,3
165,2014,NUTS,2013,DEA,1,4
166,2014,NUTS,2013,DEA2,2,3
167,2014,NUTS,2013,DEA22,3,1
168,2014,NUTS,2013,DEA23,3,2
169,2014,NUTS,2013,DEA3,2,1
170,2014,NUTS,2013,DEA33,3,1
171,2014,NUTS,2013,DED,1,8
172,2014,NUTS,2013,DED4,2,7
173,2014,NUTS,2013,DED41,3,6
174,2014,NUTS,2013,DED43,3,1
175,2014,NUTS,2013,DED5,2,1
176,2014,NUTS,2013,DED51,3,1
177,2014,NUTS,2013,DK,0,10
178,2014,NUTS,2013,DK0,1,10
179,2014,NUTS,2013,DK01,2,5
180,2014,NUTS,2013,DK011,3,5
181,2014,NUTS,2013,DK04,2,5
182,2014,NUTS,2013,DK042,3,5
183,2014,NUTS,2013,EE,0,7
184,2014,NUTS,2013,EE0,1,7
185,2014,NUTS,2013,EE00,2,7
186,2014,NUTS,2013,EE001,3,2
187,2014,NUTS,2013,EE008,3,5
188,2014,NUTS,2013,ES,0,40
189,2014,NUTS,2013,ES1,1,7
190,2014,NUTS,2013,ES11,2,6
191,2014,NUTS,2013,ES111,3,1
192,2014,NUTS,2013,ES114,3,5
193,2014,NUTS,2013,ES12,2,1
194,2014,NUTS,2013,ES120,3,1
195,2014,NUTS,2013,ES3,1,7
196,2014,NUTS,2013,ES30,2,7
197,2014,NUTS,2013,ES300,3,7
198,2014,NUTS,2013,ES4,1,5
199,2014,NUTS,2013,ES41,2,4
200,2014,NUTS,2013,ES413,3,4
201,2014,NUTS,2013,ES42,2,1
202,2014,NUTS,2013,ES421,3,1
203,2014,NUTS,2013,ES5,1,19
204,2014,NUTS,2013,ES51,2,16
205,2014,NUTS,2013,ES511,3,16
206,2014,NUTS,2013,ES52,2,3
207,2014,NUTS,2013,ES523,3,3
208,2014,NUTS,2013,ES6,1,2
209,2014,NUTS,2013,ES61,2,1
210,2014,NUTS,2013,ES617,3,1
211,2014,NUTS,2013,ES62,2,1
212,2014,NUTS,2013,ES620,3,1
213,2014,NUTS,2013,FI,0,6
214,2014,NUTS,2013,FI1,1,6
215,2014,NUTS,2013,FI1B,2,1
216,2014,NUTS,2013,FI1B1,3,1
217,2014,NUTS,2013,FI1C,2,2
218,2014,NUTS,2013,FI1C1,3,2
219,2014,NUTS,2013,FI1D,2,3
220,2014,NUTS,2013,FI1D6,3,3
221,2014,NUTS,2013,FR,0,16
222,2014,NUTS,2013,FR1,1,7
223,2014,NUTS,2013,FR10,2,7
224,2014,NUTS,2013,FR101,3,5
225,2014,NUTS,2013,FR103,3,1
226,2014,NUTS,2013,FR104,3,1
227,2014,NUTS,2013,FR4,1,1
228,2014,NUTS,2013,FR42,2,1
229,2014,NUTS,2013,FR421,3,1
230,2014,NUTS,2013,FR5,1,5
231,2014,NUTS,2013,FR51,2,4
232,2014,NUTS,2013,FR512,3,1
233,2014,NUTS,2013,FR514,3,3
234,2014,NUTS,2013,FR52,2,1
235,2014,NUTS,2013,FR523,3,1
236,2014,NUTS,2013,FR8,1,3
237,2014,NUTS,2013,FR81,2,3
238,2014,NUTS,2013,FR813,3,3
239,2014,NUTS,2013,HR,0,3
240,2014,NUTS,2013,HR0,1,3
241,2014,NUTS,2013,HR03,2,1
242,2014,NUTS,2013,HR035,3,1
243,2014,NUTS,2013,HR04,2,2
244,2014,NUTS,2013,HR041,3,2
245,2014,NUTS,2013,HU,0,8
246,2014,NUTS,2013,HU1,1,4
247,2014,NUTS,2013,HU10,2,4
248,2014,NUTS,2013,HU101,3,4
249,2014,NUTS,2013,HU2,1,2
250,2014,NUTS,2013,HU22,2,1
251,2014,NUTS,2013,HU221,3,1
252,2014,NUTS,2013,HU23,2,1
253,2014,NUTS,2013,HU231,3,1
254,2014,NUTS,2013,HU3,1,2
255,2014,NUTS,2013,HU32,2,1
256,2014,NUTS,2013,HU321,3,1
257,2014,NUTS,2013,HU33,2,1
258,2014,NUTS,2013,HU333,3,1
259,2014,NUTS,2013,IE,0,1
260,2014,NUTS,2013,IE0,1,1
261,2014,NUTS,2013,IE02,2,1
262,2014,NUTS,2013,IE021,3,1
263,2014,NUTS,2013,IS,0,5
264,2014,NUTS,2013,IS0,1,5
265,2014,NUTS,2013,IS00,2,5
266,2014,NUTS,2013,IS001,3,4
267,2014,NUTS,2013,IS002,3,1
268,2014,NUTS,2013,IT,0,22
269,2014,NUTS,2013,ITC,1,7
270,2014,NUTS,2013,ITC1,2,2
271,2014,NUTS,2013,ITC11,3,2
272,2014,NUTS,2013,ITC4,2,5
273,2014,NUTS,2013,ITC48,3,1
274,2014,NUTS,2013,ITC49,3,1
275,2014,NUTS,2013,ITC4C,3,3
276,2014,NUTS,2013,ITF,1,1
277,2014,NUTS,2013,ITF1,2,1
278,2014,NUTS,2013,ITF12,3,1
279,2014,NUTS,2013,ITH,1,4
280,2014,NUTS,2013,ITH2,2,1
281,2014,NUTS,2013,ITH20,3,1
282,2014,NUTS,2013,ITH3,2,1
283,2014,NUTS,2013,ITH36,3,1
284,2014,NUTS,2013,ITH4,2,1
285,2014,NUTS,2013,ITH44,3,1
286,2014,NUTS,2013,ITH5,2,1
287,2014,NUTS,2013,ITH56,3,1
288,2014,NUTS,2013,ITI,1,10
289,2014,NUTS,2013,ITI1,2,9
290,2014,NUTS,2013,ITI14,3,8
291,2014,NUTS,2013,ITI17,3,1
292,2014,NUTS,2013,ITI2,2,1
293,2014,NUTS,2013,ITI21,3,1
294,2014,NUTS,2013,LT,0,1
295,2014,NUTS,2013,LT0,1,1
296,2014,NUTS,2013,LT00,2,1
297,2014,NUTS,2013,LT00A,3,1
298,2014,NUTS,2013,NL,0,20
299,2014,NUTS,2013,NL1,1,6
300,2014,NUTS,2013,NL11,2,6
301,2014,NUTS,2013,NL113,3,6
302,2014,NUTS,2013,NL2,1,6
303,2014,NUTS,2013,NL22,2,6
304,2014,NUTS,2013,NL221,3,3
305,2014,NUTS,2013,NL226,3,3
306,2014,NUTS,2013,NL3,1,7
307,2014,NUTS,2013,NL31,2,2
308,2014,NUTS,2013,NL310,3,2
309,2014,NUTS,2013,NL32,2,2
310,2014,NUTS,2013,NL326,3,2
311,2014,NUTS,2013,NL33,2,3
312,2014,NUTS,2013,NL337,3,2
313,2014,NUTS,2013,NL339,3,1
314,2014,NUTS,2013,NL4,1,1
315,2014,NUTS,2013,NL42,2,1
316,2014,NUTS,2013,NL423,3,1
317,2014,NUTS,2013,NO,0,4
318,2014,NUTS,2013,NO0,1,4
319,2014,NUTS,2013,NO01,2,2
320,2014,NUTS,2013,NO011,3,1
321,2014,NUTS,2013,NO012,3,1
322,2014,NUTS,2013,NO04,2,1
323,2014,NUTS,2013,NO043,3,1
324,2014,NUTS,2013,NO05,2,1
325,2014,NUTS,2013,NO051,3,1
326,2014,NUTS,2013,PT,0,6
327,2014,NUTS,2013,PT1,1,6
328,2014,NUTS,2013,PT11,2,2
329,2014,NUTS,2013,PT11A,3,2
330,2014,NUTS,2013,PT16,2,1
331,2014,NUTS,2013,PT16E,3,1
332,2014,NUTS,2013,PT17,2,3
333,2014,NUTS,2013,PT170,3,3
334,2014,NUTS,2013,RO,0,1
335,2014,NUTS,2013,RO1,1,1
336,2014,NUTS,2013,RO11,2,1
337,2014,NUTS,2013,RO113,3,1
338,2014,NUTS,2013,SE,0,32
339,2014,NUTS,2013,SE1,1,24
340,2014,NUTS,2013,SE11,2,11
341,2014,NUTS,2013,SE110,3,11
342,2014,NUTS,2013,SE12,2,13
343,2014,NUTS,2013,SE121,3,12
344,2014,NUTS,2013,SE123,3,1
345,2014,NUTS,2013,SE2,1,8
346,2014,NUTS,2013,SE22,2,2
347,2014,NUTS,2013,SE224,3,2
348,2014,NUTS,2013,SE23,2,6
349,2014,NUTS,2013,SE232,3,6
350,2014,NUTS,2013,SK,0,1
351,2014,NUTS,2013,SK0,1,1
352,2014,NUTS,2013,SK01,2,1
353,2014,NUTS,2013,SK010,3,1
354,2014,NUTS,2013,TR,0,8
355,2014,NUTS,2013,TR1,1,3
356,2014,NUTS,2013,TR10,2,3
357,2014,NUTS,2013,TR100,3,3
358,2014,NUTS,2013,TR5,1,2
359,2014,NUTS,2013,TR51,2,2
360,2014,NUTS,2013,TR510,3,2
361,2014,NUTS,2013,TR6,1,1
362,2014,NUTS,2013,TR62,2,1
363,2014,NUTS,2013,TR622,3,1
364,2014,NUTS,2013,TR7,1,1
365,2014,NUTS,2013,TR72,2,1
366,2014,NUTS,2013,TR721,3,1
367,2014,NUTS,2013,TR8,1,1
368,2014,NUTS,2013,TR82,2,1
369,2014,NUTS,2013,TR822,3,1
370,2014,NUTS,2013,UK,0,173
371,2014,NUTS,2013,UKC,1,1
372,2014,NUTS,2013,UKC1,2,1
373,2014,NUTS,2013,UKC14,3,1
374,2014,NUTS,2013,UKD,1,6
375,2014,NUTS,2013,UKD3,2,2
376,2014,NUTS,2013,UKD33,3,2
377,2014,NUTS,2013,UKD4,2,1
378,2014,NUTS,2013,UKD44,3,1
379,2014,NUTS,2013,UKD7,2,3
380,2014,NUTS,2013,UKD72,3,3
381,2014,NUTS,2013,UKE,1,4
382,2014,NUTS,2013,UKE2,2,2
383,2014,NUTS,2013,UKE21,3,2
384,2014,NUTS,2013,UKE3,2,1
385,2014,NUTS,2013,UKE32,3,1
386,2014,NUTS,2013,UKE4,2,1
387,2014,NUTS,2013,UKE42,3,1
388,2014,NUTS,2013,UKF,1,7
389,2014,NUTS,2013,UKF2,2,6
390,2014,NUTS,2013,UKF21,3,6
391,2014,NUTS,2013,UKF3,2,1
392,2014,NUTS,2013,UKF30,3,1
393,2014,NUTS,2013,UKG,1,13
394,2014,NUTS,2013,UKG1,2,9
395,2014,NUTS,2013,UKG13,3,9
396,2014,NUTS,2013,UKG3,2,4
397,2014,NUTS,2013,UKG31,3,4
398,2014,NUTS,2013,UKH,1,66
399,2014,NUTS,2013,UKH1,2,66
400,2014,NUTS,2013,UKH12,3,61
401,2014,NUTS,2013,UKH17,3,5
402,2014,NUTS,2013,UKI,1,18
403,2014,NUTS,2013,UKI3,2,15
404,2014,NUTS,2013,UKI32,3,6
405,2014,NUTS,2013,UKI33,3,9
406,2014,NUTS,2013,UKI4,2,3
407,2014,NUTS,2013,UKI42,3,3
408,2014,NUTS,2013,UKJ,1,27
409,2014,NUTS,2013,UKJ1,2,24
410,2014,NUTS,2013,UKJ11,3,1
411,2014,NUTS,2013,UKJ14,3,23
412,2014,NUTS,2013,UKJ2,2,2
413,2014,NUTS,2013,UKJ22,3,1
414,2014,NUTS,2013,UKJ25,3,1
415,2014,NUTS,2013,UKJ3,2,1
416,2014,NUTS,2013,UKJ32,3,1
417,2014,NUTS,2013,UKK,1,11
418,2014,NUTS,2013,UKK1,2,5
419,2014,NUTS,2013,UKK11,3,4
420,2014,NUTS,2013,UKK12,3,1
421,2014,NUTS,2013,UKK4,2,6
422,2014,NUTS,2013,UKK43,3,6
423,2014,NUTS,2013,UKL,1,5
424,2014,NUTS,2013,UKL1,2,5
425,2014,NUTS,2013,UKL14,3,5
426,2014,NUTS,2013,UKM,1,14
427,2014,NUTS,2013,UKM2,2,10
428,2014,NUTS,2013,UKM21,3,2
429,2014,NUTS,2013,UKM23,3,1
430,2014,NUTS,2013,UKM25,3,7
431,2014,NUTS,2013,UKM3,2,3
432,2014,NUTS,2013,UKM34,3,3
433,2014,NUTS,2013,UKM5,2,1
434,2014,NUTS,2013,UKM50,3,1
435,2014,NUTS,2013,UKN,1,1
436,2014,NUTS,2013,UKN0,2,1
437,2014,NUTS,2013,UKN01,3,1
438,2015,NUTS,2013,AT,0,24
439,2015,NUTS,2013,AT1,1,22
440,2015,NUTS,2013,AT12,2,6
441,2015,NUTS,2013,AT126,3,5
442,2015,NUTS,2013,AT127,3,1
443,2015,NUTS,2013,AT13,2,16
444,2015,NUTS,2013,AT130,3,16
445,2015,NUTS,2013,AT2,1,1
446,2015,NUTS,2013,AT22,2,1
447,2015,NUTS,2013,AT221,3,1
448,2015,NUTS,2013,AT3,1,1
449,2015,NUTS,2013,AT33,2,1
450,2015,NUTS,2013,AT332,3,1
451,2015,NUTS,2013,BE,0,13
452,2015,NUTS,2013,BE1,1,5
453,2015,NUTS,2013,BE10,2,5
454,2015,NUTS,2013,BE100,3,5
455,2015,NUTS,2013,BE2,1,5
456,2015,NUTS,2013,BE23,2,5
457,2015,NUTS,2013,BE234,3,5
458,2015,NUTS,2013,BE3,1,3
459,2015,NUTS,2013,BE33,2,3
460,2015,NUTS,2013,BE332,3,3
461,2015,NUTS,2013,BG,0,2
462,2015,NUTS,2013,BG4,1,2
463,2015,NUTS,2013,BG41,2,2
464,2015,NUTS,2013,BG411,3,2
465,2015,NUTS,2013,CH,0,69
466,2015,NUTS,2013,CH0,1,69
467,2015,NUTS,2013,CH01,2,34
468,2015,NUTS,2013,CH011,3,22
469,2015,NUTS,2013,CH013,3,12
470,2015,NUTS,2013,CH02,2,6
471,2015,NUTS,2013,CH021,3,4
472,2015,NUTS,2013,CH022,3,2
473,2015,NUTS,2013,CH03,2,8
474,2015,NUTS,2013,CH031,3,8
475,2015,NUTS,2013,CH04,2,21
476,2015,NUTS,2013,CH040,3,21
477,2015,NUTS,2013,CY,0,3
478,2015,NUTS,2013,CY0,1,3
479,2015,NUTS,2013,CY00,2,3
480,2015,NUTS,2013,CY000,3,3
481,2015,NUTS,2013,CZ,0,6
482,2015,NUTS,2013,CZ0,1,6
483,2015,NUTS,2013,CZ01,2,3
484,2015,NUTS,2013,CZ010,3,3
485,2015,NUTS,2013,CZ05,2,1
486,2015,NUTS,2013,CZ051,3,1
487,2015,NUTS,2013,CZ08,2,2
488,2015,NUTS,2013,CZ080,3,2
489,2015,NUTS,2013,DE,0,169
490,2015,NUTS,2013,DE1,1,36
491,2015,NUTS,2013,DE11,2,4
492,2015,NUTS,2013,DE111,3,4
493,2015,NUTS,2013,DE12,2,17
494,2015,NUTS,2013,DE122,3,2
495,2015,NUTS,2013,DE125,3,15
496,2015,NUTS,2013,DE13,2,9
497,2015,NUTS,2013,DE131,3,8
498,2015,NUTS,2013,DE138,3,1
499,2015,NUTS,2013,DE14,2,6
500,2015,NUTS,2013,DE142,3,5
501,2015,NUTS,2013,DE144,3,1
502,2015,NUTS,2013,DE2,1,56
503,2015,NUTS,2013,DE21,2,56
504,2015,NUTS,2013,DE212,3,56
505,2015,NUTS,2013,DE3,1,19
506,2015,NUTS,2013,DE30,2,19
507,2015,NUTS,2013,DE300,3,19
508,2015,NUTS,2013,DE4,1,2
509,2015,NUTS,2013,DE40,2,2
510,2015,NUTS,2013,DE404,3,1
511,2015,NUTS,2013,DE405,3,1
512,2015,NUTS,2013,DE5,1,1
513,2015,NUTS,2013,DE50,2,1
514,2015,NUTS,2013,DE501,3,1
515,2015,NUTS,2013,DE6,1,12
516,2015,NUTS,2013,DE60,2,12
517,2015,NUTS,2013,DE600,3,12
518,2015,NUTS,2013,DE7,1,7
519,2015,NUTS,2013,DE71,2,1
520,2015,NUTS,2013,DE712,3,1
521,2015,NUTS,2013,DE72,2,1
522,2015,NUTS,2013,DE721,3,1
523,2015,NUTS,2013,DE73,2,5
524,2015,NUTS,2013,DE731,3,5
525,2015,NUTS,2013,DE8,1,2
526,2015,NUTS,2013,DE80,2,2
527,2015,NUTS,2013,DE803,3,2
528,2015,NUTS,2013,DE9,1,7
529,2015,NUTS,2013,DE91,2,5
530,2015,NUTS,2013,DE911,3,1
531,2015,NUTS,2013,DE915,3,4
532,2015,NUTS,2013,DE92,2,1
533,2015,NUTS,2013,DE929,3,1
534,2015,NUTS,2013,DE94,2,1
535,2015,NUTS,2013,DE943,3,1
536,2015,NUTS,2013,DEA,1,13
537,2015,NUTS,2013,DEA2,2,10
538,2015,NUTS,2013,DEA22,3,4
539,2015,NUTS,2013,DEA23,3,4
540,2015,NUTS,2013,DEA26,3,1
541,2015,NUTS,2013,DEA2D,3,1
542,2015,NUTS,2013,DEA4,2,2
543,2015,NUTS,2013,DEA41,3,2
544,2015,NUTS,2013,DEA5,2,1
545,2015,NUTS,2013,DEA51,3,1
546,2015,NUTS,2013,DEB,1,1
547,2015,NUTS,2013,DEB3,2,1
548,2015,NUTS,2013,DEB33,3,1
549,2015,NUTS,2013,DED,1,11
550,2015,NUTS,2013,DED4,2,8
551,2015,NUTS,2013,DED41,3,5
552,2015,NUTS,2013,DED43,3,3
553,2015,NUTS,2013,DED5,2,3
554,2015,NUTS,2013,DED51,3,3
555,2015,NUTS,2013,DEE,1,2
556,2015,NUTS,2013,DEE0,2,2
557,2015,NUTS,2013,DEE02,3,2
558,2015,NUTS,2013,DK,0,44
559,2015,NUTS,2013,DK0,1,44
560,2015,NUTS,2013,DK01,2,27
561,2015,NUTS,2013,DK011,3,24
562,2015,NUTS,2013,DK012,3,3
563,2015,NUTS,2013,DK03,2,4
564,2015,NUTS,2013,DK031,3,4
565,2015,NUTS,2013,DK04,2,13
566,2015,NUTS,2013,DK042,3,13
567,2015,NUTS,2013,EE,0,4
568,2015,NUTS,2013,EE0,1,4
569,2015,NUTS,2013,EE00,2,4
570,2015,NUTS,2013,EE008,3,4
571,2015,NUTS,2013,EL,0,7
572,2015,NUTS,2013,EL3,1,2
573,2015,NUTS,2013,EL30,2,2
574,2015,NUTS,2013,EL303,3,1
575,2015,NUTS,2013,EL304,3,1
576,2015,NUTS,2013,EL4,1,1
577,2015,NUTS,2013,EL43,2,1
578,2015,NUTS,2013,EL433,3,1
579,2015,NUTS,2013,EL5,1,3
580,2015,NUTS,2013,EL51,2,2
581,2015,NUTS,2013,EL512,3,2
582,2015,NUTS,2013,EL52,2,1
583,2015,NUTS,2013,EL522,3,1
584,2015,NUTS,2013,EL6,1,1
585,2015,NUTS,2013,EL63,2,1
586,2015,NUTS,2013,EL632,3,1
587,2015,NUTS,2013,ES,0,67
588,2015,NUTS,2013,ES1,1,6
589,2015,NUTS,2013,ES11,2,6
590,2015,NUTS,2013,ES114,3,6
591,2015,NUTS,2013,ES2,1,2
592,2015,NUTS,2013,ES21,2,2
593,2015,NUTS,2013,ES213,3,2
594,2015,NUTS,2013,ES3,1,25
595,2015,NUTS,2013,ES30,2,25
596,2015,NUTS,2013,ES300,3,25
597,2015,NUTS,2013,ES4,1,10
598,2015,NUTS,2013,ES41,2,8
599,2015,NUTS,2013,ES413,3,7
600,2015,NUTS,2013,ES418,3,1
601,2015,NUTS,2013,ES42,2,1
602,2015,NUTS,2013,ES421,3,1
603,2015,NUTS,2013,ES43,2,1
604,2015,NUTS,2013,ES432,3,1
605,2015,NUTS,2013,ES5,1,23
606,2015,NUTS,2013,ES51,2,21
607,2015,NUTS,2013,ES511,3,21
608,2015,NUTS,2013,ES52,2,2
609,2015,NUTS,2013,ES523,3,2
610,2015,NUTS,2013,ES6,1,1
611,2015,NUTS,2013,ES61,2,1
612,2015,NUTS,2013,ES614,3,1
613,2015,NUTS,2013,FI,0,16
614,2015,NUTS,2013,FI1,1,16
615,2015,NUTS,2013,FI19,2,1
616,2015,NUTS,2013,FI193,3,1
617,2015,NUTS,2013,FI1B,2,4
618,2015,NUTS,2013,FI1B1,3,4
619,2015,NUTS,2013,FI1C,2,6
620,2015,NUTS,2013,FI1C1,3,6
621,2015,NUTS,2013,FI1D,2,5
622,2015,NUTS,2013,FI1D2,3,3
623,2015,NUTS,2013,FI1D6,3,2
624,2015,NUTS,2013,FR,0,68
625,2015,NUTS,2013,FR1,1,33
626,2015,NUTS,2013,FR10,2,33
627,2015,NUTS,2013,FR101,3,21
628,2015,NUTS,2013,FR103,3,1
629,2015,NUTS,2013,FR104,3,9
630,2015,NUTS,2013,FR105,3,2
631,2015,NUTS,2013,FR2,1,1
632,2015,NUTS,2013,FR22,2,1
633,2015,NUTS,2013,FR223,3,1
634,2015,NUTS,2013,FR4,1,3
635,2015,NUTS,2013,FR41,2,2
636,2015,NUTS,2013,FR411,3,2
637,2015,NUTS,2013,FR42,2,1
638,2015,NUTS,2013,FR421,3,1
639,2015,NUTS,2013,FR5,1,6
640,2015,NUTS,2013,FR51,2,5
641,2015,NUTS,2013,FR512,3,1
642,2015,NUTS,2013,FR514,3,4
643,2015,NUTS,2013,FR52,2,1
644,2015,NUTS,2013,FR523,3,1
645,2015,NUTS,2013,FR6,1,6
646,2015,NUTS,2013,FR61,2,2
647,2015,NUTS,2013,FR612,3,2
648,2015,NUTS,2013,FR62,2,4
649,2015,NUTS,2013,FR623,3,4
650,2015,NUTS,2013,FR7,1,5
651,2015,NUTS,2013,FR71,2,5
652,2015,NUTS,2013,FR714,3,1
653,2015,NUTS,2013,FR716,3,4
654,2015,NUTS,2013,FR8,1,14
655,2015,NUTS,2013,FR81,2,7
656,2015,NUTS,2013,FR813,3,6
