year,region_type,region_year_spec,region_id,region_level,covid_count
1187,2021.0,NUTS,2021,IE,0,9
1188,2021.0,NUTS,2021,IE0,1,9
1189,2021.0,NUTS,2021,IE05,2,3
1190,2021.0,NUTS,2021,IE052,3,2
1191,2021.0,NUTS,2021,IE053,3,1
1192,2021.0,NUTS,2021,IE06,2,6
1193,2021.0,NUTS,2021,IE061,3,6
1194,2021.0,NUTS,2021,IS,0,1
1195,2021.0,NUTS,2021,IS0,1,1
1196,2021.0,NUTS,2021,IS00,2,1
1197,2021.0,NUTS,2021,IS001,3,1
1198,2021.0,NUTS,2021,IT,0,71
1199,2021.0,NUTS,2021,ITC,1,29
1200,2021.0,NUTS,2021,ITC1,2,6
1201,2021.0,NUTS,2021,ITC11,3,6
1202,2021.0,NUTS,2021,ITC3,2,3
1203,2021.0,NUTS,2021,ITC33,3,3
1204,2021.0,NUTS,2021,ITC4,2,20
1205,2021.0,NUTS,2021,ITC47,3,1
1206,2021.0,NUTS,2021,ITC48,3,4
1207,2021.0,NUTS,2021,ITC4C,3,15
1208,2021.0,NUTS,2021,ITF,1,5
1209,2021.0,NUTS,2021,ITF1,2,1
1210,2021.0,NUTS,2021,ITF11,3,1
1211,2021.0,NUTS,2021,ITF2,2,1
1212,2021.0,NUTS,2021,ITF21,3,1
1213,2021.0,NUTS,2021,ITF3,2,1
1214,2021.0,NUTS,2021,ITF35,3,1
1215,2021.0,NUTS,2021,ITF4,2,2
1216,2021.0,NUTS,2021,ITF45,3,1
1217,2021.0,NUTS,2021,ITF47,3,1
1218,2021.0,NUTS,2021,ITG,1,2
1219,2021.0,NUTS,2021,ITG1,2,1
1220,2021.0,NUTS,2021,ITG17,3,1
1221,2021.0,NUTS,2021,ITG2,2,1
1222,2021.0,NUTS,2021,ITG2D,3,1
1223,2021.0,NUTS,2021,ITH,1,22
1224,2021.0,NUTS,2021,ITH2,2,6
1225,2021.0,NUTS,2021,ITH20,3,6
1226,2021.0,NUTS,2021,ITH3,2,6
1227,2021.0,NUTS,2021,ITH31,3,1
1228,2021.0,NUTS,2021,ITH35,3,1
1229,2021.0,NUTS,2021,ITH36,3,4
1230,2021.0,NUTS,2021,ITH4,2,3
1231,2021.0,NUTS,2021,ITH44,3,3
1232,2021.0,NUTS,2021,ITH5,2,7
1233,2021.0,NUTS,2021,ITH54,3,1
1234,2021.0,NUTS,2021,ITH55,3,5
1235,2021.0,NUTS,2021,ITH56,3,1
1236,2021.0,NUTS,2021,ITI,1,13
1237,2021.0,NUTS,2021,ITI1,2,6
1238,2021.0,NUTS,2021,ITI14,3,2
1239,2021.0,NUTS,2021,ITI17,3,2
1240,2021.0,NUTS,2021,ITI19,3,2
1241,2021.0,NUTS,2021,ITI2,2,1
1242,2021.0,NUTS,2021,ITI21,3,1
1243,2021.0,NUTS,2021,ITI4,2,6
1244,2021.0,NUTS,2021,ITI43,3,5
1245,2021.0,NUTS,2021,ITI45,3,1
1246,2021.0,NUTS,2021,LU,0,2
1247,2021.0,NUTS,2021,LU0,1,2
1248,2021.0,NUTS,2021,LU00,2,2
1249,2021.0,NUTS,2021,LU000,3,2
1250,2021.0,NUTS,2021,LV,0,1
1251,2021.0,NUTS,2021,LV0,1,1
1252,2021.0,NUTS,2021,LV00,2,1
1253,2021.0,NUTS,2021,LV006,3,1
1254,2021.0,NUTS,2021,ME,0,1
1255,2021.0,NUTS,2021,ME0,1,1
1256,2021.0,NUTS,2021,ME00,2,1
1257,2021.0,NUTS,2021,ME000,3,1
1258,2021.0,NUTS,2021,MT,0,1
1259,2021.0,NUTS,2021,MT0,1,1
1260,2021.0,NUTS,2021,MT00,2,1
1261,2021.0,NUTS,2021,MT001,3,1
1262,2021.0,NUTS,2021,NL,0,57
1263,2021.0,NUTS,2021,NL1,1,3
1264,2021.0,NUTS,2021,NL11,2,3
1265,2021.0,NUTS,2021,NL113,3,3
1266,2021.0,NUTS,2021,NL2,1,13
1267,2021.0,NUTS,2021,NL22,2,13
1268,2021.0,NUTS,2021,NL221,3,2
1269,2021.0,NUTS,2021,NL226,3,11
1270,2021.0,NUTS,2021,NL3,1,38
1271,2021.0,NUTS,2021,NL31,2,10
1272,2021.0,NUTS,2021,NL310,3,10
1273,2021.0,NUTS,2021,NL32,2,12
1274,2021.0,NUTS,2021,NL329,3,12
1275,2021.0,NUTS,2021,NL33,2,16
1276,2021.0,NUTS,2021,NL332,3,1
1277,2021.0,NUTS,2021,NL333,3,3
1278,2021.0,NUTS,2021,NL337,3,3
1279,2021.0,NUTS,2021,NL33C,3,9
1280,2021.0,NUTS,2021,NL4,1,3
1281,2021.0,NUTS,2021,NL42,2,3
1282,2021.0,NUTS,2021,NL423,3,3
1283,2021.0,NUTS,2021,NO,0,13
1284,2021.0,NUTS,2021,NO0,1,13
1285,2021.0,NUTS,2021,NO06,2,3
1286,2021.0,NUTS,2021,NO060,3,3
1287,2021.0,NUTS,2021,NO07,2,1
1288,2021.0,NUTS,2021,NO071,3,1
1289,2021.0,NUTS,2021,NO08,2,7
1290,2021.0,NUTS,2021,NO081,3,7
1291,2021.0,NUTS,2021,NO0A,2,2
1292,2021.0,NUTS,2021,NO0A1,3,1
1293,2021.0,NUTS,2021,NO0A2,3,1
1294,2021.0,NUTS,2021,PL,0,17
1295,2021.0,NUTS,2021,PL2,1,2
1296,2021.0,NUTS,2021,PL22,2,2
1297,2021.0,NUTS,2021,PL229,3,1
1298,2021.0,NUTS,2021,PL22A,3,1
1299,2021.0,NUTS,2021,PL5,1,1
1300,2021.0,NUTS,2021,PL51,2,1
1301,2021.0,NUTS,2021,PL514,3,1
1302,2021.0,NUTS,2021,PL6,1,2
1303,2021.0,NUTS,2021,PL61,2,2
1304,2021.0,NUTS,2021,PL613,3,2
1305,2021.0,NUTS,2021,PL7,1,3
1306,2021.0,NUTS,2021,PL71,2,2
1307,2021.0,NUTS,2021,PL711,3,2
1308,2021.0,NUTS,2021,PL72,2,1
1309,2021.0,NUTS,2021,PL721,3,1
1310,2021.0,NUTS,2021,PL8,1,5
1311,2021.0,NUTS,2021,PL81,2,1
1312,2021.0,NUTS,2021,PL814,3,1
1313,2021.0,NUTS,2021,PL84,2,4
1314,2021.0,NUTS,2021,PL841,3,4
1315,2021.0,NUTS,2021,PL9,1,4
1316,2021.0,NUTS,2021,PL91,2,4
1317,2021.0,NUTS,2021,PL911,3,4
1318,2021.0,NUTS,2021,PT,0,11
1319,2021.0,NUTS,2021,PT1,1,11
1320,2021.0,NUTS,2021,PT11,2,5
1321,2021.0,NUTS,2021,PT119,3,1
1322,2021.0,NUTS,2021,PT11A,3,4
1323,2021.0,NUTS,2021,PT16,2,3
1324,2021.0,NUTS,2021,PT16D,3,3
1325,2021.0,NUTS,2021,PT17,2,3
1326,2021.0,NUTS,2021,PT170,3,3
1327,2021.0,NUTS,2021,SE,0,41
1328,2021.0,NUTS,2021,SE1,1,30
1329,2021.0,NUTS,2021,SE11,2,25
1330,2021.0,NUTS,2021,SE110,3,25
1331,2021.0,NUTS,2021,SE12,2,5
1332,2021.0,NUTS,2021,SE121,3,4
1333,2021.0,NUTS,2021,SE124,3,1
1334,2021.0,NUTS,2021,SE2,1,8
1335,2021.0,NUTS,2021,SE22,2,3
1336,2021.0,NUTS,2021,SE221,3,1
1337,2021.0,NUTS,2021,SE224,3,2
1338,2021.0,NUTS,2021,SE23,2,5
1339,2021.0,NUTS,2021,SE232,3,5
1340,2021.0,NUTS,2021,SE3,1,3
1341,2021.0,NUTS,2021,SE33,2,3
1342,2021.0,NUTS,2021,SE331,3,3
1343,2021.0,NUTS,2021,SI,0,3
1344,2021.0,NUTS,2021,SI0,1,3
1345,2021.0,NUTS,2021,SI04,2,3
1346,2021.0,NUTS,2021,SI041,3,3
1347,2021.0,NUTS,2021,SK,0,5
1348,2021.0,NUTS,2021,SK0,1,5
1349,2021.0,NUTS,2021,SK01,2,3
1350,2021.0,NUTS,2021,SK010,3,3
1351,2021.0,NUTS,2021,SK04,2,2
1352,2021.0,NUTS,2021,SK042,3,2
1353,2021.0,NUTS,2021,TR,0,17
1354,2021.0,NUTS,2021,TR1,1,3
1355,2021.0,NUTS,2021,TR10,2,3
1356,2021.0,NUTS,2021,TR100,3,3
1357,2021.0,NUTS,2021,TR2,1,2
1358,2021.0,NUTS,2021,TR21,2,1
1359,2021.0,NUTS,2021,TR211,3,1
1360,2021.0,NUTS,2021,TR22,2,1
1361,2021.0,NUTS,2021,TR222,3,1
1362,2021.0,NUTS,2021,TR3,1,4
1363,2021.0,NUTS,2021,TR31,2,4
1364,2021.0,NUTS,2021,TR310,3,4
1365,2021.0,NUTS,2021,TR4,1,3
1366,2021.0,NUTS,2021,TR41,2,1
1367,2021.0,NUTS,2021,TR411,3,1
1368,2021.0,NUTS,2021,TR42,2,2
1369,2021.0,NUTS,2021,TR423,3,1
1370,2021.0,NUTS,2021,TR424,3,1
1371,2021.0,NUTS,2021,TR5,1,2
1372,2021.0,NUTS,2021,TR51,2,2
1373,2021.0,NUTS,2021,TR510,3,2
1374,2021.0,NUTS,2021,TR6,1,1
1375,2021.0,NUTS,2021,TR61,2,1
1376,2021.0,NUTS,2021,TR611,3,1
1377,2021.0,NUTS,2021,TR8,1,1
1378,2021.0,NUTS,2021,TR81,2,1
1379,2021.0,NUTS,2021,TR811,3,1
1380,2021.0,NUTS,2021,TRB,1,1
1381,2021.0,NUTS,2021,TRB1,2,1
1382,2021.0,NUTS,2021,TRB12,3,1
1383,2021.0,NUTS,2021,UK,0,451
1384,2021.0,NUTS,2021,UKC,1,8
1385,2021.0,NUTS,2021,UKC1,2,4
1386,2021.0,NUTS,2021,UKC11,3,2
1387,2021.0,NUTS,2021,UKC12,3,1
1388,2021.0,NUTS,2021,UKC14,3,1
1389,2021.0,NUTS,2021,UKC2,2,4
1390,2021.0,NUTS,2021,UKC22,3,4
1391,2021.0,NUTS,2021,UKD,1,30
1392,2021.0,NUTS,2021,UKD3,2,15
1393,2021.0,NUTS,2021,UKD33,3,11
1394,2021.0,NUTS,2021,UKD34,3,2
1395,2021.0,NUTS,2021,UKD36,3,1
1396,2021.0,NUTS,2021,UKD37,3,1
1397,2021.0,NUTS,2021,UKD4,2,5
1398,2021.0,NUTS,2021,UKD44,3,5
1399,2021.0,NUTS,2021,UKD7,2,10
1400,2021.0,NUTS,2021,UKD72,3,10
1401,2021.0,NUTS,2021,UKE,1,23
1402,2021.0,NUTS,2021,UKE1,2,1
1403,2021.0,NUTS,2021,UKE11,3,1
1404,2021.0,NUTS,2021,UKE2,2,3
1405,2021.0,NUTS,2021,UKE21,3,3
1406,2021.0,NUTS,2021,UKE3,2,10
1407,2021.0,NUTS,2021,UKE32,3,10
1408,2021.0,NUTS,2021,UKE4,2,9
1409,2021.0,NUTS,2021,UKE41,3,2
1410,2021.0,NUTS,2021,UKE42,3,6
1411,2021.0,NUTS,2021,UKE44,3,1
1412,2021.0,NUTS,2021,UKF,1,18
1413,2021.0,NUTS,2021,UKF1,2,6
1414,2021.0,NUTS,2021,UKF14,3,5
1415,2021.0,NUTS,2021,UKF16,3,1
1416,2021.0,NUTS,2021,UKF2,2,11
1417,2021.0,NUTS,2021,UKF21,3,10
1418,2021.0,NUTS,2021,UKF22,3,1
1419,2021.0,NUTS,2021,UKF3,2,1
1420,2021.0,NUTS,2021,UKF30,3,1
1421,2021.0,NUTS,2021,UKG,1,26
1422,2021.0,NUTS,2021,UKG1,2,11
1423,2021.0,NUTS,2021,UKG13,3,11
1424,2021.0,NUTS,2021,UKG2,2,1
1425,2021.0,NUTS,2021,UKG24,3,1
1426,2021.0,NUTS,2021,UKG3,2,14
1427,2021.0,NUTS,2021,UKG31,3,14
1428,2021.0,NUTS,2021,UKH,1,60
1429,2021.0,NUTS,2021,UKH1,2,47
1430,2021.0,NUTS,2021,UKH11,3,1
1431,2021.0,NUTS,2021,UKH12,3,41
1432,2021.0,NUTS,2021,UKH17,3,5
1433,2021.0,NUTS,2021,UKH2,2,10
1434,2021.0,NUTS,2021,UKH21,3,1
1435,2021.0,NUTS,2021,UKH23,3,9
1436,2021.0,NUTS,2021,UKH3,2,3
1437,2021.0,NUTS,2021,UKH34,3,3
1438,2021.0,NUTS,2021,UKI,1,122
1439,2021.0,NUTS,2021,UKI3,2,107
1440,2021.0,NUTS,2021,UKI31,3,51
1441,2021.0,NUTS,2021,UKI32,3,21
1442,2021.0,NUTS,2021,UKI33,3,33
1443,2021.0,NUTS,2021,UKI34,3,2
1444,2021.0,NUTS,2021,UKI4,2,8
1445,2021.0,NUTS,2021,UKI42,3,5
1446,2021.0,NUTS,2021,UKI44,3,3
1447,2021.0,NUTS,2021,UKI5,2,2
1448,2021.0,NUTS,2021,UKI51,3,2
1449,2021.0,NUTS,2021,UKI6,2,1
1450,2021.0,NUTS,2021,UKI63,3,1
1451,2021.0,NUTS,2021,UKI7,2,4
1452,2021.0,NUTS,2021,UKI73,3,1
1453,2021.0,NUTS,2021,UKI74,3,2
1454,2021.0,NUTS,2021,UKI75,3,1
1455,2021.0,NUTS,2021,UKJ,1,70
1456,2021.0,NUTS,2021,UKJ1,2,54
1457,2021.0,NUTS,2021,UKJ11,3,2
1458,2021.0,NUTS,2021,UKJ14,3,52
1459,2021.0,NUTS,2021,UKJ2,2,3
1460,2021.0,NUTS,2021,UKJ22,3,2
1461,2021.0,NUTS,2021,UKJ25,3,1
1462,2021.0,NUTS,2021,UKJ3,2,10
1463,2021.0,NUTS,2021,UKJ32,3,9
1464,2021.0,NUTS,2021,UKJ36,3,1
1465,2021.0,NUTS,2021,UKJ4,2,3
1466,2021.0,NUTS,2021,UKJ41,3,1
1467,2021.0,NUTS,2021,UKJ44,3,1
1468,2021.0,NUTS,2021,UKJ45,3,1
1469,2021.0,NUTS,2021,UKK,1,21
1470,2021.0,NUTS,2021,UKK1,2,17
1471,2021.0,NUTS,2021,UKK11,3,13
1472,2021.0,NUTS,2021,UKK12,3,3
1473,2021.0,NUTS,2021,UKK15,3,1
1474,2021.0,NUTS,2021,UKK4,2,4
1475,2021.0,NUTS,2021,UKK41,3,1
1476,2021.0,NUTS,2021,UKK43,3,3
1477,2021.0,NUTS,2021,UKL,1,16
1478,2021.0,NUTS,2021,UKL1,2,7
1479,2021.0,NUTS,2021,UKL12,3,1
1480,2021.0,NUTS,2021,UKL15,3,1
1481,2021.0,NUTS,2021,UKL18,3,5
1482,2021.0,NUTS,2021,UKL2,2,9
1483,2021.0,NUTS,2021,UKL21,3,5
1484,2021.0,NUTS,2021,UKL22,3,4
1485,2021.0,NUTS,2021,UKM,1,52
1486,2021.0,NUTS,2021,UKM7,2,28
1487,2021.0,NUTS,2021,UKM72,3,3
1488,2021.0,NUTS,2021,UKM75,3,23
1489,2021.0,NUTS,2021,UKM77,3,2
1490,2021.0,NUTS,2021,UKM8,2,23
1491,2021.0,NUTS,2021,UKM82,3,23
1492,2021.0,NUTS,2021,UKM9,2,1
1493,2021.0,NUTS,2021,UKM93,3,1
1494,2021.0,NUTS,2021,UKN,1,5
1495,2021.0,NUTS,2021,UKN0,2,5
1496,2021.0,NUTS,2021,UKN06,3,5
