year,region_type,region_year_spec,region_id,region_level,covid_count
268,2020.0,NUTS,2016,DEA2,2,77
269,2020.0,NUTS,2016,DEA22,3,43
270,2020.0,NUTS,2016,DEA23,3,14
271,2020.0,NUTS,2016,DEA26,3,8
272,2020.0,NUTS,2016,DEA2B,3,1
273,2020.0,NUTS,2016,DEA2C,3,5
274,2020.0,NUTS,2016,DEA2D,3,6
275,2020.0,NUTS,2016,DEA3,2,17
276,2020.0,NUTS,2016,DEA33,3,17
277,2020.0,NUTS,2016,DEA4,2,8
278,2020.0,NUTS,2016,DEA41,3,3
279,2020.0,NUTS,2016,DEA47,3,5
280,2020.0,NUTS,2016,DEA5,2,21
281,2020.0,NUTS,2016,DEA51,3,19
282,2020.0,NUTS,2016,DEA56,3,2
283,2020.0,NUTS,2016,DEB,1,13
284,2020.0,NUTS,2016,DEB1,2,1
285,2020.0,NUTS,2016,DEB17,3,1
286,2020.0,NUTS,2016,DEB2,2,3
287,2020.0,NUTS,2016,DEB21,3,3
288,2020.0,NUTS,2016,DEB3,2,9
289,2020.0,NUTS,2016,DEB32,3,6
290,2020.0,NUTS,2016,DEB33,3,2
291,2020.0,NUTS,2016,DEB3F,3,1
292,2020.0,NUTS,2016,DEC,1,9
293,2020.0,NUTS,2016,DEC0,2,9
294,2020.0,NUTS,2016,DEC01,3,9
295,2020.0,NUTS,2016,DED,1,59
296,2020.0,NUTS,2016,DED2,2,4
297,2020.0,NUTS,2016,DED21,3,4
298,2020.0,NUTS,2016,DED4,2,48
299,2020.0,NUTS,2016,DED41,3,35
300,2020.0,NUTS,2016,DED43,3,13
301,2020.0,NUTS,2016,DED5,2,7
302,2020.0,NUTS,2016,DED51,3,7
303,2020.0,NUTS,2016,DEE,1,15
304,2020.0,NUTS,2016,DEE0,2,15
305,2020.0,NUTS,2016,DEE02,3,5
306,2020.0,NUTS,2016,DEE03,3,10
307,2020.0,NUTS,2016,DEF,1,6
308,2020.0,NUTS,2016,DEF0,2,6
309,2020.0,NUTS,2016,DEF03,3,6
310,2020.0,NUTS,2016,DEG,1,3
311,2020.0,NUTS,2016,DEG0,2,3
312,2020.0,NUTS,2016,DEG03,3,1
313,2020.0,NUTS,2016,DEG05,3,2
314,2020.0,NUTS,2016,DK,0,158
315,2020.0,NUTS,2016,DK0,1,158
316,2020.0,NUTS,2016,DK01,2,101
317,2020.0,NUTS,2016,DK011,3,87
318,2020.0,NUTS,2016,DK012,3,14
319,2020.0,NUTS,2016,DK02,2,4
320,2020.0,NUTS,2016,DK021,3,4
321,2020.0,NUTS,2016,DK03,2,30
322,2020.0,NUTS,2016,DK031,3,30
323,2020.0,NUTS,2016,DK04,2,18
324,2020.0,NUTS,2016,DK042,3,18
325,2020.0,NUTS,2016,DK05,2,5
326,2020.0,NUTS,2016,DK050,3,5
327,2020.0,NUTS,2016,EE,0,15
328,2020.0,NUTS,2016,EE0,1,15
329,2020.0,NUTS,2016,EE00,2,15
330,2020.0,NUTS,2016,EE001,3,3
331,2020.0,NUTS,2016,EE008,3,12
332,2020.0,NUTS,2016,EL,0,111
333,2020.0,NUTS,2016,EL3,1,57
334,2020.0,NUTS,2016,EL30,2,57
335,2020.0,NUTS,2016,EL301,3,1
336,2020.0,NUTS,2016,EL303,3,56
337,2020.0,NUTS,2016,EL4,1,13
338,2020.0,NUTS,2016,EL43,2,13
339,2020.0,NUTS,2016,EL431,3,4
340,2020.0,NUTS,2016,EL433,3,7
341,2020.0,NUTS,2016,EL434,3,2
342,2020.0,NUTS,2016,EL5,1,29
343,2020.0,NUTS,2016,EL51,2,8
344,2020.0,NUTS,2016,EL512,3,8
345,2020.0,NUTS,2016,EL52,2,16
346,2020.0,NUTS,2016,EL522,3,16
347,2020.0,NUTS,2016,EL54,2,5
348,2020.0,NUTS,2016,EL543,3,5
349,2020.0,NUTS,2016,EL6,1,12
350,2020.0,NUTS,2016,EL61,2,5
351,2020.0,NUTS,2016,EL613,3,5
352,2020.0,NUTS,2016,EL63,2,5
353,2020.0,NUTS,2016,EL632,3,5
354,2020.0,NUTS,2016,EL65,2,2
355,2020.0,NUTS,2016,EL651,3,2
356,2020.0,NUTS,2016,ES,0,394
357,2020.0,NUTS,2016,ES1,1,23
358,2020.0,NUTS,2016,ES11,2,19
359,2020.0,NUTS,2016,ES111,3,14
360,2020.0,NUTS,2016,ES114,3,5
361,2020.0,NUTS,2016,ES12,2,4
362,2020.0,NUTS,2016,ES120,3,4
363,2020.0,NUTS,2016,ES2,1,33
364,2020.0,NUTS,2016,ES21,2,13
365,2020.0,NUTS,2016,ES213,3,13
366,2020.0,NUTS,2016,ES22,2,6
367,2020.0,NUTS,2016,ES220,3,6
368,2020.0,NUTS,2016,ES23,2,1
369,2020.0,NUTS,2016,ES230,3,1
370,2020.0,NUTS,2016,ES24,2,13
371,2020.0,NUTS,2016,ES243,3,13
372,2020.0,NUTS,2016,ES3,1,143
373,2020.0,NUTS,2016,ES30,2,143
374,2020.0,NUTS,2016,ES300,3,143
375,2020.0,NUTS,2016,ES4,1,31
376,2020.0,NUTS,2016,ES41,2,26
377,2020.0,NUTS,2016,ES412,3,2
378,2020.0,NUTS,2016,ES413,3,12
379,2020.0,NUTS,2016,ES415,3,9
380,2020.0,NUTS,2016,ES418,3,3
381,2020.0,NUTS,2016,ES42,2,2
382,2020.0,NUTS,2016,ES421,3,2
383,2020.0,NUTS,2016,ES43,2,3
384,2020.0,NUTS,2016,ES432,3,3
385,2020.0,NUTS,2016,ES5,1,118
386,2020.0,NUTS,2016,ES51,2,86
387,2020.0,NUTS,2016,ES511,3,79
388,2020.0,NUTS,2016,ES512,3,2
389,2020.0,NUTS,2016,ES513,3,3
390,2020.0,NUTS,2016,ES514,3,2
391,2020.0,NUTS,2016,ES52,2,31
392,2020.0,NUTS,2016,ES521,3,5
393,2020.0,NUTS,2016,ES522,3,1
394,2020.0,NUTS,2016,ES523,3,25
395,2020.0,NUTS,2016,ES53,2,1
396,2020.0,NUTS,2016,ES532,3,1
397,2020.0,NUTS,2016,ES6,1,42
398,2020.0,NUTS,2016,ES61,2,30
399,2020.0,NUTS,2016,ES614,3,10
400,2020.0,NUTS,2016,ES617,3,5
401,2020.0,NUTS,2016,ES618,3,15
402,2020.0,NUTS,2016,ES62,2,12
403,2020.0,NUTS,2016,ES620,3,12
404,2020.0,NUTS,2016,ES7,1,4
405,2020.0,NUTS,2016,ES70,2,4
406,2020.0,NUTS,2016,ES705,3,1
407,2020.0,NUTS,2016,ES709,3,3
408,2020.0,NUTS,2016,FI,0,51
409,2020.0,NUTS,2016,FI1,1,51
410,2020.0,NUTS,2016,FI19,2,1
411,2020.0,NUTS,2016,FI195,3,1
412,2020.0,NUTS,2016,FI1B,2,40
413,2020.0,NUTS,2016,FI1B1,3,40
414,2020.0,NUTS,2016,FI1C,2,4
415,2020.0,NUTS,2016,FI1C1,3,4
416,2020.0,NUTS,2016,FI1D,2,6
417,2020.0,NUTS,2016,FI1D2,3,3
418,2020.0,NUTS,2016,FI1D9,3,3
419,2020.0,NUTS,2016,FR,0,370
420,2020.0,NUTS,2016,FR1,1,225
421,2020.0,NUTS,2016,FR10,2,225
422,2020.0,NUTS,2016,FR101,3,69
423,2020.0,NUTS,2016,FR102,3,1
424,2020.0,NUTS,2016,FR103,3,13
425,2020.0,NUTS,2016,FR104,3,134
426,2020.0,NUTS,2016,FR105,3,2
427,2020.0,NUTS,2016,FR107,3,6
428,2020.0,NUTS,2016,FRB,1,3
429,2020.0,NUTS,2016,FRB0,2,3
430,2020.0,NUTS,2016,FRB04,3,2
431,2020.0,NUTS,2016,FRB06,3,1
432,2020.0,NUTS,2016,FRC,1,2
433,2020.0,NUTS,2016,FRC1,2,2
434,2020.0,NUTS,2016,FRC11,3,2
435,2020.0,NUTS,2016,FRE,1,7
436,2020.0,NUTS,2016,FRE1,2,3
437,2020.0,NUTS,2016,FRE11,3,3
438,2020.0,NUTS,2016,FRE2,2,4
439,2020.0,NUTS,2016,FRE23,3,4
440,2020.0,NUTS,2016,FRF,1,19
441,2020.0,NUTS,2016,FRF1,2,12
442,2020.0,NUTS,2016,FRF11,3,10
443,2020.0,NUTS,2016,FRF12,3,2
444,2020.0,NUTS,2016,FRF3,2,7
445,2020.0,NUTS,2016,FRF31,3,7
446,2020.0,NUTS,2016,FRG,1,12
447,2020.0,NUTS,2016,FRG0,2,12
448,2020.0,NUTS,2016,FRG01,3,4
449,2020.0,NUTS,2016,FRG04,3,8
450,2020.0,NUTS,2016,FRH,1,2
451,2020.0,NUTS,2016,FRH0,2,2
452,2020.0,NUTS,2016,FRH03,3,2
453,2020.0,NUTS,2016,FRI,1,18
454,2020.0,NUTS,2016,FRI1,2,17
455,2020.0,NUTS,2016,FRI12,3,17
456,2020.0,NUTS,2016,FRI3,2,1
457,2020.0,NUTS,2016,FRI32,3,1
458,2020.0,NUTS,2016,FRJ,1,19
459,2020.0,NUTS,2016,FRJ1,2,19
460,2020.0,NUTS,2016,FRJ13,3,19
461,2020.0,NUTS,2016,FRK,1,20
462,2020.0,NUTS,2016,FRK2,2,20
463,2020.0,NUTS,2016,FRK24,3,3
464,2020.0,NUTS,2016,FRK25,3,1
465,2020.0,NUTS,2016,FRK26,3,16
466,2020.0,NUTS,2016,FRL,1,41
467,2020.0,NUTS,2016,FRL0,2,41
468,2020.0,NUTS,2016,FRL04,3,41
469,2020.0,NUTS,2016,FRY,1,2
470,2020.0,NUTS,2016,FRY4,2,2
471,2020.0,NUTS,2016,FRY40,3,2
472,2020.0,NUTS,2016,HR,0,17
473,2020.0,NUTS,2016,HR0,1,17
474,2020.0,NUTS,2016,HR03,2,4
475,2020.0,NUTS,2016,HR031,3,1
476,2020.0,NUTS,2016,HR035,3,3
477,2020.0,NUTS,2016,HR04,2,13
478,2020.0,NUTS,2016,HR041,3,13
479,2020.0,NUTS,2016,HU,0,52
480,2020.0,NUTS,2016,HU1,1,39
481,2020.0,NUTS,2016,HU11,2,39
482,2020.0,NUTS,2016,HU110,3,39
483,2020.0,NUTS,2016,HU2,1,6
484,2020.0,NUTS,2016,HU21,2,1
485,2020.0,NUTS,2016,HU213,3,1
486,2020.0,NUTS,2016,HU23,2,5
487,2020.0,NUTS,2016,HU231,3,5
488,2020.0,NUTS,2016,HU3,1,7
489,2020.0,NUTS,2016,HU31,2,1
490,2020.0,NUTS,2016,HU311,3,1
491,2020.0,NUTS,2016,HU32,2,1
492,2020.0,NUTS,2016,HU321,3,1
493,2020.0,NUTS,2016,HU33,2,5
494,2020.0,NUTS,2016,HU333,3,5
495,2020.0,NUTS,2016,IE,0,70
496,2020.0,NUTS,2016,IE0,1,70
497,2020.0,NUTS,2016,IE04,2,5
498,2020.0,NUTS,2016,IE042,3,5
499,2020.0,NUTS,2016,IE05,2,29
500,2020.0,NUTS,2016,IE051,3,13
501,2020.0,NUTS,2016,IE052,3,1
502,2020.0,NUTS,2016,IE053,3,15
503,2020.0,NUTS,2016,IE06,2,36
504,2020.0,NUTS,2016,IE061,3,33
505,2020.0,NUTS,2016,IE062,3,3
506,2020.0,NUTS,2016,IS,0,15
507,2020.0,NUTS,2016,IS0,1,15
508,2020.0,NUTS,2016,IS00,2,15
509,2020.0,NUTS,2016,IS001,3,15
510,2020.0,NUTS,2016,IT,0,643
511,2020.0,NUTS,2016,ITC,1,258
512,2020.0,NUTS,2016,ITC1,2,36
513,2020.0,NUTS,2016,ITC11,3,35
514,2020.0,NUTS,2016,ITC16,3,1
515,2020.0,NUTS,2016,ITC3,2,10
516,2020.0,NUTS,2016,ITC33,3,10
517,2020.0,NUTS,2016,ITC4,2,212
518,2020.0,NUTS,2016,ITC41,3,5
519,2020.0,NUTS,2016,ITC46,3,6
520,2020.0,NUTS,2016,ITC47,3,15
521,2020.0,NUTS,2016,ITC48,3,25
522,2020.0,NUTS,2016,ITC4C,3,161
523,2020.0,NUTS,2016,ITF,1,59
524,2020.0,NUTS,2016,ITF1,2,6
525,2020.0,NUTS,2016,ITF11,3,4
526,2020.0,NUTS,2016,ITF14,3,2
527,2020.0,NUTS,2016,ITF2,2,1
528,2020.0,NUTS,2016,ITF22,3,1
529,2020.0,NUTS,2016,ITF3,2,17
530,2020.0,NUTS,2016,ITF32,3,1
531,2020.0,NUTS,2016,ITF33,3,14
532,2020.0,NUTS,2016,ITF35,3,2
533,2020.0,NUTS,2016,ITF4,2,29
534,2020.0,NUTS,2016,ITF45,3,4
535,2020.0,NUTS,2016,ITF46,3,5
536,2020.0,NUTS,2016,ITF47,3,20
537,2020.0,NUTS,2016,ITF5,2,1
538,2020.0,NUTS,2016,ITF51,3,1
539,2020.0,NUTS,2016,ITF6,2,5
540,2020.0,NUTS,2016,ITF61,3,3
541,2020.0,NUTS,2016,ITF63,3,1
542,2020.0,NUTS,2016,ITF65,3,1
543,2020.0,NUTS,2016,ITG,1,19
544,2020.0,NUTS,2016,ITG1,2,16
545,2020.0,NUTS,2016,ITG13,3,8
546,2020.0,NUTS,2016,ITG17,3,8
547,2020.0,NUTS,2016,ITG2,2,3
548,2020.0,NUTS,2016,ITG25,3,1
549,2020.0,NUTS,2016,ITG27,3,2
550,2020.0,NUTS,2016,ITH,1,153
551,2020.0,NUTS,2016,ITH1,2,1
552,2020.0,NUTS,2016,ITH10,3,1
553,2020.0,NUTS,2016,ITH2,2,20
554,2020.0,NUTS,2016,ITH20,3,20
555,2020.0,NUTS,2016,ITH3,2,62
556,2020.0,NUTS,2016,ITH31,3,12
557,2020.0,NUTS,2016,ITH35,3,7
558,2020.0,NUTS,2016,ITH36,3,43
559,2020.0,NUTS,2016,ITH4,2,18
560,2020.0,NUTS,2016,ITH42,3,3
561,2020.0,NUTS,2016,ITH44,3,15
562,2020.0,NUTS,2016,ITH5,2,52
563,2020.0,NUTS,2016,ITH52,3,5
564,2020.0,NUTS,2016,ITH54,3,4
565,2020.0,NUTS,2016,ITH55,3,33
566,2020.0,NUTS,2016,ITH56,3,10
567,2020.0,NUTS,2016,ITI,1,154
568,2020.0,NUTS,2016,ITI1,2,73
569,2020.0,NUTS,2016,ITI14,3,47
570,2020.0,NUTS,2016,ITI17,3,8
571,2020.0,NUTS,2016,ITI19,3,18
572,2020.0,NUTS,2016,ITI2,2,1
573,2020.0,NUTS,2016,ITI21,3,1
574,2020.0,NUTS,2016,ITI3,2,8
575,2020.0,NUTS,2016,ITI32,3,6
576,2020.0,NUTS,2016,ITI33,3,2
577,2020.0,NUTS,2016,ITI4,2,72
578,2020.0,NUTS,2016,ITI43,3,69
579,2020.0,NUTS,2016,ITI45,3,3
580,2020.0,NUTS,2016,LT,0,5
581,2020.0,NUTS,2016,LT0,1,5
582,2020.0,NUTS,2016,LT01,2,5
583,2020.0,NUTS,2016,LT011,3,5
584,2020.0,NUTS,2016,LU,0,16
585,2020.0,NUTS,2016,LU0,1,16
586,2020.0,NUTS,2016,LU00,2,16
587,2020.0,NUTS,2016,LU000,3,16
588,2020.0,NUTS,2016,LV,0,6
589,2020.0,NUTS,2016,LV0,1,6
590,2020.0,NUTS,2016,LV00,2,6
591,2020.0,NUTS,2016,LV006,3,6
592,2020.0,NUTS,2016,MK,0,3
593,2020.0,NUTS,2016,MK0,1,3
594,2020.0,NUTS,2016,MK00,2,3
595,2020.0,NUTS,2016,MK008,3,3
596,2020.0,NUTS,2016,MT,0,6
597,2020.0,NUTS,2016,MT0,1,6
