year,region_type,region_year_spec,region_id,region_level,artificial_intelligence_count
45,2010.0,NUTS,2010,DE142,3,3
46,2010.0,NUTS,2010,DE2,1,17
47,2010.0,NUTS,2010,DE21,2,15
48,2010.0,NUTS,2010,DE212,3,15
49,2010.0,NUTS,2010,DE24,2,1
50,2010.0,NUTS,2010,DE242,3,1
51,2010.0,NUTS,2010,DE26,2,1
52,2010.0,NUTS,2010,DE263,3,1
53,2010.0,NUTS,2010,DE3,1,7
54,2010.0,NUTS,2010,DE30,2,7
55,2010.0,NUTS,2010,DE300,3,7
56,2010.0,NUTS,2010,DE4,1,4
57,2010.0,NUTS,2010,DE40,2,4
58,2010.0,NUTS,2010,DE404,3,4
59,2010.0,NUTS,2010,DE5,1,5
60,2010.0,NUTS,2010,DE50,2,5
61,2010.0,NUTS,2010,DE501,3,5
62,2010.0,NUTS,2010,DE6,1,1
63,2010.0,NUTS,2010,DE60,2,1
64,2010.0,NUTS,2010,DE600,3,1
65,2010.0,NUTS,2010,DE7,1,2
66,2010.0,NUTS,2010,DE71,2,2
67,2010.0,NUTS,2010,DE711,3,1
68,2010.0,NUTS,2010,DE712,3,1
69,2010.0,NUTS,2010,DE9,1,4
70,2010.0,NUTS,2010,DE91,2,1
71,2010.0,NUTS,2010,DE911,3,1
72,2010.0,NUTS,2010,DE92,2,3
73,2010.0,NUTS,2010,DE929,3,3
74,2010.0,NUTS,2010,DEA,1,5
75,2010.0,NUTS,2010,DEA2,2,4
76,2010.0,NUTS,2010,DEA2C,3,1
77,2010.0,NUTS,2010,DEA2D,3,3
78,2010.0,NUTS,2010,DEA4,2,1
79,2010.0,NUTS,2010,DEA47,3,1
80,2010.0,NUTS,2010,DEB,1,1
81,2010.0,NUTS,2010,DEB3,2,1
82,2010.0,NUTS,2010,DEB32,3,1
83,2010.0,NUTS,2010,DEC,1,2
84,2010.0,NUTS,2010,DEC0,2,2
85,2010.0,NUTS,2010,DEC01,3,1
86,2010.0,NUTS,2010,DEC02,3,1
87,2010.0,NUTS,2010,DED,1,2
88,2010.0,NUTS,2010,DED4,2,2
89,2010.0,NUTS,2010,DED41,3,1
90,2010.0,NUTS,2010,DED43,3,1
91,2010.0,NUTS,2010,DEE,1,1
92,2010.0,NUTS,2010,DEE0,2,1
93,2010.0,NUTS,2010,DEE03,3,1
94,2010.0,NUTS,2010,DEG,1,1
95,2010.0,NUTS,2010,DEG0,2,1
96,2010.0,NUTS,2010,DEG05,3,1
97,2010.0,NUTS,2010,DK,0,2
98,2010.0,NUTS,2010,DK0,1,2
99,2010.0,NUTS,2010,DK01,2,1
100,2010.0,NUTS,2010,DK012,3,1
101,2010.0,NUTS,2010,DK02,2,1
102,2010.0,NUTS,2010,DK021,3,1
103,2010.0,NUTS,2010,EE,0,1
104,2010.0,NUTS,2010,EE0,1,1
105,2010.0,NUTS,2010,EE00,2,1
106,2010.0,NUTS,2010,EE008,3,1
107,2010.0,NUTS,2010,EL,0,11
108,2010.0,NUTS,2010,EL1,1,2
109,2010.0,NUTS,2010,EL13,2,2
110,2010.0,NUTS,2010,EL133,3,2
111,2010.0,NUTS,2010,EL3,1,4
112,2010.0,NUTS,2010,EL30,2,4
113,2010.0,NUTS,2010,EL300,3,4
114,2010.0,NUTS,2010,EL4,1,5
115,2010.0,NUTS,2010,EL41,2,5
116,2010.0,NUTS,2010,EL411,3,5
117,2010.0,NUTS,2010,ES,0,27
118,2010.0,NUTS,2010,ES1,1,3
119,2010.0,NUTS,2010,ES13,2,3
120,2010.0,NUTS,2010,ES130,3,3
121,2010.0,NUTS,2010,ES2,1,3
122,2010.0,NUTS,2010,ES21,2,1
123,2010.0,NUTS,2010,ES213,3,1
124,2010.0,NUTS,2010,ES23,2,1
125,2010.0,NUTS,2010,ES230,3,1
126,2010.0,NUTS,2010,ES24,2,1
127,2010.0,NUTS,2010,ES243,3,1
128,2010.0,NUTS,2010,ES3,1,10
129,2010.0,NUTS,2010,ES30,2,10
130,2010.0,NUTS,2010,ES300,3,10
131,2010.0,NUTS,2010,ES5,1,5
132,2010.0,NUTS,2010,ES51,2,5
133,2010.0,NUTS,2010,ES511,3,5
134,2010.0,NUTS,2010,ES6,1,6
135,2010.0,NUTS,2010,ES61,2,2
136,2010.0,NUTS,2010,ES614,3,2
137,2010.0,NUTS,2010,ES62,2,4
138,2010.0,NUTS,2010,ES620,3,4
139,2010.0,NUTS,2010,FI,0,4
140,2010.0,NUTS,2010,FI1,1,4
141,2010.0,NUTS,2010,FI1B,2,3
142,2010.0,NUTS,2010,FI1B1,3,3
143,2010.0,NUTS,2010,FI1C,2,1
144,2010.0,NUTS,2010,FI1C1,3,1
145,2010.0,NUTS,2010,FR,0,65
146,2010.0,NUTS,2010,FR1,1,50
147,2010.0,NUTS,2010,FR10,2,50
148,2010.0,NUTS,2010,FR101,3,18
149,2010.0,NUTS,2010,FR103,3,20
150,2010.0,NUTS,2010,FR104,3,10
151,2010.0,NUTS,2010,FR105,3,1
152,2010.0,NUTS,2010,FR107,3,1
153,2010.0,NUTS,2010,FR2,1,3
154,2010.0,NUTS,2010,FR21,2,1
155,2010.0,NUTS,2010,FR212,3,1
156,2010.0,NUTS,2010,FR24,2,1
157,2010.0,NUTS,2010,FR244,3,1
158,2010.0,NUTS,2010,FR26,2,1
159,2010.0,NUTS,2010,FR261,3,1
160,2010.0,NUTS,2010,FR5,1,6
161,2010.0,NUTS,2010,FR51,2,4
162,2010.0,NUTS,2010,FR511,3,3
163,2010.0,NUTS,2010,FR514,3,1
164,2010.0,NUTS,2010,FR52,2,2
165,2010.0,NUTS,2010,FR523,3,2
166,2010.0,NUTS,2010,FR6,1,4
167,2010.0,NUTS,2010,FR61,2,2
168,2010.0,NUTS,2010,FR612,3,2
169,2010.0,NUTS,2010,FR62,2,2
170,2010.0,NUTS,2010,FR623,3,2
171,2010.0,NUTS,2010,FR7,1,2
172,2010.0,NUTS,2010,FR71,2,2
173,2010.0,NUTS,2010,FR716,3,2
174,2010.0,NUTS,2010,HU,0,5
175,2010.0,NUTS,2010,HU1,1,3
176,2010.0,NUTS,2010,HU10,2,3
177,2010.0,NUTS,2010,HU101,3,3
178,2010.0,NUTS,2010,HU3,1,2
179,2010.0,NUTS,2010,HU31,2,1
180,2010.0,NUTS,2010,HU311,3,1
181,2010.0,NUTS,2010,HU32,2,1
182,2010.0,NUTS,2010,HU321,3,1
183,2010.0,NUTS,2010,IE,0,4
184,2010.0,NUTS,2010,IE0,1,4
185,2010.0,NUTS,2010,IE02,2,4
186,2010.0,NUTS,2010,IE021,3,2
187,2010.0,NUTS,2010,IE025,3,2
188,2010.0,NUTS,2010,IS,0,2
189,2010.0,NUTS,2010,IS0,1,2
190,2010.0,NUTS,2010,IS00,2,2
191,2010.0,NUTS,2010,IS002,3,2
192,2010.0,NUTS,2010,IT,0,34
193,2010.0,NUTS,2010,ITC,1,6
194,2010.0,NUTS,2010,ITC3,2,2
195,2010.0,NUTS,2010,ITC33,3,2
196,2010.0,NUTS,2010,ITC4,2,4
197,2010.0,NUTS,2010,ITC48,3,1
198,2010.0,NUTS,2010,ITC4C,3,3
199,2010.0,NUTS,2010,ITF,1,8
200,2010.0,NUTS,2010,ITF1,2,2
201,2010.0,NUTS,2010,ITF11,3,1
202,2010.0,NUTS,2010,ITF14,3,1
203,2010.0,NUTS,2010,ITF3,2,1
204,2010.0,NUTS,2010,ITF35,3,1
205,2010.0,NUTS,2010,ITF4,2,3
206,2010.0,NUTS,2010,ITF45,3,1
207,2010.0,NUTS,2010,ITF47,3,2
208,2010.0,NUTS,2010,ITF6,2,2
209,2010.0,NUTS,2010,ITF61,3,2
210,2010.0,NUTS,2010,ITG,1,4
211,2010.0,NUTS,2010,ITG2,2,4
212,2010.0,NUTS,2010,ITG25,3,3
213,2010.0,NUTS,2010,ITG27,3,1
214,2010.0,NUTS,2010,ITH,1,12
215,2010.0,NUTS,2010,ITH2,2,3
216,2010.0,NUTS,2010,ITH20,3,3
217,2010.0,NUTS,2010,ITH3,2,4
218,2010.0,NUTS,2010,ITH31,3,1
219,2010.0,NUTS,2010,ITH36,3,3
220,2010.0,NUTS,2010,ITH4,2,1
221,2010.0,NUTS,2010,ITH42,3,1
222,2010.0,NUTS,2010,ITH5,2,4
223,2010.0,NUTS,2010,ITH52,3,1
224,2010.0,NUTS,2010,ITH55,3,2
225,2010.0,NUTS,2010,ITH56,3,1
226,2010.0,NUTS,2010,ITI,1,4
227,2010.0,NUTS,2010,ITI1,2,2
228,2010.0,NUTS,2010,ITI14,3,2
229,2010.0,NUTS,2010,ITI4,2,2
230,2010.0,NUTS,2010,ITI43,3,2
231,2010.0,NUTS,2010,LU,0,1
232,2010.0,NUTS,2010,LU0,1,1
233,2010.0,NUTS,2010,LU00,2,1
234,2010.0,NUTS,2010,LU000,3,1
235,2010.0,NUTS,2010,MT,0,1
236,2010.0,NUTS,2010,MT0,1,1
237,2010.0,NUTS,2010,MT00,2,1
238,2010.0,NUTS,2010,MT001,3,1
239,2010.0,NUTS,2010,NL,0,17
240,2010.0,NUTS,2010,NL2,1,6
241,2010.0,NUTS,2010,NL22,2,6
242,2010.0,NUTS,2010,NL226,3,6
243,2010.0,NUTS,2010,NL3,1,10
244,2010.0,NUTS,2010,NL32,2,7
245,2010.0,NUTS,2010,NL326,3,7
246,2010.0,NUTS,2010,NL33,2,3
247,2010.0,NUTS,2010,NL332,3,1
248,2010.0,NUTS,2010,NL333,3,1
249,2010.0,NUTS,2010,NL337,3,1
250,2010.0,NUTS,2010,NL4,1,1
251,2010.0,NUTS,2010,NL41,2,1
252,2010.0,NUTS,2010,NL414,3,1
253,2010.0,NUTS,2010,PL,0,11
254,2010.0,NUTS,2010,PL1,1,6
255,2010.0,NUTS,2010,PL11,2,3
256,2010.0,NUTS,2010,PL113,3,3
257,2010.0,NUTS,2010,PL12,2,3
258,2010.0,NUTS,2010,PL127,3,3
259,2010.0,NUTS,2010,PL4,1,1
260,2010.0,NUTS,2010,PL41,2,1
261,2010.0,NUTS,2010,PL415,3,1
262,2010.0,NUTS,2010,PL5,1,1
263,2010.0,NUTS,2010,PL51,2,1
264,2010.0,NUTS,2010,PL514,3,1
265,2010.0,NUTS,2010,PL6,1,3
266,2010.0,NUTS,2010,PL63,2,3
267,2010.0,NUTS,2010,PL633,3,3
268,2010.0,NUTS,2010,PT,0,8
269,2010.0,NUTS,2010,PT1,1,7
270,2010.0,NUTS,2010,PT11,2,1
271,2010.0,NUTS,2010,PT114,3,1
272,2010.0,NUTS,2010,PT17,2,6
273,2010.0,NUTS,2010,PT171,3,6
274,2010.0,NUTS,2010,PT3,1,1
275,2010.0,NUTS,2010,PT30,2,1
276,2010.0,NUTS,2010,PT300,3,1
277,2010.0,NUTS,2010,RO,0,2
278,2010.0,NUTS,2010,RO1,1,2
279,2010.0,NUTS,2010,RO11,2,2
280,2010.0,NUTS,2010,RO113,3,2
281,2010.0,NUTS,2010,SE,0,6
282,2010.0,NUTS,2010,SE1,1,6
283,2010.0,NUTS,2010,SE12,2,6
284,2010.0,NUTS,2010,SE121,3,3
285,2010.0,NUTS,2010,SE123,3,3
286,2010.0,NUTS,2010,SI,0,1
287,2010.0,NUTS,2010,SI0,1,1
288,2010.0,NUTS,2010,SI02,2,1
289,2010.0,NUTS,2010,SI021,3,1
290,2010.0,NUTS,2010,TR,0,4
291,2010.0,NUTS,2010,TR1,1,1
292,2010.0,NUTS,2010,TR10,2,1
293,2010.0,NUTS,2010,TR100,3,1
294,2010.0,NUTS,2010,TR5,1,3
295,2010.0,NUTS,2010,TR51,2,3
296,2010.0,NUTS,2010,TR510,3,3
297,2010.0,NUTS,2010,UK,0,117
298,2010.0,NUTS,2010,UKD,1,10
299,2010.0,NUTS,2010,UKD3,2,9
300,2010.0,NUTS,2010,UKD31,3,9
301,2010.0,NUTS,2010,UKD7,2,1
302,2010.0,NUTS,2010,UKD72,3,1
303,2010.0,NUTS,2010,UKE,1,4
304,2010.0,NUTS,2010,UKE3,2,1
305,2010.0,NUTS,2010,UKE32,3,1
306,2010.0,NUTS,2010,UKE4,2,3
307,2010.0,NUTS,2010,UKE42,3,3
308,2010.0,NUTS,2010,UKF,1,48
309,2010.0,NUTS,2010,UKF1,2,45
310,2010.0,NUTS,2010,UKF14,3,45
311,2010.0,NUTS,2010,UKF2,2,3
312,2010.0,NUTS,2010,UKF21,3,3
313,2010.0,NUTS,2010,UKG,1,6
314,2010.0,NUTS,2010,UKG1,2,1
315,2010.0,NUTS,2010,UKG13,3,1
316,2010.0,NUTS,2010,UKG3,2,5
317,2010.0,NUTS,2010,UKG31,3,5
318,2010.0,NUTS,2010,UKH,1,10
319,2010.0,NUTS,2010,UKH1,2,8
320,2010.0,NUTS,2010,UKH12,3,8
321,2010.0,NUTS,2010,UKH2,2,1
322,2010.0,NUTS,2010,UKH21,3,1
323,2010.0,NUTS,2010,UKH3,2,1
324,2010.0,NUTS,2010,UKH33,3,1
325,2010.0,NUTS,2010,UKI,1,10
326,2010.0,NUTS,2010,UKI1,2,10
327,2010.0,NUTS,2010,UKI11,3,8
328,2010.0,NUTS,2010,UKI12,3,2
329,2010.0,NUTS,2010,UKJ,1,15
330,2010.0,NUTS,2010,UKJ1,2,7
331,2010.0,NUTS,2010,UKJ14,3,7
332,2010.0,NUTS,2010,UKJ2,2,7
333,2010.0,NUTS,2010,UKJ23,3,7
334,2010.0,NUTS,2010,UKJ4,2,1
335,2010.0,NUTS,2010,UKJ42,3,1
336,2010.0,NUTS,2010,UKK,1,5
337,2010.0,NUTS,2010,UKK1,2,4
338,2010.0,NUTS,2010,UKK11,3,2
339,2010.0,NUTS,2010,UKK12,3,2
340,2010.0,NUTS,2010,UKK4,2,1
341,2010.0,NUTS,2010,UKK43,3,1
342,2010.0,NUTS,2010,UKL,1,2
343,2010.0,NUTS,2010,UKL2,2,2
344,2010.0,NUTS,2010,UKL22,3,2
345,2010.0,NUTS,2010,UKM,1,7
346,2010.0,NUTS,2010,UKM2,2,7
347,2010.0,NUTS,2010,UKM25,3,7
348,2011.0,NUTS,2010,AT,0,30
349,2011.0,NUTS,2010,AT1,1,27
350,2011.0,NUTS,2010,AT13,2,27
351,2011.0,NUTS,2010,AT130,3,27
352,2011.0,NUTS,2010,AT2,1,1
353,2011.0,NUTS,2010,AT22,2,1
354,2011.0,NUTS,2010,AT221,3,1
355,2011.0,NUTS,2010,AT3,1,2
356,2011.0,NUTS,2010,AT33,2,2
357,2011.0,NUTS,2010,AT332,3,2
358,2011.0,NUTS,2010,BE,0,12
359,2011.0,NUTS,2010,BE1,1,6
360,2011.0,NUTS,2010,BE10,2,6
361,2011.0,NUTS,2010,BE100,3,6
362,2011.0,NUTS,2010,BE2,1,2
363,2011.0,NUTS,2010,BE23,2,2
364,2011.0,NUTS,2010,BE234,3,2
365,2011.0,NUTS,2010,BE3,1,4
366,2011.0,NUTS,2010,BE33,2,4
367,2011.0,NUTS,2010,BE332,3,4
368,2011.0,NUTS,2010,CH,0,32
369,2011.0,NUTS,2010,CH0,1,32
370,2011.0,NUTS,2010,CH01,2,15
371,2011.0,NUTS,2010,CH011,3,13
372,2011.0,NUTS,2010,CH013,3,2
373,2011.0,NUTS,2010,CH04,2,12
374,2011.0,NUTS,2010,CH040,3,12
375,2011.0,NUTS,2010,CH07,2,5
376,2011.0,NUTS,2010,CH070,3,5
377,2011.0,NUTS,2010,CZ,0,2
378,2011.0,NUTS,2010,CZ0,1,2
379,2011.0,NUTS,2010,CZ06,2,2
380,2011.0,NUTS,2010,CZ064,3,2
381,2011.0,NUTS,2010,DE,0,107
382,2011.0,NUTS,2010,DE1,1,13
383,2011.0,NUTS,2010,DE11,2,2
384,2011.0,NUTS,2010,DE111,3,2
385,2011.0,NUTS,2010,DE12,2,3
386,2011.0,NUTS,2010,DE122,3,3
387,2011.0,NUTS,2010,DE13,2,7
388,2011.0,NUTS,2010,DE131,3,7
389,2011.0,NUTS,2010,DE14,2,1
390,2011.0,NUTS,2010,DE142,3,1
391,2011.0,NUTS,2010,DE2,1,38
392,2011.0,NUTS,2010,DE21,2,33
393,2011.0,NUTS,2010,DE212,3,33
394,2011.0,NUTS,2010,DE24,2,3
395,2011.0,NUTS,2010,DE242,3,3
396,2011.0,NUTS,2010,DE25,2,1
397,2011.0,NUTS,2010,DE252,3,1
398,2011.0,NUTS,2010,DE26,2,1
399,2011.0,NUTS,2010,DE263,3,1
400,2011.0,NUTS,2010,DE3,1,9
401,2011.0,NUTS,2010,DE30,2,9
402,2011.0,NUTS,2010,DE300,3,9
403,2011.0,NUTS,2010,DE4,1,5
404,2011.0,NUTS,2010,DE40,2,5
405,2011.0,NUTS,2010,DE402,3,2
406,2011.0,NUTS,2010,DE404,3,3
407,2011.0,NUTS,2010,DE5,1,2
408,2011.0,NUTS,2010,DE50,2,2
409,2011.0,NUTS,2010,DE501,3,2
410,2011.0,NUTS,2010,DE6,1,5
411,2011.0,NUTS,2010,DE60,2,5
412,2011.0,NUTS,2010,DE600,3,5
413,2011.0,NUTS,2010,DE7,1,7
414,2011.0,NUTS,2010,DE71,2,5
415,2011.0,NUTS,2010,DE712,3,5
416,2011.0,NUTS,2010,DE72,2,1
417,2011.0,NUTS,2010,DE724,3,1
418,2011.0,NUTS,2010,DE73,2,1
419,2011.0,NUTS,2010,DE731,3,1
420,2011.0,NUTS,2010,DE9,1,3
421,2011.0,NUTS,2010,DE91,2,1
422,2011.0,NUTS,2010,DE915,3,1
423,2011.0,NUTS,2010,DE92,2,2
424,2011.0,NUTS,2010,DE929,3,2
425,2011.0,NUTS,2010,DEA,1,11
426,2011.0,NUTS,2010,DEA2,2,9
427,2011.0,NUTS,2010,DEA22,3,2
428,2011.0,NUTS,2010,DEA23,3,3
429,2011.0,NUTS,2010,DEA2D,3,4
430,2011.0,NUTS,2010,DEA4,2,1
431,2011.0,NUTS,2010,DEA41,3,1
432,2011.0,NUTS,2010,DEA5,2,1
433,2011.0,NUTS,2010,DEA51,3,1
434,2011.0,NUTS,2010,DEB,1,1
435,2011.0,NUTS,2010,DEB3,2,1
436,2011.0,NUTS,2010,DEB33,3,1
437,2011.0,NUTS,2010,DED,1,13
438,2011.0,NUTS,2010,DED4,2,12
439,2011.0,NUTS,2010,DED41,3,4
440,2011.0,NUTS,2010,DED43,3,8
441,2011.0,NUTS,2010,DED5,2,1
442,2011.0,NUTS,2010,DED51,3,1
443,2011.0,NUTS,2010,DK,0,8
444,2011.0,NUTS,2010,DK0,1,8
445,2011.0,NUTS,2010,DK01,2,4
446,2011.0,NUTS,2010,DK011,3,1
447,2011.0,NUTS,2010,DK012,3,3
448,2011.0,NUTS,2010,DK04,2,1
449,2011.0,NUTS,2010,DK042,3,1
450,2011.0,NUTS,2010,DK05,2,3
451,2011.0,NUTS,2010,DK050,3,3
452,2011.0,NUTS,2010,EL,0,15
453,2011.0,NUTS,2010,EL1,1,3
454,2011.0,NUTS,2010,EL12,2,3
455,2011.0,NUTS,2010,EL122,3,3
456,2011.0,NUTS,2010,EL3,1,7
457,2011.0,NUTS,2010,EL30,2,7
458,2011.0,NUTS,2010,EL300,3,7
459,2011.0,NUTS,2010,EL4,1,5
460,2011.0,NUTS,2010,EL41,2,2
461,2011.0,NUTS,2010,EL411,3,2
462,2011.0,NUTS,2010,EL43,2,3
463,2011.0,NUTS,2010,EL433,3,1
464,2011.0,NUTS,2010,EL434,3,2
465,2011.0,NUTS,2010,ES,0,36
466,2011.0,NUTS,2010,ES1,1,1
467,2011.0,NUTS,2010,ES13,2,1
468,2011.0,NUTS,2010,ES130,3,1
469,2011.0,NUTS,2010,ES3,1,12
470,2011.0,NUTS,2010,ES30,2,12
471,2011.0,NUTS,2010,ES300,3,12
472,2011.0,NUTS,2010,ES4,1,2
473,2011.0,NUTS,2010,ES41,2,2
474,2011.0,NUTS,2010,ES413,3,1
475,2011.0,NUTS,2010,ES418,3,1
476,2011.0,NUTS,2010,ES5,1,11
477,2011.0,NUTS,2010,ES51,2,6
478,2011.0,NUTS,2010,ES511,3,6
479,2011.0,NUTS,2010,ES52,2,5
480,2011.0,NUTS,2010,ES521,3,1
481,2011.0,NUTS,2010,ES523,3,4
482,2011.0,NUTS,2010,ES6,1,10
483,2011.0,NUTS,2010,ES61,2,4
484,2011.0,NUTS,2010,ES614,3,2
485,2011.0,NUTS,2010,ES618,3,2
486,2011.0,NUTS,2010,ES62,2,6
487,2011.0,NUTS,2010,ES620,3,6
488,2011.0,NUTS,2010,FI,0,10
489,2011.0,NUTS,2010,FI1,1,10
490,2011.0,NUTS,2010,FI19,2,2
491,2011.0,NUTS,2010,FI193,3,2
492,2011.0,NUTS,2010,FI1B,2,8
493,2011.0,NUTS,2010,FI1B1,3,8
494,2011.0,NUTS,2010,FR,0,109
495,2011.0,NUTS,2010,FR1,1,90
496,2011.0,NUTS,2010,FR10,2,90
497,2011.0,NUTS,2010,FR101,3,35
498,2011.0,NUTS,2010,FR102,3,2
499,2011.0,NUTS,2010,FR103,3,32
500,2011.0,NUTS,2010,FR104,3,19
501,2011.0,NUTS,2010,FR107,3,1
502,2011.0,NUTS,2010,FR108,3,1
503,2011.0,NUTS,2010,FR2,1,6
504,2011.0,NUTS,2010,FR22,2,2
505,2011.0,NUTS,2010,FR222,3,1
506,2011.0,NUTS,2010,FR223,3,1
507,2011.0,NUTS,2010,FR23,2,3
508,2011.0,NUTS,2010,FR232,3,3
509,2011.0,NUTS,2010,FR26,2,1
510,2011.0,NUTS,2010,FR261,3,1
511,2011.0,NUTS,2010,FR4,1,2
512,2011.0,NUTS,2010,FR43,2,2
513,2011.0,NUTS,2010,FR431,3,2
514,2011.0,NUTS,2010,FR5,1,4
515,2011.0,NUTS,2010,FR51,2,1
516,2011.0,NUTS,2010,FR511,3,1
517,2011.0,NUTS,2010,FR52,2,3
518,2011.0,NUTS,2010,FR523,3,1
519,2011.0,NUTS,2010,FR524,3,2
520,2011.0,NUTS,2010,FR7,1,6
521,2011.0,NUTS,2010,FR71,2,6
522,2011.0,NUTS,2010,FR715,3,2
523,2011.0,NUTS,2010,FR716,3,4
524,2011.0,NUTS,2010,FR8,1,1
525,2011.0,NUTS,2010,FR81,2,1
526,2011.0,NUTS,2010,FR813,3,1
527,2011.0,NUTS,2010,HU,0,4
528,2011.0,NUTS,2010,HU1,1,3
529,2011.0,NUTS,2010,HU10,2,3
530,2011.0,NUTS,2010,HU101,3,3
531,2011.0,NUTS,2010,HU3,1,1
532,2011.0,NUTS,2010,HU33,2,1
533,2011.0,NUTS,2010,HU333,3,1
534,2011.0,NUTS,2010,IE,0,8
535,2011.0,NUTS,2010,IE0,1,8
536,2011.0,NUTS,2010,IE01,2,1
537,2011.0,NUTS,2010,IE013,3,1
538,2011.0,NUTS,2010,IE02,2,7
539,2011.0,NUTS,2010,IE021,3,2
540,2011.0,NUTS,2010,IE022,3,1
541,2011.0,NUTS,2010,IE025,3,4
542,2011.0,NUTS,2010,IS,0,1
543,2011.0,NUTS,2010,IS0,1,1
544,2011.0,NUTS,2010,IS00,2,1
545,2011.0,NUTS,2010,IS001,3,1
546,2011.0,NUTS,2010,IT,0,58
547,2011.0,NUTS,2010,ITC,1,18
548,2011.0,NUTS,2010,ITC1,2,9
549,2011.0,NUTS,2010,ITC11,3,9
550,2011.0,NUTS,2010,ITC4,2,9
551,2011.0,NUTS,2010,ITC41,3,1
552,2011.0,NUTS,2010,ITC4C,3,8
553,2011.0,NUTS,2010,ITF,1,5
554,2011.0,NUTS,2010,ITF3,2,1
555,2011.0,NUTS,2010,ITF33,3,1
556,2011.0,NUTS,2010,ITF4,2,1
557,2011.0,NUTS,2010,ITF47,3,1
558,2011.0,NUTS,2010,ITF6,2,3
559,2011.0,NUTS,2010,ITF61,3,3
560,2011.0,NUTS,2010,ITG,1,2
561,2011.0,NUTS,2010,ITG1,2,2
562,2011.0,NUTS,2010,ITG13,3,2
563,2011.0,NUTS,2010,ITH,1,14
564,2011.0,NUTS,2010,ITH2,2,2
565,2011.0,NUTS,2010,ITH20,3,2
566,2011.0,NUTS,2010,ITH3,2,6
567,2011.0,NUTS,2010,ITH31,3,3
568,2011.0,NUTS,2010,ITH36,3,3
569,2011.0,NUTS,2010,ITH5,2,6
570,2011.0,NUTS,2010,ITH55,3,4
571,2011.0,NUTS,2010,ITH56,3,2
572,2011.0,NUTS,2010,ITI,1,19
573,2011.0,NUTS,2010,ITI1,2,11
574,2011.0,NUTS,2010,ITI12,3,1
575,2011.0,NUTS,2010,ITI14,3,7
576,2011.0,NUTS,2010,ITI19,3,3
577,2011.0,NUTS,2010,ITI4,2,8
578,2011.0,NUTS,2010,ITI43,3,8
579,2011.0,NUTS,2010,LU,0,3
580,2011.0,NUTS,2010,LU0,1,3
581,2011.0,NUTS,2010,LU00,2,3
582,2011.0,NUTS,2010,LU000,3,3
583,2011.0,NUTS,2010,NL,0,28
584,2011.0,NUTS,2010,NL1,1,1
585,2011.0,NUTS,2010,NL11,2,1
586,2011.0,NUTS,2010,NL113,3,1
587,2011.0,NUTS,2010,NL2,1,13
588,2011.0,NUTS,2010,NL22,2,13
589,2011.0,NUTS,2010,NL226,3,13
590,2011.0,NUTS,2010,NL3,1,11
591,2011.0,NUTS,2010,NL32,2,10
592,2011.0,NUTS,2010,NL326,3,10
593,2011.0,NUTS,2010,NL33,2,1
594,2011.0,NUTS,2010,NL333,3,1
595,2011.0,NUTS,2010,NL4,1,3
596,2011.0,NUTS,2010,NL41,2,3
597,2011.0,NUTS,2010,NL414,3,3
598,2011.0,NUTS,2010,NO,0,1
599,2011.0,NUTS,2010,NO0,1,1
600,2011.0,NUTS,2010,NO01,2,1
