year,nuts_id,nuts_year_spec,rd_government_eur_hab
2015,DEE,2016,125.9
2016,DEE,2016,129.9
2017,DEE,2016,139.9
2018,DEE,2016,146.3
2014,DEF,2016,118.8
2015,DEF,2016,104.6
2016,DEF,2016,103.9
2017,DEF,2016,109.0
2018,DEF,2016,111.3
2014,DEG,2016,126.3
2015,DEG,2016,125.4
2016,DEG,2016,129.5
2017,DEG,2016,139.2
2018,DEG,2016,150.3
2014,DK0,2016,31.6
2015,DK0,2016,32.9
2016,DK0,2016,34.0
2017,DK0,2016,46.1
2014,EE0,2016,23.9
2015,EE0,2016,24.9
2016,EE0,2016,23.5
2017,EE0,2016,27.2
2018,EE0,2016,31.7
2015,EL3,2016,60.2
2017,EL3,2016,65.7
2018,EL3,2016,71.5
2015,EL4,2016,69.3
2017,EL4,2016,63.3
2018,EL4,2016,64.7
2015,EL5,2016,28.2
2017,EL5,2016,29.0
2018,EL5,2016,30.5
2015,EL6,2016,29.3
2017,EL6,2016,14.4
2018,EL6,2016,17.9
2014,ES1,2016,26.3
2015,ES1,2016,29.1
2016,ES1,2016,30.9
2017,ES1,2016,30.5
2018,ES1,2016,29.7
2014,ES2,2016,44.2
2015,ES2,2016,
2016,ES2,2016,49.2
2017,ES2,2016,47.3
2018,ES2,2016,49.3
2014,ES3,2016,134.4
2015,ES3,2016,140.2
2016,ES3,2016,134.6
2017,ES3,2016,136.8
2018,ES3,2016,135.6
2014,ES4,2016,17.3
2015,ES4,2016,19.0
2016,ES4,2016,18.1
2017,ES4,2016,18.0
2018,ES4,2016,19.6
2014,ES5,2016,55.2
2015,ES5,2016,56.8
2016,ES5,2016,56.6
2017,ES5,2016,57.7
2018,ES5,2016,57.3
2014,ES6,2016,33.4
2015,ES6,2016,35.4
2016,ES6,2016,31.0
2017,ES6,2016,30.7
2018,ES6,2016,31.4
2014,ES7,2016,29.3
2015,ES7,2016,30.1
2016,ES7,2016,28.1
2017,ES7,2016,34.8
2018,ES7,2016,35.4
2015,FI1,2016,99.8
2016,FI1,2016,97.9
2017,FI1,2016,96.3
2018,FI1,2016,97.6
2015,FI2,2016,0.0
2016,FI2,2016,0.0
2017,FI2,2016,0.0
2018,FI2,2016,0.0
2014,HR0,2016,20.9
2015,HR0,2016,21.8
2016,HR0,2016,20.4
2017,HR0,2016,22.8
2018,HR0,2016,24.4
2014,HU1,2016,49.1
2015,HU1,2016,51.1
2016,HU1,2016,46.6
2017,HU1,2016,50.8
2018,HU1,2016,51.2
2014,HU2,2016,9.5
2015,HU2,2016,9.0
2016,HU2,2016,8.4
2017,HU2,2016,10.2
2018,HU2,2016,9.6
2014,HU3,2016,5.7
2015,HU3,2016,5.6
2016,HU3,2016,5.1
2017,HU3,2016,7.1
2018,HU3,2016,10.6
2015,IE0,2016,29.1
2017,IE0,2016,29.8
2014,IS0,2016,48.7
2015,IS0,2016,48.7
2016,IS0,2016,56.3
2017,IS0,2016,56.4
2018,IS0,2016,53.2
2014,ITC,2016,32.3
2015,ITC,2016,32.3
2016,ITC,2016,30.5
2017,ITC,2016,28.4
2018,ITC,2016,29.8
2014,ITF,2016,27.0
2015,ITF,2016,25.9
2016,ITF,2016,24.9
2017,ITF,2016,24.1
2018,ITF,2016,24.3
2014,ITG,2016,28.7
2015,ITG,2016,29.6
2016,ITG,2016,27.5
2017,ITG,2016,27.7
2018,ITG,2016,31.6
2014,ITH,2016,41.6
2015,ITH,2016,41.9
2016,ITH,2016,40.2
2017,ITH,2016,39.2
2018,ITH,2016,45.3
2014,ITI,2016,114.1
2015,ITI,2016,110.3
2016,ITI,2016,117.4
2017,ITI,2016,124.3
2018,ITI,2016,131.8
2014,LT0,2016,21.8
2015,LT0,2016,22.8
2016,LT0,2016,29.6
2017,LT0,2016,37.1
2018,LT0,2016,33.8
2014,LU0,2016,342.0
2015,LU0,2016,350.6
2016,LU0,2016,314.8
2017,LU0,2016,291.0
2018,LU0,2016,304.8
2014,LV0,2016,19.5
2015,LV0,2016,19.6
2016,LV0,2016,17.8
2017,LV0,2016,18.5
2018,LV0,2016,21.9
2014,ME0,2016,4.3
2015,ME0,2016,4.2
2016,ME0,2016,4.4
2017,ME0,2016,7.2
2018,ME0,2016,10.1
2015,MK0,2016,2.7
2016,MK0,2016,2.2
2017,MK0,2016,1.9
2018,MK0,2016,1.8
2014,MT0,2016,14.1
2015,MT0,2016,26.8
2016,MT0,2016,1.7
2017,MT0,2016,1.3
2018,MT0,2016,1.8
2014,NL1,2016,
2015,NL1,2016,
2016,NL1,2016,
2017,NL1,2016,
2018,NL1,2016,
2014,NL2,2016,
2015,NL2,2016,
2016,NL2,2016,
2017,NL2,2016,
2018,NL2,2016,
2014,NL3,2016,
2015,NL3,2016,
2016,NL3,2016,
2017,NL3,2016,
2018,NL3,2016,
2014,NL4,2016,
2015,NL4,2016,
2016,NL4,2016,
2017,NL4,2016,
2018,NL4,2016,
2014,NO0,2016,192.3
2015,NO0,2016,195.8
2016,NO0,2016,185.2
2017,NO0,2016,192.9
2018,NO0,2016,198.4
2014,PL1,2016,74.4
2015,PL1,2016,80.9
2014,PL2,2016,17.8
2015,PL2,2016,19.8
2016,PL2,2016,2.7
2017,PL2,2016,
2018,PL2,2016,
2014,PL3,2016,
2015,PL3,2016,7.8
2014,PL4,2016,10.6
2015,PL4,2016,18.6
2016,PL4,2016,1.0
2017,PL4,2016,
2018,PL4,2016,1.7
2014,PL5,2016,10.4
2015,PL5,2016,11.4
2016,PL5,2016,1.4
2017,PL5,2016,
2018,PL5,2016,
2014,PL6,2016,
2015,PL6,2016,9.9
2016,PL6,2016,0.6
2017,PL6,2016,
2018,PL6,2016,0.7
2016,PL7,2016,2.8
2017,PL7,2016,
2018,PL7,2016,
2016,PL8,2016,0.9
2017,PL8,2016,0.9
2018,PL8,2016,0.7
2016,PL9,2016,9.7
2017,PL9,2016,
2018,PL9,2016,10.8
2014,PT1,2016,13.4
2015,PT1,2016,14.0
2016,PT1,2016,12.2
2017,PT1,2016,13.9
2018,PT1,2016,14.4
2014,PT2,2016,12.0
2015,PT2,2016,12.6
2016,PT2,2016,10.2
2017,PT2,2016,5.9
2018,PT2,2016,4.9
2014,PT3,2016,13.7
2015,PT3,2016,13.8
2016,PT3,2016,11.8
2017,PT3,2016,17.1
2018,PT3,2016,17.8
2014,RO1,2016,3.1
2015,RO1,2016,5.3
2016,RO1,2016,3.0
2017,RO1,2016,3.2
2018,RO1,2016,3.5
2014,RO2,2016,4.5
2015,RO2,2016,5.1
2016,RO2,2016,5.1
2017,RO2,2016,4.7
2018,RO2,2016,6.9
2014,RO3,2016,34.6
2015,RO3,2016,40.2
2016,RO3,2016,38.7
2017,RO3,2016,43.2
2018,RO3,2016,43.4
2014,RO4,2016,5.1
2015,RO4,2016,7.6
2016,RO4,2016,5.8
2017,RO4,2016,9.2
2018,RO4,2016,7.9
2018,RS1,2016,30.8
2018,RS2,2016,0.5
2015,SE1,2016,74.7
2017,SE1,2016,86.5
2015,SE2,2016,37.3
2017,SE2,2016,41.6
2015,SE3,2016,34.0
2017,SE3,2016,37.2
2014,SI0,2016,52.5
2015,SI0,2016,55.9
2016,SI0,2016,52.9
2017,SI0,2016,53.6
2018,SI0,2016,58.5
2014,SK0,2016,35.0
2015,SK0,2016,47.7
2016,SK0,2016,25.3
2017,SK0,2016,28.7
2018,SK0,2016,29.3
2014,UKC,2016,0.3
2015,UKC,2016,24.8
2016,UKC,2016,21.8
2017,UKC,2016,
2018,UKC,2016,
2014,UKD,2016,15.1
2015,UKD,2016,28.9
2016,UKD,2016,27.7
2017,UKD,2016,
2018,UKD,2016,
2014,UKE,2016,16.3
2015,UKE,2016,28.3
2016,UKE,2016,26.1
2017,UKE,2016,25.3
2018,UKE,2016,24.9
2014,UKF,2016,23.3
2015,UKF,2016,22.2
2016,UKF,2016,19.0
2017,UKF,2016,17.8
2018,UKF,2016,21.4
2014,UKG,2016,0.7
2015,UKG,2016,17.3
2016,UKG,2016,15.0
2017,UKG,2016,14.0
2018,UKG,2016,14.3
2014,UKH,2016,43.8
2015,UKH,2016,51.5
2016,UKH,2016,44.6
2017,UKH,2016,39.3
2018,UKH,2016,51.0
2014,UKI,2016,48.8
2015,UKI,2016,68.7
2016,UKI,2016,63.2
2017,UKI,2016,58.0
2018,UKI,2016,72.2
2014,UKJ,2016,108.6
2015,UKJ,2016,91.5
2016,UKJ,2016,82.3
2017,UKJ,2016,77.0
2018,UKJ,2016,79.7
2014,UKK,2016,81.0
2015,UKK,2016,54.6
2016,UKK,2016,50.8
2017,UKK,2016,49.8
2018,UKK,2016,53.2
2014,UKL,2016,13.2
2015,UKL,2016,5.7
2016,UKL,2016,6.0
2017,UKL,2016,5.9
2018,UKL,2016,5.0
2014,UKM,2016,58.7
2015,UKM,2016,39.9
2016,UKM,2016,36.8
2017,UKM,2016,36.1
2018,UKM,2016,37.6
2014,UKN,2016,12.0
2015,UKN,2016,8.7
2016,UKN,2016,9.1
2017,UKN,2016,9.7
2018,UKN,2016,10.1
