year,nuts_id,nuts_year_spec,r&d_private_eur_hab
2018,UKH1,2016,1225.8
2014,UKH2,2016,1050.1
2015,UKH2,2016,1186.8
2016,UKH2,2016,1148.7
2017,UKH2,2016,1096.4
2018,UKH2,2016,1050.2
2014,UKH3,2016,421.5
2015,UKH3,2016,478.2
2016,UKH3,2016,455.5
2017,UKH3,2016,444.5
2018,UKH3,2016,427.7
2014,UKI3,2016,1048.3
2015,UKI3,2016,1089.2
2016,UKI3,2016,891.7
2017,UKI3,2016,1236.9
2018,UKI3,2016,1356.8
2014,UKI4,2016,171.5
2015,UKI4,2016,199.0
2016,UKI4,2016,174.4
2017,UKI4,2016,196.9
2018,UKI4,2016,234.1
2014,UKI5,2016,26.3
2015,UKI5,2016,35.1
2016,UKI5,2016,36.2
2017,UKI5,2016,28.6
2018,UKI5,2016,30.4
2014,UKI6,2016,82.4
2015,UKI6,2016,56.1
2016,UKI6,2016,58.8
2017,UKI6,2016,61.5
2018,UKI6,2016,45.0
2014,UKI7,2016,273.7
2015,UKI7,2016,392.9
2016,UKI7,2016,593.2
2017,UKI7,2016,555.1
2018,UKI7,2016,484.4
2014,UKJ1,2016,1115.9
2015,UKJ1,2016,1271.7
2016,UKJ1,2016,1179.7
2017,UKJ1,2016,1157.7
2018,UKJ1,2016,1169.6
2014,UKJ2,2016,423.4
2015,UKJ2,2016,539.9
2016,UKJ2,2016,451.2
2017,UKJ2,2016,481.4
2018,UKJ2,2016,464.5
2014,UKJ3,2016,607.5
2015,UKJ3,2016,700.3
2016,UKJ3,2016,542.8
2017,UKJ3,2016,429.2
2018,UKJ3,2016,456.8
2014,UKJ4,2016,287.4
2015,UKJ4,2016,342.3
2016,UKJ4,2016,321.1
2017,UKJ4,2016,302.7
2018,UKJ4,2016,340.2
2014,UKK1,2016,653.1
2015,UKK1,2016,621.9
2016,UKK1,2016,560.1
2017,UKK1,2016,577.3
2018,UKK1,2016,597.4
2014,UKK2,2016,217.6
2015,UKK2,2016,242.3
2016,UKK2,2016,208.5
2017,UKK2,2016,194.6
2018,UKK2,2016,211.2
2014,UKK3,2016,53.2
2015,UKK3,2016,63.1
2016,UKK3,2016,57.8
2017,UKK3,2016,60.6
2018,UKK3,2016,54.9
2014,UKK4,2016,107.1
2015,UKK4,2016,142.9
2016,UKK4,2016,128.3
2017,UKK4,2016,139.7
2018,UKK4,2016,149.1
2014,UKL1,2016,95.3
2015,UKL1,2016,117.3
2016,UKL1,2016,114.6
2017,UKL1,2016,136.1
2018,UKL1,2016,125.3
2014,UKL2,2016,268.6
2015,UKL2,2016,235.4
2016,UKL2,2016,266.2
2017,UKL2,2016,219.8
2018,UKL2,2016,206.7
2014,UKM2,2016,275.1
2015,UKM2,2016,320.5
2016,UKM2,2016,325.5
2017,UKM2,2016,378.1
2014,UKM3,2016,115.8
2015,UKM3,2016,134.1
2016,UKM3,2016,152.2
2017,UKM3,2016,178.0
2014,UKM5,2016,512.4
2015,UKM5,2016,373.6
2016,UKM5,2016,480.5
2017,UKM5,2016,372.6
2018,UKM5,2016,391.2
2014,UKM6,2016,84.9
2015,UKM6,2016,91.9
2016,UKM6,2016,88.0
2017,UKM6,2016,70.2
2018,UKM6,2016,59.5
2014,UKM7,2016,291.3
2015,UKM7,2016,339.0
2016,UKM7,2016,343.6
2017,UKM7,2016,398.9
2018,UKM7,2016,448.7
2014,UKM8,2016,152.3
2015,UKM8,2016,175.9
2016,UKM8,2016,198.5
2017,UKM8,2016,231.4
2018,UKM8,2016,230.9
2014,UKM9,2016,43.7
2015,UKM9,2016,50.8
2016,UKM9,2016,57.7
2017,UKM9,2016,67.6
2018,UKM9,2016,67.7
2014,UKN0,2016,238.0
2015,UKN0,2016,374.3
2016,UKN0,2016,315.9
2017,UKN0,2016,312.6
2018,UKN0,2016,315.8
