year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_mio_pps_kp05_total
2012,NUTS,2010,PL31,2,233.93
2013,NUTS,2010,PL31,2,143.78
2014,NUTS,2010,PL31,2,245.693
2015,NUTS,2010,PL31,2,258.472
2000,NUTS,2010,PL32,2,61.321
2001,NUTS,2010,PL32,2,49.249
2002,NUTS,2010,PL32,2,56.531
2003,NUTS,2010,PL32,2,54.445
2004,NUTS,2010,PL32,2,46.767
2005,NUTS,2010,PL32,2,48.932
2006,NUTS,2010,PL32,2,67.799
2007,NUTS,2010,PL32,2,65.013
2008,NUTS,2010,PL32,2,70.958
2009,NUTS,2010,PL32,2,72.841
2010,NUTS,2010,PL32,2,192.716
2011,NUTS,2010,PL32,2,199.059
2012,NUTS,2010,PL32,2,227.538
2013,NUTS,2010,PL32,2,283.09
2014,NUTS,2010,PL32,2,331.171
2015,NUTS,2010,PL32,2,320.193
2000,NUTS,2010,PL33,2,10.636
2001,NUTS,2010,PL33,2,9.588
2002,NUTS,2010,PL33,2,6.704
2003,NUTS,2010,PL33,2,5.992
2004,NUTS,2010,PL33,2,8.229
2005,NUTS,2010,PL33,2,8.55
2006,NUTS,2010,PL33,2,9.267
2007,NUTS,2010,PL33,2,14.795
2008,NUTS,2010,PL33,2,36.879
2009,NUTS,2010,PL33,2,56.538
2010,NUTS,2010,PL33,2,63.657
2011,NUTS,2010,PL33,2,52.5
2012,NUTS,2010,PL33,2,43.584
2013,NUTS,2010,PL33,2,50.167
2014,NUTS,2010,PL33,2,49.978
2015,NUTS,2010,PL33,2,91.947
2000,NUTS,2010,PL34,2,18.077
2001,NUTS,2010,PL34,2,43.147
2002,NUTS,2010,PL34,2,18.067
2003,NUTS,2010,PL34,2,18.258
2004,NUTS,2010,PL34,2,23.159
2005,NUTS,2010,PL34,2,26.922
2006,NUTS,2010,PL34,2,26.292
2007,NUTS,2010,PL34,2,23.034
2008,NUTS,2010,PL34,2,29.879
2009,NUTS,2010,PL34,2,25.552
2010,NUTS,2010,PL34,2,39.393
2011,NUTS,2010,PL34,2,51.215
2012,NUTS,2010,PL34,2,49.842
2013,NUTS,2010,PL34,2,73.195
2014,NUTS,2010,PL34,2,83.024
2015,NUTS,2010,PL34,2,105.932
2000,NUTS,2010,PL4,1,222.015
2001,NUTS,2010,PL4,1,206.824
2002,NUTS,2010,PL4,1,209.437
2003,NUTS,2010,PL4,1,211.6
2004,NUTS,2010,PL4,1,206.764
2005,NUTS,2010,PL4,1,237.339
2006,NUTS,2010,PL4,1,241.398
2007,NUTS,2010,PL4,1,291.166
2008,NUTS,2010,PL4,1,305.95
2009,NUTS,2010,PL4,1,382.587
2010,NUTS,2010,PL4,1,378.001
2011,NUTS,2010,PL4,1,426.864
2012,NUTS,2010,PL4,1,593.589
2013,NUTS,2010,PL4,1,456.155
2014,NUTS,2010,PL4,1,465.027
2015,NUTS,2010,PL4,1,573.169
2016,NUTS,2010,PL4,1,475.442
2017,NUTS,2010,PL4,1,599.018
2018,NUTS,2010,PL4,1,751.136
2019,NUTS,2010,PL4,1,855.448
2000,NUTS,2010,PL41,2,168.434
2001,NUTS,2010,PL41,2,167.213
2002,NUTS,2010,PL41,2,154.332
2003,NUTS,2010,PL41,2,168.997
2004,NUTS,2010,PL41,2,167.551
2005,NUTS,2010,PL41,2,190.95
2006,NUTS,2010,PL41,2,195.982
2007,NUTS,2010,PL41,2,234.273
2008,NUTS,2010,PL41,2,244.592
2009,NUTS,2010,PL41,2,326.01
2010,NUTS,2010,PL41,2,294.894
2011,NUTS,2010,PL41,2,334.127
2012,NUTS,2010,PL41,2,487.962
2013,NUTS,2010,PL41,2,356.32
2014,NUTS,2010,PL41,2,376.809
2015,NUTS,2010,PL41,2,463.291
2016,NUTS,2010,PL41,2,379.708
2017,NUTS,2010,PL41,2,428.974
2018,NUTS,2010,PL41,2,528.875
2019,NUTS,2010,PL41,2,609.863
2000,NUTS,2010,PL42,2,34.606
2001,NUTS,2010,PL42,2,30.992
2002,NUTS,2010,PL42,2,43.076
2003,NUTS,2010,PL42,2,27.223
2004,NUTS,2010,PL42,2,28.825
2005,NUTS,2010,PL42,2,30.692
2006,NUTS,2010,PL42,2,35.171
2007,NUTS,2010,PL42,2,46.124
2008,NUTS,2010,PL42,2,50.078
2009,NUTS,2010,PL42,2,45.4
2010,NUTS,2010,PL42,2,65.894
2011,NUTS,2010,PL42,2,72.141
2012,NUTS,2010,PL42,2,80.515
2013,NUTS,2010,PL42,2,66.008
2014,NUTS,2010,PL42,2,63.993
2015,NUTS,2010,PL42,2,78.384
2016,NUTS,2010,PL42,2,66.27
2017,NUTS,2010,PL42,2,113.432
2018,NUTS,2010,PL42,2,146.379
2019,NUTS,2010,PL42,2,168.014
2000,NUTS,2010,PL43,2,18.976
2001,NUTS,2010,PL43,2,8.62
2002,NUTS,2010,PL43,2,12.029
2003,NUTS,2010,PL43,2,15.381
2004,NUTS,2010,PL43,2,10.388
2005,NUTS,2010,PL43,2,15.697
2006,NUTS,2010,PL43,2,10.245
2007,NUTS,2010,PL43,2,10.77
2008,NUTS,2010,PL43,2,11.28
2009,NUTS,2010,PL43,2,11.177
2010,NUTS,2010,PL43,2,17.251
2011,NUTS,2010,PL43,2,20.559
2012,NUTS,2010,PL43,2,25.112
2013,NUTS,2010,PL43,2,33.862
2014,NUTS,2010,PL43,2,24.224
2015,NUTS,2010,PL43,2,31.494
2016,NUTS,2010,PL43,2,29.43
2017,NUTS,2010,PL43,2,56.613
2018,NUTS,2010,PL43,2,75.882
2019,NUTS,2010,PL43,2,77.571
2000,NUTS,2010,PL5,1,177.472
2001,NUTS,2010,PL5,1,184.404
2002,NUTS,2010,PL5,1,145.821
2003,NUTS,2010,PL5,1,135.169
2004,NUTS,2010,PL5,1,143.538
2005,NUTS,2010,PL5,1,164.204
2006,NUTS,2010,PL5,1,144.174
2007,NUTS,2010,PL5,1,178.62
2008,NUTS,2010,PL5,1,199.074
2009,NUTS,2010,PL5,1,250.394
2010,NUTS,2010,PL5,1,253.446
2011,NUTS,2010,PL5,1,297.12
2012,NUTS,2010,PL5,1,372.116
2013,NUTS,2010,PL5,1,353.317
2014,NUTS,2010,PL5,1,424.155
2015,NUTS,2010,PL5,1,494.292
2016,NUTS,2010,PL5,1,427.575
2017,NUTS,2010,PL5,1,587.744
2018,NUTS,2010,PL5,1,745.604
2019,NUTS,2010,PL5,1,865.426
2000,NUTS,2010,PL51,2,156.349
2001,NUTS,2010,PL51,2,165.421
2002,NUTS,2010,PL51,2,131.463
2003,NUTS,2010,PL51,2,121.817
2004,NUTS,2010,PL51,2,130.318
2005,NUTS,2010,PL51,2,151.927
2006,NUTS,2010,PL51,2,128.528
2007,NUTS,2010,PL51,2,163.541
2008,NUTS,2010,PL51,2,182.914
2009,NUTS,2010,PL51,2,224.033
2010,NUTS,2010,PL51,2,238.849
2011,NUTS,2010,PL51,2,266.244
2012,NUTS,2010,PL51,2,348.419
2013,NUTS,2010,PL51,2,324.961
2014,NUTS,2010,PL51,2,380.651
2015,NUTS,2010,PL51,2,451.63
2016,NUTS,2010,PL51,2,379.111
2017,NUTS,2010,PL51,2,523.305
2018,NUTS,2010,PL51,2,652.196
2019,NUTS,2010,PL51,2,781.823
2000,NUTS,2010,PL52,2,21.123
2001,NUTS,2010,PL52,2,18.983
2002,NUTS,2010,PL52,2,14.359
2003,NUTS,2010,PL52,2,13.352
2004,NUTS,2010,PL52,2,13.221
2005,NUTS,2010,PL52,2,12.277
2006,NUTS,2010,PL52,2,15.646
2007,NUTS,2010,PL52,2,15.079
2008,NUTS,2010,PL52,2,16.16
2009,NUTS,2010,PL52,2,26.361
2010,NUTS,2010,PL52,2,14.597
2011,NUTS,2010,PL52,2,30.913
2012,NUTS,2010,PL52,2,23.697
2013,NUTS,2010,PL52,2,28.356
2014,NUTS,2010,PL52,2,43.504
2015,NUTS,2010,PL52,2,42.697
2016,NUTS,2010,PL52,2,48.464
2017,NUTS,2010,PL52,2,64.439
2018,NUTS,2010,PL52,2,93.408
2019,NUTS,2010,PL52,2,83.603
2000,NUTS,2010,PL6,1,192.802
2001,NUTS,2010,PL6,1,186.583
2002,NUTS,2010,PL6,1,158.563
2003,NUTS,2010,PL6,1,166.355
2004,NUTS,2010,PL6,1,190.89
2005,NUTS,2010,PL6,1,205.902
2006,NUTS,2010,PL6,1,231.67
2007,NUTS,2010,PL6,1,227.294
2008,NUTS,2010,PL6,1,243.232
2009,NUTS,2010,PL6,1,331.29
2010,NUTS,2010,PL6,1,328.447
2011,NUTS,2010,PL6,1,372.198
2012,NUTS,2010,PL6,1,547.885
2013,NUTS,2010,PL6,1,473.461
2014,NUTS,2010,PL6,1,502.804
2015,NUTS,2010,PL6,1,590.008
2016,NUTS,2010,PL6,1,594.531
2017,NUTS,2010,PL6,1,675.387
2018,NUTS,2010,PL6,1,905.371
2019,NUTS,2010,PL6,1,1147.86
2000,NUTS,2010,PL61,2,62.12
2001,NUTS,2010,PL61,2,62.711
2002,NUTS,2010,PL61,2,52.49
2003,NUTS,2010,PL61,2,47.651
2004,NUTS,2010,PL61,2,54.142
2005,NUTS,2010,PL61,2,50.292
2006,NUTS,2010,PL61,2,75.557
2007,NUTS,2010,PL61,2,45.496
2008,NUTS,2010,PL61,2,51.758
2009,NUTS,2010,PL61,2,133.657
2010,NUTS,2010,PL61,2,77.42
2011,NUTS,2010,PL61,2,68.764
2012,NUTS,2010,PL61,2,109.16
2013,NUTS,2010,PL61,2,81.848
2014,NUTS,2010,PL61,2,90.921
2015,NUTS,2010,PL61,2,128.373
2016,NUTS,2010,PL61,2,101.81
2017,NUTS,2010,PL61,2,150.703
2018,NUTS,2010,PL61,2,206.552
2019,NUTS,2010,PL61,2,238.184
2000,NUTS,2010,PL62,2,28.414
2001,NUTS,2010,PL62,2,25.278
2002,NUTS,2010,PL62,2,26.816
2003,NUTS,2010,PL62,2,25.052
2004,NUTS,2010,PL62,2,25.362
2005,NUTS,2010,PL62,2,29.026
2006,NUTS,2010,PL62,2,23.749
2007,NUTS,2010,PL62,2,40.148
2008,NUTS,2010,PL62,2,32.199
2009,NUTS,2010,PL62,2,44.514
2010,NUTS,2010,PL62,2,65.894
2011,NUTS,2010,PL62,2,73.83
2012,NUTS,2010,PL62,2,76.063
2013,NUTS,2010,PL62,2,57.748
2014,NUTS,2010,PL62,2,44.856
2015,NUTS,2010,PL62,2,54.358
2016,NUTS,2010,PL62,2,58.087
2017,NUTS,2010,PL62,2,91.263
2018,NUTS,2010,PL62,2,103.288
2019,NUTS,2010,PL62,2,154.36
2000,NUTS,2010,PL63,2,102.269
2001,NUTS,2010,PL63,2,98.594
2002,NUTS,2010,PL63,2,79.258
2003,NUTS,2010,PL63,2,93.651
2004,NUTS,2010,PL63,2,111.386
2005,NUTS,2010,PL63,2,126.584
2006,NUTS,2010,PL63,2,132.364
2007,NUTS,2010,PL63,2,141.649
2008,NUTS,2010,PL63,2,159.275
2009,NUTS,2010,PL63,2,153.119
2010,NUTS,2010,PL63,2,185.171
2011,NUTS,2010,PL63,2,229.568
2012,NUTS,2010,PL63,2,362.662
2013,NUTS,2010,PL63,2,333.865
2014,NUTS,2010,PL63,2,366.992
2015,NUTS,2010,PL63,2,407.278
2016,NUTS,2010,PL63,2,434.669
2017,NUTS,2010,PL63,2,433.387
2018,NUTS,2010,PL63,2,595.53
2019,NUTS,2010,PL63,2,755.316
2016,NUTS,2010,PL7,1,292.753
2017,NUTS,2010,PL7,1,345.572
2018,NUTS,2010,PL7,1,504.047
2019,NUTS,2010,PL7,1,541.536
2016,NUTS,2010,PL71,2,245.623
2017,NUTS,2010,PL71,2,296.061
2018,NUTS,2010,PL71,2,408.417
2019,NUTS,2010,PL71,2,448.985
2016,NUTS,2010,PL72,2,47.13
2017,NUTS,2010,PL72,2,49.51
2018,NUTS,2010,PL72,2,95.63
2019,NUTS,2010,PL72,2,92.551
2016,NUTS,2010,PL8,1,549.754
2017,NUTS,2010,PL8,1,593.261
2018,NUTS,2010,PL8,1,700.49
2019,NUTS,2010,PL8,1,815.925
2016,NUTS,2010,PL81,2,219.459
2017,NUTS,2010,PL81,2,230.588
2018,NUTS,2010,PL81,2,274.785
2019,NUTS,2010,PL81,2,325.676
2016,NUTS,2010,PL82,2,267.924
2017,NUTS,2010,PL82,2,272.548
2018,NUTS,2010,PL82,2,312.274
2019,NUTS,2010,PL82,2,354.316
2016,NUTS,2010,PL84,2,62.372
2017,NUTS,2010,PL84,2,90.16
2018,NUTS,2010,PL84,2,113.431
2019,NUTS,2010,PL84,2,135.933
2016,NUTS,2010,PL9,1,2415.632
2017,NUTS,2010,PL9,1,2746.472
2018,NUTS,2010,PL9,1,3235.75
2019,NUTS,2010,PL9,1,3595.04
2016,NUTS,2010,PL91,2,2308.519
2017,NUTS,2010,PL91,2,2623.041
2018,NUTS,2010,PL91,2,3067.467
2019,NUTS,2010,PL91,2,3403.936
2016,NUTS,2010,PL92,2,107.113
2017,NUTS,2010,PL92,2,123.431
2018,NUTS,2010,PL92,2,168.283
2019,NUTS,2010,PL92,2,191.105
2009,NUTS,2010,PLZ,1,0.0
2009,NUTS,2010,PLZZ,2,0.0
1995,NUTS,2010,PT,0,791.822
1996,NUTS,2010,PT,0,871.541
1997,NUTS,2010,PT,0,933.48
1998,NUTS,2010,PT,0,1084.431
1999,NUTS,2010,PT,0,1228.415
2000,NUTS,2010,PT,0,1350.827
2001,NUTS,2010,PT,0,1459.639
2002,NUTS,2010,PT,0,1388.234
2003,NUTS,2010,PT,0,1329.933
2004,NUTS,2010,PT,0,1414.384
2005,NUTS,2010,PT,0,1480.66
2006,NUTS,2010,PT,0,1895.881
2007,NUTS,2010,PT,0,2288.926
2008,NUTS,2010,PT,0,2948.164
2009,NUTS,2010,PT,0,3126.553
2010,NUTS,2010,PT,0,3090.883
2011,NUTS,2010,PT,0,2884.309
2012,NUTS,2010,PT,0,2617.651
2013,NUTS,2010,PT,0,2492.044
2014,NUTS,2010,PT,0,2445.88
2015,NUTS,2010,PT,0,2399.722
2016,NUTS,2010,PT,0,2521.938
2017,NUTS,2010,PT,0,2688.908
2018,NUTS,2010,PT,0,2828.972
2019,NUTS,2010,PT,0,3004.028
2020,NUTS,2010,PT,0,3187.476
1995,NUTS,2010,PT1,1,764.11
1997,NUTS,2010,PT1,1,904.871
1999,NUTS,2010,PT1,1,1141.494
2000,NUTS,2010,PT1,1,1292.212
2001,NUTS,2010,PT1,1,1427.566
2002,NUTS,2010,PT1,1,1359.389
2003,NUTS,2010,PT1,1,1303.918
2004,NUTS,2010,PT1,1,1386.633
2005,NUTS,2010,PT1,1,1451.534
2006,NUTS,2010,PT1,1,1864.42
2007,NUTS,2010,PT1,1,2255.231
2008,NUTS,2010,PT1,1,2907.482
2009,NUTS,2010,PT1,1,3077.787
2010,NUTS,2010,PT1,1,3056.056
2011,NUTS,2010,PT1,1,2853.27
2012,NUTS,2010,PT1,1,2580.459
2013,NUTS,2010,PT1,1,2462.558
2014,NUTS,2010,PT1,1,2415.43
2015,NUTS,2010,PT1,1,2369.476
2016,NUTS,2010,PT1,1,2495.046
2017,NUTS,2010,PT1,1,2658.544
2018,NUTS,2010,PT1,1,2795.746
2019,NUTS,2010,PT1,1,2968.143
2020,NUTS,2010,PT1,1,3150.89
1995,NUTS,2010,PT11,2,162.722
1997,NUTS,2010,PT11,2,185.877
1999,NUTS,2010,PT11,2,254.096
2000,NUTS,2010,PT11,2,119.83
2001,NUTS,2010,PT11,2,121.27
2002,NUTS,2010,PT11,2,224.408
2003,NUTS,2010,PT11,2,321.406
2004,NUTS,2010,PT11,2,340.018
2005,NUTS,2010,PT11,2,354.354
2006,NUTS,2010,PT11,2,447.593
2007,NUTS,2010,PT11,2,535.878
2008,NUTS,2010,PT11,2,673.351
2009,NUTS,2010,PT11,2,760.467
2010,NUTS,2010,PT11,2,826.684
2011,NUTS,2010,PT11,2,835.397
2012,NUTS,2010,PT11,2,776.279
2013,NUTS,2010,PT11,2,757.037
2014,NUTS,2010,PT11,2,748.636
2015,NUTS,2010,PT11,2,766.74
2016,NUTS,2010,PT11,2,789.966
2017,NUTS,2010,PT11,2,897.679
2018,NUTS,2010,PT11,2,942.11
2019,NUTS,2010,PT11,2,975.264
2020,NUTS,2010,PT11,2,1081.481
1995,NUTS,2010,PT15,2,8.382
1997,NUTS,2010,PT15,2,14.871
1999,NUTS,2010,PT15,2,24.561
2000,NUTS,2010,PT15,2,22.432
2001,NUTS,2010,PT15,2,20.351
2002,NUTS,2010,PT15,2,18.896
2003,NUTS,2010,PT15,2,17.655
2004,NUTS,2010,PT15,2,16.79
2005,NUTS,2010,PT15,2,15.813
2006,NUTS,2010,PT15,2,22.77
2007,NUTS,2010,PT15,2,29.344
2008,NUTS,2010,PT15,2,31.946
2009,NUTS,2010,PT15,2,37.114
2010,NUTS,2010,PT15,2,37.273
2011,NUTS,2010,PT15,2,33.848
2012,NUTS,2010,PT15,2,33.751
2013,NUTS,2010,PT15,2,29.15
2014,NUTS,2010,PT15,2,32.097
2015,NUTS,2010,PT15,2,31.271
2016,NUTS,2010,PT15,2,31.602
2017,NUTS,2010,PT15,2,28.419
2018,NUTS,2010,PT15,2,33.27
2019,NUTS,2010,PT15,2,41.441
2020,NUTS,2010,PT15,2,42.103
2000,NUTS,2010,PT16,2,203.489
2001,NUTS,2010,PT16,2,218.423
2002,NUTS,2010,PT16,2,217.487
2003,NUTS,2010,PT16,2,217.865
2004,NUTS,2010,PT16,2,225.112
2005,NUTS,2010,PT16,2,229.807
2006,NUTS,2010,PT16,2,309.49
2007,NUTS,2010,PT16,2,384.854
2008,NUTS,2010,PT16,2,444.425
2009,NUTS,2010,PT16,2,442.037
2010,NUTS,2010,PT16,2,462.093
2011,NUTS,2010,PT16,2,463.415
2012,NUTS,2010,PT16,2,467.295
2013,NUTS,2010,PT16,2,454.961
2014,NUTS,2010,PT16,2,480.969
2015,NUTS,2010,PT16,2,446.688
2016,NUTS,2010,PT16,2,472.212
2017,NUTS,2010,PT16,2,504.998
2018,NUTS,2010,PT16,2,510.061
2019,NUTS,2010,PT16,2,547.804
2020,NUTS,2010,PT16,2,541.701
2000,NUTS,2010,PT17,2,736.181
2001,NUTS,2010,PT17,2,838.34
2002,NUTS,2010,PT17,2,760.967
2003,NUTS,2010,PT17,2,693.53
2004,NUTS,2010,PT17,2,748.751
2005,NUTS,2010,PT17,2,793.772
2006,NUTS,2010,PT17,2,1012.386
2007,NUTS,2010,PT17,2,1219.342
2008,NUTS,2010,PT17,2,1640.251
2009,NUTS,2010,PT17,2,1742.1
2010,NUTS,2010,PT17,2,1672.85
2011,NUTS,2010,PT17,2,1466.23
2012,NUTS,2010,PT17,2,1244.656
2013,NUTS,2010,PT17,2,1165.857
2014,NUTS,2010,PT17,2,1096.133
2015,NUTS,2010,PT17,2,1059.653
2016,NUTS,2010,PT17,2,1131.605
2017,NUTS,2010,PT17,2,1152.397
2018,NUTS,2010,PT17,2,1221.005
2019,NUTS,2010,PT17,2,1298.863
2020,NUTS,2010,PT17,2,1376.991
2000,NUTS,2010,PT18,2,210.281
2001,NUTS,2010,PT18,2,229.182
2002,NUTS,2010,PT18,2,137.631
2003,NUTS,2010,PT18,2,53.462
2004,NUTS,2010,PT18,2,55.961
2005,NUTS,2010,PT18,2,57.788
2006,NUTS,2010,PT18,2,72.181
2007,NUTS,2010,PT18,2,85.814
2008,NUTS,2010,PT18,2,117.509
2009,NUTS,2010,PT18,2,96.069
2010,NUTS,2010,PT18,2,57.156
2011,NUTS,2010,PT18,2,54.38
2012,NUTS,2010,PT18,2,58.478
2013,NUTS,2010,PT18,2,55.552
2014,NUTS,2010,PT18,2,57.595
2015,NUTS,2010,PT18,2,65.125
2016,NUTS,2010,PT18,2,69.661
2017,NUTS,2010,PT18,2,75.051
2018,NUTS,2010,PT18,2,89.3
2019,NUTS,2010,PT18,2,104.77
2020,NUTS,2010,PT18,2,108.615
1995,NUTS,2010,PT2,1,10.964
1997,NUTS,2010,PT2,1,13.787
1999,NUTS,2010,PT2,1,72.265
2000,NUTS,2010,PT2,1,12.333
2001,NUTS,2010,PT2,1,12.178
2002,NUTS,2010,PT2,1,14.147
2003,NUTS,2010,PT2,1,16.055
2004,NUTS,2010,PT2,1,15.047
2005,NUTS,2010,PT2,1,13.951
2006,NUTS,2010,PT2,1,15.43
2007,NUTS,2010,PT2,1,16.84
2008,NUTS,2010,PT2,1,17.649
2009,NUTS,2010,PT2,1,32.384
2010,NUTS,2010,PT2,1,15.928
2011,NUTS,2010,PT2,1,16.299
2012,NUTS,2010,PT2,1,23.662
2013,NUTS,2010,PT2,1,14.085
2014,NUTS,2010,PT2,1,14.276
2015,NUTS,2010,PT2,1,13.972
2016,NUTS,2010,PT2,1,12.478
2017,NUTS,2010,PT2,1,12.97
2018,NUTS,2010,PT2,1,13.809
2019,NUTS,2010,PT2,1,13.475
2020,NUTS,2010,PT2,1,13.99
1995,NUTS,2010,PT20,2,10.964
1997,NUTS,2010,PT20,2,13.787
1999,NUTS,2010,PT20,2,72.265
2000,NUTS,2010,PT20,2,12.333
2001,NUTS,2010,PT20,2,12.178
2002,NUTS,2010,PT20,2,14.147
2003,NUTS,2010,PT20,2,16.055
2004,NUTS,2010,PT20,2,15.047
2005,NUTS,2010,PT20,2,13.951
2006,NUTS,2010,PT20,2,15.43
2007,NUTS,2010,PT20,2,16.84
2008,NUTS,2010,PT20,2,17.649
2009,NUTS,2010,PT20,2,32.384
2010,NUTS,2010,PT20,2,15.928
2011,NUTS,2010,PT20,2,16.299
2012,NUTS,2010,PT20,2,23.662
2013,NUTS,2010,PT20,2,14.085
2014,NUTS,2010,PT20,2,14.276
2015,NUTS,2010,PT20,2,13.972
2016,NUTS,2010,PT20,2,12.478
2017,NUTS,2010,PT20,2,12.97
2018,NUTS,2010,PT20,2,13.809
2019,NUTS,2010,PT20,2,13.475
2020,NUTS,2010,PT20,2,13.99
1995,NUTS,2010,PT3,1,16.713
1997,NUTS,2010,PT3,1,14.79
1999,NUTS,2010,PT3,1,14.565
2000,NUTS,2010,PT3,1,46.281
2001,NUTS,2010,PT3,1,19.896
2002,NUTS,2010,PT3,1,14.699
2003,NUTS,2010,PT3,1,9.96
2004,NUTS,2010,PT3,1,12.704
2005,NUTS,2010,PT3,1,15.176
2006,NUTS,2010,PT3,1,16.032
2007,NUTS,2010,PT3,1,16.856
2008,NUTS,2010,PT3,1,23.033
2009,NUTS,2010,PT3,1,16.383
2010,NUTS,2010,PT3,1,18.899
2011,NUTS,2010,PT3,1,14.74
2012,NUTS,2010,PT3,1,13.53
2013,NUTS,2010,PT3,1,15.401
2014,NUTS,2010,PT3,1,16.174
2015,NUTS,2010,PT3,1,16.274
2016,NUTS,2010,PT3,1,14.414
2017,NUTS,2010,PT3,1,17.394
2018,NUTS,2010,PT3,1,19.417
2019,NUTS,2010,PT3,1,22.41
2020,NUTS,2010,PT3,1,22.596
1995,NUTS,2010,PT30,2,16.713
1997,NUTS,2010,PT30,2,14.79
1999,NUTS,2010,PT30,2,14.565
2000,NUTS,2010,PT30,2,46.281
2001,NUTS,2010,PT30,2,19.896
2002,NUTS,2010,PT30,2,14.699
2003,NUTS,2010,PT30,2,9.96
2004,NUTS,2010,PT30,2,12.704
2005,NUTS,2010,PT30,2,15.176
2006,NUTS,2010,PT30,2,16.032
2007,NUTS,2010,PT30,2,16.856
2008,NUTS,2010,PT30,2,23.033
2009,NUTS,2010,PT30,2,16.383
2010,NUTS,2010,PT30,2,18.899
2011,NUTS,2010,PT30,2,14.74
2012,NUTS,2010,PT30,2,13.53
2013,NUTS,2010,PT30,2,15.401
2014,NUTS,2010,PT30,2,16.174
2015,NUTS,2010,PT30,2,16.274
2016,NUTS,2010,PT30,2,14.414
2017,NUTS,2010,PT30,2,17.394
2018,NUTS,2010,PT30,2,19.417
2019,NUTS,2010,PT30,2,22.41
2020,NUTS,2010,PT30,2,22.596
1995,NUTS,2010,PTZZ,2,593.006
1997,NUTS,2010,PTZZ,2,704.107
1999,NUTS,2010,PTZZ,2,862.883
1995,NUTS,2010,RO,0,977.273
1996,NUTS,2010,RO,0,903.392
1997,NUTS,2010,RO,0,732.002
1998,NUTS,2010,RO,0,618.38
1999,NUTS,2010,RO,0,495.338
2000,NUTS,2010,RO,0,466.669
2001,NUTS,2010,RO,0,524.581
2002,NUTS,2010,RO,0,534.549
2003,NUTS,2010,RO,0,575.876
2004,NUTS,2010,RO,0,623.669
2005,NUTS,2010,RO,0,691.673
2006,NUTS,2010,RO,0,827.233
2007,NUTS,2010,RO,0,993.23
2008,NUTS,2010,RO,0,1171.997
2009,NUTS,2010,RO,0,890.336
2010,NUTS,2010,RO,0,880.081
2011,NUTS,2010,RO,0,979.311
2012,NUTS,2010,RO,0,972.816
2013,NUTS,2010,RO,0,807.26
2014,NUTS,2010,RO,0,822.25
2015,NUTS,2010,RO,0,1083.386
2016,NUTS,2010,RO,0,1117.794
2017,NUTS,2010,RO,0,1254.348
2018,NUTS,2010,RO,0,1305.007
2019,NUTS,2010,RO,0,1297.818
2020,NUTS,2010,RO,0,1224.373
2001,NUTS,2010,RO1,1,53.562
2002,NUTS,2010,RO1,1,71.817
2003,NUTS,2010,RO1,1,65.996
2004,NUTS,2010,RO1,1,51.6
2005,NUTS,2010,RO1,1,83.062
2006,NUTS,2010,RO1,1,93.82
2007,NUTS,2010,RO1,1,122.122
2008,NUTS,2010,RO1,1,133.178
2009,NUTS,2010,RO1,1,137.622
2010,NUTS,2010,RO1,1,112.263
2011,NUTS,2010,RO1,1,149.587
2012,NUTS,2010,RO1,1,153.102
2013,NUTS,2010,RO1,1,105.081
2014,NUTS,2010,RO1,1,141.175
2015,NUTS,2010,RO1,1,185.096
2016,NUTS,2010,RO1,1,152.642
2017,NUTS,2010,RO1,1,146.331
2018,NUTS,2010,RO1,1,159.676
2019,NUTS,2010,RO1,1,151.996
2001,NUTS,2010,RO11,2,21.817
2002,NUTS,2010,RO11,2,36.004
2003,NUTS,2010,RO11,2,27.64
2004,NUTS,2010,RO11,2,21.277
2005,NUTS,2010,RO11,2,51.99
2006,NUTS,2010,RO11,2,61.636
2007,NUTS,2010,RO11,2,88.25
2008,NUTS,2010,RO11,2,101.622
2009,NUTS,2010,RO11,2,73.381
2010,NUTS,2010,RO11,2,71.975
2011,NUTS,2010,RO11,2,106.047
2012,NUTS,2010,RO11,2,101.123
2013,NUTS,2010,RO11,2,74.283
2014,NUTS,2010,RO11,2,65.652
2015,NUTS,2010,RO11,2,104.822
2016,NUTS,2010,RO11,2,69.72
2017,NUTS,2010,RO11,2,71.944
2018,NUTS,2010,RO11,2,68.438
2019,NUTS,2010,RO11,2,58.985
2001,NUTS,2010,RO12,2,31.744
2002,NUTS,2010,RO12,2,35.814
2003,NUTS,2010,RO12,2,38.356
2004,NUTS,2010,RO12,2,30.323
2005,NUTS,2010,RO12,2,31.072
2006,NUTS,2010,RO12,2,32.185
2007,NUTS,2010,RO12,2,33.873
2008,NUTS,2010,RO12,2,31.557
2009,NUTS,2010,RO12,2,64.24
2010,NUTS,2010,RO12,2,40.288
2011,NUTS,2010,RO12,2,43.54
2012,NUTS,2010,RO12,2,51.979
2013,NUTS,2010,RO12,2,30.797
2014,NUTS,2010,RO12,2,75.522
2015,NUTS,2010,RO12,2,80.273
2016,NUTS,2010,RO12,2,82.922
2017,NUTS,2010,RO12,2,74.387
2018,NUTS,2010,RO12,2,91.238
2019,NUTS,2010,RO12,2,93.01
2001,NUTS,2010,RO2,1,62.857
2002,NUTS,2010,RO2,1,51.585
2003,NUTS,2010,RO2,1,48.325
2004,NUTS,2010,RO2,1,52.908
2005,NUTS,2010,RO2,1,63.011
