year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_fte_total_bes_t
2015,NUTS,2010,ES53,2,321.0
2016,NUTS,2010,ES53,2,369.0
2017,NUTS,2010,ES53,2,378.0
2018,NUTS,2010,ES53,2,682.0
2019,NUTS,2010,ES53,2,672.0
1986,NUTS,2010,ES6,1,880.0
1987,NUTS,2010,ES6,1,1073.0
1988,NUTS,2010,ES6,1,1428.0
1989,NUTS,2010,ES6,1,1493.0
1990,NUTS,2010,ES6,1,1490.0
1991,NUTS,2010,ES6,1,1541.0
1992,NUTS,2010,ES6,1,1732.0
1993,NUTS,2010,ES6,1,1702.0
1994,NUTS,2010,ES6,1,1673.0
1995,NUTS,2010,ES6,1,1953.0
1996,NUTS,2010,ES6,1,2085.0
1997,NUTS,2010,ES6,1,1885.0
1998,NUTS,2010,ES6,1,2491.0
1999,NUTS,2010,ES6,1,2397.0
2000,NUTS,2010,ES6,1,4070.0
2001,NUTS,2010,ES6,1,3246.0
2002,NUTS,2010,ES6,1,3822.0
2003,NUTS,2010,ES6,1,5926.0
2004,NUTS,2010,ES6,1,5225.0
2005,NUTS,2010,ES6,1,6115.0
2006,NUTS,2010,ES6,1,7191.0
2007,NUTS,2010,ES6,1,7340.0
2008,NUTS,2010,ES6,1,7706.0
2009,NUTS,2010,ES6,1,8313.0
2010,NUTS,2010,ES6,1,9034.0
2011,NUTS,2010,ES6,1,8857.0
2012,NUTS,2010,ES6,1,8733.0
2013,NUTS,2010,ES6,1,9032.0
2014,NUTS,2010,ES6,1,9240.0
2015,NUTS,2010,ES6,1,8610.0
2016,NUTS,2010,ES6,1,8897.0
2017,NUTS,2010,ES6,1,9803.0
2018,NUTS,2010,ES6,1,10202.0
2019,NUTS,2010,ES6,1,9949.0
1986,NUTS,2010,ES61,2,791.0
1987,NUTS,2010,ES61,2,960.0
1988,NUTS,2010,ES61,2,1237.0
1989,NUTS,2010,ES61,2,1339.0
1990,NUTS,2010,ES61,2,1358.0
1991,NUTS,2010,ES61,2,1390.0
1992,NUTS,2010,ES61,2,1447.0
1993,NUTS,2010,ES61,2,1410.0
1994,NUTS,2010,ES61,2,1386.0
1995,NUTS,2010,ES61,2,1651.0
1996,NUTS,2010,ES61,2,1763.0
1997,NUTS,2010,ES61,2,1507.0
1998,NUTS,2010,ES61,2,2129.0
1999,NUTS,2010,ES61,2,1898.0
2000,NUTS,2010,ES61,2,3576.0
2001,NUTS,2010,ES61,2,2617.0
2002,NUTS,2010,ES61,2,3066.0
2003,NUTS,2010,ES61,2,5034.0
2004,NUTS,2010,ES61,2,4359.0
2005,NUTS,2010,ES61,2,4867.0
2006,NUTS,2010,ES61,2,5977.0
2007,NUTS,2010,ES61,2,5750.0
2008,NUTS,2010,ES61,2,6316.0
2009,NUTS,2010,ES61,2,6922.0
2010,NUTS,2010,ES61,2,7430.0
2011,NUTS,2010,ES61,2,7461.0
2012,NUTS,2010,ES61,2,7238.0
2013,NUTS,2010,ES61,2,7650.0
2014,NUTS,2010,ES61,2,7677.0
2015,NUTS,2010,ES61,2,6980.0
2016,NUTS,2010,ES61,2,6986.0
2017,NUTS,2010,ES61,2,7676.0
2018,NUTS,2010,ES61,2,7935.0
2019,NUTS,2010,ES61,2,7600.0
1986,NUTS,2010,ES62,2,89.0
1987,NUTS,2010,ES62,2,113.0
1988,NUTS,2010,ES62,2,192.0
1989,NUTS,2010,ES62,2,153.0
1990,NUTS,2010,ES62,2,132.0
1991,NUTS,2010,ES62,2,151.0
1992,NUTS,2010,ES62,2,285.0
1993,NUTS,2010,ES62,2,292.0
1994,NUTS,2010,ES62,2,287.0
1995,NUTS,2010,ES62,2,302.0
1996,NUTS,2010,ES62,2,322.0
1997,NUTS,2010,ES62,2,378.0
1998,NUTS,2010,ES62,2,362.0
1999,NUTS,2010,ES62,2,499.0
2000,NUTS,2010,ES62,2,494.0
2001,NUTS,2010,ES62,2,629.0
2002,NUTS,2010,ES62,2,757.0
2003,NUTS,2010,ES62,2,891.0
2004,NUTS,2010,ES62,2,862.0
2005,NUTS,2010,ES62,2,1245.0
2006,NUTS,2010,ES62,2,1207.0
2007,NUTS,2010,ES62,2,1584.0
2008,NUTS,2010,ES62,2,1391.0
2009,NUTS,2010,ES62,2,1386.0
2010,NUTS,2010,ES62,2,1601.0
2011,NUTS,2010,ES62,2,1390.0
2012,NUTS,2010,ES62,2,1481.0
2013,NUTS,2010,ES62,2,1375.0
2014,NUTS,2010,ES62,2,1554.0
2015,NUTS,2010,ES62,2,1630.0
2016,NUTS,2010,ES62,2,1911.0
2017,NUTS,2010,ES62,2,2127.0
2018,NUTS,2010,ES62,2,2266.0
2019,NUTS,2010,ES62,2,2345.0
2000,NUTS,2010,ES63,2,0.0
2001,NUTS,2010,ES63,2,0.0
2002,NUTS,2010,ES63,2,0.0
2003,NUTS,2010,ES63,2,1.0
2004,NUTS,2010,ES63,2,0.0
2005,NUTS,2010,ES63,2,2.0
2006,NUTS,2010,ES63,2,8.0
2007,NUTS,2010,ES63,2,1.0
2008,NUTS,2010,ES63,2,0.0
2009,NUTS,2010,ES63,2,0.0
2010,NUTS,2010,ES63,2,0.0
2012,NUTS,2010,ES63,2,5.0
2015,NUTS,2010,ES63,2,0.0
2000,NUTS,2010,ES64,2,0.0
2001,NUTS,2010,ES64,2,0.0
2002,NUTS,2010,ES64,2,0.0
2003,NUTS,2010,ES64,2,0.0
2004,NUTS,2010,ES64,2,4.0
2005,NUTS,2010,ES64,2,0.0
2006,NUTS,2010,ES64,2,0.0
2007,NUTS,2010,ES64,2,4.0
2008,NUTS,2010,ES64,2,0.0
2009,NUTS,2010,ES64,2,4.0
2010,NUTS,2010,ES64,2,4.0
2012,NUTS,2010,ES64,2,10.0
2015,NUTS,2010,ES64,2,0.0
1986,NUTS,2010,ES7,1,7.0
1987,NUTS,2010,ES7,1,9.0
1988,NUTS,2010,ES7,1,11.0
1989,NUTS,2010,ES7,1,25.0
1990,NUTS,2010,ES7,1,37.0
1991,NUTS,2010,ES7,1,53.0
1992,NUTS,2010,ES7,1,34.0
1993,NUTS,2010,ES7,1,35.0
1994,NUTS,2010,ES7,1,34.0
1995,NUTS,2010,ES7,1,106.0
1996,NUTS,2010,ES7,1,114.0
1997,NUTS,2010,ES7,1,152.0
1998,NUTS,2010,ES7,1,170.0
1999,NUTS,2010,ES7,1,283.0
2000,NUTS,2010,ES7,1,293.0
2001,NUTS,2010,ES7,1,308.0
2002,NUTS,2010,ES7,1,429.0
2003,NUTS,2010,ES7,1,307.0
2004,NUTS,2010,ES7,1,366.0
2005,NUTS,2010,ES7,1,629.0
2006,NUTS,2010,ES7,1,757.0
2007,NUTS,2010,ES7,1,601.0
2008,NUTS,2010,ES7,1,649.0
2009,NUTS,2010,ES7,1,625.0
2010,NUTS,2010,ES7,1,760.0
2011,NUTS,2010,ES7,1,709.0
2012,NUTS,2010,ES7,1,655.0
2013,NUTS,2010,ES7,1,579.0
2014,NUTS,2010,ES7,1,536.0
2015,NUTS,2010,ES7,1,503.0
2016,NUTS,2010,ES7,1,520.0
2017,NUTS,2010,ES7,1,578.0
2018,NUTS,2010,ES7,1,730.0
2019,NUTS,2010,ES7,1,687.0
1986,NUTS,2010,ES70,2,7.0
1987,NUTS,2010,ES70,2,9.0
1988,NUTS,2010,ES70,2,11.0
1989,NUTS,2010,ES70,2,25.0
1990,NUTS,2010,ES70,2,37.0
1991,NUTS,2010,ES70,2,53.0
1992,NUTS,2010,ES70,2,34.0
1993,NUTS,2010,ES70,2,35.0
1994,NUTS,2010,ES70,2,34.0
1995,NUTS,2010,ES70,2,106.0
1996,NUTS,2010,ES70,2,114.0
1997,NUTS,2010,ES70,2,152.0
1998,NUTS,2010,ES70,2,170.0
1999,NUTS,2010,ES70,2,283.0
2000,NUTS,2010,ES70,2,293.0
2001,NUTS,2010,ES70,2,308.0
2002,NUTS,2010,ES70,2,429.0
2003,NUTS,2010,ES70,2,307.0
2004,NUTS,2010,ES70,2,366.0
2005,NUTS,2010,ES70,2,629.0
2006,NUTS,2010,ES70,2,757.0
2007,NUTS,2010,ES70,2,601.0
2008,NUTS,2010,ES70,2,649.0
2009,NUTS,2010,ES70,2,625.0
2010,NUTS,2010,ES70,2,760.0
2011,NUTS,2010,ES70,2,709.0
2012,NUTS,2010,ES70,2,655.0
2013,NUTS,2010,ES70,2,579.0
2014,NUTS,2010,ES70,2,536.0
2015,NUTS,2010,ES70,2,503.0
2016,NUTS,2010,ES70,2,520.0
2017,NUTS,2010,ES70,2,578.0
2018,NUTS,2010,ES70,2,730.0
2019,NUTS,2010,ES70,2,687.0
2000,NUTS,2010,ESZ,1,0.0
2001,NUTS,2010,ESZ,1,0.0
2002,NUTS,2010,ESZ,1,0.0
2004,NUTS,2010,ESZ,1,0.0
2005,NUTS,2010,ESZ,1,0.0
2006,NUTS,2010,ESZ,1,0.0
2007,NUTS,2010,ESZ,1,0.0
2008,NUTS,2010,ESZ,1,0.0
2009,NUTS,2010,ESZ,1,0.0
2010,NUTS,2010,ESZ,1,0.0
2011,NUTS,2010,ESZ,1,0.0
2000,NUTS,2010,ESZZ,2,0.0
2001,NUTS,2010,ESZZ,2,0.0
2002,NUTS,2010,ESZZ,2,0.0
2004,NUTS,2010,ESZZ,2,0.0
2005,NUTS,2010,ESZZ,2,0.0
2006,NUTS,2010,ESZZ,2,0.0
2007,NUTS,2010,ESZZ,2,0.0
2008,NUTS,2010,ESZZ,2,0.0
2009,NUTS,2010,ESZZ,2,0.0
2010,NUTS,2010,ESZZ,2,0.0
2011,NUTS,2010,ESZZ,2,0.0
2000,NUTS,2010,EU27_2020,7,906350.0
2001,NUTS,2010,EU27_2020,7,918804.0
2002,NUTS,2010,EU27_2020,7,925303.0
2003,NUTS,2010,EU27_2020,7,930021.0
2004,NUTS,2010,EU27_2020,7,953212.0
2005,NUTS,2010,EU27_2020,7,982304.0
2006,NUTS,2010,EU27_2020,7,1036105.0
2007,NUTS,2010,EU27_2020,7,1077303.0
2008,NUTS,2010,EU27_2020,7,1130736.0
2009,NUTS,2010,EU27_2020,7,1123274.0
2010,NUTS,2010,EU27_2020,7,1154401.0
2011,NUTS,2010,EU27_2020,7,1212354.0
2012,NUTS,2010,EU27_2020,7,1259833.0
2013,NUTS,2010,EU27_2020,7,1292629.0
2014,NUTS,2010,EU27_2020,7,1326022.0
2015,NUTS,2010,EU27_2020,7,1387667.0
2016,NUTS,2010,EU27_2020,7,1465098.0
2017,NUTS,2010,EU27_2020,7,1572865.0
2018,NUTS,2010,EU27_2020,7,1679316.0
2019,NUTS,2010,EU27_2020,7,1742301.0
2020,NUTS,2010,EU27_2020,7,1766153.0
1981,NUTS,2010,FI,0,8367.0
1983,NUTS,2010,FI,0,9660.0
1985,NUTS,2010,FI,0,12050.0
1987,NUTS,2010,FI,0,13514.0
1989,NUTS,2010,FI,0,14535.0
1991,NUTS,2010,FI,0,15028.0
1993,NUTS,2010,FI,0,15180.0
1994,NUTS,2010,FI,0,16900.0
1995,NUTS,2010,FI,0,17798.0
1996,NUTS,2010,FI,0,20756.0
1997,NUTS,2010,FI,0,22302.0
1998,NUTS,2010,FI,0,25010.0
1999,NUTS,2010,FI,0,27818.0
2000,NUTS,2010,FI,0,29384.0
2001,NUTS,2010,FI,0,30090.0
2002,NUTS,2010,FI,0,30321.0
2003,NUTS,2010,FI,0,31861.0
2004,NUTS,2010,FI,0,32612.0
2005,NUTS,2010,FI,0,32109.0
2006,NUTS,2010,FI,0,32993.0
2007,NUTS,2010,FI,0,31940.0
2008,NUTS,2010,FI,0,33111.0
2009,NUTS,2010,FI,0,32237.0
2010,NUTS,2010,FI,0,30559.0
2011,NUTS,2010,FI,0,31180.0
2012,NUTS,2010,FI,0,30995.0
2013,NUTS,2010,FI,0,30381.0
2014,NUTS,2010,FI,0,29634.0
2015,NUTS,2010,FI,0,29770.0
2016,NUTS,2010,FI,0,27634.0
2017,NUTS,2010,FI,0,28148.0
2018,NUTS,2010,FI,0,28720.0
2019,NUTS,2010,FI,0,29713.0
2020,NUTS,2010,FI,0,31480.0
1995,NUTS,2010,FI1,1,17795.0
1997,NUTS,2010,FI1,1,22302.0
1998,NUTS,2010,FI1,1,25009.0
1999,NUTS,2010,FI1,1,27813.0
2000,NUTS,2010,FI1,1,29373.0
2001,NUTS,2010,FI1,1,30078.0
2002,NUTS,2010,FI1,1,30309.0
2003,NUTS,2010,FI1,1,31849.0
2004,NUTS,2010,FI1,1,32605.0
2005,NUTS,2010,FI1,1,32103.0
2006,NUTS,2010,FI1,1,32979.0
2007,NUTS,2010,FI1,1,31926.0
2008,NUTS,2010,FI1,1,33090.0
2009,NUTS,2010,FI1,1,32225.0
2010,NUTS,2010,FI1,1,30539.0
2011,NUTS,2010,FI1,1,31134.0
2012,NUTS,2010,FI1,1,30946.0
2013,NUTS,2010,FI1,1,30341.0
2015,NUTS,2010,FI1,1,29744.0
2016,NUTS,2010,FI1,1,27577.0
2017,NUTS,2010,FI1,1,28106.0
2018,NUTS,2010,FI1,1,28654.0
2019,NUTS,2010,FI1,1,29670.0
2000,NUTS,2010,FI19,2,7149.0
2001,NUTS,2010,FI19,2,7655.0
2002,NUTS,2010,FI19,2,7588.0
2003,NUTS,2010,FI19,2,7963.0
2004,NUTS,2010,FI19,2,8193.0
2005,NUTS,2010,FI19,2,7919.0
2006,NUTS,2010,FI19,2,8427.0
2007,NUTS,2010,FI19,2,7869.0
2008,NUTS,2010,FI19,2,8293.0
2009,NUTS,2010,FI19,2,7646.0
2010,NUTS,2010,FI19,2,7544.0
2011,NUTS,2010,FI19,2,7521.0
2012,NUTS,2010,FI19,2,7212.0
2013,NUTS,2010,FI19,2,6972.0
2015,NUTS,2010,FI19,2,6890.0
2016,NUTS,2010,FI19,2,5669.0
2017,NUTS,2010,FI19,2,6008.0
2018,NUTS,2010,FI19,2,6238.0
2019,NUTS,2010,FI19,2,6514.0
2009,NUTS,2010,FI1B,2,13929.0
2010,NUTS,2010,FI1B,2,13541.0
2011,NUTS,2010,FI1B,2,13863.0
2012,NUTS,2010,FI1B,2,13810.0
2013,NUTS,2010,FI1B,2,13855.0
2015,NUTS,2010,FI1B,2,14466.0
2016,NUTS,2010,FI1B,2,13614.0
2017,NUTS,2010,FI1B,2,13733.0
2018,NUTS,2010,FI1B,2,13916.0
2019,NUTS,2010,FI1B,2,14444.0
2009,NUTS,2010,FI1C,2,4343.0
2010,NUTS,2010,FI1C,2,4222.0
2011,NUTS,2010,FI1C,2,4083.0
2012,NUTS,2010,FI1C,2,4223.0
2013,NUTS,2010,FI1C,2,4218.0
2015,NUTS,2010,FI1C,2,3684.0
2016,NUTS,2010,FI1C,2,3575.0
2017,NUTS,2010,FI1C,2,3435.0
2018,NUTS,2010,FI1C,2,3380.0
2019,NUTS,2010,FI1C,2,3479.0
2000,NUTS,2010,FI1D,2,4820.0
2001,NUTS,2010,FI1D,2,5019.0
2002,NUTS,2010,FI1D,2,4909.0
2003,NUTS,2010,FI1D,2,5636.0
2004,NUTS,2010,FI1D,2,5984.0
2005,NUTS,2010,FI1D,2,5845.0
2006,NUTS,2010,FI1D,2,6005.0
2007,NUTS,2010,FI1D,2,6251.0
2008,NUTS,2010,FI1D,2,6378.0
2009,NUTS,2010,FI1D,2,6307.0
2010,NUTS,2010,FI1D,2,5231.0
2011,NUTS,2010,FI1D,2,5668.0
2012,NUTS,2010,FI1D,2,5702.0
2013,NUTS,2010,FI1D,2,5297.0
2015,NUTS,2010,FI1D,2,4705.0
2016,NUTS,2010,FI1D,2,4719.0
2017,NUTS,2010,FI1D,2,4931.0
2018,NUTS,2010,FI1D,2,5120.0
2019,NUTS,2010,FI1D,2,5234.0
1995,NUTS,2010,FI2,1,3.0
1997,NUTS,2010,FI2,1,2.0
1998,NUTS,2010,FI2,1,2.0
1999,NUTS,2010,FI2,1,5.0
2000,NUTS,2010,FI2,1,11.0
2001,NUTS,2010,FI2,1,13.0
2002,NUTS,2010,FI2,1,12.0
2003,NUTS,2010,FI2,1,12.0
2004,NUTS,2010,FI2,1,7.0
2005,NUTS,2010,FI2,1,6.0
2006,NUTS,2010,FI2,1,14.0
2007,NUTS,2010,FI2,1,14.0
2008,NUTS,2010,FI2,1,21.0
2009,NUTS,2010,FI2,1,12.0
2010,NUTS,2010,FI2,1,20.0
2011,NUTS,2010,FI2,1,45.0
2012,NUTS,2010,FI2,1,48.0
2013,NUTS,2010,FI2,1,39.0
2015,NUTS,2010,FI2,1,25.0
2016,NUTS,2010,FI2,1,58.0
2017,NUTS,2010,FI2,1,42.0
2018,NUTS,2010,FI2,1,66.0
2019,NUTS,2010,FI2,1,42.0
1995,NUTS,2010,FI20,2,3.0
1997,NUTS,2010,FI20,2,2.0
1998,NUTS,2010,FI20,2,2.0
1999,NUTS,2010,FI20,2,5.0
2000,NUTS,2010,FI20,2,11.0
2001,NUTS,2010,FI20,2,13.0
2002,NUTS,2010,FI20,2,12.0
2003,NUTS,2010,FI20,2,12.0
2004,NUTS,2010,FI20,2,7.0
2005,NUTS,2010,FI20,2,6.0
2006,NUTS,2010,FI20,2,14.0
2007,NUTS,2010,FI20,2,14.0
2008,NUTS,2010,FI20,2,21.0
2009,NUTS,2010,FI20,2,12.0
2010,NUTS,2010,FI20,2,20.0
2011,NUTS,2010,FI20,2,45.0
2012,NUTS,2010,FI20,2,48.0
2013,NUTS,2010,FI20,2,39.0
2015,NUTS,2010,FI20,2,25.0
2016,NUTS,2010,FI20,2,58.0
2017,NUTS,2010,FI20,2,42.0
2018,NUTS,2010,FI20,2,66.0
2019,NUTS,2010,FI20,2,42.0
1981,NUTS,2010,FR,0,127640.0
1982,NUTS,2010,FR,0,132228.0
1983,NUTS,2010,FR,0,132200.0
1984,NUTS,2010,FR,0,137848.0
1985,NUTS,2010,FR,0,140458.0
1986,NUTS,2010,FR,0,140811.0
1987,NUTS,2010,FR,0,143365.0
1988,NUTS,2010,FR,0,145398.0
1989,NUTS,2010,FR,0,149822.0
1990,NUTS,2010,FR,0,153161.0
1991,NUTS,2010,FR,0,156301.0
1992,NUTS,2010,FR,0,164378.0
1993,NUTS,2010,FR,0,164384.0
1994,NUTS,2010,FR,0,161955.0
1995,NUTS,2010,FR,0,162042.0
1996,NUTS,2010,FR,0,162590.0
1997,NUTS,2010,FR,0,166310.0
1998,NUTS,2010,FR,0,167765.0
1999,NUTS,2010,FR,0,171564.0
2000,NUTS,2010,FR,0,177688.0
2001,NUTS,2010,FR,0,185468.0
2002,NUTS,2010,FR,0,191217.0
2003,NUTS,2010,FR,0,193256.0
2004,NUTS,2010,FR,0,200512.0
2005,NUTS,2010,FR,0,194991.0
2006,NUTS,2010,FR,0,207875.0
2007,NUTS,2010,FR,0,215891.0
2008,NUTS,2010,FR,0,220016.0
2009,NUTS,2010,FR,0,225891.0
2010,NUTS,2010,FR,0,235588.0
2011,NUTS,2010,FR,0,239111.0
2012,NUTS,2010,FR,0,246438.0
2013,NUTS,2010,FR,0,251446.0
2014,NUTS,2010,FR,0,248041.0
2015,NUTS,2010,FR,0,251915.0
2016,NUTS,2010,FR,0,255805.0
2017,NUTS,2010,FR,0,265701.0
2018,NUTS,2010,FR,0,276547.0
2019,NUTS,2010,FR,0,283545.0
2020,NUTS,2010,FR,0,290720.0
1985,NUTS,2010,FR1,1,74889.0
1986,NUTS,2010,FR1,1,74838.0
1987,NUTS,2010,FR1,1,76864.0
1988,NUTS,2010,FR1,1,75847.0
1989,NUTS,2010,FR1,1,78004.0
1990,NUTS,2010,FR1,1,78679.0
1991,NUTS,2010,FR1,1,79446.0
1992,NUTS,2010,FR1,1,80989.0
1993,NUTS,2010,FR1,1,79269.0
1994,NUTS,2010,FR1,1,77614.0
1995,NUTS,2010,FR1,1,77063.0
1996,NUTS,2010,FR1,1,76612.0
1997,NUTS,2010,FR1,1,75763.0
1998,NUTS,2010,FR1,1,75699.0
2000,NUTS,2010,FR1,1,76121.0
2001,NUTS,2010,FR1,1,80914.0
2002,NUTS,2010,FR1,1,82027.0
2003,NUTS,2010,FR1,1,81250.0
2004,NUTS,2010,FR1,1,81648.0
2006,NUTS,2010,FR1,1,80662.0
2007,NUTS,2010,FR1,1,86580.0
2008,NUTS,2010,FR1,1,85800.0
2009,NUTS,2010,FR1,1,88327.0
2010,NUTS,2010,FR1,1,93773.0
2011,NUTS,2010,FR1,1,95806.0
2012,NUTS,2010,FR1,1,97982.0
2013,NUTS,2010,FR1,1,99925.0
1985,NUTS,2010,FR10,2,74889.0
1986,NUTS,2010,FR10,2,74838.0
1987,NUTS,2010,FR10,2,76864.0
1988,NUTS,2010,FR10,2,75847.0
1989,NUTS,2010,FR10,2,78004.0
1990,NUTS,2010,FR10,2,78679.0
1991,NUTS,2010,FR10,2,79446.0
1992,NUTS,2010,FR10,2,80989.0
1993,NUTS,2010,FR10,2,79269.0
1994,NUTS,2010,FR10,2,77614.0
1995,NUTS,2010,FR10,2,77063.0
1996,NUTS,2010,FR10,2,76612.0
1997,NUTS,2010,FR10,2,75763.0
1998,NUTS,2010,FR10,2,75699.0
2000,NUTS,2010,FR10,2,76121.0
2001,NUTS,2010,FR10,2,80914.0
2002,NUTS,2010,FR10,2,82027.0
2003,NUTS,2010,FR10,2,81250.0
2004,NUTS,2010,FR10,2,81648.0
2006,NUTS,2010,FR10,2,80662.0
2007,NUTS,2010,FR10,2,86580.0
2008,NUTS,2010,FR10,2,85800.0
2009,NUTS,2010,FR10,2,88327.0
2010,NUTS,2010,FR10,2,93773.0
2011,NUTS,2010,FR10,2,95806.0
2012,NUTS,2010,FR10,2,97982.0
2013,NUTS,2010,FR10,2,99925.0
1985,NUTS,2010,FR2,1,12159.0
1986,NUTS,2010,FR2,1,12578.0
1987,NUTS,2010,FR2,1,12942.0
1988,NUTS,2010,FR2,1,13734.0
1989,NUTS,2010,FR2,1,14132.0
1990,NUTS,2010,FR2,1,15135.0
1991,NUTS,2010,FR2,1,15830.0
1992,NUTS,2010,FR2,1,17441.0
1993,NUTS,2010,FR2,1,17106.0
1994,NUTS,2010,FR2,1,17663.0
1995,NUTS,2010,FR2,1,18157.0
1996,NUTS,2010,FR2,1,18119.0
1997,NUTS,2010,FR2,1,18878.0
1998,NUTS,2010,FR2,1,20039.0
2000,NUTS,2010,FR2,1,21168.0
2001,NUTS,2010,FR2,1,20653.0
2002,NUTS,2010,FR2,1,21215.0
2003,NUTS,2010,FR2,1,22109.0
2004,NUTS,2010,FR2,1,24272.0
2006,NUTS,2010,FR2,1,23556.0
2007,NUTS,2010,FR2,1,23079.0
2008,NUTS,2010,FR2,1,23958.0
2009,NUTS,2010,FR2,1,23450.0
2010,NUTS,2010,FR2,1,23850.0
2011,NUTS,2010,FR2,1,22882.0
2012,NUTS,2010,FR2,1,22935.0
2013,NUTS,2010,FR2,1,22933.0
1985,NUTS,2010,FR21,2,694.0
1986,NUTS,2010,FR21,2,735.0
1987,NUTS,2010,FR21,2,712.0
1988,NUTS,2010,FR21,2,764.0
1989,NUTS,2010,FR21,2,896.0
1990,NUTS,2010,FR21,2,1035.0
1991,NUTS,2010,FR21,2,1028.0
1992,NUTS,2010,FR21,2,1171.0
1993,NUTS,2010,FR21,2,1107.0
1994,NUTS,2010,FR21,2,1290.0
1995,NUTS,2010,FR21,2,1197.0
1996,NUTS,2010,FR21,2,1305.0
1997,NUTS,2010,FR21,2,1413.0
1998,NUTS,2010,FR21,2,1651.0
2000,NUTS,2010,FR21,2,1523.0
2001,NUTS,2010,FR21,2,1356.0
2002,NUTS,2010,FR21,2,1701.0
2003,NUTS,2010,FR21,2,1902.0
2004,NUTS,2010,FR21,2,1905.0
2006,NUTS,2010,FR21,2,2057.0
2007,NUTS,2010,FR21,2,2021.0
2008,NUTS,2010,FR21,2,2235.0
2009,NUTS,2010,FR21,2,1894.0
2010,NUTS,2010,FR21,2,1930.0
2011,NUTS,2010,FR21,2,1827.0
2012,NUTS,2010,FR21,2,1794.0
2013,NUTS,2010,FR21,2,1660.0
1985,NUTS,2010,FR22,2,2786.0
1986,NUTS,2010,FR22,2,2787.0
1987,NUTS,2010,FR22,2,2771.0
1988,NUTS,2010,FR22,2,3072.0
1989,NUTS,2010,FR22,2,3111.0
1990,NUTS,2010,FR22,2,3187.0
1991,NUTS,2010,FR22,2,2937.0
1992,NUTS,2010,FR22,2,3294.0
1993,NUTS,2010,FR22,2,3300.0
1994,NUTS,2010,FR22,2,3312.0
1995,NUTS,2010,FR22,2,3383.0
1996,NUTS,2010,FR22,2,3425.0
1997,NUTS,2010,FR22,2,3182.0
1998,NUTS,2010,FR22,2,3494.0
2000,NUTS,2010,FR22,2,3276.0
2001,NUTS,2010,FR22,2,3867.0
2002,NUTS,2010,FR22,2,3868.0
2003,NUTS,2010,FR22,2,3875.0
2004,NUTS,2010,FR22,2,5136.0
2006,NUTS,2010,FR22,2,4063.0
2007,NUTS,2010,FR22,2,4189.0
2008,NUTS,2010,FR22,2,4329.0
2009,NUTS,2010,FR22,2,4113.0
2010,NUTS,2010,FR22,2,4196.0
2011,NUTS,2010,FR22,2,4232.0
2012,NUTS,2010,FR22,2,4094.0
2013,NUTS,2010,FR22,2,4444.0
1985,NUTS,2010,FR23,2,3276.0
1986,NUTS,2010,FR23,2,3268.0
1987,NUTS,2010,FR23,2,3299.0
1988,NUTS,2010,FR23,2,3535.0
1989,NUTS,2010,FR23,2,3608.0
1990,NUTS,2010,FR23,2,3704.0
1991,NUTS,2010,FR23,2,3780.0
1992,NUTS,2010,FR23,2,3766.0
1993,NUTS,2010,FR23,2,3906.0
1994,NUTS,2010,FR23,2,3714.0
1995,NUTS,2010,FR23,2,4018.0
1996,NUTS,2010,FR23,2,3783.0
1997,NUTS,2010,FR23,2,4198.0
1998,NUTS,2010,FR23,2,4403.0
2000,NUTS,2010,FR23,2,4595.0
2001,NUTS,2010,FR23,2,4225.0
2002,NUTS,2010,FR23,2,4447.0
2003,NUTS,2010,FR23,2,4718.0
2004,NUTS,2010,FR23,2,5136.0
2006,NUTS,2010,FR23,2,4445.0
2007,NUTS,2010,FR23,2,4637.0
2008,NUTS,2010,FR23,2,4954.0
2009,NUTS,2010,FR23,2,4778.0
2010,NUTS,2010,FR23,2,4593.0
2011,NUTS,2010,FR23,2,4572.0
2012,NUTS,2010,FR23,2,4849.0
2013,NUTS,2010,FR23,2,4910.0
1985,NUTS,2010,FR24,2,2915.0
1986,NUTS,2010,FR24,2,3002.0
1987,NUTS,2010,FR24,2,3340.0
1988,NUTS,2010,FR24,2,3401.0
1989,NUTS,2010,FR24,2,3668.0
1990,NUTS,2010,FR24,2,3849.0
1991,NUTS,2010,FR24,2,4465.0
1992,NUTS,2010,FR24,2,5030.0
1993,NUTS,2010,FR24,2,4811.0
1994,NUTS,2010,FR24,2,5288.0
1995,NUTS,2010,FR24,2,5457.0
1996,NUTS,2010,FR24,2,5252.0
1997,NUTS,2010,FR24,2,5960.0
1998,NUTS,2010,FR24,2,6050.0
2000,NUTS,2010,FR24,2,6852.0
2001,NUTS,2010,FR24,2,6662.0
2002,NUTS,2010,FR24,2,6324.0
2003,NUTS,2010,FR24,2,6682.0
2004,NUTS,2010,FR24,2,7116.0
2006,NUTS,2010,FR24,2,7099.0
2007,NUTS,2010,FR24,2,6935.0
2008,NUTS,2010,FR24,2,7068.0
2009,NUTS,2010,FR24,2,7225.0
2010,NUTS,2010,FR24,2,7668.0
2011,NUTS,2010,FR24,2,6967.0
2012,NUTS,2010,FR24,2,6593.0
2013,NUTS,2010,FR24,2,6674.0
1985,NUTS,2010,FR25,2,746.0
1986,NUTS,2010,FR25,2,713.0
1987,NUTS,2010,FR25,2,690.0
1988,NUTS,2010,FR25,2,838.0
1989,NUTS,2010,FR25,2,770.0
1990,NUTS,2010,FR25,2,1080.0
