year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hes_pc_emp_hc_total_t
2017,NUTS,2010,DEB,1,0.6253
2018,NUTS,2010,DEB,1,0.6395
2019,NUTS,2010,DEB,1,0.6363
2011,NUTS,2010,DEB1,2,0.1702
2012,NUTS,2010,DEB1,2,0.1739
2013,NUTS,2010,DEB1,2,0.1826
2014,NUTS,2010,DEB1,2,0.1819
2015,NUTS,2010,DEB1,2,0.1882
2016,NUTS,2010,DEB1,2,0.1857
2017,NUTS,2010,DEB1,2,0.1998
2018,NUTS,2010,DEB1,2,0.2113
2019,NUTS,2010,DEB1,2,0.2225
2011,NUTS,2010,DEB2,2,0.5386
2012,NUTS,2010,DEB2,2,0.552
2013,NUTS,2010,DEB2,2,0.5304
2014,NUTS,2010,DEB2,2,0.4869
2015,NUTS,2010,DEB2,2,0.5186
2016,NUTS,2010,DEB2,2,0.5052
2017,NUTS,2010,DEB2,2,0.4958
2018,NUTS,2010,DEB2,2,0.467
2019,NUTS,2010,DEB2,2,0.4654
2011,NUTS,2010,DEB3,2,0.9177
2012,NUTS,2010,DEB3,2,0.9423
2013,NUTS,2010,DEB3,2,0.953
2014,NUTS,2010,DEB3,2,0.9565
2015,NUTS,2010,DEB3,2,0.9729
2016,NUTS,2010,DEB3,2,0.9784
2017,NUTS,2010,DEB3,2,0.9743
2018,NUTS,2010,DEB3,2,1.0059
2019,NUTS,2010,DEB3,2,0.9885
2011,NUTS,2010,DEC,1,0.8507
2012,NUTS,2010,DEC,1,0.8759
2013,NUTS,2010,DEC,1,0.9077
2014,NUTS,2010,DEC,1,0.9319
2015,NUTS,2010,DEC,1,0.9386
2016,NUTS,2010,DEC,1,0.9114
2017,NUTS,2010,DEC,1,0.8858
2018,NUTS,2010,DEC,1,0.8759
2019,NUTS,2010,DEC,1,0.8955
2011,NUTS,2010,DEC0,2,0.8507
2012,NUTS,2010,DEC0,2,0.8759
2013,NUTS,2010,DEC0,2,0.9077
2014,NUTS,2010,DEC0,2,0.9319
2015,NUTS,2010,DEC0,2,0.9386
2016,NUTS,2010,DEC0,2,0.9114
2017,NUTS,2010,DEC0,2,0.8858
2018,NUTS,2010,DEC0,2,0.8759
2019,NUTS,2010,DEC0,2,0.8955
2011,NUTS,2010,DED,1,1.0289
2012,NUTS,2010,DED,1,1.0685
2013,NUTS,2010,DED,1,1.1384
2014,NUTS,2010,DED,1,1.1191
2015,NUTS,2010,DED,1,1.0923
2016,NUTS,2010,DED,1,1.0704
2017,NUTS,2010,DED,1,1.1075
2018,NUTS,2010,DED,1,1.1526
2019,NUTS,2010,DED,1,1.164
2011,NUTS,2010,DED2,2,0.6684
2012,NUTS,2010,DED2,2,0.6728
2013,NUTS,2010,DED2,2,0.721
2014,NUTS,2010,DED2,2,0.7312
2015,NUTS,2010,DED2,2,1.198
2016,NUTS,2010,DED2,2,1.1929
2017,NUTS,2010,DED2,2,1.2338
2018,NUTS,2010,DED2,2,1.2888
2019,NUTS,2010,DED2,2,1.2611
2011,NUTS,2010,DED4,2,1.2861
2012,NUTS,2010,DED4,2,1.341
2013,NUTS,2010,DED4,2,1.3873
2014,NUTS,2010,DED4,2,1.3336
2015,NUTS,2010,DED4,2,0.7628
2016,NUTS,2010,DED4,2,0.7512
2017,NUTS,2010,DED4,2,0.7621
2018,NUTS,2010,DED4,2,0.7995
2019,NUTS,2010,DED4,2,0.8141
2011,NUTS,2010,DED5,2,1.2306
2012,NUTS,2010,DED5,2,1.3008
2013,NUTS,2010,DED5,2,1.4315
2014,NUTS,2010,DED5,2,1.4127
2015,NUTS,2010,DED5,2,1.3917
2016,NUTS,2010,DED5,2,1.3268
2017,NUTS,2010,DED5,2,1.3918
2018,NUTS,2010,DED5,2,1.4166
2019,NUTS,2010,DED5,2,1.4757
2011,NUTS,2010,DEE,1,0.6874
2012,NUTS,2010,DEE,1,0.7219
2013,NUTS,2010,DEE,1,0.7348
2014,NUTS,2010,DEE,1,0.7261
2015,NUTS,2010,DEE,1,0.7325
2016,NUTS,2010,DEE,1,0.6993
2017,NUTS,2010,DEE,1,0.7143
2018,NUTS,2010,DEE,1,0.772
2019,NUTS,2010,DEE,1,0.7817
2011,NUTS,2010,DEE0,2,0.6874
2012,NUTS,2010,DEE0,2,0.7219
2013,NUTS,2010,DEE0,2,0.7348
2014,NUTS,2010,DEE0,2,0.7261
2015,NUTS,2010,DEE0,2,0.7325
2016,NUTS,2010,DEE0,2,0.6993
2017,NUTS,2010,DEE0,2,0.7143
2018,NUTS,2010,DEE0,2,0.772
2019,NUTS,2010,DEE0,2,0.7817
2011,NUTS,2010,DEF,1,0.5565
2012,NUTS,2010,DEF,1,0.5654
2013,NUTS,2010,DEF,1,0.5829
2014,NUTS,2010,DEF,1,0.5919
2015,NUTS,2010,DEF,1,0.5935
2016,NUTS,2010,DEF,1,0.5932
2017,NUTS,2010,DEF,1,0.588
2018,NUTS,2010,DEF,1,0.6016
2019,NUTS,2010,DEF,1,0.6149
2011,NUTS,2010,DEF0,2,0.5565
2012,NUTS,2010,DEF0,2,0.5654
2013,NUTS,2010,DEF0,2,0.5829
2014,NUTS,2010,DEF0,2,0.5919
2015,NUTS,2010,DEF0,2,0.5935
2016,NUTS,2010,DEF0,2,0.5932
2017,NUTS,2010,DEF0,2,0.588
2018,NUTS,2010,DEF0,2,0.6016
2019,NUTS,2010,DEF0,2,0.6149
2011,NUTS,2010,DEG,1,0.7711
2012,NUTS,2010,DEG,1,0.8041
2013,NUTS,2010,DEG,1,0.8198
2014,NUTS,2010,DEG,1,0.8335
2015,NUTS,2010,DEG,1,0.8305
2016,NUTS,2010,DEG,1,0.7935
2017,NUTS,2010,DEG,1,0.8007
2018,NUTS,2010,DEG,1,0.8224
2019,NUTS,2010,DEG,1,0.8199
2011,NUTS,2010,DEG0,2,0.7711
2012,NUTS,2010,DEG0,2,0.8041
2013,NUTS,2010,DEG0,2,0.8198
2014,NUTS,2010,DEG0,2,0.8335
2015,NUTS,2010,DEG0,2,0.8305
2016,NUTS,2010,DEG0,2,0.7935
2017,NUTS,2010,DEG0,2,0.8007
2018,NUTS,2010,DEG0,2,0.8224
2019,NUTS,2010,DEG0,2,0.8199
2011,NUTS,2010,DK,0,1.3722
2012,NUTS,2010,DK,0,1.4119
2013,NUTS,2010,DK,0,1.4681
2014,NUTS,2010,DK,0,1.3975
2015,NUTS,2010,DK,0,1.3971
2016,NUTS,2010,DK,0,1.3151
2017,NUTS,2010,DK,0,1.2897
2018,NUTS,2010,DK,0,1.33
2019,NUTS,2010,DK,0,1.3026
2020,NUTS,2010,DK,0,1.3222
2011,NUTS,2010,DK0,1,1.3653
2012,NUTS,2010,DK0,1,1.3693
2013,NUTS,2010,DK0,1,1.4239
2014,NUTS,2010,DK0,1,1.353
2015,NUTS,2010,DK0,1,1.3527
2016,NUTS,2010,DK0,1,1.2712
2017,NUTS,2010,DK0,1,1.2478
2018,NUTS,2010,DK0,1,1.2862
2019,NUTS,2010,DK0,1,1.2579
2011,NUTS,2010,DK01,2,2.0536
2012,NUTS,2010,DK01,2,2.0785
2013,NUTS,2010,DK01,2,2.1732
2014,NUTS,2010,DK01,2,2.2067
2015,NUTS,2010,DK01,2,2.126
2016,NUTS,2010,DK01,2,1.9903
2017,NUTS,2010,DK01,2,1.994
2019,NUTS,2010,DK01,2,1.9973
2011,NUTS,2010,DK02,2,0.6141
2012,NUTS,2010,DK02,2,0.5025
2013,NUTS,2010,DK02,2,0.5186
2014,NUTS,2010,DK02,2,0.5363
2015,NUTS,2010,DK02,2,0.4732
2016,NUTS,2010,DK02,2,0.526
2017,NUTS,2010,DK02,2,0.4675
2019,NUTS,2010,DK02,2,0.504
2011,NUTS,2010,DK03,2,0.5624
2012,NUTS,2010,DK03,2,0.6365
2013,NUTS,2010,DK03,2,0.6432
2014,NUTS,2010,DK03,2,0.6709
2015,NUTS,2010,DK03,2,0.7093
2016,NUTS,2010,DK03,2,0.679
2017,NUTS,2010,DK03,2,0.5846
2019,NUTS,2010,DK03,2,0.568
2011,NUTS,2010,DK04,2,1.6355
2012,NUTS,2010,DK04,2,1.5661
2013,NUTS,2010,DK04,2,1.5797
2014,NUTS,2010,DK04,2,1.2316
2015,NUTS,2010,DK04,2,1.3339
2016,NUTS,2010,DK04,2,1.2137
2017,NUTS,2010,DK04,2,1.1558
2019,NUTS,2010,DK04,2,1.1551
2011,NUTS,2010,DK05,2,1.2982
2012,NUTS,2010,DK05,2,1.4595
2013,NUTS,2010,DK05,2,1.4849
2014,NUTS,2010,DK05,2,1.3432
2015,NUTS,2010,DK05,2,1.3445
2016,NUTS,2010,DK05,2,1.1966
2017,NUTS,2010,DK05,2,1.3908
2019,NUTS,2010,DK05,2,1.4607
2011,NUTS,2010,EA19,2,0.7896
2012,NUTS,2010,EA19,2,0.8088
2013,NUTS,2010,EA19,2,0.8286
2014,NUTS,2010,EA19,2,0.824
2015,NUTS,2010,EA19,2,0.8247
2016,NUTS,2010,EA19,2,0.8008
2017,NUTS,2010,EA19,2,0.8066
2018,NUTS,2010,EA19,2,0.8142
2019,NUTS,2010,EA19,2,0.8205
2011,NUTS,2010,EE,0,0.9766
2012,NUTS,2010,EE,0,1.0161
2013,NUTS,2010,EE,0,1.036
2014,NUTS,2010,EE,0,1.0483
2015,NUTS,2010,EE,0,0.9822
2016,NUTS,2010,EE,0,0.9113
2017,NUTS,2010,EE,0,0.8944
2018,NUTS,2010,EE,0,0.8998
2019,NUTS,2010,EE,0,0.8956
2011,NUTS,2010,EL,0,1.1695
2013,NUTS,2010,EL,0,1.5882
2015,NUTS,2010,EL,0,1.5655
2017,NUTS,2010,EL,0,1.2341
2019,NUTS,2010,EL,0,1.3505
2011,NUTS,2010,EL3,1,1.0098
2013,NUTS,2010,EL3,1,1.5615
2015,NUTS,2010,EL3,1,1.789
2017,NUTS,2010,EL3,1,1.2844
2019,NUTS,2010,EL3,1,1.4418
2011,NUTS,2010,EL30,2,1.0098
2013,NUTS,2010,EL30,2,1.5615
2015,NUTS,2010,EL30,2,1.789
2017,NUTS,2010,EL30,2,1.2844
2019,NUTS,2010,EL30,2,1.4418
2011,NUTS,2010,EL4,1,1.484
2013,NUTS,2010,EL4,1,1.6612
2015,NUTS,2010,EL4,1,1.3519
2017,NUTS,2010,EL4,1,1.185
2019,NUTS,2010,EL4,1,1.1237
2011,NUTS,2010,EL41,2,2.2642
2013,NUTS,2010,EL41,2,2.1128
2015,NUTS,2010,EL41,2,1.5431
2017,NUTS,2010,EL41,2,1.4741
2019,NUTS,2010,EL41,2,1.3783
2011,NUTS,2010,EL42,2,0.5302
2013,NUTS,2010,EL42,2,0.6384
2015,NUTS,2010,EL42,2,0.4157
2017,NUTS,2010,EL42,2,0.4738
2019,NUTS,2010,EL42,2,0.3218
2011,NUTS,2010,EL43,2,1.7761
2013,NUTS,2010,EL43,2,2.108
2015,NUTS,2010,EL43,2,1.8847
2017,NUTS,2010,EL43,2,1.4864
2019,NUTS,2010,EL43,2,1.47
2011,NUTS,2010,EL5,1,1.3825
2013,NUTS,2010,EL5,1,1.9302
2015,NUTS,2010,EL5,1,1.6368
2017,NUTS,2010,EL5,1,1.2568
2019,NUTS,2010,EL5,1,1.4109
2011,NUTS,2010,EL51,2,1.4755
2013,NUTS,2010,EL51,2,1.8517
2015,NUTS,2010,EL51,2,1.5093
2017,NUTS,2010,EL51,2,1.1706
2019,NUTS,2010,EL51,2,1.281
2011,NUTS,2010,EL52,2,1.2665
2013,NUTS,2010,EL52,2,1.858
2015,NUTS,2010,EL52,2,1.5669
2017,NUTS,2010,EL52,2,1.1783
2019,NUTS,2010,EL52,2,1.2977
2011,NUTS,2010,EL53,2,0.9084
2013,NUTS,2010,EL53,2,0.7769
2015,NUTS,2010,EL53,2,0.798
2017,NUTS,2010,EL53,2,0.7598
2019,NUTS,2010,EL53,2,1.0873
2011,NUTS,2010,EL54,2,2.2007
2013,NUTS,2010,EL54,2,3.3118
2015,NUTS,2010,EL54,2,2.9221
2017,NUTS,2010,EL54,2,2.2983
2019,NUTS,2010,EL54,2,2.5555
2011,NUTS,2010,EL6,1,0.9409
2013,NUTS,2010,EL6,1,1.0983
2015,NUTS,2010,EL6,1,1.1264
2017,NUTS,2010,EL6,1,1.0399
2019,NUTS,2010,EL6,1,1.0969
2011,NUTS,2010,EL61,2,1.819
2013,NUTS,2010,EL61,2,1.2127
2015,NUTS,2010,EL61,2,1.208
2017,NUTS,2010,EL61,2,1.2296
2019,NUTS,2010,EL61,2,1.3077
2011,NUTS,2010,EL62,2,0.4625
2013,NUTS,2010,EL62,2,0.9322
2015,NUTS,2010,EL62,2,1.037
2017,NUTS,2010,EL62,2,1.1776
2019,NUTS,2010,EL62,2,1.057
2011,NUTS,2010,EL63,2,1.3813
2013,NUTS,2010,EL63,2,2.1934
2015,NUTS,2010,EL63,2,2.3695
2017,NUTS,2010,EL63,2,2.1508
2019,NUTS,2010,EL63,2,2.1803
2011,NUTS,2010,EL64,2,0.1273
2013,NUTS,2010,EL64,2,0.4448
2015,NUTS,2010,EL64,2,0.326
2017,NUTS,2010,EL64,2,0.2447
2019,NUTS,2010,EL64,2,0.277
2011,NUTS,2010,EL65,2,0.2869
2013,NUTS,2010,EL65,2,0.4475
2015,NUTS,2010,EL65,2,0.486
2017,NUTS,2010,EL65,2,0.3132
2019,NUTS,2010,EL65,2,0.5118
2011,NUTS,2010,ES,0,0.9033
2012,NUTS,2010,ES,0,0.9
2013,NUTS,2010,ES,0,0.8857
2014,NUTS,2010,ES,0,0.877
2015,NUTS,2010,ES,0,0.8637
2016,NUTS,2010,ES,0,0.8423
2017,NUTS,2010,ES,0,0.8462
2018,NUTS,2010,ES,0,0.8358
2019,NUTS,2010,ES,0,0.8393
2011,NUTS,2010,ES1,1,0.8455
2013,NUTS,2010,ES1,1,0.9158
2015,NUTS,2010,ES1,1,0.8793
2016,NUTS,2010,ES1,1,0.837
2017,NUTS,2010,ES1,1,0.8452
2018,NUTS,2010,ES1,1,0.8133
2011,NUTS,2010,ES11,2,0.8317
2012,NUTS,2010,ES11,2,0.9005
2014,NUTS,2010,ES11,2,0.9014
2015,NUTS,2010,ES11,2,0.8924
2016,NUTS,2010,ES11,2,0.8666
2017,NUTS,2010,ES11,2,0.8738
2018,NUTS,2010,ES11,2,0.8668
2019,NUTS,2010,ES11,2,0.8697
2011,NUTS,2010,ES12,2,0.9001
2012,NUTS,2010,ES12,2,0.8441
2013,NUTS,2010,ES12,2,0.9532
2014,NUTS,2010,ES12,2,0.8371
2015,NUTS,2010,ES12,2,0.8849
2016,NUTS,2010,ES12,2,0.798
2017,NUTS,2010,ES12,2,0.8177
2018,NUTS,2010,ES12,2,0.7032
2019,NUTS,2010,ES12,2,0.8111
2011,NUTS,2010,ES13,2,0.8168
2015,NUTS,2010,ES13,2,0.8118
2016,NUTS,2010,ES13,2,0.7705
2017,NUTS,2010,ES13,2,0.7638
2018,NUTS,2010,ES13,2,0.7527
2011,NUTS,2010,ES2,1,0.7836
2013,NUTS,2010,ES2,1,0.8493
2019,NUTS,2010,ES2,1,0.818
2011,NUTS,2010,ES21,2,0.7307
2012,NUTS,2010,ES21,2,0.8179
2013,NUTS,2010,ES21,2,0.8421
2014,NUTS,2010,ES21,2,0.8456
2015,NUTS,2010,ES21,2,0.8465
2016,NUTS,2010,ES21,2,0.8155
2017,NUTS,2010,ES21,2,0.831
2018,NUTS,2010,ES21,2,0.8422
2019,NUTS,2010,ES21,2,0.8496
2011,NUTS,2010,ES22,2,1.0258
2011,NUTS,2010,ES23,2,0.4288
2012,NUTS,2010,ES23,2,0.481
2014,NUTS,2010,ES23,2,0.5585
2015,NUTS,2010,ES23,2,0.5192
2016,NUTS,2010,ES23,2,0.6652
2017,NUTS,2010,ES23,2,0.558
2018,NUTS,2010,ES23,2,0.5899
2011,NUTS,2010,ES24,2,0.839
2012,NUTS,2010,ES24,2,0.8587
2013,NUTS,2010,ES24,2,0.8973
2014,NUTS,2010,ES24,2,0.9382
2015,NUTS,2010,ES24,2,0.9342
2016,NUTS,2010,ES24,2,0.8687
2017,NUTS,2010,ES24,2,0.8609
2018,NUTS,2010,ES24,2,0.8724
2011,NUTS,2010,ES3,1,1.2252
2012,NUTS,2010,ES3,1,1.0851
2013,NUTS,2010,ES3,1,1.081
2014,NUTS,2010,ES3,1,1.0765
2015,NUTS,2010,ES3,1,1.0475
2016,NUTS,2010,ES3,1,1.0004
2017,NUTS,2010,ES3,1,1.0186
2018,NUTS,2010,ES3,1,1.0262
2019,NUTS,2010,ES3,1,1.0405
2011,NUTS,2010,ES30,2,1.2252
2012,NUTS,2010,ES30,2,1.0851
2013,NUTS,2010,ES30,2,1.081
2014,NUTS,2010,ES30,2,1.0765
2015,NUTS,2010,ES30,2,1.0475
2016,NUTS,2010,ES30,2,1.0004
2017,NUTS,2010,ES30,2,1.0186
2018,NUTS,2010,ES30,2,1.0262
2019,NUTS,2010,ES30,2,1.0405
2011,NUTS,2010,ES4,1,0.8147
2013,NUTS,2010,ES4,1,0.7165
2014,NUTS,2010,ES4,1,0.7127
2015,NUTS,2010,ES4,1,0.7169
2016,NUTS,2010,ES4,1,0.704
2018,NUTS,2010,ES4,1,0.6873
2019,NUTS,2010,ES4,1,0.6846
2011,NUTS,2010,ES41,2,1.0892
2012,NUTS,2010,ES41,2,1.0802
2013,NUTS,2010,ES41,2,1.0683
2014,NUTS,2010,ES41,2,1.0689
2015,NUTS,2010,ES41,2,1.071
2016,NUTS,2010,ES41,2,1.0541
2017,NUTS,2010,ES41,2,1.0538
2018,NUTS,2010,ES41,2,1.0515
2019,NUTS,2010,ES41,2,1.0925
2011,NUTS,2010,ES42,2,0.5433
2012,NUTS,2010,ES42,2,0.5253
2013,NUTS,2010,ES42,2,0.2739
2014,NUTS,2010,ES42,2,0.2809
2015,NUTS,2010,ES42,2,0.3049
2017,NUTS,2010,ES42,2,0.2994
2011,NUTS,2010,ES43,2,0.6548
2013,NUTS,2010,ES43,2,0.6953
2014,NUTS,2010,ES43,2,0.6561
2015,NUTS,2010,ES43,2,0.6267
2011,NUTS,2010,ES5,1,0.874
2012,NUTS,2010,ES5,1,0.8978
2013,NUTS,2010,ES5,1,0.873
2014,NUTS,2010,ES5,1,0.883
2015,NUTS,2010,ES5,1,0.8643
2016,NUTS,2010,ES5,1,0.8521
2017,NUTS,2010,ES5,1,0.8455
2018,NUTS,2010,ES5,1,0.8264
2011,NUTS,2010,ES51,2,0.8868
2012,NUTS,2010,ES51,2,0.926
2013,NUTS,2010,ES51,2,0.9141
2014,NUTS,2010,ES51,2,0.8732
2015,NUTS,2010,ES51,2,0.8594
2016,NUTS,2010,ES51,2,0.8545
2017,NUTS,2010,ES51,2,0.8418
2018,NUTS,2010,ES51,2,0.8282
2019,NUTS,2010,ES51,2,0.8331
2011,NUTS,2010,ES52,2,0.9582
2012,NUTS,2010,ES52,2,0.9711
2013,NUTS,2010,ES52,2,0.9254
2014,NUTS,2010,ES52,2,1.0195
2015,NUTS,2010,ES52,2,0.9911
2016,NUTS,2010,ES52,2,0.9776
2017,NUTS,2010,ES52,2,0.977
2018,NUTS,2010,ES52,2,0.9457
2019,NUTS,2010,ES52,2,0.9694
2011,NUTS,2010,ES53,2,0.4433
2012,NUTS,2010,ES53,2,0.436
2013,NUTS,2010,ES53,2,0.4218
2014,NUTS,2010,ES53,2,0.4355
2015,NUTS,2010,ES53,2,0.428
2016,NUTS,2010,ES53,2,0.3805
2017,NUTS,2010,ES53,2,0.3812
2018,NUTS,2010,ES53,2,0.3806
2011,NUTS,2010,ES6,1,0.8756
2012,NUTS,2010,ES6,1,0.888
2013,NUTS,2010,ES6,1,0.8962
2014,NUTS,2010,ES6,1,0.8629
2015,NUTS,2010,ES6,1,0.8496
2016,NUTS,2010,ES6,1,0.8359
2017,NUTS,2010,ES6,1,0.8501
2018,NUTS,2010,ES6,1,0.8408
2019,NUTS,2010,ES6,1,0.8255
2011,NUTS,2010,ES61,2,0.8925
2012,NUTS,2010,ES61,2,0.9054
2013,NUTS,2010,ES61,2,0.9087
2014,NUTS,2010,ES61,2,0.8732
2015,NUTS,2010,ES61,2,0.8481
2016,NUTS,2010,ES61,2,0.8332
2017,NUTS,2010,ES61,2,0.846
2018,NUTS,2010,ES61,2,0.8324
2019,NUTS,2010,ES61,2,0.8143
2011,NUTS,2010,ES62,2,0.8578
2012,NUTS,2010,ES62,2,0.8686
2013,NUTS,2010,ES62,2,0.905
2014,NUTS,2010,ES62,2,0.8704
2015,NUTS,2010,ES62,2,0.9156
2016,NUTS,2010,ES62,2,0.9016
2018,NUTS,2010,ES62,2,0.9203
2019,NUTS,2010,ES62,2,0.9156
2011,NUTS,2010,ES63,2,0.1353
2011,NUTS,2010,ES64,2,0.1939
2011,NUTS,2010,ES7,1,0.5282
2012,NUTS,2010,ES7,1,0.528
2013,NUTS,2010,ES7,1,0.5158
2014,NUTS,2010,ES7,1,0.4961
2015,NUTS,2010,ES7,1,0.4642
2016,NUTS,2010,ES7,1,0.4709
2017,NUTS,2010,ES7,1,0.4638
2018,NUTS,2010,ES7,1,0.4443
2011,NUTS,2010,ES70,2,0.5282
2012,NUTS,2010,ES70,2,0.528
2013,NUTS,2010,ES70,2,0.5158
2014,NUTS,2010,ES70,2,0.4961
2015,NUTS,2010,ES70,2,0.4642
2016,NUTS,2010,ES70,2,0.4709
2017,NUTS,2010,ES70,2,0.4638
2018,NUTS,2010,ES70,2,0.4443
2011,NUTS,2010,EU27_2020,7,0.7505
2012,NUTS,2010,EU27_2020,7,0.7665
2013,NUTS,2010,EU27_2020,7,0.781
2014,NUTS,2010,EU27_2020,7,0.7762
2015,NUTS,2010,EU27_2020,7,0.7732
2016,NUTS,2010,EU27_2020,7,0.7552
2017,NUTS,2010,EU27_2020,7,0.7742
2018,NUTS,2010,EU27_2020,7,0.7887
2019,NUTS,2010,EU27_2020,7,0.7969
2011,NUTS,2010,FI,0,1.2652
2012,NUTS,2010,FI,0,1.2499
2013,NUTS,2010,FI,0,1.2277
2014,NUTS,2010,FI,0,1.2212
2015,NUTS,2010,FI,0,1.2066
2016,NUTS,2010,FI,0,1.1718
2017,NUTS,2010,FI,0,1.187
2018,NUTS,2010,FI,0,1.2072
2019,NUTS,2010,FI,0,1.2356
2012,NUTS,2010,FI1,1,1.2144
2015,NUTS,2010,FI1,1,1.1624
2016,NUTS,2010,FI1,1,1.1314
2017,NUTS,2010,FI1,1,1.1449
2018,NUTS,2010,FI1,1,1.1626
2019,NUTS,2010,FI1,1,1.1887
2011,NUTS,2010,FI19,2,1.1584
2012,NUTS,2010,FI19,2,1.1504
2013,NUTS,2010,FI19,2,1.1523
2015,NUTS,2010,FI19,2,1.1073
2016,NUTS,2010,FI19,2,1.0825
2017,NUTS,2010,FI19,2,1.1146
2018,NUTS,2010,FI19,2,1.0959
2019,NUTS,2010,FI19,2,1.1189
2011,NUTS,2010,FI1B,2,1.4061
2012,NUTS,2010,FI1B,2,1.338
2013,NUTS,2010,FI1B,2,1.2761
2015,NUTS,2010,FI1B,2,1.3303
2016,NUTS,2010,FI1B,2,1.2675
2017,NUTS,2010,FI1B,2,1.2809
2018,NUTS,2010,FI1B,2,1.2997
2019,NUTS,2010,FI1B,2,1.3326
2011,NUTS,2010,FI1C,2,1.0439
2012,NUTS,2010,FI1C,2,1.0214
2013,NUTS,2010,FI1C,2,1.0791
2015,NUTS,2010,FI1C,2,0.9303
2016,NUTS,2010,FI1C,2,0.8964
2017,NUTS,2010,FI1C,2,0.905
2018,NUTS,2010,FI1C,2,0.9394
2019,NUTS,2010,FI1C,2,0.9638
2011,NUTS,2010,FI1D,2,1.2343
2012,NUTS,2010,FI1D,2,1.2887
2013,NUTS,2010,FI1D,2,1.165
2015,NUTS,2010,FI1D,2,1.1858
2016,NUTS,2010,FI1D,2,1.1975
2017,NUTS,2010,FI1D,2,1.1944
2018,NUTS,2010,FI1D,2,1.2372
2019,NUTS,2010,FI1D,2,1.2553
2015,NUTS,2010,FI2,1,0.1218
2016,NUTS,2010,FI2,1,0.1139
2017,NUTS,2010,FI2,1,0.1282
2018,NUTS,2010,FI2,1,0.1242
2019,NUTS,2010,FI2,1,0.1
2015,NUTS,2010,FI20,2,0.1218
2016,NUTS,2010,FI20,2,0.1139
2017,NUTS,2010,FI20,2,0.1282
2018,NUTS,2010,FI20,2,0.1242
2019,NUTS,2010,FI20,2,0.1
2011,NUTS,2010,FR,0,0.6384
2012,NUTS,2010,FR,0,0.6447
2013,NUTS,2010,FR,0,0.6564
2014,NUTS,2010,FR,0,0.6553
2016,NUTS,2010,FR,0,0.6612
2017,NUTS,2010,FR,0,0.6553
2018,NUTS,2010,FR,0,0.6531
2011,NUTS,2010,HR,0,0.5991
2012,NUTS,2010,HR,0,0.5998
2013,NUTS,2010,HR,0,0.6244
2014,NUTS,2010,HR,0,0.5811
2015,NUTS,2010,HR,0,0.6235
2016,NUTS,2010,HR,0,0.6904
2017,NUTS,2010,HR,0,0.7103
2018,NUTS,2010,HR,0,0.7095
2019,NUTS,2010,HR,0,0.7881
2020,NUTS,2010,HR,0,0.8174
2011,NUTS,2010,HR0,1,0.584
2012,NUTS,2010,HR0,1,0.5852
2013,NUTS,2010,HR0,1,0.6121
2014,NUTS,2010,HR0,1,0.5723
2015,NUTS,2010,HR0,1,0.6132
2016,NUTS,2010,HR0,1,0.6805
2017,NUTS,2010,HR0,1,0.7006
2018,NUTS,2010,HR0,1,0.6988
2019,NUTS,2010,HR0,1,0.7742
2020,NUTS,2010,HR0,1,0.8039
2011,NUTS,2010,HR03,2,0.6303
2012,NUTS,2010,HR03,2,0.6305
2013,NUTS,2010,HR03,2,0.643
2014,NUTS,2010,HR03,2,0.5927
2015,NUTS,2010,HR03,2,0.5783
2016,NUTS,2010,HR03,2,0.6106
2017,NUTS,2010,HR03,2,0.6402
2018,NUTS,2010,HR03,2,0.6652
2019,NUTS,2010,HR03,2,0.7604
2020,NUTS,2010,HR03,2,0.7898
2011,NUTS,2010,HR04,2,0.5626
2012,NUTS,2010,HR04,2,0.5637
2013,NUTS,2010,HR04,2,0.5975
2014,NUTS,2010,HR04,2,0.5624
2015,NUTS,2010,HR04,2,0.6299
2016,NUTS,2010,HR04,2,0.7133
2017,NUTS,2010,HR04,2,0.7302
2018,NUTS,2010,HR04,2,0.7143
2019,NUTS,2010,HR04,2,0.7808
2011,NUTS,2010,HU,0,0.6309
2012,NUTS,2010,HU,0,0.6026
2013,NUTS,2010,HU,0,0.5782
2014,NUTS,2010,HU,0,0.5355
2015,NUTS,2010,HU,0,0.5116
2016,NUTS,2010,HU,0,0.4948
2017,NUTS,2010,HU,0,0.5292
2018,NUTS,2010,HU,0,0.6834
2019,NUTS,2010,HU,0,0.7356
2011,NUTS,2010,HU1,1,0.9263
2012,NUTS,2010,HU1,1,0.8619
2013,NUTS,2010,HU1,1,0.8537
2014,NUTS,2010,HU1,1,0.8
2015,NUTS,2010,HU1,1,0.7661
2016,NUTS,2010,HU1,1,0.7396
2017,NUTS,2010,HU1,1,0.7905
2018,NUTS,2010,HU1,1,1.0768
2019,NUTS,2010,HU1,1,1.1196
2011,NUTS,2010,HU10,2,0.9263
2012,NUTS,2010,HU10,2,0.8619
2013,NUTS,2010,HU10,2,0.8537
2014,NUTS,2010,HU10,2,0.8
2015,NUTS,2010,HU10,2,0.7661
2016,NUTS,2010,HU10,2,0.7396
2017,NUTS,2010,HU11,2,1.2094
2018,NUTS,2010,HU11,2,1.6998
2019,NUTS,2010,HU11,2,1.8409
2017,NUTS,2010,HU12,2,0.1779
2018,NUTS,2010,HU12,2,0.2041
2019,NUTS,2010,HU12,2,0.1245
2011,NUTS,2010,HU2,1,0.3985
