year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hes_pc_emp_hc_total_t
2017,NUTS,2010,PL63,2,0.7947
2018,NUTS,2010,PL63,2,0.8325
2019,NUTS,2010,PL63,2,0.7959
2016,NUTS,2010,PL7,1,0.4379
2017,NUTS,2010,PL7,1,0.6157
2019,NUTS,2010,PL7,1,0.6378
2016,NUTS,2010,PL71,2,0.5438
2017,NUTS,2010,PL71,2,0.7551
2018,NUTS,2010,PL71,2,0.6554
2019,NUTS,2010,PL71,2,0.7693
2016,NUTS,2010,PL72,2,0.21
2017,NUTS,2010,PL72,2,0.3139
2019,NUTS,2010,PL72,2,0.3595
2016,NUTS,2010,PL8,1,0.5192
2017,NUTS,2010,PL8,1,0.6807
2018,NUTS,2010,PL8,1,0.7559
2019,NUTS,2010,PL8,1,0.7728
2016,NUTS,2010,PL81,2,0.7472
2017,NUTS,2010,PL81,2,1.0348
2018,NUTS,2010,PL81,2,1.202
2019,NUTS,2010,PL81,2,1.2302
2016,NUTS,2010,PL82,2,0.3088
2017,NUTS,2010,PL82,2,0.3314
2019,NUTS,2010,PL82,2,0.3081
2016,NUTS,2010,PL84,2,0.4721
2017,NUTS,2010,PL84,2,0.658
2019,NUTS,2010,PL84,2,0.7563
2016,NUTS,2010,PL9,1,0.8315
2017,NUTS,2010,PL9,1,1.2149
2018,NUTS,2010,PL9,1,1.3224
2019,NUTS,2010,PL9,1,1.338
2016,NUTS,2010,PL91,2,1.4245
2017,NUTS,2010,PL91,2,2.1112
2016,NUTS,2010,PL92,2,0.0852
2017,NUTS,2010,PL92,2,0.1031
2011,NUTS,2010,PT,0,1.1143
2012,NUTS,2010,PT,0,1.1916
2013,NUTS,2010,PT,0,1.3809
2014,NUTS,2010,PT,0,1.3138
2015,NUTS,2010,PT,0,1.3064
2016,NUTS,2010,PT,0,1.3348
2017,NUTS,2010,PT,0,1.2971
2018,NUTS,2010,PT,0,1.3383
2019,NUTS,2010,PT,0,1.3299
2020,NUTS,2010,PT,0,1.312
2011,NUTS,2010,PT1,1,1.0506
2012,NUTS,2010,PT1,1,1.1168
2013,NUTS,2010,PT1,1,1.3019
2014,NUTS,2010,PT1,1,1.2554
2015,NUTS,2010,PT1,1,1.2583
2016,NUTS,2010,PT1,1,1.2906
2017,NUTS,2010,PT1,1,1.2584
2018,NUTS,2010,PT1,1,1.3026
2019,NUTS,2010,PT1,1,1.2957
2020,NUTS,2010,PT1,1,1.2797
2011,NUTS,2010,PT11,2,0.8801
2012,NUTS,2010,PT11,2,0.8935
2013,NUTS,2010,PT11,2,1.1059
2014,NUTS,2010,PT11,2,1.0572
2015,NUTS,2010,PT11,2,1.0575
2016,NUTS,2010,PT11,2,1.1167
2017,NUTS,2010,PT11,2,1.0839
2018,NUTS,2010,PT11,2,1.1174
2019,NUTS,2010,PT11,2,1.1215
2020,NUTS,2010,PT11,2,1.1134
2011,NUTS,2010,PT15,2,0.6873
2012,NUTS,2010,PT15,2,0.6436
2013,NUTS,2010,PT15,2,0.6768
2014,NUTS,2010,PT15,2,0.6662
2015,NUTS,2010,PT15,2,0.6993
2016,NUTS,2010,PT15,2,0.6421
2017,NUTS,2010,PT15,2,0.5589
2018,NUTS,2010,PT15,2,0.5998
2019,NUTS,2010,PT15,2,0.6341
2020,NUTS,2010,PT15,2,0.65
2011,NUTS,2010,PT16,2,0.9357
2012,NUTS,2010,PT16,2,0.9666
2013,NUTS,2010,PT16,2,1.0583
2014,NUTS,2010,PT16,2,1.0395
2015,NUTS,2010,PT16,2,1.0229
2016,NUTS,2010,PT16,2,1.0746
2017,NUTS,2010,PT16,2,1.0638
2018,NUTS,2010,PT16,2,1.1206
2019,NUTS,2010,PT16,2,1.1187
2020,NUTS,2010,PT16,2,1.1361
2011,NUTS,2010,PT17,2,1.6014
2012,NUTS,2010,PT17,2,1.7918
2013,NUTS,2010,PT17,2,2.1035
2014,NUTS,2010,PT17,2,2.0047
2015,NUTS,2010,PT17,2,2.0074
2016,NUTS,2010,PT17,2,1.9881
2017,NUTS,2010,PT17,2,1.9441
2018,NUTS,2010,PT17,2,1.9921
2019,NUTS,2010,PT17,2,1.9474
2020,NUTS,2010,PT17,2,1.9028
2011,NUTS,2010,PT18,2,0.467
2012,NUTS,2010,PT18,2,0.5495
2013,NUTS,2010,PT18,2,0.529
2014,NUTS,2010,PT18,2,0.4984
2015,NUTS,2010,PT18,2,0.4993
2016,NUTS,2010,PT18,2,0.5477
2017,NUTS,2010,PT18,2,0.5469
2018,NUTS,2010,PT18,2,0.5531
2019,NUTS,2010,PT18,2,0.558
2020,NUTS,2010,PT18,2,0.5195
2011,NUTS,2010,PT2,1,0.3712
2012,NUTS,2010,PT2,1,0.3517
2013,NUTS,2010,PT2,1,0.4284
2014,NUTS,2010,PT2,1,0.442
2015,NUTS,2010,PT2,1,0.4142
2016,NUTS,2010,PT2,1,0.4511
2017,NUTS,2010,PT2,1,0.464
2018,NUTS,2010,PT2,1,0.4052
2019,NUTS,2010,PT2,1,0.3817
2020,NUTS,2010,PT2,1,0.3779
2011,NUTS,2010,PT20,2,0.3712
2012,NUTS,2010,PT20,2,0.3517
2013,NUTS,2010,PT20,2,0.4284
2014,NUTS,2010,PT20,2,0.442
2015,NUTS,2010,PT20,2,0.4142
2016,NUTS,2010,PT20,2,0.4511
2017,NUTS,2010,PT20,2,0.464
2018,NUTS,2010,PT20,2,0.4052
2019,NUTS,2010,PT20,2,0.3817
2020,NUTS,2010,PT20,2,0.3779
2011,NUTS,2010,PT3,1,0.2036
2012,NUTS,2010,PT3,1,0.2197
2013,NUTS,2010,PT3,1,0.2969
2014,NUTS,2010,PT3,1,0.3312
2015,NUTS,2010,PT3,1,0.3354
2016,NUTS,2010,PT3,1,0.3322
2017,NUTS,2010,PT3,1,0.303
2018,NUTS,2010,PT3,1,0.3279
2019,NUTS,2010,PT3,1,0.3021
2020,NUTS,2010,PT3,1,0.3079
2011,NUTS,2010,PT30,2,0.2036
2012,NUTS,2010,PT30,2,0.2197
2013,NUTS,2010,PT30,2,0.2969
2014,NUTS,2010,PT30,2,0.3312
2015,NUTS,2010,PT30,2,0.3354
2016,NUTS,2010,PT30,2,0.3322
2017,NUTS,2010,PT30,2,0.303
2018,NUTS,2010,PT30,2,0.3279
2019,NUTS,2010,PT30,2,0.3021
2020,NUTS,2010,PT30,2,0.3079
2011,NUTS,2010,RO,0,0.2734
2012,NUTS,2010,RO,0,0.2605
2013,NUTS,2010,RO,0,0.2614
2014,NUTS,2010,RO,0,0.2551
2015,NUTS,2010,RO,0,0.2568
2016,NUTS,2010,RO,0,0.2563
2017,NUTS,2010,RO,0,0.2515
2018,NUTS,2010,RO,0,0.2445
2019,NUTS,2010,RO,0,0.2377
2011,NUTS,2010,RO1,1,0.2337
2012,NUTS,2010,RO1,1,0.1857
2013,NUTS,2010,RO1,1,0.1695
2014,NUTS,2010,RO1,1,0.1796
2015,NUTS,2010,RO1,1,0.1788
2016,NUTS,2010,RO1,1,0.1801
2017,NUTS,2010,RO1,1,0.1733
2018,NUTS,2010,RO1,1,0.1873
2019,NUTS,2010,RO1,1,0.2013
2011,NUTS,2010,RO11,2,0.2074
2012,NUTS,2010,RO11,2,0.1519
2013,NUTS,2010,RO11,2,0.137
2014,NUTS,2010,RO11,2,0.1579
2015,NUTS,2010,RO11,2,0.1643
2016,NUTS,2010,RO11,2,0.1658
2017,NUTS,2010,RO11,2,0.1598
2018,NUTS,2010,RO11,2,0.1794
2019,NUTS,2010,RO11,2,0.2035
2011,NUTS,2010,RO12,2,0.2679
2012,NUTS,2010,RO12,2,0.2303
2013,NUTS,2010,RO12,2,0.2123
2014,NUTS,2010,RO12,2,0.2082
2015,NUTS,2010,RO12,2,0.1973
2016,NUTS,2010,RO12,2,0.1979
2017,NUTS,2010,RO12,2,0.1902
2018,NUTS,2010,RO12,2,0.1977
2019,NUTS,2010,RO12,2,0.1987
2011,NUTS,2010,RO2,1,0.1348
2012,NUTS,2010,RO2,1,0.138
2013,NUTS,2010,RO2,1,0.1477
2014,NUTS,2010,RO2,1,0.1557
2015,NUTS,2010,RO2,1,0.1602
2016,NUTS,2010,RO2,1,0.1586
2017,NUTS,2010,RO2,1,0.1617
2018,NUTS,2010,RO2,1,0.16
2019,NUTS,2010,RO2,1,0.1503
2011,NUTS,2010,RO21,2,0.1622
2012,NUTS,2010,RO21,2,0.1664
2013,NUTS,2010,RO21,2,0.1763
2014,NUTS,2010,RO21,2,0.1827
2015,NUTS,2010,RO21,2,0.1812
2016,NUTS,2010,RO21,2,0.1698
2017,NUTS,2010,RO21,2,0.1618
2018,NUTS,2010,RO21,2,0.1453
2019,NUTS,2010,RO21,2,0.145
2011,NUTS,2010,RO22,2,0.0928
2012,NUTS,2010,RO22,2,0.0945
2013,NUTS,2010,RO22,2,0.1026
2014,NUTS,2010,RO22,2,0.1115
2015,NUTS,2010,RO22,2,0.1258
2016,NUTS,2010,RO22,2,0.1403
2017,NUTS,2010,RO22,2,0.1616
2018,NUTS,2010,RO22,2,0.1846
2019,NUTS,2010,RO22,2,0.1593
2011,NUTS,2010,RO3,1,0.3109
2012,NUTS,2010,RO3,1,0.2988
2013,NUTS,2010,RO3,1,0.2992
2014,NUTS,2010,RO3,1,0.2755
2015,NUTS,2010,RO3,1,0.2931
2016,NUTS,2010,RO3,1,0.3071
2017,NUTS,2010,RO3,1,0.2968
2018,NUTS,2010,RO3,1,0.3231
2019,NUTS,2010,RO3,1,0.3098
2011,NUTS,2010,RO31,2,0.0621
2012,NUTS,2010,RO31,2,0.0603
2013,NUTS,2010,RO31,2,0.0581
2014,NUTS,2010,RO31,2,0.0528
2015,NUTS,2010,RO31,2,0.0538
2016,NUTS,2010,RO31,2,0.0556
2017,NUTS,2010,RO31,2,0.0468
2018,NUTS,2010,RO31,2,0.0468
2019,NUTS,2010,RO31,2,0.0457
2011,NUTS,2010,RO32,2,0.6005
2012,NUTS,2010,RO32,2,0.5872
2013,NUTS,2010,RO32,2,0.603
2014,NUTS,2010,RO32,2,0.5525
2015,NUTS,2010,RO32,2,0.5733
2016,NUTS,2010,RO32,2,0.5917
2017,NUTS,2010,RO32,2,0.5819
2018,NUTS,2010,RO32,2,0.635
2019,NUTS,2010,RO32,2,0.6036
2011,NUTS,2010,RO4,1,0.2465
2012,NUTS,2010,RO4,1,0.2607
2013,NUTS,2010,RO4,1,0.2734
2014,NUTS,2010,RO4,1,0.2603
2015,NUTS,2010,RO4,1,0.2706
2016,NUTS,2010,RO4,1,0.2672
2017,NUTS,2010,RO4,1,0.2606
2018,NUTS,2010,RO4,1,0.1734
2019,NUTS,2010,RO4,1,0.1676
2011,NUTS,2010,RO41,2,0.1649
2012,NUTS,2010,RO41,2,0.1603
2013,NUTS,2010,RO41,2,0.1659
2014,NUTS,2010,RO41,2,0.1589
2015,NUTS,2010,RO41,2,0.1762
2016,NUTS,2010,RO41,2,0.1827
2017,NUTS,2010,RO41,2,0.1686
2018,NUTS,2010,RO41,2,0.0878
2019,NUTS,2010,RO41,2,0.0903
2011,NUTS,2010,RO42,2,0.3479
2012,NUTS,2010,RO42,2,0.3853
2013,NUTS,2010,RO42,2,0.4002
2014,NUTS,2010,RO42,2,0.3815
2015,NUTS,2010,RO42,2,0.3753
2016,NUTS,2010,RO42,2,0.3605
2017,NUTS,2010,RO42,2,0.3685
2018,NUTS,2010,RO42,2,0.2743
2019,NUTS,2010,RO42,2,0.2567
2011,NUTS,2010,RS,0,0.6128
2012,NUTS,2010,RS,0,0.5946
2013,NUTS,2010,RS,0,0.6305
2014,NUTS,2010,RS,0,0.585
2015,NUTS,2010,RS,0,0.6104
2016,NUTS,2010,RS,0,0.5689
2017,NUTS,2010,RS,0,0.5491
2018,NUTS,2010,RS,0,0.5493
2019,NUTS,2010,RS,0,0.5366
2020,NUTS,2010,RS,0,0.5533
2018,NUTS,2010,RS1,1,0.743
2019,NUTS,2010,RS1,1,0.7287
2020,NUTS,2010,RS1,1,0.7653
2018,NUTS,2010,RS11,2,0.949
2019,NUTS,2010,RS11,2,0.965
2020,NUTS,2010,RS11,2,1.0176
2018,NUTS,2010,RS12,2,0.5462
2019,NUTS,2010,RS12,2,0.5009
2020,NUTS,2010,RS12,2,0.5218
2018,NUTS,2010,RS2,1,0.2511
2019,NUTS,2010,RS2,1,0.236
2020,NUTS,2010,RS2,1,0.2286
2018,NUTS,2010,RS21,2,0.197
2019,NUTS,2010,RS21,2,0.1679
2020,NUTS,2010,RS21,2,0.1693
2018,NUTS,2010,RS22,2,0.3282
2019,NUTS,2010,RS22,2,0.3314
2020,NUTS,2010,RS22,2,0.3138
2011,NUTS,2010,RU,0,0.0839
2012,NUTS,2010,RU,0,0.0843
2011,NUTS,2010,SE,0,1.2232
2013,NUTS,2010,SE,0,1.229
2015,NUTS,2010,SE,0,1.1615
2017,NUTS,2010,SE,0,0.7936
2019,NUTS,2010,SE,0,0.8389
2011,NUTS,2010,SE1,1,1.4566
2013,NUTS,2010,SE1,1,1.4559
2015,NUTS,2010,SE1,1,1.333
2017,NUTS,2010,SE1,1,0.9304
2019,NUTS,2010,SE1,1,0.9676
2011,NUTS,2010,SE11,2,1.3093
2013,NUTS,2010,SE11,2,1.2935
2015,NUTS,2010,SE11,2,1.237
2017,NUTS,2010,SE11,2,0.8664
2019,NUTS,2010,SE11,2,0.8753
2011,NUTS,2010,SE12,2,1.6739
2013,NUTS,2010,SE12,2,1.7011
2015,NUTS,2010,SE12,2,1.4783
2017,NUTS,2010,SE12,2,1.0283
2019,NUTS,2010,SE12,2,1.1093
2011,NUTS,2010,SE2,1,0.9753
2013,NUTS,2010,SE2,1,0.9779
2015,NUTS,2010,SE2,1,0.9464
2017,NUTS,2010,SE2,1,0.6469
2019,NUTS,2010,SE2,1,0.6886
2011,NUTS,2010,SE21,2,0.6091
2013,NUTS,2010,SE21,2,0.528
2015,NUTS,2010,SE21,2,0.5252
2017,NUTS,2010,SE21,2,0.3455
2019,NUTS,2010,SE21,2,0.3603
2011,NUTS,2010,SE22,2,1.2186
2013,NUTS,2010,SE22,2,1.2863
2015,NUTS,2010,SE22,2,1.2026
2017,NUTS,2010,SE22,2,0.7945
2019,NUTS,2010,SE22,2,0.8822
2011,NUTS,2010,SE23,2,0.9563
2013,NUTS,2010,SE23,2,0.9467
2015,NUTS,2010,SE23,2,0.9417
2017,NUTS,2010,SE23,2,0.6687
2019,NUTS,2010,SE23,2,0.6901
2011,NUTS,2010,SE3,1,1.0361
2013,NUTS,2010,SE3,1,1.0117
2015,NUTS,2010,SE3,1,0.9726
2017,NUTS,2010,SE3,1,0.6116
2019,NUTS,2010,SE3,1,0.66
2011,NUTS,2010,SE31,2,0.5667
2013,NUTS,2010,SE31,2,0.5376
2015,NUTS,2010,SE31,2,0.55
2017,NUTS,2010,SE31,2,0.3358
2019,NUTS,2010,SE31,2,0.3185
2011,NUTS,2010,SE32,2,0.6357
2013,NUTS,2010,SE32,2,0.4319
2015,NUTS,2010,SE32,2,0.4596
2017,NUTS,2010,SE32,2,0.2821
2019,NUTS,2010,SE32,2,0.3245
2011,NUTS,2010,SE33,2,2.0725
2013,NUTS,2010,SE33,2,2.1829
2015,NUTS,2010,SE33,2,1.9963
2017,NUTS,2010,SE33,2,1.2757
2019,NUTS,2010,SE33,2,1.4685
2011,NUTS,2010,SI,0,0.6853
2012,NUTS,2010,SI,0,0.6583
2013,NUTS,2010,SI,0,0.6236
2014,NUTS,2010,SI,0,0.6176
2015,NUTS,2010,SI,0,0.5872
2016,NUTS,2010,SI,0,0.515
2017,NUTS,2010,SI,0,0.5568
2018,NUTS,2010,SI,0,0.6143
2019,NUTS,2010,SI,0,0.5955
2011,NUTS,2010,SI0,1,0.664
2012,NUTS,2010,SI0,1,0.6406
2013,NUTS,2010,SI0,1,0.6065
2014,NUTS,2010,SI0,1,0.5969
2015,NUTS,2010,SI0,1,0.5723
2016,NUTS,2010,SI0,1,0.5043
2017,NUTS,2010,SI0,1,0.5434
2018,NUTS,2010,SI0,1,0.5976
2019,NUTS,2010,SI0,1,0.583
2013,NUTS,2010,SI03,2,0.2338
2014,NUTS,2010,SI03,2,0.2324
2015,NUTS,2010,SI03,2,0.2111
2016,NUTS,2010,SI03,2,0.1948
2017,NUTS,2010,SI03,2,0.2179
2018,NUTS,2010,SI03,2,0.246
2019,NUTS,2010,SI03,2,0.2543
2013,NUTS,2010,SI04,2,1.0146
2014,NUTS,2010,SI04,2,1.0002
2015,NUTS,2010,SI04,2,0.9658
2016,NUTS,2010,SI04,2,0.8404
2017,NUTS,2010,SI04,2,0.9046
2018,NUTS,2010,SI04,2,0.9808
2019,NUTS,2010,SI04,2,0.938
2011,NUTS,2010,SK,0,0.8013
2012,NUTS,2010,SK,0,0.779
2013,NUTS,2010,SK,0,0.7749
2014,NUTS,2010,SK,0,0.7507
2015,NUTS,2010,SK,0,0.6876
2016,NUTS,2010,SK,0,0.7465
2017,NUTS,2010,SK,0,0.7297
2018,NUTS,2010,SK,0,0.7615
2019,NUTS,2010,SK,0,0.7401
2020,NUTS,2010,SK,0,0.7333
2011,NUTS,2010,SK01,2,3.0156
2012,NUTS,2010,SK01,2,2.7886
2013,NUTS,2010,SK01,2,2.5517
2014,NUTS,2010,SK01,2,2.4729
2015,NUTS,2010,SK01,2,2.2137
2016,NUTS,2010,SK01,2,2.4828
2017,NUTS,2010,SK01,2,2.3027
2018,NUTS,2010,SK01,2,2.4596
2019,NUTS,2010,SK01,2,2.3427
2020,NUTS,2010,SK01,2,2.3339
2011,NUTS,2010,SK02,2,0.3004
2012,NUTS,2010,SK02,2,0.2942
2013,NUTS,2010,SK02,2,0.3991
2014,NUTS,2010,SK02,2,0.3967
2015,NUTS,2010,SK02,2,0.3596
2016,NUTS,2010,SK02,2,0.3517
2017,NUTS,2010,SK02,2,0.3491
2018,NUTS,2010,SK02,2,0.36
2019,NUTS,2010,SK02,2,0.3488
2020,NUTS,2010,SK02,2,0.3578
2011,NUTS,2010,SK03,2,0.5985
2012,NUTS,2010,SK03,2,0.6091
2013,NUTS,2010,SK03,2,0.588
2014,NUTS,2010,SK03,2,0.5909
2015,NUTS,2010,SK03,2,0.5375
2016,NUTS,2010,SK03,2,0.6071
2017,NUTS,2010,SK03,2,0.6414
2018,NUTS,2010,SK03,2,0.6237
2019,NUTS,2010,SK03,2,0.5777
2020,NUTS,2010,SK03,2,0.5462
2011,NUTS,2010,SK04,2,0.5983
2012,NUTS,2010,SK04,2,0.6139
2013,NUTS,2010,SK04,2,0.6098
2014,NUTS,2010,SK04,2,0.5695
2015,NUTS,2010,SK04,2,0.561
2016,NUTS,2010,SK04,2,0.5827
2017,NUTS,2010,SK04,2,0.5786
2018,NUTS,2010,SK04,2,0.6054
2019,NUTS,2010,SK04,2,0.6184
2020,NUTS,2010,SK04,2,0.6186
2011,NUTS,2010,TR,0,0.4059
2012,NUTS,2010,TR,0,0.4488
2013,NUTS,2010,TR,0,0.4563
2014,NUTS,2010,TR,0,0.4991
2015,NUTS,2010,TR,0,0.5119
2016,NUTS,2010,TR,0,0.5476
2017,NUTS,2010,TR,0,0.5558
2018,NUTS,2010,TR,0,0.5668
2019,NUTS,2010,TR,0,0.6079
2020,NUTS,2010,TR,0,0.6359
2011,NUTS,2010,UK,0,1.2077
2012,NUTS,2010,UK,0,1.2219
2013,NUTS,2010,UK,0,1.2279
2014,NUTS,2010,UK,0,1.2285
2015,NUTS,2010,UK,0,1.2367
2016,NUTS,2010,UK,0,1.2416
2017,NUTS,2010,UK,0,1.2216
2018,NUTS,2010,UK,0,1.2229
2011,NUTS,2010,UKC,1,1.2814
2012,NUTS,2010,UKC,1,1.2897
2013,NUTS,2010,UKC,1,1.3261
2014,NUTS,2010,UKC,1,1.3135
2015,NUTS,2010,UKC,1,1.3795
2016,NUTS,2010,UKC,1,1.375
2017,NUTS,2010,UKC,1,1.3144
2018,NUTS,2010,UKC,1,1.3429
2011,NUTS,2010,UKC1,2,1.0602
2012,NUTS,2010,UKC1,2,1.0985
2013,NUTS,2010,UKC1,2,1.108
2014,NUTS,2010,UKC1,2,1.09
2015,NUTS,2010,UKC1,2,1.1314
2016,NUTS,2010,UKC1,2,1.1291
2017,NUTS,2010,UKC1,2,1.038
2018,NUTS,2010,UKC1,2,1.0404
2011,NUTS,2010,UKC2,2,1.4583
2012,NUTS,2010,UKC2,2,1.435
2013,NUTS,2010,UKC2,2,1.4933
2014,NUTS,2010,UKC2,2,1.4871
2015,NUTS,2010,UKC2,2,1.5742
2016,NUTS,2010,UKC2,2,1.5677
2017,NUTS,2010,UKC2,2,1.5363
2018,NUTS,2010,UKC2,2,1.5946
2011,NUTS,2010,UKD,1,0.9818
2012,NUTS,2010,UKD,1,0.9967
2013,NUTS,2010,UKD,1,1.0449
2014,NUTS,2010,UKD,1,1.0473
2015,NUTS,2010,UKD,1,1.0579
2016,NUTS,2010,UKD,1,1.0662
2017,NUTS,2010,UKD,1,1.0677
2018,NUTS,2010,UKD,1,1.0729
2011,NUTS,2010,UKD1,2,0.2502
2012,NUTS,2010,UKD1,2,0.2563
2013,NUTS,2010,UKD1,2,0.2337
2014,NUTS,2010,UKD1,2,0.2472
2015,NUTS,2010,UKD1,2,0.2606
2016,NUTS,2010,UKD1,2,0.2759
2017,NUTS,2010,UKD1,2,0.2796
2018,NUTS,2010,UKD1,2,0.2814
2011,NUTS,2010,UKD3,2,1.3679
2012,NUTS,2010,UKD3,2,1.4012
2013,NUTS,2010,UKD3,2,1.3995
2014,NUTS,2010,UKD3,2,1.3728
2015,NUTS,2010,UKD3,2,1.3573
2016,NUTS,2010,UKD3,2,1.36
2017,NUTS,2010,UKD3,2,1.319
2018,NUTS,2010,UKD3,2,1.3492
2011,NUTS,2010,UKD4,2,0.8496
2012,NUTS,2010,UKD4,2,0.8642
2013,NUTS,2010,UKD4,2,0.9664
2014,NUTS,2010,UKD4,2,0.9678
2015,NUTS,2010,UKD4,2,0.9776
2016,NUTS,2010,UKD4,2,0.9774
2017,NUTS,2010,UKD4,2,1.0094
2018,NUTS,2010,UKD4,2,1.0469
2011,NUTS,2010,UKD6,2,0.2223
2012,NUTS,2010,UKD6,2,0.2269
2013,NUTS,2010,UKD6,2,0.3374
2014,NUTS,2010,UKD6,2,0.3305
2015,NUTS,2010,UKD6,2,0.301
2016,NUTS,2010,UKD6,2,0.3059
2017,NUTS,2010,UKD6,2,0.3041
2018,NUTS,2010,UKD6,2,0.3052
2011,NUTS,2010,UKD7,2,1.1738
2012,NUTS,2010,UKD7,2,1.161
2013,NUTS,2010,UKD7,2,1.2269
2014,NUTS,2010,UKD7,2,1.2767
2015,NUTS,2010,UKD7,2,1.3478
2016,NUTS,2010,UKD7,2,1.3543
2017,NUTS,2010,UKD7,2,1.4153
2018,NUTS,2010,UKD7,2,1.3323
2011,NUTS,2010,UKE,1,1.224
2012,NUTS,2010,UKE,1,1.2249
2013,NUTS,2010,UKE,1,1.231
2014,NUTS,2010,UKE,1,1.2382
2015,NUTS,2010,UKE,1,1.2977
2016,NUTS,2010,UKE,1,1.2989
2017,NUTS,2010,UKE,1,1.2795
2018,NUTS,2010,UKE,1,1.277
2011,NUTS,2010,UKE1,2,0.5498
2012,NUTS,2010,UKE1,2,0.5851
2013,NUTS,2010,UKE1,2,0.5564
2014,NUTS,2010,UKE1,2,0.5692
2015,NUTS,2010,UKE1,2,0.5123
2016,NUTS,2010,UKE1,2,0.5075
2017,NUTS,2010,UKE1,2,0.4234
2018,NUTS,2010,UKE1,2,0.4214
2011,NUTS,2010,UKE2,2,1.0757
2012,NUTS,2010,UKE2,2,1.0492
2013,NUTS,2010,UKE2,2,1.1403
2014,NUTS,2010,UKE2,2,1.1684
2015,NUTS,2010,UKE2,2,1.3246
2016,NUTS,2010,UKE2,2,1.3379
2017,NUTS,2010,UKE2,2,1.3026
2018,NUTS,2010,UKE2,2,1.3347
2011,NUTS,2010,UKE3,2,1.6391
2012,NUTS,2010,UKE3,2,1.6193
2013,NUTS,2010,UKE3,2,1.7073
2014,NUTS,2010,UKE3,2,1.6922
2015,NUTS,2010,UKE3,2,1.8434
2016,NUTS,2010,UKE3,2,1.8399
2017,NUTS,2010,UKE3,2,1.8048
2018,NUTS,2010,UKE3,2,1.7464
2011,NUTS,2010,UKE4,2,1.3284
2012,NUTS,2010,UKE4,2,1.3185
2013,NUTS,2010,UKE4,2,1.2551
2014,NUTS,2010,UKE4,2,1.2564
2015,NUTS,2010,UKE4,2,1.2873
2016,NUTS,2010,UKE4,2,1.2913
2017,NUTS,2010,UKE4,2,1.2973
2018,NUTS,2010,UKE4,2,1.3074
2011,NUTS,2010,UKF,1,1.0906
2012,NUTS,2010,UKF,1,1.1183
2013,NUTS,2010,UKF,1,1.1322
2014,NUTS,2010,UKF,1,1.115
2015,NUTS,2010,UKF,1,1.1024
2016,NUTS,2010,UKF,1,1.1066
2017,NUTS,2010,UKF,1,1.0915
2018,NUTS,2010,UKF,1,1.0933
2011,NUTS,2010,UKF1,2,1.281
2012,NUTS,2010,UKF1,2,1.2706
2013,NUTS,2010,UKF1,2,1.3271
2014,NUTS,2010,UKF1,2,1.3385
2015,NUTS,2010,UKF1,2,1.2774
2016,NUTS,2010,UKF1,2,1.2754
2017,NUTS,2010,UKF1,2,1.2856
2018,NUTS,2010,UKF1,2,1.2897
2011,NUTS,2010,UKF2,2,1.1868
2012,NUTS,2010,UKF2,2,1.2279
2013,NUTS,2010,UKF2,2,1.2266
2014,NUTS,2010,UKF2,2,1.1907
2015,NUTS,2010,UKF2,2,1.1579
2016,NUTS,2010,UKF2,2,1.1705
2017,NUTS,2010,UKF2,2,1.1279
2018,NUTS,2010,UKF2,2,1.1261
2011,NUTS,2010,UKF3,2,0.3238
2012,NUTS,2010,UKF3,2,0.3577
2013,NUTS,2010,UKF3,2,0.3539
2014,NUTS,2010,UKF3,2,0.3377
2015,NUTS,2010,UKF3,2,0.4229
2016,NUTS,2010,UKF3,2,0.4238
2017,NUTS,2010,UKF3,2,0.4204
2018,NUTS,2010,UKF3,2,0.4226
2011,NUTS,2010,UKG,1,0.8656
2012,NUTS,2010,UKG,1,0.8598
2013,NUTS,2010,UKG,1,0.9207
2014,NUTS,2010,UKG,1,0.9277
2015,NUTS,2010,UKG,1,0.9592
2016,NUTS,2010,UKG,1,0.9472
2017,NUTS,2010,UKG,1,0.9758
2018,NUTS,2010,UKG,1,0.9574
2011,NUTS,2010,UKG1,2,0.0885
2012,NUTS,2010,UKG1,2,0.0851
2013,NUTS,2010,UKG1,2,0.0934
2014,NUTS,2010,UKG1,2,0.0946
2015,NUTS,2010,UKG1,2,0.1078
2016,NUTS,2010,UKG1,2,0.1092
2017,NUTS,2010,UKG1,2,0.1024
2018,NUTS,2010,UKG1,2,0.0993
2011,NUTS,2010,UKG2,2,0.2623
2012,NUTS,2010,UKG2,2,0.2653
2013,NUTS,2010,UKG2,2,0.2648
2014,NUTS,2010,UKG2,2,0.2739
2015,NUTS,2010,UKG2,2,0.34
2016,NUTS,2010,UKG2,2,0.3346
2017,NUTS,2010,UKG2,2,0.3352
2018,NUTS,2010,UKG2,2,0.3399
2011,NUTS,2010,UKG3,2,1.6824
2012,NUTS,2010,UKG3,2,1.6815
2013,NUTS,2010,UKG3,2,1.8237
2014,NUTS,2010,UKG3,2,1.8012
2015,NUTS,2010,UKG3,2,1.8337
2016,NUTS,2010,UKG3,2,1.7905
2017,NUTS,2010,UKG3,2,1.8386
2018,NUTS,2010,UKG3,2,1.7784
2011,NUTS,2010,UKH,1,0.9882
2012,NUTS,2010,UKH,1,0.9972
2013,NUTS,2010,UKH,1,0.9861
2014,NUTS,2010,UKH,1,0.9874
2015,NUTS,2010,UKH,1,0.9635
2016,NUTS,2010,UKH,1,0.9756
