year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_total_pc_emp_hc_total_f
2011,NUTS,2010,UKK3,2,0.1598
2013,NUTS,2010,UKK3,2,0.1757
2015,NUTS,2010,UKK3,2,0.2202
2017,NUTS,2010,UKK3,2,0.2667
2011,NUTS,2010,UKK4,2,1.3271
2013,NUTS,2010,UKK4,2,1.2922
2015,NUTS,2010,UKK4,2,1.2778
2017,NUTS,2010,UKK4,2,1.3718
2011,NUTS,2010,UKL,1,1.2467
2013,NUTS,2010,UKL,1,1.2347
2015,NUTS,2010,UKL,1,1.2504
2017,NUTS,2010,UKL,1,1.4025
2011,NUTS,2010,UKL1,2,0.9396
2013,NUTS,2010,UKL1,2,0.9725
2015,NUTS,2010,UKL1,2,1.0501
2017,NUTS,2010,UKL1,2,1.2194
2011,NUTS,2010,UKL2,2,1.7292
2013,NUTS,2010,UKL2,2,1.6462
2015,NUTS,2010,UKL2,2,1.5775
2017,NUTS,2010,UKL2,2,1.6814
2011,NUTS,2010,UKM,1,1.5641
2013,NUTS,2010,UKM,1,1.7998
2015,NUTS,2010,UKM,1,1.8647
2017,NUTS,2010,UKM,1,2.0494
2013,NUTS,2010,UKM2,2,2.2965
2015,NUTS,2010,UKM2,2,2.732
2017,NUTS,2010,UKM2,2,0.72
2013,NUTS,2010,UKM3,2,1.5321
2015,NUTS,2010,UKM3,2,1.5158
2017,NUTS,2010,UKM3,2,0.3568
2013,NUTS,2010,UKM5,2,2.8404
2015,NUTS,2010,UKM5,2,2.0367
2017,NUTS,2010,UKM5,2,2.4065
2013,NUTS,2010,UKM6,2,0.2216
2015,NUTS,2010,UKM6,2,0.2117
2017,NUTS,2010,UKM6,2,0.3041
2017,NUTS,2010,UKM7,2,2.3213
2017,NUTS,2010,UKM8,2,1.8725
2017,NUTS,2010,UKM9,2,0.0
2011,NUTS,2010,UKN,1,1.0848
2013,NUTS,2010,UKN,1,1.0292
2015,NUTS,2010,UKN,1,1.2018
2017,NUTS,2010,UKN,1,1.2636
2011,NUTS,2010,UKN0,2,1.0848
2013,NUTS,2010,UKN0,2,1.0292
2015,NUTS,2010,UKN0,2,1.2018
2017,NUTS,2010,UKN0,2,1.2636
