year,region_type,region_year_spec,region_id,region_level,hrst_st_rcat_pc_pop_hrste
2018,NUTS,2010,RO22,2,10.6
2019,NUTS,2010,RO22,2,11.2
2020,NUTS,2010,RO22,2,10.5
1999,NUTS,2010,RO3,1,8.9
2000,NUTS,2010,RO3,1,9.8
2001,NUTS,2010,RO3,1,10.4
2002,NUTS,2010,RO3,1,10.8
2003,NUTS,2010,RO3,1,11.0
2004,NUTS,2010,RO3,1,11.5
2005,NUTS,2010,RO3,1,12.1
2006,NUTS,2010,RO3,1,12.8
2007,NUTS,2010,RO3,1,12.9
2008,NUTS,2010,RO3,1,13.4
2009,NUTS,2010,RO3,1,13.9
2010,NUTS,2010,RO3,1,14.7
2011,NUTS,2010,RO3,1,16.2
2012,NUTS,2010,RO3,1,17.0
2013,NUTS,2010,RO3,1,17.9
2014,NUTS,2010,RO3,1,18.7
2015,NUTS,2010,RO3,1,18.5
2016,NUTS,2010,RO3,1,19.2
2017,NUTS,2010,RO3,1,19.9
2018,NUTS,2010,RO3,1,20.2
2019,NUTS,2010,RO3,1,21.3
2020,NUTS,2010,RO3,1,21.3
1999,NUTS,2010,RO31,2,4.4
2000,NUTS,2010,RO31,2,5.6
2001,NUTS,2010,RO31,2,6.1
2002,NUTS,2010,RO31,2,5.3
2003,NUTS,2010,RO31,2,5.3
2004,NUTS,2010,RO31,2,5.9
2005,NUTS,2010,RO31,2,6.2
2006,NUTS,2010,RO31,2,6.8
2007,NUTS,2010,RO31,2,6.8
2008,NUTS,2010,RO31,2,6.9
2009,NUTS,2010,RO31,2,7.6
2010,NUTS,2010,RO31,2,8.2
2011,NUTS,2010,RO31,2,8.7
2012,NUTS,2010,RO31,2,9.1
2013,NUTS,2010,RO31,2,9.5
2014,NUTS,2010,RO31,2,9.5
2015,NUTS,2010,RO31,2,10.5
2016,NUTS,2010,RO31,2,10.7
2017,NUTS,2010,RO31,2,10.7
2018,NUTS,2010,RO31,2,10.3
2019,NUTS,2010,RO31,2,10.4
2020,NUTS,2010,RO31,2,10.7
1999,NUTS,2010,RO32,2,15.7
2000,NUTS,2010,RO32,2,16.1
2001,NUTS,2010,RO32,2,16.7
2002,NUTS,2010,RO32,2,19.0
2003,NUTS,2010,RO32,2,19.4
2004,NUTS,2010,RO32,2,19.6
2005,NUTS,2010,RO32,2,20.6
2006,NUTS,2010,RO32,2,21.4
2007,NUTS,2010,RO32,2,21.6
2008,NUTS,2010,RO32,2,22.7
2009,NUTS,2010,RO32,2,23.0
2010,NUTS,2010,RO32,2,23.3
2011,NUTS,2010,RO32,2,26.0
2012,NUTS,2010,RO32,2,27.3
2013,NUTS,2010,RO32,2,28.9
2014,NUTS,2010,RO32,2,30.6
2015,NUTS,2010,RO32,2,28.8
2016,NUTS,2010,RO32,2,30.2
2017,NUTS,2010,RO32,2,31.6
2018,NUTS,2010,RO32,2,32.5
2019,NUTS,2010,RO32,2,34.7
2020,NUTS,2010,RO32,2,34.3
1999,NUTS,2010,RO4,1,6.4
2000,NUTS,2010,RO4,1,6.6
2001,NUTS,2010,RO4,1,7.0
2002,NUTS,2010,RO4,1,7.0
2003,NUTS,2010,RO4,1,7.2
2004,NUTS,2010,RO4,1,8.0
2005,NUTS,2010,RO4,1,8.2
2006,NUTS,2010,RO4,1,8.2
2007,NUTS,2010,RO4,1,8.5
2008,NUTS,2010,RO4,1,9.9
2009,NUTS,2010,RO4,1,10.6
2010,NUTS,2010,RO4,1,10.7
2011,NUTS,2010,RO4,1,11.3
2012,NUTS,2010,RO4,1,11.7
2013,NUTS,2010,RO4,1,11.6
2014,NUTS,2010,RO4,1,11.8
2015,NUTS,2010,RO4,1,13.4
2016,NUTS,2010,RO4,1,13.0
2017,NUTS,2010,RO4,1,13.0
2018,NUTS,2010,RO4,1,12.3
2019,NUTS,2010,RO4,1,12.7
2020,NUTS,2010,RO4,1,13.4
1999,NUTS,2010,RO41,2,5.8
2000,NUTS,2010,RO41,2,5.9
2001,NUTS,2010,RO41,2,6.0
2002,NUTS,2010,RO41,2,6.2
2003,NUTS,2010,RO41,2,6.4
2004,NUTS,2010,RO41,2,7.9
2005,NUTS,2010,RO41,2,8.1
2006,NUTS,2010,RO41,2,8.2
2007,NUTS,2010,RO41,2,8.4
2008,NUTS,2010,RO41,2,9.8
2009,NUTS,2010,RO41,2,10.2
2010,NUTS,2010,RO41,2,10.2
2011,NUTS,2010,RO41,2,10.7
2012,NUTS,2010,RO41,2,11.2
2013,NUTS,2010,RO41,2,11.8
2014,NUTS,2010,RO41,2,12.5
2015,NUTS,2010,RO41,2,13.7
2016,NUTS,2010,RO41,2,13.6
2017,NUTS,2010,RO41,2,13.1
2018,NUTS,2010,RO41,2,12.2
2019,NUTS,2010,RO41,2,12.5
2020,NUTS,2010,RO41,2,13.4
1999,NUTS,2010,RO42,2,7.1
2000,NUTS,2010,RO42,2,7.5
2001,NUTS,2010,RO42,2,8.3
2002,NUTS,2010,RO42,2,8.0
2003,NUTS,2010,RO42,2,8.1
2004,NUTS,2010,RO42,2,8.0
2005,NUTS,2010,RO42,2,8.3
2006,NUTS,2010,RO42,2,8.3
2007,NUTS,2010,RO42,2,8.7
2008,NUTS,2010,RO42,2,10.0
2009,NUTS,2010,RO42,2,11.1
2010,NUTS,2010,RO42,2,11.4
2011,NUTS,2010,RO42,2,11.9
2012,NUTS,2010,RO42,2,12.1
2013,NUTS,2010,RO42,2,11.3
2014,NUTS,2010,RO42,2,11.1
2015,NUTS,2010,RO42,2,13.0
2016,NUTS,2010,RO42,2,12.3
2017,NUTS,2010,RO42,2,12.8
2018,NUTS,2010,RO42,2,12.4
2019,NUTS,2010,RO42,2,12.8
2020,NUTS,2010,RO42,2,13.4
2010,NUTS,2010,RS,0,14.3
2011,NUTS,2010,RS,0,14.9
2012,NUTS,2010,RS,0,15.9
2013,NUTS,2010,RS,0,16.8
2014,NUTS,2010,RS,0,17.7
2015,NUTS,2010,RS,0,18.5
2016,NUTS,2010,RS,0,19.2
2017,NUTS,2010,RS,0,19.4
2018,NUTS,2010,RS,0,19.9
2019,NUTS,2010,RS,0,20.2
2020,NUTS,2010,RS,0,20.5
2013,NUTS,2010,RS1,1,20.2
2014,NUTS,2010,RS1,1,22.2
2015,NUTS,2010,RS1,1,22.5
2016,NUTS,2010,RS1,1,23.1
2017,NUTS,2010,RS1,1,23.9
2018,NUTS,2010,RS1,1,24.4
2019,NUTS,2010,RS1,1,24.8
2020,NUTS,2010,RS1,1,24.8
2013,NUTS,2010,RS11,2,28.2
2014,NUTS,2010,RS11,2,29.3
2015,NUTS,2010,RS11,2,30.0
2016,NUTS,2010,RS11,2,29.9
2017,NUTS,2010,RS11,2,31.5
2018,NUTS,2010,RS11,2,32.2
2019,NUTS,2010,RS11,2,33.3
2020,NUTS,2010,RS11,2,33.1
2013,NUTS,2010,RS12,2,13.5
2014,NUTS,2010,RS12,2,16.1
2015,NUTS,2010,RS12,2,16.0
2016,NUTS,2010,RS12,2,17.1
2017,NUTS,2010,RS12,2,17.1
2018,NUTS,2010,RS12,2,17.4
2019,NUTS,2010,RS12,2,17.1
2020,NUTS,2010,RS12,2,17.3
2013,NUTS,2010,RS2,1,13.3
2014,NUTS,2010,RS2,1,13.0
2015,NUTS,2010,RS2,1,14.4
2016,NUTS,2010,RS2,1,15.1
2017,NUTS,2010,RS2,1,14.7
2018,NUTS,2010,RS2,1,15.2
2019,NUTS,2010,RS2,1,15.4
2020,NUTS,2010,RS2,1,15.9
2013,NUTS,2010,RS21,2,13.2
2014,NUTS,2010,RS21,2,12.9
2015,NUTS,2010,RS21,2,13.8
2016,NUTS,2010,RS21,2,14.6
2017,NUTS,2010,RS21,2,14.3
2018,NUTS,2010,RS21,2,14.6
2019,NUTS,2010,RS21,2,15.0
2020,NUTS,2010,RS21,2,15.4
2013,NUTS,2010,RS22,2,13.5
2014,NUTS,2010,RS22,2,13.1
2015,NUTS,2010,RS22,2,15.2
2016,NUTS,2010,RS22,2,15.8
2017,NUTS,2010,RS22,2,15.3
2018,NUTS,2010,RS22,2,16.0
2019,NUTS,2010,RS22,2,15.9
2020,NUTS,2010,RS22,2,16.4
1999,NUTS,2010,SE,0,23.6
2000,NUTS,2010,SE,0,24.7
2001,NUTS,2010,SE,0,21.1
2002,NUTS,2010,SE,0,21.5
2003,NUTS,2010,SE,0,22.2
2004,NUTS,2010,SE,0,22.8
2005,NUTS,2010,SE,0,24.1
2006,NUTS,2010,SE,0,25.0
2007,NUTS,2010,SE,0,25.5
2008,NUTS,2010,SE,0,25.9
2009,NUTS,2010,SE,0,26.6
2010,NUTS,2010,SE,0,27.4
2011,NUTS,2010,SE,0,28.3
2012,NUTS,2010,SE,0,29.1
2013,NUTS,2010,SE,0,30.3
2014,NUTS,2010,SE,0,31.8
2015,NUTS,2010,SE,0,32.8
2016,NUTS,2010,SE,0,34.0
2017,NUTS,2010,SE,0,34.7
2018,NUTS,2010,SE,0,35.9
2019,NUTS,2010,SE,0,36.6
2020,NUTS,2010,SE,0,37.4
1999,NUTS,2010,SE1,1,27.9
2000,NUTS,2010,SE1,1,28.8
2001,NUTS,2010,SE1,1,24.1
2002,NUTS,2010,SE1,1,25.0
2003,NUTS,2010,SE1,1,25.9
2004,NUTS,2010,SE1,1,26.3
2005,NUTS,2010,SE1,1,27.9
2006,NUTS,2010,SE1,1,28.5
2007,NUTS,2010,SE1,1,28.9
2008,NUTS,2010,SE1,1,29.4
2009,NUTS,2010,SE1,1,30.3
2010,NUTS,2010,SE1,1,30.9
2011,NUTS,2010,SE1,1,31.7
2012,NUTS,2010,SE1,1,32.8
2013,NUTS,2010,SE1,1,34.6
2014,NUTS,2010,SE1,1,35.9
2015,NUTS,2010,SE1,1,36.6
2016,NUTS,2010,SE1,1,37.8
2017,NUTS,2010,SE1,1,38.6
2018,NUTS,2010,SE1,1,39.6
2019,NUTS,2010,SE1,1,40.8
2020,NUTS,2010,SE1,1,41.6
1999,NUTS,2010,SE11,2,32.4
2000,NUTS,2010,SE11,2,33.4
2001,NUTS,2010,SE11,2,28.0
2002,NUTS,2010,SE11,2,29.3
2003,NUTS,2010,SE11,2,30.8
2004,NUTS,2010,SE11,2,30.9
2005,NUTS,2010,SE11,2,31.7
2006,NUTS,2010,SE11,2,32.4
2007,NUTS,2010,SE11,2,32.8
2008,NUTS,2010,SE11,2,33.6
2009,NUTS,2010,SE11,2,34.7
2010,NUTS,2010,SE11,2,35.4
2011,NUTS,2010,SE11,2,36.4
2012,NUTS,2010,SE11,2,37.2
2013,NUTS,2010,SE11,2,38.8
2014,NUTS,2010,SE11,2,40.2
2015,NUTS,2010,SE11,2,41.2
2016,NUTS,2010,SE11,2,42.6
2017,NUTS,2010,SE11,2,43.4
2018,NUTS,2010,SE11,2,44.4
2019,NUTS,2010,SE11,2,45.2
2020,NUTS,2010,SE11,2,46.0
1999,NUTS,2010,SE12,2,23.0
2000,NUTS,2010,SE12,2,23.2
2001,NUTS,2010,SE12,2,19.3
2002,NUTS,2010,SE12,2,19.9
2003,NUTS,2010,SE12,2,20.2
2004,NUTS,2010,SE12,2,20.9
2005,NUTS,2010,SE12,2,23.2
2006,NUTS,2010,SE12,2,23.7
2007,NUTS,2010,SE12,2,23.9
2008,NUTS,2010,SE12,2,24.0
2009,NUTS,2010,SE12,2,24.5
2010,NUTS,2010,SE12,2,25.0
2011,NUTS,2010,SE12,2,25.4
2012,NUTS,2010,SE12,2,27.0
2013,NUTS,2010,SE12,2,28.9
2014,NUTS,2010,SE12,2,30.0
2015,NUTS,2010,SE12,2,30.4
2016,NUTS,2010,SE12,2,31.1
2017,NUTS,2010,SE12,2,31.8
2018,NUTS,2010,SE12,2,32.9
2019,NUTS,2010,SE12,2,34.5
2020,NUTS,2010,SE12,2,35.5
1999,NUTS,2010,SE2,1,22.3
2000,NUTS,2010,SE2,1,23.5
2001,NUTS,2010,SE2,1,20.0
2002,NUTS,2010,SE2,1,20.4
2003,NUTS,2010,SE2,1,20.8
2004,NUTS,2010,SE2,1,21.7
2005,NUTS,2010,SE2,1,22.0
2006,NUTS,2010,SE2,1,23.4
2007,NUTS,2010,SE2,1,24.4
2008,NUTS,2010,SE2,1,24.8
2009,NUTS,2010,SE2,1,25.4
2010,NUTS,2010,SE2,1,26.4
2011,NUTS,2010,SE2,1,27.4
2012,NUTS,2010,SE2,1,28.1
2013,NUTS,2010,SE2,1,29.0
2014,NUTS,2010,SE2,1,30.7
2015,NUTS,2010,SE2,1,31.7
2016,NUTS,2010,SE2,1,33.0
2017,NUTS,2010,SE2,1,33.5
2018,NUTS,2010,SE2,1,34.7
2019,NUTS,2010,SE2,1,35.1
2020,NUTS,2010,SE2,1,36.0
1999,NUTS,2010,SE21,2,17.5
2000,NUTS,2010,SE21,2,16.8
2001,NUTS,2010,SE21,2,15.9
2002,NUTS,2010,SE21,2,16.8
2003,NUTS,2010,SE21,2,17.0
2004,NUTS,2010,SE21,2,18.0
2005,NUTS,2010,SE21,2,18.3
2006,NUTS,2010,SE21,2,19.0
2007,NUTS,2010,SE21,2,20.2
2008,NUTS,2010,SE21,2,20.8
2009,NUTS,2010,SE21,2,20.9
2010,NUTS,2010,SE21,2,21.2
2011,NUTS,2010,SE21,2,22.1
2012,NUTS,2010,SE21,2,22.8
2013,NUTS,2010,SE21,2,23.6
2014,NUTS,2010,SE21,2,25.3
2015,NUTS,2010,SE21,2,26.3
2016,NUTS,2010,SE21,2,27.4
2017,NUTS,2010,SE21,2,27.7
2018,NUTS,2010,SE21,2,29.4
2019,NUTS,2010,SE21,2,30.6
2020,NUTS,2010,SE21,2,30.2
1999,NUTS,2010,SE22,2,23.7
2000,NUTS,2010,SE22,2,24.5
2001,NUTS,2010,SE22,2,21.3
2002,NUTS,2010,SE22,2,21.0
2003,NUTS,2010,SE22,2,22.0
2004,NUTS,2010,SE22,2,22.7
2005,NUTS,2010,SE22,2,23.5
2006,NUTS,2010,SE22,2,25.5
2007,NUTS,2010,SE22,2,26.5
2008,NUTS,2010,SE22,2,27.0
2009,NUTS,2010,SE22,2,28.0
2010,NUTS,2010,SE22,2,29.1
2011,NUTS,2010,SE22,2,29.7
2012,NUTS,2010,SE22,2,29.9
2013,NUTS,2010,SE22,2,30.8
2014,NUTS,2010,SE22,2,32.2
2015,NUTS,2010,SE22,2,33.8
2016,NUTS,2010,SE22,2,35.8
2017,NUTS,2010,SE22,2,36.5
2018,NUTS,2010,SE22,2,37.4
2019,NUTS,2010,SE22,2,37.5
2020,NUTS,2010,SE22,2,37.8
1999,NUTS,2010,SE23,2,23.5
2000,NUTS,2010,SE23,2,25.7
2001,NUTS,2010,SE23,2,21.0
2002,NUTS,2010,SE23,2,21.7
2003,NUTS,2010,SE23,2,21.5
2004,NUTS,2010,SE23,2,22.7
2005,NUTS,2010,SE23,2,22.5
2006,NUTS,2010,SE23,2,23.9
2007,NUTS,2010,SE23,2,24.7
2008,NUTS,2010,SE23,2,24.8
2009,NUTS,2010,SE23,2,25.5
2010,NUTS,2010,SE23,2,26.7
2011,NUTS,2010,SE23,2,27.9
2012,NUTS,2010,SE23,2,28.9
2013,NUTS,2010,SE23,2,29.9
2014,NUTS,2010,SE23,2,32.0
2015,NUTS,2010,SE23,2,32.4
2016,NUTS,2010,SE23,2,33.3
2017,NUTS,2010,SE23,2,33.7
2018,NUTS,2010,SE23,2,34.9
2019,NUTS,2010,SE23,2,35.1
2020,NUTS,2010,SE23,2,37.0
1999,NUTS,2010,SE3,1,20.4
2000,NUTS,2010,SE3,1,21.8
2001,NUTS,2010,SE3,1,17.6
2002,NUTS,2010,SE3,1,17.4
2003,NUTS,2010,SE3,1,18.3
2004,NUTS,2010,SE3,1,18.7
2005,NUTS,2010,SE3,1,21.1
2006,NUTS,2010,SE3,1,21.4
2007,NUTS,2010,SE3,1,21.1
2008,NUTS,2010,SE3,1,21.6
2009,NUTS,2010,SE3,1,21.9
2010,NUTS,2010,SE3,1,22.3
2011,NUTS,2010,SE3,1,23.3
2012,NUTS,2010,SE3,1,23.5
2013,NUTS,2010,SE3,1,24.2
2014,NUTS,2010,SE3,1,25.4
2015,NUTS,2010,SE3,1,26.6
2016,NUTS,2010,SE3,1,27.8
2017,NUTS,2010,SE3,1,28.8
2018,NUTS,2010,SE3,1,30.0
2019,NUTS,2010,SE3,1,30.4
2020,NUTS,2010,SE3,1,31.0
1999,NUTS,2010,SE31,2,18.8
2000,NUTS,2010,SE31,2,20.2
2001,NUTS,2010,SE31,2,15.5
2002,NUTS,2010,SE31,2,16.0
2003,NUTS,2010,SE31,2,16.6
2004,NUTS,2010,SE31,2,17.2
2005,NUTS,2010,SE31,2,19.7
2006,NUTS,2010,SE31,2,20.0
2007,NUTS,2010,SE31,2,19.2
2008,NUTS,2010,SE31,2,19.5
2009,NUTS,2010,SE31,2,20.4
2010,NUTS,2010,SE31,2,20.7
2011,NUTS,2010,SE31,2,21.5
2012,NUTS,2010,SE31,2,21.9
2013,NUTS,2010,SE31,2,21.7
2014,NUTS,2010,SE31,2,22.6
2015,NUTS,2010,SE31,2,24.4
2016,NUTS,2010,SE31,2,26.1
2017,NUTS,2010,SE31,2,26.9
2018,NUTS,2010,SE31,2,27.7
2019,NUTS,2010,SE31,2,28.1
2020,NUTS,2010,SE31,2,29.3
1999,NUTS,2010,SE32,2,19.5
2000,NUTS,2010,SE32,2,20.4
2001,NUTS,2010,SE32,2,19.3
2002,NUTS,2010,SE32,2,16.8
2003,NUTS,2010,SE32,2,17.7
2004,NUTS,2010,SE32,2,18.5
2005,NUTS,2010,SE32,2,21.3
2006,NUTS,2010,SE32,2,21.4
2007,NUTS,2010,SE32,2,21.6
2008,NUTS,2010,SE32,2,22.4
2009,NUTS,2010,SE32,2,23.2
2010,NUTS,2010,SE32,2,23.1
2011,NUTS,2010,SE32,2,23.2
2012,NUTS,2010,SE32,2,23.2
2013,NUTS,2010,SE32,2,24.5
2014,NUTS,2010,SE32,2,25.4
2015,NUTS,2010,SE32,2,26.2
2016,NUTS,2010,SE32,2,27.1
2017,NUTS,2010,SE32,2,28.7
2018,NUTS,2010,SE32,2,30.3
2019,NUTS,2010,SE32,2,31.4
2020,NUTS,2010,SE32,2,30.9
1999,NUTS,2010,SE33,2,23.8
2000,NUTS,2010,SE33,2,25.4
2001,NUTS,2010,SE33,2,19.6
2002,NUTS,2010,SE33,2,20.0
2003,NUTS,2010,SE33,2,21.3
2004,NUTS,2010,SE33,2,21.2
2005,NUTS,2010,SE33,2,23.1
2006,NUTS,2010,SE33,2,23.5
2007,NUTS,2010,SE33,2,23.9
2008,NUTS,2010,SE33,2,24.3
2009,NUTS,2010,SE33,2,23.4
2010,NUTS,2010,SE33,2,24.5
2011,NUTS,2010,SE33,2,26.2
2012,NUTS,2010,SE33,2,26.3
2013,NUTS,2010,SE33,2,28.1
2014,NUTS,2010,SE33,2,29.7
2015,NUTS,2010,SE33,2,30.3
2016,NUTS,2010,SE33,2,31.1
2017,NUTS,2010,SE33,2,31.8
2018,NUTS,2010,SE33,2,33.5
2019,NUTS,2010,SE33,2,33.5
2020,NUTS,2010,SE33,2,33.9
1999,NUTS,2010,SI,0,11.9
2000,NUTS,2010,SI,0,12.4
2001,NUTS,2010,SI,0,10.9
2002,NUTS,2010,SI,0,11.3
2003,NUTS,2010,SI,0,13.8
2004,NUTS,2010,SI,0,15.0
2005,NUTS,2010,SI,0,16.1
2006,NUTS,2010,SI,0,17.2
2007,NUTS,2010,SI,0,17.7
2008,NUTS,2010,SI,0,18.2
2009,NUTS,2010,SI,0,18.9
2010,NUTS,2010,SI,0,19.6
2011,NUTS,2010,SI,0,20.8
2012,NUTS,2010,SI,0,22.3
2013,NUTS,2010,SI,0,23.6
2014,NUTS,2010,SI,0,24.2
2015,NUTS,2010,SI,0,25.5
2016,NUTS,2010,SI,0,25.9
2017,NUTS,2010,SI,0,27.1
2018,NUTS,2010,SI,0,27.2
2019,NUTS,2010,SI,0,27.5
2020,NUTS,2010,SI,0,29.5
1999,NUTS,2010,SI0,1,11.9
2000,NUTS,2010,SI0,1,12.4
2001,NUTS,2010,SI0,1,10.9
2002,NUTS,2010,SI0,1,11.3
2003,NUTS,2010,SI0,1,13.8
2004,NUTS,2010,SI0,1,15.0
2005,NUTS,2010,SI0,1,16.1
2006,NUTS,2010,SI0,1,17.2
2007,NUTS,2010,SI0,1,17.7
2008,NUTS,2010,SI0,1,18.2
2009,NUTS,2010,SI0,1,18.9
2010,NUTS,2010,SI0,1,19.6
2011,NUTS,2010,SI0,1,20.8
2012,NUTS,2010,SI0,1,22.3
2013,NUTS,2010,SI0,1,23.6
2014,NUTS,2010,SI0,1,24.2
2015,NUTS,2010,SI0,1,25.5
2016,NUTS,2010,SI0,1,25.9
2017,NUTS,2010,SI0,1,27.1
2018,NUTS,2010,SI0,1,27.2
2019,NUTS,2010,SI0,1,27.5
2020,NUTS,2010,SI0,1,29.5
2001,NUTS,2010,SI01,2,9.2
2002,NUTS,2010,SI01,2,9.2
2003,NUTS,2010,SI01,2,11.2
2004,NUTS,2010,SI01,2,12.8
2005,NUTS,2010,SI01,2,13.0
2006,NUTS,2010,SI01,2,13.8
2007,NUTS,2010,SI01,2,14.5
2008,NUTS,2010,SI01,2,14.9
2009,NUTS,2010,SI01,2,15.5
2001,NUTS,2010,SI02,2,12.9
2002,NUTS,2010,SI02,2,13.7
2003,NUTS,2010,SI02,2,16.9
2004,NUTS,2010,SI02,2,17.5
2005,NUTS,2010,SI02,2,19.9
2006,NUTS,2010,SI02,2,21.3
2007,NUTS,2010,SI02,2,21.5
2008,NUTS,2010,SI02,2,22.1
2009,NUTS,2010,SI02,2,22.7
2010,NUTS,2010,SI03,2,16.4
2011,NUTS,2010,SI03,2,17.6
2012,NUTS,2010,SI03,2,18.7
2013,NUTS,2010,SI03,2,20.0
2014,NUTS,2010,SI03,2,20.9
2015,NUTS,2010,SI03,2,21.9
2016,NUTS,2010,SI03,2,22.5
2017,NUTS,2010,SI03,2,23.3
2018,NUTS,2010,SI03,2,23.2
2019,NUTS,2010,SI03,2,23.6
2020,NUTS,2010,SI03,2,25.1
2010,NUTS,2010,SI04,2,23.5
2011,NUTS,2010,SI04,2,24.6
2012,NUTS,2010,SI04,2,26.5
2013,NUTS,2010,SI04,2,27.8
2014,NUTS,2010,SI04,2,28.0
2015,NUTS,2010,SI04,2,29.6
2016,NUTS,2010,SI04,2,29.8
2017,NUTS,2010,SI04,2,31.5
2018,NUTS,2010,SI04,2,31.8
2019,NUTS,2010,SI04,2,32.0
2020,NUTS,2010,SI04,2,34.6
1999,NUTS,2010,SK,0,7.5
2000,NUTS,2010,SK,0,7.9
2001,NUTS,2010,SK,0,8.2
2002,NUTS,2010,SK,0,8.3
2003,NUTS,2010,SK,0,9.0
2004,NUTS,2010,SK,0,10.0
2005,NUTS,2010,SK,0,11.0
2006,NUTS,2010,SK,0,11.6
2007,NUTS,2010,SK,0,11.5
2008,NUTS,2010,SK,0,12.0
2009,NUTS,2010,SK,0,13.1
2010,NUTS,2010,SK,0,14.6
2011,NUTS,2010,SK,0,15.8
2012,NUTS,2010,SK,0,16.4
2013,NUTS,2010,SK,0,17.1
2014,NUTS,2010,SK,0,17.4
2015,NUTS,2010,SK,0,18.3
2016,NUTS,2010,SK,0,19.0
2017,NUTS,2010,SK,0,20.0
2018,NUTS,2010,SK,0,21.1
2019,NUTS,2010,SK,0,22.0
2020,NUTS,2010,SK,0,22.6
1999,NUTS,2010,SK0,1,7.5
2000,NUTS,2010,SK0,1,7.9
2001,NUTS,2010,SK0,1,8.2
2002,NUTS,2010,SK0,1,8.3
2003,NUTS,2010,SK0,1,9.0
2004,NUTS,2010,SK0,1,10.0
2005,NUTS,2010,SK0,1,11.0
2006,NUTS,2010,SK0,1,11.6
2007,NUTS,2010,SK0,1,11.5
2008,NUTS,2010,SK0,1,12.0
2009,NUTS,2010,SK0,1,13.1
2010,NUTS,2010,SK0,1,14.6
2011,NUTS,2010,SK0,1,15.8
2012,NUTS,2010,SK0,1,16.4
2013,NUTS,2010,SK0,1,17.1
2014,NUTS,2010,SK0,1,17.4
2015,NUTS,2010,SK0,1,18.3
2016,NUTS,2010,SK0,1,19.0
2017,NUTS,2010,SK0,1,20.0
2018,NUTS,2010,SK0,1,21.1
2019,NUTS,2010,SK0,1,22.0
2020,NUTS,2010,SK0,1,22.6
1999,NUTS,2010,SK01,2,19.8
2000,NUTS,2010,SK01,2,21.0
2001,NUTS,2010,SK01,2,19.0
2002,NUTS,2010,SK01,2,19.7
2003,NUTS,2010,SK01,2,20.6
2004,NUTS,2010,SK01,2,21.7
2005,NUTS,2010,SK01,2,23.1
2006,NUTS,2010,SK01,2,23.0
2007,NUTS,2010,SK01,2,24.0
2008,NUTS,2010,SK01,2,24.7
2009,NUTS,2010,SK01,2,27.8
2010,NUTS,2010,SK01,2,29.2
2011,NUTS,2010,SK01,2,32.7
2012,NUTS,2010,SK01,2,33.1
2013,NUTS,2010,SK01,2,32.8
2014,NUTS,2010,SK01,2,34.0
2015,NUTS,2010,SK01,2,33.2
2016,NUTS,2010,SK01,2,34.2
2017,NUTS,2010,SK01,2,38.0
2018,NUTS,2010,SK01,2,38.3
2019,NUTS,2010,SK01,2,39.8
2020,NUTS,2010,SK01,2,39.6
1999,NUTS,2010,SK02,2,5.5
2000,NUTS,2010,SK02,2,5.9
2001,NUTS,2010,SK02,2,6.8
2002,NUTS,2010,SK02,2,6.2
2003,NUTS,2010,SK02,2,7.3
2004,NUTS,2010,SK02,2,7.9
2005,NUTS,2010,SK02,2,9.0
2006,NUTS,2010,SK02,2,9.8
2007,NUTS,2010,SK02,2,10.0
2008,NUTS,2010,SK02,2,9.8
2009,NUTS,2010,SK02,2,10.6
2010,NUTS,2010,SK02,2,11.6
2011,NUTS,2010,SK02,2,12.9
2012,NUTS,2010,SK02,2,13.4
2013,NUTS,2010,SK02,2,14.1
2014,NUTS,2010,SK02,2,14.0
2015,NUTS,2010,SK02,2,15.7
2016,NUTS,2010,SK02,2,17.2
2017,NUTS,2010,SK02,2,18.0
2018,NUTS,2010,SK02,2,17.8
2019,NUTS,2010,SK02,2,19.1
2020,NUTS,2010,SK02,2,19.1
1999,NUTS,2010,SK03,2,6.6
2000,NUTS,2010,SK03,2,6.7
2001,NUTS,2010,SK03,2,6.8
2002,NUTS,2010,SK03,2,7.4
2003,NUTS,2010,SK03,2,7.8
2004,NUTS,2010,SK03,2,9.5
2005,NUTS,2010,SK03,2,11.2
2006,NUTS,2010,SK03,2,11.1
2007,NUTS,2010,SK03,2,9.9
2008,NUTS,2010,SK03,2,11.3
2009,NUTS,2010,SK03,2,12.6
2010,NUTS,2010,SK03,2,14.3
2011,NUTS,2010,SK03,2,14.4
2012,NUTS,2010,SK03,2,15.1
2013,NUTS,2010,SK03,2,16.3
2014,NUTS,2010,SK03,2,15.5
2015,NUTS,2010,SK03,2,16.6
2016,NUTS,2010,SK03,2,17.0
2017,NUTS,2010,SK03,2,17.6
2018,NUTS,2010,SK03,2,18.7
2019,NUTS,2010,SK03,2,19.8
2020,NUTS,2010,SK03,2,20.2
1999,NUTS,2010,SK04,2,5.6
2000,NUTS,2010,SK04,2,5.9
2001,NUTS,2010,SK04,2,6.5
2002,NUTS,2010,SK04,2,6.7
2003,NUTS,2010,SK04,2,7.3
2004,NUTS,2010,SK04,2,8.2
2005,NUTS,2010,SK04,2,8.5
2006,NUTS,2010,SK04,2,9.5
2007,NUTS,2010,SK04,2,9.7
2008,NUTS,2010,SK04,2,10.1
2009,NUTS,2010,SK04,2,10.5
2010,NUTS,2010,SK04,2,12.4
2011,NUTS,2010,SK04,2,13.9
2012,NUTS,2010,SK04,2,14.7
2013,NUTS,2010,SK04,2,15.1
2014,NUTS,2010,SK04,2,16.7
