year,region_type,region_year_spec,region_id,region_level,pat_ep_rtot_nr
1992,NUTS,2010,SE321,3,19.58
1993,NUTS,2010,SE321,3,24.51
1994,NUTS,2010,SE321,3,21.77
1995,NUTS,2010,SE321,3,31.08
1996,NUTS,2010,SE321,3,28.05
1997,NUTS,2010,SE321,3,30.85
1998,NUTS,2010,SE321,3,47.56
1999,NUTS,2010,SE321,3,24.25
2000,NUTS,2010,SE321,3,31.39
2001,NUTS,2010,SE321,3,22.28
2002,NUTS,2010,SE321,3,16.95
2003,NUTS,2010,SE321,3,16.8
2004,NUTS,2010,SE321,3,15.43
2005,NUTS,2010,SE321,3,23.17
2006,NUTS,2010,SE321,3,29.45
2007,NUTS,2010,SE321,3,28.58
2008,NUTS,2010,SE321,3,34.51
2009,NUTS,2010,SE321,3,43.87
2010,NUTS,2010,SE321,3,25.3
2011,NUTS,2010,SE321,3,29.83
2012,NUTS,2010,SE321,3,16.1
1978,NUTS,2010,SE322,3,2.0
1979,NUTS,2010,SE322,3,1.0
1980,NUTS,2010,SE322,3,3.0
1981,NUTS,2010,SE322,3,1.0
1982,NUTS,2010,SE322,3,2.0
1983,NUTS,2010,SE322,3,2.0
1984,NUTS,2010,SE322,3,2.5
1985,NUTS,2010,SE322,3,4.33
1986,NUTS,2010,SE322,3,3.67
1987,NUTS,2010,SE322,3,2.25
1988,NUTS,2010,SE322,3,5.17
1989,NUTS,2010,SE322,3,7.0
1990,NUTS,2010,SE322,3,1.0
1991,NUTS,2010,SE322,3,2.0
1992,NUTS,2010,SE322,3,6.0
1993,NUTS,2010,SE322,3,2.0
1994,NUTS,2010,SE322,3,6.5
1995,NUTS,2010,SE322,3,7.0
1996,NUTS,2010,SE322,3,7.0
1997,NUTS,2010,SE322,3,6.0
1998,NUTS,2010,SE322,3,2.5
1999,NUTS,2010,SE322,3,8.0
2000,NUTS,2010,SE322,3,8.17
2001,NUTS,2010,SE322,3,4.5
2002,NUTS,2010,SE322,3,3.7
2003,NUTS,2010,SE322,3,2.75
2004,NUTS,2010,SE322,3,7.17
2005,NUTS,2010,SE322,3,12.0
2006,NUTS,2010,SE322,3,10.42
2007,NUTS,2010,SE322,3,6.5
2008,NUTS,2010,SE322,3,2.5
2009,NUTS,2010,SE322,3,2.33
2010,NUTS,2010,SE322,3,7.88
2011,NUTS,2010,SE322,3,5.0
2012,NUTS,2010,SE322,3,4.0
1977,NUTS,2010,SE33,2,2.0
1978,NUTS,2010,SE33,2,9.8
1979,NUTS,2010,SE33,2,21.0
1980,NUTS,2010,SE33,2,19.08
1981,NUTS,2010,SE33,2,20.7
1982,NUTS,2010,SE33,2,19.83
1983,NUTS,2010,SE33,2,30.33
1984,NUTS,2010,SE33,2,20.61
1985,NUTS,2010,SE33,2,26.67
1986,NUTS,2010,SE33,2,26.63
1987,NUTS,2010,SE33,2,22.0
1988,NUTS,2010,SE33,2,28.0
1989,NUTS,2010,SE33,2,30.5
1990,NUTS,2010,SE33,2,20.43
1991,NUTS,2010,SE33,2,30.85
1992,NUTS,2010,SE33,2,24.08
1993,NUTS,2010,SE33,2,24.75
1994,NUTS,2010,SE33,2,27.98
1995,NUTS,2010,SE33,2,36.13
1996,NUTS,2010,SE33,2,61.68
1997,NUTS,2010,SE33,2,53.05
1998,NUTS,2010,SE33,2,78.46
1999,NUTS,2010,SE33,2,84.03
2000,NUTS,2010,SE33,2,80.64
2001,NUTS,2010,SE33,2,54.2
2002,NUTS,2010,SE33,2,57.0
2003,NUTS,2010,SE33,2,42.63
2004,NUTS,2010,SE33,2,56.43
2005,NUTS,2010,SE33,2,53.31
2006,NUTS,2010,SE33,2,80.52
2007,NUTS,2010,SE33,2,78.88
2008,NUTS,2010,SE33,2,68.84
2009,NUTS,2010,SE33,2,73.43
2010,NUTS,2010,SE33,2,77.91
2011,NUTS,2010,SE33,2,76.9
2012,NUTS,2010,SE33,2,47.28
1977,NUTS,2010,SE331,3,1.0
1978,NUTS,2010,SE331,3,6.3
1979,NUTS,2010,SE331,3,11.67
1980,NUTS,2010,SE331,3,13.5
1981,NUTS,2010,SE331,3,16.5
1982,NUTS,2010,SE331,3,13.17
1983,NUTS,2010,SE331,3,21.33
1984,NUTS,2010,SE331,3,15.61
1985,NUTS,2010,SE331,3,17.33
1986,NUTS,2010,SE331,3,18.63
1987,NUTS,2010,SE331,3,12.0
1988,NUTS,2010,SE331,3,17.5
1989,NUTS,2010,SE331,3,25.17
1990,NUTS,2010,SE331,3,16.6
1991,NUTS,2010,SE331,3,18.18
1992,NUTS,2010,SE331,3,12.54
1993,NUTS,2010,SE331,3,14.21
1994,NUTS,2010,SE331,3,16.15
1995,NUTS,2010,SE331,3,20.13
1996,NUTS,2010,SE331,3,29.02
1997,NUTS,2010,SE331,3,17.68
1998,NUTS,2010,SE331,3,32.6
1999,NUTS,2010,SE331,3,34.67
2000,NUTS,2010,SE331,3,34.0
2001,NUTS,2010,SE331,3,28.42
2002,NUTS,2010,SE331,3,29.43
2003,NUTS,2010,SE331,3,23.93
2004,NUTS,2010,SE331,3,23.57
2005,NUTS,2010,SE331,3,19.59
2006,NUTS,2010,SE331,3,28.37
2007,NUTS,2010,SE331,3,27.2
2008,NUTS,2010,SE331,3,30.75
2009,NUTS,2010,SE331,3,28.88
2010,NUTS,2010,SE331,3,31.31
2011,NUTS,2010,SE331,3,35.25
2012,NUTS,2010,SE331,3,18.9
1977,NUTS,2010,SE332,3,1.0
1978,NUTS,2010,SE332,3,3.5
1979,NUTS,2010,SE332,3,9.33
1980,NUTS,2010,SE332,3,5.58
1981,NUTS,2010,SE332,3,4.2
1982,NUTS,2010,SE332,3,6.67
1983,NUTS,2010,SE332,3,9.0
1984,NUTS,2010,SE332,3,5.0
1985,NUTS,2010,SE332,3,9.33
1986,NUTS,2010,SE332,3,8.0
1987,NUTS,2010,SE332,3,10.0
1988,NUTS,2010,SE332,3,10.5
1989,NUTS,2010,SE332,3,5.33
1990,NUTS,2010,SE332,3,3.83
1991,NUTS,2010,SE332,3,12.67
1992,NUTS,2010,SE332,3,11.53
1993,NUTS,2010,SE332,3,10.53
1994,NUTS,2010,SE332,3,11.83
1995,NUTS,2010,SE332,3,16.0
1996,NUTS,2010,SE332,3,32.67
1997,NUTS,2010,SE332,3,35.37
1998,NUTS,2010,SE332,3,45.86
1999,NUTS,2010,SE332,3,49.36
2000,NUTS,2010,SE332,3,46.64
2001,NUTS,2010,SE332,3,25.78
2002,NUTS,2010,SE332,3,27.57
2003,NUTS,2010,SE332,3,18.7
2004,NUTS,2010,SE332,3,32.86
2005,NUTS,2010,SE332,3,33.72
2006,NUTS,2010,SE332,3,52.15
2007,NUTS,2010,SE332,3,51.68
2008,NUTS,2010,SE332,3,38.09
2009,NUTS,2010,SE332,3,44.55
2010,NUTS,2010,SE332,3,46.6
2011,NUTS,2010,SE332,3,41.65
2012,NUTS,2010,SE332,3,28.38
1977,NUTS,2010,SEX,1,0.5
1978,NUTS,2010,SEX,1,1.0
1980,NUTS,2010,SEX,1,3.83
1981,NUTS,2010,SEX,1,6.33
1982,NUTS,2010,SEX,1,1.5
1983,NUTS,2010,SEX,1,2.58
1984,NUTS,2010,SEX,1,0.5
1985,NUTS,2010,SEX,1,3.14
1986,NUTS,2010,SEX,1,3.5
1987,NUTS,2010,SEX,1,5.58
1988,NUTS,2010,SEX,1,3.83
1989,NUTS,2010,SEX,1,3.0
1990,NUTS,2010,SEX,1,3.53
1991,NUTS,2010,SEX,1,9.87
1992,NUTS,2010,SEX,1,1.33
1993,NUTS,2010,SEX,1,7.03
1994,NUTS,2010,SEX,1,3.83
1995,NUTS,2010,SEX,1,1.2
1996,NUTS,2010,SEX,1,2.33
1997,NUTS,2010,SEX,1,0.33
1998,NUTS,2010,SEX,1,1.58
1999,NUTS,2010,SEX,1,3.0
2000,NUTS,2010,SEX,1,6.78
2001,NUTS,2010,SEX,1,4.5
2002,NUTS,2010,SEX,1,2.08
2003,NUTS,2010,SEX,1,5.58
2004,NUTS,2010,SEX,1,8.73
2005,NUTS,2010,SEX,1,8.57
2006,NUTS,2010,SEX,1,12.1
2007,NUTS,2010,SEX,1,18.87
2008,NUTS,2010,SEX,1,15.6
2009,NUTS,2010,SEX,1,24.56
2010,NUTS,2010,SEX,1,40.33
2011,NUTS,2010,SEX,1,36.32
2012,NUTS,2010,SEX,1,46.15
1977,NUTS,2010,SEXX,2,0.5
1978,NUTS,2010,SEXX,2,1.0
1980,NUTS,2010,SEXX,2,3.83
1981,NUTS,2010,SEXX,2,6.33
1982,NUTS,2010,SEXX,2,1.5
1983,NUTS,2010,SEXX,2,2.58
1984,NUTS,2010,SEXX,2,0.5
1985,NUTS,2010,SEXX,2,3.14
1986,NUTS,2010,SEXX,2,3.5
1987,NUTS,2010,SEXX,2,5.58
1988,NUTS,2010,SEXX,2,3.83
1989,NUTS,2010,SEXX,2,3.0
1990,NUTS,2010,SEXX,2,3.53
1991,NUTS,2010,SEXX,2,9.87
1992,NUTS,2010,SEXX,2,1.33
1993,NUTS,2010,SEXX,2,7.03
1994,NUTS,2010,SEXX,2,3.83
1995,NUTS,2010,SEXX,2,1.2
1996,NUTS,2010,SEXX,2,2.33
1997,NUTS,2010,SEXX,2,0.33
1998,NUTS,2010,SEXX,2,1.58
1999,NUTS,2010,SEXX,2,3.0
2000,NUTS,2010,SEXX,2,6.78
2001,NUTS,2010,SEXX,2,4.5
2002,NUTS,2010,SEXX,2,2.08
2003,NUTS,2010,SEXX,2,5.58
2004,NUTS,2010,SEXX,2,8.73
2005,NUTS,2010,SEXX,2,8.57
2006,NUTS,2010,SEXX,2,12.1
2007,NUTS,2010,SEXX,2,18.87
2008,NUTS,2010,SEXX,2,15.6
2009,NUTS,2010,SEXX,2,24.56
2010,NUTS,2010,SEXX,2,40.33
2011,NUTS,2010,SEXX,2,36.32
2012,NUTS,2010,SEXX,2,46.15
1977,NUTS,2010,SEXXX,3,0.5
1978,NUTS,2010,SEXXX,3,1.0
1980,NUTS,2010,SEXXX,3,3.83
1981,NUTS,2010,SEXXX,3,6.33
1982,NUTS,2010,SEXXX,3,1.5
1983,NUTS,2010,SEXXX,3,2.58
1984,NUTS,2010,SEXXX,3,0.5
1985,NUTS,2010,SEXXX,3,3.14
1986,NUTS,2010,SEXXX,3,3.5
1987,NUTS,2010,SEXXX,3,5.58
1988,NUTS,2010,SEXXX,3,3.83
1989,NUTS,2010,SEXXX,3,3.0
1990,NUTS,2010,SEXXX,3,3.53
1991,NUTS,2010,SEXXX,3,9.87
1992,NUTS,2010,SEXXX,3,1.33
1993,NUTS,2010,SEXXX,3,7.03
1994,NUTS,2010,SEXXX,3,3.83
1995,NUTS,2010,SEXXX,3,1.2
1996,NUTS,2010,SEXXX,3,2.33
1997,NUTS,2010,SEXXX,3,0.33
1998,NUTS,2010,SEXXX,3,1.58
1999,NUTS,2010,SEXXX,3,3.0
2000,NUTS,2010,SEXXX,3,6.78
2001,NUTS,2010,SEXXX,3,4.5
2002,NUTS,2010,SEXXX,3,2.08
2003,NUTS,2010,SEXXX,3,5.58
2004,NUTS,2010,SEXXX,3,8.73
2005,NUTS,2010,SEXXX,3,8.57
2006,NUTS,2010,SEXXX,3,12.1
2007,NUTS,2010,SEXXX,3,18.87
2008,NUTS,2010,SEXXX,3,15.6
2009,NUTS,2010,SEXXX,3,24.56
2010,NUTS,2010,SEXXX,3,40.33
2011,NUTS,2010,SEXXX,3,36.32
2012,NUTS,2010,SEXXX,3,46.15
1978,NUTS,2010,SEZ,1,1.5
1979,NUTS,2010,SEZ,1,1.0
1980,NUTS,2010,SEZ,1,1.83
1981,NUTS,2010,SEZ,1,1.5
1982,NUTS,2010,SEZ,1,4.33
1983,NUTS,2010,SEZ,1,1.5
1984,NUTS,2010,SEZ,1,2.0
1985,NUTS,2010,SEZ,1,2.25
1987,NUTS,2010,SEZ,1,2.5
1988,NUTS,2010,SEZ,1,3.25
1989,NUTS,2010,SEZ,1,2.78
1990,NUTS,2010,SEZ,1,1.25
1991,NUTS,2010,SEZ,1,2.83
1992,NUTS,2010,SEZ,1,3.95
1993,NUTS,2010,SEZ,1,3.25
1994,NUTS,2010,SEZ,1,0.7
1995,NUTS,2010,SEZ,1,3.25
1996,NUTS,2010,SEZ,1,3.16
1997,NUTS,2010,SEZ,1,12.04
1998,NUTS,2010,SEZ,1,3.49
1999,NUTS,2010,SEZ,1,4.02
2000,NUTS,2010,SEZ,1,3.7
2001,NUTS,2010,SEZ,1,9.5
2002,NUTS,2010,SEZ,1,8.17
2003,NUTS,2010,SEZ,1,8.06
2004,NUTS,2010,SEZ,1,7.07
2005,NUTS,2010,SEZ,1,5.33
2006,NUTS,2010,SEZ,1,2.56
2007,NUTS,2010,SEZ,1,3.16
2008,NUTS,2010,SEZ,1,0.67
2009,NUTS,2010,SEZ,1,2.31
2010,NUTS,2010,SEZ,1,2.62
2011,NUTS,2010,SEZ,1,9.07
2012,NUTS,2010,SEZ,1,3.78
1978,NUTS,2010,SEZZ,2,1.5
1979,NUTS,2010,SEZZ,2,1.0
1980,NUTS,2010,SEZZ,2,1.83
1981,NUTS,2010,SEZZ,2,1.5
1982,NUTS,2010,SEZZ,2,4.33
1983,NUTS,2010,SEZZ,2,1.5
1984,NUTS,2010,SEZZ,2,2.0
1985,NUTS,2010,SEZZ,2,2.25
1987,NUTS,2010,SEZZ,2,2.5
1988,NUTS,2010,SEZZ,2,3.25
1989,NUTS,2010,SEZZ,2,2.78
1990,NUTS,2010,SEZZ,2,1.25
1991,NUTS,2010,SEZZ,2,2.83
1992,NUTS,2010,SEZZ,2,3.95
1993,NUTS,2010,SEZZ,2,3.25
1994,NUTS,2010,SEZZ,2,0.7
1995,NUTS,2010,SEZZ,2,3.25
1996,NUTS,2010,SEZZ,2,3.16
1997,NUTS,2010,SEZZ,2,12.04
1998,NUTS,2010,SEZZ,2,3.49
1999,NUTS,2010,SEZZ,2,4.02
2000,NUTS,2010,SEZZ,2,3.7
2001,NUTS,2010,SEZZ,2,9.5
2002,NUTS,2010,SEZZ,2,8.17
2003,NUTS,2010,SEZZ,2,8.06
2004,NUTS,2010,SEZZ,2,7.07
2005,NUTS,2010,SEZZ,2,5.33
2006,NUTS,2010,SEZZ,2,2.56
2007,NUTS,2010,SEZZ,2,3.16
2008,NUTS,2010,SEZZ,2,0.67
2009,NUTS,2010,SEZZ,2,2.31
2010,NUTS,2010,SEZZ,2,2.62
2011,NUTS,2010,SEZZ,2,9.07
2012,NUTS,2010,SEZZ,2,3.78
1978,NUTS,2010,SEZZZ,3,1.5
1979,NUTS,2010,SEZZZ,3,1.0
1980,NUTS,2010,SEZZZ,3,1.83
1981,NUTS,2010,SEZZZ,3,1.5
1982,NUTS,2010,SEZZZ,3,4.33
1983,NUTS,2010,SEZZZ,3,1.5
1984,NUTS,2010,SEZZZ,3,2.0
1985,NUTS,2010,SEZZZ,3,2.25
1987,NUTS,2010,SEZZZ,3,2.5
1988,NUTS,2010,SEZZZ,3,3.25
1989,NUTS,2010,SEZZZ,3,2.78
1990,NUTS,2010,SEZZZ,3,1.25
1991,NUTS,2010,SEZZZ,3,2.83
1992,NUTS,2010,SEZZZ,3,3.95
1993,NUTS,2010,SEZZZ,3,3.25
1994,NUTS,2010,SEZZZ,3,0.7
1995,NUTS,2010,SEZZZ,3,3.25
1996,NUTS,2010,SEZZZ,3,3.16
1997,NUTS,2010,SEZZZ,3,12.04
1998,NUTS,2010,SEZZZ,3,3.49
1999,NUTS,2010,SEZZZ,3,4.02
2000,NUTS,2010,SEZZZ,3,3.7
2001,NUTS,2010,SEZZZ,3,9.5
2002,NUTS,2010,SEZZZ,3,8.17
2003,NUTS,2010,SEZZZ,3,8.06
2004,NUTS,2010,SEZZZ,3,7.07
2005,NUTS,2010,SEZZZ,3,5.33
2006,NUTS,2010,SEZZZ,3,2.56
2007,NUTS,2010,SEZZZ,3,3.16
2008,NUTS,2010,SEZZZ,3,0.67
2009,NUTS,2010,SEZZZ,3,2.31
2010,NUTS,2010,SEZZZ,3,2.62
2011,NUTS,2010,SEZZZ,3,9.07
2012,NUTS,2010,SEZZZ,3,3.78
1987,NUTS,2010,SI,0,1.0
1988,NUTS,2010,SI,0,1.0
1989,NUTS,2010,SI,0,2.0
1990,NUTS,2010,SI,0,5.0
1991,NUTS,2010,SI,0,3.33
1992,NUTS,2010,SI,0,13.25
1993,NUTS,2010,SI,0,21.08
1994,NUTS,2010,SI,0,20.17
1995,NUTS,2010,SI,0,23.99
1996,NUTS,2010,SI,0,18.33
1997,NUTS,2010,SI,0,19.8
1998,NUTS,2010,SI,0,39.03
1999,NUTS,2010,SI,0,31.37
2000,NUTS,2010,SI,0,49.12
2001,NUTS,2010,SI,0,51.0
2002,NUTS,2010,SI,0,83.33
2003,NUTS,2010,SI,0,73.44
2004,NUTS,2010,SI,0,111.88
2005,NUTS,2010,SI,0,108.17
2006,NUTS,2010,SI,0,99.42
2007,NUTS,2010,SI,0,120.11
2008,NUTS,2010,SI,0,138.91
2009,NUTS,2010,SI,0,123.25
2010,NUTS,2010,SI,0,104.93
2011,NUTS,2010,SI,0,111.13
2012,NUTS,2010,SI,0,99.68
1987,NUTS,2010,SI0,1,1.0
1988,NUTS,2010,SI0,1,1.0
1989,NUTS,2010,SI0,1,2.0
1990,NUTS,2010,SI0,1,5.0
1991,NUTS,2010,SI0,1,3.33
1992,NUTS,2010,SI0,1,13.25
1993,NUTS,2010,SI0,1,20.58
1994,NUTS,2010,SI0,1,19.5
1995,NUTS,2010,SI0,1,23.99
1996,NUTS,2010,SI0,1,18.33
1997,NUTS,2010,SI0,1,19.8
1998,NUTS,2010,SI0,1,39.03
1999,NUTS,2010,SI0,1,30.87
2000,NUTS,2010,SI0,1,48.04
2001,NUTS,2010,SI0,1,50.5
2002,NUTS,2010,SI0,1,83.08
2003,NUTS,2010,SI0,1,73.27
2004,NUTS,2010,SI0,1,111.88
2005,NUTS,2010,SI0,1,108.17
2006,NUTS,2010,SI0,1,99.42
2007,NUTS,2010,SI0,1,120.11
2008,NUTS,2010,SI0,1,133.41
2009,NUTS,2010,SI0,1,121.59
2010,NUTS,2010,SI0,1,102.76
2011,NUTS,2010,SI0,1,110.34
2012,NUTS,2010,SI0,1,98.1
1987,NUTS,2010,SI01,2,0.08
1988,NUTS,2010,SI01,2,1.0
1990,NUTS,2010,SI01,2,1.5
1992,NUTS,2010,SI01,2,3.8
1993,NUTS,2010,SI01,2,5.55
1994,NUTS,2010,SI01,2,8.67
1995,NUTS,2010,SI01,2,6.87
1996,NUTS,2010,SI01,2,4.5
1997,NUTS,2010,SI01,2,7.92
1998,NUTS,2010,SI01,2,16.25
1999,NUTS,2010,SI01,2,11.92
2000,NUTS,2010,SI01,2,21.13
2001,NUTS,2010,SI01,2,16.16
2002,NUTS,2010,SI01,2,40.03
2003,NUTS,2010,SI01,2,21.52
2004,NUTS,2010,SI01,2,54.78
2005,NUTS,2010,SI01,2,55.61
2006,NUTS,2010,SI01,2,43.28
2007,NUTS,2010,SI01,2,53.57
2008,NUTS,2010,SI01,2,48.55
2009,NUTS,2010,SI01,2,50.8
2010,NUTS,2010,SI01,2,41.78
2011,NUTS,2010,SI01,2,38.06
2012,NUTS,2010,SI01,2,37.71
1995,NUTS,2010,SI011,3,0.46
1996,NUTS,2010,SI011,3,0.5
2001,NUTS,2010,SI011,3,1.0
2002,NUTS,2010,SI011,3,0.5
2003,NUTS,2010,SI011,3,1.5
2004,NUTS,2010,SI011,3,1.92
2005,NUTS,2010,SI011,3,1.33
2006,NUTS,2010,SI011,3,0.53
2007,NUTS,2010,SI011,3,2.0
2008,NUTS,2010,SI011,3,1.4
2009,NUTS,2010,SI011,3,0.5
2010,NUTS,2010,SI011,3,0.33
2011,NUTS,2010,SI011,3,1.67
1988,NUTS,2010,SI012,3,1.0
1990,NUTS,2010,SI012,3,1.5
1992,NUTS,2010,SI012,3,0.5
1993,NUTS,2010,SI012,3,1.5
1994,NUTS,2010,SI012,3,1.67
1995,NUTS,2010,SI012,3,3.33
1996,NUTS,2010,SI012,3,1.0
1997,NUTS,2010,SI012,3,3.5
1998,NUTS,2010,SI012,3,6.75
1999,NUTS,2010,SI012,3,4.5
2000,NUTS,2010,SI012,3,2.86
2001,NUTS,2010,SI012,3,2.84
2002,NUTS,2010,SI012,3,9.07
2003,NUTS,2010,SI012,3,2.31
2004,NUTS,2010,SI012,3,7.54
2005,NUTS,2010,SI012,3,6.0
2006,NUTS,2010,SI012,3,1.5
2007,NUTS,2010,SI012,3,6.45
2008,NUTS,2010,SI012,3,2.45
2009,NUTS,2010,SI012,3,5.52
2010,NUTS,2010,SI012,3,4.35
2011,NUTS,2010,SI012,3,8.49
2012,NUTS,2010,SI012,3,7.84
1992,NUTS,2010,SI013,3,0.5
1993,NUTS,2010,SI013,3,1.57
1994,NUTS,2010,SI013,3,3.0
2000,NUTS,2010,SI013,3,0.67
2001,NUTS,2010,SI013,3,2.36
2004,NUTS,2010,SI013,3,0.4
2005,NUTS,2010,SI013,3,2.08
2006,NUTS,2010,SI013,3,1.73
2007,NUTS,2010,SI013,3,0.53
2008,NUTS,2010,SI013,3,3.04
2009,NUTS,2010,SI013,3,0.5
2010,NUTS,2010,SI013,3,2.15
2011,NUTS,2010,SI013,3,1.67
2012,NUTS,2010,SI013,3,3.22
1992,NUTS,2010,SI014,3,1.0
1993,NUTS,2010,SI014,3,0.07
1994,NUTS,2010,SI014,3,2.0
1995,NUTS,2010,SI014,3,0.33
1996,NUTS,2010,SI014,3,1.0
1997,NUTS,2010,SI014,3,2.42
1998,NUTS,2010,SI014,3,2.83
1999,NUTS,2010,SI014,3,2.17
2000,NUTS,2010,SI014,3,12.5
2001,NUTS,2010,SI014,3,7.65
2002,NUTS,2010,SI014,3,20.17
2003,NUTS,2010,SI014,3,6.37
2004,NUTS,2010,SI014,3,14.29
2005,NUTS,2010,SI014,3,23.64
2006,NUTS,2010,SI014,3,14.14
2007,NUTS,2010,SI014,3,15.33
2008,NUTS,2010,SI014,3,15.51
2009,NUTS,2010,SI014,3,19.1
2010,NUTS,2010,SI014,3,13.01
2011,NUTS,2010,SI014,3,10.6
2012,NUTS,2010,SI014,3,15.58
1992,NUTS,2010,SI015,3,1.3
1997,NUTS,2010,SI015,3,1.0
1998,NUTS,2010,SI015,3,2.5
1999,NUTS,2010,SI015,3,2.75
2000,NUTS,2010,SI015,3,2.0
2002,NUTS,2010,SI015,3,4.0
2003,NUTS,2010,SI015,3,1.0
2004,NUTS,2010,SI015,3,3.64
2005,NUTS,2010,SI015,3,1.56
2006,NUTS,2010,SI015,3,3.09
2007,NUTS,2010,SI015,3,4.28
2008,NUTS,2010,SI015,3,3.58
2009,NUTS,2010,SI015,3,2.67
2010,NUTS,2010,SI015,3,4.17
2011,NUTS,2010,SI015,3,2.75
2012,NUTS,2010,SI015,3,5.8
1992,NUTS,2010,SI016,3,0.5
1993,NUTS,2010,SI016,3,0.4
1995,NUTS,2010,SI016,3,1.13
1999,NUTS,2010,SI016,3,2.0
2000,NUTS,2010,SI016,3,1.61
2002,NUTS,2010,SI016,3,0.73
2003,NUTS,2010,SI016,3,0.33
2004,NUTS,2010,SI016,3,1.79
2005,NUTS,2010,SI016,3,2.51
2006,NUTS,2010,SI016,3,0.44
2007,NUTS,2010,SI016,3,1.72
2008,NUTS,2010,SI016,3,1.99
2009,NUTS,2010,SI016,3,3.04
2010,NUTS,2010,SI016,3,2.37
2011,NUTS,2010,SI016,3,0.17
1987,NUTS,2010,SI017,3,0.08
1993,NUTS,2010,SI017,3,2.0
1994,NUTS,2010,SI017,3,2.0
1995,NUTS,2010,SI017,3,1.63
1996,NUTS,2010,SI017,3,1.0
1998,NUTS,2010,SI017,3,4.17
1999,NUTS,2010,SI017,3,0.5
2000,NUTS,2010,SI017,3,1.5
2001,NUTS,2010,SI017,3,1.64
2002,NUTS,2010,SI017,3,4.57
2003,NUTS,2010,SI017,3,4.01
2004,NUTS,2010,SI017,3,19.4
2005,NUTS,2010,SI017,3,16.99
2006,NUTS,2010,SI017,3,20.34
2007,NUTS,2010,SI017,3,19.77
2008,NUTS,2010,SI017,3,18.17
2009,NUTS,2010,SI017,3,16.16
2010,NUTS,2010,SI017,3,15.07
2011,NUTS,2010,SI017,3,8.61
2012,NUTS,2010,SI017,3,4.02
1996,NUTS,2010,SI018,3,1.0
1997,NUTS,2010,SI018,3,1.0
2001,NUTS,2010,SI018,3,0.67
2002,NUTS,2010,SI018,3,1.0
2003,NUTS,2010,SI018,3,6.0
2004,NUTS,2010,SI018,3,5.81
2005,NUTS,2010,SI018,3,1.5
2006,NUTS,2010,SI018,3,1.5
2007,NUTS,2010,SI018,3,3.5
2008,NUTS,2010,SI018,3,2.41
2009,NUTS,2010,SI018,3,3.32
2010,NUTS,2010,SI018,3,0.33
2011,NUTS,2010,SI018,3,4.11
2012,NUTS,2010,SI018,3,1.25
1987,NUTS,2010,SI02,2,0.92
1989,NUTS,2010,SI02,2,2.0
1990,NUTS,2010,SI02,2,3.5
1991,NUTS,2010,SI02,2,3.33
1992,NUTS,2010,SI02,2,9.45
1993,NUTS,2010,SI02,2,15.04
1994,NUTS,2010,SI02,2,10.83
1995,NUTS,2010,SI02,2,17.12
1996,NUTS,2010,SI02,2,13.83
1997,NUTS,2010,SI02,2,11.89
1998,NUTS,2010,SI02,2,22.78
1999,NUTS,2010,SI02,2,18.95
2000,NUTS,2010,SI02,2,26.91
2001,NUTS,2010,SI02,2,34.34
2002,NUTS,2010,SI02,2,43.04
2003,NUTS,2010,SI02,2,51.75
2004,NUTS,2010,SI02,2,57.1
2005,NUTS,2010,SI02,2,52.55
2006,NUTS,2010,SI02,2,56.14
2007,NUTS,2010,SI02,2,66.53
2008,NUTS,2010,SI02,2,84.86
2009,NUTS,2010,SI02,2,70.78
2010,NUTS,2010,SI02,2,60.98
2011,NUTS,2010,SI02,2,72.29
2012,NUTS,2010,SI02,2,60.39
1987,NUTS,2010,SI021,3,0.83
1989,NUTS,2010,SI021,3,2.0
1990,NUTS,2010,SI021,3,3.19
1991,NUTS,2010,SI021,3,2.0
1992,NUTS,2010,SI021,3,5.25
1993,NUTS,2010,SI021,3,10.8
1994,NUTS,2010,SI021,3,5.33
1995,NUTS,2010,SI021,3,14.62
1996,NUTS,2010,SI021,3,4.83
1997,NUTS,2010,SI021,3,10.05
1998,NUTS,2010,SI021,3,18.2
1999,NUTS,2010,SI021,3,11.2
2000,NUTS,2010,SI021,3,19.56
2001,NUTS,2010,SI021,3,24.18
2002,NUTS,2010,SI021,3,28.85
2003,NUTS,2010,SI021,3,34.67
2004,NUTS,2010,SI021,3,39.69
2005,NUTS,2010,SI021,3,37.85
2006,NUTS,2010,SI021,3,45.75
2007,NUTS,2010,SI021,3,52.32
2008,NUTS,2010,SI021,3,65.37
2009,NUTS,2010,SI021,3,57.67
2010,NUTS,2010,SI021,3,42.85
2011,NUTS,2010,SI021,3,58.42
2012,NUTS,2010,SI021,3,43.31
1987,NUTS,2010,SI022,3,0.08
1990,NUTS,2010,SI022,3,0.31
1992,NUTS,2010,SI022,3,3.2
1993,NUTS,2010,SI022,3,2.33
1994,NUTS,2010,SI022,3,0.5
1995,NUTS,2010,SI022,3,1.5
1996,NUTS,2010,SI022,3,5.0
1997,NUTS,2010,SI022,3,0.5
1998,NUTS,2010,SI022,3,2.58
1999,NUTS,2010,SI022,3,4.0
2000,NUTS,2010,SI022,3,4.68
2001,NUTS,2010,SI022,3,7.02
2002,NUTS,2010,SI022,3,8.19
2003,NUTS,2010,SI022,3,8.88
2004,NUTS,2010,SI022,3,9.12
2005,NUTS,2010,SI022,3,4.66
2006,NUTS,2010,SI022,3,5.45
2007,NUTS,2010,SI022,3,8.43
