year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_gov_rse_pc_emp_hc_f
2013,NUTS,2010,UKD3,2,0.0028
2015,NUTS,2010,UKD3,2,0.0028
2017,NUTS,2010,UKD3,2,0.003
2011,NUTS,2010,UKD4,2,0.0065
2013,NUTS,2010,UKD4,2,0.0066
2015,NUTS,2010,UKD4,2,0.0068
2017,NUTS,2010,UKD4,2,0.0064
2011,NUTS,2010,UKD6,2,0.0239
2013,NUTS,2010,UKD6,2,0.0246
2015,NUTS,2010,UKD6,2,0.0308
2017,NUTS,2010,UKD6,2,0.0366
2011,NUTS,2010,UKD7,2,0.009
2013,NUTS,2010,UKD7,2,0.01
2015,NUTS,2010,UKD7,2,0.0098
2017,NUTS,2010,UKD7,2,0.0098
2011,NUTS,2010,UKE,1,0.0063
2013,NUTS,2010,UKE,1,0.0091
2015,NUTS,2010,UKE,1,0.003
2017,NUTS,2010,UKE,1,0.0031
2011,NUTS,2010,UKE1,2,0.0
2013,NUTS,2010,UKE1,2,0.0
2015,NUTS,2010,UKE1,2,0.0
2017,NUTS,2010,UKE1,2,0.0
2011,NUTS,2010,UKE2,2,0.0342
2013,NUTS,2010,UKE2,2,0.0482
2015,NUTS,2010,UKE2,2,0.0088
2017,NUTS,2010,UKE2,2,0.0071
2011,NUTS,2010,UKE3,2,0.0036
2013,NUTS,2010,UKE3,2,0.0045
2015,NUTS,2010,UKE3,2,0.0052
2017,NUTS,2010,UKE3,2,0.0065
2011,NUTS,2010,UKE4,2,0.0003
2013,NUTS,2010,UKE4,2,0.0007
2015,NUTS,2010,UKE4,2,0.0006
2017,NUTS,2010,UKE4,2,0.0007
2011,NUTS,2010,UKF,1,0.012
2013,NUTS,2010,UKF,1,0.0121
2015,NUTS,2010,UKF,1,0.0128
2017,NUTS,2010,UKF,1,0.0108
2011,NUTS,2010,UKF1,2,0.0228
2013,NUTS,2010,UKF1,2,0.0216
2015,NUTS,2010,UKF1,2,0.0219
2017,NUTS,2010,UKF1,2,0.0198
2011,NUTS,2010,UKF2,2,0.0045
2013,NUTS,2010,UKF2,2,0.0056
2015,NUTS,2010,UKF2,2,0.0062
2017,NUTS,2010,UKF2,2,0.0047
2011,NUTS,2010,UKF3,2,0.0
2013,NUTS,2010,UKF3,2,0.0
2015,NUTS,2010,UKF3,2,0.0
2017,NUTS,2010,UKF3,2,0.0
2011,NUTS,2010,UKG,1,0.0001
2013,NUTS,2010,UKG,1,0.0004
2015,NUTS,2010,UKG,1,0.0008
2017,NUTS,2010,UKG,1,0.0003
2011,NUTS,2010,UKG1,2,0.0002
2013,NUTS,2010,UKG1,2,0.0003
2015,NUTS,2010,UKG1,2,0.0003
2017,NUTS,2010,UKG1,2,0.0003
2011,NUTS,2010,UKG2,2,0.0
2013,NUTS,2010,UKG2,2,0.0
2015,NUTS,2010,UKG2,2,0.0
2017,NUTS,2010,UKG2,2,0.0001
2011,NUTS,2010,UKG3,2,0.0002
2013,NUTS,2010,UKG3,2,0.0008
2015,NUTS,2010,UKG3,2,0.0015
2017,NUTS,2010,UKG3,2,0.0005
2011,NUTS,2010,UKH,1,0.0194
2013,NUTS,2010,UKH,1,0.0225
2015,NUTS,2010,UKH,1,0.0237
2017,NUTS,2010,UKH,1,0.0212
2011,NUTS,2010,UKH1,2,0.0443
2013,NUTS,2010,UKH1,2,0.0535
2015,NUTS,2010,UKH1,2,0.0563
2017,NUTS,2010,UKH1,2,0.0479
2011,NUTS,2010,UKH2,2,0.0038
2013,NUTS,2010,UKH2,2,0.0024
2015,NUTS,2010,UKH2,2,0.0026
2017,NUTS,2010,UKH2,2,0.0069
2011,NUTS,2010,UKH3,2,0.0
2013,NUTS,2010,UKH3,2,0.0
2015,NUTS,2010,UKH3,2,0.0
2017,NUTS,2010,UKH3,2,0.0
2011,NUTS,2010,UKI,1,0.0222
2013,NUTS,2010,UKI,1,0.0254
2015,NUTS,2010,UKI,1,0.0203
2017,NUTS,2010,UKI,1,0.019
2011,NUTS,2010,UKI3,2,0.1197
2013,NUTS,2010,UKI3,2,0.1253
2015,NUTS,2010,UKI3,2,0.1321
2017,NUTS,2010,UKI3,2,0.138
2011,NUTS,2010,UKI4,2,0.0023
2013,NUTS,2010,UKI4,2,0.0026
2015,NUTS,2010,UKI4,2,0.0025
2017,NUTS,2010,UKI4,2,0.0018
2011,NUTS,2010,UKI5,2,0.0002
2013,NUTS,2010,UKI5,2,0.0003
2015,NUTS,2010,UKI5,2,0.0
2017,NUTS,2010,UKI5,2,0.0
2011,NUTS,2010,UKI6,2,0.0066
2013,NUTS,2010,UKI6,2,0.0071
2015,NUTS,2010,UKI6,2,0.0017
2017,NUTS,2010,UKI6,2,0.0017
2011,NUTS,2010,UKI7,2,0.0216
2013,NUTS,2010,UKI7,2,0.0255
2015,NUTS,2010,UKI7,2,0.0055
2017,NUTS,2010,UKI7,2,0.0036
2011,NUTS,2010,UKJ,1,0.0525
2013,NUTS,2010,UKJ,1,0.0595
2015,NUTS,2010,UKJ,1,0.0581
2017,NUTS,2010,UKJ,1,0.055
2011,NUTS,2010,UKJ1,2,0.0821
2013,NUTS,2010,UKJ1,2,0.0878
2015,NUTS,2010,UKJ1,2,0.0993
2017,NUTS,2010,UKJ1,2,0.1049
2011,NUTS,2010,UKJ2,2,0.0235
2013,NUTS,2010,UKJ2,2,0.0318
2015,NUTS,2010,UKJ2,2,0.0169
2017,NUTS,2010,UKJ2,2,0.016
2011,NUTS,2010,UKJ3,2,0.0658
2013,NUTS,2010,UKJ3,2,0.0857
2015,NUTS,2010,UKJ3,2,0.0868
2017,NUTS,2010,UKJ3,2,0.0758
2011,NUTS,2010,UKJ4,2,0.0435
2013,NUTS,2010,UKJ4,2,0.0366
2015,NUTS,2010,UKJ4,2,0.0331
2017,NUTS,2010,UKJ4,2,0.0268
2011,NUTS,2010,UKK,1,0.0429
2013,NUTS,2010,UKK,1,0.0421
2015,NUTS,2010,UKK,1,0.0388
2017,NUTS,2010,UKK,1,0.0433
2011,NUTS,2010,UKK1,2,0.0788
2013,NUTS,2010,UKK1,2,0.0913
2015,NUTS,2010,UKK1,2,0.0832
2017,NUTS,2010,UKK1,2,0.0939
2011,NUTS,2010,UKK2,2,0.002
2013,NUTS,2010,UKK2,2,0.0024
2015,NUTS,2010,UKK2,2,0.0021
2017,NUTS,2010,UKK2,2,0.0014
2011,NUTS,2010,UKK3,2,0.0
2013,NUTS,2010,UKK3,2,0.0
2015,NUTS,2010,UKK3,2,0.0
2017,NUTS,2010,UKK3,2,0.0003
2011,NUTS,2010,UKK4,2,0.0308
2013,NUTS,2010,UKK4,2,0.0006
2015,NUTS,2010,UKK4,2,0.0004
2017,NUTS,2010,UKK4,2,0.0004
2011,NUTS,2010,UKL,1,0.0062
2013,NUTS,2010,UKL,1,0.0072
2015,NUTS,2010,UKL,1,0.0037
2017,NUTS,2010,UKL,1,0.0041
2011,NUTS,2010,UKL1,2,0.0023
2013,NUTS,2010,UKL1,2,0.0035
2015,NUTS,2010,UKL1,2,0.0031
2017,NUTS,2010,UKL1,2,0.0037
2011,NUTS,2010,UKL2,2,0.0123
2013,NUTS,2010,UKL2,2,0.0129
2015,NUTS,2010,UKL2,2,0.0051
2017,NUTS,2010,UKL2,2,0.0047
2011,NUTS,2010,UKM,1,0.0286
2013,NUTS,2010,UKM,1,0.0256
2015,NUTS,2010,UKM,1,0.0303
2017,NUTS,2010,UKM,1,0.0325
2013,NUTS,2010,UKM2,2,0.0369
2015,NUTS,2010,UKM2,2,0.0391
2017,NUTS,2010,UKM2,2,0.0427
2013,NUTS,2010,UKM3,2,0.004
2015,NUTS,2010,UKM3,2,0.0042
2017,NUTS,2010,UKM3,2,0.0043
2013,NUTS,2010,UKM5,2,0.0996
2015,NUTS,2010,UKM5,2,0.1351
2017,NUTS,2010,UKM5,2,0.1506
2013,NUTS,2010,UKM6,2,0.0038
2015,NUTS,2010,UKM6,2,0.0044
2017,NUTS,2010,UKM6,2,0.0057
2011,NUTS,2010,UKN,1,0.0069
2013,NUTS,2010,UKN,1,0.0086
2015,NUTS,2010,UKN,1,0.0055
2017,NUTS,2010,UKN,1,0.0072
2011,NUTS,2010,UKN0,2,0.0069
2013,NUTS,2010,UKN0,2,0.0086
2015,NUTS,2010,UKN0,2,0.0055
2017,NUTS,2010,UKN0,2,0.0072
