year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_gov_rse_pc_emp_hc_f
2011,NUTS,2010,EL61,2,0.1024
2011,NUTS,2010,EL62,2,0.1009
2011,NUTS,2010,EL63,2,0.0912
2011,NUTS,2010,EL64,2,0.074
2011,NUTS,2010,EL65,2,0.163
2011,NUTS,2010,ES,0,0.1953
2012,NUTS,2010,ES,0,0.196
2013,NUTS,2010,ES,0,0.1947
2014,NUTS,2010,ES,0,0.1924
2015,NUTS,2010,ES,0,0.2022
2016,NUTS,2010,ES,0,0.2072
2017,NUTS,2010,ES,0,0.2066
2018,NUTS,2010,ES,0,0.2083
2019,NUTS,2010,ES,0,0.2146
2011,NUTS,2010,ES1,1,0.1386
2013,NUTS,2010,ES1,1,0.1341
2014,NUTS,2010,ES1,1,0.1368
2015,NUTS,2010,ES1,1,0.1445
2016,NUTS,2010,ES1,1,0.1499
2017,NUTS,2010,ES1,1,0.1606
2018,NUTS,2010,ES1,1,0.1834
2019,NUTS,2010,ES1,1,0.2127
2013,NUTS,2010,ES11,2,0.137
2014,NUTS,2010,ES11,2,0.1341
2015,NUTS,2010,ES11,2,0.1401
2016,NUTS,2010,ES11,2,0.1444
2017,NUTS,2010,ES11,2,0.1617
2018,NUTS,2010,ES11,2,0.1783
2019,NUTS,2010,ES11,2,0.2178
2012,NUTS,2010,ES12,2,0.1095
2013,NUTS,2010,ES12,2,0.0894
2014,NUTS,2010,ES12,2,0.0845
2015,NUTS,2010,ES12,2,0.0859
2016,NUTS,2010,ES12,2,0.1
2017,NUTS,2010,ES12,2,0.1127
2018,NUTS,2010,ES12,2,0.1339
2019,NUTS,2010,ES12,2,0.1241
2011,NUTS,2010,ES13,2,0.1965
2012,NUTS,2010,ES13,2,0.2075
2013,NUTS,2010,ES13,2,0.1968
2014,NUTS,2010,ES13,2,0.239
2015,NUTS,2010,ES13,2,0.2689
2016,NUTS,2010,ES13,2,0.262
2017,NUTS,2010,ES13,2,0.2374
2018,NUTS,2010,ES13,2,0.292
2019,NUTS,2010,ES13,2,0.3369
2011,NUTS,2010,ES2,1,0.1758
2012,NUTS,2010,ES2,1,0.1721
2013,NUTS,2010,ES2,1,0.1836
2014,NUTS,2010,ES2,1,0.1786
2016,NUTS,2010,ES2,1,0.1739
2017,NUTS,2010,ES2,1,0.186
2018,NUTS,2010,ES2,1,0.1927
2019,NUTS,2010,ES2,1,0.1935
2011,NUTS,2010,ES21,2,0.1559
2012,NUTS,2010,ES21,2,0.1351
2013,NUTS,2010,ES21,2,0.1498
2014,NUTS,2010,ES21,2,0.1417
2015,NUTS,2010,ES21,2,0.1597
2016,NUTS,2010,ES21,2,0.1538
2017,NUTS,2010,ES21,2,0.1556
2018,NUTS,2010,ES21,2,0.1578
2019,NUTS,2010,ES21,2,0.1556
2011,NUTS,2010,ES22,2,0.1342
2012,NUTS,2010,ES22,2,0.1612
2013,NUTS,2010,ES22,2,0.1832
2014,NUTS,2010,ES22,2,0.197
2016,NUTS,2010,ES22,2,0.2031
2017,NUTS,2010,ES22,2,0.2069
2018,NUTS,2010,ES22,2,0.2418
2019,NUTS,2010,ES22,2,0.2328
2011,NUTS,2010,ES23,2,0.313
2012,NUTS,2010,ES23,2,0.3636
2013,NUTS,2010,ES23,2,0.3339
2014,NUTS,2010,ES23,2,0.2933
2015,NUTS,2010,ES23,2,0.3012
2016,NUTS,2010,ES23,2,0.3221
2017,NUTS,2010,ES23,2,0.3987
2018,NUTS,2010,ES23,2,0.3828
2019,NUTS,2010,ES23,2,0.3684
2011,NUTS,2010,ES24,2,0.1999
2012,NUTS,2010,ES24,2,0.1979
2013,NUTS,2010,ES24,2,0.2069
2014,NUTS,2010,ES24,2,0.2062
2015,NUTS,2010,ES24,2,0.1595
2016,NUTS,2010,ES24,2,0.1582
2017,NUTS,2010,ES24,2,0.1759
2018,NUTS,2010,ES24,2,0.1804
2019,NUTS,2010,ES24,2,0.194
2011,NUTS,2010,ES3,1,0.3142
2012,NUTS,2010,ES3,1,0.3169
2013,NUTS,2010,ES3,1,0.3077
2014,NUTS,2010,ES3,1,0.3252
2015,NUTS,2010,ES3,1,0.3182
2016,NUTS,2010,ES3,1,0.3714
2017,NUTS,2010,ES3,1,0.3367
2018,NUTS,2010,ES3,1,0.3385
2019,NUTS,2010,ES3,1,0.3524
2011,NUTS,2010,ES30,2,0.3142
2012,NUTS,2010,ES30,2,0.3169
2013,NUTS,2010,ES30,2,0.3077
2014,NUTS,2010,ES30,2,0.3252
2015,NUTS,2010,ES30,2,0.3182
2016,NUTS,2010,ES30,2,0.3714
2017,NUTS,2010,ES30,2,0.3367
2018,NUTS,2010,ES30,2,0.3385
2019,NUTS,2010,ES30,2,0.3524
2011,NUTS,2010,ES4,1,0.1554
2013,NUTS,2010,ES4,1,0.1429
2014,NUTS,2010,ES4,1,0.1298
2015,NUTS,2010,ES4,1,0.1555
2016,NUTS,2010,ES4,1,0.1442
2017,NUTS,2010,ES4,1,0.1506
2018,NUTS,2010,ES4,1,0.1741
2019,NUTS,2010,ES4,1,0.1677
2012,NUTS,2010,ES41,2,0.1195
2013,NUTS,2010,ES41,2,0.1217
2014,NUTS,2010,ES41,2,0.1207
2015,NUTS,2010,ES41,2,0.1429
2016,NUTS,2010,ES41,2,0.122
2017,NUTS,2010,ES41,2,0.1185
2018,NUTS,2010,ES41,2,0.1357
2019,NUTS,2010,ES41,2,0.1396
2013,NUTS,2010,ES42,2,0.1959
2014,NUTS,2010,ES42,2,0.1773
2015,NUTS,2010,ES42,2,0.2074
2016,NUTS,2010,ES42,2,0.2081
2017,NUTS,2010,ES42,2,0.2237
2018,NUTS,2010,ES42,2,0.2616
2019,NUTS,2010,ES42,2,0.23
2011,NUTS,2010,ES43,2,0.1041
2012,NUTS,2010,ES43,2,0.1142
2013,NUTS,2010,ES43,2,0.0958
2014,NUTS,2010,ES43,2,0.0605
2015,NUTS,2010,ES43,2,0.0853
2016,NUTS,2010,ES43,2,0.0756
2017,NUTS,2010,ES43,2,0.088
2018,NUTS,2010,ES43,2,0.0974
2019,NUTS,2010,ES43,2,0.1128
2011,NUTS,2010,ES5,1,0.2018
2012,NUTS,2010,ES5,1,0.2017
2013,NUTS,2010,ES5,1,0.2061
2014,NUTS,2010,ES5,1,0.1955
2015,NUTS,2010,ES5,1,0.1871
2016,NUTS,2010,ES5,1,0.1902
2017,NUTS,2010,ES5,1,0.2002
2018,NUTS,2010,ES5,1,0.1984
2019,NUTS,2010,ES5,1,0.201
2011,NUTS,2010,ES51,2,0.2235
2012,NUTS,2010,ES51,2,0.2352
2013,NUTS,2010,ES51,2,0.241
2014,NUTS,2010,ES51,2,0.2274
2015,NUTS,2010,ES51,2,0.2278
2016,NUTS,2010,ES51,2,0.2224
2017,NUTS,2010,ES51,2,0.2345
2018,NUTS,2010,ES51,2,0.24
2019,NUTS,2010,ES51,2,0.2418
2011,NUTS,2010,ES52,2,0.154
2012,NUTS,2010,ES52,2,0.1468
2013,NUTS,2010,ES52,2,0.1516
2014,NUTS,2010,ES52,2,0.1428
2015,NUTS,2010,ES52,2,0.1135
2016,NUTS,2010,ES52,2,0.1322
2017,NUTS,2010,ES52,2,0.1254
2018,NUTS,2010,ES52,2,0.1257
2019,NUTS,2010,ES52,2,0.1249
2011,NUTS,2010,ES53,2,0.2402
2012,NUTS,2010,ES53,2,0.1883
2013,NUTS,2010,ES53,2,0.1795
2014,NUTS,2010,ES53,2,0.1806
2015,NUTS,2010,ES53,2,0.2047
2016,NUTS,2010,ES53,2,0.2007
2017,NUTS,2010,ES53,2,0.257
2018,NUTS,2010,ES53,2,0.2019
2019,NUTS,2010,ES53,2,0.2161
2011,NUTS,2010,ES6,1,0.1548
2012,NUTS,2010,ES6,1,0.1575
2013,NUTS,2010,ES6,1,0.1568
2014,NUTS,2010,ES6,1,0.1562
2015,NUTS,2010,ES6,1,0.2108
2016,NUTS,2010,ES6,1,0.1941
2017,NUTS,2010,ES6,1,0.1883
2018,NUTS,2010,ES6,1,0.1702
2019,NUTS,2010,ES6,1,0.1748
2011,NUTS,2010,ES61,2,0.1617
2012,NUTS,2010,ES61,2,0.1665
2013,NUTS,2010,ES61,2,0.1677
2014,NUTS,2010,ES61,2,0.1684
2015,NUTS,2010,ES61,2,0.2317
2016,NUTS,2010,ES61,2,0.2118
2017,NUTS,2010,ES61,2,0.2052
2018,NUTS,2010,ES61,2,0.1837
2019,NUTS,2010,ES61,2,0.1885
2012,NUTS,2010,ES62,2,0.1241
2013,NUTS,2010,ES62,2,0.1147
2014,NUTS,2010,ES62,2,0.1077
2015,NUTS,2010,ES62,2,0.1136
2016,NUTS,2010,ES62,2,0.1174
2017,NUTS,2010,ES62,2,0.1165
2018,NUTS,2010,ES62,2,0.1152
2019,NUTS,2010,ES62,2,0.1191
2011,NUTS,2010,ES7,1,0.0937
2012,NUTS,2010,ES7,1,0.1043
2013,NUTS,2010,ES7,1,0.0875
2014,NUTS,2010,ES7,1,0.0877
2015,NUTS,2010,ES7,1,0.0906
2016,NUTS,2010,ES7,1,0.0831
2017,NUTS,2010,ES7,1,0.0833
2018,NUTS,2010,ES7,1,0.082
2019,NUTS,2010,ES7,1,0.0754
2011,NUTS,2010,ES70,2,0.0937
2012,NUTS,2010,ES70,2,0.1043
2013,NUTS,2010,ES70,2,0.0875
2014,NUTS,2010,ES70,2,0.0877
2015,NUTS,2010,ES70,2,0.0906
2016,NUTS,2010,ES70,2,0.0831
2017,NUTS,2010,ES70,2,0.0833
2018,NUTS,2010,ES70,2,0.082
2019,NUTS,2010,ES70,2,0.0754
2011,NUTS,2010,EU27_2020,7,0.1224
2012,NUTS,2010,EU27_2020,7,0.1268
2013,NUTS,2010,EU27_2020,7,0.1283
2014,NUTS,2010,EU27_2020,7,0.1267
2015,NUTS,2010,EU27_2020,7,0.1339
2016,NUTS,2010,EU27_2020,7,0.1307
2017,NUTS,2010,EU27_2020,7,0.1349
2018,NUTS,2010,EU27_2020,7,0.1367
2019,NUTS,2010,EU27_2020,7,0.1397
2011,NUTS,2010,FI,0,0.2199
2012,NUTS,2010,FI,0,0.2146
2013,NUTS,2010,FI,0,0.2192
2014,NUTS,2010,FI,0,0.1965
2015,NUTS,2010,FI,0,0.1886
2016,NUTS,2010,FI,0,0.1588
2017,NUTS,2010,FI,0,0.1801
2018,NUTS,2010,FI,0,0.1689
2019,NUTS,2010,FI,0,0.1654
2011,NUTS,2010,FR,0,0.0768
2012,NUTS,2010,FR,0,0.0781
2013,NUTS,2010,FR,0,0.0798
2014,NUTS,2010,FR,0,0.0772
2016,NUTS,2010,FR,0,0.0862
2017,NUTS,2010,FR,0,0.0868
2011,NUTS,2010,HR,0,0.2149
2012,NUTS,2010,HR,0,0.215
2013,NUTS,2010,HR,0,0.2086
2014,NUTS,2010,HR,0,0.1915
2015,NUTS,2010,HR,0,0.1804
2016,NUTS,2010,HR,0,0.185
2017,NUTS,2010,HR,0,0.2011
2018,NUTS,2010,HR,0,0.2053
2019,NUTS,2010,HR,0,0.2156
2020,NUTS,2010,HR,0,0.2309
2011,NUTS,2010,HR0,1,0.209
2012,NUTS,2010,HR0,1,0.2099
2013,NUTS,2010,HR0,1,0.2047
2014,NUTS,2010,HR0,1,0.1885
2015,NUTS,2010,HR0,1,0.1775
2016,NUTS,2010,HR0,1,0.1828
2017,NUTS,2010,HR0,1,0.1987
2018,NUTS,2010,HR0,1,0.2027
2019,NUTS,2010,HR0,1,0.212
2020,NUTS,2010,HR0,1,0.2279
2011,NUTS,2010,HR03,2,0.0578
2012,NUTS,2010,HR03,2,0.0598
2013,NUTS,2010,HR03,2,0.0589
2014,NUTS,2010,HR03,2,0.0268
2015,NUTS,2010,HR03,2,0.0261
2016,NUTS,2010,HR03,2,0.0651
2017,NUTS,2010,HR03,2,0.0663
2018,NUTS,2010,HR03,2,0.0743
2019,NUTS,2010,HR03,2,0.0941
2020,NUTS,2010,HR03,2,0.0967
2011,NUTS,2010,HR04,2,0.2783
2012,NUTS,2010,HR04,2,0.2807
2013,NUTS,2010,HR04,2,0.2737
2014,NUTS,2010,HR04,2,0.2693
2015,NUTS,2010,HR04,2,0.2525
2016,NUTS,2010,HR04,2,0.2382
2017,NUTS,2010,HR04,2,0.2629
2018,NUTS,2010,HR04,2,0.2641
2019,NUTS,2010,HR04,2,0.2678
2011,NUTS,2010,HU,0,0.1375
2012,NUTS,2010,HU,0,0.1254
2013,NUTS,2010,HU,0,0.1257
2014,NUTS,2010,HU,0,0.1351
2015,NUTS,2010,HU,0,0.1326
2016,NUTS,2010,HU,0,0.124
2017,NUTS,2010,HU,0,0.1251
2018,NUTS,2010,HU,0,0.1285
2019,NUTS,2010,HU,0,0.1584
2011,NUTS,2010,HU1,1,0.3708
2012,NUTS,2010,HU1,1,0.3337
2013,NUTS,2010,HU1,1,0.3266
2014,NUTS,2010,HU1,1,0.3304
2015,NUTS,2010,HU1,1,0.3208
2016,NUTS,2010,HU1,1,0.2972
2017,NUTS,2010,HU1,1,0.3274
2018,NUTS,2010,HU1,1,0.3319
2019,NUTS,2010,HU1,1,0.4076
2011,NUTS,2010,HU10,2,0.3708
2012,NUTS,2010,HU10,2,0.3337
2013,NUTS,2010,HU10,2,0.3266
2014,NUTS,2010,HU10,2,0.3304
2015,NUTS,2010,HU10,2,0.3208
2016,NUTS,2010,HU10,2,0.2972
2017,NUTS,2010,HU11,2,0.4794
2018,NUTS,2010,HU11,2,0.4972
2019,NUTS,2010,HU11,2,0.6249
2017,NUTS,2010,HU12,2,0.0892
2018,NUTS,2010,HU12,2,0.0838
2019,NUTS,2010,HU12,2,0.0947
2011,NUTS,2010,HU2,1,0.0394
2012,NUTS,2010,HU2,1,0.0377
2013,NUTS,2010,HU2,1,0.0556
2014,NUTS,2010,HU2,1,0.0565
2015,NUTS,2010,HU2,1,0.0598
2016,NUTS,2010,HU2,1,0.0582
2017,NUTS,2010,HU2,1,0.0563
2018,NUTS,2010,HU2,1,0.0592
2019,NUTS,2010,HU2,1,0.0609
2011,NUTS,2010,HU21,2,0.0433
2012,NUTS,2010,HU21,2,0.0756
2013,NUTS,2010,HU21,2,0.088
2014,NUTS,2010,HU21,2,0.0879
2015,NUTS,2010,HU21,2,0.0874
2016,NUTS,2010,HU21,2,0.0875
2017,NUTS,2010,HU21,2,0.0922
2018,NUTS,2010,HU21,2,0.1083
2019,NUTS,2010,HU21,2,0.1003
2011,NUTS,2010,HU22,2,0.0312
2012,NUTS,2010,HU22,2,0.0176
2013,NUTS,2010,HU22,2,0.0321
2014,NUTS,2010,HU22,2,0.032
2015,NUTS,2010,HU22,2,0.0389
2016,NUTS,2010,HU22,2,0.0365
2017,NUTS,2010,HU22,2,0.025
2018,NUTS,2010,HU22,2,0.0494
2019,NUTS,2010,HU22,2,0.0612
2011,NUTS,2010,HU23,2,0.0443
2012,NUTS,2010,HU23,2,0.0133
2013,NUTS,2010,HU23,2,0.0433
2014,NUTS,2010,HU23,2,0.0462
2015,NUTS,2010,HU23,2,0.049
2016,NUTS,2010,HU23,2,0.047
2017,NUTS,2010,HU23,2,0.0478
2018,NUTS,2010,HU23,2,0.0076
2019,NUTS,2010,HU23,2,0.0083
2011,NUTS,2010,HU3,1,0.0387
2012,NUTS,2010,HU3,1,0.0314
2013,NUTS,2010,HU3,1,0.0261
2014,NUTS,2010,HU3,1,0.0473
2015,NUTS,2010,HU3,1,0.046
2016,NUTS,2010,HU3,1,0.0414
2017,NUTS,2010,HU3,1,0.0195
2018,NUTS,2010,HU3,1,0.0248
2019,NUTS,2010,HU3,1,0.0344
2011,NUTS,2010,HU31,2,0.0198
2012,NUTS,2010,HU31,2,0.0038
2013,NUTS,2010,HU31,2,0.0054
2014,NUTS,2010,HU31,2,0.002
2015,NUTS,2010,HU31,2,0.002
2016,NUTS,2010,HU31,2,0.0014
2017,NUTS,2010,HU31,2,0.0024
2018,NUTS,2010,HU31,2,0.0023
2019,NUTS,2010,HU31,2,0.0024
2011,NUTS,2010,HU32,2,0.0281
2012,NUTS,2010,HU32,2,0.0255
2013,NUTS,2010,HU32,2,0.0095
2014,NUTS,2010,HU32,2,0.078
2015,NUTS,2010,HU32,2,0.0784
2016,NUTS,2010,HU32,2,0.0737
2017,NUTS,2010,HU32,2,0.0146
2018,NUTS,2010,HU32,2,0.0163
2019,NUTS,2010,HU32,2,0.0179
2011,NUTS,2010,HU33,2,0.0655
2012,NUTS,2010,HU33,2,0.0603
2013,NUTS,2010,HU33,2,0.0611
2014,NUTS,2010,HU33,2,0.0513
2015,NUTS,2010,HU33,2,0.0473
2016,NUTS,2010,HU33,2,0.0388
2017,NUTS,2010,HU33,2,0.0394
2018,NUTS,2010,HU33,2,0.054
2019,NUTS,2010,HU33,2,0.0799
2011,NUTS,2010,IE,0,0.0248
2012,NUTS,2010,IE,0,0.0234
2013,NUTS,2010,IE,0,0.0222
2014,NUTS,2010,IE,0,0.0234
2015,NUTS,2010,IE,0,0.0255
2017,NUTS,2010,IE,0,0.0303
2019,NUTS,2010,IE,0,0.0329
2011,NUTS,2010,IE0,1,0.0243
2012,NUTS,2010,IE0,1,0.023
2013,NUTS,2010,IE0,1,0.0218
2011,NUTS,2010,IE01,2,0.0145
2012,NUTS,2010,IE01,2,0.0138
2013,NUTS,2010,IE01,2,0.013
2011,NUTS,2010,IE02,2,0.0276
2012,NUTS,2010,IE02,2,0.026
2013,NUTS,2010,IE02,2,0.0248
2011,NUTS,2010,IS,0,0.2779
2013,NUTS,2010,IS,0,0.0763
2015,NUTS,2010,IS,0,0.1155
2016,NUTS,2010,IS,0,0.1153
2017,NUTS,2010,IS,0,0.1337
2018,NUTS,2010,IS,0,0.1307
2011,NUTS,2010,IT,0,0.1198
2012,NUTS,2010,IT,0,0.1293
2013,NUTS,2010,IT,0,0.1415
2014,NUTS,2010,IT,0,0.1455
2015,NUTS,2010,IT,0,0.1512
2016,NUTS,2010,IT,0,0.1494
2017,NUTS,2010,IT,0,0.1516
2018,NUTS,2010,IT,0,0.1548
2019,NUTS,2010,IT,0,0.1583
2011,NUTS,2010,ITC,1,0.0725
2012,NUTS,2010,ITC,1,0.0835
2013,NUTS,2010,ITC,1,0.0998
2014,NUTS,2010,ITC,1,0.1031
2015,NUTS,2010,ITC,1,0.1064
2016,NUTS,2010,ITC,1,0.1038
2017,NUTS,2010,ITC,1,0.101
2018,NUTS,2010,ITC,1,0.1066
2019,NUTS,2010,ITC,1,0.1106
2011,NUTS,2010,ITC1,2,0.0392
2012,NUTS,2010,ITC1,2,0.0536
2013,NUTS,2010,ITC1,2,0.0489
2014,NUTS,2010,ITC1,2,0.0479
2015,NUTS,2010,ITC1,2,0.0561
2016,NUTS,2010,ITC1,2,0.0547
2017,NUTS,2010,ITC1,2,0.0491
2018,NUTS,2010,ITC1,2,0.0615
2019,NUTS,2010,ITC1,2,0.0527
2011,NUTS,2010,ITC2,2,0.1389
2012,NUTS,2010,ITC2,2,0.0866
2013,NUTS,2010,ITC2,2,0.0916
2014,NUTS,2010,ITC2,2,0.0873
2015,NUTS,2010,ITC2,2,0.0514
2016,NUTS,2010,ITC2,2,0.0397
2017,NUTS,2010,ITC2,2,0.1255
2018,NUTS,2010,ITC2,2,0.0581
2019,NUTS,2010,ITC2,2,0.0695
2011,NUTS,2010,ITC3,2,0.1004
2012,NUTS,2010,ITC3,2,0.1665
2013,NUTS,2010,ITC3,2,0.1721
2014,NUTS,2010,ITC3,2,0.1865
2015,NUTS,2010,ITC3,2,0.1919
2016,NUTS,2010,ITC3,2,0.1998
2017,NUTS,2010,ITC3,2,0.203
2018,NUTS,2010,ITC3,2,0.213
2019,NUTS,2010,ITC3,2,0.239
2011,NUTS,2010,ITC4,2,0.0825
2012,NUTS,2010,ITC4,2,0.0843
2013,NUTS,2010,ITC4,2,0.111
2014,NUTS,2010,ITC4,2,0.1147
2015,NUTS,2010,ITC4,2,0.1163
2016,NUTS,2010,ITC4,2,0.1124
2017,NUTS,2010,ITC4,2,0.1089
2018,NUTS,2010,ITC4,2,0.1115
2019,NUTS,2010,ITC4,2,0.1174
2011,NUTS,2010,ITF,1,0.0963
2012,NUTS,2010,ITF,1,0.1072
2013,NUTS,2010,ITF,1,0.1187
2014,NUTS,2010,ITF,1,0.1347
2015,NUTS,2010,ITF,1,0.1402
2016,NUTS,2010,ITF,1,0.1284
2017,NUTS,2010,ITF,1,0.1275
2018,NUTS,2010,ITF,1,0.1267
2019,NUTS,2010,ITF,1,0.1358
2011,NUTS,2010,ITF1,2,0.0221
2012,NUTS,2010,ITF1,2,0.0262
2013,NUTS,2010,ITF1,2,0.0347
2014,NUTS,2010,ITF1,2,0.0405
2015,NUTS,2010,ITF1,2,0.0425
2016,NUTS,2010,ITF1,2,0.0481
2017,NUTS,2010,ITF1,2,0.0426
2018,NUTS,2010,ITF1,2,0.0495
2019,NUTS,2010,ITF1,2,0.0655
2011,NUTS,2010,ITF2,2,0.01
2012,NUTS,2010,ITF2,2,0.005
2013,NUTS,2010,ITF2,2,0.0076
2014,NUTS,2010,ITF2,2,0.005
2015,NUTS,2010,ITF2,2,0.035
2016,NUTS,2010,ITF2,2,0.0284
2017,NUTS,2010,ITF2,2,0.0093
2018,NUTS,2010,ITF2,2,0.0265
2019,NUTS,2010,ITF2,2,0.0328
2011,NUTS,2010,ITF3,2,0.1461
2012,NUTS,2010,ITF3,2,0.1616
2013,NUTS,2010,ITF3,2,0.1712
2014,NUTS,2010,ITF3,2,0.1936
2015,NUTS,2010,ITF3,2,0.1987
2016,NUTS,2010,ITF3,2,0.1796
2017,NUTS,2010,ITF3,2,0.1722
2018,NUTS,2010,ITF3,2,0.1701
2019,NUTS,2010,ITF3,2,0.1832
2011,NUTS,2010,ITF4,2,0.0906
2012,NUTS,2010,ITF4,2,0.0937
2013,NUTS,2010,ITF4,2,0.1048
2014,NUTS,2010,ITF4,2,0.1248
2015,NUTS,2010,ITF4,2,0.1222
2016,NUTS,2010,ITF4,2,0.1201
2017,NUTS,2010,ITF4,2,0.13
2018,NUTS,2010,ITF4,2,0.1281
2019,NUTS,2010,ITF4,2,0.129
2011,NUTS,2010,ITF5,2,0.1763
2012,NUTS,2010,ITF5,2,0.1959
2013,NUTS,2010,ITF5,2,0.2014
2014,NUTS,2010,ITF5,2,0.2104
2015,NUTS,2010,ITF5,2,0.2362
2016,NUTS,2010,ITF5,2,0.1959
2017,NUTS,2010,ITF5,2,0.2123
2018,NUTS,2010,ITF5,2,0.202
2019,NUTS,2010,ITF5,2,0.2243
2011,NUTS,2010,ITF6,2,0.0476
2012,NUTS,2010,ITF6,2,0.0588
2013,NUTS,2010,ITF6,2,0.0712
2014,NUTS,2010,ITF6,2,0.0798
2015,NUTS,2010,ITF6,2,0.0939
2016,NUTS,2010,ITF6,2,0.0708
2017,NUTS,2010,ITF6,2,0.0689
2018,NUTS,2010,ITF6,2,0.0664
2019,NUTS,2010,ITF6,2,0.0725
2011,NUTS,2010,ITG,1,0.0874
2012,NUTS,2010,ITG,1,0.1125
2013,NUTS,2010,ITG,1,0.1315
2014,NUTS,2010,ITG,1,0.1508
2015,NUTS,2010,ITG,1,0.1519
2016,NUTS,2010,ITG,1,0.1359
2017,NUTS,2010,ITG,1,0.1454
2018,NUTS,2010,ITG,1,0.1362
2019,NUTS,2010,ITG,1,0.141
2011,NUTS,2010,ITG1,2,0.0838
2012,NUTS,2010,ITG1,2,0.1165
2013,NUTS,2010,ITG1,2,0.1366
2014,NUTS,2010,ITG1,2,0.1568
2015,NUTS,2010,ITG1,2,0.1604
2016,NUTS,2010,ITG1,2,0.1481
2017,NUTS,2010,ITG1,2,0.1624
2018,NUTS,2010,ITG1,2,0.1563
2019,NUTS,2010,ITG1,2,0.1549
2011,NUTS,2010,ITG2,2,0.0949
2012,NUTS,2010,ITG2,2,0.1044
2013,NUTS,2010,ITG2,2,0.1209
2014,NUTS,2010,ITG2,2,0.1383
2015,NUTS,2010,ITG2,2,0.1347
2016,NUTS,2010,ITG2,2,0.1106
2017,NUTS,2010,ITG2,2,0.1089
2018,NUTS,2010,ITG2,2,0.0962
2019,NUTS,2010,ITG2,2,0.114
2011,NUTS,2010,ITH,1,0.1147
2012,NUTS,2010,ITH,1,0.1226
2013,NUTS,2010,ITH,1,0.1345
2014,NUTS,2010,ITH,1,0.1341
2015,NUTS,2010,ITH,1,0.1404
2016,NUTS,2010,ITH,1,0.14
2017,NUTS,2010,ITH,1,0.151
2018,NUTS,2010,ITH,1,0.1508
2019,NUTS,2010,ITH,1,0.145
2011,NUTS,2010,ITH1,2,0.1539
2012,NUTS,2010,ITH1,2,0.1442
2013,NUTS,2010,ITH1,2,0.1481
2014,NUTS,2010,ITH1,2,0.0211
2015,NUTS,2010,ITH1,2,0.0074
2016,NUTS,2010,ITH1,2,0.0177
2017,NUTS,2010,ITH1,2,0.0079
2018,NUTS,2010,ITH1,2,0.0604
2019,NUTS,2010,ITH1,2,0.0627
2011,NUTS,2010,ITH2,2,0.289
2012,NUTS,2010,ITH2,2,0.2899
2013,NUTS,2010,ITH2,2,0.3988
2014,NUTS,2010,ITH2,2,0.3797
2015,NUTS,2010,ITH2,2,0.4586
2016,NUTS,2010,ITH2,2,0.4022
2017,NUTS,2010,ITH2,2,0.5805
2018,NUTS,2010,ITH2,2,0.5313
2019,NUTS,2010,ITH2,2,0.4573
2011,NUTS,2010,ITH3,2,0.0543
2012,NUTS,2010,ITH3,2,0.0516
2013,NUTS,2010,ITH3,2,0.0591
2014,NUTS,2010,ITH3,2,0.0615
2015,NUTS,2010,ITH3,2,0.0629
2016,NUTS,2010,ITH3,2,0.0586
2017,NUTS,2010,ITH3,2,0.0652
2018,NUTS,2010,ITH3,2,0.0694
2019,NUTS,2010,ITH3,2,0.0637
2011,NUTS,2010,ITH4,2,0.1643
2012,NUTS,2010,ITH4,2,0.1986
2013,NUTS,2010,ITH4,2,0.1568
2014,NUTS,2010,ITH4,2,0.2163
2015,NUTS,2010,ITH4,2,0.2531
2016,NUTS,2010,ITH4,2,0.2605
2017,NUTS,2010,ITH4,2,0.2585
2018,NUTS,2010,ITH4,2,0.2331
2019,NUTS,2010,ITH4,2,0.2349
2011,NUTS,2010,ITH5,2,0.1387
2012,NUTS,2010,ITH5,2,0.1529
2013,NUTS,2010,ITH5,2,0.1715
2014,NUTS,2010,ITH5,2,0.1729
2015,NUTS,2010,ITH5,2,0.1687
2016,NUTS,2010,ITH5,2,0.1761
2017,NUTS,2010,ITH5,2,0.1777
2018,NUTS,2010,ITH5,2,0.1802
2019,NUTS,2010,ITH5,2,0.1798
2011,NUTS,2010,ITI,1,0.2129
2012,NUTS,2010,ITI,1,0.213
2013,NUTS,2010,ITI,1,0.2136
2014,NUTS,2010,ITI,1,0.2068
2015,NUTS,2010,ITI,1,0.2146
2016,NUTS,2010,ITI,1,0.2252
2017,NUTS,2010,ITI,1,0.2228
2018,NUTS,2010,ITI,1,0.2313
2019,NUTS,2010,ITI,1,0.2369
2011,NUTS,2010,ITI1,2,0.1133
2012,NUTS,2010,ITI1,2,0.125
2013,NUTS,2010,ITI1,2,0.1354
2014,NUTS,2010,ITI1,2,0.1336
2015,NUTS,2010,ITI1,2,0.1251
2016,NUTS,2010,ITI1,2,0.1392
2017,NUTS,2010,ITI1,2,0.1323
2018,NUTS,2010,ITI1,2,0.1451
2019,NUTS,2010,ITI1,2,0.1394
2011,NUTS,2010,ITI2,2,0.0376
2012,NUTS,2010,ITI2,2,0.0506
2013,NUTS,2010,ITI2,2,0.0554
2014,NUTS,2010,ITI2,2,0.0642
2015,NUTS,2010,ITI2,2,0.0619
2016,NUTS,2010,ITI2,2,0.0689
2017,NUTS,2010,ITI2,2,0.0537
2018,NUTS,2010,ITI2,2,0.0541
