year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_bes_total_pc_act_hc_f
2015,NUTS,2010,LV,0,0.1708
2016,NUTS,2010,LV,0,0.1468
2017,NUTS,2010,LV,0,0.1603
2018,NUTS,2010,LV,0,0.1626
2019,NUTS,2010,LV,0,0.1762
2011,NUTS,2010,ME,0,0.0764
2013,NUTS,2010,ME,0,0.0857
2014,NUTS,2010,ME,0,0.0735
2015,NUTS,2010,ME,0,0.0675
2017,NUTS,2010,ME,0,0.058
2018,NUTS,2010,ME,0,0.1033
2019,NUTS,2010,ME,0,0.1064
2011,NUTS,2010,MK,0,0.0335
2012,NUTS,2010,MK,0,0.0297
2015,NUTS,2010,MK,0,0.0772
2016,NUTS,2010,MK,0,0.0852
2017,NUTS,2010,MK,0,0.0832
2018,NUTS,2010,MK,0,0.0919
2019,NUTS,2010,MK,0,0.0992
2011,NUTS,2010,MT,0,0.3397
2012,NUTS,2010,MT,0,0.3942
2013,NUTS,2010,MT,0,0.3068
2014,NUTS,2010,MT,0,0.2795
2015,NUTS,2010,MT,0,0.2407
2016,NUTS,2010,MT,0,0.2733
2017,NUTS,2010,MT,0,0.2912
2018,NUTS,2010,MT,0,0.257
2019,NUTS,2010,MT,0,0.2771
2011,NUTS,2010,NL,0,0.5294
2012,NUTS,2010,NL,0,0.5665
2013,NUTS,2010,NL,0,0.678
2014,NUTS,2010,NL,0,0.6796
2015,NUTS,2010,NL,0,0.7047
2016,NUTS,2010,NL,0,0.7767
2017,NUTS,2010,NL,0,0.7815
2018,NUTS,2010,NL,0,0.822
2019,NUTS,2010,NL,0,0.8854
2011,NUTS,2010,NO,0,0.4974
2012,NUTS,2010,NO,0,0.5093
2013,NUTS,2010,NO,0,0.5138
2014,NUTS,2010,NO,0,0.5712
2015,NUTS,2010,NO,0,0.5936
2016,NUTS,2010,NO,0,0.6285
2017,NUTS,2010,NO,0,0.7104
2018,NUTS,2010,NO,0,0.7327
2019,NUTS,2010,NO,0,0.7213
2011,NUTS,2010,NO0,1,0.4855
2012,NUTS,2010,NO0,1,0.4963
2013,NUTS,2010,NO0,1,0.5007
2014,NUTS,2010,NO0,1,0.5559
2011,NUTS,2010,NO01,2,0.8655
2012,NUTS,2010,NO01,2,0.8449
2013,NUTS,2010,NO01,2,0.8261
2014,NUTS,2010,NO01,2,0.909
2011,NUTS,2010,NO02,2,0.1196
2012,NUTS,2010,NO02,2,0.1422
2013,NUTS,2010,NO02,2,0.1908
2014,NUTS,2010,NO02,2,0.1874
2011,NUTS,2010,NO03,2,0.3676
2012,NUTS,2010,NO03,2,0.378
2013,NUTS,2010,NO03,2,0.4126
2014,NUTS,2010,NO03,2,0.443
2011,NUTS,2010,NO04,2,0.3047
2012,NUTS,2010,NO04,2,0.3167
2013,NUTS,2010,NO04,2,0.3282
2014,NUTS,2010,NO04,2,0.3874
2011,NUTS,2010,NO05,2,0.3192
2012,NUTS,2010,NO05,2,0.3021
2013,NUTS,2010,NO05,2,0.3162
2014,NUTS,2010,NO05,2,0.4173
2011,NUTS,2010,NO06,2,0.8972
2012,NUTS,2010,NO06,2,1.0554
2013,NUTS,2010,NO06,2,0.9862
2014,NUTS,2010,NO06,2,0.9594
2011,NUTS,2010,NO07,2,0.2036
2012,NUTS,2010,NO07,2,0.2051
2013,NUTS,2010,NO07,2,0.1921
2014,NUTS,2010,NO07,2,0.2248
2011,NUTS,2010,PL,0,0.0791
2012,NUTS,2010,PL,0,0.0957
2013,NUTS,2010,PL,0,0.1131
2014,NUTS,2010,PL,0,0.1252
2015,NUTS,2010,PL,0,0.1465
2016,NUTS,2010,PL,0,0.2361
2017,NUTS,2010,PL,0,0.3401
2018,NUTS,2010,PL,0,0.3896
2019,NUTS,2010,PL,0,0.4184
2011,NUTS,2010,PL1,1,0.1704
2012,NUTS,2010,PL1,1,0.214
2013,NUTS,2010,PL1,1,0.1801
2014,NUTS,2010,PL1,1,0.1947
2015,NUTS,2010,PL1,1,0.211
2011,NUTS,2010,PL11,2,0.0518
2012,NUTS,2010,PL11,2,0.0575
2013,NUTS,2010,PL11,2,0.0699
2014,NUTS,2010,PL11,2,0.0691
2015,NUTS,2010,PL11,2,0.1007
2011,NUTS,2010,PL12,2,0.144
2012,NUTS,2010,PL12,2,0.1851
2013,NUTS,2010,PL12,2,0.2387
2014,NUTS,2010,PL12,2,0.2565
2015,NUTS,2010,PL12,2,0.2616
2011,NUTS,2010,PL2,1,0.0692
2012,NUTS,2010,PL2,1,0.0756
2013,NUTS,2010,PL2,1,0.0946
2014,NUTS,2010,PL2,1,0.1003
2015,NUTS,2010,PL2,1,0.1413
2016,NUTS,2010,PL2,1,0.2167
2017,NUTS,2010,PL2,1,0.2793
2018,NUTS,2010,PL2,1,0.3187
2019,NUTS,2010,PL2,1,0.3641
2011,NUTS,2010,PL21,2,0.0847
2012,NUTS,2010,PL21,2,0.1071
2013,NUTS,2010,PL21,2,0.1384
2014,NUTS,2010,PL21,2,0.1369
2015,NUTS,2010,PL21,2,0.2
2016,NUTS,2010,PL21,2,0.3138
2017,NUTS,2010,PL21,2,0.4058
2018,NUTS,2010,PL21,2,0.4278
2019,NUTS,2010,PL21,2,0.5042
2011,NUTS,2010,PL22,2,0.0583
2012,NUTS,2010,PL22,2,0.0536
2013,NUTS,2010,PL22,2,0.0641
2014,NUTS,2010,PL22,2,0.0743
2015,NUTS,2010,PL22,2,0.0993
2016,NUTS,2010,PL22,2,0.1455
2017,NUTS,2010,PL22,2,0.185
2018,NUTS,2010,PL22,2,0.2361
2019,NUTS,2010,PL22,2,0.2572
2011,NUTS,2010,PL3,1,0.0822
2012,NUTS,2010,PL3,1,0.0981
2013,NUTS,2010,PL3,1,0.1014
2014,NUTS,2010,PL3,1,0.0997
2015,NUTS,2010,PL3,1,0.1124
2011,NUTS,2010,PL31,2,0.0258
2012,NUTS,2010,PL31,2,0.0562
2013,NUTS,2010,PL31,2,0.0432
2014,NUTS,2010,PL31,2,0.0363
2015,NUTS,2010,PL31,2,0.057
2011,NUTS,2010,PL32,2,0.2178
2012,NUTS,2010,PL32,2,0.2347
2013,NUTS,2010,PL32,2,0.2534
2014,NUTS,2010,PL32,2,0.269
2015,NUTS,2010,PL32,2,0.2758
2011,NUTS,2010,PL33,2,0.0208
2012,NUTS,2010,PL33,2,0.0281
2013,NUTS,2010,PL33,2,0.0301
2014,NUTS,2010,PL33,2,0.0268
2015,NUTS,2010,PL33,2,0.034
2011,NUTS,2010,PL34,2,0.0332
2012,NUTS,2010,PL34,2,0.0243
2013,NUTS,2010,PL34,2,0.0367
2014,NUTS,2010,PL34,2,0.0383
2015,NUTS,2010,PL34,2,0.0497
2011,NUTS,2010,PL4,1,0.0342
2012,NUTS,2010,PL4,1,0.0575
2013,NUTS,2010,PL4,1,0.056
2014,NUTS,2010,PL4,1,0.0717
2015,NUTS,2010,PL4,1,0.1041
2016,NUTS,2010,PL4,1,0.0975
2017,NUTS,2010,PL4,1,0.1446
2018,NUTS,2010,PL4,1,0.1758
2019,NUTS,2010,PL4,1,0.2007
2011,NUTS,2010,PL41,2,0.0525
2012,NUTS,2010,PL41,2,0.0849
2013,NUTS,2010,PL41,2,0.0842
2014,NUTS,2010,PL41,2,0.109
2015,NUTS,2010,PL41,2,0.156
2016,NUTS,2010,PL41,2,0.1443
2017,NUTS,2010,PL41,2,0.1895
2018,NUTS,2010,PL41,2,0.2236
2019,NUTS,2010,PL41,2,0.2591
2011,NUTS,2010,PL42,2,0.0092
2012,NUTS,2010,PL42,2,0.0255
2013,NUTS,2010,PL42,2,0.0198
2014,NUTS,2010,PL42,2,0.0239
2015,NUTS,2010,PL42,2,0.0377
2017,NUTS,2010,PL42,2,0.0729
2018,NUTS,2010,PL42,2,0.0927
2019,NUTS,2010,PL42,2,0.0955
2011,NUTS,2010,PL43,2,0.0097
2012,NUTS,2010,PL43,2,0.012
2013,NUTS,2010,PL43,2,0.014
2014,NUTS,2010,PL43,2,0.0199
2015,NUTS,2010,PL43,2,0.0349
2017,NUTS,2010,PL43,2,0.0984
2018,NUTS,2010,PL43,2,0.1364
2019,NUTS,2010,PL43,2,0.1535
2011,NUTS,2010,PL5,1,0.07
2012,NUTS,2010,PL5,1,0.0877
2013,NUTS,2010,PL5,1,0.1129
2014,NUTS,2010,PL5,1,0.1408
2015,NUTS,2010,PL5,1,0.1474
2016,NUTS,2010,PL5,1,0.1944
2017,NUTS,2010,PL5,1,0.2633
2018,NUTS,2010,PL5,1,0.3137
2019,NUTS,2010,PL5,1,0.3494
2012,NUTS,2010,PL51,2,0.1015
2013,NUTS,2010,PL51,2,0.131
2014,NUTS,2010,PL51,2,0.1684
2015,NUTS,2010,PL51,2,0.1722
2016,NUTS,2010,PL51,2,0.2047
2017,NUTS,2010,PL51,2,0.2872
2018,NUTS,2010,PL51,2,0.3505
2019,NUTS,2010,PL51,2,0.3949
2012,NUTS,2010,PL52,2,0.0437
2013,NUTS,2010,PL52,2,0.0552
2014,NUTS,2010,PL52,2,0.057
2015,NUTS,2010,PL52,2,0.0755
2016,NUTS,2010,PL52,2,0.1606
2017,NUTS,2010,PL52,2,0.1851
2018,NUTS,2010,PL52,2,0.1959
2019,NUTS,2010,PL52,2,0.1935
2011,NUTS,2010,PL6,1,0.0643
2012,NUTS,2010,PL6,1,0.0658
2013,NUTS,2010,PL6,1,0.0745
2014,NUTS,2010,PL6,1,0.0857
2015,NUTS,2010,PL6,1,0.0969
2016,NUTS,2010,PL6,1,0.1498
2017,NUTS,2010,PL6,1,0.2076
2018,NUTS,2010,PL6,1,0.2538
2019,NUTS,2010,PL6,1,0.2675
2011,NUTS,2010,PL61,2,0.0345
2012,NUTS,2010,PL61,2,0.0368
2013,NUTS,2010,PL61,2,0.0344
2014,NUTS,2010,PL61,2,0.0398
2015,NUTS,2010,PL61,2,0.0525
2016,NUTS,2010,PL61,2,0.0845
2017,NUTS,2010,PL61,2,0.2162
2018,NUTS,2010,PL61,2,0.2102
2019,NUTS,2010,PL61,2,0.1682
2011,NUTS,2010,PL62,2,0.022
2012,NUTS,2010,PL62,2,0.0249
2013,NUTS,2010,PL62,2,0.0293
2015,NUTS,2010,PL62,2,0.04
2016,NUTS,2010,PL62,2,0.0581
2017,NUTS,2010,PL62,2,0.0692
2018,NUTS,2010,PL62,2,0.1133
2019,NUTS,2010,PL62,2,0.1375
2011,NUTS,2010,PL63,2,0.1211
2012,NUTS,2010,PL63,2,0.1171
2013,NUTS,2010,PL63,2,0.1367
2015,NUTS,2010,PL63,2,0.1686
2016,NUTS,2010,PL63,2,0.2583
2017,NUTS,2010,PL63,2,0.2775
2018,NUTS,2010,PL63,2,0.3705
2019,NUTS,2010,PL63,2,0.4214
2016,NUTS,2010,PL7,1,0.1646
2017,NUTS,2010,PL7,1,0.2075
2018,NUTS,2010,PL7,1,0.2395
2019,NUTS,2010,PL7,1,0.2504
2017,NUTS,2010,PL71,2,0.2795
2018,NUTS,2010,PL71,2,0.3151
2019,NUTS,2010,PL71,2,0.3273
2017,NUTS,2010,PL72,2,0.0506
2018,NUTS,2010,PL72,2,0.0691
2019,NUTS,2010,PL72,2,0.0837
2016,NUTS,2010,PL8,1,0.1556
2017,NUTS,2010,PL8,1,0.1541
2018,NUTS,2010,PL8,1,0.1831
2019,NUTS,2010,PL8,1,0.2065
2016,NUTS,2010,PL81,2,0.0802
2017,NUTS,2010,PL81,2,0.1048
2018,NUTS,2010,PL81,2,0.1236
2019,NUTS,2010,PL81,2,0.1365
2016,NUTS,2010,PL82,2,0.2825
2017,NUTS,2010,PL82,2,0.242
2018,NUTS,2010,PL82,2,0.283
2019,NUTS,2010,PL82,2,0.3243
2016,NUTS,2010,PL84,2,0.0705
2017,NUTS,2010,PL84,2,0.0846
2018,NUTS,2010,PL84,2,0.1179
2019,NUTS,2010,PL84,2,0.1305
2016,NUTS,2010,PL9,1,0.5884
2017,NUTS,2010,PL9,1,0.9837
2018,NUTS,2010,PL9,1,1.0832
2019,NUTS,2010,PL9,1,1.1042
2016,NUTS,2010,PL91,2,0.9753
2017,NUTS,2010,PL91,2,1.6357
2018,NUTS,2010,PL91,2,1.6954
2019,NUTS,2010,PL91,2,1.7063
2016,NUTS,2010,PL92,2,0.061
2017,NUTS,2010,PL92,2,0.088
2018,NUTS,2010,PL92,2,0.1715
2019,NUTS,2010,PL92,2,0.1298
2011,NUTS,2010,PT,0,0.377
2012,NUTS,2010,PT,0,0.4182
2013,NUTS,2010,PT,0,0.4547
2014,NUTS,2010,PT,0,0.5057
2015,NUTS,2010,PT,0,0.6101
2016,NUTS,2010,PT,0,0.5009
2017,NUTS,2010,PT,0,0.556
2018,NUTS,2010,PT,0,0.5967
2019,NUTS,2010,PT,0,0.6647
2020,NUTS,2010,PT,0,0.7998
2011,NUTS,2010,PT1,1,0.3654
2012,NUTS,2010,PT1,1,0.4043
2013,NUTS,2010,PT1,1,0.4449
2014,NUTS,2010,PT1,1,0.5009
2015,NUTS,2010,PT1,1,0.607
2016,NUTS,2010,PT1,1,0.4991
2017,NUTS,2010,PT1,1,0.5541
2018,NUTS,2010,PT1,1,0.5934
2019,NUTS,2010,PT1,1,0.6598
2020,NUTS,2010,PT1,1,0.7984
2011,NUTS,2010,PT11,2,0.3868
2012,NUTS,2010,PT11,2,0.4684
2013,NUTS,2010,PT11,2,0.5387
2014,NUTS,2010,PT11,2,0.6471
2015,NUTS,2010,PT11,2,0.9346
2016,NUTS,2010,PT11,2,0.4973
2017,NUTS,2010,PT11,2,0.5536
2018,NUTS,2010,PT11,2,0.5974
2019,NUTS,2010,PT11,2,0.6456
2020,NUTS,2010,PT11,2,0.8228
2011,NUTS,2010,PT15,2,0.0647
2012,NUTS,2010,PT15,2,0.0578
2013,NUTS,2010,PT15,2,0.059
2014,NUTS,2010,PT15,2,0.0779
2015,NUTS,2010,PT15,2,0.1084
2016,NUTS,2010,PT15,2,0.0931
2017,NUTS,2010,PT15,2,0.0707
2018,NUTS,2010,PT15,2,0.0786
2019,NUTS,2010,PT15,2,0.1164
2020,NUTS,2010,PT15,2,0.1389
2011,NUTS,2010,PT16,2,0.2777
2012,NUTS,2010,PT16,2,0.2441
2013,NUTS,2010,PT16,2,0.2764
2014,NUTS,2010,PT16,2,0.3163
2015,NUTS,2010,PT16,2,0.3502
2016,NUTS,2010,PT16,2,0.4192
2017,NUTS,2010,PT16,2,0.488
2018,NUTS,2010,PT16,2,0.5291
2019,NUTS,2010,PT16,2,0.6359
2020,NUTS,2010,PT16,2,0.704
2011,NUTS,2010,PT17,2,0.5106
2012,NUTS,2010,PT17,2,0.5714
2013,NUTS,2010,PT17,2,0.5923
2014,NUTS,2010,PT17,2,0.5997
2015,NUTS,2010,PT17,2,0.5713
2016,NUTS,2010,PT17,2,0.6787
2017,NUTS,2010,PT17,2,0.7384
2018,NUTS,2010,PT17,2,0.7544
2019,NUTS,2010,PT17,2,0.8154
2020,NUTS,2010,PT17,2,0.9834
2011,NUTS,2010,PT18,2,0.1424
2012,NUTS,2010,PT18,2,0.1361
2013,NUTS,2010,PT18,2,0.1604
2014,NUTS,2010,PT18,2,0.2132
2015,NUTS,2010,PT18,2,0.2268
2016,NUTS,2010,PT18,2,0.2716
2017,NUTS,2010,PT18,2,0.3113
2018,NUTS,2010,PT18,2,0.4373
2019,NUTS,2010,PT18,2,0.4963
2020,NUTS,2010,PT18,2,0.6037
2011,NUTS,2010,PT2,1,0.0352
2012,NUTS,2010,PT2,1,0.0594
2013,NUTS,2010,PT2,1,0.0288
2014,NUTS,2010,PT2,1,0.0276
2015,NUTS,2010,PT2,1,0.0293
2016,NUTS,2010,PT2,1,0.0652
2017,NUTS,2010,PT2,1,0.0745
2018,NUTS,2010,PT2,1,0.0755
2019,NUTS,2010,PT2,1,0.0662
2020,NUTS,2010,PT2,1,0.0754
2011,NUTS,2010,PT20,2,0.0352
2012,NUTS,2010,PT20,2,0.0594
2013,NUTS,2010,PT20,2,0.0288
2014,NUTS,2010,PT20,2,0.0276
2015,NUTS,2010,PT20,2,0.0293
2016,NUTS,2010,PT20,2,0.0652
2017,NUTS,2010,PT20,2,0.0745
2018,NUTS,2010,PT20,2,0.0755
2019,NUTS,2010,PT20,2,0.0662
2020,NUTS,2010,PT20,2,0.0754
2011,NUTS,2010,PT3,1,0.0435
2012,NUTS,2010,PT3,1,0.0395
2013,NUTS,2010,PT3,1,0.0459
2014,NUTS,2010,PT3,1,0.046
2015,NUTS,2010,PT3,1,0.0487
2016,NUTS,2010,PT3,1,0.0571
2017,NUTS,2010,PT3,1,0.0888
2018,NUTS,2010,PT3,1,0.145
2019,NUTS,2010,PT3,1,0.178
2020,NUTS,2010,PT3,1,0.1672
2011,NUTS,2010,PT30,2,0.0435
2012,NUTS,2010,PT30,2,0.0395
2013,NUTS,2010,PT30,2,0.0459
2014,NUTS,2010,PT30,2,0.046
2015,NUTS,2010,PT30,2,0.0487
2016,NUTS,2010,PT30,2,0.0571
2017,NUTS,2010,PT30,2,0.0888
2018,NUTS,2010,PT30,2,0.145
2019,NUTS,2010,PT30,2,0.178
2020,NUTS,2010,PT30,2,0.1672
2011,NUTS,2010,RO,0,0.141
2012,NUTS,2010,RO,0,0.1433
2013,NUTS,2010,RO,0,0.1388
2014,NUTS,2010,RO,0,0.1365
2015,NUTS,2010,RO,0,0.1208
2016,NUTS,2010,RO,0,0.1247
2017,NUTS,2010,RO,0,0.1266
2018,NUTS,2010,RO,0,0.1229
2019,NUTS,2010,RO,0,0.1232
2011,NUTS,2010,RO1,1,0.0727
2012,NUTS,2010,RO1,1,0.0761
2013,NUTS,2010,RO1,1,0.0515
2014,NUTS,2010,RO1,1,0.1033
2015,NUTS,2010,RO1,1,0.0829
2016,NUTS,2010,RO1,1,0.0914
2017,NUTS,2010,RO1,1,0.0874
2018,NUTS,2010,RO1,1,0.0978
2019,NUTS,2010,RO1,1,0.1006
2011,NUTS,2010,RO11,2,0.0668
2012,NUTS,2010,RO11,2,0.0798
2013,NUTS,2010,RO11,2,0.0459
2014,NUTS,2010,RO11,2,0.058
2015,NUTS,2010,RO11,2,0.0378
2016,NUTS,2010,RO11,2,0.0342
2017,NUTS,2010,RO11,2,0.0307
2018,NUTS,2010,RO11,2,0.0291
2019,NUTS,2010,RO11,2,0.0262
2011,NUTS,2010,RO12,2,0.0804
2012,NUTS,2010,RO12,2,0.0713
2013,NUTS,2010,RO12,2,0.0588
2014,NUTS,2010,RO12,2,0.163
2015,NUTS,2010,RO12,2,0.1415
2016,NUTS,2010,RO12,2,0.1649
2017,NUTS,2010,RO12,2,0.1611
2018,NUTS,2010,RO12,2,0.1938
2019,NUTS,2010,RO12,2,0.1989
2011,NUTS,2010,RO2,1,0.0131
2012,NUTS,2010,RO2,1,0.0333
2013,NUTS,2010,RO2,1,0.0448
2014,NUTS,2010,RO2,1,0.0268
2015,NUTS,2010,RO2,1,0.023
2016,NUTS,2010,RO2,1,0.0269
2017,NUTS,2010,RO2,1,0.0236
2018,NUTS,2010,RO2,1,0.0224
2019,NUTS,2010,RO2,1,0.027
2011,NUTS,2010,RO21,2,0.0174
2012,NUTS,2010,RO21,2,0.0364
2013,NUTS,2010,RO21,2,0.0635
2014,NUTS,2010,RO21,2,0.0316
2015,NUTS,2010,RO21,2,0.0286
2016,NUTS,2010,RO21,2,0.0295
2017,NUTS,2010,RO21,2,0.0305
2018,NUTS,2010,RO21,2,0.0302
2019,NUTS,2010,RO21,2,0.0386
2011,NUTS,2010,RO22,2,0.0064
2012,NUTS,2010,RO22,2,0.0282
2013,NUTS,2010,RO22,2,0.0128
2014,NUTS,2010,RO22,2,0.0183
2015,NUTS,2010,RO22,2,0.013
2016,NUTS,2010,RO22,2,0.0222
2017,NUTS,2010,RO22,2,0.0113
2018,NUTS,2010,RO22,2,0.0085
2019,NUTS,2010,RO22,2,0.0064
2011,NUTS,2010,RO3,1,0.3303
2012,NUTS,2010,RO3,1,0.3059
2013,NUTS,2010,RO3,1,0.2989
2014,NUTS,2010,RO3,1,0.2714
2015,NUTS,2010,RO3,1,0.2384
2016,NUTS,2010,RO3,1,0.2398
2017,NUTS,2010,RO3,1,0.2511
2018,NUTS,2010,RO3,1,0.2269
2019,NUTS,2010,RO3,1,0.2225
2011,NUTS,2010,RO31,2,0.0473
2012,NUTS,2010,RO31,2,0.0976
2013,NUTS,2010,RO31,2,0.1841
2014,NUTS,2010,RO31,2,0.1432
2015,NUTS,2010,RO31,2,0.1012
2016,NUTS,2010,RO31,2,0.0955
2017,NUTS,2010,RO31,2,0.0719
2018,NUTS,2010,RO31,2,0.0921
2019,NUTS,2010,RO31,2,0.1015
2011,NUTS,2010,RO32,2,0.6451
2012,NUTS,2010,RO32,2,0.5446
2013,NUTS,2010,RO32,2,0.4329
2014,NUTS,2010,RO32,2,0.4199
2015,NUTS,2010,RO32,2,0.3904
2016,NUTS,2010,RO32,2,0.3885
2017,NUTS,2010,RO32,2,0.4383
2018,NUTS,2010,RO32,2,0.3646
2019,NUTS,2010,RO32,2,0.3416
2011,NUTS,2010,RO4,1,0.0133
2012,NUTS,2010,RO4,1,0.0176
2013,NUTS,2010,RO4,1,0.0172
2014,NUTS,2010,RO4,1,0.0158
2015,NUTS,2010,RO4,1,0.0464
2016,NUTS,2010,RO4,1,0.0497
2017,NUTS,2010,RO4,1,0.0485
2018,NUTS,2010,RO4,1,0.0586
2019,NUTS,2010,RO4,1,0.0624
2011,NUTS,2010,RO41,2,0.0154
2012,NUTS,2010,RO41,2,0.017
2013,NUTS,2010,RO41,2,0.0065
2014,NUTS,2010,RO41,2,0.0114
2015,NUTS,2010,RO41,2,0.0164
2016,NUTS,2010,RO41,2,0.0118
2017,NUTS,2010,RO41,2,0.0148
2018,NUTS,2010,RO41,2,0.0155
2019,NUTS,2010,RO41,2,0.0117
2011,NUTS,2010,RO42,2,0.0104
2012,NUTS,2010,RO42,2,0.0181
2013,NUTS,2010,RO42,2,0.0303
2014,NUTS,2010,RO42,2,0.0216
2015,NUTS,2010,RO42,2,0.0821
2016,NUTS,2010,RO42,2,0.095
2017,NUTS,2010,RO42,2,0.0901
2018,NUTS,2010,RO42,2,0.1125
2019,NUTS,2010,RO42,2,0.1223
2011,NUTS,2010,RS,0,0.0137
2012,NUTS,2010,RS,0,0.0226
2013,NUTS,2010,RS,0,0.038
2014,NUTS,2010,RS,0,0.0821
2015,NUTS,2010,RS,0,0.0874
2016,NUTS,2010,RS,0,0.0935
2017,NUTS,2010,RS,0,0.0851
2018,NUTS,2010,RS,0,0.0821
2019,NUTS,2010,RS,0,0.0871
2020,NUTS,2010,RS,0,0.0926
2018,NUTS,2010,RS1,1,0.1373
2019,NUTS,2010,RS1,1,0.1408
2020,NUTS,2010,RS1,1,0.1508
2018,NUTS,2010,RS11,2,0.1922
2019,NUTS,2010,RS11,2,0.1919
2020,NUTS,2010,RS11,2,0.2189
2018,NUTS,2010,RS12,2,0.0785
2019,NUTS,2010,RS12,2,0.0866
2020,NUTS,2010,RS12,2,0.0787
2018,NUTS,2010,RS2,1,0.0119
2019,NUTS,2010,RS2,1,0.0161
2020,NUTS,2010,RS2,1,0.0157
2018,NUTS,2010,RS21,2,0.0059
2019,NUTS,2010,RS21,2,0.0092
2020,NUTS,2010,RS21,2,0.0127
2018,NUTS,2010,RS22,2,0.0203
2019,NUTS,2010,RS22,2,0.0258
2020,NUTS,2010,RS22,2,0.0199
2011,NUTS,2010,SE,0,0.6963
2013,NUTS,2010,SE,0,0.6957
2015,NUTS,2010,SE,0,0.7185
2017,NUTS,2010,SE,0,0.7927
2019,NUTS,2010,SE,0,0.7885
2011,NUTS,2010,SI,0,0.7407
2012,NUTS,2010,SI,0,0.7179
2013,NUTS,2010,SI,0,0.7652
2014,NUTS,2010,SI,0,0.7532
2015,NUTS,2010,SI,0,0.7121
2016,NUTS,2010,SI,0,0.7143
2017,NUTS,2010,SI,0,0.7581
2018,NUTS,2010,SI,0,0.842
2019,NUTS,2010,SI,0,0.912
2011,NUTS,2010,SI0,1,0.7196
2012,NUTS,2010,SI0,1,0.7014
2013,NUTS,2010,SI0,1,0.7476
2014,NUTS,2010,SI0,1,0.7311
2015,NUTS,2010,SI0,1,0.6965
2016,NUTS,2010,SI0,1,0.7009
2017,NUTS,2010,SI0,1,0.7438
2018,NUTS,2010,SI0,1,0.8231
2019,NUTS,2010,SI0,1,0.8968
2013,NUTS,2010,SI03,2,0.5994
2014,NUTS,2010,SI03,2,0.6016
2015,NUTS,2010,SI03,2,0.5618
2016,NUTS,2010,SI03,2,0.5841
2017,NUTS,2010,SI03,2,0.6126
2018,NUTS,2010,SI03,2,0.6913
2019,NUTS,2010,SI03,2,0.7799
2013,NUTS,2010,SI04,2,0.9094
2014,NUTS,2010,SI04,2,0.8739
2015,NUTS,2010,SI04,2,0.8425
2016,NUTS,2010,SI04,2,0.8259
2017,NUTS,2010,SI04,2,0.8846
2018,NUTS,2010,SI04,2,0.9676
2019,NUTS,2010,SI04,2,1.0219
2011,NUTS,2010,SK,0,0.0843
2012,NUTS,2010,SK,0,0.0913
2013,NUTS,2010,SK,0,0.0837
2014,NUTS,2010,SK,0,0.0892
2015,NUTS,2010,SK,0,0.0919
2016,NUTS,2010,SK,0,0.1056
2017,NUTS,2010,SK,0,0.1122
2018,NUTS,2010,SK,0,0.1294
2019,NUTS,2010,SK,0,0.1554
2020,NUTS,2010,SK,0,0.1724
2011,NUTS,2010,SK01,2,0.2399
2012,NUTS,2010,SK01,2,0.278
2013,NUTS,2010,SK01,2,0.2975
2014,NUTS,2010,SK01,2,0.2072
2015,NUTS,2010,SK01,2,0.1958
2016,NUTS,2010,SK01,2,0.326
2017,NUTS,2010,SK01,2,0.296
2018,NUTS,2010,SK01,2,0.3492
2019,NUTS,2010,SK01,2,0.4129
2020,NUTS,2010,SK01,2,0.505
2011,NUTS,2010,SK02,2,0.0832
2012,NUTS,2010,SK02,2,0.0911
2013,NUTS,2010,SK02,2,0.0622
2014,NUTS,2010,SK02,2,0.108
2015,NUTS,2010,SK02,2,0.1196
2016,NUTS,2010,SK02,2,0.0777
2017,NUTS,2010,SK02,2,0.1402
2018,NUTS,2010,SK02,2,0.1439
2019,NUTS,2010,SK02,2,0.1572
2020,NUTS,2010,SK02,2,0.1595
2011,NUTS,2010,SK03,2,0.072
2012,NUTS,2010,SK03,2,0.069
2013,NUTS,2010,SK03,2,0.0719
2014,NUTS,2010,SK03,2,0.0732
2015,NUTS,2010,SK03,2,0.0755
2016,NUTS,2010,SK03,2,0.1084
2017,NUTS,2010,SK03,2,0.0709
2018,NUTS,2010,SK03,2,0.0955
2019,NUTS,2010,SK03,2,0.1505
2020,NUTS,2010,SK03,2,0.1364
2011,NUTS,2010,SK04,2,0.041
2012,NUTS,2010,SK04,2,0.0419
2013,NUTS,2010,SK04,2,0.0384
2014,NUTS,2010,SK04,2,0.0456
2015,NUTS,2010,SK04,2,0.0444
2016,NUTS,2010,SK04,2,0.0511
2017,NUTS,2010,SK04,2,0.045
2018,NUTS,2010,SK04,2,0.0603
2019,NUTS,2010,SK04,2,0.0603
2020,NUTS,2010,SK04,2,0.091
2011,NUTS,2010,TR,0,0.1558
2012,NUTS,2010,TR,0,0.169
2013,NUTS,2010,TR,0,0.1859
2014,NUTS,2010,TR,0,0.1973
2015,NUTS,2010,TR,0,0.2034
2016,NUTS,2010,TR,0,0.2132
2017,NUTS,2010,TR,0,0.2547
2018,NUTS,2010,TR,0,0.2961
2019,NUTS,2010,TR,0,0.3187
2020,NUTS,2010,TR,0,0.3941
2011,NUTS,2010,UK,0,0.3144
2012,NUTS,2010,UK,0,0.317
2013,NUTS,2010,UK,0,0.3851
2014,NUTS,2010,UK,0,0.4082
2015,NUTS,2010,UK,0,0.4474
