year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_total_total_t_pc_act_hc
2012,NUTS,2010,PT15,2,0.6879
2013,NUTS,2010,PT15,2,0.7064
2014,NUTS,2010,PT15,2,0.7277
2015,NUTS,2010,PT15,2,0.7975
2016,NUTS,2010,PT15,2,0.7532
2017,NUTS,2010,PT15,2,0.6576
2018,NUTS,2010,PT15,2,0.7221
2019,NUTS,2010,PT15,2,0.8507
2020,NUTS,2010,PT15,2,0.9533
2011,NUTS,2010,PT16,2,1.5563
2012,NUTS,2010,PT16,2,1.5051
2013,NUTS,2010,PT16,2,1.5214
2014,NUTS,2010,PT16,2,1.5836
2015,NUTS,2010,PT16,2,1.6386
2016,NUTS,2010,PT16,2,1.8089
2017,NUTS,2010,PT16,2,1.9185
2018,NUTS,2010,PT16,2,2.0701
2019,NUTS,2010,PT16,2,2.2355
2020,NUTS,2010,PT16,2,2.3656
2011,NUTS,2010,PT17,2,2.8206
2012,NUTS,2010,PT17,2,2.8091
2013,NUTS,2010,PT17,2,2.9282
2014,NUTS,2010,PT17,2,2.9233
2015,NUTS,2010,PT17,2,2.9565
2016,NUTS,2010,PT17,2,3.1123
2017,NUTS,2010,PT17,2,3.186
2018,NUTS,2010,PT17,2,3.3422
2019,NUTS,2010,PT17,2,3.3879
2020,NUTS,2010,PT17,2,3.6328
2011,NUTS,2010,PT18,2,0.5857
2012,NUTS,2010,PT18,2,0.6573
2013,NUTS,2010,PT18,2,0.646
2014,NUTS,2010,PT18,2,0.6879
2015,NUTS,2010,PT18,2,0.7199
2016,NUTS,2010,PT18,2,0.8394
2017,NUTS,2010,PT18,2,0.9258
2018,NUTS,2010,PT18,2,1.0703
2019,NUTS,2010,PT18,2,1.1483
2020,NUTS,2010,PT18,2,1.2772
2011,NUTS,2010,PT2,1,0.5492
2012,NUTS,2010,PT2,1,0.61
2013,NUTS,2010,PT2,1,0.5615
2014,NUTS,2010,PT2,1,0.5839
2015,NUTS,2010,PT2,1,0.5854
2016,NUTS,2010,PT2,1,0.6068
2017,NUTS,2010,PT2,1,0.6178
2018,NUTS,2010,PT2,1,0.5527
2019,NUTS,2010,PT2,1,0.5559
2020,NUTS,2010,PT2,1,0.6097
2011,NUTS,2010,PT20,2,0.5492
2012,NUTS,2010,PT20,2,0.61
2013,NUTS,2010,PT20,2,0.5615
2014,NUTS,2010,PT20,2,0.5839
2015,NUTS,2010,PT20,2,0.5854
2016,NUTS,2010,PT20,2,0.6068
2017,NUTS,2010,PT20,2,0.6178
2018,NUTS,2010,PT20,2,0.5527
2019,NUTS,2010,PT20,2,0.5559
2020,NUTS,2010,PT20,2,0.6097
2011,NUTS,2010,PT3,1,0.4802
2012,NUTS,2010,PT3,1,0.3749
2013,NUTS,2010,PT3,1,0.4337
2014,NUTS,2010,PT3,1,0.4863
2015,NUTS,2010,PT3,1,0.5175
2016,NUTS,2010,PT3,1,0.5468
2017,NUTS,2010,PT3,1,0.5784
2018,NUTS,2010,PT3,1,0.7104
2019,NUTS,2010,PT3,1,0.7585
2020,NUTS,2010,PT3,1,0.76
2011,NUTS,2010,PT30,2,0.4802
2012,NUTS,2010,PT30,2,0.3749
2013,NUTS,2010,PT30,2,0.4337
2014,NUTS,2010,PT30,2,0.4863
2015,NUTS,2010,PT30,2,0.5175
2016,NUTS,2010,PT30,2,0.5468
2017,NUTS,2010,PT30,2,0.5784
2018,NUTS,2010,PT30,2,0.7104
2019,NUTS,2010,PT30,2,0.7585
2020,NUTS,2010,PT30,2,0.76
2011,NUTS,2010,RO,0,0.5402
2012,NUTS,2010,RO,0,0.542
2013,NUTS,2010,RO,0,0.5506
2014,NUTS,2010,RO,0,0.5402
2015,NUTS,2010,RO,0,0.5407
2016,NUTS,2010,RO,0,0.5561
2017,NUTS,2010,RO,0,0.5534
2018,NUTS,2010,RO,0,0.5548
2019,NUTS,2010,RO,0,0.5435
2011,NUTS,2010,RO1,1,0.3411
2012,NUTS,2010,RO1,1,0.2975
2013,NUTS,2010,RO1,1,0.267
2014,NUTS,2010,RO1,1,0.3365
2015,NUTS,2010,RO1,1,0.3213
2016,NUTS,2010,RO1,1,0.3335
2017,NUTS,2010,RO1,1,0.3275
2018,NUTS,2010,RO1,1,0.3516
2019,NUTS,2010,RO1,1,0.3665
2011,NUTS,2010,RO11,2,0.3225
2012,NUTS,2010,RO11,2,0.2894
2013,NUTS,2010,RO11,2,0.2601
2014,NUTS,2010,RO11,2,0.2866
2015,NUTS,2010,RO11,2,0.272
2016,NUTS,2010,RO11,2,0.2645
2017,NUTS,2010,RO11,2,0.2664
2018,NUTS,2010,RO11,2,0.2855
2019,NUTS,2010,RO11,2,0.301
2011,NUTS,2010,RO12,2,0.3635
2012,NUTS,2010,RO12,2,0.3076
2013,NUTS,2010,RO12,2,0.2756
2014,NUTS,2010,RO12,2,0.399
2015,NUTS,2010,RO12,2,0.3822
2016,NUTS,2010,RO12,2,0.4187
2017,NUTS,2010,RO12,2,0.4035
2018,NUTS,2010,RO12,2,0.4365
2019,NUTS,2010,RO12,2,0.4478
2011,NUTS,2010,RO2,1,0.1887
2012,NUTS,2010,RO2,1,0.205
2013,NUTS,2010,RO2,1,0.2207
2014,NUTS,2010,RO2,1,0.2238
2015,NUTS,2010,RO2,1,0.2301
2016,NUTS,2010,RO2,1,0.2366
2017,NUTS,2010,RO2,1,0.2357
2018,NUTS,2010,RO2,1,0.2359
2019,NUTS,2010,RO2,1,0.2423
2011,NUTS,2010,RO21,2,0.224
2012,NUTS,2010,RO21,2,0.2432
2013,NUTS,2010,RO21,2,0.2699
2014,NUTS,2010,RO21,2,0.2677
2015,NUTS,2010,RO21,2,0.2574
2016,NUTS,2010,RO21,2,0.255
2017,NUTS,2010,RO21,2,0.2426
2018,NUTS,2010,RO21,2,0.2323
2019,NUTS,2010,RO21,2,0.2551
2011,NUTS,2010,RO22,2,0.1378
2012,NUTS,2010,RO22,2,0.1499
2013,NUTS,2010,RO22,2,0.1474
2014,NUTS,2010,RO22,2,0.1568
2015,NUTS,2010,RO22,2,0.1877
2016,NUTS,2010,RO22,2,0.2077
2017,NUTS,2010,RO22,2,0.2246
2018,NUTS,2010,RO22,2,0.2417
2019,NUTS,2010,RO22,2,0.2218
2011,NUTS,2010,RO3,1,0.969
2012,NUTS,2010,RO3,1,0.9856
2013,NUTS,2010,RO3,1,0.9981
2014,NUTS,2010,RO3,1,0.926
2015,NUTS,2010,RO3,1,0.9369
2016,NUTS,2010,RO3,1,0.9814
2017,NUTS,2010,RO3,1,0.9766
2018,NUTS,2010,RO3,1,1.0059
2019,NUTS,2010,RO3,1,0.9734
2011,NUTS,2010,RO31,2,0.1621
2012,NUTS,2010,RO31,2,0.2284
2013,NUTS,2010,RO31,2,0.3176
2014,NUTS,2010,RO31,2,0.2637
2015,NUTS,2010,RO31,2,0.205
2016,NUTS,2010,RO31,2,0.207
2017,NUTS,2010,RO31,2,0.1694
2018,NUTS,2010,RO31,2,0.1922
2019,NUTS,2010,RO31,2,0.1937
2011,NUTS,2010,RO32,2,1.9545
2012,NUTS,2010,RO32,2,1.932
2013,NUTS,2010,RO32,2,1.8694
2014,NUTS,2010,RO32,2,1.7659
2015,NUTS,2010,RO32,2,1.8422
2016,NUTS,2010,RO32,2,1.8979
2017,NUTS,2010,RO32,2,1.9222
2018,NUTS,2010,RO32,2,1.9423
2019,NUTS,2010,RO32,2,1.8606
2011,NUTS,2010,RO4,1,0.3003
2012,NUTS,2010,RO4,1,0.306
2013,NUTS,2010,RO4,1,0.335
2014,NUTS,2010,RO4,1,0.3123
2015,NUTS,2010,RO4,1,0.367
2016,NUTS,2010,RO4,1,0.3729
2017,NUTS,2010,RO4,1,0.3698
2018,NUTS,2010,RO4,1,0.3041
2019,NUTS,2010,RO4,1,0.2939
2011,NUTS,2010,RO41,2,0.2252
2012,NUTS,2010,RO41,2,0.2064
2013,NUTS,2010,RO41,2,0.2132
2014,NUTS,2010,RO41,2,0.1997
2015,NUTS,2010,RO41,2,0.2334
2016,NUTS,2010,RO41,2,0.2318
2017,NUTS,2010,RO41,2,0.2305
2018,NUTS,2010,RO41,2,0.1597
2019,NUTS,2010,RO41,2,0.1438
2011,NUTS,2010,RO42,2,0.3944
2012,NUTS,2010,RO42,2,0.4309
2013,NUTS,2010,RO42,2,0.4815
2014,NUTS,2010,RO42,2,0.4492
2015,NUTS,2010,RO42,2,0.5231
2016,NUTS,2010,RO42,2,0.5372
2017,NUTS,2010,RO42,2,0.5392
2018,NUTS,2010,RO42,2,0.4795
2019,NUTS,2010,RO42,2,0.4704
2011,NUTS,2010,RS,0,0.6598
2012,NUTS,2010,RS,0,0.6551
2013,NUTS,2010,RS,0,0.6996
2014,NUTS,2010,RS,0,0.7259
2015,NUTS,2010,RS,0,0.7932
2016,NUTS,2010,RS,0,0.7795
2017,NUTS,2010,RS,0,0.7524
2018,NUTS,2010,RS,0,0.7549
2019,NUTS,2010,RS,0,0.7632
2020,NUTS,2010,RS,0,0.7969
2018,NUTS,2010,RS1,1,1.1618
2019,NUTS,2010,RS1,1,1.1612
2020,NUTS,2010,RS1,1,1.2116
2018,NUTS,2010,RS11,2,1.6395
2019,NUTS,2010,RS11,2,1.6665
2020,NUTS,2010,RS11,2,1.7511
2018,NUTS,2010,RS12,2,0.7037
2019,NUTS,2010,RS12,2,0.6784
2020,NUTS,2010,RS12,2,0.6916
2018,NUTS,2010,RS2,1,0.2385
2019,NUTS,2010,RS2,1,0.2397
2020,NUTS,2010,RS2,1,0.2459
2018,NUTS,2010,RS21,2,0.1798
2019,NUTS,2010,RS21,2,0.164
2020,NUTS,2010,RS21,2,0.1773
2018,NUTS,2010,RS22,2,0.3198
2019,NUTS,2010,RS22,2,0.3439
2020,NUTS,2010,RS22,2,0.3426
2011,NUTS,2010,RU,0,0.9703
2012,NUTS,2010,RU,0,0.961
2011,NUTS,2010,SE,0,2.595
2013,NUTS,2010,SE,0,2.7228
2015,NUTS,2010,SE,0,2.7735
2017,NUTS,2010,SE,0,2.5634
2019,NUTS,2010,SE,0,2.5796
2011,NUTS,2010,SE1,1,3.0232
2013,NUTS,2010,SE1,1,3.2168
2015,NUTS,2010,SE1,1,3.2146
2017,NUTS,2010,SE1,1,2.8326
2019,NUTS,2010,SE1,1,2.801
2011,NUTS,2010,SE11,2,3.1155
2013,NUTS,2010,SE11,2,3.2568
2015,NUTS,2010,SE11,2,3.3024
2017,NUTS,2010,SE11,2,3.0492
2019,NUTS,2010,SE11,2,2.8937
2011,NUTS,2010,SE12,2,2.8902
2013,NUTS,2010,SE12,2,3.1574
2015,NUTS,2010,SE12,2,3.0833
2017,NUTS,2010,SE12,2,2.5058
2019,NUTS,2010,SE12,2,2.6602
2011,NUTS,2010,SE2,1,2.3532
2013,NUTS,2010,SE2,1,2.3985
2015,NUTS,2010,SE2,1,2.4689
2017,NUTS,2010,SE2,1,2.5205
2011,NUTS,2010,SE21,2,1.1016
2013,NUTS,2010,SE21,2,1.3656
2015,NUTS,2010,SE21,2,1.3371
2011,NUTS,2010,SE22,2,2.4045
2013,NUTS,2010,SE22,2,2.5424
2015,NUTS,2010,SE22,2,2.356
2017,NUTS,2010,SE22,2,2.2596
2019,NUTS,2010,SE22,2,2.8638
2011,NUTS,2010,SE23,2,2.8408
2013,NUTS,2010,SE23,2,2.719
2015,NUTS,2010,SE23,2,3.0211
2017,NUTS,2010,SE23,2,3.2463
2019,NUTS,2010,SE23,2,2.9974
2011,NUTS,2010,SE3,1,1.6023
2013,NUTS,2010,SE3,1,1.6982
2015,NUTS,2010,SE3,1,1.7267
2017,NUTS,2010,SE3,1,1.2803
2011,NUTS,2010,SE31,2,1.1694
2013,NUTS,2010,SE31,2,1.2633
2015,NUTS,2010,SE31,2,1.3457
2017,NUTS,2010,SE31,2,1.01
2019,NUTS,2010,SE31,2,0.9689
2011,NUTS,2010,SE32,2,1.0758
2013,NUTS,2010,SE32,2,0.8961
2015,NUTS,2010,SE32,2,0.9298
2011,NUTS,2010,SE33,2,2.6788
2013,NUTS,2010,SE33,2,2.9782
2015,NUTS,2010,SE33,2,2.8901
2017,NUTS,2010,SE33,2,2.0841
2019,NUTS,2010,SE33,2,2.3492
2011,NUTS,2010,SI,0,2.1788
2012,NUTS,2010,SI,0,2.1222
2013,NUTS,2010,SI,0,2.1662
2014,NUTS,2010,SI,0,2.1417
2015,NUTS,2010,SI,0,2.0968
2016,NUTS,2010,SI,0,2.0556
2017,NUTS,2010,SI,0,2.1927
2018,NUTS,2010,SI,0,2.3492
2019,NUTS,2010,SI,0,2.4888
2011,NUTS,2010,SI0,1,2.1138
2012,NUTS,2010,SI0,1,2.069
2013,NUTS,2010,SI0,1,2.1109
2014,NUTS,2010,SI0,1,2.0746
2015,NUTS,2010,SI0,1,2.0473
2016,NUTS,2010,SI0,1,2.0131
2017,NUTS,2010,SI0,1,2.1425
2018,NUTS,2010,SI0,1,2.2869
2019,NUTS,2010,SI0,1,2.4372
2013,NUTS,2010,SI03,2,1.1596
2014,NUTS,2010,SI03,2,1.1661
2015,NUTS,2010,SI03,2,1.1228
2016,NUTS,2010,SI03,2,1.098
2017,NUTS,2010,SI03,2,1.1337
2018,NUTS,2010,SI03,2,1.2823
2019,NUTS,2010,SI03,2,1.4546
2013,NUTS,2010,SI04,2,3.1832
2014,NUTS,2010,SI04,2,3.1123
2015,NUTS,2010,SI04,2,3.0871
2016,NUTS,2010,SI04,2,3.0276
2017,NUTS,2010,SI04,2,3.2671
2018,NUTS,2010,SI04,2,3.3903
2019,NUTS,2010,SI04,2,3.5075
2011,NUTS,2010,SK,0,1.0436
2012,NUTS,2010,SK,0,1.0434
2013,NUTS,2010,SK,0,1.0019
2014,NUTS,2010,SK,0,1.0365
2015,NUTS,2010,SK,0,1.0287
2016,NUTS,2010,SK,0,1.1812
2017,NUTS,2010,SK,0,1.194
2018,NUTS,2010,SK,0,1.2825
2019,NUTS,2010,SK,0,1.3065
2020,NUTS,2010,SK,0,1.3528
2011,NUTS,2010,SK01,2,4.3447
2012,NUTS,2010,SK01,2,4.2451
2013,NUTS,2010,SK01,2,3.9804
2014,NUTS,2010,SK01,2,3.8502
2015,NUTS,2010,SK01,2,3.7106
2016,NUTS,2010,SK01,2,4.4667
2017,NUTS,2010,SK01,2,4.2457
2018,NUTS,2010,SK01,2,4.6115
2019,NUTS,2010,SK01,2,4.6711
2020,NUTS,2010,SK01,2,4.8567
2011,NUTS,2010,SK02,2,0.4946
2012,NUTS,2010,SK02,2,0.5029
2013,NUTS,2010,SK02,2,0.5105
2014,NUTS,2010,SK02,2,0.6252
2015,NUTS,2010,SK02,2,0.6396
2016,NUTS,2010,SK02,2,0.6361
2017,NUTS,2010,SK02,2,0.7367
2018,NUTS,2010,SK02,2,0.7499
2019,NUTS,2010,SK02,2,0.7502
2020,NUTS,2010,SK02,2,0.762
2011,NUTS,2010,SK03,2,0.6863
2012,NUTS,2010,SK03,2,0.706
2013,NUTS,2010,SK03,2,0.6683
2014,NUTS,2010,SK03,2,0.7248
2015,NUTS,2010,SK03,2,0.7522
2016,NUTS,2010,SK03,2,0.8611
2017,NUTS,2010,SK03,2,0.8652
2018,NUTS,2010,SK03,2,0.9266
2019,NUTS,2010,SK03,2,0.9409
2020,NUTS,2010,SK03,2,0.9382
2011,NUTS,2010,SK04,2,0.6566
2012,NUTS,2010,SK04,2,0.6661
2013,NUTS,2010,SK04,2,0.668
2014,NUTS,2010,SK04,2,0.6653
2015,NUTS,2010,SK04,2,0.6512
2016,NUTS,2010,SK04,2,0.7267
2017,NUTS,2010,SK04,2,0.7318
2018,NUTS,2010,SK04,2,0.7875
2019,NUTS,2010,SK04,2,0.7951
2020,NUTS,2010,SK04,2,0.8689
2011,NUTS,2010,TR,0,0.6375
2012,NUTS,2010,TR,0,0.699
2013,NUTS,2010,TR,0,0.7194
2014,NUTS,2010,TR,0,0.7608
2015,NUTS,2010,TR,0,0.776
2016,NUTS,2010,TR,0,0.8139
2017,NUTS,2010,TR,0,0.8653
2018,NUTS,2010,TR,0,0.9238
2019,NUTS,2010,TR,0,0.9663
2020,NUTS,2010,TR,0,1.0686
2011,NUTS,2010,UK,0,1.8284
2012,NUTS,2010,UK,0,1.8628
2013,NUTS,2010,UK,0,1.9477
2014,NUTS,2010,UK,0,2.0493
2015,NUTS,2010,UK,0,2.1114
2016,NUTS,2010,UK,0,2.1731
2017,NUTS,2010,UK,0,2.2965
2018,NUTS,2010,UK,0,2.377
2011,NUTS,2010,UKC,1,1.5134
2012,NUTS,2010,UKC,1,1.5306
2013,NUTS,2010,UKC,1,1.6894
2014,NUTS,2010,UKC,1,1.657
2015,NUTS,2010,UKC,1,1.7842
2016,NUTS,2010,UKC,1,1.8304
2017,NUTS,2010,UKC,1,1.9551
2018,NUTS,2010,UKC,1,2.0649
2011,NUTS,2010,UKC1,2,1.2731
2012,NUTS,2010,UKC1,2,1.339
2013,NUTS,2010,UKC1,2,1.5966
2014,NUTS,2010,UKC1,2,1.427
2015,NUTS,2010,UKC1,2,1.496
2016,NUTS,2010,UKC1,2,1.4964
2017,NUTS,2010,UKC1,2,1.5696
2018,NUTS,2010,UKC1,2,1.6871
2011,NUTS,2010,UKC2,2,1.71
2012,NUTS,2010,UKC2,2,1.6804
2013,NUTS,2010,UKC2,2,1.7616
2014,NUTS,2010,UKC2,2,1.8384
2015,NUTS,2010,UKC2,2,2.0128
2016,NUTS,2010,UKC2,2,2.0918
2017,NUTS,2010,UKC2,2,2.2629
2018,NUTS,2010,UKC2,2,2.3764
2011,NUTS,2010,UKD,1,1.4116
2012,NUTS,2010,UKD,1,1.4307
2013,NUTS,2010,UKD,1,1.4855
2014,NUTS,2010,UKD,1,1.6115
2015,NUTS,2010,UKD,1,1.6809
2016,NUTS,2010,UKD,1,1.7518
2017,NUTS,2010,UKD,1,1.8647
2018,NUTS,2010,UKD,1,1.9593
2011,NUTS,2010,UKD1,2,0.9039
2012,NUTS,2010,UKD1,2,0.8374
2013,NUTS,2010,UKD1,2,0.7043
2014,NUTS,2010,UKD1,2,1.0372
2015,NUTS,2010,UKD1,2,1.1767
2016,NUTS,2010,UKD1,2,1.2897
2017,NUTS,2010,UKD1,2,1.3888
2018,NUTS,2010,UKD1,2,1.6725
2011,NUTS,2010,UKD3,2,1.5462
2012,NUTS,2010,UKD3,2,1.591
2013,NUTS,2010,UKD3,2,1.5896
2014,NUTS,2010,UKD3,2,1.6562
2015,NUTS,2010,UKD3,2,1.7279
2016,NUTS,2010,UKD3,2,1.7764
2017,NUTS,2010,UKD3,2,1.9035
2018,NUTS,2010,UKD3,2,2.016
2011,NUTS,2010,UKD4,2,1.2634
2012,NUTS,2010,UKD4,2,1.3002
2013,NUTS,2010,UKD4,2,1.4009
2014,NUTS,2010,UKD4,2,1.4382
2015,NUTS,2010,UKD4,2,1.5196
2016,NUTS,2010,UKD4,2,1.6215
2017,NUTS,2010,UKD4,2,1.675
2018,NUTS,2010,UKD4,2,1.8166
2011,NUTS,2010,UKD6,2,1.5558
2012,NUTS,2010,UKD6,2,1.5859
2013,NUTS,2010,UKD6,2,1.6836
2014,NUTS,2010,UKD6,2,1.8714
2015,NUTS,2010,UKD6,2,1.9162
2016,NUTS,2010,UKD6,2,1.8293
2017,NUTS,2010,UKD6,2,1.885
2018,NUTS,2010,UKD6,2,2.0165
2011,NUTS,2010,UKD7,2,1.3969
2012,NUTS,2010,UKD7,2,1.3749
2013,NUTS,2010,UKD7,2,1.5216
2014,NUTS,2010,UKD7,2,1.7244
2015,NUTS,2010,UKD7,2,1.7846
2016,NUTS,2010,UKD7,2,1.9451
2017,NUTS,2010,UKD7,2,2.144
2018,NUTS,2010,UKD7,2,2.0537
2011,NUTS,2010,UKE,1,1.5357
2012,NUTS,2010,UKE,1,1.5331
2013,NUTS,2010,UKE,1,1.6857
2014,NUTS,2010,UKE,1,1.7295
2015,NUTS,2010,UKE,1,1.8271
2016,NUTS,2010,UKE,1,1.8304
2017,NUTS,2010,UKE,1,2.0465
2018,NUTS,2010,UKE,1,2.0654
2011,NUTS,2010,UKE1,2,0.5009
2012,NUTS,2010,UKE1,2,0.9095
2013,NUTS,2010,UKE1,2,1.0049
2014,NUTS,2010,UKE1,2,1.0803
2015,NUTS,2010,UKE1,2,1.0324
2016,NUTS,2010,UKE1,2,1.0509
2017,NUTS,2010,UKE1,2,1.153
2018,NUTS,2010,UKE1,2,1.1893
2011,NUTS,2010,UKE2,2,2.2027
2012,NUTS,2010,UKE2,2,1.6693
2013,NUTS,2010,UKE2,2,2.0298
2014,NUTS,2010,UKE2,2,2.0937
2015,NUTS,2010,UKE2,2,2.2645
2016,NUTS,2010,UKE2,2,2.3262
2017,NUTS,2010,UKE2,2,2.3985
2018,NUTS,2010,UKE2,2,2.615
2011,NUTS,2010,UKE3,2,1.7716
2012,NUTS,2010,UKE3,2,1.7296
2013,NUTS,2010,UKE3,2,1.8801
2014,NUTS,2010,UKE3,2,1.9099
2015,NUTS,2010,UKE3,2,2.1377
2016,NUTS,2010,UKE3,2,2.1082
2017,NUTS,2010,UKE3,2,2.3603
2018,NUTS,2010,UKE3,2,2.2341
2011,NUTS,2010,UKE4,2,1.5933
2012,NUTS,2010,UKE4,2,1.6181
2013,NUTS,2010,UKE4,2,1.7216
2014,NUTS,2010,UKE4,2,1.7513
2015,NUTS,2010,UKE4,2,1.8005
2016,NUTS,2010,UKE4,2,1.7968
2017,NUTS,2010,UKE4,2,2.0767
2018,NUTS,2010,UKE4,2,2.1094
2011,NUTS,2010,UKF,1,1.7263
2012,NUTS,2010,UKF,1,1.7622
2013,NUTS,2010,UKF,1,1.9241
2014,NUTS,2010,UKF,1,1.9738
2015,NUTS,2010,UKF,1,1.9679
2016,NUTS,2010,UKF,1,2.0713
2017,NUTS,2010,UKF,1,2.1582
2018,NUTS,2010,UKF,1,2.2103
2011,NUTS,2010,UKF1,2,2.2683
2012,NUTS,2010,UKF1,2,2.2712
2013,NUTS,2010,UKF1,2,2.5958
2014,NUTS,2010,UKF1,2,2.6884
2015,NUTS,2010,UKF1,2,2.6019
2016,NUTS,2010,UKF1,2,2.7507
2017,NUTS,2010,UKF1,2,2.9209
2018,NUTS,2010,UKF1,2,3.0445
2011,NUTS,2010,UKF2,2,1.596
2012,NUTS,2010,UKF2,2,1.6245
2013,NUTS,2010,UKF2,2,1.6914
2014,NUTS,2010,UKF2,2,1.7415
2015,NUTS,2010,UKF2,2,1.709
2016,NUTS,2010,UKF2,2,1.779
2017,NUTS,2010,UKF2,2,1.8146
2018,NUTS,2010,UKF2,2,1.8003
2011,NUTS,2010,UKF3,2,0.5076
2012,NUTS,2010,UKF3,2,0.5484
2013,NUTS,2010,UKF3,2,0.5638
2014,NUTS,2010,UKF3,2,0.5718
2015,NUTS,2010,UKF3,2,0.6767
2016,NUTS,2010,UKF3,2,0.7162
2017,NUTS,2010,UKF3,2,0.7501
2018,NUTS,2010,UKF3,2,0.7399
2011,NUTS,2010,UKG,1,1.3472
2012,NUTS,2010,UKG,1,1.4202
2013,NUTS,2010,UKG,1,1.5362
2014,NUTS,2010,UKG,1,1.7469
2015,NUTS,2010,UKG,1,1.8205
2016,NUTS,2010,UKG,1,1.7713
2017,NUTS,2010,UKG,1,2.0647
2018,NUTS,2010,UKG,1,2.1725
2011,NUTS,2010,UKG1,2,1.2381
2012,NUTS,2010,UKG1,2,1.4335
2013,NUTS,2010,UKG1,2,1.4756
2014,NUTS,2010,UKG1,2,1.8691
2015,NUTS,2010,UKG1,2,1.9277
2016,NUTS,2010,UKG1,2,1.7961
2017,NUTS,2010,UKG1,2,2.6894
2018,NUTS,2010,UKG1,2,3.002
2011,NUTS,2010,UKG2,2,0.5658
2012,NUTS,2010,UKG2,2,0.5584
2013,NUTS,2010,UKG2,2,0.5956
2014,NUTS,2010,UKG2,2,0.6745
2015,NUTS,2010,UKG2,2,0.7556
2016,NUTS,2010,UKG2,2,0.7336
2017,NUTS,2010,UKG2,2,0.8338
2018,NUTS,2010,UKG2,2,0.9389
2011,NUTS,2010,UKG3,2,1.8949
2012,NUTS,2010,UKG3,2,1.9397
2013,NUTS,2010,UKG3,2,2.1469
2014,NUTS,2010,UKG3,2,2.3316
2015,NUTS,2010,UKG3,2,2.4334
2016,NUTS,2010,UKG3,2,2.4052
2017,NUTS,2010,UKG3,2,2.5193
2018,NUTS,2010,UKG3,2,2.4852
2011,NUTS,2010,UKH,1,2.2771
2012,NUTS,2010,UKH,1,2.1777
2013,NUTS,2010,UKH,1,2.3341
2014,NUTS,2010,UKH,1,2.3999
2015,NUTS,2010,UKH,1,2.4828
2016,NUTS,2010,UKH,1,2.5488
2017,NUTS,2010,UKH,1,2.6661
2018,NUTS,2010,UKH,1,2.7443
2011,NUTS,2010,UKH1,2,3.2387
2012,NUTS,2010,UKH1,2,3.2009
2013,NUTS,2010,UKH1,2,3.3388
2014,NUTS,2010,UKH1,2,3.4313
2015,NUTS,2010,UKH1,2,3.6253
2016,NUTS,2010,UKH1,2,3.6747
2017,NUTS,2010,UKH1,2,3.997
2018,NUTS,2010,UKH1,2,4.2066
2011,NUTS,2010,UKH2,2,1.8786
2012,NUTS,2010,UKH2,2,1.8127
2013,NUTS,2010,UKH2,2,2.1883
2014,NUTS,2010,UKH2,2,2.1115
2015,NUTS,2010,UKH2,2,2.1864
2016,NUTS,2010,UKH2,2,2.2736
2017,NUTS,2010,UKH2,2,2.3485
2018,NUTS,2010,UKH2,2,2.3804
2011,NUTS,2010,UKH3,2,1.35
2012,NUTS,2010,UKH3,2,1.1338
2013,NUTS,2010,UKH3,2,1.1055
2014,NUTS,2010,UKH3,2,1.2028
2015,NUTS,2010,UKH3,2,1.2
2016,NUTS,2010,UKH3,2,1.2485
2017,NUTS,2010,UKH3,2,1.1948
2018,NUTS,2010,UKH3,2,1.1393
2011,NUTS,2010,UKI,1,2.1315
2012,NUTS,2010,UKI,1,2.1901
2013,NUTS,2010,UKI,1,2.0747
2014,NUTS,2010,UKI,1,2.2028
2015,NUTS,2010,UKI,1,2.2378
2016,NUTS,2010,UKI,1,2.2766
2017,NUTS,2010,UKI,1,2.4068
2018,NUTS,2010,UKI,1,2.425
2011,NUTS,2010,UKI3,2,11.069
2012,NUTS,2010,UKI3,2,10.7966
2013,NUTS,2010,UKI3,2,10.4366
2014,NUTS,2010,UKI3,2,10.3854
2015,NUTS,2010,UKI3,2,10.4736
2016,NUTS,2010,UKI3,2,10.5869
2017,NUTS,2010,UKI3,2,11.62
2018,NUTS,2010,UKI3,2,11.6071
2011,NUTS,2010,UKI4,2,1.0416
2012,NUTS,2010,UKI4,2,1.0117
2013,NUTS,2010,UKI4,2,1.0425
2014,NUTS,2010,UKI4,2,1.1836
2015,NUTS,2010,UKI4,2,1.2495
2016,NUTS,2010,UKI4,2,1.2549
2017,NUTS,2010,UKI4,2,1.3033
2018,NUTS,2010,UKI4,2,1.4125
2011,NUTS,2010,UKI5,2,0.295
2012,NUTS,2010,UKI5,2,0.3131
2013,NUTS,2010,UKI5,2,0.3156
2014,NUTS,2010,UKI5,2,0.3221
2015,NUTS,2010,UKI5,2,0.3199
2016,NUTS,2010,UKI5,2,0.3182
2017,NUTS,2010,UKI5,2,0.3017
2018,NUTS,2010,UKI5,2,0.3364
2011,NUTS,2010,UKI6,2,0.5072
2012,NUTS,2010,UKI6,2,0.4575
2013,NUTS,2010,UKI6,2,0.4519
2014,NUTS,2010,UKI6,2,0.5624
2015,NUTS,2010,UKI6,2,0.4894
2016,NUTS,2010,UKI6,2,0.5251
2017,NUTS,2010,UKI6,2,0.5685
2018,NUTS,2010,UKI6,2,0.549
2011,NUTS,2010,UKI7,2,0.9683
2012,NUTS,2010,UKI7,2,1.2196
2013,NUTS,2010,UKI7,2,1.0983
