year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_gdp_beur_ht
2012,NUTS,2010,DE2,1,1.445
2000,NUTS,2010,DE21,2,6.547
2001,NUTS,2010,DE21,2,6.018
2002,NUTS,2010,DE21,2,4.94
2003,NUTS,2010,DE21,2,4.446
2004,NUTS,2010,DE21,2,3.631
2005,NUTS,2010,DE21,2,3.51
2006,NUTS,2010,DE21,2,3.593
2007,NUTS,2010,DE21,2,3.324
2008,NUTS,2010,DE21,2,2.733
2009,NUTS,2010,DE21,2,2.751
2010,NUTS,2010,DE21,2,2.851
2011,NUTS,2010,DE21,2,2.394
2012,NUTS,2010,DE21,2,1.919
2000,NUTS,2010,DE211,3,1.433
2001,NUTS,2010,DE211,3,0.523
2002,NUTS,2010,DE211,3,0.43
2003,NUTS,2010,DE211,3,0.411
2004,NUTS,2010,DE211,3,0.748
2005,NUTS,2010,DE211,3,0.955
2006,NUTS,2010,DE211,3,0.267
2007,NUTS,2010,DE211,3,0.167
2008,NUTS,2010,DE211,3,0.311
2009,NUTS,2010,DE211,3,0.695
2010,NUTS,2010,DE211,3,0.619
2011,NUTS,2010,DE211,3,0.73
2012,NUTS,2010,DE211,3,0.793
2000,NUTS,2010,DE212,3,6.992
2001,NUTS,2010,DE212,3,6.403
2002,NUTS,2010,DE212,3,5.389
2003,NUTS,2010,DE212,3,4.83
2004,NUTS,2010,DE212,3,3.658
2005,NUTS,2010,DE212,3,3.893
2006,NUTS,2010,DE212,3,4.054
2007,NUTS,2010,DE212,3,3.809
2008,NUTS,2010,DE212,3,3.192
2009,NUTS,2010,DE212,3,2.978
2010,NUTS,2010,DE212,3,3.393
2011,NUTS,2010,DE212,3,2.714
2012,NUTS,2010,DE212,3,2.255
2000,NUTS,2010,DE213,3,3.267
2001,NUTS,2010,DE213,3,2.867
2002,NUTS,2010,DE213,3,1.673
2003,NUTS,2010,DE213,3,1.854
2004,NUTS,2010,DE213,3,1.703
2005,NUTS,2010,DE213,3,0.696
2006,NUTS,2010,DE213,3,1.874
2007,NUTS,2010,DE213,3,1.045
2008,NUTS,2010,DE213,3,1.411
2009,NUTS,2010,DE213,3,1.414
2010,NUTS,2010,DE213,3,0.494
2011,NUTS,2010,DE213,3,0.718
2012,NUTS,2010,DE213,3,1.115
2000,NUTS,2010,DE214,3,1.719
2001,NUTS,2010,DE214,3,0.381
2002,NUTS,2010,DE214,3,0.261
2003,NUTS,2010,DE214,3,0.456
2004,NUTS,2010,DE214,3,0.219
2005,NUTS,2010,DE214,3,0.432
2006,NUTS,2010,DE214,3,1.308
2007,NUTS,2010,DE214,3,0.871
2008,NUTS,2010,DE214,3,0.569
2009,NUTS,2010,DE214,3,1.042
2010,NUTS,2010,DE214,3,0.652
2011,NUTS,2010,DE214,3,0.384
2012,NUTS,2010,DE214,3,0.289
2000,NUTS,2010,DE215,3,3.657
2001,NUTS,2010,DE215,3,0.39
2002,NUTS,2010,DE215,3,0.794
2003,NUTS,2010,DE215,3,0.556
2004,NUTS,2010,DE215,3,2.495
2005,NUTS,2010,DE215,3,2.789
2006,NUTS,2010,DE215,3,0.957
2007,NUTS,2010,DE215,3,0.969
2008,NUTS,2010,DE215,3,2.613
2009,NUTS,2010,DE215,3,1.421
2010,NUTS,2010,DE215,3,0.855
2011,NUTS,2010,DE215,3,0.949
2012,NUTS,2010,DE215,3,1.302
2000,NUTS,2010,DE216,3,8.634
2001,NUTS,2010,DE216,3,8.051
2002,NUTS,2010,DE216,3,7.104
2003,NUTS,2010,DE216,3,5.491
2004,NUTS,2010,DE216,3,6.474
2005,NUTS,2010,DE216,3,4.085
2006,NUTS,2010,DE216,3,3.509
2007,NUTS,2010,DE216,3,2.853
2008,NUTS,2010,DE216,3,2.754
2009,NUTS,2010,DE216,3,3.155
2010,NUTS,2010,DE216,3,3.323
2011,NUTS,2010,DE216,3,3.134
2012,NUTS,2010,DE216,3,1.528
2000,NUTS,2010,DE217,3,7.157
2001,NUTS,2010,DE217,3,9.257
2002,NUTS,2010,DE217,3,5.479
2003,NUTS,2010,DE217,3,4.67
2004,NUTS,2010,DE217,3,4.013
2005,NUTS,2010,DE217,3,5.039
2006,NUTS,2010,DE217,3,3.072
2007,NUTS,2010,DE217,3,4.315
2008,NUTS,2010,DE217,3,1.986
2009,NUTS,2010,DE217,3,4.472
2010,NUTS,2010,DE217,3,2.582
2011,NUTS,2010,DE217,3,3.198
2012,NUTS,2010,DE217,3,1.232
2000,NUTS,2010,DE218,3,12.606
2001,NUTS,2010,DE218,3,17.892
2002,NUTS,2010,DE218,3,15.74
2003,NUTS,2010,DE218,3,11.869
2004,NUTS,2010,DE218,3,8.11
2005,NUTS,2010,DE218,3,8.172
2006,NUTS,2010,DE218,3,10.826
2007,NUTS,2010,DE218,3,9.08
2008,NUTS,2010,DE218,3,7.954
2009,NUTS,2010,DE218,3,5.556
2010,NUTS,2010,DE218,3,10.378
2011,NUTS,2010,DE218,3,6.029
2012,NUTS,2010,DE218,3,8.021
2000,NUTS,2010,DE219,3,0.552
2001,NUTS,2010,DE219,3,0.963
2002,NUTS,2010,DE219,3,2.2
2003,NUTS,2010,DE219,3,0.764
2004,NUTS,2010,DE219,3,3.027
2005,NUTS,2010,DE219,3,0.443
2006,NUTS,2010,DE219,3,0.388
2007,NUTS,2010,DE219,3,0.565
2008,NUTS,2010,DE219,3,0.46
2009,NUTS,2010,DE219,3,1.052
2010,NUTS,2010,DE219,3,1.234
2011,NUTS,2010,DE219,3,1.053
2012,NUTS,2010,DE219,3,2.435
2000,NUTS,2010,DE21A,3,7.375
2001,NUTS,2010,DE21A,3,6.978
2002,NUTS,2010,DE21A,3,6.238
2003,NUTS,2010,DE21A,3,3.996
2004,NUTS,2010,DE21A,3,4.898
2005,NUTS,2010,DE21A,3,5.306
2006,NUTS,2010,DE21A,3,8.303
2007,NUTS,2010,DE21A,3,5.105
2008,NUTS,2010,DE21A,3,2.585
2009,NUTS,2010,DE21A,3,4.023
2010,NUTS,2010,DE21A,3,2.905
2011,NUTS,2010,DE21A,3,2.708
2012,NUTS,2010,DE21A,3,1.158
2000,NUTS,2010,DE21B,3,5.758
2001,NUTS,2010,DE21B,3,5.726
2002,NUTS,2010,DE21B,3,3.837
2003,NUTS,2010,DE21B,3,4.036
2004,NUTS,2010,DE21B,3,4.159
2005,NUTS,2010,DE21B,3,2.454
2006,NUTS,2010,DE21B,3,2.97
2007,NUTS,2010,DE21B,3,2.941
2008,NUTS,2010,DE21B,3,1.306
2009,NUTS,2010,DE21B,3,1.319
2010,NUTS,2010,DE21B,3,1.974
2011,NUTS,2010,DE21B,3,1.648
2012,NUTS,2010,DE21B,3,0.805
2000,NUTS,2010,DE21C,3,14.385
2001,NUTS,2010,DE21C,3,13.54
2002,NUTS,2010,DE21C,3,10.0
2003,NUTS,2010,DE21C,3,11.27
2004,NUTS,2010,DE21C,3,6.794
2005,NUTS,2010,DE21C,3,6.793
2006,NUTS,2010,DE21C,3,5.573
2007,NUTS,2010,DE21C,3,4.971
2008,NUTS,2010,DE21C,3,5.3
2009,NUTS,2010,DE21C,3,3.151
2010,NUTS,2010,DE21C,3,5.53
2011,NUTS,2010,DE21C,3,3.624
2012,NUTS,2010,DE21C,3,2.791
2000,NUTS,2010,DE21D,3,1.697
2001,NUTS,2010,DE21D,3,0.342
2002,NUTS,2010,DE21D,3,1.86
2003,NUTS,2010,DE21D,3,1.584
2004,NUTS,2010,DE21D,3,2.107
2005,NUTS,2010,DE21D,3,1.29
2006,NUTS,2010,DE21D,3,0.442
2007,NUTS,2010,DE21D,3,1.687
2008,NUTS,2010,DE21D,3,2.576
2009,NUTS,2010,DE21D,3,1.76
2010,NUTS,2010,DE21D,3,1.055
2011,NUTS,2010,DE21D,3,0.342
2012,NUTS,2010,DE21D,3,1.419
2000,NUTS,2010,DE21E,3,6.231
2001,NUTS,2010,DE21E,3,4.211
2002,NUTS,2010,DE21E,3,3.525
2003,NUTS,2010,DE21E,3,2.771
2004,NUTS,2010,DE21E,3,3.598
2005,NUTS,2010,DE21E,3,4.621
2006,NUTS,2010,DE21E,3,3.098
2007,NUTS,2010,DE21E,3,6.577
2008,NUTS,2010,DE21E,3,1.809
2009,NUTS,2010,DE21E,3,3.755
2010,NUTS,2010,DE21E,3,4.049
2011,NUTS,2010,DE21E,3,3.226
2012,NUTS,2010,DE21E,3,0.42
2000,NUTS,2010,DE21F,3,17.381
2001,NUTS,2010,DE21F,3,7.018
2002,NUTS,2010,DE21F,3,11.697
2003,NUTS,2010,DE21F,3,9.538
2004,NUTS,2010,DE21F,3,4.712
2005,NUTS,2010,DE21F,3,5.522
2006,NUTS,2010,DE21F,3,2.928
2007,NUTS,2010,DE21F,3,1.487
2008,NUTS,2010,DE21F,3,5.006
2009,NUTS,2010,DE21F,3,6.755
2010,NUTS,2010,DE21F,3,5.952
2011,NUTS,2010,DE21F,3,3.788
2012,NUTS,2010,DE21F,3,2.523
2000,NUTS,2010,DE21G,3,1.154
2001,NUTS,2010,DE21G,3,2.215
2002,NUTS,2010,DE21G,3,0.176
2003,NUTS,2010,DE21G,3,0.407
2004,NUTS,2010,DE21G,3,1.189
2005,NUTS,2010,DE21G,3,1.72
2006,NUTS,2010,DE21G,3,2.215
2007,NUTS,2010,DE21G,3,2.1
2008,NUTS,2010,DE21G,3,0.908
2009,NUTS,2010,DE21G,3,3.299
2010,NUTS,2010,DE21G,3,1.285
2011,NUTS,2010,DE21G,3,1.82
2012,NUTS,2010,DE21G,3,1.186
2000,NUTS,2010,DE21H,3,7.795
2001,NUTS,2010,DE21H,3,6.948
2002,NUTS,2010,DE21H,3,5.499
2003,NUTS,2010,DE21H,3,5.253
2004,NUTS,2010,DE21H,3,3.76
2005,NUTS,2010,DE21H,3,3.641
2006,NUTS,2010,DE21H,3,3.872
2007,NUTS,2010,DE21H,3,3.423
2008,NUTS,2010,DE21H,3,2.715
2009,NUTS,2010,DE21H,3,3.066
2010,NUTS,2010,DE21H,3,2.615
2011,NUTS,2010,DE21H,3,2.651
2012,NUTS,2010,DE21H,3,1.87
2000,NUTS,2010,DE21I,3,0.227
2001,NUTS,2010,DE21I,3,3.469
2002,NUTS,2010,DE21I,3,1.321
2003,NUTS,2010,DE21I,3,0.825
2004,NUTS,2010,DE21I,3,1.623
2005,NUTS,2010,DE21I,3,1.184
2006,NUTS,2010,DE21I,3,0.624
2007,NUTS,2010,DE21I,3,0.97
2008,NUTS,2010,DE21I,3,0.735
2009,NUTS,2010,DE21I,3,0.258
2010,NUTS,2010,DE21I,3,0.296
2011,NUTS,2010,DE21I,3,0.502
2012,NUTS,2010,DE21I,3,0.319
2000,NUTS,2010,DE21J,3,3.401
2001,NUTS,2010,DE21J,3,3.038
2002,NUTS,2010,DE21J,3,1.052
2003,NUTS,2010,DE21J,3,0.716
2004,NUTS,2010,DE21J,3,1.49
2005,NUTS,2010,DE21J,3,1.641
2006,NUTS,2010,DE21J,3,0.926
2007,NUTS,2010,DE21J,3,3.727
2008,NUTS,2010,DE21J,3,0.56
2009,NUTS,2010,DE21J,3,0.792
2010,NUTS,2010,DE21J,3,1.654
2011,NUTS,2010,DE21J,3,2.288
2012,NUTS,2010,DE21J,3,0.871
2000,NUTS,2010,DE21K,3,5.575
2001,NUTS,2010,DE21K,3,3.358
2002,NUTS,2010,DE21K,3,3.723
2003,NUTS,2010,DE21K,3,2.553
2004,NUTS,2010,DE21K,3,2.369
2005,NUTS,2010,DE21K,3,2.361
2006,NUTS,2010,DE21K,3,2.279
2007,NUTS,2010,DE21K,3,1.634
2008,NUTS,2010,DE21K,3,2.213
2009,NUTS,2010,DE21K,3,2.201
2010,NUTS,2010,DE21K,3,1.687
2011,NUTS,2010,DE21K,3,2.088
2012,NUTS,2010,DE21K,3,1.372
2000,NUTS,2010,DE21L,3,10.438
2001,NUTS,2010,DE21L,3,11.776
2002,NUTS,2010,DE21L,3,8.031
2003,NUTS,2010,DE21L,3,7.718
2004,NUTS,2010,DE21L,3,8.956
2005,NUTS,2010,DE21L,3,5.928
2006,NUTS,2010,DE21L,3,6.274
2007,NUTS,2010,DE21L,3,4.878
2008,NUTS,2010,DE21L,3,5.128
2009,NUTS,2010,DE21L,3,4.076
2010,NUTS,2010,DE21L,3,4.067
2011,NUTS,2010,DE21L,3,2.44
2012,NUTS,2010,DE21L,3,2.049
2000,NUTS,2010,DE21M,3,2.046
2001,NUTS,2010,DE21M,3,0.976
2002,NUTS,2010,DE21M,3,1.332
2003,NUTS,2010,DE21M,3,1.229
2004,NUTS,2010,DE21M,3,0.591
2005,NUTS,2010,DE21M,3,0.541
2006,NUTS,2010,DE21M,3,1.027
2007,NUTS,2010,DE21M,3,1.241
2008,NUTS,2010,DE21M,3,0.738
2009,NUTS,2010,DE21M,3,1.177
2010,NUTS,2010,DE21M,3,0.681
2011,NUTS,2010,DE21M,3,0.609
2012,NUTS,2010,DE21M,3,1.872
2000,NUTS,2010,DE21N,3,6.594
2001,NUTS,2010,DE21N,3,9.69
2002,NUTS,2010,DE21N,3,6.343
2003,NUTS,2010,DE21N,3,7.325
2004,NUTS,2010,DE21N,3,6.781
2005,NUTS,2010,DE21N,3,4.745
2006,NUTS,2010,DE21N,3,6.221
2007,NUTS,2010,DE21N,3,4.482
2008,NUTS,2010,DE21N,3,3.175
2009,NUTS,2010,DE21N,3,3.339
2010,NUTS,2010,DE21N,3,3.604
2011,NUTS,2010,DE21N,3,3.682
2012,NUTS,2010,DE21N,3,2.911
2000,NUTS,2010,DE22,2,1.316
2001,NUTS,2010,DE22,2,1.0
2002,NUTS,2010,DE22,2,0.881
2003,NUTS,2010,DE22,2,0.709
2004,NUTS,2010,DE22,2,1.005
2005,NUTS,2010,DE22,2,0.648
2006,NUTS,2010,DE22,2,0.976
2007,NUTS,2010,DE22,2,1.579
2008,NUTS,2010,DE22,2,0.979
2009,NUTS,2010,DE22,2,0.844
2010,NUTS,2010,DE22,2,0.922
2011,NUTS,2010,DE22,2,0.564
2012,NUTS,2010,DE22,2,0.285
2000,NUTS,2010,DE221,3,0.795
2001,NUTS,2010,DE221,3,0.505
2002,NUTS,2010,DE221,3,0.543
2003,NUTS,2010,DE221,3,0.48
2004,NUTS,2010,DE221,3,0.954
2005,NUTS,2010,DE221,3,0.158
2006,NUTS,2010,DE221,3,0.415
2007,NUTS,2010,DE221,3,1.442
2008,NUTS,2010,DE221,3,1.472
2009,NUTS,2010,DE221,3,2.61
2010,NUTS,2010,DE221,3,1.1
2011,NUTS,2010,DE221,3,1.222
2001,NUTS,2010,DE222,3,0.612
2002,NUTS,2010,DE222,3,0.469
2007,NUTS,2010,DE222,3,0.376
2009,NUTS,2010,DE222,3,0.318
2000,NUTS,2010,DE223,3,2.113
2001,NUTS,2010,DE223,3,0.304
2002,NUTS,2010,DE223,3,0.578
2003,NUTS,2010,DE223,3,2.309
2004,NUTS,2010,DE223,3,1.142
2005,NUTS,2010,DE223,3,0.181
2006,NUTS,2010,DE223,3,2.653
2007,NUTS,2010,DE223,3,2.794
2008,NUTS,2010,DE223,3,1.341
2009,NUTS,2010,DE223,3,2.957
2010,NUTS,2010,DE223,3,0.495
2011,NUTS,2010,DE223,3,1.608
2012,NUTS,2010,DE223,3,0.873
2000,NUTS,2010,DE224,3,0.086
2001,NUTS,2010,DE224,3,0.107
2002,NUTS,2010,DE224,3,0.171
2003,NUTS,2010,DE224,3,0.33
2004,NUTS,2010,DE224,3,0.158
2005,NUTS,2010,DE224,3,0.771
2006,NUTS,2010,DE224,3,0.636
2007,NUTS,2010,DE224,3,0.71
2008,NUTS,2010,DE224,3,0.032
2009,NUTS,2010,DE224,3,0.075
2010,NUTS,2010,DE224,3,0.844
2012,NUTS,2010,DE224,3,0.216
2000,NUTS,2010,DE225,3,0.472
2001,NUTS,2010,DE225,3,1.071
2005,NUTS,2010,DE225,3,0.117
2007,NUTS,2010,DE225,3,0.977
2008,NUTS,2010,DE225,3,0.314
2010,NUTS,2010,DE225,3,0.312
2011,NUTS,2010,DE225,3,0.583
2000,NUTS,2010,DE226,3,5.628
2001,NUTS,2010,DE226,3,5.081
2002,NUTS,2010,DE226,3,3.988
2003,NUTS,2010,DE226,3,3.78
2004,NUTS,2010,DE226,3,5.606
2005,NUTS,2010,DE226,3,4.677
2006,NUTS,2010,DE226,3,3.908
2007,NUTS,2010,DE226,3,4.356
2008,NUTS,2010,DE226,3,2.817
2009,NUTS,2010,DE226,3,2.275
2010,NUTS,2010,DE226,3,2.606
2011,NUTS,2010,DE226,3,0.686
2012,NUTS,2010,DE226,3,0.636
2000,NUTS,2010,DE227,3,3.013
2001,NUTS,2010,DE227,3,1.704
2002,NUTS,2010,DE227,3,2.113
2003,NUTS,2010,DE227,3,0.471
2004,NUTS,2010,DE227,3,2.358
2005,NUTS,2010,DE227,3,0.667
2006,NUTS,2010,DE227,3,1.228
2007,NUTS,2010,DE227,3,2.695
2008,NUTS,2010,DE227,3,0.931
2009,NUTS,2010,DE227,3,0.652
2010,NUTS,2010,DE227,3,1.745
2011,NUTS,2010,DE227,3,1.378
2012,NUTS,2010,DE227,3,0.714
2000,NUTS,2010,DE228,3,0.283
2002,NUTS,2010,DE228,3,0.452
2003,NUTS,2010,DE228,3,0.331
2004,NUTS,2010,DE228,3,0.271
2005,NUTS,2010,DE228,3,0.087
2006,NUTS,2010,DE228,3,0.572
2007,NUTS,2010,DE228,3,0.603
2008,NUTS,2010,DE228,3,0.644
2009,NUTS,2010,DE228,3,0.161
2010,NUTS,2010,DE228,3,0.581
2011,NUTS,2010,DE228,3,0.042
2012,NUTS,2010,DE228,3,0.1
2001,NUTS,2010,DE229,3,1.506
2002,NUTS,2010,DE229,3,0.317
2003,NUTS,2010,DE229,3,0.344
2004,NUTS,2010,DE229,3,0.399
2007,NUTS,2010,DE229,3,0.19
2008,NUTS,2010,DE229,3,0.325
2010,NUTS,2010,DE229,3,0.153
2011,NUTS,2010,DE229,3,0.517
2012,NUTS,2010,DE229,3,0.199
2000,NUTS,2010,DE22A,3,0.738
2001,NUTS,2010,DE22A,3,0.302
2002,NUTS,2010,DE22A,3,0.492
2004,NUTS,2010,DE22A,3,0.279
2005,NUTS,2010,DE22A,3,0.123
2006,NUTS,2010,DE22A,3,1.091
2007,NUTS,2010,DE22A,3,0.985
2008,NUTS,2010,DE22A,3,0.811
2009,NUTS,2010,DE22A,3,0.465
2010,NUTS,2010,DE22A,3,0.173
2011,NUTS,2010,DE22A,3,1.043
2012,NUTS,2010,DE22A,3,0.216
2000,NUTS,2010,DE22B,3,2.439
2001,NUTS,2010,DE22B,3,1.916
2002,NUTS,2010,DE22B,3,0.723
2003,NUTS,2010,DE22B,3,0.839
2004,NUTS,2010,DE22B,3,0.714
2005,NUTS,2010,DE22B,3,0.505
2006,NUTS,2010,DE22B,3,1.727
2007,NUTS,2010,DE22B,3,5.58
2008,NUTS,2010,DE22B,3,4.604
2009,NUTS,2010,DE22B,3,1.749
2010,NUTS,2010,DE22B,3,2.716
2011,NUTS,2010,DE22B,3,0.243
2012,NUTS,2010,DE22B,3,0.19
2000,NUTS,2010,DE22C,3,0.488
2001,NUTS,2010,DE22C,3,0.093
2002,NUTS,2010,DE22C,3,0.19
2003,NUTS,2010,DE22C,3,0.271
2004,NUTS,2010,DE22C,3,0.085
2005,NUTS,2010,DE22C,3,0.377
2006,NUTS,2010,DE22C,3,0.122
2007,NUTS,2010,DE22C,3,0.335
2010,NUTS,2010,DE22C,3,0.264
2012,NUTS,2010,DE22C,3,0.238
2000,NUTS,2010,DE23,2,3.691
2001,NUTS,2010,DE23,2,3.641
2002,NUTS,2010,DE23,2,4.549
2003,NUTS,2010,DE23,2,3.782
2004,NUTS,2010,DE23,2,4.362
2005,NUTS,2010,DE23,2,3.606
2006,NUTS,2010,DE23,2,3.275
2007,NUTS,2010,DE23,2,3.871
2008,NUTS,2010,DE23,2,3.646
2009,NUTS,2010,DE23,2,2.774
2010,NUTS,2010,DE23,2,3.481
2011,NUTS,2010,DE23,2,1.534
2012,NUTS,2010,DE23,2,1.316
2000,NUTS,2010,DE231,3,0.768
2001,NUTS,2010,DE231,3,0.833
2002,NUTS,2010,DE231,3,17.334
2003,NUTS,2010,DE231,3,1.312
2004,NUTS,2010,DE231,3,2.44
2005,NUTS,2010,DE231,3,0.944
2006,NUTS,2010,DE231,3,0.524
2007,NUTS,2010,DE231,3,0.827
2008,NUTS,2010,DE231,3,1.6
2009,NUTS,2010,DE231,3,1.59
2010,NUTS,2010,DE231,3,2.682
2011,NUTS,2010,DE231,3,0.173
2012,NUTS,2010,DE231,3,1.495
2000,NUTS,2010,DE232,3,5.115
2001,NUTS,2010,DE232,3,5.293
2002,NUTS,2010,DE232,3,5.177
2003,NUTS,2010,DE232,3,5.177
2004,NUTS,2010,DE232,3,5.387
2005,NUTS,2010,DE232,3,5.344
2006,NUTS,2010,DE232,3,4.474
2007,NUTS,2010,DE232,3,4.796
2008,NUTS,2010,DE232,3,4.747
2009,NUTS,2010,DE232,3,3.95
2010,NUTS,2010,DE232,3,4.352
2011,NUTS,2010,DE232,3,1.837
2012,NUTS,2010,DE232,3,1.22
2002,NUTS,2010,DE233,3,0.248
2003,NUTS,2010,DE233,3,1.302
2004,NUTS,2010,DE233,3,1.134
2005,NUTS,2010,DE233,3,0.277
2006,NUTS,2010,DE233,3,0.106
2007,NUTS,2010,DE233,3,1.176
2009,NUTS,2010,DE233,3,0.592
2010,NUTS,2010,DE233,3,0.334
2011,NUTS,2010,DE233,3,0.081
2012,NUTS,2010,DE233,3,0.242
2000,NUTS,2010,DE234,3,2.516
2001,NUTS,2010,DE234,3,5.157
2002,NUTS,2010,DE234,3,2.134
2003,NUTS,2010,DE234,3,4.272
2004,NUTS,2010,DE234,3,2.638
2005,NUTS,2010,DE234,3,2.765
2006,NUTS,2010,DE234,3,3.2
2007,NUTS,2010,DE234,3,4.418
2008,NUTS,2010,DE234,3,3.354
2009,NUTS,2010,DE234,3,2.327
2010,NUTS,2010,DE234,3,3.171
2011,NUTS,2010,DE234,3,3.595
2012,NUTS,2010,DE234,3,1.571
2000,NUTS,2010,DE235,3,0.417
2001,NUTS,2010,DE235,3,0.823
2002,NUTS,2010,DE235,3,1.202
2003,NUTS,2010,DE235,3,1.175
2004,NUTS,2010,DE235,3,2.087
2005,NUTS,2010,DE235,3,0.329
2006,NUTS,2010,DE235,3,0.949
2007,NUTS,2010,DE235,3,0.327
2008,NUTS,2010,DE235,3,1.409
2009,NUTS,2010,DE235,3,0.88
2010,NUTS,2010,DE235,3,0.858
2011,NUTS,2010,DE235,3,0.666
2012,NUTS,2010,DE235,3,0.089
2000,NUTS,2010,DE236,3,1.546
2001,NUTS,2010,DE236,3,3.573
2002,NUTS,2010,DE236,3,3.432
2003,NUTS,2010,DE236,3,1.607
2004,NUTS,2010,DE236,3,1.279
2005,NUTS,2010,DE236,3,0.488
2006,NUTS,2010,DE236,3,0.441
2007,NUTS,2010,DE236,3,0.635
2008,NUTS,2010,DE236,3,2.603
2009,NUTS,2010,DE236,3,2.552
2010,NUTS,2010,DE236,3,1.454
2011,NUTS,2010,DE236,3,0.865
2012,NUTS,2010,DE236,3,0.512
2000,NUTS,2010,DE237,3,1.528
2001,NUTS,2010,DE237,3,0.915
2002,NUTS,2010,DE237,3,0.671
2003,NUTS,2010,DE237,3,0.319
2004,NUTS,2010,DE237,3,2.039
2005,NUTS,2010,DE237,3,1.34
2006,NUTS,2010,DE237,3,2.201
2007,NUTS,2010,DE237,3,3.008
2008,NUTS,2010,DE237,3,0.329
2009,NUTS,2010,DE237,3,0.306
2010,NUTS,2010,DE237,3,0.955
2011,NUTS,2010,DE237,3,0.525
2012,NUTS,2010,DE237,3,0.214
2000,NUTS,2010,DE238,3,16.25
2001,NUTS,2010,DE238,3,11.91
2002,NUTS,2010,DE238,3,12.812
2003,NUTS,2010,DE238,3,14.151
2004,NUTS,2010,DE238,3,16.853
2005,NUTS,2010,DE238,3,14.767
2006,NUTS,2010,DE238,3,12.376
2007,NUTS,2010,DE238,3,16.398
2008,NUTS,2010,DE238,3,14.13
2009,NUTS,2010,DE238,3,8.974
2010,NUTS,2010,DE238,3,13.173
2011,NUTS,2010,DE238,3,4.142
2012,NUTS,2010,DE238,3,5.224
2000,NUTS,2010,DE239,3,1.399
2001,NUTS,2010,DE239,3,1.367
2002,NUTS,2010,DE239,3,1.837
2003,NUTS,2010,DE239,3,1.401
2004,NUTS,2010,DE239,3,2.014
2005,NUTS,2010,DE239,3,1.173
2006,NUTS,2010,DE239,3,1.76
2007,NUTS,2010,DE239,3,0.803
2008,NUTS,2010,DE239,3,0.533
2009,NUTS,2010,DE239,3,0.821
2010,NUTS,2010,DE239,3,1.531
2011,NUTS,2010,DE239,3,0.794
2012,NUTS,2010,DE239,3,1.135
2000,NUTS,2010,DE23A,3,0.647
2001,NUTS,2010,DE23A,3,0.409
2002,NUTS,2010,DE23A,3,0.105
2003,NUTS,2010,DE23A,3,0.274
2004,NUTS,2010,DE23A,3,0.572
2005,NUTS,2010,DE23A,3,0.51
2007,NUTS,2010,DE23A,3,0.145
2008,NUTS,2010,DE23A,3,0.138
2009,NUTS,2010,DE23A,3,0.753
2010,NUTS,2010,DE23A,3,1.062
2011,NUTS,2010,DE23A,3,1.017
2012,NUTS,2010,DE23A,3,0.47
2000,NUTS,2010,DE24,2,1.351
2001,NUTS,2010,DE24,2,1.338
2002,NUTS,2010,DE24,2,1.402
2003,NUTS,2010,DE24,2,1.313
2004,NUTS,2010,DE24,2,1.119
2005,NUTS,2010,DE24,2,1.376
2006,NUTS,2010,DE24,2,2.066
2007,NUTS,2010,DE24,2,2.271
2008,NUTS,2010,DE24,2,1.3
2009,NUTS,2010,DE24,2,1.339
2010,NUTS,2010,DE24,2,1.125
2011,NUTS,2010,DE24,2,1.005
2012,NUTS,2010,DE24,2,0.806
2000,NUTS,2010,DE241,3,0.351
2001,NUTS,2010,DE241,3,1.067
2002,NUTS,2010,DE241,3,0.21
2004,NUTS,2010,DE241,3,0.106
2005,NUTS,2010,DE241,3,0.304
2006,NUTS,2010,DE241,3,1.375
2007,NUTS,2010,DE241,3,1.495
2008,NUTS,2010,DE241,3,1.58
2009,NUTS,2010,DE241,3,0.988
2010,NUTS,2010,DE241,3,1.529
2011,NUTS,2010,DE241,3,0.389
2012,NUTS,2010,DE241,3,0.64
2000,NUTS,2010,DE242,3,0.367
2001,NUTS,2010,DE242,3,0.408
2002,NUTS,2010,DE242,3,0.37
2003,NUTS,2010,DE242,3,0.89
2004,NUTS,2010,DE242,3,1.677
2005,NUTS,2010,DE242,3,1.079
2006,NUTS,2010,DE242,3,0.613
2007,NUTS,2010,DE242,3,2.176
2008,NUTS,2010,DE242,3,0.964
2009,NUTS,2010,DE242,3,0.087
2010,NUTS,2010,DE242,3,0.351
2011,NUTS,2010,DE242,3,0.398
2012,NUTS,2010,DE242,3,0.655
2000,NUTS,2010,DE243,3,0.272
2003,NUTS,2010,DE243,3,0.224
2005,NUTS,2010,DE243,3,0.377
2006,NUTS,2010,DE243,3,0.508
2007,NUTS,2010,DE243,3,0.728
2008,NUTS,2010,DE243,3,0.844
2009,NUTS,2010,DE243,3,0.073
2000,NUTS,2010,DE244,3,0.646
2008,NUTS,2010,DE244,3,0.202
2012,NUTS,2010,DE244,3,0.687
2000,NUTS,2010,DE245,3,0.811
2001,NUTS,2010,DE245,3,2.976
2002,NUTS,2010,DE245,3,1.805
2003,NUTS,2010,DE245,3,1.073
2004,NUTS,2010,DE245,3,1.034
2005,NUTS,2010,DE245,3,3.049
2006,NUTS,2010,DE245,3,2.38
2007,NUTS,2010,DE245,3,3.126
2008,NUTS,2010,DE245,3,1.062
2009,NUTS,2010,DE245,3,0.981
