year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_total_pc_emp_fte_total_t
2019,NUTS,2010,HU1,1,2.4871
2011,NUTS,2010,HU10,2,1.7912
2012,NUTS,2010,HU10,2,1.7699
2013,NUTS,2010,HU10,2,1.8756
2014,NUTS,2010,HU10,2,1.844
2015,NUTS,2010,HU10,2,1.8407
2016,NUTS,2010,HU10,2,1.6777
2017,NUTS,2010,HU11,2,2.761
2018,NUTS,2010,HU11,2,3.7907
2019,NUTS,2010,HU11,2,3.8678
2017,NUTS,2010,HU12,2,0.4607
2018,NUTS,2010,HU12,2,0.5988
2019,NUTS,2010,HU12,2,0.5821
2011,NUTS,2010,HU2,1,0.4425
2012,NUTS,2010,HU2,1,0.518
2013,NUTS,2010,HU2,1,0.5579
2014,NUTS,2010,HU2,1,0.4654
2015,NUTS,2010,HU2,1,0.415
2016,NUTS,2010,HU2,1,0.4127
2017,NUTS,2010,HU2,1,0.4957
2018,NUTS,2010,HU2,1,0.695
2019,NUTS,2010,HU2,1,0.7094
2011,NUTS,2010,HU21,2,0.4657
2012,NUTS,2010,HU21,2,0.6528
2013,NUTS,2010,HU21,2,0.6703
2014,NUTS,2010,HU21,2,0.5717
2015,NUTS,2010,HU21,2,0.5401
2016,NUTS,2010,HU21,2,0.5315
2017,NUTS,2010,HU21,2,0.5881
2018,NUTS,2010,HU21,2,0.7319
2019,NUTS,2010,HU21,2,0.808
2011,NUTS,2010,HU22,2,0.3888
2012,NUTS,2010,HU22,2,0.399
2013,NUTS,2010,HU22,2,0.4684
2014,NUTS,2010,HU22,2,0.3874
2015,NUTS,2010,HU22,2,0.3361
2016,NUTS,2010,HU22,2,0.3365
2017,NUTS,2010,HU22,2,0.4061
2018,NUTS,2010,HU22,2,0.6169
2019,NUTS,2010,HU22,2,0.6162
2011,NUTS,2010,HU23,2,0.4787
2012,NUTS,2010,HU23,2,0.4873
2013,NUTS,2010,HU23,2,0.5208
2014,NUTS,2010,HU23,2,0.423
2015,NUTS,2010,HU23,2,0.3445
2016,NUTS,2010,HU23,2,0.3504
2017,NUTS,2010,HU23,2,0.4847
2018,NUTS,2010,HU23,2,0.7463
2019,NUTS,2010,HU23,2,0.6979
2011,NUTS,2010,HU3,1,0.5237
2012,NUTS,2010,HU3,1,0.5486
2013,NUTS,2010,HU3,1,0.5549
2014,NUTS,2010,HU3,1,0.4772
2015,NUTS,2010,HU3,1,0.4295
2016,NUTS,2010,HU3,1,0.4135
2017,NUTS,2010,HU3,1,0.4697
2018,NUTS,2010,HU3,1,0.5972
2019,NUTS,2010,HU3,1,0.6458
2011,NUTS,2010,HU31,2,0.3542
2012,NUTS,2010,HU31,2,0.3793
2013,NUTS,2010,HU31,2,0.4115
2014,NUTS,2010,HU31,2,0.3213
2015,NUTS,2010,HU31,2,0.2738
2016,NUTS,2010,HU31,2,0.2668
2017,NUTS,2010,HU31,2,0.3212
2018,NUTS,2010,HU31,2,0.367
2019,NUTS,2010,HU31,2,0.4322
2011,NUTS,2010,HU32,2,0.5132
2012,NUTS,2010,HU32,2,0.5576
2013,NUTS,2010,HU32,2,0.4864
2014,NUTS,2010,HU32,2,0.4207
2015,NUTS,2010,HU32,2,0.4078
2016,NUTS,2010,HU32,2,0.3952
2017,NUTS,2010,HU32,2,0.4373
2018,NUTS,2010,HU32,2,0.5373
2019,NUTS,2010,HU32,2,0.5864
2011,NUTS,2010,HU33,2,0.6747
2012,NUTS,2010,HU33,2,0.6764
2013,NUTS,2010,HU33,2,0.7506
2014,NUTS,2010,HU33,2,0.6739
2015,NUTS,2010,HU33,2,0.5881
2016,NUTS,2010,HU33,2,0.5585
2017,NUTS,2010,HU33,2,0.6336
2018,NUTS,2010,HU33,2,0.8649
2019,NUTS,2010,HU33,2,0.897
2011,NUTS,2010,IE,0,1.1741
2012,NUTS,2010,IE,0,1.6002
2013,NUTS,2010,IE,0,1.6907
2014,NUTS,2010,IE,0,1.7327
2015,NUTS,2010,IE,0,1.6082
2016,NUTS,2010,IE,0,1.6646
2017,NUTS,2010,IE,0,1.5922
2018,NUTS,2010,IE,0,1.4435
2019,NUTS,2010,IE,0,1.4394
2020,NUTS,2010,IE,0,1.5039
2011,NUTS,2010,IE0,1,1.1433
2013,NUTS,2010,IE0,1,1.2452
2015,NUTS,2010,IE0,1,1.6862
2017,NUTS,2010,IE0,1,1.6303
2011,NUTS,2010,IE01,2,0.8536
2013,NUTS,2010,IE01,2,0.8828
2015,NUTS,2010,IE01,2,0.6736
2017,NUTS,2010,IE01,2,2.5472
2011,NUTS,2010,IE02,2,1.2419
2013,NUTS,2010,IE02,2,1.3695
2015,NUTS,2010,IE02,2,2.029
2017,NUTS,2010,IE02,2,1.4996
2011,NUTS,2010,IS,0,2.0403
2013,NUTS,2010,IS,0,1.6584
2015,NUTS,2010,IS,0,1.6904
2016,NUTS,2010,IS,0,1.8039
2017,NUTS,2010,IS,0,1.7333
2018,NUTS,2010,IS,0,1.6872
2011,NUTS,2010,IT,0,1.0351
2012,NUTS,2010,IT,0,1.0972
2013,NUTS,2010,IT,0,1.152
2014,NUTS,2010,IT,0,1.1626
2015,NUTS,2010,IT,0,1.198
2016,NUTS,2010,IT,0,1.3221
2017,NUTS,2010,IT,0,1.4333
2018,NUTS,2010,IT,0,1.5476
2019,NUTS,2010,IT,0,1.5856
2020,NUTS,2010,IT,0,1.6106
2011,NUTS,2010,ITC,1,1.1762
2012,NUTS,2010,ITC,1,1.2303
2013,NUTS,2010,ITC,1,1.2519
2014,NUTS,2010,ITC,1,1.2532
2015,NUTS,2010,ITC,1,1.2864
2016,NUTS,2010,ITC,1,1.4258
2017,NUTS,2010,ITC,1,1.5181
2018,NUTS,2010,ITC,1,1.6561
2019,NUTS,2010,ITC,1,1.67
2011,NUTS,2010,ITC1,2,1.2482
2012,NUTS,2010,ITC1,2,1.3312
2013,NUTS,2010,ITC1,2,1.4576
2014,NUTS,2010,ITC1,2,1.466
2015,NUTS,2010,ITC1,2,1.5703
2016,NUTS,2010,ITC1,2,1.6567
2017,NUTS,2010,ITC1,2,1.6867
2018,NUTS,2010,ITC1,2,1.8313
2019,NUTS,2010,ITC1,2,1.8154
2011,NUTS,2010,ITC2,2,0.5998
2012,NUTS,2010,ITC2,2,0.6043
2013,NUTS,2010,ITC2,2,0.5781
2014,NUTS,2010,ITC2,2,0.5811
2015,NUTS,2010,ITC2,2,0.5518
2016,NUTS,2010,ITC2,2,0.6831
2017,NUTS,2010,ITC2,2,0.7185
2018,NUTS,2010,ITC2,2,0.682
2019,NUTS,2010,ITC2,2,0.6168
2011,NUTS,2010,ITC3,2,1.177
2012,NUTS,2010,ITC3,2,1.1917
2013,NUTS,2010,ITC3,2,1.1962
2014,NUTS,2010,ITC3,2,1.1489
2015,NUTS,2010,ITC3,2,1.2164
2016,NUTS,2010,ITC3,2,1.2675
2017,NUTS,2010,ITC3,2,1.2862
2018,NUTS,2010,ITC3,2,1.3561
2019,NUTS,2010,ITC3,2,1.4323
2011,NUTS,2010,ITC4,2,1.1522
2012,NUTS,2010,ITC4,2,1.2005
2013,NUTS,2010,ITC4,2,1.1823
2014,NUTS,2010,ITC4,2,1.1876
2015,NUTS,2010,ITC4,2,1.186
2016,NUTS,2010,ITC4,2,1.3608
2017,NUTS,2010,ITC4,2,1.49
2018,NUTS,2010,ITC4,2,1.637
2019,NUTS,2010,ITC4,2,1.6561
2011,NUTS,2010,ITF,1,0.6219
2012,NUTS,2010,ITF,1,0.6627
2013,NUTS,2010,ITF,1,0.7173
2014,NUTS,2010,ITF,1,0.7404
2017,NUTS,2010,ITF,1,0.9243
2018,NUTS,2010,ITF,1,1.0217
2019,NUTS,2010,ITF,1,1.0789
2011,NUTS,2010,ITF1,2,0.6213
2012,NUTS,2010,ITF1,2,0.5836
2013,NUTS,2010,ITF1,2,0.6518
2014,NUTS,2010,ITF1,2,0.6855
2015,NUTS,2010,ITF1,2,0.7478
2016,NUTS,2010,ITF1,2,0.8372
2017,NUTS,2010,ITF1,2,0.9247
2018,NUTS,2010,ITF1,2,0.9342
2019,NUTS,2010,ITF1,2,0.9923
2012,NUTS,2010,ITF2,2,0.419
2013,NUTS,2010,ITF2,2,0.6013
2014,NUTS,2010,ITF2,2,0.528
2017,NUTS,2010,ITF2,2,0.9884
2018,NUTS,2010,ITF2,2,1.1328
2019,NUTS,2010,ITF2,2,0.955
2011,NUTS,2010,ITF3,2,0.8365
2012,NUTS,2010,ITF3,2,0.9261
2013,NUTS,2010,ITF3,2,0.9256
2014,NUTS,2010,ITF3,2,0.9476
2015,NUTS,2010,ITF3,2,0.9919
2016,NUTS,2010,ITF3,2,1.0251
2017,NUTS,2010,ITF3,2,1.1312
2018,NUTS,2010,ITF3,2,1.3152
2019,NUTS,2010,ITF3,2,1.4281
2011,NUTS,2010,ITF4,2,0.5279
2012,NUTS,2010,ITF4,2,0.5454
2013,NUTS,2010,ITF4,2,0.6181
2014,NUTS,2010,ITF4,2,0.665
2015,NUTS,2010,ITF4,2,0.6663
2016,NUTS,2010,ITF4,2,0.6954
2017,NUTS,2010,ITF4,2,0.7891
2018,NUTS,2010,ITF4,2,0.8347
2019,NUTS,2010,ITF4,2,0.8915
2012,NUTS,2010,ITF5,2,0.4944
2013,NUTS,2010,ITF5,2,0.5244
2014,NUTS,2010,ITF5,2,0.4777
2015,NUTS,2010,ITF5,2,0.5409
2017,NUTS,2010,ITF5,2,0.7043
2018,NUTS,2010,ITF5,2,0.7292
2019,NUTS,2010,ITF5,2,0.6724
2011,NUTS,2010,ITF6,2,0.3084
2012,NUTS,2010,ITF6,2,0.3429
2013,NUTS,2010,ITF6,2,0.4535
2014,NUTS,2010,ITF6,2,0.4693
2015,NUTS,2010,ITF6,2,0.5286
2016,NUTS,2010,ITF6,2,0.5201
2017,NUTS,2010,ITF6,2,0.6455
2018,NUTS,2010,ITF6,2,0.7057
2019,NUTS,2010,ITF6,2,0.6963
2011,NUTS,2010,ITG,1,0.5935
2012,NUTS,2010,ITG,1,0.6068
2013,NUTS,2010,ITG,1,0.6794
2014,NUTS,2010,ITG,1,0.6986
2015,NUTS,2010,ITG,1,0.6941
2016,NUTS,2010,ITG,1,0.6624
2017,NUTS,2010,ITG,1,0.6741
2018,NUTS,2010,ITG,1,0.7091
2019,NUTS,2010,ITG,1,0.7687
2011,NUTS,2010,ITG1,2,0.5814
2012,NUTS,2010,ITG1,2,0.5875
2013,NUTS,2010,ITG1,2,0.6768
2014,NUTS,2010,ITG1,2,0.6999
2015,NUTS,2010,ITG1,2,0.6634
2016,NUTS,2010,ITG1,2,0.6548
2017,NUTS,2010,ITG1,2,0.669
2018,NUTS,2010,ITG1,2,0.7305
2019,NUTS,2010,ITG1,2,0.7991
2011,NUTS,2010,ITG2,2,0.623
2012,NUTS,2010,ITG2,2,0.653
2013,NUTS,2010,ITG2,2,0.6859
2014,NUTS,2010,ITG2,2,0.6955
2015,NUTS,2010,ITG2,2,0.7678
2016,NUTS,2010,ITG2,2,0.6807
2017,NUTS,2010,ITG2,2,0.6865
2018,NUTS,2010,ITG2,2,0.6588
2019,NUTS,2010,ITG2,2,0.6981
2011,NUTS,2010,ITH,1,1.1561
2012,NUTS,2010,ITH,1,1.238
2013,NUTS,2010,ITH,1,1.3144
2014,NUTS,2010,ITH,1,1.31
2015,NUTS,2010,ITH,1,1.3688
2016,NUTS,2010,ITH,1,1.5875
2017,NUTS,2010,ITH,1,1.7554
2018,NUTS,2010,ITH,1,1.8547
2019,NUTS,2010,ITH,1,1.853
2011,NUTS,2010,ITH1,2,0.654
2012,NUTS,2010,ITH1,2,0.6602
2013,NUTS,2010,ITH1,2,0.7328
2014,NUTS,2010,ITH1,2,0.7576
2015,NUTS,2010,ITH1,2,0.6933
2016,NUTS,2010,ITH1,2,0.8656
2017,NUTS,2010,ITH1,2,0.9727
2018,NUTS,2010,ITH1,2,1.0142
2019,NUTS,2010,ITH1,2,1.0945
2011,NUTS,2010,ITH2,2,1.5473
2012,NUTS,2010,ITH2,2,1.7207
2013,NUTS,2010,ITH2,2,1.6943
2014,NUTS,2010,ITH2,2,1.6325
2015,NUTS,2010,ITH2,2,1.7698
2016,NUTS,2010,ITH2,2,1.7527
2017,NUTS,2010,ITH2,2,1.8216
2018,NUTS,2010,ITH2,2,1.8241
2019,NUTS,2010,ITH2,2,1.9323
2011,NUTS,2010,ITH3,2,1.0442
2012,NUTS,2010,ITH3,2,1.0849
2013,NUTS,2010,ITH3,2,1.1368
2014,NUTS,2010,ITH3,2,1.0929
2015,NUTS,2010,ITH3,2,1.1415
2016,NUTS,2010,ITH3,2,1.3933
2017,NUTS,2010,ITH3,2,1.5211
2018,NUTS,2010,ITH3,2,1.641
2019,NUTS,2010,ITH3,2,1.6544
2011,NUTS,2010,ITH4,2,1.2432
2012,NUTS,2010,ITH4,2,1.3355
2013,NUTS,2010,ITH4,2,1.2451
2014,NUTS,2010,ITH4,2,1.2586
2015,NUTS,2010,ITH4,2,1.309
2016,NUTS,2010,ITH4,2,1.4412
2017,NUTS,2010,ITH4,2,1.6136
2018,NUTS,2010,ITH4,2,1.6736
2019,NUTS,2010,ITH4,2,1.6218
2011,NUTS,2010,ITH5,2,1.2706
2012,NUTS,2010,ITH5,2,1.3954
2013,NUTS,2010,ITH5,2,1.5515
2014,NUTS,2010,ITH5,2,1.5889
2015,NUTS,2010,ITH5,2,1.665
2016,NUTS,2010,ITH5,2,1.9027
2017,NUTS,2010,ITH5,2,2.1368
2018,NUTS,2010,ITH5,2,2.2401
2019,NUTS,2010,ITH5,2,2.2102
2011,NUTS,2010,ITI,1,1.1366
2012,NUTS,2010,ITI,1,1.1928
2013,NUTS,2010,ITI,1,1.2127
2014,NUTS,2010,ITI,1,1.2173
2017,NUTS,2010,ITI,1,1.4615
2018,NUTS,2010,ITI,1,1.5791
2019,NUTS,2010,ITI,1,1.6464
2011,NUTS,2010,ITI1,2,0.9839
2012,NUTS,2010,ITI1,2,1.0611
2013,NUTS,2010,ITI1,2,1.1365
2014,NUTS,2010,ITI1,2,1.1864
2015,NUTS,2010,ITI1,2,1.1722
2016,NUTS,2010,ITI1,2,1.2576
2017,NUTS,2010,ITI1,2,1.4234
2018,NUTS,2010,ITI1,2,1.638
2019,NUTS,2010,ITI1,2,1.6747
2011,NUTS,2010,ITI2,2,0.7287
2012,NUTS,2010,ITI2,2,0.7689
2013,NUTS,2010,ITI2,2,0.7889
2014,NUTS,2010,ITI2,2,0.8256
2017,NUTS,2010,ITI2,2,1.0888
2018,NUTS,2010,ITI2,2,1.1886
2019,NUTS,2010,ITI2,2,1.1835
2011,NUTS,2010,ITI3,2,0.7001
2012,NUTS,2010,ITI3,2,0.7629
2013,NUTS,2010,ITI3,2,0.8125
2014,NUTS,2010,ITI3,2,0.8884
2015,NUTS,2010,ITI3,2,0.8762
2016,NUTS,2010,ITI3,2,1.0878
2017,NUTS,2010,ITI3,2,1.3133
2018,NUTS,2010,ITI3,2,1.304
2019,NUTS,2010,ITI3,2,1.2751
2011,NUTS,2010,ITI4,2,1.4356
2012,NUTS,2010,ITI4,2,1.4752
2013,NUTS,2010,ITI4,2,1.4426
2014,NUTS,2010,ITI4,2,1.3866
2015,NUTS,2010,ITI4,2,1.4309
2016,NUTS,2010,ITI4,2,1.5658
2017,NUTS,2010,ITI4,2,1.5809
2018,NUTS,2010,ITI4,2,1.6716
2019,NUTS,2010,ITI4,2,1.7967
2011,NUTS,2010,KR,0,1.4906
2012,NUTS,2010,KR,0,1.6045
2013,NUTS,2010,KR,0,1.6015
2011,NUTS,2010,LT,0,0.9113
2012,NUTS,2010,LT,0,0.8373
2013,NUTS,2010,LT,0,0.8766
2014,NUTS,2010,LT,0,0.9155
2015,NUTS,2010,LT,0,0.8153
2016,NUTS,2010,LT,0,0.8288
2017,NUTS,2010,LT,0,0.8865
2018,NUTS,2010,LT,0,0.903
2019,NUTS,2010,LT,0,0.9817
2020,NUTS,2010,LT,0,1.1091
2015,NUTS,2010,LT01,2,1.5769
2016,NUTS,2010,LT01,2,1.4516
2017,NUTS,2010,LT01,2,1.5157
2018,NUTS,2010,LT01,2,1.5372
2019,NUTS,2010,LT01,2,1.6361
2015,NUTS,2010,LT02,2,0.4633
2016,NUTS,2010,LT02,2,0.5161
2017,NUTS,2010,LT02,2,0.5477
2018,NUTS,2010,LT02,2,0.553
2019,NUTS,2010,LT02,2,0.6151
2011,NUTS,2010,LU,0,2.3382
2012,NUTS,2010,LU,0,2.027
2013,NUTS,2010,LU,0,2.1079
2014,NUTS,2010,LU,0,2.1367
2015,NUTS,2010,LU,0,2.0627
2016,NUTS,2010,LU,0,2.0862
2017,NUTS,2010,LU,0,2.0537
2018,NUTS,2010,LU,0,1.9668
2019,NUTS,2010,LU,0,2.0174
2020,NUTS,2010,LU,0,1.9602
2011,NUTS,2010,LV,0,0.649
2012,NUTS,2010,LV,0,0.6588
2013,NUTS,2010,LV,0,0.6245
2014,NUTS,2010,LV,0,0.6697
2015,NUTS,2010,LV,0,0.6424
2016,NUTS,2010,LV,0,0.5953
2017,NUTS,2010,LV,0,0.6246
2018,NUTS,2010,LV,0,0.6658
2019,NUTS,2010,LV,0,0.6809
2020,NUTS,2010,LV,0,0.7707
2011,NUTS,2010,ME,0,0.2744
2013,NUTS,2010,ME,0,0.2647
2014,NUTS,2010,ME,0,0.2815
2015,NUTS,2010,ME,0,0.31
2016,NUTS,2010,ME,0,0.2849
2017,NUTS,2010,ME,0,0.2726
2018,NUTS,2010,ME,0,0.2954
2019,NUTS,2010,ME,0,0.2889
2011,NUTS,2010,MK,0,0.1734
2012,NUTS,2010,MK,0,0.2598
2013,NUTS,2010,MK,0,0.2323
2014,NUTS,2010,MK,0,0.2868
2015,NUTS,2010,MK,0,0.2904
2016,NUTS,2010,MK,0,0.2951
2017,NUTS,2010,MK,0,0.2551
2018,NUTS,2010,MK,0,0.2667
2019,NUTS,2010,MK,0,0.2449
2020,NUTS,2010,MK,0,0.2589
2011,NUTS,2010,MT,0,0.8311
2012,NUTS,2010,MT,0,0.837
2013,NUTS,2010,MT,0,0.7574
2014,NUTS,2010,MT,0,0.7721
2015,NUTS,2010,MT,0,0.7329
2016,NUTS,2010,MT,0,0.7339
2017,NUTS,2010,MT,0,0.7105
2018,NUTS,2010,MT,0,0.6537
2019,NUTS,2010,MT,0,0.6376
2020,NUTS,2010,MT,0,0.7059
2011,NUTS,2010,NL,0,1.4115
2012,NUTS,2010,NL,0,1.4651
2013,NUTS,2010,NL,0,1.6387
2014,NUTS,2010,NL,0,1.6615
2015,NUTS,2010,NL,0,1.6827
2016,NUTS,2010,NL,0,1.7219
2017,NUTS,2010,NL,0,1.7603
2018,NUTS,2010,NL,0,1.8009
2019,NUTS,2010,NL,0,1.8112
2020,NUTS,2010,NL,0,1.8258
2011,NUTS,2010,NL1,1,0.9252
2012,NUTS,2010,NL1,1,0.9087
2013,NUTS,2010,NL1,1,1.0586
2014,NUTS,2010,NL1,1,1.1601
2015,NUTS,2010,NL1,1,1.166
2016,NUTS,2010,NL1,1,1.2009
2017,NUTS,2010,NL1,1,1.1555
2018,NUTS,2010,NL1,1,1.1565
2019,NUTS,2010,NL1,1,1.0951
2011,NUTS,2010,NL11,2,1.5723
2012,NUTS,2010,NL11,2,1.5662
2011,NUTS,2010,NL12,2,0.5874
2012,NUTS,2010,NL12,2,0.5992
2011,NUTS,2010,NL13,2,0.591
2012,NUTS,2010,NL13,2,0.5297
2011,NUTS,2010,NL2,1,1.3686
2012,NUTS,2010,NL2,1,1.4191
2013,NUTS,2010,NL2,1,1.4967
2014,NUTS,2010,NL2,1,1.5042
2015,NUTS,2010,NL2,1,1.4787
2016,NUTS,2010,NL2,1,1.5182
2017,NUTS,2010,NL2,1,1.5188
2018,NUTS,2010,NL2,1,1.5231
2019,NUTS,2010,NL2,1,1.5187
2011,NUTS,2010,NL21,2,1.5235
2012,NUTS,2010,NL21,2,1.3764
2011,NUTS,2010,NL22,2,1.3605
2012,NUTS,2010,NL22,2,1.5005
2011,NUTS,2010,NL23,2,0.9697
2012,NUTS,2010,NL23,2,1.1288
2011,NUTS,2010,NL3,1,1.4766
2012,NUTS,2010,NL3,1,1.4926
2013,NUTS,2010,NL3,1,1.7042
2014,NUTS,2010,NL3,1,1.6925
2015,NUTS,2010,NL3,1,1.7301
2016,NUTS,2010,NL3,1,1.7702
2017,NUTS,2010,NL3,1,1.7957
2018,NUTS,2010,NL3,1,1.87
2019,NUTS,2010,NL3,1,1.838
2011,NUTS,2010,NL31,2,1.615
2012,NUTS,2010,NL31,2,1.6486
2011,NUTS,2010,NL32,2,1.6243
2012,NUTS,2010,NL32,2,1.6563
2011,NUTS,2010,NL33,2,1.4295
2012,NUTS,2010,NL33,2,1.4208
2011,NUTS,2010,NL34,2,0.3241
2012,NUTS,2010,NL34,2,0.4054
2011,NUTS,2010,NL4,1,1.5557
2012,NUTS,2010,NL4,1,1.7026
2013,NUTS,2010,NL4,1,1.8896
2014,NUTS,2010,NL4,1,1.9379
2015,NUTS,2010,NL4,1,1.9788
2016,NUTS,2010,NL4,1,2.0137
2017,NUTS,2010,NL4,1,2.1327
2018,NUTS,2010,NL4,1,2.1258
2019,NUTS,2010,NL4,1,2.2409
2011,NUTS,2010,NL41,2,1.6613
2012,NUTS,2010,NL41,2,1.8514
2011,NUTS,2010,NL42,2,1.3111
2012,NUTS,2010,NL42,2,1.3585
2011,NUTS,2010,NO,0,1.502
2012,NUTS,2010,NO,0,1.5047
2013,NUTS,2010,NO,0,1.5292
2014,NUTS,2010,NO,0,1.5884
2015,NUTS,2010,NO,0,1.6664
2016,NUTS,2010,NO,0,1.7257
2017,NUTS,2010,NO,0,1.8131
2018,NUTS,2010,NO,0,1.8014
2019,NUTS,2010,NO,0,1.8625
2020,NUTS,2010,NO,0,1.879
2011,NUTS,2010,NO0,1,1.4573
2012,NUTS,2010,NO0,1,1.4585
2013,NUTS,2010,NO0,1,1.4812
2014,NUTS,2010,NO0,1,1.5342
2015,NUTS,2010,NO0,1,1.6058
2016,NUTS,2010,NO0,1,1.6647
2017,NUTS,2010,NO0,1,1.7487
2018,NUTS,2010,NO0,1,1.7351
2019,NUTS,2010,NO0,1,1.7942
2011,NUTS,2010,NO01,2,2.5876
2012,NUTS,2010,NO01,2,2.4943
2013,NUTS,2010,NO01,2,2.5609
2014,NUTS,2010,NO01,2,2.5728
2015,NUTS,2010,NO01,2,2.7044
2016,NUTS,2010,NO01,2,2.7329
2017,NUTS,2010,NO01,2,2.8094
2018,NUTS,2010,NO01,2,2.7987
2019,NUTS,2010,NO01,2,2.8075
2011,NUTS,2010,NO02,2,0.4449
2012,NUTS,2010,NO02,2,0.4267
2013,NUTS,2010,NO02,2,0.5254
2014,NUTS,2010,NO02,2,0.5016
2015,NUTS,2010,NO02,2,0.4904
2016,NUTS,2010,NO02,2,0.5561
2017,NUTS,2010,NO02,2,0.593
2018,NUTS,2010,NO02,2,0.6222
2019,NUTS,2010,NO02,2,0.6004
2011,NUTS,2010,NO03,2,0.7641
2012,NUTS,2010,NO03,2,0.7483
2013,NUTS,2010,NO03,2,0.828
2014,NUTS,2010,NO03,2,0.8672
2015,NUTS,2010,NO03,2,0.8925
2016,NUTS,2010,NO03,2,0.9055
2017,NUTS,2010,NO03,2,0.9497
2018,NUTS,2010,NO03,2,0.9203
2019,NUTS,2010,NO03,2,0.9099
2011,NUTS,2010,NO04,2,0.6911
2012,NUTS,2010,NO04,2,0.7188
2013,NUTS,2010,NO04,2,0.7274
2014,NUTS,2010,NO04,2,0.7964
2015,NUTS,2010,NO04,2,0.8701
2016,NUTS,2010,NO04,2,0.9375
2017,NUTS,2010,NO04,2,1.0153
2018,NUTS,2010,NO04,2,0.9891
2019,NUTS,2010,NO04,2,1.0455
2011,NUTS,2010,NO05,2,1.2081
2012,NUTS,2010,NO05,2,1.2496
2013,NUTS,2010,NO05,2,1.2479
2014,NUTS,2010,NO05,2,1.3121
2015,NUTS,2010,NO05,2,1.368
2016,NUTS,2010,NO05,2,1.3961
2017,NUTS,2010,NO05,2,1.571
2018,NUTS,2010,NO05,2,1.5628
2019,NUTS,2010,NO05,2,1.6698
2011,NUTS,2010,NO06,2,2.8361
2012,NUTS,2010,NO06,2,2.9686
2013,NUTS,2010,NO06,2,2.7284
2014,NUTS,2010,NO06,2,2.8701
2015,NUTS,2010,NO06,2,2.9254
2016,NUTS,2010,NO06,2,3.049
2017,NUTS,2010,NO06,2,3.1791
2018,NUTS,2010,NO06,2,3.1257
2019,NUTS,2010,NO06,2,3.379
2011,NUTS,2010,NO07,2,1.0249
2012,NUTS,2010,NO07,2,1.0576
2013,NUTS,2010,NO07,2,1.0686
2014,NUTS,2010,NO07,2,1.1475
2015,NUTS,2010,NO07,2,1.1998
2016,NUTS,2010,NO07,2,1.3363
2017,NUTS,2010,NO07,2,1.3262
2018,NUTS,2010,NO07,2,1.3462
2019,NUTS,2010,NO07,2,1.4129
2011,NUTS,2010,PL,0,0.5745
2012,NUTS,2010,PL,0,0.6084
2013,NUTS,2010,PL,0,0.6288
2014,NUTS,2010,PL,0,0.6856
2015,NUTS,2010,PL,0,0.7058
2016,NUTS,2010,PL,0,0.7145
2017,NUTS,2010,PL,0,0.9079
2018,NUTS,2010,PL,0,1.0153
2019,NUTS,2010,PL,0,1.0292
2020,NUTS,2010,PL,0,1.0937
2011,NUTS,2010,PL1,1,1.2968
2012,NUTS,2010,PL1,1,1.3389
2013,NUTS,2010,PL1,1,0.9463
2014,NUTS,2010,PL1,1,0.9721
2015,NUTS,2010,PL1,1,0.998
2011,NUTS,2010,PL11,2,0.3832
2012,NUTS,2010,PL11,2,0.4461
2013,NUTS,2010,PL11,2,0.4109
2014,NUTS,2010,PL11,2,0.4187
2015,NUTS,2010,PL11,2,0.4591
2011,NUTS,2010,PL12,2,1.1009
2012,NUTS,2010,PL12,2,1.1217
2013,NUTS,2010,PL12,2,1.2236
2014,NUTS,2010,PL12,2,1.2417
2015,NUTS,2010,PL12,2,1.242
2011,NUTS,2010,PL2,1,0.5669
2012,NUTS,2010,PL2,1,0.5973
2013,NUTS,2010,PL2,1,0.6257
2014,NUTS,2010,PL2,1,0.726
2015,NUTS,2010,PL2,1,0.7879
2016,NUTS,2010,PL2,1,0.7419
2017,NUTS,2010,PL2,1,0.9473
2018,NUTS,2010,PL2,1,0.9946
2019,NUTS,2010,PL2,1,1.0796
2011,NUTS,2010,PL21,2,0.8017
2012,NUTS,2010,PL21,2,0.8743
2013,NUTS,2010,PL21,2,0.8821
2014,NUTS,2010,PL21,2,1.0335
2015,NUTS,2010,PL21,2,1.1397
2016,NUTS,2010,PL21,2,1.071
2017,NUTS,2010,PL21,2,1.4379
2018,NUTS,2010,PL21,2,1.4221
2019,NUTS,2010,PL21,2,1.4931
2011,NUTS,2010,PL22,2,0.4078
2012,NUTS,2010,PL22,2,0.4089
2013,NUTS,2010,PL22,2,0.4487
2014,NUTS,2010,PL22,2,0.5075
2015,NUTS,2010,PL22,2,0.5342
2016,NUTS,2010,PL22,2,0.494
2017,NUTS,2010,PL22,2,0.5764
2018,NUTS,2010,PL22,2,0.6663
2019,NUTS,2010,PL22,2,0.7593
2011,NUTS,2010,PL3,1,0.3179
2012,NUTS,2010,PL3,1,0.3461
2013,NUTS,2010,PL3,1,0.3841
2014,NUTS,2010,PL3,1,0.4465
2015,NUTS,2010,PL3,1,0.4344
2011,NUTS,2010,PL31,2,0.3555
2012,NUTS,2010,PL31,2,0.3798
2013,NUTS,2010,PL31,2,0.3799
2014,NUTS,2010,PL31,2,0.3878
2015,NUTS,2010,PL31,2,0.3782
2011,NUTS,2010,PL32,2,0.346
2012,NUTS,2010,PL32,2,0.4747
2013,NUTS,2010,PL32,2,0.5412
