year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_total_pc_emp_fte_total_t
2013,NUTS,2010,UKE,1,1.0066
2014,NUTS,2010,UKE,1,1.0417
2015,NUTS,2010,UKE,1,1.0965
2016,NUTS,2010,UKE,1,1.0468
2017,NUTS,2010,UKE,1,1.1512
2018,NUTS,2010,UKE,1,1.164
2011,NUTS,2010,UKE1,2,0.2444
2012,NUTS,2010,UKE1,2,0.27
2013,NUTS,2010,UKE1,2,0.6125
2014,NUTS,2010,UKE1,2,0.666
2015,NUTS,2010,UKE1,2,0.6654
2016,NUTS,2010,UKE1,2,0.6345
2017,NUTS,2010,UKE1,2,0.6792
2018,NUTS,2010,UKE1,2,0.684
2011,NUTS,2010,UKE2,2,1.5355
2012,NUTS,2010,UKE2,2,1.4056
2013,NUTS,2010,UKE2,2,1.2454
2014,NUTS,2010,UKE2,2,1.3176
2015,NUTS,2010,UKE2,2,1.2929
2016,NUTS,2010,UKE2,2,1.2965
2017,NUTS,2010,UKE2,2,1.3404
2018,NUTS,2010,UKE2,2,1.4778
2011,NUTS,2010,UKE3,2,1.0839
2012,NUTS,2010,UKE3,2,1.0661
2013,NUTS,2010,UKE3,2,1.1066
2014,NUTS,2010,UKE3,2,1.1278
2015,NUTS,2010,UKE3,2,1.2611
2016,NUTS,2010,UKE3,2,1.1983
2017,NUTS,2010,UKE3,2,1.3238
2018,NUTS,2010,UKE3,2,1.2509
2011,NUTS,2010,UKE4,2,0.934
2012,NUTS,2010,UKE4,2,0.9294
2013,NUTS,2010,UKE4,2,1.0186
2014,NUTS,2010,UKE4,2,1.0389
2015,NUTS,2010,UKE4,2,1.0979
2016,NUTS,2010,UKE4,2,1.03
2017,NUTS,2010,UKE4,2,1.1626
2018,NUTS,2010,UKE4,2,1.1836
2011,NUTS,2010,UKF,1,1.1379
2012,NUTS,2010,UKF,1,1.1795
2013,NUTS,2010,UKF,1,1.281
2014,NUTS,2010,UKF,1,1.3081
2015,NUTS,2010,UKF,1,1.2897
2016,NUTS,2010,UKF,1,1.3048
2017,NUTS,2010,UKF,1,1.3498
2018,NUTS,2010,UKF,1,1.3913
2011,NUTS,2010,UKF1,2,1.5575
2012,NUTS,2010,UKF1,2,1.5961
2013,NUTS,2010,UKF1,2,1.8054
2014,NUTS,2010,UKF1,2,1.867
2015,NUTS,2010,UKF1,2,1.7681
2016,NUTS,2010,UKF1,2,1.8056
2017,NUTS,2010,UKF1,2,1.8775
2018,NUTS,2010,UKF1,2,1.9741
2011,NUTS,2010,UKF2,2,1.0099
2012,NUTS,2010,UKF2,2,1.0049
2013,NUTS,2010,UKF2,2,1.0465
2014,NUTS,2010,UKF2,2,1.0694
2015,NUTS,2010,UKF2,2,1.0616
2016,NUTS,2010,UKF2,2,1.0478
2017,NUTS,2010,UKF2,2,1.0836
2018,NUTS,2010,UKF2,2,1.0757
2011,NUTS,2010,UKF3,2,0.2874
2012,NUTS,2010,UKF3,2,0.3503
2013,NUTS,2010,UKF3,2,0.3513
2014,NUTS,2010,UKF3,2,0.366
2015,NUTS,2010,UKF3,2,0.4041
2016,NUTS,2010,UKF3,2,0.4128
2017,NUTS,2010,UKF3,2,0.439
2018,NUTS,2010,UKF3,2,0.4416
2011,NUTS,2010,UKG,1,0.8935
2012,NUTS,2010,UKG,1,0.9362
2013,NUTS,2010,UKG,1,1.0122
2014,NUTS,2010,UKG,1,1.126
2015,NUTS,2010,UKG,1,1.151
2016,NUTS,2010,UKG,1,1.1178
2017,NUTS,2010,UKG,1,1.2687
2018,NUTS,2010,UKG,1,1.4196
2011,NUTS,2010,UKG1,2,1.0081
2012,NUTS,2010,UKG1,2,1.1461
2013,NUTS,2010,UKG1,2,1.212
2014,NUTS,2010,UKG1,2,1.4202
2015,NUTS,2010,UKG1,2,1.4488
2016,NUTS,2010,UKG1,2,1.372
2017,NUTS,2010,UKG1,2,1.879
2018,NUTS,2010,UKG1,2,2.2621
2011,NUTS,2010,UKG2,2,0.406
2012,NUTS,2010,UKG2,2,0.386
2013,NUTS,2010,UKG2,2,0.4254
2014,NUTS,2010,UKG2,2,0.4749
2015,NUTS,2010,UKG2,2,0.4837
2016,NUTS,2010,UKG2,2,0.4676
2017,NUTS,2010,UKG2,2,0.5119
2018,NUTS,2010,UKG2,2,0.5957
2011,NUTS,2010,UKG3,2,1.1497
2012,NUTS,2010,UKG3,2,1.1728
2013,NUTS,2010,UKG3,2,1.289
2014,NUTS,2010,UKG3,2,1.3766
2015,NUTS,2010,UKG3,2,1.4204
2016,NUTS,2010,UKG3,2,1.4022
2017,NUTS,2010,UKG3,2,1.4334
2018,NUTS,2010,UKG3,2,1.4828
2011,NUTS,2010,UKH,1,1.7702
2012,NUTS,2010,UKH,1,1.6632
2013,NUTS,2010,UKH,1,1.7955
2014,NUTS,2010,UKH,1,1.7984
2015,NUTS,2010,UKH,1,1.8358
2016,NUTS,2010,UKH,1,1.8836
2017,NUTS,2010,UKH,1,1.9169
2018,NUTS,2010,UKH,1,1.9734
2011,NUTS,2010,UKH1,2,2.5457
2012,NUTS,2010,UKH1,2,2.4668
2013,NUTS,2010,UKH1,2,2.5938
2014,NUTS,2010,UKH1,2,2.5955
2015,NUTS,2010,UKH1,2,2.7157
2016,NUTS,2010,UKH1,2,2.7412
2017,NUTS,2010,UKH1,2,2.9298
2018,NUTS,2010,UKH1,2,3.0924
2011,NUTS,2010,UKH2,2,1.4017
2012,NUTS,2010,UKH2,2,1.348
2013,NUTS,2010,UKH2,2,1.6528
2014,NUTS,2010,UKH2,2,1.5368
2015,NUTS,2010,UKH2,2,1.6033
2016,NUTS,2010,UKH2,2,1.6866
2017,NUTS,2010,UKH2,2,1.6568
2018,NUTS,2010,UKH2,2,1.6793
2011,NUTS,2010,UKH3,2,1.0644
2012,NUTS,2010,UKH3,2,0.8651
2013,NUTS,2010,UKH3,2,0.847
2014,NUTS,2010,UKH3,2,0.9063
2015,NUTS,2010,UKH3,2,0.8535
2016,NUTS,2010,UKH3,2,0.879
2017,NUTS,2010,UKH3,2,0.813
2018,NUTS,2010,UKH3,2,0.7713
2011,NUTS,2010,UKI,1,1.3142
2012,NUTS,2010,UKI,1,1.3085
2013,NUTS,2010,UKI,1,1.3009
2014,NUTS,2010,UKI,1,1.3421
2015,NUTS,2010,UKI,1,1.3797
2016,NUTS,2010,UKI,1,1.3377
2017,NUTS,2010,UKI,1,1.4635
2018,NUTS,2010,UKI,1,1.4752
2011,NUTS,2010,UKI3,2,6.6439
2012,NUTS,2010,UKI3,2,6.2821
2013,NUTS,2010,UKI3,2,6.4019
2014,NUTS,2010,UKI3,2,6.2604
2015,NUTS,2010,UKI3,2,6.5037
2016,NUTS,2010,UKI3,2,6.335
2017,NUTS,2010,UKI3,2,7.2359
2018,NUTS,2010,UKI3,2,7.2467
2011,NUTS,2010,UKI4,2,0.6564
2012,NUTS,2010,UKI4,2,0.6073
2013,NUTS,2010,UKI4,2,0.6757
2014,NUTS,2010,UKI4,2,0.7493
2015,NUTS,2010,UKI4,2,0.7186
2016,NUTS,2010,UKI4,2,0.6842
2017,NUTS,2010,UKI4,2,0.7342
2018,NUTS,2010,UKI4,2,0.8097
2011,NUTS,2010,UKI5,2,0.1706
2012,NUTS,2010,UKI5,2,0.1655
2013,NUTS,2010,UKI5,2,0.1748
2014,NUTS,2010,UKI5,2,0.1722
2015,NUTS,2010,UKI5,2,0.1782
2016,NUTS,2010,UKI5,2,0.1617
2017,NUTS,2010,UKI5,2,0.1595
2018,NUTS,2010,UKI5,2,0.1773
2011,NUTS,2010,UKI6,2,0.332
2012,NUTS,2010,UKI6,2,0.2727
2013,NUTS,2010,UKI6,2,0.3013
2014,NUTS,2010,UKI6,2,0.3622
2015,NUTS,2010,UKI6,2,0.2805
2016,NUTS,2010,UKI6,2,0.2931
2017,NUTS,2010,UKI6,2,0.3348
2018,NUTS,2010,UKI6,2,0.3242
2011,NUTS,2010,UKI7,2,0.5988
2012,NUTS,2010,UKI7,2,0.7619
2013,NUTS,2010,UKI7,2,0.6831
2014,NUTS,2010,UKI7,2,0.7244
2015,NUTS,2010,UKI7,2,0.8813
2016,NUTS,2010,UKI7,2,0.7874
2017,NUTS,2010,UKI7,2,0.9816
2018,NUTS,2010,UKI7,2,0.8333
2011,NUTS,2010,UKJ,1,1.6316
2012,NUTS,2010,UKJ,1,1.616
2013,NUTS,2010,UKJ,1,1.6417
2014,NUTS,2010,UKJ,1,1.6702
2015,NUTS,2010,UKJ,1,1.7343
2016,NUTS,2010,UKJ,1,1.6688
2017,NUTS,2010,UKJ,1,1.6952
2018,NUTS,2010,UKJ,1,1.754
2011,NUTS,2010,UKJ1,2,2.7138
2012,NUTS,2010,UKJ1,2,2.7765
2013,NUTS,2010,UKJ1,2,2.902
2014,NUTS,2010,UKJ1,2,3.0453
2015,NUTS,2010,UKJ1,2,3.1097
2016,NUTS,2010,UKJ1,2,3.1
2017,NUTS,2010,UKJ1,2,3.1456
2018,NUTS,2010,UKJ1,2,3.2905
2011,NUTS,2010,UKJ2,2,1.0586
2012,NUTS,2010,UKJ2,2,1.0713
2013,NUTS,2010,UKJ2,2,1.0775
2014,NUTS,2010,UKJ2,2,1.0572
2015,NUTS,2010,UKJ2,2,1.1381
2016,NUTS,2010,UKJ2,2,1.0606
2017,NUTS,2010,UKJ2,2,1.1206
2018,NUTS,2010,UKJ2,2,1.1707
2011,NUTS,2010,UKJ3,2,1.7634
2012,NUTS,2010,UKJ3,2,1.6811
2013,NUTS,2010,UKJ3,2,1.7
2014,NUTS,2010,UKJ3,2,1.6591
2015,NUTS,2010,UKJ3,2,1.7574
2016,NUTS,2010,UKJ3,2,1.6088
2017,NUTS,2010,UKJ3,2,1.5606
2018,NUTS,2010,UKJ3,2,1.5635
2011,NUTS,2010,UKJ4,2,0.8464
2012,NUTS,2010,UKJ4,2,0.7264
2013,NUTS,2010,UKJ4,2,0.6748
2014,NUTS,2010,UKJ4,2,0.6809
2015,NUTS,2010,UKJ4,2,0.6985
2016,NUTS,2010,UKJ4,2,0.6731
2017,NUTS,2010,UKJ4,2,0.7155
2018,NUTS,2010,UKJ4,2,0.701
2011,NUTS,2010,UKK,1,1.1278
2012,NUTS,2010,UKK,1,1.1146
2013,NUTS,2010,UKK,1,1.1407
2014,NUTS,2010,UKK,1,1.1482
2015,NUTS,2010,UKK,1,1.1397
2016,NUTS,2010,UKK,1,1.1902
2017,NUTS,2010,UKK,1,1.2045
2018,NUTS,2010,UKK,1,1.2358
2011,NUTS,2010,UKK1,2,1.7736
2012,NUTS,2010,UKK1,2,1.7815
2013,NUTS,2010,UKK1,2,1.8068
2014,NUTS,2010,UKK1,2,1.7658
2015,NUTS,2010,UKK1,2,1.7201
2016,NUTS,2010,UKK1,2,1.7871
2017,NUTS,2010,UKK1,2,1.7785
2018,NUTS,2010,UKK1,2,1.8135
2011,NUTS,2010,UKK2,2,0.4688
2012,NUTS,2010,UKK2,2,0.4801
2013,NUTS,2010,UKK2,2,0.4785
2014,NUTS,2010,UKK2,2,0.5277
2015,NUTS,2010,UKK2,2,0.5591
2016,NUTS,2010,UKK2,2,0.5993
2017,NUTS,2010,UKK2,2,0.5815
2018,NUTS,2010,UKK2,2,0.5924
2011,NUTS,2010,UKK3,2,0.2254
2012,NUTS,2010,UKK3,2,0.1933
2013,NUTS,2010,UKK3,2,0.1735
2014,NUTS,2010,UKK3,2,0.1849
2015,NUTS,2010,UKK3,2,0.2244
2016,NUTS,2010,UKK3,2,0.2127
2017,NUTS,2010,UKK3,2,0.2693
2018,NUTS,2010,UKK3,2,0.2404
2011,NUTS,2010,UKK4,2,0.8665
2012,NUTS,2010,UKK4,2,0.7821
2013,NUTS,2010,UKK4,2,0.8636
2014,NUTS,2010,UKK4,2,0.9532
2015,NUTS,2010,UKK4,2,0.9318
2016,NUTS,2010,UKK4,2,0.9691
2017,NUTS,2010,UKK4,2,1.0314
2018,NUTS,2010,UKK4,2,1.0741
2011,NUTS,2010,UKL,1,0.8501
2012,NUTS,2010,UKL,1,0.8145
2013,NUTS,2010,UKL,1,0.8685
2014,NUTS,2010,UKL,1,0.9002
2015,NUTS,2010,UKL,1,0.8487
2016,NUTS,2010,UKL,1,0.8628
2017,NUTS,2010,UKL,1,0.9516
2018,NUTS,2010,UKL,1,0.9559
2011,NUTS,2010,UKL1,2,0.6093
2012,NUTS,2010,UKL1,2,0.5521
2013,NUTS,2010,UKL1,2,0.5718
2014,NUTS,2010,UKL1,2,0.7595
2015,NUTS,2010,UKL1,2,0.697
2016,NUTS,2010,UKL1,2,0.6864
2017,NUTS,2010,UKL1,2,0.794
2018,NUTS,2010,UKL1,2,0.799
2011,NUTS,2010,UKL2,2,1.2258
2012,NUTS,2010,UKL2,2,1.2368
2013,NUTS,2010,UKL2,2,1.34
2014,NUTS,2010,UKL2,2,1.1239
2015,NUTS,2010,UKL2,2,1.0982
2016,NUTS,2010,UKL2,2,1.1596
2017,NUTS,2010,UKL2,2,1.1979
2018,NUTS,2010,UKL2,2,1.2009
2011,NUTS,2010,UKM,1,1.2467
2012,NUTS,2010,UKM,1,1.239
2013,NUTS,2010,UKM,1,1.3025
2014,NUTS,2010,UKM,1,1.3044
2015,NUTS,2010,UKM,1,1.3547
2016,NUTS,2010,UKM,1,1.3952
2017,NUTS,2010,UKM,1,1.4401
2018,NUTS,2010,UKM,1,1.4875
2012,NUTS,2010,UKM2,2,1.7069
2013,NUTS,2010,UKM2,2,1.8031
2014,NUTS,2010,UKM2,2,1.7953
2015,NUTS,2010,UKM2,2,1.8984
2016,NUTS,2010,UKM2,2,1.9175
2017,NUTS,2010,UKM2,2,0.78
2012,NUTS,2010,UKM3,2,0.9957
2013,NUTS,2010,UKM3,2,1.0849
2014,NUTS,2010,UKM3,2,1.0459
2015,NUTS,2010,UKM3,2,1.115
2016,NUTS,2010,UKM3,2,1.1237
2017,NUTS,2010,UKM3,2,0.3871
2012,NUTS,2010,UKM5,2,1.542
2013,NUTS,2010,UKM5,2,1.5537
2014,NUTS,2010,UKM5,2,1.7676
2015,NUTS,2010,UKM5,2,1.6103
2016,NUTS,2010,UKM5,2,1.8841
2017,NUTS,2010,UKM5,2,1.8528
2018,NUTS,2010,UKM5,2,1.877
2012,NUTS,2010,UKM6,2,0.1825
2013,NUTS,2010,UKM6,2,0.2269
2014,NUTS,2010,UKM6,2,0.2061
2015,NUTS,2010,UKM6,2,0.2116
2016,NUTS,2010,UKM6,2,0.2315
2017,NUTS,2010,UKM6,2,0.291
2018,NUTS,2010,UKM6,2,0.3073
2014,NUTS,2010,UKM7,2,1.9106
2015,NUTS,2010,UKM7,2,2.006
2016,NUTS,2010,UKM7,2,2.007
2017,NUTS,2010,UKM7,2,1.9493
2018,NUTS,2010,UKM7,2,2.1196
2014,NUTS,2010,UKM8,2,1.4579
2015,NUTS,2010,UKM8,2,1.4881
2016,NUTS,2010,UKM8,2,1.4872
2017,NUTS,2010,UKM8,2,1.7358
2018,NUTS,2010,UKM8,2,1.5728
2014,NUTS,2010,UKM9,2,0.1688
2015,NUTS,2010,UKM9,2,0.2038
2016,NUTS,2010,UKM9,2,0.218
2017,NUTS,2010,UKM9,2,0.2323
2018,NUTS,2010,UKM9,2,0.266
2011,NUTS,2010,UKN,1,0.9658
2012,NUTS,2010,UKN,1,0.9993
2013,NUTS,2010,UKN,1,1.0033
2014,NUTS,2010,UKN,1,1.0161
2015,NUTS,2010,UKN,1,1.1576
2016,NUTS,2010,UKN,1,1.2455
2017,NUTS,2010,UKN,1,1.3489
2018,NUTS,2010,UKN,1,1.398
2011,NUTS,2010,UKN0,2,0.9658
2012,NUTS,2010,UKN0,2,0.9993
2013,NUTS,2010,UKN0,2,1.0033
2014,NUTS,2010,UKN0,2,1.0161
2015,NUTS,2010,UKN0,2,1.1576
2016,NUTS,2010,UKN0,2,1.2455
2017,NUTS,2010,UKN0,2,1.3489
2018,NUTS,2010,UKN0,2,1.398
