year,region_type,region_year_spec,region_id,region_level,hrst_st_rcat_hrste_ths
2014,NUTS,2010,SE1,1,1016.9
2015,NUTS,2010,SE1,1,1048.7
2016,NUTS,2010,SE1,1,1094.9
2017,NUTS,2010,SE1,1,1132.1
2018,NUTS,2010,SE1,1,1177.2
2019,NUTS,2010,SE1,1,1223.8
2020,NUTS,2010,SE1,1,1258.7
1999,NUTS,2010,SE11,2,387.8
2000,NUTS,2010,SE11,2,433.6
2001,NUTS,2010,SE11,2,373.4
2002,NUTS,2010,SE11,2,386.0
2003,NUTS,2010,SE11,2,402.9
2004,NUTS,2010,SE11,2,409.0
2005,NUTS,2010,SE11,2,443.8
2006,NUTS,2010,SE11,2,460.4
2007,NUTS,2010,SE11,2,474.8
2008,NUTS,2010,SE11,2,496.5
2009,NUTS,2010,SE11,2,522.4
2010,NUTS,2010,SE11,2,542.9
2011,NUTS,2010,SE11,2,568.0
2012,NUTS,2010,SE11,2,590.6
2013,NUTS,2010,SE11,2,626.0
2014,NUTS,2010,SE11,2,657.3
2015,NUTS,2010,SE11,2,682.4
2016,NUTS,2010,SE11,2,716.3
2017,NUTS,2010,SE11,2,740.9
2018,NUTS,2010,SE11,2,768.5
2019,NUTS,2010,SE11,2,792.8
2020,NUTS,2010,SE11,2,812.9
1999,NUTS,2010,SE12,2,250.0
2000,NUTS,2010,SE12,2,249.3
2001,NUTS,2010,SE12,2,209.9
2002,NUTS,2010,SE12,2,216.8
2003,NUTS,2010,SE12,2,223.8
2004,NUTS,2010,SE12,2,233.6
2005,NUTS,2010,SE12,2,259.0
2006,NUTS,2010,SE12,2,266.9
2007,NUTS,2010,SE12,2,271.0
2008,NUTS,2010,SE12,2,275.3
2009,NUTS,2010,SE12,2,284.0
2010,NUTS,2010,SE12,2,292.7
2011,NUTS,2010,SE12,2,300.1
2012,NUTS,2010,SE12,2,319.9
2013,NUTS,2010,SE12,2,344.1
2014,NUTS,2010,SE12,2,359.7
2015,NUTS,2010,SE12,2,366.3
2016,NUTS,2010,SE12,2,378.5
2017,NUTS,2010,SE12,2,391.2
2018,NUTS,2010,SE12,2,408.7
2019,NUTS,2010,SE12,2,431.0
2020,NUTS,2010,SE12,2,445.9
1999,NUTS,2010,SE2,1,614.0
2000,NUTS,2010,SE2,1,640.7
2001,NUTS,2010,SE2,1,558.9
2002,NUTS,2010,SE2,1,572.7
2003,NUTS,2010,SE2,1,583.7
2004,NUTS,2010,SE2,1,613.3
2005,NUTS,2010,SE2,1,633.8
2006,NUTS,2010,SE2,1,682.3
2007,NUTS,2010,SE2,1,719.4
2008,NUTS,2010,SE2,1,737.8
2009,NUTS,2010,SE2,1,766.9
2010,NUTS,2010,SE2,1,803.5
2011,NUTS,2010,SE2,1,837.1
2012,NUTS,2010,SE2,1,861.8
2013,NUTS,2010,SE2,1,893.8
2014,NUTS,2010,SE2,1,953.4
2015,NUTS,2010,SE2,1,990.5
2016,NUTS,2010,SE2,1,1039.5
2017,NUTS,2010,SE2,1,1067.4
2018,NUTS,2010,SE2,1,1114.4
2019,NUTS,2010,SE2,1,1133.5
2020,NUTS,2010,SE2,1,1166.8
1999,NUTS,2010,SE21,2,102.6
2000,NUTS,2010,SE21,2,95.1
2001,NUTS,2010,SE21,2,92.3
2002,NUTS,2010,SE21,2,97.2
2003,NUTS,2010,SE21,2,99.3
2004,NUTS,2010,SE21,2,106.5
2005,NUTS,2010,SE21,2,106.8
2006,NUTS,2010,SE21,2,111.1
2007,NUTS,2010,SE21,2,119.1
2008,NUTS,2010,SE21,2,123.5
2009,NUTS,2010,SE21,2,125.3
2010,NUTS,2010,SE21,2,127.3
2011,NUTS,2010,SE21,2,133.0
2012,NUTS,2010,SE21,2,137.5
2013,NUTS,2010,SE21,2,142.7
2014,NUTS,2010,SE21,2,152.7
2015,NUTS,2010,SE21,2,159.8
2016,NUTS,2010,SE21,2,167.8
2017,NUTS,2010,SE21,2,171.5
2018,NUTS,2010,SE21,2,182.5
2019,NUTS,2010,SE21,2,190.9
2020,NUTS,2010,SE21,2,188.5
1999,NUTS,2010,SE22,2,215.6
2000,NUTS,2010,SE22,2,221.6
2001,NUTS,2010,SE22,2,200.7
2002,NUTS,2010,SE22,2,201.3
2003,NUTS,2010,SE22,2,211.3
2004,NUTS,2010,SE22,2,217.3
2005,NUTS,2010,SE22,2,228.0
2006,NUTS,2010,SE22,2,250.1
2007,NUTS,2010,SE22,2,264.6
2008,NUTS,2010,SE22,2,273.4
2009,NUTS,2010,SE22,2,287.2
2010,NUTS,2010,SE22,2,302.2
2011,NUTS,2010,SE22,2,310.9
2012,NUTS,2010,SE22,2,314.0
2013,NUTS,2010,SE22,2,324.6
2014,NUTS,2010,SE22,2,342.0
2015,NUTS,2010,SE22,2,361.8
2016,NUTS,2010,SE22,2,386.2
2017,NUTS,2010,SE22,2,399.1
2018,NUTS,2010,SE22,2,412.3
2019,NUTS,2010,SE22,2,415.9
2020,NUTS,2010,SE22,2,421.9
1999,NUTS,2010,SE23,2,295.9
2000,NUTS,2010,SE23,2,324.0
2001,NUTS,2010,SE23,2,265.9
2002,NUTS,2010,SE23,2,274.1
2003,NUTS,2010,SE23,2,273.1
2004,NUTS,2010,SE23,2,289.5
2005,NUTS,2010,SE23,2,299.1
2006,NUTS,2010,SE23,2,321.1
2007,NUTS,2010,SE23,2,335.7
2008,NUTS,2010,SE23,2,341.0
2009,NUTS,2010,SE23,2,354.4
2010,NUTS,2010,SE23,2,374.0
2011,NUTS,2010,SE23,2,393.2
2012,NUTS,2010,SE23,2,410.3
2013,NUTS,2010,SE23,2,426.6
2014,NUTS,2010,SE23,2,458.7
2015,NUTS,2010,SE23,2,468.9
2016,NUTS,2010,SE23,2,485.5
2017,NUTS,2010,SE23,2,496.8
2018,NUTS,2010,SE23,2,519.6
2019,NUTS,2010,SE23,2,526.6
2020,NUTS,2010,SE23,2,556.3
1999,NUTS,2010,SE3,1,263.3
2000,NUTS,2010,SE3,1,268.5
2001,NUTS,2010,SE3,1,222.4
2002,NUTS,2010,SE3,1,225.4
2003,NUTS,2010,SE3,1,241.0
2004,NUTS,2010,SE3,1,248.2
2005,NUTS,2010,SE3,1,264.9
2006,NUTS,2010,SE3,1,270.0
2007,NUTS,2010,SE3,1,267.8
2008,NUTS,2010,SE3,1,274.0
2009,NUTS,2010,SE3,1,278.4
2010,NUTS,2010,SE3,1,284.4
2011,NUTS,2010,SE3,1,296.7
2012,NUTS,2010,SE3,1,298.8
2013,NUTS,2010,SE3,1,307.5
2014,NUTS,2010,SE3,1,322.1
2015,NUTS,2010,SE3,1,337.8
2016,NUTS,2010,SE3,1,354.8
2017,NUTS,2010,SE3,1,367.7
2018,NUTS,2010,SE3,1,382.9
2019,NUTS,2010,SE3,1,387.7
2020,NUTS,2010,SE3,1,393.6
1999,NUTS,2010,SE31,2,119.4
2000,NUTS,2010,SE31,2,120.8
2001,NUTS,2010,SE31,2,93.7
2002,NUTS,2010,SE31,2,98.5
2003,NUTS,2010,SE31,2,104.8
2004,NUTS,2010,SE31,2,108.4
2005,NUTS,2010,SE31,2,119.2
2006,NUTS,2010,SE31,2,121.8
2007,NUTS,2010,SE31,2,117.4
2008,NUTS,2010,SE31,2,119.7
2009,NUTS,2010,SE31,2,125.3
2010,NUTS,2010,SE31,2,127.4
2011,NUTS,2010,SE31,2,132.8
2012,NUTS,2010,SE31,2,134.9
2013,NUTS,2010,SE31,2,133.3
2014,NUTS,2010,SE31,2,139.4
2015,NUTS,2010,SE31,2,150.5
2016,NUTS,2010,SE31,2,161.8
2017,NUTS,2010,SE31,2,167.3
2018,NUTS,2010,SE31,2,171.8
2019,NUTS,2010,SE31,2,174.2
2020,NUTS,2010,SE31,2,180.6
1999,NUTS,2010,SE32,2,55.0
2000,NUTS,2010,SE32,2,54.3
2001,NUTS,2010,SE32,2,54.0
2002,NUTS,2010,SE32,2,48.6
2003,NUTS,2010,SE32,2,51.8
2004,NUTS,2010,SE32,2,55.0
2005,NUTS,2010,SE32,2,57.9
2006,NUTS,2010,SE32,2,58.4
2007,NUTS,2010,SE32,2,59.2
2008,NUTS,2010,SE32,2,61.5
2009,NUTS,2010,SE32,2,63.7
2010,NUTS,2010,SE32,2,63.3
2011,NUTS,2010,SE32,2,63.6
2012,NUTS,2010,SE32,2,63.3
2013,NUTS,2010,SE32,2,66.7
2014,NUTS,2010,SE32,2,69.1
2015,NUTS,2010,SE32,2,71.2
2016,NUTS,2010,SE32,2,73.9
2017,NUTS,2010,SE32,2,78.7
2018,NUTS,2010,SE32,2,82.5
2019,NUTS,2010,SE32,2,85.2
2020,NUTS,2010,SE32,2,83.6
1999,NUTS,2010,SE33,2,88.9
2000,NUTS,2010,SE33,2,93.4
2001,NUTS,2010,SE33,2,74.7
2002,NUTS,2010,SE33,2,78.2
2003,NUTS,2010,SE33,2,84.5
2004,NUTS,2010,SE33,2,84.8
2005,NUTS,2010,SE33,2,87.8
2006,NUTS,2010,SE33,2,89.8
2007,NUTS,2010,SE33,2,91.2
2008,NUTS,2010,SE33,2,92.7
2009,NUTS,2010,SE33,2,89.5
2010,NUTS,2010,SE33,2,93.8
2011,NUTS,2010,SE33,2,100.2
2012,NUTS,2010,SE33,2,100.6
2013,NUTS,2010,SE33,2,107.4
2014,NUTS,2010,SE33,2,113.6
2015,NUTS,2010,SE33,2,116.0
2016,NUTS,2010,SE33,2,119.1
2017,NUTS,2010,SE33,2,121.8
2018,NUTS,2010,SE33,2,128.6
2019,NUTS,2010,SE33,2,128.2
2020,NUTS,2010,SE33,2,129.4
1999,NUTS,2010,SI,0,185.6
2000,NUTS,2010,SI,0,195.9
2001,NUTS,2010,SI,0,172.1
2002,NUTS,2010,SI,0,177.8
2003,NUTS,2010,SI,0,218.4
2004,NUTS,2010,SI,0,238.7
2005,NUTS,2010,SI,0,256.9
2006,NUTS,2010,SI,0,274.7
2007,NUTS,2010,SI,0,284.0
2008,NUTS,2010,SI,0,293.9
2009,NUTS,2010,SI,0,303.5
2010,NUTS,2010,SI,0,316.4
2011,NUTS,2010,SI,0,334.3
2012,NUTS,2010,SI,0,356.6
2013,NUTS,2010,SI,0,376.0
2014,NUTS,2010,SI,0,384.3
2015,NUTS,2010,SI,0,403.9
2016,NUTS,2010,SI,0,409.4
2017,NUTS,2010,SI,0,428.0
2018,NUTS,2010,SI,0,427.1
2019,NUTS,2010,SI,0,434.3
2020,NUTS,2010,SI,0,470.9
1999,NUTS,2010,SI0,1,185.6
2000,NUTS,2010,SI0,1,195.9
2001,NUTS,2010,SI0,1,172.1
2002,NUTS,2010,SI0,1,177.8
2003,NUTS,2010,SI0,1,218.4
2004,NUTS,2010,SI0,1,238.7
2005,NUTS,2010,SI0,1,256.9
2006,NUTS,2010,SI0,1,274.7
2007,NUTS,2010,SI0,1,284.0
2008,NUTS,2010,SI0,1,293.9
2009,NUTS,2010,SI0,1,303.5
2010,NUTS,2010,SI0,1,316.4
2011,NUTS,2010,SI0,1,334.3
2012,NUTS,2010,SI0,1,356.6
2013,NUTS,2010,SI0,1,376.0
2014,NUTS,2010,SI0,1,384.3
2015,NUTS,2010,SI0,1,403.9
2016,NUTS,2010,SI0,1,409.4
2017,NUTS,2010,SI0,1,428.0
2018,NUTS,2010,SI0,1,427.1
2019,NUTS,2010,SI0,1,434.3
2020,NUTS,2010,SI0,1,470.9
2001,NUTS,2010,SI01,2,79.0
2002,NUTS,2010,SI01,2,79.2
2003,NUTS,2010,SI01,2,96.5
2004,NUTS,2010,SI01,2,110.8
2005,NUTS,2010,SI01,2,111.7
2006,NUTS,2010,SI01,2,119.2
2007,NUTS,2010,SI01,2,125.4
2008,NUTS,2010,SI01,2,129.2
2009,NUTS,2010,SI01,2,133.0
2001,NUTS,2010,SI02,2,93.0
2002,NUTS,2010,SI02,2,98.6
2003,NUTS,2010,SI02,2,121.9
2004,NUTS,2010,SI02,2,127.8
2005,NUTS,2010,SI02,2,145.2
2006,NUTS,2010,SI02,2,155.5
2007,NUTS,2010,SI02,2,158.6
2008,NUTS,2010,SI02,2,164.7
2009,NUTS,2010,SI02,2,170.5
2010,NUTS,2010,SI03,2,142.5
2011,NUTS,2010,SI03,2,152.6
2012,NUTS,2010,SI03,2,161.6
2013,NUTS,2010,SI03,2,171.7
2014,NUTS,2010,SI03,2,178.8
2015,NUTS,2010,SI03,2,186.0
2016,NUTS,2010,SI03,2,190.1
2017,NUTS,2010,SI03,2,195.9
2018,NUTS,2010,SI03,2,193.4
2019,NUTS,2010,SI03,2,196.6
2020,NUTS,2010,SI03,2,210.9
2010,NUTS,2010,SI04,2,173.8
2011,NUTS,2010,SI04,2,181.7
2012,NUTS,2010,SI04,2,195.0
2013,NUTS,2010,SI04,2,204.4
2014,NUTS,2010,SI04,2,205.6
2015,NUTS,2010,SI04,2,218.0
2016,NUTS,2010,SI04,2,219.3
2017,NUTS,2010,SI04,2,232.1
2018,NUTS,2010,SI04,2,233.6
2019,NUTS,2010,SI04,2,237.7
2020,NUTS,2010,SI04,2,259.9
1999,NUTS,2010,SK,0,303.8
2000,NUTS,2010,SK,0,321.3
2001,NUTS,2010,SK,0,334.8
2002,NUTS,2010,SK,0,339.2
2003,NUTS,2010,SK,0,371.4
2004,NUTS,2010,SK,0,413.6
2005,NUTS,2010,SK,0,461.7
2006,NUTS,2010,SK,0,489.4
2007,NUTS,2010,SK,0,489.4
2008,NUTS,2010,SK,0,511.0
2009,NUTS,2010,SK,0,561.4
2010,NUTS,2010,SK,0,627.6
2011,NUTS,2010,SK,0,674.9
2012,NUTS,2010,SK,0,703.3
2013,NUTS,2010,SK,0,731.3
2014,NUTS,2010,SK,0,746.9
2015,NUTS,2010,SK,0,783.0
2016,NUTS,2010,SK,0,812.7
2017,NUTS,2010,SK,0,854.3
2018,NUTS,2010,SK,0,899.7
2019,NUTS,2010,SK,0,937.0
2020,NUTS,2010,SK,0,962.4
1999,NUTS,2010,SK0,1,303.8
2000,NUTS,2010,SK0,1,321.3
2001,NUTS,2010,SK0,1,334.8
2002,NUTS,2010,SK0,1,339.2
2003,NUTS,2010,SK0,1,371.4
2004,NUTS,2010,SK0,1,413.6
2005,NUTS,2010,SK0,1,461.7
2006,NUTS,2010,SK0,1,489.4
2007,NUTS,2010,SK0,1,489.4
2008,NUTS,2010,SK0,1,511.0
2009,NUTS,2010,SK0,1,561.4
2010,NUTS,2010,SK0,1,627.6
2011,NUTS,2010,SK0,1,674.9
2012,NUTS,2010,SK0,1,703.3
2013,NUTS,2010,SK0,1,731.3
2014,NUTS,2010,SK0,1,746.9
2015,NUTS,2010,SK0,1,783.0
2016,NUTS,2010,SK0,1,812.7
2017,NUTS,2010,SK0,1,854.3
2018,NUTS,2010,SK0,1,899.7
2019,NUTS,2010,SK0,1,937.0
2020,NUTS,2010,SK0,1,962.4
1999,NUTS,2010,SK01,2,95.4
2000,NUTS,2010,SK01,2,101.6
2001,NUTS,2010,SK01,2,92.4
2002,NUTS,2010,SK01,2,96.3
2003,NUTS,2010,SK01,2,100.7
2004,NUTS,2010,SK01,2,104.6
2005,NUTS,2010,SK01,2,112.0
2006,NUTS,2010,SK01,2,113.0
2007,NUTS,2010,SK01,2,118.4
2008,NUTS,2010,SK01,2,122.6
2009,NUTS,2010,SK01,2,139.4
2010,NUTS,2010,SK01,2,147.4
2011,NUTS,2010,SK01,2,157.9
2012,NUTS,2010,SK01,2,160.7
2013,NUTS,2010,SK01,2,160.1
2014,NUTS,2010,SK01,2,166.6
2015,NUTS,2010,SK01,2,163.7
2016,NUTS,2010,SK01,2,169.5
2017,NUTS,2010,SK01,2,189.2
2018,NUTS,2010,SK01,2,192.0
2019,NUTS,2010,SK01,2,200.9
2020,NUTS,2010,SK01,2,201.5
1999,NUTS,2010,SK02,2,79.0
2000,NUTS,2010,SK02,2,84.6
2001,NUTS,2010,SK02,2,98.8
2002,NUTS,2010,SK02,2,90.1
2003,NUTS,2010,SK02,2,105.9
2004,NUTS,2010,SK02,2,115.2
2005,NUTS,2010,SK02,2,131.8
2006,NUTS,2010,SK02,2,145.8
2007,NUTS,2010,SK02,2,149.0
2008,NUTS,2010,SK02,2,146.9
2009,NUTS,2010,SK02,2,159.4
2010,NUTS,2010,SK02,2,175.6
2011,NUTS,2010,SK02,2,191.0
2012,NUTS,2010,SK02,2,199.5
2013,NUTS,2010,SK02,2,209.5
2014,NUTS,2010,SK02,2,206.6
2015,NUTS,2010,SK02,2,231.7
2016,NUTS,2010,SK02,2,252.4
2017,NUTS,2010,SK02,2,263.2
2018,NUTS,2010,SK02,2,259.7
2019,NUTS,2010,SK02,2,276.5
2020,NUTS,2010,SK02,2,275.8
1999,NUTS,2010,SK03,2,66.7
2000,NUTS,2010,SK03,2,68.2
2001,NUTS,2010,SK03,2,69.3
2002,NUTS,2010,SK03,2,75.9
2003,NUTS,2010,SK03,2,80.5
2004,NUTS,2010,SK03,2,98.6
2005,NUTS,2010,SK03,2,117.8
2006,NUTS,2010,SK03,2,117.3
2007,NUTS,2010,SK03,2,105.1
2008,NUTS,2010,SK03,2,120.0
2009,NUTS,2010,SK03,2,134.6
2010,NUTS,2010,SK03,2,153.5
2011,NUTS,2010,SK03,2,154.2
2012,NUTS,2010,SK03,2,161.3
2013,NUTS,2010,SK03,2,174.1
2014,NUTS,2010,SK03,2,165.8
2015,NUTS,2010,SK03,2,177.6
2016,NUTS,2010,SK03,2,180.9
2017,NUTS,2010,SK03,2,186.9
2018,NUTS,2010,SK03,2,197.3
2019,NUTS,2010,SK03,2,208.9
2020,NUTS,2010,SK03,2,211.5
1999,NUTS,2010,SK04,2,62.7
2000,NUTS,2010,SK04,2,66.9
2001,NUTS,2010,SK04,2,74.3
2002,NUTS,2010,SK04,2,76.9
2003,NUTS,2010,SK04,2,84.3
2004,NUTS,2010,SK04,2,95.1
2005,NUTS,2010,SK04,2,100.1
2006,NUTS,2010,SK04,2,113.2
2007,NUTS,2010,SK04,2,116.9
2008,NUTS,2010,SK04,2,121.5
2009,NUTS,2010,SK04,2,127.9
2010,NUTS,2010,SK04,2,151.1
2011,NUTS,2010,SK04,2,171.9
2012,NUTS,2010,SK04,2,181.8
2013,NUTS,2010,SK04,2,187.6
2014,NUTS,2010,SK04,2,207.9
2015,NUTS,2010,SK04,2,210.0
2016,NUTS,2010,SK04,2,209.9
2017,NUTS,2010,SK04,2,215.0
2018,NUTS,2010,SK04,2,250.7
2019,NUTS,2010,SK04,2,250.7
2020,NUTS,2010,SK04,2,273.6
2006,NUTS,2010,TR,0,3818.4
2007,NUTS,2010,TR,0,4087.1
2008,NUTS,2010,TR,0,4465.1
2009,NUTS,2010,TR,0,4794.9
2010,NUTS,2010,TR,0,5106.9
2011,NUTS,2010,TR,0,5603.2
2012,NUTS,2010,TR,0,6277.9
2013,NUTS,2010,TR,0,6681.8
2014,NUTS,2010,TR,0,7134.6
2015,NUTS,2010,TR,0,7843.4
2016,NUTS,2010,TR,0,8592.1
2017,NUTS,2010,TR,0,9109.9
2018,NUTS,2010,TR,0,9593.4
2019,NUTS,2010,TR,0,10297.4
2020,NUTS,2010,TR,0,11202.6
2006,NUTS,2010,TR1,1,920.0
2007,NUTS,2010,TR1,1,1010.1
2008,NUTS,2010,TR1,1,1169.5
2009,NUTS,2010,TR1,1,1184.1
2010,NUTS,2010,TR1,1,1131.1
2011,NUTS,2010,TR1,1,1262.6
2012,NUTS,2010,TR1,1,1545.5
2013,NUTS,2010,TR1,1,1644.0
2014,NUTS,2010,TR1,1,1762.0
2015,NUTS,2010,TR1,1,1977.7
2016,NUTS,2010,TR1,1,2201.0
2017,NUTS,2010,TR1,1,2297.3
2018,NUTS,2010,TR1,1,2423.5
2019,NUTS,2010,TR1,1,2468.8
2020,NUTS,2010,TR1,1,2686.0
2006,NUTS,2010,TR10,2,920.0
2007,NUTS,2010,TR10,2,1010.1
2008,NUTS,2010,TR10,2,1169.5
2009,NUTS,2010,TR10,2,1184.1
2010,NUTS,2010,TR10,2,1131.1
2011,NUTS,2010,TR10,2,1262.6
2012,NUTS,2010,TR10,2,1545.5
2013,NUTS,2010,TR10,2,1644.0
2014,NUTS,2010,TR10,2,1762.0
2015,NUTS,2010,TR10,2,1977.7
2016,NUTS,2010,TR10,2,2201.0
2017,NUTS,2010,TR10,2,2297.3
2018,NUTS,2010,TR10,2,2423.5
2019,NUTS,2010,TR10,2,2468.8
2020,NUTS,2010,TR10,2,2686.0
2006,NUTS,2010,TR2,1,151.7
2007,NUTS,2010,TR2,1,173.6
2008,NUTS,2010,TR2,1,207.5
2009,NUTS,2010,TR2,1,209.2
2010,NUTS,2010,TR2,1,222.9
2011,NUTS,2010,TR2,1,254.5
2012,NUTS,2010,TR2,1,292.1
2013,NUTS,2010,TR2,1,308.7
2014,NUTS,2010,TR2,1,322.3
2015,NUTS,2010,TR2,1,339.4
2016,NUTS,2010,TR2,1,369.0
2017,NUTS,2010,TR2,1,404.0
2018,NUTS,2010,TR2,1,424.1
2019,NUTS,2010,TR2,1,472.5
2020,NUTS,2010,TR2,1,542.8
2006,NUTS,2010,TR21,2,76.8
2007,NUTS,2010,TR21,2,88.9
2008,NUTS,2010,TR21,2,124.0
2009,NUTS,2010,TR21,2,124.0
2010,NUTS,2010,TR21,2,113.1
2011,NUTS,2010,TR21,2,125.9
2012,NUTS,2010,TR21,2,152.4
2013,NUTS,2010,TR21,2,163.9
2014,NUTS,2010,TR21,2,144.8
2015,NUTS,2010,TR21,2,153.2
2016,NUTS,2010,TR21,2,170.4
2017,NUTS,2010,TR21,2,199.8
2018,NUTS,2010,TR21,2,212.0
2019,NUTS,2010,TR21,2,229.5
2020,NUTS,2010,TR21,2,284.1
2006,NUTS,2010,TR22,2,74.9
2007,NUTS,2010,TR22,2,84.7
2008,NUTS,2010,TR22,2,83.5
2009,NUTS,2010,TR22,2,85.2
2010,NUTS,2010,TR22,2,109.8
2011,NUTS,2010,TR22,2,128.7
2012,NUTS,2010,TR22,2,139.6
2013,NUTS,2010,TR22,2,144.8
2014,NUTS,2010,TR22,2,177.5
2015,NUTS,2010,TR22,2,186.2
2016,NUTS,2010,TR22,2,198.6
2017,NUTS,2010,TR22,2,204.2
2018,NUTS,2010,TR22,2,212.0
2019,NUTS,2010,TR22,2,243.0
2020,NUTS,2010,TR22,2,258.8
2006,NUTS,2010,TR3,1,523.3
2007,NUTS,2010,TR3,1,626.8
2008,NUTS,2010,TR3,1,716.9
2009,NUTS,2010,TR3,1,775.5
2010,NUTS,2010,TR3,1,837.3
2011,NUTS,2010,TR3,1,873.8
2012,NUTS,2010,TR3,1,882.7
2013,NUTS,2010,TR3,1,876.2
2014,NUTS,2010,TR3,1,990.9
2015,NUTS,2010,TR3,1,1079.3
2016,NUTS,2010,TR3,1,1158.4
2017,NUTS,2010,TR3,1,1291.4
2018,NUTS,2010,TR3,1,1390.8
2019,NUTS,2010,TR3,1,1444.9
2020,NUTS,2010,TR3,1,1485.4
2006,NUTS,2010,TR31,2,267.9
2007,NUTS,2010,TR31,2,362.9
2008,NUTS,2010,TR31,2,430.1
2009,NUTS,2010,TR31,2,477.4
2010,NUTS,2010,TR31,2,468.7
2011,NUTS,2010,TR31,2,474.4
2012,NUTS,2010,TR31,2,501.6
2013,NUTS,2010,TR31,2,504.9
2014,NUTS,2010,TR31,2,519.7
2015,NUTS,2010,TR31,2,547.3
2016,NUTS,2010,TR31,2,588.4
2017,NUTS,2010,TR31,2,676.5
2018,NUTS,2010,TR31,2,730.8
2019,NUTS,2010,TR31,2,719.8
2020,NUTS,2010,TR31,2,720.9
2006,NUTS,2010,TR32,2,143.8
2007,NUTS,2010,TR32,2,145.4
2008,NUTS,2010,TR32,2,163.3
2009,NUTS,2010,TR32,2,181.3
2010,NUTS,2010,TR32,2,211.2
2011,NUTS,2010,TR32,2,229.0
2012,NUTS,2010,TR32,2,227.2
2013,NUTS,2010,TR32,2,225.8
2014,NUTS,2010,TR32,2,257.1
2015,NUTS,2010,TR32,2,290.3
2016,NUTS,2010,TR32,2,304.8
2017,NUTS,2010,TR32,2,341.0
2018,NUTS,2010,TR32,2,360.7
2019,NUTS,2010,TR32,2,405.8
2020,NUTS,2010,TR32,2,456.0
2006,NUTS,2010,TR33,2,111.6
2007,NUTS,2010,TR33,2,118.5
2008,NUTS,2010,TR33,2,123.5
2009,NUTS,2010,TR33,2,116.7
2010,NUTS,2010,TR33,2,157.5
2011,NUTS,2010,TR33,2,170.4
2012,NUTS,2010,TR33,2,153.9
2013,NUTS,2010,TR33,2,145.5
2014,NUTS,2010,TR33,2,214.0
2015,NUTS,2010,TR33,2,241.8
2016,NUTS,2010,TR33,2,265.2
2017,NUTS,2010,TR33,2,273.9
2018,NUTS,2010,TR33,2,299.3
2019,NUTS,2010,TR33,2,319.3
2020,NUTS,2010,TR33,2,308.5
2006,NUTS,2010,TR4,1,348.3
2007,NUTS,2010,TR4,1,368.3
2008,NUTS,2010,TR4,1,431.6
2009,NUTS,2010,TR4,1,455.5
2010,NUTS,2010,TR4,1,463.7
2011,NUTS,2010,TR4,1,542.3
2012,NUTS,2010,TR4,1,640.9
2013,NUTS,2010,TR4,1,764.4
2014,NUTS,2010,TR4,1,718.8
2015,NUTS,2010,TR4,1,777.2
2016,NUTS,2010,TR4,1,844.9
2017,NUTS,2010,TR4,1,891.2
2018,NUTS,2010,TR4,1,949.1
2019,NUTS,2010,TR4,1,1035.9
2020,NUTS,2010,TR4,1,1110.6
2006,NUTS,2010,TR41,2,202.0
2007,NUTS,2010,TR41,2,191.0
2008,NUTS,2010,TR41,2,230.9
2009,NUTS,2010,TR41,2,259.8
2010,NUTS,2010,TR41,2,240.5
2011,NUTS,2010,TR41,2,277.5
2012,NUTS,2010,TR41,2,335.6
2013,NUTS,2010,TR41,2,378.4
2014,NUTS,2010,TR41,2,385.9
2015,NUTS,2010,TR41,2,420.9
2016,NUTS,2010,TR41,2,448.2
2017,NUTS,2010,TR41,2,478.6
2018,NUTS,2010,TR41,2,519.2
2019,NUTS,2010,TR41,2,562.6
2020,NUTS,2010,TR41,2,580.8
2006,NUTS,2010,TR42,2,146.3
2007,NUTS,2010,TR42,2,177.3
2008,NUTS,2010,TR42,2,200.7
2009,NUTS,2010,TR42,2,195.7
2010,NUTS,2010,TR42,2,223.2
2011,NUTS,2010,TR42,2,264.8
2012,NUTS,2010,TR42,2,305.3
2013,NUTS,2010,TR42,2,385.9
2014,NUTS,2010,TR42,2,332.9
2015,NUTS,2010,TR42,2,356.3
2016,NUTS,2010,TR42,2,396.8
2017,NUTS,2010,TR42,2,412.6
2018,NUTS,2010,TR42,2,429.9
2019,NUTS,2010,TR42,2,473.3
2020,NUTS,2010,TR42,2,529.8
2006,NUTS,2010,TR5,1,613.5
2007,NUTS,2010,TR5,1,655.3
2008,NUTS,2010,TR5,1,708.7
2009,NUTS,2010,TR5,1,800.6
2010,NUTS,2010,TR5,1,805.3
2011,NUTS,2010,TR5,1,850.4
2012,NUTS,2010,TR5,1,930.0
2013,NUTS,2010,TR5,1,951.8
2014,NUTS,2010,TR5,1,1052.4
2015,NUTS,2010,TR5,1,1096.2
2016,NUTS,2010,TR5,1,1161.7
2017,NUTS,2010,TR5,1,1201.6
2018,NUTS,2010,TR5,1,1252.1
2019,NUTS,2010,TR5,1,1363.1
2020,NUTS,2010,TR5,1,1457.9
2006,NUTS,2010,TR51,2,514.9
2007,NUTS,2010,TR51,2,555.1
2008,NUTS,2010,TR51,2,593.3
2009,NUTS,2010,TR51,2,665.1
2010,NUTS,2010,TR51,2,667.9
2011,NUTS,2010,TR51,2,711.1
2012,NUTS,2010,TR51,2,779.8
2013,NUTS,2010,TR51,2,800.6
2014,NUTS,2010,TR51,2,884.6
2015,NUTS,2010,TR51,2,903.8
2016,NUTS,2010,TR51,2,965.1
