year,region_type,region_year_spec,region_id,region_level,hrst_st_rcat_ths_se
2018,NUTS,2010,EL43,2,9.5
2019,NUTS,2010,EL43,2,11.5
2020,NUTS,2010,EL43,2,13.8
2011,NUTS,2010,EL5,1,57.1
2012,NUTS,2010,EL5,1,53.7
2013,NUTS,2010,EL5,1,56.0
2014,NUTS,2010,EL5,1,53.6
2015,NUTS,2010,EL5,1,59.6
2016,NUTS,2010,EL5,1,63.2
2017,NUTS,2010,EL5,1,64.1
2018,NUTS,2010,EL5,1,70.4
2019,NUTS,2010,EL5,1,75.0
2020,NUTS,2010,EL5,1,76.1
2011,NUTS,2010,EL51,2,10.1
2012,NUTS,2010,EL51,2,8.2
2013,NUTS,2010,EL51,2,8.2
2014,NUTS,2010,EL51,2,7.3
2015,NUTS,2010,EL51,2,9.7
2016,NUTS,2010,EL51,2,11.2
2017,NUTS,2010,EL51,2,11.6
2018,NUTS,2010,EL51,2,9.9
2019,NUTS,2010,EL51,2,9.0
2020,NUTS,2010,EL51,2,8.4
2011,NUTS,2010,EL52,2,38.2
2012,NUTS,2010,EL52,2,36.9
2013,NUTS,2010,EL52,2,36.8
2014,NUTS,2010,EL52,2,34.1
2015,NUTS,2010,EL52,2,41.7
2016,NUTS,2010,EL52,2,43.9
2017,NUTS,2010,EL52,2,42.2
2018,NUTS,2010,EL52,2,47.4
2019,NUTS,2010,EL52,2,52.5
2020,NUTS,2010,EL52,2,55.2
2011,NUTS,2010,EL53,2,3.4
2012,NUTS,2010,EL53,2,3.2
2013,NUTS,2010,EL53,2,4.4
2014,NUTS,2010,EL53,2,5.2
2015,NUTS,2010,EL53,2,3.0
2016,NUTS,2010,EL53,2,2.1
2017,NUTS,2010,EL53,2,3.6
2018,NUTS,2010,EL53,2,4.2
2019,NUTS,2010,EL53,2,5.7
2020,NUTS,2010,EL53,2,5.3
2011,NUTS,2010,EL54,2,5.5
2012,NUTS,2010,EL54,2,5.4
2013,NUTS,2010,EL54,2,6.6
2014,NUTS,2010,EL54,2,7.1
2015,NUTS,2010,EL54,2,5.3
2016,NUTS,2010,EL54,2,5.9
2017,NUTS,2010,EL54,2,6.8
2018,NUTS,2010,EL54,2,8.9
2019,NUTS,2010,EL54,2,7.8
2020,NUTS,2010,EL54,2,7.2
2011,NUTS,2010,EL6,1,39.0
2012,NUTS,2010,EL6,1,39.4
2013,NUTS,2010,EL6,1,42.1
2014,NUTS,2010,EL6,1,39.3
2015,NUTS,2010,EL6,1,37.4
2016,NUTS,2010,EL6,1,39.3
2017,NUTS,2010,EL6,1,45.7
2018,NUTS,2010,EL6,1,45.8
2019,NUTS,2010,EL6,1,46.4
2020,NUTS,2010,EL6,1,55.7
2011,NUTS,2010,EL61,2,10.8
2012,NUTS,2010,EL61,2,14.4
2013,NUTS,2010,EL61,2,13.5
2014,NUTS,2010,EL61,2,10.8
2015,NUTS,2010,EL61,2,9.7
2016,NUTS,2010,EL61,2,11.1
2017,NUTS,2010,EL61,2,13.0
2018,NUTS,2010,EL61,2,16.5
2019,NUTS,2010,EL61,2,15.2
2020,NUTS,2010,EL61,2,16.2
2011,NUTS,2010,EL62,2,2.3
2012,NUTS,2010,EL62,2,2.3
2013,NUTS,2010,EL62,2,3.0
2014,NUTS,2010,EL62,2,3.2
2015,NUTS,2010,EL62,2,2.9
2016,NUTS,2010,EL62,2,2.2
2017,NUTS,2010,EL62,2,2.3
2018,NUTS,2010,EL62,2,2.4
2019,NUTS,2010,EL62,2,2.7
2020,NUTS,2010,EL62,2,3.0
2011,NUTS,2010,EL63,2,12.2
2012,NUTS,2010,EL63,2,9.1
2013,NUTS,2010,EL63,2,10.1
2014,NUTS,2010,EL63,2,11.1
2015,NUTS,2010,EL63,2,11.0
2016,NUTS,2010,EL63,2,10.6
2017,NUTS,2010,EL63,2,12.9
2018,NUTS,2010,EL63,2,10.4
2019,NUTS,2010,EL63,2,10.0
2020,NUTS,2010,EL63,2,11.5
2011,NUTS,2010,EL64,2,7.2
2012,NUTS,2010,EL64,2,6.5
2013,NUTS,2010,EL64,2,6.8
2014,NUTS,2010,EL64,2,5.6
2015,NUTS,2010,EL64,2,5.8
2016,NUTS,2010,EL64,2,7.3
2017,NUTS,2010,EL64,2,10.2
2018,NUTS,2010,EL64,2,9.0
2019,NUTS,2010,EL64,2,10.2
2020,NUTS,2010,EL64,2,14.5
2011,NUTS,2010,EL65,2,6.5
2012,NUTS,2010,EL65,2,7.1
2013,NUTS,2010,EL65,2,8.8
2014,NUTS,2010,EL65,2,8.6
2015,NUTS,2010,EL65,2,7.9
2016,NUTS,2010,EL65,2,8.0
2017,NUTS,2010,EL65,2,7.4
2018,NUTS,2010,EL65,2,7.6
2019,NUTS,2010,EL65,2,8.2
2020,NUTS,2010,EL65,2,10.4
2011,NUTS,2010,ES,0,1246.2
2012,NUTS,2010,ES,0,1219.9
2013,NUTS,2010,ES,0,1247.5
2014,NUTS,2010,ES,0,1261.6
2015,NUTS,2010,ES,0,1281.1
2016,NUTS,2010,ES,0,1352.0
2017,NUTS,2010,ES,0,1394.6
2018,NUTS,2010,ES,0,1425.9
2019,NUTS,2010,ES,0,1506.2
2020,NUTS,2010,ES,0,1563.3
2011,NUTS,2010,ES1,1,102.6
2012,NUTS,2010,ES1,1,102.8
2013,NUTS,2010,ES1,1,104.7
2014,NUTS,2010,ES1,1,113.1
2015,NUTS,2010,ES1,1,109.5
2016,NUTS,2010,ES1,1,113.3
2017,NUTS,2010,ES1,1,121.1
2018,NUTS,2010,ES1,1,125.6
2019,NUTS,2010,ES1,1,135.9
2020,NUTS,2010,ES1,1,134.4
2011,NUTS,2010,ES11,2,61.1
2012,NUTS,2010,ES11,2,61.8
2013,NUTS,2010,ES11,2,62.5
2014,NUTS,2010,ES11,2,70.5
2015,NUTS,2010,ES11,2,69.0
2016,NUTS,2010,ES11,2,68.3
2017,NUTS,2010,ES11,2,71.9
2018,NUTS,2010,ES11,2,79.3
2019,NUTS,2010,ES11,2,80.9
2020,NUTS,2010,ES11,2,79.9
2011,NUTS,2010,ES12,2,29.6
2012,NUTS,2010,ES12,2,27.3
2013,NUTS,2010,ES12,2,27.6
2014,NUTS,2010,ES12,2,27.0
2015,NUTS,2010,ES12,2,23.5
2016,NUTS,2010,ES12,2,29.4
2017,NUTS,2010,ES12,2,32.6
2018,NUTS,2010,ES12,2,31.5
2019,NUTS,2010,ES12,2,37.1
2020,NUTS,2010,ES12,2,35.9
2011,NUTS,2010,ES13,2,11.9
2012,NUTS,2010,ES13,2,13.6
2013,NUTS,2010,ES13,2,14.7
2014,NUTS,2010,ES13,2,15.6
2015,NUTS,2010,ES13,2,17.0
2016,NUTS,2010,ES13,2,15.6
2017,NUTS,2010,ES13,2,16.7
2018,NUTS,2010,ES13,2,14.8
2019,NUTS,2010,ES13,2,17.9
2020,NUTS,2010,ES13,2,18.6
2011,NUTS,2010,ES2,1,147.6
2012,NUTS,2010,ES2,1,137.1
2013,NUTS,2010,ES2,1,140.2
2014,NUTS,2010,ES2,1,143.7
2015,NUTS,2010,ES2,1,137.4
2016,NUTS,2010,ES2,1,142.8
2017,NUTS,2010,ES2,1,158.1
2018,NUTS,2010,ES2,1,145.3
2019,NUTS,2010,ES2,1,158.7
2020,NUTS,2010,ES2,1,169.9
2011,NUTS,2010,ES21,2,77.7
2012,NUTS,2010,ES21,2,72.9
2013,NUTS,2010,ES21,2,75.2
2014,NUTS,2010,ES21,2,78.7
2015,NUTS,2010,ES21,2,73.4
2016,NUTS,2010,ES21,2,74.4
2017,NUTS,2010,ES21,2,84.0
2018,NUTS,2010,ES21,2,75.4
2019,NUTS,2010,ES21,2,79.5
2020,NUTS,2010,ES21,2,95.9
2011,NUTS,2010,ES22,2,20.6
2012,NUTS,2010,ES22,2,19.7
2013,NUTS,2010,ES22,2,21.0
2014,NUTS,2010,ES22,2,20.9
2015,NUTS,2010,ES22,2,20.6
2016,NUTS,2010,ES22,2,22.0
2017,NUTS,2010,ES22,2,21.3
2018,NUTS,2010,ES22,2,22.1
2019,NUTS,2010,ES22,2,27.1
2020,NUTS,2010,ES22,2,27.1
2011,NUTS,2010,ES23,2,9.6
2012,NUTS,2010,ES23,2,9.4
2013,NUTS,2010,ES23,2,8.3
2014,NUTS,2010,ES23,2,7.9
2015,NUTS,2010,ES23,2,8.4
2016,NUTS,2010,ES23,2,7.8
2017,NUTS,2010,ES23,2,8.5
2018,NUTS,2010,ES23,2,7.7
2019,NUTS,2010,ES23,2,7.2
2020,NUTS,2010,ES23,2,7.3
2011,NUTS,2010,ES24,2,39.7
2012,NUTS,2010,ES24,2,35.2
2013,NUTS,2010,ES24,2,35.8
2014,NUTS,2010,ES24,2,36.2
2015,NUTS,2010,ES24,2,34.9
2016,NUTS,2010,ES24,2,38.6
2017,NUTS,2010,ES24,2,44.3
2018,NUTS,2010,ES24,2,40.1
2019,NUTS,2010,ES24,2,45.0
2020,NUTS,2010,ES24,2,39.6
2011,NUTS,2010,ES3,1,317.4
2012,NUTS,2010,ES3,1,293.7
2013,NUTS,2010,ES3,1,300.4
2014,NUTS,2010,ES3,1,288.4
2015,NUTS,2010,ES3,1,302.3
2016,NUTS,2010,ES3,1,303.9
2017,NUTS,2010,ES3,1,303.4
2018,NUTS,2010,ES3,1,311.5
2019,NUTS,2010,ES3,1,325.3
2020,NUTS,2010,ES3,1,341.3
2011,NUTS,2010,ES30,2,317.4
2012,NUTS,2010,ES30,2,293.7
2013,NUTS,2010,ES30,2,300.4
2014,NUTS,2010,ES30,2,288.4
2015,NUTS,2010,ES30,2,302.3
2016,NUTS,2010,ES30,2,303.9
2017,NUTS,2010,ES30,2,303.4
2018,NUTS,2010,ES30,2,311.5
2019,NUTS,2010,ES30,2,325.3
2020,NUTS,2010,ES30,2,341.3
2011,NUTS,2010,ES4,1,133.1
2012,NUTS,2010,ES4,1,129.5
2013,NUTS,2010,ES4,1,124.9
2014,NUTS,2010,ES4,1,128.5
2015,NUTS,2010,ES4,1,129.8
2016,NUTS,2010,ES4,1,136.4
2017,NUTS,2010,ES4,1,136.5
2018,NUTS,2010,ES4,1,133.3
2019,NUTS,2010,ES4,1,138.4
2020,NUTS,2010,ES4,1,139.1
2011,NUTS,2010,ES41,2,63.2
2012,NUTS,2010,ES41,2,67.7
2013,NUTS,2010,ES41,2,65.3
2014,NUTS,2010,ES41,2,62.3
2015,NUTS,2010,ES41,2,64.1
2016,NUTS,2010,ES41,2,65.6
2017,NUTS,2010,ES41,2,65.6
2018,NUTS,2010,ES41,2,65.0
2019,NUTS,2010,ES41,2,69.8
2020,NUTS,2010,ES41,2,70.0
2011,NUTS,2010,ES42,2,45.2
2012,NUTS,2010,ES42,2,42.1
2013,NUTS,2010,ES42,2,39.3
2014,NUTS,2010,ES42,2,41.6
2015,NUTS,2010,ES42,2,41.3
2016,NUTS,2010,ES42,2,45.5
2017,NUTS,2010,ES42,2,47.8
2018,NUTS,2010,ES42,2,47.2
2019,NUTS,2010,ES42,2,45.3
2020,NUTS,2010,ES42,2,48.3
2011,NUTS,2010,ES43,2,24.8
2012,NUTS,2010,ES43,2,19.7
2013,NUTS,2010,ES43,2,20.3
2014,NUTS,2010,ES43,2,24.6
2015,NUTS,2010,ES43,2,24.5
2016,NUTS,2010,ES43,2,25.3
2017,NUTS,2010,ES43,2,23.1
2018,NUTS,2010,ES43,2,21.2
2019,NUTS,2010,ES43,2,23.4
2020,NUTS,2010,ES43,2,20.7
2011,NUTS,2010,ES5,1,332.8
2012,NUTS,2010,ES5,1,347.8
2013,NUTS,2010,ES5,1,368.0
2014,NUTS,2010,ES5,1,365.4
2015,NUTS,2010,ES5,1,376.5
2016,NUTS,2010,ES5,1,407.6
2017,NUTS,2010,ES5,1,415.2
2018,NUTS,2010,ES5,1,432.4
2019,NUTS,2010,ES5,1,450.9
2020,NUTS,2010,ES5,1,480.6
2011,NUTS,2010,ES51,2,206.7
2012,NUTS,2010,ES51,2,222.4
2013,NUTS,2010,ES51,2,234.3
2014,NUTS,2010,ES51,2,236.8
2015,NUTS,2010,ES51,2,236.3
2016,NUTS,2010,ES51,2,263.3
2017,NUTS,2010,ES51,2,263.4
2018,NUTS,2010,ES51,2,282.1
2019,NUTS,2010,ES51,2,286.3
2020,NUTS,2010,ES51,2,292.2
2011,NUTS,2010,ES52,2,109.6
2012,NUTS,2010,ES52,2,106.3
2013,NUTS,2010,ES52,2,113.0
2014,NUTS,2010,ES52,2,111.2
2015,NUTS,2010,ES52,2,116.2
2016,NUTS,2010,ES52,2,116.0
2017,NUTS,2010,ES52,2,123.9
2018,NUTS,2010,ES52,2,124.5
2019,NUTS,2010,ES52,2,135.7
2020,NUTS,2010,ES52,2,148.8
2011,NUTS,2010,ES53,2,16.4
2012,NUTS,2010,ES53,2,19.1
2013,NUTS,2010,ES53,2,20.7
2014,NUTS,2010,ES53,2,17.4
2015,NUTS,2010,ES53,2,24.0
2016,NUTS,2010,ES53,2,28.3
2017,NUTS,2010,ES53,2,27.9
2018,NUTS,2010,ES53,2,25.8
2019,NUTS,2010,ES53,2,28.9
2020,NUTS,2010,ES53,2,39.6
2011,NUTS,2010,ES6,1,178.3
2012,NUTS,2010,ES6,1,180.0
2013,NUTS,2010,ES6,1,176.3
2014,NUTS,2010,ES6,1,185.0
2015,NUTS,2010,ES6,1,190.7
2016,NUTS,2010,ES6,1,206.4
2017,NUTS,2010,ES6,1,219.4
2018,NUTS,2010,ES6,1,230.6
2019,NUTS,2010,ES6,1,244.2
2020,NUTS,2010,ES6,1,246.5
2011,NUTS,2010,ES61,2,146.0
2012,NUTS,2010,ES61,2,147.9
2013,NUTS,2010,ES61,2,141.5
2014,NUTS,2010,ES61,2,150.9
2015,NUTS,2010,ES61,2,159.5
2016,NUTS,2010,ES61,2,170.4
2017,NUTS,2010,ES61,2,182.7
2018,NUTS,2010,ES61,2,188.6
2019,NUTS,2010,ES61,2,199.3
2020,NUTS,2010,ES61,2,202.3
2011,NUTS,2010,ES62,2,28.6
2012,NUTS,2010,ES62,2,29.8
2013,NUTS,2010,ES62,2,32.6
2014,NUTS,2010,ES62,2,32.0
2015,NUTS,2010,ES62,2,28.7
2016,NUTS,2010,ES62,2,33.5
2017,NUTS,2010,ES62,2,34.4
2018,NUTS,2010,ES62,2,39.8
2019,NUTS,2010,ES62,2,42.3
2020,NUTS,2010,ES62,2,40.0
2011,NUTS,2010,ES63,2,1.5
2012,NUTS,2010,ES63,2,1.1
2015,NUTS,2010,ES63,2,1.0
2020,NUTS,2010,ES63,2,1.6
2011,NUTS,2010,ES64,2,2.1
2012,NUTS,2010,ES64,2,1.2
2013,NUTS,2010,ES64,2,1.4
2014,NUTS,2010,ES64,2,1.3
2015,NUTS,2010,ES64,2,1.5
2016,NUTS,2010,ES64,2,1.5
2017,NUTS,2010,ES64,2,1.3
2018,NUTS,2010,ES64,2,1.4
2019,NUTS,2010,ES64,2,1.7
2020,NUTS,2010,ES64,2,2.6
2011,NUTS,2010,ES7,1,34.4
2012,NUTS,2010,ES7,1,29.0
2013,NUTS,2010,ES7,1,32.9
2014,NUTS,2010,ES7,1,37.5
2015,NUTS,2010,ES7,1,34.9
2016,NUTS,2010,ES7,1,41.6
2017,NUTS,2010,ES7,1,40.9
2018,NUTS,2010,ES7,1,47.3
2019,NUTS,2010,ES7,1,52.8
2020,NUTS,2010,ES7,1,51.5
2011,NUTS,2010,ES70,2,34.4
2012,NUTS,2010,ES70,2,29.0
2013,NUTS,2010,ES70,2,32.9
2014,NUTS,2010,ES70,2,37.5
2015,NUTS,2010,ES70,2,34.9
2016,NUTS,2010,ES70,2,41.6
2017,NUTS,2010,ES70,2,40.9
2018,NUTS,2010,ES70,2,47.3
2019,NUTS,2010,ES70,2,52.8
2020,NUTS,2010,ES70,2,51.5
2011,NUTS,2010,EU15,2,12888.0
2012,NUTS,2010,EU15,2,12957.0
2013,NUTS,2010,EU15,2,13231.5
2014,NUTS,2010,EU15,2,13339.4
2015,NUTS,2010,EU15,2,13705.4
2016,NUTS,2010,EU15,2,14291.2
2017,NUTS,2010,EU15,2,14593.4
2018,NUTS,2010,EU15,2,15143.8
2019,NUTS,2010,EU15,2,15810.0
2011,NUTS,2010,EU27_2020,7,12407.5
2012,NUTS,2010,EU27_2020,7,12594.0
2013,NUTS,2010,EU27_2020,7,12778.4
2014,NUTS,2010,EU27_2020,7,12957.7
2015,NUTS,2010,EU27_2020,7,13256.5
2016,NUTS,2010,EU27_2020,7,13745.5
2017,NUTS,2010,EU27_2020,7,14165.2
2018,NUTS,2010,EU27_2020,7,14738.6
2019,NUTS,2010,EU27_2020,7,15393.8
2020,NUTS,2010,EU27_2020,7,16024.5
2011,NUTS,2010,EU28,2,15403.0
2012,NUTS,2010,EU28,2,15561.2
2013,NUTS,2010,EU28,2,15893.1
2014,NUTS,2010,EU28,2,16156.2
2015,NUTS,2010,EU28,2,16595.4
2016,NUTS,2010,EU28,2,17209.0
2017,NUTS,2010,EU28,2,17625.0
2018,NUTS,2010,EU28,2,18317.3
2019,NUTS,2010,EU28,2,19121.0
2011,NUTS,2010,FI,0,233.7
2012,NUTS,2010,FI,0,248.0
2013,NUTS,2010,FI,0,251.2
2014,NUTS,2010,FI,0,251.8
2015,NUTS,2010,FI,0,258.6
2016,NUTS,2010,FI,0,260.8
2017,NUTS,2010,FI,0,275.2
2018,NUTS,2010,FI,0,287.3
2019,NUTS,2010,FI,0,303.9
2020,NUTS,2010,FI,0,336.9
2011,NUTS,2010,FI1,1,232.9
2012,NUTS,2010,FI1,1,246.9
2013,NUTS,2010,FI1,1,250.2
2014,NUTS,2010,FI1,1,250.5
2015,NUTS,2010,FI1,1,257.2
2016,NUTS,2010,FI1,1,259.3
2017,NUTS,2010,FI1,1,273.8
2018,NUTS,2010,FI1,1,286.3
2019,NUTS,2010,FI1,1,302.8
2020,NUTS,2010,FI1,1,335.7
2011,NUTS,2010,FI19,2,48.6
2012,NUTS,2010,FI19,2,54.7
2013,NUTS,2010,FI19,2,57.0
2014,NUTS,2010,FI19,2,55.1
2015,NUTS,2010,FI19,2,57.3
2016,NUTS,2010,FI19,2,60.0
2017,NUTS,2010,FI19,2,60.2
2018,NUTS,2010,FI19,2,64.5
2019,NUTS,2010,FI19,2,70.8
2020,NUTS,2010,FI19,2,74.7
2011,NUTS,2010,FI1B,2,106.2
2012,NUTS,2010,FI1B,2,107.8
2013,NUTS,2010,FI1B,2,109.6
2014,NUTS,2010,FI1B,2,114.9
2015,NUTS,2010,FI1B,2,118.4
2016,NUTS,2010,FI1B,2,115.5
2017,NUTS,2010,FI1B,2,118.9
2018,NUTS,2010,FI1B,2,127.4
2019,NUTS,2010,FI1B,2,132.5
2020,NUTS,2010,FI1B,2,146.3
2011,NUTS,2010,FI1C,2,37.0
2012,NUTS,2010,FI1C,2,41.4
2013,NUTS,2010,FI1C,2,42.4
2014,NUTS,2010,FI1C,2,40.8
2015,NUTS,2010,FI1C,2,41.4
2016,NUTS,2010,FI1C,2,42.3
2017,NUTS,2010,FI1C,2,47.2
2018,NUTS,2010,FI1C,2,45.4
2019,NUTS,2010,FI1C,2,47.4
2020,NUTS,2010,FI1C,2,58.1
2011,NUTS,2010,FI1D,2,41.0
2012,NUTS,2010,FI1D,2,43.1
2013,NUTS,2010,FI1D,2,41.2
2014,NUTS,2010,FI1D,2,39.7
2015,NUTS,2010,FI1D,2,40.0
2016,NUTS,2010,FI1D,2,41.5
2017,NUTS,2010,FI1D,2,47.6
2018,NUTS,2010,FI1D,2,49.0
2019,NUTS,2010,FI1D,2,52.1
2020,NUTS,2010,FI1D,2,56.6
2011,NUTS,2010,FR,0,1837.6
2012,NUTS,2010,FR,0,1939.9
2013,NUTS,2010,FR,0,1846.5
2014,NUTS,2010,FR,0,1717.7
2015,NUTS,2010,FR,0,1702.5
2016,NUTS,2010,FR,0,1750.8
2017,NUTS,2010,FR,0,1784.5
2018,NUTS,2010,FR,0,1845.9
2019,NUTS,2010,FR,0,1944.4
2020,NUTS,2010,FR,0,2114.3
2011,NUTS,2010,FR1,1,556.2
2012,NUTS,2010,FR1,1,560.7
2013,NUTS,2010,FR1,1,502.9
2014,NUTS,2010,FR1,1,461.1
2015,NUTS,2010,FR1,1,481.2
2016,NUTS,2010,FR1,1,514.8
2017,NUTS,2010,FR1,1,500.1
2018,NUTS,2010,FR1,1,518.2
2019,NUTS,2010,FR1,1,556.2
2020,NUTS,2010,FR1,1,632.1
2011,NUTS,2010,FR10,2,556.2
2012,NUTS,2010,FR10,2,560.7
2013,NUTS,2010,FR10,2,502.9
2014,NUTS,2010,FR10,2,461.1
2015,NUTS,2010,FR10,2,481.2
2016,NUTS,2010,FR10,2,514.8
2017,NUTS,2010,FR10,2,500.1
2018,NUTS,2010,FR10,2,518.2
2019,NUTS,2010,FR10,2,556.2
2020,NUTS,2010,FR10,2,632.1
2011,NUTS,2010,FRB,1,56.3
2012,NUTS,2010,FRB,1,56.2
2013,NUTS,2010,FRB,1,54.3
2014,NUTS,2010,FRB,1,44.2
2015,NUTS,2010,FRB,1,47.1
2016,NUTS,2010,FRB,1,47.0
2017,NUTS,2010,FRB,1,48.3
2018,NUTS,2010,FRB,1,54.5
2019,NUTS,2010,FRB,1,56.5
2020,NUTS,2010,FRB,1,46.7
2011,NUTS,2010,FRB0,2,56.3
2012,NUTS,2010,FRB0,2,56.2
2013,NUTS,2010,FRB0,2,54.3
2014,NUTS,2010,FRB0,2,44.2
2015,NUTS,2010,FRB0,2,47.1
2016,NUTS,2010,FRB0,2,47.0
2017,NUTS,2010,FRB0,2,48.3
2018,NUTS,2010,FRB0,2,54.5
2019,NUTS,2010,FRB0,2,56.5
2020,NUTS,2010,FRB0,2,46.7
2011,NUTS,2010,FRC,1,53.1
2012,NUTS,2010,FRC,1,62.6
2013,NUTS,2010,FRC,1,60.1
2014,NUTS,2010,FRC,1,55.0
2015,NUTS,2010,FRC,1,54.9
2016,NUTS,2010,FRC,1,53.8
2017,NUTS,2010,FRC,1,54.2
2018,NUTS,2010,FRC,1,55.2
2019,NUTS,2010,FRC,1,59.3
2020,NUTS,2010,FRC,1,66.3
2011,NUTS,2010,FRC1,2,26.0
2012,NUTS,2010,FRC1,2,34.9
2013,NUTS,2010,FRC1,2,34.1
2014,NUTS,2010,FRC1,2,30.7
2015,NUTS,2010,FRC1,2,31.0
2016,NUTS,2010,FRC1,2,27.3
2017,NUTS,2010,FRC1,2,33.7
2018,NUTS,2010,FRC1,2,30.5
2019,NUTS,2010,FRC1,2,33.8
2020,NUTS,2010,FRC1,2,43.0
2011,NUTS,2010,FRC2,2,27.1
2012,NUTS,2010,FRC2,2,27.7
2013,NUTS,2010,FRC2,2,26.0
2014,NUTS,2010,FRC2,2,24.3
2015,NUTS,2010,FRC2,2,23.9
2016,NUTS,2010,FRC2,2,26.5
2017,NUTS,2010,FRC2,2,20.5
2018,NUTS,2010,FRC2,2,24.7
2019,NUTS,2010,FRC2,2,25.5
2020,NUTS,2010,FRC2,2,23.4
2011,NUTS,2010,FRD,1,75.6
2012,NUTS,2010,FRD,1,80.0
2013,NUTS,2010,FRD,1,74.2
2014,NUTS,2010,FRD,1,61.2
2015,NUTS,2010,FRD,1,59.7
2016,NUTS,2010,FRD,1,61.5
2017,NUTS,2010,FRD,1,64.7
2018,NUTS,2010,FRD,1,62.4
2019,NUTS,2010,FRD,1,62.5
2020,NUTS,2010,FRD,1,73.3
2011,NUTS,2010,FRD1,2,28.0
2012,NUTS,2010,FRD1,2,32.8
2013,NUTS,2010,FRD1,2,33.4
2014,NUTS,2010,FRD1,2,24.1
2015,NUTS,2010,FRD1,2,24.9
2016,NUTS,2010,FRD1,2,28.8
2017,NUTS,2010,FRD1,2,25.6
2018,NUTS,2010,FRD1,2,30.3
2019,NUTS,2010,FRD1,2,26.1
2020,NUTS,2010,FRD1,2,35.0
2011,NUTS,2010,FRD2,2,47.6
2012,NUTS,2010,FRD2,2,47.1
2013,NUTS,2010,FRD2,2,40.8
2014,NUTS,2010,FRD2,2,37.0
2015,NUTS,2010,FRD2,2,34.8
2016,NUTS,2010,FRD2,2,32.7
2017,NUTS,2010,FRD2,2,39.1
2018,NUTS,2010,FRD2,2,32.1
2019,NUTS,2010,FRD2,2,36.4
2020,NUTS,2010,FRD2,2,38.3
2011,NUTS,2010,FRE,1,120.6
2012,NUTS,2010,FRE,1,142.8
2013,NUTS,2010,FRE,1,143.0
2014,NUTS,2010,FRE,1,117.6
2015,NUTS,2010,FRE,1,108.0
2016,NUTS,2010,FRE,1,112.5
2017,NUTS,2010,FRE,1,106.0
2018,NUTS,2010,FRE,1,122.4
2019,NUTS,2010,FRE,1,125.5
2020,NUTS,2010,FRE,1,130.2
2011,NUTS,2010,FRE1,2,86.0
2012,NUTS,2010,FRE1,2,105.9
2013,NUTS,2010,FRE1,2,115.7
2014,NUTS,2010,FRE1,2,95.4
2015,NUTS,2010,FRE1,2,85.3
2016,NUTS,2010,FRE1,2,87.7
2017,NUTS,2010,FRE1,2,74.6
2018,NUTS,2010,FRE1,2,81.6
2019,NUTS,2010,FRE1,2,94.7
2020,NUTS,2010,FRE1,2,90.0
2011,NUTS,2010,FRE2,2,34.6
2012,NUTS,2010,FRE2,2,36.9
2013,NUTS,2010,FRE2,2,27.3
2014,NUTS,2010,FRE2,2,22.3
2015,NUTS,2010,FRE2,2,22.6
2016,NUTS,2010,FRE2,2,24.8
2017,NUTS,2010,FRE2,2,31.5
2018,NUTS,2010,FRE2,2,40.8
2019,NUTS,2010,FRE2,2,30.8
2020,NUTS,2010,FRE2,2,40.3
2011,NUTS,2010,FRF,1,127.7
2012,NUTS,2010,FRF,1,136.4
2013,NUTS,2010,FRF,1,129.7
2014,NUTS,2010,FRF,1,101.5
2015,NUTS,2010,FRF,1,111.9
2016,NUTS,2010,FRF,1,117.8
2017,NUTS,2010,FRF,1,123.6
2018,NUTS,2010,FRF,1,130.3
2019,NUTS,2010,FRF,1,134.3
2020,NUTS,2010,FRF,1,137.6
2011,NUTS,2010,FRF1,2,52.1
2012,NUTS,2010,FRF1,2,57.8
2013,NUTS,2010,FRF1,2,48.4
2014,NUTS,2010,FRF1,2,35.2
2015,NUTS,2010,FRF1,2,50.0
2016,NUTS,2010,FRF1,2,53.7
2017,NUTS,2010,FRF1,2,55.1
2018,NUTS,2010,FRF1,2,62.8
2019,NUTS,2010,FRF1,2,55.1
2020,NUTS,2010,FRF1,2,59.6
2011,NUTS,2010,FRF2,2,25.3
2012,NUTS,2010,FRF2,2,23.6
2013,NUTS,2010,FRF2,2,25.9
2014,NUTS,2010,FRF2,2,21.6
2015,NUTS,2010,FRF2,2,15.9
2016,NUTS,2010,FRF2,2,16.9
2017,NUTS,2010,FRF2,2,20.0
2018,NUTS,2010,FRF2,2,23.5
2019,NUTS,2010,FRF2,2,19.6
2020,NUTS,2010,FRF2,2,15.2
2011,NUTS,2010,FRF3,2,50.3
2012,NUTS,2010,FRF3,2,55.0
2013,NUTS,2010,FRF3,2,55.4
2014,NUTS,2010,FRF3,2,44.7
2015,NUTS,2010,FRF3,2,46.0
2016,NUTS,2010,FRF3,2,47.3
2017,NUTS,2010,FRF3,2,48.5
2018,NUTS,2010,FRF3,2,44.1
2019,NUTS,2010,FRF3,2,59.7
2020,NUTS,2010,FRF3,2,62.8
2011,NUTS,2010,FRG,1,80.7
2012,NUTS,2010,FRG,1,96.2
2013,NUTS,2010,FRG,1,85.0
2014,NUTS,2010,FRG,1,87.6
2015,NUTS,2010,FRG,1,89.7
2016,NUTS,2010,FRG,1,89.5
2017,NUTS,2010,FRG,1,94.7
2018,NUTS,2010,FRG,1,94.5
2019,NUTS,2010,FRG,1,109.7
2020,NUTS,2010,FRG,1,106.2
2011,NUTS,2010,FRG0,2,80.7
