year,region_type,region_year_spec,region_id,region_level,hrst_st_rcat_ths_se
2016,NUTS,2010,TR3,1,112.1
2017,NUTS,2010,TR3,1,130.1
2018,NUTS,2010,TR3,1,155.1
2019,NUTS,2010,TR3,1,141.3
2020,NUTS,2010,TR3,1,132.5
2011,NUTS,2010,TR31,2,47.8
2012,NUTS,2010,TR31,2,52.7
2013,NUTS,2010,TR31,2,49.5
2014,NUTS,2010,TR31,2,51.7
2015,NUTS,2010,TR31,2,60.5
2016,NUTS,2010,TR31,2,56.0
2017,NUTS,2010,TR31,2,67.9
2018,NUTS,2010,TR31,2,90.8
2019,NUTS,2010,TR31,2,71.8
2020,NUTS,2010,TR31,2,64.8
2011,NUTS,2010,TR32,2,23.5
2012,NUTS,2010,TR32,2,19.5
2013,NUTS,2010,TR32,2,20.6
2014,NUTS,2010,TR32,2,23.3
2015,NUTS,2010,TR32,2,26.7
2016,NUTS,2010,TR32,2,25.4
2017,NUTS,2010,TR32,2,29.5
2018,NUTS,2010,TR32,2,31.4
2019,NUTS,2010,TR32,2,36.2
2020,NUTS,2010,TR32,2,40.5
2011,NUTS,2010,TR33,2,14.2
2012,NUTS,2010,TR33,2,14.2
2013,NUTS,2010,TR33,2,13.6
2014,NUTS,2010,TR33,2,24.1
2015,NUTS,2010,TR33,2,25.0
2016,NUTS,2010,TR33,2,30.7
2017,NUTS,2010,TR33,2,32.7
2018,NUTS,2010,TR33,2,32.8
2019,NUTS,2010,TR33,2,33.4
2020,NUTS,2010,TR33,2,27.2
2011,NUTS,2010,TR4,1,58.6
2012,NUTS,2010,TR4,1,64.4
2013,NUTS,2010,TR4,1,80.6
2014,NUTS,2010,TR4,1,78.8
2015,NUTS,2010,TR4,1,78.4
2016,NUTS,2010,TR4,1,85.8
2017,NUTS,2010,TR4,1,96.6
2018,NUTS,2010,TR4,1,107.4
2019,NUTS,2010,TR4,1,106.9
2020,NUTS,2010,TR4,1,115.2
2011,NUTS,2010,TR41,2,30.3
2012,NUTS,2010,TR41,2,34.6
2013,NUTS,2010,TR41,2,37.1
2014,NUTS,2010,TR41,2,42.3
2015,NUTS,2010,TR41,2,42.6
2016,NUTS,2010,TR41,2,44.8
2017,NUTS,2010,TR41,2,58.0
2018,NUTS,2010,TR41,2,64.0
2019,NUTS,2010,TR41,2,61.1
2020,NUTS,2010,TR41,2,72.6
2011,NUTS,2010,TR42,2,28.3
2012,NUTS,2010,TR42,2,29.8
2013,NUTS,2010,TR42,2,43.5
2014,NUTS,2010,TR42,2,36.5
2015,NUTS,2010,TR42,2,35.8
2016,NUTS,2010,TR42,2,41.0
2017,NUTS,2010,TR42,2,38.6
2018,NUTS,2010,TR42,2,43.5
2019,NUTS,2010,TR42,2,45.8
2020,NUTS,2010,TR42,2,42.6
2011,NUTS,2010,TR5,1,106.4
2012,NUTS,2010,TR5,1,124.6
2013,NUTS,2010,TR5,1,118.0
2014,NUTS,2010,TR5,1,139.1
2015,NUTS,2010,TR5,1,137.7
2016,NUTS,2010,TR5,1,146.6
2017,NUTS,2010,TR5,1,148.0
2018,NUTS,2010,TR5,1,148.2
2019,NUTS,2010,TR5,1,154.6
2020,NUTS,2010,TR5,1,158.8
2011,NUTS,2010,TR51,2,92.5
2012,NUTS,2010,TR51,2,106.5
2013,NUTS,2010,TR51,2,99.3
2014,NUTS,2010,TR51,2,117.4
2015,NUTS,2010,TR51,2,115.6
2016,NUTS,2010,TR51,2,127.1
2017,NUTS,2010,TR51,2,126.1
2018,NUTS,2010,TR51,2,126.8
2019,NUTS,2010,TR51,2,132.9
2020,NUTS,2010,TR51,2,134.3
2011,NUTS,2010,TR52,2,14.0
2012,NUTS,2010,TR52,2,18.1
2013,NUTS,2010,TR52,2,18.7
2014,NUTS,2010,TR52,2,21.8
2015,NUTS,2010,TR52,2,22.0
2016,NUTS,2010,TR52,2,19.4
2017,NUTS,2010,TR52,2,21.9
2018,NUTS,2010,TR52,2,21.4
2019,NUTS,2010,TR52,2,21.8
2020,NUTS,2010,TR52,2,24.5
2011,NUTS,2010,TR6,1,63.4
2012,NUTS,2010,TR6,1,77.0
2013,NUTS,2010,TR6,1,72.2
2014,NUTS,2010,TR6,1,66.3
2015,NUTS,2010,TR6,1,76.6
2016,NUTS,2010,TR6,1,83.1
2017,NUTS,2010,TR6,1,91.0
2018,NUTS,2010,TR6,1,93.8
2019,NUTS,2010,TR6,1,102.8
2020,NUTS,2010,TR6,1,123.2
2011,NUTS,2010,TR61,2,25.3
2012,NUTS,2010,TR61,2,28.2
2013,NUTS,2010,TR61,2,26.3
2014,NUTS,2010,TR61,2,27.5
2015,NUTS,2010,TR61,2,30.6
2016,NUTS,2010,TR61,2,36.3
2017,NUTS,2010,TR61,2,37.5
2018,NUTS,2010,TR61,2,43.0
2019,NUTS,2010,TR61,2,41.9
2020,NUTS,2010,TR61,2,51.6
2011,NUTS,2010,TR62,2,21.1
2012,NUTS,2010,TR62,2,30.2
2013,NUTS,2010,TR62,2,28.9
2014,NUTS,2010,TR62,2,28.1
2015,NUTS,2010,TR62,2,33.1
2016,NUTS,2010,TR62,2,28.8
2017,NUTS,2010,TR62,2,35.2
2018,NUTS,2010,TR62,2,35.7
2019,NUTS,2010,TR62,2,35.4
2020,NUTS,2010,TR62,2,41.7
2011,NUTS,2010,TR63,2,17.0
2012,NUTS,2010,TR63,2,18.5
2013,NUTS,2010,TR63,2,17.0
2014,NUTS,2010,TR63,2,10.7
2015,NUTS,2010,TR63,2,12.9
2016,NUTS,2010,TR63,2,18.0
2017,NUTS,2010,TR63,2,18.3
2018,NUTS,2010,TR63,2,15.0
2019,NUTS,2010,TR63,2,25.5
2020,NUTS,2010,TR63,2,29.9
2011,NUTS,2010,TR7,1,17.1
2012,NUTS,2010,TR7,1,24.6
2013,NUTS,2010,TR7,1,33.3
2014,NUTS,2010,TR7,1,33.4
2015,NUTS,2010,TR7,1,34.5
2016,NUTS,2010,TR7,1,31.7
2017,NUTS,2010,TR7,1,32.3
2018,NUTS,2010,TR7,1,32.2
2019,NUTS,2010,TR7,1,31.4
2020,NUTS,2010,TR7,1,38.4
2011,NUTS,2010,TR71,2,8.6
2012,NUTS,2010,TR71,2,11.9
2013,NUTS,2010,TR71,2,13.0
2014,NUTS,2010,TR71,2,14.0
2015,NUTS,2010,TR71,2,13.3
2016,NUTS,2010,TR71,2,10.4
2017,NUTS,2010,TR71,2,11.4
2018,NUTS,2010,TR71,2,9.9
2019,NUTS,2010,TR71,2,10.3
2020,NUTS,2010,TR71,2,13.9
2011,NUTS,2010,TR72,2,8.5
2012,NUTS,2010,TR72,2,12.7
2013,NUTS,2010,TR72,2,20.3
2014,NUTS,2010,TR72,2,19.5
2015,NUTS,2010,TR72,2,21.2
2016,NUTS,2010,TR72,2,21.3
2017,NUTS,2010,TR72,2,21.0
2018,NUTS,2010,TR72,2,22.3
2019,NUTS,2010,TR72,2,21.1
2020,NUTS,2010,TR72,2,24.5
2011,NUTS,2010,TR8,1,28.0
2012,NUTS,2010,TR8,1,28.7
2013,NUTS,2010,TR8,1,24.4
2014,NUTS,2010,TR8,1,31.5
2015,NUTS,2010,TR8,1,37.5
2016,NUTS,2010,TR8,1,40.7
2017,NUTS,2010,TR8,1,39.8
2018,NUTS,2010,TR8,1,42.0
2019,NUTS,2010,TR8,1,50.2
2020,NUTS,2010,TR8,1,49.7
2011,NUTS,2010,TR81,2,5.6
2012,NUTS,2010,TR81,2,7.1
2013,NUTS,2010,TR81,2,7.0
2014,NUTS,2010,TR81,2,7.9
2015,NUTS,2010,TR81,2,9.0
2016,NUTS,2010,TR81,2,10.8
2017,NUTS,2010,TR81,2,8.0
2018,NUTS,2010,TR81,2,9.3
2019,NUTS,2010,TR81,2,13.7
2020,NUTS,2010,TR81,2,17.0
2011,NUTS,2010,TR82,2,4.7
2012,NUTS,2010,TR82,2,5.3
2013,NUTS,2010,TR82,2,3.5
2014,NUTS,2010,TR82,2,3.5
2015,NUTS,2010,TR82,2,5.8
2016,NUTS,2010,TR82,2,6.4
2017,NUTS,2010,TR82,2,6.7
2018,NUTS,2010,TR82,2,8.6
2019,NUTS,2010,TR82,2,8.3
2020,NUTS,2010,TR82,2,6.8
2011,NUTS,2010,TR83,2,17.8
2012,NUTS,2010,TR83,2,16.3
2013,NUTS,2010,TR83,2,14.0
2014,NUTS,2010,TR83,2,20.1
2015,NUTS,2010,TR83,2,22.7
2016,NUTS,2010,TR83,2,23.5
2017,NUTS,2010,TR83,2,25.2
2018,NUTS,2010,TR83,2,24.0
2019,NUTS,2010,TR83,2,28.2
2020,NUTS,2010,TR83,2,26.0
2011,NUTS,2010,TR9,1,17.0
2012,NUTS,2010,TR9,1,16.1
2013,NUTS,2010,TR9,1,13.1
2014,NUTS,2010,TR9,1,20.8
2015,NUTS,2010,TR9,1,26.4
2016,NUTS,2010,TR9,1,34.7
2017,NUTS,2010,TR9,1,34.2
2018,NUTS,2010,TR9,1,27.3
2019,NUTS,2010,TR9,1,27.4
2020,NUTS,2010,TR9,1,33.6
2011,NUTS,2010,TR90,2,17.0
2012,NUTS,2010,TR90,2,16.1
2013,NUTS,2010,TR90,2,13.1
2014,NUTS,2010,TR90,2,20.8
2015,NUTS,2010,TR90,2,26.4
2016,NUTS,2010,TR90,2,34.7
2017,NUTS,2010,TR90,2,34.2
2018,NUTS,2010,TR90,2,27.3
2019,NUTS,2010,TR90,2,27.4
2020,NUTS,2010,TR90,2,33.6
2011,NUTS,2010,TRA,1,6.9
2012,NUTS,2010,TRA,1,7.5
2013,NUTS,2010,TRA,1,7.6
2014,NUTS,2010,TRA,1,7.8
2015,NUTS,2010,TRA,1,9.9
2016,NUTS,2010,TRA,1,7.7
2017,NUTS,2010,TRA,1,10.0
2018,NUTS,2010,TRA,1,13.3
2019,NUTS,2010,TRA,1,15.4
2020,NUTS,2010,TRA,1,14.1
2011,NUTS,2010,TRA1,2,4.3
2012,NUTS,2010,TRA1,2,4.3
2013,NUTS,2010,TRA1,2,5.4
2014,NUTS,2010,TRA1,2,4.5
2015,NUTS,2010,TRA1,2,5.3
2016,NUTS,2010,TRA1,2,6.1
2017,NUTS,2010,TRA1,2,8.2
2018,NUTS,2010,TRA1,2,10.0
2019,NUTS,2010,TRA1,2,11.8
2020,NUTS,2010,TRA1,2,9.4
2011,NUTS,2010,TRA2,2,2.6
2012,NUTS,2010,TRA2,2,3.1
2013,NUTS,2010,TRA2,2,2.2
2014,NUTS,2010,TRA2,2,3.3
2015,NUTS,2010,TRA2,2,4.6
2016,NUTS,2010,TRA2,2,1.7
2017,NUTS,2010,TRA2,2,1.8
2018,NUTS,2010,TRA2,2,3.3
2019,NUTS,2010,TRA2,2,3.6
2020,NUTS,2010,TRA2,2,4.7
2011,NUTS,2010,TRB,1,22.8
2012,NUTS,2010,TRB,1,16.8
2013,NUTS,2010,TRB,1,14.3
2014,NUTS,2010,TRB,1,19.1
2015,NUTS,2010,TRB,1,17.3
2016,NUTS,2010,TRB,1,23.9
2017,NUTS,2010,TRB,1,21.3
2018,NUTS,2010,TRB,1,26.5
2019,NUTS,2010,TRB,1,27.6
2020,NUTS,2010,TRB,1,32.2
2011,NUTS,2010,TRB1,2,14.6
2012,NUTS,2010,TRB1,2,10.8
2013,NUTS,2010,TRB1,2,10.6
2014,NUTS,2010,TRB1,2,16.0
2015,NUTS,2010,TRB1,2,12.6
2016,NUTS,2010,TRB1,2,17.2
2017,NUTS,2010,TRB1,2,14.3
2018,NUTS,2010,TRB1,2,18.0
2019,NUTS,2010,TRB1,2,18.2
2020,NUTS,2010,TRB1,2,23.2
2011,NUTS,2010,TRB2,2,8.1
2012,NUTS,2010,TRB2,2,6.0
2013,NUTS,2010,TRB2,2,3.7
2014,NUTS,2010,TRB2,2,3.1
2015,NUTS,2010,TRB2,2,4.8
2016,NUTS,2010,TRB2,2,6.7
2017,NUTS,2010,TRB2,2,7.0
2018,NUTS,2010,TRB2,2,8.5
2019,NUTS,2010,TRB2,2,9.4
2020,NUTS,2010,TRB2,2,9.0
2011,NUTS,2010,TRC,1,20.6
2012,NUTS,2010,TRC,1,26.6
2013,NUTS,2010,TRC,1,31.5
2014,NUTS,2010,TRC,1,33.4
2015,NUTS,2010,TRC,1,37.1
2016,NUTS,2010,TRC,1,40.6
2017,NUTS,2010,TRC,1,47.4
2018,NUTS,2010,TRC,1,44.6
2019,NUTS,2010,TRC,1,43.8
2020,NUTS,2010,TRC,1,43.4
2011,NUTS,2010,TRC1,2,6.1
2012,NUTS,2010,TRC1,2,9.3
2013,NUTS,2010,TRC1,2,12.7
2014,NUTS,2010,TRC1,2,19.5
2015,NUTS,2010,TRC1,2,20.5
2016,NUTS,2010,TRC1,2,21.7
2017,NUTS,2010,TRC1,2,19.3
2018,NUTS,2010,TRC1,2,18.4
2019,NUTS,2010,TRC1,2,19.4
2020,NUTS,2010,TRC1,2,19.2
2011,NUTS,2010,TRC2,2,9.2
2012,NUTS,2010,TRC2,2,10.2
2013,NUTS,2010,TRC2,2,11.1
2014,NUTS,2010,TRC2,2,9.3
2015,NUTS,2010,TRC2,2,11.6
2016,NUTS,2010,TRC2,2,13.7
2017,NUTS,2010,TRC2,2,22.1
2018,NUTS,2010,TRC2,2,17.8
2019,NUTS,2010,TRC2,2,17.1
2020,NUTS,2010,TRC2,2,16.3
2011,NUTS,2010,TRC3,2,5.3
2012,NUTS,2010,TRC3,2,7.1
2013,NUTS,2010,TRC3,2,7.6
2014,NUTS,2010,TRC3,2,4.6
2015,NUTS,2010,TRC3,2,5.0
2016,NUTS,2010,TRC3,2,5.2
2017,NUTS,2010,TRC3,2,6.0
2018,NUTS,2010,TRC3,2,8.4
2019,NUTS,2010,TRC3,2,7.2
2020,NUTS,2010,TRC3,2,7.8
2011,NUTS,2010,UK,0,2995.5
2012,NUTS,2010,UK,0,2967.2
2013,NUTS,2010,UK,0,3114.7
2014,NUTS,2010,UK,0,3198.5
2015,NUTS,2010,UK,0,3338.8
2016,NUTS,2010,UK,0,3463.6
2017,NUTS,2010,UK,0,3459.8
2018,NUTS,2010,UK,0,3578.6
2019,NUTS,2010,UK,0,3727.2
2011,NUTS,2010,UKC,1,113.3
2012,NUTS,2010,UKC,1,103.1
2013,NUTS,2010,UKC,1,114.0
2014,NUTS,2010,UKC,1,108.4
2015,NUTS,2010,UKC,1,112.1
2016,NUTS,2010,UKC,1,116.7
2017,NUTS,2010,UKC,1,132.4
2018,NUTS,2010,UKC,1,118.3
2019,NUTS,2010,UKC,1,124.2
2011,NUTS,2010,UKC1,2,49.1
2012,NUTS,2010,UKC1,2,40.1
2013,NUTS,2010,UKC1,2,43.6
2014,NUTS,2010,UKC1,2,45.2
2015,NUTS,2010,UKC1,2,49.6
2016,NUTS,2010,UKC1,2,49.4
2017,NUTS,2010,UKC1,2,55.7
2018,NUTS,2010,UKC1,2,51.1
2019,NUTS,2010,UKC1,2,49.8
2011,NUTS,2010,UKC2,2,64.2
2012,NUTS,2010,UKC2,2,63.0
2013,NUTS,2010,UKC2,2,70.5
2014,NUTS,2010,UKC2,2,63.2
2015,NUTS,2010,UKC2,2,62.5
2016,NUTS,2010,UKC2,2,67.3
2017,NUTS,2010,UKC2,2,76.7
2018,NUTS,2010,UKC2,2,67.2
2019,NUTS,2010,UKC2,2,74.4
2011,NUTS,2010,UKD,1,309.4
2012,NUTS,2010,UKD,1,315.4
2013,NUTS,2010,UKD,1,329.8
2014,NUTS,2010,UKD,1,347.8
2015,NUTS,2010,UKD,1,345.9
2016,NUTS,2010,UKD,1,362.0
2017,NUTS,2010,UKD,1,355.5
2018,NUTS,2010,UKD,1,366.6
2019,NUTS,2010,UKD,1,409.3
2011,NUTS,2010,UKD1,2,19.3
2012,NUTS,2010,UKD1,2,18.1
2013,NUTS,2010,UKD1,2,18.9
2014,NUTS,2010,UKD1,2,23.1
2015,NUTS,2010,UKD1,2,16.9
2016,NUTS,2010,UKD1,2,18.8
2017,NUTS,2010,UKD1,2,19.9
2018,NUTS,2010,UKD1,2,24.7
2019,NUTS,2010,UKD1,2,23.2
2011,NUTS,2010,UKD3,2,117.8
2012,NUTS,2010,UKD3,2,127.3
2013,NUTS,2010,UKD3,2,126.9
2014,NUTS,2010,UKD3,2,139.6
2015,NUTS,2010,UKD3,2,143.1
2016,NUTS,2010,UKD3,2,144.3
2017,NUTS,2010,UKD3,2,138.7
2018,NUTS,2010,UKD3,2,139.3
2019,NUTS,2010,UKD3,2,175.4
2011,NUTS,2010,UKD4,2,63.8
2012,NUTS,2010,UKD4,2,63.2
2013,NUTS,2010,UKD4,2,65.8
2014,NUTS,2010,UKD4,2,64.7
2015,NUTS,2010,UKD4,2,61.9
2016,NUTS,2010,UKD4,2,75.7
2017,NUTS,2010,UKD4,2,67.8
2018,NUTS,2010,UKD4,2,67.9
2019,NUTS,2010,UKD4,2,63.8
2011,NUTS,2010,UKD6,2,51.4
2012,NUTS,2010,UKD6,2,51.2
2013,NUTS,2010,UKD6,2,55.0
2014,NUTS,2010,UKD6,2,59.0
2015,NUTS,2010,UKD6,2,47.0
2016,NUTS,2010,UKD6,2,53.7
2017,NUTS,2010,UKD6,2,55.7
2018,NUTS,2010,UKD6,2,55.6
2019,NUTS,2010,UKD6,2,61.7
2011,NUTS,2010,UKD7,2,57.0
2012,NUTS,2010,UKD7,2,55.7
2013,NUTS,2010,UKD7,2,63.2
2014,NUTS,2010,UKD7,2,61.4
2015,NUTS,2010,UKD7,2,76.9
2016,NUTS,2010,UKD7,2,69.5
2017,NUTS,2010,UKD7,2,73.4
2018,NUTS,2010,UKD7,2,79.0
2019,NUTS,2010,UKD7,2,85.3
2011,NUTS,2010,UKE,1,209.2
2012,NUTS,2010,UKE,1,211.5
2013,NUTS,2010,UKE,1,234.7
2014,NUTS,2010,UKE,1,225.2
2015,NUTS,2010,UKE,1,250.5
2016,NUTS,2010,UKE,1,243.6
2017,NUTS,2010,UKE,1,262.1
2018,NUTS,2010,UKE,1,271.5
2019,NUTS,2010,UKE,1,271.0
2011,NUTS,2010,UKE1,2,39.1
2012,NUTS,2010,UKE1,2,36.6
2013,NUTS,2010,UKE1,2,35.2
2014,NUTS,2010,UKE1,2,31.1
2015,NUTS,2010,UKE1,2,35.2
2016,NUTS,2010,UKE1,2,36.8
2017,NUTS,2010,UKE1,2,43.4
2018,NUTS,2010,UKE1,2,37.9
2019,NUTS,2010,UKE1,2,32.8
2011,NUTS,2010,UKE2,2,36.1
2012,NUTS,2010,UKE2,2,36.1
2013,NUTS,2010,UKE2,2,38.1
2014,NUTS,2010,UKE2,2,41.6
2015,NUTS,2010,UKE2,2,43.2
2016,NUTS,2010,UKE2,2,39.5
2017,NUTS,2010,UKE2,2,36.0
2018,NUTS,2010,UKE2,2,42.5
2019,NUTS,2010,UKE2,2,37.7
2011,NUTS,2010,UKE3,2,50.4
2012,NUTS,2010,UKE3,2,57.6
2013,NUTS,2010,UKE3,2,63.5
2014,NUTS,2010,UKE3,2,53.7
2015,NUTS,2010,UKE3,2,61.7
2016,NUTS,2010,UKE3,2,52.8
2017,NUTS,2010,UKE3,2,68.3
2018,NUTS,2010,UKE3,2,83.8
2019,NUTS,2010,UKE3,2,70.4
2011,NUTS,2010,UKE4,2,83.6
2012,NUTS,2010,UKE4,2,81.3
2013,NUTS,2010,UKE4,2,97.9
2014,NUTS,2010,UKE4,2,98.9
2015,NUTS,2010,UKE4,2,110.5
2016,NUTS,2010,UKE4,2,114.6
2017,NUTS,2010,UKE4,2,114.4
2018,NUTS,2010,UKE4,2,107.4
2019,NUTS,2010,UKE4,2,130.0
2011,NUTS,2010,UKF,1,187.3
2012,NUTS,2010,UKF,1,176.3
2013,NUTS,2010,UKF,1,206.2
2014,NUTS,2010,UKF,1,202.9
2015,NUTS,2010,UKF,1,224.1
2016,NUTS,2010,UKF,1,234.8
2017,NUTS,2010,UKF,1,223.6
2018,NUTS,2010,UKF,1,225.1
2019,NUTS,2010,UKF,1,224.6
2011,NUTS,2010,UKF1,2,85.4
2012,NUTS,2010,UKF1,2,82.6
2013,NUTS,2010,UKF1,2,99.7
2014,NUTS,2010,UKF1,2,91.7
2015,NUTS,2010,UKF1,2,111.7
2016,NUTS,2010,UKF1,2,122.4
2017,NUTS,2010,UKF1,2,105.0
2018,NUTS,2010,UKF1,2,104.4
2019,NUTS,2010,UKF1,2,118.4
2011,NUTS,2010,UKF2,2,78.5
2012,NUTS,2010,UKF2,2,66.0
2013,NUTS,2010,UKF2,2,80.8
2014,NUTS,2010,UKF2,2,85.4
2015,NUTS,2010,UKF2,2,87.3
2016,NUTS,2010,UKF2,2,84.7
2017,NUTS,2010,UKF2,2,87.9
2018,NUTS,2010,UKF2,2,93.0
2019,NUTS,2010,UKF2,2,85.7
2011,NUTS,2010,UKF3,2,23.4
2012,NUTS,2010,UKF3,2,27.7
2013,NUTS,2010,UKF3,2,25.6
2014,NUTS,2010,UKF3,2,25.7
2015,NUTS,2010,UKF3,2,25.1
2016,NUTS,2010,UKF3,2,27.6
2017,NUTS,2010,UKF3,2,30.7
2018,NUTS,2010,UKF3,2,27.8
2019,NUTS,2010,UKF3,2,20.5
2011,NUTS,2010,UKG,1,224.2
2012,NUTS,2010,UKG,1,223.6
2013,NUTS,2010,UKG,1,220.3
2014,NUTS,2010,UKG,1,248.7
2015,NUTS,2010,UKG,1,255.4
2016,NUTS,2010,UKG,1,255.1
2017,NUTS,2010,UKG,1,259.8
2018,NUTS,2010,UKG,1,287.0
2019,NUTS,2010,UKG,1,301.1
2011,NUTS,2010,UKG1,2,58.8
2012,NUTS,2010,UKG1,2,61.0
2013,NUTS,2010,UKG1,2,62.3
2014,NUTS,2010,UKG1,2,74.0
2015,NUTS,2010,UKG1,2,72.5
2016,NUTS,2010,UKG1,2,72.8
2017,NUTS,2010,UKG1,2,76.2
2018,NUTS,2010,UKG1,2,76.9
2019,NUTS,2010,UKG1,2,73.7
2011,NUTS,2010,UKG2,2,65.9
2012,NUTS,2010,UKG2,2,69.7
2013,NUTS,2010,UKG2,2,68.9
2014,NUTS,2010,UKG2,2,72.8
2015,NUTS,2010,UKG2,2,78.1
2016,NUTS,2010,UKG2,2,64.8
2017,NUTS,2010,UKG2,2,64.1
2018,NUTS,2010,UKG2,2,74.3
2019,NUTS,2010,UKG2,2,86.7
2011,NUTS,2010,UKG3,2,99.5
2012,NUTS,2010,UKG3,2,93.0
2013,NUTS,2010,UKG3,2,89.0
2014,NUTS,2010,UKG3,2,101.9
2015,NUTS,2010,UKG3,2,104.8
2016,NUTS,2010,UKG3,2,117.5
2017,NUTS,2010,UKG3,2,119.5
2018,NUTS,2010,UKG3,2,135.8
2019,NUTS,2010,UKG3,2,140.7
2011,NUTS,2010,UKH,1,277.3
2012,NUTS,2010,UKH,1,281.9
2013,NUTS,2010,UKH,1,311.2
2014,NUTS,2010,UKH,1,327.1
2015,NUTS,2010,UKH,1,321.6
2016,NUTS,2010,UKH,1,330.6
2017,NUTS,2010,UKH,1,319.1
2018,NUTS,2010,UKH,1,335.9
2019,NUTS,2010,UKH,1,353.7
2011,NUTS,2010,UKH1,2,113.1
2012,NUTS,2010,UKH1,2,115.5
2013,NUTS,2010,UKH1,2,118.9
2014,NUTS,2010,UKH1,2,128.5
2015,NUTS,2010,UKH1,2,134.6
2016,NUTS,2010,UKH1,2,147.9
2017,NUTS,2010,UKH1,2,134.2
2018,NUTS,2010,UKH1,2,142.7
2019,NUTS,2010,UKH1,2,151.9
2011,NUTS,2010,UKH2,2,91.2
2012,NUTS,2010,UKH2,2,100.9
2013,NUTS,2010,UKH2,2,104.8
2014,NUTS,2010,UKH2,2,116.7
2015,NUTS,2010,UKH2,2,106.1
2016,NUTS,2010,UKH2,2,100.7
2017,NUTS,2010,UKH2,2,102.2
2018,NUTS,2010,UKH2,2,110.0
2019,NUTS,2010,UKH2,2,104.2
2011,NUTS,2010,UKH3,2,72.9
2012,NUTS,2010,UKH3,2,65.4
2013,NUTS,2010,UKH3,2,87.5
2014,NUTS,2010,UKH3,2,81.9
2015,NUTS,2010,UKH3,2,80.9
2016,NUTS,2010,UKH3,2,82.0
2017,NUTS,2010,UKH3,2,82.6
2018,NUTS,2010,UKH3,2,83.1
2019,NUTS,2010,UKH3,2,97.7
2011,NUTS,2010,UKI,1,464.3
2012,NUTS,2010,UKI,1,451.6
2013,NUTS,2010,UKI,1,472.8
2014,NUTS,2010,UKI,1,484.0
2015,NUTS,2010,UKI,1,515.1
2016,NUTS,2010,UKI,1,564.8
2017,NUTS,2010,UKI,1,546.4
2018,NUTS,2010,UKI,1,605.3
2019,NUTS,2010,UKI,1,619.5
2011,NUTS,2010,UKI3,2,67.3
2012,NUTS,2010,UKI3,2,60.2
2013,NUTS,2010,UKI3,2,68.5
2014,NUTS,2010,UKI3,2,72.1
2015,NUTS,2010,UKI3,2,75.1
2016,NUTS,2010,UKI3,2,80.5
2017,NUTS,2010,UKI3,2,84.5
2018,NUTS,2010,UKI3,2,75.3
2019,NUTS,2010,UKI3,2,90.7
2011,NUTS,2010,UKI4,2,115.5
2012,NUTS,2010,UKI4,2,123.8
2013,NUTS,2010,UKI4,2,132.0
2014,NUTS,2010,UKI4,2,134.4
2015,NUTS,2010,UKI4,2,137.4
2016,NUTS,2010,UKI4,2,149.2
2017,NUTS,2010,UKI4,2,155.5
2018,NUTS,2010,UKI4,2,190.9
2019,NUTS,2010,UKI4,2,192.1
2011,NUTS,2010,UKI5,2,92.7
2012,NUTS,2010,UKI5,2,78.5
2013,NUTS,2010,UKI5,2,88.6
2014,NUTS,2010,UKI5,2,86.4
2015,NUTS,2010,UKI5,2,87.5
2016,NUTS,2010,UKI5,2,109.1
2017,NUTS,2010,UKI5,2,93.5
2018,NUTS,2010,UKI5,2,105.3
2019,NUTS,2010,UKI5,2,98.5
2011,NUTS,2010,UKI6,2,68.9
2012,NUTS,2010,UKI6,2,63.4
2013,NUTS,2010,UKI6,2,81.0
2014,NUTS,2010,UKI6,2,80.2
2015,NUTS,2010,UKI6,2,90.7
2016,NUTS,2010,UKI6,2,88.3
2017,NUTS,2010,UKI6,2,92.4
2018,NUTS,2010,UKI6,2,101.4
2019,NUTS,2010,UKI6,2,88.3
2011,NUTS,2010,UKI7,2,119.9
2012,NUTS,2010,UKI7,2,125.7
2013,NUTS,2010,UKI7,2,102.7
2014,NUTS,2010,UKI7,2,111.0
2015,NUTS,2010,UKI7,2,124.5
2016,NUTS,2010,UKI7,2,137.7
2017,NUTS,2010,UKI7,2,120.5
2018,NUTS,2010,UKI7,2,132.5
2019,NUTS,2010,UKI7,2,149.9
2011,NUTS,2010,UKJ,1,490.4
2012,NUTS,2010,UKJ,1,474.6
2013,NUTS,2010,UKJ,1,491.9
2014,NUTS,2010,UKJ,1,513.9
2015,NUTS,2010,UKJ,1,541.9
2016,NUTS,2010,UKJ,1,539.2
2017,NUTS,2010,UKJ,1,544.6
2018,NUTS,2010,UKJ,1,542.5
2019,NUTS,2010,UKJ,1,558.9
2011,NUTS,2010,UKJ1,2,167.9
2012,NUTS,2010,UKJ1,2,148.7
2013,NUTS,2010,UKJ1,2,153.1
2014,NUTS,2010,UKJ1,2,166.2
2015,NUTS,2010,UKJ1,2,180.2
2016,NUTS,2010,UKJ1,2,169.9
2017,NUTS,2010,UKJ1,2,165.6
2018,NUTS,2010,UKJ1,2,167.4
2019,NUTS,2010,UKJ1,2,177.4
2011,NUTS,2010,UKJ2,2,145.7
2012,NUTS,2010,UKJ2,2,144.2
2013,NUTS,2010,UKJ2,2,148.5
2014,NUTS,2010,UKJ2,2,151.3
2015,NUTS,2010,UKJ2,2,167.2
2016,NUTS,2010,UKJ2,2,173.5
2017,NUTS,2010,UKJ2,2,182.0
2018,NUTS,2010,UKJ2,2,175.8
