year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_total_rse_pc_act_fte_f
2013,NUTS,2010,PT11,2,0.6169
2014,NUTS,2010,PT11,2,0.6138
2015,NUTS,2010,PT11,2,0.6183
2016,NUTS,2010,PT11,2,0.6645
2017,NUTS,2010,PT11,2,0.7292
2018,NUTS,2010,PT11,2,0.7638
2019,NUTS,2010,PT11,2,0.8226
2020,NUTS,2010,PT11,2,0.8971
2011,NUTS,2010,PT15,2,0.3895
2012,NUTS,2010,PT15,2,0.3697
2013,NUTS,2010,PT15,2,0.3221
2014,NUTS,2010,PT15,2,0.318
2015,NUTS,2010,PT15,2,0.3081
2016,NUTS,2010,PT15,2,0.3122
2017,NUTS,2010,PT15,2,0.2735
2018,NUTS,2010,PT15,2,0.294
2019,NUTS,2010,PT15,2,0.3439
2020,NUTS,2010,PT15,2,0.3626
2011,NUTS,2010,PT16,2,0.6711
2012,NUTS,2010,PT16,2,0.655
2013,NUTS,2010,PT16,2,0.5706
2014,NUTS,2010,PT16,2,0.5696
2015,NUTS,2010,PT16,2,0.5562
2016,NUTS,2010,PT16,2,0.5944
2017,NUTS,2010,PT16,2,0.6714
2018,NUTS,2010,PT16,2,0.7116
2019,NUTS,2010,PT16,2,0.7362
2020,NUTS,2010,PT16,2,0.7663
2011,NUTS,2010,PT17,2,1.205
2012,NUTS,2010,PT17,2,1.1795
2013,NUTS,2010,PT17,2,1.0267
2014,NUTS,2010,PT17,2,1.009
2015,NUTS,2010,PT17,2,1.024
2016,NUTS,2010,PT17,2,1.0698
2017,NUTS,2010,PT17,2,1.1293
2018,NUTS,2010,PT17,2,1.1691
2019,NUTS,2010,PT17,2,1.1599
2020,NUTS,2010,PT17,2,1.2211
2011,NUTS,2010,PT18,2,0.2603
2012,NUTS,2010,PT18,2,0.2633
2013,NUTS,2010,PT18,2,0.2264
2014,NUTS,2010,PT18,2,0.2345
2015,NUTS,2010,PT18,2,0.2653
2016,NUTS,2010,PT18,2,0.2976
2017,NUTS,2010,PT18,2,0.3328
2018,NUTS,2010,PT18,2,0.3593
2019,NUTS,2010,PT18,2,0.3731
2020,NUTS,2010,PT18,2,0.4012
2011,NUTS,2010,PT2,1,0.3508
2012,NUTS,2010,PT2,1,0.3091
2013,NUTS,2010,PT2,1,0.2334
2014,NUTS,2010,PT2,1,0.2351
2015,NUTS,2010,PT2,1,0.194
2016,NUTS,2010,PT2,1,0.2013
2017,NUTS,2010,PT2,1,0.2073
2018,NUTS,2010,PT2,1,0.2078
2019,NUTS,2010,PT2,1,0.196
2020,NUTS,2010,PT2,1,0.2065
2011,NUTS,2010,PT20,2,0.3508
2012,NUTS,2010,PT20,2,0.3091
2013,NUTS,2010,PT20,2,0.2334
2014,NUTS,2010,PT20,2,0.2351
2015,NUTS,2010,PT20,2,0.194
2016,NUTS,2010,PT20,2,0.2013
2017,NUTS,2010,PT20,2,0.2073
2018,NUTS,2010,PT20,2,0.2078
2019,NUTS,2010,PT20,2,0.196
2020,NUTS,2010,PT20,2,0.2065
2011,NUTS,2010,PT3,1,0.2041
2012,NUTS,2010,PT3,1,0.1669
2013,NUTS,2010,PT3,1,0.1552
2014,NUTS,2010,PT3,1,0.1624
2015,NUTS,2010,PT3,1,0.1852
2016,NUTS,2010,PT3,1,0.2173
2017,NUTS,2010,PT3,1,0.2475
2018,NUTS,2010,PT3,1,0.2688
2019,NUTS,2010,PT3,1,0.2172
2020,NUTS,2010,PT3,1,0.2242
2011,NUTS,2010,PT30,2,0.2041
2012,NUTS,2010,PT30,2,0.1669
2013,NUTS,2010,PT30,2,0.1552
2014,NUTS,2010,PT30,2,0.1624
2015,NUTS,2010,PT30,2,0.1852
2016,NUTS,2010,PT30,2,0.2173
2017,NUTS,2010,PT30,2,0.2475
2018,NUTS,2010,PT30,2,0.2688
2019,NUTS,2010,PT30,2,0.2172
2020,NUTS,2010,PT30,2,0.2242
2011,NUTS,2010,RO,0,0.223
2012,NUTS,2010,RO,0,0.2434
2013,NUTS,2010,RO,0,0.2547
2014,NUTS,2010,RO,0,0.2447
2015,NUTS,2010,RO,0,0.2365
2016,NUTS,2010,RO,0,0.2465
2017,NUTS,2010,RO,0,0.2377
2018,NUTS,2010,RO,0,0.2344
2019,NUTS,2010,RO,0,0.238
2011,NUTS,2010,RO1,1,0.133
2012,NUTS,2010,RO1,1,0.1456
2013,NUTS,2010,RO1,1,0.1212
2014,NUTS,2010,RO1,1,0.14
2015,NUTS,2010,RO1,1,0.1254
2016,NUTS,2010,RO1,1,0.1268
2017,NUTS,2010,RO1,1,0.1156
2018,NUTS,2010,RO1,1,0.131
2019,NUTS,2010,RO1,1,0.1368
2011,NUTS,2010,RO11,2,0.1341
2012,NUTS,2010,RO11,2,0.1378
2013,NUTS,2010,RO11,2,0.1113
2014,NUTS,2010,RO11,2,0.1301
2015,NUTS,2010,RO11,2,0.1157
2016,NUTS,2010,RO11,2,0.1198
2017,NUTS,2010,RO11,2,0.1082
2018,NUTS,2010,RO11,2,0.1132
2019,NUTS,2010,RO11,2,0.1238
2011,NUTS,2010,RO12,2,0.1317
2012,NUTS,2010,RO12,2,0.1563
2013,NUTS,2010,RO12,2,0.1341
2014,NUTS,2010,RO12,2,0.1531
2015,NUTS,2010,RO12,2,0.138
2016,NUTS,2010,RO12,2,0.1359
2017,NUTS,2010,RO12,2,0.1254
2018,NUTS,2010,RO12,2,0.1559
2019,NUTS,2010,RO12,2,0.1539
2011,NUTS,2010,RO2,1,0.0834
2012,NUTS,2010,RO2,1,0.0891
2013,NUTS,2010,RO2,1,0.097
2014,NUTS,2010,RO2,1,0.0897
2015,NUTS,2010,RO2,1,0.0954
2016,NUTS,2010,RO2,1,0.0954
2017,NUTS,2010,RO2,1,0.0963
2018,NUTS,2010,RO2,1,0.0974
2019,NUTS,2010,RO2,1,0.108
2011,NUTS,2010,RO21,2,0.1027
2012,NUTS,2010,RO21,2,0.1062
2013,NUTS,2010,RO21,2,0.1239
2014,NUTS,2010,RO21,2,0.1138
2015,NUTS,2010,RO21,2,0.1201
2016,NUTS,2010,RO21,2,0.1137
2017,NUTS,2010,RO21,2,0.1111
2018,NUTS,2010,RO21,2,0.1062
2019,NUTS,2010,RO21,2,0.1269
2011,NUTS,2010,RO22,2,0.0526
2012,NUTS,2010,RO22,2,0.0614
2013,NUTS,2010,RO22,2,0.0509
2014,NUTS,2010,RO22,2,0.0464
2015,NUTS,2010,RO22,2,0.0517
2016,NUTS,2010,RO22,2,0.0632
2017,NUTS,2010,RO22,2,0.07
2018,NUTS,2010,RO22,2,0.0818
2019,NUTS,2010,RO22,2,0.0744
2011,NUTS,2010,RO3,1,0.3479
2012,NUTS,2010,RO3,1,0.3937
2013,NUTS,2010,RO3,1,0.4233
2014,NUTS,2010,RO3,1,0.4196
2015,NUTS,2010,RO3,1,0.405
2016,NUTS,2010,RO3,1,0.4487
2017,NUTS,2010,RO3,1,0.4332
2018,NUTS,2010,RO3,1,0.4163
2019,NUTS,2010,RO3,1,0.4197
2011,NUTS,2010,RO31,2,0.0522
2012,NUTS,2010,RO31,2,0.0776
2013,NUTS,2010,RO31,2,0.1146
2014,NUTS,2010,RO31,2,0.1006
2015,NUTS,2010,RO31,2,0.0787
2016,NUTS,2010,RO31,2,0.0865
2017,NUTS,2010,RO31,2,0.0713
2018,NUTS,2010,RO31,2,0.0683
2019,NUTS,2010,RO31,2,0.0713
2011,NUTS,2010,RO32,2,0.6767
2012,NUTS,2010,RO32,2,0.7559
2013,NUTS,2010,RO32,2,0.7835
2014,NUTS,2010,RO32,2,0.7893
2015,NUTS,2010,RO32,2,0.7667
2016,NUTS,2010,RO32,2,0.822
2017,NUTS,2010,RO32,2,0.8115
2018,NUTS,2010,RO32,2,0.7717
2019,NUTS,2010,RO32,2,0.7624
2011,NUTS,2010,RO4,1,0.1542
2012,NUTS,2010,RO4,1,0.1453
2013,NUTS,2010,RO4,1,0.1672
2014,NUTS,2010,RO4,1,0.1236
2015,NUTS,2010,RO4,1,0.1543
2016,NUTS,2010,RO4,1,0.1434
2017,NUTS,2010,RO4,1,0.1348
2018,NUTS,2010,RO4,1,0.1224
2019,NUTS,2010,RO4,1,0.1231
2011,NUTS,2010,RO41,2,0.1354
2012,NUTS,2010,RO41,2,0.1232
2013,NUTS,2010,RO41,2,0.1345
2014,NUTS,2010,RO41,2,0.0998
2015,NUTS,2010,RO41,2,0.1255
2016,NUTS,2010,RO41,2,0.1285
2017,NUTS,2010,RO41,2,0.1199
2018,NUTS,2010,RO41,2,0.0548
2019,NUTS,2010,RO41,2,0.0564
2011,NUTS,2010,RO42,2,0.1785
2012,NUTS,2010,RO42,2,0.1751
2013,NUTS,2010,RO42,2,0.2076
2014,NUTS,2010,RO42,2,0.1544
2015,NUTS,2010,RO42,2,0.1888
2016,NUTS,2010,RO42,2,0.1614
2017,NUTS,2010,RO42,2,0.1532
2018,NUTS,2010,RO42,2,0.2069
2019,NUTS,2010,RO42,2,0.202
2011,NUTS,2010,RS,0,0.4562
2012,NUTS,2010,RS,0,0.4646
2013,NUTS,2010,RS,0,0.4788
2014,NUTS,2010,RS,0,0.4844
2015,NUTS,2010,RS,0,0.5552
2016,NUTS,2010,RS,0,0.5452
2017,NUTS,2010,RS,0,0.5377
2018,NUTS,2010,RS,0,0.5521
2019,NUTS,2010,RS,0,0.563
2020,NUTS,2010,RS,0,0.6002
2018,NUTS,2010,RS1,1,0.8063
2019,NUTS,2010,RS1,1,0.8231
2020,NUTS,2010,RS1,1,0.8792
2018,NUTS,2010,RS11,2,1.1267
2019,NUTS,2010,RS11,2,1.1637
2020,NUTS,2010,RS11,2,1.2568
2018,NUTS,2010,RS12,2,0.4634
2019,NUTS,2010,RS12,2,0.4609
2020,NUTS,2010,RS12,2,0.4796
2018,NUTS,2010,RS2,1,0.2066
2019,NUTS,2010,RS2,1,0.1994
2020,NUTS,2010,RS2,1,0.2076
2018,NUTS,2010,RS21,2,0.1431
2019,NUTS,2010,RS21,2,0.132
2020,NUTS,2010,RS21,2,0.1539
2018,NUTS,2010,RS22,2,0.2969
2019,NUTS,2010,RS22,2,0.2942
2020,NUTS,2010,RS22,2,0.2841
2011,NUTS,2010,SE,0,0.64
2013,NUTS,2010,SE,0,0.7671
2015,NUTS,2010,SE,0,0.7603
2017,NUTS,2010,SE,0,0.8541
2019,NUTS,2010,SE,0,0.9335
2011,NUTS,2010,SI,0,0.68
2012,NUTS,2010,SI,0,0.6608
2013,NUTS,2010,SI,0,0.669
2014,NUTS,2010,SI,0,0.6563
2015,NUTS,2010,SI,0,0.5929
2016,NUTS,2010,SI,0,0.5921
2017,NUTS,2010,SI,0,0.6121
2018,NUTS,2010,SI,0,0.6779
2019,NUTS,2010,SI,0,0.7283
2011,NUTS,2010,SI0,1,0.6607
2012,NUTS,2010,SI0,1,0.6456
2013,NUTS,2010,SI0,1,0.6536
2014,NUTS,2010,SI0,1,0.637
2015,NUTS,2010,SI0,1,0.5799
2016,NUTS,2010,SI0,1,0.581
2017,NUTS,2010,SI0,1,0.6006
2018,NUTS,2010,SI0,1,0.6628
2019,NUTS,2010,SI0,1,0.7162
2013,NUTS,2010,SI03,2,0.2947
2014,NUTS,2010,SI03,2,0.2714
2015,NUTS,2010,SI03,2,0.244
2016,NUTS,2010,SI03,2,0.2532
2017,NUTS,2010,SI03,2,0.2691
2018,NUTS,2010,SI03,2,0.3103
2019,NUTS,2010,SI03,2,0.3388
2013,NUTS,2010,SI04,2,1.0453
2014,NUTS,2010,SI04,2,1.0401
2015,NUTS,2010,SI04,2,0.9442
2016,NUTS,2010,SI04,2,0.9308
2017,NUTS,2010,SI04,2,0.9579
2018,NUTS,2010,SI04,2,1.0482
2019,NUTS,2010,SI04,2,1.1207
2011,NUTS,2010,SK,0,0.5122
2012,NUTS,2010,SK,0,0.4966
2013,NUTS,2010,SK,0,0.4764
2014,NUTS,2010,SK,0,0.471
2015,NUTS,2010,SK,0,0.4588
2016,NUTS,2010,SK,0,0.4281
2017,NUTS,2010,SK,0,0.4607
2018,NUTS,2010,SK,0,0.4892
2019,NUTS,2010,SK,0,0.5077
2020,NUTS,2010,SK,0,0.5279
2011,NUTS,2010,SK01,2,2.3459
2012,NUTS,2010,SK01,2,2.1788
2013,NUTS,2010,SK01,2,2.05
2014,NUTS,2010,SK01,2,1.9355
2015,NUTS,2010,SK01,2,1.8663
2016,NUTS,2010,SK01,2,1.7151
2017,NUTS,2010,SK01,2,1.7998
2018,NUTS,2010,SK01,2,1.9472
2019,NUTS,2010,SK01,2,2.0166
2020,NUTS,2010,SK01,2,2.1624
2011,NUTS,2010,SK02,2,0.2354
2012,NUTS,2010,SK02,2,0.2373
2013,NUTS,2010,SK02,2,0.2577
2014,NUTS,2010,SK02,2,0.2815
2015,NUTS,2010,SK02,2,0.2683
2016,NUTS,2010,SK02,2,0.2204
2017,NUTS,2010,SK02,2,0.2772
2018,NUTS,2010,SK02,2,0.2747
2019,NUTS,2010,SK02,2,0.2685
2020,NUTS,2010,SK02,2,0.2792
2011,NUTS,2010,SK03,2,0.2418
2012,NUTS,2010,SK03,2,0.2396
2013,NUTS,2010,SK03,2,0.2069
2014,NUTS,2010,SK03,2,0.2335
2015,NUTS,2010,SK03,2,0.2288
2016,NUTS,2010,SK03,2,0.2505
2017,NUTS,2010,SK03,2,0.2352
2018,NUTS,2010,SK03,2,0.2539
2019,NUTS,2010,SK03,2,0.2728
2020,NUTS,2010,SK03,2,0.2616
2011,NUTS,2010,SK04,2,0.332
2012,NUTS,2010,SK04,2,0.3446
2013,NUTS,2010,SK04,2,0.3489
2014,NUTS,2010,SK04,2,0.3397
2015,NUTS,2010,SK04,2,0.3404
2016,NUTS,2010,SK04,2,0.2977
2017,NUTS,2010,SK04,2,0.3157
2018,NUTS,2010,SK04,2,0.3425
2019,NUTS,2010,SK04,2,0.3566
2020,NUTS,2010,SK04,2,0.3621
2011,NUTS,2010,TR,0,0.3095
2012,NUTS,2010,TR,0,0.343
2013,NUTS,2010,TR,0,0.3515
2014,NUTS,2010,TR,0,0.3424
2015,NUTS,2010,TR,0,0.349
2016,NUTS,2010,TR,0,0.3443
2017,NUTS,2010,TR,0,0.3694
2018,NUTS,2010,TR,0,0.4003
2019,NUTS,2010,TR,0,0.4209
2020,NUTS,2010,TR,0,0.5075
