year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_gov_pc_emp_hc_total_t
2014,NUTS,2010,DEB1,2,0.0352
2015,NUTS,2010,DEB1,2,0.0325
2016,NUTS,2010,DEB1,2,0.0349
2017,NUTS,2010,DEB1,2,0.034
2018,NUTS,2010,DEB1,2,0.0364
2019,NUTS,2010,DEB1,2,0.0393
2011,NUTS,2010,DEB2,2,0.0516
2012,NUTS,2010,DEB2,2,0.0568
2013,NUTS,2010,DEB2,2,0.0205
2014,NUTS,2010,DEB2,2,0.0178
2015,NUTS,2010,DEB2,2,0.0153
2016,NUTS,2010,DEB2,2,0.0157
2017,NUTS,2010,DEB2,2,0.0151
2018,NUTS,2010,DEB2,2,0.0176
2019,NUTS,2010,DEB2,2,0.0355
2011,NUTS,2010,DEB3,2,0.2136
2012,NUTS,2010,DEB3,2,0.2021
2013,NUTS,2010,DEB3,2,0.196
2014,NUTS,2010,DEB3,2,0.2039
2015,NUTS,2010,DEB3,2,0.2208
2016,NUTS,2010,DEB3,2,0.2333
2017,NUTS,2010,DEB3,2,0.2489
2018,NUTS,2010,DEB3,2,0.2583
2019,NUTS,2010,DEB3,2,0.2731
2011,NUTS,2010,DEC,1,0.2832
2012,NUTS,2010,DEC,1,0.2946
2013,NUTS,2010,DEC,1,0.2925
2014,NUTS,2010,DEC,1,0.2979
2015,NUTS,2010,DEC,1,0.3183
2016,NUTS,2010,DEC,1,0.308
2017,NUTS,2010,DEC,1,0.2935
2018,NUTS,2010,DEC,1,0.2922
2019,NUTS,2010,DEC,1,0.3653
2011,NUTS,2010,DEC0,2,0.2832
2012,NUTS,2010,DEC0,2,0.2946
2013,NUTS,2010,DEC0,2,0.2925
2014,NUTS,2010,DEC0,2,0.2979
2015,NUTS,2010,DEC0,2,0.3183
2016,NUTS,2010,DEC0,2,0.308
2017,NUTS,2010,DEC0,2,0.2935
2018,NUTS,2010,DEC0,2,0.2922
2019,NUTS,2010,DEC0,2,0.3653
2011,NUTS,2010,DED,1,0.445
2012,NUTS,2010,DED,1,0.4578
2013,NUTS,2010,DED,1,0.4564
2014,NUTS,2010,DED,1,0.4511
2015,NUTS,2010,DED,1,0.4627
2016,NUTS,2010,DED,1,0.4587
2017,NUTS,2010,DED,1,0.4778
2018,NUTS,2010,DED,1,0.4987
2019,NUTS,2010,DED,1,0.5176
2011,NUTS,2010,DED2,2,0.6683
2012,NUTS,2010,DED2,2,0.6839
2013,NUTS,2010,DED2,2,0.3485
2014,NUTS,2010,DED2,2,0.6823
2015,NUTS,2010,DED2,2,0.669
2016,NUTS,2010,DED2,2,0.6741
2017,NUTS,2010,DED2,2,0.6882
2018,NUTS,2010,DED2,2,0.716
2019,NUTS,2010,DED2,2,0.7364
2011,NUTS,2010,DED4,2,0.1203
2012,NUTS,2010,DED4,2,0.1325
2013,NUTS,2010,DED4,2,0.5851
2014,NUTS,2010,DED4,2,0.1397
2015,NUTS,2010,DED4,2,0.1532
2016,NUTS,2010,DED4,2,0.1477
2017,NUTS,2010,DED4,2,0.1533
2018,NUTS,2010,DED4,2,0.1652
2019,NUTS,2010,DED4,2,0.1743
2011,NUTS,2010,DED5,2,0.5682
2012,NUTS,2010,DED5,2,0.5727
2013,NUTS,2010,DED5,2,0.4389
2014,NUTS,2010,DED5,2,0.5431
2015,NUTS,2010,DED5,2,0.5763
2016,NUTS,2010,DED5,2,0.5643
2017,NUTS,2010,DED5,2,0.6049
2018,NUTS,2010,DED5,2,0.6166
2019,NUTS,2010,DED5,2,0.6373
2011,NUTS,2010,DEE,1,0.2594
2012,NUTS,2010,DEE,1,0.2826
2013,NUTS,2010,DEE,1,0.2852
2014,NUTS,2010,DEE,1,0.2985
2015,NUTS,2010,DEE,1,0.296
2016,NUTS,2010,DEE,1,0.2942
2017,NUTS,2010,DEE,1,0.3149
2018,NUTS,2010,DEE,1,0.3297
2019,NUTS,2010,DEE,1,0.326
2011,NUTS,2010,DEE0,2,0.2594
2012,NUTS,2010,DEE0,2,0.2826
2013,NUTS,2010,DEE0,2,0.2852
2014,NUTS,2010,DEE0,2,0.2985
2015,NUTS,2010,DEE0,2,0.296
2016,NUTS,2010,DEE0,2,0.2942
2017,NUTS,2010,DEE0,2,0.3149
2018,NUTS,2010,DEE0,2,0.3297
2019,NUTS,2010,DEE0,2,0.326
2011,NUTS,2010,DEF,1,0.2244
2012,NUTS,2010,DEF,1,0.2387
2013,NUTS,2010,DEF,1,0.2452
2014,NUTS,2010,DEF,1,0.2444
2015,NUTS,2010,DEF,1,0.227
2016,NUTS,2010,DEF,1,0.2225
2017,NUTS,2010,DEF,1,0.2334
2018,NUTS,2010,DEF,1,0.2351
2019,NUTS,2010,DEF,1,0.2311
2011,NUTS,2010,DEF0,2,0.2244
2012,NUTS,2010,DEF0,2,0.2387
2013,NUTS,2010,DEF0,2,0.2452
2014,NUTS,2010,DEF0,2,0.2444
2015,NUTS,2010,DEF0,2,0.227
2016,NUTS,2010,DEF0,2,0.2225
2017,NUTS,2010,DEF0,2,0.2334
2018,NUTS,2010,DEF0,2,0.2351
2019,NUTS,2010,DEF0,2,0.2311
2011,NUTS,2010,DEG,1,0.268
2012,NUTS,2010,DEG,1,0.2742
2013,NUTS,2010,DEG,1,0.272
2014,NUTS,2010,DEG,1,0.2772
2015,NUTS,2010,DEG,1,0.2792
2016,NUTS,2010,DEG,1,0.2674
2017,NUTS,2010,DEG,1,0.2779
2018,NUTS,2010,DEG,1,0.2966
2019,NUTS,2010,DEG,1,0.2955
2011,NUTS,2010,DEG0,2,0.268
2012,NUTS,2010,DEG0,2,0.2742
2013,NUTS,2010,DEG0,2,0.272
2014,NUTS,2010,DEG0,2,0.2772
2015,NUTS,2010,DEG0,2,0.2792
2016,NUTS,2010,DEG0,2,0.2674
2017,NUTS,2010,DEG0,2,0.2779
2018,NUTS,2010,DEG0,2,0.2966
2019,NUTS,2010,DEG0,2,0.2955
2011,NUTS,2010,DK,0,0.1013
2012,NUTS,2010,DK,0,0.1057
2013,NUTS,2010,DK,0,0.11
2014,NUTS,2010,DK,0,0.1148
2015,NUTS,2010,DK,0,0.1229
2016,NUTS,2010,DK,0,0.1139
2017,NUTS,2010,DK,0,0.132
2018,NUTS,2010,DK,0,0.1327
2019,NUTS,2010,DK,0,0.1323
2020,NUTS,2010,DK,0,0.1343
2011,NUTS,2010,DK0,1,0.1018
2012,NUTS,2010,DK0,1,0.1025
2013,NUTS,2010,DK0,1,0.1067
2014,NUTS,2010,DK0,1,0.1111
2015,NUTS,2010,DK0,1,0.119
2016,NUTS,2010,DK0,1,0.1101
2017,NUTS,2010,DK0,1,0.1277
2018,NUTS,2010,DK0,1,0.1283
2019,NUTS,2010,DK0,1,0.1278
2011,NUTS,2010,DK01,2,0.1848
2012,NUTS,2010,DK01,2,0.1648
2013,NUTS,2010,DK01,2,0.1516
2014,NUTS,2010,DK01,2,0.1481
2015,NUTS,2010,DK01,2,0.1484
2016,NUTS,2010,DK01,2,0.1346
2017,NUTS,2010,DK01,2,0.1954
2019,NUTS,2010,DK01,2,0.202
2011,NUTS,2010,DK02,2,0.0682
2012,NUTS,2010,DK02,2,0.0747
2013,NUTS,2010,DK02,2,0.1101
2014,NUTS,2010,DK02,2,0.147
2015,NUTS,2010,DK02,2,0.1691
2016,NUTS,2010,DK02,2,0.0947
2017,NUTS,2010,DK02,2,0.0926
2019,NUTS,2010,DK02,2,0.0964
2011,NUTS,2010,DK03,2,0.0626
2012,NUTS,2010,DK03,2,0.0734
2013,NUTS,2010,DK03,2,0.0778
2014,NUTS,2010,DK03,2,0.0789
2015,NUTS,2010,DK03,2,0.0793
2016,NUTS,2010,DK03,2,0.0968
2017,NUTS,2010,DK03,2,0.0185
2019,NUTS,2010,DK03,2,0.019
2011,NUTS,2010,DK04,2,0.0808
2012,NUTS,2010,DK04,2,0.0961
2013,NUTS,2010,DK04,2,0.1066
2014,NUTS,2010,DK04,2,0.1076
2015,NUTS,2010,DK04,2,0.1221
2016,NUTS,2010,DK04,2,0.1331
2017,NUTS,2010,DK04,2,0.1244
2019,NUTS,2010,DK04,2,0.1065
2011,NUTS,2010,DK05,2,0.0125
2012,NUTS,2010,DK05,2,0.016
2013,NUTS,2010,DK05,2,0.0158
2014,NUTS,2010,DK05,2,0.0154
2015,NUTS,2010,DK05,2,0.0284
2016,NUTS,2010,DK05,2,0.0236
2017,NUTS,2010,DK05,2,0.1813
2019,NUTS,2010,DK05,2,0.1943
2011,NUTS,2010,EA19,2,0.2421
2012,NUTS,2010,EA19,2,0.2491
2013,NUTS,2010,EA19,2,0.2487
2014,NUTS,2010,EA19,2,0.2525
2015,NUTS,2010,EA19,2,0.2607
2016,NUTS,2010,EA19,2,0.2615
2017,NUTS,2010,EA19,2,0.2627
2018,NUTS,2010,EA19,2,0.2677
2019,NUTS,2010,EA19,2,0.2704
2011,NUTS,2010,EE,0,0.1862
2012,NUTS,2010,EE,0,0.1873
2013,NUTS,2010,EE,0,0.1891
2014,NUTS,2010,EE,0,0.1793
2015,NUTS,2010,EE,0,0.1792
2016,NUTS,2010,EE,0,0.1567
2017,NUTS,2010,EE,0,0.1552
2018,NUTS,2010,EE,0,0.1297
2019,NUTS,2010,EE,0,0.1277
2011,NUTS,2010,EL,0,0.3346
2013,NUTS,2010,EL,0,0.4905
2015,NUTS,2010,EL,0,0.7885
2017,NUTS,2010,EL,0,0.7132
2019,NUTS,2010,EL,0,0.7816
2011,NUTS,2010,EL3,1,0.3898
2013,NUTS,2010,EL3,1,0.5856
2015,NUTS,2010,EL3,1,1.0873
2017,NUTS,2010,EL3,1,1.1428
2019,NUTS,2010,EL3,1,1.261
2011,NUTS,2010,EL30,2,0.3898
2013,NUTS,2010,EL30,2,0.5856
2015,NUTS,2010,EL30,2,1.0873
2017,NUTS,2010,EL30,2,1.1428
2019,NUTS,2010,EL30,2,1.261
2011,NUTS,2010,EL4,1,0.4737
2013,NUTS,2010,EL4,1,0.6808
2015,NUTS,2010,EL4,1,0.8164
2017,NUTS,2010,EL4,1,0.7303
2019,NUTS,2010,EL4,1,0.6712
2011,NUTS,2010,EL41,2,0.1955
2013,NUTS,2010,EL41,2,0.2546
2015,NUTS,2010,EL41,2,0.7462
2017,NUTS,2010,EL41,2,0.5259
2019,NUTS,2010,EL41,2,0.4679
2011,NUTS,2010,EL42,2,0.3106
2013,NUTS,2010,EL42,2,0.3314
2015,NUTS,2010,EL42,2,0.2887
2017,NUTS,2010,EL42,2,0.242
2019,NUTS,2010,EL42,2,0.2684
2011,NUTS,2010,EL43,2,0.6347
2013,NUTS,2010,EL43,2,1.0107
2015,NUTS,2010,EL43,2,1.1722
2017,NUTS,2010,EL43,2,1.0562
2019,NUTS,2010,EL43,2,0.9431
2011,NUTS,2010,EL5,1,0.2877
2013,NUTS,2010,EL5,1,0.4108
2015,NUTS,2010,EL5,1,0.5557
2017,NUTS,2010,EL5,1,0.4786
2019,NUTS,2010,EL5,1,0.5092
2011,NUTS,2010,EL51,2,0.0654
2013,NUTS,2010,EL51,2,0.2044
2015,NUTS,2010,EL51,2,0.1764
2017,NUTS,2010,EL51,2,0.1448
2019,NUTS,2010,EL51,2,0.1859
2011,NUTS,2010,EL52,2,0.3053
2013,NUTS,2010,EL52,2,0.4305
2015,NUTS,2010,EL52,2,0.6901
2017,NUTS,2010,EL52,2,0.6284
2019,NUTS,2010,EL52,2,0.6638
2011,NUTS,2010,EL53,2,0.6634
2013,NUTS,2010,EL53,2,0.358
2015,NUTS,2010,EL53,2,0.8079
2017,NUTS,2010,EL53,2,0.4166
2019,NUTS,2010,EL53,2,0.4087
2011,NUTS,2010,EL54,2,0.2907
2013,NUTS,2010,EL54,2,0.718
2015,NUTS,2010,EL54,2,0.3077
2017,NUTS,2010,EL54,2,0.2887
2019,NUTS,2010,EL54,2,0.3212
2011,NUTS,2010,EL6,1,0.2071
2013,NUTS,2010,EL6,1,0.3022
2015,NUTS,2010,EL6,1,0.5229
2017,NUTS,2010,EL6,1,0.2649
2019,NUTS,2010,EL6,1,0.3193
2011,NUTS,2010,EL61,2,0.2053
2013,NUTS,2010,EL61,2,0.2263
2015,NUTS,2010,EL61,2,0.3368
2017,NUTS,2010,EL61,2,0.1913
2019,NUTS,2010,EL61,2,0.1983
2011,NUTS,2010,EL62,2,0.1993
2013,NUTS,2010,EL62,2,0.2168
2015,NUTS,2010,EL62,2,0.5247
2017,NUTS,2010,EL62,2,0.1995
2019,NUTS,2010,EL62,2,0.2293
2011,NUTS,2010,EL63,2,0.1398
2013,NUTS,2010,EL63,2,0.4583
2015,NUTS,2010,EL63,2,0.7997
2017,NUTS,2010,EL63,2,0.4811
2019,NUTS,2010,EL63,2,0.3763
2011,NUTS,2010,EL64,2,0.1626
2013,NUTS,2010,EL64,2,0.1839
2015,NUTS,2010,EL64,2,0.3022
2017,NUTS,2010,EL64,2,0.1138
2019,NUTS,2010,EL64,2,0.1962
2011,NUTS,2010,EL65,2,0.3285
2013,NUTS,2010,EL65,2,0.3696
2015,NUTS,2010,EL65,2,0.6548
2017,NUTS,2010,EL65,2,0.2883
2019,NUTS,2010,EL65,2,0.5525
2011,NUTS,2010,ES,0,0.3184
2012,NUTS,2010,ES,0,0.3224
2013,NUTS,2010,ES,0,0.3157
2014,NUTS,2010,ES,0,0.3115
2015,NUTS,2010,ES,0,0.3215
2016,NUTS,2010,ES,0,0.316
2017,NUTS,2010,ES,0,0.3137
2018,NUTS,2010,ES,0,0.3075
2019,NUTS,2010,ES,0,0.3082
2011,NUTS,2010,ES1,1,0.2079
2013,NUTS,2010,ES1,1,0.2055
2014,NUTS,2010,ES1,1,0.2115
2015,NUTS,2010,ES1,1,0.2181
2016,NUTS,2010,ES1,1,0.2206
2017,NUTS,2010,ES1,1,0.2246
2018,NUTS,2010,ES1,1,0.2403
2019,NUTS,2010,ES1,1,0.2621
2013,NUTS,2010,ES11,2,0.2008
2014,NUTS,2010,ES11,2,0.205
2015,NUTS,2010,ES11,2,0.2121
2016,NUTS,2010,ES11,2,0.212
2017,NUTS,2010,ES11,2,0.23
2018,NUTS,2010,ES11,2,0.2424
2019,NUTS,2010,ES11,2,0.2729
2012,NUTS,2010,ES12,2,0.1862
2013,NUTS,2010,ES12,2,0.1757
2014,NUTS,2010,ES12,2,0.1616
2015,NUTS,2010,ES12,2,0.1677
2016,NUTS,2010,ES12,2,0.1772
2017,NUTS,2010,ES12,2,0.175
2018,NUTS,2010,ES12,2,0.183
2019,NUTS,2010,ES12,2,0.1809
2011,NUTS,2010,ES13,2,0.301
2012,NUTS,2010,ES13,2,0.3074
2013,NUTS,2010,ES13,2,0.2764
2014,NUTS,2010,ES13,2,0.3236
2015,NUTS,2010,ES13,2,0.3285
2016,NUTS,2010,ES13,2,0.3299
2017,NUTS,2010,ES13,2,0.2834
2018,NUTS,2010,ES13,2,0.3241
2019,NUTS,2010,ES13,2,0.3425
2011,NUTS,2010,ES2,1,0.3139
2012,NUTS,2010,ES2,1,0.3361
2013,NUTS,2010,ES2,1,0.3338
2014,NUTS,2010,ES2,1,0.3266
2016,NUTS,2010,ES2,1,0.3301
2017,NUTS,2010,ES2,1,0.3284
2018,NUTS,2010,ES2,1,0.3395
2019,NUTS,2010,ES2,1,0.3359
2011,NUTS,2010,ES21,2,0.3241
2012,NUTS,2010,ES21,2,0.3607
2013,NUTS,2010,ES21,2,0.3523
2014,NUTS,2010,ES21,2,0.3436
2015,NUTS,2010,ES21,2,0.3708
2016,NUTS,2010,ES21,2,0.3713
2017,NUTS,2010,ES21,2,0.3637
2018,NUTS,2010,ES21,2,0.3765
2019,NUTS,2010,ES21,2,0.3754
2011,NUTS,2010,ES22,2,0.2039
2012,NUTS,2010,ES22,2,0.2097
2013,NUTS,2010,ES22,2,0.2301
2014,NUTS,2010,ES22,2,0.2518
2016,NUTS,2010,ES22,2,0.2617
2017,NUTS,2010,ES22,2,0.2719
2018,NUTS,2010,ES22,2,0.2895
2019,NUTS,2010,ES22,2,0.2821
2011,NUTS,2010,ES23,2,0.4713
2012,NUTS,2010,ES23,2,0.5237
2013,NUTS,2010,ES23,2,0.4683
2014,NUTS,2010,ES23,2,0.3986
2015,NUTS,2010,ES23,2,0.3911
2016,NUTS,2010,ES23,2,0.3839
2017,NUTS,2010,ES23,2,0.4271
2018,NUTS,2010,ES23,2,0.4312
2019,NUTS,2010,ES23,2,0.4139
2011,NUTS,2010,ES24,2,0.3136
2012,NUTS,2010,ES24,2,0.3141
2013,NUTS,2010,ES24,2,0.3218
2014,NUTS,2010,ES24,2,0.3184
2015,NUTS,2010,ES24,2,0.2897
2016,NUTS,2010,ES24,2,0.2833
2017,NUTS,2010,ES24,2,0.2766
2018,NUTS,2010,ES24,2,0.2827
2019,NUTS,2010,ES24,2,0.2806
2011,NUTS,2010,ES3,1,0.6043
2012,NUTS,2010,ES3,1,0.5982
2013,NUTS,2010,ES3,1,0.5674
2014,NUTS,2010,ES3,1,0.5771
2015,NUTS,2010,ES3,1,0.5637
2016,NUTS,2010,ES3,1,0.5889
2017,NUTS,2010,ES3,1,0.5694
2018,NUTS,2010,ES3,1,0.5383
2019,NUTS,2010,ES3,1,0.5324
2011,NUTS,2010,ES30,2,0.6043
2012,NUTS,2010,ES30,2,0.5982
2013,NUTS,2010,ES30,2,0.5674
2014,NUTS,2010,ES30,2,0.5771
2015,NUTS,2010,ES30,2,0.5637
2016,NUTS,2010,ES30,2,0.5889
2017,NUTS,2010,ES30,2,0.5694
2018,NUTS,2010,ES30,2,0.5383
2019,NUTS,2010,ES30,2,0.5324
2011,NUTS,2010,ES4,1,0.1965
2013,NUTS,2010,ES4,1,0.1902
2014,NUTS,2010,ES4,1,0.1818
2015,NUTS,2010,ES4,1,0.1998
2016,NUTS,2010,ES4,1,0.1862
2017,NUTS,2010,ES4,1,0.1873
2018,NUTS,2010,ES4,1,0.1999
2019,NUTS,2010,ES4,1,0.194
2012,NUTS,2010,ES41,2,0.1591
2013,NUTS,2010,ES41,2,0.1632
2014,NUTS,2010,ES41,2,0.167
2015,NUTS,2010,ES41,2,0.1799
2016,NUTS,2010,ES41,2,0.1638
2017,NUTS,2010,ES41,2,0.1651
2018,NUTS,2010,ES41,2,0.1652
2019,NUTS,2010,ES41,2,0.1624
2013,NUTS,2010,ES42,2,0.2243
2014,NUTS,2010,ES42,2,0.2227
2015,NUTS,2010,ES42,2,0.2324
2016,NUTS,2010,ES42,2,0.2298
2017,NUTS,2010,ES42,2,0.225
2018,NUTS,2010,ES42,2,0.2518
2019,NUTS,2010,ES42,2,0.2395
2011,NUTS,2010,ES43,2,0.2135
2012,NUTS,2010,ES43,2,0.2216
2013,NUTS,2010,ES43,2,0.1911
2014,NUTS,2010,ES43,2,0.1382
2015,NUTS,2010,ES43,2,0.1858
2016,NUTS,2010,ES43,2,0.1555
2017,NUTS,2010,ES43,2,0.1659
2018,NUTS,2010,ES43,2,0.1797
2019,NUTS,2010,ES43,2,0.1781
2011,NUTS,2010,ES5,1,0.3004
2012,NUTS,2010,ES5,1,0.3025
2013,NUTS,2010,ES5,1,0.3041
2014,NUTS,2010,ES5,1,0.2971
2015,NUTS,2010,ES5,1,0.2984
2016,NUTS,2010,ES5,1,0.2883
2017,NUTS,2010,ES5,1,0.2963
2018,NUTS,2010,ES5,1,0.2888
2019,NUTS,2010,ES5,1,0.2889
2011,NUTS,2010,ES51,2,0.3636
2012,NUTS,2010,ES51,2,0.382
2013,NUTS,2010,ES51,2,0.3875
2014,NUTS,2010,ES51,2,0.3782
2015,NUTS,2010,ES51,2,0.3907
2016,NUTS,2010,ES51,2,0.3691
2017,NUTS,2010,ES51,2,0.3879
2018,NUTS,2010,ES51,2,0.385
2019,NUTS,2010,ES51,2,0.3863
2011,NUTS,2010,ES52,2,0.2028
2012,NUTS,2010,ES52,2,0.1939
2013,NUTS,2010,ES52,2,0.195
2014,NUTS,2010,ES52,2,0.1905
2015,NUTS,2010,ES52,2,0.1744
2016,NUTS,2010,ES52,2,0.1816
2017,NUTS,2010,ES52,2,0.1669
2018,NUTS,2010,ES52,2,0.1572
2019,NUTS,2010,ES52,2,0.1497
2011,NUTS,2010,ES53,2,0.2612
2012,NUTS,2010,ES53,2,0.2062
2013,NUTS,2010,ES53,2,0.19
2014,NUTS,2010,ES53,2,0.1855
2015,NUTS,2010,ES53,2,0.1972
2016,NUTS,2010,ES53,2,0.192
2017,NUTS,2010,ES53,2,0.2173
2018,NUTS,2010,ES53,2,0.1909
2019,NUTS,2010,ES53,2,0.2113
2011,NUTS,2010,ES6,1,0.253
2012,NUTS,2010,ES6,1,0.2566
2013,NUTS,2010,ES6,1,0.2567
2014,NUTS,2010,ES6,1,0.2524
2015,NUTS,2010,ES6,1,0.2952
2016,NUTS,2010,ES6,1,0.2754
2017,NUTS,2010,ES6,1,0.2624
2018,NUTS,2010,ES6,1,0.2471
2019,NUTS,2010,ES6,1,0.25
2011,NUTS,2010,ES61,2,0.2683
2012,NUTS,2010,ES61,2,0.2769
2013,NUTS,2010,ES61,2,0.2792
2014,NUTS,2010,ES61,2,0.2748
2015,NUTS,2010,ES61,2,0.3255
2016,NUTS,2010,ES61,2,0.3029
2017,NUTS,2010,ES61,2,0.2867
2018,NUTS,2010,ES61,2,0.2687
2019,NUTS,2010,ES61,2,0.2722
2012,NUTS,2010,ES62,2,0.178
2013,NUTS,2010,ES62,2,0.1688
2014,NUTS,2010,ES62,2,0.1645
2015,NUTS,2010,ES62,2,0.1648
2016,NUTS,2010,ES62,2,0.1631
2017,NUTS,2010,ES62,2,0.1639
2018,NUTS,2010,ES62,2,0.1601
2019,NUTS,2010,ES62,2,0.1597
2011,NUTS,2010,ES7,1,0.2014
2012,NUTS,2010,ES7,1,0.2024
2013,NUTS,2010,ES7,1,0.1909
2014,NUTS,2010,ES7,1,0.1695
2015,NUTS,2010,ES7,1,0.1717
2016,NUTS,2010,ES7,1,0.1622
2017,NUTS,2010,ES7,1,0.1665
2018,NUTS,2010,ES7,1,0.1634
2019,NUTS,2010,ES7,1,0.149
2011,NUTS,2010,ES70,2,0.2014
2012,NUTS,2010,ES70,2,0.2024
2013,NUTS,2010,ES70,2,0.1909
2014,NUTS,2010,ES70,2,0.1695
2015,NUTS,2010,ES70,2,0.1717
2016,NUTS,2010,ES70,2,0.1622
2017,NUTS,2010,ES70,2,0.1665
2018,NUTS,2010,ES70,2,0.1634
2019,NUTS,2010,ES70,2,0.149
2011,NUTS,2010,EU27_2020,7,0.2353
2012,NUTS,2010,EU27_2020,7,0.2415
2013,NUTS,2010,EU27_2020,7,0.2427
2014,NUTS,2010,EU27_2020,7,0.2449
2015,NUTS,2010,EU27_2020,7,0.2522
2016,NUTS,2010,EU27_2020,7,0.2412
2017,NUTS,2010,EU27_2020,7,0.2438
2018,NUTS,2010,EU27_2020,7,0.2492
2019,NUTS,2010,EU27_2020,7,0.2517
2011,NUTS,2010,FI,0,0.3632
2012,NUTS,2010,FI,0,0.3439
2013,NUTS,2010,FI,0,0.3412
2014,NUTS,2010,FI,0,0.3127
2015,NUTS,2010,FI,0,0.2771
2016,NUTS,2010,FI,0,0.2491
2017,NUTS,2010,FI,0,0.2635
2018,NUTS,2010,FI,0,0.2583
2019,NUTS,2010,FI,0,0.2508
2012,NUTS,2010,FI1,1,0.3683
2015,NUTS,2010,FI1,1,0.3042
2016,NUTS,2010,FI1,1,0.2778
2017,NUTS,2010,FI1,1,0.2544
2018,NUTS,2010,FI1,1,0.2489
2019,NUTS,2010,FI1,1,0.2414
2011,NUTS,2010,FI19,2,0.1669
2012,NUTS,2010,FI19,2,0.1592
2013,NUTS,2010,FI19,2,0.1623
2015,NUTS,2010,FI19,2,0.1291
2016,NUTS,2010,FI19,2,0.1272
2017,NUTS,2010,FI19,2,0.0737
2018,NUTS,2010,FI19,2,0.072
2019,NUTS,2010,FI19,2,0.0663
2011,NUTS,2010,FI1B,2,0.7586
2012,NUTS,2010,FI1B,2,0.7117
2013,NUTS,2010,FI1B,2,0.7014
2015,NUTS,2010,FI1B,2,0.5825
2016,NUTS,2010,FI1B,2,0.5354
2017,NUTS,2010,FI1B,2,0.52
2018,NUTS,2010,FI1B,2,0.5152
2019,NUTS,2010,FI1B,2,0.4985
2011,NUTS,2010,FI1C,2,0.1838
2012,NUTS,2010,FI1C,2,0.1692
2013,NUTS,2010,FI1C,2,0.1784
2015,NUTS,2010,FI1C,2,0.1676
2016,NUTS,2010,FI1C,2,0.1355
2017,NUTS,2010,FI1C,2,0.1038
2018,NUTS,2010,FI1C,2,0.0973
2019,NUTS,2010,FI1C,2,0.0957
2011,NUTS,2010,FI1D,2,0.2928
2012,NUTS,2010,FI1D,2,0.2885
2013,NUTS,2010,FI1D,2,0.2691
2015,NUTS,2010,FI1D,2,0.2087
2016,NUTS,2010,FI1D,2,0.1881
2017,NUTS,2010,FI1D,2,0.1929
2018,NUTS,2010,FI1D,2,0.1834
2019,NUTS,2010,FI1D,2,0.1789
2012,NUTS,2010,FI2,1,0.0
2013,NUTS,2010,FI2,1,0.0
2015,NUTS,2010,FI2,1,0.0
2016,NUTS,2010,FI2,1,0.0
2017,NUTS,2010,FI2,1,0.0
2018,NUTS,2010,FI2,1,0.0
2019,NUTS,2010,FI2,1,0.0
2012,NUTS,2010,FI20,2,0.0
2013,NUTS,2010,FI20,2,0.0
2015,NUTS,2010,FI20,2,0.0
2016,NUTS,2010,FI20,2,0.0
2017,NUTS,2010,FI20,2,0.0
2018,NUTS,2010,FI20,2,0.0
2019,NUTS,2010,FI20,2,0.0
2011,NUTS,2010,FR,0,0.1981
2012,NUTS,2010,FR,0,0.1964
2013,NUTS,2010,FR,0,0.1967
2014,NUTS,2010,FR,0,0.1959
2016,NUTS,2010,FR,0,0.1977
2017,NUTS,2010,FR,0,0.1942
2018,NUTS,2010,FR,0,0.1946
2011,NUTS,2010,HR,0,0.3052
2012,NUTS,2010,HR,0,0.3132
2013,NUTS,2010,HR,0,0.3123
2014,NUTS,2010,HR,0,0.29
2015,NUTS,2010,HR,0,0.2768
2016,NUTS,2010,HR,0,0.2617
2017,NUTS,2010,HR,0,0.2676
2018,NUTS,2010,HR,0,0.2661
2019,NUTS,2010,HR,0,0.2781
2020,NUTS,2010,HR,0,0.2961
2011,NUTS,2010,HR0,1,0.2976
2012,NUTS,2010,HR0,1,0.3055
2013,NUTS,2010,HR0,1,0.3062
2014,NUTS,2010,HR0,1,0.2856
2015,NUTS,2010,HR0,1,0.2723
2016,NUTS,2010,HR0,1,0.2579
2017,NUTS,2010,HR0,1,0.2639
2018,NUTS,2010,HR0,1,0.2621
2019,NUTS,2010,HR0,1,0.2732
2020,NUTS,2010,HR0,1,0.2912
2011,NUTS,2010,HR03,2,0.0776
2012,NUTS,2010,HR03,2,0.0864
2013,NUTS,2010,HR03,2,0.0877
2014,NUTS,2010,HR03,2,0.055
2015,NUTS,2010,HR03,2,0.0523
2016,NUTS,2010,HR03,2,0.0946
2017,NUTS,2010,HR03,2,0.0953
2018,NUTS,2010,HR03,2,0.1031
2019,NUTS,2010,HR03,2,0.129
2020,NUTS,2010,HR03,2,0.1199
2011,NUTS,2010,HR04,2,0.3989
2012,NUTS,2010,HR04,2,0.4094
2013,NUTS,2010,HR04,2,0.4094
2014,NUTS,2010,HR04,2,0.398
2015,NUTS,2010,HR04,2,0.3774
2016,NUTS,2010,HR04,2,0.3348
2017,NUTS,2010,HR04,2,0.3463
2018,NUTS,2010,HR04,2,0.3358
2019,NUTS,2010,HR04,2,0.3412
2011,NUTS,2010,HU,0,0.2626
2012,NUTS,2010,HU,0,0.2431
2013,NUTS,2010,HU,0,0.2329
2014,NUTS,2010,HU,0,0.2237
2015,NUTS,2010,HU,0,0.2449
2016,NUTS,2010,HU,0,0.2099
