year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_bes_rse_pc_act_hc_t
2015,NUTS,2010,EA19,2,0.5426
2017,NUTS,2010,EA19,2,0.6052
2019,NUTS,2010,EA19,2,0.6738
2011,NUTS,2010,EE,0,0.325
2012,NUTS,2010,EE,0,0.3062
2013,NUTS,2010,EE,0,0.2823
2014,NUTS,2010,EE,0,0.3151
2015,NUTS,2010,EE,0,0.2725
2016,NUTS,2010,EE,0,0.2708
2017,NUTS,2010,EE,0,0.3313
2018,NUTS,2010,EE,0,0.3146
2019,NUTS,2010,EE,0,0.3854
2011,NUTS,2010,EL,0,0.1208
2013,NUTS,2010,EL,0,0.1257
2015,NUTS,2010,EL,0,0.1502
2017,NUTS,2010,EL,0,0.3337
2019,NUTS,2010,EL,0,0.3242
2011,NUTS,2010,EL3,1,0.2004
2013,NUTS,2010,EL3,1,0.2385
2015,NUTS,2010,EL3,1,0.2866
2017,NUTS,2010,EL3,1,0.6053
2019,NUTS,2010,EL3,1,0.5995
2011,NUTS,2010,EL30,2,0.2004
2013,NUTS,2010,EL30,2,0.2385
2015,NUTS,2010,EL30,2,0.2866
2017,NUTS,2010,EL30,2,0.6053
2019,NUTS,2010,EL30,2,0.5995
2011,NUTS,2010,EL4,1,0.0135
2013,NUTS,2010,EL4,1,0.0239
2015,NUTS,2010,EL4,1,0.0339
2017,NUTS,2010,EL4,1,0.0911
2019,NUTS,2010,EL4,1,0.0685
2011,NUTS,2010,EL41,2,0.0025
2013,NUTS,2010,EL41,2,0.0036
2015,NUTS,2010,EL41,2,0.0253
2017,NUTS,2010,EL41,2,0.0324
2019,NUTS,2010,EL41,2,0.0694
2011,NUTS,2010,EL42,2,0.0143
2013,NUTS,2010,EL42,2,0.0077
2015,NUTS,2010,EL42,2,0.009
2017,NUTS,2010,EL42,2,0.0204
2019,NUTS,2010,EL42,2,0.0091
2011,NUTS,2010,EL43,2,0.0159
2013,NUTS,2010,EL43,2,0.0388
2015,NUTS,2010,EL43,2,0.0504
2017,NUTS,2010,EL43,2,0.1473
2019,NUTS,2010,EL43,2,0.1002
2011,NUTS,2010,EL5,1,0.0968
2013,NUTS,2010,EL5,1,0.0569
2015,NUTS,2010,EL5,1,0.0773
2017,NUTS,2010,EL5,1,0.211
2019,NUTS,2010,EL5,1,0.1832
2011,NUTS,2010,EL51,2,0.0495
2013,NUTS,2010,EL51,2,0.0375
2015,NUTS,2010,EL51,2,0.0627
2017,NUTS,2010,EL51,2,0.1291
2019,NUTS,2010,EL51,2,0.0594
2011,NUTS,2010,EL52,2,0.1329
2013,NUTS,2010,EL52,2,0.0734
2015,NUTS,2010,EL52,2,0.0959
2017,NUTS,2010,EL52,2,0.258
2019,NUTS,2010,EL52,2,0.2381
2011,NUTS,2010,EL53,2,0.0314
2013,NUTS,2010,EL53,2,0.0409
2015,NUTS,2010,EL53,2,0.0512
2017,NUTS,2010,EL53,2,0.0587
2019,NUTS,2010,EL53,2,0.0503
2011,NUTS,2010,EL54,2,0.0317
2013,NUTS,2010,EL54,2,0.0126
2015,NUTS,2010,EL54,2,0.0186
2017,NUTS,2010,EL54,2,0.2178
2019,NUTS,2010,EL54,2,0.2062
2011,NUTS,2010,EL6,1,0.0612
2013,NUTS,2010,EL6,1,0.0638
2015,NUTS,2010,EL6,1,0.0669
2017,NUTS,2010,EL6,1,0.1559
2019,NUTS,2010,EL6,1,0.1615
2011,NUTS,2010,EL61,2,0.01
2013,NUTS,2010,EL61,2,0.0225
2015,NUTS,2010,EL61,2,0.0372
2017,NUTS,2010,EL61,2,0.0965
2019,NUTS,2010,EL61,2,0.1503
2011,NUTS,2010,EL62,2,0.0011
2013,NUTS,2010,EL62,2,0.0011
2015,NUTS,2010,EL62,2,0.0433
2017,NUTS,2010,EL62,2,0.0253
2019,NUTS,2010,EL62,2,0.0545
2011,NUTS,2010,EL63,2,0.1011
2013,NUTS,2010,EL63,2,0.1131
2015,NUTS,2010,EL63,2,0.1093
2017,NUTS,2010,EL63,2,0.2444
2019,NUTS,2010,EL63,2,0.2248
2011,NUTS,2010,EL64,2,0.1203
2013,NUTS,2010,EL64,2,0.125
2015,NUTS,2010,EL64,2,0.1049
2017,NUTS,2010,EL64,2,0.2456
2019,NUTS,2010,EL64,2,0.2256
2011,NUTS,2010,EL65,2,0.0459
2013,NUTS,2010,EL65,2,0.0241
2015,NUTS,2010,EL65,2,0.0265
2017,NUTS,2010,EL65,2,0.0884
2019,NUTS,2010,EL65,2,0.0783
2011,NUTS,2010,ES,0,0.2551
2012,NUTS,2010,ES,0,0.256
2013,NUTS,2010,ES,0,0.2576
2014,NUTS,2010,ES,0,0.2597
2015,NUTS,2010,ES,0,0.2645
2016,NUTS,2010,ES,0,0.2759
2017,NUTS,2010,ES,0,0.2905
2018,NUTS,2010,ES,0,0.3127
2019,NUTS,2010,ES,0,0.3175
2011,NUTS,2010,ES1,1,0.1993
2012,NUTS,2010,ES1,1,0.1908
2013,NUTS,2010,ES1,1,0.1991
2014,NUTS,2010,ES1,1,0.1969
2015,NUTS,2010,ES1,1,0.1923
2016,NUTS,2010,ES1,1,0.2188
2017,NUTS,2010,ES1,1,0.2423
2018,NUTS,2010,ES1,1,0.2626
2019,NUTS,2010,ES1,1,0.2713
2011,NUTS,2010,ES11,2,0.1906
2012,NUTS,2010,ES11,2,0.1867
2013,NUTS,2010,ES11,2,0.2
2014,NUTS,2010,ES11,2,0.2039
2015,NUTS,2010,ES11,2,0.1983
2016,NUTS,2010,ES11,2,0.2304
2017,NUTS,2010,ES11,2,0.2575
2018,NUTS,2010,ES11,2,0.291
2019,NUTS,2010,ES11,2,0.2879
2011,NUTS,2010,ES12,2,0.2539
2012,NUTS,2010,ES12,2,0.2344
2013,NUTS,2010,ES12,2,0.2347
2014,NUTS,2010,ES12,2,0.2283
2015,NUTS,2010,ES12,2,0.2146
2016,NUTS,2010,ES12,2,0.2259
2017,NUTS,2010,ES12,2,0.2365
2018,NUTS,2010,ES12,2,0.2474
2019,NUTS,2010,ES12,2,0.2875
2011,NUTS,2010,ES13,2,0.146
2012,NUTS,2010,ES13,2,0.1346
2013,NUTS,2010,ES13,2,0.1332
2014,NUTS,2010,ES13,2,0.1116
2015,NUTS,2010,ES13,2,0.1272
2016,NUTS,2010,ES13,2,0.1536
2017,NUTS,2010,ES13,2,0.1823
2018,NUTS,2010,ES13,2,0.1583
2019,NUTS,2010,ES13,2,0.1689
2011,NUTS,2010,ES2,1,0.6184
2012,NUTS,2010,ES2,1,0.6358
2013,NUTS,2010,ES2,1,0.634
2014,NUTS,2010,ES2,1,0.6316
2015,NUTS,2010,ES2,1,0.6498
2016,NUTS,2010,ES2,1,0.6591
2017,NUTS,2010,ES2,1,0.6939
2018,NUTS,2010,ES2,1,0.7261
2019,NUTS,2010,ES2,1,0.7362
2011,NUTS,2010,ES21,2,0.9082
2012,NUTS,2010,ES21,2,0.9658
2013,NUTS,2010,ES21,2,0.9741
2014,NUTS,2010,ES21,2,0.9678
2015,NUTS,2010,ES21,2,0.9952
2016,NUTS,2010,ES21,2,0.9974
2017,NUTS,2010,ES21,2,1.0812
2018,NUTS,2010,ES21,2,1.1453
2019,NUTS,2010,ES21,2,1.1649
2011,NUTS,2010,ES22,2,0.5948
2012,NUTS,2010,ES22,2,0.5581
2013,NUTS,2010,ES22,2,0.5551
2014,NUTS,2010,ES22,2,0.546
2015,NUTS,2010,ES22,2,0.6104
2016,NUTS,2010,ES22,2,0.6211
2017,NUTS,2010,ES22,2,0.5784
2018,NUTS,2010,ES22,2,0.5606
2019,NUTS,2010,ES22,2,0.5289
2011,NUTS,2010,ES23,2,0.2673
2012,NUTS,2010,ES23,2,0.2652
2013,NUTS,2010,ES23,2,0.2494
2014,NUTS,2010,ES23,2,0.2394
2015,NUTS,2010,ES23,2,0.2198
2016,NUTS,2010,ES23,2,0.219
2017,NUTS,2010,ES23,2,0.2135
2018,NUTS,2010,ES23,2,0.2116
2019,NUTS,2010,ES23,2,0.2388
2011,NUTS,2010,ES24,2,0.2391
2012,NUTS,2010,ES24,2,0.2348
2013,NUTS,2010,ES24,2,0.2197
2014,NUTS,2010,ES24,2,0.2328
2015,NUTS,2010,ES24,2,0.2217
2016,NUTS,2010,ES24,2,0.2437
2017,NUTS,2010,ES24,2,0.2478
2018,NUTS,2010,ES24,2,0.2607
2019,NUTS,2010,ES24,2,0.2789
2011,NUTS,2010,ES3,1,0.4378
2012,NUTS,2010,ES3,1,0.4338
2013,NUTS,2010,ES3,1,0.4481
2014,NUTS,2010,ES3,1,0.4528
2015,NUTS,2010,ES3,1,0.4575
2016,NUTS,2010,ES3,1,0.4652
2017,NUTS,2010,ES3,1,0.4804
2018,NUTS,2010,ES3,1,0.5176
2019,NUTS,2010,ES3,1,0.5202
2011,NUTS,2010,ES30,2,0.4378
2012,NUTS,2010,ES30,2,0.4338
2013,NUTS,2010,ES30,2,0.4481
2014,NUTS,2010,ES30,2,0.4528
2015,NUTS,2010,ES30,2,0.4575
2016,NUTS,2010,ES30,2,0.4652
2017,NUTS,2010,ES30,2,0.4804
2018,NUTS,2010,ES30,2,0.5176
2019,NUTS,2010,ES30,2,0.5202
2011,NUTS,2010,ES4,1,0.1361
2012,NUTS,2010,ES4,1,0.1355
2013,NUTS,2010,ES4,1,0.1223
2014,NUTS,2010,ES4,1,0.1236
2015,NUTS,2010,ES4,1,0.1239
2016,NUTS,2010,ES4,1,0.1274
2017,NUTS,2010,ES4,1,0.1419
2018,NUTS,2010,ES4,1,0.1535
2019,NUTS,2010,ES4,1,0.159
2011,NUTS,2010,ES41,2,0.206
2012,NUTS,2010,ES41,2,0.2176
2013,NUTS,2010,ES41,2,0.1867
2014,NUTS,2010,ES41,2,0.1859
2015,NUTS,2010,ES41,2,0.1976
2016,NUTS,2010,ES41,2,0.1842
2017,NUTS,2010,ES41,2,0.2102
2018,NUTS,2010,ES41,2,0.242
2019,NUTS,2010,ES41,2,0.2473
2011,NUTS,2010,ES42,2,0.095
2012,NUTS,2010,ES42,2,0.0822
2013,NUTS,2010,ES42,2,0.078
2014,NUTS,2010,ES42,2,0.0838
2015,NUTS,2010,ES42,2,0.0731
2016,NUTS,2010,ES42,2,0.0954
2017,NUTS,2010,ES42,2,0.0948
2018,NUTS,2010,ES42,2,0.0863
2019,NUTS,2010,ES42,2,0.0961
2011,NUTS,2010,ES43,2,0.0527
2012,NUTS,2010,ES43,2,0.0499
2013,NUTS,2010,ES43,2,0.063
2014,NUTS,2010,ES43,2,0.0595
2015,NUTS,2010,ES43,2,0.0556
2016,NUTS,2010,ES43,2,0.0604
2017,NUTS,2010,ES43,2,0.0798
2018,NUTS,2010,ES43,2,0.0873
2019,NUTS,2010,ES43,2,0.0846
2011,NUTS,2010,ES5,1,0.2372
2012,NUTS,2010,ES5,1,0.239
2013,NUTS,2010,ES5,1,0.2406
2014,NUTS,2010,ES5,1,0.2492
2015,NUTS,2010,ES5,1,0.2613
2016,NUTS,2010,ES5,1,0.2806
2017,NUTS,2010,ES5,1,0.2976
2018,NUTS,2010,ES5,1,0.3213
2019,NUTS,2010,ES5,1,0.3245
2011,NUTS,2010,ES51,2,0.2949
2012,NUTS,2010,ES51,2,0.3102
2013,NUTS,2010,ES51,2,0.3144
2014,NUTS,2010,ES51,2,0.3254
2015,NUTS,2010,ES51,2,0.3503
2016,NUTS,2010,ES51,2,0.3677
2017,NUTS,2010,ES51,2,0.3917
2018,NUTS,2010,ES51,2,0.4236
2019,NUTS,2010,ES51,2,0.4144
2011,NUTS,2010,ES52,2,0.1946
2012,NUTS,2010,ES52,2,0.1796
2013,NUTS,2010,ES52,2,0.1772
2014,NUTS,2010,ES52,2,0.1842
2015,NUTS,2010,ES52,2,0.1817
2016,NUTS,2010,ES52,2,0.2035
2017,NUTS,2010,ES52,2,0.2141
2018,NUTS,2010,ES52,2,0.2292
2019,NUTS,2010,ES52,2,0.2531
2011,NUTS,2010,ES53,2,0.0307
2012,NUTS,2010,ES53,2,0.0252
2013,NUTS,2010,ES53,2,0.0295
2014,NUTS,2010,ES53,2,0.0301
2015,NUTS,2010,ES53,2,0.0292
2016,NUTS,2010,ES53,2,0.0519
2017,NUTS,2010,ES53,2,0.0479
2018,NUTS,2010,ES53,2,0.0594
2019,NUTS,2010,ES53,2,0.0555
2011,NUTS,2010,ES6,1,0.1116
2012,NUTS,2010,ES6,1,0.1146
2013,NUTS,2010,ES6,1,0.1213
2014,NUTS,2010,ES6,1,0.1194
2015,NUTS,2010,ES6,1,0.1139
2016,NUTS,2010,ES6,1,0.1151
2017,NUTS,2010,ES6,1,0.1149
2018,NUTS,2010,ES6,1,0.1259
2019,NUTS,2010,ES6,1,0.127
2011,NUTS,2010,ES61,2,0.1121
2012,NUTS,2010,ES61,2,0.114
2013,NUTS,2010,ES61,2,0.1248
2014,NUTS,2010,ES61,2,0.1204
2015,NUTS,2010,ES61,2,0.1126
2016,NUTS,2010,ES61,2,0.1105
2017,NUTS,2010,ES61,2,0.1082
2018,NUTS,2010,ES61,2,0.1212
2019,NUTS,2010,ES61,2,0.1191
2011,NUTS,2010,ES62,2,0.1187
2012,NUTS,2010,ES62,2,0.128
2013,NUTS,2010,ES62,2,0.1137
2014,NUTS,2010,ES62,2,0.1242
2015,NUTS,2010,ES62,2,0.1335
2016,NUTS,2010,ES62,2,0.1534
2017,NUTS,2010,ES62,2,0.1634
2018,NUTS,2010,ES62,2,0.1649
2019,NUTS,2010,ES62,2,0.1833
2012,NUTS,2010,ES63,2,0.0078
2015,NUTS,2010,ES63,2,0.0
2012,NUTS,2010,ES64,2,0.0171
2015,NUTS,2010,ES64,2,0.0
2011,NUTS,2010,ES7,1,0.0454
2012,NUTS,2010,ES7,1,0.0465
2013,NUTS,2010,ES7,1,0.0409
2014,NUTS,2010,ES7,1,0.0392
2015,NUTS,2010,ES7,1,0.0342
2016,NUTS,2010,ES7,1,0.0361
2017,NUTS,2010,ES7,1,0.0371
2018,NUTS,2010,ES7,1,0.0397
2019,NUTS,2010,ES7,1,0.0394
2011,NUTS,2010,ES70,2,0.0454
2012,NUTS,2010,ES70,2,0.0465
2013,NUTS,2010,ES70,2,0.0409
2014,NUTS,2010,ES70,2,0.0392
2015,NUTS,2010,ES70,2,0.0342
2016,NUTS,2010,ES70,2,0.0361
2017,NUTS,2010,ES70,2,0.0371
2018,NUTS,2010,ES70,2,0.0397
2019,NUTS,2010,ES70,2,0.0394
2011,NUTS,2010,EU27_2020,7,0.4061
2013,NUTS,2010,EU27_2020,7,0.4567
2015,NUTS,2010,EU27_2020,7,0.4977
2017,NUTS,2010,EU27_2020,7,0.5711
2019,NUTS,2010,EU27_2020,7,0.6351
2011,NUTS,2010,FI,0,1.0733
2012,NUTS,2010,FI,0,1.0443
2013,NUTS,2010,FI,0,1.0781
2014,NUTS,2010,FI,0,1.0566
2015,NUTS,2010,FI,0,1.0831
2016,NUTS,2010,FI,0,1.043
2017,NUTS,2010,FI,0,1.0081
2018,NUTS,2010,FI,0,1.0231
2019,NUTS,2010,FI,0,1.0922
2011,NUTS,2010,FI1,1,1.0471
2012,NUTS,2010,FI1,1,1.0166
2013,NUTS,2010,FI1,1,1.0497
2015,NUTS,2010,FI1,1,1.0458
2016,NUTS,2010,FI1,1,1.0088
2017,NUTS,2010,FI1,1,0.9749
2018,NUTS,2010,FI1,1,0.9875
2019,NUTS,2010,FI1,1,1.0526
2011,NUTS,2010,FI19,2,1.0152
2012,NUTS,2010,FI19,2,0.926
2013,NUTS,2010,FI19,2,0.9552
2015,NUTS,2010,FI19,2,0.9899
2016,NUTS,2010,FI19,2,0.8943
2017,NUTS,2010,FI19,2,0.9016
2018,NUTS,2010,FI19,2,0.9411
2019,NUTS,2010,FI19,2,0.9863
2011,NUTS,2010,FI1B,2,1.4402
2012,NUTS,2010,FI1B,2,1.4579
2013,NUTS,2010,FI1B,2,1.5117
2015,NUTS,2010,FI1B,2,1.5469
2016,NUTS,2010,FI1B,2,1.4714
2017,NUTS,2010,FI1B,2,1.3967
2018,NUTS,2010,FI1B,2,1.4091
2019,NUTS,2010,FI1B,2,1.5119
2011,NUTS,2010,FI1C,2,0.6316
2012,NUTS,2010,FI1C,2,0.6449
2013,NUTS,2010,FI1C,2,0.6614
2015,NUTS,2010,FI1C,2,0.5892
2016,NUTS,2010,FI1C,2,0.5879
2017,NUTS,2010,FI1C,2,0.5526
2018,NUTS,2010,FI1C,2,0.5309
2019,NUTS,2010,FI1C,2,0.5634
2011,NUTS,2010,FI1D,2,0.9189
2012,NUTS,2010,FI1D,2,0.837
2013,NUTS,2010,FI1D,2,0.8516
2015,NUTS,2010,FI1D,2,0.7955
2016,NUTS,2010,FI1D,2,0.8422
2017,NUTS,2010,FI1D,2,0.8184
2018,NUTS,2010,FI1D,2,0.8288
2019,NUTS,2010,FI1D,2,0.8763
2011,NUTS,2010,FI2,1,0.2105
2012,NUTS,2010,FI2,1,0.2378
2013,NUTS,2010,FI2,1,0.3397
2015,NUTS,2010,FI2,1,0.1707
2016,NUTS,2010,FI2,1,0.2622
2017,NUTS,2010,FI2,1,0.1056
2018,NUTS,2010,FI2,1,0.2075
2019,NUTS,2010,FI2,1,0.1419
2011,NUTS,2010,FI20,2,0.2105
2012,NUTS,2010,FI20,2,0.2378
2013,NUTS,2010,FI20,2,0.3397
2015,NUTS,2010,FI20,2,0.1707
2016,NUTS,2010,FI20,2,0.2622
2017,NUTS,2010,FI20,2,0.1056
2018,NUTS,2010,FI20,2,0.2075
2019,NUTS,2010,FI20,2,0.1419
2011,NUTS,2010,FR,0,0.6792
2012,NUTS,2010,FR,0,0.7299
2013,NUTS,2010,FR,0,0.7506
2014,NUTS,2010,FR,0,0.7623
2016,NUTS,2010,FR,0,0.8069
2017,NUTS,2010,FR,0,0.8705
2018,NUTS,2010,FR,0,0.908
2011,NUTS,2010,FR1,1,1.533
2012,NUTS,2010,FR1,1,1.6071
2013,NUTS,2010,FR1,1,1.6527
2011,NUTS,2010,FR10,2,1.533
2012,NUTS,2010,FR10,2,1.6071
2013,NUTS,2010,FR10,2,1.6527
2011,NUTS,2010,FR2,1,0.3099
2012,NUTS,2010,FR2,1,0.3318
2013,NUTS,2010,FR2,1,0.328
2011,NUTS,2010,FR21,2,0.1998
2012,NUTS,2010,FR21,2,0.2279
2013,NUTS,2010,FR21,2,0.2283
2011,NUTS,2010,FR22,2,0.3013
2012,NUTS,2010,FR22,2,0.2972
2013,NUTS,2010,FR22,2,0.3314
2011,NUTS,2010,FR23,2,0.3169
2012,NUTS,2010,FR23,2,0.408
2013,NUTS,2010,FR23,2,0.3974
2011,NUTS,2010,FR24,2,0.398
2012,NUTS,2010,FR24,2,0.3624
2013,NUTS,2010,FR24,2,0.3664
2011,NUTS,2010,FR25,2,0.3088
2012,NUTS,2010,FR25,2,0.3385
2013,NUTS,2010,FR25,2,0.2932
2011,NUTS,2010,FR26,2,0.2648
2012,NUTS,2010,FR26,2,0.315
2013,NUTS,2010,FR26,2,0.2955
2011,NUTS,2010,FR3,1,0.2373
2012,NUTS,2010,FR3,1,0.2255
2013,NUTS,2010,FR3,1,0.2347
2011,NUTS,2010,FR30,2,0.2373
2012,NUTS,2010,FR30,2,0.2255
2013,NUTS,2010,FR30,2,0.2347
2011,NUTS,2010,FR4,1,0.3788
2012,NUTS,2010,FR4,1,0.3952
2013,NUTS,2010,FR4,1,0.3819
2011,NUTS,2010,FR41,2,0.2261
2012,NUTS,2010,FR41,2,0.2239
2013,NUTS,2010,FR41,2,0.2175
2011,NUTS,2010,FR42,2,0.4278
2012,NUTS,2010,FR42,2,0.4563
2013,NUTS,2010,FR42,2,0.4371
2011,NUTS,2010,FR43,2,0.6036
2012,NUTS,2010,FR43,2,0.6292
2013,NUTS,2010,FR43,2,0.6133
2011,NUTS,2010,FR5,1,0.4275
2012,NUTS,2010,FR5,1,0.4615
2013,NUTS,2010,FR5,1,0.4591
2011,NUTS,2010,FR51,2,0.4113
2012,NUTS,2010,FR51,2,0.4353
2013,NUTS,2010,FR51,2,0.4527
2011,NUTS,2010,FR52,2,0.5796
2012,NUTS,2010,FR52,2,0.619
2013,NUTS,2010,FR52,2,0.5819
2011,NUTS,2010,FR53,2,0.1879
2012,NUTS,2010,FR53,2,0.2328
2013,NUTS,2010,FR53,2,0.2476
2011,NUTS,2010,FR6,1,0.7366
2012,NUTS,2010,FR6,1,0.8512
2013,NUTS,2010,FR6,1,0.8485
2011,NUTS,2010,FR61,2,0.4134
2012,NUTS,2010,FR61,2,0.4171
2013,NUTS,2010,FR61,2,0.4159
2011,NUTS,2010,FR62,2,1.2166
2012,NUTS,2010,FR62,2,1.4625
2013,NUTS,2010,FR62,2,1.4596
2011,NUTS,2010,FR63,2,0.1805
2012,NUTS,2010,FR63,2,0.2663
2013,NUTS,2010,FR63,2,0.2515
2011,NUTS,2010,FR7,1,0.7603
2012,NUTS,2010,FR7,1,0.7941
2013,NUTS,2010,FR7,1,0.8285
2011,NUTS,2010,FR71,2,0.8572
2012,NUTS,2010,FR71,2,0.8902
2013,NUTS,2010,FR71,2,0.9291
2011,NUTS,2010,FR72,2,0.2935
2012,NUTS,2010,FR72,2,0.3259
2013,NUTS,2010,FR72,2,0.3258
2011,NUTS,2010,FR8,1,0.508
2012,NUTS,2010,FR8,1,0.5806
2013,NUTS,2010,FR8,1,0.6362
2011,NUTS,2010,FR81,2,0.2926
2012,NUTS,2010,FR81,2,0.3495
2013,NUTS,2010,FR81,2,0.3747
2011,NUTS,2010,FR82,2,0.6353
2012,NUTS,2010,FR82,2,0.7178
2013,NUTS,2010,FR82,2,0.7859
2011,NUTS,2010,FR83,2,0.1152
2012,NUTS,2010,FR83,2,0.0522
2013,NUTS,2010,FR83,2,0.0508
2011,NUTS,2010,FRA,1,0.0249
2012,NUTS,2010,FRA,1,0.0283
2013,NUTS,2010,FRA,1,0.0369
2011,NUTS,2010,HR,0,0.0714
2012,NUTS,2010,HR,0,0.0748
2013,NUTS,2010,HR,0,0.0691
2014,NUTS,2010,HR,0,0.0631
2015,NUTS,2010,HR,0,0.0693
2016,NUTS,2010,HR,0,0.1109
2017,NUTS,2010,HR,0,0.1065
2018,NUTS,2010,HR,0,0.1167
2019,NUTS,2010,HR,0,0.1468
2020,NUTS,2010,HR,0,0.1522
2011,NUTS,2010,HR0,1,0.0698
2012,NUTS,2010,HR0,1,0.0733
2013,NUTS,2010,HR0,1,0.0679
2014,NUTS,2010,HR0,1,0.0622
2015,NUTS,2010,HR0,1,0.0684
2016,NUTS,2010,HR0,1,0.1095
2017,NUTS,2010,HR0,1,0.1052
2018,NUTS,2010,HR0,1,0.1151
2019,NUTS,2010,HR0,1,0.1443
2020,NUTS,2010,HR0,1,0.1498
2011,NUTS,2010,HR03,2,0.0162
2012,NUTS,2010,HR03,2,0.0174
2013,NUTS,2010,HR03,2,0.0134
2014,NUTS,2010,HR03,2,0.0102
2015,NUTS,2010,HR03,2,0.0133
2016,NUTS,2010,HR03,2,0.0265
2017,NUTS,2010,HR03,2,0.0246
2018,NUTS,2010,HR03,2,0.0233
2019,NUTS,2010,HR03,2,0.0322
2020,NUTS,2010,HR03,2,0.032
2011,NUTS,2010,HR04,2,0.0943
2012,NUTS,2010,HR04,2,0.0993
2013,NUTS,2010,HR04,2,0.0927
2014,NUTS,2010,HR04,2,0.0876
2015,NUTS,2010,HR04,2,0.095
2016,NUTS,2010,HR04,2,0.1492
2017,NUTS,2010,HR04,2,0.1443
2018,NUTS,2010,HR04,2,0.1584
2019,NUTS,2010,HR04,2,0.1969
2011,NUTS,2010,HU,0,0.315
2012,NUTS,2010,HU,0,0.3354
2013,NUTS,2010,HU,0,0.3609
2014,NUTS,2010,HU,0,0.3751
2015,NUTS,2010,HU,0,0.3578
2016,NUTS,2010,HU,0,0.3579
2017,NUTS,2010,HU,0,0.4112
2018,NUTS,2010,HU,0,0.5038
2019,NUTS,2010,HU,0,0.5382
2011,NUTS,2010,HU1,1,0.6976
2012,NUTS,2010,HU1,1,0.7245
2013,NUTS,2010,HU1,1,0.7859
2014,NUTS,2010,HU1,1,0.8807
2015,NUTS,2010,HU1,1,0.8606
2016,NUTS,2010,HU1,1,0.8438
2017,NUTS,2010,HU1,1,0.9522
2018,NUTS,2010,HU1,1,1.1743
2019,NUTS,2010,HU1,1,1.2203
2011,NUTS,2010,HU10,2,0.6976
2012,NUTS,2010,HU10,2,0.7245
2013,NUTS,2010,HU10,2,0.7859
2014,NUTS,2010,HU10,2,0.8807
2015,NUTS,2010,HU10,2,0.8606
2016,NUTS,2010,HU10,2,0.8438
2017,NUTS,2010,HU11,2,1.4837
2018,NUTS,2010,HU11,2,1.8169
2019,NUTS,2010,HU11,2,1.8927
2017,NUTS,2010,HU12,2,0.1729
2018,NUTS,2010,HU12,2,0.2661
2019,NUTS,2010,HU12,2,0.2914
2011,NUTS,2010,HU2,1,0.1619
2012,NUTS,2010,HU2,1,0.1825
2013,NUTS,2010,HU2,1,0.2071
2014,NUTS,2010,HU2,1,0.18
2015,NUTS,2010,HU2,1,0.1621
2016,NUTS,2010,HU2,1,0.1673
2017,NUTS,2010,HU2,1,0.1977
2018,NUTS,2010,HU2,1,0.2544
2019,NUTS,2010,HU2,1,0.2755
2011,NUTS,2010,HU21,2,0.2274
2012,NUTS,2010,HU21,2,0.2687
2013,NUTS,2010,HU21,2,0.2874
2014,NUTS,2010,HU21,2,0.2688
2015,NUTS,2010,HU21,2,0.2531
2016,NUTS,2010,HU21,2,0.2669
2017,NUTS,2010,HU21,2,0.3003
2018,NUTS,2010,HU21,2,0.3562
2019,NUTS,2010,HU21,2,0.3835
2011,NUTS,2010,HU22,2,0.1378
2012,NUTS,2010,HU22,2,0.1529
2013,NUTS,2010,HU22,2,0.1904
2014,NUTS,2010,HU22,2,0.1647
2015,NUTS,2010,HU22,2,0.1464
2016,NUTS,2010,HU22,2,0.1436
2017,NUTS,2010,HU22,2,0.1758
2018,NUTS,2010,HU22,2,0.2384
2019,NUTS,2010,HU22,2,0.2424
2011,NUTS,2010,HU23,2,0.1049
2012,NUTS,2010,HU23,2,0.1048
2013,NUTS,2010,HU23,2,0.1229
2014,NUTS,2010,HU23,2,0.0854
2015,NUTS,2010,HU23,2,0.0628
2016,NUTS,2010,HU23,2,0.0686
2017,NUTS,2010,HU23,2,0.0916
2018,NUTS,2010,HU23,2,0.1431
2019,NUTS,2010,HU23,2,0.1753
2011,NUTS,2010,HU3,1,0.1455
2012,NUTS,2010,HU3,1,0.1513
2013,NUTS,2010,HU3,1,0.1524
2014,NUTS,2010,HU3,1,0.1342
2015,NUTS,2010,HU3,1,0.1188
2016,NUTS,2010,HU3,1,0.1198
2017,NUTS,2010,HU3,1,0.1484
2018,NUTS,2010,HU3,1,0.1672
2019,NUTS,2010,HU3,1,0.1849
2011,NUTS,2010,HU31,2,0.1249
2012,NUTS,2010,HU31,2,0.14
2013,NUTS,2010,HU31,2,0.1407
2014,NUTS,2010,HU31,2,0.1136
2015,NUTS,2010,HU31,2,0.1031
2016,NUTS,2010,HU31,2,0.0954
2017,NUTS,2010,HU31,2,0.1299
2018,NUTS,2010,HU31,2,0.1406
2019,NUTS,2010,HU31,2,0.1678
2011,NUTS,2010,HU32,2,0.1306
2012,NUTS,2010,HU32,2,0.1366
2013,NUTS,2010,HU32,2,0.1235
2014,NUTS,2010,HU32,2,0.1
2015,NUTS,2010,HU32,2,0.1012
2016,NUTS,2010,HU32,2,0.1018
2017,NUTS,2010,HU32,2,0.1239
2018,NUTS,2010,HU32,2,0.1357
2019,NUTS,2010,HU32,2,0.1359
2011,NUTS,2010,HU33,2,0.1803
2012,NUTS,2010,HU33,2,0.1776
2013,NUTS,2010,HU33,2,0.1954
2014,NUTS,2010,HU33,2,0.1919
