year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_bes_rse_pc_act_hc_t
2016,NUTS,2010,PL84,2,0.0833
2017,NUTS,2010,PL84,2,0.1266
2018,NUTS,2010,PL84,2,0.1334
2019,NUTS,2010,PL84,2,0.1691
2016,NUTS,2010,PL9,1,0.6887
2017,NUTS,2010,PL9,1,1.0619
2018,NUTS,2010,PL9,1,1.113
2019,NUTS,2010,PL9,1,1.0582
2016,NUTS,2010,PL91,2,1.2181
2017,NUTS,2010,PL91,2,1.8802
2018,NUTS,2010,PL91,2,1.8718
2019,NUTS,2010,PL91,2,1.7161
2016,NUTS,2010,PL92,2,0.051
2017,NUTS,2010,PL92,2,0.0771
2018,NUTS,2010,PL92,2,0.1201
2019,NUTS,2010,PL92,2,0.1082
2011,NUTS,2010,PT,0,0.4238
2012,NUTS,2010,PT,0,0.4344
2013,NUTS,2010,PT,0,0.4221
2014,NUTS,2010,PT,0,0.4436
2015,NUTS,2010,PT,0,0.4822
2016,NUTS,2010,PT,0,0.5406
2017,NUTS,2010,PT,0,0.5983
2018,NUTS,2010,PT,0,0.657
2019,NUTS,2010,PT,0,0.745
2020,NUTS,2010,PT,0,0.8654
2011,NUTS,2010,PT1,1,0.4074
2012,NUTS,2010,PT1,1,0.4159
2013,NUTS,2010,PT1,1,0.4081
2014,NUTS,2010,PT1,1,0.4334
2015,NUTS,2010,PT1,1,0.4731
2016,NUTS,2010,PT1,1,0.5323
2017,NUTS,2010,PT1,1,0.5888
2018,NUTS,2010,PT1,1,0.6458
2019,NUTS,2010,PT1,1,0.7325
2020,NUTS,2010,PT1,1,0.8523
2011,NUTS,2010,PT11,2,0.3256
2012,NUTS,2010,PT11,2,0.3507
2013,NUTS,2010,PT11,2,0.4415
2014,NUTS,2010,PT11,2,0.4672
2015,NUTS,2010,PT11,2,0.5198
2016,NUTS,2010,PT11,2,0.5114
2017,NUTS,2010,PT11,2,0.5888
2018,NUTS,2010,PT11,2,0.6336
2019,NUTS,2010,PT11,2,0.7357
2020,NUTS,2010,PT11,2,0.8932
2011,NUTS,2010,PT15,2,0.0703
2012,NUTS,2010,PT15,2,0.0579
2013,NUTS,2010,PT15,2,0.0365
2014,NUTS,2010,PT15,2,0.0462
2015,NUTS,2010,PT15,2,0.0686
2016,NUTS,2010,PT15,2,0.0723
2017,NUTS,2010,PT15,2,0.0638
2018,NUTS,2010,PT15,2,0.0856
2019,NUTS,2010,PT15,2,0.1449
2020,NUTS,2010,PT15,2,0.1689
2011,NUTS,2010,PT16,2,0.3505
2012,NUTS,2010,PT16,2,0.342
2013,NUTS,2010,PT16,2,0.3113
2014,NUTS,2010,PT16,2,0.3824
2015,NUTS,2010,PT16,2,0.4061
2016,NUTS,2010,PT16,2,0.4747
2017,NUTS,2010,PT16,2,0.5477
2018,NUTS,2010,PT16,2,0.6268
2019,NUTS,2010,PT16,2,0.7032
2020,NUTS,2010,PT16,2,0.7448
2011,NUTS,2010,PT17,2,0.6998
2012,NUTS,2010,PT17,2,0.6999
2013,NUTS,2010,PT17,2,0.5831
2014,NUTS,2010,PT17,2,0.5722
2015,NUTS,2010,PT17,2,0.609
2016,NUTS,2010,PT17,2,0.752
2017,NUTS,2010,PT17,2,0.7823
2018,NUTS,2010,PT17,2,0.8411
2019,NUTS,2010,PT17,2,0.9223
2020,NUTS,2010,PT17,2,1.0833
2011,NUTS,2010,PT18,2,0.1092
2012,NUTS,2010,PT18,2,0.1334
2013,NUTS,2010,PT18,2,0.1131
2014,NUTS,2010,PT18,2,0.1364
2015,NUTS,2010,PT18,2,0.1705
2016,NUTS,2010,PT18,2,0.2387
2017,NUTS,2010,PT18,2,0.2895
2018,NUTS,2010,PT18,2,0.3378
2019,NUTS,2010,PT18,2,0.4101
2020,NUTS,2010,PT18,2,0.4729
2011,NUTS,2010,PT2,1,0.035
2012,NUTS,2010,PT2,1,0.05
2013,NUTS,2010,PT2,1,0.0201
2014,NUTS,2010,PT2,1,0.0329
2015,NUTS,2010,PT2,1,0.0425
2016,NUTS,2010,PT2,1,0.0513
2017,NUTS,2010,PT2,1,0.0679
2018,NUTS,2010,PT2,1,0.0899
2019,NUTS,2010,PT2,1,0.0827
2020,NUTS,2010,PT2,1,0.08
2011,NUTS,2010,PT20,2,0.035
2012,NUTS,2010,PT20,2,0.05
2013,NUTS,2010,PT20,2,0.0201
2014,NUTS,2010,PT20,2,0.0329
2015,NUTS,2010,PT20,2,0.0425
2016,NUTS,2010,PT20,2,0.0513
2017,NUTS,2010,PT20,2,0.0679
2018,NUTS,2010,PT20,2,0.0899
2019,NUTS,2010,PT20,2,0.0827
2020,NUTS,2010,PT20,2,0.08
2011,NUTS,2010,PT3,1,0.0587
2012,NUTS,2010,PT3,1,0.0631
2013,NUTS,2010,PT3,1,0.0444
2014,NUTS,2010,PT3,1,0.0434
2015,NUTS,2010,PT3,1,0.0516
2016,NUTS,2010,PT3,1,0.0381
2017,NUTS,2010,PT3,1,0.0709
2018,NUTS,2010,PT3,1,0.1304
2019,NUTS,2010,PT3,1,0.1428
2020,NUTS,2010,PT3,1,0.1607
2011,NUTS,2010,PT30,2,0.0587
2012,NUTS,2010,PT30,2,0.0631
2013,NUTS,2010,PT30,2,0.0444
2014,NUTS,2010,PT30,2,0.0434
2015,NUTS,2010,PT30,2,0.0516
2016,NUTS,2010,PT30,2,0.0381
2017,NUTS,2010,PT30,2,0.0709
2018,NUTS,2010,PT30,2,0.1304
2019,NUTS,2010,PT30,2,0.1428
2020,NUTS,2010,PT30,2,0.1607
2011,NUTS,2010,RO,0,0.0526
2012,NUTS,2010,RO,0,0.0692
2013,NUTS,2010,RO,0,0.0728
2014,NUTS,2010,RO,0,0.0735
2015,NUTS,2010,RO,0,0.0613
2016,NUTS,2010,RO,0,0.0677
2017,NUTS,2010,RO,0,0.0599
2018,NUTS,2010,RO,0,0.0635
2019,NUTS,2010,RO,0,0.0594
2011,NUTS,2010,RO1,1,0.0288
2012,NUTS,2010,RO1,1,0.0402
2013,NUTS,2010,RO1,1,0.0227
2014,NUTS,2010,RO1,1,0.0379
2015,NUTS,2010,RO1,1,0.0269
2016,NUTS,2010,RO1,1,0.0318
2017,NUTS,2010,RO1,1,0.0183
2018,NUTS,2010,RO1,1,0.0298
2019,NUTS,2010,RO1,1,0.0262
2011,NUTS,2010,RO11,2,0.0168
2012,NUTS,2010,RO11,2,0.045
2013,NUTS,2010,RO11,2,0.023
2014,NUTS,2010,RO11,2,0.0328
2015,NUTS,2010,RO11,2,0.023
2016,NUTS,2010,RO11,2,0.0235
2017,NUTS,2010,RO11,2,0.0141
2018,NUTS,2010,RO11,2,0.029
2019,NUTS,2010,RO11,2,0.021
2011,NUTS,2010,RO12,2,0.0434
2012,NUTS,2010,RO12,2,0.0342
2013,NUTS,2010,RO12,2,0.0222
2014,NUTS,2010,RO12,2,0.0443
2015,NUTS,2010,RO12,2,0.0318
2016,NUTS,2010,RO12,2,0.0421
2017,NUTS,2010,RO12,2,0.0234
2018,NUTS,2010,RO12,2,0.0308
2019,NUTS,2010,RO12,2,0.0326
2011,NUTS,2010,RO2,1,0.0073
2012,NUTS,2010,RO2,1,0.0149
2013,NUTS,2010,RO2,1,0.0166
2014,NUTS,2010,RO2,1,0.0112
2015,NUTS,2010,RO2,1,0.0114
2016,NUTS,2010,RO2,1,0.011
2017,NUTS,2010,RO2,1,0.0094
2018,NUTS,2010,RO2,1,0.008
2019,NUTS,2010,RO2,1,0.0198
2011,NUTS,2010,RO21,2,0.0112
2012,NUTS,2010,RO21,2,0.0203
2013,NUTS,2010,RO21,2,0.0252
2014,NUTS,2010,RO21,2,0.0147
2015,NUTS,2010,RO21,2,0.0156
2016,NUTS,2010,RO21,2,0.0147
2017,NUTS,2010,RO21,2,0.0134
2018,NUTS,2010,RO21,2,0.0119
2019,NUTS,2010,RO21,2,0.0316
2011,NUTS,2010,RO22,2,0.0016
2012,NUTS,2010,RO22,2,0.0072
2013,NUTS,2010,RO22,2,0.0037
2014,NUTS,2010,RO22,2,0.0059
2015,NUTS,2010,RO22,2,0.0048
2016,NUTS,2010,RO22,2,0.0052
2017,NUTS,2010,RO22,2,0.0029
2018,NUTS,2010,RO22,2,0.0019
2019,NUTS,2010,RO22,2,0.001
2011,NUTS,2010,RO3,1,0.1248
2012,NUTS,2010,RO3,1,0.1549
2013,NUTS,2010,RO3,1,0.1754
2014,NUTS,2010,RO3,1,0.168
2015,NUTS,2010,RO3,1,0.1425
2016,NUTS,2010,RO3,1,0.1614
2017,NUTS,2010,RO3,1,0.1523
2018,NUTS,2010,RO3,1,0.1265
2019,NUTS,2010,RO3,1,0.1064
2011,NUTS,2010,RO31,2,0.0294
2012,NUTS,2010,RO31,2,0.0646
2013,NUTS,2010,RO31,2,0.1031
2014,NUTS,2010,RO31,2,0.0917
2015,NUTS,2010,RO31,2,0.0554
2016,NUTS,2010,RO31,2,0.0623
2017,NUTS,2010,RO31,2,0.0535
2018,NUTS,2010,RO31,2,0.053
2019,NUTS,2010,RO31,2,0.0517
2011,NUTS,2010,RO32,2,0.2415
2012,NUTS,2010,RO32,2,0.2676
2013,NUTS,2010,RO32,2,0.2679
2014,NUTS,2010,RO32,2,0.2647
2015,NUTS,2010,RO32,2,0.2502
2016,NUTS,2010,RO32,2,0.2786
2017,NUTS,2010,RO32,2,0.268
2018,NUTS,2010,RO32,2,0.2112
2019,NUTS,2010,RO32,2,0.1688
2011,NUTS,2010,RO4,1,0.0084
2012,NUTS,2010,RO4,1,0.0123
2013,NUTS,2010,RO4,1,0.0158
2014,NUTS,2010,RO4,1,0.02
2015,NUTS,2010,RO4,1,0.0224
2016,NUTS,2010,RO4,1,0.0209
2017,NUTS,2010,RO4,1,0.0173
2018,NUTS,2010,RO4,1,0.0612
2019,NUTS,2010,RO4,1,0.0615
2011,NUTS,2010,RO41,2,0.0064
2012,NUTS,2010,RO41,2,0.012
2013,NUTS,2010,RO41,2,0.0016
2014,NUTS,2010,RO41,2,0.0166
2015,NUTS,2010,RO41,2,0.0152
2016,NUTS,2010,RO41,2,0.0064
2017,NUTS,2010,RO41,2,0.0098
2018,NUTS,2010,RO41,2,0.0075
2019,NUTS,2010,RO41,2,0.0044
2011,NUTS,2010,RO42,2,0.0109
2012,NUTS,2010,RO42,2,0.0126
2013,NUTS,2010,RO42,2,0.033
2014,NUTS,2010,RO42,2,0.0241
2015,NUTS,2010,RO42,2,0.0308
2016,NUTS,2010,RO42,2,0.0378
2017,NUTS,2010,RO42,2,0.0264
2018,NUTS,2010,RO42,2,0.1264
2019,NUTS,2010,RO42,2,0.1287
2011,NUTS,2010,RS,0,0.0055
2012,NUTS,2010,RS,0,0.0094
2013,NUTS,2010,RS,0,0.0163
2014,NUTS,2010,RS,0,0.0487
2015,NUTS,2010,RS,0,0.0492
2016,NUTS,2010,RS,0,0.0686
2017,NUTS,2010,RS,0,0.0532
2018,NUTS,2010,RS,0,0.0416
2019,NUTS,2010,RS,0,0.0493
2020,NUTS,2010,RS,0,0.0529
2018,NUTS,2010,RS1,1,0.0692
2019,NUTS,2010,RS1,1,0.0791
2020,NUTS,2010,RS1,1,0.0851
2018,NUTS,2010,RS11,2,0.1023
2019,NUTS,2010,RS11,2,0.1226
2020,NUTS,2010,RS11,2,0.1528
2018,NUTS,2010,RS12,2,0.0374
2019,NUTS,2010,RS12,2,0.0376
2020,NUTS,2010,RS12,2,0.0199
2018,NUTS,2010,RS2,1,0.0078
2019,NUTS,2010,RS2,1,0.0112
2020,NUTS,2010,RS2,1,0.0115
2018,NUTS,2010,RS21,2,0.0042
2019,NUTS,2010,RS21,2,0.0059
2020,NUTS,2010,RS21,2,0.0062
2018,NUTS,2010,RS22,2,0.0129
2019,NUTS,2010,RS22,2,0.0184
2020,NUTS,2010,RS22,2,0.0191
2011,NUTS,2010,RU,0,0.2668
2012,NUTS,2010,RU,0,0.2541
2011,NUTS,2010,SE,0,0.6739
2013,NUTS,2010,SE,0,0.9955
2015,NUTS,2010,SE,0,1.0478
2017,NUTS,2010,SE,0,1.1703
2019,NUTS,2010,SE,0,1.2073
2011,NUTS,2010,SE1,1,0.8118
2013,NUTS,2010,SE1,1,1.217
2015,NUTS,2010,SE1,1,1.3138
2017,NUTS,2010,SE1,1,1.3338
2019,NUTS,2010,SE1,1,1.3147
2011,NUTS,2010,SE11,2,0.9038
2013,NUTS,2010,SE11,2,1.3571
2015,NUTS,2010,SE11,2,1.4476
2017,NUTS,2010,SE11,2,1.6495
2019,NUTS,2010,SE11,2,1.5427
2011,NUTS,2010,SE12,2,0.6788
2013,NUTS,2010,SE12,2,1.0097
2015,NUTS,2010,SE12,2,1.1136
2017,NUTS,2010,SE12,2,0.8573
2019,NUTS,2010,SE12,2,0.9685
2011,NUTS,2010,SE2,1,0.6726
2013,NUTS,2010,SE2,1,0.9553
2015,NUTS,2010,SE2,1,0.961
2017,NUTS,2010,SE2,1,1.2089
2011,NUTS,2010,SE21,2,0.3074
2013,NUTS,2010,SE21,2,0.4965
2015,NUTS,2010,SE21,2,0.4059
2011,NUTS,2010,SE22,2,0.4476
2013,NUTS,2010,SE22,2,0.9802
2015,NUTS,2010,SE22,2,0.994
2017,NUTS,2010,SE22,2,0.9233
2019,NUTS,2010,SE22,2,1.2366
2011,NUTS,2010,SE23,2,0.9889
2013,NUTS,2010,SE23,2,1.126
2015,NUTS,2010,SE23,2,1.1676
2017,NUTS,2010,SE23,2,1.7272
2019,NUTS,2010,SE23,2,1.6474
2011,NUTS,2010,SE3,1,0.2323
2013,NUTS,2010,SE3,1,0.3524
2015,NUTS,2010,SE3,1,0.3513
2017,NUTS,2010,SE3,1,0.3438
2011,NUTS,2010,SE31,2,0.2518
2013,NUTS,2010,SE31,2,0.3959
2015,NUTS,2010,SE31,2,0.4611
2017,NUTS,2010,SE31,2,0.363
2019,NUTS,2010,SE31,2,0.3888
2011,NUTS,2010,SE32,2,0.1765
2013,NUTS,2010,SE32,2,0.2045
2015,NUTS,2010,SE32,2,0.1838
2011,NUTS,2010,SE33,2,0.2408
2013,NUTS,2010,SE33,2,0.3871
2015,NUTS,2010,SE33,2,0.2971
2017,NUTS,2010,SE33,2,0.3521
2019,NUTS,2010,SE33,2,0.4674
2011,NUTS,2010,SI,0,0.5467
2012,NUTS,2010,SI,0,0.5547
2013,NUTS,2010,SI,0,0.5722
2014,NUTS,2010,SI,0,0.5787
2015,NUTS,2010,SI,0,0.5268
2016,NUTS,2010,SI,0,0.5684
2017,NUTS,2010,SI,0,0.7447
2018,NUTS,2010,SI,0,0.8236
2019,NUTS,2010,SI,0,0.8717
2011,NUTS,2010,SI0,1,0.5304
2012,NUTS,2010,SI0,1,0.5408
2013,NUTS,2010,SI0,1,0.5576
2014,NUTS,2010,SI0,1,0.5606
2015,NUTS,2010,SI0,1,0.5144
2016,NUTS,2010,SI0,1,0.5566
2017,NUTS,2010,SI0,1,0.7276
2018,NUTS,2010,SI0,1,0.8017
2019,NUTS,2010,SI0,1,0.8536
2013,NUTS,2010,SI03,2,0.3813
2014,NUTS,2010,SI03,2,0.3865
2015,NUTS,2010,SI03,2,0.3513
2016,NUTS,2010,SI03,2,0.3643
2017,NUTS,2010,SI03,2,0.4563
2018,NUTS,2010,SI03,2,0.5319
2019,NUTS,2010,SI03,2,0.6047
2013,NUTS,2010,SI04,2,0.7566
2014,NUTS,2010,SI04,2,0.7595
2015,NUTS,2010,SI04,2,0.6977
2016,NUTS,2010,SI04,2,0.7698
2017,NUTS,2010,SI04,2,1.0303
2018,NUTS,2010,SI04,2,1.0983
2019,NUTS,2010,SI04,2,1.1247
2011,NUTS,2010,SK,0,0.0989
2012,NUTS,2010,SK,0,0.1185
2013,NUTS,2010,SK,0,0.1131
2014,NUTS,2010,SK,0,0.1216
2015,NUTS,2010,SK,0,0.136
2016,NUTS,2010,SK,0,0.151
2017,NUTS,2010,SK,0,0.1601
2018,NUTS,2010,SK,0,0.1901
2019,NUTS,2010,SK,0,0.2078
2020,NUTS,2010,SK,0,0.2151
2011,NUTS,2010,SK01,2,0.2713
2012,NUTS,2010,SK01,2,0.3873
2013,NUTS,2010,SK01,2,0.4134
2014,NUTS,2010,SK01,2,0.3038
2015,NUTS,2010,SK01,2,0.3451
2016,NUTS,2010,SK01,2,0.5401
2017,NUTS,2010,SK01,2,0.4849
2018,NUTS,2010,SK01,2,0.5883
2019,NUTS,2010,SK01,2,0.5927
2020,NUTS,2010,SK01,2,0.6812
2011,NUTS,2010,SK02,2,0.0952
2012,NUTS,2010,SK02,2,0.1096
2013,NUTS,2010,SK02,2,0.0826
2014,NUTS,2010,SK02,2,0.122
2015,NUTS,2010,SK02,2,0.1482
2016,NUTS,2010,SK02,2,0.1165
2017,NUTS,2010,SK02,2,0.1615
2018,NUTS,2010,SK02,2,0.1682
2019,NUTS,2010,SK02,2,0.1926
2020,NUTS,2010,SK02,2,0.196
2011,NUTS,2010,SK03,2,0.0791
2012,NUTS,2010,SK03,2,0.0774
2013,NUTS,2010,SK03,2,0.0789
2014,NUTS,2010,SK03,2,0.1093
2015,NUTS,2010,SK03,2,0.1129
2016,NUTS,2010,SK03,2,0.1012
2017,NUTS,2010,SK03,2,0.098
2018,NUTS,2010,SK03,2,0.1159
2019,NUTS,2010,SK03,2,0.1462
2020,NUTS,2010,SK03,2,0.1472
2011,NUTS,2010,SK04,2,0.0523
2012,NUTS,2010,SK04,2,0.0558
2013,NUTS,2010,SK04,2,0.0576
2014,NUTS,2010,SK04,2,0.0617
2015,NUTS,2010,SK04,2,0.0599
2016,NUTS,2010,SK04,2,0.0714
2017,NUTS,2010,SK04,2,0.0755
2018,NUTS,2010,SK04,2,0.1103
2019,NUTS,2010,SK04,2,0.1116
2020,NUTS,2010,SK04,2,0.0925
2011,NUTS,2010,TR,0,0.1366
2012,NUTS,2010,TR,0,0.149
2013,NUTS,2010,TR,0,0.1671
2014,NUTS,2010,TR,0,0.1718
2015,NUTS,2010,TR,0,0.1767
2016,NUTS,2010,TR,0,0.2002
2017,NUTS,2010,TR,0,0.23
2018,NUTS,2010,TR,0,0.271
2019,NUTS,2010,TR,0,0.2958
2020,NUTS,2010,TR,0,0.3554
2011,NUTS,2010,UK,0,0.351
2012,NUTS,2010,UK,0,0.3643
2013,NUTS,2010,UK,0,0.3947
2014,NUTS,2010,UK,0,0.4246
2015,NUTS,2010,UK,0,0.4297
2016,NUTS,2010,UK,0,0.443
2017,NUTS,2010,UK,0,0.4837
2018,NUTS,2010,UK,0,0.5116
2011,NUTS,2010,UKC,1,0.1925
2012,NUTS,2010,UKC,1,0.1946
2013,NUTS,2010,UKC,1,0.2492
2014,NUTS,2010,UKC,1,0.212
2015,NUTS,2010,UKC,1,0.2287
2016,NUTS,2010,UKC,1,0.2317
2017,NUTS,2010,UKC,1,0.2905
2018,NUTS,2010,UKC,1,0.3291
2011,NUTS,2010,UKC1,2,0.192
2012,NUTS,2010,UKC1,2,0.2194
2013,NUTS,2010,UKC1,2,0.3322
2014,NUTS,2010,UKC1,2,0.2108
2015,NUTS,2010,UKC1,2,0.2058
2016,NUTS,2010,UKC1,2,0.1806
2017,NUTS,2010,UKC1,2,0.2375
2018,NUTS,2010,UKC1,2,0.283
2011,NUTS,2010,UKC2,2,0.193
2012,NUTS,2010,UKC2,2,0.1752
2013,NUTS,2010,UKC2,2,0.1843
2014,NUTS,2010,UKC2,2,0.2129
2015,NUTS,2010,UKC2,2,0.2469
2016,NUTS,2010,UKC2,2,0.2719
2017,NUTS,2010,UKC2,2,0.3328
2018,NUTS,2010,UKC2,2,0.3671
2011,NUTS,2010,UKD,1,0.236
2012,NUTS,2010,UKD,1,0.2447
2013,NUTS,2010,UKD,1,0.2292
2014,NUTS,2010,UKD,1,0.2698
2015,NUTS,2010,UKD,1,0.2885
2016,NUTS,2010,UKD,1,0.2852
2017,NUTS,2010,UKD,1,0.3107
2018,NUTS,2010,UKD,1,0.3396
2011,NUTS,2010,UKD1,2,0.1755
2012,NUTS,2010,UKD1,2,0.1287
2013,NUTS,2010,UKD1,2,0.1305
2014,NUTS,2010,UKD1,2,0.1596
2015,NUTS,2010,UKD1,2,0.1362
2016,NUTS,2010,UKD1,2,0.1461
2017,NUTS,2010,UKD1,2,0.1381
2018,NUTS,2010,UKD1,2,0.1793
2011,NUTS,2010,UKD3,2,0.1616
2012,NUTS,2010,UKD3,2,0.1717
2013,NUTS,2010,UKD3,2,0.145
2014,NUTS,2010,UKD3,2,0.1786
2015,NUTS,2010,UKD3,2,0.215
2016,NUTS,2010,UKD3,2,0.2368
2017,NUTS,2010,UKD3,2,0.2533
2018,NUTS,2010,UKD3,2,0.2954
2011,NUTS,2010,UKD4,2,0.277
2012,NUTS,2010,UKD4,2,0.296
2013,NUTS,2010,UKD4,2,0.3014
2014,NUTS,2010,UKD4,2,0.3096
2015,NUTS,2010,UKD4,2,0.3308
2016,NUTS,2010,UKD4,2,0.2429
2017,NUTS,2010,UKD4,2,0.3638
2018,NUTS,2010,UKD4,2,0.4129
2011,NUTS,2010,UKD6,2,0.5421
2012,NUTS,2010,UKD6,2,0.5729
2013,NUTS,2010,UKD6,2,0.5126
2014,NUTS,2010,UKD6,2,0.553
2015,NUTS,2010,UKD6,2,0.6042
2016,NUTS,2010,UKD6,2,0.5439
2017,NUTS,2010,UKD6,2,0.5164
2018,NUTS,2010,UKD6,2,0.4872
2011,NUTS,2010,UKD7,2,0.1608
2012,NUTS,2010,UKD7,2,0.1633
2013,NUTS,2010,UKD7,2,0.1725
2014,NUTS,2010,UKD7,2,0.2591
2015,NUTS,2010,UKD7,2,0.2427
2016,NUTS,2010,UKD7,2,0.3074
2017,NUTS,2010,UKD7,2,0.3003
2018,NUTS,2010,UKD7,2,0.3153
2011,NUTS,2010,UKE,1,0.1874
2012,NUTS,2010,UKE,1,0.2087
2013,NUTS,2010,UKE,1,0.2587
2014,NUTS,2010,UKE,1,0.2645
2015,NUTS,2010,UKE,1,0.2912
2016,NUTS,2010,UKE,1,0.2694
2017,NUTS,2010,UKE,1,0.3451
2018,NUTS,2010,UKE,1,0.3441
2011,NUTS,2010,UKE1,2,0.0
2012,NUTS,2010,UKE1,2,0.1983
2013,NUTS,2010,UKE1,2,0.2285
2014,NUTS,2010,UKE1,2,0.2819
2015,NUTS,2010,UKE1,2,0.2769
2016,NUTS,2010,UKE1,2,0.282
2017,NUTS,2010,UKE1,2,0.3656
2018,NUTS,2010,UKE1,2,0.3645
2011,NUTS,2010,UKE2,2,0.4477
2012,NUTS,2010,UKE2,2,0.2485
2013,NUTS,2010,UKE2,2,0.3254
2014,NUTS,2010,UKE2,2,0.3363
2015,NUTS,2010,UKE2,2,0.3871
2016,NUTS,2010,UKE2,2,0.3722
2017,NUTS,2010,UKE2,2,0.4118
2018,NUTS,2010,UKE2,2,0.4464
2011,NUTS,2010,UKE3,2,0.1568
2012,NUTS,2010,UKE3,2,0.1534
2013,NUTS,2010,UKE3,2,0.1622
2014,NUTS,2010,UKE3,2,0.1788
2015,NUTS,2010,UKE3,2,0.2184
2016,NUTS,2010,UKE3,2,0.191
2017,NUTS,2010,UKE3,2,0.2744
2018,NUTS,2010,UKE3,2,0.2478
2011,NUTS,2010,UKE4,2,0.1901
2012,NUTS,2010,UKE4,2,0.2317
2013,NUTS,2010,UKE4,2,0.3073
2014,NUTS,2010,UKE4,2,0.2857
2015,NUTS,2010,UKE4,2,0.3033
2016,NUTS,2010,UKE4,2,0.2718
2017,NUTS,2010,UKE4,2,0.3535
2018,NUTS,2010,UKE4,2,0.357
2011,NUTS,2010,UKF,1,0.3908
2012,NUTS,2010,UKF,1,0.3968
2013,NUTS,2010,UKF,1,0.4601
2014,NUTS,2010,UKF,1,0.4829
2015,NUTS,2010,UKF,1,0.4701
2016,NUTS,2010,UKF,1,0.511
2017,NUTS,2010,UKF,1,0.5265
2018,NUTS,2010,UKF,1,0.566
2011,NUTS,2010,UKF1,2,0.6199
2012,NUTS,2010,UKF1,2,0.6348
2013,NUTS,2010,UKF1,2,0.7699
2014,NUTS,2010,UKF1,2,0.8192
2015,NUTS,2010,UKF1,2,0.7772
2016,NUTS,2010,UKF1,2,0.8302
2017,NUTS,2010,UKF1,2,0.8741
2018,NUTS,2010,UKF1,2,0.9435
2011,NUTS,2010,UKF2,2,0.2386
2012,NUTS,2010,UKF2,2,0.2159
2013,NUTS,2010,UKF2,2,0.2319
2014,NUTS,2010,UKF2,2,0.2485
2015,NUTS,2010,UKF2,2,0.2358
2016,NUTS,2010,UKF2,2,0.2635
2017,NUTS,2010,UKF2,2,0.271
2018,NUTS,2010,UKF2,2,0.284
2011,NUTS,2010,UKF3,2,0.1179
2012,NUTS,2010,UKF3,2,0.1311
2013,NUTS,2010,UKF3,2,0.1248
2014,NUTS,2010,UKF3,2,0.1181
2015,NUTS,2010,UKF3,2,0.1231
2016,NUTS,2010,UKF3,2,0.1541
2017,NUTS,2010,UKF3,2,0.134
2018,NUTS,2010,UKF3,2,0.1437
2011,NUTS,2010,UKG,1,0.3145
2012,NUTS,2010,UKG,1,0.3452
2013,NUTS,2010,UKG,1,0.3685
2014,NUTS,2010,UKG,1,0.4455
2015,NUTS,2010,UKG,1,0.4295
2016,NUTS,2010,UKG,1,0.3983
2017,NUTS,2010,UKG,1,0.4893
2018,NUTS,2010,UKG,1,0.5315
2011,NUTS,2010,UKG1,2,0.6542
2012,NUTS,2010,UKG1,2,0.7437
2013,NUTS,2010,UKG1,2,0.7534
2014,NUTS,2010,UKG1,2,0.8996
2015,NUTS,2010,UKG1,2,0.8377
2016,NUTS,2010,UKG1,2,0.7618
2017,NUTS,2010,UKG1,2,1.1225
2018,NUTS,2010,UKG1,2,1.281
2011,NUTS,2010,UKG2,2,0.1586
2012,NUTS,2010,UKG2,2,0.1679
2013,NUTS,2010,UKG2,2,0.1859
2014,NUTS,2010,UKG2,2,0.2164
2015,NUTS,2010,UKG2,2,0.2243
2016,NUTS,2010,UKG2,2,0.215
2017,NUTS,2010,UKG2,2,0.2361
2018,NUTS,2010,UKG2,2,0.2552
2011,NUTS,2010,UKG3,2,0.238
2012,NUTS,2010,UKG3,2,0.2444
2013,NUTS,2010,UKG3,2,0.2815
2014,NUTS,2010,UKG3,2,0.3479
2015,NUTS,2010,UKG3,2,0.3435
2016,NUTS,2010,UKG3,2,0.3263
2017,NUTS,2010,UKG3,2,0.3316
2018,NUTS,2010,UKG3,2,0.3192
2011,NUTS,2010,UKH,1,0.6971
2012,NUTS,2010,UKH,1,0.6508
2013,NUTS,2010,UKH,1,0.6918
2014,NUTS,2010,UKH,1,0.7361
2015,NUTS,2010,UKH,1,0.7636
2016,NUTS,2010,UKH,1,0.7811
2017,NUTS,2010,UKH,1,0.8253
2018,NUTS,2010,UKH,1,0.8376
2011,NUTS,2010,UKH1,2,0.9748
2012,NUTS,2010,UKH1,2,0.899
2013,NUTS,2010,UKH1,2,0.9152
2014,NUTS,2010,UKH1,2,0.9852
2015,NUTS,2010,UKH1,2,1.0174
2016,NUTS,2010,UKH1,2,1.0475
2017,NUTS,2010,UKH1,2,1.2226
2018,NUTS,2010,UKH1,2,1.2765
2011,NUTS,2010,UKH2,2,0.6015
2012,NUTS,2010,UKH2,2,0.607
2013,NUTS,2010,UKH2,2,0.7171
2014,NUTS,2010,UKH2,2,0.7094
2015,NUTS,2010,UKH2,2,0.7679
2016,NUTS,2010,UKH2,2,0.7409
2017,NUTS,2010,UKH2,2,0.718
2018,NUTS,2010,UKH2,2,0.7084
2011,NUTS,2010,UKH3,2,0.4096
2012,NUTS,2010,UKH3,2,0.3509
2013,NUTS,2010,UKH3,2,0.3583
2014,NUTS,2010,UKH3,2,0.3997
2015,NUTS,2010,UKH3,2,0.4052
2016,NUTS,2010,UKH3,2,0.4471
