year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_bes_rse_pc_act_fte_t
2011,NUTS,2010,PL51,2,0.0659
2012,NUTS,2010,PL51,2,0.0959
2013,NUTS,2010,PL51,2,0.1271
2014,NUTS,2010,PL51,2,0.1608
2015,NUTS,2010,PL51,2,0.1866
2016,NUTS,2010,PL51,2,0.2372
2017,NUTS,2010,PL51,2,0.3244
2018,NUTS,2010,PL51,2,0.406
2019,NUTS,2010,PL51,2,0.4394
2011,NUTS,2010,PL52,2,0.0113
2012,NUTS,2010,PL52,2,0.0145
2013,NUTS,2010,PL52,2,0.0253
2014,NUTS,2010,PL52,2,0.0247
2015,NUTS,2010,PL52,2,0.0415
2016,NUTS,2010,PL52,2,0.0892
2017,NUTS,2010,PL52,2,0.1232
2018,NUTS,2010,PL52,2,0.1156
2019,NUTS,2010,PL52,2,0.1197
2011,NUTS,2010,PL6,1,0.0667
2012,NUTS,2010,PL6,1,0.0875
2013,NUTS,2010,PL6,1,0.0905
2014,NUTS,2010,PL6,1,0.1127
2015,NUTS,2010,PL6,1,0.1356
2016,NUTS,2010,PL6,1,0.1591
2017,NUTS,2010,PL6,1,0.2093
2018,NUTS,2010,PL6,1,0.2621
2019,NUTS,2010,PL6,1,0.2792
2011,NUTS,2010,PL61,2,0.022
2012,NUTS,2010,PL61,2,0.0524
2013,NUTS,2010,PL61,2,0.0363
2014,NUTS,2010,PL61,2,0.046
2015,NUTS,2010,PL61,2,0.0841
2016,NUTS,2010,PL61,2,0.1028
2017,NUTS,2010,PL61,2,0.149
2018,NUTS,2010,PL61,2,0.146
2019,NUTS,2010,PL61,2,0.1484
2011,NUTS,2010,PL62,2,0.0036
2012,NUTS,2010,PL62,2,0.0097
2013,NUTS,2010,PL62,2,0.0127
2014,NUTS,2010,PL62,2,0.0178
2015,NUTS,2010,PL62,2,0.023
2016,NUTS,2010,PL62,2,0.0512
2017,NUTS,2010,PL62,2,0.0697
2018,NUTS,2010,PL62,2,0.0632
2019,NUTS,2010,PL62,2,0.0863
2011,NUTS,2010,PL63,2,0.1524
2012,NUTS,2010,PL63,2,0.1674
2013,NUTS,2010,PL63,2,0.1846
2014,NUTS,2010,PL63,2,0.2281
2015,NUTS,2010,PL63,2,0.2447
2016,NUTS,2010,PL63,2,0.2704
2017,NUTS,2010,PL63,2,0.3412
2018,NUTS,2010,PL63,2,0.4764
2019,NUTS,2010,PL63,2,0.4963
2016,NUTS,2010,PL7,1,0.1114
2017,NUTS,2010,PL7,1,0.1238
2018,NUTS,2010,PL7,1,0.1202
2019,NUTS,2010,PL7,1,0.1354
2016,NUTS,2010,PL71,2,0.1425
2017,NUTS,2010,PL71,2,0.1532
2018,NUTS,2010,PL71,2,0.1482
2019,NUTS,2010,PL71,2,0.1707
2016,NUTS,2010,PL72,2,0.0467
2017,NUTS,2010,PL72,2,0.0619
2018,NUTS,2010,PL72,2,0.0592
2019,NUTS,2010,PL72,2,0.0611
2016,NUTS,2010,PL8,1,0.1571
2018,NUTS,2010,PL8,1,0.1701
2019,NUTS,2010,PL8,1,0.1716
2016,NUTS,2010,PL81,2,0.0728
2017,NUTS,2010,PL81,2,0.0934
2018,NUTS,2010,PL81,2,0.0911
2019,NUTS,2010,PL81,2,0.0791
2016,NUTS,2010,PL82,2,0.2926
2018,NUTS,2010,PL82,2,0.2986
2019,NUTS,2010,PL82,2,0.3024
2016,NUTS,2010,PL84,2,0.0697
2018,NUTS,2010,PL84,2,0.0882
2019,NUTS,2010,PL84,2,0.1105
2016,NUTS,2010,PL9,1,0.5825
2017,NUTS,2010,PL9,1,0.8126
2018,NUTS,2010,PL9,1,0.844
2019,NUTS,2010,PL9,1,0.7816
2016,NUTS,2010,PL91,2,1.0277
2017,NUTS,2010,PL91,2,1.4378
2019,NUTS,2010,PL91,2,1.2617
2016,NUTS,2010,PL92,2,0.046
2017,NUTS,2010,PL92,2,0.0602
2019,NUTS,2010,PL92,2,0.0886
2011,NUTS,2010,PT,0,0.244
2012,NUTS,2010,PT,0,0.2414
2013,NUTS,2010,PT,0,0.2052
2014,NUTS,2010,PT,0,0.2296
2015,NUTS,2010,PT,0,0.2418
2016,NUTS,2010,PT,0,0.2756
2017,NUTS,2010,PT,0,0.3134
2018,NUTS,2010,PT,0,0.3395
2019,NUTS,2010,PT,0,0.3885
2020,NUTS,2010,PT,0,0.4512
2011,NUTS,2010,PT1,1,0.2342
2012,NUTS,2010,PT1,1,0.2312
2013,NUTS,2010,PT1,1,0.1982
2014,NUTS,2010,PT1,1,0.2242
2015,NUTS,2010,PT1,1,0.237
2016,NUTS,2010,PT1,1,0.271
2017,NUTS,2010,PT1,1,0.3081
2018,NUTS,2010,PT1,1,0.333
2019,NUTS,2010,PT1,1,0.3815
2020,NUTS,2010,PT1,1,0.4438
2011,NUTS,2010,PT11,2,0.1871
2012,NUTS,2010,PT11,2,0.1891
2013,NUTS,2010,PT11,2,0.1809
2014,NUTS,2010,PT11,2,0.2262
2015,NUTS,2010,PT11,2,0.2319
2016,NUTS,2010,PT11,2,0.2634
2017,NUTS,2010,PT11,2,0.318
2018,NUTS,2010,PT11,2,0.3348
2019,NUTS,2010,PT11,2,0.4058
2020,NUTS,2010,PT11,2,0.4901
2011,NUTS,2010,PT15,2,0.0322
2012,NUTS,2010,PT15,2,0.0284
2013,NUTS,2010,PT15,2,0.0257
2014,NUTS,2010,PT15,2,0.0265
2015,NUTS,2010,PT15,2,0.0326
2016,NUTS,2010,PT15,2,0.0345
2017,NUTS,2010,PT15,2,0.0324
2018,NUTS,2010,PT15,2,0.0389
2019,NUTS,2010,PT15,2,0.0601
2020,NUTS,2010,PT15,2,0.0911
2011,NUTS,2010,PT16,2,0.2059
2012,NUTS,2010,PT16,2,0.2104
2013,NUTS,2010,PT16,2,0.1892
2014,NUTS,2010,PT16,2,0.2269
2015,NUTS,2010,PT16,2,0.2203
2016,NUTS,2010,PT16,2,0.2537
2017,NUTS,2010,PT16,2,0.2997
2018,NUTS,2010,PT16,2,0.332
2019,NUTS,2010,PT16,2,0.3678
2020,NUTS,2010,PT16,2,0.3908
2011,NUTS,2010,PT17,2,0.4005
2012,NUTS,2010,PT17,2,0.382
2013,NUTS,2010,PT17,2,0.2924
2014,NUTS,2010,PT17,2,0.2917
2015,NUTS,2010,PT17,2,0.3297
2016,NUTS,2010,PT17,2,0.3703
2017,NUTS,2010,PT17,2,0.3868
2018,NUTS,2010,PT17,2,0.4166
2019,NUTS,2010,PT17,2,0.4545
2020,NUTS,2010,PT17,2,0.5293
2011,NUTS,2010,PT18,2,0.0618
2012,NUTS,2010,PT18,2,0.0676
2013,NUTS,2010,PT18,2,0.0614
2014,NUTS,2010,PT18,2,0.0706
2015,NUTS,2010,PT18,2,0.081
2016,NUTS,2010,PT18,2,0.119
2017,NUTS,2010,PT18,2,0.1475
2018,NUTS,2010,PT18,2,0.1748
2019,NUTS,2010,PT18,2,0.2055
2020,NUTS,2010,PT18,2,0.2418
2011,NUTS,2010,PT2,1,0.0183
2012,NUTS,2010,PT2,1,0.0228
2013,NUTS,2010,PT2,1,0.0082
2014,NUTS,2010,PT2,1,0.0121
2015,NUTS,2010,PT2,1,0.022
2016,NUTS,2010,PT2,1,0.0283
2017,NUTS,2010,PT2,1,0.0372
2018,NUTS,2010,PT2,1,0.0496
2019,NUTS,2010,PT2,1,0.0487
2020,NUTS,2010,PT2,1,0.0441
2011,NUTS,2010,PT20,2,0.0183
2012,NUTS,2010,PT20,2,0.0228
2013,NUTS,2010,PT20,2,0.0082
2014,NUTS,2010,PT20,2,0.0121
2015,NUTS,2010,PT20,2,0.022
2016,NUTS,2010,PT20,2,0.0283
2017,NUTS,2010,PT20,2,0.0372
2018,NUTS,2010,PT20,2,0.0496
2019,NUTS,2010,PT20,2,0.0487
2020,NUTS,2010,PT20,2,0.0441
2011,NUTS,2010,PT3,1,0.0455
2012,NUTS,2010,PT3,1,0.0365
2013,NUTS,2010,PT3,1,0.0317
2014,NUTS,2010,PT3,1,0.0285
2015,NUTS,2010,PT3,1,0.0367
2016,NUTS,2010,PT3,1,0.03
2017,NUTS,2010,PT3,1,0.0497
2018,NUTS,2010,PT3,1,0.0902
2019,NUTS,2010,PT3,1,0.0857
2020,NUTS,2010,PT3,1,0.105
2011,NUTS,2010,PT30,2,0.0455
2012,NUTS,2010,PT30,2,0.0365
2013,NUTS,2010,PT30,2,0.0317
2014,NUTS,2010,PT30,2,0.0285
2015,NUTS,2010,PT30,2,0.0367
2016,NUTS,2010,PT30,2,0.03
2017,NUTS,2010,PT30,2,0.0497
2018,NUTS,2010,PT30,2,0.0902
2019,NUTS,2010,PT30,2,0.0857
2020,NUTS,2010,PT30,2,0.105
2011,NUTS,2010,RO,0,0.0449
2012,NUTS,2010,RO,0,0.0629
2013,NUTS,2010,RO,0,0.0677
2014,NUTS,2010,RO,0,0.0659
2015,NUTS,2010,RO,0,0.0527
2016,NUTS,2010,RO,0,0.0609
2017,NUTS,2010,RO,0,0.0552
2018,NUTS,2010,RO,0,0.0576
2019,NUTS,2010,RO,0,0.0569
2020,NUTS,2010,RO,0,0.0617
2011,NUTS,2010,RO1,1,0.0209
2012,NUTS,2010,RO1,1,0.0369
2013,NUTS,2010,RO1,1,0.02
2014,NUTS,2010,RO1,1,0.0321
2015,NUTS,2010,RO1,1,0.0247
2016,NUTS,2010,RO1,1,0.0283
2017,NUTS,2010,RO1,1,0.0166
2018,NUTS,2010,RO1,1,0.0243
2019,NUTS,2010,RO1,1,0.0244
2011,NUTS,2010,RO11,2,0.0151
2012,NUTS,2010,RO11,2,0.0415
2013,NUTS,2010,RO11,2,0.0197
2014,NUTS,2010,RO11,2,0.0248
2015,NUTS,2010,RO11,2,0.0204
2016,NUTS,2010,RO11,2,0.0206
2017,NUTS,2010,RO11,2,0.0132
2018,NUTS,2010,RO11,2,0.0233
2019,NUTS,2010,RO11,2,0.0192
2011,NUTS,2010,RO12,2,0.0279
2012,NUTS,2010,RO12,2,0.0311
2013,NUTS,2010,RO12,2,0.0202
2014,NUTS,2010,RO12,2,0.0411
2015,NUTS,2010,RO12,2,0.0299
2016,NUTS,2010,RO12,2,0.0377
2017,NUTS,2010,RO12,2,0.0209
2018,NUTS,2010,RO12,2,0.0255
2019,NUTS,2010,RO12,2,0.031
2011,NUTS,2010,RO2,1,0.0069
2012,NUTS,2010,RO2,1,0.0125
2013,NUTS,2010,RO2,1,0.0141
2014,NUTS,2010,RO2,1,0.0094
2015,NUTS,2010,RO2,1,0.0096
2016,NUTS,2010,RO2,1,0.0093
2017,NUTS,2010,RO2,1,0.0084
2018,NUTS,2010,RO2,1,0.0071
2019,NUTS,2010,RO2,1,0.0189
2011,NUTS,2010,RO21,2,0.0108
2012,NUTS,2010,RO21,2,0.0166
2013,NUTS,2010,RO21,2,0.0217
2014,NUTS,2010,RO21,2,0.0125
2015,NUTS,2010,RO21,2,0.0129
2016,NUTS,2010,RO21,2,0.0122
2017,NUTS,2010,RO21,2,0.012
2018,NUTS,2010,RO21,2,0.0105
2019,NUTS,2010,RO21,2,0.0301
2011,NUTS,2010,RO22,2,0.0012
2012,NUTS,2010,RO22,2,0.0065
2013,NUTS,2010,RO22,2,0.0028
2014,NUTS,2010,RO22,2,0.0046
2015,NUTS,2010,RO22,2,0.0044
2016,NUTS,2010,RO22,2,0.0047
2017,NUTS,2010,RO22,2,0.0026
2018,NUTS,2010,RO22,2,0.0017
2019,NUTS,2010,RO22,2,0.001
2011,NUTS,2010,RO3,1,0.1085
2012,NUTS,2010,RO3,1,0.1417
2013,NUTS,2010,RO3,1,0.1646
2014,NUTS,2010,RO3,1,0.1543
2015,NUTS,2010,RO3,1,0.122
2016,NUTS,2010,RO3,1,0.1452
2017,NUTS,2010,RO3,1,0.1401
2018,NUTS,2010,RO3,1,0.1163
2019,NUTS,2010,RO3,1,0.1019
2011,NUTS,2010,RO31,2,0.0283
2012,NUTS,2010,RO31,2,0.0613
2013,NUTS,2010,RO31,2,0.0995
2014,NUTS,2010,RO31,2,0.0874
2015,NUTS,2010,RO31,2,0.055
2016,NUTS,2010,RO31,2,0.0612
2017,NUTS,2010,RO31,2,0.053
2018,NUTS,2010,RO31,2,0.0515
2019,NUTS,2010,RO31,2,0.0516
2011,NUTS,2010,RO32,2,0.2065
2012,NUTS,2010,RO32,2,0.2424
2013,NUTS,2010,RO32,2,0.2481
2014,NUTS,2010,RO32,2,0.2392
2015,NUTS,2010,RO32,2,0.2049
2016,NUTS,2010,RO32,2,0.2446
2017,NUTS,2010,RO32,2,0.2423
2018,NUTS,2010,RO32,2,0.1908
2019,NUTS,2010,RO32,2,0.1591
2011,NUTS,2010,RO4,1,0.0078
2012,NUTS,2010,RO4,1,0.0111
2013,NUTS,2010,RO4,1,0.0157
2014,NUTS,2010,RO4,1,0.016
2015,NUTS,2010,RO4,1,0.0185
2016,NUTS,2010,RO4,1,0.0201
2017,NUTS,2010,RO4,1,0.0166
2018,NUTS,2010,RO4,1,0.0571
2019,NUTS,2010,RO4,1,0.06
2011,NUTS,2010,RO41,2,0.0064
2012,NUTS,2010,RO41,2,0.01
2013,NUTS,2010,RO41,2,0.0016
2014,NUTS,2010,RO41,2,0.01
2015,NUTS,2010,RO41,2,0.0094
2016,NUTS,2010,RO41,2,0.0058
2017,NUTS,2010,RO41,2,0.0092
2018,NUTS,2010,RO41,2,0.0057
2019,NUTS,2010,RO41,2,0.0044
2011,NUTS,2010,RO42,2,0.0095
2012,NUTS,2010,RO42,2,0.0124
2013,NUTS,2010,RO42,2,0.0328
2014,NUTS,2010,RO42,2,0.0233
2015,NUTS,2010,RO42,2,0.0291
2016,NUTS,2010,RO42,2,0.0368
2017,NUTS,2010,RO42,2,0.0257
2018,NUTS,2010,RO42,2,0.1195
2019,NUTS,2010,RO42,2,0.1254
2011,NUTS,2010,RS,0,0.005
2012,NUTS,2010,RS,0,0.0092
2013,NUTS,2010,RS,0,0.0124
2014,NUTS,2010,RS,0,0.0471
2015,NUTS,2010,RS,0,0.0472
2016,NUTS,2010,RS,0,0.066
2017,NUTS,2010,RS,0,0.0512
2018,NUTS,2010,RS,0,0.0392
2019,NUTS,2010,RS,0,0.0465
2020,NUTS,2010,RS,0,0.0497
2018,NUTS,2010,RS1,1,0.0658
2019,NUTS,2010,RS1,1,0.0754
2020,NUTS,2010,RS1,1,0.0802
2018,NUTS,2010,RS11,2,0.0971
2019,NUTS,2010,RS11,2,0.117
2020,NUTS,2010,RS11,2,0.1449
2018,NUTS,2010,RS12,2,0.0357
2019,NUTS,2010,RS12,2,0.0357
2020,NUTS,2010,RS12,2,0.0179
2018,NUTS,2010,RS2,1,0.0067
2019,NUTS,2010,RS2,1,0.0098
2020,NUTS,2010,RS2,1,0.0106
2018,NUTS,2010,RS21,2,0.003
2019,NUTS,2010,RS21,2,0.0044
2020,NUTS,2010,RS21,2,0.0049
2018,NUTS,2010,RS22,2,0.0118
2019,NUTS,2010,RS22,2,0.0173
2020,NUTS,2010,RS22,2,0.0186
2011,NUTS,2010,RU,0,0.2834
2012,NUTS,2010,RU,0,0.2705
2011,NUTS,2010,SE,0,0.6053
2012,NUTS,2010,SE,0,0.6269
2013,NUTS,2010,SE,0,0.8772
2014,NUTS,2010,SE,0,0.896
2015,NUTS,2010,SE,0,0.9017
2016,NUTS,2010,SE,0,0.9325
2017,NUTS,2010,SE,0,1.0084
2018,NUTS,2010,SE,0,1.0517
2019,NUTS,2010,SE,0,1.0551
2020,NUTS,2010,SE,0,1.0922
2011,NUTS,2010,SE1,1,0.7292
2013,NUTS,2010,SE1,1,1.0724
2015,NUTS,2010,SE1,1,1.1306
2017,NUTS,2010,SE1,1,1.1493
2019,NUTS,2010,SE1,1,1.1578
2011,NUTS,2010,SE11,2,0.8119
2013,NUTS,2010,SE11,2,1.1958
2015,NUTS,2010,SE11,2,1.2458
2017,NUTS,2010,SE11,2,1.4213
2019,NUTS,2010,SE11,2,1.3427
2011,NUTS,2010,SE12,2,0.6097
2013,NUTS,2010,SE12,2,0.8897
2015,NUTS,2010,SE12,2,0.9583
2017,NUTS,2010,SE12,2,0.7387
2019,NUTS,2010,SE12,2,0.877
2011,NUTS,2010,SE2,1,0.6042
2013,NUTS,2010,SE2,1,0.8417
2015,NUTS,2010,SE2,1,0.8271
2017,NUTS,2010,SE2,1,1.0416
2011,NUTS,2010,SE21,2,0.2762
2013,NUTS,2010,SE21,2,0.4374
2015,NUTS,2010,SE21,2,0.3492
2011,NUTS,2010,SE22,2,0.402
2013,NUTS,2010,SE22,2,0.8636
2015,NUTS,2010,SE22,2,0.8554
2017,NUTS,2010,SE22,2,0.7956
2019,NUTS,2010,SE22,2,1.0981
2011,NUTS,2010,SE23,2,0.8883
2013,NUTS,2010,SE23,2,0.9922
2015,NUTS,2010,SE23,2,1.0049
2017,NUTS,2010,SE23,2,1.4883
2019,NUTS,2010,SE23,2,1.4731
2011,NUTS,2010,SE3,1,0.2087
2013,NUTS,2010,SE3,1,0.3105
2015,NUTS,2010,SE3,1,0.3024
2017,NUTS,2010,SE3,1,0.2963
2011,NUTS,2010,SE31,2,0.2262
2013,NUTS,2010,SE31,2,0.349
2015,NUTS,2010,SE31,2,0.3966
2017,NUTS,2010,SE31,2,0.3127
2019,NUTS,2010,SE31,2,0.2618
2011,NUTS,2010,SE32,2,0.1585
2013,NUTS,2010,SE32,2,0.1803
2015,NUTS,2010,SE32,2,0.1581
2011,NUTS,2010,SE33,2,0.2162
2013,NUTS,2010,SE33,2,0.3411
2015,NUTS,2010,SE33,2,0.2558
2017,NUTS,2010,SE33,2,0.3032
2019,NUTS,2010,SE33,2,0.3542
2011,NUTS,2010,SI,0,0.456
2012,NUTS,2010,SI,0,0.4674
2013,NUTS,2010,SI,0,0.4749
2014,NUTS,2010,SI,0,0.4717
2015,NUTS,2010,SI,0,0.4259
2016,NUTS,2010,SI,0,0.4609
2017,NUTS,2010,SI,0,0.574
2018,NUTS,2010,SI,0,0.6233
2019,NUTS,2010,SI,0,0.6339
2020,NUTS,2010,SI,0,0.6193
2011,NUTS,2010,SI0,1,0.4424
2012,NUTS,2010,SI0,1,0.4557
2013,NUTS,2010,SI0,1,0.4628
2014,NUTS,2010,SI0,1,0.4569
2015,NUTS,2010,SI0,1,0.4159
2016,NUTS,2010,SI0,1,0.4513
2017,NUTS,2010,SI0,1,0.5608
2018,NUTS,2010,SI0,1,0.6067
2019,NUTS,2010,SI0,1,0.6207
2013,NUTS,2010,SI03,2,0.3127
2014,NUTS,2010,SI03,2,0.3131
2015,NUTS,2010,SI03,2,0.2788
2016,NUTS,2010,SI03,2,0.2942
2017,NUTS,2010,SI03,2,0.3574
2018,NUTS,2010,SI03,2,0.4004
2019,NUTS,2010,SI03,2,0.4264
2013,NUTS,2010,SI04,2,0.632
2014,NUTS,2010,SI04,2,0.621
2015,NUTS,2010,SI04,2,0.5698
2016,NUTS,2010,SI04,2,0.6257
2017,NUTS,2010,SI04,2,0.7876
2018,NUTS,2010,SI04,2,0.8333
2019,NUTS,2010,SI04,2,0.8322
2011,NUTS,2010,SK,0,0.0751
2012,NUTS,2010,SK,0,0.0897
2013,NUTS,2010,SK,0,0.0877
2014,NUTS,2010,SK,0,0.0951
2015,NUTS,2010,SK,0,0.0998
2016,NUTS,2010,SK,0,0.1011
2017,NUTS,2010,SK,0,0.1189
2018,NUTS,2010,SK,0,0.1405
2019,NUTS,2010,SK,0,0.1517
2020,NUTS,2010,SK,0,0.1543
2011,NUTS,2010,SK01,2,0.2081
2012,NUTS,2010,SK01,2,0.3131
2013,NUTS,2010,SK01,2,0.3457
2014,NUTS,2010,SK01,2,0.2366
2015,NUTS,2010,SK01,2,0.264
2016,NUTS,2010,SK01,2,0.3557
2017,NUTS,2010,SK01,2,0.3679
2018,NUTS,2010,SK01,2,0.4233
2019,NUTS,2010,SK01,2,0.4259
2020,NUTS,2010,SK01,2,0.4832
2011,NUTS,2010,SK02,2,0.0771
2012,NUTS,2010,SK02,2,0.0746
2013,NUTS,2010,SK02,2,0.0612
2014,NUTS,2010,SK02,2,0.1009
2015,NUTS,2010,SK02,2,0.1078
2016,NUTS,2010,SK02,2,0.0735
2017,NUTS,2010,SK02,2,0.1192
2018,NUTS,2010,SK02,2,0.1311
2019,NUTS,2010,SK02,2,0.1426
2020,NUTS,2010,SK02,2,0.1419
2011,NUTS,2010,SK03,2,0.0584
2012,NUTS,2010,SK03,2,0.0637
2013,NUTS,2010,SK03,2,0.0606
2014,NUTS,2010,SK03,2,0.0875
2015,NUTS,2010,SK03,2,0.0836
2016,NUTS,2010,SK03,2,0.0689
2017,NUTS,2010,SK03,2,0.0693
2018,NUTS,2010,SK03,2,0.0891
2019,NUTS,2010,SK03,2,0.1067
2020,NUTS,2010,SK03,2,0.1086
2011,NUTS,2010,SK04,2,0.0344
2012,NUTS,2010,SK04,2,0.039
2013,NUTS,2010,SK04,2,0.0378
2014,NUTS,2010,SK04,2,0.0403
2015,NUTS,2010,SK04,2,0.0398
2016,NUTS,2010,SK04,2,0.0551
2017,NUTS,2010,SK04,2,0.0565
2018,NUTS,2010,SK04,2,0.0757
2019,NUTS,2010,SK04,2,0.0822
2020,NUTS,2010,SK04,2,0.0649
2011,NUTS,2010,TR,0,0.118
2012,NUTS,2010,TR,0,0.1329
2013,NUTS,2010,TR,0,0.1473
2014,NUTS,2010,TR,0,0.149
2015,NUTS,2010,TR,0,0.1568
2016,NUTS,2010,TR,0,0.1763
2017,NUTS,2010,TR,0,0.2023
2018,NUTS,2010,TR,0,0.2401
2019,NUTS,2010,TR,0,0.2645
2020,NUTS,2010,TR,0,0.3232
2011,NUTS,2010,UK,0,0.2878
2012,NUTS,2010,UK,0,0.2902
2013,NUTS,2010,UK,0,0.3143
2014,NUTS,2010,UK,0,0.3242
2015,NUTS,2010,UK,0,0.3332
2016,NUTS,2010,UK,0,0.3439
2017,NUTS,2010,UK,0,0.3533
2018,NUTS,2010,UK,0,0.3792
2019,NUTS,2010,UK,0,0.4077
2011,NUTS,2010,UKC,1,0.1521
2012,NUTS,2010,UKC,1,0.1492
2013,NUTS,2010,UKC,1,0.2046
2014,NUTS,2010,UKC,1,0.1558
2015,NUTS,2010,UKC,1,0.1691
2016,NUTS,2010,UKC,1,0.1652
2017,NUTS,2010,UKC,1,0.1994
2018,NUTS,2010,UKC,1,0.2289
2011,NUTS,2010,UKC1,2,0.1517
2012,NUTS,2010,UKC1,2,0.1683
2013,NUTS,2010,UKC1,2,0.2728
2014,NUTS,2010,UKC1,2,0.155
2015,NUTS,2010,UKC1,2,0.1522
2016,NUTS,2010,UKC1,2,0.1287
2017,NUTS,2010,UKC1,2,0.163
2018,NUTS,2010,UKC1,2,0.1969
2011,NUTS,2010,UKC2,2,0.1524
2012,NUTS,2010,UKC2,2,0.1344
2013,NUTS,2010,UKC2,2,0.1513
2014,NUTS,2010,UKC2,2,0.1564
2015,NUTS,2010,UKC2,2,0.1824
2016,NUTS,2010,UKC2,2,0.1938
2017,NUTS,2010,UKC2,2,0.2285
2018,NUTS,2010,UKC2,2,0.2553
2011,NUTS,2010,UKD,1,0.1857
2012,NUTS,2010,UKD,1,0.1841
2013,NUTS,2010,UKD,1,0.1796
2014,NUTS,2010,UKD,1,0.1955
2015,NUTS,2010,UKD,1,0.216
2016,NUTS,2010,UKD,1,0.2061
2017,NUTS,2010,UKD,1,0.2258
2018,NUTS,2010,UKD,1,0.234
2011,NUTS,2010,UKD1,2,0.138
2012,NUTS,2010,UKD1,2,0.0968
2013,NUTS,2010,UKD1,2,0.1023
2014,NUTS,2010,UKD1,2,0.1156
2015,NUTS,2010,UKD1,2,0.1018
2016,NUTS,2010,UKD1,2,0.1054
2017,NUTS,2010,UKD1,2,0.1003
2018,NUTS,2010,UKD1,2,0.1236
2011,NUTS,2010,UKD3,2,0.1271
2012,NUTS,2010,UKD3,2,0.1291
2013,NUTS,2010,UKD3,2,0.1136
2014,NUTS,2010,UKD3,2,0.1294
2015,NUTS,2010,UKD3,2,0.161
2016,NUTS,2010,UKD3,2,0.1711
2017,NUTS,2010,UKD3,2,0.1841
2018,NUTS,2010,UKD3,2,0.2035
2011,NUTS,2010,UKD4,2,0.2179
2012,NUTS,2010,UKD4,2,0.2227
2013,NUTS,2010,UKD4,2,0.2362
2014,NUTS,2010,UKD4,2,0.2243
2015,NUTS,2010,UKD4,2,0.2476
2016,NUTS,2010,UKD4,2,0.1755
2017,NUTS,2010,UKD4,2,0.2643
2018,NUTS,2010,UKD4,2,0.2845
2011,NUTS,2010,UKD6,2,0.4264
2012,NUTS,2010,UKD6,2,0.431
2013,NUTS,2010,UKD6,2,0.4017
2014,NUTS,2010,UKD6,2,0.4007
2015,NUTS,2010,UKD6,2,0.4523
2016,NUTS,2010,UKD6,2,0.393
2017,NUTS,2010,UKD6,2,0.3752
2018,NUTS,2010,UKD6,2,0.3357
2011,NUTS,2010,UKD7,2,0.1265
2012,NUTS,2010,UKD7,2,0.1228
2013,NUTS,2010,UKD7,2,0.1352
2014,NUTS,2010,UKD7,2,0.1877
2015,NUTS,2010,UKD7,2,0.1817
2016,NUTS,2010,UKD7,2,0.2221
2017,NUTS,2010,UKD7,2,0.2182
2018,NUTS,2010,UKD7,2,0.2173
2011,NUTS,2010,UKE,1,0.1409
2012,NUTS,2010,UKE,1,0.1571
2013,NUTS,2010,UKE,1,0.1819
2014,NUTS,2010,UKE,1,0.1799
2015,NUTS,2010,UKE,1,0.198
2016,NUTS,2010,UKE,1,0.1845
2017,NUTS,2010,UKE,1,0.2108
2018,NUTS,2010,UKE,1,0.2163
2011,NUTS,2010,UKE1,2,0.0
2012,NUTS,2010,UKE1,2,0.0
2013,NUTS,2010,UKE1,2,0.1607
2014,NUTS,2010,UKE1,2,0.1917
2015,NUTS,2010,UKE1,2,0.1883
2016,NUTS,2010,UKE1,2,0.1932
2017,NUTS,2010,UKE1,2,0.2233
2018,NUTS,2010,UKE1,2,0.2292
2011,NUTS,2010,UKE2,2,0.3332
2012,NUTS,2010,UKE2,2,0.3501
2013,NUTS,2010,UKE2,2,0.2288
2014,NUTS,2010,UKE2,2,0.2287
2015,NUTS,2010,UKE2,2,0.2632
2016,NUTS,2010,UKE2,2,0.2548
2017,NUTS,2010,UKE2,2,0.2515
2018,NUTS,2010,UKE2,2,0.2807
2011,NUTS,2010,UKE3,2,0.1192
2012,NUTS,2010,UKE3,2,0.1155
2013,NUTS,2010,UKE3,2,0.1141
2014,NUTS,2010,UKE3,2,0.1216
2015,NUTS,2010,UKE3,2,0.1485
2016,NUTS,2010,UKE3,2,0.1309
2017,NUTS,2010,UKE3,2,0.1677
2018,NUTS,2010,UKE3,2,0.1558
2011,NUTS,2010,UKE4,2,0.1434
2012,NUTS,2010,UKE4,2,0.1745
2013,NUTS,2010,UKE4,2,0.2161
2014,NUTS,2010,UKE4,2,0.1942
2015,NUTS,2010,UKE4,2,0.2062
2016,NUTS,2010,UKE4,2,0.1861
2017,NUTS,2010,UKE4,2,0.216
2018,NUTS,2010,UKE4,2,0.2244
2011,NUTS,2010,UKF,1,0.3048
2012,NUTS,2010,UKF,1,0.3243
2013,NUTS,2010,UKF,1,0.3891
2014,NUTS,2010,UKF,1,0.4079
2015,NUTS,2010,UKF,1,0.3902
2016,NUTS,2010,UKF,1,0.4128
2017,NUTS,2010,UKF,1,0.4131
2018,NUTS,2010,UKF,1,0.453
2011,NUTS,2010,UKF1,2,0.4835
2012,NUTS,2010,UKF1,2,0.5189
2013,NUTS,2010,UKF1,2,0.6511
2014,NUTS,2010,UKF1,2,0.6919
2015,NUTS,2010,UKF1,2,0.6451
2016,NUTS,2010,UKF1,2,0.6706
2017,NUTS,2010,UKF1,2,0.6858
2018,NUTS,2010,UKF1,2,0.755
