year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_bes_total_t_pc_emp_fte
2016,NUTS,2010,HU2,1,0.2511
2017,NUTS,2010,HU2,1,0.311
2018,NUTS,2010,HU2,1,0.3992
2019,NUTS,2010,HU2,1,0.4253
2011,NUTS,2010,HU21,2,0.3387
2012,NUTS,2010,HU21,2,0.4448
2013,NUTS,2010,HU21,2,0.4567
2014,NUTS,2010,HU21,2,0.3759
2015,NUTS,2010,HU21,2,0.3522
2016,NUTS,2010,HU21,2,0.357
2017,NUTS,2010,HU21,2,0.4159
2018,NUTS,2010,HU21,2,0.5061
2019,NUTS,2010,HU21,2,0.5538
2011,NUTS,2010,HU22,2,0.2142
2012,NUTS,2010,HU22,2,0.2573
2013,NUTS,2010,HU22,2,0.2873
2014,NUTS,2010,HU22,2,0.2385
2015,NUTS,2010,HU22,2,0.1957
2016,NUTS,2010,HU22,2,0.2118
2017,NUTS,2010,HU22,2,0.2662
2018,NUTS,2010,HU22,2,0.3721
2019,NUTS,2010,HU22,2,0.3746
2011,NUTS,2010,HU23,2,0.1842
2012,NUTS,2010,HU23,2,0.2073
2013,NUTS,2010,HU23,2,0.2749
2014,NUTS,2010,HU23,2,0.2079
2015,NUTS,2010,HU23,2,0.152
2016,NUTS,2010,HU23,2,0.1602
2017,NUTS,2010,HU23,2,0.2264
2018,NUTS,2010,HU23,2,0.2914
2019,NUTS,2010,HU23,2,0.3177
2011,NUTS,2010,HU3,1,0.2371
2012,NUTS,2010,HU3,1,0.283
2013,NUTS,2010,HU3,1,0.291
2014,NUTS,2010,HU3,1,0.2368
2015,NUTS,2010,HU3,1,0.1961
2016,NUTS,2010,HU3,1,0.1943
2017,NUTS,2010,HU3,1,0.2444
2018,NUTS,2010,HU3,1,0.2823
2019,NUTS,2010,HU3,1,0.3098
2011,NUTS,2010,HU31,2,0.2154
2012,NUTS,2010,HU31,2,0.2515
2013,NUTS,2010,HU31,2,0.2988
2014,NUTS,2010,HU31,2,0.2185
2015,NUTS,2010,HU31,2,0.1737
2016,NUTS,2010,HU31,2,0.1708
2017,NUTS,2010,HU31,2,0.2138
2018,NUTS,2010,HU31,2,0.2331
2019,NUTS,2010,HU31,2,0.2628
2011,NUTS,2010,HU32,2,0.229
2012,NUTS,2010,HU32,2,0.2883
2013,NUTS,2010,HU32,2,0.2271
2014,NUTS,2010,HU32,2,0.1863
2015,NUTS,2010,HU32,2,0.1912
2016,NUTS,2010,HU32,2,0.1808
2017,NUTS,2010,HU32,2,0.2153
2018,NUTS,2010,HU32,2,0.2395
2019,NUTS,2010,HU32,2,0.2541
2011,NUTS,2010,HU33,2,0.2638
2012,NUTS,2010,HU33,2,0.3029
2013,NUTS,2010,HU33,2,0.3552
2014,NUTS,2010,HU33,2,0.3096
2015,NUTS,2010,HU33,2,0.2211
2016,NUTS,2010,HU33,2,0.2293
2017,NUTS,2010,HU33,2,0.3037
2018,NUTS,2010,HU33,2,0.3738
2019,NUTS,2010,HU33,2,0.4137
2011,NUTS,2010,IE,0,0.7678
2012,NUTS,2010,IE,0,0.8368
2013,NUTS,2010,IE,0,0.9073
2014,NUTS,2010,IE,0,0.915
2015,NUTS,2010,IE,0,0.9224
2016,NUTS,2010,IE,0,0.8815
2017,NUTS,2010,IE,0,0.9205
2018,NUTS,2010,IE,0,0.8715
2019,NUTS,2010,IE,0,0.8829
2020,NUTS,2010,IE,0,0.9296
2011,NUTS,2010,IE0,1,0.7477
2013,NUTS,2010,IE0,1,0.8826
2015,NUTS,2010,IE0,1,0.8935
2017,NUTS,2010,IE0,1,0.8907
2011,NUTS,2010,IE01,2,0.6334
2013,NUTS,2010,IE01,2,0.6822
2015,NUTS,2010,IE01,2,0.5873
2017,NUTS,2010,IE01,2,1.392
2011,NUTS,2010,IE02,2,0.7866
2013,NUTS,2010,IE02,2,0.9513
2015,NUTS,2010,IE02,2,0.9972
2017,NUTS,2010,IE02,2,0.8192
2011,NUTS,2010,IS,0,0.9377
2013,NUTS,2010,IS,0,0.7634
2015,NUTS,2010,IS,0,0.9218
2016,NUTS,2010,IS,0,0.8911
2017,NUTS,2010,IS,0,0.9831
2018,NUTS,2010,IS,0,0.9569
2011,NUTS,2010,IT,0,0.5104
2012,NUTS,2010,IT,0,0.5489
2013,NUTS,2010,IT,0,0.5823
2014,NUTS,2010,IT,0,0.6024
2015,NUTS,2010,IT,0,0.632
2016,NUTS,2010,IT,0,0.7497
2017,NUTS,2010,IT,0,0.8662
2018,NUTS,2010,IT,0,0.9798
2019,NUTS,2010,IT,0,1.0028
2020,NUTS,2010,IT,0,1.0153
2011,NUTS,2010,ITC,1,0.7551
2012,NUTS,2010,ITC,1,0.7946
2013,NUTS,2010,ITC,1,0.8275
2014,NUTS,2010,ITC,1,0.8628
2015,NUTS,2010,ITC,1,0.8744
2016,NUTS,2010,ITC,1,1.0017
2017,NUTS,2010,ITC,1,1.1031
2018,NUTS,2010,ITC,1,1.2363
2019,NUTS,2010,ITC,1,1.2373
2011,NUTS,2010,ITC1,2,0.9107
2012,NUTS,2010,ITC1,2,0.9546
2013,NUTS,2010,ITC1,2,1.05
2014,NUTS,2010,ITC1,2,1.1033
2015,NUTS,2010,ITC1,2,1.1535
2016,NUTS,2010,ITC1,2,1.2788
2017,NUTS,2010,ITC1,2,1.3122
2018,NUTS,2010,ITC1,2,1.447
2019,NUTS,2010,ITC1,2,1.4292
2011,NUTS,2010,ITC2,2,0.3807
2012,NUTS,2010,ITC2,2,0.3592
2013,NUTS,2010,ITC2,2,0.2859
2014,NUTS,2010,ITC2,2,0.2946
2015,NUTS,2010,ITC2,2,0.3358
2016,NUTS,2010,ITC2,2,0.4539
2017,NUTS,2010,ITC2,2,0.402
2018,NUTS,2010,ITC2,2,0.4351
2019,NUTS,2010,ITC2,2,0.3454
2011,NUTS,2010,ITC3,2,0.5632
2012,NUTS,2010,ITC3,2,0.545
2013,NUTS,2010,ITC3,2,0.4874
2014,NUTS,2010,ITC3,2,0.5299
2015,NUTS,2010,ITC3,2,0.5597
2016,NUTS,2010,ITC3,2,0.6488
2017,NUTS,2010,ITC3,2,0.6479
2018,NUTS,2010,ITC3,2,0.7403
2019,NUTS,2010,ITC3,2,0.7639
2011,NUTS,2010,ITC4,2,0.7207
2012,NUTS,2010,ITC4,2,0.768
2013,NUTS,2010,ITC4,2,0.7899
2014,NUTS,2010,ITC4,2,0.8166
2015,NUTS,2010,ITC4,2,0.8086
2016,NUTS,2010,ITC4,2,0.9424
2017,NUTS,2010,ITC4,2,1.0877
2018,NUTS,2010,ITC4,2,1.2274
2019,NUTS,2010,ITC4,2,1.2347
2011,NUTS,2010,ITF,1,0.1798
2012,NUTS,2010,ITF,1,0.2062
2013,NUTS,2010,ITF,1,0.2271
2014,NUTS,2010,ITF,1,0.23
2015,NUTS,2010,ITF,1,0.2729
2016,NUTS,2010,ITF,1,0.3151
2017,NUTS,2010,ITF,1,0.4248
2018,NUTS,2010,ITF,1,0.5408
2019,NUTS,2010,ITF,1,0.5803
2011,NUTS,2010,ITF1,2,0.2442
2012,NUTS,2010,ITF1,2,0.1963
2013,NUTS,2010,ITF1,2,0.2364
2014,NUTS,2010,ITF1,2,0.2739
2015,NUTS,2010,ITF1,2,0.2686
2016,NUTS,2010,ITF1,2,0.351
2017,NUTS,2010,ITF1,2,0.4064
2018,NUTS,2010,ITF1,2,0.4766
2019,NUTS,2010,ITF1,2,0.5081
2011,NUTS,2010,ITF2,2,0.0562
2012,NUTS,2010,ITF2,2,0.0669
2013,NUTS,2010,ITF2,2,0.213
2014,NUTS,2010,ITF2,2,0.1724
2015,NUTS,2010,ITF2,2,0.6269
2016,NUTS,2010,ITF2,2,0.6156
2017,NUTS,2010,ITF2,2,0.6232
2018,NUTS,2010,ITF2,2,0.7821
2019,NUTS,2010,ITF2,2,0.6228
2011,NUTS,2010,ITF3,2,0.2822
2012,NUTS,2010,ITF3,2,0.3559
2013,NUTS,2010,ITF3,2,0.327
2014,NUTS,2010,ITF3,2,0.3209
2015,NUTS,2010,ITF3,2,0.3725
2016,NUTS,2010,ITF3,2,0.3985
2017,NUTS,2010,ITF3,2,0.5356
2018,NUTS,2010,ITF3,2,0.7331
2019,NUTS,2010,ITF3,2,0.8106
2011,NUTS,2010,ITF4,2,0.1209
2012,NUTS,2010,ITF4,2,0.1351
2013,NUTS,2010,ITF4,2,0.1974
2014,NUTS,2010,ITF4,2,0.2009
2015,NUTS,2010,ITF4,2,0.2217
2016,NUTS,2010,ITF4,2,0.2573
2017,NUTS,2010,ITF4,2,0.3492
2018,NUTS,2010,ITF4,2,0.4195
2019,NUTS,2010,ITF4,2,0.4681
2011,NUTS,2010,ITF5,2,0.0837
2012,NUTS,2010,ITF5,2,0.0389
2013,NUTS,2010,ITF5,2,0.0553
2014,NUTS,2010,ITF5,2,0.0496
2015,NUTS,2010,ITF5,2,0.0718
2016,NUTS,2010,ITF5,2,0.1864
2017,NUTS,2010,ITF5,2,0.2546
2018,NUTS,2010,ITF5,2,0.287
2019,NUTS,2010,ITF5,2,0.2129
2011,NUTS,2010,ITF6,2,0.023
2012,NUTS,2010,ITF6,2,0.0267
2013,NUTS,2010,ITF6,2,0.042
2014,NUTS,2010,ITF6,2,0.0562
2015,NUTS,2010,ITF6,2,0.0921
2016,NUTS,2010,ITF6,2,0.1398
2017,NUTS,2010,ITF6,2,0.2863
2018,NUTS,2010,ITF6,2,0.326
2019,NUTS,2010,ITF6,2,0.3257
2011,NUTS,2010,ITG,1,0.1106
2012,NUTS,2010,ITG,1,0.1057
2013,NUTS,2010,ITG,1,0.1294
2014,NUTS,2010,ITG,1,0.141
2015,NUTS,2010,ITG,1,0.1284
2016,NUTS,2010,ITG,1,0.1448
2017,NUTS,2010,ITG,1,0.1775
2018,NUTS,2010,ITG,1,0.2199
2019,NUTS,2010,ITG,1,0.2614
2011,NUTS,2010,ITG1,2,0.1359
2012,NUTS,2010,ITG1,2,0.1302
2013,NUTS,2010,ITG1,2,0.1646
2014,NUTS,2010,ITG1,2,0.1748
2015,NUTS,2010,ITG1,2,0.1517
2016,NUTS,2010,ITG1,2,0.16
2017,NUTS,2010,ITG1,2,0.2015
2018,NUTS,2010,ITG1,2,0.2638
2019,NUTS,2010,ITG1,2,0.3232
2011,NUTS,2010,ITG2,2,0.0491
2012,NUTS,2010,ITG2,2,0.0472
2013,NUTS,2010,ITG2,2,0.0435
2014,NUTS,2010,ITG2,2,0.0595
2015,NUTS,2010,ITG2,2,0.0728
2016,NUTS,2010,ITG2,2,0.1085
2017,NUTS,2010,ITG2,2,0.119
2018,NUTS,2010,ITG2,2,0.1173
2019,NUTS,2010,ITG2,2,0.1185
2011,NUTS,2010,ITH,1,0.7018
2012,NUTS,2010,ITH,1,0.7542
2013,NUTS,2010,ITH,1,0.802
2014,NUTS,2010,ITH,1,0.8143
2015,NUTS,2010,ITH,1,0.8791
2016,NUTS,2010,ITH,1,1.0542
2017,NUTS,2010,ITH,1,1.2193
2018,NUTS,2010,ITH,1,1.3012
2019,NUTS,2010,ITH,1,1.2873
2011,NUTS,2010,ITH1,2,0.3974
2012,NUTS,2010,ITH1,2,0.3918
2013,NUTS,2010,ITH1,2,0.4208
2014,NUTS,2010,ITH1,2,0.4181
2015,NUTS,2010,ITH1,2,0.3807
2016,NUTS,2010,ITH1,2,0.5181
2017,NUTS,2010,ITH1,2,0.5568
2018,NUTS,2010,ITH1,2,0.5717
2019,NUTS,2010,ITH1,2,0.6288
2011,NUTS,2010,ITH2,2,0.6927
2012,NUTS,2010,ITH2,2,0.8144
2013,NUTS,2010,ITH2,2,0.6788
2014,NUTS,2010,ITH2,2,0.6679
2015,NUTS,2010,ITH2,2,0.7629
2016,NUTS,2010,ITH2,2,0.6944
2017,NUTS,2010,ITH2,2,0.7927
2018,NUTS,2010,ITH2,2,0.7783
2019,NUTS,2010,ITH2,2,0.8459
2011,NUTS,2010,ITH3,2,0.7
2012,NUTS,2010,ITH3,2,0.7152
2013,NUTS,2010,ITH3,2,0.7478
2014,NUTS,2010,ITH3,2,0.729
2015,NUTS,2010,ITH3,2,0.7564
2016,NUTS,2010,ITH3,2,0.9578
2017,NUTS,2010,ITH3,2,1.0872
2018,NUTS,2010,ITH3,2,1.1766
2019,NUTS,2010,ITH3,2,1.1715
2011,NUTS,2010,ITH4,2,0.6173
2012,NUTS,2010,ITH4,2,0.6915
2013,NUTS,2010,ITH4,2,0.6147
2014,NUTS,2010,ITH4,2,0.6005
2015,NUTS,2010,ITH4,2,0.6071
2016,NUTS,2010,ITH4,2,0.7302
2017,NUTS,2010,ITH4,2,0.8774
2018,NUTS,2010,ITH4,2,0.9206
2019,NUTS,2010,ITH4,2,0.8832
2011,NUTS,2010,ITH5,2,0.7643
2012,NUTS,2010,ITH5,2,0.8516
2013,NUTS,2010,ITH5,2,0.9724
2014,NUTS,2010,ITH5,2,1.03
2015,NUTS,2010,ITH5,2,1.1583
2016,NUTS,2010,ITH5,2,1.349
2017,NUTS,2010,ITH5,2,1.5854
2018,NUTS,2010,ITH5,2,1.687
2019,NUTS,2010,ITH5,2,1.6487
2011,NUTS,2010,ITI,1,0.3624
2012,NUTS,2010,ITI,1,0.3959
2013,NUTS,2010,ITI,1,0.3963
2014,NUTS,2010,ITI,1,0.4091
2015,NUTS,2010,ITI,1,0.4337
2016,NUTS,2010,ITI,1,0.5641
2017,NUTS,2010,ITI,1,0.6644
2018,NUTS,2010,ITI,1,0.7863
2019,NUTS,2010,ITI,1,0.8417
2011,NUTS,2010,ITI1,2,0.361
2012,NUTS,2010,ITI1,2,0.4026
2013,NUTS,2010,ITI1,2,0.4688
2014,NUTS,2010,ITI1,2,0.492
2015,NUTS,2010,ITI1,2,0.5247
2016,NUTS,2010,ITI1,2,0.608
2017,NUTS,2010,ITI1,2,0.768
2018,NUTS,2010,ITI1,2,0.9528
2019,NUTS,2010,ITI1,2,0.9957
2011,NUTS,2010,ITI2,2,0.2091
2012,NUTS,2010,ITI2,2,0.2404
2013,NUTS,2010,ITI2,2,0.26
2014,NUTS,2010,ITI2,2,0.2865
2015,NUTS,2010,ITI2,2,0.2996
2016,NUTS,2010,ITI2,2,0.4314
2017,NUTS,2010,ITI2,2,0.581
2018,NUTS,2010,ITI2,2,0.6552
2019,NUTS,2010,ITI2,2,0.6618
2011,NUTS,2010,ITI3,2,0.389
2012,NUTS,2010,ITI3,2,0.4432
2013,NUTS,2010,ITI3,2,0.4658
2014,NUTS,2010,ITI3,2,0.5644
2015,NUTS,2010,ITI3,2,0.5277
2016,NUTS,2010,ITI3,2,0.7196
2017,NUTS,2010,ITI3,2,0.9187
2018,NUTS,2010,ITI3,2,0.9585
2019,NUTS,2010,ITI3,2,0.909
2011,NUTS,2010,ITI4,2,0.3808
2012,NUTS,2010,ITI4,2,0.4025
2013,NUTS,2010,ITI4,2,0.3484
2014,NUTS,2010,ITI4,2,0.3302
2015,NUTS,2010,ITI4,2,0.3678
2016,NUTS,2010,ITI4,2,0.5137
2017,NUTS,2010,ITI4,2,0.5421
2018,NUTS,2010,ITI4,2,0.6482
2019,NUTS,2010,ITI4,2,0.7476
2011,NUTS,2010,KR,0,1.0488
2012,NUTS,2010,KR,0,1.1407
2013,NUTS,2010,KR,0,1.152
2011,NUTS,2010,LT,0,0.1701
2012,NUTS,2010,LT,0,0.1424
2013,NUTS,2010,LT,0,0.19
2014,NUTS,2010,LT,0,0.2568
2015,NUTS,2010,LT,0,0.2086
2016,NUTS,2010,LT,0,0.1995
2017,NUTS,2010,LT,0,0.2897
2018,NUTS,2010,LT,0,0.3251
2019,NUTS,2010,LT,0,0.3635
2020,NUTS,2010,LT,0,0.4253
2015,NUTS,2010,LT01,2,0.4689
2016,NUTS,2010,LT01,2,0.425
2017,NUTS,2010,LT01,2,0.5276
2018,NUTS,2010,LT01,2,0.6023
2019,NUTS,2010,LT01,2,0.6972
2015,NUTS,2010,LT02,2,0.0909
2016,NUTS,2010,LT02,2,0.0909
2017,NUTS,2010,LT02,2,0.164
2018,NUTS,2010,LT02,2,0.1759
2019,NUTS,2010,LT02,2,0.1845
2011,NUTS,2010,LU,0,1.5257
2012,NUTS,2010,LU,0,1.2147
2013,NUTS,2010,LU,0,1.2344
2014,NUTS,2010,LU,0,1.2411
2015,NUTS,2010,LU,0,1.2024
2016,NUTS,2010,LU,0,1.2487
2017,NUTS,2010,LU,0,1.2046
2018,NUTS,2010,LU,0,1.1101
2019,NUTS,2010,LU,0,1.1292
2020,NUTS,2010,LU,0,1.0867
2011,NUTS,2010,LV,0,0.1039
2012,NUTS,2010,LV,0,0.1042
2013,NUTS,2010,LV,0,0.1135
2014,NUTS,2010,LV,0,0.1613
2015,NUTS,2010,LV,0,0.1321
2016,NUTS,2010,LV,0,0.1042
2017,NUTS,2010,LV,0,0.111
2018,NUTS,2010,LV,0,0.14
2019,NUTS,2010,LV,0,0.1351
2020,NUTS,2010,LV,0,0.1623
2011,NUTS,2010,ME,0,0.0637
2013,NUTS,2010,ME,0,0.0637
2014,NUTS,2010,ME,0,0.0571
2015,NUTS,2010,ME,0,0.048
2016,NUTS,2010,ME,0,0.0348
2017,NUTS,2010,ME,0,0.0313
2018,NUTS,2010,ME,0,0.0516
2019,NUTS,2010,ME,0,0.0462
2011,NUTS,2010,MK,0,0.026
2012,NUTS,2010,MK,0,0.0216
2013,NUTS,2010,MK,0,0.0227
2014,NUTS,2010,MK,0,0.0351
2015,NUTS,2010,MK,0,0.0561
2016,NUTS,2010,MK,0,0.0586
2017,NUTS,2010,MK,0,0.0571
2018,NUTS,2010,MK,0,0.0662
2019,NUTS,2010,MK,0,0.0695
2020,NUTS,2010,MK,0,0.0749
2011,NUTS,2010,MT,0,0.614
2012,NUTS,2010,MT,0,0.6047
2013,NUTS,2010,MT,0,0.5045
2014,NUTS,2010,MT,0,0.5083
2015,NUTS,2010,MT,0,0.4724
2016,NUTS,2010,MT,0,0.4915
2017,NUTS,2010,MT,0,0.4733
2018,NUTS,2010,MT,0,0.4209
2019,NUTS,2010,MT,0,0.4018
2020,NUTS,2010,MT,0,0.4664
2011,NUTS,2010,NL,0,0.8895
2012,NUTS,2010,NL,0,0.9202
2013,NUTS,2010,NL,0,1.1498
2014,NUTS,2010,NL,0,1.1544
2015,NUTS,2010,NL,0,1.1764
2016,NUTS,2010,NL,0,1.2229
2017,NUTS,2010,NL,0,1.2581
2018,NUTS,2010,NL,0,1.295
2019,NUTS,2010,NL,0,1.2998
2020,NUTS,2010,NL,0,1.3156
2011,NUTS,2010,NL1,1,0.5423
2012,NUTS,2010,NL1,1,0.4837
2011,NUTS,2010,NL11,2,0.5426
2012,NUTS,2010,NL11,2,0.4544
2011,NUTS,2010,NL12,2,0.5324
2012,NUTS,2010,NL12,2,0.5181
2011,NUTS,2010,NL13,2,0.5555
2012,NUTS,2010,NL13,2,0.4735
2011,NUTS,2010,NL2,1,0.8537
2012,NUTS,2010,NL2,1,0.8719
2011,NUTS,2010,NL21,2,1.1651
2012,NUTS,2010,NL21,2,0.9671
2011,NUTS,2010,NL22,2,0.7345
2012,NUTS,2010,NL22,2,0.8562
2011,NUTS,2010,NL23,2,0.5685
2012,NUTS,2010,NL23,2,0.6842
2011,NUTS,2010,NL3,1,0.8164
2012,NUTS,2010,NL3,1,0.8228
2011,NUTS,2010,NL31,2,0.7084
2012,NUTS,2010,NL31,2,0.7217
2011,NUTS,2010,NL32,2,0.9966
2012,NUTS,2010,NL32,2,0.9989
2011,NUTS,2010,NL33,2,0.7684
2012,NUTS,2010,NL33,2,0.7677
2011,NUTS,2010,NL34,2,0.2961
2012,NUTS,2010,NL34,2,0.3774
2011,NUTS,2010,NL4,1,1.2609
2012,NUTS,2010,NL4,1,1.3843
2011,NUTS,2010,NL41,2,1.3941
2012,NUTS,2010,NL41,2,1.5576
2011,NUTS,2010,NL42,2,0.9526
2012,NUTS,2010,NL42,2,0.9834
2011,NUTS,2010,NO,0,0.7362
2012,NUTS,2010,NO,0,0.7432
2013,NUTS,2010,NO,0,0.7556
2014,NUTS,2010,NO,0,0.8119
2015,NUTS,2010,NO,0,0.8502
2016,NUTS,2010,NO,0,0.8712
2017,NUTS,2010,NO,0,0.932
2018,NUTS,2010,NO,0,0.9187
2019,NUTS,2010,NO,0,0.9615
2020,NUTS,2010,NO,0,1.0035
2011,NUTS,2010,NO0,1,0.7143
2012,NUTS,2010,NO0,1,0.7204
2013,NUTS,2010,NO0,1,0.7319
2014,NUTS,2010,NO0,1,0.7842
2015,NUTS,2010,NO0,1,0.8193
2016,NUTS,2010,NO0,1,0.8404
2017,NUTS,2010,NO0,1,0.8989
2018,NUTS,2010,NO0,1,0.8849
2019,NUTS,2010,NO0,1,0.9262
2011,NUTS,2010,NO01,2,1.2096
2012,NUTS,2010,NO01,2,1.1324
2013,NUTS,2010,NO01,2,1.1512
2014,NUTS,2010,NO01,2,1.1953
2015,NUTS,2010,NO01,2,1.2591
2016,NUTS,2010,NO01,2,1.2737
2017,NUTS,2010,NO01,2,1.3426
2018,NUTS,2010,NO01,2,1.3201
2019,NUTS,2010,NO01,2,1.3493
2011,NUTS,2010,NO02,2,0.2759
2012,NUTS,2010,NO02,2,0.254
2013,NUTS,2010,NO02,2,0.3324
2014,NUTS,2010,NO02,2,0.3083
2015,NUTS,2010,NO02,2,0.298
2016,NUTS,2010,NO02,2,0.3162
2017,NUTS,2010,NO02,2,0.3462
2018,NUTS,2010,NO02,2,0.3836
2019,NUTS,2010,NO02,2,0.3445
2011,NUTS,2010,NO03,2,0.6045
2012,NUTS,2010,NO03,2,0.5817
2013,NUTS,2010,NO03,2,0.6515
2014,NUTS,2010,NO03,2,0.6931
2015,NUTS,2010,NO03,2,0.7076
2016,NUTS,2010,NO03,2,0.7102
2017,NUTS,2010,NO03,2,0.729
2018,NUTS,2010,NO03,2,0.7009
2019,NUTS,2010,NO03,2,0.6928
2011,NUTS,2010,NO04,2,0.4736
2012,NUTS,2010,NO04,2,0.4949
2013,NUTS,2010,NO04,2,0.4983
2014,NUTS,2010,NO04,2,0.5589
2015,NUTS,2010,NO04,2,0.6173
2016,NUTS,2010,NO04,2,0.6591
2017,NUTS,2010,NO04,2,0.6986
2018,NUTS,2010,NO04,2,0.6701
2019,NUTS,2010,NO04,2,0.717
2011,NUTS,2010,NO05,2,0.4423
2012,NUTS,2010,NO05,2,0.4709
2013,NUTS,2010,NO05,2,0.4733
2014,NUTS,2010,NO05,2,0.5367
2015,NUTS,2010,NO05,2,0.5746
2016,NUTS,2010,NO05,2,0.5707
2017,NUTS,2010,NO05,2,0.6793
2018,NUTS,2010,NO05,2,0.7211
2019,NUTS,2010,NO05,2,0.7709
2011,NUTS,2010,NO06,2,1.3993
2012,NUTS,2010,NO06,2,1.6136
2013,NUTS,2010,NO06,2,1.447
2014,NUTS,2010,NO06,2,1.5762
2015,NUTS,2010,NO06,2,1.5678
2016,NUTS,2010,NO06,2,1.5781
2017,NUTS,2010,NO06,2,1.6703
2018,NUTS,2010,NO06,2,1.5432
2019,NUTS,2010,NO06,2,1.75
2011,NUTS,2010,NO07,2,0.2126
2012,NUTS,2010,NO07,2,0.2367
2013,NUTS,2010,NO07,2,0.2396
2014,NUTS,2010,NO07,2,0.2853
2015,NUTS,2010,NO07,2,0.2952
2016,NUTS,2010,NO07,2,0.3676
2017,NUTS,2010,NO07,2,0.3908
2018,NUTS,2010,NO07,2,0.4127
2019,NUTS,2010,NO07,2,0.4302
2011,NUTS,2010,PL,0,0.1317
2012,NUTS,2010,PL,0,0.1727
2013,NUTS,2010,PL,0,0.2029
2014,NUTS,2010,PL,0,0.2447
2015,NUTS,2010,PL,0,0.2717
2016,NUTS,2010,PL,0,0.3564
2017,NUTS,2010,PL,0,0.4597
2018,NUTS,2010,PL,0,0.5389
2019,NUTS,2010,PL,0,0.5443
2020,NUTS,2010,PL,0,0.6064
2011,NUTS,2010,PL1,1,0.2571
2012,NUTS,2010,PL1,1,0.3403
2013,NUTS,2010,PL1,1,0.2871
2014,NUTS,2010,PL1,1,0.3305
2015,NUTS,2010,PL1,1,0.3733
2011,NUTS,2010,PL11,2,0.0622
2012,NUTS,2010,PL11,2,0.0802
2013,NUTS,2010,PL11,2,0.0924
2014,NUTS,2010,PL11,2,0.0963
2015,NUTS,2010,PL11,2,0.1366
2011,NUTS,2010,PL12,2,0.2252
2012,NUTS,2010,PL12,2,0.3013
2013,NUTS,2010,PL12,2,0.388
2014,NUTS,2010,PL12,2,0.4447
2015,NUTS,2010,PL12,2,0.4805
2011,NUTS,2010,PL2,1,0.1383
2012,NUTS,2010,PL2,1,0.1727
2013,NUTS,2010,PL2,1,0.209
2014,NUTS,2010,PL2,1,0.2539
2015,NUTS,2010,PL2,1,0.3021
2016,NUTS,2010,PL2,1,0.3939
2017,NUTS,2010,PL2,1,0.4845
2018,NUTS,2010,PL2,1,0.5163
2019,NUTS,2010,PL2,1,0.5633
2011,NUTS,2010,PL21,2,0.1497
2012,NUTS,2010,PL21,2,0.2497
2013,NUTS,2010,PL21,2,0.2724
2014,NUTS,2010,PL21,2,0.3106
2015,NUTS,2010,PL21,2,0.395
2016,NUTS,2010,PL21,2,0.5749
2017,NUTS,2010,PL21,2,0.7168
2018,NUTS,2010,PL21,2,0.7004
2019,NUTS,2010,PL21,2,0.792
2011,NUTS,2010,PL22,2,0.1306
2012,NUTS,2010,PL22,2,0.1203
2013,NUTS,2010,PL22,2,0.1652
2014,NUTS,2010,PL22,2,0.2136
2015,NUTS,2010,PL22,2,0.235
2016,NUTS,2010,PL22,2,0.2577
2017,NUTS,2010,PL22,2,0.3088
2018,NUTS,2010,PL22,2,0.3749
2019,NUTS,2010,PL22,2,0.3861
2011,NUTS,2010,PL3,1,0.116
2012,NUTS,2010,PL3,1,0.1537
2013,NUTS,2010,PL3,1,0.1718
2014,NUTS,2010,PL3,1,0.2223
2015,NUTS,2010,PL3,1,0.1967
2011,NUTS,2010,PL31,2,0.0449
2012,NUTS,2010,PL31,2,0.0626
2013,NUTS,2010,PL31,2,0.0605
2014,NUTS,2010,PL31,2,0.0627
2015,NUTS,2010,PL31,2,0.0863
2011,NUTS,2010,PL32,2,0.2688
2012,NUTS,2010,PL32,2,0.3856
2013,NUTS,2010,PL32,2,0.436
2014,NUTS,2010,PL32,2,0.6367
2015,NUTS,2010,PL32,2,0.4852
2011,NUTS,2010,PL33,2,0.0525
2012,NUTS,2010,PL33,2,0.0557
2013,NUTS,2010,PL33,2,0.0512
2014,NUTS,2010,PL33,2,0.0569
2015,NUTS,2010,PL33,2,0.0864
2011,NUTS,2010,PL34,2,0.0764
2012,NUTS,2010,PL34,2,0.0585
2013,NUTS,2010,PL34,2,0.0882
2014,NUTS,2010,PL34,2,0.0754
2015,NUTS,2010,PL34,2,0.0897
2011,NUTS,2010,PL4,1,0.0596
2012,NUTS,2010,PL4,1,0.0869
2013,NUTS,2010,PL4,1,0.107
2014,NUTS,2010,PL4,1,0.1157
2015,NUTS,2010,PL4,1,0.1652
2016,NUTS,2010,PL4,1,0.1524
2017,NUTS,2010,PL4,1,0.1956
2018,NUTS,2010,PL4,1,0.2203
2019,NUTS,2010,PL4,1,0.2378
2011,NUTS,2010,PL41,2,0.0793
2013,NUTS,2010,PL41,2,0.1518
2014,NUTS,2010,PL41,2,0.1578
2015,NUTS,2010,PL41,2,0.2349
2016,NUTS,2010,PL41,2,0.2138
2017,NUTS,2010,PL41,2,0.2552
2018,NUTS,2010,PL41,2,0.2806
2019,NUTS,2010,PL41,2,0.3008
2011,NUTS,2010,PL42,2,0.0327
2012,NUTS,2010,PL42,2,0.0559
2013,NUTS,2010,PL42,2,0.0434
2014,NUTS,2010,PL42,2,0.0692
2015,NUTS,2010,PL42,2,0.0756
