year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_bes_eur_hab
2016,NUTS,2010,UKD6,2,1521.3
2017,NUTS,2010,UKD6,2,1164.1
2018,NUTS,2010,UKD6,2,941.7
2011,NUTS,2010,UKD7,2,149.4
2012,NUTS,2010,UKD7,2,177.6
2013,NUTS,2010,UKD7,2,195.1
2014,NUTS,2010,UKD7,2,225.2
2015,NUTS,2010,UKD7,2,268.8
2016,NUTS,2010,UKD7,2,352.9
2017,NUTS,2010,UKD7,2,363.0
2018,NUTS,2010,UKD7,2,330.3
2011,NUTS,2010,UKE,1,118.5
2012,NUTS,2010,UKE,1,140.1
2013,NUTS,2010,UKE,1,142.3
2014,NUTS,2010,UKE,1,157.4
2015,NUTS,2010,UKE,1,199.7
2016,NUTS,2010,UKE,1,169.2
2017,NUTS,2010,UKE,1,196.7
2018,NUTS,2010,UKE,1,190.6
2011,NUTS,2010,UKE1,2,116.9
2012,NUTS,2010,UKE1,2,138.9
2013,NUTS,2010,UKE1,2,0.0
2014,NUTS,2010,UKE1,2,171.6
2015,NUTS,2010,UKE1,2,216.1
2016,NUTS,2010,UKE1,2,200.8
2017,NUTS,2010,UKE1,2,210.3
2018,NUTS,2010,UKE1,2,223.1
2011,NUTS,2010,UKE2,2,250.2
2012,NUTS,2010,UKE2,2,288.8
2013,NUTS,2010,UKE2,2,388.7
2014,NUTS,2010,UKE2,2,239.9
2015,NUTS,2010,UKE2,2,367.2
2016,NUTS,2010,UKE2,2,288.0
2017,NUTS,2010,UKE2,2,297.8
2018,NUTS,2010,UKE2,2,319.2
2011,NUTS,2010,UKE3,2,71.5
2012,NUTS,2010,UKE3,2,80.0
2013,NUTS,2010,UKE3,2,75.5
2014,NUTS,2010,UKE3,2,86.4
2015,NUTS,2010,UKE3,2,115.7
2016,NUTS,2010,UKE3,2,90.5
2017,NUTS,2010,UKE3,2,123.1
2018,NUTS,2010,UKE3,2,102.3
2011,NUTS,2010,UKE4,2,100.2
2012,NUTS,2010,UKE4,2,123.7
2013,NUTS,2010,UKE4,2,152.8
2014,NUTS,2010,UKE4,2,164.8
2015,NUTS,2010,UKE4,2,183.9
2016,NUTS,2010,UKE4,2,161.7
2017,NUTS,2010,UKE4,2,199.8
2018,NUTS,2010,UKE4,2,185.2
2011,NUTS,2010,UKF,1,292.7
2012,NUTS,2010,UKF,1,325.8
2013,NUTS,2010,UKF,1,351.7
2014,NUTS,2010,UKF,1,396.0
2015,NUTS,2010,UKF,1,448.2
2016,NUTS,2010,UKF,1,429.6
2017,NUTS,2010,UKF,1,365.3
2018,NUTS,2010,UKF,1,418.3
2011,NUTS,2010,UKF1,2,419.4
2012,NUTS,2010,UKF1,2,504.0
2013,NUTS,2010,UKF1,2,535.2
2014,NUTS,2010,UKF1,2,613.6
2015,NUTS,2010,UKF1,2,713.0
2016,NUTS,2010,UKF1,2,676.5
2017,NUTS,2010,UKF1,2,556.7
2018,NUTS,2010,UKF1,2,666.0
2011,NUTS,2010,UKF2,2,227.1
2012,NUTS,2010,UKF2,2,216.8
2013,NUTS,2010,UKF2,2,245.0
2014,NUTS,2010,UKF2,2,263.4
2015,NUTS,2010,UKF2,2,278.1
2016,NUTS,2010,UKF2,2,271.2
2017,NUTS,2010,UKF2,2,246.1
2018,NUTS,2010,UKF2,2,256.4
2011,NUTS,2010,UKF3,2,75.9
2012,NUTS,2010,UKF3,2,60.7
2013,NUTS,2010,UKF3,2,66.7
2014,NUTS,2010,UKF3,2,74.3
2015,NUTS,2010,UKF3,2,80.5
2016,NUTS,2010,UKF3,2,89.1
2017,NUTS,2010,UKF3,2,94.1
2018,NUTS,2010,UKF3,2,87.7
2011,NUTS,2010,UKG,1,255.1
2012,NUTS,2010,UKG,1,320.2
2013,NUTS,2010,UKG,1,353.1
2014,NUTS,2010,UKG,1,428.6
2015,NUTS,2010,UKG,1,520.5
2016,NUTS,2010,UKG,1,485.9
2017,NUTS,2010,UKG,1,482.3
2018,NUTS,2010,UKG,1,528.1
2011,NUTS,2010,UKG1,2,623.3
2012,NUTS,2010,UKG1,2,781.2
2013,NUTS,2010,UKG1,2,756.5
2014,NUTS,2010,UKG1,2,978.1
2015,NUTS,2010,UKG1,2,1223.1
2016,NUTS,2010,UKG1,2,1043.2
2017,NUTS,2010,UKG1,2,1321.7
2018,NUTS,2010,UKG1,2,1388.1
2011,NUTS,2010,UKG2,2,111.0
2012,NUTS,2010,UKG2,2,121.7
2013,NUTS,2010,UKG2,2,132.4
2014,NUTS,2010,UKG2,2,139.1
2015,NUTS,2010,UKG2,2,167.7
2016,NUTS,2010,UKG2,2,180.6
2017,NUTS,2010,UKG2,2,151.3
2018,NUTS,2010,UKG2,2,199.6
2011,NUTS,2010,UKG3,2,163.2
2012,NUTS,2010,UKG3,2,216.0
2013,NUTS,2010,UKG3,2,289.1
2014,NUTS,2010,UKG3,2,335.0
2015,NUTS,2010,UKG3,2,391.3
2016,NUTS,2010,UKG3,2,398.1
2017,NUTS,2010,UKG3,2,278.0
2018,NUTS,2010,UKG3,2,313.5
2011,NUTS,2010,UKH,1,718.4
2012,NUTS,2010,UKH,1,722.9
2013,NUTS,2010,UKH,1,808.5
2014,NUTS,2010,UKH,1,877.1
2015,NUTS,2010,UKH,1,952.1
2016,NUTS,2010,UKH,1,878.4
2017,NUTS,2010,UKH,1,867.6
2018,NUTS,2010,UKH,1,937.6
2011,NUTS,2010,UKH1,2,815.0
2012,NUTS,2010,UKH1,2,914.4
2013,NUTS,2010,UKH1,2,896.4
2014,NUTS,2010,UKH1,2,1080.7
2015,NUTS,2010,UKH1,2,1123.5
2016,NUTS,2010,UKH1,2,986.1
2017,NUTS,2010,UKH1,2,1006.3
2018,NUTS,2010,UKH1,2,1225.8
2011,NUTS,2010,UKH2,2,786.1
2012,NUTS,2010,UKH2,2,796.3
2013,NUTS,2010,UKH2,2,1118.4
2014,NUTS,2010,UKH2,2,1050.1
2015,NUTS,2010,UKH2,2,1186.8
2016,NUTS,2010,UKH2,2,1148.7
2017,NUTS,2010,UKH2,2,1096.4
2018,NUTS,2010,UKH2,2,1050.2
2011,NUTS,2010,UKH3,2,516.8
2012,NUTS,2010,UKH3,2,384.0
2013,NUTS,2010,UKH3,2,374.3
2014,NUTS,2010,UKH3,2,421.5
2015,NUTS,2010,UKH3,2,478.2
2016,NUTS,2010,UKH3,2,455.5
2017,NUTS,2010,UKH3,2,444.5
2018,NUTS,2010,UKH3,2,427.7
2011,NUTS,2010,UKI,1,161.9
2012,NUTS,2010,UKI,1,220.6
2013,NUTS,2010,UKI,1,185.4
2014,NUTS,2010,UKI,1,267.2
2015,NUTS,2010,UKI,1,306.3
2016,NUTS,2010,UKI,1,321.3
2017,NUTS,2010,UKI,1,362.5
2018,NUTS,2010,UKI,1,369.1
2011,NUTS,2010,UKI3,2,683.6
2012,NUTS,2010,UKI3,2,831.4
2013,NUTS,2010,UKI3,2,792.0
2014,NUTS,2010,UKI3,2,1048.3
2015,NUTS,2010,UKI3,2,1089.2
2016,NUTS,2010,UKI3,2,891.7
2017,NUTS,2010,UKI3,2,1236.9
2018,NUTS,2010,UKI3,2,1356.8
2011,NUTS,2010,UKI4,2,71.0
2012,NUTS,2010,UKI4,2,65.2
2013,NUTS,2010,UKI4,2,108.0
2014,NUTS,2010,UKI4,2,171.5
2015,NUTS,2010,UKI4,2,199.0
2016,NUTS,2010,UKI4,2,174.4
2017,NUTS,2010,UKI4,2,196.9
2018,NUTS,2010,UKI4,2,234.1
2011,NUTS,2010,UKI5,2,26.8
2012,NUTS,2010,UKI5,2,28.6
2013,NUTS,2010,UKI5,2,23.5
2014,NUTS,2010,UKI5,2,26.3
2015,NUTS,2010,UKI5,2,35.1
2016,NUTS,2010,UKI5,2,36.2
2017,NUTS,2010,UKI5,2,28.6
2018,NUTS,2010,UKI5,2,30.4
2011,NUTS,2010,UKI6,2,102.4
2012,NUTS,2010,UKI6,2,76.4
2013,NUTS,2010,UKI6,2,76.1
2014,NUTS,2010,UKI6,2,82.4
2015,NUTS,2010,UKI6,2,56.1
2016,NUTS,2010,UKI6,2,58.8
2017,NUTS,2010,UKI6,2,61.5
2018,NUTS,2010,UKI6,2,45.0
2011,NUTS,2010,UKI7,2,128.0
2012,NUTS,2010,UKI7,2,314.0
2013,NUTS,2010,UKI7,2,148.4
2014,NUTS,2010,UKI7,2,273.7
2015,NUTS,2010,UKI7,2,392.9
2016,NUTS,2010,UKI7,2,593.2
2017,NUTS,2010,UKI7,2,555.1
2018,NUTS,2010,UKI7,2,484.4
2011,NUTS,2010,UKJ,1,605.4
2012,NUTS,2010,UKJ,1,580.0
2013,NUTS,2010,UKJ,1,563.9
2014,NUTS,2010,UKJ,1,618.7
2015,NUTS,2010,UKJ,1,728.0
2016,NUTS,2010,UKJ,1,636.9
2017,NUTS,2010,UKJ,1,612.2
2018,NUTS,2010,UKJ,1,623.4
2011,NUTS,2010,UKJ1,2,783.9
2012,NUTS,2010,UKJ1,2,912.5
2013,NUTS,2010,UKJ1,2,943.5
2014,NUTS,2010,UKJ1,2,1115.9
2015,NUTS,2010,UKJ1,2,1271.7
2016,NUTS,2010,UKJ1,2,1179.7
2017,NUTS,2010,UKJ1,2,1157.7
2018,NUTS,2010,UKJ1,2,1169.6
2011,NUTS,2010,UKJ2,2,405.9
2012,NUTS,2010,UKJ2,2,431.6
2013,NUTS,2010,UKJ2,2,412.7
2014,NUTS,2010,UKJ2,2,423.4
2015,NUTS,2010,UKJ2,2,539.9
2016,NUTS,2010,UKJ2,2,451.2
2017,NUTS,2010,UKJ2,2,481.4
2018,NUTS,2010,UKJ2,2,464.5
2011,NUTS,2010,UKJ3,2,602.8
2012,NUTS,2010,UKJ3,2,569.7
2013,NUTS,2010,UKJ3,2,610.7
2014,NUTS,2010,UKJ3,2,607.5
2015,NUTS,2010,UKJ3,2,700.3
2016,NUTS,2010,UKJ3,2,542.8
2017,NUTS,2010,UKJ3,2,429.2
2018,NUTS,2010,UKJ3,2,456.8
2011,NUTS,2010,UKJ4,2,690.1
2012,NUTS,2010,UKJ4,2,389.4
2013,NUTS,2010,UKJ4,2,253.8
2014,NUTS,2010,UKJ4,2,287.4
2015,NUTS,2010,UKJ4,2,342.3
2016,NUTS,2010,UKJ4,2,321.1
2017,NUTS,2010,UKJ4,2,302.7
2018,NUTS,2010,UKJ4,2,340.2
2011,NUTS,2010,UKK,1,296.3
2012,NUTS,2010,UKK,1,316.1
2013,NUTS,2010,UKK,1,319.2
2014,NUTS,2010,UKK,1,371.3
2015,NUTS,2010,UKK,1,372.3
2016,NUTS,2010,UKK,1,333.2
2017,NUTS,2010,UKK,1,340.4
2018,NUTS,2010,UKK,1,355.0
2011,NUTS,2010,UKK1,2,545.4
2012,NUTS,2010,UKK1,2,578.9
2013,NUTS,2010,UKK1,2,559.2
2014,NUTS,2010,UKK1,2,653.1
2015,NUTS,2010,UKK1,2,621.9
2016,NUTS,2010,UKK1,2,560.1
2017,NUTS,2010,UKK1,2,577.3
2018,NUTS,2010,UKK1,2,597.4
2011,NUTS,2010,UKK2,2,165.8
2012,NUTS,2010,UKK2,2,181.0
2013,NUTS,2010,UKK2,2,200.0
2014,NUTS,2010,UKK2,2,217.6
2015,NUTS,2010,UKK2,2,242.3
2016,NUTS,2010,UKK2,2,208.5
2017,NUTS,2010,UKK2,2,194.6
2018,NUTS,2010,UKK2,2,211.2
2011,NUTS,2010,UKK3,2,41.0
2012,NUTS,2010,UKK3,2,44.2
2013,NUTS,2010,UKK3,2,41.7
2014,NUTS,2010,UKK3,2,53.2
2015,NUTS,2010,UKK3,2,63.1
2016,NUTS,2010,UKK3,2,57.8
2017,NUTS,2010,UKK3,2,60.6
2018,NUTS,2010,UKK3,2,54.9
2011,NUTS,2010,UKK4,2,47.8
2012,NUTS,2010,UKK4,2,51.6
2013,NUTS,2010,UKK4,2,85.2
2014,NUTS,2010,UKK4,2,107.1
2015,NUTS,2010,UKK4,2,142.9
2016,NUTS,2010,UKK4,2,128.3
2017,NUTS,2010,UKK4,2,139.7
2018,NUTS,2010,UKK4,2,149.1
2011,NUTS,2010,UKL,1,95.7
2012,NUTS,2010,UKL,1,109.1
2013,NUTS,2010,UKL,1,141.2
2014,NUTS,2010,UKL,1,159.4
2015,NUTS,2010,UKL,1,161.0
2016,NUTS,2010,UKL,1,170.8
2017,NUTS,2010,UKL,1,167.2
2018,NUTS,2010,UKL,1,155.6
2011,NUTS,2010,UKL1,2,44.8
2012,NUTS,2010,UKL1,2,38.6
2013,NUTS,2010,UKL1,2,38.7
2014,NUTS,2010,UKL1,2,95.3
2015,NUTS,2010,UKL1,2,117.3
2016,NUTS,2010,UKL1,2,114.6
2017,NUTS,2010,UKL1,2,136.1
2018,NUTS,2010,UKL1,2,125.3
2011,NUTS,2010,UKL2,2,183.1
2012,NUTS,2010,UKL2,2,229.7
2013,NUTS,2010,UKL2,2,316.0
2014,NUTS,2010,UKL2,2,268.6
2015,NUTS,2010,UKL2,2,235.4
2016,NUTS,2010,UKL2,2,266.2
2017,NUTS,2010,UKL2,2,219.8
2018,NUTS,2010,UKL2,2,206.7
2011,NUTS,2010,UKM,1,150.6
2012,NUTS,2010,UKM,1,164.2
2013,NUTS,2010,UKM,1,176.5
2014,NUTS,2010,UKM,1,210.4
2015,NUTS,2010,UKM,1,223.9
2016,NUTS,2010,UKM,1,242.8
2017,NUTS,2010,UKM,1,262.8
2018,NUTS,2010,UKM,1,281.9
2011,NUTS,2010,UKM2,2,199.6
2012,NUTS,2010,UKM2,2,234.4
2013,NUTS,2010,UKM2,2,239.4
2014,NUTS,2010,UKM2,2,275.1
2015,NUTS,2010,UKM2,2,320.5
2016,NUTS,2010,UKM2,2,325.5
2017,NUTS,2010,UKM2,2,378.1
2011,NUTS,2010,UKM3,2,90.6
2012,NUTS,2010,UKM3,2,101.2
2013,NUTS,2010,UKM3,2,124.8
2014,NUTS,2010,UKM3,2,115.8
2015,NUTS,2010,UKM3,2,134.1
2016,NUTS,2010,UKM3,2,152.2
2017,NUTS,2010,UKM3,2,178.0
2011,NUTS,2010,UKM5,2,255.4
2012,NUTS,2010,UKM5,2,221.2
2013,NUTS,2010,UKM5,2,237.6
2014,NUTS,2010,UKM5,2,512.4
2015,NUTS,2010,UKM5,2,373.6
2016,NUTS,2010,UKM5,2,480.5
2017,NUTS,2010,UKM5,2,372.6
2018,NUTS,2010,UKM5,2,391.2
2011,NUTS,2010,UKM6,2,131.1
2012,NUTS,2010,UKM6,2,116.0
2013,NUTS,2010,UKM6,2,97.6
2014,NUTS,2010,UKM6,2,84.9
2015,NUTS,2010,UKM6,2,91.9
2016,NUTS,2010,UKM6,2,88.0
2017,NUTS,2010,UKM6,2,70.2
2018,NUTS,2010,UKM6,2,59.5
2014,NUTS,2010,UKM7,2,291.3
2015,NUTS,2010,UKM7,2,339.0
2016,NUTS,2010,UKM7,2,343.6
2017,NUTS,2010,UKM7,2,398.9
2018,NUTS,2010,UKM7,2,448.7
2014,NUTS,2010,UKM8,2,152.3
2015,NUTS,2010,UKM8,2,175.9
2016,NUTS,2010,UKM8,2,198.5
2017,NUTS,2010,UKM8,2,231.4
2018,NUTS,2010,UKM8,2,230.9
2014,NUTS,2010,UKM9,2,43.7
2015,NUTS,2010,UKM9,2,50.8
2016,NUTS,2010,UKM9,2,57.7
2017,NUTS,2010,UKM9,2,67.6
2018,NUTS,2010,UKM9,2,67.7
2011,NUTS,2010,UKN,1,224.1
2012,NUTS,2010,UKN,1,284.7
2013,NUTS,2010,UKN,1,285.7
2014,NUTS,2010,UKN,1,238.0
2015,NUTS,2010,UKN,1,374.3
2016,NUTS,2010,UKN,1,315.9
2017,NUTS,2010,UKN,1,312.6
2018,NUTS,2010,UKN,1,315.8
2011,NUTS,2010,UKN0,2,224.1
2012,NUTS,2010,UKN0,2,284.7
2013,NUTS,2010,UKN0,2,285.7
2014,NUTS,2010,UKN0,2,238.0
2015,NUTS,2010,UKN0,2,374.3
2016,NUTS,2010,UKN0,2,315.9
2017,NUTS,2010,UKN0,2,312.6
2018,NUTS,2010,UKN0,2,315.8
