year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_mge_nr
2012,NUTS,2010,NL338,3,0.67
2011,NUTS,2010,NL339,3,5.81
2012,NUTS,2010,NL339,3,3.0
2011,NUTS,2010,NL33A,3,4.15
2012,NUTS,2010,NL33A,3,4.31
2011,NUTS,2010,NL4,1,34.39
2012,NUTS,2010,NL4,1,32.57
2011,NUTS,2010,NL41,2,18.56
2012,NUTS,2010,NL41,2,8.9
2011,NUTS,2010,NL411,3,7.0
2012,NUTS,2010,NL411,3,6.0
2011,NUTS,2010,NL412,3,0.33
2011,NUTS,2010,NL413,3,2.46
2012,NUTS,2010,NL413,3,0.5
2011,NUTS,2010,NL414,3,8.77
2012,NUTS,2010,NL414,3,2.4
2011,NUTS,2010,NL42,2,15.83
2012,NUTS,2010,NL42,2,23.67
2011,NUTS,2010,NL421,3,0.83
2011,NUTS,2010,NL422,3,12.5
2012,NUTS,2010,NL422,3,19.17
2011,NUTS,2010,NL423,3,2.5
2012,NUTS,2010,NL423,3,4.5
2011,NUTS,2010,NLX,1,0.33
2011,NUTS,2010,NLXX,2,0.33
2011,NUTS,2010,NLXXX,3,0.33
2011,NUTS,2010,NLZ,1,0.14
2012,NUTS,2010,NLZ,1,0.33
2011,NUTS,2010,NLZZ,2,0.14
2012,NUTS,2010,NLZZ,2,0.33
2011,NUTS,2010,NLZZZ,3,0.14
2012,NUTS,2010,NLZZZ,3,0.33
2011,NUTS,2010,NO,0,12.37
2012,NUTS,2010,NO,0,4.76
2011,NUTS,2010,NO0,1,12.37
2012,NUTS,2010,NO0,1,4.76
2011,NUTS,2010,NO01,2,8.83
2012,NUTS,2010,NO01,2,3.11
2011,NUTS,2010,NO011,3,8.29
2012,NUTS,2010,NO011,3,2.06
2011,NUTS,2010,NO012,3,0.54
2012,NUTS,2010,NO012,3,1.06
2011,NUTS,2010,NO02,2,0.33
2011,NUTS,2010,NO021,3,0.33
2011,NUTS,2010,NO03,2,0.17
2012,NUTS,2010,NO03,2,0.17
2011,NUTS,2010,NO032,3,0.17
2012,NUTS,2010,NO032,3,0.17
2011,NUTS,2010,NO04,2,1.0
2012,NUTS,2010,NO04,2,0.25
2011,NUTS,2010,NO043,3,1.0
2012,NUTS,2010,NO043,3,0.25
2011,NUTS,2010,NO05,2,0.17
2011,NUTS,2010,NO051,3,0.17
2011,NUTS,2010,NO06,2,1.87
2012,NUTS,2010,NO06,2,0.23
2011,NUTS,2010,NO061,3,1.87
2012,NUTS,2010,NO061,3,0.23
2012,NUTS,2010,NO07,2,1.0
2012,NUTS,2010,NO072,3,1.0
2011,NUTS,2010,PL,0,16.87
2012,NUTS,2010,PL,0,10.71
2011,NUTS,2010,PL1,1,11.09
2012,NUTS,2010,PL1,1,3.92
2011,NUTS,2010,PL11,2,3.35
2012,NUTS,2010,PL11,2,0.75
2011,NUTS,2010,PL113,3,0.83
2012,NUTS,2010,PL113,3,0.25
2012,NUTS,2010,PL114,3,0.25
2011,NUTS,2010,PL115,3,0.99
2011,NUTS,2010,PL117,3,1.53
2012,NUTS,2010,PL117,3,0.25
2011,NUTS,2010,PL12,2,7.74
2012,NUTS,2010,PL12,2,3.17
2011,NUTS,2010,PL122,3,0.2
2011,NUTS,2010,PL127,3,5.84
2012,NUTS,2010,PL127,3,2.58
2011,NUTS,2010,PL129,3,0.13
2012,NUTS,2010,PL129,3,0.25
2011,NUTS,2010,PL12A,3,1.58
2012,NUTS,2010,PL12A,3,0.33
2011,NUTS,2010,PL2,1,1.0
2012,NUTS,2010,PL2,1,1.0
2012,NUTS,2010,PL21,2,1.0
2012,NUTS,2010,PL213,3,1.0
2011,NUTS,2010,PL22,2,1.0
2011,NUTS,2010,PL225,3,0.07
2011,NUTS,2010,PL227,3,0.14
2011,NUTS,2010,PL228,3,0.07
2011,NUTS,2010,PL229,3,0.14
2011,NUTS,2010,PL22A,3,0.36
2011,NUTS,2010,PL22B,3,0.07
2011,NUTS,2010,PL22C,3,0.14
2011,NUTS,2010,PL3,1,2.44
2012,NUTS,2010,PL3,1,1.5
2011,NUTS,2010,PL31,2,2.11
2012,NUTS,2010,PL31,2,1.25
2011,NUTS,2010,PL312,3,1.58
2012,NUTS,2010,PL314,3,1.0
2011,NUTS,2010,PL315,3,0.53
2012,NUTS,2010,PL315,3,0.25
2011,NUTS,2010,PL32,2,0.33
2011,NUTS,2010,PL323,3,0.33
2012,NUTS,2010,PL33,2,0.25
2012,NUTS,2010,PL331,3,0.25
2011,NUTS,2010,PL4,1,0.8
2012,NUTS,2010,PL4,1,0.8
2011,NUTS,2010,PL41,2,0.8
2012,NUTS,2010,PL41,2,0.8
2011,NUTS,2010,PL415,3,0.6
2012,NUTS,2010,PL415,3,0.2
2011,NUTS,2010,PL418,3,0.2
2012,NUTS,2010,PL418,3,0.6
2012,NUTS,2010,PL5,1,0.71
2012,NUTS,2010,PL51,2,0.71
2012,NUTS,2010,PL514,3,0.71
2011,NUTS,2010,PL6,1,1.53
2012,NUTS,2010,PL6,1,2.2
2011,NUTS,2010,PL61,2,0.2
2012,NUTS,2010,PL61,2,0.2
2011,NUTS,2010,PL615,3,0.2
2012,NUTS,2010,PL615,3,0.2
2011,NUTS,2010,PL63,2,1.33
2012,NUTS,2010,PL63,2,2.0
2011,NUTS,2010,PL631,3,0.33
2011,NUTS,2010,PL633,3,1.0
2012,NUTS,2010,PL633,3,2.0
2012,NUTS,2010,PLX,1,0.58
2012,NUTS,2010,PLXX,2,0.58
2012,NUTS,2010,PLXXX,3,0.58
2011,NUTS,2010,PT,0,4.3
2012,NUTS,2010,PT,0,3.62
2011,NUTS,2010,PT1,1,4.3
2012,NUTS,2010,PT1,1,3.62
2011,NUTS,2010,PT11,2,1.8
2012,NUTS,2010,PT11,2,1.13
2011,NUTS,2010,PT112,3,0.14
2012,NUTS,2010,PT112,3,0.63
2011,NUTS,2010,PT113,3,0.29
2012,NUTS,2010,PT113,3,0.25
2011,NUTS,2010,PT114,3,1.37
2012,NUTS,2010,PT114,3,0.25
2011,NUTS,2010,PT15,2,0.5
2011,NUTS,2010,PT150,3,0.5
2011,NUTS,2010,PT16,2,0.33
2012,NUTS,2010,PT16,2,0.5
2012,NUTS,2010,PT162,3,0.5
2011,NUTS,2010,PT16B,3,0.33
2011,NUTS,2010,PT17,2,1.67
2012,NUTS,2010,PT17,2,2.0
2011,NUTS,2010,PT171,3,0.83
2012,NUTS,2010,PT171,3,2.0
2011,NUTS,2010,PT172,3,0.83
2011,NUTS,2010,RO,0,0.5
2012,NUTS,2010,RO,0,1.0
2011,NUTS,2010,RO1,1,0.5
2012,NUTS,2010,RO1,1,0.57
2011,NUTS,2010,RO11,2,0.5
2011,NUTS,2010,RO112,3,0.5
2012,NUTS,2010,RO12,2,0.57
2012,NUTS,2010,RO124,3,0.57
2012,NUTS,2010,RO3,1,0.43
2012,NUTS,2010,RO32,2,0.43
2012,NUTS,2010,RO321,3,0.43
2011,NUTS,2010,SE,0,42.7
2012,NUTS,2010,SE,0,34.17
2011,NUTS,2010,SE1,1,25.04
2012,NUTS,2010,SE1,1,17.78
2011,NUTS,2010,SE11,2,13.98
2012,NUTS,2010,SE11,2,10.53
2011,NUTS,2010,SE110,3,13.98
2012,NUTS,2010,SE110,3,10.53
2011,NUTS,2010,SE12,2,11.06
2012,NUTS,2010,SE12,2,7.25
2011,NUTS,2010,SE121,3,10.73
2012,NUTS,2010,SE121,3,4.5
2011,NUTS,2010,SE122,3,0.33
2012,NUTS,2010,SE123,3,2.75
2011,NUTS,2010,SE2,1,14.26
2012,NUTS,2010,SE2,1,13.17
2011,NUTS,2010,SE21,2,1.0
2011,NUTS,2010,SE213,3,1.0
2011,NUTS,2010,SE22,2,10.36
2012,NUTS,2010,SE22,2,7.07
2011,NUTS,2010,SE224,3,10.36
2012,NUTS,2010,SE224,3,7.07
2011,NUTS,2010,SE23,2,2.9
2012,NUTS,2010,SE23,2,6.1
2012,NUTS,2010,SE231,3,1.0
2011,NUTS,2010,SE232,3,2.9
2012,NUTS,2010,SE232,3,5.1
2011,NUTS,2010,SE3,1,3.0
2012,NUTS,2010,SE3,1,2.13
2011,NUTS,2010,SE31,2,0.33
2011,NUTS,2010,SE311,3,0.33
2011,NUTS,2010,SE32,2,1.25
2012,NUTS,2010,SE32,2,1.0
2011,NUTS,2010,SE321,3,1.25
2012,NUTS,2010,SE321,3,1.0
2011,NUTS,2010,SE33,2,1.42
2012,NUTS,2010,SE33,2,1.13
2011,NUTS,2010,SE331,3,1.42
2012,NUTS,2010,SE331,3,1.13
2011,NUTS,2010,SEX,1,0.4
2012,NUTS,2010,SEX,1,1.08
2011,NUTS,2010,SEXX,2,0.4
2012,NUTS,2010,SEXX,2,1.08
2011,NUTS,2010,SEXXX,3,0.4
2012,NUTS,2010,SEXXX,3,1.08
2011,NUTS,2010,SI,0,3.83
2012,NUTS,2010,SI,0,3.0
2011,NUTS,2010,SI0,1,3.5
2012,NUTS,2010,SI0,1,3.0
2011,NUTS,2010,SI01,2,0.33
2012,NUTS,2010,SI01,2,0.76
2011,NUTS,2010,SI012,3,0.17
2012,NUTS,2010,SI012,3,0.05
2012,NUTS,2010,SI013,3,0.05
2012,NUTS,2010,SI015,3,0.05
2012,NUTS,2010,SI017,3,0.61
2011,NUTS,2010,SI018,3,0.17
2011,NUTS,2010,SI02,2,3.17
2012,NUTS,2010,SI02,2,2.24
2011,NUTS,2010,SI021,3,3.0
2012,NUTS,2010,SI021,3,1.97
2011,NUTS,2010,SI022,3,0.17
2012,NUTS,2010,SI022,3,0.16
2012,NUTS,2010,SI023,3,0.05
2012,NUTS,2010,SI024,3,0.05
2011,NUTS,2010,SIZ,1,0.33
2011,NUTS,2010,SIZZ,2,0.33
2011,NUTS,2010,SIZZZ,3,0.33
2011,NUTS,2010,SK,0,3.0
2012,NUTS,2010,SK,0,0.27
2011,NUTS,2010,SK0,1,3.0
2012,NUTS,2010,SK0,1,0.27
2011,NUTS,2010,SK01,2,2.0
2012,NUTS,2010,SK01,2,0.27
2011,NUTS,2010,SK010,3,2.0
2012,NUTS,2010,SK010,3,0.27
2011,NUTS,2010,SK04,2,1.0
2011,NUTS,2010,SK041,3,1.0
2011,NUTS,2010,TR,0,1.17
2012,NUTS,2010,TR,0,1.0
2011,NUTS,2010,TR1,1,1.0
2012,NUTS,2010,TR1,1,1.0
2011,NUTS,2010,TR10,2,1.0
2012,NUTS,2010,TR10,2,1.0
2011,NUTS,2010,TR100,3,1.0
2012,NUTS,2010,TR100,3,1.0
2011,NUTS,2010,TR6,1,0.17
2011,NUTS,2010,TR61,2,0.17
2011,NUTS,2010,TR611,3,0.17
2011,NUTS,2010,UK,0,166.14
2012,NUTS,2010,UK,0,130.45
2011,NUTS,2010,UKC,1,9.87
2012,NUTS,2010,UKC,1,1.21
2011,NUTS,2010,UKC1,2,5.8
2012,NUTS,2010,UKC1,2,0.9
2011,NUTS,2010,UKC11,3,5.3
2012,NUTS,2010,UKC11,3,0.5
2012,NUTS,2010,UKC12,3,0.4
2011,NUTS,2010,UKC14,3,0.5
2011,NUTS,2010,UKC2,2,4.07
2012,NUTS,2010,UKC2,2,0.31
2011,NUTS,2010,UKC21,3,0.86
2011,NUTS,2010,UKC22,3,3.21
2012,NUTS,2010,UKC22,3,0.31
2011,NUTS,2010,UKD,1,8.97
2012,NUTS,2010,UKD,1,3.56
2012,NUTS,2010,UKD1,2,0.25
2012,NUTS,2010,UKD11,3,0.25
2011,NUTS,2010,UKD3,2,4.94
2012,NUTS,2010,UKD3,2,2.16
2011,NUTS,2010,UKD31,3,4.94
2012,NUTS,2010,UKD31,3,2.16
2011,NUTS,2010,UKD4,2,1.2
2011,NUTS,2010,UKD43,3,1.2
2011,NUTS,2010,UKD6,2,0.49
2012,NUTS,2010,UKD6,2,0.98
2011,NUTS,2010,UKD62,3,0.2
2012,NUTS,2010,UKD62,3,0.33
2011,NUTS,2010,UKD63,3,0.29
2012,NUTS,2010,UKD63,3,0.65
2011,NUTS,2010,UKD7,2,2.33
2012,NUTS,2010,UKD7,2,0.17
2011,NUTS,2010,UKD71,3,2.0
2012,NUTS,2010,UKD72,3,0.17
2011,NUTS,2010,UKD74,3,0.33
2011,NUTS,2010,UKE,1,7.7
2012,NUTS,2010,UKE,1,1.42
2011,NUTS,2010,UKE1,2,0.5
2011,NUTS,2010,UKE12,3,0.5
2011,NUTS,2010,UKE2,2,4.7
2012,NUTS,2010,UKE2,2,0.92
2011,NUTS,2010,UKE21,3,2.0
2012,NUTS,2010,UKE21,3,0.67
2011,NUTS,2010,UKE22,3,2.7
2012,NUTS,2010,UKE22,3,0.25
2011,NUTS,2010,UKE3,2,2.5
2012,NUTS,2010,UKE3,2,0.25
2011,NUTS,2010,UKE32,3,2.5
2012,NUTS,2010,UKE32,3,0.25
2012,NUTS,2010,UKE4,2,0.25
2012,NUTS,2010,UKE42,3,0.25
2011,NUTS,2010,UKF,1,6.92
2012,NUTS,2010,UKF,1,5.23
2011,NUTS,2010,UKF1,2,2.67
2012,NUTS,2010,UKF1,2,4.03
2011,NUTS,2010,UKF13,3,0.25
2012,NUTS,2010,UKF13,3,0.17
2011,NUTS,2010,UKF14,3,2.0
2012,NUTS,2010,UKF14,3,3.67
2011,NUTS,2010,UKF16,3,0.42
2012,NUTS,2010,UKF16,3,0.2
2011,NUTS,2010,UKF2,2,3.75
2012,NUTS,2010,UKF2,2,1.2
2011,NUTS,2010,UKF22,3,0.92
2012,NUTS,2010,UKF22,3,0.2
2011,NUTS,2010,UKF24,3,2.5
2012,NUTS,2010,UKF24,3,1.0
2011,NUTS,2010,UKF25,3,0.33
2011,NUTS,2010,UKF3,2,0.5
2011,NUTS,2010,UKF30,3,0.5
2011,NUTS,2010,UKG,1,6.7
2012,NUTS,2010,UKG,1,4.52
2011,NUTS,2010,UKG1,2,1.35
2012,NUTS,2010,UKG1,2,0.85
2011,NUTS,2010,UKG12,3,0.5
2012,NUTS,2010,UKG12,3,0.25
2011,NUTS,2010,UKG13,3,0.85
2012,NUTS,2010,UKG13,3,0.6
2011,NUTS,2010,UKG2,2,0.34
2012,NUTS,2010,UKG2,2,1.67
2012,NUTS,2010,UKG22,3,1.0
2011,NUTS,2010,UKG24,3,0.34
2012,NUTS,2010,UKG24,3,0.67
2011,NUTS,2010,UKG3,2,5.0
2012,NUTS,2010,UKG3,2,2.0
2011,NUTS,2010,UKG31,3,3.45
2012,NUTS,2010,UKG31,3,1.0
2011,NUTS,2010,UKG32,3,0.25
2011,NUTS,2010,UKG33,3,0.5
2012,NUTS,2010,UKG33,3,1.0
2011,NUTS,2010,UKG39,3,0.8
2011,NUTS,2010,UKH,1,30.9
2012,NUTS,2010,UKH,1,30.87
2011,NUTS,2010,UKH1,2,23.17
2012,NUTS,2010,UKH1,2,19.59
2011,NUTS,2010,UKH11,3,0.2
2011,NUTS,2010,UKH12,3,19.97
2012,NUTS,2010,UKH12,3,16.93
2011,NUTS,2010,UKH13,3,2.0
2012,NUTS,2010,UKH13,3,1.0
2011,NUTS,2010,UKH14,3,1.0
2012,NUTS,2010,UKH14,3,1.67
2011,NUTS,2010,UKH2,2,5.88
2012,NUTS,2010,UKH2,2,8.75
2011,NUTS,2010,UKH23,3,4.29
2012,NUTS,2010,UKH23,3,6.25
2011,NUTS,2010,UKH24,3,1.58
2012,NUTS,2010,UKH24,3,1.67
2012,NUTS,2010,UKH25,3,0.83
2011,NUTS,2010,UKH3,2,1.86
2012,NUTS,2010,UKH3,2,2.52
2011,NUTS,2010,UKH33,3,1.86
2012,NUTS,2010,UKH33,3,2.52
2011,NUTS,2010,UKI,1,26.67
2012,NUTS,2010,UKI,1,22.7
2011,NUTS,2010,UKI1,2,22.75
2012,NUTS,2010,UKI1,2,17.04
2011,NUTS,2010,UKI11,3,16.32
2012,NUTS,2010,UKI11,3,13.95
2011,NUTS,2010,UKI12,3,6.43
2012,NUTS,2010,UKI12,3,3.08
2011,NUTS,2010,UKI2,2,2.67
2012,NUTS,2010,UKI2,2,5.67
2012,NUTS,2010,UKI21,3,1.08
2011,NUTS,2010,UKI22,3,0.27
2012,NUTS,2010,UKI22,3,2.08
2011,NUTS,2010,UKI23,3,2.4
2012,NUTS,2010,UKI23,3,2.51
2011,NUTS,2010,UKJ,1,29.41
2012,NUTS,2010,UKJ,1,27.87
2011,NUTS,2010,UKJ1,2,19.21
2012,NUTS,2010,UKJ1,2,19.13
2011,NUTS,2010,UKJ11,3,1.0
2012,NUTS,2010,UKJ11,3,4.22
2011,NUTS,2010,UKJ12,3,0.5
2012,NUTS,2010,UKJ12,3,0.5
2012,NUTS,2010,UKJ13,3,0.58
2011,NUTS,2010,UKJ14,3,17.71
2012,NUTS,2010,UKJ14,3,13.83
2011,NUTS,2010,UKJ2,2,6.7
2012,NUTS,2010,UKJ2,2,5.92
2012,NUTS,2010,UKJ22,3,0.25
2011,NUTS,2010,UKJ23,3,6.17
2012,NUTS,2010,UKJ23,3,5.67
2011,NUTS,2010,UKJ24,3,0.53
2011,NUTS,2010,UKJ3,2,2.33
2012,NUTS,2010,UKJ3,2,2.82
2011,NUTS,2010,UKJ31,3,1.2
2012,NUTS,2010,UKJ32,3,0.14
2011,NUTS,2010,UKJ33,3,1.13
2012,NUTS,2010,UKJ33,3,2.68
2011,NUTS,2010,UKJ4,2,1.17
2011,NUTS,2010,UKJ42,3,1.17
2011,NUTS,2010,UKK,1,5.23
2012,NUTS,2010,UKK,1,10.17
2011,NUTS,2010,UKK1,2,4.9
2012,NUTS,2010,UKK1,2,6.91
2011,NUTS,2010,UKK12,3,1.2
2012,NUTS,2010,UKK12,3,3.0
2012,NUTS,2010,UKK13,3,0.5
2011,NUTS,2010,UKK15,3,3.7
2012,NUTS,2010,UKK15,3,3.41
2011,NUTS,2010,UKK2,2,0.33
2012,NUTS,2010,UKK2,2,2.76
2012,NUTS,2010,UKK21,3,0.76
2012,NUTS,2010,UKK22,3,2.0
2011,NUTS,2010,UKK23,3,0.33
2012,NUTS,2010,UKK3,2,0.5
2012,NUTS,2010,UKK30,3,0.5
2011,NUTS,2010,UKL,1,4.29
2012,NUTS,2010,UKL,1,2.75
2011,NUTS,2010,UKL1,2,0.94
2012,NUTS,2010,UKL1,2,1.75
2011,NUTS,2010,UKL13,3,0.2
2011,NUTS,2010,UKL14,3,0.34
2012,NUTS,2010,UKL14,3,1.75
2011,NUTS,2010,UKL18,3,0.4
2011,NUTS,2010,UKL2,2,3.34
2012,NUTS,2010,UKL2,2,1.0
2011,NUTS,2010,UKL22,3,2.34
2012,NUTS,2010,UKL22,3,1.0
2011,NUTS,2010,UKL24,3,1.0
2011,NUTS,2010,UKM,1,13.47
2012,NUTS,2010,UKM,1,13.27
2011,NUTS,2010,UKM2,2,10.34
2012,NUTS,2010,UKM2,2,3.25
2011,NUTS,2010,UKM21,3,1.2
2012,NUTS,2010,UKM21,3,0.75
2011,NUTS,2010,UKM22,3,1.81
2011,NUTS,2010,UKM23,3,3.15
2012,NUTS,2010,UKM23,3,2.0
2011,NUTS,2010,UKM25,3,3.48
2011,NUTS,2010,UKM26,3,0.25
2012,NUTS,2010,UKM26,3,0.25
2011,NUTS,2010,UKM27,3,0.45
2012,NUTS,2010,UKM27,3,0.25
2011,NUTS,2010,UKM3,2,1.13
2012,NUTS,2010,UKM3,2,2.6
2011,NUTS,2010,UKM34,3,0.73
2012,NUTS,2010,UKM34,3,2.6
2011,NUTS,2010,UKM38,3,0.4
2011,NUTS,2010,UKM5,2,2.0
2012,NUTS,2010,UKM5,2,0.42
2011,NUTS,2010,UKM50,3,2.0
2012,NUTS,2010,UKM50,3,0.42
2012,NUTS,2010,UKM6,2,7.0
2012,NUTS,2010,UKM62,3,7.0
2011,NUTS,2010,UKN,1,6.38
2012,NUTS,2010,UKN,1,1.4
2011,NUTS,2010,UKN0,2,6.38
2012,NUTS,2010,UKN0,2,1.4
2011,NUTS,2010,UKN01,3,0.61
2011,NUTS,2010,UKN02,3,1.58
2011,NUTS,2010,UKN03,3,2.69
2012,NUTS,2010,UKN03,3,0.4
2011,NUTS,2010,UKN04,3,0.75
2011,NUTS,2010,UKX,1,9.63
2012,NUTS,2010,UKX,1,5.48
2011,NUTS,2010,UKXX,2,9.63
2012,NUTS,2010,UKXX,2,5.48
2011,NUTS,2010,UKXXX,3,9.63
2012,NUTS,2010,UKXXX,3,5.48
2011,NUTS,2010,UKZZ,2,1.25
2011,NUTS,2010,UKZZZ,3,1.25
