year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_gov_rse_pc_emp_fte_t
2016,NUTS,2010,DEB1,2,0.0137
2017,NUTS,2010,DEB1,2,0.0132
2018,NUTS,2010,DEB1,2,0.0141
2019,NUTS,2010,DEB1,2,0.0175
2011,NUTS,2010,DEB2,2,0.0222
2012,NUTS,2010,DEB2,2,0.0217
2013,NUTS,2010,DEB2,2,0.0098
2014,NUTS,2010,DEB2,2,0.0076
2015,NUTS,2010,DEB2,2,0.0062
2016,NUTS,2010,DEB2,2,0.0055
2017,NUTS,2010,DEB2,2,0.0065
2018,NUTS,2010,DEB2,2,0.0077
2019,NUTS,2010,DEB2,2,0.017
2011,NUTS,2010,DEB3,2,0.114
2012,NUTS,2010,DEB3,2,0.1082
2013,NUTS,2010,DEB3,2,0.1088
2014,NUTS,2010,DEB3,2,0.0957
2015,NUTS,2010,DEB3,2,0.1005
2016,NUTS,2010,DEB3,2,0.1068
2017,NUTS,2010,DEB3,2,0.1159
2018,NUTS,2010,DEB3,2,0.1185
2019,NUTS,2010,DEB3,2,0.1257
2011,NUTS,2010,DEC,1,0.15
2012,NUTS,2010,DEC,1,0.1543
2013,NUTS,2010,DEC,1,0.1578
2014,NUTS,2010,DEC,1,0.138
2015,NUTS,2010,DEC,1,0.1555
2016,NUTS,2010,DEC,1,0.156
2017,NUTS,2010,DEC,1,0.1432
2018,NUTS,2010,DEC,1,0.1453
2019,NUTS,2010,DEC,1,0.1807
2011,NUTS,2010,DEC0,2,0.15
2012,NUTS,2010,DEC0,2,0.1543
2013,NUTS,2010,DEC0,2,0.1578
2014,NUTS,2010,DEC0,2,0.138
2015,NUTS,2010,DEC0,2,0.1555
2016,NUTS,2010,DEC0,2,0.156
2017,NUTS,2010,DEC0,2,0.1432
2018,NUTS,2010,DEC0,2,0.1453
2019,NUTS,2010,DEC0,2,0.1807
2011,NUTS,2010,DED,1,0.2327
2012,NUTS,2010,DED,1,0.2418
2013,NUTS,2010,DED,1,0.2427
2014,NUTS,2010,DED,1,0.2072
2015,NUTS,2010,DED,1,0.2246
2016,NUTS,2010,DED,1,0.2165
2017,NUTS,2010,DED,1,0.2216
2018,NUTS,2010,DED,1,0.2342
2019,NUTS,2010,DED,1,0.2419
2011,NUTS,2010,DED2,2,0.3466
2012,NUTS,2010,DED2,2,0.3553
2013,NUTS,2010,DED2,2,0.1767
2014,NUTS,2010,DED2,2,0.3064
2015,NUTS,2010,DED2,2,0.3264
2016,NUTS,2010,DED2,2,0.3146
2017,NUTS,2010,DED2,2,0.3148
2018,NUTS,2010,DED2,2,0.331
2019,NUTS,2010,DED2,2,0.3404
2011,NUTS,2010,DED4,2,0.0706
2012,NUTS,2010,DED4,2,0.0752
2013,NUTS,2010,DED4,2,0.3235
2014,NUTS,2010,DED4,2,0.0697
2015,NUTS,2010,DED4,2,0.0818
2016,NUTS,2010,DED4,2,0.0795
2017,NUTS,2010,DED4,2,0.0785
2018,NUTS,2010,DED4,2,0.084
2019,NUTS,2010,DED4,2,0.0872
2011,NUTS,2010,DED5,2,0.2903
2012,NUTS,2010,DED5,2,0.3045
2013,NUTS,2010,DED5,2,0.2289
2014,NUTS,2010,DED5,2,0.2522
2015,NUTS,2010,DED5,2,0.2666
2016,NUTS,2010,DED5,2,0.2583
2017,NUTS,2010,DED5,2,0.2766
2018,NUTS,2010,DED5,2,0.2888
2019,NUTS,2010,DED5,2,0.2961
2011,NUTS,2010,DEE,1,0.1264
2012,NUTS,2010,DEE,1,0.1439
2013,NUTS,2010,DEE,1,0.1424
2014,NUTS,2010,DEE,1,0.1329
2015,NUTS,2010,DEE,1,0.1333
2016,NUTS,2010,DEE,1,0.1307
2017,NUTS,2010,DEE,1,0.1389
2018,NUTS,2010,DEE,1,0.1459
2019,NUTS,2010,DEE,1,0.1443
2011,NUTS,2010,DEE0,2,0.1264
2012,NUTS,2010,DEE0,2,0.1439
2013,NUTS,2010,DEE0,2,0.1424
2014,NUTS,2010,DEE0,2,0.1329
2015,NUTS,2010,DEE0,2,0.1333
2016,NUTS,2010,DEE0,2,0.1307
2017,NUTS,2010,DEE0,2,0.1389
2018,NUTS,2010,DEE0,2,0.1459
2019,NUTS,2010,DEE0,2,0.1443
2011,NUTS,2010,DEF,1,0.092
2012,NUTS,2010,DEF,1,0.0978
2013,NUTS,2010,DEF,1,0.1035
2014,NUTS,2010,DEF,1,0.1101
2015,NUTS,2010,DEF,1,0.0841
2016,NUTS,2010,DEF,1,0.0822
2017,NUTS,2010,DEF,1,0.089
2018,NUTS,2010,DEF,1,0.0839
2019,NUTS,2010,DEF,1,0.0842
2011,NUTS,2010,DEF0,2,0.092
2012,NUTS,2010,DEF0,2,0.0978
2013,NUTS,2010,DEF0,2,0.1035
2014,NUTS,2010,DEF0,2,0.1101
2015,NUTS,2010,DEF0,2,0.0841
2016,NUTS,2010,DEF0,2,0.0822
2017,NUTS,2010,DEF0,2,0.089
2018,NUTS,2010,DEF0,2,0.0839
2019,NUTS,2010,DEF0,2,0.0842
2011,NUTS,2010,DEG,1,0.1387
2012,NUTS,2010,DEG,1,0.1437
2013,NUTS,2010,DEG,1,0.1392
2014,NUTS,2010,DEG,1,0.1254
2015,NUTS,2010,DEG,1,0.1276
2016,NUTS,2010,DEG,1,0.1246
2017,NUTS,2010,DEG,1,0.1304
2018,NUTS,2010,DEG,1,0.1418
2019,NUTS,2010,DEG,1,0.1412
2011,NUTS,2010,DEG0,2,0.1387
2012,NUTS,2010,DEG0,2,0.1437
2013,NUTS,2010,DEG0,2,0.1392
2014,NUTS,2010,DEG0,2,0.1254
2015,NUTS,2010,DEG0,2,0.1276
2016,NUTS,2010,DEG0,2,0.1246
2017,NUTS,2010,DEG0,2,0.1304
2018,NUTS,2010,DEG0,2,0.1418
2019,NUTS,2010,DEG0,2,0.1412
2011,NUTS,2010,DK,0,0.0456
2012,NUTS,2010,DK,0,0.0471
2013,NUTS,2010,DK,0,0.049
2014,NUTS,2010,DK,0,0.0537
2015,NUTS,2010,DK,0,0.0544
2016,NUTS,2010,DK,0,0.0522
2017,NUTS,2010,DK,0,0.0606
2018,NUTS,2010,DK,0,0.0579
2019,NUTS,2010,DK,0,0.0567
2020,NUTS,2010,DK,0,0.0576
2011,NUTS,2010,DK0,1,0.0459
2012,NUTS,2010,DK0,1,0.0457
2013,NUTS,2010,DK0,1,0.0475
2014,NUTS,2010,DK0,1,0.052
2015,NUTS,2010,DK0,1,0.0527
2016,NUTS,2010,DK0,1,0.0504
2017,NUTS,2010,DK0,1,0.0586
2018,NUTS,2010,DK0,1,0.056
2019,NUTS,2010,DK0,1,0.0548
2011,NUTS,2010,DK01,2,0.09
2012,NUTS,2010,DK01,2,0.0818
2013,NUTS,2010,DK01,2,0.076
2014,NUTS,2010,DK01,2,0.0827
2015,NUTS,2010,DK01,2,0.0737
2016,NUTS,2010,DK01,2,0.0688
2017,NUTS,2010,DK01,2,0.0997
2019,NUTS,2010,DK01,2,0.0983
2011,NUTS,2010,DK02,2,0.0199
2012,NUTS,2010,DK02,2,0.0286
2013,NUTS,2010,DK02,2,0.0332
2014,NUTS,2010,DK02,2,0.0449
2015,NUTS,2010,DK02,2,0.0576
2016,NUTS,2010,DK02,2,0.0356
2017,NUTS,2010,DK02,2,0.0424
2019,NUTS,2010,DK02,2,0.033
2011,NUTS,2010,DK03,2,0.0301
2012,NUTS,2010,DK03,2,0.0248
2013,NUTS,2010,DK03,2,0.0271
2014,NUTS,2010,DK03,2,0.0318
2015,NUTS,2010,DK03,2,0.0358
2016,NUTS,2010,DK03,2,0.0407
2017,NUTS,2010,DK03,2,0.0084
2019,NUTS,2010,DK03,2,0.0075
2011,NUTS,2010,DK04,2,0.0331
2012,NUTS,2010,DK04,2,0.0419
2013,NUTS,2010,DK04,2,0.05
2014,NUTS,2010,DK04,2,0.0491
2015,NUTS,2010,DK04,2,0.0531
2016,NUTS,2010,DK04,2,0.0584
2017,NUTS,2010,DK04,2,0.0479
2019,NUTS,2010,DK04,2,0.0394
2011,NUTS,2010,DK05,2,0.0033
2012,NUTS,2010,DK05,2,0.0053
2013,NUTS,2010,DK05,2,0.0113
2014,NUTS,2010,DK05,2,0.0092
2015,NUTS,2010,DK05,2,0.0102
2016,NUTS,2010,DK05,2,0.0109
2017,NUTS,2010,DK05,2,0.0705
2019,NUTS,2010,DK05,2,0.0711
2011,NUTS,2010,EA19,2,0.1099
2012,NUTS,2010,EA19,2,0.114
2013,NUTS,2010,EA19,2,0.1142
2014,NUTS,2010,EA19,2,0.1106
2015,NUTS,2010,EA19,2,0.1112
2016,NUTS,2010,EA19,2,0.111
2017,NUTS,2010,EA19,2,0.1113
2018,NUTS,2010,EA19,2,0.1141
2019,NUTS,2010,EA19,2,0.1158
2020,NUTS,2010,EA19,2,0.12
2011,NUTS,2010,EE,0,0.0916
2012,NUTS,2010,EE,0,0.0913
2013,NUTS,2010,EE,0,0.0917
2014,NUTS,2010,EE,0,0.0882
2015,NUTS,2010,EE,0,0.0841
2016,NUTS,2010,EE,0,0.0825
2017,NUTS,2010,EE,0,0.0878
2018,NUTS,2010,EE,0,0.078
2019,NUTS,2010,EE,0,0.0828
2020,NUTS,2010,EE,0,0.0877
2011,NUTS,2010,EL,0,0.1103
2012,NUTS,2010,EL,0,0.125
2013,NUTS,2010,EL,0,0.1681
2014,NUTS,2010,EL,0,0.1686
2015,NUTS,2010,EL,0,0.2048
2016,NUTS,2010,EL,0,0.1744
2017,NUTS,2010,EL,0,0.1961
2018,NUTS,2010,EL,0,0.2086
2019,NUTS,2010,EL,0,0.2145
2020,NUTS,2010,EL,0,0.2322
2011,NUTS,2010,EL3,1,0.1511
2013,NUTS,2010,EL3,1,0.2467
2015,NUTS,2010,EL3,1,0.2899
2017,NUTS,2010,EL3,1,0.3072
2019,NUTS,2010,EL3,1,0.3494
2011,NUTS,2010,EL30,2,0.1511
2013,NUTS,2010,EL30,2,0.2467
2015,NUTS,2010,EL30,2,0.2899
2017,NUTS,2010,EL30,2,0.3072
2019,NUTS,2010,EL30,2,0.3494
2011,NUTS,2010,EL4,1,0.1643
2013,NUTS,2010,EL4,1,0.2417
2015,NUTS,2010,EL4,1,0.2589
2017,NUTS,2010,EL4,1,0.2545
2019,NUTS,2010,EL4,1,0.2068
2011,NUTS,2010,EL41,2,0.0521
2013,NUTS,2010,EL41,2,0.059
2015,NUTS,2010,EL41,2,0.2361
2017,NUTS,2010,EL41,2,0.1439
2019,NUTS,2010,EL41,2,0.1139
2011,NUTS,2010,EL42,2,0.0811
2013,NUTS,2010,EL42,2,0.0885
2015,NUTS,2010,EL42,2,0.0794
2017,NUTS,2010,EL42,2,0.0682
2019,NUTS,2010,EL42,2,0.0726
2011,NUTS,2010,EL43,2,0.2384
2013,NUTS,2010,EL43,2,0.3851
2015,NUTS,2010,EL43,2,0.3796
2017,NUTS,2010,EL43,2,0.3885
2019,NUTS,2010,EL43,2,0.3049
2011,NUTS,2010,EL5,1,0.0646
2013,NUTS,2010,EL5,1,0.0894
2015,NUTS,2010,EL5,1,0.1253
2017,NUTS,2010,EL5,1,0.1257
2019,NUTS,2010,EL5,1,0.1431
2011,NUTS,2010,EL51,2,0.0194
2013,NUTS,2010,EL51,2,0.0452
2015,NUTS,2010,EL51,2,0.0394
2017,NUTS,2010,EL51,2,0.0464
2019,NUTS,2010,EL51,2,0.0542
2011,NUTS,2010,EL52,2,0.0656
2013,NUTS,2010,EL52,2,0.1112
2015,NUTS,2010,EL52,2,0.1577
2017,NUTS,2010,EL52,2,0.1644
2019,NUTS,2010,EL52,2,0.1917
2011,NUTS,2010,EL53,2,0.1325
2013,NUTS,2010,EL53,2,0.0605
2015,NUTS,2010,EL53,2,0.1173
2017,NUTS,2010,EL53,2,0.0785
2019,NUTS,2010,EL53,2,0.0588
2011,NUTS,2010,EL54,2,0.0855
2013,NUTS,2010,EL54,2,0.0745
2015,NUTS,2010,EL54,2,0.1085
2017,NUTS,2010,EL54,2,0.0878
2019,NUTS,2010,EL54,2,0.0999
2011,NUTS,2010,EL6,1,0.0619
2013,NUTS,2010,EL6,1,0.0847
2015,NUTS,2010,EL6,1,0.124
2017,NUTS,2010,EL6,1,0.0649
2019,NUTS,2010,EL6,1,0.0678
2011,NUTS,2010,EL61,2,0.0625
2013,NUTS,2010,EL61,2,0.0802
2015,NUTS,2010,EL61,2,0.1118
2017,NUTS,2010,EL61,2,0.0594
2019,NUTS,2010,EL61,2,0.0476
2011,NUTS,2010,EL62,2,0.0355
2013,NUTS,2010,EL62,2,0.0378
2015,NUTS,2010,EL62,2,0.1488
2017,NUTS,2010,EL62,2,0.0505
2019,NUTS,2010,EL62,2,0.0584
2011,NUTS,2010,EL63,2,0.0946
2013,NUTS,2010,EL63,2,0.1421
2015,NUTS,2010,EL63,2,0.128
2017,NUTS,2010,EL63,2,0.1019
2019,NUTS,2010,EL63,2,0.0905
2011,NUTS,2010,EL64,2,0.0272
2013,NUTS,2010,EL64,2,0.0493
2015,NUTS,2010,EL64,2,0.0785
2017,NUTS,2010,EL64,2,0.0343
2019,NUTS,2010,EL64,2,0.0495
2011,NUTS,2010,EL65,2,0.067
2013,NUTS,2010,EL65,2,0.0796
2015,NUTS,2010,EL65,2,0.1677
2017,NUTS,2010,EL65,2,0.0659
2019,NUTS,2010,EL65,2,0.0894
2011,NUTS,2010,ES,0,0.1253
2012,NUTS,2010,ES,0,0.125
2013,NUTS,2010,ES,0,0.1216
2014,NUTS,2010,ES,0,0.1173
2015,NUTS,2010,ES,0,0.1127
2016,NUTS,2010,ES,0,0.1136
2017,NUTS,2010,ES,0,0.1118
2018,NUTS,2010,ES,0,0.1119
2019,NUTS,2010,ES,0,0.1132
2020,NUTS,2010,ES,0,0.1188
2011,NUTS,2010,ES1,1,0.077
2013,NUTS,2010,ES1,1,0.0741
2014,NUTS,2010,ES1,1,0.0734
2015,NUTS,2010,ES1,1,0.0732
2016,NUTS,2010,ES1,1,0.0759
2017,NUTS,2010,ES1,1,0.0725
2018,NUTS,2010,ES1,1,0.0794
2019,NUTS,2010,ES1,1,0.0822
2013,NUTS,2010,ES11,2,0.0697
2014,NUTS,2010,ES11,2,0.0696
2015,NUTS,2010,ES11,2,0.0661
2016,NUTS,2010,ES11,2,0.0689
2017,NUTS,2010,ES11,2,0.0747
2018,NUTS,2010,ES11,2,0.0797
2019,NUTS,2010,ES11,2,0.0783
2012,NUTS,2010,ES12,2,0.0817
2013,NUTS,2010,ES12,2,0.0707
2014,NUTS,2010,ES12,2,0.0614
2015,NUTS,2010,ES12,2,0.0655
2016,NUTS,2010,ES12,2,0.0697
2017,NUTS,2010,ES12,2,0.053
2018,NUTS,2010,ES12,2,0.0568
2019,NUTS,2010,ES12,2,0.0604
2011,NUTS,2010,ES13,2,0.1121
2012,NUTS,2010,ES13,2,0.115
2013,NUTS,2010,ES13,2,0.1
2014,NUTS,2010,ES13,2,0.1102
2015,NUTS,2010,ES13,2,0.1173
2016,NUTS,2010,ES13,2,0.1174
2017,NUTS,2010,ES13,2,0.0953
2018,NUTS,2010,ES13,2,0.1148
2019,NUTS,2010,ES13,2,0.1343
2011,NUTS,2010,ES2,1,0.0891
2012,NUTS,2010,ES2,1,0.0935
2013,NUTS,2010,ES2,1,0.0979
2014,NUTS,2010,ES2,1,0.096
2016,NUTS,2010,ES2,1,0.0884
2017,NUTS,2010,ES2,1,0.0917
2018,NUTS,2010,ES2,1,0.1029
2019,NUTS,2010,ES2,1,0.1007
2011,NUTS,2010,ES21,2,0.0588
2012,NUTS,2010,ES21,2,0.0715
2013,NUTS,2010,ES21,2,0.0769
2014,NUTS,2010,ES21,2,0.0724
2015,NUTS,2010,ES21,2,0.0689
2016,NUTS,2010,ES21,2,0.0664
2017,NUTS,2010,ES21,2,0.0697
2018,NUTS,2010,ES21,2,0.0842
2019,NUTS,2010,ES21,2,0.0806
2011,NUTS,2010,ES22,2,0.0994
2012,NUTS,2010,ES22,2,0.1003
2013,NUTS,2010,ES22,2,0.11
2014,NUTS,2010,ES22,2,0.1063
2016,NUTS,2010,ES22,2,0.1085
2017,NUTS,2010,ES22,2,0.1043
2018,NUTS,2010,ES22,2,0.1196
2019,NUTS,2010,ES22,2,0.1179
2011,NUTS,2010,ES23,2,0.1304
2012,NUTS,2010,ES23,2,0.1325
2013,NUTS,2010,ES23,2,0.1212
2014,NUTS,2010,ES23,2,0.107
2015,NUTS,2010,ES23,2,0.1044
2016,NUTS,2010,ES23,2,0.1134
2017,NUTS,2010,ES23,2,0.1191
2018,NUTS,2010,ES23,2,0.127
2019,NUTS,2010,ES23,2,0.118
2011,NUTS,2010,ES24,2,0.1267
2012,NUTS,2010,ES24,2,0.1176
2013,NUTS,2010,ES24,2,0.1218
2014,NUTS,2010,ES24,2,0.1273
2015,NUTS,2010,ES24,2,0.1017
2016,NUTS,2010,ES24,2,0.1085
2017,NUTS,2010,ES24,2,0.1143
2018,NUTS,2010,ES24,2,0.1191
2019,NUTS,2010,ES24,2,0.1202
2011,NUTS,2010,ES3,1,0.2414
2012,NUTS,2010,ES3,1,0.2313
2013,NUTS,2010,ES3,1,0.2174
2014,NUTS,2010,ES3,1,0.2166
2015,NUTS,2010,ES3,1,0.2075
2016,NUTS,2010,ES3,1,0.2234
2017,NUTS,2010,ES3,1,0.2197
2018,NUTS,2010,ES3,1,0.2091
2019,NUTS,2010,ES3,1,0.2138
2011,NUTS,2010,ES30,2,0.2414
2012,NUTS,2010,ES30,2,0.2313
2013,NUTS,2010,ES30,2,0.2174
2014,NUTS,2010,ES30,2,0.2166
2015,NUTS,2010,ES30,2,0.2075
2016,NUTS,2010,ES30,2,0.2234
2017,NUTS,2010,ES30,2,0.2197
2018,NUTS,2010,ES30,2,0.2091
2019,NUTS,2010,ES30,2,0.2138
2011,NUTS,2010,ES4,1,0.0548
2013,NUTS,2010,ES4,1,0.0483
2014,NUTS,2010,ES4,1,0.0448
2015,NUTS,2010,ES4,1,0.0486
2016,NUTS,2010,ES4,1,0.0451
2017,NUTS,2010,ES4,1,0.0436
2018,NUTS,2010,ES4,1,0.0492
2019,NUTS,2010,ES4,1,0.0479
2012,NUTS,2010,ES41,2,0.0477
2013,NUTS,2010,ES41,2,0.0482
2014,NUTS,2010,ES41,2,0.0473
2015,NUTS,2010,ES41,2,0.0457
2016,NUTS,2010,ES41,2,0.0449
2017,NUTS,2010,ES41,2,0.045
2018,NUTS,2010,ES41,2,0.0496
2019,NUTS,2010,ES41,2,0.0477
2013,NUTS,2010,ES42,2,0.0438
2014,NUTS,2010,ES42,2,0.0436
2015,NUTS,2010,ES42,2,0.0437
2016,NUTS,2010,ES42,2,0.0415
2017,NUTS,2010,ES42,2,0.0378
2018,NUTS,2010,ES42,2,0.0391
2019,NUTS,2010,ES42,2,0.0377
2011,NUTS,2010,ES43,2,0.0636
2012,NUTS,2010,ES43,2,0.0652
2013,NUTS,2010,ES43,2,0.0578
2014,NUTS,2010,ES43,2,0.0406
2015,NUTS,2010,ES43,2,0.0661
2016,NUTS,2010,ES43,2,0.0529
2017,NUTS,2010,ES43,2,0.0521
2018,NUTS,2010,ES43,2,0.0695
2019,NUTS,2010,ES43,2,0.0699
2011,NUTS,2010,ES5,1,0.141
2012,NUTS,2010,ES5,1,0.1419
2013,NUTS,2010,ES5,1,0.1413
2014,NUTS,2010,ES5,1,0.1354
2015,NUTS,2010,ES5,1,0.1268
2016,NUTS,2010,ES5,1,0.1277
2017,NUTS,2010,ES5,1,0.1273
2018,NUTS,2010,ES5,1,0.1262
2019,NUTS,2010,ES5,1,0.1255
2011,NUTS,2010,ES51,2,0.1794
2012,NUTS,2010,ES51,2,0.1878
2013,NUTS,2010,ES51,2,0.1896
2014,NUTS,2010,ES51,2,0.1854
2015,NUTS,2010,ES51,2,0.1792
2016,NUTS,2010,ES51,2,0.1755
2017,NUTS,2010,ES51,2,0.1766
2018,NUTS,2010,ES51,2,0.175
2019,NUTS,2010,ES51,2,0.1734
2011,NUTS,2010,ES52,2,0.0907
2012,NUTS,2010,ES52,2,0.0837
2013,NUTS,2010,ES52,2,0.0807
2014,NUTS,2010,ES52,2,0.0726
2015,NUTS,2010,ES52,2,0.06
2016,NUTS,2010,ES52,2,0.0683
2017,NUTS,2010,ES52,2,0.0634
2018,NUTS,2010,ES52,2,0.0632
2019,NUTS,2010,ES52,2,0.0629
2011,NUTS,2010,ES53,2,0.0812
2012,NUTS,2010,ES53,2,0.0701
2013,NUTS,2010,ES53,2,0.0654
2014,NUTS,2010,ES53,2,0.0562
2015,NUTS,2010,ES53,2,0.0559
2016,NUTS,2010,ES53,2,0.0575
2017,NUTS,2010,ES53,2,0.0638
2018,NUTS,2010,ES53,2,0.0635
2019,NUTS,2010,ES53,2,0.0655
2011,NUTS,2010,ES6,1,0.0916
2012,NUTS,2010,ES6,1,0.0932
2013,NUTS,2010,ES6,1,0.0907
2014,NUTS,2010,ES6,1,0.0851
2015,NUTS,2010,ES6,1,0.0867
2016,NUTS,2010,ES6,1,0.0791
2017,NUTS,2010,ES6,1,0.0734
2018,NUTS,2010,ES6,1,0.0713
2019,NUTS,2010,ES6,1,0.0731
2011,NUTS,2010,ES61,2,0.0975
2012,NUTS,2010,ES61,2,0.1001
2013,NUTS,2010,ES61,2,0.0972
2014,NUTS,2010,ES61,2,0.0924
2015,NUTS,2010,ES61,2,0.0955
2016,NUTS,2010,ES61,2,0.0866
2017,NUTS,2010,ES61,2,0.0797
2018,NUTS,2010,ES61,2,0.0769
2019,NUTS,2010,ES61,2,0.0789
2012,NUTS,2010,ES62,2,0.0669
2013,NUTS,2010,ES62,2,0.0675
2014,NUTS,2010,ES62,2,0.0567
2015,NUTS,2010,ES62,2,0.0489
2016,NUTS,2010,ES62,2,0.0487
2017,NUTS,2010,ES62,2,0.0483
2018,NUTS,2010,ES62,2,0.0499
2019,NUTS,2010,ES62,2,0.0502
2011,NUTS,2010,ES7,1,0.0957
2012,NUTS,2010,ES7,1,0.0934
2013,NUTS,2010,ES7,1,0.0927
2014,NUTS,2010,ES7,1,0.0811
2015,NUTS,2010,ES7,1,0.0703
2016,NUTS,2010,ES7,1,0.0675
2017,NUTS,2010,ES7,1,0.0672
2018,NUTS,2010,ES7,1,0.0686
2019,NUTS,2010,ES7,1,0.0721
2011,NUTS,2010,ES70,2,0.0957
2012,NUTS,2010,ES70,2,0.0934
2013,NUTS,2010,ES70,2,0.0927
2014,NUTS,2010,ES70,2,0.0811
2015,NUTS,2010,ES70,2,0.0703
2016,NUTS,2010,ES70,2,0.0675
2017,NUTS,2010,ES70,2,0.0672
2018,NUTS,2010,ES70,2,0.0686
2019,NUTS,2010,ES70,2,0.0721
2011,NUTS,2010,EU27_2020,7,0.1079
2012,NUTS,2010,EU27_2020,7,0.1104
2013,NUTS,2010,EU27_2020,7,0.111
2014,NUTS,2010,EU27_2020,7,0.1078
2015,NUTS,2010,EU27_2020,7,0.1085
2016,NUTS,2010,EU27_2020,7,0.1022
2017,NUTS,2010,EU27_2020,7,0.103
2018,NUTS,2010,EU27_2020,7,0.1057
2019,NUTS,2010,EU27_2020,7,0.1068
2020,NUTS,2010,EU27_2020,7,0.1111
2011,NUTS,2010,FI,0,0.1934
2012,NUTS,2010,FI,0,0.1847
2013,NUTS,2010,FI,0,0.1887
2014,NUTS,2010,FI,0,0.1733
2015,NUTS,2010,FI,0,0.1521
2016,NUTS,2010,FI,0,0.1366
2017,NUTS,2010,FI,0,0.1399
2018,NUTS,2010,FI,0,0.133
2019,NUTS,2010,FI,0,0.1328
2020,NUTS,2010,FI,0,0.1379
2012,NUTS,2010,FI1,1,0.1958
2013,NUTS,2010,FI1,1,0.2002
2015,NUTS,2010,FI1,1,0.1644
2016,NUTS,2010,FI1,1,0.1507
2017,NUTS,2010,FI1,1,0.135
2018,NUTS,2010,FI1,1,0.1282
2019,NUTS,2010,FI1,1,0.1278
2011,NUTS,2010,FI19,2,0.1008
2012,NUTS,2010,FI19,2,0.0943
2013,NUTS,2010,FI19,2,0.0985
2015,NUTS,2010,FI19,2,0.0756
2016,NUTS,2010,FI19,2,0.0778
2017,NUTS,2010,FI19,2,0.0475
2018,NUTS,2010,FI19,2,0.0431
2019,NUTS,2010,FI19,2,0.0423
2011,NUTS,2010,FI1B,2,0.4032
2012,NUTS,2010,FI1B,2,0.3726
2013,NUTS,2010,FI1B,2,0.3843
2015,NUTS,2010,FI1B,2,0.3267
2016,NUTS,2010,FI1B,2,0.2963
2017,NUTS,2010,FI1B,2,0.2845
2018,NUTS,2010,FI1B,2,0.2759
2019,NUTS,2010,FI1B,2,0.2759
2011,NUTS,2010,FI1C,2,0.0844
2012,NUTS,2010,FI1C,2,0.0828
2013,NUTS,2010,FI1C,2,0.0855
2015,NUTS,2010,FI1C,2,0.0696
2016,NUTS,2010,FI1C,2,0.063
2017,NUTS,2010,FI1C,2,0.0396
2018,NUTS,2010,FI1C,2,0.035
2019,NUTS,2010,FI1C,2,0.0327
2011,NUTS,2010,FI1D,2,0.155
2012,NUTS,2010,FI1D,2,0.1576
2013,NUTS,2010,FI1D,2,0.1486
2015,NUTS,2010,FI1D,2,0.1076
2016,NUTS,2010,FI1D,2,0.093
2017,NUTS,2010,FI1D,2,0.0945
2018,NUTS,2010,FI1D,2,0.0859
2019,NUTS,2010,FI1D,2,0.0847
2012,NUTS,2010,FI2,1,0.0
2013,NUTS,2010,FI2,1,0.0
2015,NUTS,2010,FI2,1,0.0
2016,NUTS,2010,FI2,1,0.0
2017,NUTS,2010,FI2,1,0.0
2018,NUTS,2010,FI2,1,0.0
2019,NUTS,2010,FI2,1,0.0
2012,NUTS,2010,FI20,2,0.0
2013,NUTS,2010,FI20,2,0.0
2015,NUTS,2010,FI20,2,0.0
2016,NUTS,2010,FI20,2,0.0
2017,NUTS,2010,FI20,2,0.0
2018,NUTS,2010,FI20,2,0.0
2019,NUTS,2010,FI20,2,0.0
2011,NUTS,2010,FR,0,0.1018
2012,NUTS,2010,FR,0,0.1041
2013,NUTS,2010,FR,0,0.1073
2014,NUTS,2010,FR,0,0.1074
2015,NUTS,2010,FR,0,0.108
2016,NUTS,2010,FR,0,0.1093
2017,NUTS,2010,FR,0,0.1081
2018,NUTS,2010,FR,0,0.1086
2019,NUTS,2010,FR,0,0.1086
2020,NUTS,2010,FR,0,0.1105
2011,NUTS,2010,FR1,1,0.1914
2012,NUTS,2010,FR1,1,0.1939
2013,NUTS,2010,FR1,1,0.2013
2011,NUTS,2010,FR10,2,0.1914
2012,NUTS,2010,FR10,2,0.1939
2013,NUTS,2010,FR10,2,0.2013
2011,NUTS,2010,FR2,1,0.021
2012,NUTS,2010,FR2,1,0.0219
2013,NUTS,2010,FR2,1,0.0218
2011,NUTS,2010,FR21,2,0.0051
2012,NUTS,2010,FR21,2,0.0091
2013,NUTS,2010,FR21,2,0.0038
2011,NUTS,2010,FR22,2,0.0141
2012,NUTS,2010,FR22,2,0.017
2013,NUTS,2010,FR22,2,0.016
2011,NUTS,2010,FR23,2,0.005
2012,NUTS,2010,FR23,2,0.0056
2013,NUTS,2010,FR23,2,0.0049
2011,NUTS,2010,FR24,2,0.0417
2012,NUTS,2010,FR24,2,0.0411
2013,NUTS,2010,FR24,2,0.0431
2011,NUTS,2010,FR25,2,0.0248
2012,NUTS,2010,FR25,2,0.0236
2013,NUTS,2010,FR25,2,0.0253
2011,NUTS,2010,FR26,2,0.0246
2012,NUTS,2010,FR26,2,0.0245
2013,NUTS,2010,FR26,2,0.0251
2011,NUTS,2010,FR3,1,0.0199
2012,NUTS,2010,FR3,1,0.0215
2013,NUTS,2010,FR3,1,0.0269
2011,NUTS,2010,FR30,2,0.0199
2012,NUTS,2010,FR30,2,0.0215
2013,NUTS,2010,FR30,2,0.0269
