year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_gov_rse_pc_emp_fte_t
2012,NUTS,2010,NO07,2,0.1484
2013,NUTS,2010,NO07,2,0.1513
2014,NUTS,2010,NO07,2,0.153
2015,NUTS,2010,NO07,2,0.148
2016,NUTS,2010,NO07,2,0.1481
2017,NUTS,2010,NO07,2,0.1585
2018,NUTS,2010,NO07,2,0.1503
2019,NUTS,2010,NO07,2,0.1243
2011,NUTS,2010,PL,0,0.0932
2012,NUTS,2010,PL,0,0.0911
2013,NUTS,2010,PL,0,0.091
2014,NUTS,2010,PL,0,0.091
2015,NUTS,2010,PL,0,0.088
2016,NUTS,2010,PL,0,0.0151
2017,NUTS,2010,PL,0,0.0214
2018,NUTS,2010,PL,0,0.0195
2019,NUTS,2010,PL,0,0.0139
2020,NUTS,2010,PL,0,0.02
2011,NUTS,2010,PL1,1,0.3721
2013,NUTS,2010,PL1,1,0.2256
2014,NUTS,2010,PL1,1,0.2203
2015,NUTS,2010,PL1,1,0.2154
2011,NUTS,2010,PL11,2,0.0557
2014,NUTS,2010,PL11,2,0.053
2011,NUTS,2010,PL12,2,0.3436
2012,NUTS,2010,PL12,2,0.3109
2014,NUTS,2010,PL12,2,0.3018
2011,NUTS,2010,PL2,1,0.0745
2013,NUTS,2010,PL2,1,0.0783
2014,NUTS,2010,PL2,1,0.0798
2016,NUTS,2010,PL2,1,0.0154
2017,NUTS,2010,PL2,1,0.0254
2018,NUTS,2010,PL2,1,0.0263
2019,NUTS,2010,PL2,1,0.0122
2011,NUTS,2010,PL21,2,0.0945
2017,NUTS,2010,PL21,2,0.0413
2018,NUTS,2010,PL21,2,0.0463
2019,NUTS,2010,PL21,2,0.0252
2011,NUTS,2010,PL22,2,0.061
2012,NUTS,2010,PL22,2,0.0668
2015,NUTS,2010,PL22,2,0.0657
2017,NUTS,2010,PL22,2,0.0133
2018,NUTS,2010,PL22,2,0.011
2019,NUTS,2010,PL22,2,0.0022
2011,NUTS,2010,PL3,1,0.0143
2011,NUTS,2010,PL31,2,0.0393
2013,NUTS,2010,PL31,2,0.035
2014,NUTS,2010,PL31,2,0.0324
2015,NUTS,2010,PL31,2,0.0235
2015,NUTS,2010,PL33,2,0.0007
2011,NUTS,2010,PL4,1,0.0477
2015,NUTS,2010,PL4,1,0.0439
2017,NUTS,2010,PL4,1,0.0026
2012,NUTS,2010,PL41,2,0.0764
2013,NUTS,2010,PL41,2,0.0798
2017,NUTS,2010,PL41,2,0.0039
2018,NUTS,2010,PL41,2,0.0084
2011,NUTS,2010,PL42,2,0.0
2018,NUTS,2010,PL42,2,0.0008
2015,NUTS,2010,PL43,2,0.0
2019,NUTS,2010,PL43,2,0.0018
2011,NUTS,2010,PL5,1,0.0319
2013,NUTS,2010,PL5,1,0.0487
2014,NUTS,2010,PL5,1,0.0433
2016,NUTS,2010,PL5,1,0.0047
2019,NUTS,2010,PL5,1,0.0081
2019,NUTS,2010,PL51,2,0.0098
2012,NUTS,2010,PL52,2,0.0367
2019,NUTS,2010,PL52,2,0.0027
2011,NUTS,2010,PL6,1,0.0244
2015,NUTS,2010,PL6,1,0.0207
2018,NUTS,2010,PL6,1,0.0057
2019,NUTS,2010,PL6,1,0.005
2013,NUTS,2010,PL61,2,0.0064
2015,NUTS,2010,PL61,2,0.0058
2019,NUTS,2010,PL61,2,0.0028
2012,NUTS,2010,PL62,2,0.0311
2014,NUTS,2010,PL62,2,0.0297
2015,NUTS,2010,PL62,2,0.0275
2019,NUTS,2010,PL62,2,0.0021
2011,NUTS,2010,PL63,2,0.0341
2013,NUTS,2010,PL63,2,0.0398
2015,NUTS,2010,PL63,2,0.0297
2017,NUTS,2010,PL63,2,0.0056
2018,NUTS,2010,PL63,2,0.0065
2019,NUTS,2010,PL63,2,0.0086
2016,NUTS,2010,PL7,1,0.0168
2018,NUTS,2010,PL7,1,0.0208
2019,NUTS,2010,PL71,2,0.022
2016,NUTS,2010,PL8,1,0.0046
2017,NUTS,2010,PL8,1,0.0056
2018,NUTS,2010,PL8,1,0.0047
2018,NUTS,2010,PL81,2,0.0054
2019,NUTS,2010,PL81,2,0.0075
2016,NUTS,2010,PL82,2,0.0021
2019,NUTS,2010,PL82,2,0.0026
2017,NUTS,2010,PL84,2,0.0103
2016,NUTS,2010,PL9,1,0.0512
2017,NUTS,2010,PL9,1,0.0724
2018,NUTS,2010,PL9,1,0.0553
2019,NUTS,2010,PL9,1,0.0407
2016,NUTS,2010,PL91,2,0.0904
2016,NUTS,2010,PL92,2,0.0017
2011,NUTS,2010,PT,0,0.0587
2012,NUTS,2010,PT,0,0.0409
2013,NUTS,2010,PT,0,0.0344
2014,NUTS,2010,PT,0,0.0348
2015,NUTS,2010,PT,0,0.0319
2016,NUTS,2010,PT,0,0.0311
2017,NUTS,2010,PT,0,0.0331
2018,NUTS,2010,PT,0,0.0341
2019,NUTS,2010,PT,0,0.0347
2020,NUTS,2010,PT,0,0.0365
2011,NUTS,2010,PT1,1,0.0541
2012,NUTS,2010,PT1,1,0.0373
2013,NUTS,2010,PT1,1,0.0319
2014,NUTS,2010,PT1,1,0.0327
2015,NUTS,2010,PT1,1,0.0299
2016,NUTS,2010,PT1,1,0.029
2017,NUTS,2010,PT1,1,0.0309
2018,NUTS,2010,PT1,1,0.0319
2019,NUTS,2010,PT1,1,0.0323
2020,NUTS,2010,PT1,1,0.034
2011,NUTS,2010,PT11,2,0.0197
2012,NUTS,2010,PT11,2,0.0146
2013,NUTS,2010,PT11,2,0.0139
2014,NUTS,2010,PT11,2,0.0162
2015,NUTS,2010,PT11,2,0.0241
2016,NUTS,2010,PT11,2,0.0258
2017,NUTS,2010,PT11,2,0.0289
2018,NUTS,2010,PT11,2,0.0317
2019,NUTS,2010,PT11,2,0.0336
2020,NUTS,2010,PT11,2,0.0329
2011,NUTS,2010,PT15,2,0.0088
2012,NUTS,2010,PT15,2,0.0355
2013,NUTS,2010,PT15,2,0.0255
2014,NUTS,2010,PT15,2,0.0105
2015,NUTS,2010,PT15,2,0.0028
2016,NUTS,2010,PT15,2,0.0032
2017,NUTS,2010,PT15,2,0.0038
2018,NUTS,2010,PT15,2,0.0052
2019,NUTS,2010,PT15,2,0.0048
2020,NUTS,2010,PT15,2,0.0085
2011,NUTS,2010,PT16,2,0.023
2012,NUTS,2010,PT16,2,0.0124
2013,NUTS,2010,PT16,2,0.0089
2014,NUTS,2010,PT16,2,0.0098
2015,NUTS,2010,PT16,2,0.0099
2016,NUTS,2010,PT16,2,0.0085
2017,NUTS,2010,PT16,2,0.009
2018,NUTS,2010,PT16,2,0.008
2019,NUTS,2010,PT16,2,0.0092
2020,NUTS,2010,PT16,2,0.0094
2011,NUTS,2010,PT17,2,0.1498
2012,NUTS,2010,PT17,2,0.1005
2013,NUTS,2010,PT17,2,0.0868
2014,NUTS,2010,PT17,2,0.0866
2015,NUTS,2010,PT17,2,0.0665
2016,NUTS,2010,PT17,2,0.0616
2017,NUTS,2010,PT17,2,0.0642
2018,NUTS,2010,PT17,2,0.0643
2019,NUTS,2010,PT17,2,0.0618
2020,NUTS,2010,PT17,2,0.0678
2011,NUTS,2010,PT18,2,0.0037
2012,NUTS,2010,PT18,2,0.0044
2013,NUTS,2010,PT18,2,0.0024
2014,NUTS,2010,PT18,2,0.0019
2015,NUTS,2010,PT18,2,0.0013
2016,NUTS,2010,PT18,2,0.0013
2017,NUTS,2010,PT18,2,0.0004
2018,NUTS,2010,PT18,2,0.0003
2019,NUTS,2010,PT18,2,0.0003
2020,NUTS,2010,PT18,2,0.0001
2011,NUTS,2010,PT2,1,0.0285
2012,NUTS,2010,PT2,1,0.0279
2013,NUTS,2010,PT2,1,0.0141
2014,NUTS,2010,PT2,1,0.0223
2015,NUTS,2010,PT2,1,0.0209
2016,NUTS,2010,PT2,1,0.0157
2017,NUTS,2010,PT2,1,0.0121
2018,NUTS,2010,PT2,1,0.01
2019,NUTS,2010,PT2,1,0.0129
2020,NUTS,2010,PT2,1,0.0182
2011,NUTS,2010,PT20,2,0.0285
2012,NUTS,2010,PT20,2,0.0279
2013,NUTS,2010,PT20,2,0.0141
2014,NUTS,2010,PT20,2,0.0223
2015,NUTS,2010,PT20,2,0.0209
2016,NUTS,2010,PT20,2,0.0157
2017,NUTS,2010,PT20,2,0.0121
2018,NUTS,2010,PT20,2,0.01
2019,NUTS,2010,PT20,2,0.0129
2020,NUTS,2010,PT20,2,0.0182
2011,NUTS,2010,PT3,1,0.051
2012,NUTS,2010,PT3,1,0.0342
2013,NUTS,2010,PT3,1,0.0238
2014,NUTS,2010,PT3,1,0.0216
2015,NUTS,2010,PT3,1,0.0315
2016,NUTS,2010,PT3,1,0.0451
2017,NUTS,2010,PT3,1,0.0548
2018,NUTS,2010,PT3,1,0.0547
2019,NUTS,2010,PT3,1,0.0582
2020,NUTS,2010,PT3,1,0.06
2011,NUTS,2010,PT30,2,0.051
2012,NUTS,2010,PT30,2,0.0342
2013,NUTS,2010,PT30,2,0.0238
2014,NUTS,2010,PT30,2,0.0216
2015,NUTS,2010,PT30,2,0.0315
2016,NUTS,2010,PT30,2,0.0451
2017,NUTS,2010,PT30,2,0.0548
2018,NUTS,2010,PT30,2,0.0547
2019,NUTS,2010,PT30,2,0.0582
2020,NUTS,2010,PT30,2,0.06
2011,NUTS,2010,RO,0,0.0821
2012,NUTS,2010,RO,0,0.0888
2013,NUTS,2010,RO,0,0.092
2014,NUTS,2010,RO,0,0.0883
2015,NUTS,2010,RO,0,0.0906
2016,NUTS,2010,RO,0,0.0913
2017,NUTS,2010,RO,0,0.0859
2018,NUTS,2010,RO,0,0.0864
2019,NUTS,2010,RO,0,0.0884
2020,NUTS,2010,RO,0,0.0893
2011,NUTS,2010,RO1,1,0.0147
2012,NUTS,2010,RO1,1,0.0252
2013,NUTS,2010,RO1,1,0.025
2014,NUTS,2010,RO1,1,0.0231
2015,NUTS,2010,RO1,1,0.025
2016,NUTS,2010,RO1,1,0.0234
2017,NUTS,2010,RO1,1,0.0238
2018,NUTS,2010,RO1,1,0.024
2019,NUTS,2010,RO1,1,0.0254
2011,NUTS,2010,RO11,2,0.0184
2012,NUTS,2010,RO11,2,0.0367
2013,NUTS,2010,RO11,2,0.0353
2014,NUTS,2010,RO11,2,0.0309
2015,NUTS,2010,RO11,2,0.036
2016,NUTS,2010,RO11,2,0.0335
2017,NUTS,2010,RO11,2,0.0349
2018,NUTS,2010,RO11,2,0.0348
2019,NUTS,2010,RO11,2,0.0364
2011,NUTS,2010,RO12,2,0.0098
2012,NUTS,2010,RO12,2,0.0099
2013,NUTS,2010,RO12,2,0.0115
2014,NUTS,2010,RO12,2,0.0128
2015,NUTS,2010,RO12,2,0.0111
2016,NUTS,2010,RO12,2,0.0108
2017,NUTS,2010,RO12,2,0.01
2018,NUTS,2010,RO12,2,0.01
2019,NUTS,2010,RO12,2,0.0114
2011,NUTS,2010,RO2,1,0.0273
2012,NUTS,2010,RO2,1,0.0262
2013,NUTS,2010,RO2,1,0.0256
2014,NUTS,2010,RO2,1,0.0264
2015,NUTS,2010,RO2,1,0.0273
2016,NUTS,2010,RO2,1,0.0279
2017,NUTS,2010,RO2,1,0.0268
2018,NUTS,2010,RO2,1,0.0268
2019,NUTS,2010,RO2,1,0.0278
2011,NUTS,2010,RO21,2,0.0302
2012,NUTS,2010,RO21,2,0.0302
2013,NUTS,2010,RO21,2,0.0294
2014,NUTS,2010,RO21,2,0.0311
2015,NUTS,2010,RO21,2,0.0316
2016,NUTS,2010,RO21,2,0.0334
2017,NUTS,2010,RO21,2,0.0308
2018,NUTS,2010,RO21,2,0.0303
2019,NUTS,2010,RO21,2,0.0315
2011,NUTS,2010,RO22,2,0.0229
2012,NUTS,2010,RO22,2,0.02
2013,NUTS,2010,RO22,2,0.0197
2014,NUTS,2010,RO22,2,0.0188
2015,NUTS,2010,RO22,2,0.0202
2016,NUTS,2010,RO22,2,0.0189
2017,NUTS,2010,RO22,2,0.0204
2018,NUTS,2010,RO22,2,0.0209
2019,NUTS,2010,RO22,2,0.0216
2011,NUTS,2010,RO3,1,0.1891
2012,NUTS,2010,RO3,1,0.207
2013,NUTS,2010,RO3,1,0.2114
2014,NUTS,2010,RO3,1,0.2053
2015,NUTS,2010,RO3,1,0.2115
2016,NUTS,2010,RO3,1,0.2163
2017,NUTS,2010,RO3,1,0.2011
2018,NUTS,2010,RO3,1,0.2011
2019,NUTS,2010,RO3,1,0.2064
2011,NUTS,2010,RO31,2,0.0119
2012,NUTS,2010,RO31,2,0.0115
2013,NUTS,2010,RO31,2,0.0112
2014,NUTS,2010,RO31,2,0.0107
2015,NUTS,2010,RO31,2,0.0113
2016,NUTS,2010,RO31,2,0.0121
2017,NUTS,2010,RO31,2,0.01
2018,NUTS,2010,RO31,2,0.0085
2019,NUTS,2010,RO31,2,0.0079
2011,NUTS,2010,RO32,2,0.3953
2012,NUTS,2010,RO32,2,0.4434
2013,NUTS,2010,RO32,2,0.4636
2014,NUTS,2010,RO32,2,0.4474
2015,NUTS,2010,RO32,2,0.446
2016,NUTS,2010,RO32,2,0.4473
2017,NUTS,2010,RO32,2,0.4192
2018,NUTS,2010,RO32,2,0.4185
2019,NUTS,2010,RO32,2,0.4272
2011,NUTS,2010,RO4,1,0.0278
2012,NUTS,2010,RO4,1,0.0205
2013,NUTS,2010,RO4,1,0.0281
2014,NUTS,2010,RO4,1,0.0227
2015,NUTS,2010,RO4,1,0.0298
2016,NUTS,2010,RO4,1,0.0322
2017,NUTS,2010,RO4,1,0.0297
2018,NUTS,2010,RO4,1,0.0316
2019,NUTS,2010,RO4,1,0.0326
2011,NUTS,2010,RO41,2,0.0261
2012,NUTS,2010,RO41,2,0.0148
2013,NUTS,2010,RO41,2,0.0291
2014,NUTS,2010,RO41,2,0.0165
2015,NUTS,2010,RO41,2,0.0322
2016,NUTS,2010,RO41,2,0.0319
2017,NUTS,2010,RO41,2,0.0294
2018,NUTS,2010,RO41,2,0.0317
2019,NUTS,2010,RO41,2,0.0316
2011,NUTS,2010,RO42,2,0.0298
2012,NUTS,2010,RO42,2,0.0275
2013,NUTS,2010,RO42,2,0.0269
2014,NUTS,2010,RO42,2,0.0302
2015,NUTS,2010,RO42,2,0.027
2016,NUTS,2010,RO42,2,0.0325
2017,NUTS,2010,RO42,2,0.03
2018,NUTS,2010,RO42,2,0.0315
2019,NUTS,2010,RO42,2,0.0338
2011,NUTS,2010,RS,0,0.1282
2012,NUTS,2010,RS,0,0.1374
2013,NUTS,2010,RS,0,0.1364
2014,NUTS,2010,RS,0,0.1208
2015,NUTS,2010,RS,0,0.1268
2016,NUTS,2010,RS,0,0.119
2017,NUTS,2010,RS,0,0.1161
2018,NUTS,2010,RS,0,0.1171
2019,NUTS,2010,RS,0,0.1212
2020,NUTS,2010,RS,0,0.1255
2018,NUTS,2010,RS1,1,0.2026
2019,NUTS,2010,RS1,1,0.2083
2020,NUTS,2010,RS1,1,0.2117
2018,NUTS,2010,RS11,2,0.3806
2019,NUTS,2010,RS11,2,0.3858
2020,NUTS,2010,RS11,2,0.391
2018,NUTS,2010,RS12,2,0.0326
2019,NUTS,2010,RS12,2,0.0373
2020,NUTS,2010,RS12,2,0.0387
2018,NUTS,2010,RS2,1,0.0055
2019,NUTS,2010,RS2,1,0.0059
2020,NUTS,2010,RS2,1,0.0107
2018,NUTS,2010,RS21,2,0.0025
2019,NUTS,2010,RS21,2,0.0025
2020,NUTS,2010,RS21,2,0.0083
2018,NUTS,2010,RS22,2,0.0098
2019,NUTS,2010,RS22,2,0.0107
2020,NUTS,2010,RS22,2,0.0142
2011,NUTS,2010,RU,0,0.1998
2012,NUTS,2010,RU,0,0.2091
2011,NUTS,2010,SE,0,0.0471
2012,NUTS,2010,SE,0,0.0449
2013,NUTS,2010,SE,0,0.053
2014,NUTS,2010,SE,0,0.0507
2015,NUTS,2010,SE,0,0.0721
2016,NUTS,2010,SE,0,0.0718
2017,NUTS,2010,SE,0,0.0792
2018,NUTS,2010,SE,0,0.0762
2019,NUTS,2010,SE,0,0.0801
2020,NUTS,2010,SE,0,0.0828
2011,NUTS,2010,SE1,1,0.0685
2013,NUTS,2010,SE1,1,0.0773
2015,NUTS,2010,SE1,1,0.1196
2017,NUTS,2010,SE1,1,0.1082
2019,NUTS,2010,SE1,1,0.1024
2011,NUTS,2010,SE11,2,0.0631
2013,NUTS,2010,SE11,2,0.0809
2015,NUTS,2010,SE11,2,0.1324
2017,NUTS,2010,SE11,2,0.1041
2019,NUTS,2010,SE11,2,0.099
2011,NUTS,2010,SE12,2,0.0765
2013,NUTS,2010,SE12,2,0.0718
2015,NUTS,2010,SE12,2,0.1
2017,NUTS,2010,SE12,2,0.1144
2019,NUTS,2010,SE12,2,0.1076
2011,NUTS,2010,SE2,1,0.0212
2013,NUTS,2010,SE2,1,0.026
2015,NUTS,2010,SE2,1,0.0284
2017,NUTS,2010,SE2,1,0.053
2019,NUTS,2010,SE2,1,0.0544
2011,NUTS,2010,SE21,2,0.0079
2013,NUTS,2010,SE21,2,0.0111
2015,NUTS,2010,SE21,2,0.0156
2017,NUTS,2010,SE21,2,0.0184
2019,NUTS,2010,SE21,2,0.0208
2011,NUTS,2010,SE22,2,0.0047
2013,NUTS,2010,SE22,2,0.0244
2015,NUTS,2010,SE22,2,0.0159
2017,NUTS,2010,SE22,2,0.0789
2019,NUTS,2010,SE22,2,0.0436
2011,NUTS,2010,SE23,2,0.0386
2013,NUTS,2010,SE23,2,0.0333
2015,NUTS,2010,SE23,2,0.0428
2017,NUTS,2010,SE23,2,0.0492
2019,NUTS,2010,SE23,2,0.0755
2011,NUTS,2010,SE3,1,0.0523
2013,NUTS,2010,SE3,1,0.0505
2015,NUTS,2010,SE3,1,0.0493
2017,NUTS,2010,SE3,1,0.0538
2019,NUTS,2010,SE3,1,0.0542
2011,NUTS,2010,SE31,2,0.0221
2013,NUTS,2010,SE31,2,0.0341
2015,NUTS,2010,SE31,2,0.0287
2017,NUTS,2010,SE31,2,0.0373
2019,NUTS,2010,SE31,2,0.0291
2011,NUTS,2010,SE32,2,0.0064
2013,NUTS,2010,SE32,2,0.0197
2015,NUTS,2010,SE32,2,0.019
2017,NUTS,2010,SE32,2,0.0258
2019,NUTS,2010,SE32,2,0.0124
2011,NUTS,2010,SE33,2,0.1331
2013,NUTS,2010,SE33,2,0.0991
2015,NUTS,2010,SE33,2,0.1029
2017,NUTS,2010,SE33,2,0.0995
2019,NUTS,2010,SE33,2,0.1262
2011,NUTS,2010,SI,0,0.2003
2012,NUTS,2010,SI,0,0.2058
2013,NUTS,2010,SI,0,0.2072
2014,NUTS,2010,SI,0,0.1968
2015,NUTS,2010,SI,0,0.1822
2016,NUTS,2010,SI,0,0.186
2017,NUTS,2010,SI,0,0.1605
2018,NUTS,2010,SI,0,0.1741
2019,NUTS,2010,SI,0,0.1848
2020,NUTS,2010,SI,0,0.1858
2011,NUTS,2010,SI0,1,0.1941
2012,NUTS,2010,SI0,1,0.2003
2013,NUTS,2010,SI0,1,0.2015
2014,NUTS,2010,SI0,1,0.1902
2015,NUTS,2010,SI0,1,0.1776
2016,NUTS,2010,SI0,1,0.1822
2017,NUTS,2010,SI0,1,0.1566
2018,NUTS,2010,SI0,1,0.1694
2019,NUTS,2010,SI0,1,0.1809
2013,NUTS,2010,SI03,2,0.0268
2014,NUTS,2010,SI03,2,0.0042
2015,NUTS,2010,SI03,2,0.0023
2016,NUTS,2010,SI03,2,0.0019
2017,NUTS,2010,SI03,2,0.002
2018,NUTS,2010,SI03,2,0.0065
2019,NUTS,2010,SI03,2,0.0031
2013,NUTS,2010,SI04,2,0.3927
2014,NUTS,2010,SI04,2,0.3962
2015,NUTS,2010,SI04,2,0.3686
2016,NUTS,2010,SI04,2,0.3781
2017,NUTS,2010,SI04,2,0.3281
2018,NUTS,2010,SI04,2,0.347
2019,NUTS,2010,SI04,2,0.3729
2011,NUTS,2010,SK,0,0.1221
2012,NUTS,2010,SK,0,0.1245
2013,NUTS,2010,SK,0,0.1106
2014,NUTS,2010,SK,0,0.1293
2015,NUTS,2010,SK,0,0.1247
2016,NUTS,2010,SK,0,0.1214
2017,NUTS,2010,SK,0,0.1196
2018,NUTS,2010,SK,0,0.1185
2019,NUTS,2010,SK,0,0.118
2020,NUTS,2010,SK,0,0.1221
2011,NUTS,2010,SK01,2,0.6783
2012,NUTS,2010,SK01,2,0.6791
2013,NUTS,2010,SK01,2,0.6462
2014,NUTS,2010,SK01,2,0.674
2015,NUTS,2010,SK01,2,0.6625
2016,NUTS,2010,SK01,2,0.6529
2017,NUTS,2010,SK01,2,0.6639
2018,NUTS,2010,SK01,2,0.6639
2019,NUTS,2010,SK01,2,0.6697
2020,NUTS,2010,SK01,2,0.7
2011,NUTS,2010,SK02,2,0.0277
2012,NUTS,2010,SK02,2,0.0301
2013,NUTS,2010,SK02,2,0.0112
2014,NUTS,2010,SK02,2,0.0488
2015,NUTS,2010,SK02,2,0.0414
2016,NUTS,2010,SK02,2,0.0353
2017,NUTS,2010,SK02,2,0.0327
2018,NUTS,2010,SK02,2,0.0338
2019,NUTS,2010,SK02,2,0.027
2020,NUTS,2010,SK02,2,0.0237
2011,NUTS,2010,SK03,2,0.0233
2012,NUTS,2010,SK03,2,0.025
2013,NUTS,2010,SK03,2,0.0138
2014,NUTS,2010,SK03,2,0.0189
2015,NUTS,2010,SK03,2,0.0337
2016,NUTS,2010,SK03,2,0.0358
2017,NUTS,2010,SK03,2,0.0298
2018,NUTS,2010,SK03,2,0.0279
2019,NUTS,2010,SK03,2,0.0244
2020,NUTS,2010,SK03,2,0.0288
2011,NUTS,2010,SK04,2,0.0656
2012,NUTS,2010,SK04,2,0.0668
2013,NUTS,2010,SK04,2,0.0684
2014,NUTS,2010,SK04,2,0.0748
2015,NUTS,2010,SK04,2,0.064
2016,NUTS,2010,SK04,2,0.0566
2017,NUTS,2010,SK04,2,0.0534
2018,NUTS,2010,SK04,2,0.0465
2019,NUTS,2010,SK04,2,0.0483
2020,NUTS,2010,SK04,2,0.05
2011,NUTS,2010,TR,0,0.0258
2012,NUTS,2010,TR,0,0.026
2013,NUTS,2010,TR,0,0.0253
2014,NUTS,2010,TR,0,0.0259
2015,NUTS,2010,TR,0,0.0253
2016,NUTS,2010,TR,0,0.0253
2017,NUTS,2010,TR,0,0.0244
2018,NUTS,2010,TR,0,0.024
2019,NUTS,2010,TR,0,0.0211
2020,NUTS,2010,TR,0,0.023
2011,NUTS,2010,UK,0,0.0267
2012,NUTS,2010,UK,0,0.027
2013,NUTS,2010,UK,0,0.0264
2014,NUTS,2010,UK,0,0.0263
2015,NUTS,2010,UK,0,0.0235
2016,NUTS,2010,UK,0,0.0231
2017,NUTS,2010,UK,0,0.0228
2018,NUTS,2010,UK,0,0.0221
2019,NUTS,2010,UK,0,0.0219
2011,NUTS,2010,UKC,1,0.0001
2012,NUTS,2010,UKC,1,0.0
2013,NUTS,2010,UKC,1,0.0
2014,NUTS,2010,UKC,1,0.0001
2015,NUTS,2010,UKC,1,0.0001
2016,NUTS,2010,UKC,1,0.0002
2017,NUTS,2010,UKC,1,0.0004
2018,NUTS,2010,UKC,1,0.0005
2011,NUTS,2010,UKC1,2,0.0002
2012,NUTS,2010,UKC1,2,0.0001
2013,NUTS,2010,UKC1,2,0.0001
2014,NUTS,2010,UKC1,2,0.0002
2015,NUTS,2010,UKC1,2,0.0002
2016,NUTS,2010,UKC1,2,0.0002
2017,NUTS,2010,UKC1,2,0.0004
2018,NUTS,2010,UKC1,2,0.0004
2011,NUTS,2010,UKC2,2,0.0
2012,NUTS,2010,UKC2,2,0.0
2013,NUTS,2010,UKC2,2,0.0
2014,NUTS,2010,UKC2,2,0.0
2015,NUTS,2010,UKC2,2,0.0
2016,NUTS,2010,UKC2,2,0.0002
2017,NUTS,2010,UKC2,2,0.0004
2018,NUTS,2010,UKC2,2,0.0005
2011,NUTS,2010,UKD,1,0.0084
2012,NUTS,2010,UKD,1,0.0084
2013,NUTS,2010,UKD,1,0.0089
2014,NUTS,2010,UKD,1,0.0094
2015,NUTS,2010,UKD,1,0.009
2016,NUTS,2010,UKD,1,0.0092
2017,NUTS,2010,UKD,1,0.0096
2018,NUTS,2010,UKD,1,0.009
2011,NUTS,2010,UKD1,2,0.0005
2012,NUTS,2010,UKD1,2,0.0006
2013,NUTS,2010,UKD1,2,0.001
2014,NUTS,2010,UKD1,2,0.0014
2015,NUTS,2010,UKD1,2,0.0012
2016,NUTS,2010,UKD1,2,0.0014
2017,NUTS,2010,UKD1,2,0.0011
2018,NUTS,2010,UKD1,2,0.001
2011,NUTS,2010,UKD3,2,0.0012
2012,NUTS,2010,UKD3,2,0.003
2013,NUTS,2010,UKD3,2,0.0031
2014,NUTS,2010,UKD3,2,0.0036
2015,NUTS,2010,UKD3,2,0.0027
2016,NUTS,2010,UKD3,2,0.003
2017,NUTS,2010,UKD3,2,0.0031
2018,NUTS,2010,UKD3,2,0.0032
2011,NUTS,2010,UKD4,2,0.0082
2012,NUTS,2010,UKD4,2,0.0073
2013,NUTS,2010,UKD4,2,0.0073
2014,NUTS,2010,UKD4,2,0.0075
2015,NUTS,2010,UKD4,2,0.0071
2016,NUTS,2010,UKD4,2,0.0069
2017,NUTS,2010,UKD4,2,0.0067
2018,NUTS,2010,UKD4,2,0.0066
2011,NUTS,2010,UKD6,2,0.0288
2012,NUTS,2010,UKD6,2,0.0273
2013,NUTS,2010,UKD6,2,0.0272
2014,NUTS,2010,UKD6,2,0.0293
2015,NUTS,2010,UKD6,2,0.0316
2016,NUTS,2010,UKD6,2,0.0338
2017,NUTS,2010,UKD6,2,0.0377
2018,NUTS,2010,UKD6,2,0.0342
2011,NUTS,2010,UKD7,2,0.0117
2012,NUTS,2010,UKD7,2,0.0098
2013,NUTS,2010,UKD7,2,0.0117
2014,NUTS,2010,UKD7,2,0.0115
2015,NUTS,2010,UKD7,2,0.0109
2016,NUTS,2010,UKD7,2,0.0107
2017,NUTS,2010,UKD7,2,0.0103
2018,NUTS,2010,UKD7,2,0.0094
2011,NUTS,2010,UKE,1,0.0078
2012,NUTS,2010,UKE,1,0.0085
2013,NUTS,2010,UKE,1,0.0101
2014,NUTS,2010,UKE,1,0.0099
2015,NUTS,2010,UKE,1,0.0031
2016,NUTS,2010,UKE,1,0.0028
2017,NUTS,2010,UKE,1,0.0031
2018,NUTS,2010,UKE,1,0.0032
2011,NUTS,2010,UKE1,2,0.0
2012,NUTS,2010,UKE1,2,0.0
2013,NUTS,2010,UKE1,2,0.0
2014,NUTS,2010,UKE1,2,0.0
2015,NUTS,2010,UKE1,2,0.0
2016,NUTS,2010,UKE1,2,0.0001
2017,NUTS,2010,UKE1,2,0.0
2018,NUTS,2010,UKE1,2,0.0001
2011,NUTS,2010,UKE2,2,0.0408
2012,NUTS,2010,UKE2,2,0.0442
2013,NUTS,2010,UKE2,2,0.0538
2014,NUTS,2010,UKE2,2,0.0527
2015,NUTS,2010,UKE2,2,0.0091
2016,NUTS,2010,UKE2,2,0.0051
2017,NUTS,2010,UKE2,2,0.0074
2018,NUTS,2010,UKE2,2,0.0065
2011,NUTS,2010,UKE3,2,0.0045
2012,NUTS,2010,UKE3,2,0.0045
2013,NUTS,2010,UKE3,2,0.0049
2014,NUTS,2010,UKE3,2,0.0059
2015,NUTS,2010,UKE3,2,0.0056
2016,NUTS,2010,UKE3,2,0.0063
2017,NUTS,2010,UKE3,2,0.0066
2018,NUTS,2010,UKE3,2,0.0075
2011,NUTS,2010,UKE4,2,0.0004
2012,NUTS,2010,UKE4,2,0.0004
2013,NUTS,2010,UKE4,2,0.0008
2014,NUTS,2010,UKE4,2,0.0005
2015,NUTS,2010,UKE4,2,0.0006
2016,NUTS,2010,UKE4,2,0.0009
