year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_cte_p_mact
2009,NUTS,2010,PT11,2,0.518
2010,NUTS,2010,PT11,2,0.206
2011,NUTS,2010,PT11,2,0.998
2012,NUTS,2010,PT11,2,0.871
2004,NUTS,2010,PT16,2,0.572
2005,NUTS,2010,PT16,2,3.522
2006,NUTS,2010,PT16,2,3.904
2007,NUTS,2010,PT16,2,5.786
2008,NUTS,2010,PT16,2,3.081
2009,NUTS,2010,PT16,2,0.383
2010,NUTS,2010,PT16,2,3.075
2011,NUTS,2010,PT16,2,2.73
2012,NUTS,2010,PT16,2,0.829
1999,NUTS,2010,PT17,2,0.248
2000,NUTS,2010,PT17,2,1.11
2001,NUTS,2010,PT17,2,1.453
2002,NUTS,2010,PT17,2,0.724
2003,NUTS,2010,PT17,2,2.164
2004,NUTS,2010,PT17,2,1.885
2005,NUTS,2010,PT17,2,15.117
2006,NUTS,2010,PT17,2,9.675
2007,NUTS,2010,PT17,2,7.856
2008,NUTS,2010,PT17,2,3.022
2009,NUTS,2010,PT17,2,2.496
2010,NUTS,2010,PT17,2,0.658
2011,NUTS,2010,PT17,2,3.226
2012,NUTS,2010,PT17,2,1.065
2002,NUTS,2010,PT18,2,0.68
2010,NUTS,2010,PT18,2,0.465
2002,NUTS,2010,PT2,1,9.497
2008,NUTS,2010,PT2,1,2.801
2002,NUTS,2010,PT20,2,9.497
2008,NUTS,2010,PT20,2,2.801
2003,NUTS,2010,PT3,1,8.224
2011,NUTS,2010,PT3,1,7.331
2003,NUTS,2010,PT30,2,8.224
2011,NUTS,2010,PT30,2,7.331
2001,NUTS,2010,RO,0,0.086
2002,NUTS,2010,RO,0,0.063
2003,NUTS,2010,RO,0,0.132
2004,NUTS,2010,RO,0,0.166
2006,NUTS,2010,RO,0,0.2
2007,NUTS,2010,RO,0,0.81
2008,NUTS,2010,RO,0,0.863
2009,NUTS,2010,RO,0,0.705
2010,NUTS,2010,RO,0,0.339
2011,NUTS,2010,RO,0,0.254
2012,NUTS,2010,RO,0,0.398
2007,NUTS,2010,RO1,1,0.653
2009,NUTS,2010,RO1,1,0.438
2007,NUTS,2010,RO12,2,1.363
2009,NUTS,2010,RO12,2,0.896
2006,NUTS,2010,RO2,1,0.108
2007,NUTS,2010,RO2,1,0.164
2009,NUTS,2010,RO2,1,0.166
2006,NUTS,2010,RO21,2,0.188
2007,NUTS,2010,RO21,2,0.28
2009,NUTS,2010,RO21,2,0.282
2001,NUTS,2010,RO3,1,0.347
2002,NUTS,2010,RO3,1,0.249
2003,NUTS,2010,RO3,1,0.32
2004,NUTS,2010,RO3,1,0.636
2006,NUTS,2010,RO3,1,0.63
2007,NUTS,2010,RO3,1,1.165
2008,NUTS,2010,RO3,1,2.66
2009,NUTS,2010,RO3,1,1.63
2010,NUTS,2010,RO3,1,1.218
2011,NUTS,2010,RO3,1,0.396
2012,NUTS,2010,RO3,1,1.439
2006,NUTS,2010,RO31,2,0.209
2007,NUTS,2010,RO31,2,0.419
2012,NUTS,2010,RO31,2,0.233
2001,NUTS,2010,RO32,2,0.994
2002,NUTS,2010,RO32,2,0.662
2003,NUTS,2010,RO32,2,0.836
2004,NUTS,2010,RO32,2,1.626
2006,NUTS,2010,RO32,2,1.241
2007,NUTS,2010,RO32,2,2.289
2008,NUTS,2010,RO32,2,6.627
2009,NUTS,2010,RO32,2,3.993
2010,NUTS,2010,RO32,2,2.838
2011,NUTS,2010,RO32,2,0.879
2012,NUTS,2010,RO32,2,2.937
2003,NUTS,2010,RO4,1,0.249
2007,NUTS,2010,RO4,1,0.252
2008,NUTS,2010,RO4,1,0.503
2009,NUTS,2010,RO4,1,0.592
2011,NUTS,2010,RO4,1,0.549
2007,NUTS,2010,RO41,2,0.453
2009,NUTS,2010,RO41,2,0.75
2003,NUTS,2010,RO42,2,0.585
2008,NUTS,2010,RO42,2,1.14
2009,NUTS,2010,RO42,2,0.38
2011,NUTS,2010,RO42,2,1.239
1999,NUTS,2010,SE,0,93.414
2000,NUTS,2010,SE,0,95.355
2001,NUTS,2010,SE,0,63.28
2002,NUTS,2010,SE,0,55.39
2003,NUTS,2010,SE,0,70.257
2004,NUTS,2010,SE,0,72.097
2005,NUTS,2010,SE,0,78.92
2006,NUTS,2010,SE,0,97.348
2007,NUTS,2010,SE,0,114.778
2008,NUTS,2010,SE,0,109.417
2009,NUTS,2010,SE,0,88.192
2010,NUTS,2010,SE,0,93.145
2011,NUTS,2010,SE,0,97.158
2012,NUTS,2010,SE,0,86.719
1999,NUTS,2010,SE1,1,133.571
2000,NUTS,2010,SE1,1,145.175
2001,NUTS,2010,SE1,1,108.438
2002,NUTS,2010,SE1,1,67.4
2003,NUTS,2010,SE1,1,93.385
2004,NUTS,2010,SE1,1,98.184
2005,NUTS,2010,SE1,1,113.3
2006,NUTS,2010,SE1,1,134.288
2007,NUTS,2010,SE1,1,177.97
2008,NUTS,2010,SE1,1,176.65
2009,NUTS,2010,SE1,1,144.246
2010,NUTS,2010,SE1,1,155.194
2011,NUTS,2010,SE1,1,149.165
2012,NUTS,2010,SE1,1,135.665
1999,NUTS,2010,SE11,2,225.942
2000,NUTS,2010,SE11,2,220.428
2001,NUTS,2010,SE11,2,158.853
2002,NUTS,2010,SE11,2,99.414
2003,NUTS,2010,SE11,2,150.861
2004,NUTS,2010,SE11,2,145.275
2005,NUTS,2010,SE11,2,166.466
2006,NUTS,2010,SE11,2,196.553
2007,NUTS,2010,SE11,2,258.121
2008,NUTS,2010,SE11,2,270.754
2009,NUTS,2010,SE11,2,213.547
2010,NUTS,2010,SE11,2,223.79
2011,NUTS,2010,SE11,2,214.051
2012,NUTS,2010,SE11,2,193.775
1999,NUTS,2010,SE12,2,27.579
2000,NUTS,2010,SE12,2,45.787
2001,NUTS,2010,SE12,2,39.971
2002,NUTS,2010,SE12,2,24.775
2003,NUTS,2010,SE12,2,17.0
2004,NUTS,2010,SE12,2,35.196
2005,NUTS,2010,SE12,2,41.794
2006,NUTS,2010,SE12,2,49.749
2007,NUTS,2010,SE12,2,68.776
2008,NUTS,2010,SE12,2,46.468
2009,NUTS,2010,SE12,2,47.285
2010,NUTS,2010,SE12,2,57.553
2011,NUTS,2010,SE12,2,55.373
2012,NUTS,2010,SE12,2,51.236
1999,NUTS,2010,SE2,1,83.079
2000,NUTS,2010,SE2,1,67.095
2001,NUTS,2010,SE2,1,40.847
2002,NUTS,2010,SE2,1,58.149
2003,NUTS,2010,SE2,1,68.606
2004,NUTS,2010,SE2,1,70.335
2005,NUTS,2010,SE2,1,73.078
2006,NUTS,2010,SE2,1,91.655
2007,NUTS,2010,SE2,1,90.909
2008,NUTS,2010,SE2,1,82.83
2009,NUTS,2010,SE2,1,62.674
2010,NUTS,2010,SE2,1,64.981
2011,NUTS,2010,SE2,1,76.672
2012,NUTS,2010,SE2,1,69.707
1999,NUTS,2010,SE21,2,3.666
2000,NUTS,2010,SE21,2,4.528
2001,NUTS,2010,SE21,2,3.51
2003,NUTS,2010,SE21,2,4.884
2004,NUTS,2010,SE21,2,6.441
2005,NUTS,2010,SE21,2,5.383
2006,NUTS,2010,SE21,2,10.287
2007,NUTS,2010,SE21,2,10.084
2008,NUTS,2010,SE21,2,2.7
2009,NUTS,2010,SE21,2,5.464
2010,NUTS,2010,SE21,2,3.17
2011,NUTS,2010,SE21,2,6.096
2012,NUTS,2010,SE21,2,3.677
1999,NUTS,2010,SE22,2,204.926
2000,NUTS,2010,SE22,2,143.601
2001,NUTS,2010,SE22,2,68.051
2002,NUTS,2010,SE22,2,136.352
2003,NUTS,2010,SE22,2,162.94
2004,NUTS,2010,SE22,2,151.628
2005,NUTS,2010,SE22,2,161.385
2006,NUTS,2010,SE22,2,223.578
2007,NUTS,2010,SE22,2,220.524
2008,NUTS,2010,SE22,2,201.148
2009,NUTS,2010,SE22,2,136.071
2010,NUTS,2010,SE22,2,137.334
2011,NUTS,2010,SE22,2,178.586
2012,NUTS,2010,SE22,2,174.939
1999,NUTS,2010,SE23,2,34.03
2000,NUTS,2010,SE23,2,42.566
2001,NUTS,2010,SE23,2,38.279
2002,NUTS,2010,SE23,2,28.55
2003,NUTS,2010,SE23,2,30.111
2004,NUTS,2010,SE23,2,41.653
2005,NUTS,2010,SE23,2,40.224
2006,NUTS,2010,SE23,2,34.987
2007,NUTS,2010,SE23,2,34.174
2008,NUTS,2010,SE23,2,32.257
2009,NUTS,2010,SE23,2,34.306
2010,NUTS,2010,SE23,2,38.353
2011,NUTS,2010,SE23,2,32.388
2012,NUTS,2010,SE23,2,21.927
1999,NUTS,2010,SE3,1,40.181
2000,NUTS,2010,SE3,1,50.274
2001,NUTS,2010,SE3,1,18.505
2002,NUTS,2010,SE3,1,23.631
2003,NUTS,2010,SE3,1,22.461
2004,NUTS,2010,SE3,1,18.324
2005,NUTS,2010,SE3,1,19.082
2006,NUTS,2010,SE3,1,31.046
2007,NUTS,2010,SE3,1,35.344
2008,NUTS,2010,SE3,1,26.547
2009,NUTS,2010,SE3,1,22.425
2010,NUTS,2010,SE3,1,21.575
2011,NUTS,2010,SE3,1,25.518
2012,NUTS,2010,SE3,1,11.695
1999,NUTS,2010,SE31,2,15.036
2000,NUTS,2010,SE31,2,28.072
2001,NUTS,2010,SE31,2,13.051
2002,NUTS,2010,SE31,2,6.755
2003,NUTS,2010,SE31,2,6.102
2004,NUTS,2010,SE31,2,2.45
2005,NUTS,2010,SE31,2,6.037
2006,NUTS,2010,SE31,2,6.563
2007,NUTS,2010,SE31,2,12.331
2008,NUTS,2010,SE31,2,8.9
2009,NUTS,2010,SE31,2,10.427
2010,NUTS,2010,SE31,2,7.528
2011,NUTS,2010,SE31,2,13.679
2012,NUTS,2010,SE31,2,3.522
1999,NUTS,2010,SE32,2,3.551
2000,NUTS,2010,SE32,2,11.142
2001,NUTS,2010,SE32,2,8.183
2002,NUTS,2010,SE32,2,6.421
2003,NUTS,2010,SE32,2,2.723
2005,NUTS,2010,SE32,2,2.639
2006,NUTS,2010,SE32,2,4.633
2007,NUTS,2010,SE32,2,7.813
2008,NUTS,2010,SE32,2,11.796
2009,NUTS,2010,SE32,2,11.781
2010,NUTS,2010,SE32,2,4.93
2011,NUTS,2010,SE32,2,6.624
2012,NUTS,2010,SE32,2,5.832
1999,NUTS,2010,SE33,2,114.244
2000,NUTS,2010,SE33,2,115.388
2001,NUTS,2010,SE33,2,34.627
2002,NUTS,2010,SE33,2,63.738
2003,NUTS,2010,SE33,2,63.973
2004,NUTS,2010,SE33,2,57.137
2005,NUTS,2010,SE33,2,52.176
2006,NUTS,2010,SE33,2,87.844
2007,NUTS,2010,SE33,2,91.629
2008,NUTS,2010,SE33,2,65.478
2009,NUTS,2010,SE33,2,49.36
2010,NUTS,2010,SE33,2,56.88
2011,NUTS,2010,SE33,2,58.134
2012,NUTS,2010,SE33,2,29.184
2000,NUTS,2010,SI,0,2.281
2001,NUTS,2010,SI,0,4.128
2002,NUTS,2010,SI,0,5.61
2003,NUTS,2010,SI,0,5.216
2004,NUTS,2010,SI,0,1.987
2005,NUTS,2010,SI,0,1.97
2006,NUTS,2010,SI,0,0.978
2007,NUTS,2010,SI,0,3.865
2008,NUTS,2010,SI,0,4.8
2009,NUTS,2010,SI,0,0.384
2010,NUTS,2010,SI,0,3.188
2011,NUTS,2010,SI,0,5.886
2012,NUTS,2010,SI,0,1.48
2000,NUTS,2010,SI0,1,2.281
2001,NUTS,2010,SI0,1,4.128
2002,NUTS,2010,SI0,1,5.61
2003,NUTS,2010,SI0,1,5.216
2004,NUTS,2010,SI0,1,1.987
2005,NUTS,2010,SI0,1,1.97
2006,NUTS,2010,SI0,1,0.978
2007,NUTS,2010,SI0,1,3.865
2008,NUTS,2010,SI0,1,4.8
2009,NUTS,2010,SI0,1,0.384
2010,NUTS,2010,SI0,1,3.025
2011,NUTS,2010,SI0,1,5.886
2012,NUTS,2010,SI0,1,1.48
2001,NUTS,2010,SI01,2,1.896
2002,NUTS,2010,SI01,2,4.713
2004,NUTS,2010,SI01,2,0.922
2005,NUTS,2010,SI01,2,1.232
2007,NUTS,2010,SI01,2,1.258
2010,NUTS,2010,SI01,2,5.068
2011,NUTS,2010,SI01,2,2.187
2001,NUTS,2010,SI02,2,6.793
2002,NUTS,2010,SI02,2,6.667
2003,NUTS,2010,SI02,2,11.274
2004,NUTS,2010,SI02,2,3.233
2005,NUTS,2010,SI02,2,2.821
2006,NUTS,2010,SI02,2,2.104
2007,NUTS,2010,SI02,2,6.894
2008,NUTS,2010,SI02,2,10.316
2009,NUTS,2010,SI02,2,0.82
2010,NUTS,2010,SI02,2,0.751
2011,NUTS,2010,SI02,2,9.973
1999,NUTS,2010,SK,0,0.395
2000,NUTS,2010,SK,0,0.097
2001,NUTS,2010,SK,0,0.507
2002,NUTS,2010,SK,0,0.096
2003,NUTS,2010,SK,0,0.765
2004,NUTS,2010,SK,0,0.822
2005,NUTS,2010,SK,0,0.692
2006,NUTS,2010,SK,0,1.223
2007,NUTS,2010,SK,0,1.443
2008,NUTS,2010,SK,0,0.807
2009,NUTS,2010,SK,0,0.744
2011,NUTS,2010,SK,0,0.063
2012,NUTS,2010,SK,0,0.074
1999,NUTS,2010,SK0,1,0.395
2000,NUTS,2010,SK0,1,0.097
2001,NUTS,2010,SK0,1,0.507
2002,NUTS,2010,SK0,1,0.096
2003,NUTS,2010,SK0,1,0.765
2004,NUTS,2010,SK0,1,0.822
2005,NUTS,2010,SK0,1,0.692
2006,NUTS,2010,SK0,1,1.223
2007,NUTS,2010,SK0,1,1.255
2008,NUTS,2010,SK0,1,0.621
2009,NUTS,2010,SK0,1,0.744
2011,NUTS,2010,SK0,1,0.063
2012,NUTS,2010,SK0,1,0.074
1999,NUTS,2010,SK01,2,2.988
2000,NUTS,2010,SK01,2,0.744
2001,NUTS,2010,SK01,2,3.95
2002,NUTS,2010,SK01,2,0.762
2003,NUTS,2010,SK01,2,4.507
2004,NUTS,2010,SK01,2,5.059
2005,NUTS,2010,SK01,2,5.53
2006,NUTS,2010,SK01,2,6.25
2007,NUTS,2010,SK01,2,2.948
2008,NUTS,2010,SK01,2,1.941
2009,NUTS,2010,SK01,2,2.874
2004,NUTS,2010,SK02,2,0.542
2007,NUTS,2010,SK02,2,0.888
2011,NUTS,2010,SK02,2,0.183
2006,NUTS,2010,SK03,2,0.5
2003,NUTS,2010,SK04,2,0.693
2006,NUTS,2010,SK04,2,1.137
2007,NUTS,2010,SK04,2,2.085
2008,NUTS,2010,SK04,2,1.38
2009,NUTS,2010,SK04,2,1.343
2012,NUTS,2010,SK04,2,0.264
2006,NUTS,2010,TR,0,0.849
2007,NUTS,2010,TR,0,1.009
2008,NUTS,2010,TR,0,0.809
2009,NUTS,2010,TR,0,0.864
2010,NUTS,2010,TR,0,0.979
2011,NUTS,2010,TR,0,0.637
2012,NUTS,2010,TR,0,0.487
2006,NUTS,2010,TR1,1,2.899
2007,NUTS,2010,TR1,1,2.466
2008,NUTS,2010,TR1,1,2.754
2009,NUTS,2010,TR1,1,1.902
2010,NUTS,2010,TR1,1,1.918
2011,NUTS,2010,TR1,1,1.582
2012,NUTS,2010,TR1,1,1.624
2006,NUTS,2010,TR10,2,2.899
2007,NUTS,2010,TR10,2,2.466
2008,NUTS,2010,TR10,2,2.754
2009,NUTS,2010,TR10,2,1.902
2010,NUTS,2010,TR10,2,1.918
2011,NUTS,2010,TR10,2,1.582
2012,NUTS,2010,TR10,2,1.624
2006,NUTS,2010,TR3,1,1.564
2007,NUTS,2010,TR3,1,3.092
2008,NUTS,2010,TR3,1,1.233
2009,NUTS,2010,TR3,1,3.307
2010,NUTS,2010,TR3,1,2.991
2011,NUTS,2010,TR3,1,1.274
2012,NUTS,2010,TR3,1,0.49
2009,NUTS,2010,TR31,2,0.723
2006,NUTS,2010,TR33,2,4.878
2007,NUTS,2010,TR33,2,10.396
2008,NUTS,2010,TR33,2,4.269
2009,NUTS,2010,TR33,2,10.725
2010,NUTS,2010,TR33,2,10.68
2011,NUTS,2010,TR33,2,4.48
2012,NUTS,2010,TR33,2,1.715
2007,NUTS,2010,TR4,1,0.563
2012,NUTS,2010,TR4,1,0.181
2007,NUTS,2010,TR41,2,0.203
2012,NUTS,2010,TR41,2,0.36
2007,NUTS,2010,TR42,2,1.015
2006,NUTS,2010,TR5,1,0.803
2007,NUTS,2010,TR5,1,0.115
2008,NUTS,2010,TR5,1,0.863
2009,NUTS,2010,TR5,1,0.426
2010,NUTS,2010,TR5,1,2.064
2011,NUTS,2010,TR5,1,1.752
2012,NUTS,2010,TR5,1,0.99
2006,NUTS,2010,TR51,2,1.153
2007,NUTS,2010,TR51,2,0.168
2008,NUTS,2010,TR51,2,1.32
2009,NUTS,2010,TR51,2,0.654
2010,NUTS,2010,TR51,2,3.098
2011,NUTS,2010,TR51,2,2.567
2012,NUTS,2010,TR51,2,1.431
2007,NUTS,2010,TRA,1,1.605
2007,NUTS,2010,TRA1,2,3.209
1999,NUTS,2010,UK,0,25.339
2000,NUTS,2010,UK,0,30.215
2001,NUTS,2010,UK,0,25.794
2002,NUTS,2010,UK,0,23.08
2003,NUTS,2010,UK,0,21.85
2004,NUTS,2010,UK,0,19.983
2005,NUTS,2010,UK,0,19.11
2006,NUTS,2010,UK,0,18.436
2007,NUTS,2010,UK,0,17.475
2008,NUTS,2010,UK,0,13.954
2009,NUTS,2010,UK,0,13.362
2010,NUTS,2010,UK,0,12.927
2011,NUTS,2010,UK,0,12.723
2012,NUTS,2010,UK,0,10.605
1999,NUTS,2010,UKC,1,3.116
2000,NUTS,2010,UKC,1,1.294
2001,NUTS,2010,UKC,1,3.91
2002,NUTS,2010,UKC,1,5.229
2003,NUTS,2010,UKC,1,4.803
2004,NUTS,2010,UKC,1,1.293
2005,NUTS,2010,UKC,1,2.93
2007,NUTS,2010,UKC,1,2.291
2008,NUTS,2010,UKC,1,2.887
2011,NUTS,2010,UKC,1,0.398
2012,NUTS,2010,UKC,1,4.351
1999,NUTS,2010,UKC1,2,0.384
2001,NUTS,2010,UKC1,2,4.856
2003,NUTS,2010,UKC1,2,4.043
2004,NUTS,2010,UKC1,2,2.86
2005,NUTS,2010,UKC1,2,6.531
2007,NUTS,2010,UKC1,2,1.817
2011,NUTS,2010,UKC1,2,0.885
2012,NUTS,2010,UKC1,2,1.804
1999,NUTS,2010,UKC2,2,5.444
2000,NUTS,2010,UKC2,2,2.393
2001,NUTS,2010,UKC2,2,3.145
2002,NUTS,2010,UKC2,2,9.318
2003,NUTS,2010,UKC2,2,5.38
2007,NUTS,2010,UKC2,2,2.672
2008,NUTS,2010,UKC2,2,5.223
2012,NUTS,2010,UKC2,2,6.341
1999,NUTS,2010,UKD,1,2.73
2000,NUTS,2010,UKD,1,6.284
2001,NUTS,2010,UKD,1,1.875
2002,NUTS,2010,UKD,1,1.51
2003,NUTS,2010,UKD,1,2.412
2004,NUTS,2010,UKD,1,2.723
2005,NUTS,2010,UKD,1,3.352
2006,NUTS,2010,UKD,1,2.555
2007,NUTS,2010,UKD,1,3.045
2008,NUTS,2010,UKD,1,1.223
2009,NUTS,2010,UKD,1,1.785
2010,NUTS,2010,UKD,1,2.114
2011,NUTS,2010,UKD,1,4.121
2012,NUTS,2010,UKD,1,2.305
2000,NUTS,2010,UKD1,2,4.325
2003,NUTS,2010,UKD1,2,2.143
2005,NUTS,2010,UKD1,2,3.817
2008,NUTS,2010,UKD1,2,1.303
2010,NUTS,2010,UKD1,2,1.29
1999,NUTS,2010,UKD3,2,3.308
2000,NUTS,2010,UKD3,2,8.248
2001,NUTS,2010,UKD3,2,1.498
2002,NUTS,2010,UKD3,2,1.646
2003,NUTS,2010,UKD3,2,3.606
2004,NUTS,2010,UKD3,2,1.677
2005,NUTS,2010,UKD3,2,4.525
2006,NUTS,2010,UKD3,2,2.991
2007,NUTS,2010,UKD3,2,4.353
2008,NUTS,2010,UKD3,2,1.629
2009,NUTS,2010,UKD3,2,1.911
2010,NUTS,2010,UKD3,2,2.855
2011,NUTS,2010,UKD3,2,3.663
2012,NUTS,2010,UKD3,2,2.449
1999,NUTS,2010,UKD4,2,4.79
2000,NUTS,2010,UKD4,2,4.299
2001,NUTS,2010,UKD4,2,1.594
2002,NUTS,2010,UKD4,2,1.464
2003,NUTS,2010,UKD4,2,1.421
2004,NUTS,2010,UKD4,2,2.14
2005,NUTS,2010,UKD4,2,2.211
2006,NUTS,2010,UKD4,2,4.359
2007,NUTS,2010,UKD4,2,2.782
2008,NUTS,2010,UKD4,2,0.709
2009,NUTS,2010,UKD4,2,2.144
2010,NUTS,2010,UKD4,2,2.745
2011,NUTS,2010,UKD4,2,9.428
2012,NUTS,2010,UKD4,2,5.113
2005,NUTS,2010,UKD6,2,6.311
2006,NUTS,2010,UKD6,2,1.152
2007,NUTS,2010,UKD6,2,5.961
2008,NUTS,2010,UKD6,2,0.435
2009,NUTS,2010,UKD6,2,3.504
2010,NUTS,2010,UKD6,2,2.173
2011,NUTS,2010,UKD6,2,6.012
2012,NUTS,2010,UKD6,2,1.899
2005,NUTS,2010,UKD7,2,0.286
2006,NUTS,2010,UKD7,2,1.778
2008,NUTS,2010,UKD7,2,1.464
2009,NUTS,2010,UKD7,2,0.705
2010,NUTS,2010,UKD7,2,0.353
2012,NUTS,2010,UKD7,2,0.342
1999,NUTS,2010,UKE,1,12.103
2000,NUTS,2010,UKE,1,14.532
2001,NUTS,2010,UKE,1,8.745
2002,NUTS,2010,UKE,1,6.104
2003,NUTS,2010,UKE,1,5.746
2004,NUTS,2010,UKE,1,3.28
2005,NUTS,2010,UKE,1,4.219
2006,NUTS,2010,UKE,1,2.285
2007,NUTS,2010,UKE,1,2.263
2008,NUTS,2010,UKE,1,3.006
2009,NUTS,2010,UKE,1,1.613
2010,NUTS,2010,UKE,1,9.936
2011,NUTS,2010,UKE,1,8.559
2012,NUTS,2010,UKE,1,7.567
2000,NUTS,2010,UKE1,2,2.85
2001,NUTS,2010,UKE1,2,4.419
2002,NUTS,2010,UKE1,2,4.587
2003,NUTS,2010,UKE1,2,2.391
2006,NUTS,2010,UKE1,2,0.732
2007,NUTS,2010,UKE1,2,2.181
2008,NUTS,2010,UKE1,2,2.751
2010,NUTS,2010,UKE1,2,4.362
2011,NUTS,2010,UKE1,2,0.96
1999,NUTS,2010,UKE2,2,13.744
2000,NUTS,2010,UKE2,2,14.924
2001,NUTS,2010,UKE2,2,1.368
2002,NUTS,2010,UKE2,2,5.287
2005,NUTS,2010,UKE2,2,4.455
2007,NUTS,2010,UKE2,2,5.079
2008,NUTS,2010,UKE2,2,2.898
2010,NUTS,2010,UKE2,2,6.945
2011,NUTS,2010,UKE2,2,12.171
2012,NUTS,2010,UKE2,2,11.644
1999,NUTS,2010,UKE3,2,0.422
2000,NUTS,2010,UKE3,2,4.369
2001,NUTS,2010,UKE3,2,2.62
2002,NUTS,2010,UKE3,2,6.265
2003,NUTS,2010,UKE3,2,11.377
2004,NUTS,2010,UKE3,2,5.472
2005,NUTS,2010,UKE3,2,2.132
2006,NUTS,2010,UKE3,2,1.643
2007,NUTS,2010,UKE3,2,2.054
2010,NUTS,2010,UKE3,2,2.645
1999,NUTS,2010,UKE4,2,23.58
2000,NUTS,2010,UKE4,2,24.924
2001,NUTS,2010,UKE4,2,16.603
2002,NUTS,2010,UKE4,2,6.94
2003,NUTS,2010,UKE4,2,5.895
2004,NUTS,2010,UKE4,2,4.641
2005,NUTS,2010,UKE4,2,7.045
2006,NUTS,2010,UKE4,2,4.108
2007,NUTS,2010,UKE4,2,1.389
2008,NUTS,2010,UKE4,2,4.819
2009,NUTS,2010,UKE4,2,3.759
2010,NUTS,2010,UKE4,2,17.536
2011,NUTS,2010,UKE4,2,15.705
2012,NUTS,2010,UKE4,2,13.758
1999,NUTS,2010,UKF,1,14.898
2000,NUTS,2010,UKF,1,14.176
2001,NUTS,2010,UKF,1,11.105
2002,NUTS,2010,UKF,1,8.405
2003,NUTS,2010,UKF,1,5.187
2004,NUTS,2010,UKF,1,2.722
2005,NUTS,2010,UKF,1,2.592
2006,NUTS,2010,UKF,1,4.009
2007,NUTS,2010,UKF,1,4.977
2008,NUTS,2010,UKF,1,3.28
2009,NUTS,2010,UKF,1,2.38
2010,NUTS,2010,UKF,1,3.516
2011,NUTS,2010,UKF,1,2.342
2012,NUTS,2010,UKF,1,2.443
1999,NUTS,2010,UKF1,2,13.502
2000,NUTS,2010,UKF1,2,12.744
2001,NUTS,2010,UKF1,2,16.415
2002,NUTS,2010,UKF1,2,11.691
2003,NUTS,2010,UKF1,2,5.817
2004,NUTS,2010,UKF1,2,1.675
2005,NUTS,2010,UKF1,2,0.981
2006,NUTS,2010,UKF1,2,3.97
2007,NUTS,2010,UKF1,2,6.34
2008,NUTS,2010,UKF1,2,3.973
2009,NUTS,2010,UKF1,2,2.195
2010,NUTS,2010,UKF1,2,4.92
2011,NUTS,2010,UKF1,2,3.772
2012,NUTS,2010,UKF1,2,4.158
1999,NUTS,2010,UKF2,2,22.479
2000,NUTS,2010,UKF2,2,20.258
2001,NUTS,2010,UKF2,2,7.779
2002,NUTS,2010,UKF2,2,6.437
2003,NUTS,2010,UKF2,2,6.572
2004,NUTS,2010,UKF2,2,5.109
2005,NUTS,2010,UKF2,2,5.356
2006,NUTS,2010,UKF2,2,5.618
2007,NUTS,2010,UKF2,2,4.2
2008,NUTS,2010,UKF2,2,3.864
2009,NUTS,2010,UKF2,2,2.416
2010,NUTS,2010,UKF2,2,3.244
2011,NUTS,2010,UKF2,2,1.648
2012,NUTS,2010,UKF2,2,1.343
2000,NUTS,2010,UKF3,2,3.094
2001,NUTS,2010,UKF3,2,3.211
2002,NUTS,2010,UKF3,2,3.121
2005,NUTS,2010,UKF3,2,0.588
2007,NUTS,2010,UKF3,2,2.899
2009,NUTS,2010,UKF3,2,2.813
1999,NUTS,2010,UKG,1,6.91
2000,NUTS,2010,UKG,1,7.127
2001,NUTS,2010,UKG,1,12.718
2002,NUTS,2010,UKG,1,9.065
2003,NUTS,2010,UKG,1,9.858
2004,NUTS,2010,UKG,1,11.118
2005,NUTS,2010,UKG,1,6.583
2006,NUTS,2010,UKG,1,8.132
2007,NUTS,2010,UKG,1,3.824
2008,NUTS,2010,UKG,1,7.921
2009,NUTS,2010,UKG,1,2.482
2010,NUTS,2010,UKG,1,3.942
2011,NUTS,2010,UKG,1,2.44
2012,NUTS,2010,UKG,1,2.165
1999,NUTS,2010,UKG1,2,20.917
2000,NUTS,2010,UKG1,2,16.723
2001,NUTS,2010,UKG1,2,34.022
2002,NUTS,2010,UKG1,2,22.957
2003,NUTS,2010,UKG1,2,27.6
2004,NUTS,2010,UKG1,2,28.649
2005,NUTS,2010,UKG1,2,20.354
2006,NUTS,2010,UKG1,2,23.041
2007,NUTS,2010,UKG1,2,9.161
2008,NUTS,2010,UKG1,2,21.319
2009,NUTS,2010,UKG1,2,6.313
2010,NUTS,2010,UKG1,2,6.202
2011,NUTS,2010,UKG1,2,4.565
2012,NUTS,2010,UKG1,2,1.469
1999,NUTS,2010,UKG2,2,2.438
2000,NUTS,2010,UKG2,2,3.673
2001,NUTS,2010,UKG2,2,1.803
2003,NUTS,2010,UKG2,2,4.517
2004,NUTS,2010,UKG2,2,5.091
2005,NUTS,2010,UKG2,2,3.297
2006,NUTS,2010,UKG2,2,1.594
2007,NUTS,2010,UKG2,2,2.134
2009,NUTS,2010,UKG2,2,2.499
2010,NUTS,2010,UKG2,2,1.278
2011,NUTS,2010,UKG2,2,0.628
2012,NUTS,2010,UKG2,2,1.262
1999,NUTS,2010,UKG3,2,2.268
2000,NUTS,2010,UKG3,2,4.259
2001,NUTS,2010,UKG3,2,8.221
2002,NUTS,2010,UKG3,2,7.241
2003,NUTS,2010,UKG3,2,3.929
