year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hes_total_pc_act_hc_t
2018,NUTS,2010,DEB,1,0.6198
2019,NUTS,2010,DEB,1,0.6189
2011,NUTS,2010,DEB1,2,0.1626
2012,NUTS,2010,DEB1,2,0.167
2013,NUTS,2010,DEB1,2,0.1757
2014,NUTS,2010,DEB1,2,0.1746
2015,NUTS,2010,DEB1,2,0.1817
2016,NUTS,2010,DEB1,2,0.1795
2017,NUTS,2010,DEB1,2,0.1936
2018,NUTS,2010,DEB1,2,0.2055
2019,NUTS,2010,DEB1,2,0.2175
2011,NUTS,2010,DEB2,2,0.5165
2012,NUTS,2010,DEB2,2,0.537
2013,NUTS,2010,DEB2,2,0.5143
2014,NUTS,2010,DEB2,2,0.4722
2015,NUTS,2010,DEB2,2,0.5039
2016,NUTS,2010,DEB2,2,0.4915
2017,NUTS,2010,DEB2,2,0.4857
2018,NUTS,2010,DEB2,2,0.4551
2019,NUTS,2010,DEB2,2,0.4562
2011,NUTS,2010,DEB3,2,0.8704
2012,NUTS,2010,DEB3,2,0.9016
2013,NUTS,2010,DEB3,2,0.9109
2014,NUTS,2010,DEB3,2,0.9187
2015,NUTS,2010,DEB3,2,0.9331
2016,NUTS,2010,DEB3,2,0.9388
2017,NUTS,2010,DEB3,2,0.9374
2018,NUTS,2010,DEB3,2,0.971
2019,NUTS,2010,DEB3,2,0.9558
2011,NUTS,2010,DEC,1,0.8009
2012,NUTS,2010,DEC,1,0.8212
2013,NUTS,2010,DEC,1,0.8537
2014,NUTS,2010,DEC,1,0.8775
2015,NUTS,2010,DEC,1,0.8861
2016,NUTS,2010,DEC,1,0.8673
2017,NUTS,2010,DEC,1,0.8462
2018,NUTS,2010,DEC,1,0.844
2019,NUTS,2010,DEC,1,0.8626
2011,NUTS,2010,DEC0,2,0.8009
2012,NUTS,2010,DEC0,2,0.8212
2013,NUTS,2010,DEC0,2,0.8537
2014,NUTS,2010,DEC0,2,0.8775
2015,NUTS,2010,DEC0,2,0.8861
2016,NUTS,2010,DEC0,2,0.8673
2017,NUTS,2010,DEC0,2,0.8462
2018,NUTS,2010,DEC0,2,0.844
2019,NUTS,2010,DEC0,2,0.8626
2011,NUTS,2010,DED,1,0.9332
2012,NUTS,2010,DED,1,0.9813
2013,NUTS,2010,DED,1,1.0497
2014,NUTS,2010,DED,1,1.0381
2015,NUTS,2010,DED,1,1.0234
2016,NUTS,2010,DED,1,1.0167
2017,NUTS,2010,DED,1,1.0583
2018,NUTS,2010,DED,1,1.1064
2019,NUTS,2010,DED,1,1.1191
2011,NUTS,2010,DED2,2,0.6107
2012,NUTS,2010,DED2,2,0.6222
2013,NUTS,2010,DED2,2,0.6689
2014,NUTS,2010,DED2,2,0.6771
2015,NUTS,2010,DED2,2,1.1233
2016,NUTS,2010,DED2,2,1.1345
2017,NUTS,2010,DED2,2,1.1806
2018,NUTS,2010,DED2,2,1.2369
2019,NUTS,2010,DED2,2,1.2174
2011,NUTS,2010,DED4,2,1.1725
2012,NUTS,2010,DED4,2,1.2347
2013,NUTS,2010,DED4,2,1.2845
2014,NUTS,2010,DED4,2,1.2491
2015,NUTS,2010,DED4,2,0.7215
2016,NUTS,2010,DED4,2,0.7181
2017,NUTS,2010,DED4,2,0.7307
2018,NUTS,2010,DED4,2,0.7723
2019,NUTS,2010,DED4,2,0.7843
2011,NUTS,2010,DED5,2,1.0942
2012,NUTS,2010,DED5,2,1.1777
2013,NUTS,2010,DED5,2,1.3003
2014,NUTS,2010,DED5,2,1.2958
2015,NUTS,2010,DED5,2,1.2846
2016,NUTS,2010,DED5,2,1.2471
2017,NUTS,2010,DED5,2,1.3215
2018,NUTS,2010,DED5,2,1.3493
2019,NUTS,2010,DED5,2,1.4063
2011,NUTS,2010,DEE,1,0.6157
2012,NUTS,2010,DEE,1,0.6532
2013,NUTS,2010,DEE,1,0.6683
2014,NUTS,2010,DEE,1,0.6622
2015,NUTS,2010,DEE,1,0.6737
2016,NUTS,2010,DEE,1,0.6477
2017,NUTS,2010,DEE,1,0.6652
2018,NUTS,2010,DEE,1,0.731
2019,NUTS,2010,DEE,1,0.7458
2011,NUTS,2010,DEE0,2,0.6157
2012,NUTS,2010,DEE0,2,0.6532
2013,NUTS,2010,DEE0,2,0.6683
2014,NUTS,2010,DEE0,2,0.6622
2015,NUTS,2010,DEE0,2,0.6737
2016,NUTS,2010,DEE0,2,0.6477
2017,NUTS,2010,DEE0,2,0.6652
2018,NUTS,2010,DEE0,2,0.731
2019,NUTS,2010,DEE0,2,0.7458
2011,NUTS,2010,DEF,1,0.5243
2012,NUTS,2010,DEF,1,0.5372
2013,NUTS,2010,DEF,1,0.5546
2014,NUTS,2010,DEF,1,0.5647
2015,NUTS,2010,DEF,1,0.5688
2016,NUTS,2010,DEF,1,0.5696
2017,NUTS,2010,DEF,1,0.5671
2018,NUTS,2010,DEF,1,0.583
2019,NUTS,2010,DEF,1,0.5974
2011,NUTS,2010,DEF0,2,0.5243
2012,NUTS,2010,DEF0,2,0.5372
2013,NUTS,2010,DEF0,2,0.5546
2014,NUTS,2010,DEF0,2,0.5647
2015,NUTS,2010,DEF0,2,0.5688
2016,NUTS,2010,DEF0,2,0.5696
2017,NUTS,2010,DEF0,2,0.5671
2018,NUTS,2010,DEF0,2,0.583
2019,NUTS,2010,DEF0,2,0.5974
2011,NUTS,2010,DEG,1,0.7128
2012,NUTS,2010,DEG,1,0.7458
2013,NUTS,2010,DEG,1,0.7705
2014,NUTS,2010,DEG,1,0.7836
2015,NUTS,2010,DEG,1,0.7822
2016,NUTS,2010,DEG,1,0.7528
2017,NUTS,2010,DEG,1,0.7652
2018,NUTS,2010,DEG,1,0.7886
2019,NUTS,2010,DEG,1,0.7894
2011,NUTS,2010,DEG0,2,0.7128
2012,NUTS,2010,DEG0,2,0.7458
2013,NUTS,2010,DEG0,2,0.7705
2014,NUTS,2010,DEG0,2,0.7836
2015,NUTS,2010,DEG0,2,0.7822
2016,NUTS,2010,DEG0,2,0.7528
2017,NUTS,2010,DEG0,2,0.7652
2018,NUTS,2010,DEG0,2,0.7886
2019,NUTS,2010,DEG0,2,0.7894
2011,NUTS,2010,DK,0,1.2633
2012,NUTS,2010,DK,0,1.299
2013,NUTS,2010,DK,0,1.3567
2014,NUTS,2010,DK,0,1.2979
2015,NUTS,2010,DK,0,1.3073
2016,NUTS,2010,DK,0,1.2346
2017,NUTS,2010,DK,0,1.2124
2018,NUTS,2010,DK,0,1.2596
2019,NUTS,2010,DK,0,1.2355
2020,NUTS,2010,DK,0,1.2461
2011,NUTS,2010,DK0,1,1.2592
2012,NUTS,2010,DK0,1,1.2625
2013,NUTS,2010,DK0,1,1.3188
2014,NUTS,2010,DK0,1,1.2593
2015,NUTS,2010,DK0,1,1.2678
2016,NUTS,2010,DK0,1,1.1951
2017,NUTS,2010,DK0,1,1.175
2018,NUTS,2010,DK0,1,1.2202
2019,NUTS,2010,DK0,1,1.1948
2011,NUTS,2010,DK01,2,1.8827
2012,NUTS,2010,DK01,2,1.9042
2013,NUTS,2010,DK01,2,2.0053
2014,NUTS,2010,DK01,2,2.0418
2015,NUTS,2010,DK01,2,1.9816
2016,NUTS,2010,DK01,2,1.8667
2017,NUTS,2010,DK01,2,1.8709
2019,NUTS,2010,DK01,2,1.8963
2011,NUTS,2010,DK02,2,0.5684
2012,NUTS,2010,DK02,2,0.4686
2013,NUTS,2010,DK02,2,0.481
2014,NUTS,2010,DK02,2,0.501
2015,NUTS,2010,DK02,2,0.4447
2016,NUTS,2010,DK02,2,0.4934
2017,NUTS,2010,DK02,2,0.4414
2019,NUTS,2010,DK02,2,0.479
2011,NUTS,2010,DK03,2,0.519
2012,NUTS,2010,DK03,2,0.5855
2013,NUTS,2010,DK03,2,0.5935
2014,NUTS,2010,DK03,2,0.6242
2015,NUTS,2010,DK03,2,0.6655
2016,NUTS,2010,DK03,2,0.6373
2017,NUTS,2010,DK03,2,0.5493
2019,NUTS,2010,DK03,2,0.5409
2011,NUTS,2010,DK04,2,1.5192
2012,NUTS,2010,DK04,2,1.4531
2013,NUTS,2010,DK04,2,1.471
2014,NUTS,2010,DK04,2,1.154
2015,NUTS,2010,DK04,2,1.2578
2016,NUTS,2010,DK04,2,1.1481
2017,NUTS,2010,DK04,2,1.0934
2019,NUTS,2010,DK04,2,1.0988
2011,NUTS,2010,DK05,2,1.1934
2012,NUTS,2010,DK05,2,1.3392
2013,NUTS,2010,DK05,2,1.3822
2014,NUTS,2010,DK05,2,1.2511
2015,NUTS,2010,DK05,2,1.2584
2016,NUTS,2010,DK05,2,1.1247
2017,NUTS,2010,DK05,2,1.3137
2019,NUTS,2010,DK05,2,1.3755
2011,NUTS,2010,EA19,2,0.7077
2012,NUTS,2010,EA19,2,0.7151
2013,NUTS,2010,EA19,2,0.7273
2014,NUTS,2010,EA19,2,0.7267
2015,NUTS,2010,EA19,2,0.7336
2016,NUTS,2010,EA19,2,0.7191
2017,NUTS,2010,EA19,2,0.7321
2018,NUTS,2010,EA19,2,0.7462
2019,NUTS,2010,EA19,2,0.7571
2011,NUTS,2010,EE,0,0.854
2012,NUTS,2010,EE,0,0.9123
2013,NUTS,2010,EE,0,0.9451
2014,NUTS,2010,EE,0,0.9697
2015,NUTS,2010,EE,0,0.9176
2016,NUTS,2010,EE,0,0.8476
2017,NUTS,2010,EE,0,0.8419
2018,NUTS,2010,EE,0,0.8497
2019,NUTS,2010,EE,0,0.8537
2011,NUTS,2010,EL,0,0.9556
2013,NUTS,2010,EL,0,1.1433
2015,NUTS,2010,EL,0,1.1719
2017,NUTS,2010,EL,0,0.9626
2019,NUTS,2010,EL,0,1.1067
2011,NUTS,2010,EL3,1,0.828
2013,NUTS,2010,EL3,1,1.1137
2015,NUTS,2010,EL3,1,1.3389
2017,NUTS,2010,EL3,1,1.0071
2019,NUTS,2010,EL3,1,1.1977
2011,NUTS,2010,EL30,2,0.828
2013,NUTS,2010,EL30,2,1.1137
2015,NUTS,2010,EL30,2,1.3389
2017,NUTS,2010,EL30,2,1.0071
2019,NUTS,2010,EL30,2,1.1977
2011,NUTS,2010,EL4,1,1.2543
2013,NUTS,2010,EL4,1,1.2731
2015,NUTS,2010,EL4,1,1.0758
2017,NUTS,2010,EL4,1,0.9715
2019,NUTS,2010,EL4,1,0.9748
2011,NUTS,2010,EL41,2,1.9251
2013,NUTS,2010,EL41,2,1.6461
2015,NUTS,2010,EL41,2,1.2664
2017,NUTS,2010,EL41,2,1.143
2019,NUTS,2010,EL41,2,1.1355
2011,NUTS,2010,EL42,2,0.4494
2013,NUTS,2010,EL42,2,0.5026
2015,NUTS,2010,EL42,2,0.3537
2017,NUTS,2010,EL42,2,0.3978
2019,NUTS,2010,EL42,2,0.2779
2011,NUTS,2010,EL43,2,1.4959
2013,NUTS,2010,EL43,2,1.5832
2015,NUTS,2010,EL43,2,1.4279
2017,NUTS,2010,EL43,2,1.2237
2019,NUTS,2010,EL43,2,1.299
2011,NUTS,2010,EL5,1,1.1093
2013,NUTS,2010,EL5,1,1.3645
2015,NUTS,2010,EL5,1,1.2157
2017,NUTS,2010,EL5,1,0.9677
2019,NUTS,2010,EL5,1,1.1421
2011,NUTS,2010,EL51,2,1.178
2013,NUTS,2010,EL51,2,1.356
2015,NUTS,2010,EL51,2,1.1569
2017,NUTS,2010,EL51,2,0.9425
2019,NUTS,2010,EL51,2,1.0738
2011,NUTS,2010,EL52,2,1.0164
2013,NUTS,2010,EL52,2,1.2978
2015,NUTS,2010,EL52,2,1.1601
2017,NUTS,2010,EL52,2,0.9084
2019,NUTS,2010,EL52,2,1.0429
2011,NUTS,2010,EL53,2,0.6992
2013,NUTS,2010,EL53,2,0.532
2015,NUTS,2010,EL53,2,0.5524
2017,NUTS,2010,EL53,2,0.5386
2019,NUTS,2010,EL53,2,0.8206
2011,NUTS,2010,EL54,2,1.8392
2013,NUTS,2010,EL54,2,2.4046
2015,NUTS,2010,EL54,2,2.2057
2017,NUTS,2010,EL54,2,1.7283
2019,NUTS,2010,EL54,2,2.1365
2011,NUTS,2010,EL6,1,0.7847
2013,NUTS,2010,EL6,1,0.8197
2015,NUTS,2010,EL6,1,0.8391
2017,NUTS,2010,EL6,1,0.8196
2019,NUTS,2010,EL6,1,0.9018
2011,NUTS,2010,EL61,2,1.5124
2013,NUTS,2010,EL61,2,0.9052
2015,NUTS,2010,EL61,2,0.883
2017,NUTS,2010,EL61,2,0.9766
2019,NUTS,2010,EL61,2,1.0653
2011,NUTS,2010,EL62,2,0.397
2013,NUTS,2010,EL62,2,0.7636
2015,NUTS,2010,EL62,2,0.8402
2017,NUTS,2010,EL62,2,0.9473
2019,NUTS,2010,EL62,2,0.9273
2011,NUTS,2010,EL63,2,1.1387
2013,NUTS,2010,EL63,2,1.5716
2015,NUTS,2010,EL63,2,1.6948
2017,NUTS,2010,EL63,2,1.585
2019,NUTS,2010,EL63,2,1.6546
2011,NUTS,2010,EL64,2,0.1031
2013,NUTS,2010,EL64,2,0.3196
2015,NUTS,2010,EL64,2,0.2417
2017,NUTS,2010,EL64,2,0.1938
2019,NUTS,2010,EL64,2,0.2294
2011,NUTS,2010,EL65,2,0.2474
2013,NUTS,2010,EL65,2,0.3494
2015,NUTS,2010,EL65,2,0.3777
2017,NUTS,2010,EL65,2,0.2604
2019,NUTS,2010,EL65,2,0.4505
2011,NUTS,2010,ES,0,0.7089
2012,NUTS,2010,ES,0,0.6756
2013,NUTS,2010,ES,0,0.6535
2014,NUTS,2010,ES,0,0.6616
2015,NUTS,2010,ES,0,0.6721
2016,NUTS,2010,ES,0,0.6759
2017,NUTS,2010,ES,0,0.6996
2018,NUTS,2010,ES,0,0.7075
2019,NUTS,2010,ES,0,0.7202
2011,NUTS,2010,ES1,1,0.7007
2013,NUTS,2010,ES1,1,0.7114
2015,NUTS,2010,ES1,1,0.712
2016,NUTS,2010,ES1,1,0.6952
2017,NUTS,2010,ES1,1,0.7191
2018,NUTS,2010,ES1,1,0.7073
2011,NUTS,2010,ES11,2,0.6881
2012,NUTS,2010,ES11,2,0.7156
2014,NUTS,2010,ES11,2,0.7062
2015,NUTS,2010,ES11,2,0.72
2016,NUTS,2010,ES11,2,0.7179
2017,NUTS,2010,ES11,2,0.7369
2018,NUTS,2010,ES11,2,0.7512
2019,NUTS,2010,ES11,2,0.7675
2011,NUTS,2010,ES12,2,0.7395
2012,NUTS,2010,ES12,2,0.6599
2013,NUTS,2010,ES12,2,0.723
2014,NUTS,2010,ES12,2,0.6602
2015,NUTS,2010,ES12,2,0.7159
2016,NUTS,2010,ES12,2,0.6574
2017,NUTS,2010,ES12,2,0.7057
2018,NUTS,2010,ES12,2,0.6076
2019,NUTS,2010,ES12,2,0.6959
2011,NUTS,2010,ES13,2,0.6921
2015,NUTS,2010,ES13,2,0.6687
2016,NUTS,2010,ES13,2,0.6558
2017,NUTS,2010,ES13,2,0.6602
2018,NUTS,2010,ES13,2,0.6723
2011,NUTS,2010,ES2,1,0.6724
2013,NUTS,2010,ES2,1,0.6925
2019,NUTS,2010,ES2,1,0.7416
2011,NUTS,2010,ES21,2,0.6405
2012,NUTS,2010,ES21,2,0.6903
2013,NUTS,2010,ES21,2,0.7025
2014,NUTS,2010,ES21,2,0.7075
2015,NUTS,2010,ES21,2,0.7215
2016,NUTS,2010,ES21,2,0.7128
2017,NUTS,2010,ES21,2,0.7371
2018,NUTS,2010,ES21,2,0.7583
2019,NUTS,2010,ES21,2,0.7718
2011,NUTS,2010,ES22,2,0.8927
2011,NUTS,2010,ES23,2,0.3549
2012,NUTS,2010,ES23,2,0.3821
2014,NUTS,2010,ES23,2,0.4569
2015,NUTS,2010,ES23,2,0.439
2016,NUTS,2010,ES23,2,0.575
2017,NUTS,2010,ES23,2,0.4912
2018,NUTS,2010,ES23,2,0.5282
2011,NUTS,2010,ES24,2,0.6958
2012,NUTS,2010,ES24,2,0.6984
2013,NUTS,2010,ES24,2,0.7055
2014,NUTS,2010,ES24,2,0.749
2015,NUTS,2010,ES24,2,0.7821
2016,NUTS,2010,ES24,2,0.7406
2017,NUTS,2010,ES24,2,0.7606
2018,NUTS,2010,ES24,2,0.7796
2011,NUTS,2010,ES3,1,1.0251
2012,NUTS,2010,ES3,1,0.884
2013,NUTS,2010,ES3,1,0.8674
2014,NUTS,2010,ES3,1,0.8747
2015,NUTS,2010,ES3,1,0.8688
2016,NUTS,2010,ES3,1,0.8432
2017,NUTS,2010,ES3,1,0.8827
2018,NUTS,2010,ES3,1,0.9008
2019,NUTS,2010,ES3,1,0.93
2011,NUTS,2010,ES30,2,1.0251
2012,NUTS,2010,ES30,2,0.884
2013,NUTS,2010,ES30,2,0.8674
2014,NUTS,2010,ES30,2,0.8747
2015,NUTS,2010,ES30,2,0.8688
2016,NUTS,2010,ES30,2,0.8432
2017,NUTS,2010,ES30,2,0.8827
2018,NUTS,2010,ES30,2,0.9008
2019,NUTS,2010,ES30,2,0.93
2011,NUTS,2010,ES4,1,0.646
2013,NUTS,2010,ES4,1,0.522
2014,NUTS,2010,ES4,1,0.5305
2015,NUTS,2010,ES4,1,0.5495
2016,NUTS,2010,ES4,1,0.5566
2018,NUTS,2010,ES4,1,0.5732
2019,NUTS,2010,ES4,1,0.5802
2011,NUTS,2010,ES41,2,0.9055
2012,NUTS,2010,ES41,2,0.8663
2013,NUTS,2010,ES41,2,0.836
2014,NUTS,2010,ES41,2,0.8469
2015,NUTS,2010,ES41,2,0.8754
2016,NUTS,2010,ES41,2,0.8874
2017,NUTS,2010,ES41,2,0.9055
2018,NUTS,2010,ES41,2,0.9242
2019,NUTS,2010,ES41,2,0.9654
2011,NUTS,2010,ES42,2,0.4179
2012,NUTS,2010,ES42,2,0.3752
2013,NUTS,2010,ES42,2,0.1918
2014,NUTS,2010,ES42,2,0.1994
2015,NUTS,2010,ES42,2,0.2245
2017,NUTS,2010,ES42,2,0.2372
2011,NUTS,2010,ES43,2,0.4906
2013,NUTS,2010,ES43,2,0.4598
2014,NUTS,2010,ES43,2,0.4607
2015,NUTS,2010,ES43,2,0.4444
2011,NUTS,2010,ES5,1,0.6897
2012,NUTS,2010,ES5,1,0.6803
2013,NUTS,2010,ES5,1,0.6565
2014,NUTS,2010,ES5,1,0.6866
2015,NUTS,2010,ES5,1,0.6917
2016,NUTS,2010,ES5,1,0.7047
2017,NUTS,2010,ES5,1,0.7185
2018,NUTS,2010,ES5,1,0.7195
2011,NUTS,2010,ES51,2,0.7169
2012,NUTS,2010,ES51,2,0.7175
2013,NUTS,2010,ES51,2,0.7027
2014,NUTS,2010,ES51,2,0.6957
2015,NUTS,2010,ES51,2,0.6996
2016,NUTS,2010,ES51,2,0.7202
2017,NUTS,2010,ES51,2,0.7289
2018,NUTS,2010,ES51,2,0.7331
2019,NUTS,2010,ES51,2,0.7413
2011,NUTS,2010,ES52,2,0.7283
2012,NUTS,2010,ES52,2,0.7071
2013,NUTS,2010,ES52,2,0.6658
2014,NUTS,2010,ES52,2,0.7563
2015,NUTS,2010,ES52,2,0.7653
2016,NUTS,2010,ES52,2,0.7761
2017,NUTS,2010,ES52,2,0.7995
2018,NUTS,2010,ES52,2,0.7983
2019,NUTS,2010,ES52,2,0.8326
2011,NUTS,2010,ES53,2,0.3464
2012,NUTS,2010,ES53,2,0.3349
2013,NUTS,2010,ES53,2,0.3279
2014,NUTS,2010,ES53,2,0.3484
2015,NUTS,2010,ES53,2,0.3539
2016,NUTS,2010,ES53,2,0.3277
2017,NUTS,2010,ES53,2,0.3338
2018,NUTS,2010,ES53,2,0.3368
2011,NUTS,2010,ES6,1,0.6192
2012,NUTS,2010,ES6,1,0.5923
2013,NUTS,2010,ES6,1,0.5816
2014,NUTS,2010,ES6,1,0.5739
2015,NUTS,2010,ES6,1,0.5903
2016,NUTS,2010,ES6,1,0.6057
2017,NUTS,2010,ES6,1,0.6428
2018,NUTS,2010,ES6,1,0.6548
2019,NUTS,2010,ES6,1,0.658
2011,NUTS,2010,ES61,2,0.6236
2012,NUTS,2010,ES61,2,0.5944
2013,NUTS,2010,ES61,2,0.5796
2014,NUTS,2010,ES61,2,0.5695
2015,NUTS,2010,ES61,2,0.5806
2016,NUTS,2010,ES61,2,0.5925
2017,NUTS,2010,ES61,2,0.6302
2018,NUTS,2010,ES61,2,0.6411
2019,NUTS,2010,ES61,2,0.6418
2011,NUTS,2010,ES62,2,0.6434
2012,NUTS,2010,ES62,2,0.6288
2013,NUTS,2010,ES62,2,0.6428
2014,NUTS,2010,ES62,2,0.6391
2015,NUTS,2010,ES62,2,0.6902
2016,NUTS,2010,ES62,2,0.7233
2018,NUTS,2010,ES62,2,0.7661
2019,NUTS,2010,ES62,2,0.7812
2011,NUTS,2010,ES63,2,0.0978
2011,NUTS,2010,ES64,2,0.1504
2011,NUTS,2010,ES7,1,0.3735
2012,NUTS,2010,ES7,1,0.356
2013,NUTS,2010,ES7,1,0.3418
2014,NUTS,2010,ES7,1,0.3353
2015,NUTS,2010,ES7,1,0.329
2016,NUTS,2010,ES7,1,0.3482
2017,NUTS,2010,ES7,1,0.355
2018,NUTS,2010,ES7,1,0.3551
2011,NUTS,2010,ES70,2,0.3735
2012,NUTS,2010,ES70,2,0.356
2013,NUTS,2010,ES70,2,0.3418
2014,NUTS,2010,ES70,2,0.3353
2015,NUTS,2010,ES70,2,0.329
2016,NUTS,2010,ES70,2,0.3482
2017,NUTS,2010,ES70,2,0.355
2018,NUTS,2010,ES70,2,0.3551
2011,NUTS,2010,EU27_2020,7,0.674
2012,NUTS,2010,EU27_2020,7,0.6807
2013,NUTS,2010,EU27_2020,7,0.6894
2014,NUTS,2010,EU27_2020,7,0.6896
2015,NUTS,2010,EU27_2020,7,0.6934
2016,NUTS,2010,EU27_2020,7,0.6843
2017,NUTS,2010,EU27_2020,7,0.7092
2018,NUTS,2010,EU27_2020,7,0.7295
2019,NUTS,2010,EU27_2020,7,0.7417
2011,NUTS,2010,FI,0,1.1628
2012,NUTS,2010,FI,0,1.1502
2013,NUTS,2010,FI,0,1.1236
2014,NUTS,2010,FI,0,1.1123
2015,NUTS,2010,FI,0,1.0903
2016,NUTS,2010,FI,0,1.0653
2017,NUTS,2010,FI,0,1.0812
2018,NUTS,2010,FI,0,1.1151
2019,NUTS,2010,FI,0,1.1503
2012,NUTS,2010,FI1,1,1.1205
2015,NUTS,2010,FI1,1,1.0531
2016,NUTS,2010,FI1,1,1.0313
2017,NUTS,2010,FI1,1,1.0455
2018,NUTS,2010,FI1,1,1.0768
2019,NUTS,2010,FI1,1,1.1089
2011,NUTS,2010,FI19,2,1.0622
2012,NUTS,2010,FI19,2,1.0565
2013,NUTS,2010,FI19,2,1.0545
2015,NUTS,2010,FI19,2,0.9985
2016,NUTS,2010,FI19,2,0.9811
2017,NUTS,2010,FI19,2,1.0111
2018,NUTS,2010,FI19,2,1.0154
2019,NUTS,2010,FI19,2,1.047
2011,NUTS,2010,FI1B,2,1.3238
2012,NUTS,2010,FI1B,2,1.254
2013,NUTS,2010,FI1B,2,1.1906
2015,NUTS,2010,FI1B,2,1.2235
2016,NUTS,2010,FI1B,2,1.174
2017,NUTS,2010,FI1B,2,1.1821
2018,NUTS,2010,FI1B,2,1.2098
2019,NUTS,2010,FI1B,2,1.2468
2011,NUTS,2010,FI1C,2,0.9551
2012,NUTS,2010,FI1C,2,0.9448
2013,NUTS,2010,FI1C,2,0.9881
2015,NUTS,2010,FI1C,2,0.8374
2016,NUTS,2010,FI1C,2,0.815
2017,NUTS,2010,FI1C,2,0.8281
2018,NUTS,2010,FI1C,2,0.8699
2019,NUTS,2010,FI1C,2,0.9029
2011,NUTS,2010,FI1D,2,1.1185
2012,NUTS,2010,FI1D,2,1.1662
2013,NUTS,2010,FI1D,2,1.0501
2015,NUTS,2010,FI1D,2,1.0625
2016,NUTS,2010,FI1D,2,1.0751
2017,NUTS,2010,FI1D,2,1.08
2018,NUTS,2010,FI1D,2,1.1371
2019,NUTS,2010,FI1D,2,1.1571
2015,NUTS,2010,FI2,1,0.1159
2016,NUTS,2010,FI2,1,0.1098
2017,NUTS,2010,FI2,1,0.1242
2018,NUTS,2010,FI2,1,0.1195
2019,NUTS,2010,FI2,1,0.0968
2015,NUTS,2010,FI20,2,0.1159
2016,NUTS,2010,FI20,2,0.1098
2017,NUTS,2010,FI20,2,0.1242
2018,NUTS,2010,FI20,2,0.1195
2019,NUTS,2010,FI20,2,0.0968
2011,NUTS,2010,FR,0,0.5793
2012,NUTS,2010,FR,0,0.5813
2013,NUTS,2010,FR,0,0.5884
2014,NUTS,2010,FR,0,0.5876
2016,NUTS,2010,FR,0,0.5942
2017,NUTS,2010,FR,0,0.5932
2018,NUTS,2010,FR,0,0.5936
2011,NUTS,2010,HR,0,0.5154
2012,NUTS,2010,HR,0,0.5022
2013,NUTS,2010,HR,0,0.5151
2014,NUTS,2010,HR,0,0.4797
2015,NUTS,2010,HR,0,0.5212
2016,NUTS,2010,HR,0,0.5991
2017,NUTS,2010,HR,0,0.6301
2018,NUTS,2010,HR,0,0.6486
2019,NUTS,2010,HR,0,0.7355
2020,NUTS,2010,HR,0,0.7553
2011,NUTS,2010,HR0,1,0.5041
2012,NUTS,2010,HR0,1,0.4919
2013,NUTS,2010,HR0,1,0.5065
2014,NUTS,2010,HR0,1,0.4734
2015,NUTS,2010,HR0,1,0.514
2016,NUTS,2010,HR0,1,0.5913
2017,NUTS,2010,HR0,1,0.6221
2018,NUTS,2010,HR0,1,0.6399
2019,NUTS,2010,HR0,1,0.723
2020,NUTS,2010,HR0,1,0.7436
2011,NUTS,2010,HR03,2,0.5467
2012,NUTS,2010,HR03,2,0.5374
2013,NUTS,2010,HR03,2,0.5469
2014,NUTS,2010,HR03,2,0.4908
2015,NUTS,2010,HR03,2,0.4811
2016,NUTS,2010,HR03,2,0.524
2017,NUTS,2010,HR03,2,0.5704
2018,NUTS,2010,HR03,2,0.6027
2019,NUTS,2010,HR03,2,0.7117
2020,NUTS,2010,HR03,2,0.7308
2011,NUTS,2010,HR04,2,0.4846
2012,NUTS,2010,HR04,2,0.4708
2013,NUTS,2010,HR04,2,0.4882
2014,NUTS,2010,HR04,2,0.4649
2015,NUTS,2010,HR04,2,0.5299
2016,NUTS,2010,HR04,2,0.6236
2017,NUTS,2010,HR04,2,0.6472
2018,NUTS,2010,HR04,2,0.6574
2019,NUTS,2010,HR04,2,0.7283
2011,NUTS,2010,HU,0,0.5632
2012,NUTS,2010,HU,0,0.5379
2013,NUTS,2010,HU,0,0.521
2014,NUTS,2010,HU,0,0.4951
2015,NUTS,2010,HU,0,0.4775
2016,NUTS,2010,HU,0,0.47
2017,NUTS,2010,HU,0,0.5076
2018,NUTS,2010,HU,0,0.6587
2019,NUTS,2010,HU,0,0.711
2011,NUTS,2010,HU1,1,0.8432
2012,NUTS,2010,HU1,1,0.7803
2013,NUTS,2010,HU1,1,0.7791
2014,NUTS,2010,HU1,1,0.7506
2015,NUTS,2010,HU1,1,0.7253
2016,NUTS,2010,HU1,1,0.7114
2017,NUTS,2010,HU1,1,0.7688
2018,NUTS,2010,HU1,1,1.0474
2019,NUTS,2010,HU1,1,1.0924
2011,NUTS,2010,HU10,2,0.8432
2012,NUTS,2010,HU10,2,0.7803
2013,NUTS,2010,HU10,2,0.7791
2014,NUTS,2010,HU10,2,0.7506
2015,NUTS,2010,HU10,2,0.7253
2016,NUTS,2010,HU10,2,0.7114
2017,NUTS,2010,HU11,2,1.1749
2018,NUTS,2010,HU11,2,1.6473
2019,NUTS,2010,HU11,2,1.7954
2017,NUTS,2010,HU12,2,0.1732
2018,NUTS,2010,HU12,2,0.1996
2019,NUTS,2010,HU12,2,0.1215
2011,NUTS,2010,HU2,1,0.3597
2012,NUTS,2010,HU2,1,0.3404
