year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hes_total_pc_act_hc_t
2012,NUTS,2010,UKH1,2,1.5039
2013,NUTS,2010,UKH1,2,1.5456
2014,NUTS,2010,UKH1,2,1.5267
2015,NUTS,2010,UKH1,2,1.5381
2016,NUTS,2010,UKH1,2,1.5552
2017,NUTS,2010,UKH1,2,1.5653
2018,NUTS,2010,UKH1,2,1.5617
2011,NUTS,2010,UKH2,2,0.6717
2012,NUTS,2010,UKH2,2,0.6657
2013,NUTS,2010,UKH2,2,0.6442
2014,NUTS,2010,UKH2,2,0.6464
2015,NUTS,2010,UKH2,2,0.5984
2016,NUTS,2010,UKH2,2,0.6051
2017,NUTS,2010,UKH2,2,0.598
2018,NUTS,2010,UKH2,2,0.6149
2011,NUTS,2010,UKH3,2,0.4009
2012,NUTS,2010,UKH3,2,0.4083
2013,NUTS,2010,UKH3,2,0.3709
2014,NUTS,2010,UKH3,2,0.3914
2015,NUTS,2010,UKH3,2,0.4062
2016,NUTS,2010,UKH3,2,0.4165
2017,NUTS,2010,UKH3,2,0.3979
2018,NUTS,2010,UKH3,2,0.3951
2011,NUTS,2010,UKI,1,1.6468
2012,NUTS,2010,UKI,1,1.6484
2013,NUTS,2010,UKI,1,1.5285
2014,NUTS,2010,UKI,1,1.5268
2015,NUTS,2010,UKI,1,1.5182
2016,NUTS,2010,UKI,1,1.5236
2017,NUTS,2010,UKI,1,1.4681
2018,NUTS,2010,UKI,1,1.4566
2011,NUTS,2010,UKI3,2,9.1248
2012,NUTS,2010,UKI3,2,8.8693
2013,NUTS,2010,UKI3,2,8.4525
2014,NUTS,2010,UKI3,2,8.1202
2015,NUTS,2010,UKI3,2,8.0006
2016,NUTS,2010,UKI3,2,7.8696
2017,NUTS,2010,UKI3,2,8.058
2018,NUTS,2010,UKI3,2,7.8099
2011,NUTS,2010,UKI4,2,0.7975
2012,NUTS,2010,UKI4,2,0.792
2013,NUTS,2010,UKI4,2,0.7154
2014,NUTS,2010,UKI4,2,0.717
2015,NUTS,2010,UKI4,2,0.8131
2016,NUTS,2010,UKI4,2,0.8187
2017,NUTS,2010,UKI4,2,0.7728
2018,NUTS,2010,UKI4,2,0.7673
2011,NUTS,2010,UKI5,2,0.2106
2012,NUTS,2010,UKI5,2,0.2217
2013,NUTS,2010,UKI5,2,0.2168
2014,NUTS,2010,UKI5,2,0.2146
2015,NUTS,2010,UKI5,2,0.1956
2016,NUTS,2010,UKI5,2,0.1958
2017,NUTS,2010,UKI5,2,0.1831
2018,NUTS,2010,UKI5,2,0.1817
2011,NUTS,2010,UKI6,2,0.2247
2012,NUTS,2010,UKI6,2,0.2254
2013,NUTS,2010,UKI6,2,0.2021
2014,NUTS,2010,UKI6,2,0.2131
2015,NUTS,2010,UKI6,2,0.2626
2016,NUTS,2010,UKI6,2,0.2649
2017,NUTS,2010,UKI6,2,0.2561
2018,NUTS,2010,UKI6,2,0.2591
2011,NUTS,2010,UKI7,2,0.5525
2012,NUTS,2010,UKI7,2,0.5432
2013,NUTS,2010,UKI7,2,0.5374
2014,NUTS,2010,UKI7,2,0.5319
2015,NUTS,2010,UKI7,2,0.507
2016,NUTS,2010,UKI7,2,0.5123
2017,NUTS,2010,UKI7,2,0.492
2018,NUTS,2010,UKI7,2,0.488
2011,NUTS,2010,UKJ,1,1.0269
2012,NUTS,2010,UKJ,1,1.0404
2013,NUTS,2010,UKJ,1,1.0832
2014,NUTS,2010,UKJ,1,1.0984
2015,NUTS,2010,UKJ,1,1.1272
2016,NUTS,2010,UKJ,1,1.1382
2017,NUTS,2010,UKJ,1,1.1022
2018,NUTS,2010,UKJ,1,1.1225
2011,NUTS,2010,UKJ1,2,1.7556
2012,NUTS,2010,UKJ1,2,1.7625
2013,NUTS,2010,UKJ1,2,1.8624
2014,NUTS,2010,UKJ1,2,1.8782
2015,NUTS,2010,UKJ1,2,1.9439
2016,NUTS,2010,UKJ1,2,1.9738
2017,NUTS,2010,UKJ1,2,1.9278
2018,NUTS,2010,UKJ1,2,1.9478
2011,NUTS,2010,UKJ2,2,0.7441
2012,NUTS,2010,UKJ2,2,0.7531
2013,NUTS,2010,UKJ2,2,0.7557
2014,NUTS,2010,UKJ2,2,0.7772
2015,NUTS,2010,UKJ2,2,0.7673
2016,NUTS,2010,UKJ2,2,0.7576
2017,NUTS,2010,UKJ2,2,0.7333
2018,NUTS,2010,UKJ2,2,0.7735
2011,NUTS,2010,UKJ3,2,1.0955
2012,NUTS,2010,UKJ3,2,1.1131
2013,NUTS,2010,UKJ3,2,1.0952
2014,NUTS,2010,UKJ3,2,1.0964
2015,NUTS,2010,UKJ3,2,1.148
2016,NUTS,2010,UKJ3,2,1.168
2017,NUTS,2010,UKJ3,2,1.1033
2018,NUTS,2010,UKJ3,2,1.1063
2011,NUTS,2010,UKJ4,2,0.3695
2012,NUTS,2010,UKJ4,2,0.3787
2013,NUTS,2010,UKJ4,2,0.4947
2014,NUTS,2010,UKJ4,2,0.5014
2015,NUTS,2010,UKJ4,2,0.527
2016,NUTS,2010,UKJ4,2,0.5428
2017,NUTS,2010,UKJ4,2,0.5325
2018,NUTS,2010,UKJ4,2,0.5274
2011,NUTS,2010,UKK,1,0.7883
2012,NUTS,2010,UKK,1,0.8028
2013,NUTS,2010,UKK,1,0.7849
2014,NUTS,2010,UKK,1,0.794
2015,NUTS,2010,UKK,1,0.7931
2016,NUTS,2010,UKK,1,0.8061
2017,NUTS,2010,UKK,1,0.8119
2018,NUTS,2010,UKK,1,0.8144
2011,NUTS,2010,UKK1,2,1.0568
2012,NUTS,2010,UKK1,2,1.0693
2013,NUTS,2010,UKK1,2,1.0351
2014,NUTS,2010,UKK1,2,1.0541
2015,NUTS,2010,UKK1,2,1.0455
2016,NUTS,2010,UKK1,2,1.0511
2017,NUTS,2010,UKK1,2,1.0315
2018,NUTS,2010,UKK1,2,1.0256
2011,NUTS,2010,UKK2,2,0.1964
2012,NUTS,2010,UKK2,2,0.2031
2013,NUTS,2010,UKK2,2,0.2065
2014,NUTS,2010,UKK2,2,0.2098
2015,NUTS,2010,UKK2,2,0.2586
2016,NUTS,2010,UKK2,2,0.2718
2017,NUTS,2010,UKK2,2,0.2849
2018,NUTS,2010,UKK2,2,0.287
2011,NUTS,2010,UKK3,2,0.1283
2012,NUTS,2010,UKK3,2,0.1282
2013,NUTS,2010,UKK3,2,0.1071
2014,NUTS,2010,UKK3,2,0.1061
2015,NUTS,2010,UKK3,2,0.1097
2016,NUTS,2010,UKK3,2,0.1057
2017,NUTS,2010,UKK3,2,0.1173
2018,NUTS,2010,UKK3,2,0.117
2011,NUTS,2010,UKK4,2,1.1524
2012,NUTS,2010,UKK4,2,1.1804
2013,NUTS,2010,UKK4,2,1.2115
2014,NUTS,2010,UKK4,2,1.2205
2015,NUTS,2010,UKK4,2,1.1498
2016,NUTS,2010,UKK4,2,1.1822
2017,NUTS,2010,UKK4,2,1.2025
2018,NUTS,2010,UKK4,2,1.2291
2011,NUTS,2010,UKL,1,1.0289
2012,NUTS,2010,UKL,1,1.0498
2013,NUTS,2010,UKL,1,1.0134
2014,NUTS,2010,UKL,1,1.0596
2015,NUTS,2010,UKL,1,1.0112
2016,NUTS,2010,UKL,1,1.0165
2017,NUTS,2010,UKL,1,1.0184
2018,NUTS,2010,UKL,1,1.0018
2011,NUTS,2010,UKL1,2,0.8158
2012,NUTS,2010,UKL1,2,0.8293
2013,NUTS,2010,UKL1,2,0.8729
2014,NUTS,2010,UKL1,2,0.9114
2015,NUTS,2010,UKL1,2,0.8353
2016,NUTS,2010,UKL1,2,0.8341
2017,NUTS,2010,UKL1,2,0.869
2018,NUTS,2010,UKL1,2,0.8487
2011,NUTS,2010,UKL2,2,1.3742
2012,NUTS,2010,UKL2,2,1.4108
2013,NUTS,2010,UKL2,2,1.2379
2014,NUTS,2010,UKL2,2,1.297
2015,NUTS,2010,UKL2,2,1.3059
2016,NUTS,2010,UKL2,2,1.3276
2017,NUTS,2010,UKL2,2,1.2526
2018,NUTS,2010,UKL2,2,1.2464
2011,NUTS,2010,UKM,1,1.3585
2012,NUTS,2010,UKM,1,1.3873
2013,NUTS,2010,UKM,1,1.4922
2014,NUTS,2010,UKM,1,1.5159
2015,NUTS,2010,UKM,1,1.5313
2016,NUTS,2010,UKM,1,1.5726
2017,NUTS,2010,UKM,1,1.5676
2018,NUTS,2010,UKM,1,1.5861
2012,NUTS,2010,UKM2,2,2.0211
2013,NUTS,2010,UKM2,2,2.2238
2014,NUTS,2010,UKM2,2,2.2828
2015,NUTS,2010,UKM2,2,2.2527
2016,NUTS,2010,UKM2,2,2.333
2012,NUTS,2010,UKM3,2,1.1284
2013,NUTS,2010,UKM3,2,1.1982
2014,NUTS,2010,UKM3,2,1.2193
2015,NUTS,2010,UKM3,2,1.2943
2016,NUTS,2010,UKM3,2,1.307
2012,NUTS,2010,UKM5,2,1.4396
2013,NUTS,2010,UKM5,2,1.4958
2014,NUTS,2010,UKM5,2,1.4431
2015,NUTS,2010,UKM5,2,1.4038
2016,NUTS,2010,UKM5,2,1.4555
2017,NUTS,2010,UKM5,2,1.3551
2018,NUTS,2010,UKM5,2,1.4194
2012,NUTS,2010,UKM6,2,0.0637
2013,NUTS,2010,UKM6,2,0.0745
2014,NUTS,2010,UKM6,2,0.0788
2015,NUTS,2010,UKM6,2,0.0686
2016,NUTS,2010,UKM6,2,0.0743
2017,NUTS,2010,UKM6,2,0.0915
2018,NUTS,2010,UKM6,2,0.0925
2014,NUTS,2010,UKM7,2,2.4248
2015,NUTS,2010,UKM7,2,2.3803
2016,NUTS,2010,UKM7,2,2.443
2017,NUTS,2010,UKM7,2,2.4501
2018,NUTS,2010,UKM7,2,2.4069
2014,NUTS,2010,UKM8,2,1.8254
2015,NUTS,2010,UKM8,2,1.8684
2016,NUTS,2010,UKM8,2,1.8884
2017,NUTS,2010,UKM8,2,1.9151
2018,NUTS,2010,UKM8,2,1.892
2014,NUTS,2010,UKM9,2,0.0
2015,NUTS,2010,UKM9,2,0.0
2016,NUTS,2010,UKM9,2,0.0
2017,NUTS,2010,UKM9,2,0.0
2018,NUTS,2010,UKM9,2,0.0
2011,NUTS,2010,UKN,1,0.7772
2012,NUTS,2010,UKN,1,0.7907
2013,NUTS,2010,UKN,1,0.6576
2014,NUTS,2010,UKN,1,0.6687
2015,NUTS,2010,UKN,1,0.6885
2016,NUTS,2010,UKN,1,0.6894
2017,NUTS,2010,UKN,1,0.735
2018,NUTS,2010,UKN,1,0.7352
2011,NUTS,2010,UKN0,2,0.7772
2012,NUTS,2010,UKN0,2,0.7907
2013,NUTS,2010,UKN0,2,0.6576
2014,NUTS,2010,UKN0,2,0.6687
2015,NUTS,2010,UKN0,2,0.6885
2016,NUTS,2010,UKN0,2,0.6894
2017,NUTS,2010,UKN0,2,0.735
2018,NUTS,2010,UKN0,2,0.7352
