year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_mge_gdp_beur
2011,NUTS,2010,EE001,3,0.037
2012,NUTS,2010,EE001,3,0.09
2011,NUTS,2010,EE006,3,0.163
2011,NUTS,2010,EE008,3,1.45
2011,NUTS,2010,EL,0,0.006
2012,NUTS,2010,EL,0,0.01
2012,NUTS,2010,EL3,1,0.02
2012,NUTS,2010,EL30,2,0.02
2011,NUTS,2010,ES,0,0.077
2012,NUTS,2010,ES,0,0.049
2011,NUTS,2010,ES1,1,0.043
2012,NUTS,2010,ES1,1,0.034
2011,NUTS,2010,ES11,2,0.07
2012,NUTS,2010,ES11,2,0.041
2011,NUTS,2010,ES111,3,0.135
2012,NUTS,2010,ES111,3,0.052
2011,NUTS,2010,ES114,3,0.033
2012,NUTS,2010,ES114,3,0.057
2012,NUTS,2010,ES12,2,0.023
2012,NUTS,2010,ES120,3,0.023
2012,NUTS,2010,ES13,2,0.021
2012,NUTS,2010,ES130,3,0.021
2011,NUTS,2010,ES2,1,0.069
2012,NUTS,2010,ES2,1,0.059
2011,NUTS,2010,ES21,2,0.08
2012,NUTS,2010,ES21,2,0.043
2012,NUTS,2010,ES211,3,0.094
2011,NUTS,2010,ES212,3,0.056
2011,NUTS,2010,ES213,3,0.123
2012,NUTS,2010,ES213,3,0.055
2011,NUTS,2010,ES22,2,0.11
2012,NUTS,2010,ES22,2,0.057
2011,NUTS,2010,ES220,3,0.11
2012,NUTS,2010,ES220,3,0.057
2012,NUTS,2010,ES23,2,0.261
2012,NUTS,2010,ES230,3,0.261
2011,NUTS,2010,ES24,2,0.044
2012,NUTS,2010,ES24,2,0.043
2011,NUTS,2010,ES242,3,0.287
2011,NUTS,2010,ES243,3,0.02
2012,NUTS,2010,ES243,3,0.059
2011,NUTS,2010,ES3,1,0.096
2012,NUTS,2010,ES3,1,0.05
2011,NUTS,2010,ES30,2,0.096
2012,NUTS,2010,ES30,2,0.05
2011,NUTS,2010,ES300,3,0.096
2012,NUTS,2010,ES300,3,0.05
2011,NUTS,2010,ES4,1,0.007
2012,NUTS,2010,ES4,1,0.006
2011,NUTS,2010,ES41,2,0.003
2012,NUTS,2010,ES41,2,0.012
2012,NUTS,2010,ES413,3,0.026
2012,NUTS,2010,ES415,3,0.058
2011,NUTS,2010,ES418,3,0.014
2011,NUTS,2010,ES43,2,0.038
2011,NUTS,2010,ES432,3,0.102
2011,NUTS,2010,ES5,1,0.131
2012,NUTS,2010,ES5,1,0.075
2011,NUTS,2010,ES51,2,0.194
2012,NUTS,2010,ES51,2,0.108
2011,NUTS,2010,ES511,3,0.264
2012,NUTS,2010,ES511,3,0.139
2012,NUTS,2010,ES512,3,0.06
2011,NUTS,2010,ES52,2,0.037
2012,NUTS,2010,ES52,2,0.026
2011,NUTS,2010,ES522,3,0.01
2011,NUTS,2010,ES523,3,0.066
2012,NUTS,2010,ES523,3,0.048
2011,NUTS,2010,ES53,2,0.013
2012,NUTS,2010,ES53,2,0.013
2011,NUTS,2010,ES532,3,0.015
2012,NUTS,2010,ES532,3,0.015
2011,NUTS,2010,ES6,1,0.024
2012,NUTS,2010,ES6,1,0.036
2011,NUTS,2010,ES61,2,0.028
2012,NUTS,2010,ES61,2,0.042
2011,NUTS,2010,ES611,3,0.008
2012,NUTS,2010,ES611,3,0.037
2011,NUTS,2010,ES614,3,0.153
2012,NUTS,2010,ES614,3,0.271
2011,NUTS,2010,ES618,3,0.046
2012,NUTS,2010,ES618,3,0.041
2011,NUTS,2010,ES62,2,0.005
2012,NUTS,2010,ES62,2,0.009
2011,NUTS,2010,ES620,3,0.005
2012,NUTS,2010,ES620,3,0.009
2011,NUTS,2010,ES7,1,0.049
2012,NUTS,2010,ES7,1,0.006
2011,NUTS,2010,ES70,2,0.049
2012,NUTS,2010,ES70,2,0.006
2011,NUTS,2010,ES705,3,0.123
2012,NUTS,2010,ES705,3,0.016
2011,NUTS,2010,FI,0,0.166
2012,NUTS,2010,FI,0,0.075
2011,NUTS,2010,FI1,1,0.152
2012,NUTS,2010,FI1,1,0.071
2011,NUTS,2010,FI19,2,0.058
2011,NUTS,2010,FI193,3,0.125
2011,NUTS,2010,FI197,3,0.092
2011,NUTS,2010,FI1B,2,0.245
2012,NUTS,2010,FI1B,2,0.151
2011,NUTS,2010,FI1B1,3,0.245
2012,NUTS,2010,FI1B1,3,0.151
2011,NUTS,2010,FI1C,2,0.114
2012,NUTS,2010,FI1C,2,0.072
2011,NUTS,2010,FI1C1,3,0.254
2012,NUTS,2010,FI1C1,3,0.074
2011,NUTS,2010,FI1C2,3,0.049
2012,NUTS,2010,FI1C2,3,0.192
2012,NUTS,2010,FI1C3,3,0.08
2011,NUTS,2010,FI1D,2,0.121
2011,NUTS,2010,FI1D2,3,0.133
2011,NUTS,2010,FI1D3,3,0.142
2011,NUTS,2010,FI1D5,3,0.145
2011,NUTS,2010,FI1D6,3,0.215
2011,NUTS,2010,FR,0,0.13
2012,NUTS,2010,FR,0,0.095
2011,NUTS,2010,FR1,1,0.159
2012,NUTS,2010,FR1,1,0.123
2011,NUTS,2010,FR10,2,0.159
2012,NUTS,2010,FR10,2,0.123
2011,NUTS,2010,FR101,3,0.243
2012,NUTS,2010,FR101,3,0.184
2011,NUTS,2010,FR102,3,0.069
2012,NUTS,2010,FR102,3,0.061
2011,NUTS,2010,FR103,3,0.119
2012,NUTS,2010,FR103,3,0.12
2011,NUTS,2010,FR104,3,0.31
2012,NUTS,2010,FR104,3,0.175
2011,NUTS,2010,FR105,3,0.089
2012,NUTS,2010,FR105,3,0.083
2011,NUTS,2010,FR106,3,0.019
2012,NUTS,2010,FR106,3,0.01
2011,NUTS,2010,FR107,3,0.236
2012,NUTS,2010,FR107,3,0.192
2011,NUTS,2010,FR108,3,0.046
2012,NUTS,2010,FR108,3,0.032
2011,NUTS,2010,FR2,1,0.026
2012,NUTS,2010,FR2,1,0.019
2011,NUTS,2010,FR21,2,0.029
2011,NUTS,2010,FR211,3,0.027
2011,NUTS,2010,FR212,3,0.031
2011,NUTS,2010,FR213,3,0.036
2011,NUTS,2010,FR22,2,0.048
2011,NUTS,2010,FR221,3,0.011
2011,NUTS,2010,FR222,3,0.083
2011,NUTS,2010,FR223,3,0.031
2011,NUTS,2010,FR23,2,0.024
2012,NUTS,2010,FR23,2,0.02
2011,NUTS,2010,FR232,3,0.032
2012,NUTS,2010,FR232,3,0.027
2011,NUTS,2010,FR24,2,0.014
2012,NUTS,2010,FR24,2,0.051
2011,NUTS,2010,FR242,3,0.072
2012,NUTS,2010,FR242,3,0.019
2012,NUTS,2010,FR243,3,0.048
2011,NUTS,2010,FR244,3,0.012
2012,NUTS,2010,FR244,3,0.024
2012,NUTS,2010,FR246,3,0.128
2011,NUTS,2010,FR25,2,0.026
2012,NUTS,2010,FR25,2,0.016
2011,NUTS,2010,FR251,3,0.05
2012,NUTS,2010,FR251,3,0.031
2011,NUTS,2010,FR26,2,0.019
2012,NUTS,2010,FR26,2,0.007
2011,NUTS,2010,FR261,3,0.03
2012,NUTS,2010,FR261,3,0.017
2011,NUTS,2010,FR263,3,0.024
2011,NUTS,2010,FR3,1,0.13
2012,NUTS,2010,FR3,1,0.096
2011,NUTS,2010,FR30,2,0.13
2012,NUTS,2010,FR30,2,0.096
2011,NUTS,2010,FR301,3,0.185
2012,NUTS,2010,FR301,3,0.106
2011,NUTS,2010,FR302,3,0.008
2012,NUTS,2010,FR302,3,0.073
2011,NUTS,2010,FR4,1,0.099
2012,NUTS,2010,FR4,1,0.089
2011,NUTS,2010,FR41,2,0.03
2012,NUTS,2010,FR41,2,0.107
2011,NUTS,2010,FR411,3,0.08
2012,NUTS,2010,FR411,3,0.305
2011,NUTS,2010,FR414,3,0.016
2012,NUTS,2010,FR414,3,0.015
2011,NUTS,2010,FR42,2,0.188
2012,NUTS,2010,FR42,2,0.105
2011,NUTS,2010,FR421,3,0.201
2012,NUTS,2010,FR421,3,0.124
2011,NUTS,2010,FR422,3,0.165
2012,NUTS,2010,FR422,3,0.073
2011,NUTS,2010,FR43,2,0.066
2012,NUTS,2010,FR43,2,0.024
2011,NUTS,2010,FR431,3,0.136
2012,NUTS,2010,FR431,3,0.049
2011,NUTS,2010,FR5,1,0.08
2012,NUTS,2010,FR5,1,0.045
2011,NUTS,2010,FR51,2,0.095
2012,NUTS,2010,FR51,2,0.066
2011,NUTS,2010,FR511,3,0.218
2012,NUTS,2010,FR511,3,0.156
2011,NUTS,2010,FR512,3,0.025
2012,NUTS,2010,FR512,3,0.01
2011,NUTS,2010,FR515,3,0.015
2011,NUTS,2010,FR52,2,0.066
2012,NUTS,2010,FR52,2,0.043
2011,NUTS,2010,FR521,3,0.037
2012,NUTS,2010,FR521,3,0.042
2011,NUTS,2010,FR522,3,0.196
2012,NUTS,2010,FR522,3,0.065
2011,NUTS,2010,FR523,3,0.014
2012,NUTS,2010,FR523,3,0.025
2011,NUTS,2010,FR524,3,0.011
2012,NUTS,2010,FR524,3,0.046
2011,NUTS,2010,FR53,2,0.07
2012,NUTS,2010,FR53,2,0.004
2011,NUTS,2010,FR531,3,0.173
2011,NUTS,2010,FR534,3,0.141
2012,NUTS,2010,FR534,3,0.017
2011,NUTS,2010,FR6,1,0.138
2012,NUTS,2010,FR6,1,0.118
2011,NUTS,2010,FR61,2,0.124
2012,NUTS,2010,FR61,2,0.107
2011,NUTS,2010,FR611,3,0.459
2012,NUTS,2010,FR611,3,0.452
2011,NUTS,2010,FR612,3,0.141
2012,NUTS,2010,FR612,3,0.124
2011,NUTS,2010,FR614,3,0.043
2011,NUTS,2010,FR615,3,0.021
2011,NUTS,2010,FR62,2,0.169
2012,NUTS,2010,FR62,2,0.154
2011,NUTS,2010,FR623,3,0.257
2012,NUTS,2010,FR623,3,0.256
2012,NUTS,2010,FR624,3,0.05
2012,NUTS,2010,FR625,3,0.051
2011,NUTS,2010,FR627,3,0.247
2012,NUTS,2010,FR627,3,0.031
2011,NUTS,2010,FR63,2,0.072
2012,NUTS,2010,FR63,2,0.01
2011,NUTS,2010,FR631,3,0.213
2012,NUTS,2010,FR633,3,0.018
2011,NUTS,2010,FR7,1,0.224
2012,NUTS,2010,FR7,1,0.146
2011,NUTS,2010,FR71,2,0.206
2012,NUTS,2010,FR71,2,0.119
2011,NUTS,2010,FR711,3,0.112
2012,NUTS,2010,FR711,3,0.106
2011,NUTS,2010,FR712,3,0.038
2012,NUTS,2010,FR713,3,0.017
2011,NUTS,2010,FR714,3,0.302
2012,NUTS,2010,FR714,3,0.202
2011,NUTS,2010,FR715,3,0.081
2012,NUTS,2010,FR715,3,0.007
2011,NUTS,2010,FR716,3,0.328
2012,NUTS,2010,FR716,3,0.175
2011,NUTS,2010,FR717,3,0.124
2011,NUTS,2010,FR718,3,0.046
2012,NUTS,2010,FR718,3,0.07
2011,NUTS,2010,FR72,2,0.327
2012,NUTS,2010,FR72,2,0.301
2012,NUTS,2010,FR722,3,0.605
2012,NUTS,2010,FR723,3,0.108
2011,NUTS,2010,FR724,3,0.599
2012,NUTS,2010,FR724,3,0.42
2011,NUTS,2010,FR8,1,0.148
2012,NUTS,2010,FR8,1,0.108
2011,NUTS,2010,FR81,2,0.254
2012,NUTS,2010,FR81,2,0.172
2011,NUTS,2010,FR812,3,0.173
2012,NUTS,2010,FR812,3,0.174
2011,NUTS,2010,FR813,3,0.463
2012,NUTS,2010,FR813,3,0.271
2012,NUTS,2010,FR815,3,0.032
2011,NUTS,2010,FR82,2,0.108
2012,NUTS,2010,FR82,2,0.085
2011,NUTS,2010,FR823,3,0.196
2012,NUTS,2010,FR823,3,0.087
2011,NUTS,2010,FR824,3,0.103
2012,NUTS,2010,FR824,3,0.133
2011,NUTS,2010,FR825,3,0.069
2011,NUTS,2010,FR826,3,0.044
2012,NUTS,2010,FR826,3,0.044
2011,NUTS,2010,HU,0,0.108
2012,NUTS,2010,HU,0,0.031
2011,NUTS,2010,HU1,1,0.105
2012,NUTS,2010,HU1,1,0.048
2011,NUTS,2010,HU10,2,0.105
2012,NUTS,2010,HU10,2,0.048
2011,NUTS,2010,HU101,3,0.118
2012,NUTS,2010,HU101,3,0.061
2011,NUTS,2010,HU102,3,0.06
2011,NUTS,2010,HU2,1,0.044
2011,NUTS,2010,HU21,2,0.12
2011,NUTS,2010,HU212,3,0.181
2011,NUTS,2010,HU213,3,0.227
2011,NUTS,2010,HU3,1,0.18
2012,NUTS,2010,HU3,1,0.031
2011,NUTS,2010,HU31,2,0.069
2011,NUTS,2010,HU311,3,0.119
2011,NUTS,2010,HU32,2,0.078
2011,NUTS,2010,HU323,3,0.249
2011,NUTS,2010,HU33,2,0.382
2012,NUTS,2010,HU33,2,0.091
2011,NUTS,2010,HU331,3,0.108
2011,NUTS,2010,HU332,3,0.062
2011,NUTS,2010,HU333,3,0.917
2012,NUTS,2010,HU333,3,0.26
2011,NUTS,2010,IE,0,0.116
2012,NUTS,2010,IE,0,0.065
2011,NUTS,2010,IE0,1,0.115
2012,NUTS,2010,IE0,1,0.065
2011,NUTS,2010,IE01,2,0.223
2012,NUTS,2010,IE01,2,0.113
2011,NUTS,2010,IE012,3,0.056
2011,NUTS,2010,IE013,3,0.476
2012,NUTS,2010,IE013,3,0.248
2011,NUTS,2010,IE02,2,0.091
2012,NUTS,2010,IE02,2,0.054
2011,NUTS,2010,IE021,3,0.105
2012,NUTS,2010,IE021,3,0.05
2011,NUTS,2010,IE022,3,0.111
2012,NUTS,2010,IE022,3,0.074
2012,NUTS,2010,IE023,3,0.043
2011,NUTS,2010,IE024,3,0.075
2012,NUTS,2010,IE024,3,0.039
2011,NUTS,2010,IE025,3,0.093
2012,NUTS,2010,IE025,3,0.066
2011,NUTS,2010,IT,0,0.038
2012,NUTS,2010,IT,0,0.037
2011,NUTS,2010,ITC,1,0.058
2012,NUTS,2010,ITC,1,0.039
2011,NUTS,2010,ITC1,2,0.095
2012,NUTS,2010,ITC1,2,0.05
2011,NUTS,2010,ITC11,3,0.032
2012,NUTS,2010,ITC11,3,0.051
2011,NUTS,2010,ITC15,3,0.484
2012,NUTS,2010,ITC15,3,0.101
2011,NUTS,2010,ITC16,3,0.019
2011,NUTS,2010,ITC18,3,0.407
2012,NUTS,2010,ITC18,3,0.154
2011,NUTS,2010,ITC3,2,0.077
2012,NUTS,2010,ITC3,2,0.028
2011,NUTS,2010,ITC31,3,0.021
2012,NUTS,2010,ITC32,3,0.042
2011,NUTS,2010,ITC33,3,0.092
2012,NUTS,2010,ITC33,3,0.036
2011,NUTS,2010,ITC34,3,0.154
2011,NUTS,2010,ITC4,2,0.042
2012,NUTS,2010,ITC4,2,0.037
2011,NUTS,2010,ITC41,3,0.074
2012,NUTS,2010,ITC41,3,0.004
2011,NUTS,2010,ITC42,3,0.074
2012,NUTS,2010,ITC42,3,0.076
2011,NUTS,2010,ITC46,3,0.026
2012,NUTS,2010,ITC46,3,0.015
2011,NUTS,2010,ITC47,3,0.03
2011,NUTS,2010,ITC48,3,0.025
2012,NUTS,2010,ITC48,3,0.04
2012,NUTS,2010,ITC4A,3,0.033
2011,NUTS,2010,ITC4C,3,0.053
2012,NUTS,2010,ITC4C,3,0.059
2011,NUTS,2010,ITC4D,3,0.044
2012,NUTS,2010,ITC4D,3,0.033
2011,NUTS,2010,ITF,1,0.022
2012,NUTS,2010,ITF,1,0.033
2012,NUTS,2010,ITF1,2,0.063
2012,NUTS,2010,ITF12,3,0.142
2012,NUTS,2010,ITF13,3,0.084
2012,NUTS,2010,ITF14,3,0.036
2011,NUTS,2010,ITF3,2,0.032
2012,NUTS,2010,ITF3,2,0.063
2011,NUTS,2010,ITF31,3,0.014
2011,NUTS,2010,ITF33,3,0.044
2012,NUTS,2010,ITF33,3,0.042
2011,NUTS,2010,ITF34,3,0.066
2012,NUTS,2010,ITF34,3,0.564
2011,NUTS,2010,ITF4,2,0.028
2011,NUTS,2010,ITF45,3,0.081
2011,NUTS,2010,ITF47,3,0.039
2011,NUTS,2010,ITF5,2,0.03
2011,NUTS,2010,ITF52,3,0.096
2011,NUTS,2010,ITG,1,0.007
2011,NUTS,2010,ITG1,2,0.009
2011,NUTS,2010,ITG12,3,0.034
2011,NUTS,2010,ITH,1,0.041
2012,NUTS,2010,ITH,1,0.048
2011,NUTS,2010,ITH1,2,0.135
2012,NUTS,2010,ITH1,2,0.195
2011,NUTS,2010,ITH10,3,0.135
2012,NUTS,2010,ITH10,3,0.195
2011,NUTS,2010,ITH2,2,0.055
2011,NUTS,2010,ITH20,3,0.055
2011,NUTS,2010,ITH3,2,0.024
2012,NUTS,2010,ITH3,2,0.024
2011,NUTS,2010,ITH31,3,0.042
2011,NUTS,2010,ITH35,3,0.037
2012,NUTS,2010,ITH35,3,0.06
2011,NUTS,2010,ITH36,3,0.05
2012,NUTS,2010,ITH36,3,0.034
2012,NUTS,2010,ITH37,3,0.168
2011,NUTS,2010,ITH4,2,0.137
2012,NUTS,2010,ITH4,2,0.05
2011,NUTS,2010,ITH41,3,0.219
2012,NUTS,2010,ITH41,3,0.057
2011,NUTS,2010,ITH42,3,0.045
2011,NUTS,2010,ITH44,3,0.295
2012,NUTS,2010,ITH44,3,0.168
2011,NUTS,2010,ITH5,2,0.021
2012,NUTS,2010,ITH5,2,0.057
2011,NUTS,2010,ITH52,3,0.067
2012,NUTS,2010,ITH52,3,0.033
2011,NUTS,2010,ITH54,3,0.007
2011,NUTS,2010,ITH55,3,0.018
2012,NUTS,2010,ITH55,3,0.166
2011,NUTS,2010,ITH56,3,0.019
2012,NUTS,2010,ITH56,3,0.17
2011,NUTS,2010,ITH58,3,0.085
2011,NUTS,2010,ITI,1,0.022
2012,NUTS,2010,ITI,1,0.036
2011,NUTS,2010,ITI1,2,0.012
2012,NUTS,2010,ITI1,2,0.066
2012,NUTS,2010,ITI11,3,0.054
2012,NUTS,2010,ITI12,3,0.071
2011,NUTS,2010,ITI14,3,0.029
2012,NUTS,2010,ITI14,3,0.01
2011,NUTS,2010,ITI15,3,0.046
2012,NUTS,2010,ITI15,3,0.019
2012,NUTS,2010,ITI17,3,0.05
2012,NUTS,2010,ITI19,3,0.615
2011,NUTS,2010,ITI2,2,0.03
2012,NUTS,2010,ITI2,2,0.058
2011,NUTS,2010,ITI21,3,0.04
2012,NUTS,2010,ITI21,3,0.076
2011,NUTS,2010,ITI4,2,0.031
2012,NUTS,2010,ITI4,2,0.023
2011,NUTS,2010,ITI43,3,0.037
2012,NUTS,2010,ITI43,3,0.027
2012,NUTS,2010,ITI44,3,0.016
2012,NUTS,2010,ITZ,1,0.193
2012,NUTS,2010,ITZZ,2,0.193
2012,NUTS,2010,ITZZZ,3,0.193
2011,NUTS,2010,LT,0,0.08
2012,NUTS,2010,LT,0,0.138
2011,NUTS,2010,LT0,1,0.08
2012,NUTS,2010,LT0,1,0.138
2011,NUTS,2010,LT00,2,0.08
2012,NUTS,2010,LT00,2,0.138
2012,NUTS,2010,LT005,3,0.068
2012,NUTS,2010,LT006,3,0.132
2011,NUTS,2010,LT00A,3,0.211
2012,NUTS,2010,LT00A,3,0.32
2011,NUTS,2010,LU,0,0.041
2012,NUTS,2010,LU,0,0.019
2011,NUTS,2010,LU0,1,0.041
2012,NUTS,2010,LU0,1,0.019
2011,NUTS,2010,LU00,2,0.041
2012,NUTS,2010,LU00,2,0.019
2011,NUTS,2010,LU000,3,0.041
2012,NUTS,2010,LU000,3,0.019
2012,NUTS,2010,LV,0,0.061
2012,NUTS,2010,LV0,1,0.061
2012,NUTS,2010,LV00,2,0.061
2012,NUTS,2010,LV006,3,0.089
2012,NUTS,2010,LV007,3,0.061
2012,NUTS,2010,LV009,3,0.06
2011,NUTS,2010,NL,0,0.186
2012,NUTS,2010,NL,0,0.12
2011,NUTS,2010,NL1,1,0.125
2012,NUTS,2010,NL1,1,0.099
2011,NUTS,2010,NL11,2,0.083
2012,NUTS,2010,NL11,2,0.096
2011,NUTS,2010,NL113,3,0.097
2012,NUTS,2010,NL113,3,0.111
2011,NUTS,2010,NL12,2,0.276
2012,NUTS,2010,NL12,2,0.111
2011,NUTS,2010,NL121,3,0.411
2012,NUTS,2010,NL121,3,0.171
2011,NUTS,2010,NL123,3,0.168
2012,NUTS,2010,NL123,3,0.055
2011,NUTS,2010,NL13,2,0.013
2012,NUTS,2010,NL13,2,0.088
2011,NUTS,2010,NL131,3,0.033
2012,NUTS,2010,NL131,3,0.179
2012,NUTS,2010,NL132,3,0.056
2011,NUTS,2010,NL2,1,0.223
2012,NUTS,2010,NL2,1,0.117
2011,NUTS,2010,NL21,2,0.028
2012,NUTS,2010,NL21,2,0.038
2012,NUTS,2010,NL212,3,0.075
2011,NUTS,2010,NL213,3,0.052
2012,NUTS,2010,NL213,3,0.053
2011,NUTS,2010,NL22,2,0.358
2012,NUTS,2010,NL22,2,0.181
2011,NUTS,2010,NL221,3,0.606
2012,NUTS,2010,NL221,3,0.264
2011,NUTS,2010,NL224,3,0.267
2012,NUTS,2010,NL225,3,0.237
2011,NUTS,2010,NL226,3,0.309
2012,NUTS,2010,NL226,3,0.133
2011,NUTS,2010,NL23,2,0.071
2011,NUTS,2010,NL230,3,0.071
2011,NUTS,2010,NL3,1,0.157
2012,NUTS,2010,NL3,1,0.076
2011,NUTS,2010,NL31,2,0.205
2012,NUTS,2010,NL31,2,0.081
2011,NUTS,2010,NL310,3,0.205
2012,NUTS,2010,NL310,3,0.081
2011,NUTS,2010,NL32,2,0.115
2012,NUTS,2010,NL32,2,0.035
2011,NUTS,2010,NL321,3,0.054
2012,NUTS,2010,NL321,3,0.043
2011,NUTS,2010,NL323,3,0.059
2011,NUTS,2010,NL324,3,0.179
2011,NUTS,2010,NL326,3,0.133
2012,NUTS,2010,NL326,3,0.039
2011,NUTS,2010,NL327,3,0.139
2012,NUTS,2010,NL327,3,0.074
2011,NUTS,2010,NL33,2,0.19
2012,NUTS,2010,NL33,2,0.119
2011,NUTS,2010,NL332,3,0.052
2012,NUTS,2010,NL332,3,0.054
2011,NUTS,2010,NL333,3,0.996
2012,NUTS,2010,NL333,3,0.363
2011,NUTS,2010,NL337,3,0.387
2012,NUTS,2010,NL337,3,0.249
2011,NUTS,2010,NL338,3,0.043
2012,NUTS,2010,NL338,3,0.073
2011,NUTS,2010,NL339,3,0.101
2012,NUTS,2010,NL339,3,0.051
2011,NUTS,2010,NL33A,3,0.305
2012,NUTS,2010,NL33A,3,0.321
2011,NUTS,2010,NL4,1,0.261
2012,NUTS,2010,NL4,1,0.247
2011,NUTS,2010,NL41,2,0.193
2012,NUTS,2010,NL41,2,0.092
2011,NUTS,2010,NL411,3,0.284
2012,NUTS,2010,NL411,3,0.244
2011,NUTS,2010,NL412,3,0.022
2011,NUTS,2010,NL413,3,0.101
2012,NUTS,2010,NL413,3,0.02
2011,NUTS,2010,NL414,3,0.272
2012,NUTS,2010,NL414,3,0.075
2011,NUTS,2010,NL42,2,0.444
2012,NUTS,2010,NL42,2,0.674
2011,NUTS,2010,NL421,3,0.093
2011,NUTS,2010,NL422,3,1.772
2012,NUTS,2010,NL422,3,2.766
2011,NUTS,2010,NL423,3,0.127
2012,NUTS,2010,NL423,3,0.235
2011,NUTS,2010,NLZ,1,0.024
2012,NUTS,2010,NLZ,1,0.052
2011,NUTS,2010,NLZZ,2,0.024
2012,NUTS,2010,NLZZ,2,0.052
2011,NUTS,2010,NLZZZ,3,0.024
2012,NUTS,2010,NLZZZ,3,0.052
2011,NUTS,2010,NO,0,0.035
2012,NUTS,2010,NO,0,0.012
2011,NUTS,2010,NO0,1,0.045
2012,NUTS,2010,NO0,1,0.016
2011,NUTS,2010,NO01,2,0.103
2012,NUTS,2010,NO01,2,0.032
2011,NUTS,2010,NO011,3,0.144
2012,NUTS,2010,NO011,3,0.032
2011,NUTS,2010,NO012,3,0.02
2012,NUTS,2010,NO012,3,0.034
2011,NUTS,2010,NO02,2,0.022
2011,NUTS,2010,NO021,3,0.043
2011,NUTS,2010,NO03,2,0.004
2012,NUTS,2010,NO03,2,0.004
2011,NUTS,2010,NO032,3,0.014
2012,NUTS,2010,NO032,3,0.013
2011,NUTS,2010,NO04,2,0.024
2012,NUTS,2010,NO04,2,0.005
2011,NUTS,2010,NO043,3,0.036
2012,NUTS,2010,NO043,3,0.008
2011,NUTS,2010,NO05,2,0.004
2011,NUTS,2010,NO051,3,0.006
2011,NUTS,2010,NO06,2,0.09
2012,NUTS,2010,NO06,2,0.01
2011,NUTS,2010,NO061,3,0.121
2012,NUTS,2010,NO061,3,0.013
2012,NUTS,2010,NO07,2,0.042
2012,NUTS,2010,NO072,3,0.122
2011,NUTS,2010,PL,0,0.044
2012,NUTS,2010,PL,0,0.028
2011,NUTS,2010,PL1,1,0.105
2012,NUTS,2010,PL1,1,0.036
2011,NUTS,2010,PL11,2,0.145
2012,NUTS,2010,PL11,2,0.032
2011,NUTS,2010,PL113,3,0.095
2012,NUTS,2010,PL113,3,0.028
2012,NUTS,2010,PL114,3,0.078
2011,NUTS,2010,PL115,3,0.174
2011,NUTS,2010,PL117,3,0.582
2012,NUTS,2010,PL117,3,0.093
2011,NUTS,2010,PL12,2,0.094
2012,NUTS,2010,PL12,2,0.037
2011,NUTS,2010,PL127,3,0.12
2012,NUTS,2010,PL127,3,0.051
2011,NUTS,2010,PL129,3,0.02
2012,NUTS,2010,PL129,3,0.036
2011,NUTS,2010,PL12A,3,0.165
2012,NUTS,2010,PL12A,3,0.033
2011,NUTS,2010,PL2,1,0.013
2012,NUTS,2010,PL2,1,0.013
2012,NUTS,2010,PL21,2,0.033
2012,NUTS,2010,PL213,3,0.084
2011,NUTS,2010,PL22,2,0.02
2011,NUTS,2010,PL225,3,0.011
2011,NUTS,2010,PL227,3,0.022
2011,NUTS,2010,PL228,3,0.021
2011,NUTS,2010,PL229,3,0.025
2011,NUTS,2010,PL22A,3,0.034
2011,NUTS,2010,PL22B,3,0.01
2011,NUTS,2010,PL22C,3,0.024
2011,NUTS,2010,PL3,1,0.051
2012,NUTS,2010,PL3,1,0.031
2011,NUTS,2010,PL31,2,0.141
2012,NUTS,2010,PL31,2,0.081
2011,NUTS,2010,PL312,3,0.426
2012,NUTS,2010,PL314,3,0.15
2011,NUTS,2010,PL315,3,0.171
2012,NUTS,2010,PL315,3,0.08
2011,NUTS,2010,PL32,2,0.022
2011,NUTS,2010,PL323,3,0.112
2012,NUTS,2010,PL33,2,0.026
2012,NUTS,2010,PL331,3,0.039
2011,NUTS,2010,PL4,1,0.014
2012,NUTS,2010,PL4,1,0.013
2011,NUTS,2010,PL41,2,0.022
2012,NUTS,2010,PL41,2,0.022
2011,NUTS,2010,PL415,3,0.057
2012,NUTS,2010,PL415,3,0.018
2011,NUTS,2010,PL418,3,0.029
2012,NUTS,2010,PL418,3,0.083
2012,NUTS,2010,PL5,1,0.017
2012,NUTS,2010,PL51,2,0.021
2012,NUTS,2010,PL514,3,0.071
2011,NUTS,2010,PL6,1,0.031
2012,NUTS,2010,PL6,1,0.044
2011,NUTS,2010,PL61,2,0.012
2012,NUTS,2010,PL61,2,0.012
2011,NUTS,2010,PL63,2,0.062
2012,NUTS,2010,PL63,2,0.089
2011,NUTS,2010,PL633,3,0.094
2012,NUTS,2010,PL633,3,0.178
2011,NUTS,2010,PT,0,0.024
2012,NUTS,2010,PT,0,0.021
2011,NUTS,2010,PT1,1,0.026
2012,NUTS,2010,PT1,1,0.023
2011,NUTS,2010,PT11,2,0.036
2012,NUTS,2010,PT11,2,0.023
2011,NUTS,2010,PT112,3,0.027
2012,NUTS,2010,PT112,3,0.123
2011,NUTS,2010,PT15,2,0.068
2011,NUTS,2010,PT150,3,0.068
2011,NUTS,2010,PT16,2,0.01
2012,NUTS,2010,PT16,2,0.016
2011,NUTS,2010,PT16B,3,0.069
