year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_hes_pps_hab_kp05
2015,NUTS,2010,DED,1,174.1
2016,NUTS,2010,DED,1,176.8
2017,NUTS,2010,DED,1,186.1
2018,NUTS,2010,DED,1,197.8
2019,NUTS,2010,DED,1,205.3
1995,NUTS,2010,DED2,2,111.1
1996,NUTS,2010,DED2,2,117.2
1997,NUTS,2010,DED2,2,117.3
1998,NUTS,2010,DED2,2,116.4
1999,NUTS,2010,DED2,2,123.9
2000,NUTS,2010,DED2,2,128.0
2003,NUTS,2010,DED2,2,139.5
2004,NUTS,2010,DED2,2,134.3
2005,NUTS,2010,DED2,2,146.6
2006,NUTS,2010,DED2,2,127.3
2007,NUTS,2010,DED2,2,132.4
2008,NUTS,2010,DED2,2,156.5
2009,NUTS,2010,DED2,2,153.3
2010,NUTS,2010,DED2,2,181.7
2011,NUTS,2010,DED2,2,187.2
2012,NUTS,2010,DED2,2,194.7
2013,NUTS,2010,DED2,2,214.1
2014,NUTS,2010,DED2,2,208.3
2015,NUTS,2010,DED2,2,209.0
2016,NUTS,2010,DED2,2,210.9
2017,NUTS,2010,DED2,2,223.0
2018,NUTS,2010,DED2,2,242.4
2019,NUTS,2010,DED2,2,243.9
2011,NUTS,2010,DED4,2,115.9
2012,NUTS,2010,DED4,2,115.3
2013,NUTS,2010,DED4,2,128.0
2014,NUTS,2010,DED4,2,132.3
2015,NUTS,2010,DED4,2,119.2
2016,NUTS,2010,DED4,2,125.4
2017,NUTS,2010,DED4,2,131.7
2018,NUTS,2010,DED4,2,132.0
2019,NUTS,2010,DED4,2,140.4
2011,NUTS,2010,DED5,2,182.8
2012,NUTS,2010,DED5,2,190.4
2013,NUTS,2010,DED5,2,200.7
2014,NUTS,2010,DED5,2,200.3
2015,NUTS,2010,DED5,2,198.9
2016,NUTS,2010,DED5,2,197.2
2017,NUTS,2010,DED5,2,205.6
2018,NUTS,2010,DED5,2,220.8
2019,NUTS,2010,DED5,2,235.7
1993,NUTS,2010,DEE,1,66.3
1995,NUTS,2010,DEE,1,72.3
1996,NUTS,2010,DEE,1,73.8
1997,NUTS,2010,DEE,1,68.2
1998,NUTS,2010,DEE,1,76.2
1999,NUTS,2010,DEE,1,81.9
2000,NUTS,2010,DEE,1,85.8
2003,NUTS,2010,DEE,1,85.3
2004,NUTS,2010,DEE,1,77.9
2005,NUTS,2010,DEE,1,77.1
2006,NUTS,2010,DEE,1,70.1
2007,NUTS,2010,DEE,1,75.5
2008,NUTS,2010,DEE,1,78.9
2009,NUTS,2010,DEE,1,81.2
2010,NUTS,2010,DEE,1,92.6
2011,NUTS,2010,DEE,1,96.5
2012,NUTS,2010,DEE,1,97.4
2013,NUTS,2010,DEE,1,103.7
2014,NUTS,2010,DEE,1,110.5
2015,NUTS,2010,DEE,1,114.8
2016,NUTS,2010,DEE,1,124.6
2017,NUTS,2010,DEE,1,124.8
2018,NUTS,2010,DEE,1,135.9
2019,NUTS,2010,DEE,1,131.8
1993,NUTS,2010,DEE0,2,66.3
1995,NUTS,2010,DEE0,2,72.3
1996,NUTS,2010,DEE0,2,73.8
1997,NUTS,2010,DEE0,2,68.2
1998,NUTS,2010,DEE0,2,76.2
1999,NUTS,2010,DEE0,2,81.9
2000,NUTS,2010,DEE0,2,85.8
2003,NUTS,2010,DEE0,2,85.3
2004,NUTS,2010,DEE0,2,77.9
2005,NUTS,2010,DEE0,2,77.1
2006,NUTS,2010,DEE0,2,70.1
2007,NUTS,2010,DEE0,2,75.5
2008,NUTS,2010,DEE0,2,78.9
2009,NUTS,2010,DEE0,2,81.2
2010,NUTS,2010,DEE0,2,92.6
2011,NUTS,2010,DEE0,2,96.5
2012,NUTS,2010,DEE0,2,97.4
2013,NUTS,2010,DEE0,2,103.7
2014,NUTS,2010,DEE0,2,110.5
2015,NUTS,2010,DEE0,2,114.8
2016,NUTS,2010,DEE0,2,124.6
2017,NUTS,2010,DEE0,2,124.8
2018,NUTS,2010,DEE0,2,135.9
2019,NUTS,2010,DEE0,2,131.8
1991,NUTS,2010,DEF,1,82.9
1993,NUTS,2010,DEF,1,75.6
1995,NUTS,2010,DEF,1,74.9
1996,NUTS,2010,DEF,1,76.9
1997,NUTS,2010,DEF,1,73.7
1998,NUTS,2010,DEF,1,63.5
1999,NUTS,2010,DEF,1,70.1
2000,NUTS,2010,DEF,1,69.2
2003,NUTS,2010,DEF,1,75.2
2004,NUTS,2010,DEF,1,65.3
2005,NUTS,2010,DEF,1,69.6
2006,NUTS,2010,DEF,1,80.1
2007,NUTS,2010,DEF,1,79.2
2008,NUTS,2010,DEF,1,83.4
2009,NUTS,2010,DEF,1,81.5
2010,NUTS,2010,DEF,1,84.9
2011,NUTS,2010,DEF,1,88.8
2012,NUTS,2010,DEF,1,91.1
2013,NUTS,2010,DEF,1,86.9
2014,NUTS,2010,DEF,1,90.0
2015,NUTS,2010,DEF,1,89.0
2016,NUTS,2010,DEF,1,99.4
2017,NUTS,2010,DEF,1,99.0
2018,NUTS,2010,DEF,1,113.7
2019,NUTS,2010,DEF,1,138.0
1991,NUTS,2010,DEF0,2,82.9
1993,NUTS,2010,DEF0,2,75.6
1995,NUTS,2010,DEF0,2,74.9
1996,NUTS,2010,DEF0,2,76.9
1997,NUTS,2010,DEF0,2,73.7
1998,NUTS,2010,DEF0,2,63.5
1999,NUTS,2010,DEF0,2,70.1
2000,NUTS,2010,DEF0,2,69.2
2003,NUTS,2010,DEF0,2,75.2
2004,NUTS,2010,DEF0,2,65.3
2005,NUTS,2010,DEF0,2,69.6
2006,NUTS,2010,DEF0,2,80.1
2007,NUTS,2010,DEF0,2,79.2
2008,NUTS,2010,DEF0,2,83.4
2009,NUTS,2010,DEF0,2,81.5
2010,NUTS,2010,DEF0,2,84.9
2011,NUTS,2010,DEF0,2,88.8
2012,NUTS,2010,DEF0,2,91.1
2013,NUTS,2010,DEF0,2,86.9
2014,NUTS,2010,DEF0,2,90.0
2015,NUTS,2010,DEF0,2,89.0
2016,NUTS,2010,DEF0,2,99.4
2017,NUTS,2010,DEF0,2,99.0
2018,NUTS,2010,DEF0,2,113.7
2019,NUTS,2010,DEF0,2,138.0
1993,NUTS,2010,DEG,1,68.7
1995,NUTS,2010,DEG,1,69.7
1996,NUTS,2010,DEG,1,76.0
1997,NUTS,2010,DEG,1,69.0
1998,NUTS,2010,DEG,1,71.0
1999,NUTS,2010,DEG,1,75.5
2000,NUTS,2010,DEG,1,79.3
2003,NUTS,2010,DEG,1,84.3
2004,NUTS,2010,DEG,1,84.6
2005,NUTS,2010,DEG,1,86.2
2006,NUTS,2010,DEG,1,88.5
2007,NUTS,2010,DEG,1,89.6
2008,NUTS,2010,DEG,1,98.7
2009,NUTS,2010,DEG,1,105.1
2010,NUTS,2010,DEG,1,117.1
2011,NUTS,2010,DEG,1,126.2
2012,NUTS,2010,DEG,1,130.1
2013,NUTS,2010,DEG,1,130.0
2014,NUTS,2010,DEG,1,128.8
2015,NUTS,2010,DEG,1,129.3
2016,NUTS,2010,DEG,1,132.0
2017,NUTS,2010,DEG,1,138.8
2018,NUTS,2010,DEG,1,139.0
2019,NUTS,2010,DEG,1,149.4
1993,NUTS,2010,DEG0,2,68.7
1995,NUTS,2010,DEG0,2,69.7
1996,NUTS,2010,DEG0,2,76.0
1997,NUTS,2010,DEG0,2,69.0
1998,NUTS,2010,DEG0,2,71.0
1999,NUTS,2010,DEG0,2,75.5
2000,NUTS,2010,DEG0,2,79.3
2003,NUTS,2010,DEG0,2,84.3
2004,NUTS,2010,DEG0,2,84.6
2005,NUTS,2010,DEG0,2,86.2
2006,NUTS,2010,DEG0,2,88.5
2007,NUTS,2010,DEG0,2,89.6
2008,NUTS,2010,DEG0,2,98.7
2009,NUTS,2010,DEG0,2,105.1
2010,NUTS,2010,DEG0,2,117.1
2011,NUTS,2010,DEG0,2,126.2
2012,NUTS,2010,DEG0,2,130.1
2013,NUTS,2010,DEG0,2,130.0
2014,NUTS,2010,DEG0,2,128.8
2015,NUTS,2010,DEG0,2,129.3
2016,NUTS,2010,DEG0,2,132.0
2017,NUTS,2010,DEG0,2,138.8
2018,NUTS,2010,DEG0,2,139.0
2019,NUTS,2010,DEG0,2,149.4
1981,NUTS,2010,DK,0,46.6
1982,NUTS,2010,DK,0,47.9
1983,NUTS,2010,DK,0,50.3
1984,NUTS,2010,DK,0,53.0
1985,NUTS,2010,DK,0,56.0
1986,NUTS,2010,DK,0,62.0
1987,NUTS,2010,DK,0,66.0
1988,NUTS,2010,DK,0,71.2
1989,NUTS,2010,DK,0,75.2
1990,NUTS,2010,DK,0,76.1
1991,NUTS,2010,DK,0,76.7
1992,NUTS,2010,DK,0,80.0
1993,NUTS,2010,DK,0,84.0
1995,NUTS,2010,DK,0,102.9
1996,NUTS,2010,DK,0,93.7
1997,NUTS,2010,DK,0,103.2
1998,NUTS,2010,DK,0,100.9
1999,NUTS,2010,DK,0,106.4
2000,NUTS,2010,DK,0,115.0
2001,NUTS,2010,DK,0,117.5
2002,NUTS,2010,DK,0,150.6
2003,NUTS,2010,DK,0,156.1
2004,NUTS,2010,DK,0,162.0
2005,NUTS,2010,DK,0,165.1
2006,NUTS,2010,DK,0,180.6
2007,NUTS,2010,DK,0,193.8
2008,NUTS,2010,DK,0,217.7
2009,NUTS,2010,DK,0,231.1
2010,NUTS,2010,DK,0,244.7
2011,NUTS,2010,DK,0,253.8
2012,NUTS,2010,DK,0,262.9
2013,NUTS,2010,DK,0,282.1
2014,NUTS,2010,DK,0,277.0
2015,NUTS,2010,DK,0,299.2
2016,NUTS,2010,DK,0,295.7
2017,NUTS,2010,DK,0,293.6
2018,NUTS,2010,DK,0,305.0
2019,NUTS,2010,DK,0,311.2
2020,NUTS,2010,DK,0,329.9
1981,NUTS,2010,DK0,1,46.6
1982,NUTS,2010,DK0,1,47.9
1983,NUTS,2010,DK0,1,50.3
1984,NUTS,2010,DK0,1,53.0
1985,NUTS,2010,DK0,1,56.0
1986,NUTS,2010,DK0,1,62.0
1987,NUTS,2010,DK0,1,66.0
1988,NUTS,2010,DK0,1,71.2
1989,NUTS,2010,DK0,1,75.2
1990,NUTS,2010,DK0,1,76.1
1991,NUTS,2010,DK0,1,76.7
1992,NUTS,2010,DK0,1,80.0
1993,NUTS,2010,DK0,1,84.0
1995,NUTS,2010,DK0,1,102.9
1996,NUTS,2010,DK0,1,93.7
1997,NUTS,2010,DK0,1,103.2
1998,NUTS,2010,DK0,1,100.9
1999,NUTS,2010,DK0,1,106.4
2000,NUTS,2010,DK0,1,115.0
2001,NUTS,2010,DK0,1,116.6
2002,NUTS,2010,DK0,1,150.6
2003,NUTS,2010,DK0,1,156.1
2004,NUTS,2010,DK0,1,162.4
2005,NUTS,2010,DK0,1,165.1
2006,NUTS,2010,DK0,1,180.6
2007,NUTS,2010,DK0,1,193.9
2008,NUTS,2010,DK0,1,217.7
2009,NUTS,2010,DK0,1,238.5
2010,NUTS,2010,DK0,1,244.7
2011,NUTS,2010,DK0,1,254.3
2012,NUTS,2010,DK0,1,270.3
2013,NUTS,2010,DK0,1,281.0
2014,NUTS,2010,DK0,1,277.0
2015,NUTS,2010,DK0,1,299.2
2016,NUTS,2010,DK0,1,295.7
2017,NUTS,2010,DK0,1,293.6
2018,NUTS,2010,DK0,1,305.0
2019,NUTS,2010,DK0,1,311.2
2020,NUTS,2010,DK0,1,329.9
2007,NUTS,2010,DK01,2,306.0
2009,NUTS,2010,DK01,2,425.4
2010,NUTS,2010,DK01,2,432.8
2011,NUTS,2010,DK01,2,442.3
2012,NUTS,2010,DK01,2,475.9
2013,NUTS,2010,DK01,2,474.9
2014,NUTS,2010,DK01,2,490.2
2015,NUTS,2010,DK01,2,521.3
2016,NUTS,2010,DK01,2,518.3
2017,NUTS,2010,DK01,2,514.2
2019,NUTS,2010,DK01,2,548.1
2007,NUTS,2010,DK02,2,115.8
2009,NUTS,2010,DK02,2,108.9
2010,NUTS,2010,DK02,2,100.8
2011,NUTS,2010,DK02,2,90.0
2012,NUTS,2010,DK02,2,87.0
2013,NUTS,2010,DK02,2,85.8
2014,NUTS,2010,DK02,2,94.9
2015,NUTS,2010,DK02,2,108.4
2016,NUTS,2010,DK02,2,112.0
2017,NUTS,2010,DK02,2,112.6
2019,NUTS,2010,DK02,2,107.0
2007,NUTS,2010,DK03,2,71.8
2009,NUTS,2010,DK03,2,117.5
2010,NUTS,2010,DK03,2,125.7
2011,NUTS,2010,DK03,2,127.7
2012,NUTS,2010,DK03,2,139.2
2013,NUTS,2010,DK03,2,152.9
2014,NUTS,2010,DK03,2,155.0
2015,NUTS,2010,DK03,2,163.9
2016,NUTS,2010,DK03,2,154.4
2017,NUTS,2010,DK03,2,129.2
2019,NUTS,2010,DK03,2,134.6
2007,NUTS,2010,DK04,2,204.7
2009,NUTS,2010,DK04,2,214.4
2010,NUTS,2010,DK04,2,226.7
2011,NUTS,2010,DK04,2,249.3
2012,NUTS,2010,DK04,2,259.6
2013,NUTS,2010,DK04,2,284.7
2014,NUTS,2010,DK04,2,229.3
2015,NUTS,2010,DK04,2,265.7
2016,NUTS,2010,DK04,2,254.5
2017,NUTS,2010,DK04,2,242.9
2019,NUTS,2010,DK04,2,254.9
2007,NUTS,2010,DK05,2,214.0
2009,NUTS,2010,DK05,2,188.5
2010,NUTS,2010,DK05,2,188.8
2011,NUTS,2010,DK05,2,208.6
2012,NUTS,2010,DK05,2,215.8
2013,NUTS,2010,DK05,2,233.7
2014,NUTS,2010,DK05,2,248.6
2015,NUTS,2010,DK05,2,247.0
2016,NUTS,2010,DK05,2,258.6
2017,NUTS,2010,DK05,2,324.6
2019,NUTS,2010,DK05,2,355.9
2000,NUTS,2010,EA19,2,85.8
2001,NUTS,2010,EA19,2,90.1
2002,NUTS,2010,EA19,2,93.8
2003,NUTS,2010,EA19,2,95.4
2004,NUTS,2010,EA19,2,94.2
2005,NUTS,2010,EA19,2,94.8
2006,NUTS,2010,EA19,2,97.9
2007,NUTS,2010,EA19,2,100.8
2008,NUTS,2010,EA19,2,108.3
2009,NUTS,2010,EA19,2,112.4
2010,NUTS,2010,EA19,2,116.2
2011,NUTS,2010,EA19,2,116.8
2012,NUTS,2010,EA19,2,116.6
2013,NUTS,2010,EA19,2,117.8
2014,NUTS,2010,EA19,2,118.2
2015,NUTS,2010,EA19,2,119.5
2016,NUTS,2010,EA19,2,119.7
2017,NUTS,2010,EA19,2,121.9
2018,NUTS,2010,EA19,2,125.0
2019,NUTS,2010,EA19,2,127.7
2020,NUTS,2010,EA19,2,127.6
1995,NUTS,2010,EE,0,10.4
1996,NUTS,2010,EE,0,12.6
1997,NUTS,2010,EE,0,24.8
1998,NUTS,2010,EE,0,26.9
1999,NUTS,2010,EE,0,29.6
2000,NUTS,2010,EE,0,29.1
2001,NUTS,2010,EE,0,34.8
2002,NUTS,2010,EE,0,36.1
2003,NUTS,2010,EE,0,41.5
2004,NUTS,2010,EE,0,47.4
2005,NUTS,2010,EE,0,51.6
2006,NUTS,2010,EE,0,67.8
2007,NUTS,2010,EE,0,71.8
2008,NUTS,2010,EE,0,83.0
2009,NUTS,2010,EE,0,77.8
2010,NUTS,2010,EE,0,81.4
2011,NUTS,2010,EE,0,93.6
2012,NUTS,2010,EE,0,103.1
2013,NUTS,2010,EE,0,112.2
2014,NUTS,2010,EE,0,100.7
2015,NUTS,2010,EE,0,98.4
2016,NUTS,2010,EE,0,73.8
2017,NUTS,2010,EE,0,89.4
2018,NUTS,2010,EE,0,115.8
2019,NUTS,2010,EE,0,109.6
2020,NUTS,2010,EE,0,110.8
1995,NUTS,2010,EE0,1,10.4
1996,NUTS,2010,EE0,1,12.6
1997,NUTS,2010,EE0,1,24.8
1998,NUTS,2010,EE0,1,26.9
1999,NUTS,2010,EE0,1,29.6
2000,NUTS,2010,EE0,1,29.1
2001,NUTS,2010,EE0,1,34.8
2002,NUTS,2010,EE0,1,36.1
2003,NUTS,2010,EE0,1,41.5
2004,NUTS,2010,EE0,1,47.4
2005,NUTS,2010,EE0,1,51.6
2006,NUTS,2010,EE0,1,67.8
2007,NUTS,2010,EE0,1,71.8
2008,NUTS,2010,EE0,1,83.0
2009,NUTS,2010,EE0,1,77.8
2010,NUTS,2010,EE0,1,81.4
2011,NUTS,2010,EE0,1,93.6
2012,NUTS,2010,EE0,1,103.1
2013,NUTS,2010,EE0,1,112.2
2014,NUTS,2010,EE0,1,100.7
2015,NUTS,2010,EE0,1,98.4
2016,NUTS,2010,EE0,1,73.8
2017,NUTS,2010,EE0,1,89.4
2018,NUTS,2010,EE0,1,115.8
2019,NUTS,2010,EE0,1,109.6
2020,NUTS,2010,EE0,1,110.8
1995,NUTS,2010,EE00,2,10.4
1996,NUTS,2010,EE00,2,12.6
1997,NUTS,2010,EE00,2,24.8
1998,NUTS,2010,EE00,2,26.9
1999,NUTS,2010,EE00,2,29.6
2000,NUTS,2010,EE00,2,29.1
2001,NUTS,2010,EE00,2,34.8
2002,NUTS,2010,EE00,2,36.1
2003,NUTS,2010,EE00,2,41.5
2004,NUTS,2010,EE00,2,47.4
2005,NUTS,2010,EE00,2,51.6
2006,NUTS,2010,EE00,2,67.8
2007,NUTS,2010,EE00,2,71.8
2008,NUTS,2010,EE00,2,83.0
2009,NUTS,2010,EE00,2,77.8
2010,NUTS,2010,EE00,2,81.4
2011,NUTS,2010,EE00,2,93.6
2012,NUTS,2010,EE00,2,103.1
2013,NUTS,2010,EE00,2,112.2
2014,NUTS,2010,EE00,2,100.7
2015,NUTS,2010,EE00,2,98.4
2016,NUTS,2010,EE00,2,73.8
2017,NUTS,2010,EE00,2,89.4
2018,NUTS,2010,EE00,2,115.8
2019,NUTS,2010,EE00,2,109.6
2020,NUTS,2010,EE00,2,110.8
1995,NUTS,2010,EL,0,27.9
1997,NUTS,2010,EL,0,34.9
1999,NUTS,2010,EL,0,47.9
2001,NUTS,2010,EL,0,45.9
2003,NUTS,2010,EL,0,50.9
2004,NUTS,2010,EL,0,53.1
2005,NUTS,2010,EL,0,57.7
2006,NUTS,2010,EL,0,59.3
2007,NUTS,2010,EL,0,64.6
2008,NUTS,2010,EL,0,50.5
2009,NUTS,2010,EL,0,49.5
2010,NUTS,2010,EL,0,43.9
2011,NUTS,2010,EL,0,50.3
2012,NUTS,2010,EL,0,48.3
2013,NUTS,2010,EL,0,51.1
2014,NUTS,2010,EL,0,52.9
2015,NUTS,2010,EL,0,62.1
2016,NUTS,2010,EL,0,54.6
2017,NUTS,2010,EL,0,56.3
2018,NUTS,2010,EL,0,60.6
2019,NUTS,2010,EL,0,70.1
2020,NUTS,2010,EL,0,76.5
1995,NUTS,2010,EL3,1,35.7
1997,NUTS,2010,EL3,1,41.7
1999,NUTS,2010,EL3,1,55.4
2001,NUTS,2010,EL3,1,54.0
2003,NUTS,2010,EL3,1,62.0
2005,NUTS,2010,EL3,1,70.0
2011,NUTS,2010,EL3,1,55.8
2013,NUTS,2010,EL3,1,55.1
2015,NUTS,2010,EL3,1,73.9
2017,NUTS,2010,EL3,1,62.9
2018,NUTS,2010,EL3,1,69.8
2019,NUTS,2010,EL3,1,82.0
1995,NUTS,2010,EL30,2,35.7
1997,NUTS,2010,EL30,2,41.7
1999,NUTS,2010,EL30,2,55.4
2001,NUTS,2010,EL30,2,54.0
2003,NUTS,2010,EL30,2,62.0
2005,NUTS,2010,EL30,2,70.0
2011,NUTS,2010,EL30,2,55.8
2013,NUTS,2010,EL30,2,55.1
2015,NUTS,2010,EL30,2,73.9
2017,NUTS,2010,EL30,2,62.9
2018,NUTS,2010,EL30,2,69.8
2019,NUTS,2010,EL30,2,82.0
1995,NUTS,2010,EL4,1,24.2
1997,NUTS,2010,EL4,1,33.1
1999,NUTS,2010,EL4,1,41.7
2001,NUTS,2010,EL4,1,40.3
2003,NUTS,2010,EL4,1,54.8
2005,NUTS,2010,EL4,1,61.2
2011,NUTS,2010,EL4,1,58.5
2013,NUTS,2010,EL4,1,68.2
2015,NUTS,2010,EL4,1,65.0
2017,NUTS,2010,EL4,1,59.2
2018,NUTS,2010,EL4,1,60.3
2019,NUTS,2010,EL4,1,66.0
1995,NUTS,2010,EL41,2,18.5
1997,NUTS,2010,EL41,2,31.7
1999,NUTS,2010,EL41,2,25.6
2001,NUTS,2010,EL41,2,40.8
2003,NUTS,2010,EL41,2,56.2
2005,NUTS,2010,EL41,2,67.7
2011,NUTS,2010,EL41,2,55.8
2013,NUTS,2010,EL41,2,85.1
2015,NUTS,2010,EL41,2,57.4
2017,NUTS,2010,EL41,2,50.9
2018,NUTS,2010,EL41,2,43.9
2019,NUTS,2010,EL41,2,50.5
1995,NUTS,2010,EL42,2,8.6
1997,NUTS,2010,EL42,2,2.5
1999,NUTS,2010,EL42,2,4.2
2001,NUTS,2010,EL42,2,10.7
2003,NUTS,2010,EL42,2,15.2
2005,NUTS,2010,EL42,2,21.2
2011,NUTS,2010,EL42,2,15.3
2013,NUTS,2010,EL42,2,19.2
2015,NUTS,2010,EL42,2,12.5
2017,NUTS,2010,EL42,2,14.5
2018,NUTS,2010,EL42,2,12.3
2019,NUTS,2010,EL42,2,12.5
1995,NUTS,2010,EL43,2,34.1
1997,NUTS,2010,EL43,2,49.4
1999,NUTS,2010,EL43,2,66.9
2001,NUTS,2010,EL43,2,56.0
2003,NUTS,2010,EL43,2,75.5
2005,NUTS,2010,EL43,2,80.5
2011,NUTS,2010,EL43,2,82.3
2013,NUTS,2010,EL43,2,88.9
2015,NUTS,2010,EL43,2,95.3
2017,NUTS,2010,EL43,2,85.8
2018,NUTS,2010,EL43,2,91.5
2019,NUTS,2010,EL43,2,100.4
2011,NUTS,2010,EL5,1,53.6
2013,NUTS,2010,EL5,1,51.8
2015,NUTS,2010,EL5,1,59.0
2017,NUTS,2010,EL5,1,53.3
2018,NUTS,2010,EL5,1,57.0
2019,NUTS,2010,EL5,1,67.3
1995,NUTS,2010,EL51,2,19.9
1997,NUTS,2010,EL51,2,26.2
1999,NUTS,2010,EL51,2,40.6
2001,NUTS,2010,EL51,2,41.8
2003,NUTS,2010,EL51,2,37.9
2005,NUTS,2010,EL51,2,41.6
2011,NUTS,2010,EL51,2,46.7
2013,NUTS,2010,EL51,2,39.3
2015,NUTS,2010,EL51,2,54.3
2017,NUTS,2010,EL51,2,51.8
2018,NUTS,2010,EL51,2,52.2
2019,NUTS,2010,EL51,2,61.6
1995,NUTS,2010,EL52,2,42.2
1997,NUTS,2010,EL52,2,51.5
1999,NUTS,2010,EL52,2,64.3
2001,NUTS,2010,EL52,2,60.2
2003,NUTS,2010,EL52,2,56.0
2005,NUTS,2010,EL52,2,59.6
2011,NUTS,2010,EL52,2,54.0
2013,NUTS,2010,EL52,2,52.1
2015,NUTS,2010,EL52,2,55.8
2017,NUTS,2010,EL52,2,47.5
2018,NUTS,2010,EL52,2,52.0
2019,NUTS,2010,EL52,2,61.3
1995,NUTS,2010,EL53,2,2.6
1997,NUTS,2010,EL53,2,3.4
1999,NUTS,2010,EL53,2,6.0
2001,NUTS,2010,EL53,2,2.8
2003,NUTS,2010,EL53,2,17.5
2005,NUTS,2010,EL53,2,11.9
2011,NUTS,2010,EL53,2,20.8
2013,NUTS,2010,EL53,2,36.8
2015,NUTS,2010,EL53,2,25.1
2017,NUTS,2010,EL53,2,26.5
2018,NUTS,2010,EL53,2,33.1
2019,NUTS,2010,EL53,2,31.7
1995,NUTS,2010,EL54,2,38.4
1997,NUTS,2010,EL54,2,53.3
1999,NUTS,2010,EL54,2,92.4
2001,NUTS,2010,EL54,2,91.5
2003,NUTS,2010,EL54,2,79.8
2005,NUTS,2010,EL54,2,96.6
2011,NUTS,2010,EL54,2,90.9
2013,NUTS,2010,EL54,2,84.6
2015,NUTS,2010,EL54,2,112.4
2017,NUTS,2010,EL54,2,109.8
2018,NUTS,2010,EL54,2,113.2
2019,NUTS,2010,EL54,2,139.9
2011,NUTS,2010,EL6,1,35.3
2013,NUTS,2010,EL6,1,37.4
2015,NUTS,2010,EL6,1,48.0
2017,NUTS,2010,EL6,1,49.2
2018,NUTS,2010,EL6,1,52.1
2019,NUTS,2010,EL6,1,58.5
1995,NUTS,2010,EL61,2,8.1
1997,NUTS,2010,EL61,2,9.4
1999,NUTS,2010,EL61,2,27.1
2001,NUTS,2010,EL61,2,22.6
2003,NUTS,2010,EL61,2,31.0
2005,NUTS,2010,EL61,2,41.8
2011,NUTS,2010,EL61,2,39.7
2013,NUTS,2010,EL61,2,44.0
2015,NUTS,2010,EL61,2,54.8
2017,NUTS,2010,EL61,2,62.0
2018,NUTS,2010,EL61,2,69.5
2019,NUTS,2010,EL61,2,84.1
1995,NUTS,2010,EL62,2,9.0
1997,NUTS,2010,EL62,2,17.5
1999,NUTS,2010,EL62,2,14.4
2001,NUTS,2010,EL62,2,16.0
2003,NUTS,2010,EL62,2,15.4
2005,NUTS,2010,EL62,2,24.9
2011,NUTS,2010,EL62,2,16.1
2013,NUTS,2010,EL62,2,22.6
2015,NUTS,2010,EL62,2,46.0
2017,NUTS,2010,EL62,2,26.3
2018,NUTS,2010,EL62,2,30.1
2019,NUTS,2010,EL62,2,35.6
1995,NUTS,2010,EL63,2,39.2
1997,NUTS,2010,EL63,2,58.1
1999,NUTS,2010,EL63,2,84.2
2001,NUTS,2010,EL63,2,79.0
2003,NUTS,2010,EL63,2,94.2
2005,NUTS,2010,EL63,2,72.0
2011,NUTS,2010,EL63,2,81.9
2013,NUTS,2010,EL63,2,76.7
2015,NUTS,2010,EL63,2,96.5
2017,NUTS,2010,EL63,2,112.5
2018,NUTS,2010,EL63,2,112.4
2019,NUTS,2010,EL63,2,117.9
1995,NUTS,2010,EL64,2,0.0
1997,NUTS,2010,EL64,2,0.1
1999,NUTS,2010,EL64,2,0.2
2001,NUTS,2010,EL64,2,0.4
2003,NUTS,2010,EL64,2,0.4
2005,NUTS,2010,EL64,2,2.9
2011,NUTS,2010,EL64,2,4.2
2013,NUTS,2010,EL64,2,7.2
2015,NUTS,2010,EL64,2,12.5
2017,NUTS,2010,EL64,2,6.8
2018,NUTS,2010,EL64,2,7.4
2019,NUTS,2010,EL64,2,9.1
1995,NUTS,2010,EL65,2,0.3
1999,NUTS,2010,EL65,2,0.0
2001,NUTS,2010,EL65,2,0.1
2003,NUTS,2010,EL65,2,0.8
2005,NUTS,2010,EL65,2,44.1
2011,NUTS,2010,EL65,2,11.6
2013,NUTS,2010,EL65,2,17.5
2015,NUTS,2010,EL65,2,18.1
2017,NUTS,2010,EL65,2,9.5
2018,NUTS,2010,EL65,2,12.0
2019,NUTS,2010,EL65,2,14.9
1995,NUTS,2010,ES,0,42.8
1996,NUTS,2010,ES,0,45.0
1997,NUTS,2010,ES,0,46.6
1998,NUTS,2010,ES,0,49.2
1999,NUTS,2010,ES,0,50.0
2000,NUTS,2010,ES,0,54.2
2001,NUTS,2010,ES,0,58.9
2002,NUTS,2010,ES,0,62.4
2003,NUTS,2010,ES,0,68.6
2004,NUTS,2010,ES,0,68.8
2005,NUTS,2010,ES,0,72.8
2006,NUTS,2010,ES,0,75.9
2007,NUTS,2010,ES,0,77.8
2008,NUTS,2010,ES,0,83.3
2009,NUTS,2010,ES,0,84.8
2010,NUTS,2010,ES,0,85.6
2011,NUTS,2010,ES,0,82.8
2012,NUTS,2010,ES,0,76.7
2013,NUTS,2010,ES,0,75.1
2014,NUTS,2010,ES,0,74.8
2015,NUTS,2010,ES,0,76.5
2016,NUTS,2010,ES,0,75.1
2017,NUTS,2010,ES,0,77.3
2018,NUTS,2010,ES,0,78.9
2019,NUTS,2010,ES,0,81.2
2020,NUTS,2010,ES,0,80.8
1995,NUTS,2010,ES1,1,39.7
1996,NUTS,2010,ES1,1,40.0
1997,NUTS,2010,ES1,1,39.6
