year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_pc_act_fte_bes_total_t
2011,NUTS,2010,UKG1,2,0.9133
2012,NUTS,2010,UKG1,2,1.0553
2013,NUTS,2010,UKG1,2,1.1169
2014,NUTS,2010,UKG1,2,1.3245
2015,NUTS,2010,UKG1,2,1.3652
2016,NUTS,2010,UKG1,2,1.2839
2017,NUTS,2010,UKG1,2,1.7865
2018,NUTS,2010,UKG1,2,2.1564
2002,NUTS,2010,UKG2,2,0.2691
2003,NUTS,2010,UKG2,2,0.2124
2004,NUTS,2010,UKG2,2,0.1831
2005,NUTS,2010,UKG2,2,0.1832
2006,NUTS,2010,UKG2,2,0.1735
2007,NUTS,2010,UKG2,2,0.2733
2008,NUTS,2010,UKG2,2,0.1814
2009,NUTS,2010,UKG2,2,0.1991
2010,NUTS,2010,UKG2,2,0.2547
2011,NUTS,2010,UKG2,2,0.2563
2012,NUTS,2010,UKG2,2,0.2422
2013,NUTS,2010,UKG2,2,0.2786
2014,NUTS,2010,UKG2,2,0.3082
2015,NUTS,2010,UKG2,2,0.3227
2016,NUTS,2010,UKG2,2,0.313
2017,NUTS,2010,UKG2,2,0.3547
2018,NUTS,2010,UKG2,2,0.4534
2002,NUTS,2010,UKG3,2,0.6398
2003,NUTS,2010,UKG3,2,0.5337
2004,NUTS,2010,UKG3,2,0.4753
2005,NUTS,2010,UKG3,2,0.451
2006,NUTS,2010,UKG3,2,0.4427
2007,NUTS,2010,UKG3,2,0.4322
2008,NUTS,2010,UKG3,2,0.404
2009,NUTS,2010,UKG3,2,0.4007
2010,NUTS,2010,UKG3,2,0.3097
2011,NUTS,2010,UKG3,2,0.3181
2012,NUTS,2010,UKG3,2,0.3545
2013,NUTS,2010,UKG3,2,0.4496
2014,NUTS,2010,UKG3,2,0.5245
2015,NUTS,2010,UKG3,2,0.5547
2016,NUTS,2010,UKG3,2,0.5675
2017,NUTS,2010,UKG3,2,0.5588
2018,NUTS,2010,UKG3,2,0.6079
1999,NUTS,2010,UKH,1,1.1258
2000,NUTS,2010,UKH,1,1.1223
2001,NUTS,2010,UKH,1,1.1306
2002,NUTS,2010,UKH,1,1.0678
2003,NUTS,2010,UKH,1,1.1407
2004,NUTS,2010,UKH,1,1.0128
2005,NUTS,2010,UKH,1,1.0652
2006,NUTS,2010,UKH,1,0.9551
2007,NUTS,2010,UKH,1,1.1063
2008,NUTS,2010,UKH,1,0.9728
2009,NUTS,2010,UKH,1,1.0747
2010,NUTS,2010,UKH,1,1.0359
2011,NUTS,2010,UKH,1,1.0397
2012,NUTS,2010,UKH,1,0.9517
2013,NUTS,2010,UKH,1,1.0635
2014,NUTS,2010,UKH,1,1.0865
2015,NUTS,2010,UKH,1,1.1276
2016,NUTS,2010,UKH,1,1.1778
2017,NUTS,2010,UKH,1,1.1888
2018,NUTS,2010,UKH,1,1.2705
2002,NUTS,2010,UKH1,2,1.0045
2003,NUTS,2010,UKH1,2,1.3955
2004,NUTS,2010,UKH1,2,1.0434
2005,NUTS,2010,UKH1,2,1.0814
2006,NUTS,2010,UKH1,2,1.0085
2007,NUTS,2010,UKH1,2,1.1457
2008,NUTS,2010,UKH1,2,1.0737
2009,NUTS,2010,UKH1,2,1.2082
2010,NUTS,2010,UKH1,2,1.241
2011,NUTS,2010,UKH1,2,1.2327
2012,NUTS,2010,UKH1,2,1.1783
2013,NUTS,2010,UKH1,2,1.2613
2014,NUTS,2010,UKH1,2,1.3325
2015,NUTS,2010,UKH1,2,1.4294
2016,NUTS,2010,UKH1,2,1.4721
2017,NUTS,2010,UKH1,2,1.5965
2018,NUTS,2010,UKH1,2,1.7929
2002,NUTS,2010,UKH2,2,1.3133
2003,NUTS,2010,UKH2,2,1.0629
2004,NUTS,2010,UKH2,2,1.1841
2005,NUTS,2010,UKH2,2,1.1794
2006,NUTS,2010,UKH2,2,1.0606
2007,NUTS,2010,UKH2,2,0.9373
2008,NUTS,2010,UKH2,2,0.9115
2009,NUTS,2010,UKH2,2,1.0418
2010,NUTS,2010,UKH2,2,0.9836
2011,NUTS,2010,UKH2,2,1.0019
2012,NUTS,2010,UKH2,2,0.962
2013,NUTS,2010,UKH2,2,1.2277
2014,NUTS,2010,UKH2,2,1.1366
2015,NUTS,2010,UKH2,2,1.1943
2016,NUTS,2010,UKH2,2,1.2609
2017,NUTS,2010,UKH2,2,1.2257
2018,NUTS,2010,UKH2,2,1.2653
2002,NUTS,2010,UKH3,2,0.9013
2003,NUTS,2010,UKH3,2,0.8691
2004,NUTS,2010,UKH3,2,0.7926
2005,NUTS,2010,UKH3,2,0.9288
2006,NUTS,2010,UKH3,2,0.7773
2007,NUTS,2010,UKH3,2,1.2178
2008,NUTS,2010,UKH3,2,0.8946
2009,NUTS,2010,UKH3,2,0.9213
2010,NUTS,2010,UKH3,2,0.8085
2011,NUTS,2010,UKH3,2,0.8109
2012,NUTS,2010,UKH3,2,0.6255
2013,NUTS,2010,UKH3,2,0.6194
2014,NUTS,2010,UKH3,2,0.67
2015,NUTS,2010,UKH3,2,0.6369
2016,NUTS,2010,UKH3,2,0.6733
2017,NUTS,2010,UKH3,2,0.5986
2018,NUTS,2010,UKH3,2,0.5719
1999,NUTS,2010,UKI,1,0.2778
2000,NUTS,2010,UKI,1,0.2695
2001,NUTS,2010,UKI,1,0.243
2002,NUTS,2010,UKI,1,0.2609
2003,NUTS,2010,UKI,1,0.2333
2004,NUTS,2010,UKI,1,0.2518
2005,NUTS,2010,UKI,1,0.2253
2006,NUTS,2010,UKI,1,0.2634
2007,NUTS,2010,UKI,1,0.2659
2008,NUTS,2010,UKI,1,0.2476
2009,NUTS,2010,UKI,1,0.2617
2010,NUTS,2010,UKI,1,0.2623
2011,NUTS,2010,UKI,1,0.263
2012,NUTS,2010,UKI,1,0.2867
2013,NUTS,2010,UKI,1,0.3174
2014,NUTS,2010,UKI,1,0.3927
2015,NUTS,2010,UKI,1,0.4393
2016,NUTS,2010,UKI,1,0.4248
2017,NUTS,2010,UKI,1,0.5505
2018,NUTS,2010,UKI,1,0.5693
2011,NUTS,2010,UKI3,2,0.8866
2012,NUTS,2010,UKI3,2,0.8217
2013,NUTS,2010,UKI3,2,1.0706
2014,NUTS,2010,UKI3,2,1.2335
2015,NUTS,2010,UKI3,2,1.4039
2016,NUTS,2010,UKI3,2,1.4497
2017,NUTS,2010,UKI3,2,1.9997
2018,NUTS,2010,UKI3,2,2.1879
2011,NUTS,2010,UKI4,2,0.1611
2012,NUTS,2010,UKI4,2,0.1368
2013,NUTS,2010,UKI4,2,0.2211
2014,NUTS,2010,UKI4,2,0.3063
2015,NUTS,2010,UKI4,2,0.292
2016,NUTS,2010,UKI4,2,0.2684
2017,NUTS,2010,UKI4,2,0.3332
2018,NUTS,2010,UKI4,2,0.3922
2011,NUTS,2010,UKI5,2,0.0605
2012,NUTS,2010,UKI5,2,0.0628
2013,NUTS,2010,UKI5,2,0.0687
2014,NUTS,2010,UKI5,2,0.0718
2015,NUTS,2010,UKI5,2,0.085
2016,NUTS,2010,UKI5,2,0.0766
2017,NUTS,2010,UKI5,2,0.0752
2018,NUTS,2010,UKI5,2,0.0998
2011,NUTS,2010,UKI6,2,0.1912
2012,NUTS,2010,UKI6,2,0.1479
2013,NUTS,2010,UKI6,2,0.1087
2014,NUTS,2010,UKI6,2,0.1679
2015,NUTS,2010,UKI6,2,0.1307
2016,NUTS,2010,UKI6,2,0.1403
2017,NUTS,2010,UKI6,2,0.1757
2018,NUTS,2010,UKI6,2,0.153
2011,NUTS,2010,UKI7,2,0.2513
2012,NUTS,2010,UKI7,2,0.4213
2013,NUTS,2010,UKI7,2,0.3511
2014,NUTS,2010,UKI7,2,0.411
2015,NUTS,2010,UKI7,2,0.5598
2016,NUTS,2010,UKI7,2,0.4869
2017,NUTS,2010,UKI7,2,0.6667
2018,NUTS,2010,UKI7,2,0.5299
1999,NUTS,2010,UKJ,1,0.858
2000,NUTS,2010,UKJ,1,0.7715
2001,NUTS,2010,UKJ,1,0.8852
2002,NUTS,2010,UKJ,1,0.8642
2003,NUTS,2010,UKJ,1,0.8659
2004,NUTS,2010,UKJ,1,0.898
2005,NUTS,2010,UKJ,1,0.8687
2006,NUTS,2010,UKJ,1,0.8856
2007,NUTS,2010,UKJ,1,0.9016
2008,NUTS,2010,UKJ,1,0.7866
2009,NUTS,2010,UKJ,1,0.8325
2010,NUTS,2010,UKJ,1,0.8068
2011,NUTS,2010,UKJ,1,0.8241
2012,NUTS,2010,UKJ,1,0.8138
2013,NUTS,2010,UKJ,1,0.8518
2014,NUTS,2010,UKJ,1,0.8869
2015,NUTS,2010,UKJ,1,0.9455
2016,NUTS,2010,UKJ,1,0.9017
2017,NUTS,2010,UKJ,1,0.9435
2018,NUTS,2010,UKJ,1,0.9915
2002,NUTS,2010,UKJ1,2,1.141
2003,NUTS,2010,UKJ1,2,1.0836
2004,NUTS,2010,UKJ1,2,1.1356
2005,NUTS,2010,UKJ1,2,1.0815
2006,NUTS,2010,UKJ1,2,1.1956
2007,NUTS,2010,UKJ1,2,1.3732
2008,NUTS,2010,UKJ1,2,1.1859
2009,NUTS,2010,UKJ1,2,1.2014
2010,NUTS,2010,UKJ1,2,1.259
2011,NUTS,2010,UKJ1,2,1.2744
2012,NUTS,2010,UKJ1,2,1.3625
2013,NUTS,2010,UKJ1,2,1.4964
2014,NUTS,2010,UKJ1,2,1.6023
2015,NUTS,2010,UKJ1,2,1.6616
2016,NUTS,2010,UKJ1,2,1.6812
2017,NUTS,2010,UKJ1,2,1.739
2018,NUTS,2010,UKJ1,2,1.8611
2002,NUTS,2010,UKJ2,2,0.5094
2003,NUTS,2010,UKJ2,2,0.4227
2004,NUTS,2010,UKJ2,2,0.4477
2005,NUTS,2010,UKJ2,2,0.4655
2006,NUTS,2010,UKJ2,2,0.4394
2007,NUTS,2010,UKJ2,2,0.3873
2008,NUTS,2010,UKJ2,2,0.4641
2009,NUTS,2010,UKJ2,2,0.5443
2010,NUTS,2010,UKJ2,2,0.555
2011,NUTS,2010,UKJ2,2,0.568
2012,NUTS,2010,UKJ2,2,0.582
2013,NUTS,2010,UKJ2,2,0.5952
2014,NUTS,2010,UKJ2,2,0.6162
2015,NUTS,2010,UKJ2,2,0.6791
2016,NUTS,2010,UKJ2,2,0.6193
2017,NUTS,2010,UKJ2,2,0.6792
2018,NUTS,2010,UKJ2,2,0.7043
2002,NUTS,2010,UKJ3,2,1.1164
2003,NUTS,2010,UKJ3,2,1.3224
2004,NUTS,2010,UKJ3,2,1.3418
2005,NUTS,2010,UKJ3,2,1.2923
2006,NUTS,2010,UKJ3,2,1.2819
2007,NUTS,2010,UKJ3,2,1.2289
2008,NUTS,2010,UKJ3,2,0.9509
2009,NUTS,2010,UKJ3,2,1.0132
2010,NUTS,2010,UKJ3,2,0.8791
2011,NUTS,2010,UKJ3,2,0.9136
2012,NUTS,2010,UKJ3,2,0.829
2013,NUTS,2010,UKJ3,2,0.8739
2014,NUTS,2010,UKJ3,2,0.8486
2015,NUTS,2010,UKJ3,2,0.9394
2016,NUTS,2010,UKJ3,2,0.8235
2017,NUTS,2010,UKJ3,2,0.8099
2018,NUTS,2010,UKJ3,2,0.8369
2002,NUTS,2010,UKJ4,2,0.732
2003,NUTS,2010,UKJ4,2,0.7288
2004,NUTS,2010,UKJ4,2,0.7638
2005,NUTS,2010,UKJ4,2,0.72
2006,NUTS,2010,UKJ4,2,0.6907
2007,NUTS,2010,UKJ4,2,0.6932
2008,NUTS,2010,UKJ4,2,0.5515
2009,NUTS,2010,UKJ4,2,0.5614
2010,NUTS,2010,UKJ4,2,0.4922
2011,NUTS,2010,UKJ4,2,0.4976
2012,NUTS,2010,UKJ4,2,0.3791
2013,NUTS,2010,UKJ4,2,0.3272
2014,NUTS,2010,UKJ4,2,0.3422
2015,NUTS,2010,UKJ4,2,0.3682
2016,NUTS,2010,UKJ4,2,0.345
2017,NUTS,2010,UKJ4,2,0.3951
2018,NUTS,2010,UKJ4,2,0.3918
1999,NUTS,2010,UKK,1,0.5369
2000,NUTS,2010,UKK,1,0.531
2001,NUTS,2010,UKK,1,0.5035
2002,NUTS,2010,UKK,1,0.5563
2003,NUTS,2010,UKK,1,0.5187
2004,NUTS,2010,UKK,1,0.5039
2005,NUTS,2010,UKK,1,0.5416
2006,NUTS,2010,UKK,1,0.5227
2007,NUTS,2010,UKK,1,0.5497
2008,NUTS,2010,UKK,1,0.5626
2009,NUTS,2010,UKK,1,0.5908
2010,NUTS,2010,UKK,1,0.5341
2011,NUTS,2010,UKK,1,0.546
2012,NUTS,2010,UKK,1,0.5579
2013,NUTS,2010,UKK,1,0.5753
2014,NUTS,2010,UKK,1,0.5969
2015,NUTS,2010,UKK,1,0.6138
2016,NUTS,2010,UKK,1,0.6551
2017,NUTS,2010,UKK,1,0.6611
2018,NUTS,2010,UKK,1,0.7023
2002,NUTS,2010,UKK1,2,0.8753
2003,NUTS,2010,UKK1,2,0.7618
2004,NUTS,2010,UKK1,2,0.8326
2005,NUTS,2010,UKK1,2,0.8529
2006,NUTS,2010,UKK1,2,0.842
2007,NUTS,2010,UKK1,2,0.9001
2008,NUTS,2010,UKK1,2,0.9819
2009,NUTS,2010,UKK1,2,1.0229
2010,NUTS,2010,UKK1,2,0.8929
2011,NUTS,2010,UKK1,2,0.9161
2012,NUTS,2010,UKK1,2,0.9413
2013,NUTS,2010,UKK1,2,0.9712
2014,NUTS,2010,UKK1,2,0.9483
2015,NUTS,2010,UKK1,2,0.9513
2016,NUTS,2010,UKK1,2,1.0157
2017,NUTS,2010,UKK1,2,0.9973
2018,NUTS,2010,UKK1,2,1.0687
2002,NUTS,2010,UKK2,2,0.4929
2003,NUTS,2010,UKK2,2,0.4929
2004,NUTS,2010,UKK2,2,0.3642
2005,NUTS,2010,UKK2,2,0.4377
2006,NUTS,2010,UKK2,2,0.4276
2007,NUTS,2010,UKK2,2,0.3697
2008,NUTS,2010,UKK2,2,0.3377
2009,NUTS,2010,UKK2,2,0.3571
2010,NUTS,2010,UKK2,2,0.3483
2011,NUTS,2010,UKK2,2,0.3561
2012,NUTS,2010,UKK2,2,0.3605
2013,NUTS,2010,UKK2,2,0.3499
2014,NUTS,2010,UKK2,2,0.3905
2015,NUTS,2010,UKK2,2,0.4242
2016,NUTS,2010,UKK2,2,0.4525
2017,NUTS,2010,UKK2,2,0.4498
2018,NUTS,2010,UKK2,2,0.4582
2002,NUTS,2010,UKK3,2,0.1192
2003,NUTS,2010,UKK3,2,0.137
2004,NUTS,2010,UKK3,2,0.1682
2005,NUTS,2010,UKK3,2,0.1542
2006,NUTS,2010,UKK3,2,0.0931
2007,NUTS,2010,UKK3,2,0.117
2008,NUTS,2010,UKK3,2,0.1028
2009,NUTS,2010,UKK3,2,0.0976
2010,NUTS,2010,UKK3,2,0.1426
2011,NUTS,2010,UKK3,2,0.1511
2012,NUTS,2010,UKK3,2,0.1456
2013,NUTS,2010,UKK3,2,0.1333
2014,NUTS,2010,UKK3,2,0.1481
2015,NUTS,2010,UKK3,2,0.1888
2016,NUTS,2010,UKK3,2,0.1816
2017,NUTS,2010,UKK3,2,0.2322
2018,NUTS,2010,UKK3,2,0.2012
2002,NUTS,2010,UKK4,2,0.1274
2003,NUTS,2010,UKK4,2,0.1891
2004,NUTS,2010,UKK4,2,0.123
2005,NUTS,2010,UKK4,2,0.133
2006,NUTS,2010,UKK4,2,0.1218
2007,NUTS,2010,UKK4,2,0.167
2008,NUTS,2010,UKK4,2,0.1072
2009,NUTS,2010,UKK4,2,0.1213
2010,NUTS,2010,UKK4,2,0.1338
2011,NUTS,2010,UKK4,2,0.1335
2012,NUTS,2010,UKK4,2,0.1258
2013,NUTS,2010,UKK4,2,0.1471
2014,NUTS,2010,UKK4,2,0.2632
2015,NUTS,2010,UKK4,2,0.2797
2016,NUTS,2010,UKK4,2,0.2985
2017,NUTS,2010,UKK4,2,0.3314
2018,NUTS,2010,UKK4,2,0.3602
1999,NUTS,2010,UKL,1,0.2422
2000,NUTS,2010,UKL,1,0.1742
2001,NUTS,2010,UKL,1,0.2056
2002,NUTS,2010,UKL,1,0.2317
2003,NUTS,2010,UKL,1,0.2635
2004,NUTS,2010,UKL,1,0.2507
2005,NUTS,2010,UKL,1,0.2257
2006,NUTS,2010,UKL,1,0.2148
2007,NUTS,2010,UKL,1,0.2374
2008,NUTS,2010,UKL,1,0.2292
2009,NUTS,2010,UKL,1,0.2567
2010,NUTS,2010,UKL,1,0.229
2011,NUTS,2010,UKL,1,0.2313
2012,NUTS,2010,UKL,1,0.2211
2013,NUTS,2010,UKL,1,0.2856
2014,NUTS,2010,UKL,1,0.3333
2015,NUTS,2010,UKL,1,0.3147
2016,NUTS,2010,UKL,1,0.3226
2017,NUTS,2010,UKL,1,0.3931
2018,NUTS,2010,UKL,1,0.4045
2002,NUTS,2010,UKL1,2,0.1235
2003,NUTS,2010,UKL1,2,0.1554
2004,NUTS,2010,UKL1,2,0.1157
2005,NUTS,2010,UKL1,2,0.0806
2006,NUTS,2010,UKL1,2,0.1055
2007,NUTS,2010,UKL1,2,0.104
2008,NUTS,2010,UKL1,2,0.1136
2009,NUTS,2010,UKL1,2,0.1171
2010,NUTS,2010,UKL1,2,0.1212
2011,NUTS,2010,UKL1,2,0.1207
2012,NUTS,2010,UKL1,2,0.0908
2013,NUTS,2010,UKL1,2,0.1208
2014,NUTS,2010,UKL1,2,0.2953
2015,NUTS,2010,UKL1,2,0.269
2016,NUTS,2010,UKL1,2,0.2602
2017,NUTS,2010,UKL1,2,0.3398
2018,NUTS,2010,UKL1,2,0.3489
2002,NUTS,2010,UKL2,2,0.4025
2003,NUTS,2010,UKL2,2,0.4254
2004,NUTS,2010,UKL2,2,0.4635
2005,NUTS,2010,UKL2,2,0.4544
2006,NUTS,2010,UKL2,2,0.3882
2007,NUTS,2010,UKL2,2,0.451
2008,NUTS,2010,UKL2,2,0.4109
2009,NUTS,2010,UKL2,2,0.4744
2010,NUTS,2010,UKL2,2,0.397
2011,NUTS,2010,UKL2,2,0.4107
2012,NUTS,2010,UKL2,2,0.4344
2013,NUTS,2010,UKL2,2,0.5489
2014,NUTS,2010,UKL2,2,0.3941
2015,NUTS,2010,UKL2,2,0.3914
2016,NUTS,2010,UKL2,2,0.429
2017,NUTS,2010,UKL2,2,0.4768
2018,NUTS,2010,UKL2,2,0.4933
1999,NUTS,2010,UKM,1,0.2742
2000,NUTS,2010,UKM,1,0.2431
2001,NUTS,2010,UKM,1,0.3209
2002,NUTS,2010,UKM,1,0.3202
2003,NUTS,2010,UKM,1,0.2897
2004,NUTS,2010,UKM,1,0.2867
2005,NUTS,2010,UKM,1,0.2977
2006,NUTS,2010,UKM,1,0.2533
2007,NUTS,2010,UKM,1,0.2619
2008,NUTS,2010,UKM,1,0.2471
2009,NUTS,2010,UKM,1,0.2711
2010,NUTS,2010,UKM,1,0.2916
2011,NUTS,2010,UKM,1,0.2956
2012,NUTS,2010,UKM,1,0.3088
2013,NUTS,2010,UKM,1,0.3648
2014,NUTS,2010,UKM,1,0.3602
2015,NUTS,2010,UKM,1,0.3971
2016,NUTS,2010,UKM,1,0.4332
2017,NUTS,2010,UKM,1,0.4759
2018,NUTS,2010,UKM,1,0.5336
2002,NUTS,2010,UKM2,2,0.5238
2003,NUTS,2010,UKM2,2,0.4746
2004,NUTS,2010,UKM2,2,0.4741
2005,NUTS,2010,UKM2,2,0.4635
2006,NUTS,2010,UKM2,2,0.3497
2007,NUTS,2010,UKM2,2,0.3781
2008,NUTS,2010,UKM2,2,0.3398
2009,NUTS,2010,UKM2,2,0.3631
2010,NUTS,2010,UKM2,2,0.3803
2011,NUTS,2010,UKM2,2,0.3842
2012,NUTS,2010,UKM2,2,0.3924
2013,NUTS,2010,UKM2,2,0.4658
2014,NUTS,2010,UKM2,2,0.4693
2015,NUTS,2010,UKM2,2,0.5545
2016,NUTS,2010,UKM2,2,0.5693
2017,NUTS,2010,UKM2,2,0.6507
2002,NUTS,2010,UKM3,2,0.2159
2003,NUTS,2010,UKM3,2,0.1964
2004,NUTS,2010,UKM3,2,0.1771
2005,NUTS,2010,UKM3,2,0.1897
2006,NUTS,2010,UKM3,2,0.1854
2007,NUTS,2010,UKM3,2,0.1908
2008,NUTS,2010,UKM3,2,0.1887
2009,NUTS,2010,UKM3,2,0.2268
2010,NUTS,2010,UKM3,2,0.2373
2011,NUTS,2010,UKM3,2,0.2426
2012,NUTS,2010,UKM3,2,0.2517
2013,NUTS,2010,UKM3,2,0.3184
2014,NUTS,2010,UKM3,2,0.2677
2015,NUTS,2010,UKM3,2,0.3024
2016,NUTS,2010,UKM3,2,0.3183
2017,NUTS,2010,UKM3,2,0.3326
2002,NUTS,2010,UKM5,2,0.2518
2003,NUTS,2010,UKM5,2,0.2158
2004,NUTS,2010,UKM5,2,0.2341
2005,NUTS,2010,UKM5,2,0.2993
2006,NUTS,2010,UKM5,2,0.3109
2007,NUTS,2010,UKM5,2,0.2621
2008,NUTS,2010,UKM5,2,0.2498
2009,NUTS,2010,UKM5,2,0.2519
2010,NUTS,2010,UKM5,2,0.3751
2011,NUTS,2010,UKM5,2,0.3827
2012,NUTS,2010,UKM5,2,0.4301
2013,NUTS,2010,UKM5,2,0.4562
2014,NUTS,2010,UKM5,2,0.6153
2015,NUTS,2010,UKM5,2,0.5074
2016,NUTS,2010,UKM5,2,0.7568
2017,NUTS,2010,UKM5,2,0.7186
2018,NUTS,2010,UKM5,2,0.8305
2002,NUTS,2010,UKM6,2,0.0661
2003,NUTS,2010,UKM6,2,0.0716
2004,NUTS,2010,UKM6,2,0.0649
2005,NUTS,2010,UKM6,2,0.0902
2006,NUTS,2010,UKM6,2,0.1136
2007,NUTS,2010,UKM6,2,0.1005
2008,NUTS,2010,UKM6,2,0.1224
2009,NUTS,2010,UKM6,2,0.1086
2010,NUTS,2010,UKM6,2,0.1128
2011,NUTS,2010,UKM6,2,0.1116
2012,NUTS,2010,UKM6,2,0.1133
2013,NUTS,2010,UKM6,2,0.1444
2014,NUTS,2010,UKM6,2,0.1261
2015,NUTS,2010,UKM6,2,0.1421
2016,NUTS,2010,UKM6,2,0.1431
2017,NUTS,2010,UKM6,2,0.181
2018,NUTS,2010,UKM6,2,0.1738
2014,NUTS,2010,UKM7,2,0.4985
2015,NUTS,2010,UKM7,2,0.5859
2016,NUTS,2010,UKM7,2,0.5961
2017,NUTS,2010,UKM7,2,0.6841
2018,NUTS,2010,UKM7,2,0.7769
2014,NUTS,2010,UKM8,2,0.2969
2015,NUTS,2010,UKM8,2,0.3234
2016,NUTS,2010,UKM8,2,0.3407
2017,NUTS,2010,UKM8,2,0.3763
2018,NUTS,2010,UKM8,2,0.3881
2014,NUTS,2010,UKM9,2,0.1497
2015,NUTS,2010,UKM9,2,0.1809
2016,NUTS,2010,UKM9,2,0.1932
2017,NUTS,2010,UKM9,2,0.2101
2018,NUTS,2010,UKM9,2,0.2416
1999,NUTS,2010,UKN,1,0.2993
2000,NUTS,2010,UKN,1,0.3195
2001,NUTS,2010,UKN,1,0.3246
2002,NUTS,2010,UKN,1,0.3614
2003,NUTS,2010,UKN,1,0.3743
2004,NUTS,2010,UKN,1,0.3839
2005,NUTS,2010,UKN,1,0.3582
2006,NUTS,2010,UKN,1,0.392
2007,NUTS,2010,UKN,1,0.3503
2008,NUTS,2010,UKN,1,0.454
2009,NUTS,2010,UKN,1,0.4542
2010,NUTS,2010,UKN,1,0.4783
2011,NUTS,2010,UKN,1,0.4781
2012,NUTS,2010,UKN,1,0.5337
2013,NUTS,2010,UKN,1,0.5514
2014,NUTS,2010,UKN,1,0.5727
2015,NUTS,2010,UKN,1,0.6966
2016,NUTS,2010,UKN,1,0.7878
2017,NUTS,2010,UKN,1,0.8603
2018,NUTS,2010,UKN,1,0.9148
1999,NUTS,2010,UKN0,2,0.2993
2000,NUTS,2010,UKN0,2,0.3195
2001,NUTS,2010,UKN0,2,0.3246
2002,NUTS,2010,UKN0,2,0.3614
2003,NUTS,2010,UKN0,2,0.3743
2004,NUTS,2010,UKN0,2,0.3839
2005,NUTS,2010,UKN0,2,0.3582
2006,NUTS,2010,UKN0,2,0.392
2007,NUTS,2010,UKN0,2,0.3503
2008,NUTS,2010,UKN0,2,0.454
2009,NUTS,2010,UKN0,2,0.4542
2010,NUTS,2010,UKN0,2,0.4783
2011,NUTS,2010,UKN0,2,0.4781
2012,NUTS,2010,UKN0,2,0.5337
2013,NUTS,2010,UKN0,2,0.5514
2014,NUTS,2010,UKN0,2,0.5727
2015,NUTS,2010,UKN0,2,0.6966
2016,NUTS,2010,UKN0,2,0.7878
2017,NUTS,2010,UKN0,2,0.8603
2018,NUTS,2010,UKN0,2,0.9148
