year,region_type,region_year_spec,region_id,region_level,hrst_st_rcat_pc_pop_hrstc
2014,NUTS,2010,PL6,1,10.4
2015,NUTS,2010,PL6,1,11.1
2016,NUTS,2010,PL6,1,11.8
2017,NUTS,2010,PL6,1,12.7
2018,NUTS,2010,PL6,1,12.9
2019,NUTS,2010,PL6,1,13.1
2020,NUTS,2010,PL6,1,13.5
2011,NUTS,2010,PL61,2,8.1
2012,NUTS,2010,PL61,2,8.8
2013,NUTS,2010,PL61,2,9.1
2014,NUTS,2010,PL61,2,8.7
2015,NUTS,2010,PL61,2,9.2
2016,NUTS,2010,PL61,2,10.3
2017,NUTS,2010,PL61,2,11.0
2018,NUTS,2010,PL61,2,11.0
2019,NUTS,2010,PL61,2,10.7
2020,NUTS,2010,PL61,2,11.6
2011,NUTS,2010,PL62,2,9.0
2012,NUTS,2010,PL62,2,8.5
2013,NUTS,2010,PL62,2,9.4
2014,NUTS,2010,PL62,2,9.9
2015,NUTS,2010,PL62,2,9.8
2016,NUTS,2010,PL62,2,9.7
2017,NUTS,2010,PL62,2,10.5
2018,NUTS,2010,PL62,2,10.9
2019,NUTS,2010,PL62,2,10.6
2020,NUTS,2010,PL62,2,10.4
2011,NUTS,2010,PL63,2,11.5
2012,NUTS,2010,PL63,2,12.3
2013,NUTS,2010,PL63,2,12.5
2014,NUTS,2010,PL63,2,12.2
2015,NUTS,2010,PL63,2,13.8
2016,NUTS,2010,PL63,2,14.5
2017,NUTS,2010,PL63,2,15.6
2018,NUTS,2010,PL63,2,15.8
2019,NUTS,2010,PL63,2,16.9
2020,NUTS,2010,PL63,2,17.0
2011,NUTS,2010,PL7,1,8.9
2012,NUTS,2010,PL7,1,9.1
2013,NUTS,2010,PL7,1,9.6
2014,NUTS,2010,PL7,1,10.9
2015,NUTS,2010,PL7,1,11.4
2016,NUTS,2010,PL7,1,11.4
2017,NUTS,2010,PL7,1,12.0
2018,NUTS,2010,PL7,1,12.3
2019,NUTS,2010,PL7,1,11.8
2020,NUTS,2010,PL7,1,12.9
2011,NUTS,2010,PL71,2,9.6
2012,NUTS,2010,PL71,2,9.5
2013,NUTS,2010,PL71,2,9.7
2014,NUTS,2010,PL71,2,11.6
2015,NUTS,2010,PL71,2,12.3
2016,NUTS,2010,PL71,2,12.0
2017,NUTS,2010,PL71,2,12.9
2018,NUTS,2010,PL71,2,13.0
2019,NUTS,2010,PL71,2,12.1
2020,NUTS,2010,PL71,2,13.4
2011,NUTS,2010,PL72,2,7.5
2012,NUTS,2010,PL72,2,8.3
2013,NUTS,2010,PL72,2,9.4
2014,NUTS,2010,PL72,2,9.6
2015,NUTS,2010,PL72,2,9.5
2016,NUTS,2010,PL72,2,10.2
2017,NUTS,2010,PL72,2,10.3
2018,NUTS,2010,PL72,2,10.9
2019,NUTS,2010,PL72,2,11.2
2020,NUTS,2010,PL72,2,11.9
2011,NUTS,2010,PL8,1,9.1
2012,NUTS,2010,PL8,1,9.8
2013,NUTS,2010,PL8,1,10.3
2014,NUTS,2010,PL8,1,10.7
2015,NUTS,2010,PL8,1,11.1
2016,NUTS,2010,PL8,1,11.4
2017,NUTS,2010,PL8,1,11.5
2018,NUTS,2010,PL8,1,12.2
2019,NUTS,2010,PL8,1,13.3
2020,NUTS,2010,PL8,1,13.4
2011,NUTS,2010,PL81,2,9.1
2012,NUTS,2010,PL81,2,10.0
2013,NUTS,2010,PL81,2,10.6
2014,NUTS,2010,PL81,2,11.3
2015,NUTS,2010,PL81,2,11.6
2016,NUTS,2010,PL81,2,11.0
2017,NUTS,2010,PL81,2,10.7
2018,NUTS,2010,PL81,2,12.2
2019,NUTS,2010,PL81,2,13.5
2020,NUTS,2010,PL81,2,13.5
2011,NUTS,2010,PL82,2,8.6
2012,NUTS,2010,PL82,2,9.2
2013,NUTS,2010,PL82,2,9.6
2014,NUTS,2010,PL82,2,9.6
2015,NUTS,2010,PL82,2,10.4
2016,NUTS,2010,PL82,2,11.3
2017,NUTS,2010,PL82,2,11.6
2018,NUTS,2010,PL82,2,11.7
2019,NUTS,2010,PL82,2,12.7
2020,NUTS,2010,PL82,2,13.1
2011,NUTS,2010,PL84,2,9.7
2012,NUTS,2010,PL84,2,10.4
2013,NUTS,2010,PL84,2,10.8
2014,NUTS,2010,PL84,2,11.3
2015,NUTS,2010,PL84,2,11.6
2016,NUTS,2010,PL84,2,12.0
2017,NUTS,2010,PL84,2,13.0
2018,NUTS,2010,PL84,2,13.2
2019,NUTS,2010,PL84,2,14.1
2020,NUTS,2010,PL84,2,13.7
2011,NUTS,2010,PL9,1,15.7
2012,NUTS,2010,PL9,1,16.8
2013,NUTS,2010,PL9,1,17.0
2014,NUTS,2010,PL9,1,18.3
2015,NUTS,2010,PL9,1,18.6
2016,NUTS,2010,PL9,1,18.5
2017,NUTS,2010,PL9,1,19.7
2018,NUTS,2010,PL9,1,21.1
2019,NUTS,2010,PL9,1,21.9
2020,NUTS,2010,PL9,1,21.7
2013,NUTS,2010,PL91,2,25.1
2014,NUTS,2010,PL91,2,27.3
2015,NUTS,2010,PL91,2,27.6
2016,NUTS,2010,PL91,2,27.9
2017,NUTS,2010,PL91,2,30.1
2018,NUTS,2010,PL91,2,31.7
2019,NUTS,2010,PL91,2,30.3
2020,NUTS,2010,PL91,2,29.8
2013,NUTS,2010,PL92,2,7.8
2014,NUTS,2010,PL92,2,8.6
2015,NUTS,2010,PL92,2,8.9
2016,NUTS,2010,PL92,2,8.4
2017,NUTS,2010,PL92,2,8.7
2018,NUTS,2010,PL92,2,9.5
2019,NUTS,2010,PL92,2,11.2
2020,NUTS,2010,PL92,2,11.3
2011,NUTS,2010,PT,0,8.7
2012,NUTS,2010,PT,0,9.1
2013,NUTS,2010,PT,0,9.2
2014,NUTS,2010,PT,0,10.5
2015,NUTS,2010,PT,0,11.2
2016,NUTS,2010,PT,0,11.7
2017,NUTS,2010,PT,0,12.1
2018,NUTS,2010,PT,0,12.7
2019,NUTS,2010,PT,0,13.2
2020,NUTS,2010,PT,0,14.3
2011,NUTS,2010,PT1,1,8.8
2012,NUTS,2010,PT1,1,9.2
2013,NUTS,2010,PT1,1,9.3
2014,NUTS,2010,PT1,1,10.6
2015,NUTS,2010,PT1,1,11.3
2016,NUTS,2010,PT1,1,11.8
2017,NUTS,2010,PT1,1,12.2
2018,NUTS,2010,PT1,1,12.9
2019,NUTS,2010,PT1,1,13.4
2020,NUTS,2010,PT1,1,14.5
2011,NUTS,2010,PT11,2,7.8
2012,NUTS,2010,PT11,2,8.2
2013,NUTS,2010,PT11,2,7.9
2014,NUTS,2010,PT11,2,9.0
2015,NUTS,2010,PT11,2,8.9
2016,NUTS,2010,PT11,2,9.9
2017,NUTS,2010,PT11,2,10.5
2018,NUTS,2010,PT11,2,11.5
2019,NUTS,2010,PT11,2,12.0
2020,NUTS,2010,PT11,2,13.1
2011,NUTS,2010,PT15,2,7.5
2012,NUTS,2010,PT15,2,8.1
2013,NUTS,2010,PT15,2,8.5
2014,NUTS,2010,PT15,2,8.8
2015,NUTS,2010,PT15,2,8.7
2016,NUTS,2010,PT15,2,9.3
2017,NUTS,2010,PT15,2,10.1
2018,NUTS,2010,PT15,2,10.2
2019,NUTS,2010,PT15,2,10.0
2020,NUTS,2010,PT15,2,10.8
2011,NUTS,2010,PT16,2,7.1
2012,NUTS,2010,PT16,2,8.0
2013,NUTS,2010,PT16,2,8.0
2014,NUTS,2010,PT16,2,9.3
2015,NUTS,2010,PT16,2,10.6
2016,NUTS,2010,PT16,2,10.9
2017,NUTS,2010,PT16,2,11.0
2018,NUTS,2010,PT16,2,11.6
2019,NUTS,2010,PT16,2,12.3
2020,NUTS,2010,PT16,2,12.8
2011,NUTS,2010,PT17,2,12.2
2012,NUTS,2010,PT17,2,12.2
2013,NUTS,2010,PT17,2,12.7
2014,NUTS,2010,PT17,2,14.6
2015,NUTS,2010,PT17,2,16.2
2016,NUTS,2010,PT17,2,16.2
2017,NUTS,2010,PT17,2,16.6
2018,NUTS,2010,PT17,2,16.9
2019,NUTS,2010,PT17,2,17.5
2020,NUTS,2010,PT17,2,19.4
2011,NUTS,2010,PT18,2,6.9
2012,NUTS,2010,PT18,2,7.1
2013,NUTS,2010,PT18,2,7.9
2014,NUTS,2010,PT18,2,8.3
2015,NUTS,2010,PT18,2,8.7
2016,NUTS,2010,PT18,2,8.5
2017,NUTS,2010,PT18,2,9.2
2018,NUTS,2010,PT18,2,10.1
2019,NUTS,2010,PT18,2,9.6
2020,NUTS,2010,PT18,2,10.7
2011,NUTS,2010,PT2,1,6.1
2012,NUTS,2010,PT2,1,7.1
2013,NUTS,2010,PT2,1,7.2
2014,NUTS,2010,PT2,1,7.7
2015,NUTS,2010,PT2,1,8.9
2016,NUTS,2010,PT2,1,8.9
2017,NUTS,2010,PT2,1,9.6
2018,NUTS,2010,PT2,1,8.9
2019,NUTS,2010,PT2,1,8.1
2020,NUTS,2010,PT2,1,9.3
2011,NUTS,2010,PT20,2,6.1
2012,NUTS,2010,PT20,2,7.1
2013,NUTS,2010,PT20,2,7.2
2014,NUTS,2010,PT20,2,7.7
2015,NUTS,2010,PT20,2,8.9
2016,NUTS,2010,PT20,2,8.9
2017,NUTS,2010,PT20,2,9.6
2018,NUTS,2010,PT20,2,8.9
2019,NUTS,2010,PT20,2,8.1
2020,NUTS,2010,PT20,2,9.3
2011,NUTS,2010,PT3,1,7.9
2012,NUTS,2010,PT3,1,8.1
2013,NUTS,2010,PT3,1,8.5
2014,NUTS,2010,PT3,1,9.1
2015,NUTS,2010,PT3,1,9.3
2016,NUTS,2010,PT3,1,10.2
2017,NUTS,2010,PT3,1,10.3
2018,NUTS,2010,PT3,1,11.0
2019,NUTS,2010,PT3,1,11.0
2020,NUTS,2010,PT3,1,11.7
2011,NUTS,2010,PT30,2,7.9
2012,NUTS,2010,PT30,2,8.1
2013,NUTS,2010,PT30,2,8.5
2014,NUTS,2010,PT30,2,9.1
2015,NUTS,2010,PT30,2,9.3
2016,NUTS,2010,PT30,2,10.2
2017,NUTS,2010,PT30,2,10.3
2018,NUTS,2010,PT30,2,11.0
2019,NUTS,2010,PT30,2,11.0
2020,NUTS,2010,PT30,2,11.7
2011,NUTS,2010,RO,0,7.4
2012,NUTS,2010,RO,0,7.4
2013,NUTS,2010,RO,0,7.3
2014,NUTS,2010,RO,0,7.6
2015,NUTS,2010,RO,0,8.2
2016,NUTS,2010,RO,0,8.4
2017,NUTS,2010,RO,0,8.8
2018,NUTS,2010,RO,0,8.8
2019,NUTS,2010,RO,0,9.4
2020,NUTS,2010,RO,0,9.2
2011,NUTS,2010,RO1,1,6.2
2012,NUTS,2010,RO1,1,6.6
2013,NUTS,2010,RO1,1,6.9
2014,NUTS,2010,RO1,1,7.3
2015,NUTS,2010,RO1,1,9.0
2016,NUTS,2010,RO1,1,9.0
2017,NUTS,2010,RO1,1,9.1
2018,NUTS,2010,RO1,1,8.7
2019,NUTS,2010,RO1,1,9.2
2020,NUTS,2010,RO1,1,9.2
2011,NUTS,2010,RO11,2,6.2
2012,NUTS,2010,RO11,2,6.6
2013,NUTS,2010,RO11,2,7.0
2014,NUTS,2010,RO11,2,7.1
2015,NUTS,2010,RO11,2,9.0
2016,NUTS,2010,RO11,2,9.2
2017,NUTS,2010,RO11,2,9.2
2018,NUTS,2010,RO11,2,8.8
2019,NUTS,2010,RO11,2,9.3
2020,NUTS,2010,RO11,2,10.1
2011,NUTS,2010,RO12,2,6.2
2012,NUTS,2010,RO12,2,6.5
2013,NUTS,2010,RO12,2,6.9
2014,NUTS,2010,RO12,2,7.4
2015,NUTS,2010,RO12,2,8.9
2016,NUTS,2010,RO12,2,8.8
2017,NUTS,2010,RO12,2,9.1
2018,NUTS,2010,RO12,2,8.7
2019,NUTS,2010,RO12,2,9.2
2020,NUTS,2010,RO12,2,8.3
2011,NUTS,2010,RO2,1,5.7
2012,NUTS,2010,RO2,1,5.8
2013,NUTS,2010,RO2,1,5.6
2014,NUTS,2010,RO2,1,5.6
2015,NUTS,2010,RO2,1,6.2
2016,NUTS,2010,RO2,1,6.2
2017,NUTS,2010,RO2,1,6.4
2018,NUTS,2010,RO2,1,6.4
2019,NUTS,2010,RO2,1,6.4
2020,NUTS,2010,RO2,1,6.2
2011,NUTS,2010,RO21,2,5.9
2012,NUTS,2010,RO21,2,6.2
2013,NUTS,2010,RO21,2,5.7
2014,NUTS,2010,RO21,2,5.8
2015,NUTS,2010,RO21,2,6.0
2016,NUTS,2010,RO21,2,5.9
2017,NUTS,2010,RO21,2,6.4
2018,NUTS,2010,RO21,2,6.6
2019,NUTS,2010,RO21,2,6.2
2020,NUTS,2010,RO21,2,6.2
2011,NUTS,2010,RO22,2,5.4
2012,NUTS,2010,RO22,2,5.1
2013,NUTS,2010,RO22,2,5.4
2014,NUTS,2010,RO22,2,5.5
2015,NUTS,2010,RO22,2,6.4
2016,NUTS,2010,RO22,2,6.6
2017,NUTS,2010,RO22,2,6.3
2018,NUTS,2010,RO22,2,6.2
2019,NUTS,2010,RO22,2,6.7
2020,NUTS,2010,RO22,2,6.1
2011,NUTS,2010,RO3,1,10.3
2012,NUTS,2010,RO3,1,10.1
2013,NUTS,2010,RO3,1,9.8
2014,NUTS,2010,RO3,1,10.5
2015,NUTS,2010,RO3,1,10.3
2016,NUTS,2010,RO3,1,11.0
2017,NUTS,2010,RO3,1,11.9
2018,NUTS,2010,RO3,1,12.3
2019,NUTS,2010,RO3,1,13.4
2020,NUTS,2010,RO3,1,13.0
2011,NUTS,2010,RO31,2,5.2
2012,NUTS,2010,RO31,2,5.1
2013,NUTS,2010,RO31,2,5.3
2014,NUTS,2010,RO31,2,5.3
2015,NUTS,2010,RO31,2,5.7
2016,NUTS,2010,RO31,2,6.1
2017,NUTS,2010,RO31,2,6.6
2018,NUTS,2010,RO31,2,6.4
2019,NUTS,2010,RO31,2,6.1
2020,NUTS,2010,RO31,2,6.1
2011,NUTS,2010,RO32,2,16.9
2012,NUTS,2010,RO32,2,16.6
2013,NUTS,2010,RO32,2,15.8
2014,NUTS,2010,RO32,2,17.2
2015,NUTS,2010,RO32,2,16.2
2016,NUTS,2010,RO32,2,17.2
2017,NUTS,2010,RO32,2,18.5
2018,NUTS,2010,RO32,2,19.6
2019,NUTS,2010,RO32,2,22.3
2020,NUTS,2010,RO32,2,21.5
2011,NUTS,2010,RO4,1,7.2
2012,NUTS,2010,RO4,1,7.2
2013,NUTS,2010,RO4,1,6.9
2014,NUTS,2010,RO4,1,6.8
2015,NUTS,2010,RO4,1,7.4
2016,NUTS,2010,RO4,1,7.3
2017,NUTS,2010,RO4,1,7.7
2018,NUTS,2010,RO4,1,7.5
2019,NUTS,2010,RO4,1,8.2
2020,NUTS,2010,RO4,1,8.2
2011,NUTS,2010,RO41,2,6.9
2012,NUTS,2010,RO41,2,6.7
2013,NUTS,2010,RO41,2,6.8
2014,NUTS,2010,RO41,2,7.0
2015,NUTS,2010,RO41,2,7.1
2016,NUTS,2010,RO41,2,7.2
2017,NUTS,2010,RO41,2,7.5
2018,NUTS,2010,RO41,2,7.1
2019,NUTS,2010,RO41,2,7.6
2020,NUTS,2010,RO41,2,8.0
2011,NUTS,2010,RO42,2,7.6
2012,NUTS,2010,RO42,2,7.6
2013,NUTS,2010,RO42,2,7.0
2014,NUTS,2010,RO42,2,6.5
2015,NUTS,2010,RO42,2,7.7
2016,NUTS,2010,RO42,2,7.4
2017,NUTS,2010,RO42,2,7.8
2018,NUTS,2010,RO42,2,8.1
2019,NUTS,2010,RO42,2,8.8
2020,NUTS,2010,RO42,2,8.5
2013,NUTS,2010,RS,0,6.5
2014,NUTS,2010,RS,0,7.6
2015,NUTS,2010,RS,0,7.8
2016,NUTS,2010,RS,0,8.2
2017,NUTS,2010,RS,0,8.7
2018,NUTS,2010,RS,0,9.2
2019,NUTS,2010,RS,0,9.3
2020,NUTS,2010,RS,0,9.3
2013,NUTS,2010,RS1,1,8.1
2014,NUTS,2010,RS1,1,10.3
2015,NUTS,2010,RS1,1,9.9
2016,NUTS,2010,RS1,1,10.6
2017,NUTS,2010,RS1,1,11.6
2018,NUTS,2010,RS1,1,11.9
2019,NUTS,2010,RS1,1,12.2
2020,NUTS,2010,RS1,1,12.2
2013,NUTS,2010,RS11,2,11.4
2014,NUTS,2010,RS11,2,13.5
2015,NUTS,2010,RS11,2,13.4
2016,NUTS,2010,RS11,2,14.2
2017,NUTS,2010,RS11,2,15.5
2018,NUTS,2010,RS11,2,16.4
2019,NUTS,2010,RS11,2,17.0
2020,NUTS,2010,RS11,2,16.5
2013,NUTS,2010,RS12,2,5.3
2014,NUTS,2010,RS12,2,7.4
2015,NUTS,2010,RS12,2,6.9
2016,NUTS,2010,RS12,2,7.4
2017,NUTS,2010,RS12,2,8.1
2018,NUTS,2010,RS12,2,7.9
2019,NUTS,2010,RS12,2,7.8
2020,NUTS,2010,RS12,2,8.3
2013,NUTS,2010,RS2,1,4.9
2014,NUTS,2010,RS2,1,4.8
2015,NUTS,2010,RS2,1,5.6
2016,NUTS,2010,RS2,1,5.7
2017,NUTS,2010,RS2,1,5.7
2018,NUTS,2010,RS2,1,6.2
2019,NUTS,2010,RS2,1,6.3
2020,NUTS,2010,RS2,1,6.3
2013,NUTS,2010,RS21,2,5.0
2014,NUTS,2010,RS21,2,5.1
2015,NUTS,2010,RS21,2,5.7
2016,NUTS,2010,RS21,2,5.7
2017,NUTS,2010,RS21,2,5.7
2018,NUTS,2010,RS21,2,6.1
2019,NUTS,2010,RS21,2,6.1
2020,NUTS,2010,RS21,2,6.1
2013,NUTS,2010,RS22,2,4.8
2014,NUTS,2010,RS22,2,4.5
2015,NUTS,2010,RS22,2,5.5
2016,NUTS,2010,RS22,2,5.7
2017,NUTS,2010,RS22,2,5.7
2018,NUTS,2010,RS22,2,6.4
2019,NUTS,2010,RS22,2,6.5
2020,NUTS,2010,RS22,2,6.4
2011,NUTS,2010,SE,0,16.9
2012,NUTS,2010,SE,0,17.2
2013,NUTS,2010,SE,0,18.1
2014,NUTS,2010,SE,0,19.0
2015,NUTS,2010,SE,0,19.7
2016,NUTS,2010,SE,0,20.5
2017,NUTS,2010,SE,0,20.9
2018,NUTS,2010,SE,0,21.7
2019,NUTS,2010,SE,0,22.4
2020,NUTS,2010,SE,0,22.7
2011,NUTS,2010,SE1,1,19.3
2012,NUTS,2010,SE1,1,19.7
2013,NUTS,2010,SE1,1,20.9
2014,NUTS,2010,SE1,1,22.0
2015,NUTS,2010,SE1,1,22.6
2016,NUTS,2010,SE1,1,23.3
2017,NUTS,2010,SE1,1,23.8
2018,NUTS,2010,SE1,1,24.9
2019,NUTS,2010,SE1,1,25.8
2020,NUTS,2010,SE1,1,26.1
2011,NUTS,2010,SE11,2,22.6
2012,NUTS,2010,SE11,2,22.6
2013,NUTS,2010,SE11,2,23.9
2014,NUTS,2010,SE11,2,25.2
2015,NUTS,2010,SE11,2,25.9
2016,NUTS,2010,SE11,2,26.7
2017,NUTS,2010,SE11,2,27.1
2018,NUTS,2010,SE11,2,28.4
2019,NUTS,2010,SE11,2,29.2
2020,NUTS,2010,SE11,2,29.6
2011,NUTS,2010,SE12,2,15.1
2012,NUTS,2010,SE12,2,15.9
2013,NUTS,2010,SE12,2,16.9
2014,NUTS,2010,SE12,2,17.6
2015,NUTS,2010,SE12,2,18.1
2016,NUTS,2010,SE12,2,18.7
2017,NUTS,2010,SE12,2,19.2
2018,NUTS,2010,SE12,2,19.9
2019,NUTS,2010,SE12,2,20.9
2020,NUTS,2010,SE12,2,21.1
2011,NUTS,2010,SE2,1,16.0
2012,NUTS,2010,SE2,1,16.4
2013,NUTS,2010,SE2,1,17.0
2014,NUTS,2010,SE2,1,18.0
2015,NUTS,2010,SE2,1,18.7
2016,NUTS,2010,SE2,1,19.6
2017,NUTS,2010,SE2,1,19.8
2018,NUTS,2010,SE2,1,20.4
2019,NUTS,2010,SE2,1,21.1
2020,NUTS,2010,SE2,1,21.6
2011,NUTS,2010,SE21,2,13.1
2012,NUTS,2010,SE21,2,13.5
2013,NUTS,2010,SE21,2,13.5
2014,NUTS,2010,SE21,2,14.1
2015,NUTS,2010,SE21,2,15.3
2016,NUTS,2010,SE21,2,16.1
2017,NUTS,2010,SE21,2,16.4
2018,NUTS,2010,SE21,2,16.9
2019,NUTS,2010,SE21,2,17.9
2020,NUTS,2010,SE21,2,18.3
2011,NUTS,2010,SE22,2,16.9
2012,NUTS,2010,SE22,2,16.6
2013,NUTS,2010,SE22,2,17.5
2014,NUTS,2010,SE22,2,18.3
2015,NUTS,2010,SE22,2,19.4
2016,NUTS,2010,SE22,2,20.8
2017,NUTS,2010,SE22,2,21.4
2018,NUTS,2010,SE22,2,21.7
2019,NUTS,2010,SE22,2,22.1
2020,NUTS,2010,SE22,2,22.0
2011,NUTS,2010,SE23,2,16.6
2012,NUTS,2010,SE23,2,17.4
2013,NUTS,2010,SE23,2,18.2
2014,NUTS,2010,SE23,2,19.4
2015,NUTS,2010,SE23,2,19.7
2016,NUTS,2010,SE23,2,20.2
2017,NUTS,2010,SE23,2,20.0
2018,NUTS,2010,SE23,2,21.0
2019,NUTS,2010,SE23,2,21.7
2020,NUTS,2010,SE23,2,22.6
2011,NUTS,2010,SE3,1,13.9
2012,NUTS,2010,SE3,1,13.9
2013,NUTS,2010,SE3,1,14.4
2014,NUTS,2010,SE3,1,14.9
2015,NUTS,2010,SE3,1,15.6
2016,NUTS,2010,SE3,1,16.4
2017,NUTS,2010,SE3,1,16.8
2018,NUTS,2010,SE3,1,17.2
2019,NUTS,2010,SE3,1,17.5
2020,NUTS,2010,SE3,1,17.7
2011,NUTS,2010,SE31,2,12.7
2012,NUTS,2010,SE31,2,13.1
2013,NUTS,2010,SE31,2,13.5
2014,NUTS,2010,SE31,2,13.5
2015,NUTS,2010,SE31,2,14.6
2016,NUTS,2010,SE31,2,15.5
2017,NUTS,2010,SE31,2,16.0
2018,NUTS,2010,SE31,2,16.6
2019,NUTS,2010,SE31,2,16.5
2020,NUTS,2010,SE31,2,16.6
2011,NUTS,2010,SE32,2,14.3
2012,NUTS,2010,SE32,2,13.6
2013,NUTS,2010,SE32,2,13.7
2014,NUTS,2010,SE32,2,14.8
2015,NUTS,2010,SE32,2,15.3
2016,NUTS,2010,SE32,2,16.1
2017,NUTS,2010,SE32,2,16.9
2018,NUTS,2010,SE32,2,17.8
2019,NUTS,2010,SE32,2,19.1
2020,NUTS,2010,SE32,2,19.2
2011,NUTS,2010,SE33,2,15.5
2012,NUTS,2010,SE33,2,15.2
2013,NUTS,2010,SE33,2,16.4
2014,NUTS,2010,SE33,2,17.4
2015,NUTS,2010,SE33,2,17.4
2016,NUTS,2010,SE33,2,17.9
2017,NUTS,2010,SE33,2,18.0
2018,NUTS,2010,SE33,2,17.9
2019,NUTS,2010,SE33,2,17.9
2020,NUTS,2010,SE33,2,18.5
2011,NUTS,2010,SI,0,11.6
2012,NUTS,2010,SI,0,12.0
2013,NUTS,2010,SI,0,12.4
2014,NUTS,2010,SI,0,12.5
2015,NUTS,2010,SI,0,13.0
2016,NUTS,2010,SI,0,13.5
2017,NUTS,2010,SI,0,14.9
2018,NUTS,2010,SI,0,15.1
2019,NUTS,2010,SI,0,15.7
2020,NUTS,2010,SI,0,16.8
2011,NUTS,2010,SI0,1,11.6
2012,NUTS,2010,SI0,1,12.0
2013,NUTS,2010,SI0,1,12.4
2014,NUTS,2010,SI0,1,12.5
2015,NUTS,2010,SI0,1,13.0
2016,NUTS,2010,SI0,1,13.5
2017,NUTS,2010,SI0,1,14.9
2018,NUTS,2010,SI0,1,15.1
2019,NUTS,2010,SI0,1,15.7
2020,NUTS,2010,SI0,1,16.8
2011,NUTS,2010,SI03,2,9.7
2012,NUTS,2010,SI03,2,9.9
2013,NUTS,2010,SI03,2,10.2
2014,NUTS,2010,SI03,2,10.4
2015,NUTS,2010,SI03,2,10.8
2016,NUTS,2010,SI03,2,11.3
2017,NUTS,2010,SI03,2,12.6
2018,NUTS,2010,SI03,2,12.9
2019,NUTS,2010,SI03,2,13.5
2020,NUTS,2010,SI03,2,14.2
2011,NUTS,2010,SI04,2,13.8
2012,NUTS,2010,SI04,2,14.4
2013,NUTS,2010,SI04,2,15.1
2014,NUTS,2010,SI04,2,14.9
2015,NUTS,2010,SI04,2,15.6
2016,NUTS,2010,SI04,2,15.9
2017,NUTS,2010,SI04,2,17.5
2018,NUTS,2010,SI04,2,17.7
2019,NUTS,2010,SI04,2,18.1
2020,NUTS,2010,SI04,2,19.8
2011,NUTS,2010,SK,0,8.3
2012,NUTS,2010,SK,0,8.2
2013,NUTS,2010,SK,0,8.3
2014,NUTS,2010,SK,0,8.5
2015,NUTS,2010,SK,0,8.6
2016,NUTS,2010,SK,0,9.0
2017,NUTS,2010,SK,0,9.6
2018,NUTS,2010,SK,0,10.1
2019,NUTS,2010,SK,0,10.9
2020,NUTS,2010,SK,0,11.0
2011,NUTS,2010,SK0,1,8.3
2012,NUTS,2010,SK0,1,8.2
2013,NUTS,2010,SK0,1,8.3
2014,NUTS,2010,SK0,1,8.5
2015,NUTS,2010,SK0,1,8.6
2016,NUTS,2010,SK0,1,9.0
2017,NUTS,2010,SK0,1,9.6
2018,NUTS,2010,SK0,1,10.1
2019,NUTS,2010,SK0,1,10.9
2020,NUTS,2010,SK0,1,11.0
2011,NUTS,2010,SK01,2,18.6
2012,NUTS,2010,SK01,2,18.8
2013,NUTS,2010,SK01,2,18.0
2014,NUTS,2010,SK01,2,19.2
2015,NUTS,2010,SK01,2,17.7
2016,NUTS,2010,SK01,2,18.5
2017,NUTS,2010,SK01,2,20.7
2018,NUTS,2010,SK01,2,20.8
2019,NUTS,2010,SK01,2,22.5
2020,NUTS,2010,SK01,2,20.6
2011,NUTS,2010,SK02,2,7.0
2012,NUTS,2010,SK02,2,6.6
2013,NUTS,2010,SK02,2,6.7
2014,NUTS,2010,SK02,2,6.5
2015,NUTS,2010,SK02,2,6.9
2016,NUTS,2010,SK02,2,7.6
2017,NUTS,2010,SK02,2,8.2
2018,NUTS,2010,SK02,2,8.2
2019,NUTS,2010,SK02,2,8.6
2020,NUTS,2010,SK02,2,8.6
2011,NUTS,2010,SK03,2,6.9
2012,NUTS,2010,SK03,2,7.2
2013,NUTS,2010,SK03,2,7.6
2014,NUTS,2010,SK03,2,7.0
2015,NUTS,2010,SK03,2,7.9
2016,NUTS,2010,SK03,2,7.7
2017,NUTS,2010,SK03,2,8.0
2018,NUTS,2010,SK03,2,8.3
2019,NUTS,2010,SK03,2,9.7
2020,NUTS,2010,SK03,2,10.1
2011,NUTS,2010,SK04,2,7.0
2012,NUTS,2010,SK04,2,6.9
2013,NUTS,2010,SK04,2,7.0
2014,NUTS,2010,SK04,2,8.0
2015,NUTS,2010,SK04,2,7.8
2016,NUTS,2010,SK04,2,8.0
2017,NUTS,2010,SK04,2,8.1
2018,NUTS,2010,SK04,2,9.4
2019,NUTS,2010,SK04,2,9.8
2020,NUTS,2010,SK04,2,10.7
2011,NUTS,2010,TR,0,4.3
2012,NUTS,2010,TR,0,4.9
2013,NUTS,2010,TR,0,5.0
2014,NUTS,2010,TR,0,5.2
2015,NUTS,2010,TR,0,5.5
2016,NUTS,2010,TR,0,5.9
2017,NUTS,2010,TR,0,6.0
2018,NUTS,2010,TR,0,6.3
2019,NUTS,2010,TR,0,6.5
2020,NUTS,2010,TR,0,6.6
2011,NUTS,2010,TR1,1,5.0
2012,NUTS,2010,TR1,1,6.6
2013,NUTS,2010,TR1,1,6.8
2014,NUTS,2010,TR1,1,6.6
2015,NUTS,2010,TR1,1,7.3
2016,NUTS,2010,TR1,1,7.9
2017,NUTS,2010,TR1,1,8.3
2018,NUTS,2010,TR1,1,8.5
