year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hes_pc_act_hc_total_f
2015,NUTS,2010,HU1,1,0.7184
2016,NUTS,2010,HU1,1,0.6971
2017,NUTS,2010,HU1,1,0.7692
2018,NUTS,2010,HU1,1,0.93
2019,NUTS,2010,HU1,1,1.016
2011,NUTS,2010,HU10,2,0.8281
2012,NUTS,2010,HU10,2,0.755
2013,NUTS,2010,HU10,2,0.7732
2014,NUTS,2010,HU10,2,0.7332
2015,NUTS,2010,HU10,2,0.7184
2016,NUTS,2010,HU10,2,0.6971
2017,NUTS,2010,HU11,2,1.1338
2018,NUTS,2010,HU11,2,1.4092
2019,NUTS,2010,HU11,2,1.6302
2017,NUTS,2010,HU12,2,0.1974
2018,NUTS,2010,HU12,2,0.2015
2019,NUTS,2010,HU12,2,0.1283
2011,NUTS,2010,HU2,1,0.357
2012,NUTS,2010,HU2,1,0.349
2013,NUTS,2010,HU2,1,0.3276
2014,NUTS,2010,HU2,1,0.3051
2015,NUTS,2010,HU2,1,0.2936
2016,NUTS,2010,HU2,1,0.2853
2017,NUTS,2010,HU2,1,0.3434
2018,NUTS,2010,HU2,1,0.3898
2019,NUTS,2010,HU2,1,0.4323
2011,NUTS,2010,HU21,2,0.1927
2012,NUTS,2010,HU21,2,0.1895
2013,NUTS,2010,HU21,2,0.1781
2014,NUTS,2010,HU21,2,0.1767
2015,NUTS,2010,HU21,2,0.1677
2016,NUTS,2010,HU21,2,0.1725
2017,NUTS,2010,HU21,2,0.1516
2018,NUTS,2010,HU21,2,0.1786
2019,NUTS,2010,HU21,2,0.1698
2011,NUTS,2010,HU22,2,0.3237
2012,NUTS,2010,HU22,2,0.271
2013,NUTS,2010,HU22,2,0.2847
2014,NUTS,2010,HU22,2,0.2465
2015,NUTS,2010,HU22,2,0.2221
2016,NUTS,2010,HU22,2,0.2113
2017,NUTS,2010,HU22,2,0.237
2018,NUTS,2010,HU22,2,0.2719
2019,NUTS,2010,HU22,2,0.3044
2011,NUTS,2010,HU23,2,0.6062
2012,NUTS,2010,HU23,2,0.65
2013,NUTS,2010,HU23,2,0.5642
2014,NUTS,2010,HU23,2,0.5306
2015,NUTS,2010,HU23,2,0.5355
2016,NUTS,2010,HU23,2,0.509
2017,NUTS,2010,HU23,2,0.711
2018,NUTS,2010,HU23,2,0.7965
2019,NUTS,2010,HU23,2,0.9304
2011,NUTS,2010,HU3,1,0.6325
2012,NUTS,2010,HU3,1,0.6208
2013,NUTS,2010,HU3,1,0.6159
2014,NUTS,2010,HU3,1,0.5576
2015,NUTS,2010,HU3,1,0.542
2016,NUTS,2010,HU3,1,0.5373
2017,NUTS,2010,HU3,1,0.5416
2018,NUTS,2010,HU3,1,0.5595
2019,NUTS,2010,HU3,1,0.6875
2011,NUTS,2010,HU31,2,0.2863
2012,NUTS,2010,HU31,2,0.2786
2013,NUTS,2010,HU31,2,0.2681
2014,NUTS,2010,HU31,2,0.2447
2015,NUTS,2010,HU31,2,0.2614
2016,NUTS,2010,HU31,2,0.2389
2017,NUTS,2010,HU31,2,0.2561
2018,NUTS,2010,HU31,2,0.2688
2019,NUTS,2010,HU31,2,0.3688
2011,NUTS,2010,HU32,2,0.7031
2012,NUTS,2010,HU32,2,0.7048
2013,NUTS,2010,HU32,2,0.6901
2014,NUTS,2010,HU32,2,0.5966
2015,NUTS,2010,HU32,2,0.5634
2016,NUTS,2010,HU32,2,0.5662
2017,NUTS,2010,HU32,2,0.6037
2018,NUTS,2010,HU32,2,0.5837
2019,NUTS,2010,HU32,2,0.6774
2011,NUTS,2010,HU33,2,0.8633
2012,NUTS,2010,HU33,2,0.8242
2013,NUTS,2010,HU33,2,0.8263
2014,NUTS,2010,HU33,2,0.781
2015,NUTS,2010,HU33,2,0.757
2016,NUTS,2010,HU33,2,0.7542
2017,NUTS,2010,HU33,2,0.7153
2018,NUTS,2010,HU33,2,0.7901
2019,NUTS,2010,HU33,2,0.9694
2011,NUTS,2010,IE,0,0.7824
2012,NUTS,2010,IE,0,1.0554
2013,NUTS,2010,IE,0,1.0396
2014,NUTS,2010,IE,0,1.0343
2015,NUTS,2010,IE,0,0.9118
2016,NUTS,2010,IE,0,0.7765
2017,NUTS,2010,IE,0,0.9972
2019,NUTS,2010,IE,0,0.9425
2011,NUTS,2010,IE0,1,0.7704
2012,NUTS,2010,IE0,1,0.7499
2013,NUTS,2010,IE0,1,0.7444
2014,NUTS,2010,IE0,1,0.9541
2015,NUTS,2010,IE0,1,1.0032
2017,NUTS,2010,IE0,1,0.9766
2011,NUTS,2010,IE01,2,0.4278
2012,NUTS,2010,IE01,2,0.4153
2013,NUTS,2010,IE01,2,0.4092
2014,NUTS,2010,IE01,2,0.5361
2015,NUTS,2010,IE01,2,0.2799
2017,NUTS,2010,IE01,2,1.5618
2011,NUTS,2010,IE02,2,0.8859
2012,NUTS,2010,IE02,2,0.8631
2013,NUTS,2010,IE02,2,0.8587
2014,NUTS,2010,IE02,2,1.0927
2015,NUTS,2010,IE02,2,1.2433
2017,NUTS,2010,IE02,2,0.8942
2011,NUTS,2010,IS,0,1.2037
2015,NUTS,2010,IS,0,1.623
2016,NUTS,2010,IS,0,1.8477
2017,NUTS,2010,IS,0,1.7056
2018,NUTS,2010,IS,0,1.6867
2011,NUTS,2010,IT,0,0.6654
2012,NUTS,2010,IT,0,0.6641
2013,NUTS,2010,IT,0,0.646
2014,NUTS,2010,IT,0,0.6042
2015,NUTS,2010,IT,0,0.6291
2016,NUTS,2010,IT,0,0.6219
2017,NUTS,2010,IT,0,0.6187
2018,NUTS,2010,IT,0,0.6197
2019,NUTS,2010,IT,0,0.6323
2011,NUTS,2010,ITC,1,0.586
2012,NUTS,2010,ITC,1,0.5833
2013,NUTS,2010,ITC,1,0.4991
2014,NUTS,2010,ITC,1,0.4486
2015,NUTS,2010,ITC,1,0.4765
2016,NUTS,2010,ITC,1,0.4869
2017,NUTS,2010,ITC,1,0.4865
2018,NUTS,2010,ITC,1,0.4917
2019,NUTS,2010,ITC,1,0.4904
2011,NUTS,2010,ITC1,2,0.4384
2012,NUTS,2010,ITC1,2,0.4692
2013,NUTS,2010,ITC1,2,0.5047
2014,NUTS,2010,ITC1,2,0.4301
2015,NUTS,2010,ITC1,2,0.5054
2016,NUTS,2010,ITC1,2,0.448
2017,NUTS,2010,ITC1,2,0.4478
2018,NUTS,2010,ITC1,2,0.458
2019,NUTS,2010,ITC1,2,0.4624
2011,NUTS,2010,ITC2,2,0.2256
2012,NUTS,2010,ITC2,2,0.2161
2013,NUTS,2010,ITC2,2,0.2747
2014,NUTS,2010,ITC2,2,0.1236
2015,NUTS,2010,ITC2,2,0.1745
2016,NUTS,2010,ITC2,2,0.25
2017,NUTS,2010,ITC2,2,0.2645
2018,NUTS,2010,ITC2,2,0.241
2019,NUTS,2010,ITC2,2,0.2509
2011,NUTS,2010,ITC3,2,0.976
2012,NUTS,2010,ITC3,2,0.8863
2013,NUTS,2010,ITC3,2,0.6801
2014,NUTS,2010,ITC3,2,0.5832
2015,NUTS,2010,ITC3,2,0.6305
2016,NUTS,2010,ITC3,2,0.5977
2017,NUTS,2010,ITC3,2,0.6081
2018,NUTS,2010,ITC3,2,0.5429
2019,NUTS,2010,ITC3,2,0.5415
2011,NUTS,2010,ITC4,2,0.5989
2012,NUTS,2010,ITC4,2,0.5938
2013,NUTS,2010,ITC4,2,0.4725
2014,NUTS,2010,ITC4,2,0.441
2015,NUTS,2010,ITC4,2,0.4446
2016,NUTS,2010,ITC4,2,0.491
2017,NUTS,2010,ITC4,2,0.4889
2018,NUTS,2010,ITC4,2,0.5021
2019,NUTS,2010,ITC4,2,0.498
2011,NUTS,2010,ITF,1,0.6659
2012,NUTS,2010,ITF,1,0.6384
2013,NUTS,2010,ITF,1,0.6463
2014,NUTS,2010,ITF,1,0.6282
2015,NUTS,2010,ITF,1,0.6577
2016,NUTS,2010,ITF,1,0.628
2017,NUTS,2010,ITF,1,0.6149
2018,NUTS,2010,ITF,1,0.5973
2019,NUTS,2010,ITF,1,0.6199
2011,NUTS,2010,ITF1,2,0.5807
2012,NUTS,2010,ITF1,2,0.6043
2013,NUTS,2010,ITF1,2,0.6676
2014,NUTS,2010,ITF1,2,0.6112
2015,NUTS,2010,ITF1,2,0.6774
2016,NUTS,2010,ITF1,2,0.6336
2017,NUTS,2010,ITF1,2,0.6565
2018,NUTS,2010,ITF1,2,0.6042
2019,NUTS,2010,ITF1,2,0.6198
2015,NUTS,2010,ITF2,2,0.6247
2016,NUTS,2010,ITF2,2,0.5418
2017,NUTS,2010,ITF2,2,0.5269
2018,NUTS,2010,ITF2,2,0.5256
2019,NUTS,2010,ITF2,2,0.496
2011,NUTS,2010,ITF3,2,0.8535
2012,NUTS,2010,ITF3,2,0.7734
2013,NUTS,2010,ITF3,2,0.7655
2014,NUTS,2010,ITF3,2,0.7763
2015,NUTS,2010,ITF3,2,0.7839
2016,NUTS,2010,ITF3,2,0.78
2017,NUTS,2010,ITF3,2,0.7323
2018,NUTS,2010,ITF3,2,0.7094
2019,NUTS,2010,ITF3,2,0.7488
2011,NUTS,2010,ITF4,2,0.6314
2012,NUTS,2010,ITF4,2,0.628
2013,NUTS,2010,ITF4,2,0.5811
2014,NUTS,2010,ITF4,2,0.5466
2015,NUTS,2010,ITF4,2,0.5815
2016,NUTS,2010,ITF4,2,0.5577
2017,NUTS,2010,ITF4,2,0.5572
2018,NUTS,2010,ITF4,2,0.5401
2019,NUTS,2010,ITF4,2,0.55
2012,NUTS,2010,ITF5,2,0.3863
2013,NUTS,2010,ITF5,2,0.3399
2015,NUTS,2010,ITF5,2,0.3829
2016,NUTS,2010,ITF5,2,0.3053
2017,NUTS,2010,ITF5,2,0.3568
2018,NUTS,2010,ITF5,2,0.356
2019,NUTS,2010,ITF5,2,0.3836
2011,NUTS,2010,ITF6,2,0.4251
2015,NUTS,2010,ITF6,2,0.5354
2016,NUTS,2010,ITF6,2,0.4572
2017,NUTS,2010,ITF6,2,0.4514
2018,NUTS,2010,ITF6,2,0.4726
2019,NUTS,2010,ITF6,2,0.4795
2011,NUTS,2010,ITG,1,0.7332
2012,NUTS,2010,ITG,1,0.7003
2013,NUTS,2010,ITG,1,0.7421
2014,NUTS,2010,ITG,1,0.6996
2015,NUTS,2010,ITG,1,0.7082
2016,NUTS,2010,ITG,1,0.6263
2017,NUTS,2010,ITG,1,0.5997
2018,NUTS,2010,ITG,1,0.5822
2019,NUTS,2010,ITG,1,0.5872
2011,NUTS,2010,ITG1,2,0.7292
2012,NUTS,2010,ITG1,2,0.6746
2013,NUTS,2010,ITG1,2,0.6981
2014,NUTS,2010,ITG1,2,0.6731
2015,NUTS,2010,ITG1,2,0.6709
2016,NUTS,2010,ITG1,2,0.6321
2017,NUTS,2010,ITG1,2,0.5871
2018,NUTS,2010,ITG1,2,0.5783
2019,NUTS,2010,ITG1,2,0.5814
2011,NUTS,2010,ITG2,2,0.7415
2012,NUTS,2010,ITG2,2,0.7557
2013,NUTS,2010,ITG2,2,0.8408
2014,NUTS,2010,ITG2,2,0.7583
2015,NUTS,2010,ITG2,2,0.7881
2016,NUTS,2010,ITG2,2,0.6134
2017,NUTS,2010,ITG2,2,0.6291
2018,NUTS,2010,ITG2,2,0.591
2019,NUTS,2010,ITG2,2,0.5996
2011,NUTS,2010,ITH,1,0.6084
2012,NUTS,2010,ITH,1,0.6341
2013,NUTS,2010,ITH,1,0.6331
2014,NUTS,2010,ITH,1,0.6114
2015,NUTS,2010,ITH,1,0.6223
2016,NUTS,2010,ITH,1,0.6515
2017,NUTS,2010,ITH,1,0.6566
2018,NUTS,2010,ITH,1,0.6738
2019,NUTS,2010,ITH,1,0.6802
2011,NUTS,2010,ITH1,2,0.1776
2012,NUTS,2010,ITH1,2,0.1768
2013,NUTS,2010,ITH1,2,0.2102
2014,NUTS,2010,ITH1,2,0.0694
2015,NUTS,2010,ITH1,2,0.1868
2016,NUTS,2010,ITH1,2,0.2672
2017,NUTS,2010,ITH1,2,0.2791
2018,NUTS,2010,ITH1,2,0.2968
2019,NUTS,2010,ITH1,2,0.3098
2011,NUTS,2010,ITH2,2,0.6031
2012,NUTS,2010,ITH2,2,0.6243
2013,NUTS,2010,ITH2,2,0.6865
2014,NUTS,2010,ITH2,2,0.7117
2015,NUTS,2010,ITH2,2,0.7054
2016,NUTS,2010,ITH2,2,0.8236
2017,NUTS,2010,ITH2,2,0.8
2018,NUTS,2010,ITH2,2,0.8531
2019,NUTS,2010,ITH2,2,0.859
2011,NUTS,2010,ITH3,2,0.5204
2012,NUTS,2010,ITH3,2,0.5655
2013,NUTS,2010,ITH3,2,0.5481
2014,NUTS,2010,ITH3,2,0.5167
2015,NUTS,2010,ITH3,2,0.5798
2016,NUTS,2010,ITH3,2,0.6189
2017,NUTS,2010,ITH3,2,0.6185
2018,NUTS,2010,ITH3,2,0.6495
2019,NUTS,2010,ITH3,2,0.6584
2011,NUTS,2010,ITH4,2,0.6962
2012,NUTS,2010,ITH4,2,0.7161
2013,NUTS,2010,ITH4,2,0.7182
2014,NUTS,2010,ITH4,2,0.6958
2015,NUTS,2010,ITH4,2,0.7038
2016,NUTS,2010,ITH4,2,0.6606
2017,NUTS,2010,ITH4,2,0.6976
2018,NUTS,2010,ITH4,2,0.6948
2019,NUTS,2010,ITH4,2,0.6975
2011,NUTS,2010,ITH5,2,0.7263
2012,NUTS,2010,ITH5,2,0.7385
2013,NUTS,2010,ITH5,2,0.7412
2014,NUTS,2010,ITH5,2,0.7419
2015,NUTS,2010,ITH5,2,0.6874
2016,NUTS,2010,ITH5,2,0.7087
2017,NUTS,2010,ITH5,2,0.7142
2018,NUTS,2010,ITH5,2,0.7197
2019,NUTS,2010,ITH5,2,0.7234
2011,NUTS,2010,ITI,1,0.768
2012,NUTS,2010,ITI,1,0.7665
2013,NUTS,2010,ITI,1,0.7711
2014,NUTS,2010,ITI,1,0.6974
2015,NUTS,2010,ITI,1,0.7255
2016,NUTS,2010,ITI,1,0.7036
2017,NUTS,2010,ITI,1,0.6992
2018,NUTS,2010,ITI,1,0.6927
2019,NUTS,2010,ITI,1,0.7176
2011,NUTS,2010,ITI1,2,0.8592
2012,NUTS,2010,ITI1,2,0.8717
2013,NUTS,2010,ITI1,2,0.8478
2014,NUTS,2010,ITI1,2,0.743
2015,NUTS,2010,ITI1,2,0.7631
2016,NUTS,2010,ITI1,2,0.7361
2017,NUTS,2010,ITI1,2,0.7588
2018,NUTS,2010,ITI1,2,0.7864
2019,NUTS,2010,ITI1,2,0.7905
2011,NUTS,2010,ITI2,2,0.9511
2012,NUTS,2010,ITI2,2,0.9142
2013,NUTS,2010,ITI2,2,0.8687
2014,NUTS,2010,ITI2,2,0.8652
2015,NUTS,2010,ITI2,2,0.894
2016,NUTS,2010,ITI2,2,0.8357
2017,NUTS,2010,ITI2,2,0.7919
2018,NUTS,2010,ITI2,2,0.839
2019,NUTS,2010,ITI2,2,0.7955
2011,NUTS,2010,ITI3,2,0.5476
2012,NUTS,2010,ITI3,2,0.5459
2013,NUTS,2010,ITI3,2,0.5821
2014,NUTS,2010,ITI3,2,0.5476
2015,NUTS,2010,ITI3,2,0.5896
2016,NUTS,2010,ITI3,2,0.5668
2017,NUTS,2010,ITI3,2,0.6119
2018,NUTS,2010,ITI3,2,0.5426
2019,NUTS,2010,ITI3,2,0.5958
2011,NUTS,2010,ITI4,2,0.7391
2012,NUTS,2010,ITI4,2,0.7337
2013,NUTS,2010,ITI4,2,0.7559
2014,NUTS,2010,ITI4,2,0.6815
2015,NUTS,2010,ITI4,2,0.7096
2016,NUTS,2010,ITI4,2,0.6977
2017,NUTS,2010,ITI4,2,0.6677
2018,NUTS,2010,ITI4,2,0.6476
2019,NUTS,2010,ITI4,2,0.6894
2011,NUTS,2010,KR,0,0.6089
2011,NUTS,2010,LT,0,1.302
2012,NUTS,2010,LT,0,1.3273
2013,NUTS,2010,LT,0,1.3164
2014,NUTS,2010,LT,0,1.2732
2015,NUTS,2010,LT,0,1.1883
2016,NUTS,2010,LT,0,1.1504
2017,NUTS,2010,LT,0,1.1293
2018,NUTS,2010,LT,0,1.1399
2019,NUTS,2010,LT,0,1.1017
2015,NUTS,2010,LT01,2,1.7599
2016,NUTS,2010,LT01,2,1.612
2017,NUTS,2010,LT01,2,1.4734
2018,NUTS,2010,LT01,2,1.4559
2019,NUTS,2010,LT01,2,1.3816
2015,NUTS,2010,LT02,2,0.9013
2016,NUTS,2010,LT02,2,0.8889
2017,NUTS,2010,LT02,2,0.9063
2018,NUTS,2010,LT02,2,0.9264
2019,NUTS,2010,LT02,2,0.91
2011,NUTS,2010,LU,0,0.2592
2012,NUTS,2010,LU,0,0.2773
2013,NUTS,2010,LU,0,0.3286
2014,NUTS,2010,LU,0,0.4626
2015,NUTS,2010,LU,0,0.4616
2017,NUTS,2010,LU,0,0.4466
2019,NUTS,2010,LU,0,0.49
2011,NUTS,2010,LV,0,0.7244
2012,NUTS,2010,LV,0,0.8344
2013,NUTS,2010,LV,0,0.7846
2014,NUTS,2010,LV,0,0.8257
2015,NUTS,2010,LV,0,0.8875
2016,NUTS,2010,LV,0,0.9134
2017,NUTS,2010,LV,0,0.9633
2018,NUTS,2010,LV,0,0.9911
2019,NUTS,2010,LV,0,1.0729
2011,NUTS,2010,ME,0,0.634
2013,NUTS,2010,ME,0,0.6134
2014,NUTS,2010,ME,0,0.6179
2015,NUTS,2010,ME,0,0.4992
2017,NUTS,2010,ME,0,0.5319
2018,NUTS,2010,ME,0,0.5397
2019,NUTS,2010,ME,0,0.4792
2011,NUTS,2010,MK,0,0.2392
2012,NUTS,2010,MK,0,0.2632
2015,NUTS,2010,MK,0,0.4381
2016,NUTS,2010,MK,0,0.4398
2017,NUTS,2010,MK,0,0.4022
2018,NUTS,2010,MK,0,0.4189
2019,NUTS,2010,MK,0,0.3797
2011,NUTS,2010,MT,0,0.6032
2012,NUTS,2010,MT,0,0.642
2013,NUTS,2010,MT,0,0.6575
2014,NUTS,2010,MT,0,0.6346
2015,NUTS,2010,MT,0,0.6704
2016,NUTS,2010,MT,0,0.593
2017,NUTS,2010,MT,0,0.6132
2018,NUTS,2010,MT,0,0.595
2019,NUTS,2010,MT,0,0.5914
2011,NUTS,2010,NL,0,0.4113
2012,NUTS,2010,NL,0,0.4062
2013,NUTS,2010,NL,0,0.4121
2014,NUTS,2010,NL,0,0.4301
2015,NUTS,2010,NL,0,0.433
2016,NUTS,2010,NL,0,0.4291
2017,NUTS,2010,NL,0,0.4416
2018,NUTS,2010,NL,0,0.4487
2019,NUTS,2010,NL,0,0.4665
2011,NUTS,2010,NL3,1,0.5036
2012,NUTS,2010,NL3,1,0.4971
2011,NUTS,2010,NO,0,1.2225
2012,NUTS,2010,NO,0,1.2204
2013,NUTS,2010,NO,0,1.2907
2014,NUTS,2010,NO,0,1.3281
2015,NUTS,2010,NO,0,1.3916
2016,NUTS,2010,NO,0,1.4621
2017,NUTS,2010,NO,0,1.5437
2018,NUTS,2010,NO,0,1.5794
2019,NUTS,2010,NO,0,1.6184
2011,NUTS,2010,NO0,1,1.1932
2012,NUTS,2010,NO0,1,1.1891
2013,NUTS,2010,NO0,1,1.2577
2014,NUTS,2010,NO0,1,1.2924
2011,NUTS,2010,NO01,2,1.8894
2012,NUTS,2010,NO01,2,1.8647
2013,NUTS,2010,NO01,2,1.9033
2014,NUTS,2010,NO01,2,1.9951
2011,NUTS,2010,NO02,2,0.4237
2012,NUTS,2010,NO02,2,0.3671
2013,NUTS,2010,NO02,2,0.4188
2014,NUTS,2010,NO02,2,0.4488
2011,NUTS,2010,NO03,2,0.2924
2012,NUTS,2010,NO03,2,0.2908
2013,NUTS,2010,NO03,2,0.3006
2014,NUTS,2010,NO03,2,0.3178
2011,NUTS,2010,NO04,2,0.5342
2012,NUTS,2010,NO04,2,0.5515
2013,NUTS,2010,NO04,2,0.5553
2014,NUTS,2010,NO04,2,0.5845
2011,NUTS,2010,NO05,2,1.2446
2012,NUTS,2010,NO05,2,1.3012
2013,NUTS,2010,NO05,2,1.3477
2014,NUTS,2010,NO05,2,1.4435
2011,NUTS,2010,NO06,2,2.4256
2012,NUTS,2010,NO06,2,2.3181
2013,NUTS,2010,NO06,2,2.7509
2014,NUTS,2010,NO06,2,2.4269
2011,NUTS,2010,NO07,2,1.503
2012,NUTS,2010,NO07,2,1.6294
2013,NUTS,2010,NO07,2,1.6623
2014,NUTS,2010,NO07,2,1.7161
2011,NUTS,2010,PL,0,0.4866
2012,NUTS,2010,PL,0,0.4818
2013,NUTS,2010,PL,0,0.4854
2014,NUTS,2010,PL,0,0.4973
2015,NUTS,2010,PL,0,0.5002
2016,NUTS,2010,PL,0,0.5789
2017,NUTS,2010,PL,0,0.8396
2018,NUTS,2010,PL,0,0.9173
2019,NUTS,2010,PL,0,0.9322
2011,NUTS,2010,PL1,1,0.6839
2012,NUTS,2010,PL1,1,0.7156
2013,NUTS,2010,PL1,1,0.4544
2014,NUTS,2010,PL1,1,0.4437
2015,NUTS,2010,PL1,1,0.4464
2011,NUTS,2010,PL11,2,0.4402
2012,NUTS,2010,PL11,2,0.5147
2013,NUTS,2010,PL11,2,0.4167
2014,NUTS,2010,PL11,2,0.4267
2015,NUTS,2010,PL11,2,0.4451
2011,NUTS,2010,PL12,2,0.4598
2012,NUTS,2010,PL12,2,0.4568
2013,NUTS,2010,PL12,2,0.4744
2014,NUTS,2010,PL12,2,0.4521
2015,NUTS,2010,PL12,2,0.447
2011,NUTS,2010,PL2,1,0.4904
2012,NUTS,2010,PL2,1,0.4913
2013,NUTS,2010,PL2,1,0.4804
2014,NUTS,2010,PL2,1,0.5093
2015,NUTS,2010,PL2,1,0.5414
2016,NUTS,2010,PL2,1,0.5757
2017,NUTS,2010,PL2,1,0.8462
2018,NUTS,2010,PL2,1,0.9311
2019,NUTS,2010,PL2,1,1.0227
2011,NUTS,2010,PL21,2,0.6596
2012,NUTS,2010,PL21,2,0.6706
2013,NUTS,2010,PL21,2,0.6519
2014,NUTS,2010,PL21,2,0.7113
2015,NUTS,2010,PL21,2,0.7608
2016,NUTS,2010,PL21,2,0.8152
2017,NUTS,2010,PL21,2,1.3045
2018,NUTS,2010,PL21,2,1.3759
2019,NUTS,2010,PL21,2,1.3475
2011,NUTS,2010,PL22,2,0.371
2012,NUTS,2010,PL22,2,0.3663
2013,NUTS,2010,PL22,2,0.3612
2014,NUTS,2010,PL22,2,0.3657
2015,NUTS,2010,PL22,2,0.3844
2016,NUTS,2010,PL22,2,0.4
2017,NUTS,2010,PL22,2,0.5048
2018,NUTS,2010,PL22,2,0.5947
2019,NUTS,2010,PL22,2,0.7749
2011,NUTS,2010,PL3,1,0.3657
2012,NUTS,2010,PL3,1,0.3676
2013,NUTS,2010,PL3,1,0.4008
2014,NUTS,2010,PL3,1,0.4089
2015,NUTS,2010,PL3,1,0.4056
2011,NUTS,2010,PL31,2,0.5307
2012,NUTS,2010,PL31,2,0.6282
2013,NUTS,2010,PL31,2,0.5914
2014,NUTS,2010,PL31,2,0.6032
2015,NUTS,2010,PL31,2,0.5822
2012,NUTS,2010,PL32,2,0.2364
2013,NUTS,2010,PL32,2,0.2607
2014,NUTS,2010,PL32,2,0.2799
2015,NUTS,2010,PL32,2,0.2775
2012,NUTS,2010,PL33,2,0.0353
2013,NUTS,2010,PL33,2,0.1808
2014,NUTS,2010,PL33,2,0.1753
2015,NUTS,2010,PL33,2,0.1783
2011,NUTS,2010,PL34,2,0.4857
2012,NUTS,2010,PL34,2,0.4892
2013,NUTS,2010,PL34,2,0.5208
2014,NUTS,2010,PL34,2,0.4994
2015,NUTS,2010,PL34,2,0.5186
2011,NUTS,2010,PL4,1,0.6039
2012,NUTS,2010,PL4,1,0.5569
2013,NUTS,2010,PL4,1,0.5662
2014,NUTS,2010,PL4,1,0.6048
2015,NUTS,2010,PL4,1,0.6092
2016,NUTS,2010,PL4,1,0.5619
2017,NUTS,2010,PL4,1,0.7229
2018,NUTS,2010,PL4,1,0.8067
2011,NUTS,2010,PL41,2,0.7669
2012,NUTS,2010,PL41,2,0.6713
2013,NUTS,2010,PL41,2,0.6973
2014,NUTS,2010,PL41,2,0.7495
2015,NUTS,2010,PL41,2,0.7602
2016,NUTS,2010,PL41,2,0.705
2017,NUTS,2010,PL41,2,0.8493
2018,NUTS,2010,PL41,2,0.996
2019,NUTS,2010,PL41,2,0.7896
2012,NUTS,2010,PL42,2,0.5466
2013,NUTS,2010,PL42,2,0.5241
2014,NUTS,2010,PL42,2,0.562
2015,NUTS,2010,PL42,2,0.5763
2016,NUTS,2010,PL42,2,0.4828
2017,NUTS,2010,PL42,2,0.7188
2019,NUTS,2010,PL42,2,0.7755
2012,NUTS,2010,PL43,2,0.1955
2013,NUTS,2010,PL43,2,0.1939
2014,NUTS,2010,PL43,2,0.2002
2015,NUTS,2010,PL43,2,0.1883
2016,NUTS,2010,PL43,2,0.1772
2017,NUTS,2010,PL43,2,0.2645
2011,NUTS,2010,PL5,1,0.4657
2012,NUTS,2010,PL5,1,0.4786
2013,NUTS,2010,PL5,1,0.5182
2014,NUTS,2010,PL5,1,0.5064
2015,NUTS,2010,PL5,1,0.5445
2016,NUTS,2010,PL5,1,0.5386
2017,NUTS,2010,PL5,1,0.7718
2018,NUTS,2010,PL5,1,0.7653
2019,NUTS,2010,PL5,1,0.7677
2011,NUTS,2010,PL51,2,0.5161
2012,NUTS,2010,PL51,2,0.5361
2013,NUTS,2010,PL51,2,0.5867
2014,NUTS,2010,PL51,2,0.574
2015,NUTS,2010,PL51,2,0.6385
2016,NUTS,2010,PL51,2,0.6181
2017,NUTS,2010,PL51,2,0.8944
2018,NUTS,2010,PL51,2,0.906
2019,NUTS,2010,PL51,2,0.8796
2011,NUTS,2010,PL52,2,0.3028
2012,NUTS,2010,PL52,2,0.2948
2013,NUTS,2010,PL52,2,0.2987
2014,NUTS,2010,PL52,2,0.3015
2015,NUTS,2010,PL52,2,0.2718
2016,NUTS,2010,PL52,2,0.2776
2017,NUTS,2010,PL52,2,0.3707
2018,NUTS,2010,PL52,2,0.3142
2019,NUTS,2010,PL52,2,0.3848
2011,NUTS,2010,PL6,1,0.4629
2012,NUTS,2010,PL6,1,0.4357
2013,NUTS,2010,PL6,1,0.4338
2014,NUTS,2010,PL6,1,0.4602
2015,NUTS,2010,PL6,1,0.4284
2016,NUTS,2010,PL6,1,0.4634
2017,NUTS,2010,PL6,1,0.7581
2018,NUTS,2010,PL6,1,0.8473
2012,NUTS,2010,PL61,2,0.396
2013,NUTS,2010,PL61,2,0.3975
2014,NUTS,2010,PL61,2,0.4324
2015,NUTS,2010,PL61,2,0.4144
2016,NUTS,2010,PL61,2,0.427
2017,NUTS,2010,PL61,2,0.7994
2019,NUTS,2010,PL61,2,0.8662
2012,NUTS,2010,PL62,2,0.3536
2013,NUTS,2010,PL62,2,0.3349
2014,NUTS,2010,PL62,2,0.3747
2015,NUTS,2010,PL62,2,0.341
2016,NUTS,2010,PL62,2,0.4142
2017,NUTS,2010,PL62,2,0.5267
2011,NUTS,2010,PL63,2,0.5925
2012,NUTS,2010,PL63,2,0.5212
2013,NUTS,2010,PL63,2,0.5248
2014,NUTS,2010,PL63,2,0.5361
2015,NUTS,2010,PL63,2,0.4914
2016,NUTS,2010,PL63,2,0.5228
2017,NUTS,2010,PL63,2,0.8521
2018,NUTS,2010,PL63,2,0.9055
2019,NUTS,2010,PL63,2,0.8581
2016,NUTS,2010,PL7,1,0.4572
2017,NUTS,2010,PL7,1,0.6718
2018,NUTS,2010,PL7,1,0.6145
2019,NUTS,2010,PL7,1,0.6926
2016,NUTS,2010,PL71,2,0.5669
2017,NUTS,2010,PL71,2,0.8185
2018,NUTS,2010,PL71,2,0.7201
