year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_bes_total_pc_emp_hc_t
2016,NUTS,2010,DK05,2,0.8401
2017,NUTS,2010,DK05,2,0.7196
2019,NUTS,2010,DK05,2,0.5513
2011,NUTS,2010,EA19,2,0.9729
2013,NUTS,2010,EA19,2,1.0509
2015,NUTS,2010,EA19,2,1.1094
2017,NUTS,2010,EA19,2,1.2222
2019,NUTS,2010,EA19,2,1.3223
2011,NUTS,2010,EE,0,0.5462
2012,NUTS,2010,EE,0,0.4776
2013,NUTS,2010,EE,0,0.4589
2014,NUTS,2010,EE,0,0.4843
2015,NUTS,2010,EE,0,0.4349
2016,NUTS,2010,EE,0,0.4154
2017,NUTS,2010,EE,0,0.4634
2018,NUTS,2010,EE,0,0.4592
2019,NUTS,2010,EE,0,0.59
2011,NUTS,2010,EL,0,0.2519
2013,NUTS,2010,EL,0,0.3033
2015,NUTS,2010,EL,0,0.334
2017,NUTS,2010,EL,0,0.6093
2019,NUTS,2010,EL,0,0.5736
2011,NUTS,2010,EL3,1,0.4107
2013,NUTS,2010,EL3,1,0.584
2015,NUTS,2010,EL3,1,0.6386
2017,NUTS,2010,EL3,1,1.0791
2019,NUTS,2010,EL3,1,1.0157
2011,NUTS,2010,EL30,2,0.4107
2013,NUTS,2010,EL30,2,0.584
2015,NUTS,2010,EL30,2,0.6386
2017,NUTS,2010,EL30,2,1.0791
2019,NUTS,2010,EL30,2,1.0157
2011,NUTS,2010,EL4,1,0.0551
2013,NUTS,2010,EL4,1,0.0496
2015,NUTS,2010,EL4,1,0.0797
2017,NUTS,2010,EL4,1,0.1593
2019,NUTS,2010,EL4,1,0.148
2011,NUTS,2010,EL41,2,0.0134
2013,NUTS,2010,EL41,2,0.0122
2015,NUTS,2010,EL41,2,0.0492
2017,NUTS,2010,EL41,2,0.0533
2019,NUTS,2010,EL41,2,0.0963
2011,NUTS,2010,EL42,2,0.0337
2013,NUTS,2010,EL42,2,0.0155
2015,NUTS,2010,EL42,2,0.0174
2017,NUTS,2010,EL42,2,0.0368
2019,NUTS,2010,EL42,2,0.0211
2011,NUTS,2010,EL43,2,0.0777
2013,NUTS,2010,EL43,2,0.0805
2015,NUTS,2010,EL43,2,0.1286
2017,NUTS,2010,EL43,2,0.2572
2019,NUTS,2010,EL43,2,0.23
2011,NUTS,2010,EL5,1,0.2085
2013,NUTS,2010,EL5,1,0.16
2015,NUTS,2010,EL5,1,0.1713
2017,NUTS,2010,EL5,1,0.3812
2019,NUTS,2010,EL5,1,0.3365
2011,NUTS,2010,EL51,2,0.1721
2013,NUTS,2010,EL51,2,0.1441
2015,NUTS,2010,EL51,2,0.144
2017,NUTS,2010,EL51,2,0.2313
2019,NUTS,2010,EL51,2,0.109
2011,NUTS,2010,EL52,2,0.2564
2013,NUTS,2010,EL52,2,0.1776
2015,NUTS,2010,EL52,2,0.2056
2017,NUTS,2010,EL52,2,0.4629
2019,NUTS,2010,EL52,2,0.4372
2011,NUTS,2010,EL53,2,0.1049
2013,NUTS,2010,EL53,2,0.0869
2015,NUTS,2010,EL53,2,0.0985
2017,NUTS,2010,EL53,2,0.1172
2019,NUTS,2010,EL53,2,0.1022
2011,NUTS,2010,EL54,2,0.0908
2013,NUTS,2010,EL54,2,0.1492
2015,NUTS,2010,EL54,2,0.0836
2017,NUTS,2010,EL54,2,0.4006
2019,NUTS,2010,EL54,2,0.3771
2011,NUTS,2010,EL6,1,0.1185
2013,NUTS,2010,EL6,1,0.1245
2015,NUTS,2010,EL6,1,0.1461
2017,NUTS,2010,EL6,1,0.321
2019,NUTS,2010,EL6,1,0.3056
2011,NUTS,2010,EL61,2,0.0318
2013,NUTS,2010,EL61,2,0.0408
2015,NUTS,2010,EL61,2,0.0709
2017,NUTS,2010,EL61,2,0.3583
2019,NUTS,2010,EL61,2,0.3179
2011,NUTS,2010,EL62,2,0.0258
2013,NUTS,2010,EL62,2,0.0093
2015,NUTS,2010,EL62,2,0.0671
2017,NUTS,2010,EL62,2,0.0956
2019,NUTS,2010,EL62,2,0.1801
2011,NUTS,2010,EL63,2,0.1448
2013,NUTS,2010,EL63,2,0.1988
2015,NUTS,2010,EL63,2,0.2313
2017,NUTS,2010,EL63,2,0.4142
2019,NUTS,2010,EL63,2,0.3535
2011,NUTS,2010,EL64,2,0.2596
2013,NUTS,2010,EL64,2,0.2767
2015,NUTS,2010,EL64,2,0.284
2017,NUTS,2010,EL64,2,0.4383
2019,NUTS,2010,EL64,2,0.4547
2011,NUTS,2010,EL65,2,0.1023
2013,NUTS,2010,EL65,2,0.058
2015,NUTS,2010,EL65,2,0.045
2017,NUTS,2010,EL65,2,0.1498
2019,NUTS,2010,EL65,2,0.1509
2011,NUTS,2010,ES,0,0.7108
2012,NUTS,2010,ES,0,0.7349
2013,NUTS,2010,ES,0,0.7535
2014,NUTS,2010,ES,0,0.7412
2015,NUTS,2010,ES,0,0.7191
2016,NUTS,2010,ES,0,0.7162
2017,NUTS,2010,ES,0,0.7352
2018,NUTS,2010,ES,0,0.7819
2019,NUTS,2010,ES,0,0.7793
2011,NUTS,2010,ES1,1,0.5659
2012,NUTS,2010,ES1,1,0.5624
2013,NUTS,2010,ES1,1,0.623
2014,NUTS,2010,ES1,1,0.6034
2015,NUTS,2010,ES1,1,0.5339
2016,NUTS,2010,ES1,1,0.529
2017,NUTS,2010,ES1,1,0.5992
2018,NUTS,2010,ES1,1,0.6132
2019,NUTS,2010,ES1,1,0.6348
2011,NUTS,2010,ES11,2,0.5396
2012,NUTS,2010,ES11,2,0.5512
2013,NUTS,2010,ES11,2,0.6367
2014,NUTS,2010,ES11,2,0.6291
2015,NUTS,2010,ES11,2,0.5591
2016,NUTS,2010,ES11,2,0.5529
2017,NUTS,2010,ES11,2,0.6493
2018,NUTS,2010,ES11,2,0.6668
2019,NUTS,2010,ES11,2,0.666
2011,NUTS,2010,ES12,2,0.6782
2012,NUTS,2010,ES12,2,0.6512
2013,NUTS,2010,ES12,2,0.6784
2014,NUTS,2010,ES12,2,0.6573
2015,NUTS,2010,ES12,2,0.5428
2016,NUTS,2010,ES12,2,0.5232
2017,NUTS,2010,ES12,2,0.5403
2018,NUTS,2010,ES12,2,0.5494
2019,NUTS,2010,ES12,2,0.6556
2011,NUTS,2010,ES13,2,0.4975
2012,NUTS,2010,ES13,2,0.4675
2013,NUTS,2010,ES13,2,0.4692
2014,NUTS,2010,ES13,2,0.4002
2015,NUTS,2010,ES13,2,0.407
2016,NUTS,2010,ES13,2,0.4334
2017,NUTS,2010,ES13,2,0.4745
2018,NUTS,2010,ES13,2,0.4772
2019,NUTS,2010,ES13,2,0.4619
2011,NUTS,2010,ES2,1,1.4741
2012,NUTS,2010,ES2,1,1.5391
2013,NUTS,2010,ES2,1,1.5175
2014,NUTS,2010,ES2,1,1.4893
2015,NUTS,2010,ES2,1,1.468
2016,NUTS,2010,ES2,1,1.4213
2017,NUTS,2010,ES2,1,1.4604
2018,NUTS,2010,ES2,1,1.5269
2019,NUTS,2010,ES2,1,1.4946
2011,NUTS,2010,ES21,2,1.9407
2012,NUTS,2010,ES21,2,2.1251
2013,NUTS,2010,ES21,2,2.1058
2014,NUTS,2010,ES21,2,2.1056
2015,NUTS,2010,ES21,2,2.0828
2016,NUTS,2010,ES21,2,1.9858
2017,NUTS,2010,ES21,2,2.0595
2018,NUTS,2010,ES21,2,2.1805
2019,NUTS,2010,ES21,2,2.1426
2011,NUTS,2010,ES22,2,1.6054
2012,NUTS,2010,ES22,2,1.5254
2013,NUTS,2010,ES22,2,1.542
2014,NUTS,2010,ES22,2,1.4232
2015,NUTS,2010,ES22,2,1.4858
2016,NUTS,2010,ES22,2,1.4721
2017,NUTS,2010,ES22,2,1.491
2018,NUTS,2010,ES22,2,1.5074
2019,NUTS,2010,ES22,2,1.4264
2011,NUTS,2010,ES23,2,1.1931
2012,NUTS,2010,ES23,2,1.1434
2013,NUTS,2010,ES23,2,1.0568
2014,NUTS,2010,ES23,2,1.0721
2015,NUTS,2010,ES23,2,1.0606
2016,NUTS,2010,ES23,2,0.9661
2017,NUTS,2010,ES23,2,1.0089
2018,NUTS,2010,ES23,2,0.8355
2019,NUTS,2010,ES23,2,0.798
2011,NUTS,2010,ES24,2,0.6652
2012,NUTS,2010,ES24,2,0.6689
2013,NUTS,2010,ES24,2,0.6194
2014,NUTS,2010,ES24,2,0.599
2015,NUTS,2010,ES24,2,0.5619
2016,NUTS,2010,ES24,2,0.5866
2017,NUTS,2010,ES24,2,0.5946
2018,NUTS,2010,ES24,2,0.6504
2019,NUTS,2010,ES24,2,0.6625
2011,NUTS,2010,ES3,1,1.0236
2012,NUTS,2010,ES3,1,1.0368
2013,NUTS,2010,ES3,1,1.0959
2014,NUTS,2010,ES3,1,1.072
2015,NUTS,2010,ES3,1,1.1023
2016,NUTS,2010,ES3,1,1.0988
2017,NUTS,2010,ES3,1,1.0839
2018,NUTS,2010,ES3,1,1.1177
2019,NUTS,2010,ES3,1,1.1104
2011,NUTS,2010,ES30,2,1.0236
2012,NUTS,2010,ES30,2,1.0368
2013,NUTS,2010,ES30,2,1.0959
2014,NUTS,2010,ES30,2,1.072
2015,NUTS,2010,ES30,2,1.1023
2016,NUTS,2010,ES30,2,1.0988
2017,NUTS,2010,ES30,2,1.0839
2018,NUTS,2010,ES30,2,1.1177
2019,NUTS,2010,ES30,2,1.1104
2011,NUTS,2010,ES4,1,0.4886
2012,NUTS,2010,ES4,1,0.4769
2013,NUTS,2010,ES4,1,0.4288
2014,NUTS,2010,ES4,1,0.4174
2015,NUTS,2010,ES4,1,0.4013
2016,NUTS,2010,ES4,1,0.3901
2017,NUTS,2010,ES4,1,0.4253
2018,NUTS,2010,ES4,1,0.4557
2019,NUTS,2010,ES4,1,0.4608
2011,NUTS,2010,ES41,2,0.7295
2012,NUTS,2010,ES41,2,0.6941
2013,NUTS,2010,ES41,2,0.5784
2014,NUTS,2010,ES41,2,0.5649
2015,NUTS,2010,ES41,2,0.5368
2016,NUTS,2010,ES41,2,0.503
2017,NUTS,2010,ES41,2,0.5672
2018,NUTS,2010,ES41,2,0.6378
2019,NUTS,2010,ES41,2,0.6452
2011,NUTS,2010,ES42,2,0.2991
2012,NUTS,2010,ES42,2,0.2983
2013,NUTS,2010,ES42,2,0.2801
2014,NUTS,2010,ES42,2,0.3068
2015,NUTS,2010,ES42,2,0.3023
2016,NUTS,2010,ES42,2,0.3231
2017,NUTS,2010,ES42,2,0.3136
2018,NUTS,2010,ES42,2,0.3102
2019,NUTS,2010,ES42,2,0.3244
2011,NUTS,2010,ES43,2,0.2459
2012,NUTS,2010,ES43,2,0.2489
2013,NUTS,2010,ES43,2,0.3369
2014,NUTS,2010,ES43,2,0.2567
2015,NUTS,2010,ES43,2,0.2469
2016,NUTS,2010,ES43,2,0.2289
2017,NUTS,2010,ES43,2,0.2877
2018,NUTS,2010,ES43,2,0.2927
2019,NUTS,2010,ES43,2,0.2813
2011,NUTS,2010,ES5,1,0.6877
2012,NUTS,2010,ES5,1,0.7235
2013,NUTS,2010,ES5,1,0.7457
2014,NUTS,2010,ES5,1,0.7546
2015,NUTS,2010,ES5,1,0.7302
2016,NUTS,2010,ES5,1,0.7556
2017,NUTS,2010,ES5,1,0.7666
2018,NUTS,2010,ES5,1,0.8491
2019,NUTS,2010,ES5,1,0.8481
2011,NUTS,2010,ES51,2,0.8401
2012,NUTS,2010,ES51,2,0.9232
2013,NUTS,2010,ES51,2,0.9492
2014,NUTS,2010,ES51,2,0.9273
2015,NUTS,2010,ES51,2,0.9286
2016,NUTS,2010,ES51,2,0.9411
2017,NUTS,2010,ES51,2,0.9605
2018,NUTS,2010,ES51,2,1.0486
2019,NUTS,2010,ES51,2,1.0542
2011,NUTS,2010,ES52,2,0.5762
2012,NUTS,2010,ES52,2,0.5573
2013,NUTS,2010,ES52,2,0.5805
2014,NUTS,2010,ES52,2,0.6434
2015,NUTS,2010,ES52,2,0.5788
2016,NUTS,2010,ES52,2,0.6247
2017,NUTS,2010,ES52,2,0.6214
2018,NUTS,2010,ES52,2,0.7052
2019,NUTS,2010,ES52,2,0.6918
2011,NUTS,2010,ES53,2,0.0909
2012,NUTS,2010,ES53,2,0.076
2013,NUTS,2010,ES53,2,0.0906
2014,NUTS,2010,ES53,2,0.0855
2015,NUTS,2010,ES53,2,0.0889
2016,NUTS,2010,ES53,2,0.1193
2017,NUTS,2010,ES53,2,0.1228
2018,NUTS,2010,ES53,2,0.1757
2019,NUTS,2010,ES53,2,0.1768
2011,NUTS,2010,ES6,1,0.3631
2012,NUTS,2010,ES6,1,0.3852
2013,NUTS,2010,ES6,1,0.4238
2014,NUTS,2010,ES6,1,0.4109
2015,NUTS,2010,ES6,1,0.371
2016,NUTS,2010,ES6,1,0.3586
2017,NUTS,2010,ES6,1,0.3824
2018,NUTS,2010,ES6,1,0.4063
2019,NUTS,2010,ES6,1,0.3974
2011,NUTS,2010,ES61,2,0.3652
2012,NUTS,2010,ES61,2,0.3796
2013,NUTS,2010,ES61,2,0.4274
2014,NUTS,2010,ES61,2,0.4061
2015,NUTS,2010,ES61,2,0.3556
2016,NUTS,2010,ES61,2,0.3354
2017,NUTS,2010,ES61,2,0.3594
2018,NUTS,2010,ES61,2,0.3815
2019,NUTS,2010,ES61,2,0.3658
2011,NUTS,2010,ES62,2,0.3859
2012,NUTS,2010,ES62,2,0.4459
2013,NUTS,2010,ES62,2,0.4445
2014,NUTS,2010,ES62,2,0.4718
2015,NUTS,2010,ES62,2,0.4866
2016,NUTS,2010,ES62,2,0.5098
2017,NUTS,2010,ES62,2,0.5342
2018,NUTS,2010,ES62,2,0.5708
2019,NUTS,2010,ES62,2,0.5935
2012,NUTS,2010,ES63,2,0.0247
2015,NUTS,2010,ES63,2,0.0
2012,NUTS,2010,ES64,2,0.0625
2015,NUTS,2010,ES64,2,0.0
2011,NUTS,2010,ES7,1,0.1406
2012,NUTS,2010,ES7,1,0.132
2013,NUTS,2010,ES7,1,0.1157
2014,NUTS,2010,ES7,1,0.1036
2015,NUTS,2010,ES7,1,0.0925
2016,NUTS,2010,ES7,1,0.0932
2017,NUTS,2010,ES7,1,0.0922
2018,NUTS,2010,ES7,1,0.1069
2019,NUTS,2010,ES7,1,0.1076
2011,NUTS,2010,ES70,2,0.1406
2012,NUTS,2010,ES70,2,0.132
2013,NUTS,2010,ES70,2,0.1157
2014,NUTS,2010,ES70,2,0.1036
2015,NUTS,2010,ES70,2,0.0925
2016,NUTS,2010,ES70,2,0.0932
2017,NUTS,2010,ES70,2,0.0922
2018,NUTS,2010,ES70,2,0.1069
2019,NUTS,2010,ES70,2,0.1076
2011,NUTS,2010,EU27_2020,7,0.8639
2013,NUTS,2010,EU27_2020,7,0.9359
2015,NUTS,2010,EU27_2020,7,0.9885
2017,NUTS,2010,EU27_2020,7,1.1047
2019,NUTS,2010,EU27_2020,7,1.2047
2011,NUTS,2010,FI,0,1.7105
2012,NUTS,2010,FI,0,1.6797
2013,NUTS,2010,FI,0,1.7208
2014,NUTS,2010,FI,0,1.7048
2015,NUTS,2010,FI,0,1.7379
2016,NUTS,2010,FI,0,1.621
2017,NUTS,2010,FI,0,1.5728
2018,NUTS,2010,FI,0,1.5335
2019,NUTS,2010,FI,0,1.5782
2011,NUTS,2010,FI1,1,1.6624
2012,NUTS,2010,FI1,1,1.6303
2013,NUTS,2010,FI1,1,1.6697
2015,NUTS,2010,FI1,1,1.6736
2016,NUTS,2010,FI1,1,1.564
2017,NUTS,2010,FI1,1,1.5162
2018,NUTS,2010,FI1,1,1.475
2019,NUTS,2010,FI1,1,1.5168
2011,NUTS,2010,FI19,2,1.5642
2012,NUTS,2010,FI19,2,1.4711
2013,NUTS,2010,FI19,2,1.496
2015,NUTS,2010,FI19,2,1.5586
2016,NUTS,2010,FI19,2,1.3507
2017,NUTS,2010,FI19,2,1.3519
2018,NUTS,2010,FI19,2,1.3428
2019,NUTS,2010,FI19,2,1.3826
2011,NUTS,2010,FI1B,2,2.3249
2012,NUTS,2010,FI1B,2,2.3227
2013,NUTS,2010,FI1B,2,2.3989
2015,NUTS,2010,FI1B,2,2.4487
2016,NUTS,2010,FI1B,2,2.279
2017,NUTS,2010,FI1B,2,2.1906
2018,NUTS,2010,FI1B,2,2.1326
2019,NUTS,2010,FI1B,2,2.1811
2011,NUTS,2010,FI1C,2,1.0949
2012,NUTS,2010,FI1C,2,1.1231
2013,NUTS,2010,FI1C,2,1.1143
2015,NUTS,2010,FI1C,2,1.0509
2016,NUTS,2010,FI1C,2,1.018
2017,NUTS,2010,FI1C,2,0.9297
2018,NUTS,2010,FI1C,2,0.8712
2019,NUTS,2010,FI1C,2,0.9066
2011,NUTS,2010,FI1D,2,1.3421
2012,NUTS,2010,FI1D,2,1.2743
2013,NUTS,2010,FI1D,2,1.3061
2015,NUTS,2010,FI1D,2,1.2149
2016,NUTS,2010,FI1D,2,1.2268
2017,NUTS,2010,FI1D,2,1.2236
2018,NUTS,2010,FI1D,2,1.1865
2019,NUTS,2010,FI1D,2,1.2119
2011,NUTS,2010,FI2,1,0.4865
2012,NUTS,2010,FI2,1,0.4013
2013,NUTS,2010,FI2,1,0.6667
2015,NUTS,2010,FI2,1,0.2692
2016,NUTS,2010,FI2,1,0.3354
2017,NUTS,2010,FI2,1,0.2949
2018,NUTS,2010,FI2,1,0.4575
2019,NUTS,2010,FI2,1,0.38
2011,NUTS,2010,FI20,2,0.4865
2012,NUTS,2010,FI20,2,0.4013
2013,NUTS,2010,FI20,2,0.6667
2015,NUTS,2010,FI20,2,0.2692
2016,NUTS,2010,FI20,2,0.3354
2017,NUTS,2010,FI20,2,0.2949
2018,NUTS,2010,FI20,2,0.4575
2019,NUTS,2010,FI20,2,0.38
2011,NUTS,2010,FR,0,1.1946
2012,NUTS,2010,FR,0,1.2752
2013,NUTS,2010,FR,0,1.3002
2014,NUTS,2010,FR,0,1.3002
2016,NUTS,2010,FR,0,1.3704
2017,NUTS,2010,FR,0,1.4352
2018,NUTS,2010,FR,0,1.46
2011,NUTS,2010,FR1,1,2.3617
2012,NUTS,2010,FR1,1,2.454
2013,NUTS,2010,FR1,1,2.5019
2011,NUTS,2010,FR10,2,2.3617
2012,NUTS,2010,FR10,2,2.454
2013,NUTS,2010,FR10,2,2.5019
2011,NUTS,2010,FR2,1,0.6928
2012,NUTS,2010,FR2,1,0.7423
2013,NUTS,2010,FR2,1,0.7341
2011,NUTS,2010,FR21,2,0.4988
2012,NUTS,2010,FR21,2,0.5501
2013,NUTS,2010,FR21,2,0.5052
2011,NUTS,2010,FR22,2,0.6879
2012,NUTS,2010,FR22,2,0.7207
2013,NUTS,2010,FR22,2,0.7804
2011,NUTS,2010,FR23,2,0.7736
2012,NUTS,2010,FR23,2,0.9174
2013,NUTS,2010,FR23,2,0.8981
2011,NUTS,2010,FR24,2,0.8432
2012,NUTS,2010,FR24,2,0.8214
2013,NUTS,2010,FR24,2,0.8269
2011,NUTS,2010,FR25,2,0.6234
2012,NUTS,2010,FR25,2,0.6585
2013,NUTS,2010,FR25,2,0.6102
2011,NUTS,2010,FR26,2,0.5847
2012,NUTS,2010,FR26,2,0.6757
2013,NUTS,2010,FR26,2,0.646
2011,NUTS,2010,FR3,1,0.4812
2012,NUTS,2010,FR3,1,0.4744
2013,NUTS,2010,FR3,1,0.5036
2011,NUTS,2010,FR30,2,0.4812
2012,NUTS,2010,FR30,2,0.4744
2013,NUTS,2010,FR30,2,0.5036
2011,NUTS,2010,FR4,1,0.8597
2012,NUTS,2010,FR4,1,0.9182
2013,NUTS,2010,FR4,1,0.871
2011,NUTS,2010,FR41,2,0.5255
2012,NUTS,2010,FR41,2,0.5296
2013,NUTS,2010,FR41,2,0.5381
2011,NUTS,2010,FR42,2,0.8905
2012,NUTS,2010,FR42,2,0.9716
2013,NUTS,2010,FR42,2,0.885
2011,NUTS,2010,FR43,2,1.4684
2012,NUTS,2010,FR43,2,1.5701
2013,NUTS,2010,FR43,2,1.4895
2011,NUTS,2010,FR5,1,0.8118
2012,NUTS,2010,FR5,1,0.8398
2013,NUTS,2010,FR5,1,0.8526
2011,NUTS,2010,FR51,2,0.8668
2012,NUTS,2010,FR51,2,0.8733
2013,NUTS,2010,FR51,2,0.925
2011,NUTS,2010,FR52,2,0.9565
2012,NUTS,2010,FR52,2,0.9868
2013,NUTS,2010,FR52,2,0.9278
2011,NUTS,2010,FR53,2,0.4358
2012,NUTS,2010,FR53,2,0.5035
2013,NUTS,2010,FR53,2,0.559
2011,NUTS,2010,FR6,1,1.2412
2012,NUTS,2010,FR6,1,1.4
2013,NUTS,2010,FR6,1,1.4059
2011,NUTS,2010,FR61,2,0.8142
2012,NUTS,2010,FR61,2,0.8459
2013,NUTS,2010,FR61,2,0.8498
2011,NUTS,2010,FR62,2,1.8797
2012,NUTS,2010,FR62,2,2.1842
2013,NUTS,2010,FR62,2,2.2028
2011,NUTS,2010,FR63,2,0.4756
2012,NUTS,2010,FR63,2,0.6202
2013,NUTS,2010,FR63,2,0.5965
2011,NUTS,2010,FR7,1,1.4272
2012,NUTS,2010,FR7,1,1.4808
2013,NUTS,2010,FR7,1,1.508
2011,NUTS,2010,FR71,2,1.5053
2012,NUTS,2010,FR71,2,1.5554
2013,NUTS,2010,FR71,2,1.5933
2011,NUTS,2010,FR72,2,1.0483
2012,NUTS,2010,FR72,2,1.1091
2013,NUTS,2010,FR72,2,1.0793
2011,NUTS,2010,FR8,1,0.8732
2012,NUTS,2010,FR8,1,1.0118
2013,NUTS,2010,FR8,1,1.0967
2011,NUTS,2010,FR81,2,0.5851
2012,NUTS,2010,FR81,2,0.7577
2013,NUTS,2010,FR81,2,0.7493
2011,NUTS,2010,FR82,2,1.0505
2012,NUTS,2010,FR82,2,1.1688
2013,NUTS,2010,FR82,2,1.2986
2011,NUTS,2010,FR83,2,0.1471
2012,NUTS,2010,FR83,2,0.089
2013,NUTS,2010,FR83,2,0.0884
2011,NUTS,2010,FRA,1,0.0702
2012,NUTS,2010,FRA,1,0.0743
2013,NUTS,2010,FRA,1,0.085
2011,NUTS,2010,HR,0,0.1828
2012,NUTS,2010,HR,0,0.1918
2013,NUTS,2010,HR,0,0.2013
2014,NUTS,2010,HR,0,0.202
2015,NUTS,2010,HR,0,0.213
2016,NUTS,2010,HR,0,0.2369
2017,NUTS,2010,HR,0,0.2454
2018,NUTS,2010,HR,0,0.3266
2019,NUTS,2010,HR,0,0.3799
2020,NUTS,2010,HR,0,0.4336
2011,NUTS,2010,HR0,1,0.1782
2012,NUTS,2010,HR0,1,0.1872
2013,NUTS,2010,HR0,1,0.1974
2014,NUTS,2010,HR0,1,0.199
2015,NUTS,2010,HR0,1,0.2095
2016,NUTS,2010,HR0,1,0.2335
2017,NUTS,2010,HR0,1,0.2421
2018,NUTS,2010,HR0,1,0.3217
2019,NUTS,2010,HR0,1,0.3732
2020,NUTS,2010,HR0,1,0.4264
2011,NUTS,2010,HR03,2,0.0585
2012,NUTS,2010,HR03,2,0.0631
2013,NUTS,2010,HR03,2,0.0609
2014,NUTS,2010,HR03,2,0.0612
2015,NUTS,2010,HR03,2,0.0575
2016,NUTS,2010,HR03,2,0.0751
2017,NUTS,2010,HR03,2,0.0726
2018,NUTS,2010,HR03,2,0.0683
2019,NUTS,2010,HR03,2,0.0885
2020,NUTS,2010,HR03,2,0.1124
2011,NUTS,2010,HR04,2,0.2334
2012,NUTS,2010,HR04,2,0.2459
2013,NUTS,2010,HR04,2,0.2619
2014,NUTS,2010,HR04,2,0.2661
2015,NUTS,2010,HR04,2,0.2821
2016,NUTS,2010,HR04,2,0.3079
2017,NUTS,2010,HR04,2,0.3248
2018,NUTS,2010,HR04,2,0.4392
2019,NUTS,2010,HR04,2,0.5074
2011,NUTS,2010,HU,0,0.5384
2012,NUTS,2010,HU,0,0.5937
2013,NUTS,2010,HU,0,0.6459
2014,NUTS,2010,HU,0,0.6049
2015,NUTS,2010,HU,0,0.5513
2016,NUTS,2010,HU,0,0.5259
2017,NUTS,2010,HU,0,0.6226
2018,NUTS,2010,HU,0,0.7845
2019,NUTS,2010,HU,0,0.8364
2011,NUTS,2010,HU1,1,1.0633
2012,NUTS,2010,HU1,1,1.1122
2013,NUTS,2010,HU1,1,1.2434
2014,NUTS,2010,HU1,1,1.2666
2015,NUTS,2010,HU1,1,1.2101
2016,NUTS,2010,HU1,1,1.1219
2017,NUTS,2010,HU1,1,1.2856
2018,NUTS,2010,HU1,1,1.6465
2019,NUTS,2010,HU1,1,1.7104
2011,NUTS,2010,HU10,2,1.0633
2012,NUTS,2010,HU10,2,1.1122
2013,NUTS,2010,HU10,2,1.2434
2014,NUTS,2010,HU10,2,1.2666
2015,NUTS,2010,HU10,2,1.2101
2016,NUTS,2010,HU10,2,1.1219
2017,NUTS,2010,HU11,2,1.9574
2018,NUTS,2010,HU11,2,2.5011
2019,NUTS,2010,HU11,2,2.5798
2017,NUTS,2010,HU12,2,0.3028
2018,NUTS,2010,HU12,2,0.4494
2019,NUTS,2010,HU12,2,0.511
2011,NUTS,2010,HU2,1,0.3408
2012,NUTS,2010,HU2,1,0.405
2013,NUTS,2010,HU2,1,0.426
2014,NUTS,2010,HU2,1,0.3359
2015,NUTS,2010,HU2,1,0.2973
2016,NUTS,2010,HU2,1,0.2944
2017,NUTS,2010,HU2,1,0.3649
2018,NUTS,2010,HU2,1,0.4774
2019,NUTS,2010,HU2,1,0.4995
2011,NUTS,2010,HU21,2,0.4187
2012,NUTS,2010,HU21,2,0.5572
2013,NUTS,2010,HU21,2,0.517
2014,NUTS,2010,HU21,2,0.4253
2015,NUTS,2010,HU21,2,0.41
2016,NUTS,2010,HU21,2,0.3989
2017,NUTS,2010,HU21,2,0.4638
2018,NUTS,2010,HU21,2,0.5682
2019,NUTS,2010,HU21,2,0.6153
2011,NUTS,2010,HU22,2,0.3238
2012,NUTS,2010,HU22,2,0.3252
2013,NUTS,2010,HU22,2,0.3866
2014,NUTS,2010,HU22,2,0.3302
2015,NUTS,2010,HU22,2,0.2537
2016,NUTS,2010,HU22,2,0.2565
2017,NUTS,2010,HU22,2,0.3405
2018,NUTS,2010,HU22,2,0.4677
2019,NUTS,2010,HU22,2,0.4672
2011,NUTS,2010,HU23,2,0.2565
2012,NUTS,2010,HU23,2,0.3011
2013,NUTS,2010,HU23,2,0.3554
2014,NUTS,2010,HU23,2,0.2266
2015,NUTS,2010,HU23,2,0.1997
2016,NUTS,2010,HU23,2,0.2037
2017,NUTS,2010,HU23,2,0.2624
2018,NUTS,2010,HU23,2,0.3687
2019,NUTS,2010,HU23,2,0.3847
2011,NUTS,2010,HU3,1,0.2925
2012,NUTS,2010,HU3,1,0.3378
2013,NUTS,2010,HU3,1,0.3567
2014,NUTS,2010,HU3,1,0.2958
2015,NUTS,2010,HU3,1,0.229
2016,NUTS,2010,HU3,1,0.2272
2017,NUTS,2010,HU3,1,0.2915
2018,NUTS,2010,HU3,1,0.337
2019,NUTS,2010,HU3,1,0.3779
2011,NUTS,2010,HU31,2,0.271
2012,NUTS,2010,HU31,2,0.3088
2013,NUTS,2010,HU31,2,0.3789
2014,NUTS,2010,HU31,2,0.269
2015,NUTS,2010,HU31,2,0.207
2016,NUTS,2010,HU31,2,0.2002
2017,NUTS,2010,HU31,2,0.2462
2018,NUTS,2010,HU31,2,0.2724
2019,NUTS,2010,HU31,2,0.3077
2011,NUTS,2010,HU32,2,0.2584
2012,NUTS,2010,HU32,2,0.3106
2013,NUTS,2010,HU32,2,0.2523
2014,NUTS,2010,HU32,2,0.2085
2015,NUTS,2010,HU32,2,0.2102
2016,NUTS,2010,HU32,2,0.2067
2017,NUTS,2010,HU32,2,0.2629
2018,NUTS,2010,HU32,2,0.299
2019,NUTS,2010,HU32,2,0.3252
