year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_bes_total_pc_emp_hc_t
2013,NUTS,2010,UKH2,2,1.5361
2014,NUTS,2010,UKH2,2,1.4326
2015,NUTS,2010,UKH2,2,1.5478
2016,NUTS,2010,UKH2,2,1.625
2017,NUTS,2010,UKH2,2,1.6938
2018,NUTS,2010,UKH2,2,1.6953
2011,NUTS,2010,UKH3,2,1.0186
2012,NUTS,2010,UKH3,2,0.7835
2013,NUTS,2010,UKH3,2,0.7814
2014,NUTS,2010,UKH3,2,0.8616
2015,NUTS,2010,UKH3,2,0.8295
2016,NUTS,2010,UKH3,2,0.8652
2017,NUTS,2010,UKH3,2,0.8316
2018,NUTS,2010,UKH3,2,0.7656
2011,NUTS,2010,UKI,1,0.4031
2012,NUTS,2010,UKI,1,0.4548
2013,NUTS,2010,UKI,1,0.4966
2014,NUTS,2010,UKI,1,0.6274
2015,NUTS,2010,UKI,1,0.6692
2016,NUTS,2010,UKI,1,0.7019
2017,NUTS,2010,UKI,1,0.893
2018,NUTS,2010,UKI,1,0.9066
2011,NUTS,2010,UKI3,2,1.3274
2012,NUTS,2010,UKI3,2,1.2715
2013,NUTS,2010,UKI3,2,1.6415
2014,NUTS,2010,UKI3,2,1.9572
2015,NUTS,2010,UKI3,2,2.1194
2016,NUTS,2010,UKI3,2,2.3744
2017,NUTS,2010,UKI3,2,3.256
2018,NUTS,2010,UKI3,2,3.5011
2011,NUTS,2010,UKI4,2,0.2529
2012,NUTS,2010,UKI4,2,0.2209
2013,NUTS,2010,UKI4,2,0.3505
2014,NUTS,2010,UKI4,2,0.4946
2015,NUTS,2010,UKI4,2,0.4492
2016,NUTS,2010,UKI4,2,0.4512
2017,NUTS,2010,UKI4,2,0.5406
2018,NUTS,2010,UKI4,2,0.6223
2011,NUTS,2010,UKI5,2,0.094
2012,NUTS,2010,UKI5,2,0.1001
2013,NUTS,2010,UKI5,2,0.1084
2014,NUTS,2010,UKI5,2,0.1154
2015,NUTS,2010,UKI5,2,0.1312
2016,NUTS,2010,UKI5,2,0.1266
2017,NUTS,2010,UKI5,2,0.1225
2018,NUTS,2010,UKI5,2,0.1588
2011,NUTS,2010,UKI6,2,0.2878
2012,NUTS,2010,UKI6,2,0.23
2013,NUTS,2010,UKI6,2,0.1679
2014,NUTS,2010,UKI6,2,0.2654
2015,NUTS,2010,UKI6,2,0.1957
2016,NUTS,2010,UKI6,2,0.2286
2017,NUTS,2010,UKI6,2,0.284
2018,NUTS,2010,UKI6,2,0.2437
2011,NUTS,2010,UKI7,2,0.3794
2012,NUTS,2010,UKI7,2,0.6694
2013,NUTS,2010,UKI7,2,0.5481
2014,NUTS,2010,UKI7,2,0.6516
2015,NUTS,2010,UKI7,2,0.8462
2016,NUTS,2010,UKI7,2,0.7995
2017,NUTS,2010,UKI7,2,1.0771
2018,NUTS,2010,UKI7,2,0.8451
2011,NUTS,2010,UKJ,1,0.9986
2012,NUTS,2010,UKJ,1,1.0849
2013,NUTS,2010,UKJ,1,1.1604
2014,NUTS,2010,UKJ,1,1.2156
2015,NUTS,2010,UKJ,1,1.237
2016,NUTS,2010,UKJ,1,1.2932
2017,NUTS,2010,UKJ,1,1.3196
2018,NUTS,2010,UKJ,1,1.461
2011,NUTS,2010,UKJ1,2,1.5311
2012,NUTS,2010,UKJ1,2,1.8041
2013,NUTS,2010,UKJ1,2,2.0242
2014,NUTS,2010,UKJ1,2,2.1859
2015,NUTS,2010,UKJ1,2,2.1608
2016,NUTS,2010,UKJ1,2,2.39
2017,NUTS,2010,UKJ1,2,2.425
2018,NUTS,2010,UKJ1,2,2.731
2011,NUTS,2010,UKJ2,2,0.6836
2012,NUTS,2010,UKJ2,2,0.7722
2013,NUTS,2010,UKJ2,2,0.8076
2014,NUTS,2010,UKJ2,2,0.845
2015,NUTS,2010,UKJ2,2,0.8856
2016,NUTS,2010,UKJ2,2,0.8885
2017,NUTS,2010,UKJ2,2,0.9497
2018,NUTS,2010,UKJ2,2,1.04
2011,NUTS,2010,UKJ3,2,1.107
2012,NUTS,2010,UKJ3,2,1.1053
2013,NUTS,2010,UKJ3,2,1.1887
2014,NUTS,2010,UKJ3,2,1.158
2015,NUTS,2010,UKJ3,2,1.2294
2016,NUTS,2010,UKJ3,2,1.1837
2017,NUTS,2010,UKJ3,2,1.1319
2018,NUTS,2010,UKJ3,2,1.2253
2011,NUTS,2010,UKJ4,2,0.6179
2012,NUTS,2010,UKJ4,2,0.5147
2013,NUTS,2010,UKJ4,2,0.4542
2014,NUTS,2010,UKJ4,2,0.4743
2015,NUTS,2010,UKJ4,2,0.4882
2016,NUTS,2010,UKJ4,2,0.4998
2017,NUTS,2010,UKJ4,2,0.5556
2018,NUTS,2010,UKJ4,2,0.5833
2011,NUTS,2010,UKK,1,0.7029
2012,NUTS,2010,UKK,1,0.7354
2013,NUTS,2010,UKK,1,0.7773
2014,NUTS,2010,UKK,1,0.8223
2015,NUTS,2010,UKK,1,0.8425
2016,NUTS,2010,UKK,1,0.8857
2017,NUTS,2010,UKK,1,0.9959
2018,NUTS,2010,UKK,1,1.0509
2011,NUTS,2010,UKK1,2,1.1807
2012,NUTS,2010,UKK1,2,1.2451
2013,NUTS,2010,UKK1,2,1.3131
2014,NUTS,2010,UKK1,2,1.3085
2015,NUTS,2010,UKK1,2,1.3054
2016,NUTS,2010,UKK1,2,1.371
2017,NUTS,2010,UKK1,2,1.5084
2018,NUTS,2010,UKK1,2,1.5972
2011,NUTS,2010,UKK2,2,0.4569
2012,NUTS,2010,UKK2,2,0.4718
2013,NUTS,2010,UKK2,2,0.4693
2014,NUTS,2010,UKK2,2,0.5368
2015,NUTS,2010,UKK2,2,0.5824
2016,NUTS,2010,UKK2,2,0.615
2017,NUTS,2010,UKK2,2,0.6726
2018,NUTS,2010,UKK2,2,0.6862
2011,NUTS,2010,UKK3,2,0.1943
2012,NUTS,2010,UKK3,2,0.1914
2013,NUTS,2010,UKK3,2,0.1791
2014,NUTS,2010,UKK3,2,0.2022
2015,NUTS,2010,UKK3,2,0.2606
2016,NUTS,2010,UKK3,2,0.2453
2017,NUTS,2010,UKK3,2,0.3456
2018,NUTS,2010,UKK3,2,0.2999
2011,NUTS,2010,UKK4,2,0.1723
2012,NUTS,2010,UKK4,2,0.1659
2013,NUTS,2010,UKK4,2,0.2006
2014,NUTS,2010,UKK4,2,0.3639
2015,NUTS,2010,UKK4,2,0.383
2016,NUTS,2010,UKK4,2,0.4026
2017,NUTS,2010,UKK4,2,0.5015
2018,NUTS,2010,UKK4,2,0.5408
2011,NUTS,2010,UKL,1,0.4638
2012,NUTS,2010,UKL,1,0.3411
2013,NUTS,2010,UKL,1,0.4373
2014,NUTS,2010,UKL,1,0.5245
2015,NUTS,2010,UKL,1,0.5287
2016,NUTS,2010,UKL,1,0.5635
2017,NUTS,2010,UKL,1,0.7122
2018,NUTS,2010,UKL,1,0.7645
2011,NUTS,2010,UKL1,2,0.2455
2012,NUTS,2010,UKL1,2,0.1409
2013,NUTS,2010,UKL1,2,0.1852
2014,NUTS,2010,UKL1,2,0.4664
2015,NUTS,2010,UKL1,2,0.455
2016,NUTS,2010,UKL1,2,0.457
2017,NUTS,2010,UKL1,2,0.6163
2018,NUTS,2010,UKL1,2,0.6653
2011,NUTS,2010,UKL2,2,0.8046
2012,NUTS,2010,UKL2,2,0.6632
2013,NUTS,2010,UKL2,2,0.838
2014,NUTS,2010,UKL2,2,0.6169
2015,NUTS,2010,UKL2,2,0.6498
2016,NUTS,2010,UKL2,2,0.7429
2017,NUTS,2010,UKL2,2,0.8619
2018,NUTS,2010,UKL2,2,0.9194
2011,NUTS,2010,UKM,1,0.4224
2012,NUTS,2010,UKM,1,0.446
2013,NUTS,2010,UKM,1,0.5224
2014,NUTS,2010,UKM,1,0.5474
2015,NUTS,2010,UKM,1,0.5905
2016,NUTS,2010,UKM,1,0.7175
2017,NUTS,2010,UKM,1,0.8164
2018,NUTS,2010,UKM,1,0.8668
2011,NUTS,2010,UKM2,2,0.136
2012,NUTS,2010,UKM2,2,0.1617
2013,NUTS,2010,UKM2,2,0.1627
2014,NUTS,2010,UKM2,2,0.247
2015,NUTS,2010,UKM2,2,0.8265
2016,NUTS,2010,UKM2,2,0.9402
2017,NUTS,2010,UKM2,2,1.1133
2011,NUTS,2010,UKM3,2,0.5415
2012,NUTS,2010,UKM3,2,0.5482
2013,NUTS,2010,UKM3,2,0.6539
2014,NUTS,2010,UKM3,2,0.6947
2015,NUTS,2010,UKM3,2,0.4539
2016,NUTS,2010,UKM3,2,0.5291
2017,NUTS,2010,UKM3,2,0.5736
2011,NUTS,2010,UKM5,2,1.3805
2012,NUTS,2010,UKM5,2,1.4066
2013,NUTS,2010,UKM5,2,1.8391
2014,NUTS,2010,UKM5,2,1.5649
2015,NUTS,2010,UKM5,2,0.735
2016,NUTS,2010,UKM5,2,1.2535
2017,NUTS,2010,UKM5,2,1.2339
2018,NUTS,2010,UKM5,2,1.3443
2011,NUTS,2010,UKM6,2,0.1577
2012,NUTS,2010,UKM6,2,0.1639
2013,NUTS,2010,UKM6,2,0.2006
2014,NUTS,2010,UKM6,2,0.1877
2015,NUTS,2010,UKM6,2,0.2051
2016,NUTS,2010,UKM6,2,0.2331
2017,NUTS,2010,UKM6,2,0.3053
2018,NUTS,2010,UKM6,2,0.2776
2014,NUTS,2010,UKM7,2,0.2629
2015,NUTS,2010,UKM7,2,0.8733
2016,NUTS,2010,UKM7,2,0.9841
2017,NUTS,2010,UKM7,2,1.1691
2018,NUTS,2010,UKM7,2,1.2582
2014,NUTS,2010,UKM8,2,0.7766
2015,NUTS,2010,UKM8,2,0.4877
2016,NUTS,2010,UKM8,2,0.5653
2017,NUTS,2010,UKM8,2,0.6492
2018,NUTS,2010,UKM8,2,0.6389
2014,NUTS,2010,UKM9,2,0.3812
2015,NUTS,2010,UKM9,2,0.2699
2016,NUTS,2010,UKM9,2,0.3239
2017,NUTS,2010,UKM9,2,0.3626
2018,NUTS,2010,UKM9,2,0.39
2011,NUTS,2010,UKN,1,0.6753
2012,NUTS,2010,UKN,1,0.7959
2013,NUTS,2010,UKN,1,0.8425
2014,NUTS,2010,UKN,1,1.0051
2015,NUTS,2010,UKN,1,1.1251
2016,NUTS,2010,UKN,1,1.2988
2017,NUTS,2010,UKN,1,1.2455
2018,NUTS,2010,UKN,1,1.3333
2011,NUTS,2010,UKN0,2,0.6753
2012,NUTS,2010,UKN0,2,0.7959
2013,NUTS,2010,UKN0,2,0.8425
2014,NUTS,2010,UKN0,2,1.0051
2015,NUTS,2010,UKN0,2,1.1251
2016,NUTS,2010,UKN0,2,1.2988
2017,NUTS,2010,UKN0,2,1.2455
2018,NUTS,2010,UKN0,2,1.3333
