year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_gov_total_t_pc_act_hc
2018,NUTS,2010,SI03,2,0.0148
2013,NUTS,2010,SI04,2,0.5932
2014,NUTS,2010,SI04,2,0.5927
2015,NUTS,2010,SI04,2,0.5995
2016,NUTS,2010,SI04,2,0.6045
2018,NUTS,2010,SI04,2,0.64
2011,NUTS,2010,SK,0,0.1804
2012,NUTS,2010,SK,0,0.1835
2013,NUTS,2010,SK,0,0.1584
2014,NUTS,2010,SK,0,0.188
2015,NUTS,2010,SK,0,0.1978
2016,NUTS,2010,SK,0,0.2431
2017,NUTS,2010,SK,0,0.2314
2018,NUTS,2010,SK,0,0.2303
2019,NUTS,2010,SK,0,0.2344
2020,NUTS,2010,SK,0,0.2431
2011,NUTS,2010,SK01,2,1.0794
2012,NUTS,2010,SK01,2,1.0784
2013,NUTS,2010,SK01,2,1.0244
2014,NUTS,2010,SK01,2,1.0745
2015,NUTS,2010,SK01,2,1.121
2016,NUTS,2010,SK01,2,1.2895
2017,NUTS,2010,SK01,2,1.2949
2018,NUTS,2010,SK01,2,1.3095
2019,NUTS,2010,SK01,2,1.3973
2020,NUTS,2010,SK01,2,1.4547
2011,NUTS,2010,SK02,2,0.0537
2012,NUTS,2010,SK02,2,0.0567
2013,NUTS,2010,SK02,2,0.0196
2014,NUTS,2010,SK02,2,0.0681
2015,NUTS,2010,SK02,2,0.063
2016,NUTS,2010,SK02,2,0.0892
2017,NUTS,2010,SK02,2,0.0809
2018,NUTS,2010,SK02,2,0.0754
2019,NUTS,2010,SK02,2,0.0607
2020,NUTS,2010,SK02,2,0.0604
2011,NUTS,2010,SK03,2,0.0373
2012,NUTS,2010,SK03,2,0.0511
2013,NUTS,2010,SK03,2,0.0267
2014,NUTS,2010,SK03,2,0.0407
2015,NUTS,2010,SK03,2,0.0792
2016,NUTS,2010,SK03,2,0.1096
2017,NUTS,2010,SK03,2,0.0675
2018,NUTS,2010,SK03,2,0.0703
2019,NUTS,2010,SK03,2,0.0607
2020,NUTS,2010,SK03,2,0.0688
2011,NUTS,2010,SK04,2,0.0791
2012,NUTS,2010,SK04,2,0.0734
2013,NUTS,2010,SK04,2,0.0763
2014,NUTS,2010,SK04,2,0.0916
2015,NUTS,2010,SK04,2,0.0783
2016,NUTS,2010,SK04,2,0.0922
2017,NUTS,2010,SK04,2,0.0914
2018,NUTS,2010,SK04,2,0.0772
2019,NUTS,2010,SK04,2,0.0663
2020,NUTS,2010,SK04,2,0.0665
2011,NUTS,2010,TR,0,0.0546
2012,NUTS,2010,TR,0,0.0548
2013,NUTS,2010,TR,0,0.0509
2014,NUTS,2010,TR,0,0.0495
2015,NUTS,2010,TR,0,0.0492
2016,NUTS,2010,TR,0,0.0449
2017,NUTS,2010,TR,0,0.0417
2018,NUTS,2010,TR,0,0.0411
2019,NUTS,2010,TR,0,0.0331
2020,NUTS,2010,TR,0,0.0367
2011,NUTS,2010,UK,0,0.0593
2012,NUTS,2010,UK,0,0.0597
2013,NUTS,2010,UK,0,0.0579
2014,NUTS,2010,UK,0,0.057
2015,NUTS,2010,UK,0,0.053
2016,NUTS,2010,UK,0,0.0516
2017,NUTS,2010,UK,0,0.0523
2018,NUTS,2010,UK,0,0.0519
2011,NUTS,2010,UKC,1,0.0001
2012,NUTS,2010,UKC,1,0.0001
2013,NUTS,2010,UKC,1,0.0001
2014,NUTS,2010,UKC,1,0.0001
2015,NUTS,2010,UKC,1,0.0001
2016,NUTS,2010,UKC,1,0.0003
2017,NUTS,2010,UKC,1,0.0009
2018,NUTS,2010,UKC,1,0.0011
2011,NUTS,2010,UKC1,2,0.0002
2012,NUTS,2010,UKC1,2,0.0002
2013,NUTS,2010,UKC1,2,0.0002
2014,NUTS,2010,UKC1,2,0.0002
2015,NUTS,2010,UKC1,2,0.0002
2016,NUTS,2010,UKC1,2,0.0002
2017,NUTS,2010,UKC1,2,0.0009
2018,NUTS,2010,UKC1,2,0.001
2011,NUTS,2010,UKC2,2,0.0
2012,NUTS,2010,UKC2,2,0.0
2013,NUTS,2010,UKC2,2,0.0
2014,NUTS,2010,UKC2,2,0.0
2015,NUTS,2010,UKC2,2,0.0
2016,NUTS,2010,UKC2,2,0.0004
2017,NUTS,2010,UKC2,2,0.0008
2018,NUTS,2010,UKC2,2,0.0011
2011,NUTS,2010,UKD,1,0.0188
2012,NUTS,2010,UKD,1,0.0184
2013,NUTS,2010,UKD,1,0.0193
2014,NUTS,2010,UKD,1,0.0202
2015,NUTS,2010,UKD,1,0.0202
2016,NUTS,2010,UKD,1,0.0206
2017,NUTS,2010,UKD,1,0.022
2018,NUTS,2010,UKD,1,0.0212
2011,NUTS,2010,UKD1,2,0.0013
2012,NUTS,2010,UKD1,2,0.0014
2013,NUTS,2010,UKD1,2,0.0022
2014,NUTS,2010,UKD1,2,0.0031
2015,NUTS,2010,UKD1,2,0.0027
2016,NUTS,2010,UKD1,2,0.0033
2017,NUTS,2010,UKD1,2,0.0026
2018,NUTS,2010,UKD1,2,0.0023
2011,NUTS,2010,UKD3,2,0.0026
2012,NUTS,2010,UKD3,2,0.0065
2013,NUTS,2010,UKD3,2,0.0068
2014,NUTS,2010,UKD3,2,0.0076
2015,NUTS,2010,UKD3,2,0.006
2016,NUTS,2010,UKD3,2,0.0065
2017,NUTS,2010,UKD3,2,0.0284
2018,NUTS,2010,UKD3,2,0.0074
2011,NUTS,2010,UKD4,2,0.0185
2012,NUTS,2010,UKD4,2,0.0161
2013,NUTS,2010,UKD4,2,0.016
2014,NUTS,2010,UKD4,2,0.0163
2015,NUTS,2010,UKD4,2,0.0161
2016,NUTS,2010,UKD4,2,0.0156
2017,NUTS,2010,UKD4,2,0.0136
2018,NUTS,2010,UKD4,2,0.0152
2011,NUTS,2010,UKD6,2,0.0659
2012,NUTS,2010,UKD6,2,0.0618
2013,NUTS,2010,UKD6,2,0.0613
2014,NUTS,2010,UKD6,2,0.0654
2015,NUTS,2010,UKD6,2,0.0728
2016,NUTS,2010,UKD6,2,0.0766
2017,NUTS,2010,UKD6,2,0.025
2018,NUTS,2010,UKD6,2,0.0811
2011,NUTS,2010,UKD7,2,0.0255
2012,NUTS,2010,UKD7,2,0.0214
2013,NUTS,2010,UKD7,2,0.0254
2014,NUTS,2010,UKD7,2,0.0246
2015,NUTS,2010,UKD7,2,0.0246
2016,NUTS,2010,UKD7,2,0.0237
2017,NUTS,2010,UKD7,2,0.0234
2018,NUTS,2010,UKD7,2,0.0221
2011,NUTS,2010,UKE,1,0.0171
2012,NUTS,2010,UKE,1,0.0187
2013,NUTS,2010,UKE,1,0.0219
2014,NUTS,2010,UKE,1,0.0213
2015,NUTS,2010,UKE,1,0.0069
2016,NUTS,2010,UKE,1,0.0061
2017,NUTS,2010,UKE,1,0.0072
2018,NUTS,2010,UKE,1,0.0075
2011,NUTS,2010,UKE1,2,0.0
2012,NUTS,2010,UKE1,2,0.0
2013,NUTS,2010,UKE1,2,0.0
2014,NUTS,2010,UKE1,2,0.0
2015,NUTS,2010,UKE1,2,0.0
2016,NUTS,2010,UKE1,2,0.0002
2017,NUTS,2010,UKE1,2,0.0
2018,NUTS,2010,UKE1,2,0.0002
2011,NUTS,2010,UKE2,2,0.0926
2012,NUTS,2010,UKE2,2,0.1012
2013,NUTS,2010,UKE2,2,0.1222
2014,NUTS,2010,UKE2,2,0.1163
2015,NUTS,2010,UKE2,2,0.0209
2016,NUTS,2010,UKE2,2,0.0116
2017,NUTS,2010,UKE2,2,0.0171
2018,NUTS,2010,UKE2,2,0.0155
2011,NUTS,2010,UKE3,2,0.0097
2012,NUTS,2010,UKE3,2,0.0096
2013,NUTS,2010,UKE3,2,0.0104
2014,NUTS,2010,UKE3,2,0.0124
2015,NUTS,2010,UKE3,2,0.0123
2016,NUTS,2010,UKE3,2,0.0137
2017,NUTS,2010,UKE3,2,0.0149
2018,NUTS,2010,UKE3,2,0.0173
2011,NUTS,2010,UKE4,2,0.0009
2012,NUTS,2010,UKE4,2,0.0009
2013,NUTS,2010,UKE4,2,0.0017
2014,NUTS,2010,UKE4,2,0.001
2015,NUTS,2010,UKE4,2,0.0013
2016,NUTS,2010,UKE4,2,0.002
2017,NUTS,2010,UKE4,2,0.0018
2018,NUTS,2010,UKE4,2,0.0017
2011,NUTS,2010,UKF,1,0.0328
2012,NUTS,2010,UKF,1,0.0305
2013,NUTS,2010,UKF,1,0.0295
2014,NUTS,2010,UKF,1,0.0296
2015,NUTS,2010,UKF,1,0.0301
2016,NUTS,2010,UKF,1,0.0263
2017,NUTS,2010,UKF,1,0.0255
2018,NUTS,2010,UKF,1,0.0208
2011,NUTS,2010,UKF1,2,0.0624
2012,NUTS,2010,UKF1,2,0.0556
2013,NUTS,2010,UKF1,2,0.0536
2014,NUTS,2010,UKF1,2,0.0536
2015,NUTS,2010,UKF1,2,0.0525
2016,NUTS,2010,UKF1,2,0.0452
2017,NUTS,2010,UKF1,2,0.0459
2018,NUTS,2010,UKF1,2,0.0446
2011,NUTS,2010,UKF2,2,0.012
2012,NUTS,2010,UKF2,2,0.0124
2013,NUTS,2010,UKF2,2,0.0133
2014,NUTS,2010,UKF2,2,0.0143
2015,NUTS,2010,UKF2,2,0.0149
2016,NUTS,2010,UKF2,2,0.0129
2017,NUTS,2010,UKF2,2,0.011
2018,NUTS,2010,UKF2,2,0.0003
2011,NUTS,2010,UKF3,2,0.0
2012,NUTS,2010,UKF3,2,0.0
2013,NUTS,2010,UKF3,2,0.0
2014,NUTS,2010,UKF3,2,0.0
2015,NUTS,2010,UKF3,2,0.0
2016,NUTS,2010,UKF3,2,0.0019
2017,NUTS,2010,UKF3,2,0.0013
2018,NUTS,2010,UKF3,2,0.0008
2011,NUTS,2010,UKG,1,0.0004
2012,NUTS,2010,UKG,1,0.0007
2013,NUTS,2010,UKG,1,0.001
2014,NUTS,2010,UKG,1,0.0009
2015,NUTS,2010,UKG,1,0.0016
2016,NUTS,2010,UKG,1,0.0007
2017,NUTS,2010,UKG,1,0.0008
2018,NUTS,2010,UKG,1,0.0009
2011,NUTS,2010,UKG1,2,0.0006
2012,NUTS,2010,UKG1,2,0.0005
2013,NUTS,2010,UKG1,2,0.0009
2014,NUTS,2010,UKG1,2,0.0005
2015,NUTS,2010,UKG1,2,0.0007
2016,NUTS,2010,UKG1,2,0.0006
2017,NUTS,2010,UKG1,2,0.0007
2018,NUTS,2010,UKG1,2,0.0006
2011,NUTS,2010,UKG2,2,0.0
2012,NUTS,2010,UKG2,2,0.0
2013,NUTS,2010,UKG2,2,0.0
2014,NUTS,2010,UKG2,2,0.0
2015,NUTS,2010,UKG2,2,0.0
2016,NUTS,2010,UKG2,2,0.0004
2017,NUTS,2010,UKG2,2,0.0003
2018,NUTS,2010,UKG2,2,0.0002
2011,NUTS,2010,UKG3,2,0.0006
2012,NUTS,2010,UKG3,2,0.0011
2013,NUTS,2010,UKG3,2,0.0018
2014,NUTS,2010,UKG3,2,0.0016
2015,NUTS,2010,UKG3,2,0.0031
2016,NUTS,2010,UKG3,2,0.001
2017,NUTS,2010,UKG3,2,0.0011
2018,NUTS,2010,UKG3,2,0.0015
2011,NUTS,2010,UKH,1,0.0536
2012,NUTS,2010,UKH,1,0.058
2013,NUTS,2010,UKH,1,0.0551
2014,NUTS,2010,UKH,1,0.0552
2015,NUTS,2010,UKH,1,0.0561
2016,NUTS,2010,UKH,1,0.0568
2017,NUTS,2010,UKH,1,0.0505
2018,NUTS,2010,UKH,1,0.0469
2011,NUTS,2010,UKH1,2,0.1237
2012,NUTS,2010,UKH1,2,0.1374
2013,NUTS,2010,UKH1,2,0.1327
2014,NUTS,2010,UKH1,2,0.1295
2015,NUTS,2010,UKH1,2,0.1339
2016,NUTS,2010,UKH1,2,0.1273
2017,NUTS,2010,UKH1,2,0.1139
2018,NUTS,2010,UKH1,2,0.1103
2011,NUTS,2010,UKH2,2,0.0107
2012,NUTS,2010,UKH2,2,0.0075
2013,NUTS,2010,UKH2,2,0.006
2014,NUTS,2010,UKH2,2,0.0063
2015,NUTS,2010,UKH2,2,0.0061
2016,NUTS,2010,UKH2,2,0.0164
2017,NUTS,2010,UKH2,2,0.0165
2018,NUTS,2010,UKH2,2,0.0087
2011,NUTS,2010,UKH3,2,0.0
2012,NUTS,2010,UKH3,2,0.0
2013,NUTS,2010,UKH3,2,0.0
2014,NUTS,2010,UKH3,2,0.0
2015,NUTS,2010,UKH3,2,0.0
2016,NUTS,2010,UKH3,2,0.0
2017,NUTS,2010,UKH3,2,0.0
2018,NUTS,2010,UKH3,2,0.0
2011,NUTS,2010,UKI,1,0.0579
2012,NUTS,2010,UKI,1,0.0635
2013,NUTS,2010,UKI,1,0.0594
2014,NUTS,2010,UKI,1,0.0587
2015,NUTS,2010,UKI,1,0.0456
2016,NUTS,2010,UKI,1,0.0437
2017,NUTS,2010,UKI,1,0.0426
2018,NUTS,2010,UKI,1,0.0519
2011,NUTS,2010,UKI3,2,0.2972
2012,NUTS,2010,UKI3,2,0.325
2013,NUTS,2010,UKI3,2,0.308
2014,NUTS,2010,UKI3,2,0.2904
2015,NUTS,2010,UKI3,2,0.2966
2016,NUTS,2010,UKI3,2,0.2876
2017,NUTS,2010,UKI3,2,0.2971
2018,NUTS,2010,UKI3,2,0.2803
2011,NUTS,2010,UKI4,2,0.0059
2012,NUTS,2010,UKI4,2,0.0066
2013,NUTS,2010,UKI4,2,0.0059
2014,NUTS,2010,UKI4,2,0.0058
2015,NUTS,2010,UKI4,2,0.0058
2016,NUTS,2010,UKI4,2,0.0038
2017,NUTS,2010,UKI4,2,0.0039
2018,NUTS,2010,UKI4,2,0.0346
2011,NUTS,2010,UKI5,2,0.0006
2012,NUTS,2010,UKI5,2,0.0006
2013,NUTS,2010,UKI5,2,0.0006
2014,NUTS,2010,UKI5,2,0.0006
2015,NUTS,2010,UKI5,2,0.0001
2016,NUTS,2010,UKI5,2,0.0
2017,NUTS,2010,UKI5,2,0.0
2018,NUTS,2010,UKI5,2,0.0
2011,NUTS,2010,UKI6,2,0.0184
2012,NUTS,2010,UKI6,2,0.0189
2013,NUTS,2010,UKI6,2,0.0174
2014,NUTS,2010,UKI6,2,0.0185
2015,NUTS,2010,UKI6,2,0.0038
2016,NUTS,2010,UKI6,2,0.0047
2017,NUTS,2010,UKI6,2,0.0039
2018,NUTS,2010,UKI6,2,0.0169
2011,NUTS,2010,UKI7,2,0.0577
2012,NUTS,2010,UKI7,2,0.058
2013,NUTS,2010,UKI7,2,0.0589
2014,NUTS,2010,UKI7,2,0.0589
2015,NUTS,2010,UKI7,2,0.0123
2016,NUTS,2010,UKI7,2,0.0083
2017,NUTS,2010,UKI7,2,0.0081
2018,NUTS,2010,UKI7,2,0.0081
2011,NUTS,2010,UKJ,1,0.1463
2012,NUTS,2010,UKJ,1,0.1513
2013,NUTS,2010,UKJ,1,0.148
2014,NUTS,2010,UKJ,1,0.1362
2015,NUTS,2010,UKJ,1,0.1381
2016,NUTS,2010,UKJ,1,0.1285
2017,NUTS,2010,UKJ,1,0.1309
2018,NUTS,2010,UKJ,1,0.1342
2011,NUTS,2010,UKJ1,2,0.225
2012,NUTS,2010,UKJ1,2,0.2113
2013,NUTS,2010,UKJ1,2,0.2139
2014,NUTS,2010,UKJ1,2,0.2177
2015,NUTS,2010,UKJ1,2,0.2365
2016,NUTS,2010,UKJ1,2,0.2288
2017,NUTS,2010,UKJ1,2,0.2466
2018,NUTS,2010,UKJ1,2,0.2548
2011,NUTS,2010,UKJ2,2,0.0665
2012,NUTS,2010,UKJ2,2,0.0803
2013,NUTS,2010,UKJ2,2,0.0806
2014,NUTS,2010,UKJ2,2,0.0382
2015,NUTS,2010,UKJ2,2,0.0405
2016,NUTS,2010,UKJ2,2,0.0403
2017,NUTS,2010,UKJ2,2,0.038
2018,NUTS,2010,UKJ2,2,0.0366
2011,NUTS,2010,UKJ3,2,0.1876
2012,NUTS,2010,UKJ3,2,0.2102
2013,NUTS,2010,UKJ3,2,0.2134
2014,NUTS,2010,UKJ3,2,0.2155
2015,NUTS,2010,UKJ3,2,0.2093
2016,NUTS,2010,UKJ3,2,0.1839
2017,NUTS,2010,UKJ3,2,0.1787
2018,NUTS,2010,UKJ3,2,0.1894
2011,NUTS,2010,UKJ4,2,0.1178
2012,NUTS,2010,UKJ4,2,0.1142
2013,NUTS,2010,UKJ4,2,0.0904
2014,NUTS,2010,UKJ4,2,0.0868
2015,NUTS,2010,UKJ4,2,0.0755
2016,NUTS,2010,UKJ4,2,0.0693
2017,NUTS,2010,UKJ4,2,0.066
2018,NUTS,2010,UKJ4,2,0.0556
2011,NUTS,2010,UKK,1,0.1205
2012,NUTS,2010,UKK,1,0.1107
2013,NUTS,2010,UKK,1,0.1055
2014,NUTS,2010,UKK,1,0.1043
2015,NUTS,2010,UKK,1,0.093
2016,NUTS,2010,UKK,1,0.0992
2017,NUTS,2010,UKK,1,0.103
2018,NUTS,2010,UKK,1,0.0963
2011,NUTS,2010,UKK1,2,0.2202
2012,NUTS,2010,UKK1,2,0.2322
2013,NUTS,2010,UKK1,2,0.2246
2014,NUTS,2010,UKK1,2,0.2239
2015,NUTS,2010,UKK1,2,0.1993
2016,NUTS,2010,UKK1,2,0.2106
2017,NUTS,2010,UKK1,2,0.2179
2018,NUTS,2010,UKK1,2,0.2019
2011,NUTS,2010,UKK2,2,0.0058
2012,NUTS,2010,UKK2,2,0.0063
2013,NUTS,2010,UKK2,2,0.0062
2014,NUTS,2010,UKK2,2,0.0056
2015,NUTS,2010,UKK2,2,0.0049
2016,NUTS,2010,UKK2,2,0.0044
2017,NUTS,2010,UKK2,2,0.0033
2018,NUTS,2010,UKK2,2,0.0033
2011,NUTS,2010,UKK3,2,0.0004
2012,NUTS,2010,UKK3,2,0.0
2013,NUTS,2010,UKK3,2,0.0
2014,NUTS,2010,UKK3,2,0.0
2015,NUTS,2010,UKK3,2,0.0
2016,NUTS,2010,UKK3,2,0.0007
2017,NUTS,2010,UKK3,2,0.0009
2018,NUTS,2010,UKK3,2,0.0004
2011,NUTS,2010,UKK4,2,0.0858
2012,NUTS,2010,UKK4,2,0.0106
2013,NUTS,2010,UKK4,2,0.0014
2014,NUTS,2010,UKK4,2,0.0014
2015,NUTS,2010,UKK4,2,0.001
2016,NUTS,2010,UKK4,2,0.0007
2017,NUTS,2010,UKK4,2,0.001
2018,NUTS,2010,UKK4,2,0.001
2011,NUTS,2010,UKL,1,0.0171
2012,NUTS,2010,UKL,1,0.0177
2013,NUTS,2010,UKL,1,0.0176
2014,NUTS,2010,UKL,1,0.0181
2015,NUTS,2010,UKL,1,0.0089
2016,NUTS,2010,UKL,1,0.0091
2017,NUTS,2010,UKL,1,0.0097
2018,NUTS,2010,UKL,1,0.0143
2011,NUTS,2010,UKL1,2,0.0062
2012,NUTS,2010,UKL1,2,0.0083
2013,NUTS,2010,UKL1,2,0.0086
2014,NUTS,2010,UKL1,2,0.0098
2015,NUTS,2010,UKL1,2,0.0072
2016,NUTS,2010,UKL1,2,0.0083
2017,NUTS,2010,UKL1,2,0.0086
2018,NUTS,2010,UKL1,2,0.0074
2011,NUTS,2010,UKL2,2,0.0347
2012,NUTS,2010,UKL2,2,0.0329
2013,NUTS,2010,UKL2,2,0.032
2014,NUTS,2010,UKL2,2,0.0314
2015,NUTS,2010,UKL2,2,0.0118
2016,NUTS,2010,UKL2,2,0.0104
2017,NUTS,2010,UKL2,2,0.0114
2018,NUTS,2010,UKL2,2,0.0252
2011,NUTS,2010,UKM,1,0.082
2012,NUTS,2010,UKM,1,0.074
2013,NUTS,2010,UKM,1,0.065
2014,NUTS,2010,UKM,1,0.0741
2015,NUTS,2010,UKM,1,0.0743
2016,NUTS,2010,UKM,1,0.0752
2017,NUTS,2010,UKM,1,0.0794
2018,NUTS,2010,UKM,1,0.0669
2012,NUTS,2010,UKM2,2,0.0913
2013,NUTS,2010,UKM2,2,0.0944
2014,NUTS,2010,UKM2,2,0.0938
2015,NUTS,2010,UKM2,2,0.0941
2016,NUTS,2010,UKM2,2,0.097
2017,NUTS,2010,UKM2,2,0.1049
2012,NUTS,2010,UKM3,2,0.0207
2013,NUTS,2010,UKM3,2,0.0104
2014,NUTS,2010,UKM3,2,0.0105
2015,NUTS,2010,UKM3,2,0.0105
2016,NUTS,2010,UKM3,2,0.011
2017,NUTS,2010,UKM3,2,0.0107
2012,NUTS,2010,UKM5,2,0.2965
2013,NUTS,2010,UKM5,2,0.2421
2014,NUTS,2010,UKM5,2,0.3256
2015,NUTS,2010,UKM5,2,0.3305
2016,NUTS,2010,UKM5,2,0.3325
2017,NUTS,2010,UKM5,2,0.3472
2018,NUTS,2010,UKM5,2,0.2277
2012,NUTS,2010,UKM6,2,0.0052
2013,NUTS,2010,UKM6,2,0.0096
2014,NUTS,2010,UKM6,2,0.0097
2015,NUTS,2010,UKM6,2,0.0107
2016,NUTS,2010,UKM6,2,0.0114
2017,NUTS,2010,UKM6,2,0.0142
2018,NUTS,2010,UKM6,2,0.0294
2014,NUTS,2010,UKM7,2,0.0997
2015,NUTS,2010,UKM7,2,0.0994
2016,NUTS,2010,UKM7,2,0.1016
2017,NUTS,2010,UKM7,2,0.1104
2018,NUTS,2010,UKM7,2,0.0997
2014,NUTS,2010,UKM8,2,0.0079
2015,NUTS,2010,UKM8,2,0.0076
2016,NUTS,2010,UKM8,2,0.0079
2017,NUTS,2010,UKM8,2,0.0081
2018,NUTS,2010,UKM8,2,0.0103
2014,NUTS,2010,UKM9,2,0.0112
2015,NUTS,2010,UKM9,2,0.0122
2016,NUTS,2010,UKM9,2,0.0129
2017,NUTS,2010,UKM9,2,0.013
2018,NUTS,2010,UKM9,2,0.0182
2011,NUTS,2010,UKN,1,0.0192
2012,NUTS,2010,UKN,1,0.0204
2013,NUTS,2010,UKN,1,0.0213
2014,NUTS,2010,UKN,1,0.0165
2015,NUTS,2010,UKN,1,0.0128
2016,NUTS,2010,UKN,1,0.0166
2017,NUTS,2010,UKN,1,0.0171
2018,NUTS,2010,UKN,1,0.0181
2011,NUTS,2010,UKN0,2,0.0192
2012,NUTS,2010,UKN0,2,0.0204
2013,NUTS,2010,UKN0,2,0.0213
2014,NUTS,2010,UKN0,2,0.0165
2015,NUTS,2010,UKN0,2,0.0128
2016,NUTS,2010,UKN0,2,0.0166
2017,NUTS,2010,UKN0,2,0.0171
2018,NUTS,2010,UKN0,2,0.0181
