year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_gov_total_t_pc_act_hc
2012,NUTS,2010,ES13,2,0.2527
2013,NUTS,2010,ES13,2,0.22
2014,NUTS,2010,ES13,2,0.2607
2015,NUTS,2010,ES13,2,0.2706
2016,NUTS,2010,ES13,2,0.2808
2017,NUTS,2010,ES13,2,0.245
2018,NUTS,2010,ES13,2,0.2895
2019,NUTS,2010,ES13,2,0.3072
2011,NUTS,2010,ES2,1,0.2693
2012,NUTS,2010,ES2,1,0.2791
2013,NUTS,2010,ES2,1,0.2721
2014,NUTS,2010,ES2,1,0.2693
2016,NUTS,2010,ES2,1,0.2862
2017,NUTS,2010,ES2,1,0.2913
2018,NUTS,2010,ES2,1,0.3049
2019,NUTS,2010,ES2,1,0.3045
2011,NUTS,2010,ES21,2,0.2841
2012,NUTS,2010,ES21,2,0.3044
2013,NUTS,2010,ES21,2,0.2939
2014,NUTS,2010,ES21,2,0.2875
2015,NUTS,2010,ES21,2,0.3161
2016,NUTS,2010,ES21,2,0.3245
2017,NUTS,2010,ES21,2,0.3225
2018,NUTS,2010,ES21,2,0.3389
2019,NUTS,2010,ES21,2,0.341
2011,NUTS,2010,ES22,2,0.1775
2012,NUTS,2010,ES22,2,0.1758
2013,NUTS,2010,ES22,2,0.1889
2014,NUTS,2010,ES22,2,0.2122
2016,NUTS,2010,ES22,2,0.2291
2017,NUTS,2010,ES22,2,0.2441
2018,NUTS,2010,ES22,2,0.2605
2019,NUTS,2010,ES22,2,0.2589
2011,NUTS,2010,ES23,2,0.3901
2012,NUTS,2010,ES23,2,0.4161
2013,NUTS,2010,ES23,2,0.3744
2014,NUTS,2010,ES23,2,0.3261
2015,NUTS,2010,ES23,2,0.3307
2016,NUTS,2010,ES23,2,0.3318
2017,NUTS,2010,ES23,2,0.3759
2018,NUTS,2010,ES23,2,0.3861
2019,NUTS,2010,ES23,2,0.3726
2011,NUTS,2010,ES24,2,0.2601
2012,NUTS,2010,ES24,2,0.2555
2013,NUTS,2010,ES24,2,0.253
2014,NUTS,2010,ES24,2,0.2542
2015,NUTS,2010,ES24,2,0.2425
2016,NUTS,2010,ES24,2,0.2415
2017,NUTS,2010,ES24,2,0.2444
2018,NUTS,2010,ES24,2,0.2526
2019,NUTS,2010,ES24,2,0.2525
2011,NUTS,2010,ES3,1,0.5056
2012,NUTS,2010,ES3,1,0.4874
2013,NUTS,2010,ES3,1,0.4552
2014,NUTS,2010,ES3,1,0.4689
2015,NUTS,2010,ES3,1,0.4675
2016,NUTS,2010,ES3,1,0.4963
2017,NUTS,2010,ES3,1,0.4934
2018,NUTS,2010,ES3,1,0.4726
2019,NUTS,2010,ES3,1,0.4759
2011,NUTS,2010,ES30,2,0.5056
2012,NUTS,2010,ES30,2,0.4874
2013,NUTS,2010,ES30,2,0.4552
2014,NUTS,2010,ES30,2,0.4689
2015,NUTS,2010,ES30,2,0.4675
2016,NUTS,2010,ES30,2,0.4963
2017,NUTS,2010,ES30,2,0.4934
2018,NUTS,2010,ES30,2,0.4726
2019,NUTS,2010,ES30,2,0.4759
2011,NUTS,2010,ES4,1,0.1558
2013,NUTS,2010,ES4,1,0.1385
2014,NUTS,2010,ES4,1,0.1353
2015,NUTS,2010,ES4,1,0.1532
2016,NUTS,2010,ES4,1,0.1472
2017,NUTS,2010,ES4,1,0.1519
2018,NUTS,2010,ES4,1,0.1668
2019,NUTS,2010,ES4,1,0.1644
2012,NUTS,2010,ES41,2,0.1276
2013,NUTS,2010,ES41,2,0.1277
2014,NUTS,2010,ES41,2,0.1323
2015,NUTS,2010,ES41,2,0.147
2016,NUTS,2010,ES41,2,0.1379
2017,NUTS,2010,ES41,2,0.1418
2018,NUTS,2010,ES41,2,0.1452
2019,NUTS,2010,ES41,2,0.1435
2013,NUTS,2010,ES42,2,0.1571
2014,NUTS,2010,ES42,2,0.1581
2015,NUTS,2010,ES42,2,0.1712
2016,NUTS,2010,ES42,2,0.1757
2017,NUTS,2010,ES42,2,0.1783
2018,NUTS,2010,ES42,2,0.2061
2019,NUTS,2010,ES42,2,0.2007
2011,NUTS,2010,ES43,2,0.16
2012,NUTS,2010,ES43,2,0.1483
2013,NUTS,2010,ES43,2,0.1263
2014,NUTS,2010,ES43,2,0.097
2015,NUTS,2010,ES43,2,0.1318
2016,NUTS,2010,ES43,2,0.1127
2017,NUTS,2010,ES43,2,0.1224
2018,NUTS,2010,ES43,2,0.1372
2019,NUTS,2010,ES43,2,0.1398
2011,NUTS,2010,ES5,1,0.2371
2012,NUTS,2010,ES5,1,0.2292
2013,NUTS,2010,ES5,1,0.2287
2014,NUTS,2010,ES5,1,0.231
2015,NUTS,2010,ES5,1,0.2388
2016,NUTS,2010,ES5,1,0.2384
2017,NUTS,2010,ES5,1,0.2518
2018,NUTS,2010,ES5,1,0.2514
2019,NUTS,2010,ES5,1,0.2537
2011,NUTS,2010,ES51,2,0.294
2012,NUTS,2010,ES51,2,0.296
2013,NUTS,2010,ES51,2,0.2979
2014,NUTS,2010,ES51,2,0.3013
2015,NUTS,2010,ES51,2,0.318
2016,NUTS,2010,ES51,2,0.3111
2017,NUTS,2010,ES51,2,0.3359
2018,NUTS,2010,ES51,2,0.3408
2019,NUTS,2010,ES51,2,0.3437
2011,NUTS,2010,ES52,2,0.1541
2012,NUTS,2010,ES52,2,0.1412
2013,NUTS,2010,ES52,2,0.1403
2014,NUTS,2010,ES52,2,0.1413
2015,NUTS,2010,ES52,2,0.1346
2016,NUTS,2010,ES52,2,0.1442
2017,NUTS,2010,ES52,2,0.1366
2018,NUTS,2010,ES52,2,0.1327
2019,NUTS,2010,ES52,2,0.1285
2011,NUTS,2010,ES53,2,0.2041
2012,NUTS,2010,ES53,2,0.1584
2013,NUTS,2010,ES53,2,0.1477
2014,NUTS,2010,ES53,2,0.1484
2015,NUTS,2010,ES53,2,0.1631
2016,NUTS,2010,ES53,2,0.1654
2017,NUTS,2010,ES53,2,0.1903
2018,NUTS,2010,ES53,2,0.1689
2019,NUTS,2010,ES53,2,0.1865
2011,NUTS,2010,ES6,1,0.1789
2012,NUTS,2010,ES6,1,0.1711
2013,NUTS,2010,ES6,1,0.1666
2014,NUTS,2010,ES6,1,0.1679
2015,NUTS,2010,ES6,1,0.2051
2016,NUTS,2010,ES6,1,0.1996
2017,NUTS,2010,ES6,1,0.1984
2018,NUTS,2010,ES6,1,0.1924
2019,NUTS,2010,ES6,1,0.1993
2011,NUTS,2010,ES61,2,0.1875
2012,NUTS,2010,ES61,2,0.1818
2013,NUTS,2010,ES61,2,0.1781
2014,NUTS,2010,ES61,2,0.1792
2015,NUTS,2010,ES61,2,0.2228
2016,NUTS,2010,ES61,2,0.2154
2017,NUTS,2010,ES61,2,0.2136
2018,NUTS,2010,ES61,2,0.2069
2019,NUTS,2010,ES61,2,0.2146
2012,NUTS,2010,ES62,2,0.1289
2013,NUTS,2010,ES62,2,0.1199
2014,NUTS,2010,ES62,2,0.1208
2015,NUTS,2010,ES62,2,0.1242
2016,NUTS,2010,ES62,2,0.1309
2017,NUTS,2010,ES62,2,0.1344
2018,NUTS,2010,ES62,2,0.1332
2019,NUTS,2010,ES62,2,0.1362
2011,NUTS,2010,ES7,1,0.1424
2012,NUTS,2010,ES7,1,0.1365
2013,NUTS,2010,ES7,1,0.1265
2014,NUTS,2010,ES7,1,0.1145
2015,NUTS,2010,ES7,1,0.1217
2016,NUTS,2010,ES7,1,0.1199
2017,NUTS,2010,ES7,1,0.1275
2018,NUTS,2010,ES7,1,0.1306
2019,NUTS,2010,ES7,1,0.1185
2011,NUTS,2010,ES70,2,0.1424
2012,NUTS,2010,ES70,2,0.1365
2013,NUTS,2010,ES70,2,0.1265
2014,NUTS,2010,ES70,2,0.1145
2015,NUTS,2010,ES70,2,0.1217
2016,NUTS,2010,ES70,2,0.1199
2017,NUTS,2010,ES70,2,0.1275
2018,NUTS,2010,ES70,2,0.1306
2019,NUTS,2010,ES70,2,0.1185
2011,NUTS,2010,EU27_2020,7,0.2113
2012,NUTS,2010,EU27_2020,7,0.2144
2013,NUTS,2010,EU27_2020,7,0.2143
2014,NUTS,2010,EU27_2020,7,0.2176
2015,NUTS,2010,EU27_2020,7,0.2261
2016,NUTS,2010,EU27_2020,7,0.2186
2017,NUTS,2010,EU27_2020,7,0.2234
2018,NUTS,2010,EU27_2020,7,0.2305
2019,NUTS,2010,EU27_2020,7,0.2343
2011,NUTS,2010,FI,0,0.3338
2012,NUTS,2010,FI,0,0.3165
2013,NUTS,2010,FI,0,0.3123
2014,NUTS,2010,FI,0,0.2848
2015,NUTS,2010,FI,0,0.2504
2016,NUTS,2010,FI,0,0.2264
2017,NUTS,2010,FI,0,0.2401
2018,NUTS,2010,FI,0,0.2386
2019,NUTS,2010,FI,0,0.2335
2012,NUTS,2010,FI1,1,0.3399
2015,NUTS,2010,FI1,1,0.2756
2016,NUTS,2010,FI1,1,0.2532
2017,NUTS,2010,FI1,1,0.2323
2018,NUTS,2010,FI1,1,0.2305
2019,NUTS,2010,FI1,1,0.2252
2011,NUTS,2010,FI19,2,0.1531
2012,NUTS,2010,FI19,2,0.1462
2013,NUTS,2010,FI19,2,0.1486
2015,NUTS,2010,FI19,2,0.1164
2016,NUTS,2010,FI19,2,0.1153
2017,NUTS,2010,FI19,2,0.0668
2018,NUTS,2010,FI19,2,0.0667
2019,NUTS,2010,FI19,2,0.062
2011,NUTS,2010,FI1B,2,0.7142
2012,NUTS,2010,FI1B,2,0.6671
2013,NUTS,2010,FI1B,2,0.6544
2015,NUTS,2010,FI1B,2,0.5357
2016,NUTS,2010,FI1B,2,0.4959
2017,NUTS,2010,FI1B,2,0.4799
2018,NUTS,2010,FI1B,2,0.4796
2019,NUTS,2010,FI1B,2,0.4664
2011,NUTS,2010,FI1C,2,0.1682
2012,NUTS,2010,FI1C,2,0.1565
2013,NUTS,2010,FI1C,2,0.1634
2015,NUTS,2010,FI1C,2,0.1509
2016,NUTS,2010,FI1C,2,0.1232
2017,NUTS,2010,FI1C,2,0.0949
2018,NUTS,2010,FI1C,2,0.0901
2019,NUTS,2010,FI1C,2,0.0897
2011,NUTS,2010,FI1D,2,0.2653
2012,NUTS,2010,FI1D,2,0.261
2013,NUTS,2010,FI1D,2,0.2426
2015,NUTS,2010,FI1D,2,0.187
2016,NUTS,2010,FI1D,2,0.1689
2017,NUTS,2010,FI1D,2,0.1744
2018,NUTS,2010,FI1D,2,0.1686
2019,NUTS,2010,FI1D,2,0.1649
2012,NUTS,2010,FI2,1,0.0
2013,NUTS,2010,FI2,1,0.0
2015,NUTS,2010,FI2,1,0.0
2016,NUTS,2010,FI2,1,0.0
2017,NUTS,2010,FI2,1,0.0
2018,NUTS,2010,FI2,1,0.0
2019,NUTS,2010,FI2,1,0.0
2012,NUTS,2010,FI20,2,0.0
2013,NUTS,2010,FI20,2,0.0
2015,NUTS,2010,FI20,2,0.0
2016,NUTS,2010,FI20,2,0.0
2017,NUTS,2010,FI20,2,0.0
2018,NUTS,2010,FI20,2,0.0
2019,NUTS,2010,FI20,2,0.0
2011,NUTS,2010,FR,0,0.1797
2012,NUTS,2010,FR,0,0.1771
2013,NUTS,2010,FR,0,0.1764
2014,NUTS,2010,FR,0,0.1756
2016,NUTS,2010,FR,0,0.1777
2017,NUTS,2010,FR,0,0.1757
2018,NUTS,2010,FR,0,0.1769
2011,NUTS,2010,HR,0,0.2626
2012,NUTS,2010,HR,0,0.2622
2013,NUTS,2010,HR,0,0.2576
2014,NUTS,2010,HR,0,0.2394
2015,NUTS,2010,HR,0,0.2314
2016,NUTS,2010,HR,0,0.2271
2017,NUTS,2010,HR,0,0.2374
2018,NUTS,2010,HR,0,0.2432
2019,NUTS,2010,HR,0,0.2595
2020,NUTS,2010,HR,0,0.2736
2011,NUTS,2010,HR0,1,0.2569
2012,NUTS,2010,HR0,1,0.2568
2013,NUTS,2010,HR0,1,0.2534
2014,NUTS,2010,HR0,1,0.2363
2015,NUTS,2010,HR0,1,0.2282
2016,NUTS,2010,HR0,1,0.2241
2017,NUTS,2010,HR0,1,0.2343
2018,NUTS,2010,HR0,1,0.24
2019,NUTS,2010,HR0,1,0.2551
2020,NUTS,2010,HR0,1,0.2693
2011,NUTS,2010,HR03,2,0.0673
2012,NUTS,2010,HR03,2,0.0736
2013,NUTS,2010,HR03,2,0.0746
2014,NUTS,2010,HR03,2,0.0455
2015,NUTS,2010,HR03,2,0.0435
2016,NUTS,2010,HR03,2,0.0812
2017,NUTS,2010,HR03,2,0.0849
2018,NUTS,2010,HR03,2,0.0935
2019,NUTS,2010,HR03,2,0.1207
2020,NUTS,2010,HR03,2,0.111
2011,NUTS,2010,HR04,2,0.3436
2012,NUTS,2010,HR04,2,0.3419
2013,NUTS,2010,HR04,2,0.3345
2014,NUTS,2010,HR04,2,0.329
2015,NUTS,2010,HR04,2,0.3175
2016,NUTS,2010,HR04,2,0.2926
2017,NUTS,2010,HR04,2,0.3069
2018,NUTS,2010,HR04,2,0.309
2019,NUTS,2010,HR04,2,0.3182
2011,NUTS,2010,HU,0,0.2344
2012,NUTS,2010,HU,0,0.217
2013,NUTS,2010,HU,0,0.2099
2014,NUTS,2010,HU,0,0.2069
2015,NUTS,2010,HU,0,0.2286
2016,NUTS,2010,HU,0,0.1994
2017,NUTS,2010,HU,0,0.1939
2018,NUTS,2010,HU,0,0.2676
2019,NUTS,2010,HU,0,0.2718
2011,NUTS,2010,HU1,1,0.6118
2012,NUTS,2010,HU1,1,0.5534
2013,NUTS,2010,HU1,1,0.51
2014,NUTS,2010,HU1,1,0.5061
2015,NUTS,2010,HU1,1,0.5805
2016,NUTS,2010,HU1,1,0.4879
2017,NUTS,2010,HU1,1,0.4837
2018,NUTS,2010,HU1,1,0.6726
2019,NUTS,2010,HU1,1,0.6734
2011,NUTS,2010,HU10,2,0.6118
2012,NUTS,2010,HU10,2,0.5534
2013,NUTS,2010,HU10,2,0.51
2014,NUTS,2010,HU10,2,0.5061
2015,NUTS,2010,HU10,2,0.5805
2016,NUTS,2010,HU10,2,0.4879
2017,NUTS,2010,HU11,2,0.7154
2018,NUTS,2010,HU11,2,1.0524
2019,NUTS,2010,HU11,2,1.0622
2017,NUTS,2010,HU12,2,0.1439
2018,NUTS,2010,HU12,2,0.1358
2019,NUTS,2010,HU12,2,0.1363
2011,NUTS,2010,HU2,1,0.0627
2012,NUTS,2010,HU2,1,0.0663
2013,NUTS,2010,HU2,1,0.0961
2014,NUTS,2010,HU2,1,0.0854
2015,NUTS,2010,HU2,1,0.0842
2016,NUTS,2010,HU2,1,0.0822
2017,NUTS,2010,HU2,1,0.0823
2018,NUTS,2010,HU2,1,0.0932
2019,NUTS,2010,HU2,1,0.1006
2011,NUTS,2010,HU21,2,0.0695
2012,NUTS,2010,HU21,2,0.1338
2013,NUTS,2010,HU21,2,0.1381
2014,NUTS,2010,HU21,2,0.1333
2015,NUTS,2010,HU21,2,0.1263
2016,NUTS,2010,HU21,2,0.1212
2017,NUTS,2010,HU21,2,0.1264
2018,NUTS,2010,HU21,2,0.1591
2019,NUTS,2010,HU21,2,0.177
2011,NUTS,2010,HU22,2,0.0629
2012,NUTS,2010,HU22,2,0.0323
2013,NUTS,2010,HU22,2,0.0667
2014,NUTS,2010,HU22,2,0.0595
2015,NUTS,2010,HU22,2,0.062
2016,NUTS,2010,HU22,2,0.0635
2017,NUTS,2010,HU22,2,0.054
2018,NUTS,2010,HU22,2,0.0923
2019,NUTS,2010,HU22,2,0.092
2011,NUTS,2010,HU23,2,0.0537
2012,NUTS,2010,HU23,2,0.0185
2013,NUTS,2010,HU23,2,0.0767
2014,NUTS,2010,HU23,2,0.0554
2015,NUTS,2010,HU23,2,0.056
2016,NUTS,2010,HU23,2,0.0549
2017,NUTS,2010,HU23,2,0.0596
2018,NUTS,2010,HU23,2,0.0093
2019,NUTS,2010,HU23,2,0.011
2011,NUTS,2010,HU3,1,0.0789
2012,NUTS,2010,HU3,1,0.0687
2013,NUTS,2010,HU3,1,0.0639
2014,NUTS,2010,HU3,1,0.0682
2015,NUTS,2010,HU3,1,0.066
2016,NUTS,2010,HU3,1,0.0604
2017,NUTS,2010,HU3,1,0.0499
2018,NUTS,2010,HU3,1,0.0813
2019,NUTS,2010,HU3,1,0.0757
2011,NUTS,2010,HU31,2,0.0305
2012,NUTS,2010,HU31,2,0.0128
2013,NUTS,2010,HU31,2,0.0118
2014,NUTS,2010,HU31,2,0.0062
2015,NUTS,2010,HU31,2,0.0065
2016,NUTS,2010,HU31,2,0.004
2017,NUTS,2010,HU31,2,0.0058
2018,NUTS,2010,HU31,2,0.0051
2019,NUTS,2010,HU31,2,0.0115
2011,NUTS,2010,HU32,2,0.0559
2012,NUTS,2010,HU32,2,0.0489
2013,NUTS,2010,HU32,2,0.0339
2014,NUTS,2010,HU32,2,0.0682
2015,NUTS,2010,HU32,2,0.0625
2016,NUTS,2010,HU32,2,0.0596
2017,NUTS,2010,HU32,2,0.0276
2018,NUTS,2010,HU32,2,0.0333
2019,NUTS,2010,HU32,2,0.0403
2011,NUTS,2010,HU33,2,0.1474
2012,NUTS,2010,HU33,2,0.1397
2013,NUTS,2010,HU33,2,0.1427
2014,NUTS,2010,HU33,2,0.1217
2015,NUTS,2010,HU33,2,0.1219
2016,NUTS,2010,HU33,2,0.1096
2017,NUTS,2010,HU33,2,0.1146
2018,NUTS,2010,HU33,2,0.2049
2019,NUTS,2010,HU33,2,0.1729
2011,NUTS,2010,IE,0,0.0548
2012,NUTS,2010,IE,0,0.0508
2013,NUTS,2010,IE,0,0.0466
2014,NUTS,2010,IE,0,0.0461
2015,NUTS,2010,IE,0,0.0515
2017,NUTS,2010,IE,0,0.0565
2019,NUTS,2010,IE,0,0.0646
2011,NUTS,2010,IE0,1,0.0536
2012,NUTS,2010,IE0,1,0.0496
2013,NUTS,2010,IE0,1,0.0455
2015,NUTS,2010,IE0,1,0.05
2017,NUTS,2010,IE0,1,0.0548
2011,NUTS,2010,IE01,2,0.0313
2012,NUTS,2010,IE01,2,0.0289
2013,NUTS,2010,IE01,2,0.0263
2015,NUTS,2010,IE01,2,0.0051
2017,NUTS,2010,IE01,2,0.0784
2011,NUTS,2010,IE02,2,0.0613
2012,NUTS,2010,IE02,2,0.0567
2013,NUTS,2010,IE02,2,0.0522
2015,NUTS,2010,IE02,2,0.0655
2017,NUTS,2010,IE02,2,0.0513
2011,NUTS,2010,IS,0,0.4345
2013,NUTS,2010,IS,0,0.1674
2015,NUTS,2010,IS,0,0.1818
2016,NUTS,2010,IS,0,0.1785
2017,NUTS,2010,IS,0,0.1788
2018,NUTS,2010,IS,0,0.1751
2011,NUTS,2010,IT,0,0.1932
2012,NUTS,2010,IT,0,0.1996
2013,NUTS,2010,IT,0,0.2094
2014,NUTS,2010,IT,0,0.208
2015,NUTS,2010,IT,0,0.2109
2016,NUTS,2010,IT,0,0.2123
2017,NUTS,2010,IT,0,0.2127
2018,NUTS,2010,IT,0,0.2169
2019,NUTS,2010,IT,0,0.2184
2011,NUTS,2010,ITC,1,0.1173
2012,NUTS,2010,ITC,1,0.126
2013,NUTS,2010,ITC,1,0.1385
2014,NUTS,2010,ITC,1,0.1422
2015,NUTS,2010,ITC,1,0.1436
2016,NUTS,2010,ITC,1,0.1419
2017,NUTS,2010,ITC,1,0.1396
2018,NUTS,2010,ITC,1,0.1478
2019,NUTS,2010,ITC,1,0.1521
2011,NUTS,2010,ITC1,2,0.0685
2012,NUTS,2010,ITC1,2,0.0761
2013,NUTS,2010,ITC1,2,0.0693
2014,NUTS,2010,ITC1,2,0.0719
2015,NUTS,2010,ITC1,2,0.0777
2016,NUTS,2010,ITC1,2,0.0795
2017,NUTS,2010,ITC1,2,0.0772
2018,NUTS,2010,ITC1,2,0.0851
2019,NUTS,2010,ITC1,2,0.0781
2011,NUTS,2010,ITC2,2,0.1298
2012,NUTS,2010,ITC2,2,0.099
2013,NUTS,2010,ITC2,2,0.0973
2014,NUTS,2010,ITC2,2,0.0975
2015,NUTS,2010,ITC2,2,0.0698
2016,NUTS,2010,ITC2,2,0.0654
2017,NUTS,2010,ITC2,2,0.1298
2018,NUTS,2010,ITC2,2,0.1032
2019,NUTS,2010,ITC2,2,0.103
2011,NUTS,2010,ITC3,2,0.1795
2012,NUTS,2010,ITC3,2,0.232
2013,NUTS,2010,ITC3,2,0.2382
2014,NUTS,2010,ITC3,2,0.2613
2015,NUTS,2010,ITC3,2,0.2721
2016,NUTS,2010,ITC3,2,0.2726
2017,NUTS,2010,ITC3,2,0.2905
2018,NUTS,2010,ITC3,2,0.3168
2019,NUTS,2010,ITC3,2,0.3359
2011,NUTS,2010,ITC4,2,0.1296
2012,NUTS,2010,ITC4,2,0.1326
2013,NUTS,2010,ITC4,2,0.1544
2014,NUTS,2010,ITC4,2,0.1559
2015,NUTS,2010,ITC4,2,0.1543
2016,NUTS,2010,ITC4,2,0.1507
2017,NUTS,2010,ITC4,2,0.1449
2018,NUTS,2010,ITC4,2,0.1507
2019,NUTS,2010,ITC4,2,0.1574
2011,NUTS,2010,ITF,1,0.1168
2012,NUTS,2010,ITF,1,0.1231
2013,NUTS,2010,ITF,1,0.1296
2014,NUTS,2010,ITF,1,0.1364
2015,NUTS,2010,ITF,1,0.1419
2016,NUTS,2010,ITF,1,0.1336
2017,NUTS,2010,ITF,1,0.1338
2018,NUTS,2010,ITF,1,0.1337
2019,NUTS,2010,ITF,1,0.1404
2011,NUTS,2010,ITF1,2,0.1147
2012,NUTS,2010,ITF1,2,0.1085
2013,NUTS,2010,ITF1,2,0.1204
2014,NUTS,2010,ITF1,2,0.1288
2015,NUTS,2010,ITF1,2,0.1351
2016,NUTS,2010,ITF1,2,0.1307
2017,NUTS,2010,ITF1,2,0.1358
2018,NUTS,2010,ITF1,2,0.1353
2019,NUTS,2010,ITF1,2,0.1389
2011,NUTS,2010,ITF2,2,0.043
2012,NUTS,2010,ITF2,2,0.0402
2013,NUTS,2010,ITF2,2,0.0394
2014,NUTS,2010,ITF2,2,0.0413
2015,NUTS,2010,ITF2,2,0.0588
2016,NUTS,2010,ITF2,2,0.0585
2017,NUTS,2010,ITF2,2,0.048
2018,NUTS,2010,ITF2,2,0.0487
2019,NUTS,2010,ITF2,2,0.054
2011,NUTS,2010,ITF3,2,0.135
2012,NUTS,2010,ITF3,2,0.1478
2013,NUTS,2010,ITF3,2,0.153
2014,NUTS,2010,ITF3,2,0.1561
2015,NUTS,2010,ITF3,2,0.1644
2016,NUTS,2010,ITF3,2,0.1526
2017,NUTS,2010,ITF3,2,0.1438
2018,NUTS,2010,ITF3,2,0.1437
2019,NUTS,2010,ITF3,2,0.1535
2011,NUTS,2010,ITF4,2,0.1143
2012,NUTS,2010,ITF4,2,0.116
2013,NUTS,2010,ITF4,2,0.1224
2014,NUTS,2010,ITF4,2,0.139
2015,NUTS,2010,ITF4,2,0.1372
2016,NUTS,2010,ITF4,2,0.1333
2017,NUTS,2010,ITF4,2,0.146
2018,NUTS,2010,ITF4,2,0.1502
2019,NUTS,2010,ITF4,2,0.1562
2011,NUTS,2010,ITF5,2,0.2273
2012,NUTS,2010,ITF5,2,0.2368
2013,NUTS,2010,ITF5,2,0.2292
2014,NUTS,2010,ITF5,2,0.2258
2015,NUTS,2010,ITF5,2,0.2276
2016,NUTS,2010,ITF5,2,0.227
2017,NUTS,2010,ITF5,2,0.2287
2018,NUTS,2010,ITF5,2,0.2265
2019,NUTS,2010,ITF5,2,0.2281
2011,NUTS,2010,ITF6,2,0.0497
2012,NUTS,2010,ITF6,2,0.0584
2013,NUTS,2010,ITF6,2,0.0668
2014,NUTS,2010,ITF6,2,0.0677
2015,NUTS,2010,ITF6,2,0.0781
2016,NUTS,2010,ITF6,2,0.062
2017,NUTS,2010,ITF6,2,0.06
2018,NUTS,2010,ITF6,2,0.0551
2019,NUTS,2010,ITF6,2,0.0587
2011,NUTS,2010,ITG,1,0.1457
2012,NUTS,2010,ITG,1,0.1468
2013,NUTS,2010,ITG,1,0.159
2014,NUTS,2010,ITG,1,0.1696
2015,NUTS,2010,ITG,1,0.173
2016,NUTS,2010,ITG,1,0.1617
2017,NUTS,2010,ITG,1,0.1638
2018,NUTS,2010,ITG,1,0.1594
2019,NUTS,2010,ITG,1,0.1679
2011,NUTS,2010,ITG1,2,0.1224
2012,NUTS,2010,ITG1,2,0.1293
2013,NUTS,2010,ITG1,2,0.1429
2014,NUTS,2010,ITG1,2,0.1539
2015,NUTS,2010,ITG1,2,0.1573
2016,NUTS,2010,ITG1,2,0.1462
2017,NUTS,2010,ITG1,2,0.1529
2018,NUTS,2010,ITG1,2,0.1514
2019,NUTS,2010,ITG1,2,0.1532
2011,NUTS,2010,ITG2,2,0.2031
2012,NUTS,2010,ITG2,2,0.1901
2013,NUTS,2010,ITG2,2,0.2002
2014,NUTS,2010,ITG2,2,0.2092
2015,NUTS,2010,ITG2,2,0.2124
2016,NUTS,2010,ITG2,2,0.2012
2017,NUTS,2010,ITG2,2,0.1918
2018,NUTS,2010,ITG2,2,0.1796
2019,NUTS,2010,ITG2,2,0.2042
2011,NUTS,2010,ITH,1,0.196
2012,NUTS,2010,ITH,1,0.2037
2013,NUTS,2010,ITH,1,0.2136
2014,NUTS,2010,ITH,1,0.1859
2015,NUTS,2010,ITH,1,0.1906
2016,NUTS,2010,ITH,1,0.1876
2017,NUTS,2010,ITH,1,0.1948
2018,NUTS,2010,ITH,1,0.1949
2019,NUTS,2010,ITH,1,0.1889
2011,NUTS,2010,ITH1,2,0.232
2012,NUTS,2010,ITH1,2,0.2128
2013,NUTS,2010,ITH1,2,0.2271
2014,NUTS,2010,ITH1,2,0.0204
2015,NUTS,2010,ITH1,2,0.0114
2016,NUTS,2010,ITH1,2,0.0196
2017,NUTS,2010,ITH1,2,0.0149
2018,NUTS,2010,ITH1,2,0.1032
2019,NUTS,2010,ITH1,2,0.1018
2011,NUTS,2010,ITH2,2,0.5684
2012,NUTS,2010,ITH2,2,0.5803
2013,NUTS,2010,ITH2,2,0.672
2014,NUTS,2010,ITH2,2,0.6297
2015,NUTS,2010,ITH2,2,0.6589
2016,NUTS,2010,ITH2,2,0.5834
2017,NUTS,2010,ITH2,2,0.7162
2018,NUTS,2010,ITH2,2,0.7092
2019,NUTS,2010,ITH2,2,0.6785
2011,NUTS,2010,ITH3,2,0.111
2012,NUTS,2010,ITH3,2,0.1113
2013,NUTS,2010,ITH3,2,0.1145
2014,NUTS,2010,ITH3,2,0.1078
2015,NUTS,2010,ITH3,2,0.107
2016,NUTS,2010,ITH3,2,0.1049
2017,NUTS,2010,ITH3,2,0.1066
2018,NUTS,2010,ITH3,2,0.1024
2019,NUTS,2010,ITH3,2,0.0973
2011,NUTS,2010,ITH4,2,0.1998
2012,NUTS,2010,ITH4,2,0.2235
2013,NUTS,2010,ITH4,2,0.1924
2014,NUTS,2010,ITH4,2,0.2751
2015,NUTS,2010,ITH4,2,0.3048
2016,NUTS,2010,ITH4,2,0.305
2017,NUTS,2010,ITH4,2,0.3488
2018,NUTS,2010,ITH4,2,0.3537
2019,NUTS,2010,ITH4,2,0.3392
2011,NUTS,2010,ITH5,2,0.2392
2012,NUTS,2010,ITH5,2,0.2534
2013,NUTS,2010,ITH5,2,0.2689
2014,NUTS,2010,ITH5,2,0.2137
2015,NUTS,2010,ITH5,2,0.2155
2016,NUTS,2010,ITH5,2,0.2191
2017,NUTS,2010,ITH5,2,0.2105
2018,NUTS,2010,ITH5,2,0.2043
2019,NUTS,2010,ITH5,2,0.2019
2011,NUTS,2010,ITI,1,0.3692
2012,NUTS,2010,ITI,1,0.3697
2013,NUTS,2010,ITI,1,0.3701
2014,NUTS,2010,ITI,1,0.3697
2015,NUTS,2010,ITI,1,0.3686
