year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hes_total_pc_act_fte_t
2013,NUTS,2010,UKD6,2,0.0875
2014,NUTS,2010,UKD6,2,0.0813
2015,NUTS,2010,UKD6,2,0.1
2016,NUTS,2010,UKD6,2,0.1028
2017,NUTS,2010,UKD6,2,0.1019
2018,NUTS,2010,UKD6,2,0.1059
2011,NUTS,2010,UKD7,2,0.5103
2012,NUTS,2010,UKD7,2,0.516
2013,NUTS,2010,UKD7,2,0.5512
2014,NUTS,2010,UKD7,2,0.5928
2015,NUTS,2010,UKD7,2,0.603
2016,NUTS,2010,UKD7,2,0.6398
2017,NUTS,2010,UKD7,2,0.6788
2018,NUTS,2010,UKD7,2,0.6513
2011,NUTS,2010,UKE,1,0.5376
2012,NUTS,2010,UKE,1,0.5341
2013,NUTS,2010,UKE,1,0.553
2014,NUTS,2010,UKE,1,0.5848
2015,NUTS,2010,UKE,1,0.6196
2016,NUTS,2010,UKE,1,0.5974
2017,NUTS,2010,UKE,1,0.6095
2018,NUTS,2010,UKE,1,0.6041
2011,NUTS,2010,UKE1,2,0.2226
2012,NUTS,2010,UKE1,2,0.2439
2013,NUTS,2010,UKE1,2,0.2444
2014,NUTS,2010,UKE1,2,0.2512
2015,NUTS,2010,UKE1,2,0.2527
2016,NUTS,2010,UKE1,2,0.2312
2017,NUTS,2010,UKE1,2,0.2104
2018,NUTS,2010,UKE1,2,0.1758
2011,NUTS,2010,UKE2,2,0.5243
2012,NUTS,2010,UKE2,2,0.5153
2013,NUTS,2010,UKE2,2,0.5563
2014,NUTS,2010,UKE2,2,0.5926
2015,NUTS,2010,UKE2,2,0.5914
2016,NUTS,2010,UKE2,2,0.5937
2017,NUTS,2010,UKE2,2,0.6098
2018,NUTS,2010,UKE2,2,0.6407
2011,NUTS,2010,UKE3,2,0.7469
2012,NUTS,2010,UKE3,2,0.7484
2013,NUTS,2010,UKE3,2,0.7636
2014,NUTS,2010,UKE3,2,0.7878
2015,NUTS,2010,UKE3,2,0.8791
2016,NUTS,2010,UKE3,2,0.8534
2017,NUTS,2010,UKE3,2,0.8619
2018,NUTS,2010,UKE3,2,0.8418
2011,NUTS,2010,UKE4,2,0.5526
2012,NUTS,2010,UKE4,2,0.5297
2013,NUTS,2010,UKE4,2,0.5484
2014,NUTS,2010,UKE4,2,0.5915
2015,NUTS,2010,UKE4,2,0.6259
2016,NUTS,2010,UKE4,2,0.5964
2017,NUTS,2010,UKE4,2,0.6158
2018,NUTS,2010,UKE4,2,0.616
2011,NUTS,2010,UKF,1,0.4899
2012,NUTS,2010,UKF,1,0.4989
2013,NUTS,2010,UKF,1,0.5041
2014,NUTS,2010,UKF,1,0.5069
2015,NUTS,2010,UKF,1,0.5138
2016,NUTS,2010,UKF,1,0.4959
2017,NUTS,2010,UKF,1,0.5064
2018,NUTS,2010,UKF,1,0.4894
2011,NUTS,2010,UKF1,2,0.5713
2012,NUTS,2010,UKF1,2,0.5759
2013,NUTS,2010,UKF1,2,0.604
2014,NUTS,2010,UKF1,2,0.6138
2015,NUTS,2010,UKF1,2,0.5996
2016,NUTS,2010,UKF1,2,0.5895
2017,NUTS,2010,UKF1,2,0.6132
2018,NUTS,2010,UKF1,2,0.574
2011,NUTS,2010,UKF2,2,0.5508
2012,NUTS,2010,UKF2,2,0.5465
2013,NUTS,2010,UKF2,2,0.5345
2014,NUTS,2010,UKF2,2,0.5349
2015,NUTS,2010,UKF2,2,0.5444
2016,NUTS,2010,UKF2,2,0.5121
2017,NUTS,2010,UKF2,2,0.5103
2018,NUTS,2010,UKF2,2,0.5108
2011,NUTS,2010,UKF3,2,0.1058
2012,NUTS,2010,UKF3,2,0.1378
2013,NUTS,2010,UKF3,2,0.1445
2014,NUTS,2010,UKF3,2,0.1496
2015,NUTS,2010,UKF3,2,0.1714
2016,NUTS,2010,UKF3,2,0.1658
2017,NUTS,2010,UKF3,2,0.178
2018,NUTS,2010,UKF3,2,0.1813
2011,NUTS,2010,UKG,1,0.3685
2012,NUTS,2010,UKG,1,0.359
2013,NUTS,2010,UKG,1,0.3564
2014,NUTS,2010,UKG,1,0.3852
2015,NUTS,2010,UKG,1,0.3968
2016,NUTS,2010,UKG,1,0.3884
2017,NUTS,2010,UKG,1,0.4104
2018,NUTS,2010,UKG,1,0.4136
2011,NUTS,2010,UKG1,2,0.0308
2012,NUTS,2010,UKG1,2,0.0315
2013,NUTS,2010,UKG1,2,0.032
2014,NUTS,2010,UKG1,2,0.0332
2015,NUTS,2010,UKG1,2,0.0367
2016,NUTS,2010,UKG1,2,0.037
2017,NUTS,2010,UKG1,2,0.0372
2018,NUTS,2010,UKG1,2,0.0367
2011,NUTS,2010,UKG2,2,0.1162
2012,NUTS,2010,UKG2,2,0.1162
2013,NUTS,2010,UKG2,2,0.1196
2014,NUTS,2010,UKG2,2,0.14
2015,NUTS,2010,UKG2,2,0.1379
2016,NUTS,2010,UKG2,2,0.1342
2017,NUTS,2010,UKG2,2,0.1313
2018,NUTS,2010,UKG2,2,0.1194
2011,NUTS,2010,UKG3,2,0.7007
2012,NUTS,2010,UKG3,2,0.6793
2013,NUTS,2010,UKG3,2,0.6704
2014,NUTS,2010,UKG3,2,0.7165
2015,NUTS,2010,UKG3,2,0.7492
2016,NUTS,2010,UKG3,2,0.7268
2017,NUTS,2010,UKG3,2,0.7696
2018,NUTS,2010,UKG3,2,0.776
2011,NUTS,2010,UKH,1,0.4987
2012,NUTS,2010,UKH,1,0.4802
2013,NUTS,2010,UKH,1,0.4923
2014,NUTS,2010,UKH,1,0.4945
2015,NUTS,2010,UKH,1,0.4984
2016,NUTS,2010,UKH,1,0.4959
2017,NUTS,2010,UKH,1,0.5087
2018,NUTS,2010,UKH,1,0.4921
2011,NUTS,2010,UKH1,2,0.8939
2012,NUTS,2010,UKH1,2,0.8559
2013,NUTS,2010,UKH1,2,0.9056
2014,NUTS,2010,UKH1,2,0.8843
2015,NUTS,2010,UKH1,2,0.9039
2016,NUTS,2010,UKH1,2,0.9013
2017,NUTS,2010,UKH1,2,0.9406
2018,NUTS,2010,UKH1,2,0.9027
2011,NUTS,2010,UKH2,2,0.2724
2012,NUTS,2010,UKH2,2,0.2706
2013,NUTS,2010,UKH2,2,0.2565
2014,NUTS,2010,UKH2,2,0.2625
2015,NUTS,2010,UKH2,2,0.2626
2016,NUTS,2010,UKH2,2,0.2609
2017,NUTS,2010,UKH2,2,0.262
2018,NUTS,2010,UKH2,2,0.254
2011,NUTS,2010,UKH3,2,0.1809
2012,NUTS,2010,UKH3,2,0.1755
2013,NUTS,2010,UKH3,2,0.171
2014,NUTS,2010,UKH3,2,0.1775
2015,NUTS,2010,UKH3,2,0.1797
2016,NUTS,2010,UKH3,2,0.172
2017,NUTS,2010,UKH3,2,0.1804
2018,NUTS,2010,UKH3,2,0.1777
2011,NUTS,2010,UKI,1,0.8124
2012,NUTS,2010,UKI,1,0.7886
2013,NUTS,2010,UKI,1,0.7874
2014,NUTS,2010,UKI,1,0.777
2015,NUTS,2010,UKI,1,0.7736
2016,NUTS,2010,UKI,1,0.7585
2017,NUTS,2010,UKI,1,0.7514
2018,NUTS,2010,UKI,1,0.7412
2011,NUTS,2010,UKI3,2,4.5848
2012,NUTS,2010,UKI3,2,4.3569
2013,NUTS,2010,UKI3,2,4.4874
2014,NUTS,2010,UKI3,2,4.2589
2015,NUTS,2010,UKI3,2,4.3393
2016,NUTS,2010,UKI3,2,4.1817
2017,NUTS,2010,UKI3,2,4.3877
2018,NUTS,2010,UKI3,2,4.2528
2011,NUTS,2010,UKI4,2,0.4007
2012,NUTS,2010,UKI4,2,0.3891
2013,NUTS,2010,UKI4,2,0.3798
2014,NUTS,2010,UKI4,2,0.376
2015,NUTS,2010,UKI4,2,0.3632
2016,NUTS,2010,UKI4,2,0.3564
2017,NUTS,2010,UKI4,2,0.351
2018,NUTS,2010,UKI4,2,0.3441
2011,NUTS,2010,UKI5,2,0.0906
2012,NUTS,2010,UKI5,2,0.0864
2013,NUTS,2010,UKI5,2,0.089
2014,NUTS,2010,UKI5,2,0.087
2015,NUTS,2010,UKI5,2,0.0777
2016,NUTS,2010,UKI5,2,0.074
2017,NUTS,2010,UKI5,2,0.0729
2018,NUTS,2010,UKI5,2,0.0665
2011,NUTS,2010,UKI6,2,0.0966
2012,NUTS,2010,UKI6,2,0.0878
2013,NUTS,2010,UKI6,2,0.083
2014,NUTS,2010,UKI6,2,0.0864
2015,NUTS,2010,UKI6,2,0.0947
2016,NUTS,2010,UKI6,2,0.097
2017,NUTS,2010,UKI6,2,0.0951
2018,NUTS,2010,UKI6,2,0.0932
2011,NUTS,2010,UKI7,2,0.2376
2012,NUTS,2010,UKI7,2,0.2117
2013,NUTS,2010,UKI7,2,0.2207
2014,NUTS,2010,UKI7,2,0.2156
2015,NUTS,2010,UKI7,2,0.2091
2016,NUTS,2010,UKI7,2,0.2001
2017,NUTS,2010,UKI7,2,0.1975
2018,NUTS,2010,UKI7,2,0.1895
2011,NUTS,2010,UKJ,1,0.556
2012,NUTS,2010,UKJ,1,0.5433
2013,NUTS,2010,UKJ,1,0.5527
2014,NUTS,2010,UKJ,1,0.5774
2015,NUTS,2010,UKJ,1,0.5836
2016,NUTS,2010,UKJ,1,0.5796
2017,NUTS,2010,UKJ,1,0.565
2018,NUTS,2010,UKJ,1,0.567
2011,NUTS,2010,UKJ1,2,1.0404
2012,NUTS,2010,UKJ1,2,1.0122
2013,NUTS,2010,UKJ1,2,1.0521
2014,NUTS,2010,UKJ1,2,1.112
2015,NUTS,2010,UKJ1,2,1.1254
2016,NUTS,2010,UKJ1,2,1.1247
2017,NUTS,2010,UKJ1,2,1.0875
2018,NUTS,2010,UKJ1,2,1.0975
2011,NUTS,2010,UKJ2,2,0.3583
2012,NUTS,2010,UKJ2,2,0.3386
2013,NUTS,2010,UKJ2,2,0.3386
2014,NUTS,2010,UKJ2,2,0.3465
2015,NUTS,2010,UKJ2,2,0.3449
2016,NUTS,2010,UKJ2,2,0.3321
2017,NUTS,2010,UKJ2,2,0.3311
2018,NUTS,2010,UKJ2,2,0.3458
2011,NUTS,2010,UKJ3,2,0.5703
2012,NUTS,2010,UKJ3,2,0.5537
2013,NUTS,2010,UKJ3,2,0.5329
2014,NUTS,2010,UKJ3,2,0.5449
2015,NUTS,2010,UKJ3,2,0.5588
2016,NUTS,2010,UKJ3,2,0.5573
2017,NUTS,2010,UKJ3,2,0.5386
2018,NUTS,2010,UKJ3,2,0.5111
2011,NUTS,2010,UKJ4,2,0.1705
2012,NUTS,2010,UKJ4,2,0.1859
2013,NUTS,2010,UKJ4,2,0.2135
2014,NUTS,2010,UKJ4,2,0.2215
2015,NUTS,2010,UKJ4,2,0.2277
2016,NUTS,2010,UKJ4,2,0.237
2017,NUTS,2010,UKJ4,2,0.2361
2018,NUTS,2010,UKJ4,2,0.2305
2011,NUTS,2010,UKK,1,0.3963
2012,NUTS,2010,UKK,1,0.3894
2013,NUTS,2010,UKK,1,0.3884
2014,NUTS,2010,UKK,1,0.3933
2015,NUTS,2010,UKK,1,0.3903
2016,NUTS,2010,UKK,1,0.3927
2017,NUTS,2010,UKK,1,0.399
2018,NUTS,2010,UKK,1,0.4002
2011,NUTS,2010,UKK1,2,0.5388
2012,NUTS,2010,UKK1,2,0.52
2013,NUTS,2010,UKK1,2,0.516
2014,NUTS,2010,UKK1,2,0.5281
2015,NUTS,2010,UKK1,2,0.5278
2016,NUTS,2010,UKK1,2,0.5202
2017,NUTS,2010,UKK1,2,0.5199
2018,NUTS,2010,UKK1,2,0.516
2011,NUTS,2010,UKK2,2,0.0791
2012,NUTS,2010,UKK2,2,0.0896
2013,NUTS,2010,UKK2,2,0.0888
2014,NUTS,2010,UKK2,2,0.1009
2015,NUTS,2010,UKK2,2,0.1023
2016,NUTS,2010,UKK2,2,0.1105
2017,NUTS,2010,UKK2,2,0.1049
2018,NUTS,2010,UKK2,2,0.105
2011,NUTS,2010,UKK3,2,0.0599
2012,NUTS,2010,UKK3,2,0.0371
2013,NUTS,2010,UKK3,2,0.0305
2014,NUTS,2010,UKK3,2,0.0289
2015,NUTS,2010,UKK3,2,0.0242
2016,NUTS,2010,UKK3,2,0.0224
2017,NUTS,2010,UKK3,2,0.0299
2018,NUTS,2010,UKK3,2,0.0327
2011,NUTS,2010,UKK4,2,0.5869
2012,NUTS,2010,UKK4,2,0.5904
2013,NUTS,2010,UKK4,2,0.6172
2014,NUTS,2010,UKK4,2,0.6061
2015,NUTS,2010,UKK4,2,0.5782
2016,NUTS,2010,UKK4,2,0.5956
2017,NUTS,2010,UKK4,2,0.6127
2018,NUTS,2010,UKK4,2,0.6277
2011,NUTS,2010,UKL,1,0.5283
2012,NUTS,2010,UKL,1,0.5062
2013,NUTS,2010,UKL,1,0.4987
2014,NUTS,2010,UKL,1,0.4897
2015,NUTS,2010,UKL,1,0.4754
2016,NUTS,2010,UKL,1,0.4931
2017,NUTS,2010,UKL,1,0.5061
2018,NUTS,2010,UKL,1,0.499
2011,NUTS,2010,UKL1,2,0.4201
2012,NUTS,2010,UKL1,2,0.4009
2013,NUTS,2010,UKL1,2,0.396
2014,NUTS,2010,UKL1,2,0.4003
2015,NUTS,2010,UKL1,2,0.3747
2016,NUTS,2010,UKL1,2,0.3835
2017,NUTS,2010,UKL1,2,0.4082
2018,NUTS,2010,UKL1,2,0.4024
2011,NUTS,2010,UKL2,2,0.7037
2012,NUTS,2010,UKL2,2,0.6786
2013,NUTS,2010,UKL2,2,0.6626
2014,NUTS,2010,UKL2,2,0.6329
2015,NUTS,2010,UKL2,2,0.6441
2016,NUTS,2010,UKL2,2,0.68
2017,NUTS,2010,UKL2,2,0.6597
2018,NUTS,2010,UKL2,2,0.6533
2011,NUTS,2010,UKM,1,0.7724
2012,NUTS,2010,UKM,1,0.76
2013,NUTS,2010,UKM,1,0.7804
2014,NUTS,2010,UKM,1,0.7962
2015,NUTS,2010,UKM,1,0.8014
2016,NUTS,2010,UKM,1,0.8103
2017,NUTS,2010,UKM,1,0.8191
2018,NUTS,2010,UKM,1,0.8204
2012,NUTS,2010,UKM2,2,1.0967
2013,NUTS,2010,UKM2,2,1.1144
2014,NUTS,2010,UKM2,2,1.135
2015,NUTS,2010,UKM2,2,1.1427
2016,NUTS,2010,UKM2,2,1.1639
2012,NUTS,2010,UKM3,2,0.6333
2013,NUTS,2010,UKM3,2,0.6679
2014,NUTS,2010,UKM3,2,0.6941
2015,NUTS,2010,UKM3,2,0.7053
2016,NUTS,2010,UKM3,2,0.7099
2012,NUTS,2010,UKM5,2,0.7703
2013,NUTS,2010,UKM5,2,0.8029
2014,NUTS,2010,UKM5,2,0.7873
2015,NUTS,2010,UKM5,2,0.7644
2016,NUTS,2010,UKM5,2,0.739
2017,NUTS,2010,UKM5,2,0.7537
2018,NUTS,2010,UKM5,2,0.7827
2012,NUTS,2010,UKM6,2,0.0336
2013,NUTS,2010,UKM6,2,0.0437
2014,NUTS,2010,UKM6,2,0.0435
2015,NUTS,2010,UKM6,2,0.033
2016,NUTS,2010,UKM6,2,0.0476
2017,NUTS,2010,UKM6,2,0.0647
2018,NUTS,2010,UKM6,2,0.0734
2014,NUTS,2010,UKM7,2,1.2056
2015,NUTS,2010,UKM7,2,1.2074
2016,NUTS,2010,UKM7,2,1.2188
2017,NUTS,2010,UKM7,2,1.0879
2018,NUTS,2010,UKM7,2,1.1723
2014,NUTS,2010,UKM8,2,1.0392
2015,NUTS,2010,UKM8,2,1.0182
2016,NUTS,2010,UKM8,2,1.0257
2017,NUTS,2010,UKM8,2,1.2299
2018,NUTS,2010,UKM8,2,1.0506
2014,NUTS,2010,UKM9,2,0.0
2015,NUTS,2010,UKM9,2,0.0
2016,NUTS,2010,UKM9,2,0.0
2017,NUTS,2010,UKM9,2,0.0
2018,NUTS,2010,UKM9,2,0.0
2011,NUTS,2010,UKN,1,0.4005
2012,NUTS,2010,UKN,1,0.3734
2013,NUTS,2010,UKN,1,0.3572
2014,NUTS,2010,UKN,1,0.3636
2015,NUTS,2010,UKN,1,0.3785
2016,NUTS,2010,UKN,1,0.3719
2017,NUTS,2010,UKN,1,0.4118
2018,NUTS,2010,UKN,1,0.417
2011,NUTS,2010,UKN0,2,0.4005
2012,NUTS,2010,UKN0,2,0.3734
2013,NUTS,2010,UKN0,2,0.3572
2014,NUTS,2010,UKN0,2,0.3636
2015,NUTS,2010,UKN0,2,0.3785
2016,NUTS,2010,UKN0,2,0.3719
2017,NUTS,2010,UKN0,2,0.4118
2018,NUTS,2010,UKN0,2,0.417
