year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hes_total_pc_act_fte_t
2013,NUTS,2010,DEB,1,0.203
2014,NUTS,2010,DEB,1,0.1981
2015,NUTS,2010,DEB,1,0.2022
2016,NUTS,2010,DEB,1,0.2196
2017,NUTS,2010,DEB,1,0.2204
2018,NUTS,2010,DEB,1,0.2291
2019,NUTS,2010,DEB,1,0.2264
2011,NUTS,2010,DEB1,2,0.0527
2012,NUTS,2010,DEB1,2,0.0556
2013,NUTS,2010,DEB1,2,0.059
2014,NUTS,2010,DEB1,2,0.0558
2015,NUTS,2010,DEB1,2,0.0563
2016,NUTS,2010,DEB1,2,0.0615
2017,NUTS,2010,DEB1,2,0.0667
2018,NUTS,2010,DEB1,2,0.0722
2019,NUTS,2010,DEB1,2,0.0772
2011,NUTS,2010,DEB2,2,0.1526
2012,NUTS,2010,DEB2,2,0.1609
2013,NUTS,2010,DEB2,2,0.1528
2014,NUTS,2010,DEB2,2,0.1372
2015,NUTS,2010,DEB2,2,0.1445
2016,NUTS,2010,DEB2,2,0.1581
2017,NUTS,2010,DEB2,2,0.1607
2018,NUTS,2010,DEB2,2,0.1505
2019,NUTS,2010,DEB2,2,0.1506
2011,NUTS,2010,DEB3,2,0.2947
2012,NUTS,2010,DEB3,2,0.3133
2013,NUTS,2010,DEB3,2,0.3209
2014,NUTS,2010,DEB3,2,0.318
2015,NUTS,2010,DEB3,2,0.3253
2016,NUTS,2010,DEB3,2,0.3527
2017,NUTS,2010,DEB3,2,0.3489
2018,NUTS,2010,DEB3,2,0.3666
2019,NUTS,2010,DEB3,2,0.3558
2011,NUTS,2010,DEC,1,0.2382
2012,NUTS,2010,DEC,1,0.2782
2013,NUTS,2010,DEC,1,0.2788
2014,NUTS,2010,DEC,1,0.2858
2015,NUTS,2010,DEC,1,0.295
2016,NUTS,2010,DEC,1,0.3147
2017,NUTS,2010,DEC,1,0.2841
2018,NUTS,2010,DEC,1,0.2796
2019,NUTS,2010,DEC,1,0.2859
2011,NUTS,2010,DEC0,2,0.2382
2012,NUTS,2010,DEC0,2,0.2782
2013,NUTS,2010,DEC0,2,0.2788
2014,NUTS,2010,DEC0,2,0.2858
2015,NUTS,2010,DEC0,2,0.295
2016,NUTS,2010,DEC0,2,0.3147
2017,NUTS,2010,DEC0,2,0.2841
2018,NUTS,2010,DEC0,2,0.2796
2019,NUTS,2010,DEC0,2,0.2859
2011,NUTS,2010,DED,1,0.3622
2012,NUTS,2010,DED,1,0.3863
2013,NUTS,2010,DED,1,0.4201
2014,NUTS,2010,DED,1,0.413
2015,NUTS,2010,DED,1,0.399
2016,NUTS,2010,DED,1,0.4138
2017,NUTS,2010,DED,1,0.4366
2018,NUTS,2010,DED,1,0.4506
2019,NUTS,2010,DED,1,0.4438
2011,NUTS,2010,DED2,2,0.4524
2012,NUTS,2010,DED2,2,0.4796
2013,NUTS,2010,DED2,2,0.5042
2014,NUTS,2010,DED2,2,0.3041
2015,NUTS,2010,DED2,2,0.4679
2016,NUTS,2010,DED2,2,0.4876
2017,NUTS,2010,DED2,2,0.5228
2018,NUTS,2010,DED2,2,0.5494
2019,NUTS,2010,DED2,2,0.5191
2011,NUTS,2010,DED4,2,0.2899
2012,NUTS,2010,DED4,2,0.3106
2013,NUTS,2010,DED4,2,0.3274
2014,NUTS,2010,DED4,2,0.5272
2015,NUTS,2010,DED4,2,0.3161
2016,NUTS,2010,DED4,2,0.3171
2017,NUTS,2010,DED4,2,0.328
2018,NUTS,2010,DED4,2,0.3377
2019,NUTS,2010,DED4,2,0.3304
2011,NUTS,2010,DED5,2,0.325
2012,NUTS,2010,DED5,2,0.3498
2013,NUTS,2010,DED5,2,0.423
2014,NUTS,2010,DED5,2,0.4187
2015,NUTS,2010,DED5,2,0.4069
2016,NUTS,2010,DED5,2,0.4355
2017,NUTS,2010,DED5,2,0.4546
2018,NUTS,2010,DED5,2,0.4523
2019,NUTS,2010,DED5,2,0.4786
2011,NUTS,2010,DEE,1,0.2074
2012,NUTS,2010,DEE,1,0.2152
2013,NUTS,2010,DEE,1,0.2234
2014,NUTS,2010,DEE,1,0.2139
2015,NUTS,2010,DEE,1,0.2074
2016,NUTS,2010,DEE,1,0.2127
2017,NUTS,2010,DEE,1,0.2141
2018,NUTS,2010,DEE,1,0.234
2019,NUTS,2010,DEE,1,0.2473
2011,NUTS,2010,DEE0,2,0.2074
2012,NUTS,2010,DEE0,2,0.2152
2013,NUTS,2010,DEE0,2,0.2234
2014,NUTS,2010,DEE0,2,0.2139
2015,NUTS,2010,DEE0,2,0.2074
2016,NUTS,2010,DEE0,2,0.2127
2017,NUTS,2010,DEE0,2,0.2141
2018,NUTS,2010,DEE0,2,0.234
2019,NUTS,2010,DEE0,2,0.2473
2011,NUTS,2010,DEF,1,0.1949
2012,NUTS,2010,DEF,1,0.2035
2013,NUTS,2010,DEF,1,0.187
2014,NUTS,2010,DEF,1,0.1963
2015,NUTS,2010,DEF,1,0.1861
2016,NUTS,2010,DEF,1,0.1976
2017,NUTS,2010,DEF,1,0.1902
2018,NUTS,2010,DEF,1,0.1954
2019,NUTS,2010,DEF,1,0.2083
2011,NUTS,2010,DEF0,2,0.1949
2012,NUTS,2010,DEF0,2,0.2035
2013,NUTS,2010,DEF0,2,0.187
2014,NUTS,2010,DEF0,2,0.1963
2015,NUTS,2010,DEF0,2,0.1861
2016,NUTS,2010,DEF0,2,0.1976
2017,NUTS,2010,DEF0,2,0.1902
2018,NUTS,2010,DEF0,2,0.1954
2019,NUTS,2010,DEF0,2,0.2083
2011,NUTS,2010,DEG,1,0.261
2012,NUTS,2010,DEG,1,0.2802
2013,NUTS,2010,DEG,1,0.2865
2014,NUTS,2010,DEG,1,0.2837
2015,NUTS,2010,DEG,1,0.2803
2016,NUTS,2010,DEG,1,0.2782
2017,NUTS,2010,DEG,1,0.2818
2018,NUTS,2010,DEG,1,0.2864
2019,NUTS,2010,DEG,1,0.2968
2011,NUTS,2010,DEG0,2,0.261
2012,NUTS,2010,DEG0,2,0.2802
2013,NUTS,2010,DEG0,2,0.2865
2014,NUTS,2010,DEG0,2,0.2837
2015,NUTS,2010,DEG0,2,0.2803
2016,NUTS,2010,DEG0,2,0.2782
2017,NUTS,2010,DEG0,2,0.2818
2018,NUTS,2010,DEG0,2,0.2864
2019,NUTS,2010,DEG0,2,0.2968
2011,NUTS,2010,DK,0,0.6729
2012,NUTS,2010,DK,0,0.717
2013,NUTS,2010,DK,0,0.7562
2014,NUTS,2010,DK,0,0.7546
2015,NUTS,2010,DK,0,0.7584
2016,NUTS,2010,DK,0,0.7727
2017,NUTS,2010,DK,0,0.7579
2018,NUTS,2010,DK,0,0.757
2019,NUTS,2010,DK,0,0.7572
2020,NUTS,2010,DK,0,0.7637
2011,NUTS,2010,DK0,1,0.6631
2012,NUTS,2010,DK0,1,0.6969
2013,NUTS,2010,DK0,1,0.7351
2014,NUTS,2010,DK0,1,0.7322
2015,NUTS,2010,DK0,1,0.7354
2016,NUTS,2010,DK0,1,0.7479
2017,NUTS,2010,DK0,1,0.7345
2018,NUTS,2010,DK0,1,0.7332
2019,NUTS,2010,DK0,1,0.7323
2011,NUTS,2010,DK01,2,1.1329
2012,NUTS,2010,DK01,2,1.1783
2013,NUTS,2010,DK01,2,1.2475
2014,NUTS,2010,DK01,2,1.2819
2015,NUTS,2010,DK01,2,1.2465
2016,NUTS,2010,DK01,2,1.2952
2017,NUTS,2010,DK01,2,1.2878
2019,NUTS,2010,DK01,2,1.2704
2011,NUTS,2010,DK02,2,0.2993
2012,NUTS,2010,DK02,2,0.2484
2013,NUTS,2010,DK02,2,0.2549
2014,NUTS,2010,DK02,2,0.2756
2015,NUTS,2010,DK02,2,0.2794
2016,NUTS,2010,DK02,2,0.3152
2017,NUTS,2010,DK02,2,0.3008
2019,NUTS,2010,DK02,2,0.2882
2011,NUTS,2010,DK03,2,0.2866
2012,NUTS,2010,DK03,2,0.302
2013,NUTS,2010,DK03,2,0.3224
2014,NUTS,2010,DK03,2,0.338
2015,NUTS,2010,DK03,2,0.3599
2016,NUTS,2010,DK03,2,0.3457
2017,NUTS,2010,DK03,2,0.2869
2019,NUTS,2010,DK03,2,0.2958
2011,NUTS,2010,DK04,2,0.6378
2012,NUTS,2010,DK04,2,0.7263
2013,NUTS,2010,DK04,2,0.7098
2014,NUTS,2010,DK04,2,0.6247
2015,NUTS,2010,DK04,2,0.6669
2016,NUTS,2010,DK04,2,0.6306
2017,NUTS,2010,DK04,2,0.5868
2019,NUTS,2010,DK04,2,0.5903
2011,NUTS,2010,DK05,2,0.5108
2012,NUTS,2010,DK05,2,0.5264
2013,NUTS,2010,DK05,2,0.634
2014,NUTS,2010,DK05,2,0.5943
2015,NUTS,2010,DK05,2,0.5751
2016,NUTS,2010,DK05,2,0.5721
2017,NUTS,2010,DK05,2,0.7196
2019,NUTS,2010,DK05,2,0.7517
2011,NUTS,2010,EA19,2,0.354
2012,NUTS,2010,EA19,2,0.3583
2013,NUTS,2010,EA19,2,0.3636
2014,NUTS,2010,EA19,2,0.3656
2015,NUTS,2010,EA19,2,0.3727
2016,NUTS,2010,EA19,2,0.3754
2017,NUTS,2010,EA19,2,0.3814
2018,NUTS,2010,EA19,2,0.3864
2019,NUTS,2010,EA19,2,0.3927
2020,NUTS,2010,EA19,2,0.4069
2011,NUTS,2010,EE,0,0.4088
2012,NUTS,2010,EE,0,0.4505
2013,NUTS,2010,EE,0,0.4312
2014,NUTS,2010,EE,0,0.4744
2015,NUTS,2010,EE,0,0.4682
2016,NUTS,2010,EE,0,0.4512
2017,NUTS,2010,EE,0,0.4541
2018,NUTS,2010,EE,0,0.4868
2019,NUTS,2010,EE,0,0.446
2020,NUTS,2010,EE,0,0.4288
2011,NUTS,2010,EL,0,0.4256
2012,NUTS,2010,EL,0,0.4261
2013,NUTS,2010,EL,0,0.4897
2014,NUTS,2010,EL,0,0.5051
2015,NUTS,2010,EL,0,0.5786
2016,NUTS,2010,EL,0,0.4316
2017,NUTS,2010,EL,0,0.4682
2018,NUTS,2010,EL,0,0.504
2019,NUTS,2010,EL,0,0.5443
2020,NUTS,2010,EL,0,0.6079
2011,NUTS,2010,EL3,1,0.3981
2013,NUTS,2010,EL3,1,0.5091
2015,NUTS,2010,EL3,1,0.6553
2017,NUTS,2010,EL3,1,0.4627
2019,NUTS,2010,EL3,1,0.5449
2011,NUTS,2010,EL30,2,0.3981
2013,NUTS,2010,EL30,2,0.5091
2015,NUTS,2010,EL30,2,0.6553
2017,NUTS,2010,EL30,2,0.4627
2019,NUTS,2010,EL30,2,0.5449
2011,NUTS,2010,EL4,1,0.6063
2013,NUTS,2010,EL4,1,0.5533
2015,NUTS,2010,EL4,1,0.5244
2017,NUTS,2010,EL4,1,0.4036
2019,NUTS,2010,EL4,1,0.4536
2011,NUTS,2010,EL41,2,0.8423
2013,NUTS,2010,EL41,2,0.614
2015,NUTS,2010,EL41,2,0.5721
2017,NUTS,2010,EL41,2,0.4518
2019,NUTS,2010,EL41,2,0.4345
2011,NUTS,2010,EL42,2,0.199
2013,NUTS,2010,EL42,2,0.1652
2015,NUTS,2010,EL42,2,0.1439
2017,NUTS,2010,EL42,2,0.1416
2019,NUTS,2010,EL42,2,0.0967
2011,NUTS,2010,EL43,2,0.7562
2013,NUTS,2010,EL43,2,0.747
2015,NUTS,2010,EL43,2,0.7252
2017,NUTS,2010,EL43,2,0.5283
2019,NUTS,2010,EL43,2,0.6518
2011,NUTS,2010,EL5,1,0.4608
2013,NUTS,2010,EL5,1,0.5747
2015,NUTS,2010,EL5,1,0.6243
2017,NUTS,2010,EL5,1,0.4767
2019,NUTS,2010,EL5,1,0.5573
2011,NUTS,2010,EL51,2,0.4794
2013,NUTS,2010,EL51,2,0.601
2015,NUTS,2010,EL51,2,0.5336
2017,NUTS,2010,EL51,2,0.4225
2019,NUTS,2010,EL51,2,0.4885
2011,NUTS,2010,EL52,2,0.4704
2013,NUTS,2010,EL52,2,0.5952
2015,NUTS,2010,EL52,2,0.6294
2017,NUTS,2010,EL52,2,0.478
2019,NUTS,2010,EL52,2,0.5476
2011,NUTS,2010,EL53,2,0.1628
2013,NUTS,2010,EL53,2,0.2195
2015,NUTS,2010,EL53,2,0.2676
2017,NUTS,2010,EL53,2,0.2886
2019,NUTS,2010,EL53,2,0.3652
2011,NUTS,2010,EL54,2,0.6161
2013,NUTS,2010,EL54,2,0.693
2015,NUTS,2010,EL54,2,1.0629
2017,NUTS,2010,EL54,2,0.7298
2019,NUTS,2010,EL54,2,0.9097
2011,NUTS,2010,EL6,1,0.3194
2013,NUTS,2010,EL6,1,0.3084
2015,NUTS,2010,EL6,1,0.3987
2017,NUTS,2010,EL6,1,0.4623
2019,NUTS,2010,EL6,1,0.5268
2011,NUTS,2010,EL61,2,0.5643
2013,NUTS,2010,EL61,2,0.4114
2015,NUTS,2010,EL61,2,0.4571
2017,NUTS,2010,EL61,2,0.4643
2019,NUTS,2010,EL61,2,0.6318
2011,NUTS,2010,EL62,2,0.0841
2013,NUTS,2010,EL62,2,0.2445
2015,NUTS,2010,EL62,2,0.7149
2017,NUTS,2010,EL62,2,0.6833
2019,NUTS,2010,EL62,2,0.6318
2011,NUTS,2010,EL63,2,0.5475
2013,NUTS,2010,EL63,2,0.5095
2015,NUTS,2010,EL63,2,0.6385
2017,NUTS,2010,EL63,2,0.9829
2019,NUTS,2010,EL63,2,1.0325
2011,NUTS,2010,EL64,2,0.0427
2013,NUTS,2010,EL64,2,0.111
2015,NUTS,2010,EL64,2,0.1173
2017,NUTS,2010,EL64,2,0.0756
2019,NUTS,2010,EL64,2,0.0963
2011,NUTS,2010,EL65,2,0.0978
2013,NUTS,2010,EL65,2,0.1599
2015,NUTS,2010,EL65,2,0.2087
2017,NUTS,2010,EL65,2,0.129
2019,NUTS,2010,EL65,2,0.1771
2011,NUTS,2010,ES,0,0.3475
2012,NUTS,2010,ES,0,0.3318
2013,NUTS,2010,ES,0,0.3251
2014,NUTS,2010,ES,0,0.3219
2015,NUTS,2010,ES,0,0.3221
2016,NUTS,2010,ES,0,0.3319
2017,NUTS,2010,ES,0,0.3515
2018,NUTS,2010,ES,0,0.3553
2019,NUTS,2010,ES,0,0.3642
2020,NUTS,2010,ES,0,0.3752
2011,NUTS,2010,ES1,1,0.3557
2013,NUTS,2010,ES1,1,0.3149
2015,NUTS,2010,ES1,1,0.3121
2016,NUTS,2010,ES1,1,0.3106
2017,NUTS,2010,ES1,1,0.3179
2018,NUTS,2010,ES1,1,0.3243
2011,NUTS,2010,ES11,2,0.3827
2012,NUTS,2010,ES11,2,0.3348
2014,NUTS,2010,ES11,2,0.3318
2015,NUTS,2010,ES11,2,0.3351
2016,NUTS,2010,ES11,2,0.3315
2017,NUTS,2010,ES11,2,0.331
2018,NUTS,2010,ES11,2,0.3358
2019,NUTS,2010,ES11,2,0.3447
2011,NUTS,2010,ES12,2,0.3041
2012,NUTS,2010,ES12,2,0.2718
2013,NUTS,2010,ES12,2,0.2695
2014,NUTS,2010,ES12,2,0.2468
2015,NUTS,2010,ES12,2,0.2687
2016,NUTS,2010,ES12,2,0.2734
2017,NUTS,2010,ES12,2,0.315
2018,NUTS,2010,ES12,2,0.3191
2019,NUTS,2010,ES12,2,0.3681
2011,NUTS,2010,ES13,2,0.3194
2015,NUTS,2010,ES13,2,0.2802
2016,NUTS,2010,ES13,2,0.2781
2017,NUTS,2010,ES13,2,0.2631
2018,NUTS,2010,ES13,2,0.2802
2011,NUTS,2010,ES2,1,0.3978
2013,NUTS,2010,ES2,1,0.3769
2019,NUTS,2010,ES2,1,0.4131
2011,NUTS,2010,ES21,2,0.3394
2012,NUTS,2010,ES21,2,0.3716
2013,NUTS,2010,ES21,2,0.3723
2014,NUTS,2010,ES21,2,0.3844
2015,NUTS,2010,ES21,2,0.3884
2016,NUTS,2010,ES21,2,0.3902
2017,NUTS,2010,ES21,2,0.4073
2018,NUTS,2010,ES21,2,0.4228
2019,NUTS,2010,ES21,2,0.4311
2011,NUTS,2010,ES22,2,0.622
2011,NUTS,2010,ES23,2,0.268
2012,NUTS,2010,ES23,2,0.3189
2014,NUTS,2010,ES23,2,0.3417
2015,NUTS,2010,ES23,2,0.3375
2016,NUTS,2010,ES23,2,0.3928
2017,NUTS,2010,ES23,2,0.3228
2018,NUTS,2010,ES23,2,0.3102
2011,NUTS,2010,ES24,2,0.4173
2012,NUTS,2010,ES24,2,0.3649
2013,NUTS,2010,ES24,2,0.3221
2014,NUTS,2010,ES24,2,0.2984
2015,NUTS,2010,ES24,2,0.3116
2016,NUTS,2010,ES24,2,0.321
2017,NUTS,2010,ES24,2,0.3289
2018,NUTS,2010,ES24,2,0.3393
2011,NUTS,2010,ES3,1,0.4037
2012,NUTS,2010,ES3,1,0.3767
2013,NUTS,2010,ES3,1,0.3779
2014,NUTS,2010,ES3,1,0.378
2015,NUTS,2010,ES3,1,0.3694
2016,NUTS,2010,ES3,1,0.401
2017,NUTS,2010,ES3,1,0.4633
2018,NUTS,2010,ES3,1,0.4777
2019,NUTS,2010,ES3,1,0.4844
2011,NUTS,2010,ES30,2,0.4037
2012,NUTS,2010,ES30,2,0.3767
2013,NUTS,2010,ES30,2,0.3779
2014,NUTS,2010,ES30,2,0.378
2015,NUTS,2010,ES30,2,0.3694
2016,NUTS,2010,ES30,2,0.401
2017,NUTS,2010,ES30,2,0.4633
2018,NUTS,2010,ES30,2,0.4777
2019,NUTS,2010,ES30,2,0.4844
2011,NUTS,2010,ES4,1,0.2573
2013,NUTS,2010,ES4,1,0.238
2014,NUTS,2010,ES4,1,0.2363
2015,NUTS,2010,ES4,1,0.2479
2016,NUTS,2010,ES4,1,0.2522
2018,NUTS,2010,ES4,1,0.2637
2019,NUTS,2010,ES4,1,0.2933
2011,NUTS,2010,ES41,2,0.3878
2012,NUTS,2010,ES41,2,0.3639
2013,NUTS,2010,ES41,2,0.3777
2014,NUTS,2010,ES41,2,0.372
2015,NUTS,2010,ES41,2,0.3889
2016,NUTS,2010,ES41,2,0.396
2017,NUTS,2010,ES41,2,0.4142
2018,NUTS,2010,ES41,2,0.4209
2019,NUTS,2010,ES41,2,0.4476
2011,NUTS,2010,ES42,2,0.1148
2012,NUTS,2010,ES42,2,0.1011
2013,NUTS,2010,ES42,2,0.089
2014,NUTS,2010,ES42,2,0.0926
2015,NUTS,2010,ES42,2,0.1095
2017,NUTS,2010,ES42,2,0.1156
2011,NUTS,2010,ES43,2,0.2358
2013,NUTS,2010,ES43,2,0.2143
2014,NUTS,2010,ES43,2,0.2099
2015,NUTS,2010,ES43,2,0.1982
2011,NUTS,2010,ES5,1,0.3671
2012,NUTS,2010,ES5,1,0.3582
2013,NUTS,2010,ES5,1,0.3562
2014,NUTS,2010,ES5,1,0.3576
2015,NUTS,2010,ES5,1,0.3506
2016,NUTS,2010,ES5,1,0.3645
2017,NUTS,2010,ES5,1,0.3753
2018,NUTS,2010,ES5,1,0.3699
2011,NUTS,2010,ES51,2,0.3655
2012,NUTS,2010,ES51,2,0.364
2013,NUTS,2010,ES51,2,0.3637
2014,NUTS,2010,ES51,2,0.3643
2015,NUTS,2010,ES51,2,0.3673
2016,NUTS,2010,ES51,2,0.3855
2017,NUTS,2010,ES51,2,0.3943
2018,NUTS,2010,ES51,2,0.3898
2019,NUTS,2010,ES51,2,0.3859
2011,NUTS,2010,ES52,2,0.4111
2012,NUTS,2010,ES52,2,0.3896
2013,NUTS,2010,ES52,2,0.386
2014,NUTS,2010,ES52,2,0.3864
2015,NUTS,2010,ES52,2,0.37
2016,NUTS,2010,ES52,2,0.3758
2017,NUTS,2010,ES52,2,0.3862
2018,NUTS,2010,ES52,2,0.3739
2019,NUTS,2010,ES52,2,0.3931
2011,NUTS,2010,ES53,2,0.1941
2012,NUTS,2010,ES53,2,0.1946
2013,NUTS,2010,ES53,2,0.1895
2014,NUTS,2010,ES53,2,0.1994
2015,NUTS,2010,ES53,2,0.1722
2016,NUTS,2010,ES53,2,0.1914
2017,NUTS,2010,ES53,2,0.215
2018,NUTS,2010,ES53,2,0.2346
2011,NUTS,2010,ES6,1,0.3304
2012,NUTS,2010,ES6,1,0.3168
2013,NUTS,2010,ES6,1,0.3017
2014,NUTS,2010,ES6,1,0.2913
2015,NUTS,2010,ES6,1,0.2994
2016,NUTS,2010,ES6,1,0.2933
2017,NUTS,2010,ES6,1,0.3114
2018,NUTS,2010,ES6,1,0.316
2019,NUTS,2010,ES6,1,0.3206
2011,NUTS,2010,ES61,2,0.3064
2012,NUTS,2010,ES61,2,0.2953
2013,NUTS,2010,ES61,2,0.278
2014,NUTS,2010,ES61,2,0.2655
2015,NUTS,2010,ES61,2,0.2701
2016,NUTS,2010,ES61,2,0.2644
2017,NUTS,2010,ES61,2,0.2876
2018,NUTS,2010,ES61,2,0.2923
2019,NUTS,2010,ES61,2,0.2965
2011,NUTS,2010,ES62,2,0.4906
2012,NUTS,2010,ES62,2,0.4626
2013,NUTS,2010,ES62,2,0.4592
2014,NUTS,2010,ES62,2,0.4592
2015,NUTS,2010,ES62,2,0.4937
2016,NUTS,2010,ES62,2,0.4807
2018,NUTS,2010,ES62,2,0.468
2019,NUTS,2010,ES62,2,0.4735
2011,NUTS,2010,ES63,2,0.037
2011,NUTS,2010,ES64,2,0.0575
2011,NUTS,2010,ES7,1,0.1742
2012,NUTS,2010,ES7,1,0.1738
2013,NUTS,2010,ES7,1,0.1576
2014,NUTS,2010,ES7,1,0.1574
2015,NUTS,2010,ES7,1,0.139
2016,NUTS,2010,ES7,1,0.1497
2017,NUTS,2010,ES7,1,0.1536
2018,NUTS,2010,ES7,1,0.1538
2011,NUTS,2010,ES70,2,0.1742
2012,NUTS,2010,ES70,2,0.1738
2013,NUTS,2010,ES70,2,0.1576
2014,NUTS,2010,ES70,2,0.1574
2015,NUTS,2010,ES70,2,0.139
2016,NUTS,2010,ES70,2,0.1497
2017,NUTS,2010,ES70,2,0.1536
2018,NUTS,2010,ES70,2,0.1538
2011,NUTS,2010,EU27_2020,7,0.3341
2012,NUTS,2010,EU27_2020,7,0.3381
2013,NUTS,2010,EU27_2020,7,0.3417
2014,NUTS,2010,EU27_2020,7,0.3446
2015,NUTS,2010,EU27_2020,7,0.3499
2016,NUTS,2010,EU27_2020,7,0.3558
2017,NUTS,2010,EU27_2020,7,0.3656
2018,NUTS,2010,EU27_2020,7,0.3746
2019,NUTS,2010,EU27_2020,7,0.3837
2020,NUTS,2010,EU27_2020,7,0.3954
2011,NUTS,2010,FI,0,0.6083
2012,NUTS,2010,FI,0,0.6193
2013,NUTS,2010,FI,0,0.606
2014,NUTS,2010,FI,0,0.6191
2015,NUTS,2010,FI,0,0.6006
2016,NUTS,2010,FI,0,0.5863
2017,NUTS,2010,FI,0,0.6147
2018,NUTS,2010,FI,0,0.6233
2019,NUTS,2010,FI,0,0.6448
2020,NUTS,2010,FI,0,0.6492
2012,NUTS,2010,FI1,1,0.6034
2015,NUTS,2010,FI1,1,0.5802
2016,NUTS,2010,FI1,1,0.5678
2017,NUTS,2010,FI1,1,0.5945
2018,NUTS,2010,FI1,1,0.602
2019,NUTS,2010,FI1,1,0.6217
2011,NUTS,2010,FI19,2,0.5704
2012,NUTS,2010,FI19,2,0.5555
2013,NUTS,2010,FI19,2,0.5416
2015,NUTS,2010,FI19,2,0.5305
2016,NUTS,2010,FI19,2,0.52
2017,NUTS,2010,FI19,2,0.5376
2018,NUTS,2010,FI19,2,0.5305
2019,NUTS,2010,FI19,2,0.5465
2011,NUTS,2010,FI1B,2,0.7004
2012,NUTS,2010,FI1B,2,0.7118
2013,NUTS,2010,FI1B,2,0.6898
2015,NUTS,2010,FI1B,2,0.6989
2016,NUTS,2010,FI1B,2,0.6757
2017,NUTS,2010,FI1B,2,0.6892
2018,NUTS,2010,FI1B,2,0.6931
2019,NUTS,2010,FI1B,2,0.7203
2011,NUTS,2010,FI1C,2,0.4938
2012,NUTS,2010,FI1C,2,0.4895
2013,NUTS,2010,FI1C,2,0.5038
2015,NUTS,2010,FI1C,2,0.4668
2016,NUTS,2010,FI1C,2,0.4522
2017,NUTS,2010,FI1C,2,0.4913
2018,NUTS,2010,FI1C,2,0.5148
2019,NUTS,2010,FI1C,2,0.511
2011,NUTS,2010,FI1D,2,0.5634
2012,NUTS,2010,FI1D,2,0.6091
2013,NUTS,2010,FI1D,2,0.5592
2015,NUTS,2010,FI1D,2,0.566
2016,NUTS,2010,FI1D,2,0.568
2017,NUTS,2010,FI1D,2,0.6112
2018,NUTS,2010,FI1D,2,0.6254
2019,NUTS,2010,FI1D,2,0.657
2015,NUTS,2010,FI2,1,0.0488
2016,NUTS,2010,FI2,1,0.0378
2017,NUTS,2010,FI2,1,0.0617
2018,NUTS,2010,FI2,1,0.0503
2019,NUTS,2010,FI2,1,0.0348
2015,NUTS,2010,FI20,2,0.0488
2016,NUTS,2010,FI20,2,0.0378
2017,NUTS,2010,FI20,2,0.0617
2018,NUTS,2010,FI20,2,0.0503
2019,NUTS,2010,FI20,2,0.0348
2011,NUTS,2010,FR,0,0.3719
2012,NUTS,2010,FR,0,0.3725
2013,NUTS,2010,FR,0,0.3744
2014,NUTS,2010,FR,0,0.3805
2015,NUTS,2010,FR,0,0.4005
2016,NUTS,2010,FR,0,0.4057
2017,NUTS,2010,FR,0,0.4068
2018,NUTS,2010,FR,0,0.4055
2019,NUTS,2010,FR,0,0.4105
2020,NUTS,2010,FR,0,0.4178
2011,NUTS,2010,FR1,1,0.6094
2012,NUTS,2010,FR1,1,0.6077
2013,NUTS,2010,FR1,1,0.5987
2011,NUTS,2010,FR10,2,0.6094
2012,NUTS,2010,FR10,2,0.6077
2013,NUTS,2010,FR10,2,0.5987
2011,NUTS,2010,FR2,1,0.1907
2012,NUTS,2010,FR2,1,0.1939
2013,NUTS,2010,FR2,1,0.1964
2011,NUTS,2010,FR21,2,0.1678
2012,NUTS,2010,FR21,2,0.1752
2013,NUTS,2010,FR21,2,0.1787
2011,NUTS,2010,FR22,2,0.1386
2012,NUTS,2010,FR22,2,0.1489
2013,NUTS,2010,FR22,2,0.1492
2011,NUTS,2010,FR23,2,0.1894
2012,NUTS,2010,FR23,2,0.1963
2013,NUTS,2010,FR23,2,0.2003
2011,NUTS,2010,FR24,2,0.2007
2012,NUTS,2010,FR24,2,0.197
2013,NUTS,2010,FR24,2,0.2052
2011,NUTS,2010,FR25,2,0.2614
2012,NUTS,2010,FR25,2,0.2554
2013,NUTS,2010,FR25,2,0.2618
2011,NUTS,2010,FR26,2,0.1961
2012,NUTS,2010,FR26,2,0.1992
2013,NUTS,2010,FR26,2,0.1886
2011,NUTS,2010,FR3,1,0.2741
2012,NUTS,2010,FR3,1,0.2733
2013,NUTS,2010,FR3,1,0.2742
2011,NUTS,2010,FR30,2,0.2741
2012,NUTS,2010,FR30,2,0.2733
2013,NUTS,2010,FR30,2,0.2742
2011,NUTS,2010,FR4,1,0.3664
2012,NUTS,2010,FR4,1,0.3632
2013,NUTS,2010,FR4,1,0.3681
2011,NUTS,2010,FR41,2,0.3373
2012,NUTS,2010,FR41,2,0.3412
2013,NUTS,2010,FR41,2,0.3483
2011,NUTS,2010,FR42,2,0.4651
2012,NUTS,2010,FR42,2,0.4587
2013,NUTS,2010,FR42,2,0.4516
2011,NUTS,2010,FR43,2,0.2531
2012,NUTS,2010,FR43,2,0.2457
2013,NUTS,2010,FR43,2,0.2628
2011,NUTS,2010,FR5,1,0.2598
2012,NUTS,2010,FR5,1,0.26
2013,NUTS,2010,FR5,1,0.2646
2011,NUTS,2010,FR51,2,0.2248
2012,NUTS,2010,FR51,2,0.2261
2013,NUTS,2010,FR51,2,0.2337
2011,NUTS,2010,FR52,2,0.319
2012,NUTS,2010,FR52,2,0.3204
