year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_pnp_rse_t_pc_emp_hc
2017,NUTS,2010,IT,0,0.0272
2018,NUTS,2010,IT,0,0.0271
2019,NUTS,2010,IT,0,0.0334
2011,NUTS,2010,ITC,1,0.0406
2012,NUTS,2010,ITC,1,0.0413
2013,NUTS,2010,ITC,1,0.0466
2014,NUTS,2010,ITC,1,0.0442
2015,NUTS,2010,ITC,1,0.0455
2016,NUTS,2010,ITC,1,0.0468
2017,NUTS,2010,ITC,1,0.0363
2018,NUTS,2010,ITC,1,0.0375
2019,NUTS,2010,ITC,1,0.0415
2011,NUTS,2010,ITC1,2,0.0371
2012,NUTS,2010,ITC1,2,0.0435
2013,NUTS,2010,ITC1,2,0.0509
2014,NUTS,2010,ITC1,2,0.0472
2015,NUTS,2010,ITC1,2,0.0456
2016,NUTS,2010,ITC1,2,0.0432
2017,NUTS,2010,ITC1,2,0.0394
2018,NUTS,2010,ITC1,2,0.0407
2019,NUTS,2010,ITC1,2,0.0425
2011,NUTS,2010,ITC2,2,0.0321
2012,NUTS,2010,ITC2,2,0.056
2013,NUTS,2010,ITC2,2,0.0658
2014,NUTS,2010,ITC2,2,0.0563
2015,NUTS,2010,ITC2,2,0.0511
2016,NUTS,2010,ITC2,2,0.046
2017,NUTS,2010,ITC2,2,0.0512
2018,NUTS,2010,ITC2,2,0.0582
2019,NUTS,2010,ITC2,2,0.0723
2011,NUTS,2010,ITC3,2,0.0187
2012,NUTS,2010,ITC3,2,0.024
2013,NUTS,2010,ITC3,2,0.0237
2014,NUTS,2010,ITC3,2,0.02
2015,NUTS,2010,ITC3,2,0.0235
2016,NUTS,2010,ITC3,2,0.0235
2017,NUTS,2010,ITC3,2,0.0189
2018,NUTS,2010,ITC3,2,0.0215
2019,NUTS,2010,ITC3,2,0.05
2011,NUTS,2010,ITC4,2,0.0456
2012,NUTS,2010,ITC4,2,0.0428
2013,NUTS,2010,ITC4,2,0.0478
2014,NUTS,2010,ITC4,2,0.0462
2015,NUTS,2010,ITC4,2,0.0485
2016,NUTS,2010,ITC4,2,0.0516
2017,NUTS,2010,ITC4,2,0.0372
2018,NUTS,2010,ITC4,2,0.0381
2019,NUTS,2010,ITC4,2,0.0396
2011,NUTS,2010,ITF,1,0.0095
2012,NUTS,2010,ITF,1,0.0081
2013,NUTS,2010,ITF,1,0.0096
2014,NUTS,2010,ITF,1,0.0118
2017,NUTS,2010,ITF,1,0.0093
2018,NUTS,2010,ITF,1,0.0097
2019,NUTS,2010,ITF,1,0.01
2011,NUTS,2010,ITF1,2,0.002
2012,NUTS,2010,ITF1,2,0.0018
2013,NUTS,2010,ITF1,2,0.0049
2014,NUTS,2010,ITF1,2,0.0019
2015,NUTS,2010,ITF1,2,0.0015
2016,NUTS,2010,ITF1,2,0.0041
2017,NUTS,2010,ITF1,2,0.0051
2018,NUTS,2010,ITF1,2,0.0034
2019,NUTS,2010,ITF1,2,0.0068
2017,NUTS,2010,ITF2,2,0.0029
2018,NUTS,2010,ITF2,2,0.0065
2019,NUTS,2010,ITF2,2,0.0046
2011,NUTS,2010,ITF3,2,0.0114
2012,NUTS,2010,ITF3,2,0.0112
2013,NUTS,2010,ITF3,2,0.0133
2014,NUTS,2010,ITF3,2,0.0178
2015,NUTS,2010,ITF3,2,0.0207
2016,NUTS,2010,ITF3,2,0.0156
2017,NUTS,2010,ITF3,2,0.0117
2018,NUTS,2010,ITF3,2,0.0111
2019,NUTS,2010,ITF3,2,0.0107
2011,NUTS,2010,ITF4,2,0.0138
2012,NUTS,2010,ITF4,2,0.011
2013,NUTS,2010,ITF4,2,0.0117
2014,NUTS,2010,ITF4,2,0.0156
2015,NUTS,2010,ITF4,2,0.0152
2016,NUTS,2010,ITF4,2,0.017
2017,NUTS,2010,ITF4,2,0.0126
2018,NUTS,2010,ITF4,2,0.0151
2019,NUTS,2010,ITF4,2,0.0154
2012,NUTS,2010,ITF5,2,0.0033
2013,NUTS,2010,ITF5,2,0.0045
2015,NUTS,2010,ITF5,2,0.0042
2017,NUTS,2010,ITF5,2,0.0027
2018,NUTS,2010,ITF5,2,0.0032
2019,NUTS,2010,ITF5,2,0.0037
2011,NUTS,2010,ITF6,2,0.0059
2015,NUTS,2010,ITF6,2,0.0037
2016,NUTS,2010,ITF6,2,0.009
2017,NUTS,2010,ITF6,2,0.0017
2018,NUTS,2010,ITF6,2,0.0018
2019,NUTS,2010,ITF6,2,0.0018
2011,NUTS,2010,ITG,1,0.0103
2012,NUTS,2010,ITG,1,0.0137
2013,NUTS,2010,ITG,1,0.0125
2014,NUTS,2010,ITG,1,0.0125
2015,NUTS,2010,ITG,1,0.0121
2016,NUTS,2010,ITG,1,0.0108
2017,NUTS,2010,ITG,1,0.0105
2018,NUTS,2010,ITG,1,0.0086
2019,NUTS,2010,ITG,1,0.0102
2011,NUTS,2010,ITG1,2,0.0136
2012,NUTS,2010,ITG1,2,0.0187
2013,NUTS,2010,ITG1,2,0.0166
2014,NUTS,2010,ITG1,2,0.0167
2015,NUTS,2010,ITG1,2,0.0151
2016,NUTS,2010,ITG1,2,0.0135
2017,NUTS,2010,ITG1,2,0.0133
2018,NUTS,2010,ITG1,2,0.0107
2019,NUTS,2010,ITG1,2,0.0125
2011,NUTS,2010,ITG2,2,0.002
2012,NUTS,2010,ITG2,2,0.0019
2013,NUTS,2010,ITG2,2,0.0024
2014,NUTS,2010,ITG2,2,0.0022
2015,NUTS,2010,ITG2,2,0.0051
2016,NUTS,2010,ITG2,2,0.0043
2017,NUTS,2010,ITG2,2,0.0036
2018,NUTS,2010,ITG2,2,0.0036
2019,NUTS,2010,ITG2,2,0.0047
2011,NUTS,2010,ITH,1,0.0114
2012,NUTS,2010,ITH,1,0.0123
2013,NUTS,2010,ITH,1,0.0135
2014,NUTS,2010,ITH,1,0.0212
2015,NUTS,2010,ITH,1,0.0221
2016,NUTS,2010,ITH,1,0.0206
2017,NUTS,2010,ITH,1,0.0196
2018,NUTS,2010,ITH,1,0.0189
2019,NUTS,2010,ITH,1,0.0244
2011,NUTS,2010,ITH1,2,0.0021
2012,NUTS,2010,ITH1,2,0.0029
2013,NUTS,2010,ITH1,2,0.0029
2014,NUTS,2010,ITH1,2,0.1519
2015,NUTS,2010,ITH1,2,0.1529
2016,NUTS,2010,ITH1,2,0.1244
2017,NUTS,2010,ITH1,2,0.162
2018,NUTS,2010,ITH1,2,0.1331
2019,NUTS,2010,ITH1,2,0.1422
2011,NUTS,2010,ITH2,2,0.0601
2012,NUTS,2010,ITH2,2,0.0677
2013,NUTS,2010,ITH2,2,0.0681
2014,NUTS,2010,ITH2,2,0.0517
2015,NUTS,2010,ITH2,2,0.0542
2016,NUTS,2010,ITH2,2,0.0458
2017,NUTS,2010,ITH2,2,0.022
2018,NUTS,2010,ITH2,2,0.0188
2019,NUTS,2010,ITH2,2,0.015
2011,NUTS,2010,ITH3,2,0.0115
2012,NUTS,2010,ITH3,2,0.0091
2013,NUTS,2010,ITH3,2,0.0107
2014,NUTS,2010,ITH3,2,0.0118
2015,NUTS,2010,ITH3,2,0.0135
2016,NUTS,2010,ITH3,2,0.0128
2017,NUTS,2010,ITH3,2,0.011
2018,NUTS,2010,ITH3,2,0.0123
2019,NUTS,2010,ITH3,2,0.0276
2011,NUTS,2010,ITH4,2,0.0248
2012,NUTS,2010,ITH4,2,0.0287
2013,NUTS,2010,ITH4,2,0.0281
2014,NUTS,2010,ITH4,2,0.0315
2015,NUTS,2010,ITH4,2,0.0301
2016,NUTS,2010,ITH4,2,0.0255
2017,NUTS,2010,ITH4,2,0.0222
2018,NUTS,2010,ITH4,2,0.0237
2019,NUTS,2010,ITH4,2,0.0223
2011,NUTS,2010,ITH5,2,0.0033
2012,NUTS,2010,ITH5,2,0.0061
2013,NUTS,2010,ITH5,2,0.0074
2014,NUTS,2010,ITH5,2,0.0083
2015,NUTS,2010,ITH5,2,0.0088
2016,NUTS,2010,ITH5,2,0.0114
2017,NUTS,2010,ITH5,2,0.0098
2018,NUTS,2010,ITH5,2,0.0101
2019,NUTS,2010,ITH5,2,0.0077
2011,NUTS,2010,ITI,1,0.0302
2012,NUTS,2010,ITI,1,0.0305
2013,NUTS,2010,ITI,1,0.0312
2014,NUTS,2010,ITI,1,0.0338
2017,NUTS,2010,ITI,1,0.0395
2018,NUTS,2010,ITI,1,0.0385
2019,NUTS,2010,ITI,1,0.0541
2011,NUTS,2010,ITI1,2,0.0132
2012,NUTS,2010,ITI1,2,0.0175
2013,NUTS,2010,ITI1,2,0.0169
2014,NUTS,2010,ITI1,2,0.0227
2015,NUTS,2010,ITI1,2,0.0272
2016,NUTS,2010,ITI1,2,0.0266
2017,NUTS,2010,ITI1,2,0.0217
2018,NUTS,2010,ITI1,2,0.0204
2019,NUTS,2010,ITI1,2,0.0212
2011,NUTS,2010,ITI2,2,0.002
2012,NUTS,2010,ITI2,2,0.0006
2013,NUTS,2010,ITI2,2,0.002
2014,NUTS,2010,ITI2,2,0.0017
2017,NUTS,2010,ITI2,2,0.002
2018,NUTS,2010,ITI2,2,0.0028
2019,NUTS,2010,ITI2,2,0.0022
2011,NUTS,2010,ITI3,2,0.0009
2012,NUTS,2010,ITI3,2,0.0009
2013,NUTS,2010,ITI3,2,0.0008
2014,NUTS,2010,ITI3,2,0.0011
2015,NUTS,2010,ITI3,2,0.0005
2016,NUTS,2010,ITI3,2,0.0018
2017,NUTS,2010,ITI3,2,0.006
2018,NUTS,2010,ITI3,2,0.0055
2019,NUTS,2010,ITI3,2,0.0053
2011,NUTS,2010,ITI4,2,0.0552
2012,NUTS,2010,ITI4,2,0.0527
2013,NUTS,2010,ITI4,2,0.0541
2014,NUTS,2010,ITI4,2,0.055
2015,NUTS,2010,ITI4,2,0.0582
2016,NUTS,2010,ITI4,2,0.0515
2017,NUTS,2010,ITI4,2,0.0656
2018,NUTS,2010,ITI4,2,0.0647
2019,NUTS,2010,ITI4,2,0.0971
2011,NUTS,2010,KR,0,0.021
2012,NUTS,2010,KR,0,0.0162
2013,NUTS,2010,KR,0,0.0199
2011,NUTS,2010,ME,0,0.0047
2013,NUTS,2010,ME,0,0.0115
2014,NUTS,2010,ME,0,0.0117
2015,NUTS,2010,ME,0,0.0341
2016,NUTS,2010,ME,0,0.026
2017,NUTS,2010,ME,0,0.0143
2018,NUTS,2010,ME,0,0.0143
2019,NUTS,2010,ME,0,0.0152
2015,NUTS,2010,MK,0,0.0022
2016,NUTS,2010,MK,0,0.0088
2017,NUTS,2010,MK,0,0.009
2018,NUTS,2010,MK,0,0.0067
2019,NUTS,2010,MK,0,0.0048
2013,NUTS,2010,NL,0,0.0
2014,NUTS,2010,NL,0,0.0
2015,NUTS,2010,NL,0,0.0
2016,NUTS,2010,NL,0,0.0
2017,NUTS,2010,NL,0,0.0
2018,NUTS,2010,NL,0,0.0
2019,NUTS,2010,NL,0,0.0
2011,NUTS,2010,PL,0,0.0006
2012,NUTS,2010,PL,0,0.0013
2013,NUTS,2010,PL,0,0.0011
2014,NUTS,2010,PL,0,0.0011
2015,NUTS,2010,PL,0,0.0011
2016,NUTS,2010,PL,0,0.0046
2017,NUTS,2010,PL,0,0.0109
2018,NUTS,2010,PL,0,0.0116
2019,NUTS,2010,PL,0,0.0119
2011,NUTS,2010,PL1,1,0.0022
2012,NUTS,2010,PL1,1,0.0036
2013,NUTS,2010,PL1,1,0.0025
2014,NUTS,2010,PL1,1,0.0017
2015,NUTS,2010,PL1,1,0.002
2011,NUTS,2010,PL2,1,0.0006
2013,NUTS,2010,PL2,1,0.0019
2014,NUTS,2010,PL2,1,0.0014
2015,NUTS,2010,PL2,1,0.0006
2016,NUTS,2010,PL2,1,0.0053
2017,NUTS,2010,PL2,1,0.0084
2018,NUTS,2010,PL2,1,0.0094
2019,NUTS,2010,PL2,1,0.0094
2015,NUTS,2010,PL21,2,0.0015
2017,NUTS,2010,PL21,2,0.0119
2018,NUTS,2010,PL21,2,0.0108
2019,NUTS,2010,PL21,2,0.0159
2012,NUTS,2010,PL22,2,0.0002
2015,NUTS,2010,PL22,2,0.0
2017,NUTS,2010,PL22,2,0.0058
2018,NUTS,2010,PL22,2,0.0083
2019,NUTS,2010,PL22,2,0.0043
2011,NUTS,2010,PL31,2,0.0
2013,NUTS,2010,PL31,2,0.0
2014,NUTS,2010,PL31,2,0.0
2015,NUTS,2010,PL31,2,0.0
2015,NUTS,2010,PL33,2,0.0
2013,NUTS,2010,PL34,2,0.0
2013,NUTS,2010,PL4,1,0.0003
2014,NUTS,2010,PL4,1,0.002
2015,NUTS,2010,PL4,1,0.002
2016,NUTS,2010,PL4,1,0.0021
2017,NUTS,2010,PL4,1,0.0053
2018,NUTS,2010,PL4,1,0.0022
2019,NUTS,2010,PL4,1,0.0021
2011,NUTS,2010,PL41,2,0.0
2017,NUTS,2010,PL41,2,0.0069
2018,NUTS,2010,PL41,2,0.0027
2019,NUTS,2010,PL41,2,0.0032
2015,NUTS,2010,PL43,2,0.0
2011,NUTS,2010,PL5,1,0.0009
2012,NUTS,2010,PL5,1,0.0006
2013,NUTS,2010,PL5,1,0.0007
2014,NUTS,2010,PL5,1,0.0005
2016,NUTS,2010,PL5,1,0.0023
2017,NUTS,2010,PL5,1,0.0026
2018,NUTS,2010,PL5,1,0.0066
2019,NUTS,2010,PL5,1,0.0111
2011,NUTS,2010,PL51,2,0.0012
2012,NUTS,2010,PL51,2,0.0007
2011,NUTS,2010,PL6,1,0.0
2015,NUTS,2010,PL6,1,0.0
2016,NUTS,2010,PL6,1,0.0012
2017,NUTS,2010,PL6,1,0.0108
2018,NUTS,2010,PL6,1,0.0064
2019,NUTS,2010,PL6,1,0.0077
2011,NUTS,2010,PL61,2,0.0
2013,NUTS,2010,PL61,2,0.0
2015,NUTS,2010,PL61,2,0.0
2015,NUTS,2010,PL62,2,0.0
2011,NUTS,2010,PL63,2,0.0
2013,NUTS,2010,PL63,2,0.0
2014,NUTS,2010,PL63,2,0.0
2015,NUTS,2010,PL63,2,0.0
2017,NUTS,2010,PL63,2,0.0071
2019,NUTS,2010,PL63,2,0.0071
2016,NUTS,2010,PL7,1,0.0017
2017,NUTS,2010,PL7,1,0.0036
2018,NUTS,2010,PL7,1,0.0205
2019,NUTS,2010,PL7,1,0.0244
2016,NUTS,2010,PL71,2,0.0024
2016,NUTS,2010,PL8,1,0.0022
2017,NUTS,2010,PL8,1,0.0032
2018,NUTS,2010,PL8,1,0.0075
2019,NUTS,2010,PL8,1,0.0044
2016,NUTS,2010,PL81,2,0.0005
2018,NUTS,2010,PL81,2,0.0119
2019,NUTS,2010,PL81,2,0.0032
2016,NUTS,2010,PL82,2,0.0028
2019,NUTS,2010,PL82,2,0.0047
2016,NUTS,2010,PL84,2,0.0042
2019,NUTS,2010,PL84,2,0.006
2016,NUTS,2010,PL9,1,0.0141
2017,NUTS,2010,PL9,1,0.0351
2018,NUTS,2010,PL9,1,0.0284
2019,NUTS,2010,PL9,1,0.0265
2019,NUTS,2010,PL91,2,0.0443
2019,NUTS,2010,PL92,2,0.0
2011,NUTS,2010,PT,0,0.1874
2012,NUTS,2010,PT,0,0.1821
2013,NUTS,2010,PT,0,0.0184
2014,NUTS,2010,PT,0,0.0158
2015,NUTS,2010,PT,0,0.0133
2016,NUTS,2010,PT,0,0.0136
2017,NUTS,2010,PT,0,0.0138
2018,NUTS,2010,PT,0,0.0149
2019,NUTS,2010,PT,0,0.0155
2020,NUTS,2010,PT,0,0.0238
2011,NUTS,2010,PT1,1,0.1755
2012,NUTS,2010,PT1,1,0.1703
2013,NUTS,2010,PT1,1,0.0174
2014,NUTS,2010,PT1,1,0.0151
2015,NUTS,2010,PT1,1,0.0128
2016,NUTS,2010,PT1,1,0.0132
2017,NUTS,2010,PT1,1,0.0134
2018,NUTS,2010,PT1,1,0.0144
2019,NUTS,2010,PT1,1,0.0152
2020,NUTS,2010,PT1,1,0.0233
2011,NUTS,2010,PT11,2,0.1568
2012,NUTS,2010,PT11,2,0.1617
2013,NUTS,2010,PT11,2,0.0045
2014,NUTS,2010,PT11,2,0.0048
2015,NUTS,2010,PT11,2,0.0047
2016,NUTS,2010,PT11,2,0.0045
2017,NUTS,2010,PT11,2,0.0048
2018,NUTS,2010,PT11,2,0.0051
2019,NUTS,2010,PT11,2,0.0066
2020,NUTS,2010,PT11,2,0.0159
2011,NUTS,2010,PT15,2,0.005
2012,NUTS,2010,PT15,2,0.0042
2013,NUTS,2010,PT15,2,0.0
2014,NUTS,2010,PT15,2,0.0
2015,NUTS,2010,PT15,2,0.0
2016,NUTS,2010,PT15,2,0.0005
2017,NUTS,2010,PT15,2,0.0
2018,NUTS,2010,PT15,2,0.0
2019,NUTS,2010,PT15,2,0.0
2020,NUTS,2010,PT15,2,0.008
2011,NUTS,2010,PT16,2,0.1165
2012,NUTS,2010,PT16,2,0.1152
2013,NUTS,2010,PT16,2,0.0022
2014,NUTS,2010,PT16,2,0.0018
2015,NUTS,2010,PT16,2,0.0019
2016,NUTS,2010,PT16,2,0.0019
2017,NUTS,2010,PT16,2,0.0027
2018,NUTS,2010,PT16,2,0.0035
2019,NUTS,2010,PT16,2,0.0048
2020,NUTS,2010,PT16,2,0.0143
2011,NUTS,2010,PT17,2,0.3285
2012,NUTS,2010,PT17,2,0.3048
2013,NUTS,2010,PT17,2,0.0568
2014,NUTS,2010,PT17,2,0.047
2015,NUTS,2010,PT17,2,0.0382
2016,NUTS,2010,PT17,2,0.0393
2017,NUTS,2010,PT17,2,0.039
2018,NUTS,2010,PT17,2,0.0414
2019,NUTS,2010,PT17,2,0.0409
2020,NUTS,2010,PT17,2,0.0465
2011,NUTS,2010,PT18,2,0.0
2012,NUTS,2010,PT18,2,0.0007
2013,NUTS,2010,PT18,2,0.0
2014,NUTS,2010,PT18,2,0.0
2015,NUTS,2010,PT18,2,0.0
2016,NUTS,2010,PT18,2,0.0003
2017,NUTS,2010,PT18,2,0.0003
2018,NUTS,2010,PT18,2,0.0006
2019,NUTS,2010,PT18,2,0.0006
2020,NUTS,2010,PT18,2,0.0087
2011,NUTS,2010,PT2,1,0.0733
2012,NUTS,2010,PT2,1,0.0688
2013,NUTS,2010,PT2,1,0.0
2014,NUTS,2010,PT2,1,0.0
2015,NUTS,2010,PT2,1,0.0
2016,NUTS,2010,PT2,1,0.0
2017,NUTS,2010,PT2,1,0.0009
2018,NUTS,2010,PT2,1,0.0018
2019,NUTS,2010,PT2,1,0.0018
2020,NUTS,2010,PT2,1,0.0097
2011,NUTS,2010,PT20,2,0.0733
2012,NUTS,2010,PT20,2,0.0688
2013,NUTS,2010,PT20,2,0.0
2014,NUTS,2010,PT20,2,0.0
2015,NUTS,2010,PT20,2,0.0
2016,NUTS,2010,PT20,2,0.0
2017,NUTS,2010,PT20,2,0.0009
2018,NUTS,2010,PT20,2,0.0018
2019,NUTS,2010,PT20,2,0.0018
2020,NUTS,2010,PT20,2,0.0097
2011,NUTS,2010,PT3,1,0.0696
2012,NUTS,2010,PT3,1,0.035
2013,NUTS,2010,PT3,1,0.0055
2014,NUTS,2010,PT3,1,0.0081
2015,NUTS,2010,PT3,1,0.0071
2016,NUTS,2010,PT3,1,0.007
2017,NUTS,2010,PT3,1,0.0076
2018,NUTS,2010,PT3,1,0.0073
2019,NUTS,2010,PT3,1,0.0
2020,NUTS,2010,PT3,1,0.0008
2011,NUTS,2010,PT30,2,0.0696
2012,NUTS,2010,PT30,2,0.035
2013,NUTS,2010,PT30,2,0.0055
2014,NUTS,2010,PT30,2,0.0081
2015,NUTS,2010,PT30,2,0.0071
2016,NUTS,2010,PT30,2,0.007
2017,NUTS,2010,PT30,2,0.0076
2018,NUTS,2010,PT30,2,0.0073
2019,NUTS,2010,PT30,2,0.0
2020,NUTS,2010,PT30,2,0.0008
2011,NUTS,2010,RO,0,0.0023
2012,NUTS,2010,RO,0,0.0021
2013,NUTS,2010,RO,0,0.0017
2014,NUTS,2010,RO,0,0.002
2015,NUTS,2010,RO,0,0.0033
2016,NUTS,2010,RO,0,0.0037
2017,NUTS,2010,RO,0,0.0018
2018,NUTS,2010,RO,0,0.0023
2019,NUTS,2010,RO,0,0.0029
2011,NUTS,2010,RO1,1,0.0008
2012,NUTS,2010,RO1,1,0.0008
2013,NUTS,2010,RO1,1,0.0008
2014,NUTS,2010,RO1,1,0.001
2015,NUTS,2010,RO1,1,0.0011
2016,NUTS,2010,RO1,1,0.0006
2017,NUTS,2010,RO1,1,0.0012
2018,NUTS,2010,RO1,1,0.0016
2019,NUTS,2010,RO1,1,0.0011
2011,NUTS,2010,RO11,2,0.0014
2012,NUTS,2010,RO11,2,0.0014
2013,NUTS,2010,RO11,2,0.0014
2014,NUTS,2010,RO11,2,0.0015
2015,NUTS,2010,RO11,2,0.0011
2016,NUTS,2010,RO11,2,0.0011
2017,NUTS,2010,RO11,2,0.0021
2018,NUTS,2010,RO11,2,0.0029
2019,NUTS,2010,RO11,2,0.002
2014,NUTS,2010,RO12,2,0.0002
2015,NUTS,2010,RO12,2,0.0011
2016,NUTS,2010,RO12,2,0.0
2017,NUTS,2010,RO12,2,0.0
2018,NUTS,2010,RO12,2,0.0
2019,NUTS,2010,RO12,2,0.0
2011,NUTS,2010,RO2,1,0.0046
2012,NUTS,2010,RO2,1,0.0002
2014,NUTS,2010,RO2,1,0.0001
2015,NUTS,2010,RO2,1,0.0002
2016,NUTS,2010,RO2,1,0.0002
2017,NUTS,2010,RO2,1,0.0005
2018,NUTS,2010,RO2,1,0.0021
2019,NUTS,2010,RO2,1,0.0047
2011,NUTS,2010,RO21,2,0.0075
2012,NUTS,2010,RO21,2,0.0003
2015,NUTS,2010,RO21,2,0.0
2016,NUTS,2010,RO21,2,0.0
2017,NUTS,2010,RO21,2,0.0001
2018,NUTS,2010,RO21,2,0.0031
2019,NUTS,2010,RO21,2,0.0071
2011,NUTS,2010,RO22,2,0.0001
2012,NUTS,2010,RO22,2,0.0001
2014,NUTS,2010,RO22,2,0.0003
2015,NUTS,2010,RO22,2,0.0005
2016,NUTS,2010,RO22,2,0.0005
2017,NUTS,2010,RO22,2,0.0013
2018,NUTS,2010,RO22,2,0.0004
2019,NUTS,2010,RO22,2,0.0005
2011,NUTS,2010,RO3,1,0.0012
2012,NUTS,2010,RO3,1,0.0055
2013,NUTS,2010,RO3,1,0.0037
2014,NUTS,2010,RO3,1,0.0043
2015,NUTS,2010,RO3,1,0.0087
2016,NUTS,2010,RO3,1,0.0107
2017,NUTS,2010,RO3,1,0.004
2018,NUTS,2010,RO3,1,0.0036
2019,NUTS,2010,RO3,1,0.0034
2015,NUTS,2010,RO31,2,0.0
2016,NUTS,2010,RO31,2,0.0
2017,NUTS,2010,RO31,2,0.0
2018,NUTS,2010,RO31,2,0.0002
2019,NUTS,2010,RO31,2,0.0002
2011,NUTS,2010,RO32,2,0.0025
2012,NUTS,2010,RO32,2,0.0122
2013,NUTS,2010,RO32,2,0.0085
2014,NUTS,2010,RO32,2,0.0097
2015,NUTS,2010,RO32,2,0.019
2016,NUTS,2010,RO32,2,0.0229
2017,NUTS,2010,RO32,2,0.0087
2018,NUTS,2010,RO32,2,0.0076
2019,NUTS,2010,RO32,2,0.0069
2011,NUTS,2010,RO4,1,0.0004
2012,NUTS,2010,RO4,1,0.0002
2013,NUTS,2010,RO4,1,0.0009
2014,NUTS,2010,RO4,1,0.0011
2015,NUTS,2010,RO4,1,0.0005
2016,NUTS,2010,RO4,1,0.0002
2017,NUTS,2010,RO4,1,0.0
2018,NUTS,2010,RO4,1,0.0
2019,NUTS,2010,RO4,1,0.0
2011,NUTS,2010,RO41,2,0.0004
2013,NUTS,2010,RO41,2,0.0013
2014,NUTS,2010,RO41,2,0.0013
2015,NUTS,2010,RO41,2,0.0001
2016,NUTS,2010,RO41,2,0.0
2017,NUTS,2010,RO41,2,0.0
2018,NUTS,2010,RO41,2,0.0
2019,NUTS,2010,RO41,2,0.0
2011,NUTS,2010,RO42,2,0.0003
2012,NUTS,2010,RO42,2,0.0004
2013,NUTS,2010,RO42,2,0.0004
2014,NUTS,2010,RO42,2,0.0009
2015,NUTS,2010,RO42,2,0.0008
2016,NUTS,2010,RO42,2,0.0004
2017,NUTS,2010,RO42,2,0.0
2018,NUTS,2010,RO42,2,0.0
2019,NUTS,2010,RO42,2,0.0
2011,NUTS,2010,RS,0,0.0004
2012,NUTS,2010,RS,0,0.0002
2013,NUTS,2010,RS,0,0.0003
2014,NUTS,2010,RS,0,0.0003
2015,NUTS,2010,RS,0,0.0003
2016,NUTS,2010,RS,0,0.0003
2017,NUTS,2010,RS,0,0.0001
2018,NUTS,2010,RS,0,0.0001
2019,NUTS,2010,RS,0,0.0001
2020,NUTS,2010,RS,0,0.0001
2018,NUTS,2010,RS1,1,0.0001
2019,NUTS,2010,RS1,1,0.0002
2020,NUTS,2010,RS1,1,0.0002
2018,NUTS,2010,RS11,2,0.0003
2019,NUTS,2010,RS11,2,0.0004
2020,NUTS,2010,RS11,2,0.0004
2018,NUTS,2010,RS12,2,0.0
2019,NUTS,2010,RS12,2,0.0
2020,NUTS,2010,RS12,2,0.0
2018,NUTS,2010,RS2,1,0.0
2019,NUTS,2010,RS2,1,0.0
2020,NUTS,2010,RS2,1,0.0
2018,NUTS,2010,RS21,2,0.0
2019,NUTS,2010,RS21,2,0.0
2020,NUTS,2010,RS21,2,0.0
2018,NUTS,2010,RS22,2,0.0
2019,NUTS,2010,RS22,2,0.0
2020,NUTS,2010,RS22,2,0.0
2011,NUTS,2010,RU,0,0.0011
2012,NUTS,2010,RU,0,0.0011
2011,NUTS,2010,SE,0,0.0062
2013,NUTS,2010,SE,0,0.0097
2015,NUTS,2010,SE,0,0.0054
2011,NUTS,2010,SI,0,0.0018
2012,NUTS,2010,SI,0,0.002
2013,NUTS,2010,SI,0,0.0019
2014,NUTS,2010,SI,0,0.0015
2015,NUTS,2010,SI,0,0.0012
2016,NUTS,2010,SI,0,0.0013
2017,NUTS,2010,SI,0,0.0069
2018,NUTS,2010,SI,0,0.0089
2019,NUTS,2010,SI,0,0.0174
2011,NUTS,2010,SI0,1,0.0017
2012,NUTS,2010,SI0,1,0.0019
2013,NUTS,2010,SI0,1,0.0019
2014,NUTS,2010,SI0,1,0.0014
2015,NUTS,2010,SI0,1,0.0012
2016,NUTS,2010,SI0,1,0.0013
2017,NUTS,2010,SI0,1,0.0068
2018,NUTS,2010,SI0,1,0.0087
2019,NUTS,2010,SI0,1,0.017
2013,NUTS,2010,SI03,2,0.0013
2014,NUTS,2010,SI03,2,0.001
2015,NUTS,2010,SI03,2,0.0008
2016,NUTS,2010,SI03,2,0.0008
2018,NUTS,2010,SI03,2,0.001
2013,NUTS,2010,SI04,2,0.0023
2014,NUTS,2010,SI04,2,0.0018
2015,NUTS,2010,SI04,2,0.0018
2016,NUTS,2010,SI04,2,0.0021
2018,NUTS,2010,SI04,2,0.0168
2011,NUTS,2010,SK,0,0.0051
2012,NUTS,2010,SK,0,0.004
2013,NUTS,2010,SK,0,0.0025
2014,NUTS,2010,SK,0,0.0023
2015,NUTS,2010,SK,0,0.003
2016,NUTS,2010,SK,0,0.0072
2017,NUTS,2010,SK,0,0.0068
2018,NUTS,2010,SK,0,0.0058
2019,NUTS,2010,SK,0,0.0011
2020,NUTS,2010,SK,0,0.0011
2011,NUTS,2010,SK01,2,0.0169
2012,NUTS,2010,SK01,2,0.0044
2013,NUTS,2010,SK01,2,0.0048
2014,NUTS,2010,SK01,2,0.0041
2015,NUTS,2010,SK01,2,0.0113
2016,NUTS,2010,SK01,2,0.0168
2017,NUTS,2010,SK01,2,0.0252
2018,NUTS,2010,SK01,2,0.018
2019,NUTS,2010,SK01,2,0.0046
2020,NUTS,2010,SK01,2,0.0041
