year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_mio_eur_total
2014,NUTS,2010,ES4,1,835.868
2015,NUTS,2010,ES4,1,856.0
2016,NUTS,2010,ES4,1,929.0
2017,NUTS,2010,ES4,1,1026.0
2018,NUTS,2010,ES4,1,1104.0
2019,NUTS,2010,ES4,1,1193.0
1987,NUTS,2010,ES41,2,46.536
1988,NUTS,2010,ES41,2,83.93
1989,NUTS,2010,ES41,2,94.769
1990,NUTS,2010,ES41,2,122.332
1991,NUTS,2010,ES41,2,134.426
1992,NUTS,2010,ES41,2,156.711
1993,NUTS,2010,ES41,2,185.206
1994,NUTS,2010,ES41,2,162.842
1995,NUTS,2010,ES41,2,137.015
1996,NUTS,2010,ES41,2,149.177
1997,NUTS,2010,ES41,2,150.672
1998,NUTS,2010,ES41,2,157.882
1999,NUTS,2010,ES41,2,202.0
2000,NUTS,2010,ES41,2,222.85
2001,NUTS,2010,ES41,2,295.934
2002,NUTS,2010,ES41,2,317.6
2003,NUTS,2010,ES41,2,367.0
2004,NUTS,2010,ES41,2,423.0
2005,NUTS,2010,ES41,2,436.552
2006,NUTS,2010,ES41,2,511.334
2007,NUTS,2010,ES41,2,620.717
2008,NUTS,2010,ES41,2,739.943
2009,NUTS,2010,ES41,2,629.49
2010,NUTS,2010,ES41,2,608.202
2011,NUTS,2010,ES41,2,574.357
2012,NUTS,2010,ES41,2,617.467
2013,NUTS,2010,ES41,2,531.0
2014,NUTS,2010,ES41,2,526.82
2015,NUTS,2010,ES41,2,536.0
2016,NUTS,2010,ES41,2,607.0
2017,NUTS,2010,ES41,2,683.0
2018,NUTS,2010,ES41,2,763.0
2019,NUTS,2010,ES41,2,801.0
1987,NUTS,2010,ES42,2,9.492
1988,NUTS,2010,ES42,2,15.562
1989,NUTS,2010,ES42,2,16.599
1990,NUTS,2010,ES42,2,20.018
1991,NUTS,2010,ES42,2,26.616
1992,NUTS,2010,ES42,2,31.576
1993,NUTS,2010,ES42,2,30.537
1994,NUTS,2010,ES42,2,29.473
1995,NUTS,2010,ES42,2,67.987
1996,NUTS,2010,ES42,2,69.134
1997,NUTS,2010,ES42,2,90.542
1998,NUTS,2010,ES42,2,89.481
1999,NUTS,2010,ES42,2,65.1
2000,NUTS,2010,ES42,2,118.579
2001,NUTS,2010,ES42,2,72.215
2002,NUTS,2010,ES42,2,105.3
2003,NUTS,2010,ES42,2,111.0
2004,NUTS,2010,ES42,2,116.6
2005,NUTS,2010,ES42,2,126.589
2006,NUTS,2010,ES42,2,155.704
2007,NUTS,2010,ES42,2,213.959
2008,NUTS,2010,ES42,2,265.741
2009,NUTS,2010,ES42,2,237.911
2010,NUTS,2010,ES42,2,255.179
2011,NUTS,2010,ES42,2,259.383
2012,NUTS,2010,ES42,2,230.547
2013,NUTS,2010,ES42,2,201.451
2014,NUTS,2010,ES42,2,193.038
2015,NUTS,2010,ES42,2,203.0
2016,NUTS,2010,ES42,2,216.0
2017,NUTS,2010,ES42,2,229.0
2018,NUTS,2010,ES42,2,219.0
2019,NUTS,2010,ES42,2,253.0
1987,NUTS,2010,ES43,2,11.458
1988,NUTS,2010,ES43,2,15.647
1989,NUTS,2010,ES43,2,14.545
1990,NUTS,2010,ES43,2,20.288
1991,NUTS,2010,ES43,2,21.591
1992,NUTS,2010,ES43,2,28.939
1993,NUTS,2010,ES43,2,24.88
1994,NUTS,2010,ES43,2,29.515
1995,NUTS,2010,ES43,2,21.825
1996,NUTS,2010,ES43,2,28.972
1997,NUTS,2010,ES43,2,33.24
1998,NUTS,2010,ES43,2,38.356
1999,NUTS,2010,ES43,2,38.68
2000,NUTS,2010,ES43,2,56.531
2001,NUTS,2010,ES43,2,66.279
2002,NUTS,2010,ES43,2,71.4
2003,NUTS,2010,ES43,2,80.0
2004,NUTS,2010,ES43,2,56.9
2005,NUTS,2010,ES43,2,103.25
2006,NUTS,2010,ES43,2,117.288
2007,NUTS,2010,ES43,2,128.964
2008,NUTS,2010,ES43,2,156.401
2009,NUTS,2010,ES43,2,154.708
2010,NUTS,2010,ES43,2,151.779
2011,NUTS,2010,ES43,2,143.837
2012,NUTS,2010,ES43,2,128.431
2013,NUTS,2010,ES43,2,129.629
2014,NUTS,2010,ES43,2,116.009
2015,NUTS,2010,ES43,2,117.0
2016,NUTS,2010,ES43,2,106.0
2017,NUTS,2010,ES43,2,114.0
2018,NUTS,2010,ES43,2,122.0
2019,NUTS,2010,ES43,2,139.0
1987,NUTS,2010,ES5,1,371.746
1988,NUTS,2010,ES5,1,500.411
1989,NUTS,2010,ES5,1,593.366
1990,NUTS,2010,ES5,1,761.725
1991,NUTS,2010,ES5,1,909.662
1992,NUTS,2010,ES5,1,1060.352
1993,NUTS,2010,ES5,1,955.551
1994,NUTS,2010,ES5,1,920.836
1995,NUTS,2010,ES5,1,992.967
1996,NUTS,2010,ES5,1,1118.487
1997,NUTS,2010,ES5,1,1171.354
1998,NUTS,2010,ES5,1,1416.998
1999,NUTS,2010,ES5,1,1494.84
2000,NUTS,2010,ES5,1,1727.493
2001,NUTS,2010,ES5,1,1818.866
2002,NUTS,2010,ES5,1,2221.2
2003,NUTS,2010,ES5,1,2553.0
2004,NUTS,2010,ES5,1,2893.5
2005,NUTS,2010,ES5,1,3231.522
2006,NUTS,2010,ES5,1,3598.197
2007,NUTS,2010,ES5,1,3973.109
2008,NUTS,2010,ES5,1,4497.268
2009,NUTS,2010,ES5,1,4504.649
2010,NUTS,2010,ES5,1,4418.589
2011,NUTS,2010,ES5,1,4243.893
2012,NUTS,2010,ES5,1,4088.973
2013,NUTS,2010,ES5,1,4045.992
2014,NUTS,2010,ES5,1,4034.419
2015,NUTS,2010,ES5,1,4209.0
2016,NUTS,2010,ES5,1,4236.0
2017,NUTS,2010,ES5,1,4471.0
2018,NUTS,2010,ES5,1,4816.0
2019,NUTS,2010,ES5,1,4995.0
1987,NUTS,2010,ES51,2,300.995
1988,NUTS,2010,ES51,2,403.809
1989,NUTS,2010,ES51,2,467.556
1990,NUTS,2010,ES51,2,626.511
1991,NUTS,2010,ES51,2,729.685
1992,NUTS,2010,ES51,2,808.927
1993,NUTS,2010,ES51,2,728.462
1994,NUTS,2010,ES51,2,690.608
1995,NUTS,2010,ES51,2,762.668
1996,NUTS,2010,ES51,2,843.329
1997,NUTS,2010,ES51,2,880.411
1998,NUTS,2010,ES51,2,1070.213
1999,NUTS,2010,ES51,2,1129.76
2000,NUTS,2010,ES51,2,1262.182
2001,NUTS,2010,ES51,2,1333.891
2002,NUTS,2010,ES51,2,1628.0
2003,NUTS,2010,ES51,2,1875.0
2004,NUTS,2010,ES51,2,2106.9
2005,NUTS,2010,ES51,2,2302.35
2006,NUTS,2010,ES51,2,2614.383
2007,NUTS,2010,ES51,2,2908.726
2008,NUTS,2010,ES51,2,3286.376
2009,NUTS,2010,ES51,2,3284.486
2010,NUTS,2010,ES51,2,3227.218
2011,NUTS,2010,ES51,2,3103.713
2012,NUTS,2010,ES51,2,2991.011
2013,NUTS,2010,ES51,2,2960.612
2014,NUTS,2010,ES51,2,2937.73
2015,NUTS,2010,ES51,2,3107.0
2016,NUTS,2010,ES51,2,3103.0
2017,NUTS,2010,ES51,2,3276.0
2018,NUTS,2010,ES51,2,3513.0
2019,NUTS,2010,ES51,2,3597.0
1987,NUTS,2010,ES52,2,62.875
1988,NUTS,2010,ES52,2,90.617
1989,NUTS,2010,ES52,2,118.334
1990,NUTS,2010,ES52,2,126.729
1991,NUTS,2010,ES52,2,168.437
1992,NUTS,2010,ES52,2,240.176
1993,NUTS,2010,ES52,2,217.271
1994,NUTS,2010,ES52,2,217.988
1995,NUTS,2010,ES52,2,213.24
1996,NUTS,2010,ES52,2,253.028
1997,NUTS,2010,ES52,2,265.075
1998,NUTS,2010,ES52,2,312.391
1999,NUTS,2010,ES52,2,332.19
2000,NUTS,2010,ES52,2,430.492
2001,NUTS,2010,ES52,2,446.578
2002,NUTS,2010,ES52,2,547.9
2003,NUTS,2010,ES52,2,632.0
2004,NUTS,2010,ES52,2,731.9
2005,NUTS,2010,ES52,2,867.666
2006,NUTS,2010,ES52,2,913.161
2007,NUTS,2010,ES52,2,977.589
2008,NUTS,2010,ES52,2,1113.507
2009,NUTS,2010,ES52,2,1120.308
2010,NUTS,2010,ES52,2,1080.986
2011,NUTS,2010,ES52,2,1044.364
2012,NUTS,2010,ES52,2,1008.041
2013,NUTS,2010,ES52,2,998.399
2014,NUTS,2010,ES52,2,1011.352
2015,NUTS,2010,ES52,2,1013.0
2016,NUTS,2010,ES52,2,1038.0
2017,NUTS,2010,ES52,2,1082.0
2018,NUTS,2010,ES52,2,1174.0
2019,NUTS,2010,ES52,2,1264.0
1987,NUTS,2010,ES53,2,7.877
1988,NUTS,2010,ES53,2,5.986
1989,NUTS,2010,ES53,2,7.464
1990,NUTS,2010,ES53,2,8.486
1991,NUTS,2010,ES53,2,11.527
1992,NUTS,2010,ES53,2,11.249
1993,NUTS,2010,ES53,2,9.818
1994,NUTS,2010,ES53,2,12.229
1995,NUTS,2010,ES53,2,17.058
1996,NUTS,2010,ES53,2,22.12
1997,NUTS,2010,ES53,2,25.878
1998,NUTS,2010,ES53,2,34.385
1999,NUTS,2010,ES53,2,32.89
2000,NUTS,2010,ES53,2,34.829
2001,NUTS,2010,ES53,2,38.397
2002,NUTS,2010,ES53,2,45.3
2003,NUTS,2010,ES53,2,46.0
2004,NUTS,2010,ES53,2,54.7
2005,NUTS,2010,ES53,2,61.505
2006,NUTS,2010,ES53,2,70.655
2007,NUTS,2010,ES53,2,86.794
2008,NUTS,2010,ES53,2,97.385
2009,NUTS,2010,ES53,2,99.854
2010,NUTS,2010,ES53,2,110.385
2011,NUTS,2010,ES53,2,95.819
2012,NUTS,2010,ES53,2,89.92
2013,NUTS,2010,ES53,2,86.982
2014,NUTS,2010,ES53,2,85.335
2015,NUTS,2010,ES53,2,89.0
2016,NUTS,2010,ES53,2,95.0
2017,NUTS,2010,ES53,2,114.0
2018,NUTS,2010,ES53,2,129.0
2019,NUTS,2010,ES53,2,134.0
1987,NUTS,2010,ES6,1,145.459
1988,NUTS,2010,ES6,1,184.208
1989,NUTS,2010,ES6,1,235.583
1990,NUTS,2010,ES6,1,285.343
1991,NUTS,2010,ES6,1,318.754
1992,NUTS,2010,ES6,1,378.669
1993,NUTS,2010,ES6,1,405.288
1994,NUTS,2010,ES6,1,330.018
1995,NUTS,2010,ES6,1,403.706
1996,NUTS,2010,ES6,1,447.262
1997,NUTS,2010,ES6,1,457.864
1998,NUTS,2010,ES6,1,532.614
1999,NUTS,2010,ES6,1,559.24
2000,NUTS,2010,ES6,1,646.332
2001,NUTS,2010,ES6,1,639.344
2002,NUTS,2010,ES6,1,684.1
2003,NUTS,2010,ES6,1,1039.0
2004,NUTS,2010,ES6,1,1023.6
2005,NUTS,2010,ES6,1,1224.551
2006,NUTS,2010,ES6,1,1411.533
2007,NUTS,2010,ES6,1,1732.198
2008,NUTS,2010,ES6,1,1788.759
2009,NUTS,2010,ES6,1,1825.974
2010,NUTS,2010,ES6,1,1986.486
2011,NUTS,2010,ES6,1,1885.645
2012,NUTS,2010,ES6,1,1711.226
2013,NUTS,2010,ES6,1,1698.763
2014,NUTS,2010,ES6,1,1702.319
2015,NUTS,2010,ES6,1,1723.0
2016,NUTS,2010,ES6,1,1631.0
2017,NUTS,2010,ES6,1,1706.0
2018,NUTS,2010,ES6,1,1787.0
2019,NUTS,2010,ES6,1,1865.0
1987,NUTS,2010,ES61,2,124.333
1988,NUTS,2010,ES61,2,157.497
1989,NUTS,2010,ES61,2,203.738
1990,NUTS,2010,ES61,2,245.063
1991,NUTS,2010,ES61,2,277.697
1992,NUTS,2010,ES61,2,314.011
1993,NUTS,2010,ES61,2,350.318
1994,NUTS,2010,ES61,2,283.719
1995,NUTS,2010,ES61,2,351.858
1996,NUTS,2010,ES61,2,392.444
1997,NUTS,2010,ES61,2,397.041
1998,NUTS,2010,ES61,2,463.187
1999,NUTS,2010,ES61,2,474.73
2000,NUTS,2010,ES61,2,542.12
2001,NUTS,2010,ES61,2,538.353
2002,NUTS,2010,ES61,2,586.4
2003,NUTS,2010,ES61,2,903.0
2004,NUTS,2010,ES61,2,882.9
2005,NUTS,2010,ES61,2,1051.028
2006,NUTS,2010,ES61,2,1213.816
2007,NUTS,2010,ES61,2,1478.545
2008,NUTS,2010,ES61,2,1538.946
2009,NUTS,2010,ES61,2,1578.085
2010,NUTS,2010,ES61,2,1726.765
2011,NUTS,2010,ES61,2,1648.471
2012,NUTS,2010,ES61,2,1480.46
2013,NUTS,2010,ES61,2,1471.261
2014,NUTS,2010,ES61,2,1465.739
2015,NUTS,2010,ES61,2,1476.0
2016,NUTS,2010,ES61,2,1360.0
2017,NUTS,2010,ES61,2,1423.0
2018,NUTS,2010,ES61,2,1479.0
2019,NUTS,2010,ES61,2,1538.0
1987,NUTS,2010,ES62,2,21.114
1988,NUTS,2010,ES62,2,26.711
1989,NUTS,2010,ES62,2,31.845
1990,NUTS,2010,ES62,2,40.293
1991,NUTS,2010,ES62,2,41.057
1992,NUTS,2010,ES62,2,64.645
1993,NUTS,2010,ES62,2,54.97
1994,NUTS,2010,ES62,2,46.299
1995,NUTS,2010,ES62,2,51.848
1996,NUTS,2010,ES62,2,54.818
1997,NUTS,2010,ES62,2,60.823
1998,NUTS,2010,ES62,2,69.417
1999,NUTS,2010,ES62,2,84.51
2000,NUTS,2010,ES62,2,104.222
2001,NUTS,2010,ES62,2,100.991
2002,NUTS,2010,ES62,2,97.7
2003,NUTS,2010,ES62,2,134.0
2004,NUTS,2010,ES62,2,138.3
2005,NUTS,2010,ES62,2,170.099
2006,NUTS,2010,ES62,2,192.516
2007,NUTS,2010,ES62,2,247.556
2008,NUTS,2010,ES62,2,243.522
2009,NUTS,2010,ES62,2,241.48
2010,NUTS,2010,ES62,2,256.149
2011,NUTS,2010,ES62,2,234.082
2012,NUTS,2010,ES62,2,227.759
2013,NUTS,2010,ES62,2,224.761
2014,NUTS,2010,ES62,2,233.693
2015,NUTS,2010,ES62,2,244.0
2016,NUTS,2010,ES62,2,269.0
2017,NUTS,2010,ES62,2,280.0
2018,NUTS,2010,ES62,2,303.0
2019,NUTS,2010,ES62,2,323.0
2000,NUTS,2010,ES63,2,0.0
2001,NUTS,2010,ES63,2,0.0
2003,NUTS,2010,ES63,2,2.0
2004,NUTS,2010,ES63,2,1.2
2005,NUTS,2010,ES63,2,1.426
2006,NUTS,2010,ES63,2,2.269
2007,NUTS,2010,ES63,2,2.141
2008,NUTS,2010,ES63,2,2.395
2009,NUTS,2010,ES63,2,2.48
2010,NUTS,2010,ES63,2,1.433
2011,NUTS,2010,ES63,2,1.252
2012,NUTS,2010,ES63,2,1.132
2013,NUTS,2010,ES63,2,0.991
2014,NUTS,2010,ES63,2,1.012
2015,NUTS,2010,ES63,2,1.0
2000,NUTS,2010,ES64,2,0.0
2001,NUTS,2010,ES64,2,0.0
2004,NUTS,2010,ES64,2,1.2
2005,NUTS,2010,ES64,2,1.998
2006,NUTS,2010,ES64,2,2.933
2007,NUTS,2010,ES64,2,3.957
2008,NUTS,2010,ES64,2,3.896
2009,NUTS,2010,ES64,2,3.928
2010,NUTS,2010,ES64,2,2.138
2011,NUTS,2010,ES64,2,1.841
2012,NUTS,2010,ES64,2,1.877
2013,NUTS,2010,ES64,2,1.749
2014,NUTS,2010,ES64,2,1.874
2015,NUTS,2010,ES64,2,1.0
1987,NUTS,2010,ES7,1,17.814
1988,NUTS,2010,ES7,1,18.827
1989,NUTS,2010,ES7,1,28.655
1990,NUTS,2010,ES7,1,37.092
1991,NUTS,2010,ES7,1,48.569
1992,NUTS,2010,ES7,1,84.306
1993,NUTS,2010,ES7,1,75.254
1994,NUTS,2010,ES7,1,84.054
1995,NUTS,2010,ES7,1,73.142
1996,NUTS,2010,ES7,1,89.411
1997,NUTS,2010,ES7,1,82.377
1998,NUTS,2010,ES7,1,105.643
1999,NUTS,2010,ES7,1,104.79
2000,NUTS,2010,ES7,1,119.438
2001,NUTS,2010,ES7,1,136.696
2002,NUTS,2010,ES7,1,173.1
2003,NUTS,2010,ES7,1,168.0
2004,NUTS,2010,ES7,1,199.3
2005,NUTS,2010,ES7,1,214.217
2006,NUTS,2010,ES7,1,254.51
2007,NUTS,2010,ES7,1,266.802
2008,NUTS,2010,ES7,1,268.833
2009,NUTS,2010,ES7,1,238.829
2010,NUTS,2010,ES7,1,255.402
2011,NUTS,2010,ES7,1,242.968
2012,NUTS,2010,ES7,1,211.495
2013,NUTS,2010,ES7,1,203.077
2014,NUTS,2010,ES7,1,192.994
2015,NUTS,2010,ES7,1,202.0
2016,NUTS,2010,ES7,1,199.0
2017,NUTS,2010,ES7,1,220.0
2018,NUTS,2010,ES7,1,215.0
2019,NUTS,2010,ES7,1,220.0
1987,NUTS,2010,ES70,2,17.814
1988,NUTS,2010,ES70,2,18.827
1989,NUTS,2010,ES70,2,28.655
1990,NUTS,2010,ES70,2,37.092
1991,NUTS,2010,ES70,2,48.569
1992,NUTS,2010,ES70,2,84.306
1993,NUTS,2010,ES70,2,75.254
1994,NUTS,2010,ES70,2,84.054
1995,NUTS,2010,ES70,2,73.142
1996,NUTS,2010,ES70,2,89.411
1997,NUTS,2010,ES70,2,82.377
1998,NUTS,2010,ES70,2,105.643
1999,NUTS,2010,ES70,2,104.79
2000,NUTS,2010,ES70,2,119.438
2001,NUTS,2010,ES70,2,136.696
2002,NUTS,2010,ES70,2,173.1
2003,NUTS,2010,ES70,2,168.0
2004,NUTS,2010,ES70,2,199.3
2005,NUTS,2010,ES70,2,214.217
2006,NUTS,2010,ES70,2,254.51
2007,NUTS,2010,ES70,2,266.802
2008,NUTS,2010,ES70,2,268.833
2009,NUTS,2010,ES70,2,238.829
2010,NUTS,2010,ES70,2,255.402
2011,NUTS,2010,ES70,2,242.968
2012,NUTS,2010,ES70,2,211.495
2013,NUTS,2010,ES70,2,203.077
2014,NUTS,2010,ES70,2,192.994
2015,NUTS,2010,ES70,2,202.0
2016,NUTS,2010,ES70,2,199.0
2017,NUTS,2010,ES70,2,220.0
2018,NUTS,2010,ES70,2,215.0
2019,NUTS,2010,ES70,2,220.0
1987,NUTS,2010,ESZ,1,23.514
1988,NUTS,2010,ESZ,1,53.918
1989,NUTS,2010,ESZ,1,61.674
1990,NUTS,2010,ESZ,1,33.775
1991,NUTS,2010,ESZ,1,41.433
1992,NUTS,2010,ESZ,1,41.569
1993,NUTS,2010,ESZ,1,38.123
1994,NUTS,2010,ESZ,1,34.154
2001,NUTS,2010,ESZ,1,0.0
2002,NUTS,2010,ESZ,1,0.0
2004,NUTS,2010,ESZ,1,0.0
2005,NUTS,2010,ESZ,1,0.0
2006,NUTS,2010,ESZ,1,0.0
2007,NUTS,2010,ESZ,1,0.0
2008,NUTS,2010,ESZ,1,0.0
2009,NUTS,2010,ESZ,1,0.0
2010,NUTS,2010,ESZ,1,0.0
2011,NUTS,2010,ESZ,1,0.0
1987,NUTS,2010,ESZZ,2,23.514
1988,NUTS,2010,ESZZ,2,53.918
1989,NUTS,2010,ESZZ,2,61.674
1990,NUTS,2010,ESZZ,2,33.775
1991,NUTS,2010,ESZZ,2,41.433
1992,NUTS,2010,ESZZ,2,41.569
1993,NUTS,2010,ESZZ,2,38.123
1994,NUTS,2010,ESZZ,2,34.154
2001,NUTS,2010,ESZZ,2,0.0
2002,NUTS,2010,ESZZ,2,0.0
2004,NUTS,2010,ESZZ,2,0.0
2005,NUTS,2010,ESZZ,2,0.0
2006,NUTS,2010,ESZZ,2,0.0
2007,NUTS,2010,ESZZ,2,0.0
2008,NUTS,2010,ESZZ,2,0.0
2009,NUTS,2010,ESZZ,2,0.0
2010,NUTS,2010,ESZZ,2,0.0
2011,NUTS,2010,ESZZ,2,0.0
2000,NUTS,2010,EU27_2020,7,142339.258
2001,NUTS,2010,EU27_2020,7,150179.916
2002,NUTS,2010,EU27_2020,7,156427.587
2003,NUTS,2010,EU27_2020,7,160261.853
2004,NUTS,2010,EU27_2020,7,164636.876
2005,NUTS,2010,EU27_2020,7,170561.625
2006,NUTS,2010,EU27_2020,7,182480.425
2007,NUTS,2010,EU27_2020,7,193072.374
2008,NUTS,2010,EU27_2020,7,207804.376
2009,NUTS,2010,EU27_2020,7,208453.652
2010,NUTS,2010,EU27_2020,7,216262.08
2011,NUTS,2010,EU27_2020,7,228346.011
2012,NUTS,2010,EU27_2020,7,236674.968
2013,NUTS,2010,EU27_2020,7,241491.752
2014,NUTS,2010,EU27_2020,7,248550.425
2015,NUTS,2010,EU27_2020,7,258745.815
2016,NUTS,2010,EU27_2020,7,265704.379
2017,NUTS,2010,EU27_2020,7,281437.398
2018,NUTS,2010,EU27_2020,7,295742.92
2019,NUTS,2010,EU27_2020,7,311891.501
2020,NUTS,2010,EU27_2020,7,311149.574
1981,NUTS,2010,FI,0,541.368
1983,NUTS,2010,FI,0,747.084
1984,NUTS,2010,FI,0,963.191
1985,NUTS,2010,FI,0,1118.072
1986,NUTS,2010,FI,0,1197.096
1987,NUTS,2010,FI,0,1340.904
1988,NUTS,2010,FI,0,1584.729
1989,NUTS,2010,FI,0,1889.7
1990,NUTS,2010,FI,0,2027.525
1991,NUTS,2010,FI,0,2033.328
1992,NUTS,2010,FI,0,1788.815
1993,NUTS,2010,FI,0,1594.529
1994,NUTS,2010,FI,0,1928.863
1995,NUTS,2010,FI,0,2262.663
1996,NUTS,2010,FI,0,2554.219
1997,NUTS,2010,FI,0,2936.903
1998,NUTS,2010,FI,0,3333.838
1999,NUTS,2010,FI,0,3878.8
2000,NUTS,2010,FI,0,4422.61
2001,NUTS,2010,FI,0,4619.018
2002,NUTS,2010,FI,0,4830.365
2003,NUTS,2010,FI,0,5005.018
2004,NUTS,2010,FI,0,5253.417
2005,NUTS,2010,FI,0,5473.7
2006,NUTS,2010,FI,0,5761.196
2007,NUTS,2010,FI,0,6242.67
2008,NUTS,2010,FI,0,6871.092
2009,NUTS,2010,FI,0,6786.472
2010,NUTS,2010,FI,0,6971.301
2011,NUTS,2010,FI,0,7163.692
2012,NUTS,2010,FI,0,6831.888
2013,NUTS,2010,FI,0,6684.1
2014,NUTS,2010,FI,0,6512.1
2015,NUTS,2010,FI,0,6070.9
2016,NUTS,2010,FI,0,5926.1
2017,NUTS,2010,FI,0,6173.2
2018,NUTS,2010,FI,0,6437.7
2019,NUTS,2010,FI,0,6715.1
2020,NUTS,2010,FI,0,6932.6
1995,NUTS,2010,FI1,1,2262.046
1997,NUTS,2010,FI1,1,2936.275
1998,NUTS,2010,FI1,1,3333.84
1999,NUTS,2010,FI1,1,3878.25
2000,NUTS,2010,FI1,1,4420.903
2001,NUTS,2010,FI1,1,4617.476
2002,NUTS,2010,FI1,1,4828.9
2003,NUTS,2010,FI1,1,5003.4
2004,NUTS,2010,FI1,1,5252.14
2005,NUTS,2010,FI1,1,5472.412
2006,NUTS,2010,FI1,1,5759.525
2007,NUTS,2010,FI1,1,6240.917
2008,NUTS,2010,FI1,1,6868.362
2009,NUTS,2010,FI1,1,6784.429
2010,NUTS,2010,FI1,1,6969.457
2011,NUTS,2010,FI1,1,7158.056
2012,NUTS,2010,FI1,1,6826.6
2013,NUTS,2010,FI1,1,6680.0
2015,NUTS,2010,FI1,1,6067.3
2016,NUTS,2010,FI1,1,5921.5
2017,NUTS,2010,FI1,1,6168.87
2018,NUTS,2010,FI1,1,6432.3
2019,NUTS,2010,FI1,1,6710.5
2000,NUTS,2010,FI19,2,997.543
2001,NUTS,2010,FI19,2,1055.601
2002,NUTS,2010,FI19,2,1005.5
2003,NUTS,2010,FI19,2,1139.4
2004,NUTS,2010,FI19,2,1231.375
2005,NUTS,2010,FI19,2,1273.401
2006,NUTS,2010,FI19,2,1387.736
2007,NUTS,2010,FI19,2,1491.669
2008,NUTS,2010,FI19,2,1641.909
2009,NUTS,2010,FI19,2,1591.725
2010,NUTS,2010,FI19,2,1621.462
2011,NUTS,2010,FI19,2,1635.937
2012,NUTS,2010,FI19,2,1515.458
2013,NUTS,2010,FI19,2,1497.0
2015,NUTS,2010,FI19,2,1344.6
2016,NUTS,2010,FI19,2,1223.6
2017,NUTS,2010,FI19,2,1233.86
2018,NUTS,2010,FI19,2,1320.8
2019,NUTS,2010,FI19,2,1385.7
2009,NUTS,2010,FI1B,2,2894.535
2010,NUTS,2010,FI1B,2,3046.608
2011,NUTS,2010,FI1B,2,3102.454
2012,NUTS,2010,FI1B,2,2962.231
2013,NUTS,2010,FI1B,2,3017.0
2015,NUTS,2010,FI1B,2,2924.2
2016,NUTS,2010,FI1B,2,2897.7
2017,NUTS,2010,FI1B,2,3067.28
2018,NUTS,2010,FI1B,2,3177.2
2019,NUTS,2010,FI1B,2,3342.3
2009,NUTS,2010,FI1C,2,903.326
2010,NUTS,2010,FI1C,2,955.871
2011,NUTS,2010,FI1C,2,1012.655
2012,NUTS,2010,FI1C,2,1016.697
2013,NUTS,2010,FI1C,2,932.0
2015,NUTS,2010,FI1C,2,780.0
2016,NUTS,2010,FI1C,2,748.8
2017,NUTS,2010,FI1C,2,731.11
2018,NUTS,2010,FI1C,2,756.1
2019,NUTS,2010,FI1C,2,794.3
2000,NUTS,2010,FI1D,2,731.899
2001,NUTS,2010,FI1D,2,767.772
2002,NUTS,2010,FI1D,2,826.1
2003,NUTS,2010,FI1D,2,931.0
2004,NUTS,2010,FI1D,2,987.437
2005,NUTS,2010,FI1D,2,1034.749
2006,NUTS,2010,FI1D,2,1075.658
2007,NUTS,2010,FI1D,2,1279.63
2008,NUTS,2010,FI1D,2,1393.702
2009,NUTS,2010,FI1D,2,1394.881
2010,NUTS,2010,FI1D,2,1345.366
2011,NUTS,2010,FI1D,2,1407.01
2012,NUTS,2010,FI1D,2,1332.483
2013,NUTS,2010,FI1D,2,1235.0
2015,NUTS,2010,FI1D,2,1018.4
2016,NUTS,2010,FI1D,2,1051.4
2017,NUTS,2010,FI1D,2,1136.72
2018,NUTS,2010,FI1D,2,1178.2
2019,NUTS,2010,FI1D,2,1188.2
1995,NUTS,2010,FI2,1,0.687
1997,NUTS,2010,FI2,1,0.344
1998,NUTS,2010,FI2,1,0.169
1999,NUTS,2010,FI2,1,0.5
2000,NUTS,2010,FI2,1,1.703
2001,NUTS,2010,FI2,1,1.539
2002,NUTS,2010,FI2,1,1.4
2003,NUTS,2010,FI2,1,1.6
2004,NUTS,2010,FI2,1,1.36
2005,NUTS,2010,FI2,1,1.356
2006,NUTS,2010,FI2,1,1.608
2007,NUTS,2010,FI2,1,1.764
2008,NUTS,2010,FI2,1,2.75
2009,NUTS,2010,FI2,1,2.047
2010,NUTS,2010,FI2,1,1.819
2011,NUTS,2010,FI2,1,5.659
2012,NUTS,2010,FI2,1,4.963
2013,NUTS,2010,FI2,1,4.0
2015,NUTS,2010,FI2,1,3.6
2016,NUTS,2010,FI2,1,4.5
2017,NUTS,2010,FI2,1,4.3
2018,NUTS,2010,FI2,1,5.6
2019,NUTS,2010,FI2,1,4.6
1995,NUTS,2010,FI20,2,0.687
1997,NUTS,2010,FI20,2,0.344
1998,NUTS,2010,FI20,2,0.169
1999,NUTS,2010,FI20,2,0.5
2000,NUTS,2010,FI20,2,1.703
2001,NUTS,2010,FI20,2,1.539
2002,NUTS,2010,FI20,2,1.4
2003,NUTS,2010,FI20,2,1.6
2004,NUTS,2010,FI20,2,1.36
2005,NUTS,2010,FI20,2,1.356
2006,NUTS,2010,FI20,2,1.608
2007,NUTS,2010,FI20,2,1.764
2008,NUTS,2010,FI20,2,2.75
2009,NUTS,2010,FI20,2,2.047
2010,NUTS,2010,FI20,2,1.819
2011,NUTS,2010,FI20,2,5.659
2012,NUTS,2010,FI20,2,4.963
