year,region_type,region_year_spec,region_id,region_level,pat_ep_rtot_gdp_beur
2011,NUTS,2010,BE,0,3.97
2012,NUTS,2010,BE,0,3.301
2003,NUTS,2010,BE1,1,1.806
2004,NUTS,2010,BE1,1,2.391
2005,NUTS,2010,BE1,1,1.605
2006,NUTS,2010,BE1,1,1.97
2007,NUTS,2010,BE1,1,2.021
2008,NUTS,2010,BE1,1,2.029
2009,NUTS,2010,BE1,1,2.204
2010,NUTS,2010,BE1,1,1.842
2011,NUTS,2010,BE1,1,1.808
2012,NUTS,2010,BE1,1,1.53
2003,NUTS,2010,BE10,2,1.806
2004,NUTS,2010,BE10,2,2.391
2005,NUTS,2010,BE10,2,1.605
2006,NUTS,2010,BE10,2,1.97
2007,NUTS,2010,BE10,2,2.021
2008,NUTS,2010,BE10,2,2.029
2009,NUTS,2010,BE10,2,2.204
2010,NUTS,2010,BE10,2,1.842
2011,NUTS,2010,BE10,2,1.808
2012,NUTS,2010,BE10,2,1.53
2003,NUTS,2010,BE100,3,1.806
2004,NUTS,2010,BE100,3,2.391
2005,NUTS,2010,BE100,3,1.605
2006,NUTS,2010,BE100,3,1.97
2007,NUTS,2010,BE100,3,2.021
2008,NUTS,2010,BE100,3,2.029
2009,NUTS,2010,BE100,3,2.204
2010,NUTS,2010,BE100,3,1.842
2011,NUTS,2010,BE100,3,1.808
2012,NUTS,2010,BE100,3,1.53
2003,NUTS,2010,BE2,1,5.484
2004,NUTS,2010,BE2,1,5.711
2005,NUTS,2010,BE2,1,5.644
2006,NUTS,2010,BE2,1,5.279
2007,NUTS,2010,BE2,1,5.283
2008,NUTS,2010,BE2,1,4.695
2009,NUTS,2010,BE2,1,4.726
2010,NUTS,2010,BE2,1,4.718
2011,NUTS,2010,BE2,1,4.508
2012,NUTS,2010,BE2,1,3.902
2003,NUTS,2010,BE21,2,5.135
2004,NUTS,2010,BE21,2,5.894
2005,NUTS,2010,BE21,2,5.64
2006,NUTS,2010,BE21,2,5.551
2007,NUTS,2010,BE21,2,4.712
2008,NUTS,2010,BE21,2,3.871
2009,NUTS,2010,BE21,2,4.19
2010,NUTS,2010,BE21,2,3.395
2011,NUTS,2010,BE21,2,3.322
2012,NUTS,2010,BE21,2,3.579
2003,NUTS,2010,BE211,3,4.874
2004,NUTS,2010,BE211,3,5.67
2005,NUTS,2010,BE211,3,6.091
2006,NUTS,2010,BE211,3,5.055
2007,NUTS,2010,BE211,3,4.288
2008,NUTS,2010,BE211,3,3.586
2009,NUTS,2010,BE211,3,4.06
2010,NUTS,2010,BE211,3,3.052
2011,NUTS,2010,BE211,3,3.263
2012,NUTS,2010,BE211,3,4.142
2003,NUTS,2010,BE212,3,4.01
2004,NUTS,2010,BE212,3,5.068
2005,NUTS,2010,BE212,3,3.62
2006,NUTS,2010,BE212,3,5.442
2007,NUTS,2010,BE212,3,5.321
2008,NUTS,2010,BE212,3,4.356
2009,NUTS,2010,BE212,3,4.666
2010,NUTS,2010,BE212,3,3.17
2011,NUTS,2010,BE212,3,3.295
2012,NUTS,2010,BE212,3,2.557
2003,NUTS,2010,BE213,3,6.654
2004,NUTS,2010,BE213,3,7.137
2005,NUTS,2010,BE213,3,5.928
2006,NUTS,2010,BE213,3,7.035
2007,NUTS,2010,BE213,3,5.407
2008,NUTS,2010,BE213,3,4.296
2009,NUTS,2010,BE213,3,4.17
2010,NUTS,2010,BE213,3,4.445
2011,NUTS,2010,BE213,3,3.491
2012,NUTS,2010,BE213,3,2.85
2003,NUTS,2010,BE22,2,5.376
2004,NUTS,2010,BE22,2,3.278
2005,NUTS,2010,BE22,2,4.325
2006,NUTS,2010,BE22,2,4.438
2007,NUTS,2010,BE22,2,5.265
2008,NUTS,2010,BE22,2,3.935
2009,NUTS,2010,BE22,2,4.103
2010,NUTS,2010,BE22,2,4.666
2011,NUTS,2010,BE22,2,4.234
2012,NUTS,2010,BE22,2,2.464
2003,NUTS,2010,BE221,3,3.942
2004,NUTS,2010,BE221,3,2.142
2005,NUTS,2010,BE221,3,3.578
2006,NUTS,2010,BE221,3,3.048
2007,NUTS,2010,BE221,3,4.489
2008,NUTS,2010,BE221,3,3.239
2009,NUTS,2010,BE221,3,3.101
2010,NUTS,2010,BE221,3,4.057
2011,NUTS,2010,BE221,3,4.313
2012,NUTS,2010,BE221,3,2.26
2003,NUTS,2010,BE222,3,8.861
2004,NUTS,2010,BE222,3,5.319
2005,NUTS,2010,BE222,3,6.822
2006,NUTS,2010,BE222,3,6.439
2007,NUTS,2010,BE222,3,7.74
2008,NUTS,2010,BE222,3,5.503
2009,NUTS,2010,BE222,3,6.415
2010,NUTS,2010,BE222,3,7.349
2011,NUTS,2010,BE222,3,5.072
2012,NUTS,2010,BE222,3,3.357
2003,NUTS,2010,BE223,3,5.485
2004,NUTS,2010,BE223,3,4.311
2005,NUTS,2010,BE223,3,3.327
2006,NUTS,2010,BE223,3,6.413
2007,NUTS,2010,BE223,3,4.42
2008,NUTS,2010,BE223,3,4.088
2009,NUTS,2010,BE223,3,4.241
2010,NUTS,2010,BE223,3,3.028
2011,NUTS,2010,BE223,3,2.788
2012,NUTS,2010,BE223,3,1.944
2003,NUTS,2010,BE23,2,5.557
2004,NUTS,2010,BE23,2,6.224
2005,NUTS,2010,BE23,2,5.979
2006,NUTS,2010,BE23,2,5.198
2007,NUTS,2010,BE23,2,5.579
2008,NUTS,2010,BE23,2,5.228
2009,NUTS,2010,BE23,2,4.478
2010,NUTS,2010,BE23,2,5.279
2011,NUTS,2010,BE23,2,4.937
2012,NUTS,2010,BE23,2,4.054
2003,NUTS,2010,BE231,3,4.19
2004,NUTS,2010,BE231,3,3.723
2005,NUTS,2010,BE231,3,4.423
2006,NUTS,2010,BE231,3,3.462
2007,NUTS,2010,BE231,3,3.799
2008,NUTS,2010,BE231,3,3.966
2009,NUTS,2010,BE231,3,2.931
2010,NUTS,2010,BE231,3,4.181
2011,NUTS,2010,BE231,3,3.428
2012,NUTS,2010,BE231,3,2.995
2003,NUTS,2010,BE232,3,5.626
2004,NUTS,2010,BE232,3,4.406
2005,NUTS,2010,BE232,3,6.823
2006,NUTS,2010,BE232,3,5.775
2007,NUTS,2010,BE232,3,5.367
2008,NUTS,2010,BE232,3,7.781
2009,NUTS,2010,BE232,3,3.479
2010,NUTS,2010,BE232,3,7.158
2011,NUTS,2010,BE232,3,5.478
2012,NUTS,2010,BE232,3,3.657
2003,NUTS,2010,BE233,3,4.548
2004,NUTS,2010,BE233,3,8.745
2005,NUTS,2010,BE233,3,3.676
2006,NUTS,2010,BE233,3,2.795
2007,NUTS,2010,BE233,3,4.531
2008,NUTS,2010,BE233,3,7.257
2009,NUTS,2010,BE233,3,1.507
2010,NUTS,2010,BE233,3,3.476
2011,NUTS,2010,BE233,3,3.55
2012,NUTS,2010,BE233,3,3.584
2003,NUTS,2010,BE234,3,6.301
2004,NUTS,2010,BE234,3,6.687
2005,NUTS,2010,BE234,3,7.055
2006,NUTS,2010,BE234,3,6.545
2007,NUTS,2010,BE234,3,6.451
2008,NUTS,2010,BE234,3,5.32
2009,NUTS,2010,BE234,3,6.133
2010,NUTS,2010,BE234,3,5.836
2011,NUTS,2010,BE234,3,6.423
2012,NUTS,2010,BE234,3,5.063
2003,NUTS,2010,BE235,3,3.965
2004,NUTS,2010,BE235,3,7.987
2005,NUTS,2010,BE235,3,3.975
2006,NUTS,2010,BE235,3,3.316
2007,NUTS,2010,BE235,3,6.128
2008,NUTS,2010,BE235,3,5.418
2009,NUTS,2010,BE235,3,3.236
2010,NUTS,2010,BE235,3,5.744
2011,NUTS,2010,BE235,3,4.155
2012,NUTS,2010,BE235,3,2.415
2003,NUTS,2010,BE236,3,5.683
2004,NUTS,2010,BE236,3,6.594
2005,NUTS,2010,BE236,3,5.257
2006,NUTS,2010,BE236,3,4.032
2007,NUTS,2010,BE236,3,4.749
2008,NUTS,2010,BE236,3,3.79
2009,NUTS,2010,BE236,3,3.212
2010,NUTS,2010,BE236,3,3.704
2011,NUTS,2010,BE236,3,2.366
2012,NUTS,2010,BE236,3,3.261
2003,NUTS,2010,BE24,2,7.731
2004,NUTS,2010,BE24,2,7.155
2005,NUTS,2010,BE24,2,7.56
2006,NUTS,2010,BE24,2,6.766
2007,NUTS,2010,BE24,2,7.996
2008,NUTS,2010,BE24,2,6.607
2009,NUTS,2010,BE24,2,6.808
2010,NUTS,2010,BE24,2,7.124
2011,NUTS,2010,BE24,2,7.329
2012,NUTS,2010,BE24,2,6.197
2003,NUTS,2010,BE241,3,5.397
2004,NUTS,2010,BE241,3,4.434
2005,NUTS,2010,BE241,3,4.674
2006,NUTS,2010,BE241,3,3.859
2007,NUTS,2010,BE241,3,4.943
2008,NUTS,2010,BE241,3,3.701
2009,NUTS,2010,BE241,3,3.264
2010,NUTS,2010,BE241,3,3.86
2011,NUTS,2010,BE241,3,3.422
2012,NUTS,2010,BE241,3,2.854
2003,NUTS,2010,BE242,3,11.539
2004,NUTS,2010,BE242,3,11.759
2005,NUTS,2010,BE242,3,12.362
2006,NUTS,2010,BE242,3,11.666
2007,NUTS,2010,BE242,3,13.38
2008,NUTS,2010,BE242,3,11.649
2009,NUTS,2010,BE242,3,12.381
2010,NUTS,2010,BE242,3,12.245
2011,NUTS,2010,BE242,3,13.535
2012,NUTS,2010,BE242,3,11.459
2003,NUTS,2010,BE25,2,3.882
2004,NUTS,2010,BE25,2,4.853
2005,NUTS,2010,BE25,2,4.143
2006,NUTS,2010,BE25,2,3.883
2007,NUTS,2010,BE25,2,3.282
2008,NUTS,2010,BE25,2,4.157
2009,NUTS,2010,BE25,2,4.2
2010,NUTS,2010,BE25,2,4.062
2011,NUTS,2010,BE25,2,3.482
2012,NUTS,2010,BE25,2,2.808
2003,NUTS,2010,BE251,3,2.707
2004,NUTS,2010,BE251,3,3.897
2005,NUTS,2010,BE251,3,2.274
2006,NUTS,2010,BE251,3,2.958
2007,NUTS,2010,BE251,3,1.559
2008,NUTS,2010,BE251,3,3.148
2009,NUTS,2010,BE251,3,2.401
2010,NUTS,2010,BE251,3,2.68
2011,NUTS,2010,BE251,3,3.035
2012,NUTS,2010,BE251,3,2.291
2003,NUTS,2010,BE252,3,3.804
2004,NUTS,2010,BE252,3,2.186
2005,NUTS,2010,BE252,3,1.194
2006,NUTS,2010,BE252,3,5.455
2007,NUTS,2010,BE252,3,3.425
2008,NUTS,2010,BE252,3,4.866
2009,NUTS,2010,BE252,3,1.691
2010,NUTS,2010,BE252,3,4.964
2011,NUTS,2010,BE252,3,5.164
2012,NUTS,2010,BE252,3,2.061
2003,NUTS,2010,BE253,3,6.611
2004,NUTS,2010,BE253,3,4.69
2005,NUTS,2010,BE253,3,5.989
2006,NUTS,2010,BE253,3,5.414
2007,NUTS,2010,BE253,3,4.453
2008,NUTS,2010,BE253,3,5.966
2009,NUTS,2010,BE253,3,4.393
2010,NUTS,2010,BE253,3,3.434
2011,NUTS,2010,BE253,3,4.142
2012,NUTS,2010,BE253,3,2.793
2003,NUTS,2010,BE254,3,4.157
2004,NUTS,2010,BE254,3,6.377
2005,NUTS,2010,BE254,3,5.564
2006,NUTS,2010,BE254,3,3.748
2007,NUTS,2010,BE254,3,4.501
2008,NUTS,2010,BE254,3,5.571
2009,NUTS,2010,BE254,3,5.463
2010,NUTS,2010,BE254,3,5.26
2011,NUTS,2010,BE254,3,4.132
2012,NUTS,2010,BE254,3,2.758
2003,NUTS,2010,BE255,3,3.066
2004,NUTS,2010,BE255,3,2.424
2005,NUTS,2010,BE255,3,1.556
2006,NUTS,2010,BE255,3,1.385
2007,NUTS,2010,BE255,3,1.914
2008,NUTS,2010,BE255,3,1.078
2009,NUTS,2010,BE255,3,4.993
2010,NUTS,2010,BE255,3,3.084
2011,NUTS,2010,BE255,3,2.399
2012,NUTS,2010,BE255,3,2.265
2003,NUTS,2010,BE256,3,5.812
2004,NUTS,2010,BE256,3,8.028
2005,NUTS,2010,BE256,3,7.875
2006,NUTS,2010,BE256,3,8.269
2007,NUTS,2010,BE256,3,3.856
2008,NUTS,2010,BE256,3,6.271
2009,NUTS,2010,BE256,3,6.263
2010,NUTS,2010,BE256,3,5.718
2011,NUTS,2010,BE256,3,4.54
2012,NUTS,2010,BE256,3,3.692
2003,NUTS,2010,BE257,3,3.066
2004,NUTS,2010,BE257,3,3.862
2005,NUTS,2010,BE257,3,3.668
2006,NUTS,2010,BE257,3,3.133
2007,NUTS,2010,BE257,3,4.585
2008,NUTS,2010,BE257,3,2.797
2009,NUTS,2010,BE257,3,3.883
2010,NUTS,2010,BE257,3,4.535
2011,NUTS,2010,BE257,3,2.594
2012,NUTS,2010,BE257,3,3.221
2003,NUTS,2010,BE258,3,2.091
2004,NUTS,2010,BE258,3,1.847
2005,NUTS,2010,BE258,3,1.183
2006,NUTS,2010,BE258,3,0.519
2007,NUTS,2010,BE258,3,2.528
2008,NUTS,2010,BE258,3,1.721
2009,NUTS,2010,BE258,3,1.204
2010,NUTS,2010,BE258,3,1.861
2011,NUTS,2010,BE258,3,1.054
2012,NUTS,2010,BE258,3,4.218
2003,NUTS,2010,BE3,1,5.661
2004,NUTS,2010,BE3,1,5.759
2005,NUTS,2010,BE3,1,5.586
2006,NUTS,2010,BE3,1,5.474
2007,NUTS,2010,BE3,1,4.652
2008,NUTS,2010,BE3,1,4.717
2009,NUTS,2010,BE3,1,3.736
2010,NUTS,2010,BE3,1,4.412
2011,NUTS,2010,BE3,1,4.314
2012,NUTS,2010,BE3,1,3.161
2003,NUTS,2010,BE31,2,9.52
2004,NUTS,2010,BE31,2,11.367
2005,NUTS,2010,BE31,2,13.987
2006,NUTS,2010,BE31,2,12.72
2007,NUTS,2010,BE31,2,9.914
2008,NUTS,2010,BE31,2,8.454
2009,NUTS,2010,BE31,2,6.653
2010,NUTS,2010,BE31,2,7.686
2011,NUTS,2010,BE31,2,8.418
2012,NUTS,2010,BE31,2,6.164
2003,NUTS,2010,BE310,3,9.52
2004,NUTS,2010,BE310,3,11.367
2005,NUTS,2010,BE310,3,13.987
2006,NUTS,2010,BE310,3,12.72
2007,NUTS,2010,BE310,3,9.914
2008,NUTS,2010,BE310,3,8.454
2009,NUTS,2010,BE310,3,6.653
2010,NUTS,2010,BE310,3,7.686
2011,NUTS,2010,BE310,3,8.418
2012,NUTS,2010,BE310,3,6.164
2003,NUTS,2010,BE32,2,4.03
2004,NUTS,2010,BE32,2,4.124
2005,NUTS,2010,BE32,2,3.571
2006,NUTS,2010,BE32,2,4.529
2007,NUTS,2010,BE32,2,3.389
2008,NUTS,2010,BE32,2,4.282
2009,NUTS,2010,BE32,2,3.302
2010,NUTS,2010,BE32,2,3.527
2011,NUTS,2010,BE32,2,3.297
2012,NUTS,2010,BE32,2,1.679
2003,NUTS,2010,BE321,3,6.077
2004,NUTS,2010,BE321,3,2.754
2005,NUTS,2010,BE321,3,2.246
2006,NUTS,2010,BE321,3,4.157
2007,NUTS,2010,BE321,3,3.531
2008,NUTS,2010,BE321,3,5.832
2009,NUTS,2010,BE321,3,1.064
2010,NUTS,2010,BE321,3,3.224
2011,NUTS,2010,BE321,3,2.359
2012,NUTS,2010,BE321,3,3.404
2003,NUTS,2010,BE322,3,3.408
2004,NUTS,2010,BE322,3,5.884
2005,NUTS,2010,BE322,3,4.822
2006,NUTS,2010,BE322,3,5.387
2007,NUTS,2010,BE322,3,3.957
2008,NUTS,2010,BE322,3,6.144
2009,NUTS,2010,BE322,3,5.051
2010,NUTS,2010,BE322,3,4.89
2011,NUTS,2010,BE322,3,4.245
2012,NUTS,2010,BE322,3,0.659
2003,NUTS,2010,BE323,3,6.527
2004,NUTS,2010,BE323,3,4.941
2005,NUTS,2010,BE323,3,3.753
2006,NUTS,2010,BE323,3,4.081
2007,NUTS,2010,BE323,3,3.149
2008,NUTS,2010,BE323,3,2.59
2009,NUTS,2010,BE323,3,0.977
2010,NUTS,2010,BE323,3,2.745
2011,NUTS,2010,BE323,3,3.067
2012,NUTS,2010,BE323,3,2.591
2003,NUTS,2010,BE324,3,1.435
2004,NUTS,2010,BE324,3,2.982
2005,NUTS,2010,BE324,3,0.182
2006,NUTS,2010,BE324,3,0.33
2007,NUTS,2010,BE324,3,0.775
2008,NUTS,2010,BE324,3,0.277
2009,NUTS,2010,BE324,3,0.683
2010,NUTS,2010,BE324,3,0.4
2011,NUTS,2010,BE324,3,1.793
2012,NUTS,2010,BE324,3,0.554
2003,NUTS,2010,BE325,3,5.646
2004,NUTS,2010,BE325,3,3.338
2005,NUTS,2010,BE325,3,5.078
2006,NUTS,2010,BE325,3,7.061
2007,NUTS,2010,BE325,3,4.343
2008,NUTS,2010,BE325,3,5.294
2009,NUTS,2010,BE325,3,6.114
2010,NUTS,2010,BE325,3,4.538
2011,NUTS,2010,BE325,3,4.407
2012,NUTS,2010,BE325,3,3.427
2003,NUTS,2010,BE326,3,3.12
2004,NUTS,2010,BE326,3,2.483
2005,NUTS,2010,BE326,3,1.62
2006,NUTS,2010,BE326,3,4.417
2007,NUTS,2010,BE326,3,1.974
2008,NUTS,2010,BE326,3,3.348
2009,NUTS,2010,BE326,3,1.65
2010,NUTS,2010,BE326,3,3.19
2011,NUTS,2010,BE326,3,2.969
2012,NUTS,2010,BE326,3,1.862
2003,NUTS,2010,BE327,3,1.555
2004,NUTS,2010,BE327,3,0.418
2005,NUTS,2010,BE327,3,1.509
2006,NUTS,2010,BE327,3,2.667
2007,NUTS,2010,BE327,3,3.277
2008,NUTS,2010,BE327,3,2.186
2009,NUTS,2010,BE327,3,2.252
2010,NUTS,2010,BE327,3,1.747
2011,NUTS,2010,BE327,3,1.322
2012,NUTS,2010,BE327,3,1.428
2003,NUTS,2010,BE33,2,5.819
2004,NUTS,2010,BE33,2,5.451
2005,NUTS,2010,BE33,2,4.277
2006,NUTS,2010,BE33,2,4.12
2007,NUTS,2010,BE33,2,3.989
2008,NUTS,2010,BE33,2,3.958
2009,NUTS,2010,BE33,2,3.087
2010,NUTS,2010,BE33,2,4.143
2011,NUTS,2010,BE33,2,3.506
2012,NUTS,2010,BE33,2,3.404
2003,NUTS,2010,BE331,3,4.262
2004,NUTS,2010,BE331,3,4.825
2005,NUTS,2010,BE331,3,2.698
2006,NUTS,2010,BE331,3,5.057
2007,NUTS,2010,BE331,3,2.788
2008,NUTS,2010,BE331,3,3.533
2009,NUTS,2010,BE331,3,3.458
2010,NUTS,2010,BE331,3,2.723
2011,NUTS,2010,BE331,3,2.05
2012,NUTS,2010,BE331,3,1.974
2003,NUTS,2010,BE332,3,5.508
2004,NUTS,2010,BE332,3,4.947
2005,NUTS,2010,BE332,3,4.392
2006,NUTS,2010,BE332,3,3.731
2007,NUTS,2010,BE332,3,3.069
2008,NUTS,2010,BE332,3,3.779
2009,NUTS,2010,BE332,3,2.875
2010,NUTS,2010,BE332,3,3.588
2011,NUTS,2010,BE332,3,2.979
2012,NUTS,2010,BE332,3,2.561
2003,NUTS,2010,BE334,3,11.754
2004,NUTS,2010,BE334,3,6.948
2005,NUTS,2010,BE334,3,6.689
2006,NUTS,2010,BE334,3,5.641
2007,NUTS,2010,BE334,3,8.591
2008,NUTS,2010,BE334,3,6.054
2009,NUTS,2010,BE334,3,4.703
2010,NUTS,2010,BE334,3,8.242
2011,NUTS,2010,BE334,3,5.428
2012,NUTS,2010,BE334,3,6.323
2003,NUTS,2010,BE335,3,4.702
2004,NUTS,2010,BE335,3,5.557
2005,NUTS,2010,BE335,3,3.324
2006,NUTS,2010,BE335,3,3.183
2007,NUTS,2010,BE335,3,4.211
2008,NUTS,2010,BE335,3,2.537
2009,NUTS,2010,BE335,3,2.078
2010,NUTS,2010,BE335,3,3.67
2011,NUTS,2010,BE335,3,4.692
2012,NUTS,2010,BE335,3,4.911
2003,NUTS,2010,BE336,3,9.559
2004,NUTS,2010,BE336,3,9.317
2005,NUTS,2010,BE336,3,6.026
2006,NUTS,2010,BE336,3,7.626
2007,NUTS,2010,BE336,3,10.044
2008,NUTS,2010,BE336,3,8.108
2009,NUTS,2010,BE336,3,5.88
2010,NUTS,2010,BE336,3,9.518
2011,NUTS,2010,BE336,3,5.953
2012,NUTS,2010,BE336,3,7.035
2003,NUTS,2010,BE34,2,7.48
2004,NUTS,2010,BE34,2,7.475
2005,NUTS,2010,BE34,2,5.316
2006,NUTS,2010,BE34,2,3.872
2007,NUTS,2010,BE34,2,5.868
2008,NUTS,2010,BE34,2,6.372
2009,NUTS,2010,BE34,2,5.055
2010,NUTS,2010,BE34,2,4.817
2011,NUTS,2010,BE34,2,6.586
2012,NUTS,2010,BE34,2,5.018
2003,NUTS,2010,BE341,3,11.615
2004,NUTS,2010,BE341,3,16.301
2005,NUTS,2010,BE341,3,7.673
2006,NUTS,2010,BE341,3,8.987
2007,NUTS,2010,BE341,3,11.921
2008,NUTS,2010,BE341,3,16.311
2009,NUTS,2010,BE341,3,13.809
2010,NUTS,2010,BE341,3,14.153
2011,NUTS,2010,BE341,3,13.428
2012,NUTS,2010,BE341,3,8.347
2003,NUTS,2010,BE342,3,9.331
2004,NUTS,2010,BE342,3,4.559
2005,NUTS,2010,BE342,3,4.941
2006,NUTS,2010,BE342,3,5.879
2007,NUTS,2010,BE342,3,6.352
2008,NUTS,2010,BE342,3,8.116
2009,NUTS,2010,BE342,3,2.839
2010,NUTS,2010,BE342,3,2.441
2011,NUTS,2010,BE342,3,6.654
2012,NUTS,2010,BE342,3,5.734
2003,NUTS,2010,BE343,3,0.752
2004,NUTS,2010,BE343,3,0.658
2005,NUTS,2010,BE343,3,2.736
2006,NUTS,2010,BE343,3,1.301
2007,NUTS,2010,BE343,3,3.05
2008,NUTS,2010,BE343,3,1.687
2009,NUTS,2010,BE343,3,0.411
2010,NUTS,2010,BE343,3,0.369
2011,NUTS,2010,BE343,3,0.7
2012,NUTS,2010,BE343,3,1.562
2003,NUTS,2010,BE344,3,2.399
2004,NUTS,2010,BE344,3,0.505
2005,NUTS,2010,BE344,3,1.89
2006,NUTS,2010,BE344,3,0.363
2007,NUTS,2010,BE344,3,1.786
2009,NUTS,2010,BE344,3,0.877
2010,NUTS,2010,BE344,3,1.598
2011,NUTS,2010,BE344,3,3.238
2012,NUTS,2010,BE344,3,0.65
2003,NUTS,2010,BE345,3,17.182
2004,NUTS,2010,BE345,3,17.824
2005,NUTS,2010,BE345,3,10.951
2006,NUTS,2010,BE345,3,3.674
2007,NUTS,2010,BE345,3,6.75
2008,NUTS,2010,BE345,3,6.972
2009,NUTS,2010,BE345,3,8.005
2010,NUTS,2010,BE345,3,5.314
2011,NUTS,2010,BE345,3,11.085
2012,NUTS,2010,BE345,3,12.621
2003,NUTS,2010,BE35,2,4.294
2004,NUTS,2010,BE35,2,3.314
2005,NUTS,2010,BE35,2,4.222
2006,NUTS,2010,BE35,2,3.478
2007,NUTS,2010,BE35,2,2.529
2008,NUTS,2010,BE35,2,2.108
2009,NUTS,2010,BE35,2,2.09
2010,NUTS,2010,BE35,2,2.665
2011,NUTS,2010,BE35,2,2.599
2012,NUTS,2010,BE35,2,1.727
2003,NUTS,2010,BE351,3,1.508
2004,NUTS,2010,BE351,3,0.865
2005,NUTS,2010,BE351,3,0.697
2006,NUTS,2010,BE351,3,2.728
2007,NUTS,2010,BE351,3,0.826
2008,NUTS,2010,BE351,3,1.692
2009,NUTS,2010,BE351,3,1.233
2010,NUTS,2010,BE351,3,0.635
2011,NUTS,2010,BE351,3,0.768
2012,NUTS,2010,BE351,3,0.062
2003,NUTS,2010,BE352,3,5.234
2004,NUTS,2010,BE352,3,4.381
2005,NUTS,2010,BE352,3,4.808
2006,NUTS,2010,BE352,3,4.129
2007,NUTS,2010,BE352,3,3.132
2008,NUTS,2010,BE352,3,2.387
2009,NUTS,2010,BE352,3,2.326
2010,NUTS,2010,BE352,3,3.231
2011,NUTS,2010,BE352,3,3.173
2012,NUTS,2010,BE352,3,2.244
2003,NUTS,2010,BE353,3,2.669
2005,NUTS,2010,BE353,3,6.499
2007,NUTS,2010,BE353,3,1.264
2008,NUTS,2010,BE353,3,0.8
2009,NUTS,2010,BE353,3,1.988
2010,NUTS,2010,BE353,3,2.26
2011,NUTS,2010,BE353,3,1.84
2012,NUTS,2010,BE353,3,1.203
2003,NUTS,2010,BEZ,1,7.238
2004,NUTS,2010,BEZ,1,1.727
2005,NUTS,2010,BEZ,1,14.802
2006,NUTS,2010,BEZ,1,12.356
2007,NUTS,2010,BEZ,1,14.637
2008,NUTS,2010,BEZ,1,5.484
2009,NUTS,2010,BEZ,1,4.767
2010,NUTS,2010,BEZ,1,9.796
2011,NUTS,2010,BEZ,1,9.565
2012,NUTS,2010,BEZ,1,16.03
2003,NUTS,2010,BEZZ,2,7.238
2004,NUTS,2010,BEZZ,2,1.727
2005,NUTS,2010,BEZZ,2,14.802
2006,NUTS,2010,BEZZ,2,12.356
2007,NUTS,2010,BEZZ,2,14.637
2008,NUTS,2010,BEZZ,2,5.484
2009,NUTS,2010,BEZZ,2,4.767
2010,NUTS,2010,BEZZ,2,9.796
2011,NUTS,2010,BEZZ,2,9.565
2012,NUTS,2010,BEZZ,2,16.03
2003,NUTS,2010,BEZZZ,3,7.238
2004,NUTS,2010,BEZZZ,3,1.727
2005,NUTS,2010,BEZZZ,3,14.802
2006,NUTS,2010,BEZZZ,3,12.356
2007,NUTS,2010,BEZZZ,3,14.637
2008,NUTS,2010,BEZZZ,3,5.484
2009,NUTS,2010,BEZZZ,3,4.767
2010,NUTS,2010,BEZZZ,3,9.796
2011,NUTS,2010,BEZZZ,3,9.565
2012,NUTS,2010,BEZZZ,3,16.03
2000,NUTS,2010,BG,0,0.52
2001,NUTS,2010,BG,0,1.008
2002,NUTS,2010,BG,0,0.839
2003,NUTS,2010,BG,0,1.136
2004,NUTS,2010,BG,0,0.838
2005,NUTS,2010,BG,0,0.972
2006,NUTS,2010,BG,0,0.992
2007,NUTS,2010,BG,0,0.372
2008,NUTS,2010,BG,0,0.499
2009,NUTS,2010,BG,0,0.425
2010,NUTS,2010,BG,0,0.45
2011,NUTS,2010,BG,0,0.644
2012,NUTS,2010,BG,0,0.733
2000,NUTS,2010,BG3,1,0.028
2001,NUTS,2010,BG3,1,0.617
2002,NUTS,2010,BG3,1,0.581
2003,NUTS,2010,BG3,1,0.944
2004,NUTS,2010,BG3,1,0.538
2005,NUTS,2010,BG3,1,0.649
2006,NUTS,2010,BG3,1,0.438
2007,NUTS,2010,BG3,1,0.287
2008,NUTS,2010,BG3,1,0.317
2009,NUTS,2010,BG3,1,0.185
2010,NUTS,2010,BG3,1,0.093
2011,NUTS,2010,BG3,1,0.402
2012,NUTS,2010,BG3,1,0.373
2001,NUTS,2010,BG31,2,0.613
2002,NUTS,2010,BG31,2,0.529
2003,NUTS,2010,BG31,2,0.261
2004,NUTS,2010,BG31,2,0.489
2005,NUTS,2010,BG31,2,0.664
2006,NUTS,2010,BG31,2,0.427
2007,NUTS,2010,BG31,2,0.436
2008,NUTS,2010,BG31,2,0.339
2012,NUTS,2010,BG31,2,0.395
2001,NUTS,2010,BG311,3,0.567
2006,NUTS,2010,BG311,3,4.115
2007,NUTS,2010,BG311,3,0.883
2012,NUTS,2010,BG311,3,0.607
2003,NUTS,2010,BG312,3,1.761
2005,NUTS,2010,BG312,3,1.475
2001,NUTS,2010,BG313,3,1.894
2007,NUTS,2010,BG313,3,0.371
2012,NUTS,2010,BG313,3,1.153
2005,NUTS,2010,BG314,3,1.481
2008,NUTS,2010,BG314,3,1.164
2002,NUTS,2010,BG315,3,3.226
2004,NUTS,2010,BG315,3,2.809
2007,NUTS,2010,BG315,3,1.314
2001,NUTS,2010,BG32,2,0.613
2002,NUTS,2010,BG32,2,0.827
2003,NUTS,2010,BG32,2,1.861
2004,NUTS,2010,BG32,2,0.491
