year,region_type,region_year_spec,region_id,region_level,pat_ep_rtot_p_mhab
2012,NUTS,2010,IE023,3,50.009
2011,NUTS,2010,IE024,3,28.712
2012,NUTS,2010,IE024,3,32.113
2011,NUTS,2010,IE025,3,70.762
2012,NUTS,2010,IE025,3,21.301
2011,NUTS,2010,IS,0,72.35
2012,NUTS,2010,IS,0,68.059
2011,NUTS,2010,IS0,1,72.35
2012,NUTS,2010,IS0,1,64.617
2011,NUTS,2010,IS00,2,72.35
2012,NUTS,2010,IS00,2,64.617
2011,NUTS,2010,IS001,3,106.652
2012,NUTS,2010,IS001,3,97.842
2011,NUTS,2010,IS002,3,12.574
2012,NUTS,2010,IS002,3,6.294
2011,NUTS,2010,IT,0,73.855
2012,NUTS,2010,IT,0,60.207
2011,NUTS,2010,ITC,1,116.789
2012,NUTS,2010,ITC,1,89.373
2011,NUTS,2010,ITC1,2,117.664
2012,NUTS,2010,ITC1,2,92.299
2011,NUTS,2010,ITC11,3,145.814
2012,NUTS,2010,ITC11,3,116.659
2011,NUTS,2010,ITC12,3,87.744
2012,NUTS,2010,ITC12,3,47.175
2011,NUTS,2010,ITC13,3,30.063
2012,NUTS,2010,ITC13,3,33.376
2011,NUTS,2010,ITC14,3,38.088
2012,NUTS,2010,ITC14,3,20.302
2011,NUTS,2010,ITC15,3,162.749
2012,NUTS,2010,ITC15,3,94.501
2011,NUTS,2010,ITC16,3,78.03
2012,NUTS,2010,ITC16,3,49.82
2011,NUTS,2010,ITC17,3,75.419
2012,NUTS,2010,ITC17,3,52.804
2011,NUTS,2010,ITC18,3,86.844
2012,NUTS,2010,ITC18,3,111.628
2011,NUTS,2010,ITC2,2,27.927
2012,NUTS,2010,ITC2,2,51.493
2011,NUTS,2010,ITC20,3,27.927
2012,NUTS,2010,ITC20,3,51.493
2011,NUTS,2010,ITC3,2,66.875
2012,NUTS,2010,ITC3,2,57.448
2011,NUTS,2010,ITC31,3,12.539
2012,NUTS,2010,ITC31,3,9.343
2011,NUTS,2010,ITC32,3,65.044
2012,NUTS,2010,ITC32,3,48.463
2011,NUTS,2010,ITC33,3,88.178
2012,NUTS,2010,ITC33,3,73.378
2011,NUTS,2010,ITC34,3,39.064
2012,NUTS,2010,ITC34,3,53.863
2011,NUTS,2010,ITC4,2,125.69
2012,NUTS,2010,ITC4,2,93.711
2011,NUTS,2010,ITC41,3,169.802
2012,NUTS,2010,ITC41,3,130.501
2011,NUTS,2010,ITC42,3,155.851
2012,NUTS,2010,ITC42,3,96.235
2011,NUTS,2010,ITC43,3,186.875
2012,NUTS,2010,ITC43,3,110.107
2011,NUTS,2010,ITC44,3,38.236
2012,NUTS,2010,ITC44,3,44.256
2011,NUTS,2010,ITC46,3,123.403
2012,NUTS,2010,ITC46,3,116.59
2011,NUTS,2010,ITC47,3,111.648
2012,NUTS,2010,ITC47,3,75.997
2011,NUTS,2010,ITC48,3,64.759
2012,NUTS,2010,ITC48,3,44.748
2011,NUTS,2010,ITC49,3,62.847
2012,NUTS,2010,ITC49,3,76.366
2011,NUTS,2010,ITC4A,3,108.513
2012,NUTS,2010,ITC4A,3,77.968
2011,NUTS,2010,ITC4B,3,103.714
2012,NUTS,2010,ITC4B,3,55.416
2011,NUTS,2010,ITC4C,3,137.005
2012,NUTS,2010,ITC4C,3,97.162
2011,NUTS,2010,ITC4D,3,109.681
2012,NUTS,2010,ITC4D,3,103.039
2011,NUTS,2010,ITF,1,14.075
2012,NUTS,2010,ITF,1,10.394
2011,NUTS,2010,ITF1,2,39.173
2012,NUTS,2010,ITF1,2,19.58
2011,NUTS,2010,ITF11,3,35.164
2012,NUTS,2010,ITF11,3,14.258
2011,NUTS,2010,ITF12,3,32.146
2012,NUTS,2010,ITF12,3,19.597
2011,NUTS,2010,ITF13,3,63.196
2012,NUTS,2010,ITF13,3,24.11
2011,NUTS,2010,ITF14,3,28.349
2012,NUTS,2010,ITF14,3,19.987
2011,NUTS,2010,ITF2,2,9.003
2012,NUTS,2010,ITF2,2,2.938
2011,NUTS,2010,ITF21,3,2.862
2012,NUTS,2010,ITF21,3,4.368
2011,NUTS,2010,ITF22,3,11.366
2012,NUTS,2010,ITF22,3,2.388
2011,NUTS,2010,ITF3,2,10.255
2012,NUTS,2010,ITF3,2,9.741
2011,NUTS,2010,ITF31,3,6.449
2012,NUTS,2010,ITF31,3,8.473
2011,NUTS,2010,ITF32,3,8.747
2012,NUTS,2010,ITF32,3,14.935
2011,NUTS,2010,ITF33,3,10.981
2012,NUTS,2010,ITF33,3,9.482
2011,NUTS,2010,ITF34,3,4.927
2012,NUTS,2010,ITF34,3,15.04
2011,NUTS,2010,ITF35,3,13.865
2012,NUTS,2010,ITF35,3,8.082
2011,NUTS,2010,ITF4,2,16.356
2012,NUTS,2010,ITF4,2,9.543
2011,NUTS,2010,ITF43,3,2.273
2012,NUTS,2010,ITF43,3,7.138
2011,NUTS,2010,ITF44,3,13.145
2012,NUTS,2010,ITF44,3,2.497
2011,NUTS,2010,ITF45,3,21.735
2012,NUTS,2010,ITF45,3,11.87
2011,NUTS,2010,ITF46,3,8.038
2012,NUTS,2010,ITF46,3,5.594
2011,NUTS,2010,ITF47,3,28.27
2012,NUTS,2010,ITF47,3,15.216
2011,NUTS,2010,ITF48,3,5.086
2012,NUTS,2010,ITF48,3,3.829
2011,NUTS,2010,ITF5,2,9.838
2012,NUTS,2010,ITF5,2,10.302
2011,NUTS,2010,ITF51,3,12.027
2012,NUTS,2010,ITF51,3,15.761
2011,NUTS,2010,ITF52,3,5.694
2011,NUTS,2010,ITF6,2,5.93
2012,NUTS,2010,ITF6,2,9.166
2011,NUTS,2010,ITF61,3,4.783
2012,NUTS,2010,ITF61,3,10.086
2011,NUTS,2010,ITF62,3,6.665
2011,NUTS,2010,ITF63,3,14.782
2012,NUTS,2010,ITF63,3,20.151
2011,NUTS,2010,ITF64,3,1.524
2011,NUTS,2010,ITF65,3,2.716
2012,NUTS,2010,ITF65,3,6.354
2011,NUTS,2010,ITG,1,6.398
2012,NUTS,2010,ITG,1,4.705
2011,NUTS,2010,ITG1,2,5.941
2012,NUTS,2010,ITG1,2,4.378
2012,NUTS,2010,ITG11,3,4.656
2011,NUTS,2010,ITG12,3,2.21
2012,NUTS,2010,ITG12,3,4.829
2011,NUTS,2010,ITG13,3,5.633
2012,NUTS,2010,ITG13,3,2.464
2011,NUTS,2010,ITG14,3,0.492
2012,NUTS,2010,ITG14,3,2.24
2011,NUTS,2010,ITG15,3,0.512
2012,NUTS,2010,ITG15,3,3.664
2011,NUTS,2010,ITG16,3,0.978
2011,NUTS,2010,ITG17,3,16.585
2012,NUTS,2010,ITG17,3,5.603
2011,NUTS,2010,ITG18,3,12.063
2012,NUTS,2010,ITG18,3,3.25
2011,NUTS,2010,ITG19,3,2.997
2012,NUTS,2010,ITG19,3,8.127
2011,NUTS,2010,ITG2,2,7.791
2012,NUTS,2010,ITG2,2,5.703
2011,NUTS,2010,ITG25,3,5.789
2012,NUTS,2010,ITG25,3,2.715
2011,NUTS,2010,ITG27,3,13.2
2012,NUTS,2010,ITG27,3,7.583
2011,NUTS,2010,ITG28,3,7.59
2012,NUTS,2010,ITG28,3,8.676
2011,NUTS,2010,ITG29,3,15.844
2012,NUTS,2010,ITG29,3,19.071
2011,NUTS,2010,ITH,1,138.099
2012,NUTS,2010,ITH,1,124.969
2011,NUTS,2010,ITH1,2,144.615
2012,NUTS,2010,ITH1,2,124.963
2011,NUTS,2010,ITH10,3,144.615
2012,NUTS,2010,ITH10,3,124.963
2011,NUTS,2010,ITH2,2,85.285
2012,NUTS,2010,ITH2,2,54.737
2011,NUTS,2010,ITH20,3,85.285
2012,NUTS,2010,ITH20,3,54.737
2011,NUTS,2010,ITH3,2,113.496
2012,NUTS,2010,ITH3,2,101.837
2011,NUTS,2010,ITH31,3,86.978
2012,NUTS,2010,ITH31,3,77.571
2011,NUTS,2010,ITH32,3,162.849
2012,NUTS,2010,ITH32,3,152.993
2011,NUTS,2010,ITH33,3,70.403
2012,NUTS,2010,ITH33,3,60.319
2011,NUTS,2010,ITH34,3,173.757
2012,NUTS,2010,ITH34,3,128.828
2011,NUTS,2010,ITH35,3,51.762
2012,NUTS,2010,ITH35,3,59.283
2011,NUTS,2010,ITH36,3,116.75
2012,NUTS,2010,ITH36,3,115.605
2011,NUTS,2010,ITH37,3,60.154
2012,NUTS,2010,ITH37,3,45.258
2011,NUTS,2010,ITH4,2,199.853
2012,NUTS,2010,ITH4,2,217.363
2011,NUTS,2010,ITH41,3,496.898
2012,NUTS,2010,ITH41,3,647.079
2011,NUTS,2010,ITH42,3,93.698
2012,NUTS,2010,ITH42,3,72.12
2011,NUTS,2010,ITH43,3,74.041
2012,NUTS,2010,ITH43,3,45.528
2011,NUTS,2010,ITH44,3,123.98
2012,NUTS,2010,ITH44,3,80.754
2011,NUTS,2010,ITH5,2,153.869
2012,NUTS,2010,ITH5,2,133.407
2011,NUTS,2010,ITH51,3,82.104
2012,NUTS,2010,ITH51,3,64.618
2011,NUTS,2010,ITH52,3,220.229
2012,NUTS,2010,ITH52,3,179.486
2011,NUTS,2010,ITH53,3,155.969
2012,NUTS,2010,ITH53,3,136.489
2011,NUTS,2010,ITH54,3,172.636
2012,NUTS,2010,ITH54,3,155.346
2011,NUTS,2010,ITH55,3,212.403
2012,NUTS,2010,ITH55,3,201.055
2011,NUTS,2010,ITH56,3,164.534
2012,NUTS,2010,ITH56,3,148.021
2011,NUTS,2010,ITH57,3,91.825
2012,NUTS,2010,ITH57,3,71.093
2011,NUTS,2010,ITH58,3,71.872
2012,NUTS,2010,ITH58,3,39.905
2011,NUTS,2010,ITH59,3,70.272
2012,NUTS,2010,ITH59,3,48.132
2011,NUTS,2010,ITI,1,57.061
2012,NUTS,2010,ITI,1,42.153
2011,NUTS,2010,ITI1,2,79.5
2012,NUTS,2010,ITI1,2,65.206
2011,NUTS,2010,ITI11,3,42.906
2012,NUTS,2010,ITI11,3,23.817
2011,NUTS,2010,ITI12,3,72.442
2012,NUTS,2010,ITI12,3,46.978
2011,NUTS,2010,ITI13,3,35.752
2012,NUTS,2010,ITI13,3,39.632
2011,NUTS,2010,ITI14,3,104.681
2012,NUTS,2010,ITI14,3,74.488
2011,NUTS,2010,ITI15,3,22.734
2012,NUTS,2010,ITI15,3,34.611
2011,NUTS,2010,ITI16,3,88.0
2012,NUTS,2010,ITI16,3,100.457
2011,NUTS,2010,ITI17,3,158.359
2012,NUTS,2010,ITI17,3,112.288
2011,NUTS,2010,ITI18,3,40.66
2012,NUTS,2010,ITI18,3,60.472
2011,NUTS,2010,ITI19,3,102.974
2012,NUTS,2010,ITI19,3,79.581
2011,NUTS,2010,ITI1A,3,7.254
2012,NUTS,2010,ITI1A,3,9.858
2011,NUTS,2010,ITI2,2,37.782
2012,NUTS,2010,ITI2,2,33.355
2011,NUTS,2010,ITI21,3,46.945
2012,NUTS,2010,ITI21,3,38.977
2011,NUTS,2010,ITI22,3,11.529
2012,NUTS,2010,ITI22,3,17.221
2011,NUTS,2010,ITI3,2,77.408
2012,NUTS,2010,ITI3,2,58.565
2011,NUTS,2010,ITI31,3,70.846
2012,NUTS,2010,ITI31,3,58.372
2011,NUTS,2010,ITI32,3,122.521
2012,NUTS,2010,ITI32,3,94.375
2011,NUTS,2010,ITI33,3,43.626
2012,NUTS,2010,ITI33,3,35.068
2011,NUTS,2010,ITI34,3,47.68
2012,NUTS,2010,ITI34,3,32.924
2011,NUTS,2010,ITI35,3,66.502
2012,NUTS,2010,ITI35,3,35.752
2011,NUTS,2010,ITI4,2,39.428
2012,NUTS,2010,ITI4,2,23.593
2011,NUTS,2010,ITI41,3,8.108
2012,NUTS,2010,ITI41,3,10.138
2011,NUTS,2010,ITI42,3,27.84
2012,NUTS,2010,ITI42,3,10.522
2011,NUTS,2010,ITI43,3,48.108
2012,NUTS,2010,ITI43,3,29.049
2011,NUTS,2010,ITI44,3,17.041
2012,NUTS,2010,ITI44,3,6.919
2011,NUTS,2010,ITI45,3,17.436
2012,NUTS,2010,ITI45,3,10.461
2011,NUTS,2010,LT,0,5.847
2012,NUTS,2010,LT,0,8.653
2011,NUTS,2010,LT0,1,5.847
2012,NUTS,2010,LT0,1,8.653
2011,NUTS,2010,LT00,2,5.847
2012,NUTS,2010,LT00,2,8.653
2012,NUTS,2010,LT001,3,6.452
2011,NUTS,2010,LT002,3,2.786
2012,NUTS,2010,LT002,3,4.353
2011,NUTS,2010,LT003,3,8.822
2012,NUTS,2010,LT003,3,2.987
2011,NUTS,2010,LT004,3,3.083
2012,NUTS,2010,LT004,3,6.279
2011,NUTS,2010,LT005,3,3.978
2012,NUTS,2010,LT005,3,1.583
2011,NUTS,2010,LT006,3,4.949
2012,NUTS,2010,LT006,3,4.496
2012,NUTS,2010,LT009,3,6.711
2011,NUTS,2010,LT00A,3,12.507
2012,NUTS,2010,LT00A,3,21.901
2011,NUTS,2010,LU,0,136.078
2012,NUTS,2010,LU,0,110.221
2011,NUTS,2010,LU0,1,136.078
2012,NUTS,2010,LU0,1,110.221
2011,NUTS,2010,LU00,2,136.078
2012,NUTS,2010,LU00,2,110.221
2011,NUTS,2010,LU000,3,136.078
2012,NUTS,2010,LU000,3,110.221
2011,NUTS,2010,LV,0,8.619
2012,NUTS,2010,LV,0,12.016
2011,NUTS,2010,LV0,1,8.561
2012,NUTS,2010,LV0,1,12.016
2011,NUTS,2010,LV00,2,8.561
2012,NUTS,2010,LV00,2,12.016
2012,NUTS,2010,LV003,3,7.019
2011,NUTS,2010,LV005,3,0.361
2012,NUTS,2010,LV005,3,1.107
2011,NUTS,2010,LV006,3,15.301
2012,NUTS,2010,LV006,3,26.991
2011,NUTS,2010,LV007,3,13.685
2012,NUTS,2010,LV007,3,10.942
2012,NUTS,2010,LV008,3,1.581
2011,NUTS,2010,LV009,3,9.682
2012,NUTS,2010,LV009,3,1.75
2011,NUTS,2010,MT,0,0.795
2012,NUTS,2010,MT,0,11.975
2012,NUTS,2010,MT0,1,9.58
2012,NUTS,2010,MT00,2,9.58
2012,NUTS,2010,MT001,3,10.359
2011,NUTS,2010,NL,0,205.581
2012,NUTS,2010,NL,0,158.046
2011,NUTS,2010,NL1,1,62.065
2012,NUTS,2010,NL1,1,39.328
2011,NUTS,2010,NL11,2,80.651
2012,NUTS,2010,NL11,2,37.598
2011,NUTS,2010,NL111,3,71.735
2012,NUTS,2010,NL111,3,26.528
2011,NUTS,2010,NL112,3,99.115
2012,NUTS,2010,NL112,3,44.537
2011,NUTS,2010,NL113,3,81.851
2012,NUTS,2010,NL113,3,41.089
2011,NUTS,2010,NL12,2,60.36
2012,NUTS,2010,NL12,2,37.391
2011,NUTS,2010,NL121,3,54.644
2012,NUTS,2010,NL121,3,35.072
2011,NUTS,2010,NL122,3,84.955
2012,NUTS,2010,NL122,3,69.272
2011,NUTS,2010,NL123,3,56.942
2012,NUTS,2010,NL123,3,24.846
2011,NUTS,2010,NL13,2,42.388
2012,NUTS,2010,NL13,2,43.928
2011,NUTS,2010,NL131,3,43.891
2012,NUTS,2010,NL131,3,49.943
2011,NUTS,2010,NL132,3,42.799
2012,NUTS,2010,NL132,3,45.434
2011,NUTS,2010,NL133,3,39.66
2012,NUTS,2010,NL133,3,33.202
2011,NUTS,2010,NL2,1,120.721
2012,NUTS,2010,NL2,1,94.7
2011,NUTS,2010,NL21,2,129.938
2012,NUTS,2010,NL21,2,101.69
2011,NUTS,2010,NL211,3,96.614
2012,NUTS,2010,NL211,3,77.063
2011,NUTS,2010,NL212,3,79.777
2012,NUTS,2010,NL212,3,66.761
2011,NUTS,2010,NL213,3,161.183
2012,NUTS,2010,NL213,3,124.293
2011,NUTS,2010,NL22,2,130.585
2012,NUTS,2010,NL22,2,96.666
2011,NUTS,2010,NL221,3,139.174
2012,NUTS,2010,NL221,3,96.235
2011,NUTS,2010,NL224,3,135.511
2012,NUTS,2010,NL224,3,102.414
2011,NUTS,2010,NL225,3,97.178
2012,NUTS,2010,NL225,3,122.373
2011,NUTS,2010,NL226,3,139.892
2012,NUTS,2010,NL226,3,80.709
2011,NUTS,2010,NL23,2,43.601
2012,NUTS,2010,NL23,2,64.598
2011,NUTS,2010,NL230,3,43.601
2012,NUTS,2010,NL230,3,64.598
2011,NUTS,2010,NL3,1,123.941
2012,NUTS,2010,NL3,1,102.13
2011,NUTS,2010,NL31,2,101.994
2012,NUTS,2010,NL31,2,105.002
2011,NUTS,2010,NL310,3,101.994
2012,NUTS,2010,NL310,3,105.002
2011,NUTS,2010,NL32,2,120.391
2012,NUTS,2010,NL32,2,81.33
2011,NUTS,2010,NL321,3,69.049
2012,NUTS,2010,NL321,3,47.525
2011,NUTS,2010,NL322,3,94.638
2012,NUTS,2010,NL322,3,43.048
2011,NUTS,2010,NL323,3,237.307
2012,NUTS,2010,NL323,3,154.617
2011,NUTS,2010,NL324,3,75.406
2012,NUTS,2010,NL324,3,60.295
2011,NUTS,2010,NL325,3,52.107
2012,NUTS,2010,NL325,3,58.332
2011,NUTS,2010,NL326,3,140.554
2012,NUTS,2010,NL326,3,95.23
2011,NUTS,2010,NL327,3,111.911
2012,NUTS,2010,NL327,3,72.926
2011,NUTS,2010,NL33,2,139.775
2012,NUTS,2010,NL33,2,121.915
2011,NUTS,2010,NL332,3,97.577
2012,NUTS,2010,NL332,3,80.242
2011,NUTS,2010,NL333,3,774.789
2012,NUTS,2010,NL333,3,648.255
2011,NUTS,2010,NL337,3,148.66
2012,NUTS,2010,NL337,3,106.055
2011,NUTS,2010,NL338,3,63.066
2012,NUTS,2010,NL338,3,66.038
2011,NUTS,2010,NL339,3,91.893
2012,NUTS,2010,NL339,3,90.239
2011,NUTS,2010,NL33A,3,98.054
2012,NUTS,2010,NL33A,3,88.312
2011,NUTS,2010,NL34,2,73.231
2012,NUTS,2010,NL34,2,56.318
2011,NUTS,2010,NL341,3,95.944
2012,NUTS,2010,NL341,3,66.155
2011,NUTS,2010,NL342,3,64.434
2012,NUTS,2010,NL342,3,52.519
2011,NUTS,2010,NL4,1,533.624
2012,NUTS,2010,NL4,1,396.413
2011,NUTS,2010,NL41,2,664.701
2012,NUTS,2010,NL41,2,495.976
2011,NUTS,2010,NL411,3,98.336
2012,NUTS,2010,NL411,3,86.281
2011,NUTS,2010,NL412,3,119.134
2012,NUTS,2010,NL412,3,71.706
2011,NUTS,2010,NL413,3,132.97
2012,NUTS,2010,NL413,3,115.073
2011,NUTS,2010,NL414,3,1936.686
2012,NUTS,2010,NL414,3,1430.109
2011,NUTS,2010,NL42,2,247.072
2012,NUTS,2010,NL42,2,178.002
2011,NUTS,2010,NL421,3,253.764
2012,NUTS,2010,NL421,3,164.918
2011,NUTS,2010,NL422,3,559.965
2012,NUTS,2010,NL422,3,418.66
2011,NUTS,2010,NL423,3,122.787
2012,NUTS,2010,NL423,3,90.742
2011,NUTS,2010,NO,0,98.976
2012,NUTS,2010,NO,0,81.013
2011,NUTS,2010,NO0,1,98.409
2012,NUTS,2010,NO0,1,79.93
2011,NUTS,2010,NO01,2,130.66
2012,NUTS,2010,NO01,2,125.178
2011,NUTS,2010,NO011,3,144.152
2012,NUTS,2010,NO011,3,145.463
2011,NUTS,2010,NO012,3,115.843
2012,NUTS,2010,NO012,3,102.813
2011,NUTS,2010,NO02,2,29.573
2012,NUTS,2010,NO02,2,13.239
2011,NUTS,2010,NO021,3,12.629
2012,NUTS,2010,NO021,3,7.78
2011,NUTS,2010,NO022,3,47.021
2012,NUTS,2010,NO022,3,18.862
2011,NUTS,2010,NO03,2,68.596
2012,NUTS,2010,NO03,2,57.413
2011,NUTS,2010,NO031,3,51.341
2012,NUTS,2010,NO031,3,34.417
2011,NUTS,2010,NO032,3,73.954
2012,NUTS,2010,NO032,3,45.066
2011,NUTS,2010,NO033,3,52.459
2012,NUTS,2010,NO033,3,106.588
2011,NUTS,2010,NO034,3,110.707
2012,NUTS,2010,NO034,3,45.935
2011,NUTS,2010,NO04,2,138.238
2012,NUTS,2010,NO04,2,110.161
2011,NUTS,2010,NO041,3,14.357
2012,NUTS,2010,NO041,3,43.948
2011,NUTS,2010,NO042,3,102.083
2012,NUTS,2010,NO042,3,50.653
2011,NUTS,2010,NO043,3,183.794
2012,NUTS,2010,NO043,3,150.232
2011,NUTS,2010,NO05,2,72.256
2012,NUTS,2010,NO05,2,48.925
2011,NUTS,2010,NO051,3,78.081
2012,NUTS,2010,NO051,3,24.563
2011,NUTS,2010,NO052,3,32.485
2012,NUTS,2010,NO052,3,58.502
2011,NUTS,2010,NO053,3,78.022
2012,NUTS,2010,NO053,3,91.455
2011,NUTS,2010,NO06,2,210.602
2012,NUTS,2010,NO06,2,145.245
2011,NUTS,2010,NO061,3,299.049
2012,NUTS,2010,NO061,3,208.592
2011,NUTS,2010,NO062,3,13.773
2012,NUTS,2010,NO062,3,3.748
2011,NUTS,2010,NO07,2,18.857
2012,NUTS,2010,NO07,2,16.463
2011,NUTS,2010,NO071,3,24.57
2012,NUTS,2010,NO071,3,10.49
2011,NUTS,2010,NO072,3,12.694
2012,NUTS,2010,NO072,3,33.092
2011,NUTS,2010,NO073,3,13.621
2011,NUTS,2010,PL,0,10.081
2012,NUTS,2010,PL,0,11.222
2011,NUTS,2010,PL1,1,15.124
2012,NUTS,2010,PL1,1,21.243
2011,NUTS,2010,PL11,2,12.216
2012,NUTS,2010,PL11,2,19.012
2011,NUTS,2010,PL113,3,22.871
2012,NUTS,2010,PL113,3,46.326
2011,NUTS,2010,PL114,3,15.234
2012,NUTS,2010,PL114,3,11.19
2011,NUTS,2010,PL115,3,6.697
2012,NUTS,2010,PL115,3,5.269
2011,NUTS,2010,PL116,3,4.238
2012,NUTS,2010,PL116,3,4.427
2011,NUTS,2010,PL117,3,6.816
2012,NUTS,2010,PL117,3,13.657
2011,NUTS,2010,PL12,2,16.527
2012,NUTS,2010,PL12,2,22.312
2011,NUTS,2010,PL121,3,5.155
2012,NUTS,2010,PL121,3,10.639
2011,NUTS,2010,PL122,3,3.955
2012,NUTS,2010,PL122,3,4.349
2011,NUTS,2010,PL127,3,29.238
2012,NUTS,2010,PL127,3,36.415
2011,NUTS,2010,PL128,3,17.98
2012,NUTS,2010,PL128,3,23.054
2011,NUTS,2010,PL129,3,11.494
2012,NUTS,2010,PL129,3,15.176
2011,NUTS,2010,PL12A,3,14.057
2012,NUTS,2010,PL12A,3,24.867
2011,NUTS,2010,PL2,1,14.022
2012,NUTS,2010,PL2,1,12.403
2011,NUTS,2010,PL21,2,23.728
2012,NUTS,2010,PL21,2,18.498
2011,NUTS,2010,PL213,3,53.374
2012,NUTS,2010,PL213,3,50.059
2011,NUTS,2010,PL214,3,19.309
2012,NUTS,2010,PL214,3,20.727
2011,NUTS,2010,PL215,3,24.607
2012,NUTS,2010,PL215,3,8.001
2011,NUTS,2010,PL216,3,8.872
2012,NUTS,2010,PL216,3,3.988
2011,NUTS,2010,PL217,3,0.729
2012,NUTS,2010,PL217,3,1.061
2011,NUTS,2010,PL22,2,7.05
2012,NUTS,2010,PL22,2,8.004
2011,NUTS,2010,PL224,3,1.273
2012,NUTS,2010,PL224,3,6.534
2011,NUTS,2010,PL225,3,8.13
2012,NUTS,2010,PL225,3,17.747
2011,NUTS,2010,PL227,3,4.921
2012,NUTS,2010,PL227,3,0.845
2011,NUTS,2010,PL228,3,5.977
2012,NUTS,2010,PL228,3,1.516
2011,NUTS,2010,PL229,3,20.886
2012,NUTS,2010,PL229,3,15.883
2011,NUTS,2010,PL22A,3,8.545
2012,NUTS,2010,PL22A,3,7.011
2011,NUTS,2010,PL22B,3,3.788
2012,NUTS,2010,PL22B,3,9.187
2011,NUTS,2010,PL22C,3,3.617
2012,NUTS,2010,PL22C,3,2.594
2011,NUTS,2010,PL3,1,5.466
2012,NUTS,2010,PL3,1,3.729
2011,NUTS,2010,PL31,2,9.014
2012,NUTS,2010,PL31,2,3.01
2011,NUTS,2010,PL311,3,19.994
2012,NUTS,2010,PL311,3,0.619
2011,NUTS,2010,PL312,3,5.394
2012,NUTS,2010,PL312,3,0.779
2011,NUTS,2010,PL314,3,10.092
2012,NUTS,2010,PL314,3,3.408
2011,NUTS,2010,PL315,3,5.335
2012,NUTS,2010,PL315,3,6.868
2011,NUTS,2010,PL32,2,3.062
2012,NUTS,2010,PL32,2,5.85
2011,NUTS,2010,PL323,3,5.098
2012,NUTS,2010,PL323,3,1.344
2011,NUTS,2010,PL324,3,1.909
2012,NUTS,2010,PL324,3,6.836
2011,NUTS,2010,PL325,3,5.251
2012,NUTS,2010,PL325,3,7.734
2012,NUTS,2010,PL326,3,6.838
2011,NUTS,2010,PL33,2,6.442
2012,NUTS,2010,PL33,2,3.965
2011,NUTS,2010,PL331,3,7.424
2012,NUTS,2010,PL331,3,5.256
2011,NUTS,2010,PL332,3,4.903
2012,NUTS,2010,PL332,3,1.935
2011,NUTS,2010,PL34,2,2.153
2012,NUTS,2010,PL34,2,1.024
2011,NUTS,2010,PL343,3,5.052
2012,NUTS,2010,PL344,3,2.495
2012,NUTS,2010,PL345,3,0.74
2011,NUTS,2010,PL4,1,7.117
2012,NUTS,2010,PL4,1,9.583
2011,NUTS,2010,PL41,2,5.355
2012,NUTS,2010,PL41,2,8.468
2011,NUTS,2010,PL411,3,2.441
2012,NUTS,2010,PL411,3,0.488
2011,NUTS,2010,PL414,3,1.311
2012,NUTS,2010,PL414,3,2.97
2011,NUTS,2010,PL415,3,15.292
2012,NUTS,2010,PL415,3,28.762
2011,NUTS,2010,PL416,3,7.635
2012,NUTS,2010,PL416,3,2.62
2011,NUTS,2010,PL417,3,1.593
2012,NUTS,2010,PL417,3,7.362
2011,NUTS,2010,PL418,3,3.474
2012,NUTS,2010,PL418,3,8.819
2011,NUTS,2010,PL42,2,6.664
2012,NUTS,2010,PL42,2,7.949
2011,NUTS,2010,PL422,3,2.533
2012,NUTS,2010,PL422,3,0.558
2011,NUTS,2010,PL423,3,10.651
2012,NUTS,2010,PL423,3,3.044
2011,NUTS,2010,PL424,3,10.228
2012,NUTS,2010,PL424,3,22.113
2011,NUTS,2010,PL425,3,5.097
2012,NUTS,2010,PL425,3,9.291
2011,NUTS,2010,PL43,2,13.852
2012,NUTS,2010,PL43,2,16.112
2011,NUTS,2010,PL431,3,1.757
2012,NUTS,2010,PL431,3,6.683
2011,NUTS,2010,PL432,3,21.182
2012,NUTS,2010,PL432,3,21.85
2011,NUTS,2010,PL5,1,8.579
2012,NUTS,2010,PL5,1,10.576
2011,NUTS,2010,PL51,2,11.365
2012,NUTS,2010,PL51,2,11.255
2011,NUTS,2010,PL514,3,32.329
2012,NUTS,2010,PL514,3,33.574
2011,NUTS,2010,PL515,3,5.239
2012,NUTS,2010,PL515,3,4.857
2011,NUTS,2010,PL516,3,4.855
2012,NUTS,2010,PL516,3,3.232
2011,NUTS,2010,PL517,3,0.577
2012,NUTS,2010,PL517,3,4.874
2011,NUTS,2010,PL518,3,12.545
2012,NUTS,2010,PL518,3,6.986
2011,NUTS,2010,PL52,2,0.339
2012,NUTS,2010,PL52,2,8.561
2011,NUTS,2010,PL521,3,0.834
2012,NUTS,2010,PL521,3,8.25
2012,NUTS,2010,PL522,3,8.773
2011,NUTS,2010,PL6,1,6.514
2012,NUTS,2010,PL6,1,5.868
2011,NUTS,2010,PL61,2,4.862
2012,NUTS,2010,PL61,2,6.05
2011,NUTS,2010,PL613,3,7.826
2012,NUTS,2010,PL613,3,5.191
2011,NUTS,2010,PL614,3,4.705
2012,NUTS,2010,PL614,3,12.369
2011,NUTS,2010,PL615,3,2.055
2012,NUTS,2010,PL615,3,2.575
2011,NUTS,2010,PL62,2,1.813
2012,NUTS,2010,PL62,2,2.221
2011,NUTS,2010,PL621,3,0.942
