year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_gov_total_pc_act_fte_t
2013,NUTS,2010,FR23,2,0.008
2011,NUTS,2010,FR24,2,0.1055
2012,NUTS,2010,FR24,2,0.1001
2013,NUTS,2010,FR24,2,0.1027
2011,NUTS,2010,FR25,2,0.044
2012,NUTS,2010,FR25,2,0.0414
2013,NUTS,2010,FR25,2,0.0423
2011,NUTS,2010,FR26,2,0.0612
2012,NUTS,2010,FR26,2,0.0602
2013,NUTS,2010,FR26,2,0.0596
2011,NUTS,2010,FR3,1,0.0404
2012,NUTS,2010,FR3,1,0.0397
2013,NUTS,2010,FR3,1,0.0385
2011,NUTS,2010,FR30,2,0.0404
2012,NUTS,2010,FR30,2,0.0397
2013,NUTS,2010,FR30,2,0.0385
2011,NUTS,2010,FR4,1,0.0623
2012,NUTS,2010,FR4,1,0.0612
2013,NUTS,2010,FR4,1,0.0596
2011,NUTS,2010,FR41,2,0.06
2012,NUTS,2010,FR41,2,0.0569
2013,NUTS,2010,FR41,2,0.0549
2011,NUTS,2010,FR42,2,0.0961
2012,NUTS,2010,FR42,2,0.0984
2013,NUTS,2010,FR42,2,0.0958
2011,NUTS,2010,FR43,2,0.008
2012,NUTS,2010,FR43,2,0.0069
2013,NUTS,2010,FR43,2,0.0062
2011,NUTS,2010,FR5,1,0.1036
2012,NUTS,2010,FR5,1,0.1046
2013,NUTS,2010,FR5,1,0.1006
2011,NUTS,2010,FR51,2,0.0866
2012,NUTS,2010,FR51,2,0.0909
2013,NUTS,2010,FR51,2,0.0792
2011,NUTS,2010,FR52,2,0.1559
2012,NUTS,2010,FR52,2,0.1547
2013,NUTS,2010,FR52,2,0.1561
2011,NUTS,2010,FR53,2,0.0451
2012,NUTS,2010,FR53,2,0.0429
2013,NUTS,2010,FR53,2,0.0436
2011,NUTS,2010,FR6,1,0.164
2012,NUTS,2010,FR6,1,0.1683
2013,NUTS,2010,FR6,1,0.1646
2011,NUTS,2010,FR61,2,0.0912
2012,NUTS,2010,FR61,2,0.0947
2013,NUTS,2010,FR61,2,0.0899
2011,NUTS,2010,FR62,2,0.2801
2012,NUTS,2010,FR62,2,0.2862
2013,NUTS,2010,FR62,2,0.283
2011,NUTS,2010,FR63,2,0.0058
2012,NUTS,2010,FR63,2,0.0087
2013,NUTS,2010,FR63,2,0.0064
2011,NUTS,2010,FR7,1,0.1917
2012,NUTS,2010,FR7,1,0.1969
2013,NUTS,2010,FR7,1,0.1913
2011,NUTS,2010,FR71,2,0.2002
2012,NUTS,2010,FR71,2,0.1911
2013,NUTS,2010,FR71,2,0.199
2011,NUTS,2010,FR72,2,0.1506
2012,NUTS,2010,FR72,2,0.2251
2013,NUTS,2010,FR72,2,0.1527
2011,NUTS,2010,FR8,1,0.2921
2012,NUTS,2010,FR8,1,0.2776
2013,NUTS,2010,FR8,1,0.2897
2011,NUTS,2010,FR81,2,0.4231
2012,NUTS,2010,FR81,2,0.4354
2013,NUTS,2010,FR81,2,0.4224
2011,NUTS,2010,FR82,2,0.2347
2012,NUTS,2010,FR82,2,0.2051
2013,NUTS,2010,FR82,2,0.2295
2011,NUTS,2010,FR83,2,0.0759
2012,NUTS,2010,FR83,2,0.088
2013,NUTS,2010,FR83,2,0.0983
2011,NUTS,2010,FRA,1,0.181
2012,NUTS,2010,FRA,1,0.1963
2013,NUTS,2010,FRA,1,0.1857
2011,NUTS,2010,HR,0,0.1959
2012,NUTS,2010,HR,0,0.1917
2013,NUTS,2010,HR,0,0.1917
2014,NUTS,2010,HR,0,0.1797
2015,NUTS,2010,HR,0,0.1749
2016,NUTS,2010,HR,0,0.1665
2017,NUTS,2010,HR,0,0.1692
2018,NUTS,2010,HR,0,0.1776
2019,NUTS,2010,HR,0,0.1812
2020,NUTS,2010,HR,0,0.2023
2011,NUTS,2010,HR0,1,0.1916
2012,NUTS,2010,HR0,1,0.1878
2013,NUTS,2010,HR0,1,0.1885
2014,NUTS,2010,HR0,1,0.1773
2015,NUTS,2010,HR0,1,0.1725
2016,NUTS,2010,HR0,1,0.1643
2017,NUTS,2010,HR0,1,0.1671
2018,NUTS,2010,HR0,1,0.1752
2019,NUTS,2010,HR0,1,0.1782
2020,NUTS,2010,HR0,1,0.1992
2011,NUTS,2010,HR03,2,0.0414
2012,NUTS,2010,HR03,2,0.0444
2013,NUTS,2010,HR03,2,0.0453
2014,NUTS,2010,HR03,2,0.0385
2015,NUTS,2010,HR03,2,0.0366
2016,NUTS,2010,HR03,2,0.049
2017,NUTS,2010,HR03,2,0.0498
2018,NUTS,2010,HR03,2,0.0545
2019,NUTS,2010,HR03,2,0.0639
2020,NUTS,2010,HR03,2,0.0684
2011,NUTS,2010,HR04,2,0.2604
2012,NUTS,2010,HR04,2,0.2544
2013,NUTS,2010,HR04,2,0.2536
2014,NUTS,2010,HR04,2,0.2448
2015,NUTS,2010,HR04,2,0.2382
2016,NUTS,2010,HR04,2,0.2195
2017,NUTS,2010,HR04,2,0.2241
2018,NUTS,2010,HR04,2,0.2321
2019,NUTS,2010,HR04,2,0.2318
2011,NUTS,2010,HU,0,0.1957
2012,NUTS,2010,HU,0,0.173
2013,NUTS,2010,HU,0,0.175
2014,NUTS,2010,HU,0,0.1591
2015,NUTS,2010,HU,0,0.1761
2016,NUTS,2010,HU,0,0.1595
2017,NUTS,2010,HU,0,0.155
2018,NUTS,2010,HU,0,0.2253
2019,NUTS,2010,HU,0,0.2054
2020,NUTS,2010,HU,0,0.2117
2011,NUTS,2010,HU1,1,0.5146
2012,NUTS,2010,HU1,1,0.4348
2013,NUTS,2010,HU1,1,0.4248
2014,NUTS,2010,HU1,1,0.3873
2015,NUTS,2010,HU1,1,0.4462
2016,NUTS,2010,HU1,1,0.3922
2017,NUTS,2010,HU1,1,0.3801
2018,NUTS,2010,HU1,1,0.565
2019,NUTS,2010,HU1,1,0.497
2011,NUTS,2010,HU10,2,0.5146
2012,NUTS,2010,HU10,2,0.4348
2013,NUTS,2010,HU10,2,0.4248
2014,NUTS,2010,HU10,2,0.3873
2015,NUTS,2010,HU10,2,0.4462
2016,NUTS,2010,HU10,2,0.3922
2017,NUTS,2010,HU11,2,0.5545
2018,NUTS,2010,HU11,2,0.8798
2019,NUTS,2010,HU11,2,0.7729
2017,NUTS,2010,HU12,2,0.1244
2018,NUTS,2010,HU12,2,0.1201
2019,NUTS,2010,HU12,2,0.1159
2011,NUTS,2010,HU2,1,0.0493
2012,NUTS,2010,HU2,1,0.0608
2013,NUTS,2010,HU2,1,0.0855
2014,NUTS,2010,HU2,1,0.0787
2015,NUTS,2010,HU2,1,0.0751
2016,NUTS,2010,HU2,1,0.0716
2017,NUTS,2010,HU2,1,0.0696
2018,NUTS,2010,HU2,1,0.08
2019,NUTS,2010,HU2,1,0.0847
2011,NUTS,2010,HU21,2,0.0667
2012,NUTS,2010,HU21,2,0.127
2013,NUTS,2010,HU21,2,0.1373
2014,NUTS,2010,HU21,2,0.1307
2015,NUTS,2010,HU21,2,0.1237
2016,NUTS,2010,HU21,2,0.1186
2017,NUTS,2010,HU21,2,0.1182
2018,NUTS,2010,HU21,2,0.1587
2019,NUTS,2010,HU21,2,0.1737
2011,NUTS,2010,HU22,2,0.0387
2012,NUTS,2010,HU22,2,0.03
2013,NUTS,2010,HU22,2,0.053
2014,NUTS,2010,HU22,2,0.0455
2015,NUTS,2010,HU22,2,0.0468
2016,NUTS,2010,HU22,2,0.0443
2017,NUTS,2010,HU22,2,0.0378
2018,NUTS,2010,HU22,2,0.0616
2019,NUTS,2010,HU22,2,0.0574
2011,NUTS,2010,HU23,2,0.0392
2012,NUTS,2010,HU23,2,0.0108
2013,NUTS,2010,HU23,2,0.0574
2014,NUTS,2010,HU23,2,0.0521
2015,NUTS,2010,HU23,2,0.0459
2016,NUTS,2010,HU23,2,0.0441
2017,NUTS,2010,HU23,2,0.0454
2018,NUTS,2010,HU23,2,0.0013
2019,NUTS,2010,HU23,2,0.002
2011,NUTS,2010,HU3,1,0.0653
2012,NUTS,2010,HU3,1,0.0536
2013,NUTS,2010,HU3,1,0.0494
2014,NUTS,2010,HU3,1,0.0439
2015,NUTS,2010,HU3,1,0.0434
2016,NUTS,2010,HU3,1,0.0424
2017,NUTS,2010,HU3,1,0.0422
2018,NUTS,2010,HU3,1,0.0684
2019,NUTS,2010,HU3,1,0.0604
2011,NUTS,2010,HU31,2,0.0177
2012,NUTS,2010,HU31,2,0.0066
2013,NUTS,2010,HU31,2,0.0054
2014,NUTS,2010,HU31,2,0.0027
2015,NUTS,2010,HU31,2,0.0026
2016,NUTS,2010,HU31,2,0.0014
2017,NUTS,2010,HU31,2,0.0028
2018,NUTS,2010,HU31,2,0.002
2019,NUTS,2010,HU31,2,0.0081
2011,NUTS,2010,HU32,2,0.0419
2012,NUTS,2010,HU32,2,0.0377
2013,NUTS,2010,HU32,2,0.0272
2014,NUTS,2010,HU32,2,0.0336
2015,NUTS,2010,HU32,2,0.0301
2016,NUTS,2010,HU32,2,0.0282
2017,NUTS,2010,HU32,2,0.023
2018,NUTS,2010,HU32,2,0.0288
2019,NUTS,2010,HU32,2,0.0357
2011,NUTS,2010,HU33,2,0.1335
2012,NUTS,2010,HU33,2,0.1127
2013,NUTS,2010,HU33,2,0.1125
2014,NUTS,2010,HU33,2,0.0914
2015,NUTS,2010,HU33,2,0.0944
2016,NUTS,2010,HU33,2,0.0938
2017,NUTS,2010,HU33,2,0.099
2018,NUTS,2010,HU33,2,0.1737
2019,NUTS,2010,HU33,2,0.1347
2011,NUTS,2010,IE,0,0.0474
2012,NUTS,2010,IE,0,0.0424
2013,NUTS,2010,IE,0,0.0373
2014,NUTS,2010,IE,0,0.0376
2015,NUTS,2010,IE,0,0.0429
2016,NUTS,2010,IE,0,0.0439
2017,NUTS,2010,IE,0,0.0461
2018,NUTS,2010,IE,0,0.0517
2019,NUTS,2010,IE,0,0.0507
2020,NUTS,2010,IE,0,0.0518
2011,NUTS,2010,IE0,1,0.0463
2012,NUTS,2010,IE0,1,0.0414
2013,NUTS,2010,IE0,1,0.0364
2015,NUTS,2010,IE0,1,0.0416
2017,NUTS,2010,IE0,1,0.0447
2011,NUTS,2010,IE01,2,0.0271
2012,NUTS,2010,IE01,2,0.0242
2013,NUTS,2010,IE01,2,0.0211
2015,NUTS,2010,IE01,2,0.0041
2017,NUTS,2010,IE01,2,0.0328
2011,NUTS,2010,IE02,2,0.053
2012,NUTS,2010,IE02,2,0.0474
2013,NUTS,2010,IE02,2,0.0418
2015,NUTS,2010,IE02,2,0.0546
2017,NUTS,2010,IE02,2,0.0464
2011,NUTS,2010,IS,0,0.3474
2013,NUTS,2010,IS,0,0.1518
2015,NUTS,2010,IS,0,0.1519
2016,NUTS,2010,IS,0,0.0989
2017,NUTS,2010,IS,0,0.1466
2018,NUTS,2010,IS,0,0.1435
2011,NUTS,2010,IT,0,0.1499
2012,NUTS,2010,IT,0,0.1539
2013,NUTS,2010,IT,0,0.1593
2014,NUTS,2010,IT,0,0.1561
2015,NUTS,2010,IT,0,0.157
2016,NUTS,2010,IT,0,0.1545
2017,NUTS,2010,IT,0,0.1549
2018,NUTS,2010,IT,0,0.1578
2019,NUTS,2010,IT,0,0.1601
2020,NUTS,2010,IT,0,0.1634
2011,NUTS,2010,ITC,1,0.0755
2012,NUTS,2010,ITC,1,0.0808
2013,NUTS,2010,ITC,1,0.0806
2014,NUTS,2010,ITC,1,0.0802
2015,NUTS,2010,ITC,1,0.0835
2016,NUTS,2010,ITC,1,0.0845
2017,NUTS,2010,ITC,1,0.0824
2018,NUTS,2010,ITC,1,0.0861
2019,NUTS,2010,ITC,1,0.0911
2011,NUTS,2010,ITC1,2,0.0527
2012,NUTS,2010,ITC1,2,0.0589
2013,NUTS,2010,ITC1,2,0.0579
2014,NUTS,2010,ITC1,2,0.0579
2015,NUTS,2010,ITC1,2,0.0636
2016,NUTS,2010,ITC1,2,0.0623
2017,NUTS,2010,ITC1,2,0.0638
2018,NUTS,2010,ITC1,2,0.0695
2019,NUTS,2010,ITC1,2,0.065
2011,NUTS,2010,ITC2,2,0.0799
2012,NUTS,2010,ITC2,2,0.0639
2013,NUTS,2010,ITC2,2,0.0638
2014,NUTS,2010,ITC2,2,0.0481
2015,NUTS,2010,ITC2,2,0.0487
2016,NUTS,2010,ITC2,2,0.0419
2017,NUTS,2010,ITC2,2,0.1061
2018,NUTS,2010,ITC2,2,0.0596
2019,NUTS,2010,ITC2,2,0.0669
2011,NUTS,2010,ITC3,2,0.1593
2012,NUTS,2010,ITC3,2,0.1941
2013,NUTS,2010,ITC3,2,0.2133
2014,NUTS,2010,ITC3,2,0.227
2015,NUTS,2010,ITC3,2,0.2421
2016,NUTS,2010,ITC3,2,0.2392
2017,NUTS,2010,ITC3,2,0.247
2018,NUTS,2010,ITC3,2,0.2636
2019,NUTS,2010,ITC3,2,0.288
2011,NUTS,2010,ITC4,2,0.073
2012,NUTS,2010,ITC4,2,0.0738
2013,NUTS,2010,ITC4,2,0.0712
2014,NUTS,2010,ITC4,2,0.0689
2015,NUTS,2010,ITC4,2,0.0695
2016,NUTS,2010,ITC4,2,0.0722
2017,NUTS,2010,ITC4,2,0.0666
2018,NUTS,2010,ITC4,2,0.068
2019,NUTS,2010,ITC4,2,0.0742
2011,NUTS,2010,ITF,1,0.0961
2012,NUTS,2010,ITF,1,0.0968
2013,NUTS,2010,ITF,1,0.1052
2014,NUTS,2010,ITF,1,0.1069
2015,NUTS,2010,ITF,1,0.1134
2016,NUTS,2010,ITF,1,0.1059
2017,NUTS,2010,ITF,1,0.1069
2018,NUTS,2010,ITF,1,0.1054
2019,NUTS,2010,ITF,1,0.1123
2011,NUTS,2010,ITF1,2,0.0646
2012,NUTS,2010,ITF1,2,0.0584
2013,NUTS,2010,ITF1,2,0.0699
2014,NUTS,2010,ITF1,2,0.0829
2015,NUTS,2010,ITF1,2,0.0893
2016,NUTS,2010,ITF1,2,0.0879
2017,NUTS,2010,ITF1,2,0.0916
2018,NUTS,2010,ITF1,2,0.0856
2019,NUTS,2010,ITF1,2,0.0914
2011,NUTS,2010,ITF2,2,0.0296
2012,NUTS,2010,ITF2,2,0.0295
2013,NUTS,2010,ITF2,2,0.0289
2014,NUTS,2010,ITF2,2,0.0289
2015,NUTS,2010,ITF2,2,0.0344
2016,NUTS,2010,ITF2,2,0.032
2017,NUTS,2010,ITF2,2,0.03
2018,NUTS,2010,ITF2,2,0.0274
2019,NUTS,2010,ITF2,2,0.033
2011,NUTS,2010,ITF3,2,0.1248
2012,NUTS,2010,ITF3,2,0.1279
2013,NUTS,2010,ITF3,2,0.134
2014,NUTS,2010,ITF3,2,0.1344
2015,NUTS,2010,ITF3,2,0.1426
2016,NUTS,2010,ITF3,2,0.1324
2017,NUTS,2010,ITF3,2,0.1281
2018,NUTS,2010,ITF3,2,0.1285
2019,NUTS,2010,ITF3,2,0.1357
2011,NUTS,2010,ITF4,2,0.0843
2012,NUTS,2010,ITF4,2,0.0829
2013,NUTS,2010,ITF4,2,0.0909
2014,NUTS,2010,ITF4,2,0.0961
2015,NUTS,2010,ITF4,2,0.0981
2016,NUTS,2010,ITF4,2,0.0919
2017,NUTS,2010,ITF4,2,0.0988
2018,NUTS,2010,ITF4,2,0.098
2019,NUTS,2010,ITF4,2,0.1084
2011,NUTS,2010,ITF5,2,0.2018
2012,NUTS,2010,ITF5,2,0.1962
2013,NUTS,2010,ITF5,2,0.2033
2014,NUTS,2010,ITF5,2,0.1859
2015,NUTS,2010,ITF5,2,0.1939
2016,NUTS,2010,ITF5,2,0.1935
2017,NUTS,2010,ITF5,2,0.2013
2018,NUTS,2010,ITF5,2,0.2037
2019,NUTS,2010,ITF5,2,0.2073
2011,NUTS,2010,ITF6,2,0.0442
2012,NUTS,2010,ITF6,2,0.0495
2013,NUTS,2010,ITF6,2,0.0604
2014,NUTS,2010,ITF6,2,0.0574
2015,NUTS,2010,ITF6,2,0.0683
2016,NUTS,2010,ITF6,2,0.0558
2017,NUTS,2010,ITF6,2,0.0556
2018,NUTS,2010,ITF6,2,0.0514
2019,NUTS,2010,ITF6,2,0.0532
2011,NUTS,2010,ITG,1,0.122
2012,NUTS,2010,ITG,1,0.1238
2013,NUTS,2010,ITG,1,0.1357
2014,NUTS,2010,ITG,1,0.1361
2015,NUTS,2010,ITG,1,0.1323
2016,NUTS,2010,ITG,1,0.1286
2017,NUTS,2010,ITG,1,0.1304
2018,NUTS,2010,ITG,1,0.1318
2019,NUTS,2010,ITG,1,0.1354
2011,NUTS,2010,ITG1,2,0.1029
2012,NUTS,2010,ITG1,2,0.1068
2013,NUTS,2010,ITG1,2,0.1215
2014,NUTS,2010,ITG1,2,0.1211
2015,NUTS,2010,ITG1,2,0.1165
2016,NUTS,2010,ITG1,2,0.1134
2017,NUTS,2010,ITG1,2,0.117
2018,NUTS,2010,ITG1,2,0.123
2019,NUTS,2010,ITG1,2,0.1247
2011,NUTS,2010,ITG2,2,0.169
2012,NUTS,2010,ITG2,2,0.166
2013,NUTS,2010,ITG2,2,0.1719
2014,NUTS,2010,ITG2,2,0.1739
2015,NUTS,2010,ITG2,2,0.1723
2016,NUTS,2010,ITG2,2,0.1676
2017,NUTS,2010,ITG2,2,0.165
2018,NUTS,2010,ITG2,2,0.154
2019,NUTS,2010,ITG2,2,0.1618
2011,NUTS,2010,ITH,1,0.1267
2012,NUTS,2010,ITH,1,0.1321
2013,NUTS,2010,ITH,1,0.1376
2014,NUTS,2010,ITH,1,0.1208
2015,NUTS,2010,ITH,1,0.1213
2016,NUTS,2010,ITH,1,0.1227
2017,NUTS,2010,ITH,1,0.1246
2018,NUTS,2010,ITH,1,0.1282
2019,NUTS,2010,ITH,1,0.1283
2011,NUTS,2010,ITH1,2,0.1843
2012,NUTS,2010,ITH1,2,0.1865
2013,NUTS,2010,ITH1,2,0.2036
2014,NUTS,2010,ITH1,2,0.0143
2015,NUTS,2010,ITH1,2,0.0085
2016,NUTS,2010,ITH1,2,0.0128
2017,NUTS,2010,ITH1,2,0.0119
2018,NUTS,2010,ITH1,2,0.0764
2019,NUTS,2010,ITH1,2,0.0755
2011,NUTS,2010,ITH2,2,0.4217
2012,NUTS,2010,ITH2,2,0.4201
2013,NUTS,2010,ITH2,2,0.4762
2014,NUTS,2010,ITH2,2,0.4389
2015,NUTS,2010,ITH2,2,0.4191
2016,NUTS,2010,ITH2,2,0.4141
2017,NUTS,2010,ITH2,2,0.4443
2018,NUTS,2010,ITH2,2,0.4485
2019,NUTS,2010,ITH2,2,0.4549
2011,NUTS,2010,ITH3,2,0.071
2012,NUTS,2010,ITH3,2,0.0735
2013,NUTS,2010,ITH3,2,0.0734
2014,NUTS,2010,ITH3,2,0.0648
2015,NUTS,2010,ITH3,2,0.0649
2016,NUTS,2010,ITH3,2,0.065
2017,NUTS,2010,ITH3,2,0.0657
2018,NUTS,2010,ITH3,2,0.0646
2019,NUTS,2010,ITH3,2,0.0657
2011,NUTS,2010,ITH4,2,0.1938
2012,NUTS,2010,ITH4,2,0.1786
2013,NUTS,2010,ITH4,2,0.1679
2014,NUTS,2010,ITH4,2,0.215
2015,NUTS,2010,ITH4,2,0.2151
2016,NUTS,2010,ITH4,2,0.2382
2017,NUTS,2010,ITH4,2,0.2538
2018,NUTS,2010,ITH4,2,0.2607
2019,NUTS,2010,ITH4,2,0.255
2011,NUTS,2010,ITH5,2,0.1281
2012,NUTS,2010,ITH5,2,0.1432
2013,NUTS,2010,ITH5,2,0.15
2014,NUTS,2010,ITH5,2,0.1314
2015,NUTS,2010,ITH5,2,0.1349
2016,NUTS,2010,ITH5,2,0.1335
2017,NUTS,2010,ITH5,2,0.1307
2018,NUTS,2010,ITH5,2,0.1312
2019,NUTS,2010,ITH5,2,0.1312
2011,NUTS,2010,ITI,1,0.3252
2012,NUTS,2010,ITI,1,0.3264
2013,NUTS,2010,ITI,1,0.3285
2014,NUTS,2010,ITI,1,0.3235
2015,NUTS,2010,ITI,1,0.3174
2016,NUTS,2010,ITI,1,0.314
2017,NUTS,2010,ITI,1,0.3137
2018,NUTS,2010,ITI,1,0.3181
2019,NUTS,2010,ITI,1,0.3136
2011,NUTS,2010,ITI1,2,0.1428
2012,NUTS,2010,ITI1,2,0.1472
2013,NUTS,2010,ITI1,2,0.1702
2014,NUTS,2010,ITI1,2,0.1604
2015,NUTS,2010,ITI1,2,0.1551
2016,NUTS,2010,ITI1,2,0.157
2017,NUTS,2010,ITI1,2,0.1573
2018,NUTS,2010,ITI1,2,0.1674
2019,NUTS,2010,ITI1,2,0.1618
2011,NUTS,2010,ITI2,2,0.0558
2012,NUTS,2010,ITI2,2,0.0623
2013,NUTS,2010,ITI2,2,0.0589
2014,NUTS,2010,ITI2,2,0.0639
2015,NUTS,2010,ITI2,2,0.0667
2016,NUTS,2010,ITI2,2,0.0753
2017,NUTS,2010,ITI2,2,0.0614
2018,NUTS,2010,ITI2,2,0.0635
2019,NUTS,2010,ITI2,2,0.0714
2011,NUTS,2010,ITI3,2,0.0213
2012,NUTS,2010,ITI3,2,0.0245
2013,NUTS,2010,ITI3,2,0.0312
2014,NUTS,2010,ITI3,2,0.029
2015,NUTS,2010,ITI3,2,0.0312
2016,NUTS,2010,ITI3,2,0.0318
2017,NUTS,2010,ITI3,2,0.0267
2018,NUTS,2010,ITI3,2,0.0315
2019,NUTS,2010,ITI3,2,0.031
2011,NUTS,2010,ITI4,2,0.5781
2012,NUTS,2010,ITI4,2,0.5739
2013,NUTS,2010,ITI4,2,0.5564
2014,NUTS,2010,ITI4,2,0.546
2015,NUTS,2010,ITI4,2,0.538
2016,NUTS,2010,ITI4,2,0.5273
2017,NUTS,2010,ITI4,2,0.5273
2018,NUTS,2010,ITI4,2,0.5262
2019,NUTS,2010,ITI4,2,0.5225
2011,NUTS,2010,KR,0,0.1125
2011,NUTS,2010,LT,0,0.1534
2012,NUTS,2010,LT,0,0.1479
2013,NUTS,2010,LT,0,0.1551
2014,NUTS,2010,LT,0,0.1539
2015,NUTS,2010,LT,0,0.1503
2016,NUTS,2010,LT,0,0.1674
2017,NUTS,2010,LT,0,0.171
2018,NUTS,2010,LT,0,0.1651
2019,NUTS,2010,LT,0,0.163
2020,NUTS,2010,LT,0,0.1595
2015,NUTS,2010,LT01,2,0.3487
2016,NUTS,2010,LT01,2,0.3366
2017,NUTS,2010,LT01,2,0.3388
2018,NUTS,2010,LT01,2,0.3285
2019,NUTS,2010,LT01,2,0.3327
2015,NUTS,2010,LT02,2,0.0633
2016,NUTS,2010,LT02,2,0.0882
2017,NUTS,2010,LT02,2,0.0873
2018,NUTS,2010,LT02,2,0.0809
2019,NUTS,2010,LT02,2,0.0763
2011,NUTS,2010,LU,0,0.5014
2012,NUTS,2010,LU,0,0.4788
2013,NUTS,2010,LU,0,0.4763
2014,NUTS,2010,LU,0,0.46
2015,NUTS,2010,LU,0,0.4147
2016,NUTS,2010,LU,0,0.387
2017,NUTS,2010,LU,0,0.3947
2018,NUTS,2010,LU,0,0.3971
2019,NUTS,2010,LU,0,0.3967
2020,NUTS,2010,LU,0,0.3852
2011,NUTS,2010,LV,0,0.1164
2012,NUTS,2010,LV,0,0.1165
2013,NUTS,2010,LV,0,0.1197
2014,NUTS,2010,LV,0,0.1224
2015,NUTS,2010,LV,0,0.1227
2016,NUTS,2010,LV,0,0.1128
2017,NUTS,2010,LV,0,0.1031
2018,NUTS,2010,LV,0,0.1093
2019,NUTS,2010,LV,0,0.1105
2020,NUTS,2010,LV,0,0.1202
2011,NUTS,2010,ME,0,0.0666
2013,NUTS,2010,ME,0,0.0532
2014,NUTS,2010,ME,0,0.07
2015,NUTS,2010,ME,0,0.0527
2016,NUTS,2010,ME,0,0.0546
2017,NUTS,2010,ME,0,0.0584
2018,NUTS,2010,ME,0,0.0605
2019,NUTS,2010,ME,0,0.1033
2011,NUTS,2010,MK,0,0.0361
2012,NUTS,2010,MK,0,0.07
2013,NUTS,2010,MK,0,0.0462
2014,NUTS,2010,MK,0,0.045
2015,NUTS,2010,MK,0,0.0215
2016,NUTS,2010,MK,0,0.0296
2017,NUTS,2010,MK,0,0.0291
2018,NUTS,2010,MK,0,0.0244
2019,NUTS,2010,MK,0,0.0225
2020,NUTS,2010,MK,0,0.0269
2011,NUTS,2010,MT,0,0.0212
2012,NUTS,2010,MT,0,0.0214
2013,NUTS,2010,MT,0,0.0181
2014,NUTS,2010,MT,0,0.0187
2015,NUTS,2010,MT,0,0.021
2016,NUTS,2010,MT,0,0.0209
2017,NUTS,2010,MT,0,0.0142
2018,NUTS,2010,MT,0,0.0147
2019,NUTS,2010,MT,0,0.0073
2020,NUTS,2010,MT,0,0.0066
2011,NUTS,2010,NL,0,0.1268
2012,NUTS,2010,NL,0,0.1506
2013,NUTS,2010,NL,0,0.09
2014,NUTS,2010,NL,0,0.093
2015,NUTS,2010,NL,0,0.0927
2016,NUTS,2010,NL,0,0.0949
2017,NUTS,2010,NL,0,0.0942
2018,NUTS,2010,NL,0,0.1018
2019,NUTS,2010,NL,0,0.1007
2020,NUTS,2010,NL,0,0.0983
2011,NUTS,2010,NL3,1,0.1913
2012,NUTS,2010,NL3,1,0.2049
2011,NUTS,2010,NO,0,0.2577
2012,NUTS,2010,NO,0,0.2577
2013,NUTS,2010,NO,0,0.2597
2014,NUTS,2010,NO,0,0.2543
2015,NUTS,2010,NO,0,0.2562
2016,NUTS,2010,NO,0,0.2548
2017,NUTS,2010,NO,0,0.2551
2018,NUTS,2010,NO,0,0.245
2019,NUTS,2010,NO,0,0.2432
2020,NUTS,2010,NO,0,0.2449
2011,NUTS,2010,NO0,1,0.2503
2012,NUTS,2010,NO0,1,0.2499
2013,NUTS,2010,NO0,1,0.2517
2014,NUTS,2010,NO0,1,0.2458
2015,NUTS,2010,NO0,1,0.2471
2016,NUTS,2010,NO0,1,0.2461
2017,NUTS,2010,NO0,1,0.2462
2018,NUTS,2010,NO0,1,0.2364
2019,NUTS,2010,NO0,1,0.2345
2011,NUTS,2010,NO01,2,0.5473
2012,NUTS,2010,NO01,2,0.5428
2013,NUTS,2010,NO01,2,0.5453
2014,NUTS,2010,NO01,2,0.5207
2015,NUTS,2010,NO01,2,0.5288
2016,NUTS,2010,NO01,2,0.5073
2017,NUTS,2010,NO01,2,0.4881
2018,NUTS,2010,NO01,2,0.4882
2019,NUTS,2010,NO01,2,0.4875
2011,NUTS,2010,NO02,2,0.0818
2012,NUTS,2010,NO02,2,0.084
2013,NUTS,2010,NO02,2,0.0855
2014,NUTS,2010,NO02,2,0.0879
2015,NUTS,2010,NO02,2,0.0794
2016,NUTS,2010,NO02,2,0.0878
2017,NUTS,2010,NO02,2,0.0909
2018,NUTS,2010,NO02,2,0.0956
2019,NUTS,2010,NO02,2,0.0826
2011,NUTS,2010,NO03,2,0.1073
2012,NUTS,2010,NO03,2,0.1134
2013,NUTS,2010,NO03,2,0.1173
2014,NUTS,2010,NO03,2,0.1112
2015,NUTS,2010,NO03,2,0.1147
2016,NUTS,2010,NO03,2,0.1193
2017,NUTS,2010,NO03,2,0.1218
2018,NUTS,2010,NO03,2,0.1161
2019,NUTS,2010,NO03,2,0.1084
2011,NUTS,2010,NO04,2,0.0451
2012,NUTS,2010,NO04,2,0.0445
2013,NUTS,2010,NO04,2,0.0479
2014,NUTS,2010,NO04,2,0.0528
2015,NUTS,2010,NO04,2,0.0541
2016,NUTS,2010,NO04,2,0.0546
2017,NUTS,2010,NO04,2,0.0553
2018,NUTS,2010,NO04,2,0.054
2019,NUTS,2010,NO04,2,0.0504
2011,NUTS,2010,NO05,2,0.2806
2012,NUTS,2010,NO05,2,0.2813
2013,NUTS,2010,NO05,2,0.2831
2014,NUTS,2010,NO05,2,0.2748
2015,NUTS,2010,NO05,2,0.266
