year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_gov_eur_hab
2018,NUTS,2010,EE0,1,31.7
2019,NUTS,2010,EE0,1,35.0
2020,NUTS,2010,EE0,1,35.6
1992,NUTS,2010,EE00,2,1.7
1993,NUTS,2010,EE00,2,4.1
1994,NUTS,2010,EE00,2,7.0
1995,NUTS,2010,EE00,2,8.3
1996,NUTS,2010,EE00,2,8.8
1997,NUTS,2010,EE00,2,6.3
1998,NUTS,2010,EE00,2,4.9
1999,NUTS,2010,EE00,2,6.5
2000,NUTS,2010,EE00,2,6.1
2001,NUTS,2010,EE00,2,4.9
2002,NUTS,2010,EE00,2,6.8
2003,NUTS,2010,EE00,2,7.7
2004,NUTS,2010,EE00,2,8.0
2005,NUTS,2010,EE00,2,8.6
2006,NUTS,2010,EE00,2,14.7
2007,NUTS,2010,EE00,2,11.2
2008,NUTS,2010,EE00,2,18.3
2009,NUTS,2010,EE00,2,16.2
2010,NUTS,2010,EE00,2,18.4
2011,NUTS,2010,EE00,2,23.4
2012,NUTS,2010,EE00,2,26.7
2013,NUTS,2010,EE00,2,22.1
2014,NUTS,2010,EE00,2,23.9
2015,NUTS,2010,EE00,2,24.9
2016,NUTS,2010,EE00,2,23.5
2017,NUTS,2010,EE00,2,27.2
2018,NUTS,2010,EE00,2,31.7
2019,NUTS,2010,EE00,2,35.0
2020,NUTS,2010,EE00,2,35.6
1981,NUTS,2010,EL,0,4.5
1986,NUTS,2010,EL,0,6.7
1988,NUTS,2010,EL,0,7.8
1989,NUTS,2010,EL,0,9.7
1991,NUTS,2010,EL,0,10.3
1993,NUTS,2010,EL,0,11.5
1995,NUTS,2010,EL,0,10.6
1997,NUTS,2010,EL,0,11.9
1999,NUTS,2010,EL,0,16.1
2001,NUTS,2010,EL,0,17.3
2003,NUTS,2010,EL,0,18.2
2004,NUTS,2010,EL,0,18.5
2005,NUTS,2010,EL,0,21.3
2006,NUTS,2010,EL,0,23.1
2007,NUTS,2010,EL,0,25.4
2008,NUTS,2010,EL,0,49.4
2009,NUTS,2010,EL,0,35.0
2010,NUTS,2010,EL,0,28.8
2011,NUTS,2010,EL,0,29.8
2012,NUTS,2010,EL,0,29.9
2013,NUTS,2010,EL,0,37.3
2014,NUTS,2010,EL,0,37.8
2015,NUTS,2010,EL,0,44.1
2016,NUTS,2010,EL,0,40.7
2017,NUTS,2010,EL,0,41.9
2018,NUTS,2010,EL,0,45.4
2019,NUTS,2010,EL,0,48.9
2020,NUTS,2010,EL,0,50.1
1991,NUTS,2010,EL3,1,16.4
1993,NUTS,2010,EL3,1,16.8
1995,NUTS,2010,EL3,1,15.8
1997,NUTS,2010,EL3,1,18.3
1999,NUTS,2010,EL3,1,28.1
2001,NUTS,2010,EL3,1,30.0
2003,NUTS,2010,EL3,1,31.6
2005,NUTS,2010,EL3,1,38.0
2011,NUTS,2010,EL3,1,43.6
2013,NUTS,2010,EL3,1,53.2
2015,NUTS,2010,EL3,1,60.2
2017,NUTS,2010,EL3,1,65.7
2018,NUTS,2010,EL3,1,71.5
2019,NUTS,2010,EL3,1,78.1
1991,NUTS,2010,EL30,2,16.4
1993,NUTS,2010,EL30,2,16.8
1995,NUTS,2010,EL30,2,15.8
1997,NUTS,2010,EL30,2,18.3
1999,NUTS,2010,EL30,2,28.1
2001,NUTS,2010,EL30,2,30.0
2003,NUTS,2010,EL30,2,31.6
2005,NUTS,2010,EL30,2,38.0
2011,NUTS,2010,EL30,2,43.6
2013,NUTS,2010,EL30,2,53.2
2015,NUTS,2010,EL30,2,60.2
2017,NUTS,2010,EL30,2,65.7
2018,NUTS,2010,EL30,2,71.5
2019,NUTS,2010,EL30,2,78.1
1991,NUTS,2010,EL4,1,21.3
1993,NUTS,2010,EL4,1,26.6
1995,NUTS,2010,EL4,1,22.3
1997,NUTS,2010,EL4,1,27.5
1999,NUTS,2010,EL4,1,30.0
2001,NUTS,2010,EL4,1,33.7
2003,NUTS,2010,EL4,1,32.7
2005,NUTS,2010,EL4,1,36.4
2011,NUTS,2010,EL4,1,48.4
2013,NUTS,2010,EL4,1,61.6
2015,NUTS,2010,EL4,1,69.3
2017,NUTS,2010,EL4,1,63.3
2018,NUTS,2010,EL4,1,64.7
2019,NUTS,2010,EL4,1,68.1
1991,NUTS,2010,EL41,2,0.1
1993,NUTS,2010,EL41,2,3.7
1995,NUTS,2010,EL41,2,1.7
1997,NUTS,2010,EL41,2,2.4
1999,NUTS,2010,EL41,2,2.7
2001,NUTS,2010,EL41,2,1.8
2003,NUTS,2010,EL41,2,2.3
2005,NUTS,2010,EL41,2,2.6
2011,NUTS,2010,EL41,2,12.0
2013,NUTS,2010,EL41,2,22.0
2015,NUTS,2010,EL41,2,34.6
2017,NUTS,2010,EL41,2,28.7
2018,NUTS,2010,EL41,2,31.9
2019,NUTS,2010,EL41,2,26.7
1991,NUTS,2010,EL42,2,1.5
1993,NUTS,2010,EL42,2,10.1
1995,NUTS,2010,EL42,2,2.0
1997,NUTS,2010,EL42,2,2.0
1999,NUTS,2010,EL42,2,2.1
2001,NUTS,2010,EL42,2,1.3
2003,NUTS,2010,EL42,2,2.1
2005,NUTS,2010,EL42,2,3.6
2011,NUTS,2010,EL42,2,17.4
2013,NUTS,2010,EL42,2,23.6
2015,NUTS,2010,EL42,2,20.6
2017,NUTS,2010,EL42,2,16.1
2018,NUTS,2010,EL42,2,20.3
2019,NUTS,2010,EL42,2,28.1
1991,NUTS,2010,EL43,2,38.6
1993,NUTS,2010,EL43,2,43.1
1995,NUTS,2010,EL43,2,40.0
1997,NUTS,2010,EL43,2,49.7
1999,NUTS,2010,EL43,2,54.1
2001,NUTS,2010,EL43,2,61.8
2003,NUTS,2010,EL43,2,59.4
2005,NUTS,2010,EL43,2,65.1
2011,NUTS,2010,EL43,2,76.5
2013,NUTS,2010,EL43,2,94.3
2015,NUTS,2010,EL43,2,106.0
2017,NUTS,2010,EL43,2,99.6
2018,NUTS,2010,EL43,2,99.5
2019,NUTS,2010,EL43,2,104.2
2011,NUTS,2010,EL5,1,18.5
2013,NUTS,2010,EL5,1,24.4
2015,NUTS,2010,EL5,1,28.2
2017,NUTS,2010,EL5,1,29.0
2018,NUTS,2010,EL5,1,30.5
2019,NUTS,2010,EL5,1,32.8
1991,NUTS,2010,EL51,2,7.7
1993,NUTS,2010,EL51,2,7.3
1995,NUTS,2010,EL51,2,6.9
1997,NUTS,2010,EL51,2,8.0
1999,NUTS,2010,EL51,2,8.7
2001,NUTS,2010,EL51,2,7.5
2003,NUTS,2010,EL51,2,4.7
2005,NUTS,2010,EL51,2,5.0
2011,NUTS,2010,EL51,2,6.5
2013,NUTS,2010,EL51,2,15.9
2015,NUTS,2010,EL51,2,16.3
2017,NUTS,2010,EL51,2,8.0
2018,NUTS,2010,EL51,2,12.8
2019,NUTS,2010,EL51,2,12.5
1991,NUTS,2010,EL52,2,6.2
1993,NUTS,2010,EL52,2,7.5
1995,NUTS,2010,EL52,2,6.7
1997,NUTS,2010,EL52,2,6.9
1999,NUTS,2010,EL52,2,8.5
2001,NUTS,2010,EL52,2,7.7
2003,NUTS,2010,EL52,2,11.7
2005,NUTS,2010,EL52,2,13.8
2011,NUTS,2010,EL52,2,21.1
2013,NUTS,2010,EL52,2,27.6
2015,NUTS,2010,EL52,2,31.4
2017,NUTS,2010,EL52,2,39.7
2018,NUTS,2010,EL52,2,39.3
2019,NUTS,2010,EL52,2,43.5
1991,NUTS,2010,EL53,2,2.6
1993,NUTS,2010,EL53,2,1.6
1995,NUTS,2010,EL53,2,2.1
1997,NUTS,2010,EL53,2,11.4
1999,NUTS,2010,EL53,2,3.1
2001,NUTS,2010,EL53,2,4.1
2003,NUTS,2010,EL53,2,5.2
2005,NUTS,2010,EL53,2,7.0
2011,NUTS,2010,EL53,2,29.7
2013,NUTS,2010,EL53,2,23.1
2015,NUTS,2010,EL53,2,40.3
2017,NUTS,2010,EL53,2,18.8
2018,NUTS,2010,EL53,2,21.2
2019,NUTS,2010,EL53,2,17.3
1991,NUTS,2010,EL54,2,1.5
1993,NUTS,2010,EL54,2,3.1
1995,NUTS,2010,EL54,2,2.7
1997,NUTS,2010,EL54,2,2.6
1999,NUTS,2010,EL54,2,3.3
2001,NUTS,2010,EL54,2,4.2
2003,NUTS,2010,EL54,2,4.8
2005,NUTS,2010,EL54,2,3.1
2011,NUTS,2010,EL54,2,16.0
2013,NUTS,2010,EL54,2,22.5
2015,NUTS,2010,EL54,2,21.7
2017,NUTS,2010,EL54,2,15.4
2018,NUTS,2010,EL54,2,20.8
2019,NUTS,2010,EL54,2,21.5
2011,NUTS,2010,EL6,1,15.3
2013,NUTS,2010,EL6,1,19.2
2015,NUTS,2010,EL6,1,29.3
2017,NUTS,2010,EL6,1,14.4
2018,NUTS,2010,EL6,1,17.9
2019,NUTS,2010,EL6,1,18.1
1991,NUTS,2010,EL61,2,1.6
1993,NUTS,2010,EL61,2,2.6
1995,NUTS,2010,EL61,2,2.7
1997,NUTS,2010,EL61,2,2.9
1999,NUTS,2010,EL61,2,3.1
2001,NUTS,2010,EL61,2,2.8
2003,NUTS,2010,EL61,2,2.8
2005,NUTS,2010,EL61,2,3.0
2011,NUTS,2010,EL61,2,15.5
2013,NUTS,2010,EL61,2,19.0
2015,NUTS,2010,EL61,2,25.8
2017,NUTS,2010,EL61,2,10.9
2018,NUTS,2010,EL61,2,12.8
2019,NUTS,2010,EL61,2,12.3
1991,NUTS,2010,EL62,2,0.4
1993,NUTS,2010,EL62,2,2.9
1995,NUTS,2010,EL62,2,0.7
1997,NUTS,2010,EL62,2,0.9
1999,NUTS,2010,EL62,2,1.1
2001,NUTS,2010,EL62,2,0.6
2003,NUTS,2010,EL62,2,1.1
2005,NUTS,2010,EL62,2,2.1
2011,NUTS,2010,EL62,2,12.2
2013,NUTS,2010,EL62,2,16.8
2015,NUTS,2010,EL62,2,27.7
2017,NUTS,2010,EL62,2,8.7
2018,NUTS,2010,EL62,2,11.3
2019,NUTS,2010,EL62,2,13.2
1991,NUTS,2010,EL63,2,8.5
1993,NUTS,2010,EL63,2,10.5
1995,NUTS,2010,EL63,2,5.5
1997,NUTS,2010,EL63,2,1.4
1999,NUTS,2010,EL63,2,6.2
2001,NUTS,2010,EL63,2,7.5
2003,NUTS,2010,EL63,2,8.0
2005,NUTS,2010,EL63,2,7.0
2011,NUTS,2010,EL63,2,17.8
2013,NUTS,2010,EL63,2,23.7
2015,NUTS,2010,EL63,2,44.6
2017,NUTS,2010,EL63,2,25.4
2018,NUTS,2010,EL63,2,18.7
2019,NUTS,2010,EL63,2,21.4
1991,NUTS,2010,EL64,2,0.9
1993,NUTS,2010,EL64,2,2.0
1995,NUTS,2010,EL64,2,9.0
1997,NUTS,2010,EL64,2,1.7
1999,NUTS,2010,EL64,2,1.9
2001,NUTS,2010,EL64,2,6.0
2003,NUTS,2010,EL64,2,2.1
2005,NUTS,2010,EL64,2,3.5
2011,NUTS,2010,EL64,2,12.8
2013,NUTS,2010,EL64,2,11.7
2015,NUTS,2010,EL64,2,15.0
2017,NUTS,2010,EL64,2,6.3
2018,NUTS,2010,EL64,2,12.4
2019,NUTS,2010,EL64,2,10.6
1991,NUTS,2010,EL65,2,2.6
1993,NUTS,2010,EL65,2,1.2
1995,NUTS,2010,EL65,2,1.1
1997,NUTS,2010,EL65,2,5.0
1999,NUTS,2010,EL65,2,2.7
2001,NUTS,2010,EL65,2,3.8
2003,NUTS,2010,EL65,2,2.5
2005,NUTS,2010,EL65,2,3.3
2011,NUTS,2010,EL65,2,15.7
2013,NUTS,2010,EL65,2,22.3
2015,NUTS,2010,EL65,2,30.2
2017,NUTS,2010,EL65,2,15.8
2018,NUTS,2010,EL65,2,31.2
2019,NUTS,2010,EL65,2,30.4
1981,NUTS,2010,ES,0,5.9
1982,NUTS,2010,ES,0,6.8
1983,NUTS,2010,ES,0,6.3
1984,NUTS,2010,ES,0,6.8
1985,NUTS,2010,ES,0,7.6
1986,NUTS,2010,ES,0,9.3
1987,NUTS,2010,ES,0,10.6
1988,NUTS,2010,ES,0,12.5
1989,NUTS,2010,ES,0,15.2
1990,NUTS,2010,ES,0,18.0
1991,NUTS,2010,ES,0,20.4
1992,NUTS,2010,ES,0,20.9
1993,NUTS,2010,ES,0,19.0
1994,NUTS,2010,ES,0,18.1
1995,NUTS,2010,ES,0,17.0
1996,NUTS,2010,ES,0,18.3
1997,NUTS,2010,ES,0,17.6
1998,NUTS,2010,ES,0,19.0
1999,NUTS,2010,ES,0,20.9
2000,NUTS,2010,ES,0,22.4
2001,NUTS,2010,ES,0,24.3
2002,NUTS,2010,ES,0,27.0
2003,NUTS,2010,ES,0,30.2
2004,NUTS,2010,ES,0,33.6
2005,NUTS,2010,ES,0,40.1
2006,NUTS,2010,ES,0,44.8
2007,NUTS,2010,ES,0,52.4
2008,NUTS,2010,ES,0,58.5
2009,NUTS,2010,ES,0,63.3
2010,NUTS,2010,ES,0,63.0
2011,NUTS,2010,ES,0,59.2
2012,NUTS,2010,ES,0,54.6
2013,NUTS,2010,ES,0,52.1
2014,NUTS,2010,ES,0,51.8
2015,NUTS,2010,ES,0,54.3
2016,NUTS,2010,ES,0,52.8
2017,NUTS,2010,ES,0,53.6
2018,NUTS,2010,ES,0,53.9
2019,NUTS,2010,ES,0,56.4
2020,NUTS,2010,ES,0,58.2
1990,NUTS,2010,ES1,1,7.7
1991,NUTS,2010,ES1,1,9.7
1992,NUTS,2010,ES1,1,8.7
1993,NUTS,2010,ES1,1,8.2
1994,NUTS,2010,ES1,1,7.7
1995,NUTS,2010,ES1,1,10.7
1996,NUTS,2010,ES1,1,11.5
1997,NUTS,2010,ES1,1,11.3
1998,NUTS,2010,ES1,1,10.9
1999,NUTS,2010,ES1,1,12.4
2000,NUTS,2010,ES1,1,13.8
2001,NUTS,2010,ES1,1,14.9
2002,NUTS,2010,ES1,1,15.0
2003,NUTS,2010,ES1,1,16.1
2004,NUTS,2010,ES1,1,20.5
2005,NUTS,2010,ES1,1,23.1
2006,NUTS,2010,ES1,1,27.5
2007,NUTS,2010,ES1,1,31.1
2008,NUTS,2010,ES1,1,31.3
2009,NUTS,2010,ES1,1,34.7
2010,NUTS,2010,ES1,1,34.1
2011,NUTS,2010,ES1,1,31.0
2012,NUTS,2010,ES1,1,
2013,NUTS,2010,ES1,1,26.7
2014,NUTS,2010,ES1,1,26.3
2015,NUTS,2010,ES1,1,29.1
2016,NUTS,2010,ES1,1,30.9
2017,NUTS,2010,ES1,1,30.5
2018,NUTS,2010,ES1,1,29.7
2019,NUTS,2010,ES1,1,30.2
1990,NUTS,2010,ES11,2,7.1
1991,NUTS,2010,ES11,2,8.9
1992,NUTS,2010,ES11,2,8.1
1993,NUTS,2010,ES11,2,7.7
1994,NUTS,2010,ES11,2,5.9
1995,NUTS,2010,ES11,2,10.6
1996,NUTS,2010,ES11,2,11.5
1997,NUTS,2010,ES11,2,11.2
1998,NUTS,2010,ES11,2,10.7
1999,NUTS,2010,ES11,2,11.5
2000,NUTS,2010,ES11,2,13.3
2001,NUTS,2010,ES11,2,13.8
2002,NUTS,2010,ES11,2,14.2
2003,NUTS,2010,ES11,2,15.2
2004,NUTS,2010,ES11,2,21.6
2005,NUTS,2010,ES11,2,23.5
2006,NUTS,2010,ES11,2,27.6
2007,NUTS,2010,ES11,2,26.6
2008,NUTS,2010,ES11,2,28.1
2009,NUTS,2010,ES11,2,30.7
2010,NUTS,2010,ES11,2,30.6
2011,NUTS,2010,ES11,2,
2012,NUTS,2010,ES11,2,
2013,NUTS,2010,ES11,2,25.2
2014,NUTS,2010,ES11,2,25.4
2015,NUTS,2010,ES11,2,28.2
2016,NUTS,2010,ES11,2,30.1
2017,NUTS,2010,ES11,2,31.4
2018,NUTS,2010,ES11,2,31.4
2019,NUTS,2010,ES11,2,31.5
1990,NUTS,2010,ES12,2,9.9
1991,NUTS,2010,ES12,2,10.6
1992,NUTS,2010,ES12,2,10.2
1993,NUTS,2010,ES12,2,9.4
1994,NUTS,2010,ES12,2,10.1
1995,NUTS,2010,ES12,2,9.7
1996,NUTS,2010,ES12,2,10.6
1997,NUTS,2010,ES12,2,10.4
1998,NUTS,2010,ES12,2,9.9
1999,NUTS,2010,ES12,2,11.8
2000,NUTS,2010,ES12,2,14.4
2001,NUTS,2010,ES12,2,15.7
2002,NUTS,2010,ES12,2,13.6
2003,NUTS,2010,ES12,2,16.5
2004,NUTS,2010,ES12,2,18.2
2005,NUTS,2010,ES12,2,21.7
2006,NUTS,2010,ES12,2,27.3
2007,NUTS,2010,ES12,2,39.0
2008,NUTS,2010,ES12,2,34.0
2009,NUTS,2010,ES12,2,35.6
2010,NUTS,2010,ES12,2,34.3
2011,NUTS,2010,ES12,2,
2012,NUTS,2010,ES12,2,26.6
2013,NUTS,2010,ES12,2,26.0
2014,NUTS,2010,ES12,2,25.3
2015,NUTS,2010,ES12,2,27.6
2016,NUTS,2010,ES12,2,27.9
2017,NUTS,2010,ES12,2,25.1
2018,NUTS,2010,ES12,2,23.4
2019,NUTS,2010,ES12,2,24.5
1990,NUTS,2010,ES13,2,5.9
1991,NUTS,2010,ES13,2,12.0
1992,NUTS,2010,ES13,2,8.8
1993,NUTS,2010,ES13,2,8.7
1994,NUTS,2010,ES13,2,12.1
1995,NUTS,2010,ES13,2,12.8
1996,NUTS,2010,ES13,2,13.9
1997,NUTS,2010,ES13,2,14.0
1998,NUTS,2010,ES13,2,13.6
1999,NUTS,2010,ES13,2,17.9
2000,NUTS,2010,ES13,2,14.8
2001,NUTS,2010,ES13,2,19.0
2002,NUTS,2010,ES13,2,21.8
2003,NUTS,2010,ES13,2,20.3
2004,NUTS,2010,ES13,2,19.5
2005,NUTS,2010,ES13,2,23.4
2006,NUTS,2010,ES13,2,27.7
2007,NUTS,2010,ES13,2,38.1
2008,NUTS,2010,ES13,2,41.2
2009,NUTS,2010,ES13,2,51.7
2010,NUTS,2010,ES13,2,50.1
2011,NUTS,2010,ES13,2,48.5
2012,NUTS,2010,ES13,2,40.5
2013,NUTS,2010,ES13,2,34.7
2014,NUTS,2010,ES13,2,32.3
2015,NUTS,2010,ES13,2,34.2
2016,NUTS,2010,ES13,2,39.5
2017,NUTS,2010,ES13,2,36.1
2018,NUTS,2010,ES13,2,32.7
2019,NUTS,2010,ES13,2,34.4
1990,NUTS,2010,ES2,1,7.0
1991,NUTS,2010,ES2,1,7.3
1992,NUTS,2010,ES2,1,9.3
1993,NUTS,2010,ES2,1,9.6
1994,NUTS,2010,ES2,1,7.4
1995,NUTS,2010,ES2,1,7.4
1996,NUTS,2010,ES2,1,8.0
1997,NUTS,2010,ES2,1,7.0
1998,NUTS,2010,ES2,1,8.7
1999,NUTS,2010,ES2,1,9.3
2000,NUTS,2010,ES2,1,9.4
2001,NUTS,2010,ES2,1,11.2
2002,NUTS,2010,ES2,1,10.9
2003,NUTS,2010,ES2,1,15.1
2004,NUTS,2010,ES2,1,19.9
2005,NUTS,2010,ES2,1,21.4
2006,NUTS,2010,ES2,1,29.7
2007,NUTS,2010,ES2,1,38.8
2008,NUTS,2010,ES2,1,40.6
2009,NUTS,2010,ES2,1,48.8
2010,NUTS,2010,ES2,1,47.5
2011,NUTS,2010,ES2,1,48.0
2012,NUTS,2010,ES2,1,48.0
2013,NUTS,2010,ES2,1,44.7
2014,NUTS,2010,ES2,1,44.2
2015,NUTS,2010,ES2,1,
2016,NUTS,2010,ES2,1,49.2
2017,NUTS,2010,ES2,1,47.3
2018,NUTS,2010,ES2,1,49.3
2019,NUTS,2010,ES2,1,51.1
1990,NUTS,2010,ES21,2,3.1
1991,NUTS,2010,ES21,2,2.7
1992,NUTS,2010,ES21,2,2.6
1993,NUTS,2010,ES21,2,3.5
1994,NUTS,2010,ES21,2,3.0
1995,NUTS,2010,ES21,2,5.0
1996,NUTS,2010,ES21,2,5.4
1997,NUTS,2010,ES21,2,4.7
1998,NUTS,2010,ES21,2,4.4
1999,NUTS,2010,ES21,2,5.0
2000,NUTS,2010,ES21,2,6.3
2001,NUTS,2010,ES21,2,9.0
2002,NUTS,2010,ES21,2,9.9
2003,NUTS,2010,ES21,2,12.4
2004,NUTS,2010,ES21,2,14.2
2005,NUTS,2010,ES21,2,16.3
2006,NUTS,2010,ES21,2,18.5
2007,NUTS,2010,ES21,2,23.6
2008,NUTS,2010,ES21,2,29.6
2009,NUTS,2010,ES21,2,35.2
2010,NUTS,2010,ES21,2,36.1
2011,NUTS,2010,ES21,2,38.8
2012,NUTS,2010,ES21,2,44.5
2013,NUTS,2010,ES21,2,42.4
2014,NUTS,2010,ES21,2,42.3
2015,NUTS,2010,ES21,2,44.3
2016,NUTS,2010,ES21,2,44.4
2017,NUTS,2010,ES21,2,45.7
2018,NUTS,2010,ES21,2,44.2
2019,NUTS,2010,ES21,2,45.0
1990,NUTS,2010,ES22,2,3.8
1991,NUTS,2010,ES22,2,5.9
1992,NUTS,2010,ES22,2,2.7
1993,NUTS,2010,ES22,2,2.6
1994,NUTS,2010,ES22,2,3.5
1995,NUTS,2010,ES22,2,4.8
1996,NUTS,2010,ES22,2,5.1
1997,NUTS,2010,ES22,2,3.3
1998,NUTS,2010,ES22,2,3.5
1999,NUTS,2010,ES22,2,3.0
2000,NUTS,2010,ES22,2,3.8
2001,NUTS,2010,ES22,2,1.7
2002,NUTS,2010,ES22,2,2.5
2003,NUTS,2010,ES22,2,14.3
2004,NUTS,2010,ES22,2,22.4
2005,NUTS,2010,ES22,2,14.7
2006,NUTS,2010,ES22,2,40.3
2007,NUTS,2010,ES22,2,60.0
2008,NUTS,2010,ES22,2,45.4
2009,NUTS,2010,ES22,2,58.2
2010,NUTS,2010,ES22,2,46.8
2011,NUTS,2010,ES22,2,58.2
2012,NUTS,2010,ES22,2,44.5
2013,NUTS,2010,ES22,2,39.2
2014,NUTS,2010,ES22,2,39.9
2015,NUTS,2010,ES22,2,
2016,NUTS,2010,ES22,2,42.4
2017,NUTS,2010,ES22,2,46.8
2018,NUTS,2010,ES22,2,49.7
2019,NUTS,2010,ES22,2,52.3
1990,NUTS,2010,ES23,2,4.6
1991,NUTS,2010,ES23,2,7.1
1992,NUTS,2010,ES23,2,7.1
1993,NUTS,2010,ES23,2,12.0
1994,NUTS,2010,ES23,2,6.4
1995,NUTS,2010,ES23,2,6.4
1996,NUTS,2010,ES23,2,6.9
1997,NUTS,2010,ES23,2,7.4
1998,NUTS,2010,ES23,2,6.1
1999,NUTS,2010,ES23,2,6.7
2000,NUTS,2010,ES23,2,7.5
2001,NUTS,2010,ES23,2,6.5
2002,NUTS,2010,ES23,2,14.7
2003,NUTS,2010,ES23,2,16.2
2004,NUTS,2010,ES23,2,16.5
2005,NUTS,2010,ES23,2,15.2
2006,NUTS,2010,ES23,2,44.8
2007,NUTS,2010,ES23,2,53.6
2008,NUTS,2010,ES23,2,50.6
2009,NUTS,2010,ES23,2,65.4
2010,NUTS,2010,ES23,2,80.0
2011,NUTS,2010,ES23,2,69.6
2012,NUTS,2010,ES23,2,52.2
2013,NUTS,2010,ES23,2,47.1
2014,NUTS,2010,ES23,2,45.7
2015,NUTS,2010,ES23,2,47.8
2016,NUTS,2010,ES23,2,51.1
2017,NUTS,2010,ES23,2,51.2
2018,NUTS,2010,ES23,2,54.3
2019,NUTS,2010,ES23,2,51.0
1990,NUTS,2010,ES24,2,15.6
1991,NUTS,2010,ES24,2,16.3
1992,NUTS,2010,ES24,2,24.7
1993,NUTS,2010,ES24,2,22.9
1994,NUTS,2010,ES24,2,17.1
1995,NUTS,2010,ES24,2,13.0
1996,NUTS,2010,ES24,2,14.1
1997,NUTS,2010,ES24,2,12.6
1998,NUTS,2010,ES24,2,19.2
1999,NUTS,2010,ES24,2,20.3
2000,NUTS,2010,ES24,2,17.6
2001,NUTS,2010,ES24,2,20.3
2002,NUTS,2010,ES24,2,15.7
2003,NUTS,2010,ES24,2,20.0
2004,NUTS,2010,ES24,2,29.3
2005,NUTS,2010,ES24,2,34.6
2006,NUTS,2010,ES24,2,39.9
2007,NUTS,2010,ES24,2,50.5
2008,NUTS,2010,ES24,2,53.9
2009,NUTS,2010,ES24,2,62.6
2010,NUTS,2010,ES24,2,58.5
2011,NUTS,2010,ES24,2,53.0
2012,NUTS,2010,ES24,2,54.3
2013,NUTS,2010,ES24,2,50.6
2014,NUTS,2010,ES24,2,48.9
2015,NUTS,2010,ES24,2,54.3
2016,NUTS,2010,ES24,2,59.9
2017,NUTS,2010,ES24,2,50.1
2018,NUTS,2010,ES24,2,56.4
2019,NUTS,2010,ES24,2,60.6
1990,NUTS,2010,ES3,1,86.1
1991,NUTS,2010,ES3,1,98.1
1992,NUTS,2010,ES3,1,100.9
1993,NUTS,2010,ES3,1,89.9
1994,NUTS,2010,ES3,1,85.1
1995,NUTS,2010,ES3,1,68.0
1996,NUTS,2010,ES3,1,72.9
1997,NUTS,2010,ES3,1,68.8
1998,NUTS,2010,ES3,1,77.1
1999,NUTS,2010,ES3,1,83.9
2000,NUTS,2010,ES3,1,89.6
2001,NUTS,2010,ES3,1,94.9
2002,NUTS,2010,ES3,1,104.2
2003,NUTS,2010,ES3,1,105.0
2004,NUTS,2010,ES3,1,111.2
2005,NUTS,2010,ES3,1,126.3
2006,NUTS,2010,ES3,1,133.9
2007,NUTS,2010,ES3,1,146.6
2008,NUTS,2010,ES3,1,160.1
2009,NUTS,2010,ES3,1,168.6
2010,NUTS,2010,ES3,1,166.8
2011,NUTS,2010,ES3,1,159.6
2012,NUTS,2010,ES3,1,141.4
2013,NUTS,2010,ES3,1,134.2
2014,NUTS,2010,ES3,1,134.4
2015,NUTS,2010,ES3,1,140.2
2016,NUTS,2010,ES3,1,134.6
2017,NUTS,2010,ES3,1,136.8
2018,NUTS,2010,ES3,1,135.6
2019,NUTS,2010,ES3,1,140.0
1990,NUTS,2010,ES30,2,86.1
1991,NUTS,2010,ES30,2,98.1
1992,NUTS,2010,ES30,2,100.9
1993,NUTS,2010,ES30,2,89.9
1994,NUTS,2010,ES30,2,85.1
1995,NUTS,2010,ES30,2,68.0
1996,NUTS,2010,ES30,2,72.9
1997,NUTS,2010,ES30,2,68.8
1998,NUTS,2010,ES30,2,77.1
1999,NUTS,2010,ES30,2,83.9
2000,NUTS,2010,ES30,2,89.6
2001,NUTS,2010,ES30,2,94.9
2002,NUTS,2010,ES30,2,104.2
2003,NUTS,2010,ES30,2,105.0
2004,NUTS,2010,ES30,2,111.2
2005,NUTS,2010,ES30,2,126.3
2006,NUTS,2010,ES30,2,133.9
2007,NUTS,2010,ES30,2,146.6
2008,NUTS,2010,ES30,2,160.1
2009,NUTS,2010,ES30,2,168.6
2010,NUTS,2010,ES30,2,166.8
2011,NUTS,2010,ES30,2,159.6
2012,NUTS,2010,ES30,2,141.4
2013,NUTS,2010,ES30,2,134.2
2014,NUTS,2010,ES30,2,134.4
2015,NUTS,2010,ES30,2,140.2
2016,NUTS,2010,ES30,2,134.6
2017,NUTS,2010,ES30,2,136.8
2018,NUTS,2010,ES30,2,135.6
2019,NUTS,2010,ES30,2,140.0
1990,NUTS,2010,ES4,1,4.8
1991,NUTS,2010,ES4,1,5.5
1992,NUTS,2010,ES4,1,5.0
1993,NUTS,2010,ES4,1,4.3
1994,NUTS,2010,ES4,1,4.6
1995,NUTS,2010,ES4,1,4.9
1996,NUTS,2010,ES4,1,5.3
1997,NUTS,2010,ES4,1,6.0
1998,NUTS,2010,ES4,1,5.8
1999,NUTS,2010,ES4,1,6.3
2000,NUTS,2010,ES4,1,8.1
2001,NUTS,2010,ES4,1,8.5
2002,NUTS,2010,ES4,1,8.3
2003,NUTS,2010,ES4,1,12.3
2004,NUTS,2010,ES4,1,12.5
2005,NUTS,2010,ES4,1,14.7
