year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_gov_eur_hab
2003,NUTS,2010,DEA2,2,211.0
2004,NUTS,2010,DEA2,2,208.1
2005,NUTS,2010,DEA2,2,207.0
2006,NUTS,2010,DEA2,2,219.3
2007,NUTS,2010,DEA2,2,229.3
2008,NUTS,2010,DEA2,2,232.5
2009,NUTS,2010,DEA2,2,279.4
2010,NUTS,2010,DEA2,2,275.3
2011,NUTS,2010,DEA2,2,313.0
2012,NUTS,2010,DEA2,2,346.2
2013,NUTS,2010,DEA2,2,363.0
2014,NUTS,2010,DEA2,2,357.3
2015,NUTS,2010,DEA2,2,345.8
2016,NUTS,2010,DEA2,2,331.1
2017,NUTS,2010,DEA2,2,334.8
2018,NUTS,2010,DEA2,2,360.5
2019,NUTS,2010,DEA2,2,382.8
1995,NUTS,2010,DEA3,2,25.5
1996,NUTS,2010,DEA3,2,14.9
1997,NUTS,2010,DEA3,2,17.6
1998,NUTS,2010,DEA3,2,19.4
1999,NUTS,2010,DEA3,2,18.8
2000,NUTS,2010,DEA3,2,18.8
2003,NUTS,2010,DEA3,2,14.3
2004,NUTS,2010,DEA3,2,21.3
2005,NUTS,2010,DEA3,2,17.0
2006,NUTS,2010,DEA3,2,14.8
2007,NUTS,2010,DEA3,2,15.9
2008,NUTS,2010,DEA3,2,22.0
2009,NUTS,2010,DEA3,2,11.8
2010,NUTS,2010,DEA3,2,19.5
2011,NUTS,2010,DEA3,2,20.2
2012,NUTS,2010,DEA3,2,19.7
2013,NUTS,2010,DEA3,2,19.4
2014,NUTS,2010,DEA3,2,28.6
2015,NUTS,2010,DEA3,2,20.1
2016,NUTS,2010,DEA3,2,21.2
2017,NUTS,2010,DEA3,2,23.9
2018,NUTS,2010,DEA3,2,24.7
2019,NUTS,2010,DEA3,2,25.5
1995,NUTS,2010,DEA4,2,5.6
1996,NUTS,2010,DEA4,2,5.2
1997,NUTS,2010,DEA4,2,4.9
1998,NUTS,2010,DEA4,2,5.0
1999,NUTS,2010,DEA4,2,5.9
2000,NUTS,2010,DEA4,2,3.9
2003,NUTS,2010,DEA4,2,4.2
2004,NUTS,2010,DEA4,2,4.9
2005,NUTS,2010,DEA4,2,4.9
2006,NUTS,2010,DEA4,2,13.8
2007,NUTS,2010,DEA4,2,15.5
2008,NUTS,2010,DEA4,2,14.2
2009,NUTS,2010,DEA4,2,15.1
2010,NUTS,2010,DEA4,2,16.4
2011,NUTS,2010,DEA4,2,21.1
2012,NUTS,2010,DEA4,2,20.3
2013,NUTS,2010,DEA4,2,20.1
2014,NUTS,2010,DEA4,2,20.4
2015,NUTS,2010,DEA4,2,22.1
2016,NUTS,2010,DEA4,2,24.2
2017,NUTS,2010,DEA4,2,31.8
2018,NUTS,2010,DEA4,2,28.6
2019,NUTS,2010,DEA4,2,31.2
1995,NUTS,2010,DEA5,2,23.6
1996,NUTS,2010,DEA5,2,24.8
1997,NUTS,2010,DEA5,2,26.9
1998,NUTS,2010,DEA5,2,30.2
1999,NUTS,2010,DEA5,2,28.8
2000,NUTS,2010,DEA5,2,25.4
2003,NUTS,2010,DEA5,2,29.1
2004,NUTS,2010,DEA5,2,32.1
2005,NUTS,2010,DEA5,2,33.9
2006,NUTS,2010,DEA5,2,29.8
2007,NUTS,2010,DEA5,2,28.5
2008,NUTS,2010,DEA5,2,31.1
2009,NUTS,2010,DEA5,2,32.1
2010,NUTS,2010,DEA5,2,31.7
2011,NUTS,2010,DEA5,2,34.0
2012,NUTS,2010,DEA5,2,36.6
2013,NUTS,2010,DEA5,2,33.7
2014,NUTS,2010,DEA5,2,48.7
2015,NUTS,2010,DEA5,2,51.9
2016,NUTS,2010,DEA5,2,51.8
2017,NUTS,2010,DEA5,2,54.1
2018,NUTS,2010,DEA5,2,55.5
2019,NUTS,2010,DEA5,2,53.1
1991,NUTS,2010,DEB,1,25.3
1993,NUTS,2010,DEB,1,23.3
1994,NUTS,2010,DEB,1,21.7
1995,NUTS,2010,DEB,1,26.2
1996,NUTS,2010,DEB,1,27.1
1997,NUTS,2010,DEB,1,28.8
1998,NUTS,2010,DEB,1,30.1
1999,NUTS,2010,DEB,1,29.8
2000,NUTS,2010,DEB,1,30.5
2003,NUTS,2010,DEB,1,35.0
2004,NUTS,2010,DEB,1,39.6
2005,NUTS,2010,DEB,1,39.1
2006,NUTS,2010,DEB,1,40.8
2007,NUTS,2010,DEB,1,38.7
2008,NUTS,2010,DEB,1,40.6
2009,NUTS,2010,DEB,1,43.4
2010,NUTS,2010,DEB,1,47.9
2011,NUTS,2010,DEB,1,51.8
2012,NUTS,2010,DEB,1,49.5
2013,NUTS,2010,DEB,1,51.4
2014,NUTS,2010,DEB,1,46.2
2015,NUTS,2010,DEB,1,52.1
2016,NUTS,2010,DEB,1,58.0
2017,NUTS,2010,DEB,1,64.5
2018,NUTS,2010,DEB,1,67.2
2019,NUTS,2010,DEB,1,73.7
1995,NUTS,2010,DEB1,2,4.0
1996,NUTS,2010,DEB1,2,3.5
1997,NUTS,2010,DEB1,2,3.3
1998,NUTS,2010,DEB1,2,3.4
1999,NUTS,2010,DEB1,2,4.0
2000,NUTS,2010,DEB1,2,4.0
2003,NUTS,2010,DEB1,2,5.6
2004,NUTS,2010,DEB1,2,19.6
2005,NUTS,2010,DEB1,2,5.2
2006,NUTS,2010,DEB1,2,6.5
2007,NUTS,2010,DEB1,2,6.8
2008,NUTS,2010,DEB1,2,7.5
2009,NUTS,2010,DEB1,2,8.1
2010,NUTS,2010,DEB1,2,9.2
2011,NUTS,2010,DEB1,2,9.1
2012,NUTS,2010,DEB1,2,10.3
2013,NUTS,2010,DEB1,2,17.3
2014,NUTS,2010,DEB1,2,15.1
2015,NUTS,2010,DEB1,2,12.9
2016,NUTS,2010,DEB1,2,12.1
2017,NUTS,2010,DEB1,2,13.5
2018,NUTS,2010,DEB1,2,13.9
2019,NUTS,2010,DEB1,2,17.6
1995,NUTS,2010,DEB2,2,21.3
1996,NUTS,2010,DEB2,2,22.8
1997,NUTS,2010,DEB2,2,20.0
1998,NUTS,2010,DEB2,2,23.9
1999,NUTS,2010,DEB2,2,23.5
2000,NUTS,2010,DEB2,2,19.5
2003,NUTS,2010,DEB2,2,11.8
2004,NUTS,2010,DEB2,2,12.7
2005,NUTS,2010,DEB2,2,14.8
2006,NUTS,2010,DEB2,2,19.2
2007,NUTS,2010,DEB2,2,22.8
2008,NUTS,2010,DEB2,2,17.4
2009,NUTS,2010,DEB2,2,25.4
2010,NUTS,2010,DEB2,2,18.5
2011,NUTS,2010,DEB2,2,18.2
2012,NUTS,2010,DEB2,2,20.8
2013,NUTS,2010,DEB2,2,8.1
2014,NUTS,2010,DEB2,2,7.9
2015,NUTS,2010,DEB2,2,7.7
2016,NUTS,2010,DEB2,2,8.3
2017,NUTS,2010,DEB2,2,8.0
2018,NUTS,2010,DEB2,2,9.4
2019,NUTS,2010,DEB2,2,14.8
1995,NUTS,2010,DEB3,2,44.1
1996,NUTS,2010,DEB3,2,45.7
1997,NUTS,2010,DEB3,2,50.3
1998,NUTS,2010,DEB3,2,51.8
1999,NUTS,2010,DEB3,2,50.9
2000,NUTS,2010,DEB3,2,53.4
2003,NUTS,2010,DEB3,2,63.3
2004,NUTS,2010,DEB3,2,61.6
2005,NUTS,2010,DEB3,2,71.0
2006,NUTS,2010,DEB3,2,72.0
2007,NUTS,2010,DEB3,2,66.7
2008,NUTS,2010,DEB3,2,71.2
2009,NUTS,2010,DEB3,2,74.3
2010,NUTS,2010,DEB3,2,84.2
2011,NUTS,2010,DEB3,2,92.4
2012,NUTS,2010,DEB3,2,86.1
2013,NUTS,2010,DEB3,2,87.9
2014,NUTS,2010,DEB3,2,79.1
2015,NUTS,2010,DEB3,2,92.3
2016,NUTS,2010,DEB3,2,104.7
2017,NUTS,2010,DEB3,2,116.3
2018,NUTS,2010,DEB3,2,121.0
2019,NUTS,2010,DEB3,2,129.6
1991,NUTS,2010,DEC,1,18.0
1993,NUTS,2010,DEC,1,30.3
1994,NUTS,2010,DEC,1,33.5
1995,NUTS,2010,DEC,1,38.9
1996,NUTS,2010,DEC,1,40.1
1997,NUTS,2010,DEC,1,43.4
1998,NUTS,2010,DEC,1,39.9
1999,NUTS,2010,DEC,1,44.7
2000,NUTS,2010,DEC,1,43.9
2003,NUTS,2010,DEC,1,58.2
2004,NUTS,2010,DEC,1,62.0
2005,NUTS,2010,DEC,1,77.5
2006,NUTS,2010,DEC,1,79.0
2007,NUTS,2010,DEC,1,85.2
2008,NUTS,2010,DEC,1,102.2
2009,NUTS,2010,DEC,1,103.7
2010,NUTS,2010,DEC,1,122.7
2011,NUTS,2010,DEC,1,135.4
2012,NUTS,2010,DEC,1,136.2
2013,NUTS,2010,DEC,1,133.8
2014,NUTS,2010,DEC,1,138.2
2015,NUTS,2010,DEC,1,132.0
2016,NUTS,2010,DEC,1,117.8
2017,NUTS,2010,DEC,1,127.5
2018,NUTS,2010,DEC,1,130.7
2019,NUTS,2010,DEC,1,156.6
1993,NUTS,2010,DEC0,2,30.3
1994,NUTS,2010,DEC0,2,33.5
1995,NUTS,2010,DEC0,2,38.9
1996,NUTS,2010,DEC0,2,40.1
1997,NUTS,2010,DEC0,2,43.4
1998,NUTS,2010,DEC0,2,39.9
1999,NUTS,2010,DEC0,2,44.7
2000,NUTS,2010,DEC0,2,43.9
2003,NUTS,2010,DEC0,2,58.2
2004,NUTS,2010,DEC0,2,62.0
2005,NUTS,2010,DEC0,2,77.5
2006,NUTS,2010,DEC0,2,79.0
2007,NUTS,2010,DEC0,2,85.2
2008,NUTS,2010,DEC0,2,102.2
2009,NUTS,2010,DEC0,2,103.7
2010,NUTS,2010,DEC0,2,122.7
2011,NUTS,2010,DEC0,2,135.4
2012,NUTS,2010,DEC0,2,136.2
2013,NUTS,2010,DEC0,2,133.8
2014,NUTS,2010,DEC0,2,138.2
2015,NUTS,2010,DEC0,2,132.0
2016,NUTS,2010,DEC0,2,117.8
2017,NUTS,2010,DEC0,2,127.5
2018,NUTS,2010,DEC0,2,130.7
2019,NUTS,2010,DEC0,2,156.6
1993,NUTS,2010,DED,1,58.7
1994,NUTS,2010,DED,1,61.7
1995,NUTS,2010,DED,1,73.9
1996,NUTS,2010,DED,1,78.4
1997,NUTS,2010,DED,1,77.5
1998,NUTS,2010,DED,1,86.4
1999,NUTS,2010,DED,1,99.8
2000,NUTS,2010,DED,1,103.8
2003,NUTS,2010,DED,1,114.4
2004,NUTS,2010,DED,1,117.5
2005,NUTS,2010,DED,1,128.5
2006,NUTS,2010,DED,1,133.1
2007,NUTS,2010,DED,1,144.3
2008,NUTS,2010,DED,1,160.0
2009,NUTS,2010,DED,1,180.3
2010,NUTS,2010,DED,1,189.0
2011,NUTS,2010,DED,1,207.1
2012,NUTS,2010,DED,1,197.4
2013,NUTS,2010,DED,1,209.3
2014,NUTS,2010,DED,1,193.0
2015,NUTS,2010,DED,1,218.0
2016,NUTS,2010,DED,1,224.0
2017,NUTS,2010,DED,1,235.5
2018,NUTS,2010,DED,1,246.2
2019,NUTS,2010,DED,1,263.6
1998,NUTS,2010,DED2,2,136.3
1999,NUTS,2010,DED2,2,156.1
2000,NUTS,2010,DED2,2,174.5
2003,NUTS,2010,DED2,2,185.4
2004,NUTS,2010,DED2,2,116.9
2005,NUTS,2010,DED2,2,221.6
2006,NUTS,2010,DED2,2,213.7
2007,NUTS,2010,DED2,2,227.5
2008,NUTS,2010,DED2,2,241.5
2009,NUTS,2010,DED2,2,277.6
2010,NUTS,2010,DED2,2,300.4
2011,NUTS,2010,DED2,2,329.5
2012,NUTS,2010,DED2,2,318.6
2013,NUTS,2010,DED2,2,334.9
2014,NUTS,2010,DED2,2,314.6
2015,NUTS,2010,DED2,2,333.6
2016,NUTS,2010,DED2,2,356.9
2017,NUTS,2010,DED2,2,372.6
2018,NUTS,2010,DED2,2,384.2
2019,NUTS,2010,DED2,2,408.7
2011,NUTS,2010,DED4,2,52.3
2012,NUTS,2010,DED4,2,53.7
2013,NUTS,2010,DED4,2,62.9
2014,NUTS,2010,DED4,2,62.1
2015,NUTS,2010,DED4,2,64.0
2016,NUTS,2010,DED4,2,67.0
2017,NUTS,2010,DED4,2,70.5
2018,NUTS,2010,DED4,2,76.1
2019,NUTS,2010,DED4,2,79.5
2011,NUTS,2010,DED5,2,246.3
2012,NUTS,2010,DED5,2,219.6
2013,NUTS,2010,DED5,2,226.4
2014,NUTS,2010,DED5,2,191.8
2015,NUTS,2010,DED5,2,259.3
2016,NUTS,2010,DED5,2,240.9
2017,NUTS,2010,DED5,2,255.6
2018,NUTS,2010,DED5,2,270.2
2019,NUTS,2010,DED5,2,294.9
1993,NUTS,2010,DEE,1,40.8
1994,NUTS,2010,DEE,1,48.4
1995,NUTS,2010,DEE,1,48.4
1996,NUTS,2010,DEE,1,49.9
1997,NUTS,2010,DEE,1,48.7
1998,NUTS,2010,DEE,1,54.1
1999,NUTS,2010,DEE,1,52.7
2000,NUTS,2010,DEE,1,66.1
2003,NUTS,2010,DEE,1,67.4
2004,NUTS,2010,DEE,1,72.6
2005,NUTS,2010,DEE,1,75.0
2006,NUTS,2010,DEE,1,86.1
2007,NUTS,2010,DEE,1,85.5
2008,NUTS,2010,DEE,1,85.5
2009,NUTS,2010,DEE,1,97.6
2010,NUTS,2010,DEE,1,104.8
2011,NUTS,2010,DEE,1,127.9
2012,NUTS,2010,DEE,1,117.8
2013,NUTS,2010,DEE,1,120.7
2014,NUTS,2010,DEE,1,121.6
2015,NUTS,2010,DEE,1,125.9
2016,NUTS,2010,DEE,1,129.9
2017,NUTS,2010,DEE,1,139.9
2018,NUTS,2010,DEE,1,146.3
2019,NUTS,2010,DEE,1,157.7
1993,NUTS,2010,DEE0,2,40.8
1994,NUTS,2010,DEE0,2,48.4
1995,NUTS,2010,DEE0,2,48.4
1996,NUTS,2010,DEE0,2,49.9
1997,NUTS,2010,DEE0,2,48.7
1998,NUTS,2010,DEE0,2,54.1
1999,NUTS,2010,DEE0,2,52.7
2000,NUTS,2010,DEE0,2,66.1
2003,NUTS,2010,DEE0,2,67.4
2004,NUTS,2010,DEE0,2,72.6
2005,NUTS,2010,DEE0,2,75.0
2006,NUTS,2010,DEE0,2,86.1
2007,NUTS,2010,DEE0,2,85.5
2008,NUTS,2010,DEE0,2,85.5
2009,NUTS,2010,DEE0,2,97.6
2010,NUTS,2010,DEE0,2,104.8
2011,NUTS,2010,DEE0,2,127.9
2012,NUTS,2010,DEE0,2,117.8
2013,NUTS,2010,DEE0,2,120.7
2014,NUTS,2010,DEE0,2,121.6
2015,NUTS,2010,DEE0,2,125.9
2016,NUTS,2010,DEE0,2,129.9
2017,NUTS,2010,DEE0,2,139.9
2018,NUTS,2010,DEE0,2,146.3
2019,NUTS,2010,DEE0,2,157.7
1991,NUTS,2010,DEF,1,42.5
1993,NUTS,2010,DEF,1,65.5
1994,NUTS,2010,DEF,1,62.5
1995,NUTS,2010,DEF,1,65.0
1996,NUTS,2010,DEF,1,69.0
1997,NUTS,2010,DEF,1,64.1
1998,NUTS,2010,DEF,1,65.4
1999,NUTS,2010,DEF,1,71.6
2000,NUTS,2010,DEF,1,72.7
2003,NUTS,2010,DEF,1,72.9
2004,NUTS,2010,DEF,1,73.8
2005,NUTS,2010,DEF,1,73.0
2006,NUTS,2010,DEF,1,76.1
2007,NUTS,2010,DEF,1,77.7
2008,NUTS,2010,DEF,1,82.6
2009,NUTS,2010,DEF,1,88.0
2010,NUTS,2010,DEF,1,91.7
2011,NUTS,2010,DEF,1,97.7
2012,NUTS,2010,DEF,1,104.8
2013,NUTS,2010,DEF,1,107.4
2014,NUTS,2010,DEF,1,118.8
2015,NUTS,2010,DEF,1,104.6
2016,NUTS,2010,DEF,1,103.9
2017,NUTS,2010,DEF,1,109.0
2018,NUTS,2010,DEF,1,111.3
2019,NUTS,2010,DEF,1,120.8
1991,NUTS,2010,DEF0,2,42.5
1993,NUTS,2010,DEF0,2,65.5
1994,NUTS,2010,DEF0,2,62.5
1995,NUTS,2010,DEF0,2,65.0
1996,NUTS,2010,DEF0,2,69.0
1997,NUTS,2010,DEF0,2,64.1
1998,NUTS,2010,DEF0,2,65.4
1999,NUTS,2010,DEF0,2,71.6
2000,NUTS,2010,DEF0,2,72.7
2003,NUTS,2010,DEF0,2,72.9
2004,NUTS,2010,DEF0,2,73.8
2005,NUTS,2010,DEF0,2,73.0
2006,NUTS,2010,DEF0,2,76.1
2007,NUTS,2010,DEF0,2,77.7
2008,NUTS,2010,DEF0,2,82.6
2009,NUTS,2010,DEF0,2,88.0
2010,NUTS,2010,DEF0,2,91.7
2011,NUTS,2010,DEF0,2,97.7
2012,NUTS,2010,DEF0,2,104.8
2013,NUTS,2010,DEF0,2,107.4
2014,NUTS,2010,DEF0,2,118.8
2015,NUTS,2010,DEF0,2,104.6
2016,NUTS,2010,DEF0,2,103.9
2017,NUTS,2010,DEF0,2,109.0
2018,NUTS,2010,DEF0,2,111.3
2019,NUTS,2010,DEF0,2,120.8
1993,NUTS,2010,DEG,1,39.0
1994,NUTS,2010,DEG,1,43.5
1995,NUTS,2010,DEG,1,46.0
1996,NUTS,2010,DEG,1,49.2
1997,NUTS,2010,DEG,1,50.6
1998,NUTS,2010,DEG,1,59.6
1999,NUTS,2010,DEG,1,55.2
2000,NUTS,2010,DEG,1,65.7
2003,NUTS,2010,DEG,1,68.0
2004,NUTS,2010,DEG,1,75.3
2005,NUTS,2010,DEG,1,71.4
2006,NUTS,2010,DEG,1,75.4
2007,NUTS,2010,DEG,1,87.7
2008,NUTS,2010,DEG,1,100.0
2009,NUTS,2010,DEG,1,105.8
2010,NUTS,2010,DEG,1,109.9
2011,NUTS,2010,DEG,1,120.5
2012,NUTS,2010,DEG,1,125.1
2013,NUTS,2010,DEG,1,125.9
2014,NUTS,2010,DEG,1,126.3
2015,NUTS,2010,DEG,1,125.4
2016,NUTS,2010,DEG,1,129.5
2017,NUTS,2010,DEG,1,139.2
2018,NUTS,2010,DEG,1,150.3
2019,NUTS,2010,DEG,1,155.9
1993,NUTS,2010,DEG0,2,39.0
1994,NUTS,2010,DEG0,2,43.5
1995,NUTS,2010,DEG0,2,46.0
1996,NUTS,2010,DEG0,2,49.2
1997,NUTS,2010,DEG0,2,50.6
1998,NUTS,2010,DEG0,2,59.6
1999,NUTS,2010,DEG0,2,55.2
2000,NUTS,2010,DEG0,2,65.7
2003,NUTS,2010,DEG0,2,68.0
2004,NUTS,2010,DEG0,2,75.3
2005,NUTS,2010,DEG0,2,71.4
2006,NUTS,2010,DEG0,2,75.4
2007,NUTS,2010,DEG0,2,87.7
2008,NUTS,2010,DEG0,2,100.0
2009,NUTS,2010,DEG0,2,105.8
2010,NUTS,2010,DEG0,2,109.9
2011,NUTS,2010,DEG0,2,120.5
2012,NUTS,2010,DEG0,2,125.1
2013,NUTS,2010,DEG0,2,125.9
2014,NUTS,2010,DEG0,2,126.3
2015,NUTS,2010,DEG0,2,125.4
2016,NUTS,2010,DEG0,2,129.5
2017,NUTS,2010,DEG0,2,139.2
2018,NUTS,2010,DEG0,2,150.3
2019,NUTS,2010,DEG0,2,155.9
1981,NUTS,2010,DK,0,25.0
1982,NUTS,2010,DK,0,27.6
1983,NUTS,2010,DK,0,30.5
1984,NUTS,2010,DK,0,33.3
1985,NUTS,2010,DK,0,36.7
1986,NUTS,2010,DK,0,42.3
1987,NUTS,2010,DK,0,47.7
1988,NUTS,2010,DK,0,51.4
1989,NUTS,2010,DK,0,54.9
1990,NUTS,2010,DK,0,59.0
1991,NUTS,2010,DK,0,61.3
1992,NUTS,2010,DK,0,65.6
1993,NUTS,2010,DK,0,71.0
1995,NUTS,2010,DK,0,82.5
1996,NUTS,2010,DK,0,82.8
1997,NUTS,2010,DK,0,84.5
1998,NUTS,2010,DK,0,85.9
1999,NUTS,2010,DK,0,97.2
2000,NUTS,2010,DK,0,92.3
2001,NUTS,2010,DK,0,94.1
2002,NUTS,2010,DK,0,63.6
2003,NUTS,2010,DK,0,63.2
2004,NUTS,2010,DK,0,62.3
2005,NUTS,2010,DK,0,60.7
2006,NUTS,2010,DK,0,65.5
2007,NUTS,2010,DK,0,34.9
2008,NUTS,2010,DK,0,31.9
2009,NUTS,2010,DK,0,26.5
2010,NUTS,2010,DK,0,28.3
2011,NUTS,2010,DK,0,26.6
2012,NUTS,2010,DK,0,32.3
2013,NUTS,2010,DK,0,32.3
2014,NUTS,2010,DK,0,31.6
2015,NUTS,2010,DK,0,32.9
2016,NUTS,2010,DK,0,34.0
2017,NUTS,2010,DK,0,46.1
2018,NUTS,2010,DK,0,45.0
2019,NUTS,2010,DK,0,45.6
2020,NUTS,2010,DK,0,49.7
1981,NUTS,2010,DK0,1,25.0
1982,NUTS,2010,DK0,1,27.6
1983,NUTS,2010,DK0,1,30.5
1984,NUTS,2010,DK0,1,33.3
1985,NUTS,2010,DK0,1,36.7
1986,NUTS,2010,DK0,1,42.3
1987,NUTS,2010,DK0,1,47.7
1988,NUTS,2010,DK0,1,51.4
1989,NUTS,2010,DK0,1,54.9
1990,NUTS,2010,DK0,1,59.0
1991,NUTS,2010,DK0,1,61.3
1992,NUTS,2010,DK0,1,65.6
1993,NUTS,2010,DK0,1,71.0
1995,NUTS,2010,DK0,1,82.5
1996,NUTS,2010,DK0,1,82.8
1997,NUTS,2010,DK0,1,84.5
1998,NUTS,2010,DK0,1,85.9
1999,NUTS,2010,DK0,1,97.2
2000,NUTS,2010,DK0,1,92.3
2001,NUTS,2010,DK0,1,95.4
2002,NUTS,2010,DK0,1,63.6
2003,NUTS,2010,DK0,1,63.2
2004,NUTS,2010,DK0,1,62.3
2005,NUTS,2010,DK0,1,60.7
2006,NUTS,2010,DK0,1,65.5
2007,NUTS,2010,DK0,1,34.9
2008,NUTS,2010,DK0,1,31.9
2009,NUTS,2010,DK0,1,26.1
2010,NUTS,2010,DK0,1,28.3
2011,NUTS,2010,DK0,1,28.1
2012,NUTS,2010,DK0,1,32.3
2013,NUTS,2010,DK0,1,32.3
2014,NUTS,2010,DK0,1,31.6
2015,NUTS,2010,DK0,1,32.9
2016,NUTS,2010,DK0,1,34.0
2017,NUTS,2010,DK0,1,46.1
2018,NUTS,2010,DK0,1,45.0
2019,NUTS,2010,DK0,1,45.6
2020,NUTS,2010,DK0,1,49.7
2007,NUTS,2010,DK01,2,88.6
2009,NUTS,2010,DK01,2,63.4
2010,NUTS,2010,DK01,2,67.7
2011,NUTS,2010,DK01,2,68.4
2012,NUTS,2010,DK01,2,68.4
2013,NUTS,2010,DK01,2,59.1
2014,NUTS,2010,DK01,2,55.8
2015,NUTS,2010,DK01,2,49.1
2016,NUTS,2010,DK01,2,47.0
2017,NUTS,2010,DK01,2,87.0
2019,NUTS,2010,DK01,2,80.8
2007,NUTS,2010,DK02,2,11.0
2009,NUTS,2010,DK02,2,8.3
2010,NUTS,2010,DK02,2,6.2
2011,NUTS,2010,DK02,2,7.6
2012,NUTS,2010,DK02,2,10.0
2013,NUTS,2010,DK02,2,21.9
2014,NUTS,2010,DK02,2,15.8
2015,NUTS,2010,DK02,2,36.3
2016,NUTS,2010,DK02,2,27.1
2017,NUTS,2010,DK02,2,36.3
2019,NUTS,2010,DK02,2,42.4
2007,NUTS,2010,DK03,2,3.4
2009,NUTS,2010,DK03,2,10.7
2010,NUTS,2010,DK03,2,14.8
2011,NUTS,2010,DK03,2,11.7
2012,NUTS,2010,DK03,2,15.3
2013,NUTS,2010,DK03,2,16.7
2014,NUTS,2010,DK03,2,22.3
2015,NUTS,2010,DK03,2,23.0
2016,NUTS,2010,DK03,2,26.3
2017,NUTS,2010,DK03,2,5.6
2019,NUTS,2010,DK03,2,3.2
2007,NUTS,2010,DK04,2,8.7
2009,NUTS,2010,DK04,2,14.1
2010,NUTS,2010,DK04,2,14.5
2011,NUTS,2010,DK04,2,14.6
2012,NUTS,2010,DK04,2,27.2
2013,NUTS,2010,DK04,2,30.0
2014,NUTS,2010,DK04,2,29.8
2015,NUTS,2010,DK04,2,30.8
2016,NUTS,2010,DK04,2,40.8
2017,NUTS,2010,DK04,2,29.9
2019,NUTS,2010,DK04,2,27.2
2007,NUTS,2010,DK05,2,37.2
2009,NUTS,2010,DK05,2,2.0
2010,NUTS,2010,DK05,2,2.9
2011,NUTS,2010,DK05,2,1.9
2012,NUTS,2010,DK05,2,3.2
2013,NUTS,2010,DK05,2,4.3
2014,NUTS,2010,DK05,2,3.7
2015,NUTS,2010,DK05,2,4.1
2016,NUTS,2010,DK05,2,4.8
2017,NUTS,2010,DK05,2,54.0
2019,NUTS,2010,DK05,2,69.9
2000,NUTS,2010,EA19,2,56.8
2001,NUTS,2010,EA19,2,59.2
2002,NUTS,2010,EA19,2,61.0
2003,NUTS,2010,EA19,2,61.6
2004,NUTS,2010,EA19,2,64.1
2005,NUTS,2010,EA19,2,67.4
2006,NUTS,2010,EA19,2,69.2
2007,NUTS,2010,EA19,2,71.4
2008,NUTS,2010,EA19,2,75.7
2009,NUTS,2010,EA19,2,79.3
2010,NUTS,2010,EA19,2,78.1
2011,NUTS,2010,EA19,2,80.3
2012,NUTS,2010,EA19,2,82.0
2013,NUTS,2010,EA19,2,81.3
2014,NUTS,2010,EA19,2,82.8
2015,NUTS,2010,EA19,2,84.4
2016,NUTS,2010,EA19,2,85.1
2017,NUTS,2010,EA19,2,87.8
2018,NUTS,2010,EA19,2,91.7
2019,NUTS,2010,EA19,2,96.2
2020,NUTS,2010,EA19,2,98.0
1992,NUTS,2010,EE,0,1.7
1993,NUTS,2010,EE,0,4.1
1994,NUTS,2010,EE,0,7.0
1995,NUTS,2010,EE,0,8.3
1996,NUTS,2010,EE,0,8.8
1997,NUTS,2010,EE,0,6.3
1998,NUTS,2010,EE,0,4.9
1999,NUTS,2010,EE,0,6.5
2000,NUTS,2010,EE,0,6.1
2001,NUTS,2010,EE,0,4.9
2002,NUTS,2010,EE,0,6.8
2003,NUTS,2010,EE,0,7.7
2004,NUTS,2010,EE,0,8.0
2005,NUTS,2010,EE,0,8.6
2006,NUTS,2010,EE,0,14.7
2007,NUTS,2010,EE,0,11.2
2008,NUTS,2010,EE,0,18.3
2009,NUTS,2010,EE,0,16.2
2010,NUTS,2010,EE,0,18.4
2011,NUTS,2010,EE,0,23.4
2012,NUTS,2010,EE,0,26.7
2013,NUTS,2010,EE,0,22.1
2014,NUTS,2010,EE,0,23.9
2015,NUTS,2010,EE,0,24.9
2016,NUTS,2010,EE,0,23.5
2017,NUTS,2010,EE,0,27.2
2018,NUTS,2010,EE,0,31.7
2019,NUTS,2010,EE,0,35.0
2020,NUTS,2010,EE,0,35.6
1992,NUTS,2010,EE0,1,1.7
1993,NUTS,2010,EE0,1,4.1
1994,NUTS,2010,EE0,1,7.0
1995,NUTS,2010,EE0,1,8.3
1996,NUTS,2010,EE0,1,8.8
1997,NUTS,2010,EE0,1,6.3
1998,NUTS,2010,EE0,1,4.9
1999,NUTS,2010,EE0,1,6.5
2000,NUTS,2010,EE0,1,6.1
2001,NUTS,2010,EE0,1,4.9
2002,NUTS,2010,EE0,1,6.8
2003,NUTS,2010,EE0,1,7.7
2004,NUTS,2010,EE0,1,8.0
2005,NUTS,2010,EE0,1,8.6
2006,NUTS,2010,EE0,1,14.7
2007,NUTS,2010,EE0,1,11.2
2008,NUTS,2010,EE0,1,18.3
2009,NUTS,2010,EE0,1,16.2
2010,NUTS,2010,EE0,1,18.4
2011,NUTS,2010,EE0,1,23.4
2012,NUTS,2010,EE0,1,26.7
2013,NUTS,2010,EE0,1,22.1
2014,NUTS,2010,EE0,1,23.9
2015,NUTS,2010,EE0,1,24.9
2016,NUTS,2010,EE0,1,23.5
2017,NUTS,2010,EE0,1,27.2
