year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_gov_t_pc_emp_fte_total
2015,NUTS,2010,ES3,1,0.4497
2016,NUTS,2010,ES3,1,0.451
2017,NUTS,2010,ES3,1,0.4487
2018,NUTS,2010,ES3,1,0.4235
2019,NUTS,2010,ES3,1,0.4188
1999,NUTS,2010,ES30,2,0.5457
2000,NUTS,2010,ES30,2,0.523
2001,NUTS,2010,ES30,2,0.4915
2002,NUTS,2010,ES30,2,0.445
2003,NUTS,2010,ES30,2,0.4399
2004,NUTS,2010,ES30,2,0.4279
2005,NUTS,2010,ES30,2,0.4618
2006,NUTS,2010,ES30,2,0.4562
2007,NUTS,2010,ES30,2,0.4777
2008,NUTS,2010,ES30,2,0.4906
2009,NUTS,2010,ES30,2,0.5382
2010,NUTS,2010,ES30,2,0.5478
2011,NUTS,2010,ES30,2,0.5206
2012,NUTS,2010,ES30,2,0.499
2013,NUTS,2010,ES30,2,0.4678
2014,NUTS,2010,ES30,2,0.4642
2015,NUTS,2010,ES30,2,0.4497
2016,NUTS,2010,ES30,2,0.451
2017,NUTS,2010,ES30,2,0.4487
2018,NUTS,2010,ES30,2,0.4235
2019,NUTS,2010,ES30,2,0.4188
1999,NUTS,2010,ES4,1,0.0567
2000,NUTS,2010,ES4,1,0.0521
2001,NUTS,2010,ES4,1,0.0495
2002,NUTS,2010,ES4,1,0.0478
2003,NUTS,2010,ES4,1,0.0606
2004,NUTS,2010,ES4,1,0.0617
2005,NUTS,2010,ES4,1,0.0633
2006,NUTS,2010,ES4,1,0.0698
2007,NUTS,2010,ES4,1,0.0716
2008,NUTS,2010,ES4,1,0.0811
2009,NUTS,2010,ES4,1,0.0975
2010,NUTS,2010,ES4,1,0.1094
2011,NUTS,2010,ES4,1,0.1075
2013,NUTS,2010,ES4,1,0.0953
2014,NUTS,2010,ES4,1,0.091
2015,NUTS,2010,ES4,1,0.0966
2016,NUTS,2010,ES4,1,0.0904
2017,NUTS,2010,ES4,1,0.0902
2018,NUTS,2010,ES4,1,0.0954
2019,NUTS,2010,ES4,1,0.0945
1999,NUTS,2010,ES41,2,0.0635
2000,NUTS,2010,ES41,2,0.0572
2001,NUTS,2010,ES41,2,0.0515
2002,NUTS,2010,ES41,2,0.0544
2003,NUTS,2010,ES41,2,0.0698
2004,NUTS,2010,ES41,2,0.0692
2005,NUTS,2010,ES41,2,0.0696
2006,NUTS,2010,ES41,2,0.0865
2007,NUTS,2010,ES41,2,0.08
2008,NUTS,2010,ES41,2,0.0857
2009,NUTS,2010,ES41,2,0.0957
2010,NUTS,2010,ES41,2,0.1061
2012,NUTS,2010,ES41,2,0.1005
2013,NUTS,2010,ES41,2,0.0992
2014,NUTS,2010,ES41,2,0.1023
2015,NUTS,2010,ES41,2,0.097
2016,NUTS,2010,ES41,2,0.0952
2017,NUTS,2010,ES41,2,0.097
2018,NUTS,2010,ES41,2,0.0983
2019,NUTS,2010,ES41,2,0.0975
1999,NUTS,2010,ES42,2,0.039
2000,NUTS,2010,ES42,2,0.0317
2001,NUTS,2010,ES42,2,0.0331
2002,NUTS,2010,ES42,2,0.0344
2003,NUTS,2010,ES42,2,0.0348
2004,NUTS,2010,ES42,2,0.0416
2005,NUTS,2010,ES42,2,0.0431
2006,NUTS,2010,ES42,2,0.0399
2007,NUTS,2010,ES42,2,0.0454
2008,NUTS,2010,ES42,2,0.0591
2009,NUTS,2010,ES42,2,0.073
2010,NUTS,2010,ES42,2,0.0832
2013,NUTS,2010,ES42,2,0.0691
2014,NUTS,2010,ES42,2,0.0677
2015,NUTS,2010,ES42,2,0.0684
2016,NUTS,2010,ES42,2,0.066
2017,NUTS,2010,ES42,2,0.0616
2018,NUTS,2010,ES42,2,0.0637
2019,NUTS,2010,ES42,2,0.0639
1999,NUTS,2010,ES43,2,0.0711
2000,NUTS,2010,ES43,2,0.0763
2001,NUTS,2010,ES43,2,0.0738
2002,NUTS,2010,ES43,2,0.0558
2003,NUTS,2010,ES43,2,0.0855
2004,NUTS,2010,ES43,2,0.0812
2005,NUTS,2010,ES43,2,0.0873
2006,NUTS,2010,ES43,2,0.0862
2007,NUTS,2010,ES43,2,0.1041
2008,NUTS,2010,ES43,2,0.1152
2009,NUTS,2010,ES43,2,0.1532
2010,NUTS,2010,ES43,2,0.1717
2011,NUTS,2010,ES43,2,0.1661
2012,NUTS,2010,ES43,2,0.1704
2013,NUTS,2010,ES43,2,0.1395
2014,NUTS,2010,ES43,2,0.1084
2015,NUTS,2010,ES43,2,0.1533
2016,NUTS,2010,ES43,2,0.1283
2017,NUTS,2010,ES43,2,0.1335
2018,NUTS,2010,ES43,2,0.1551
2019,NUTS,2010,ES43,2,0.1513
1999,NUTS,2010,ES5,1,0.0845
2000,NUTS,2010,ES5,1,0.0832
2001,NUTS,2010,ES5,1,0.0826
2002,NUTS,2010,ES5,1,0.0855
2003,NUTS,2010,ES5,1,0.0996
2004,NUTS,2010,ES5,1,0.1032
2005,NUTS,2010,ES5,1,0.1259
2006,NUTS,2010,ES5,1,0.1319
2007,NUTS,2010,ES5,1,0.146
2008,NUTS,2010,ES5,1,0.1749
2009,NUTS,2010,ES5,1,0.2276
2010,NUTS,2010,ES5,1,0.2356
2011,NUTS,2010,ES5,1,0.2363
2012,NUTS,2010,ES5,1,0.2383
2013,NUTS,2010,ES5,1,0.2367
2014,NUTS,2010,ES5,1,0.2288
2015,NUTS,2010,ES5,1,0.2288
2016,NUTS,2010,ES5,1,0.2239
2017,NUTS,2010,ES5,1,0.2213
2018,NUTS,2010,ES5,1,0.2145
2019,NUTS,2010,ES5,1,0.2151
1999,NUTS,2010,ES51,2,0.1016
2000,NUTS,2010,ES51,2,0.0983
2001,NUTS,2010,ES51,2,0.0947
2002,NUTS,2010,ES51,2,0.1009
2003,NUTS,2010,ES51,2,0.1182
2004,NUTS,2010,ES51,2,0.1255
2005,NUTS,2010,ES51,2,0.1527
2006,NUTS,2010,ES51,2,0.1591
2007,NUTS,2010,ES51,2,0.1763
2008,NUTS,2010,ES51,2,0.2181
2009,NUTS,2010,ES51,2,0.2914
2010,NUTS,2010,ES51,2,0.2959
2011,NUTS,2010,ES51,2,0.3004
2012,NUTS,2010,ES51,2,0.3169
2013,NUTS,2010,ES51,2,0.3188
2014,NUTS,2010,ES51,2,0.3113
2015,NUTS,2010,ES51,2,0.3181
2016,NUTS,2010,ES51,2,0.3061
2017,NUTS,2010,ES51,2,0.3084
2018,NUTS,2010,ES51,2,0.2999
2019,NUTS,2010,ES51,2,0.2985
1999,NUTS,2010,ES52,2,0.0653
2000,NUTS,2010,ES52,2,0.0665
2001,NUTS,2010,ES52,2,0.0718
2002,NUTS,2010,ES52,2,0.0717
2003,NUTS,2010,ES52,2,0.0823
2004,NUTS,2010,ES52,2,0.0791
2005,NUTS,2010,ES52,2,0.0959
2006,NUTS,2010,ES52,2,0.0991
2007,NUTS,2010,ES52,2,0.1129
2008,NUTS,2010,ES52,2,0.1239
2009,NUTS,2010,ES52,2,0.1513
2010,NUTS,2010,ES52,2,0.1577
2011,NUTS,2010,ES52,2,0.1556
2012,NUTS,2010,ES52,2,0.1405
2013,NUTS,2010,ES52,2,0.1363
2014,NUTS,2010,ES52,2,0.1288
2015,NUTS,2010,ES52,2,0.122
2016,NUTS,2010,ES52,2,0.1267
2017,NUTS,2010,ES52,2,0.1126
2018,NUTS,2010,ES52,2,0.1079
2019,NUTS,2010,ES52,2,0.109
1999,NUTS,2010,ES53,2,0.0399
2000,NUTS,2010,ES53,2,0.0458
2001,NUTS,2010,ES53,2,0.0428
2002,NUTS,2010,ES53,2,0.0355
2003,NUTS,2010,ES53,2,0.0433
2004,NUTS,2010,ES53,2,0.0498
2005,NUTS,2010,ES53,2,0.0646
2006,NUTS,2010,ES53,2,0.0842
2007,NUTS,2010,ES53,2,0.079
2008,NUTS,2010,ES53,2,0.0939
2009,NUTS,2010,ES53,2,0.1092
2010,NUTS,2010,ES53,2,0.1397
2011,NUTS,2010,ES53,2,0.1219
2012,NUTS,2010,ES53,2,0.1066
2013,NUTS,2010,ES53,2,0.0976
2014,NUTS,2010,ES53,2,0.0835
2015,NUTS,2010,ES53,2,0.0815
2016,NUTS,2010,ES53,2,0.0846
2017,NUTS,2010,ES53,2,0.093
2018,NUTS,2010,ES53,2,0.0912
2019,NUTS,2010,ES53,2,0.1003
1999,NUTS,2010,ES6,1,0.1219
2000,NUTS,2010,ES6,1,0.1104
2001,NUTS,2010,ES6,1,0.1235
2002,NUTS,2010,ES6,1,0.1033
2003,NUTS,2010,ES6,1,0.1244
2004,NUTS,2010,ES6,1,0.1239
2005,NUTS,2010,ES6,1,0.1313
2006,NUTS,2010,ES6,1,0.1473
2007,NUTS,2010,ES6,1,0.1593
2008,NUTS,2010,ES6,1,0.1665
2009,NUTS,2010,ES6,1,0.1937
2010,NUTS,2010,ES6,1,0.1991
2011,NUTS,2010,ES6,1,0.1883
2012,NUTS,2010,ES6,1,0.1858
2013,NUTS,2010,ES6,1,0.1852
2014,NUTS,2010,ES6,1,0.178
2015,NUTS,2010,ES6,1,0.1821
2016,NUTS,2010,ES6,1,0.1752
2017,NUTS,2010,ES6,1,0.1635
2018,NUTS,2010,ES6,1,0.1568
2019,NUTS,2010,ES6,1,0.1587
1999,NUTS,2010,ES61,2,0.1276
2000,NUTS,2010,ES61,2,0.1171
2001,NUTS,2010,ES61,2,0.1277
2002,NUTS,2010,ES61,2,0.1087
2003,NUTS,2010,ES61,2,0.1334
2004,NUTS,2010,ES61,2,0.1293
2005,NUTS,2010,ES61,2,0.1368
2006,NUTS,2010,ES61,2,0.1548
2007,NUTS,2010,ES61,2,0.1707
2008,NUTS,2010,ES61,2,0.1798
2009,NUTS,2010,ES61,2,0.208
2010,NUTS,2010,ES61,2,0.2137
2011,NUTS,2010,ES61,2,0.203
2012,NUTS,2010,ES61,2,0.2036
2013,NUTS,2010,ES61,2,0.2031
2014,NUTS,2010,ES61,2,0.1967
2015,NUTS,2010,ES61,2,0.201
2016,NUTS,2010,ES61,2,0.1948
2017,NUTS,2010,ES61,2,0.1804
2018,NUTS,2010,ES61,2,0.1723
2019,NUTS,2010,ES61,2,0.1747
1999,NUTS,2010,ES62,2,0.104
2000,NUTS,2010,ES62,2,0.0873
2001,NUTS,2010,ES62,2,0.1142
2002,NUTS,2010,ES62,2,0.0843
2003,NUTS,2010,ES62,2,0.0894
2004,NUTS,2010,ES62,2,0.1071
2005,NUTS,2010,ES62,2,0.1138
2006,NUTS,2010,ES62,2,0.1196
2007,NUTS,2010,ES62,2,0.1137
2008,NUTS,2010,ES62,2,0.1126
2009,NUTS,2010,ES62,2,0.1372
2010,NUTS,2010,ES62,2,0.1422
2012,NUTS,2010,ES62,2,0.1131
2013,NUTS,2010,ES62,2,0.1134
2014,NUTS,2010,ES62,2,0.1019
2015,NUTS,2010,ES62,2,0.1006
2016,NUTS,2010,ES62,2,0.0933
2017,NUTS,2010,ES62,2,0.0935
2018,NUTS,2010,ES62,2,0.0928
2019,NUTS,2010,ES62,2,0.0923
2000,NUTS,2010,ES63,2,0.0
2001,NUTS,2010,ES63,2,0.0
2002,NUTS,2010,ES63,2,0.0
2003,NUTS,2010,ES63,2,0.0044
2004,NUTS,2010,ES63,2,0.0021
2005,NUTS,2010,ES63,2,0.0022
2006,NUTS,2010,ES63,2,0.0025
2007,NUTS,2010,ES63,2,0.002
2008,NUTS,2010,ES63,2,0.0018
2009,NUTS,2010,ES63,2,0.0032
2010,NUTS,2010,ES63,2,0.0
2000,NUTS,2010,ES64,2,0.0
2001,NUTS,2010,ES64,2,0.0
2002,NUTS,2010,ES64,2,0.0
2003,NUTS,2010,ES64,2,0.0
2004,NUTS,2010,ES64,2,0.0022
2005,NUTS,2010,ES64,2,0.0023
2006,NUTS,2010,ES64,2,0.0017
2007,NUTS,2010,ES64,2,0.0021
2008,NUTS,2010,ES64,2,0.0147
2009,NUTS,2010,ES64,2,0.0147
2010,NUTS,2010,ES64,2,0.0
1999,NUTS,2010,ES7,1,0.0922
2000,NUTS,2010,ES7,1,0.0887
2001,NUTS,2010,ES7,1,0.0862
2002,NUTS,2010,ES7,1,0.1143
2003,NUTS,2010,ES7,1,0.107
2004,NUTS,2010,ES7,1,0.116
2005,NUTS,2010,ES7,1,0.1472
2006,NUTS,2010,ES7,1,0.1475
2007,NUTS,2010,ES7,1,0.1429
2008,NUTS,2010,ES7,1,0.1561
2009,NUTS,2010,ES7,1,0.1652
2010,NUTS,2010,ES7,1,0.167
2011,NUTS,2010,ES7,1,0.1673
2012,NUTS,2010,ES7,1,0.1613
2013,NUTS,2010,ES7,1,0.1591
2014,NUTS,2010,ES7,1,0.1414
2015,NUTS,2010,ES7,1,0.133
2016,NUTS,2010,ES7,1,0.1267
2017,NUTS,2010,ES7,1,0.1296
2018,NUTS,2010,ES7,1,0.1277
2019,NUTS,2010,ES7,1,0.1267
1999,NUTS,2010,ES70,2,0.0922
2000,NUTS,2010,ES70,2,0.0887
2001,NUTS,2010,ES70,2,0.0862
2002,NUTS,2010,ES70,2,0.1143
2003,NUTS,2010,ES70,2,0.107
2004,NUTS,2010,ES70,2,0.116
2005,NUTS,2010,ES70,2,0.1472
2006,NUTS,2010,ES70,2,0.1475
2007,NUTS,2010,ES70,2,0.1429
2008,NUTS,2010,ES70,2,0.1561
2009,NUTS,2010,ES70,2,0.1652
2010,NUTS,2010,ES70,2,0.167
2011,NUTS,2010,ES70,2,0.1673
2012,NUTS,2010,ES70,2,0.1613
2013,NUTS,2010,ES70,2,0.1591
2014,NUTS,2010,ES70,2,0.1414
2015,NUTS,2010,ES70,2,0.133
2016,NUTS,2010,ES70,2,0.1267
2017,NUTS,2010,ES70,2,0.1296
2018,NUTS,2010,ES70,2,0.1277
2019,NUTS,2010,ES70,2,0.1267
2000,NUTS,2010,EU27_2020,7,0.1699
2001,NUTS,2010,EU27_2020,7,0.1652
2002,NUTS,2010,EU27_2020,7,0.1665
2003,NUTS,2010,EU27_2020,7,0.1673
2004,NUTS,2010,EU27_2020,7,0.1671
2005,NUTS,2010,EU27_2020,7,0.1696
2006,NUTS,2010,EU27_2020,7,0.1712
2007,NUTS,2010,EU27_2020,7,0.1699
2008,NUTS,2010,EU27_2020,7,0.1728
2009,NUTS,2010,EU27_2020,7,0.181
2010,NUTS,2010,EU27_2020,7,0.186
2011,NUTS,2010,EU27_2020,7,0.1892
2012,NUTS,2010,EU27_2020,7,0.1927
2013,NUTS,2010,EU27_2020,7,0.1923
2014,NUTS,2010,EU27_2020,7,0.1917
2015,NUTS,2010,EU27_2020,7,0.1919
2016,NUTS,2010,EU27_2020,7,0.1802
2017,NUTS,2010,EU27_2020,7,0.1808
2018,NUTS,2010,EU27_2020,7,0.1844
2019,NUTS,2010,EU27_2020,7,0.1852
2020,NUTS,2010,EU27_2020,7,0.1914
1997,NUTS,2010,FI,0,0.3249
1998,NUTS,2010,FI,0,0.3427
1999,NUTS,2010,FI,0,0.3268
2000,NUTS,2010,FI,0,0.3155
2001,NUTS,2010,FI,0,0.3101
2002,NUTS,2010,FI,0,0.3136
2003,NUTS,2010,FI,0,0.3136
2004,NUTS,2010,FI,0,0.3129
2005,NUTS,2010,FI,0,0.3121
2006,NUTS,2010,FI,0,0.3066
2007,NUTS,2010,FI,0,0.2979
2008,NUTS,2010,FI,0,0.2852
2009,NUTS,2010,FI,0,0.2835
2010,NUTS,2010,FI,0,0.2878
2011,NUTS,2010,FI,0,0.2874
2012,NUTS,2010,FI,0,0.2651
2013,NUTS,2010,FI,0,0.2661
2014,NUTS,2010,FI,0,0.2492
2015,NUTS,2010,FI,0,0.1936
2016,NUTS,2010,FI,0,0.1719
2017,NUTS,2010,FI,0,0.1788
2018,NUTS,2010,FI,0,0.1733
2019,NUTS,2010,FI,0,0.1702
2020,NUTS,2010,FI,0,0.1805
1999,NUTS,2010,FI1,1,0.3423
2000,NUTS,2010,FI1,1,0.3291
2001,NUTS,2010,FI1,1,0.3231
2002,NUTS,2010,FI1,1,0.3269
2003,NUTS,2010,FI1,1,0.3283
2004,NUTS,2010,FI1,1,0.3303
2005,NUTS,2010,FI1,1,0.3308
2006,NUTS,2010,FI1,1,0.3247
2007,NUTS,2010,FI1,1,0.3143
2008,NUTS,2010,FI1,1,0.3023
2009,NUTS,2010,FI1,1,0.2999
2010,NUTS,2010,FI1,1,0.3048
2012,NUTS,2010,FI1,1,0.2798
2013,NUTS,2010,FI1,1,0.2812
2015,NUTS,2010,FI1,1,0.2099
2016,NUTS,2010,FI1,1,0.1907
2017,NUTS,2010,FI1,1,0.1725
2018,NUTS,2010,FI1,1,0.167
2019,NUTS,2010,FI1,1,0.1638
2000,NUTS,2010,FI19,2,0.1386
2001,NUTS,2010,FI19,2,0.14
2002,NUTS,2010,FI19,2,0.1343
2003,NUTS,2010,FI19,2,0.1351
2004,NUTS,2010,FI19,2,0.136
2005,NUTS,2010,FI19,2,0.1299
2006,NUTS,2010,FI19,2,0.1213
2007,NUTS,2010,FI19,2,0.1204
2008,NUTS,2010,FI19,2,0.1207
2009,NUTS,2010,FI19,2,0.1372
2010,NUTS,2010,FI19,2,0.1385
2011,NUTS,2010,FI19,2,0.1382
2012,NUTS,2010,FI19,2,0.1286
2013,NUTS,2010,FI19,2,0.1322
2015,NUTS,2010,FI19,2,0.097
2016,NUTS,2010,FI19,2,0.0961
2017,NUTS,2010,FI19,2,0.0588
2018,NUTS,2010,FI19,2,0.056
2019,NUTS,2010,FI19,2,0.0535
2009,NUTS,2010,FI1B,2,0.5539
2010,NUTS,2010,FI1B,2,0.5574
2011,NUTS,2010,FI1B,2,0.5636
2012,NUTS,2010,FI1B,2,0.5065
2013,NUTS,2010,FI1B,2,0.5109
2015,NUTS,2010,FI1B,2,0.4039
2016,NUTS,2010,FI1B,2,0.3668
2017,NUTS,2010,FI1B,2,0.354
2018,NUTS,2010,FI1B,2,0.3487
2019,NUTS,2010,FI1B,2,0.3432
2009,NUTS,2010,FI1C,2,0.161
2010,NUTS,2010,FI1C,2,0.1646
2011,NUTS,2010,FI1C,2,0.1521
2012,NUTS,2010,FI1C,2,0.1417
2013,NUTS,2010,FI1C,2,0.1453
2015,NUTS,2010,FI1C,2,0.1018
2016,NUTS,2010,FI1C,2,0.0878
2017,NUTS,2010,FI1C,2,0.0623
2018,NUTS,2010,FI1C,2,0.0567
2019,NUTS,2010,FI1C,2,0.0528
2005,NUTS,2010,FI1D,2,0.2631
2006,NUTS,2010,FI1D,2,0.2666
2007,NUTS,2010,FI1D,2,0.261
2008,NUTS,2010,FI1D,2,0.2477
2009,NUTS,2010,FI1D,2,0.2462
2010,NUTS,2010,FI1D,2,0.2557
2011,NUTS,2010,FI1D,2,0.2574
2012,NUTS,2010,FI1D,2,0.2483
2013,NUTS,2010,FI1D,2,0.2347
2015,NUTS,2010,FI1D,2,0.145
2016,NUTS,2010,FI1D,2,0.1253
2017,NUTS,2010,FI1D,2,0.1266
2018,NUTS,2010,FI1D,2,0.1179
2019,NUTS,2010,FI1D,2,0.1153
1999,NUTS,2010,FI2,1,0.0165
2000,NUTS,2010,FI2,1,0.1176
2001,NUTS,2010,FI2,1,0.1299
2002,NUTS,2010,FI2,1,0.1241
2003,NUTS,2010,FI2,1,0.1035
2004,NUTS,2010,FI2,1,0.1201
2005,NUTS,2010,FI2,1,0.0926
2006,NUTS,2010,FI2,1,0.0936
2007,NUTS,2010,FI2,1,0.0951
2008,NUTS,2010,FI2,1,0.0954
2009,NUTS,2010,FI2,1,0.1014
2010,NUTS,2010,FI2,1,0.0
2012,NUTS,2010,FI2,1,0.0
2013,NUTS,2010,FI2,1,0.0
2015,NUTS,2010,FI2,1,0.0
2016,NUTS,2010,FI2,1,0.0
2017,NUTS,2010,FI2,1,0.0
2018,NUTS,2010,FI2,1,0.0
2019,NUTS,2010,FI2,1,0.0
1999,NUTS,2010,FI20,2,0.0165
2000,NUTS,2010,FI20,2,0.1176
2001,NUTS,2010,FI20,2,0.1299
2002,NUTS,2010,FI20,2,0.1241
2003,NUTS,2010,FI20,2,0.1035
2004,NUTS,2010,FI20,2,0.1201
2005,NUTS,2010,FI20,2,0.0926
2006,NUTS,2010,FI20,2,0.0936
2007,NUTS,2010,FI20,2,0.0951
2008,NUTS,2010,FI20,2,0.0954
2009,NUTS,2010,FI20,2,0.1014
2010,NUTS,2010,FI20,2,0.0
2012,NUTS,2010,FI20,2,0.0
2013,NUTS,2010,FI20,2,0.0
2015,NUTS,2010,FI20,2,0.0
2016,NUTS,2010,FI20,2,0.0
2017,NUTS,2010,FI20,2,0.0
2018,NUTS,2010,FI20,2,0.0
2019,NUTS,2010,FI20,2,0.0
2003,NUTS,2010,FR,0,0.1881
2004,NUTS,2010,FR,0,0.1895
2005,NUTS,2010,FR,0,0.1939
2006,NUTS,2010,FR,0,0.1967
2007,NUTS,2010,FR,0,0.1943
2008,NUTS,2010,FR,0,0.196
2009,NUTS,2010,FR,0,0.2022
2010,NUTS,2010,FR,0,0.1896
2011,NUTS,2010,FR,0,0.1887
2012,NUTS,2010,FR,0,0.1895
2013,NUTS,2010,FR,0,0.19
2014,NUTS,2010,FR,0,0.189
2015,NUTS,2010,FR,0,0.1875
2016,NUTS,2010,FR,0,0.1869
2017,NUTS,2010,FR,0,0.1846
2018,NUTS,2010,FR,0,0.1832
2019,NUTS,2010,FR,0,0.1831
2020,NUTS,2010,FR,0,0.1856
2000,NUTS,2010,FR1,1,0.3782
2001,NUTS,2010,FR1,1,0.3658
2002,NUTS,2010,FR1,1,0.3885
2003,NUTS,2010,FR1,1,0.3869
2004,NUTS,2010,FR1,1,0.385
2006,NUTS,2010,FR1,1,0.3923
2007,NUTS,2010,FR1,1,0.3756
2008,NUTS,2010,FR1,1,0.3684
2009,NUTS,2010,FR1,1,0.3797
2010,NUTS,2010,FR1,1,0.3482
2011,NUTS,2010,FR1,1,0.3392
2012,NUTS,2010,FR1,1,0.3404
2013,NUTS,2010,FR1,1,0.3412
2000,NUTS,2010,FR10,2,0.3782
2001,NUTS,2010,FR10,2,0.3658
2002,NUTS,2010,FR10,2,0.3885
2003,NUTS,2010,FR10,2,0.3869
2004,NUTS,2010,FR10,2,0.385
2006,NUTS,2010,FR10,2,0.3923
2007,NUTS,2010,FR10,2,0.3756
2008,NUTS,2010,FR10,2,0.3684
2009,NUTS,2010,FR10,2,0.3797
2010,NUTS,2010,FR10,2,0.3482
2011,NUTS,2010,FR10,2,0.3392
2012,NUTS,2010,FR10,2,0.3404
2013,NUTS,2010,FR10,2,0.3412
2000,NUTS,2010,FR2,1,0.0577
2001,NUTS,2010,FR2,1,0.0602
2002,NUTS,2010,FR2,1,0.0585
2003,NUTS,2010,FR2,1,0.0537
2004,NUTS,2010,FR2,1,0.0551
2006,NUTS,2010,FR2,1,0.0557
2007,NUTS,2010,FR2,1,0.0576
2008,NUTS,2010,FR2,1,0.0572
2009,NUTS,2010,FR2,1,0.0584
2010,NUTS,2010,FR2,1,0.0513
2011,NUTS,2010,FR2,1,0.0516
2012,NUTS,2010,FR2,1,0.0526
2013,NUTS,2010,FR2,1,0.0521
2000,NUTS,2010,FR21,2,0.0088
2001,NUTS,2010,FR21,2,0.0127
2002,NUTS,2010,FR21,2,0.0112
2003,NUTS,2010,FR21,2,0.0105
2004,NUTS,2010,FR21,2,0.0103
2006,NUTS,2010,FR21,2,0.0118
2007,NUTS,2010,FR21,2,0.0117
2008,NUTS,2010,FR21,2,0.0136
2009,NUTS,2010,FR21,2,0.0129
2010,NUTS,2010,FR21,2,0.0106
2011,NUTS,2010,FR21,2,0.0107
2012,NUTS,2010,FR21,2,0.0199
2013,NUTS,2010,FR21,2,0.0088
2000,NUTS,2010,FR22,2,0.0204
2001,NUTS,2010,FR22,2,0.0197
2002,NUTS,2010,FR22,2,0.0226
2003,NUTS,2010,FR22,2,0.0235
2004,NUTS,2010,FR22,2,0.0205
2006,NUTS,2010,FR22,2,0.0216
2007,NUTS,2010,FR22,2,0.0277
2008,NUTS,2010,FR22,2,0.0296
2009,NUTS,2010,FR22,2,0.032
2010,NUTS,2010,FR22,2,0.0235
2011,NUTS,2010,FR22,2,0.0247
2012,NUTS,2010,FR22,2,0.0305
2013,NUTS,2010,FR22,2,0.0299
2000,NUTS,2010,FR23,2,0.0165
2001,NUTS,2010,FR23,2,0.0399
2002,NUTS,2010,FR23,2,0.0217
2003,NUTS,2010,FR23,2,0.0189
2004,NUTS,2010,FR23,2,0.0189
2006,NUTS,2010,FR23,2,0.0198
2007,NUTS,2010,FR23,2,0.0213
2008,NUTS,2010,FR23,2,0.0176
2009,NUTS,2010,FR23,2,0.0193
2010,NUTS,2010,FR23,2,0.0127
2011,NUTS,2010,FR23,2,0.0093
2012,NUTS,2010,FR23,2,0.009
2013,NUTS,2010,FR23,2,0.009
2000,NUTS,2010,FR24,2,0.1213
2001,NUTS,2010,FR24,2,0.1181
2002,NUTS,2010,FR24,2,0.126
2003,NUTS,2010,FR24,2,0.1188
2004,NUTS,2010,FR24,2,0.1239
2006,NUTS,2010,FR24,2,0.1186
2007,NUTS,2010,FR24,2,0.1233
2008,NUTS,2010,FR24,2,0.1235
2009,NUTS,2010,FR24,2,0.1235
2010,NUTS,2010,FR24,2,0.11
2011,NUTS,2010,FR24,2,0.1151
2012,NUTS,2010,FR24,2,0.1122
2013,NUTS,2010,FR24,2,0.1148
2000,NUTS,2010,FR25,2,0.0624
2001,NUTS,2010,FR25,2,0.0571
2002,NUTS,2010,FR25,2,0.0526
2003,NUTS,2010,FR25,2,0.0499
2004,NUTS,2010,FR25,2,0.0496
2006,NUTS,2010,FR25,2,0.0515
2007,NUTS,2010,FR25,2,0.0511
2008,NUTS,2010,FR25,2,0.0487
2009,NUTS,2010,FR25,2,0.05
2010,NUTS,2010,FR25,2,0.0472
2011,NUTS,2010,FR25,2,0.0485
2012,NUTS,2010,FR25,2,0.0454
2013,NUTS,2010,FR25,2,0.0466
2000,NUTS,2010,FR26,2,0.0838
2001,NUTS,2010,FR26,2,0.0783
2002,NUTS,2010,FR26,2,0.0819
2003,NUTS,2010,FR26,2,0.0633
2004,NUTS,2010,FR26,2,0.0719
2006,NUTS,2010,FR26,2,0.0745
2007,NUTS,2010,FR26,2,0.0736
2008,NUTS,2010,FR26,2,0.0738
2009,NUTS,2010,FR26,2,0.0736
2010,NUTS,2010,FR26,2,0.0675
2011,NUTS,2010,FR26,2,0.0671
2012,NUTS,2010,FR26,2,0.066
2013,NUTS,2010,FR26,2,0.0666
2000,NUTS,2010,FR3,1,0.0388
2001,NUTS,2010,FR3,1,0.0383
2002,NUTS,2010,FR3,1,0.0384
2003,NUTS,2010,FR3,1,0.0377
2004,NUTS,2010,FR3,1,0.0414
2006,NUTS,2010,FR3,1,0.0416
2007,NUTS,2010,FR3,1,0.0442
2008,NUTS,2010,FR3,1,0.0491
2009,NUTS,2010,FR3,1,0.0522
2010,NUTS,2010,FR3,1,0.0456
2011,NUTS,2010,FR3,1,0.0461
2012,NUTS,2010,FR3,1,0.0456
2013,NUTS,2010,FR3,1,0.0451
2000,NUTS,2010,FR30,2,0.0388
2001,NUTS,2010,FR30,2,0.0383
2002,NUTS,2010,FR30,2,0.0384
2003,NUTS,2010,FR30,2,0.0377
2004,NUTS,2010,FR30,2,0.0414
2006,NUTS,2010,FR30,2,0.0416
2007,NUTS,2010,FR30,2,0.0442
2008,NUTS,2010,FR30,2,0.0491
2009,NUTS,2010,FR30,2,0.0522
2010,NUTS,2010,FR30,2,0.0456
2011,NUTS,2010,FR30,2,0.0461
2012,NUTS,2010,FR30,2,0.0456
2013,NUTS,2010,FR30,2,0.0451
2000,NUTS,2010,FR4,1,0.0619
2001,NUTS,2010,FR4,1,0.0584
2002,NUTS,2010,FR4,1,0.0611
