year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_total_rse_t_pc_emp_hc
2011,NUTS,2010,UKJ,1,1.6473
2012,NUTS,2010,UKJ,1,1.7242
2013,NUTS,2010,UKJ,1,1.8116
2014,NUTS,2010,UKJ,1,1.8247
2015,NUTS,2010,UKJ,1,1.8523
2016,NUTS,2010,UKJ,1,1.8757
2017,NUTS,2010,UKJ,1,1.7943
2018,NUTS,2010,UKJ,1,1.8829
2011,NUTS,2010,UKJ1,2,2.6259
2012,NUTS,2010,UKJ1,2,2.783
2013,NUTS,2010,UKJ1,2,3.0611
2014,NUTS,2010,UKJ1,2,3.092
2015,NUTS,2010,UKJ1,2,3.0916
2016,NUTS,2010,UKJ1,2,3.2169
2017,NUTS,2010,UKJ1,2,3.0853
2018,NUTS,2010,UKJ1,2,3.2265
2011,NUTS,2010,UKJ2,2,1.1189
2012,NUTS,2010,UKJ2,2,1.1978
2013,NUTS,2010,UKJ2,2,1.2002
2014,NUTS,2010,UKJ2,2,1.2298
2015,NUTS,2010,UKJ2,2,1.2759
2016,NUTS,2010,UKJ2,2,1.2863
2017,NUTS,2010,UKJ2,2,1.2551
2018,NUTS,2010,UKJ2,2,1.3374
2011,NUTS,2010,UKJ3,2,1.8512
2012,NUTS,2010,UKJ3,2,1.9434
2013,NUTS,2010,UKJ3,2,1.9628
2014,NUTS,2010,UKJ3,2,1.9235
2015,NUTS,2010,UKJ3,2,2.0038
2016,NUTS,2010,UKJ3,2,1.9646
2017,NUTS,2010,UKJ3,2,1.8066
2018,NUTS,2010,UKJ3,2,1.895
2011,NUTS,2010,UKJ4,2,0.8564
2012,NUTS,2010,UKJ4,2,0.7759
2013,NUTS,2010,UKJ4,2,0.8327
2014,NUTS,2010,UKJ4,2,0.8343
2015,NUTS,2010,UKJ4,2,0.8355
2016,NUTS,2010,UKJ4,2,0.8113
2017,NUTS,2010,UKJ4,2,0.8187
2018,NUTS,2010,UKJ4,2,0.815
2011,NUTS,2010,UKK,1,1.2493
2012,NUTS,2010,UKK,1,1.2801
2013,NUTS,2010,UKK,1,1.3042
2014,NUTS,2010,UKK,1,1.3376
2015,NUTS,2010,UKK,1,1.3071
2016,NUTS,2010,UKK,1,1.3468
2017,NUTS,2010,UKK,1,1.3645
2018,NUTS,2010,UKK,1,1.4294
2011,NUTS,2010,UKK1,2,1.8818
2012,NUTS,2010,UKK1,2,1.9416
2013,NUTS,2010,UKK1,2,1.968
2014,NUTS,2010,UKK1,2,1.9791
2015,NUTS,2010,UKK1,2,1.8874
2016,NUTS,2010,UKK1,2,1.9404
2017,NUTS,2010,UKK1,2,1.9303
2018,NUTS,2010,UKK1,2,2.0366
2011,NUTS,2010,UKK2,2,0.4099
2012,NUTS,2010,UKK2,2,0.4334
2013,NUTS,2010,UKK2,2,0.4485
2014,NUTS,2010,UKK2,2,0.4824
2015,NUTS,2010,UKK2,2,0.5517
2016,NUTS,2010,UKK2,2,0.5655
2017,NUTS,2010,UKK2,2,0.582
2018,NUTS,2010,UKK2,2,0.6036
2011,NUTS,2010,UKK3,2,0.1832
2012,NUTS,2010,UKK3,2,0.1813
2013,NUTS,2010,UKK3,2,0.195
2014,NUTS,2010,UKK3,2,0.2016
2015,NUTS,2010,UKK3,2,0.2273
2016,NUTS,2010,UKK3,2,0.221
2017,NUTS,2010,UKK3,2,0.2853
2018,NUTS,2010,UKK3,2,0.2495
2011,NUTS,2010,UKK4,2,1.288
2012,NUTS,2010,UKK4,2,1.2725
2013,NUTS,2010,UKK4,2,1.3305
2014,NUTS,2010,UKK4,2,1.448
2015,NUTS,2010,UKK4,2,1.369
2016,NUTS,2010,UKK4,2,1.4121
2017,NUTS,2010,UKK4,2,1.4503
2018,NUTS,2010,UKK4,2,1.4861
2011,NUTS,2010,UKL,1,1.2926
2012,NUTS,2010,UKL,1,1.2074
2013,NUTS,2010,UKL,1,1.2812
2014,NUTS,2010,UKL,1,1.3746
2015,NUTS,2010,UKL,1,1.2675
2016,NUTS,2010,UKL,1,1.2841
2017,NUTS,2010,UKL,1,1.3449
2018,NUTS,2010,UKL,1,1.3257
2011,NUTS,2010,UKL1,2,0.953
2012,NUTS,2010,UKL1,2,0.891
2013,NUTS,2010,UKL1,2,0.9674
2014,NUTS,2010,UKL1,2,1.1873
2015,NUTS,2010,UKL1,2,1.0462
2016,NUTS,2010,UKL1,2,1.044
2017,NUTS,2010,UKL1,2,1.1525
2018,NUTS,2010,UKL1,2,1.1333
2011,NUTS,2010,UKL2,2,1.8226
2012,NUTS,2010,UKL2,2,1.7163
2013,NUTS,2010,UKL2,2,1.78
2014,NUTS,2010,UKL2,2,1.6724
2015,NUTS,2010,UKL2,2,1.6315
2016,NUTS,2010,UKL2,2,1.6885
2017,NUTS,2010,UKL2,2,1.6456
2018,NUTS,2010,UKL2,2,1.6259
2011,NUTS,2010,UKM,1,1.5463
2012,NUTS,2010,UKM,1,1.5941
2013,NUTS,2010,UKM,1,1.7737
2014,NUTS,2010,UKM,1,1.8016
2015,NUTS,2010,UKM,1,1.8059
2016,NUTS,2010,UKM,1,1.917
2017,NUTS,2010,UKM,1,1.8984
2018,NUTS,2010,UKM,1,1.9204
2012,NUTS,2010,UKM2,2,2.0361
2013,NUTS,2010,UKM2,2,2.3389
2014,NUTS,2010,UKM2,2,2.4029
2015,NUTS,2010,UKM2,2,2.6361
2016,NUTS,2010,UKM2,2,2.7596
2017,NUTS,2010,UKM2,2,0.5435
2012,NUTS,2010,UKM3,2,1.4065
2013,NUTS,2010,UKM3,2,1.5522
2014,NUTS,2010,UKM3,2,1.5817
2015,NUTS,2010,UKM3,2,1.4941
2016,NUTS,2010,UKM3,2,1.5183
2017,NUTS,2010,UKM3,2,0.2924
2012,NUTS,2010,UKM5,2,2.2126
2013,NUTS,2010,UKM5,2,2.3839
2014,NUTS,2010,UKM5,2,2.2826
2015,NUTS,2010,UKM5,2,1.8004
2016,NUTS,2010,UKM5,2,2.3144
2017,NUTS,2010,UKM5,2,1.7618
2018,NUTS,2010,UKM5,2,1.9046
2012,NUTS,2010,UKM6,2,0.126
2013,NUTS,2010,UKM6,2,0.1895
2014,NUTS,2010,UKM6,2,0.193
2015,NUTS,2010,UKM6,2,0.191
2016,NUTS,2010,UKM6,2,0.194
2017,NUTS,2010,UKM6,2,0.2353
2018,NUTS,2010,UKM6,2,0.2286
2014,NUTS,2010,UKM7,2,2.5572
2015,NUTS,2010,UKM7,2,2.7854
2016,NUTS,2010,UKM7,2,2.8883
2017,NUTS,2010,UKM7,2,2.9094
2018,NUTS,2010,UKM7,2,2.9131
2014,NUTS,2010,UKM8,2,2.2221
2015,NUTS,2010,UKM8,2,2.0788
2016,NUTS,2010,UKM8,2,2.0934
2017,NUTS,2010,UKM8,2,2.1689
2018,NUTS,2010,UKM8,2,2.1083
2014,NUTS,2010,UKM9,2,0.231
2015,NUTS,2010,UKM9,2,0.1388
2016,NUTS,2010,UKM9,2,0.157
2017,NUTS,2010,UKM9,2,0.2315
2018,NUTS,2010,UKM9,2,0.1834
2011,NUTS,2010,UKN,1,1.0982
2012,NUTS,2010,UKN,1,1.1827
2013,NUTS,2010,UKN,1,1.0943
2014,NUTS,2010,UKN,1,1.1291
2015,NUTS,2010,UKN,1,1.1339
2016,NUTS,2010,UKN,1,1.1941
2017,NUTS,2010,UKN,1,1.2167
2018,NUTS,2010,UKN,1,1.2034
2011,NUTS,2010,UKN0,2,1.0982
2012,NUTS,2010,UKN0,2,1.1827
2013,NUTS,2010,UKN0,2,1.0943
2014,NUTS,2010,UKN0,2,1.1291
2015,NUTS,2010,UKN0,2,1.1339
2016,NUTS,2010,UKN0,2,1.1941
2017,NUTS,2010,UKN0,2,1.2167
2018,NUTS,2010,UKN0,2,1.2034
