year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_total_pc_emp_hc_total_t
2019,NUTS,2010,PT11,2,2.3992
2020,NUTS,2010,PT11,2,2.6729
2011,NUTS,2010,PT15,2,0.859
2012,NUTS,2010,PT15,2,0.8352
2013,NUTS,2010,PT15,2,0.8497
2014,NUTS,2010,PT15,2,0.8508
2015,NUTS,2010,PT15,2,0.9118
2016,NUTS,2010,PT15,2,0.8299
2017,NUTS,2010,PT15,2,0.7121
2018,NUTS,2010,PT15,2,0.7712
2019,NUTS,2010,PT15,2,0.9156
2020,NUTS,2010,PT15,2,1.0399
2011,NUTS,2010,PT16,2,1.7298
2012,NUTS,2010,PT16,2,1.7048
2013,NUTS,2010,PT16,2,1.718
2014,NUTS,2010,PT16,2,1.7721
2015,NUTS,2010,PT16,2,1.8051
2016,NUTS,2010,PT16,2,1.9741
2017,NUTS,2010,PT16,2,2.061
2018,NUTS,2010,PT16,2,2.1939
2019,NUTS,2010,PT16,2,2.3507
2020,NUTS,2010,PT16,2,2.505
2011,NUTS,2010,PT17,2,3.2838
2012,NUTS,2010,PT17,2,3.4077
2013,NUTS,2010,PT17,2,3.5909
2014,NUTS,2010,PT17,2,3.4345
2015,NUTS,2010,PT17,2,3.4006
2016,NUTS,2010,PT17,2,3.532
2017,NUTS,2010,PT17,2,3.5192
2018,NUTS,2010,PT17,2,3.6105
2019,NUTS,2010,PT17,2,3.647
2020,NUTS,2010,PT17,2,3.9346
2011,NUTS,2010,PT18,2,0.6684
2012,NUTS,2010,PT18,2,0.7821
2013,NUTS,2010,PT18,2,0.7769
2014,NUTS,2010,PT18,2,0.8025
2015,NUTS,2010,PT18,2,0.8304
2016,NUTS,2010,PT18,2,0.9549
2017,NUTS,2010,PT18,2,1.0107
2018,NUTS,2010,PT18,2,1.1538
2019,NUTS,2010,PT18,2,1.233
2020,NUTS,2010,PT18,2,1.3568
2011,NUTS,2010,PT2,1,0.6194
2012,NUTS,2010,PT2,1,0.7191
2013,NUTS,2010,PT2,1,0.6764
2014,NUTS,2010,PT2,1,0.6974
2015,NUTS,2010,PT2,1,0.671
2016,NUTS,2010,PT2,1,0.6831
2017,NUTS,2010,PT2,1,0.679
2018,NUTS,2010,PT2,1,0.6047
2019,NUTS,2010,PT2,1,0.6033
2020,NUTS,2010,PT2,1,0.6494
2011,NUTS,2010,PT20,2,0.6194
2012,NUTS,2010,PT20,2,0.7191
2013,NUTS,2010,PT20,2,0.6764
2014,NUTS,2010,PT20,2,0.6974
2015,NUTS,2010,PT20,2,0.671
2016,NUTS,2010,PT20,2,0.6831
2017,NUTS,2010,PT20,2,0.679
2018,NUTS,2010,PT20,2,0.6047
2019,NUTS,2010,PT20,2,0.6033
2020,NUTS,2010,PT20,2,0.6494
2011,NUTS,2010,PT3,1,0.5556
2012,NUTS,2010,PT3,1,0.4529
2013,NUTS,2010,PT3,1,0.5294
2014,NUTS,2010,PT3,1,0.5721
2015,NUTS,2010,PT3,1,0.6068
2016,NUTS,2010,PT3,1,0.6276
2017,NUTS,2010,PT3,1,0.6456
2018,NUTS,2010,PT3,1,0.7787
2019,NUTS,2010,PT3,1,0.8149
2020,NUTS,2010,PT3,1,0.8248
2011,NUTS,2010,PT30,2,0.5556
2012,NUTS,2010,PT30,2,0.4529
2013,NUTS,2010,PT30,2,0.5294
2014,NUTS,2010,PT30,2,0.5721
2015,NUTS,2010,PT30,2,0.6068
2016,NUTS,2010,PT30,2,0.6276
2017,NUTS,2010,PT30,2,0.6456
2018,NUTS,2010,PT30,2,0.7787
2019,NUTS,2010,PT30,2,0.8149
2020,NUTS,2010,PT30,2,0.8248
2011,NUTS,2010,RO,0,0.5952
2012,NUTS,2010,RO,0,0.5945
2013,NUTS,2010,RO,0,0.6059
2014,NUTS,2010,RO,0,0.5918
2015,NUTS,2010,RO,0,0.591
2016,NUTS,2010,RO,0,0.5998
2017,NUTS,2010,RO,0,0.5898
2018,NUTS,2010,RO,0,0.5859
2019,NUTS,2010,RO,0,0.5717
2011,NUTS,2010,RO1,1,0.3694
2012,NUTS,2010,RO1,1,0.319
2013,NUTS,2010,RO1,1,0.2856
2014,NUTS,2010,RO1,1,0.3587
2015,NUTS,2010,RO1,1,0.3413
2016,NUTS,2010,RO1,1,0.3498
2017,NUTS,2010,RO1,1,0.3407
2018,NUTS,2010,RO1,1,0.364
2019,NUTS,2010,RO1,1,0.3819
2011,NUTS,2010,RO11,2,0.3399
2012,NUTS,2010,RO11,2,0.3032
2013,NUTS,2010,RO11,2,0.2712
2014,NUTS,2010,RO11,2,0.2978
2015,NUTS,2010,RO11,2,0.2852
2016,NUTS,2010,RO11,2,0.2763
2017,NUTS,2010,RO11,2,0.2764
2018,NUTS,2010,RO11,2,0.2939
2019,NUTS,2010,RO11,2,0.3104
2011,NUTS,2010,RO12,2,0.4074
2012,NUTS,2010,RO12,2,0.3399
2013,NUTS,2010,RO12,2,0.3046
2014,NUTS,2010,RO12,2,0.4394
2015,NUTS,2010,RO12,2,0.4126
2016,NUTS,2010,RO12,2,0.4415
2017,NUTS,2010,RO12,2,0.4211
2018,NUTS,2010,RO12,2,0.4554
2019,NUTS,2010,RO12,2,0.4729
2011,NUTS,2010,RO2,1,0.2022
2012,NUTS,2010,RO2,1,0.2188
2013,NUTS,2010,RO2,1,0.236
2014,NUTS,2010,RO2,1,0.2398
2015,NUTS,2010,RO2,1,0.2441
2016,NUTS,2010,RO2,1,0.2485
2017,NUTS,2010,RO2,1,0.2462
2018,NUTS,2010,RO2,1,0.2452
2019,NUTS,2010,RO2,1,0.2517
2011,NUTS,2010,RO21,2,0.2349
2012,NUTS,2010,RO21,2,0.2537
2013,NUTS,2010,RO21,2,0.2824
2014,NUTS,2010,RO21,2,0.2794
2015,NUTS,2010,RO21,2,0.2671
2016,NUTS,2010,RO21,2,0.2629
2017,NUTS,2010,RO21,2,0.2497
2018,NUTS,2010,RO21,2,0.2379
2019,NUTS,2010,RO21,2,0.2605
2011,NUTS,2010,RO22,2,0.1524
2012,NUTS,2010,RO22,2,0.1654
2013,NUTS,2010,RO22,2,0.1629
2014,NUTS,2010,RO22,2,0.175
2015,NUTS,2010,RO22,2,0.2063
2016,NUTS,2010,RO22,2,0.2249
2017,NUTS,2010,RO22,2,0.2402
2018,NUTS,2010,RO22,2,0.2573
2019,NUTS,2010,RO22,2,0.2369
2011,NUTS,2010,RO3,1,1.0532
2012,NUTS,2010,RO3,1,1.073
2013,NUTS,2010,RO3,1,1.0951
2014,NUTS,2010,RO3,1,1.0089
2015,NUTS,2010,RO3,1,1.0188
2016,NUTS,2010,RO3,1,1.0555
2017,NUTS,2010,RO3,1,1.0352
2018,NUTS,2010,RO3,1,1.0546
2019,NUTS,2010,RO3,1,1.0103
2011,NUTS,2010,RO31,2,0.1802
2012,NUTS,2010,RO31,2,0.2523
2013,NUTS,2010,RO31,2,0.3509
2014,NUTS,2010,RO31,2,0.2897
2015,NUTS,2010,RO31,2,0.2285
2016,NUTS,2010,RO31,2,0.2274
2017,NUTS,2010,RO31,2,0.1817
2018,NUTS,2010,RO31,2,0.2033
2019,NUTS,2010,RO31,2,0.2032
2011,NUTS,2010,RO32,2,2.0696
2012,NUTS,2010,RO32,2,2.0655
2013,NUTS,2010,RO32,2,2.0325
2014,NUTS,2010,RO32,2,1.9034
2015,NUTS,2010,RO32,2,1.9445
2016,NUTS,2010,RO32,2,1.9926
2017,NUTS,2010,RO32,2,2.0088
2018,NUTS,2010,RO32,2,2.0157
2019,NUTS,2010,RO32,2,1.9081
2011,NUTS,2010,RO4,1,0.32
2012,NUTS,2010,RO4,1,0.3243
2013,NUTS,2010,RO4,1,0.3571
2014,NUTS,2010,RO4,1,0.3313
2015,NUTS,2010,RO4,1,0.3985
2016,NUTS,2010,RO4,1,0.4035
2017,NUTS,2010,RO4,1,0.3944
2018,NUTS,2010,RO4,1,0.3206
2019,NUTS,2010,RO4,1,0.3075
2011,NUTS,2010,RO41,2,0.2411
2012,NUTS,2010,RO41,2,0.2198
2013,NUTS,2010,RO41,2,0.2293
2014,NUTS,2010,RO41,2,0.2136
2015,NUTS,2010,RO41,2,0.2596
2016,NUTS,2010,RO41,2,0.2572
2017,NUTS,2010,RO41,2,0.2499
2018,NUTS,2010,RO41,2,0.1706
2019,NUTS,2010,RO41,2,0.1519
2011,NUTS,2010,RO42,2,0.4181
2012,NUTS,2010,RO42,2,0.4541
2013,NUTS,2010,RO42,2,0.5078
2014,NUTS,2010,RO42,2,0.4718
2015,NUTS,2010,RO42,2,0.5527
2016,NUTS,2010,RO42,2,0.5648
2017,NUTS,2010,RO42,2,0.5641
2018,NUTS,2010,RO42,2,0.4977
2019,NUTS,2010,RO42,2,0.487
2011,NUTS,2010,RS,0,0.8825
2012,NUTS,2010,RS,0,0.8882
2013,NUTS,2010,RS,0,0.927
2014,NUTS,2010,RS,0,0.9193
2015,NUTS,2010,RS,0,0.9825
2016,NUTS,2010,RS,0,0.9376
2017,NUTS,2010,RS,0,0.8837
2018,NUTS,2010,RS,0,0.8784
2019,NUTS,2010,RS,0,0.8633
2020,NUTS,2010,RS,0,0.8864
2018,NUTS,2010,RS1,1,1.3004
2019,NUTS,2010,RS1,1,1.2709
2020,NUTS,2010,RS1,1,1.3105
2018,NUTS,2010,RS11,2,1.8392
2019,NUTS,2010,RS11,2,1.8157
2020,NUTS,2010,RS11,2,1.8927
2018,NUTS,2010,RS12,2,0.7859
2019,NUTS,2010,RS12,2,0.7457
2020,NUTS,2010,RS12,2,0.7485
2018,NUTS,2010,RS2,1,0.2799
2019,NUTS,2010,RS2,1,0.2729
2020,NUTS,2010,RS2,1,0.2749
2018,NUTS,2010,RS21,2,0.2086
2019,NUTS,2010,RS21,2,0.1854
2020,NUTS,2010,RS21,2,0.1967
2018,NUTS,2010,RS22,2,0.3816
2019,NUTS,2010,RS22,2,0.3956
2020,NUTS,2010,RS22,2,0.3872
2011,NUTS,2010,RU,0,1.0377
2012,NUTS,2010,RU,0,1.0165
2011,NUTS,2010,SE,0,2.8242
2013,NUTS,2010,SE,0,2.9724
2015,NUTS,2010,SE,0,3.0076
2017,NUTS,2010,SE,0,2.7564
2019,NUTS,2010,SE,0,2.7776
2011,NUTS,2010,SE1,1,3.2618
2013,NUTS,2010,SE1,1,3.4832
2015,NUTS,2010,SE1,1,3.4713
2017,NUTS,2010,SE1,1,3.0402
2019,NUTS,2010,SE1,1,2.9987
2011,NUTS,2010,SE11,2,3.3342
2013,NUTS,2010,SE11,2,3.497
2015,NUTS,2010,SE11,2,3.5523
2017,NUTS,2010,SE11,2,3.2551
2019,NUTS,2010,SE11,2,3.0831
2011,NUTS,2010,SE12,2,3.155
2013,NUTS,2010,SE12,2,3.4624
2015,NUTS,2010,SE12,2,3.3494
2017,NUTS,2010,SE12,2,2.7115
2019,NUTS,2010,SE12,2,2.869
2011,NUTS,2010,SE2,1,2.5566
2013,NUTS,2010,SE2,1,2.6202
2015,NUTS,2010,SE2,1,2.6675
2017,NUTS,2010,SE2,1,2.7019
2011,NUTS,2010,SE21,2,1.1857
2013,NUTS,2010,SE21,2,1.4697
2015,NUTS,2010,SE21,2,1.4218
2011,NUTS,2010,SE22,2,2.6478
2013,NUTS,2010,SE22,2,2.8211
2015,NUTS,2010,SE22,2,2.6025
2017,NUTS,2010,SE22,2,2.468
2019,NUTS,2010,SE22,2,3.1454
2011,NUTS,2010,SE23,2,3.0686
2013,NUTS,2010,SE23,2,2.9556
2015,NUTS,2010,SE23,2,3.234
2017,NUTS,2010,SE23,2,3.4522
2019,NUTS,2010,SE23,2,3.191
2011,NUTS,2010,SE3,1,1.7519
2013,NUTS,2010,SE3,1,1.8451
2015,NUTS,2010,SE3,1,1.8663
2017,NUTS,2010,SE3,1,1.3687
2011,NUTS,2010,SE31,2,1.2816
2013,NUTS,2010,SE31,2,1.385
2015,NUTS,2010,SE31,2,1.4605
2017,NUTS,2010,SE31,2,1.0853
2019,NUTS,2010,SE31,2,1.0448
2011,NUTS,2010,SE32,2,1.1795
2013,NUTS,2010,SE32,2,0.9652
2015,NUTS,2010,SE32,2,1.0006
2011,NUTS,2010,SE33,2,2.9118
2013,NUTS,2010,SE33,2,3.2081
2015,NUTS,2010,SE33,2,3.1131
2017,NUTS,2010,SE33,2,2.2141
2019,NUTS,2010,SE33,2,2.5008
2011,NUTS,2010,SI,0,2.3757
2012,NUTS,2010,SI,0,2.3323
2013,NUTS,2010,SI,0,2.4145
2014,NUTS,2010,SI,0,2.3762
2015,NUTS,2010,SI,0,2.3079
2016,NUTS,2010,SI,0,2.2346
2017,NUTS,2010,SI,0,2.3497
2018,NUTS,2010,SI,0,2.4773
2019,NUTS,2010,SI,0,2.6052
2011,NUTS,2010,SI0,1,2.3019
2012,NUTS,2010,SI0,1,2.2696
2013,NUTS,2010,SI0,1,2.3482
2014,NUTS,2010,SI0,1,2.2966
2015,NUTS,2010,SI0,1,2.2491
2016,NUTS,2010,SI0,1,2.1882
2017,NUTS,2010,SI0,1,2.2931
2018,NUTS,2010,SI0,1,2.4101
2019,NUTS,2010,SI0,1,2.5506
2013,NUTS,2010,SI03,2,1.3077
2014,NUTS,2010,SI03,2,1.3106
2015,NUTS,2010,SI03,2,1.2516
2016,NUTS,2010,SI03,2,1.2044
2017,NUTS,2010,SI03,2,1.2157
2018,NUTS,2010,SI03,2,1.3563
2019,NUTS,2010,SI03,2,1.5287
2013,NUTS,2010,SI04,2,3.4873
2014,NUTS,2010,SI04,2,3.3877
2015,NUTS,2010,SI04,2,3.336
2016,NUTS,2010,SI04,2,3.2575
2017,NUTS,2010,SI04,2,3.4885
2018,NUTS,2010,SI04,2,3.5586
2019,NUTS,2010,SI04,2,3.6538
2011,NUTS,2010,SK,0,1.2076
2012,NUTS,2010,SK,0,1.2124
2013,NUTS,2010,SK,0,1.1676
2014,NUTS,2010,SK,0,1.1931
2015,NUTS,2010,SK,0,1.1626
2016,NUTS,2010,SK,0,1.3081
2017,NUTS,2010,SK,0,1.3002
2018,NUTS,2010,SK,0,1.3726
2019,NUTS,2010,SK,0,1.3869
2020,NUTS,2010,SK,0,1.4504
2011,NUTS,2010,SK01,2,4.6145
2012,NUTS,2010,SK01,2,4.502
2013,NUTS,2010,SK01,2,4.2519
2014,NUTS,2010,SK01,2,4.0967
2015,NUTS,2010,SK01,2,3.9353
2016,NUTS,2010,SK01,2,4.7063
2017,NUTS,2010,SK01,2,4.4297
2018,NUTS,2010,SK01,2,4.7481
2019,NUTS,2010,SK01,2,4.7828
2020,NUTS,2010,SK01,2,5.0254
2011,NUTS,2010,SK02,2,0.5537
2012,NUTS,2010,SK02,2,0.5671
2013,NUTS,2010,SK02,2,0.5782
2014,NUTS,2010,SK02,2,0.7023
2015,NUTS,2010,SK02,2,0.7084
2016,NUTS,2010,SK02,2,0.6891
2017,NUTS,2010,SK02,2,0.7792
2018,NUTS,2010,SK02,2,0.7832
2019,NUTS,2010,SK02,2,0.7818
2020,NUTS,2010,SK02,2,0.7997
2011,NUTS,2010,SK03,2,0.8162
2012,NUTS,2010,SK03,2,0.842
2013,NUTS,2010,SK03,2,0.8032
2014,NUTS,2010,SK03,2,0.8623
2015,NUTS,2010,SK03,2,0.8626
2016,NUTS,2010,SK03,2,0.9657
2017,NUTS,2010,SK03,2,0.9554
2018,NUTS,2010,SK03,2,1.0018
2019,NUTS,2010,SK03,2,1.0022
2020,NUTS,2010,SK03,2,1.0056
2011,NUTS,2010,SK04,2,0.8075
2012,NUTS,2010,SK04,2,0.8219
2013,NUTS,2010,SK04,2,0.8192
2014,NUTS,2010,SK04,2,0.7976
2015,NUTS,2010,SK04,2,0.7662
2016,NUTS,2010,SK04,2,0.837
2017,NUTS,2010,SK04,2,0.832
2018,NUTS,2010,SK04,2,0.8757
2019,NUTS,2010,SK04,2,0.8742
2020,NUTS,2010,SK04,2,0.9713
2011,NUTS,2010,TR,0,0.7006
2012,NUTS,2010,TR,0,0.7625
2013,NUTS,2010,TR,0,0.7899
2014,NUTS,2010,TR,0,0.846
2015,NUTS,2010,TR,0,0.8665
2016,NUTS,2010,TR,0,0.915
2017,NUTS,2010,TR,0,0.9728
2018,NUTS,2010,TR,0,1.0393
2019,NUTS,2010,TR,0,1.1231
2020,NUTS,2010,TR,0,1.2336
2011,NUTS,2010,UK,0,1.9919
2012,NUTS,2010,UK,0,2.026
2013,NUTS,2010,UK,0,2.1104
2014,NUTS,2010,UK,0,2.1861
2015,NUTS,2010,UK,0,2.2328
2016,NUTS,2010,UK,0,2.2859
2017,NUTS,2010,UK,0,2.4031
2018,NUTS,2010,UK,0,2.4786
2011,NUTS,2010,UKC,1,1.695
2012,NUTS,2010,UKC,1,1.7026
2013,NUTS,2010,UKC,1,1.8762
2014,NUTS,2010,UKC,1,1.82
2015,NUTS,2010,UKC,1,1.9403
2016,NUTS,2010,UKC,1,1.9682
2017,NUTS,2010,UKC,1,2.0702
2018,NUTS,2010,UKC,1,2.17
2011,NUTS,2010,UKC1,2,1.4438
2012,NUTS,2010,UKC1,2,1.5137
2013,NUTS,2010,UKC1,2,1.7925
2014,NUTS,2010,UKC1,2,1.5813
2015,NUTS,2010,UKC1,2,1.6345
2016,NUTS,2010,UKC1,2,1.6076
2017,NUTS,2010,UKC1,2,1.6558
2018,NUTS,2010,UKC1,2,1.7644
2011,NUTS,2010,UKC2,2,1.8959
2012,NUTS,2010,UKC2,2,1.8461
2013,NUTS,2010,UKC2,2,1.9404
2014,NUTS,2010,UKC2,2,2.0055
2015,NUTS,2010,UKC2,2,2.1803
2016,NUTS,2010,UKC2,2,2.2509
2017,NUTS,2010,UKC2,2,2.403
2018,NUTS,2010,UKC2,2,2.5073
2011,NUTS,2010,UKD,1,1.5418
2012,NUTS,2010,UKD,1,1.567
2013,NUTS,2010,UKD,1,1.6147
2014,NUTS,2010,UKD,1,1.7277
2015,NUTS,2010,UKD,1,1.777
2016,NUTS,2010,UKD,1,1.8437
2017,NUTS,2010,UKD,1,1.9445
2018,NUTS,2010,UKD,1,2.041
2011,NUTS,2010,UKD1,2,0.9723
2012,NUTS,2010,UKD1,2,0.894
2013,NUTS,2010,UKD1,2,0.7421
2014,NUTS,2010,UKD1,2,1.0913
2015,NUTS,2010,UKD1,2,1.2289
2016,NUTS,2010,UKD1,2,1.3392
2017,NUTS,2010,UKD1,2,1.437
2018,NUTS,2010,UKD1,2,1.7051
2011,NUTS,2010,UKD3,2,1.7131
2012,NUTS,2010,UKD3,2,1.7689
2013,NUTS,2010,UKD3,2,1.7549
2014,NUTS,2010,UKD3,2,1.799
2015,NUTS,2010,UKD3,2,1.8476
2016,NUTS,2010,UKD3,2,1.8923
2017,NUTS,2010,UKD3,2,1.9828
2018,NUTS,2010,UKD3,2,2.1049
2011,NUTS,2010,UKD4,2,1.3551
2012,NUTS,2010,UKD4,2,1.4099
2013,NUTS,2010,UKD4,2,1.5105
2014,NUTS,2010,UKD4,2,1.5389
2015,NUTS,2010,UKD4,2,1.592
2016,NUTS,2010,UKD4,2,1.6957
2017,NUTS,2010,UKD4,2,1.7478
2018,NUTS,2010,UKD4,2,1.9089
2011,NUTS,2010,UKD6,2,1.6499
2012,NUTS,2010,UKD6,2,1.6855
2013,NUTS,2010,UKD6,2,1.7768
2014,NUTS,2010,UKD6,2,1.9366
2015,NUTS,2010,UKD6,2,1.9865
2016,NUTS,2010,UKD6,2,1.8904
2017,NUTS,2010,UKD6,2,1.9452
2018,NUTS,2010,UKD6,2,2.0831
2011,NUTS,2010,UKD7,2,1.5513
2012,NUTS,2010,UKD7,2,1.5218
2013,NUTS,2010,UKD7,2,1.6694
2014,NUTS,2010,UKD7,2,1.8613
2015,NUTS,2010,UKD7,2,1.8951
2016,NUTS,2010,UKD7,2,2.0464
2017,NUTS,2010,UKD7,2,2.2608
2018,NUTS,2010,UKD7,2,2.1395
2011,NUTS,2010,UKE,1,1.693
2012,NUTS,2010,UKE,1,1.6852
2013,NUTS,2010,UKE,1,1.8465
2014,NUTS,2010,UKE,1,1.8632
2015,NUTS,2010,UKE,1,1.9481
2016,NUTS,2010,UKE,1,1.9392
2017,NUTS,2010,UKE,1,2.1503
2018,NUTS,2010,UKE,1,2.1676
2011,NUTS,2010,UKE1,2,0.5498
2012,NUTS,2010,UKE1,2,1.0071
2013,NUTS,2010,UKE1,2,1.0964
2014,NUTS,2010,UKE1,2,1.1744
2015,NUTS,2010,UKE1,2,1.1031
2016,NUTS,2010,UKE1,2,1.1117
2017,NUTS,2010,UKE1,2,1.2081
2018,NUTS,2010,UKE1,2,1.2601
2011,NUTS,2010,UKE2,2,2.3548
2012,NUTS,2010,UKE2,2,1.7578
2013,NUTS,2010,UKE2,2,2.1222
2014,NUTS,2010,UKE2,2,2.1935
2015,NUTS,2010,UKE2,2,2.3379
2016,NUTS,2010,UKE2,2,2.3954
2017,NUTS,2010,UKE2,2,2.4996
2018,NUTS,2010,UKE2,2,2.7024
2011,NUTS,2010,UKE3,2,1.9815
2012,NUTS,2010,UKE3,2,1.9311
2013,NUTS,2010,UKE3,2,2.1003
2014,NUTS,2010,UKE3,2,2.0951
2015,NUTS,2010,UKE3,2,2.3085
2016,NUTS,2010,UKE3,2,2.2702
2017,NUTS,2010,UKE3,2,2.5005
2018,NUTS,2010,UKE3,2,2.3528
2011,NUTS,2010,UKE4,2,1.7651
2012,NUTS,2010,UKE4,2,1.7861
2013,NUTS,2010,UKE4,2,1.8988
2014,NUTS,2010,UKE4,2,1.878
2015,NUTS,2010,UKE4,2,1.9276
2016,NUTS,2010,UKE4,2,1.9071
2017,NUTS,2010,UKE4,2,2.1804
2018,NUTS,2010,UKE4,2,2.2134
2011,NUTS,2010,UKF,1,1.8753
2012,NUTS,2010,UKF,1,1.9119
2013,NUTS,2010,UKF,1,2.0758
2014,NUTS,2010,UKF,1,2.0897
2015,NUTS,2010,UKF,1,2.0633
2016,NUTS,2010,UKF,1,2.1687
2017,NUTS,2010,UKF,1,2.248
2018,NUTS,2010,UKF,1,2.3088
2011,NUTS,2010,UKF1,2,2.4875
2012,NUTS,2010,UKF1,2,2.4762
2013,NUTS,2010,UKF1,2,2.7974
2014,NUTS,2010,UKF1,2,2.8635
2015,NUTS,2010,UKF1,2,2.7333
2016,NUTS,2010,UKF1,2,2.8808
2017,NUTS,2010,UKF1,2,3.0298
2018,NUTS,2010,UKF1,2,3.1843
2011,NUTS,2010,UKF2,2,1.7257
2012,NUTS,2010,UKF2,2,1.7474
2013,NUTS,2010,UKF2,2,1.8345
2014,NUTS,2010,UKF2,2,1.8383
2015,NUTS,2010,UKF2,2,1.7886
2016,NUTS,2010,UKF2,2,1.8632
2017,NUTS,2010,UKF2,2,1.9014
2018,NUTS,2010,UKF2,2,1.8784
2011,NUTS,2010,UKF3,2,0.543
2012,NUTS,2010,UKF3,2,0.5992
2013,NUTS,2010,UKF3,2,0.6025
2014,NUTS,2010,UKF3,2,0.5995
2015,NUTS,2010,UKF3,2,0.7086
2016,NUTS,2010,UKF3,2,0.7486
2017,NUTS,2010,UKF3,2,0.7793
2018,NUTS,2010,UKF3,2,0.7722
2011,NUTS,2010,UKG,1,1.4809
2012,NUTS,2010,UKG,1,1.5538
2013,NUTS,2010,UKG,1,1.6901
2014,NUTS,2010,UKG,1,1.8817
2015,NUTS,2010,UKG,1,1.9329
2016,NUTS,2010,UKG,1,1.8771
2017,NUTS,2010,UKG,1,2.1847
2018,NUTS,2010,UKG,1,2.2838
2011,NUTS,2010,UKG1,2,1.318
2012,NUTS,2010,UKG1,2,1.5079
2013,NUTS,2010,UKG1,2,1.5553
2014,NUTS,2010,UKG1,2,1.9541
2015,NUTS,2010,UKG1,2,1.9913
2016,NUTS,2010,UKG1,2,1.8649
2017,NUTS,2010,UKG1,2,2.7699
2018,NUTS,2010,UKG1,2,3.0957
2011,NUTS,2010,UKG2,2,0.6141
2012,NUTS,2010,UKG2,2,0.5984
2013,NUTS,2010,UKG2,2,0.6348
2014,NUTS,2010,UKG2,2,0.7126
2015,NUTS,2010,UKG2,2,0.7923
2016,NUTS,2010,UKG2,2,0.7656
2017,NUTS,2010,UKG2,2,0.8765
2018,NUTS,2010,UKG2,2,0.975
2011,NUTS,2010,UKG3,2,2.1357
2012,NUTS,2010,UKG3,2,2.1967
2013,NUTS,2010,UKG3,2,2.4669
2014,NUTS,2010,UKG3,2,2.5831
2015,NUTS,2010,UKG3,2,2.643
2016,NUTS,2010,UKG3,2,2.6015
2017,NUTS,2010,UKG3,2,2.7139
2018,NUTS,2010,UKG3,2,2.6577
2011,NUTS,2010,UKH,1,2.4375
2012,NUTS,2010,UKH,1,2.3337
2013,NUTS,2010,UKH,1,2.4843
2014,NUTS,2010,UKH,1,2.5286
2015,NUTS,2010,UKH,1,2.5907
2016,NUTS,2010,UKH,1,2.6526
2017,NUTS,2010,UKH,1,2.7743
2018,NUTS,2010,UKH,1,2.8321
2011,NUTS,2010,UKH1,2,3.4558
2012,NUTS,2010,UKH1,2,3.4206
2013,NUTS,2010,UKH1,2,3.5596
2014,NUTS,2010,UKH1,2,3.6106
2015,NUTS,2010,UKH1,2,3.7887
2016,NUTS,2010,UKH1,2,3.8204
2017,NUTS,2010,UKH1,2,4.158
2018,NUTS,2010,UKH1,2,4.3583
2011,NUTS,2010,UKH2,2,2.0146
2012,NUTS,2010,UKH2,2,1.9354
2013,NUTS,2010,UKH2,2,2.3172
2014,NUTS,2010,UKH2,2,2.2056
2015,NUTS,2010,UKH2,2,2.2734
2016,NUTS,2010,UKH2,2,2.3714
2017,NUTS,2010,UKH2,2,2.4379
2018,NUTS,2010,UKH2,2,2.451
2011,NUTS,2010,UKH3,2,1.4488
2012,NUTS,2010,UKH3,2,1.2244
2013,NUTS,2010,UKH3,2,1.1804
2014,NUTS,2010,UKH3,2,1.2819
2015,NUTS,2010,UKH3,2,1.2539
2016,NUTS,2010,UKH3,2,1.2983
2017,NUTS,2010,UKH3,2,1.2469
2018,NUTS,2010,UKH3,2,1.1722
2011,NUTS,2010,UKI,1,2.3642
2012,NUTS,2010,UKI,1,2.4082
2013,NUTS,2010,UKI,1,2.2707
2014,NUTS,2010,UKI,1,2.3647
2015,NUTS,2010,UKI,1,2.3866
2016,NUTS,2010,UKI,1,2.4109
2017,NUTS,2010,UKI,1,2.54
2018,NUTS,2010,UKI,1,2.5432
2011,NUTS,2010,UKI3,2,11.9932
2012,NUTS,2010,UKI3,2,11.5833
2013,NUTS,2010,UKI3,2,11.1932
2014,NUTS,2010,UKI3,2,11.0747
2015,NUTS,2010,UKI3,2,11.0695
2016,NUTS,2010,UKI3,2,11.1125
2017,NUTS,2010,UKI3,2,12.309
2018,NUTS,2010,UKI3,2,12.2315
2011,NUTS,2010,UKI4,2,1.1833
2012,NUTS,2010,UKI4,2,1.1327
2013,NUTS,2010,UKI4,2,1.1559
2014,NUTS,2010,UKI4,2,1.2844
2015,NUTS,2010,UKI4,2,1.346
2016,NUTS,2010,UKI4,2,1.352
2017,NUTS,2010,UKI4,2,1.3758
2018,NUTS,2010,UKI4,2,1.476
2011,NUTS,2010,UKI5,2,0.332
2012,NUTS,2010,UKI5,2,0.346
2013,NUTS,2010,UKI5,2,0.3486
2014,NUTS,2010,UKI5,2,0.3479
2015,NUTS,2010,UKI5,2,0.3458
2016,NUTS,2010,UKI5,2,0.3368
2017,NUTS,2010,UKI5,2,0.3197
2018,NUTS,2010,UKI5,2,0.3527
2011,NUTS,2010,UKI6,2,0.5527
2012,NUTS,2010,UKI6,2,0.4934
2013,NUTS,2010,UKI6,2,0.4882
2014,NUTS,2010,UKI6,2,0.5976
2015,NUTS,2010,UKI6,2,0.5132
2016,NUTS,2010,UKI6,2,0.5482
2017,NUTS,2010,UKI6,2,0.5978
2018,NUTS,2010,UKI6,2,0.5761
