year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_total_pc_emp_hc_total_t
2013,NUTS,2010,DK04,2,3.0274
2014,NUTS,2010,DK04,2,2.7271
2015,NUTS,2010,DK04,2,2.8374
2016,NUTS,2010,DK04,2,2.7038
2017,NUTS,2010,DK04,2,2.519
2019,NUTS,2010,DK04,2,2.5927
2011,NUTS,2010,DK05,2,1.885
2012,NUTS,2010,DK05,2,2.0124
2013,NUTS,2010,DK05,2,2.0328
2014,NUTS,2010,DK05,2,1.8857
2015,NUTS,2010,DK05,2,1.9396
2016,NUTS,2010,DK05,2,2.0603
2017,NUTS,2010,DK05,2,2.2958
2019,NUTS,2010,DK05,2,2.2063
2011,NUTS,2010,EA19,2,2.0249
2013,NUTS,2010,EA19,2,2.1443
2015,NUTS,2010,EA19,2,2.2119
2017,NUTS,2010,EA19,2,2.3086
2019,NUTS,2010,EA19,2,2.4331
2011,NUTS,2010,EE,0,1.7318
2012,NUTS,2010,EE,0,1.7065
2013,NUTS,2010,EE,0,1.7055
2014,NUTS,2010,EE,0,1.7342
2015,NUTS,2010,EE,0,1.6185
2016,NUTS,2010,EE,0,1.5088
2017,NUTS,2010,EE,0,1.5349
2018,NUTS,2010,EE,0,1.5118
2019,NUTS,2010,EE,0,1.6351
2011,NUTS,2010,EL,0,1.7721
2013,NUTS,2010,EL,0,2.405
2015,NUTS,2010,EL,0,2.7101
2017,NUTS,2010,EL,0,2.5815
2019,NUTS,2010,EL,0,2.7243
2011,NUTS,2010,EL3,1,1.8445
2013,NUTS,2010,EL3,1,2.7673
2015,NUTS,2010,EL3,1,3.5502
2017,NUTS,2010,EL3,1,3.548
2019,NUTS,2010,EL3,1,3.752
2011,NUTS,2010,EL30,2,1.8445
2013,NUTS,2010,EL30,2,2.7673
2015,NUTS,2010,EL30,2,3.5502
2017,NUTS,2010,EL30,2,3.548
2019,NUTS,2010,EL30,2,3.752
2011,NUTS,2010,EL4,1,2.0159
2013,NUTS,2010,EL4,1,2.4283
2015,NUTS,2010,EL4,1,2.2842
2017,NUTS,2010,EL4,1,2.1304
2019,NUTS,2010,EL4,1,1.9622
2011,NUTS,2010,EL41,2,2.4791
2013,NUTS,2010,EL41,2,2.3841
2015,NUTS,2010,EL41,2,2.3431
2017,NUTS,2010,EL41,2,2.0605
2019,NUTS,2010,EL41,2,1.9666
2011,NUTS,2010,EL42,2,0.8814
2013,NUTS,2010,EL42,2,0.9967
2015,NUTS,2010,EL42,2,0.7309
2017,NUTS,2010,EL42,2,0.7698
2019,NUTS,2010,EL42,2,0.6301
2011,NUTS,2010,EL43,2,2.4889
2013,NUTS,2010,EL43,2,3.2602
2015,NUTS,2010,EL43,2,3.2487
2017,NUTS,2010,EL43,2,2.891
2019,NUTS,2010,EL43,2,2.6613
2011,NUTS,2010,EL5,1,1.8866
2013,NUTS,2010,EL5,1,2.5176
2015,NUTS,2010,EL5,1,2.3791
2017,NUTS,2010,EL5,1,2.1244
2019,NUTS,2010,EL5,1,2.2666
2011,NUTS,2010,EL51,2,1.713
2013,NUTS,2010,EL51,2,2.2038
2015,NUTS,2010,EL51,2,1.8332
2017,NUTS,2010,EL51,2,1.5496
2019,NUTS,2010,EL51,2,1.5774
2011,NUTS,2010,EL52,2,1.8382
2013,NUTS,2010,EL52,2,2.4875
2015,NUTS,2010,EL52,2,2.4825
2017,NUTS,2010,EL52,2,2.2775
2019,NUTS,2010,EL52,2,2.4119
2011,NUTS,2010,EL53,2,1.6943
2013,NUTS,2010,EL53,2,1.2348
2015,NUTS,2010,EL53,2,1.7118
2017,NUTS,2010,EL53,2,1.3077
2019,NUTS,2010,EL53,2,1.6085
2011,NUTS,2010,EL54,2,2.5846
2013,NUTS,2010,EL54,2,4.1954
2015,NUTS,2010,EL54,2,3.3295
2017,NUTS,2010,EL54,2,2.999
2019,NUTS,2010,EL54,2,3.2618
2011,NUTS,2010,EL6,1,1.2676
2013,NUTS,2010,EL6,1,1.5267
2015,NUTS,2010,EL6,1,1.7968
2017,NUTS,2010,EL6,1,1.6282
2019,NUTS,2010,EL6,1,1.7251
2011,NUTS,2010,EL61,2,2.0565
2013,NUTS,2010,EL61,2,1.4807
2015,NUTS,2010,EL61,2,1.6162
2017,NUTS,2010,EL61,2,1.7804
2019,NUTS,2010,EL61,2,1.825
2011,NUTS,2010,EL62,2,0.6876
2013,NUTS,2010,EL62,2,1.1582
2015,NUTS,2010,EL62,2,1.6288
2017,NUTS,2010,EL62,2,1.474
2019,NUTS,2010,EL62,2,1.4663
2011,NUTS,2010,EL63,2,1.666
2013,NUTS,2010,EL63,2,2.8515
2015,NUTS,2010,EL63,2,3.4011
2017,NUTS,2010,EL63,2,3.0461
2019,NUTS,2010,EL63,2,2.9101
2011,NUTS,2010,EL64,2,0.5535
2013,NUTS,2010,EL64,2,0.9089
2015,NUTS,2010,EL64,2,0.9155
2017,NUTS,2010,EL64,2,0.8
2019,NUTS,2010,EL64,2,0.9279
2011,NUTS,2010,EL65,2,0.7187
2013,NUTS,2010,EL65,2,0.8777
2015,NUTS,2010,EL65,2,1.1884
2017,NUTS,2010,EL65,2,0.7571
2019,NUTS,2010,EL65,2,1.2289
2011,NUTS,2010,ES,0,1.937
2012,NUTS,2010,ES,0,1.962
2013,NUTS,2010,ES,0,1.9594
2014,NUTS,2010,ES,0,1.9341
2015,NUTS,2010,ES,0,1.9088
2016,NUTS,2010,ES,0,1.8798
2017,NUTS,2010,ES,0,1.9
2018,NUTS,2010,ES,0,1.9298
2019,NUTS,2010,ES,0,1.931
2011,NUTS,2010,ES1,1,1.6256
2012,NUTS,2010,ES1,1,1.6586
2013,NUTS,2010,ES1,1,1.7508
2014,NUTS,2010,ES1,1,1.6923
2015,NUTS,2010,ES1,1,1.6386
2016,NUTS,2010,ES1,1,1.5942
2017,NUTS,2010,ES1,1,1.6759
2018,NUTS,2010,ES1,1,1.6737
2019,NUTS,2010,ES1,1,1.7434
2011,NUTS,2010,ES11,2,1.5745
2012,NUTS,2010,ES11,2,1.6539
2013,NUTS,2010,ES11,2,1.7597
2014,NUTS,2010,ES11,2,1.7366
2015,NUTS,2010,ES11,2,1.6651
2016,NUTS,2010,ES11,2,1.6355
2017,NUTS,2010,ES11,2,1.7576
2018,NUTS,2010,ES11,2,1.7802
2019,NUTS,2010,ES11,2,1.8125
2011,NUTS,2010,ES12,2,1.7487
2012,NUTS,2010,ES12,2,1.686
2013,NUTS,2010,ES12,2,1.8105
2014,NUTS,2010,ES12,2,1.6597
2015,NUTS,2010,ES12,2,1.5999
2016,NUTS,2010,ES12,2,1.5019
2017,NUTS,2010,ES12,2,1.536
2018,NUTS,2010,ES12,2,1.4386
2019,NUTS,2010,ES12,2,1.6504
2011,NUTS,2010,ES13,2,1.6515
2012,NUTS,2010,ES13,2,1.6345
2013,NUTS,2010,ES13,2,1.6112
2014,NUTS,2010,ES13,2,1.5513
2015,NUTS,2010,ES13,2,1.5846
2016,NUTS,2010,ES13,2,1.5632
2017,NUTS,2010,ES13,2,1.5462
2018,NUTS,2010,ES13,2,1.5801
2019,NUTS,2010,ES13,2,1.5804
2011,NUTS,2010,ES2,1,2.5745
2012,NUTS,2010,ES2,1,2.712
2013,NUTS,2010,ES2,1,2.7052
2014,NUTS,2010,ES2,1,2.6814
2015,NUTS,2010,ES2,1,2.6582
2016,NUTS,2010,ES2,1,2.5879
2017,NUTS,2010,ES2,1,2.6243
2018,NUTS,2010,ES2,1,2.7145
2019,NUTS,2010,ES2,1,2.6503
2011,NUTS,2010,ES21,2,2.9988
2012,NUTS,2010,ES21,2,3.3086
2013,NUTS,2010,ES21,2,3.304
2014,NUTS,2010,ES21,2,3.298
2015,NUTS,2010,ES21,2,3.305
2016,NUTS,2010,ES21,2,3.1771
2017,NUTS,2010,ES21,2,3.2583
2018,NUTS,2010,ES21,2,3.4014
2019,NUTS,2010,ES21,2,3.3698
2011,NUTS,2010,ES22,2,2.8391
2012,NUTS,2010,ES22,2,2.7343
2013,NUTS,2010,ES22,2,2.74
2014,NUTS,2010,ES22,2,2.5951
2015,NUTS,2010,ES22,2,2.6319
2016,NUTS,2010,ES22,2,2.6393
2017,NUTS,2010,ES22,2,2.6754
2018,NUTS,2010,ES22,2,2.7318
2019,NUTS,2010,ES22,2,2.4836
2011,NUTS,2010,ES23,2,2.0969
2012,NUTS,2010,ES23,2,2.1553
2013,NUTS,2010,ES23,2,2.0094
2014,NUTS,2010,ES23,2,2.0323
2015,NUTS,2010,ES23,2,1.9732
2016,NUTS,2010,ES23,2,2.0173
2017,NUTS,2010,ES23,2,1.997
2018,NUTS,2010,ES23,2,1.8587
2019,NUTS,2010,ES23,2,1.8115
2011,NUTS,2010,ES24,2,1.8194
2012,NUTS,2010,ES24,2,1.8439
2013,NUTS,2010,ES24,2,1.8406
2014,NUTS,2010,ES24,2,1.8579
2015,NUTS,2010,ES24,2,1.7886
2016,NUTS,2010,ES24,2,1.7407
2017,NUTS,2010,ES24,2,1.7342
2018,NUTS,2010,ES24,2,1.8062
2019,NUTS,2010,ES24,2,1.7868
2011,NUTS,2010,ES3,1,2.8607
2012,NUTS,2010,ES3,1,2.7285
2013,NUTS,2010,ES3,1,2.7522
2014,NUTS,2010,ES3,1,2.7324
2015,NUTS,2010,ES3,1,2.7207
2016,NUTS,2010,ES3,1,2.6959
2017,NUTS,2010,ES3,1,2.6803
2018,NUTS,2010,ES3,1,2.6922
2019,NUTS,2010,ES3,1,2.6923
2011,NUTS,2010,ES30,2,2.8607
2012,NUTS,2010,ES30,2,2.7285
2013,NUTS,2010,ES30,2,2.7522
2014,NUTS,2010,ES30,2,2.7324
2015,NUTS,2010,ES30,2,2.7207
2016,NUTS,2010,ES30,2,2.6959
2017,NUTS,2010,ES30,2,2.6803
2018,NUTS,2010,ES30,2,2.6922
2019,NUTS,2010,ES30,2,2.6923
2011,NUTS,2010,ES4,1,1.5048
2012,NUTS,2010,ES4,1,1.4876
2013,NUTS,2010,ES4,1,1.3377
2014,NUTS,2010,ES4,1,1.3142
2015,NUTS,2010,ES4,1,1.3217
2016,NUTS,2010,ES4,1,1.2833
2017,NUTS,2010,ES4,1,1.3168
2018,NUTS,2010,ES4,1,1.3463
2019,NUTS,2010,ES4,1,1.3421
2011,NUTS,2010,ES41,2,1.9979
2012,NUTS,2010,ES41,2,1.9377
2013,NUTS,2010,ES41,2,1.8129
2014,NUTS,2010,ES41,2,1.8037
2015,NUTS,2010,ES41,2,1.7906
2016,NUTS,2010,ES41,2,1.7224
2017,NUTS,2010,ES41,2,1.7879
2018,NUTS,2010,ES41,2,1.8566
2019,NUTS,2010,ES41,2,1.902
2011,NUTS,2010,ES42,2,1.0645
2012,NUTS,2010,ES42,2,1.045
2013,NUTS,2010,ES42,2,0.7789
2014,NUTS,2010,ES42,2,0.8109
2015,NUTS,2010,ES42,2,0.8437
2016,NUTS,2010,ES42,2,0.8586
2017,NUTS,2010,ES42,2,0.8421
2018,NUTS,2010,ES42,2,0.8523
2019,NUTS,2010,ES42,2,0.8634
2011,NUTS,2010,ES43,2,1.1177
2012,NUTS,2010,ES43,2,1.1702
2013,NUTS,2010,ES43,2,1.2274
2014,NUTS,2010,ES43,2,1.0549
2015,NUTS,2010,ES43,2,1.0645
2016,NUTS,2010,ES43,2,0.9964
2017,NUTS,2010,ES43,2,1.0802
2018,NUTS,2010,ES43,2,1.0718
2019,NUTS,2010,ES43,2,0.9329
2011,NUTS,2010,ES5,1,1.8666
2012,NUTS,2010,ES5,1,1.928
2013,NUTS,2010,ES5,1,1.9272
2014,NUTS,2010,ES5,1,1.9392
2015,NUTS,2010,ES5,1,1.8972
2016,NUTS,2010,ES5,1,1.9026
2017,NUTS,2010,ES5,1,1.9136
2018,NUTS,2010,ES5,1,1.9686
2019,NUTS,2010,ES5,1,1.9789
2011,NUTS,2010,ES51,2,2.0962
2012,NUTS,2010,ES51,2,2.2365
2013,NUTS,2010,ES51,2,2.2559
2014,NUTS,2010,ES51,2,2.1842
2015,NUTS,2010,ES51,2,2.1843
2016,NUTS,2010,ES51,2,2.1743
2017,NUTS,2010,ES51,2,2.1978
2018,NUTS,2010,ES51,2,2.2687
2019,NUTS,2010,ES51,2,2.2801
2011,NUTS,2010,ES52,2,1.7396
2012,NUTS,2010,ES52,2,1.7248
2013,NUTS,2010,ES52,2,1.7042
2014,NUTS,2010,ES52,2,1.8564
2015,NUTS,2010,ES52,2,1.7464
2016,NUTS,2010,ES52,2,1.7859
2017,NUTS,2010,ES52,2,1.7673
2018,NUTS,2010,ES52,2,1.8087
2019,NUTS,2010,ES52,2,1.8115
2011,NUTS,2010,ES53,2,0.7998
2012,NUTS,2010,ES53,2,0.7231
2013,NUTS,2010,ES53,2,0.7064
2014,NUTS,2010,ES53,2,0.7102
2015,NUTS,2010,ES53,2,0.7174
2016,NUTS,2010,ES53,2,0.6962
2017,NUTS,2010,ES53,2,0.7247
2018,NUTS,2010,ES53,2,0.75
2019,NUTS,2010,ES53,2,0.7759
2011,NUTS,2010,ES6,1,1.4938
2012,NUTS,2010,ES6,1,1.5329
2013,NUTS,2010,ES6,1,1.5796
2014,NUTS,2010,ES6,1,1.5289
2015,NUTS,2010,ES6,1,1.5185
2016,NUTS,2010,ES6,1,1.4733
2017,NUTS,2010,ES6,1,1.4976
2018,NUTS,2010,ES6,1,1.4966
2019,NUTS,2010,ES6,1,1.4754
2011,NUTS,2010,ES61,2,1.5281
2012,NUTS,2010,ES61,2,1.5652
2013,NUTS,2010,ES61,2,1.6186
2014,NUTS,2010,ES61,2,1.5571
2015,NUTS,2010,ES61,2,1.5319
2016,NUTS,2010,ES61,2,1.4751
2017,NUTS,2010,ES61,2,1.4952
2018,NUTS,2010,ES61,2,1.4854
2019,NUTS,2010,ES61,2,1.4553
2011,NUTS,2010,ES62,2,1.4438
2012,NUTS,2010,ES62,2,1.4952
2013,NUTS,2010,ES62,2,1.5195
2014,NUTS,2010,ES62,2,1.5083
2015,NUTS,2010,ES62,2,1.5698
2016,NUTS,2010,ES62,2,1.5767
2017,NUTS,2010,ES62,2,1.6228
2018,NUTS,2010,ES62,2,1.6519
2019,NUTS,2010,ES62,2,1.6696
2011,NUTS,2010,ES63,2,0.1466
2012,NUTS,2010,ES63,2,0.1687
2013,NUTS,2010,ES63,2,0.1367
2014,NUTS,2010,ES63,2,0.28
2015,NUTS,2010,ES63,2,0.2677
2011,NUTS,2010,ES64,2,0.2395
2012,NUTS,2010,ES64,2,0.2656
2013,NUTS,2010,ES64,2,0.248
2014,NUTS,2010,ES64,2,0.2593
2015,NUTS,2010,ES64,2,0.217
2011,NUTS,2010,ES7,1,0.8716
2012,NUTS,2010,ES7,1,0.8641
2013,NUTS,2010,ES7,1,0.824
2014,NUTS,2010,ES7,1,0.7712
2015,NUTS,2010,ES7,1,0.7302
2016,NUTS,2010,ES7,1,0.7281
2017,NUTS,2010,ES7,1,0.7242
2018,NUTS,2010,ES7,1,0.7152
2019,NUTS,2010,ES7,1,0.7013
2011,NUTS,2010,ES70,2,0.8716
2012,NUTS,2010,ES70,2,0.8641
2013,NUTS,2010,ES70,2,0.824
2014,NUTS,2010,ES70,2,0.7712
2015,NUTS,2010,ES70,2,0.7302
2016,NUTS,2010,ES70,2,0.7281
2017,NUTS,2010,ES70,2,0.7242
2018,NUTS,2010,ES70,2,0.7152
2019,NUTS,2010,ES70,2,0.7013
2011,NUTS,2010,EU27_2020,7,1.8663
2013,NUTS,2010,EU27_2020,7,1.973
2015,NUTS,2010,EU27_2020,7,2.0278
2017,NUTS,2010,EU27_2020,7,2.1379
2019,NUTS,2010,EU27_2020,7,2.2703
2011,NUTS,2010,FI,0,3.3758
2012,NUTS,2010,FI,0,3.3085
2013,NUTS,2010,FI,0,3.3239
2014,NUTS,2010,FI,0,3.2771
2015,NUTS,2010,FI,0,3.2601
2016,NUTS,2010,FI,0,3.0803
2017,NUTS,2010,FI,0,3.0616
2018,NUTS,2010,FI,0,3.0376
2019,NUTS,2010,FI,0,3.1041
2011,NUTS,2010,FI1,1,3.2828
2012,NUTS,2010,FI1,1,3.213
2013,NUTS,2010,FI1,1,3.2284
2015,NUTS,2010,FI1,1,3.1401
2016,NUTS,2010,FI1,1,2.9732
2017,NUTS,2010,FI1,1,2.9523
2018,NUTS,2010,FI1,1,2.9239
2019,NUTS,2010,FI1,1,2.9849
2011,NUTS,2010,FI19,2,2.8895
2012,NUTS,2010,FI19,2,2.7807
2013,NUTS,2010,FI19,2,2.8107
2015,NUTS,2010,FI19,2,2.795
2016,NUTS,2010,FI19,2,2.5607
2017,NUTS,2010,FI19,2,2.5684
2018,NUTS,2010,FI19,2,2.5407
2019,NUTS,2010,FI19,2,2.5987
2011,NUTS,2010,FI1B,2,4.4895
2012,NUTS,2010,FI1B,2,4.3723
2013,NUTS,2010,FI1B,2,4.3765
2015,NUTS,2010,FI1B,2,4.3615
2016,NUTS,2010,FI1B,2,4.0819
2017,NUTS,2010,FI1B,2,4.0748
2018,NUTS,2010,FI1B,2,4.0295
2019,NUTS,2010,FI1B,2,4.0945
2011,NUTS,2010,FI1C,2,2.3225
2012,NUTS,2010,FI1C,2,2.3137
2013,NUTS,2010,FI1C,2,2.372
2015,NUTS,2010,FI1C,2,2.1487
2016,NUTS,2010,FI1C,2,2.05
2017,NUTS,2010,FI1C,2,1.9481
2018,NUTS,2010,FI1C,2,1.9192
2019,NUTS,2010,FI1C,2,1.9787
2011,NUTS,2010,FI1D,2,2.8692
2012,NUTS,2010,FI1D,2,2.8515
2013,NUTS,2010,FI1D,2,2.7985
2015,NUTS,2010,FI1D,2,2.6092
2016,NUTS,2010,FI1D,2,2.6118
2017,NUTS,2010,FI1D,2,2.6129
2018,NUTS,2010,FI1D,2,2.6089
2019,NUTS,2010,FI1D,2,2.6477
2011,NUTS,2010,FI2,1,0.6554
2012,NUTS,2010,FI2,1,0.5124
2013,NUTS,2010,FI2,1,0.7733
2015,NUTS,2010,FI2,1,0.391
2016,NUTS,2010,FI2,1,0.4494
2017,NUTS,2010,FI2,1,0.4231
2018,NUTS,2010,FI2,1,0.5817
2019,NUTS,2010,FI2,1,0.48
2011,NUTS,2010,FI20,2,0.6554
2012,NUTS,2010,FI20,2,0.5124
2013,NUTS,2010,FI20,2,0.7733
2015,NUTS,2010,FI20,2,0.391
2016,NUTS,2010,FI20,2,0.4494
2017,NUTS,2010,FI20,2,0.4231
2018,NUTS,2010,FI20,2,0.5817
2019,NUTS,2010,FI20,2,0.48
2011,NUTS,2010,FR,0,2.0604
2012,NUTS,2010,FR,0,2.1489
2013,NUTS,2010,FR,0,2.1867
2014,NUTS,2010,FR,0,2.1873
2016,NUTS,2010,FR,0,2.2662
2017,NUTS,2010,FR,0,2.3208
2018,NUTS,2010,FR,0,2.3447
2011,NUTS,2010,HR,0,1.0895
2012,NUTS,2010,HR,0,1.1048
2013,NUTS,2010,HR,0,1.1381
2014,NUTS,2010,HR,0,1.0732
2015,NUTS,2010,HR,0,1.1134
2016,NUTS,2010,HR,0,1.189
2017,NUTS,2010,HR,0,1.2233
2018,NUTS,2010,HR,0,1.3022
2019,NUTS,2010,HR,0,1.446
2020,NUTS,2010,HR,0,1.5471
2011,NUTS,2010,HR0,1,1.0621
2012,NUTS,2010,HR0,1,1.0779
2013,NUTS,2010,HR0,1,1.1157
2014,NUTS,2010,HR0,1,1.0569
2015,NUTS,2010,HR0,1,1.0949
2016,NUTS,2010,HR0,1,1.1719
2017,NUTS,2010,HR0,1,1.2066
2018,NUTS,2010,HR0,1,1.2825
2019,NUTS,2010,HR0,1,1.4206
2020,NUTS,2010,HR0,1,1.5215
2011,NUTS,2010,HR03,2,0.7739
2012,NUTS,2010,HR03,2,0.78
2013,NUTS,2010,HR03,2,0.7917
2014,NUTS,2010,HR03,2,0.7089
2015,NUTS,2010,HR03,2,0.6881
2016,NUTS,2010,HR03,2,0.7803
2017,NUTS,2010,HR03,2,0.8081
2018,NUTS,2010,HR03,2,0.8366
2019,NUTS,2010,HR03,2,0.9779
2020,NUTS,2010,HR03,2,1.0221
2011,NUTS,2010,HR04,2,1.1949
2012,NUTS,2010,HR04,2,1.219
2013,NUTS,2010,HR04,2,1.2688
2014,NUTS,2010,HR04,2,1.2264
2015,NUTS,2010,HR04,2,1.2894
2016,NUTS,2010,HR04,2,1.356
2017,NUTS,2010,HR04,2,1.4013
2018,NUTS,2010,HR04,2,1.4893
2019,NUTS,2010,HR04,2,1.6294
2011,NUTS,2010,HU,0,1.4319
2012,NUTS,2010,HU,0,1.4395
2013,NUTS,2010,HU,0,1.457
2014,NUTS,2010,HU,0,1.3641
2015,NUTS,2010,HU,0,1.3078
2016,NUTS,2010,HU,0,1.2305
2017,NUTS,2010,HU,0,1.354
2018,NUTS,2010,HU,0,1.7455
2019,NUTS,2010,HU,0,1.8531
2011,NUTS,2010,HU1,1,2.6616
2012,NUTS,2010,HU1,1,2.5854
2013,NUTS,2010,HU1,1,2.656
2014,NUTS,2010,HU1,1,2.6061
2015,NUTS,2010,HU1,1,2.5894
2016,NUTS,2010,HU1,1,2.3688
2017,NUTS,2010,HU1,1,2.5735
2018,NUTS,2010,HU1,1,3.4149
2019,NUTS,2010,HU1,1,3.5202
2011,NUTS,2010,HU10,2,2.6616
2012,NUTS,2010,HU10,2,2.5854
2013,NUTS,2010,HU10,2,2.656
2014,NUTS,2010,HU10,2,2.6061
2015,NUTS,2010,HU10,2,2.5894
2016,NUTS,2010,HU10,2,2.3688
2017,NUTS,2010,HU11,2,3.9032
2018,NUTS,2010,HU11,2,5.2869
2019,NUTS,2010,HU11,2,5.5098
2017,NUTS,2010,HU12,2,0.6284
2018,NUTS,2010,HU12,2,0.7925
2019,NUTS,2010,HU12,2,0.775
2011,NUTS,2010,HU2,1,0.8088
2012,NUTS,2010,HU2,1,0.8554
2013,NUTS,2010,HU2,1,0.8663
2014,NUTS,2010,HU2,1,0.7382
2015,NUTS,2010,HU2,1,0.6746
2016,NUTS,2010,HU2,1,0.6628
2017,NUTS,2010,HU2,1,0.7856
2018,NUTS,2010,HU2,1,1.0289
2019,NUTS,2010,HU2,1,1.0773
2011,NUTS,2010,HU21,2,0.6923
2012,NUTS,2010,HU21,2,0.9091
2013,NUTS,2010,HU21,2,0.8461
2014,NUTS,2010,HU21,2,0.7428
2015,NUTS,2010,HU21,2,0.704
2016,NUTS,2010,HU21,2,0.6852
2017,NUTS,2010,HU21,2,0.7437
2018,NUTS,2010,HU21,2,0.9257
2019,NUTS,2010,HU21,2,0.9927
2011,NUTS,2010,HU22,2,0.8068
2012,NUTS,2010,HU22,2,0.6919
2013,NUTS,2010,HU22,2,0.8055
2014,NUTS,2010,HU22,2,0.6876
2015,NUTS,2010,HU22,2,0.5657
2016,NUTS,2010,HU22,2,0.5523
2017,NUTS,2010,HU22,2,0.6648
2018,NUTS,2010,HU22,2,0.9367
2019,NUTS,2010,HU22,2,0.991
2011,NUTS,2010,HU23,2,0.9694
2012,NUTS,2010,HU23,2,0.9905
2013,NUTS,2010,HU23,2,0.9669
2014,NUTS,2010,HU23,2,0.7946
2015,NUTS,2010,HU23,2,0.7703
2016,NUTS,2010,HU23,2,0.7696
2017,NUTS,2010,HU23,2,0.9954
2018,NUTS,2010,HU23,2,1.2853
2019,NUTS,2010,HU23,2,1.3051
2011,NUTS,2010,HU3,1,1.197
2012,NUTS,2010,HU3,1,1.0232
2013,NUTS,2010,HU3,1,1.014
2014,NUTS,2010,HU3,1,0.8985
2015,NUTS,2010,HU3,1,0.8097
2016,NUTS,2010,HU3,1,0.7738
2017,NUTS,2010,HU3,1,0.831
2018,NUTS,2010,HU3,1,0.9877
2019,NUTS,2010,HU3,1,1.0956
2011,NUTS,2010,HU31,2,0.6721
2012,NUTS,2010,HU31,2,0.6826
2013,NUTS,2010,HU31,2,0.7044
2014,NUTS,2010,HU31,2,0.5572
2015,NUTS,2010,HU31,2,0.5024
2016,NUTS,2010,HU31,2,0.4561
2017,NUTS,2010,HU31,2,0.5293
2018,NUTS,2010,HU31,2,0.584
2019,NUTS,2010,HU31,2,0.695
2011,NUTS,2010,HU32,2,1.0078
2012,NUTS,2010,HU32,2,1.0403
2013,NUTS,2010,HU32,2,0.9288
2014,NUTS,2010,HU32,2,0.8374
2015,NUTS,2010,HU32,2,0.7992
2016,NUTS,2010,HU32,2,0.7832
2017,NUTS,2010,HU32,2,0.8246
2018,NUTS,2010,HU32,2,0.9087
2019,NUTS,2010,HU32,2,1.0302
2011,NUTS,2010,HU33,2,1.2791
2012,NUTS,2010,HU33,2,1.2813
2013,NUTS,2010,HU33,2,1.3669
2014,NUTS,2010,HU33,2,1.258
2015,NUTS,2010,HU33,2,1.0863
2016,NUTS,2010,HU33,2,1.0331
2017,NUTS,2010,HU33,2,1.0963
2018,NUTS,2010,HU33,2,1.4273
2019,NUTS,2010,HU33,2,1.5141
2011,NUTS,2010,IE,0,1.9692
2012,NUTS,2010,IE,0,1.2405
2013,NUTS,2010,IE,0,2.5177
2015,NUTS,2010,IE,0,2.3458
2017,NUTS,2010,IE,0,2.3768
2019,NUTS,2010,IE,0,2.2668
2011,NUTS,2010,IE0,1,1.9177
2013,NUTS,2010,IE0,1,2.1204
2015,NUTS,2010,IE0,1,2.3932
2017,NUTS,2010,IE0,1,2.2998
2011,NUTS,2010,IE01,2,1.3437
2013,NUTS,2010,IE01,2,1.3787
2015,NUTS,2010,IE01,2,1.1366
2017,NUTS,2010,IE01,2,3.6936
2011,NUTS,2010,IE02,2,2.1129
2013,NUTS,2010,IE02,2,2.3749
2015,NUTS,2010,IE02,2,2.8186
2017,NUTS,2010,IE02,2,2.1011
2011,NUTS,2010,IS,0,3.0138
2013,NUTS,2010,IS,0,2.9727
2015,NUTS,2010,IS,0,3.3138
2016,NUTS,2010,IS,0,3.3817
2017,NUTS,2010,IS,0,3.3885
2018,NUTS,2010,IS,0,3.2984
2011,NUTS,2010,IT,0,1.5746
2012,NUTS,2010,IT,0,1.6642
2013,NUTS,2010,IT,0,1.7388
2014,NUTS,2010,IT,0,1.7295
2015,NUTS,2010,IT,0,1.8009
2016,NUTS,2010,IT,0,1.9842
2017,NUTS,2010,IT,0,2.1782
2018,NUTS,2010,IT,0,2.358
2019,NUTS,2010,IT,0,2.4243
2011,NUTS,2010,ITC,1,1.7343
2012,NUTS,2010,ITC,1,1.8123
2013,NUTS,2010,ITC,1,1.8118
2014,NUTS,2010,ITC,1,1.7991
2015,NUTS,2010,ITC,1,1.8626
2016,NUTS,2010,ITC,1,2.1028
2017,NUTS,2010,ITC,1,2.2778
2018,NUTS,2010,ITC,1,2.4955
2019,NUTS,2010,ITC,1,2.5456
2011,NUTS,2010,ITC1,2,1.6556
2012,NUTS,2010,ITC1,2,1.7829
2013,NUTS,2010,ITC1,2,1.9527
2014,NUTS,2010,ITC1,2,1.9424
2015,NUTS,2010,ITC1,2,2.0751
2016,NUTS,2010,ITC1,2,2.2451
2017,NUTS,2010,ITC1,2,2.3781
2018,NUTS,2010,ITC1,2,2.5729
2019,NUTS,2010,ITC1,2,2.5853
2011,NUTS,2010,ITC2,2,1.0143
2012,NUTS,2010,ITC2,2,1.0072
2013,NUTS,2010,ITC2,2,0.9634
2014,NUTS,2010,ITC2,2,0.7931
2015,NUTS,2010,ITC2,2,0.8175
2016,NUTS,2010,ITC2,2,1.0386
2017,NUTS,2010,ITC2,2,1.0676
2018,NUTS,2010,ITC2,2,1.0709
2019,NUTS,2010,ITC2,2,0.9222
2011,NUTS,2010,ITC3,2,1.7602
2012,NUTS,2010,ITC3,2,1.779
2013,NUTS,2010,ITC3,2,1.6125
2014,NUTS,2010,ITC3,2,1.5455
2015,NUTS,2010,ITC3,2,1.6371
2016,NUTS,2010,ITC3,2,1.7508
