year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hes_total_f_pc_emp_hc
2019,NUTS,2010,PL7,1,0.7189
2016,NUTS,2010,PL71,2,0.5999
2017,NUTS,2010,PL71,2,0.8552
2018,NUTS,2010,PL71,2,0.7534
2019,NUTS,2010,PL71,2,0.8673
2016,NUTS,2010,PL72,2,0.2399
2017,NUTS,2010,PL72,2,0.3772
2018,NUTS,2010,PL72,2,0.3976
2019,NUTS,2010,PL72,2,0.3965
2016,NUTS,2010,PL8,1,0.594
2017,NUTS,2010,PL8,1,0.7838
2018,NUTS,2010,PL8,1,0.8862
2019,NUTS,2010,PL8,1,0.942
2016,NUTS,2010,PL81,2,0.8675
2017,NUTS,2010,PL81,2,1.2066
2018,NUTS,2010,PL81,2,1.4073
2019,NUTS,2010,PL81,2,1.4945
2016,NUTS,2010,PL82,2,0.3168
2017,NUTS,2010,PL82,2,0.3304
2018,NUTS,2010,PL82,2,0.3477
2019,NUTS,2010,PL82,2,0.3244
2016,NUTS,2010,PL84,2,0.5716
2017,NUTS,2010,PL84,2,0.8124
2018,NUTS,2010,PL84,2,0.8588
2019,NUTS,2010,PL84,2,0.992
2016,NUTS,2010,PL9,1,0.7902
2017,NUTS,2010,PL9,1,1.2007
2018,NUTS,2010,PL9,1,1.3421
2019,NUTS,2010,PL9,1,1.36
2016,NUTS,2010,PL91,2,1.2947
2017,NUTS,2010,PL91,2,1.9706
2018,NUTS,2010,PL91,2,2.1289
2019,NUTS,2010,PL91,2,2.1088
2016,NUTS,2010,PL92,2,0.0791
2017,NUTS,2010,PL92,2,0.1045
2018,NUTS,2010,PL92,2,0.1294
2019,NUTS,2010,PL92,2,0.1056
2011,NUTS,2010,PT,0,1.1179
2012,NUTS,2010,PT,0,1.2041
2013,NUTS,2010,PT,0,1.3823
2014,NUTS,2010,PT,0,1.3029
2015,NUTS,2010,PT,0,1.3048
2016,NUTS,2010,PT,0,1.338
2017,NUTS,2010,PT,0,1.3174
2018,NUTS,2010,PT,0,1.3611
2019,NUTS,2010,PT,0,1.3599
2020,NUTS,2010,PT,0,1.3383
2011,NUTS,2010,PT1,1,1.0642
2012,NUTS,2010,PT1,1,1.1428
2013,NUTS,2010,PT1,1,1.3251
2014,NUTS,2010,PT1,1,1.2657
2015,NUTS,2010,PT1,1,1.2768
2016,NUTS,2010,PT1,1,1.316
2017,NUTS,2010,PT1,1,1.298
2018,NUTS,2010,PT1,1,1.3443
2019,NUTS,2010,PT1,1,1.3426
2020,NUTS,2010,PT1,1,1.3265
2011,NUTS,2010,PT11,2,0.9378
2012,NUTS,2010,PT11,2,0.9621
2013,NUTS,2010,PT11,2,1.1856
2014,NUTS,2010,PT11,2,1.1231
2015,NUTS,2010,PT11,2,1.112
2016,NUTS,2010,PT11,2,1.1969
2017,NUTS,2010,PT11,2,1.1667
2018,NUTS,2010,PT11,2,1.2007
2019,NUTS,2010,PT11,2,1.2154
2020,NUTS,2010,PT11,2,1.2013
2011,NUTS,2010,PT15,2,0.7627
2012,NUTS,2010,PT15,2,0.6891
2013,NUTS,2010,PT15,2,0.7327
2014,NUTS,2010,PT15,2,0.7168
2015,NUTS,2010,PT15,2,0.7362
2016,NUTS,2010,PT15,2,0.6764
2017,NUTS,2010,PT15,2,0.5778
2018,NUTS,2010,PT15,2,0.6391
2019,NUTS,2010,PT15,2,0.7042
2020,NUTS,2010,PT15,2,0.7307
2011,NUTS,2010,PT16,2,0.9648
2012,NUTS,2010,PT16,2,1.0069
2013,NUTS,2010,PT16,2,1.0964
2014,NUTS,2010,PT16,2,1.0753
2015,NUTS,2010,PT16,2,1.0593
2016,NUTS,2010,PT16,2,1.1153
2017,NUTS,2010,PT16,2,1.1348
2018,NUTS,2010,PT16,2,1.193
2019,NUTS,2010,PT16,2,1.1853
2020,NUTS,2010,PT16,2,1.2064
2011,NUTS,2010,PT17,2,1.4797
2012,NUTS,2010,PT17,2,1.6809
2013,NUTS,2010,PT17,2,1.9761
2014,NUTS,2010,PT17,2,1.8614
2015,NUTS,2010,PT17,2,1.9105
2016,NUTS,2010,PT17,2,1.8821
2017,NUTS,2010,PT17,2,1.8664
2018,NUTS,2010,PT17,2,1.9268
2019,NUTS,2010,PT17,2,1.8912
2020,NUTS,2010,PT17,2,1.8445
2011,NUTS,2010,PT18,2,0.5365
2012,NUTS,2010,PT18,2,0.6315
2013,NUTS,2010,PT18,2,0.5833
2014,NUTS,2010,PT18,2,0.5304
2015,NUTS,2010,PT18,2,0.5476
2016,NUTS,2010,PT18,2,0.5967
2017,NUTS,2010,PT18,2,0.6072
2018,NUTS,2010,PT18,2,0.5958
2019,NUTS,2010,PT18,2,0.5978
2020,NUTS,2010,PT18,2,0.5538
2011,NUTS,2010,PT2,1,0.4136
2012,NUTS,2010,PT2,1,0.3707
2013,NUTS,2010,PT2,1,0.4353
2014,NUTS,2010,PT2,1,0.468
2015,NUTS,2010,PT2,1,0.4292
2016,NUTS,2010,PT2,1,0.4578
2017,NUTS,2010,PT2,1,0.4691
2018,NUTS,2010,PT2,1,0.4012
2019,NUTS,2010,PT2,1,0.3738
2020,NUTS,2010,PT2,1,0.381
2011,NUTS,2010,PT20,2,0.4136
2012,NUTS,2010,PT20,2,0.3707
2013,NUTS,2010,PT20,2,0.4353
2014,NUTS,2010,PT20,2,0.468
2015,NUTS,2010,PT20,2,0.4292
2016,NUTS,2010,PT20,2,0.4578
2017,NUTS,2010,PT20,2,0.4691
2018,NUTS,2010,PT20,2,0.4012
2019,NUTS,2010,PT20,2,0.3738
2020,NUTS,2010,PT20,2,0.381
2011,NUTS,2010,PT3,1,0.2061
2012,NUTS,2010,PT3,1,0.2193
2013,NUTS,2010,PT3,1,0.2721
2014,NUTS,2010,PT3,1,0.2923
2015,NUTS,2010,PT3,1,0.3062
2016,NUTS,2010,PT3,1,0.3082
2017,NUTS,2010,PT3,1,0.3134
2018,NUTS,2010,PT3,1,0.3247
2019,NUTS,2010,PT3,1,0.2897
2020,NUTS,2010,PT3,1,0.2923
2011,NUTS,2010,PT30,2,0.2061
2012,NUTS,2010,PT30,2,0.2193
2013,NUTS,2010,PT30,2,0.2721
2014,NUTS,2010,PT30,2,0.2923
2015,NUTS,2010,PT30,2,0.3062
2016,NUTS,2010,PT30,2,0.3082
2017,NUTS,2010,PT30,2,0.3134
2018,NUTS,2010,PT30,2,0.3247
2019,NUTS,2010,PT30,2,0.2897
2020,NUTS,2010,PT30,2,0.2923
2011,NUTS,2010,RO,0,0.3137
2012,NUTS,2010,RO,0,0.2991
2013,NUTS,2010,RO,0,0.3039
2014,NUTS,2010,RO,0,0.2982
2015,NUTS,2010,RO,0,0.307
2016,NUTS,2010,RO,0,0.3073
2017,NUTS,2010,RO,0,0.3017
2018,NUTS,2010,RO,0,0.3053
2019,NUTS,2010,RO,0,0.2984
2011,NUTS,2010,RO1,1,0.263
2012,NUTS,2010,RO1,1,0.2084
2013,NUTS,2010,RO1,1,0.1947
2014,NUTS,2010,RO1,1,0.2153
2015,NUTS,2010,RO1,1,0.2161
2016,NUTS,2010,RO1,1,0.2167
2017,NUTS,2010,RO1,1,0.2086
2018,NUTS,2010,RO1,1,0.2349
2019,NUTS,2010,RO1,1,0.2436
2011,NUTS,2010,RO11,2,0.2405
2012,NUTS,2010,RO11,2,0.1644
2013,NUTS,2010,RO11,2,0.1537
2014,NUTS,2010,RO11,2,0.1872
2015,NUTS,2010,RO11,2,0.1941
2016,NUTS,2010,RO11,2,0.197
2017,NUTS,2010,RO11,2,0.1903
2018,NUTS,2010,RO11,2,0.2213
2019,NUTS,2010,RO11,2,0.2403
2011,NUTS,2010,RO12,2,0.2939
2012,NUTS,2010,RO12,2,0.2707
2013,NUTS,2010,RO12,2,0.2517
2014,NUTS,2010,RO12,2,0.2547
2015,NUTS,2010,RO12,2,0.2455
2016,NUTS,2010,RO12,2,0.2422
2017,NUTS,2010,RO12,2,0.2324
2018,NUTS,2010,RO12,2,0.254
2019,NUTS,2010,RO12,2,0.248
2011,NUTS,2010,RO2,1,0.1389
2012,NUTS,2010,RO2,1,0.1494
2013,NUTS,2010,RO2,1,0.1594
2014,NUTS,2010,RO2,1,0.1728
2015,NUTS,2010,RO2,1,0.1811
2016,NUTS,2010,RO2,1,0.1788
2017,NUTS,2010,RO2,1,0.1816
2018,NUTS,2010,RO2,1,0.1931
2019,NUTS,2010,RO2,1,0.1881
2011,NUTS,2010,RO21,2,0.1622
2012,NUTS,2010,RO21,2,0.1712
2013,NUTS,2010,RO21,2,0.1866
2014,NUTS,2010,RO21,2,0.1992
2015,NUTS,2010,RO21,2,0.2031
2016,NUTS,2010,RO21,2,0.1906
2017,NUTS,2010,RO21,2,0.1787
2018,NUTS,2010,RO21,2,0.1616
2019,NUTS,2010,RO21,2,0.1676
2011,NUTS,2010,RO22,2,0.1
2012,NUTS,2010,RO22,2,0.112
2013,NUTS,2010,RO22,2,0.1105
2014,NUTS,2010,RO22,2,0.1221
2015,NUTS,2010,RO22,2,0.1402
2016,NUTS,2010,RO22,2,0.1571
2017,NUTS,2010,RO22,2,0.1868
2018,NUTS,2010,RO22,2,0.2508
2019,NUTS,2010,RO22,2,0.2259
2011,NUTS,2010,RO3,1,0.3501
2012,NUTS,2010,RO3,1,0.3291
2013,NUTS,2010,RO3,1,0.3284
2014,NUTS,2010,RO3,1,0.3238
2015,NUTS,2010,RO3,1,0.3436
2016,NUTS,2010,RO3,1,0.3717
2017,NUTS,2010,RO3,1,0.3578
2018,NUTS,2010,RO3,1,0.3863
2019,NUTS,2010,RO3,1,0.3732
2011,NUTS,2010,RO31,2,0.072
2012,NUTS,2010,RO31,2,0.0703
2013,NUTS,2010,RO31,2,0.0622
2014,NUTS,2010,RO31,2,0.063
2015,NUTS,2010,RO31,2,0.0664
2016,NUTS,2010,RO31,2,0.0697
2017,NUTS,2010,RO31,2,0.058
2018,NUTS,2010,RO31,2,0.0604
2019,NUTS,2010,RO31,2,0.0626
2011,NUTS,2010,RO32,2,0.6447
2012,NUTS,2010,RO32,2,0.6156
2013,NUTS,2010,RO32,2,0.6337
2014,NUTS,2010,RO32,2,0.6222
2015,NUTS,2010,RO32,2,0.6345
2016,NUTS,2010,RO32,2,0.6657
2017,NUTS,2010,RO32,2,0.6615
2018,NUTS,2010,RO32,2,0.7111
2019,NUTS,2010,RO32,2,0.6688
2011,NUTS,2010,RO4,1,0.2634
2012,NUTS,2010,RO4,1,0.284
2013,NUTS,2010,RO4,1,0.313
2014,NUTS,2010,RO4,1,0.2572
2015,NUTS,2010,RO4,1,0.3045
2016,NUTS,2010,RO4,1,0.2946
2017,NUTS,2010,RO4,1,0.2909
2018,NUTS,2010,RO4,1,0.2082
2019,NUTS,2010,RO4,1,0.206
2011,NUTS,2010,RO41,2,0.1746
2012,NUTS,2010,RO41,2,0.1723
2013,NUTS,2010,RO41,2,0.1834
2014,NUTS,2010,RO41,2,0.1745
2015,NUTS,2010,RO41,2,0.2062
2016,NUTS,2010,RO41,2,0.2168
2017,NUTS,2010,RO41,2,0.2002
2018,NUTS,2010,RO41,2,0.1094
2019,NUTS,2010,RO41,2,0.1158
2011,NUTS,2010,RO42,2,0.3792
2012,NUTS,2010,RO42,2,0.4349
2013,NUTS,2010,RO42,2,0.4738
2014,NUTS,2010,RO42,2,0.3637
2015,NUTS,2010,RO42,2,0.4195
2016,NUTS,2010,RO42,2,0.384
2017,NUTS,2010,RO42,2,0.3978
2018,NUTS,2010,RO42,2,0.3282
2019,NUTS,2010,RO42,2,0.3112
2011,NUTS,2010,RS,0,0.7411
2012,NUTS,2010,RS,0,0.7277
2013,NUTS,2010,RS,0,0.7671
2014,NUTS,2010,RS,0,0.6955
2015,NUTS,2010,RS,0,0.7333
2016,NUTS,2010,RS,0,0.6759
2017,NUTS,2010,RS,0,0.6494
2018,NUTS,2010,RS,0,0.654
2019,NUTS,2010,RS,0,0.6466
2020,NUTS,2010,RS,0,0.6821
2018,NUTS,2010,RS1,1,0.8649
2019,NUTS,2010,RS1,1,0.8629
2020,NUTS,2010,RS1,1,0.9231
2018,NUTS,2010,RS11,2,1.0281
2019,NUTS,2010,RS11,2,1.0588
2020,NUTS,2010,RS11,2,1.1456
2018,NUTS,2010,RS12,2,0.6908
2019,NUTS,2010,RS12,2,0.6545
2020,NUTS,2010,RS12,2,0.6878
2018,NUTS,2010,RS2,1,0.3073
2019,NUTS,2010,RS2,1,0.2899
2020,NUTS,2010,RS2,1,0.2861
2018,NUTS,2010,RS21,2,0.2462
2019,NUTS,2010,RS21,2,0.2161
2020,NUTS,2010,RS21,2,0.227
2018,NUTS,2010,RS22,2,0.3959
2019,NUTS,2010,RS22,2,0.3955
2020,NUTS,2010,RS22,2,0.3712
2011,NUTS,2010,SE,0,1.2619
2013,NUTS,2010,SE,0,1.2507
2015,NUTS,2010,SE,0,1.152
2017,NUTS,2010,SE,0,0.7359
2019,NUTS,2010,SE,0,0.7985
2017,NUTS,2010,SE1,1,0.8715
2019,NUTS,2010,SE1,1,0.9236
2017,NUTS,2010,SE11,2,0.7975
2019,NUTS,2010,SE11,2,0.8237
2017,NUTS,2010,SE12,2,0.9877
2019,NUTS,2010,SE12,2,1.0817
2017,NUTS,2010,SE2,1,0.5987
2019,NUTS,2010,SE2,1,0.649
2017,NUTS,2010,SE21,2,0.3504
2019,NUTS,2010,SE21,2,0.3703
2017,NUTS,2010,SE22,2,0.7193
2019,NUTS,2010,SE22,2,0.8334
2017,NUTS,2010,SE23,2,0.6143
2019,NUTS,2010,SE23,2,0.6332
2017,NUTS,2010,SE3,1,0.5628
2019,NUTS,2010,SE3,1,0.6405
2017,NUTS,2010,SE31,2,0.3323
2019,NUTS,2010,SE31,2,0.3311
2017,NUTS,2010,SE32,2,0.229
2019,NUTS,2010,SE32,2,0.3206
2017,NUTS,2010,SE33,2,1.1476
2019,NUTS,2010,SE33,2,1.408
2011,NUTS,2010,SI,0,0.7031
2012,NUTS,2010,SI,0,0.672
2013,NUTS,2010,SI,0,0.6536
2014,NUTS,2010,SI,0,0.645
2015,NUTS,2010,SI,0,0.6206
2016,NUTS,2010,SI,0,0.5127
2017,NUTS,2010,SI,0,0.5435
2018,NUTS,2010,SI,0,0.6084
2019,NUTS,2010,SI,0,0.614
2011,NUTS,2010,SI0,1,0.6819
2012,NUTS,2010,SI0,1,0.6561
2013,NUTS,2010,SI0,1,0.6372
2014,NUTS,2010,SI0,1,0.6242
2015,NUTS,2010,SI0,1,0.6062
2016,NUTS,2010,SI0,1,0.5032
2017,NUTS,2010,SI0,1,0.5323
2018,NUTS,2010,SI0,1,0.5944
2019,NUTS,2010,SI0,1,0.6039
2013,NUTS,2010,SI03,2,0.2204
2014,NUTS,2010,SI03,2,0.2229
2015,NUTS,2010,SI03,2,0.2034
2016,NUTS,2010,SI03,2,0.1825
2017,NUTS,2010,SI03,2,0.1964
2018,NUTS,2010,SI03,2,0.2319
2019,NUTS,2010,SI03,2,0.2375
2013,NUTS,2010,SI04,2,1.0764
2014,NUTS,2010,SI04,2,1.0462
2015,NUTS,2010,SI04,2,1.025
2016,NUTS,2010,SI04,2,0.8341
2017,NUTS,2010,SI04,2,0.888
2018,NUTS,2010,SI04,2,0.988
2019,NUTS,2010,SI04,2,0.99
2011,NUTS,2010,SK,0,0.8
2012,NUTS,2010,SK,0,0.777
2013,NUTS,2010,SK,0,0.7795
2014,NUTS,2010,SK,0,0.7531
2015,NUTS,2010,SK,0,0.6969
2016,NUTS,2010,SK,0,0.754
2017,NUTS,2010,SK,0,0.7344
2018,NUTS,2010,SK,0,0.7663
2019,NUTS,2010,SK,0,0.7375
2020,NUTS,2010,SK,0,0.7339
2011,NUTS,2010,SK01,2,2.9312
2012,NUTS,2010,SK01,2,2.6897
2013,NUTS,2010,SK01,2,2.5196
2014,NUTS,2010,SK01,2,2.4364
2015,NUTS,2010,SK01,2,2.189
2016,NUTS,2010,SK01,2,2.4125
2017,NUTS,2010,SK01,2,2.2109
2018,NUTS,2010,SK01,2,2.3437
2019,NUTS,2010,SK01,2,2.2809
2020,NUTS,2010,SK01,2,2.3296
2011,NUTS,2010,SK02,2,0.3274
2012,NUTS,2010,SK02,2,0.3224
2013,NUTS,2010,SK02,2,0.4452
2014,NUTS,2010,SK02,2,0.4374
2015,NUTS,2010,SK02,2,0.4056
2016,NUTS,2010,SK02,2,0.3986
2017,NUTS,2010,SK02,2,0.3939
2018,NUTS,2010,SK02,2,0.4048
2019,NUTS,2010,SK02,2,0.39
2020,NUTS,2010,SK02,2,0.4026
2011,NUTS,2010,SK03,2,0.5631
2012,NUTS,2010,SK03,2,0.5845
2013,NUTS,2010,SK03,2,0.5599
2014,NUTS,2010,SK03,2,0.5777
2015,NUTS,2010,SK03,2,0.5282
2016,NUTS,2010,SK03,2,0.6035
2017,NUTS,2010,SK03,2,0.636
2018,NUTS,2010,SK03,2,0.6066
2019,NUTS,2010,SK03,2,0.537
2020,NUTS,2010,SK03,2,0.5074
2011,NUTS,2010,SK04,2,0.6508
2012,NUTS,2010,SK04,2,0.6677
2013,NUTS,2010,SK04,2,0.6573
2014,NUTS,2010,SK04,2,0.618
2015,NUTS,2010,SK04,2,0.6054
2016,NUTS,2010,SK04,2,0.6347
2017,NUTS,2010,SK04,2,0.6245
2018,NUTS,2010,SK04,2,0.6926
2019,NUTS,2010,SK04,2,0.6881
2020,NUTS,2010,SK04,2,0.6696
2011,NUTS,2010,TR,0,0.5717
2012,NUTS,2010,TR,0,0.6283
2013,NUTS,2010,TR,0,0.6325
2014,NUTS,2010,TR,0,0.7102
2015,NUTS,2010,TR,0,0.7211
2016,NUTS,2010,TR,0,0.7664
2017,NUTS,2010,TR,0,0.7885
2018,NUTS,2010,TR,0,0.7895
2019,NUTS,2010,TR,0,0.8508
2020,NUTS,2010,TR,0,0.9156
2011,NUTS,2010,UK,0,1.1241
2012,NUTS,2010,UK,0,1.1408
2013,NUTS,2010,UK,0,1.1492
2014,NUTS,2010,UK,0,1.1355
2015,NUTS,2010,UK,0,1.1757
2016,NUTS,2010,UK,0,1.1859
2017,NUTS,2010,UK,0,1.1749
2018,NUTS,2010,UK,0,1.1829
2011,NUTS,2010,UKC,1,1.2133
2013,NUTS,2010,UKC,1,1.222
2015,NUTS,2010,UKC,1,1.2774
2017,NUTS,2010,UKC,1,1.2407
2011,NUTS,2010,UKC1,2,1.0111
2013,NUTS,2010,UKC1,2,1.0384
2015,NUTS,2010,UKC1,2,1.0571
2017,NUTS,2010,UKC1,2,0.9735
2011,NUTS,2010,UKC2,2,1.3764
2013,NUTS,2010,UKC2,2,1.3634
2015,NUTS,2010,UKC2,2,1.4495
2017,NUTS,2010,UKC2,2,1.4572
2011,NUTS,2010,UKD,1,0.9155
2013,NUTS,2010,UKD,1,0.9608
2015,NUTS,2010,UKD,1,1.0039
2017,NUTS,2010,UKD,1,1.006
2011,NUTS,2010,UKD1,2,0.2186
2013,NUTS,2010,UKD1,2,0.2108
2015,NUTS,2010,UKD1,2,0.2337
2017,NUTS,2010,UKD1,2,0.2592
2011,NUTS,2010,UKD3,2,1.3018
2013,NUTS,2010,UKD3,2,1.2776
2015,NUTS,2010,UKD3,2,1.3271
2017,NUTS,2010,UKD3,2,1.2328
2011,NUTS,2010,UKD4,2,0.7912
2013,NUTS,2010,UKD4,2,0.9387
2015,NUTS,2010,UKD4,2,0.9488
2017,NUTS,2010,UKD4,2,0.965
2011,NUTS,2010,UKD6,2,0.2099
2013,NUTS,2010,UKD6,2,0.3235
2015,NUTS,2010,UKD6,2,0.2921
2017,NUTS,2010,UKD6,2,0.2936
2011,NUTS,2010,UKD7,2,1.0549
2013,NUTS,2010,UKD7,2,1.0828
2015,NUTS,2010,UKD7,2,1.1906
2017,NUTS,2010,UKD7,2,1.3314
2011,NUTS,2010,UKE,1,1.1161
2013,NUTS,2010,UKE,1,1.1516
2015,NUTS,2010,UKE,1,1.219
2017,NUTS,2010,UKE,1,1.2336
2011,NUTS,2010,UKE1,2,0.5093
2013,NUTS,2010,UKE1,2,0.5249
2015,NUTS,2010,UKE1,2,0.4895
2017,NUTS,2010,UKE1,2,0.4208
2011,NUTS,2010,UKE2,2,1.0125
2013,NUTS,2010,UKE2,2,1.071
2015,NUTS,2010,UKE2,2,1.25
2017,NUTS,2010,UKE2,2,1.2219
2011,NUTS,2010,UKE3,2,1.5266
2013,NUTS,2010,UKE3,2,1.6085
2015,NUTS,2010,UKE3,2,1.7011
2017,NUTS,2010,UKE3,2,1.7303
2011,NUTS,2010,UKE4,2,1.1806
2013,NUTS,2010,UKE4,2,1.1672
2015,NUTS,2010,UKE4,2,1.2138
2017,NUTS,2010,UKE4,2,1.2629
2011,NUTS,2010,UKF,1,1.024
2013,NUTS,2010,UKF,1,1.0418
2015,NUTS,2010,UKF,1,1.0438
2017,NUTS,2010,UKF,1,1.0479
2011,NUTS,2010,UKF1,2,1.1978
2013,NUTS,2010,UKF1,2,1.2022
2015,NUTS,2010,UKF1,2,1.1859
2017,NUTS,2010,UKF1,2,1.25
2011,NUTS,2010,UKF2,2,1.1181
2013,NUTS,2010,UKF2,2,1.1555
2015,NUTS,2010,UKF2,2,1.1015
2017,NUTS,2010,UKF2,2,1.0626
2011,NUTS,2010,UKF3,2,0.3055
2013,NUTS,2010,UKF3,2,0.324
2015,NUTS,2010,UKF3,2,0.4224
2017,NUTS,2010,UKF3,2,0.4056
2011,NUTS,2010,UKG,1,0.8347
2013,NUTS,2010,UKG,1,0.8948
2015,NUTS,2010,UKG,1,0.9459
2017,NUTS,2010,UKG,1,0.9666
2011,NUTS,2010,UKG1,2,0.076
2013,NUTS,2010,UKG1,2,0.0848
2015,NUTS,2010,UKG1,2,0.0992
2017,NUTS,2010,UKG1,2,0.0936
2011,NUTS,2010,UKG2,2,0.2348
2013,NUTS,2010,UKG2,2,0.2377
2015,NUTS,2010,UKG2,2,0.3219
2017,NUTS,2010,UKG2,2,0.3259
2011,NUTS,2010,UKG3,2,1.6689
2013,NUTS,2010,UKG3,2,1.8222
2015,NUTS,2010,UKG3,2,1.8414
2017,NUTS,2010,UKG3,2,1.8413
2011,NUTS,2010,UKH,1,0.9489
2013,NUTS,2010,UKH,1,0.9629
2015,NUTS,2010,UKH,1,0.9427
2017,NUTS,2010,UKH,1,0.9453
2011,NUTS,2010,UKH1,2,1.5028
2013,NUTS,2010,UKH1,2,1.6012
2015,NUTS,2010,UKH1,2,1.5749
2017,NUTS,2010,UKH1,2,1.6063
2011,NUTS,2010,UKH2,2,0.6974
2013,NUTS,2010,UKH2,2,0.6563
2015,NUTS,2010,UKH2,2,0.5912
2017,NUTS,2010,UKH2,2,0.6032
2011,NUTS,2010,UKH3,2,0.4186
2013,NUTS,2010,UKH3,2,0.3875
2015,NUTS,2010,UKH3,2,0.4211
2017,NUTS,2010,UKH3,2,0.4063
2011,NUTS,2010,UKI,1,1.7513
2013,NUTS,2010,UKI,1,1.6361
2015,NUTS,2010,UKI,1,1.6176
2017,NUTS,2010,UKI,1,1.5696
2011,NUTS,2010,UKI3,2,10.1866
2013,NUTS,2010,UKI3,2,8.5965
2015,NUTS,2010,UKI3,2,8.541
2017,NUTS,2010,UKI3,2,8.9896
2011,NUTS,2010,UKI4,2,0.8568
2013,NUTS,2010,UKI4,2,0.7872
2015,NUTS,2010,UKI4,2,0.8638
2017,NUTS,2010,UKI4,2,0.8308
2011,NUTS,2010,UKI5,2,0.2338
2013,NUTS,2010,UKI5,2,0.2369
2015,NUTS,2010,UKI5,2,0.2026
2017,NUTS,2010,UKI5,2,0.188
2011,NUTS,2010,UKI6,2,0.2275
2013,NUTS,2010,UKI6,2,0.2089
2015,NUTS,2010,UKI6,2,0.2769
2017,NUTS,2010,UKI6,2,0.2671
2011,NUTS,2010,UKI7,2,0.5825
2013,NUTS,2010,UKI7,2,0.5882
2015,NUTS,2010,UKI7,2,0.5463
2017,NUTS,2010,UKI7,2,0.533
2011,NUTS,2010,UKJ,1,1.0454
2013,NUTS,2010,UKJ,1,1.0939
2015,NUTS,2010,UKJ,1,1.1391
2017,NUTS,2010,UKJ,1,1.1098
2011,NUTS,2010,UKJ1,2,1.8272
2013,NUTS,2010,UKJ1,2,1.9325
2015,NUTS,2010,UKJ1,2,1.9708
2017,NUTS,2010,UKJ1,2,1.9759
2011,NUTS,2010,UKJ2,2,0.7511
2013,NUTS,2010,UKJ2,2,0.7471
2015,NUTS,2010,UKJ2,2,0.7605
2017,NUTS,2010,UKJ2,2,0.7326
2011,NUTS,2010,UKJ3,2,1.0678
2013,NUTS,2010,UKJ3,2,1.0856
2015,NUTS,2010,UKJ3,2,1.1394
2017,NUTS,2010,UKJ3,2,1.1127
2011,NUTS,2010,UKJ4,2,0.3911
2013,NUTS,2010,UKJ4,2,0.5058
2015,NUTS,2010,UKJ4,2,0.5516
2017,NUTS,2010,UKJ4,2,0.5254
2011,NUTS,2010,UKK,1,0.781
2013,NUTS,2010,UKK,1,0.7729
2015,NUTS,2010,UKK,1,0.7805
2017,NUTS,2010,UKK,1,0.8106
2011,NUTS,2010,UKK1,2,1.0433
2013,NUTS,2010,UKK1,2,1.044
2015,NUTS,2010,UKK1,2,1.0308
2017,NUTS,2010,UKK1,2,1.0569
2011,NUTS,2010,UKK2,2,0.1938
2013,NUTS,2010,UKK2,2,0.1997
2015,NUTS,2010,UKK2,2,0.2653
2017,NUTS,2010,UKK2,2,0.2862
2011,NUTS,2010,UKK3,2,0.0976
2013,NUTS,2010,UKK3,2,0.1104
2015,NUTS,2010,UKK3,2,0.1168
2017,NUTS,2010,UKK3,2,0.1267
2011,NUTS,2010,UKK4,2,1.1791
2013,NUTS,2010,UKK4,2,1.1855
2015,NUTS,2010,UKK4,2,1.0901
2017,NUTS,2010,UKK4,2,1.1404
2011,NUTS,2010,UKL,1,1.0206
2013,NUTS,2010,UKL,1,1.0194
2015,NUTS,2010,UKL,1,1.0003
2017,NUTS,2010,UKL,1,1.0248
2011,NUTS,2010,UKL1,2,0.8199
2013,NUTS,2010,UKL1,2,0.8772
2015,NUTS,2010,UKL1,2,0.8327
2017,NUTS,2010,UKL1,2,0.8867
2011,NUTS,2010,UKL2,2,1.3358
2013,NUTS,2010,UKL2,2,1.2424
2015,NUTS,2010,UKL2,2,1.2741
2017,NUTS,2010,UKL2,2,1.2351
2011,NUTS,2010,UKM,1,1.2842
2013,NUTS,2010,UKM,1,1.4362
2015,NUTS,2010,UKM,1,1.4576
2017,NUTS,2010,UKM,1,1.505
2013,NUTS,2010,UKM2,2,2.1163
2015,NUTS,2010,UKM2,2,2.1769
2013,NUTS,2010,UKM3,2,1.1506
2015,NUTS,2010,UKM3,2,1.2331
2013,NUTS,2010,UKM5,2,1.4876
2015,NUTS,2010,UKM5,2,1.3302
2017,NUTS,2010,UKM5,2,1.3598
2013,NUTS,2010,UKM6,2,0.0663
2015,NUTS,2010,UKM6,2,0.062
2017,NUTS,2010,UKM6,2,0.0882
2017,NUTS,2010,UKM7,2,2.3213
2017,NUTS,2010,UKM8,2,1.8725
2017,NUTS,2010,UKM9,2,0.0
2011,NUTS,2010,UKN,1,0.773
2013,NUTS,2010,UKN,1,0.6613
2015,NUTS,2010,UKN,1,0.6966
2017,NUTS,2010,UKN,1,0.7304
2011,NUTS,2010,UKN0,2,0.773
2013,NUTS,2010,UKN0,2,0.6613
2015,NUTS,2010,UKN0,2,0.6966
2017,NUTS,2010,UKN0,2,0.7304
